fragment_smiles,occurences,example_ligands
Nc1cncs1,798,248:24800:0:PV-005535362215;248:24800:3:PV-005535467685;248:24800:3:PV-005535468687;
C1CC2CNCC2N1,23148,248:24800:0:PV-005535365155;248:24800:0:PV-005535370410;248:24800:0:PV-005535370411;
Clc1ccsc1,10870,248:24800:0:PV-005535365187;248:24800:0:PV-005535365188;248:24800:0:PV-005535365189;
C1CC2(CC2)CN1,21657,248:24800:0:PV-005535365191;248:24800:0:PV-005535365298;248:24800:0:PV-005535367139;
Fc1cccnc1,41340,248:24800:0:PV-005535365223;248:24800:0:PV-005535365693;248:24800:0:PV-005535366123;
Clc1coc2ccccc12,538,248:24800:0:PV-005535365231;248:24800:7:PV-000570327652;248:24801:3:PV-005535783328;
Cc1nccc(O)c1Cl,1154,248:24800:0:PV-005535365248;248:24800:4:PV-005535522936;248:24800:4:PV-005535522937;
C1COCO1,10932,248:24800:0:PV-005535365248;248:24800:0:PV-005535370868;248:24800:0:PV-005535370869;
Cc1cc(=O)ccn1C,1230,248:24800:0:PV-005535365290;248:24800:0:PV-005535365291;248:24800:2:PV-004035636096;
c1cc2sccc2cn1,2964,248:24800:0:PV-005535365305;248:24800:0:PV-005535365306;248:24800:0:PV-005535365307;
Cn1ccc(Cl)n1,4808,248:24800:0:PV-005535365330;248:24800:0:PV-005535371378;248:24800:0:PV-005535378233;
Cc1noc2ccccc12,600,248:24800:0:PV-005535365342;248:24800:0:PV-005535365343;248:24800:0:PV-005535365344;
Cc1cccc(Cl)c1,15123,248:24800:0:PV-005535365459;248:24800:0:PV-005535366166;248:24800:0:PV-005535368501;
Cc1cnc[nH]1,16209,248:24800:0:PV-005535365475;248:24800:0:PV-005535365476;248:24800:0:PV-005535371641;
CC1(C)CNCCO1,9443,248:24800:0:PV-005535365517;248:24800:0:PV-005535365518;248:24800:0:PV-005535365519;
C1CC2CCC12,1746,248:24800:0:PV-005535365526;248:24800:0:PV-005535365527;248:24800:1:PV-003511466077;
O=c1nccc[nH]1,1940,248:24800:0:PV-005535365526;248:24800:0:PV-005535365527;248:24800:0:PV-004035627148;
C1CC2CNCC(C1)NC2,1223,248:24800:0:PV-005535365532;248:24800:0:PV-005535395480;248:24800:1:PV-004035631441;
ClC1=CCC1,7841,248:24800:0:PV-005535365532;248:24800:0:PV-005535368650;248:24800:0:PV-005535369372;
c1cnc2[nH]ncc2c1,3905,248:24800:0:PV-005535365535;248:24800:1:PV-003511458862;248:24800:1:PV-002889963876;
c1c[nH]cn1,86731,248:24800:0:PV-005535365544;248:24800:0:PV-005535366386;248:24800:0:PV-005535366423;
C1CC2CNCC(C1)N2,3974,248:24800:0:PV-005535365544;248:24800:0:PV-005535405090;248:24800:0:PV-000539950626;
c1cncnc1,56773,248:24800:0:PV-005535365607;248:24800:0:PV-005535368174;248:24800:0:PV-005535368175;
C1CSCCN1,6939,248:24800:0:PV-005535365607;248:24800:0:PV-005535371001;248:24800:0:PV-005535372504;
Cc1ccncc1N,5125,248:24800:0:PV-005535365614;248:24800:0:PV-005535386645;248:24800:0:PV-005535400205;
Cc1ccc(F)cc1,9589,248:24800:0:PV-005535365627;248:24800:0:PV-005535365628;248:24800:0:PV-005535365629;
FC1CCCC1,16021,248:24800:0:PV-005535365701;248:24800:0:PV-005535374107;248:24800:0:PV-005535374108;
C1CC2CNCC1N2,22408,248:24800:0:PV-005535365704;248:24800:0:PV-005535365705;248:24800:0:PV-005535382287;
Clc1cccn2ccnc12,1108,248:24800:0:PV-005535365710;248:24800:3:PV-005535421980;248:24800:3:PV-005535426019;
CC1(C)CCC1,21718,248:24800:0:PV-005535365747;248:24800:0:PV-005535374489;248:24800:0:PV-005535375269;
C1CC2CNCC(C1)C2,5260,248:24800:0:PV-005535365762;248:24800:0:PV-005535394843;248:24800:0:PV-005535395149;
O=c1oc2ccccc2o1,387,248:24800:0:PV-005535365769;248:24800:0:PV-005535410721;248:24801:4:PV-005535854954;
Cn1cnccc1=O,3746,248:24800:0:PV-005535365795;248:24800:0:PV-005535365796;248:24800:0:PV-005535384624;
Cc1ccn(C)n1,17529,248:24800:0:PV-005535365797;248:24800:0:PV-005535365798;248:24800:0:PV-005535369779;
Cc1ncccn1,8416,248:24800:0:PV-005535365806;248:24800:0:PV-005535387298;248:24800:0:PV-005535387299;
Cc1cn[nH]c1,18867,248:24800:0:PV-005535365810;248:24800:0:PV-005535367422;248:24800:0:PV-005535371943;
c1cnc2ncoc2c1,525,248:24800:0:PV-005535365826;248:24800:1:PV-003511461841;248:24800:1:PV-003511461842;
O=C1NCCC1F,6784,248:24800:0:PV-005535365838;248:24800:0:PV-005535365839;248:24800:0:PV-005535371472;
Cc1cn2c(=O)ccnc2s1,85,248:24800:0:PV-005535365845;248:24800:0:PV-005535365846;248:24801:4:PV-005535808213;
c1cocn1,79605,248:24800:0:PV-005535365850;248:24800:0:PV-005535366017;248:24800:0:PV-005535366145;
CC1(C)CNC1,5277,248:24800:0:PV-005535365872;248:24800:0:PV-005535365873;248:24800:0:PV-005535365874;
O=S1CCNCC1,1738,248:24800:0:PV-005535365872;248:24800:0:PV-005535365873;248:24800:0:PV-005535365874;
Clc1cccc2c1CC2,998,248:24800:0:PV-005535365877;248:24800:4:PV-005535477306;248:24800:4:PV-005535509160;
c1scc2c1OCCO2,975,248:24800:0:PV-005535365886;248:24800:0:PV-005535365887;248:24800:0:PV-005535369856;
CC1CCSC1,947,248:24800:0:PV-005535365903;248:24800:3:PV-005535421850;248:24800:3:PV-005535448185;
C1COC2(CN1)CNC2,9157,248:24800:0:PV-005535365903;248:24800:0:PV-005535366392;248:24800:0:PV-005535366500;
FC1CCC(F)(F)CC1,1195,248:24800:0:PV-005535365911;248:24800:0:PV-005535365912;248:24800:0:PV-005535365913;
CC1COc2ccccc21,1461,248:24800:0:PV-005535365958;248:24800:1:PV-003511453943;248:24800:7:PV-003511534665;
Clc1ccsn1,5094,248:24800:0:PV-005535365958;248:24800:0:PV-005535381637;248:24800:0:PV-005535394018;
Cc1ccncc1,21849,248:24800:0:PV-005535365959;248:24800:0:PV-005535365960;248:24800:0:PV-005535365961;
Cc1cnnn1C,3145,248:24800:0:PV-005535365959;248:24800:0:PV-005535365960;248:24800:0:PV-005535365961;
Cc1ccn(C)c1,10810,248:24800:0:PV-005535365982;248:24800:0:PV-005535367010;248:24800:0:PV-005535375516;
Fc1ccc2occc2c1,2466,248:24800:0:PV-005535366017;248:24800:0:PV-005535387179;248:24800:0:PV-005535387180;
O=C1CCCCCN1,4525,248:24800:0:PV-005535366023;248:24800:0:PV-005535401044;248:24800:0:PV-003511447959;
Cc1cscn1,27355,248:24800:0:PV-005535366034;248:24800:0:PV-005535368117;248:24800:0:PV-005535368118;
C1CC2CC1CN2,26183,248:24800:0:PV-005535366055;248:24800:0:PV-005535366673;248:24800:0:PV-005535368787;
O=c1cccn[nH]1,16364,248:24800:0:PV-005535366056;248:24800:0:PV-005535366057;248:24800:0:PV-005535366058;
Clc1ncc[nH]1,4505,248:24800:0:PV-005535366081;248:24800:0:PV-005535384058;248:24800:0:PV-005535391814;
Cc1csnn1,4608,248:24800:0:PV-005535366091;248:24800:0:PV-005535396257;248:24800:0:PV-005535408738;
C1CNCC2(CC2)CN1,4672,248:24800:0:PV-005535366091;248:24800:0:PV-005535369668;248:24800:0:PV-005535375836;
Cc1cccs1,43413,248:24800:0:PV-005535366091;248:24800:0:PV-005535367180;248:24800:0:PV-005535367181;
C1CNC2(C1)CCNCC2,3807,248:24800:0:PV-005535366099;248:24800:0:PV-005535366100;248:24800:0:PV-005535381957;
CC1CCCC(F)(F)C1,688,248:24800:0:PV-005535366123;248:24800:0:PV-005535386336;248:24800:3:PV-005535455651;
C1CNCC2(C1)CCC2,9131,248:24800:0:PV-005535366250;248:24800:0:PV-005535366251;248:24800:0:PV-005535389792;
Cc1sc(C)c2sccc12,291,248:24800:0:PV-005535366258;248:24800:0:PV-005535369638;248:24800:4:PV-005535510675;
Cc1ccnnc1,9770,248:24800:0:PV-005535366263;248:24800:0:PV-005535384394;248:24800:0:PV-005535384395;
CC1(C)CNCCNC1,4969,248:24800:0:PV-005535366263;248:24800:0:PV-005535372858;248:24800:0:PV-005535392197;
CC1CNCCOC1,2219,248:24800:0:PV-005535366294;248:24800:0:PV-005535367795;248:24800:0:PV-005535372316;
C1CC2CCNCC(C1)N2,1707,248:24800:0:PV-005535366322;248:24800:0:PV-005535371600;248:24800:0:PV-005535403125;
C1CC2(C1)CCNC2,17594,248:24800:0:PV-005535366330;248:24800:0:PV-005535379156;248:24800:0:PV-005535379672;
C1CC2(C1)CCNCC2,13852,248:24800:0:PV-005535366340;248:24800:0:PV-005535367010;248:24800:0:PV-005535367397;
C1CC2CC2C1,29390,248:24800:0:PV-005535366340;248:24800:0:PV-005535367897;248:24800:0:PV-005535367898;
C1CC2CSCC(C1)C2,873,248:24800:0:PV-005535366341;248:24800:3:PV-005535416961;248:24800:3:PV-005535416962;
Cc1ccc(C)cc1,6772,248:24800:0:PV-005535366383;248:24800:0:PV-005535366980;248:24800:0:PV-005535371927;
CC1=NOCC1,7795,248:24800:0:PV-005535366426;248:24800:0:PV-005535376368;248:24800:0:PV-005535383228;
CC1(C)CCNCC1,8179,248:24800:0:PV-005535366570;248:24800:0:PV-005535374716;248:24800:0:PV-005535384928;
Fc1ccco1,5904,248:24800:0:PV-005535366571;248:24800:0:PV-005535366572;248:24800:1:PV-004035628006;
Clc1cccnc1,35051,248:24800:0:PV-005535366601;248:24800:0:PV-005535366602;248:24800:0:PV-005535366603;
c1ccc2[nH]ncc2c1,10069,248:24800:0:PV-005535366669;248:24800:0:PV-005535401584;248:24800:0:PV-005535402468;
FC1(F)CC1,32104,248:24800:0:PV-005535366678;248:24800:0:PV-005535367988;248:24800:0:PV-005535367989;
Cc1ccns1,14761,248:24800:0:PV-005535366678;248:24800:0:PV-005535369622;248:24800:0:PV-005535369623;
CC1CC(F)(F)CN1,2171,248:24800:0:PV-005535366698;248:24800:0:PV-005535397529;248:24800:0:PV-005535398148;
O=c1ccnc[nH]1,4264,248:24800:0:PV-005535366698;248:24800:0:PV-005535386280;248:24800:0:PV-005535401138;
Cc1ccoc1C,6031,248:24800:0:PV-005535366735;248:24800:0:PV-005535369081;248:24800:0:PV-005535369082;
Fc1cncc(Cl)c1,3456,248:24800:0:PV-005535366793;248:24800:0:PV-005535366794;248:24800:0:PV-005535381219;
c1cc2sccc2s1,1462,248:24800:0:PV-005535366889;248:24800:0:PV-005535366890;248:24800:0:PV-005535366891;
C1CNC2(C1)CCC2,15498,248:24800:0:PV-005535366975;248:24800:0:PV-005535375140;248:24800:0:PV-005535375141;
C1COC2CNCC2N1,5623,248:24800:0:PV-005535366980;248:24800:0:PV-005535381350;248:24800:0:PV-005535398221;
CN1CCCCC1=O,4315,248:24800:0:PV-005535366986;248:24800:0:PV-005535367528;248:24800:0:PV-005535375349;
C1=CSCC1,9564,248:24800:0:PV-005535367010;248:24800:0:PV-005535369029;248:24800:0:PV-005535371095;
O=c1ccc2c([nH]1)CCCCC2,71,248:24800:0:PV-005535367025;248:24800:0:PV-005535367026;248:24800:0:PV-005535367027;
FC1CNCCOC1,2073,248:24800:0:PV-005535367033;248:24800:0:PV-005535368026;248:24800:0:PV-005535368280;
OC1CCCCC1,21733,248:24800:0:PV-005535367033;248:24800:0:PV-005535369847;248:24800:0:PV-005535369848;
c1nc2n(n1)CCCN2,334,248:24800:0:PV-005535367035;248:24800:4:PV-005535481846;248:24800:6:PV-003511517670;
Clc1cn[nH]c1,24758,248:24800:0:PV-005535367074;248:24800:0:PV-005535367880;248:24800:0:PV-005535371265;
Cc1cccc(=O)[nH]1,3186,248:24800:0:PV-005535367075;248:24800:0:PV-005535367076;248:24800:1:PV-004035629504;
O=c1[nH]ccs1,12306,248:24800:0:PV-005535367075;248:24800:0:PV-005535367076;248:24800:0:PV-005535369350;
c1cc2ccsc2cn1,3723,248:24800:0:PV-005535367180;248:24800:0:PV-005535367181;248:24800:0:PV-005535372800;
C1CCCNCCC1,16113,248:24800:0:PV-005535367189;248:24800:0:PV-005535367190;248:24800:0:PV-005535367191;
CC1CCCOC1,5255,248:24800:0:PV-005535367243;248:24800:0:PV-005535382476;248:24800:0:PV-005535397705;
Nc1cccnc1,13284,248:24800:0:PV-005535367257;248:24800:0:PV-005535375114;248:24800:0:PV-005535376310;
c1ncc2c(n1)CCCC2,952,248:24800:0:PV-005535367266;248:24800:0:PV-005535367267;248:24800:0:PV-005535408554;
Cc1cc(C)c(C)[nH]1,2538,248:24800:0:PV-005535367270;248:24800:1:PV-004035628763;248:24800:1:PV-004035629727;
Cc1cnco1,18734,248:24800:0:PV-005535367270;248:24800:0:PV-005535370585;248:24800:0:PV-005535370586;
Clc1ccc2[nH]ncc2c1,644,248:24800:0:PV-005535367340;248:24800:3:PV-005535423247;248:24800:4:PV-005535492288;
C1CSCCS1,2255,248:24800:0:PV-005535367397;248:24800:0:PV-005535377880;248:24800:2:PV-005535413879;
c1cnsn1,5741,248:24800:0:PV-005535367494;248:24800:0:PV-005535405077;248:24800:0:PV-005535405078;
CC1(C)CCCO1,5238,248:24800:0:PV-005535367519;248:24800:0:PV-005535368325;248:24800:1:PV-004035628297;
Cc1cc[nH]n1,39421,248:24800:0:PV-005535367519;248:24800:0:PV-005535370410;248:24800:0:PV-005535370411;
c1nnc[nH]1,13041,248:24800:0:PV-005535367528;248:24800:0:PV-005535395635;248:24800:0:PV-005535395636;
c1ccc2sccc2c1,11353,248:24800:0:PV-005535367577;248:24800:0:PV-005535367578;248:24800:0:PV-005535367579;
Cc1cnc(C)s1,7315,248:24800:0:PV-005535367619;248:24800:0:PV-005535368174;248:24800:0:PV-005535368175;
Cc1ccsc1C,10833,248:24800:0:PV-005535367646;248:24800:0:PV-005535367647;248:24800:0:PV-005535367648;
C1CCC2(CC1)CNCCO2,1559,248:24800:0:PV-005535367681;248:24800:0:PV-005535367682;248:24800:0:PV-005535367683;
Cc1cc(Cl)ccc1F,1965,248:24800:0:PV-005535367721;248:24800:0:PV-005535367722;248:24800:0:PV-005535367723;
CC1CCCO1,25623,248:24800:0:PV-005535367727;248:24800:0:PV-005535381056;248:24800:0:PV-005535385035;
Nc1ccnc(Cl)n1,878,248:24800:0:PV-005535367796;248:24800:0:PV-005535374122;248:24800:5:PV-005535533395;
CN1CCC(C)(C)C1,2182,248:24800:0:PV-005535367859;248:24800:0:PV-005535367860;248:24800:0:PV-005535387919;
FC1(F)CCNC1,6441,248:24800:0:PV-005535367861;248:24800:0:PV-005535368985;248:24800:0:PV-005535372101;
FC1CCCCNC1,2178,248:24800:0:PV-005535367879;248:24800:0:PV-005535381217;248:24800:0:PV-005535392829;
CC1CC1(F)F,11577,248:24800:0:PV-005535367996;248:24800:0:PV-005535376363;248:24800:0:PV-005535376950;
CC1=CCCC1,8812,248:24800:0:PV-005535368047;248:24800:0:PV-005535386454;248:24800:0:PV-005535388427;
CC1COC1,8956,248:24800:0:PV-005535368090;248:24800:0:PV-005535372386;248:24800:0:PV-005535377800;
Cc1nc[nH]n1,5101,248:24800:0:PV-005535368095;248:24800:0:PV-005535397529;248:24800:1:PV-003511451630;
Cc1ccccn1,41814,248:24800:0:PV-005535368097;248:24800:0:PV-005535368654;248:24800:0:PV-005535371095;
c1cc2occc2[nH]1,1764,248:24800:0:PV-005535368143;248:24800:0:PV-005535368144;248:24800:1:PV-003511466358;
FC12CCCC1CNC2,3209,248:24800:0:PV-005535368159;248:24800:0:PV-005535377875;248:24800:0:PV-005535380216;
Cc1coc(C)n1,5458,248:24800:0:PV-005535368183;248:24800:0:PV-005535368184;248:24800:0:PV-005535368185;
C1OCC2CC12,8809,248:24800:0:PV-005535368203;248:24800:0:PV-005535375879;248:24800:0:PV-005535388743;
Fc1cc[nH]n1,7318,248:24800:0:PV-005535368203;248:24800:0:PV-005535370455;248:24800:0:PV-005535370456;
C1CCC2(C1)CCCN2,2694,248:24800:0:PV-005535368211;248:24800:1:PV-003511463299;248:24800:1:PV-004035632769;
C1CC2(C1)CNCCO2,1182,248:24800:0:PV-005535368241;248:24800:0:PV-005535368242;248:24800:0:PV-005535368243;
CC1CCC(=O)N1,5661,248:24800:0:PV-005535368241;248:24800:0:PV-005535368242;248:24800:0:PV-005535368243;
Cc1ccn2ncnc2n1,562,248:24800:0:PV-005535368269;248:24800:2:PV-002526887999;248:24800:2:PV-003511484345;
Cn1nccn1,4666,248:24800:0:PV-005535368301;248:24800:0:PV-005535368302;248:24800:0:PV-005535384910;
CC1CC(F)C1,4797,248:24800:0:PV-005535368323;248:24800:0:PV-005535368324;248:24800:0:PV-005535402386;
Nc1ccncc1Cl,2634,248:24800:0:PV-005535368404;248:24800:0:PV-005535368405;248:24800:2:PV-005535412855;
c1cnc2ccsc2c1,4905,248:24800:0:PV-005535368407;248:24800:0:PV-005535389371;248:24800:0:PV-005535392914;
Cc1cc(C)c(C)o1,2562,248:24800:0:PV-005535368560;248:24800:0:PV-005535408327;248:24800:1:PV-001331607602;
C1CNC2COCC2N1,4218,248:24800:0:PV-005535368570;248:24800:0:PV-005535368571;248:24800:0:PV-005535371526;
Cc1ncc2ccccn12,1177,248:24800:0:PV-005535368572;248:24800:0:PV-005535368573;248:24800:1:PV-002889957384;
c1nn[nH]n1,6092,248:24800:0:PV-005535368595;248:24800:0:PV-005535374746;248:24800:0:PV-005535392318;
Fc1ccc(Cl)c2c1CNCC2,20,248:24800:0:PV-005535368595;248:24803:4:PV-005536484482;248:24814:5:PV-005540025231;
Cc1cccc(Cl)c1C,1113,248:24800:0:PV-005535368596;248:24800:0:PV-005535368597;248:24800:0:PV-005535394305;
CC1CC(C)NCCN1,1357,248:24800:0:PV-005535368621;248:24800:1:PV-004035632818;248:24800:1:PV-004035633977;
Cc1nnn[nH]1,901,248:24800:0:PV-005535368639;248:24800:0:PV-005535368640;248:24800:0:PV-005535368641;
Clc1c[nH]c2ccccc12,543,248:24800:0:PV-005535368639;248:24800:0:PV-005535368640;248:24800:0:PV-005535368641;
CN1CCCC1=O,19680,248:24800:0:PV-005535368655;248:24800:0:PV-005535373045;248:24800:0:PV-005535377235;
O=S1(=O)CCc2ccccc21,449,248:24800:0:PV-005535368693;248:24800:3:PV-005535443815;248:24800:4:PV-005535504237;
CC1CC1C,16703,248:24800:0:PV-005535368787;248:24800:0:PV-005535368788;248:24800:0:PV-005535382717;
FC1(F)CCCNC1,5839,248:24800:0:PV-005535368884;248:24800:0:PV-005535369202;248:24800:0:PV-005535376987;
c1ccc2c(c1)CCO2,10798,248:24800:0:PV-005535368909;248:24800:0:PV-005535371375;248:24800:0:PV-005535381045;
CC1CC(C)(C)C1,4239,248:24800:0:PV-005535368939;248:24800:0:PV-005535382971;248:24800:0:PV-005535382972;
C1CCC2NCCCC2C1,612,248:24800:0:PV-005535368942;248:24800:0:PV-005535368943;248:24800:3:PV-005535448890;
Oc1ccc(Cl)cc1,2437,248:24800:0:PV-005535368953;248:24800:0:PV-005535384394;248:24800:0:PV-005535384395;
Clc1ccnc2sccc12,412,248:24800:0:PV-005535368954;248:24801:4:PV-005535843500;248:24802:4:PV-005536172269;
Cc1ccsc1Cl,1655,248:24800:0:PV-005535368955;248:24800:0:PV-005535368956;248:24800:0:PV-005535368957;
O=S1(=O)C=CCCC1,1926,248:24800:0:PV-005535369025;248:24800:0:PV-005535383113;248:24800:0:PV-005535408999;
Cn1cnc2ccccc21,2458,248:24800:0:PV-005535369055;248:24800:1:PV-002889965315;248:24800:2:PV-002889969335;
Fc1cnccc1Cl,2596,248:24800:0:PV-005535369081;248:24800:0:PV-005535369082;248:24800:0:PV-005535369083;
Cc1cnccn1,16188,248:24800:0:PV-005535369121;248:24800:0:PV-005535376302;248:24800:0:PV-005535391529;
Cc1ccncc1O,982,248:24800:0:PV-005535369133;248:24800:0:PV-005535377976;248:24800:0:PV-005535391083;
CC1(C)CC(C)(C)C1,1027,248:24800:0:PV-005535369143;248:24800:0:PV-005535369144;248:24800:0:PV-005535403328;
FC1(F)CCOCC1,2058,248:24800:0:PV-005535369148;248:24800:0:PV-005535395344;248:24800:3:PV-005535425777;
Cc1cccnn1,16830,248:24800:0:PV-005535369202;248:24800:0:PV-005535377477;248:24800:0:PV-005535377478;
CN1CCNCC1,13822,248:24800:0:PV-005535369308;248:24800:0:PV-005535376266;248:24800:0:PV-005535379164;
c1ccc2scnc2c1,5630,248:24800:0:PV-005535369316;248:24800:0:PV-005535387090;248:24800:0:PV-005535387091;
c1cn[nH]n1,7358,248:24800:0:PV-005535369317;248:24800:0:PV-005535378036;248:24800:0:PV-005535400566;
C1CC2CNCC1C2,13759,248:24800:0:PV-005535369317;248:24800:0:PV-005535369395;248:24800:0:PV-005535373090;
Cc1ncnn1C,3092,248:24800:0:PV-005535369365;248:24800:1:PV-003511448550;248:24800:1:PV-004035628484;
CC1(C)CCO1,3199,248:24800:0:PV-005535369365;248:24800:2:PV-005535414518;248:24800:3:PV-005535418651;
c1ccn2ccnc2c1,10572,248:24800:0:PV-005535369372;248:24800:0:PV-005535385210;248:24800:0:PV-005535401169;
Cc1csc(C)c1,6848,248:24800:0:PV-005535369412;248:24800:0:PV-005535372316;248:24800:0:PV-005535386843;
c1ccc2c(c1)CCC21CNCCO1,13,248:24800:0:PV-005535369425;248:24802:1:PV-003511676768;248:24802:5:PV-002475154222;
Cc1cc(C)n2nccc2n1,564,248:24800:0:PV-005535369464;248:24800:2:PV-003511492849;248:24800:3:PV-005535462352;
Nc1cc(Cl)ccn1,12,248:24800:0:PV-005535369466;248:24802:9:PV-005536323709;248:24803:4:PV-005536497743;
C1COC2(C1)CNC2,7813,248:24800:0:PV-005535369468;248:24800:0:PV-005535378594;248:24800:0:PV-005535397365;
Oc1cccc(Cl)c1,6061,248:24800:0:PV-005535369481;248:24800:0:PV-005535380984;248:24800:0:PV-005535386941;
C1CC2CNCCC2CN1,922,248:24800:0:PV-005535369605;248:24800:0:PV-005535370730;248:24800:2:PV-004035636441;
OC1CCCOC1,794,248:24800:0:PV-005535369637;248:24800:1:PV-004035632732;248:24800:2:PV-004035635382;
CC1(C)CCOC1,7609,248:24800:0:PV-005535369708;248:24800:0:PV-005535369709;248:24800:0:PV-005535372216;
c1cnc2c(c1)COC2,1104,248:24800:0:PV-005535369714;248:24800:0:PV-005535369715;248:24800:1:PV-004035628606;
Cc1cc(C)on1,8861,248:24800:0:PV-005535369737;248:24800:0:PV-005535374836;248:24800:0:PV-005535386598;
c1cn2c(n1)CCCC2,5995,248:24800:0:PV-005535369786;248:24800:0:PV-005535376074;248:24800:0:PV-005535401469;
c1cc2sccc2[nH]1,4458,248:24800:0:PV-005535369797;248:24800:0:PV-005535373925;248:24800:0:PV-005535373926;
C1CC2(C1)CNCCN2,9170,248:24800:0:PV-005535369810;248:24800:0:PV-005535369811;248:24800:0:PV-005535378705;
Cc1ccccc1F,18186,248:24800:0:PV-005535369833;248:24800:0:PV-005535376306;248:24800:0:PV-005535378285;
Fc1ccc(F)cc1,7473,248:24800:0:PV-005535369833;248:24800:0:PV-005535397780;248:24800:0:PV-005535397781;
C1CCC2CC(C1)C2,3,248:24800:0:PV-005535369855;248:24800:4:PV-005535495839;248:24880:2:PV-005560983351;
C1CC2CCC2N1,8800,248:24800:0:PV-005535369857;248:24800:0:PV-005535373539;248:24800:0:PV-005535378337;
O=S1(=O)CCNCC1,1144,248:24800:0:PV-005535369857;248:24800:0:PV-005535375330;248:24800:1:PV-002660234462;
O=S1(=O)CCCCC1,4240,248:24800:0:PV-005535369930;248:24800:0:PV-005535377472;248:24800:0:PV-005535385698;
C1CC2CNCC12,22672,248:24800:0:PV-005535369937;248:24800:0:PV-005535371265;248:24800:0:PV-005535372163;
C1CC2CCC1CN2,3067,248:24800:0:PV-005535369951;248:24800:0:PV-005535370369;248:24800:0:PV-005535370370;
C1CCC2(CC1)CCNCC2,1492,248:24800:0:PV-005535370055;248:24800:3:PV-005535470085;248:24800:4:PV-005535478060;
Cc1cncc(F)c1,6565,248:24800:0:PV-005535370112;248:24800:0:PV-005535372197;248:24800:0:PV-005535388483;
Clc1cccn2nccc12,1154,248:24800:0:PV-005535370170;248:24800:0:PV-005535370171;248:24800:0:PV-005535370172;
Cn1cc2c(n1)CCNC2=O,116,248:24800:0:PV-005535370253;248:24800:0:PV-005535370254;248:24801:7:PV-004035682208;
Cc1ccc(C)c(O)c1,764,248:24800:0:PV-005535370276;248:24800:0:PV-005535391426;248:24800:3:PV-005535435854;
Cc1cccc(=O)n1C,1371,248:24800:0:PV-005535370283;248:24800:1:PV-003511454283;248:24800:2:PV-004035635185;
FC1CC2(CCC2)C1,3787,248:24800:0:PV-005535370294;248:24800:0:PV-005535370304;248:24800:0:PV-005535374086;
C1CC2(CCN1)CNCCO2,2155,248:24800:0:PV-005535370334;248:24800:1:PV-002889958997;248:24800:1:PV-000597516943;
CC1CNC(C)CN1,2831,248:24800:0:PV-005535370358;248:24800:0:PV-005535375189;248:24800:0:PV-005535382511;
O=c1cccco1,10343,248:24800:0:PV-005535370358;248:24800:0:PV-005535372004;248:24800:0:PV-005535377257;
O=C1CSCN1,2142,248:24800:0:PV-005535370358;248:24800:0:PV-005535374877;248:24800:0:PV-005535381075;
Cc1ccccc1O,9451,248:24800:0:PV-005535370378;248:24800:0:PV-005535376821;248:24800:0:PV-005535376822;
c1ccc2[nH]cnc2c1,6460,248:24800:0:PV-005535370412;248:24800:0:PV-005535390777;248:24800:0:PV-005535390778;
Clc1ccc2c(c1)CCO2,1579,248:24800:0:PV-005535370451;248:24800:0:PV-005535410420;248:24800:4:PV-005535497003;
c1ccn2cncc2c1,7528,248:24800:0:PV-005535370455;248:24800:0:PV-005535370456;248:24800:0:PV-005535387235;
Fc1ccc(Cl)cc1,7213,248:24800:0:PV-005535370468;248:24800:0:PV-005535370469;248:24800:0:PV-005535370470;
Clc1c[nH]cn1,1281,248:24800:0:PV-005535370529;248:24800:0:PV-005535380946;248:24800:3:PV-005535439383;
