fragment_smiles,occurences,example_ligands
CN1CCNc2ncccc2C1,172,60:06002:0:Z4377390829;60:06002:4:Z4126843625;60:06004:2:Z4126861331;
CC1Nc2ccccc2C1(C)C,94,60:06002:0:Z2616029251;60:06002:1:Z5058937433;60:06002:9:Z2613212727;
OC12CC3CC(CC(C3)C1)C2,110,60:06002:0:Z3099561693;60:06002:6:Z3534955565;60:06003:7:Z3198361758;
Cc1csc2ccncc12,26,60:06002:0:Z4230642746;60:06002:7:Z4233079913;60:06007:8:Z4229628283;
FC1(F)CC12CC1CCC(C2)N1,177,60:06002:0:Z2717438926;60:06003:8:Z2704184596;60:06003:8:Z2699782352;
O=C1CCCc2ccncc21,127,60:06002:0:Z2479237817;60:06002:4:Z2478954473;60:06003:2:Z2479155094;
Cn1ncc2c1CCS(=O)(=O)C2,83,60:06002:0:Z5034562425;60:06002:9:Z5034683543;60:06004:3:Z5034961091;
Fc1cc(Cl)c2ocnc2c1,6,60:06002:0:Z1729874109;60:06013:9:Z1728411202;60:06018:4:Z1729872728;
Cc1ccc2occ(C)c2c1,316,60:06002:0:Z3634202538;60:06002:0:Z3712880367;60:06002:1:Z4571110744;
CN1CCC(=O)N1,105,60:06002:0:Z2273222080;60:06003:8:Z1614499006;60:06004:2:Z4135268557;
Oc1ncnc2[nH]ncc12,7,60:06002:0:Z3506177089;60:06006:1:Z4151872385;60:06020:5:Z3777262310;
Clc1cccc2c1cc1n2CCNC1,75,60:06002:0:Z1898329051;60:06002:4:Z1892980680;60:06003:0:Z4060097549;
O=c1[nH]nnc2ccc(Cl)cc12,15,60:06002:0:Z2788540576;60:06010:5:Z2442501667;60:06014:3:Z2445915996;
CC1=NN=C(C)CC1,21,60:06002:0:Z3095711278;60:06002:8:Z3095709668;60:06015:7:Z3095708771;
Clc1ccc2sncc2c1,99,60:06002:0:Z2968030193;60:06004:2:Z2979815384;60:06004:3:Z2979814851;
CC1C=CCC1,8,60:06002:0:Z3861880924;60:06003:1:Z3860610526;60:06007:5:Z3861797154;
Oc1ncnc2ccccc12,43,60:06002:0:Z3861880924;60:06008:6:Z1685462353;60:06009:7:Z2997945413;
OC1C2CC3CNC1C3C2,159,60:06002:0:Z1996148062;60:06002:5:Z2822340483;60:06002:6:Z1998605727;
Cc1nc2[nH]ccc(=O)n2n1,51,60:06002:0:Z3254899018;60:06002:0:Z3254899051;60:06002:0:Z3254899329;
Cc1n[nH]c2[nH]c(=O)ccc12,29,60:06002:0:Z4503010452;60:06005:0:Z4503691002;60:06011:3:Z4503523760;
O=C1CC2CC(O)CC12,75,60:06002:0:Z3512412435;60:06004:8:Z3513182407;60:06005:9:Z3514716715;
CC1(C)CNCc2c(F)cccc21,99,60:06002:0:Z4250426565;60:06002:8:Z4147396546;60:06004:1:Z4153941425;
O=C1CCNc2ccc(O)cc21,53,60:06002:0:Z2960823197;60:06003:2:Z3573939767;60:06005:8:Z2914320355;
O=c1[nH]c(=O)c2cc(Cl)ccc2[nH]1,16,60:06002:0:Z4080788211;60:06008:2:Z4443103105;60:06014:9:Z4080773689;
CC1Cc2cccc(Cl)c2O1,120,60:06002:0:Z1247447094;60:06002:4:Z1591835745;60:06003:7:Z3621259334;
NC1CCCC1O,112,60:06002:0:Z4056221108;60:06004:1:Z3830812309;60:06004:7:Z3815658006;
Clc1cccc2c1CC2,204,60:06002:0:Z4235842177;60:06003:3:Z2824576425;60:06003:9:Z2700768760;
c1cc2c(cn1)OCCNC2,137,60:06002:0:Z1642287213;60:06002:6:Z1642287645;60:06004:2:Z1645647415;
NC1C2CNC1C(O)C2,169,60:06002:0:Z3799730784;60:06002:5:Z3799724814;60:06003:2:Z3808409439;
O=c1nc[nH]c2cc(Cl)ccc12,15,60:06002:1:Z2720650884;60:06003:7:Z1316734360;60:06013:3:Z2991565430;
C1NCC23CNCC12COC3,2,60:06002:1:Z3371059768;60:06061:7:Z4614225037;
CC1NCCc2cccc(F)c21,162,60:06002:1:Z4405300688;60:06002:7:Z1240724721;60:06003:1:Z2496450605;
Clc1ccc2cncnc2c1,148,60:06002:1:Z1272589252;60:06003:2:Z397763760;60:06004:0:Z2607164149;
Clc1cc(Cl)c2c(c1)C=CCO2,59,60:06002:1:Z1567498505;60:06002:2:Z1024958648;60:06005:4:Z1797167275;
Clc1cc2nccnc2cc1Cl,70,60:06002:1:Z1642818656;60:06004:8:Z1642798565;60:06004:9:Z2368560344;
CC1CC(=O)NC(=O)N1,83,60:06002:1:Z3211380184;60:06002:1:Z3211380190;60:06002:1:Z3211380186;
Oc1ccc2c(c1)OCCNC2,261,60:06002:1:Z3617473392;60:06002:6:Z2094468824;60:06002:6:Z4271143914;
CC1(C)CNc2ccccc2C1=O,47,60:06002:1:Z4360294588;60:06002:7:Z4360297209;60:06003:6:Z3798323296;
c1cnc2c(c1)N1CCCC1CNC2,120,60:06002:1:Z2966049672;60:06002:5:Z4268601741;60:06002:9:Z4205363756;
Oc1ccc(F)c2c1CCNC2,184,60:06002:1:Z4347390685;60:06003:3:Z4347383495;60:06004:0:Z4421836175;
CC1CNc2cc(Cl)ccc2SC1,16,60:06002:1:Z4218236403;60:06017:3:Z4132161539;60:06017:5:Z4132161853;
Cc1cc(=O)nc[nH]1,36,60:06002:1:Z2769219246;60:06004:3:Z2769220370;60:06005:4:Z1127374987;
CC1Cc2cc(F)ccc2CN1,121,60:06002:1:Z3620177577;60:06002:1:Z4827899575;60:06002:2:Z3609609357;
O=S1(=O)NCc2cc(Cl)ccc21,30,60:06002:1:Z4222063008;60:06005:8:Z4222053867;60:06006:4:Z4222055255;
NC1Cc2cccnc2NC1=O,6,60:06002:1:Z4414840928;60:06019:1:Z2998198767;60:06025:8:Z3777263277;
c1nc2c(s1)CSCC2,154,60:06002:1:Z3294605308;60:06002:3:Z4022010753;60:06002:6:Z2275215966;
c1cc2cnccn2c1,77,60:06002:1:Z4225081578;60:06005:6:Z4228730498;60:06007:3:Z4228231898;
Cc1c(O)nc[nH]c1=O,46,60:06002:1:Z3368582658;60:06003:4:Z3368581881;60:06006:0:Z3368586035;
Fc1cc(Cl)c2c(c1)CCNC2,127,60:06002:1:Z3045955405;60:06003:7:Z3060355934;60:06003:8:Z3103552650;
Clc1cccc2cnccc12,127,60:06002:1:Z3708465681;60:06002:8:Z3298020876;60:06003:1:Z3299765926;
Cn1cnc2ncnc(O)c21,77,60:06002:1:Z3718846417;60:06002:9:Z3718884108;60:06004:3:Z3718905242;
NC1CCNc2ccccc21,46,60:06002:1:Z3365742678;60:06002:6:Z3364542581;60:06012:7:Z3145178838;
c1ccc2c3c([nH]c2c1)CNCCS3,81,60:06002:1:Z4285427306;60:06006:7:Z3321340900;60:06007:5:Z3598197497;
O=C1NCCc2c(F)cccc21,138,60:06002:1:Z2294320730;60:06002:1:Z4344607686;60:06002:3:Z2059621768;
Cc1ccc(Cl)c2c1NCCC2,46,60:06002:1:Z2673677331;60:06003:5:Z2601303227;60:06003:9:Z4129842207;
Cc1ccncc1O,107,60:06002:1:Z4201052608;60:06002:9:Z2910657191;60:06004:9:Z2907602996;
c1[nH]nc2c1CCCN2,147,60:06002:1:Z4180705232;60:06002:6:Z4180712942;60:06002:7:Z4180705107;
OC1CCCCC12CCC2,163,60:06002:1:Z3366815726;60:06002:5:Z3395029946;60:06002:7:Z3597048104;
Cc1nn(C)c2c1C(=O)CCN2,84,60:06002:1:Z4366617929;60:06004:0:Z3798336732;60:06006:3:Z4366612442;
c1ccc2c(c1)CCC1NCCOC21,33,60:06002:1:Z4401672245;60:06002:7:Z4421960444;60:06002:9:Z4401673221;
c1ncc2[nH]ccc2n1,95,60:06002:1:Z4226765743;60:06002:8:Z4231104532;60:06003:8:Z4233816123;
O=c1[nH]c2ccccc2n2cncc12,4,60:06002:1:Z4385322543;60:06012:7:Z3499970728;60:06017:4:Z2852722666;
Oc1ccnc2c(F)c(F)ccc12,37,60:06002:1:Z2455846113;60:06002:1:Z3653522273;60:06002:7:Z3637269997;
C1CC2(CCN1)CNC1COCC12,173,60:06002:1:Z3516948921;60:06002:7:Z3322938503;60:06004:8:Z3394729970;
O=c1[nH][nH]c(=O)c2ccccc12,152,60:06002:1:Z4768255175;60:06002:2:Z1767516069;60:06003:3:Z31506747;
Clc1ccnn2ccnc12,84,60:06002:1:Z4230426012;60:06003:0:Z4231613284;60:06005:4:Z4230743993;
NC1CC2(C1)NCCN1CCCC12,61,60:06002:1:Z3040349101;60:06005:5:Z3365544510;60:06006:6:Z3040363193;
c1ccc2c(c1)CNC1CC2C1,13,60:06002:1:Z3700500061;60:06002:1:Z3700498099;60:06003:2:Z3695171881;
Cc1ccc2c(c1)NCCN2,43,60:06002:1:Z4278281705;60:06002:4:Z3644227949;60:06003:7:Z3712529189;
CC1(C)CCCC2(C1)OCCO2,49,60:06002:1:Z4255794089;60:06002:5:Z4258037605;60:06002:5:Z4258747776;
O=C1Nc2ccccc2C12CNC2,63,60:06002:1:Z4250006616;60:06004:7:Z4250017542;60:06006:5:Z4490733455;
NC1CS(=O)(=O)C2CNCC12,131,60:06002:1:Z4593670727;60:06002:3:Z3776295406;60:06002:9:Z3385719087;
c1ccc2c(c1)CCC1(CCOCC1)O2,60,60:06002:2:Z2852205120;60:06003:9:Z3360027576;60:06006:7:Z3360462350;
O=C1NCCCCCCNC2CCCC12,57,60:06002:2:Z2648561209;60:06004:6:Z2837626123;60:06007:3:Z5035670555;
CC1CC(=O)N(C)c2ccccc21,120,60:06002:2:Z2974897908;60:06003:1:Z2712406578;60:06004:2:Z3360943703;
c1ccc2c(c1)oc1cncnc12,75,60:06002:2:Z1583384669;60:06002:7:Z2771494109;60:06003:5:Z2217960974;
Cc1nc2c(s1)NCCCC2,108,60:06002:2:Z3603896153;60:06002:4:Z3603908576;60:06003:5:Z3603888539;
O=c1cc(O)cc2n1CCCC2,114,60:06002:2:Z4308958161;60:06002:4:Z4305968941;60:06003:0:Z4307568788;
O=S1(=O)CCn2cccc2C1,224,60:06002:2:Z4045461912;60:06002:8:Z4022815073;60:06003:2:Z4022561673;
O=C1Cc2ccccc2S(=O)(=O)N1,19,60:06002:2:Z4238065773;60:06005:6:Z4238065251;60:06008:9:Z4863003685;
Cc1csc(N)c1,133,60:06002:2:Z3865316978;60:06002:4:Z3865942767;60:06003:2:Z3888568416;
OC1CNc2ccc(F)cc2C1,81,60:06002:2:Z5018028194;60:06002:3:Z5017795169;60:06003:8:Z5018870523;
Cc1csc(N)n1,153,60:06002:2:Z2435495291;60:06002:7:Z3138156655;60:06002:9:Z4421929461;
Cc1cc(N)sc1C,45,60:06002:2:Z4254110636;60:06006:6:Z4254110803;60:06010:0:Z4254102195;
O=C1CC2(CNC2)n2ccnc2N1,55,60:06002:2:Z3370347695;60:06005:1:Z3370350149;60:06006:3:Z4325245831;
CC1(C)CCC(C)(C)C1,37,60:06002:2:Z4227309281;60:06002:7:Z4227307325;60:06002:9:Z4227309605;
CC1(C)CC(C)(C)C1N,98,60:06002:2:Z3830939349;60:06004:4:Z3830938023;60:06004:8:Z3830943675;
O=S1CC2CC1CN2,337,60:06002:2:Z3554534366;60:06002:5:Z3405685894;60:06002:7:Z4273455639;
c1cc2sccn2c1,108,60:06002:2:Z3550712537;60:06002:5:Z4092639759;60:06002:7:Z3577159190;
Oc1cccc2cnccc12,56,60:06002:2:Z4230081071;60:06003:0:Z4224561631;60:06004:2:Z4229694302;
CC1(C)CCc2nc[nH]c(=O)c2C1,22,60:06002:2:Z2442408492;60:06002:8:Z2918568428;60:06006:3:Z2442408407;
Cc1cc2scc(C)c2cc1C,70,60:06002:2:Z5038145874;60:06006:2:Z1894434988;60:06006:5:Z1900996313;
Cc1ccc2c(c1)NCCN2C,133,60:06002:2:Z4048246805;60:06002:5:Z4048247917;60:06003:6:Z4313437069;
Cc1csc2cnc(N)nc12,49,60:06002:2:Z4435951083;60:06003:1:Z4435935704;60:06005:0:Z4435840011;
c1ccc2c3c(ccc2c1)OCCC3,67,60:06002:2:Z2655218352;60:06006:8:Z4002671681;60:06009:5:Z4970621854;
Oc1nc2cccnc2[nH]1,47,60:06002:2:Z4241388738;60:06009:4:Z3207857210;60:06010:6:Z2908871566;
Cc1cc2c(Cl)cccc2[nH]1,56,60:06002:2:Z4115950577;60:06003:2:Z4113293071;60:06004:2:Z4111894091;
Fc1cc(Cl)cc2c1CCCC2,71,60:06002:2:Z2310724523;60:06002:2:Z2974378035;60:06002:2:Z2310725549;
Fc1ccc2cncnc2c1F,91,60:06002:2:Z3648634624;60:06002:5:Z4231991848;60:06003:5:Z3647972722;
Cc1ccnc2[nH]cnc12,36,60:06002:2:Z1728604533;60:06004:4:Z1262395315;60:06004:7:Z1353357003;
Cc1cc(Cl)c(C)cc1Cl,74,60:06002:2:Z2278061325;60:06005:4:Z914290774;60:06005:7:Z1357396022;
O=c1nc2cccccc-2[nH]1,3,60:06002:3:Z3339813421;60:06057:7:Z3339813842;60:06073:2:Z3339813503;
CC1CNc2ccccc2NC1,12,60:06002:3:Z2369975166;60:06004:1:Z2369974918;60:06025:7:Z2369975165;
c1[nH]nc2c1COC2,231,60:06002:3:Z5001174518;60:06002:3:Z5001567043;60:06002:3:Z5000783010;
c1cc2[nH]nnc2cn1,110,60:06002:3:Z3841548714;60:06003:6:Z3841610826;60:06003:7:Z3842148948;
Cn1c2ccccc2c2cn[nH]c(=O)c21,4,60:06002:3:Z2789964833;60:06036:2:Z2790095785;60:06047:1:Z3064941720;
CC1CCNCC12CCCCC2,110,60:06002:3:Z3094895685;60:06003:7:Z1694427419;60:06004:1:Z2800930046;
Clc1ncc2ccsc2n1,34,60:06002:3:Z2975140259;60:06002:3:Z3077014332;60:06004:0:Z4027477129;
CC1(C)CCCCC12OCCO2,58,60:06002:3:Z3813998199;60:06002:4:Z4347138624;60:06003:3:Z4455385520;
Clc1ccc2c(c1)CCCCO2,19,60:06002:3:Z1442320833;60:06013:7:Z2762779975;60:06018:1:Z1918982125;
C1CCC2CNN=C2C1,20,60:06002:3:Z4256516495;60:06006:3:Z4255572192;60:06011:6:Z4255991797;
Cc1ccc2cccc(Cl)c2n1,90,60:06002:3:Z2825971570;60:06003:8:Z3521908290;60:06006:9:Z3092960256;
CC1(C)Cc2ccc(Cl)cc2O1,53,60:06002:3:Z2839673677;60:06005:1:Z3175624878;60:06008:5:Z2294107191;
c1ccc2c(c1)CNCC1CCCN21,164,60:06002:3:Z4100739071;60:06002:3:Z4100738994;60:06002:7:Z3550846217;
FC1(F)CNCc2ccccc21,185,60:06002:3:Z3541180181;60:06002:4:Z2708247309;60:06003:3:Z1466158291;
c1cc2nncn2cn1,64,60:06002:3:Z1955107085;60:06005:9:Z3558223242;60:06006:0:Z2918534457;
CC1(C)C2CCC1C(N)C2,71,60:06002:3:Z3518976400;60:06002:5:Z4063919644;60:06004:1:Z4029655423;
Clc1ccc2ccsc2c1,66,60:06002:3:Z3053588207;60:06004:0:Z4390179067;60:06006:2:Z4255653662;
O=C1CNC2(CN1)COC2,63,60:06002:3:Z3474743978;60:06004:0:Z2792753614;60:06006:3:Z2842162202;
C1CCc2c(nc3n2CCNC3)C1,149,60:06002:3:Z3587006588;60:06003:0:Z3517223982;60:06005:2:Z3587005576;
Fc1c(Cl)ccc2cc[nH]c12,104,60:06002:3:Z3132848737;60:06002:6:Z3049968427;60:06002:7:Z4256971187;
Cc1cc(Cl)n[nH]1,90,60:06002:3:Z2827358681;60:06004:2:Z5023647502;60:06004:7:Z2827698797;
CC1CC(C)(C)Nc2ccccc21,28,60:06002:3:Z4342589938;60:06010:4:Z4362576845;60:06010:4:Z4362576719;
C1CCNNC1,118,60:06002:3:Z2481739875;60:06003:4:Z2639166833;60:06003:8:Z2233273675;
Cc1cc(C)c2nccc(O)c2c1,36,60:06002:3:Z1735052450;60:06003:4:Z1734599686;60:06005:4:Z2269740910;
O=c1c2ccccc2nc2n1CCCC2,13,60:06002:3:Z1763784892;60:06010:9:Z1773006456;60:06021:9:Z1976458207;
C1CCC2(CCCC2)NC1,246,60:06002:3:Z4077726142;60:06002:8:Z4577204906;60:06003:2:Z3638289821;
Oc1nccc2cccnc12,199,60:06002:3:Z4129622214;60:06002:4:Z4129803904;60:06002:5:Z4320907240;
Cn1c(=O)cc(Cl)[nH]c1=O,11,60:06002:3:Z3339512393;60:06011:9:Z2234013051;60:06014:0:Z4216155347;
CN1CCC(O)C1=O,53,60:06002:3:Z3199256595;60:06002:6:Z2801517279;60:06010:1:Z3185576597;
CC1(C)CCC(C)(C)NC1,77,60:06002:3:Z2915352240;60:06005:2:Z2717972859;60:06006:2:Z2705796140;
CC1(C)CC(=O)c2ccc(=O)[nH]c2C1,47,60:06002:3:Z4122182974;60:06003:2:Z3634008361;60:06006:4:Z1143317017;
Cc1ccc2c(c1)SCCCN2,97,60:06002:3:Z2639808701;60:06003:6:Z2320081108;60:06007:7:Z1745614825;
Cn1c(=O)c2c(ncn2C)n(C)c1=O,81,60:06002:3:Z2974207667;60:06004:7:Z2969115744;60:06004:8:Z2969473158;
CN1CCOCc2ccccc21,33,60:06002:3:Z3494959015;60:06004:4:Z3506595700;60:06008:0:Z3506594108;
Oc1cccc2cccc(O)c12,91,60:06002:3:Z4311764297;60:06003:2:Z4312936655;60:06003:2:Z4312936913;
C1=CSCS1,91,60:06002:3:Z4285662253;60:06002:4:Z4280110994;60:06003:9:Z4285366777;
CC1(C)Nc2ccccc2C1N,20,60:06002:4:Z2776459113;60:06007:9:Z2776458745;60:06010:0:Z2776456787;
Cn1c(Cl)cc(=O)[nH]c1=O,19,60:06002:4:Z4236602260;60:06005:4:Z4236601439;60:06027:5:Z4236602894;
Cc1cc2c(o1)CC(C)(C)CC2,143,60:06002:4:Z2303487058;60:06003:4:Z1545910415;60:06004:0:Z453592190;
Nc1csc2nccnc12,77,60:06002:4:Z3768753060;60:06002:8:Z4120978266;60:06003:7:Z4288066928;
O=c1cc2c(n[nH]1)-c1ccccc1C2,10,60:06002:4:Z2442432170;60:06005:4:Z2442429307;60:06008:8:Z2851044310;
Cc1ncnc2c1NC(=O)C(C)N2C,4,60:06002:4:Z5014432232;60:06002:4:Z5014432230;60:06080:0:Z5014429142;
OC1COc2ccccc21,17,60:06002:4:Z4033492599;60:06002:6:Z3790698117;60:06006:0:Z4453233459;
Cc1ncc2c3c(sc2n1)CCCC3,47,60:06002:4:Z3774071774;60:06005:7:Z2348379715;60:06006:2:Z3293177744;
c1ccc2c(c1)CCC21CCCCC1,12,60:06002:4:Z3640017086;60:06007:5:Z3639836326;60:06014:4:Z3639467968;
c1ccc2c(c1)sc1ccsc12,49,60:06002:4:Z3702989636;60:06008:3:Z2194237072;60:06019:5:Z117175106;
O=C1CNC2(CNC2)C1,42,60:06002:4:Z4271295469;60:06003:0:Z4285542610;60:06003:6:Z3625258993;
O=c1nc[nH]c2cnccc12,23,60:06002:4:Z4239945594;60:06002:8:Z4771537266;60:06007:1:Z4239953715;
Cc1ccc(C)c(C)c1C,18,60:06002:4:Z1903308646;60:06013:3:Z194465060;60:06015:7:Z735541558;
CC1CNc2cnccc2NC1=O,93,60:06002:4:Z3040138866;60:06003:6:Z4132438094;60:06005:0:Z3391415411;
O=C1CCCCCC1,9,60:06002:4:Z1272933082;60:06007:0:Z2851304671;60:06009:7:Z335994456;
Oc1nccc2c1CNCC2,65,60:06002:4:Z4961289883;60:06003:8:Z4961950824;60:06005:4:Z4961949676;
O=S1(=O)CCC(F)C1,4,60:06002:4:Z4573677736;60:06078:2:Z4594490453;60:06094:8:Z4573639701;
Cc1cncc(=O)[nH]1,56,60:06002:4:Z3181336850;60:06003:3:Z2062349836;60:06004:3:Z3094512945;
Cc1ccc2ocnc2c1,108,60:06002:4:Z4576410682;60:06004:0:Z3513075974;60:06004:0:Z4192232700;
Cc1cc2ccc(F)cc2s1,43,60:06002:4:Z4876887538;60:06003:4:Z4878844971;60:06003:8:Z4875932744;
Clc1ccc2nccnc2c1,84,60:06002:4:Z3833752047;60:06006:3:Z2699569024;60:06007:8:Z3347780425;
O=S1(=O)N=CNc2ccccc21,50,60:06002:4:Z3370713183;60:06004:6:Z3370713379;60:06006:6:Z3370714106;
CC12CCC(C1)C2(C)C,52,60:06002:4:Z4921943324;60:06002:7:Z4922881605;60:06006:5:Z4923281099;
Clc1cnc2[nH]ccc2c1,100,60:06002:4:Z3009155775;60:06005:2:Z3008919335;60:06006:8:Z3172667164;
O=c1[nH]c2c(s1)CCCC2,37,60:06002:5:Z4187767498;60:06004:2:Z2851216117;60:06006:2:Z2851214500;
Fc1cc(F)c2scnc2c1,70,60:06002:5:Z4025644756;60:06004:4:Z4370438754;60:06004:5:Z4026386423;
Cc1nc(C)c(C)[nH]1,12,60:06002:5:Z4187840314;60:06003:5:Z4187842706;60:06013:1:Z4187798854;
OC12CCCC1CNC2,4,60:06002:5:Z4266511903;60:06032:7:Z4261210315;60:06032:7:Z4263494739;
O=c1[nH]cnc2sc3c(c12)CCCO3,6,60:06002:5:Z3253743957;60:06003:6:Z3253743900;60:06009:2:Z3253743973;
O=C1NCCn2cccc21,27,60:06002:5:Z4000655068;60:06010:7:Z4999763793;60:06011:5:Z4000722292;
Cn1ncnc1N,164,60:06002:5:Z3741229860;60:06003:3:Z4277503349;60:06003:7:Z4312442553;
CC1(C)CCC2(CC2)c2ccccc21,6,60:06002:5:Z2207459349;60:06007:2:Z2205341896;60:06008:3:Z2228618569;
Cc1cc2ccc(Cl)cc2cn1,19,60:06002:5:Z4872218979;60:06006:8:Z4872220175;60:06008:5:Z4872212530;
Fc1cccc2ccsc12,78,60:06002:5:Z3819136140;60:06002:7:Z4644129789;60:06003:1:Z3363948244;
Clc1cccc2c1CNCCO2,139,60:06002:5:Z5014215327;60:06002:5:Z5007003765;60:06003:8:Z5004220604;
O=S1(=O)CC2CCN1CC2,148,60:06002:5:Z3667074518;60:06004:2:Z4478237414;60:06004:6:Z4049161069;
O=C1CCSc2ccccc21,222,60:06002:5:Z3442660389;60:06002:6:Z3545175243;60:06002:7:Z3523785936;
Clc1cccc2scc(Cl)c12,70,60:06002:5:Z1175210140;60:06003:1:Z3795317268;60:06005:1:Z3799446870;
Cc1ncc2scc(C)c2n1,63,60:06002:5:Z3390827565;60:06002:9:Z3390892361;60:06003:4:Z4576663119;
Cc1sc2nn[nH]c(=O)c2c1C,38,60:06002:5:Z1465170226;60:06012:7:Z3493982510;60:06014:4:Z4027895736;
c1ccc2c(c1)CC1CCC2C1,69,60:06002:5:Z4279332812;60:06003:3:Z4152702737;60:06004:1:Z4147247310;
Cc1cc(C)c2ncsc2c1,93,60:06002:5:Z4081229401;60:06003:7:Z1724212289;60:06004:8:Z2851010257;
Cc1cccc2ccn(C)c12,83,60:06002:5:Z3522385392;60:06003:2:Z4350861878;60:06003:2:Z4023107501;
Oc1n[nH]c2ncccc12,13,60:06002:5:Z4311204800;60:06006:5:Z4311681681;60:06013:9:Z4312180729;
CN1CCC2(CC1)CNC1COCC12,89,60:06002:5:Z4294951796;60:06003:5:Z3621260789;60:06005:9:Z3609950919;
Clc1cccc2c1CCCCN2,49,60:06002:5:Z2132287815;60:06003:2:Z1886955062;60:06005:0:Z4513474924;
O=S1(=O)NC=Nc2cccc(F)c21,72,60:06002:5:Z3019558003;60:06005:2:Z3314579946;60:06006:3:Z3568258912;
CC1(O)CNC(=O)NC1=O,28,60:06002:5:Z3211565717;60:06003:8:Z3211219012;60:06009:5:Z3211105786;
O=c1[nH]cnc2ccncc12,64,60:06002:5:Z4229908513;60:06002:8:Z4226432775;60:06002:9:Z4228622642;
Cc1cnc2cnccc2n1,64,60:06002:5:Z2969069906;60:06006:3:Z4929744739;60:06006:5:Z2971734744;
C1CC2(CCO2)CN1,89,60:06002:5:Z4263467693;60:06005:3:Z4262246979;60:06006:0:Z4262255801;
O=c1[nH]ccc2cnccc12,16,60:06002:6:Z4526236269;60:06003:2:Z3633860392;60:06005:5:Z2993862157;
O=c1ccc2ccncc2[nH]1,68,60:06002:6:Z3560376165;60:06005:1:Z3556244977;60:06005:2:Z4876529579;
CC1CC2CCC(C1)S2(=O)=O,147,60:06002:6:Z3053296196;60:06004:1:Z3085657198;60:06004:1:Z3052497991;
O=c1nc[nH]c2cc(F)ccc12,17,60:06002:6:Z4458692037;60:06014:0:Z1838414218;60:06024:9:Z1692588532;
Cc1nn(C)c2c1CCCC2,87,60:06002:6:Z3359527960;60:06009:6:Z3359344956;60:06010:0:Z3363375304;
Clc1ccc2cccnc2c1Cl,39,60:06002:6:Z1958903265;60:06004:6:Z2348283062;60:06005:2:Z1601645151;
Cc1nc(Cl)n[nH]1,14,60:06002:6:Z2918736762;60:06008:2:Z2918736591;60:06017:5:Z3638710949;
NC1COC2CC1C2,41,60:06002:6:Z5017532097;60:06004:4:Z5017547297;60:06006:0:Z5017532404;
O=c1[nH]cnc2c(Cl)cccc12,27,60:06002:6:Z1899728001;60:06004:7:Z1898889419;60:06004:7:Z1898889330;
O=c1cnc2c(F)cccc2[nH]1,8,60:06002:6:Z4386797694;60:06005:0:Z4386806307;60:06035:1:Z4386799827;
O=c1cc[nH]c2ncnn12,24,60:06002:6:Z2067313981;60:06007:3:Z1513949963;60:06015:4:Z3513913222;
C1=CCONC1,36,60:06002:6:Z4224118641;60:06002:8:Z4224114019;60:06003:2:Z4224116358;
FC1(F)CNCCCCNC1,131,60:06002:6:Z3798040649;60:06002:8:Z3798033214;60:06003:3:Z3798029946;
Cc1cc(C)c2c(O)ncnc2n1,8,60:06002:6:Z1729170700;60:06024:7:Z3800116198;60:06042:4:Z26151275;
O=C1CCc2ccccc2C1,28,60:06002:6:Z2175093981;60:06006:0:Z2174100262;60:06007:9:Z3831678862;
O=c1[nH]cnc2c1CCNC2,17,60:06002:6:Z1899911760;60:06004:1:Z1863865598;60:06004:4:Z2613642838;
NC1CC2CCCC2C1,131,60:06002:6:Z4422382884;60:06004:1:Z4386849644;60:06005:1:Z4422382613;
Cn1nc(N)c2c1CNC2,8,60:06002:6:Z2851579222;60:06002:7:Z2613563334;60:06012:8:Z3870219219;
c1ccc2c(c1)CC1(CCCCC1)C2,14,60:06002:6:Z4875957803;60:06007:0:Z4878934197;60:06007:3:Z4875958163;
Fc1ccc(F)c2c1OC1CNCC1O2,73,60:06002:6:Z2407954540;60:06002:6:Z4266675231;60:06003:5:Z2898151514;
C1=NOCCC1,62,60:06002:6:Z3172208918;60:06003:9:Z3172203412;60:06004:9:Z3172204906;
C1COC2(C1)CCC1(CC2)OCCO1,41,60:06002:6:Z4030031368;60:06005:4:Z4030308548;60:06009:9:Z4030700781;
CC1CNCCN1C,67,60:06002:6:Z4227531619;60:06008:3:Z4230180955;60:06008:6:Z4228013629;
Cn1ncc2nccc(Cl)c21,70,60:06002:7:Z3562302213;60:06007:5:Z3649620653;60:06010:7:Z2970238482;
Cn1ccsc1=N,92,60:06002:7:Z1021906634;60:06004:4:Z442307810;60:06004:6:Z816440626;
O=C1CCC2NCCN12,28,60:06002:7:Z3085747505;60:06004:1:Z4243955968;60:06015:1:Z4243957835;
CC1(C)CNc2ncccc2O1,52,60:06002:7:Z4776313976;60:06010:0:Z4127265782;60:06012:3:Z4127263091;
Nc1noc2ccccc12,88,60:06002:7:Z3553658495;60:06002:7:Z2714642710;60:06005:6:Z2912365207;
CC1CNc2cc(Cl)ccc2O1,86,60:06002:7:Z2745959076;60:06003:0:Z3537335603;60:06004:5:Z4112482473;
CC1CNc2c(O)cccc2C1,80,60:06002:7:Z3055276407;60:06003:7:Z3055274038;60:06003:9:Z3370572142;
CC12CCCCC1CCC21OCCO1,19,60:06002:7:Z4254077002;60:06003:9:Z4255724836;60:06016:8:Z4257494768;
