fragment_smiles,occurences,example_ligands
Cc1nc2ccccc2[nH]c1=O,102,60:06000:0:Z1151494679;60:06000:8:Z4084234965;60:06001:2:Z3060972588;
FC1CCC2CNCC12,399,60:06000:0:Z1550247459;60:06000:1:Z1538647521;60:06000:5:Z1470803935;
C1NC2CC1C2,4182,60:06000:0:Z3589078354;60:06000:0:Z4149278244;60:06000:0:Z2599757034;
C1CC2CC(C2)O1,1591,60:06000:0:Z5018397329;60:06000:0:Z4215027038;60:06000:0:Z4481099410;
Fc1ccc2nc[nH]c2c1,455,60:06000:0:Z1257376322;60:06000:0:Z1620282676;60:06000:2:Z3234889705;
CC1(C)CCCC(C)(C)O1,1256,60:06000:0:Z3174317471;60:06000:1:Z3083091077;60:06000:1:Z3368266080;
Cc1cccc2c1CCCO2,273,60:06000:0:Z2816679684;60:06000:5:Z2209209940;60:06000:8:Z3053477619;
OC1CCNCC1F,361,60:06000:0:Z2977304152;60:06000:0:Z2977306101;60:06000:7:Z2978602665;
OC1CCOC2(CCNCC2)C1,232,60:06000:0:Z2954757551;60:06000:2:Z2963105104;60:06000:2:Z4268467605;
C1=NOC2CCCCC12,469,60:06000:0:Z4110602892;60:06000:1:Z4109788134;60:06000:3:Z4112713511;
C1CCN2CCNCC2C1,472,60:06000:0:Z2027537761;60:06000:1:Z4198382640;60:06000:4:Z4381231167;
CC1(C)CCCNC1=O,1022,60:06000:0:Z3859521753;60:06000:1:Z4314586627;60:06000:1:Z2771979551;
NC1CCSC1,240,60:06000:0:Z4060279513;60:06000:4:Z3381135793;60:06001:5:Z4061641773;
NC1COC1,310,60:06000:0:Z4207068590;60:06000:2:Z4525670615;60:06000:2:Z4862441194;
FC1CC2CNC1C2,386,60:06000:0:Z4211474113;60:06000:5:Z5050768927;60:06001:2:Z3838418528;
C1CC2CNCC1O2,1527,60:06000:0:Z2290185846;60:06000:0:Z1665096369;60:06000:0:Z2442736517;
c1[nH]nc2c1CCCC2,2238,60:06000:0:Z2483120250;60:06000:1:Z3207673075;60:06000:1:Z2800437218;
CN1CC2CNCC2(C)C1,420,60:06000:0:Z2949731524;60:06000:1:Z3368739349;60:06000:2:Z2964312604;
CC1CCC(C)(C)CC1,269,60:06000:0:Z3324581632;60:06000:4:Z3576179187;60:06000:4:Z2719710112;
CN1CCn2cnnc2C1=O,158,60:06000:0:Z4194000165;60:06000:4:Z3204484416;60:06001:4:Z3204297898;
Cc1ccc2cn[nH]c2n1,694,60:06000:0:Z4539401082;60:06000:0:Z371621712;60:06000:1:Z2873995671;
CN1CCNc2ccccc21,425,60:06000:0:Z2221087057;60:06000:1:Z1241520547;60:06000:3:Z4086528926;
CN1CCC2CNCC2C1,1025,60:06000:0:Z4064150748;60:06000:2:Z4250631869;60:06000:2:Z4487866813;
CC1(C)CCc2scnc21,186,60:06000:0:Z4064150748;60:06000:2:Z2373468393;60:06001:0:Z2494927268;
NC1CNCCc2ccccc21,169,60:06000:0:Z3808307303;60:06001:1:Z3798091207;60:06001:1:Z3776674725;
NC1CC2CNCC1C2,160,60:06000:0:Z5038143519;60:06001:8:Z5038138802;60:06002:2:Z5038145874;
Cc1ccn2nccc2n1,813,60:06000:0:Z4909248721;60:06000:2:Z1433586145;60:06000:2:Z4909253945;
CC1(C)C(=O)Nc2ccccc21,576,60:06000:0:Z3914394667;60:06000:0:Z2221893593;60:06000:1:Z2368883682;
O=C1CCCc2ccccc2N1,1366,60:06000:0:Z1402460966;60:06000:0:Z3600293580;60:06000:0:Z2965540316;
CC1(C)CCNCC2CCOC21,268,60:06000:0:Z3679140758;60:06000:0:Z3830517557;60:06000:5:Z3611163441;
CC1(C)CNC2COCC2O1,331,60:06000:0:Z3576353587;60:06001:0:Z2476256336;60:06001:1:Z2481393742;
Cc1cncc(F)c1,445,60:06000:0:Z4824585961;60:06000:0:Z4824862132;60:06000:3:Z3798322172;
O=S1(=O)CCCCN1,860,60:06000:0:Z3010747182;60:06000:0:Z4141821162;60:06000:0:Z2833511976;
C1NCC12COC2,440,60:06000:0:Z4112529458;60:06000:5:Z4390371997;60:06000:5:Z3848435782;
Fc1ccc2c(c1)OCCN2,287,60:06000:0:Z4112529458;60:06000:3:Z4112527714;60:06000:9:Z4132567107;
NC1CC2CNCC12,113,60:06000:0:Z3808275896;60:06000:0:Z4122285083;60:06000:1:Z3776596936;
C1CC2CC1CO2,4755,60:06000:0:Z4875954391;60:06000:0:Z4883734904;60:06000:0:Z3708180325;
c1cc2c(s1)CCSC2,989,60:06000:0:Z3144971036;60:06000:0:Z1518088065;60:06000:1:Z2304911218;
CC1COc2ccccc2O1,728,60:06000:0:Z240560488;60:06000:7:Z2815425347;60:06000:7:Z2717134497;
c1n[nH]c2c1CNCC2,1126,60:06000:0:Z3807672996;60:06000:0:Z1333157436;60:06000:1:Z2254530454;
CC1CNCC2(CCCCC2)O1,206,60:06000:0:Z2495951025;60:06000:6:Z2495383883;60:06000:7:Z2494446360;
c1cnc2sccc2c1,814,60:06000:0:Z3621479964;60:06000:0:Z3207494772;60:06000:4:Z3699689946;
CC1CC2(CNC2)CO1,344,60:06000:0:Z3806986798;60:06000:0:Z3842049606;60:06000:3:Z3898446412;
Cc1cccc2ccnn12,435,60:06000:0:Z3945968370;60:06000:1:Z3841211616;60:06000:4:Z3839855658;
Clc1cccc2ncccc12,745,60:06000:0:Z2902936811;60:06000:0:Z3613437339;60:06000:0:Z3817859671;
c1ccc2[nH]nnc2c1,3289,60:06000:0:Z2096697238;60:06000:0:Z1433173213;60:06000:0:Z4267247727;
CC1CCn2ccnc2C1,710,60:06000:0:Z2770549182;60:06000:0:Z4138420306;60:06000:1:Z2772770622;
C1CN2CCC1CC2,931,60:06000:0:Z4257534577;60:06000:1:Z4253226537;60:06000:3:Z3356753837;
Cn1c(=O)[nH]c2ccccc21,1170,60:06000:0:Z5020599134;60:06000:0:Z848655124;60:06000:2:Z2875680354;
Cc1cccc(C)c1O,769,60:06000:0:Z1545945680;60:06000:0:Z3840134104;60:06000:1:Z3807290117;
c1nc2c(s1)CCCCC2,958,60:06000:0:Z3439922549;60:06000:1:Z363572670;60:06000:2:Z3569544624;
C1CNC2(CN1)COC2,158,60:06000:0:Z4451440597;60:06000:1:Z4429938565;60:06001:9:Z4429933542;
C1COCOC1,2401,60:06000:0:Z4451440597;60:06000:0:Z4099289554;60:06000:0:Z3876373997;
Fc1cccc2sccc12,457,60:06000:0:Z4178603007;60:06000:4:Z1450503706;60:06000:4:Z3311559110;
OC1CCC12CCNCC2,1252,60:06000:0:Z2769824947;60:06000:1:Z2605876999;60:06000:2:Z4264475349;
CC1CNCCC1O,382,60:06000:0:Z1748656045;60:06000:6:Z2120259014;60:06000:7:Z3545119103;
Fc1cccc2c1NCC21CCCC1,46,60:06000:0:Z1870846400;60:06005:5:Z4131980460;60:06015:9:Z4059978608;
CC1(C)CCCCO1,5053,60:06000:0:Z2979234254;60:06000:0:Z2287388428;60:06000:0:Z3514139323;
Cc1n[nH]c2c1CCCC2,802,60:06000:0:Z4883905875;60:06000:1:Z3402889845;60:06000:3:Z3741156865;
CC1COC1,2827,60:06000:0:Z4076771042;60:06000:0:Z3497359595;60:06000:0:Z4075787844;
C1CC2CNCC(C1)C2,1760,60:06000:0:Z3807943839;60:06000:0:Z4600663655;60:06000:0:Z4574170466;
C1CC2CCC1O2,6708,60:06000:0:Z3696571450;60:06000:0:Z4359575416;60:06000:0:Z4359573369;
CC1(C)CCC(C)(C)O1,1275,60:06000:0:Z2715732607;60:06000:0:Z2752888379;60:06000:1:Z3368511448;
Cc1ccc(F)cc1,5711,60:06000:0:Z4219952883;60:06000:1:Z2075791282;60:06000:1:Z1241520547;
Cn1ncnn1,1405,60:06000:0:Z2011599527;60:06000:0:Z2953243150;60:06000:1:Z2915124016;
O=C1CCC2CCCCC2N1,393,60:06000:0:Z2639259681;60:06000:3:Z2632658353;60:06000:3:Z2623876338;
CC1=CCCC1,238,60:06000:0:Z1482563066;60:06000:0:Z3624149487;60:06000:5:Z3368914578;
Cc1cc(C)nc(N)n1,162,60:06000:0:Z1614714040;60:06000:1:Z4472294446;60:06000:6:Z3190849227;
CC1CCC(C)NC1,856,60:06000:0:Z1281144341;60:06000:0:Z3619663718;60:06000:2:Z1286731988;
Cn1c(=O)n(C)c2ccccc21,580,60:06000:0:Z1281144341;60:06000:0:Z3619663718;60:06000:0:Z2862347826;
C1CC2(C1)CCNC2,6089,60:06000:0:Z3599163030;60:06000:0:Z3373173399;60:06000:0:Z4077912383;
C1CNC2CCCNC2C1,413,60:06000:0:Z3516382618;60:06000:5:Z4182756355;60:06000:6:Z4111043464;
CC1(C)CC(N)CN1,112,60:06000:0:Z3795218270;60:06000:4:Z3700132557;60:06000:7:Z4859746731;
Cc1cccc(F)c1F,767,60:06000:0:Z3382544291;60:06000:3:Z2350663137;60:06000:4:Z2766700726;
C1CC2(C1)CCOCC2,3274,60:06000:0:Z4184165831;60:06000:0:Z2821456206;60:06000:0:Z4424381604;
CC1CNCCc2ccccc21,305,60:06000:0:Z1498754301;60:06000:1:Z2485159637;60:06000:6:Z4022338209;
Cc1cccc(Cl)c1C,375,60:06000:0:Z1647288832;60:06000:2:Z3091025665;60:06000:3:Z2457327919;
c1ccc2c(c1)CCCS2,1158,60:06000:0:Z3297076653;60:06000:0:Z3057973763;60:06000:2:Z3350543128;
CC1(C)CCC(=O)N1,1201,60:06000:0:Z3314232851;60:06000:0:Z4878959932;60:06000:1:Z3532691968;
CC1=NOCC1,1332,60:06000:0:Z4489211419;60:06000:0:Z3338093136;60:06000:1:Z2819934012;
O=C1NCCCN1,1308,60:06000:0:Z4168943985;60:06000:0:Z2596426456;60:06000:1:Z2963772952;
CC1NCCc2cc(O)ccc21,246,60:06000:0:Z3628097229;60:06000:6:Z3316638625;60:06000:7:Z3060030122;
CN=[SH](C)=O,644,60:06000:0:Z4311399044;60:06000:4:Z3581025845;60:06000:5:Z4252014015;
Cc1nc2ccccc2[nH]1,2237,60:06000:0:Z2027677338;60:06000:0:Z2018115834;60:06000:1:Z3378820740;
C1COCC2(C1)CCC2,2137,60:06000:0:Z3092702957;60:06000:0:Z3092704016;60:06000:0:Z4350707454;
CN1C2CCCC1CC2,1362,60:06000:0:Z2921950475;60:06000:0:Z3189320465;60:06000:1:Z4232768361;
CC1(C)CC2(CNC2)C1,238,60:06000:0:Z3612210208;60:06000:8:Z3403288708;60:06001:1:Z3621495520;
CC1OCC2(CCCO2)C1C,203,60:06000:0:Z2860081216;60:06000:3:Z3191136910;60:06002:3:Z2861686807;
Clc1c[nH]c2ccccc12,207,60:06000:0:Z4154884299;60:06000:2:Z2643520307;60:06001:6:Z417918340;
Cc1cc(Cl)[nH]n1,1897,60:06000:0:Z3058177701;60:06000:0:Z1832966503;60:06000:1:Z2907736710;
Clc1ccncc1,2909,60:06000:0:Z3899388947;60:06000:0:Z2730505295;60:06000:0:Z2331546172;
CC1OCCC1O,355,60:06000:0:Z1929544963;60:06000:1:Z2927653884;60:06000:1:Z2927632341;
c1nnn2c1CNCCC2,410,60:06000:0:Z3686226294;60:06000:3:Z2868471681;60:06000:4:Z2878082141;
OC1CCNC2(CC2)C1,375,60:06000:0:Z4203570320;60:06000:7:Z3608755144;60:06000:8:Z3621185513;
Cc1nc2[nH]ccc2s1,193,60:06000:0:Z5000270708;60:06000:3:Z5001551835;60:06000:5:Z5000766621;
CN1CCCCc2ccccc21,179,60:06000:0:Z4504950063;60:06000:2:Z2274387141;60:06000:6:Z4960524602;
Fc1ccsc1,1124,60:06000:0:Z4504950063;60:06000:2:Z2222603624;60:06000:2:Z4462804049;
O=c1[nH]c2ncccc2o1,321,60:06000:0:Z2631330295;60:06000:2:Z2603885772;60:06000:5:Z1530605083;
C1CCC2(CC1)CNCCN2,263,60:06000:0:Z3795399359;60:06000:0:Z3795396767;60:06000:2:Z4003499415;
CC1CNCC(=O)N1C,518,60:06000:0:Z4570030580;60:06000:2:Z4139945872;60:06000:6:Z3199447058;
Cc1cn2c(=O)ccnc2s1,402,60:06000:0:Z2898923956;60:06000:1:Z2945902682;60:06000:2:Z2884183045;
CC1=NOC2(CCNCC2)C1,400,60:06000:0:Z3715994661;60:06000:3:Z4170420855;60:06000:4:Z3654649800;
C1CNCC2(C1)CNC2,353,60:06000:0:Z4028900963;60:06000:4:Z4028902743;60:06000:6:Z4122608174;
C1CCC2(C1)CNC2,1447,60:06000:0:Z1748489419;60:06000:1:Z4596427809;60:06000:2:Z2602923122;
Cc1cc2nccc(C)n2n1,361,60:06000:0:Z1144982910;60:06000:5:Z1204691012;60:06000:7:Z4479016844;
FC1CCCCNC1,272,60:06000:0:Z3139233236;60:06000:0:Z3047028180;60:06000:2:Z3139222164;
Cn1ccc(=O)cc1,464,60:06000:0:Z3350506839;60:06000:2:Z3366057358;60:06000:3:Z3150098707;
CC1CCNCC1(C)C,259,60:06000:0:Z3181744170;60:06000:3:Z3181862175;60:06000:3:Z1823016972;
Fc1ccc2c(c1F)OCCN2,148,60:06000:0:Z2453993411;60:06000:7:Z4266589946;60:06001:1:Z4128219864;
O=S1(=O)CCC(O)C1,558,60:06000:0:Z1817318051;60:06000:1:Z1821151217;60:06000:2:Z3552119374;
O=S1(=O)NCNc2ccccc21,160,60:06000:0:Z4236595971;60:06000:4:Z4236603350;60:06001:5:Z1633954807;
Clc1ccco1,1606,60:06000:0:Z1891111046;60:06000:0:Z3338502802;60:06000:0:Z119846652;
Cn1ccn(C)c1=O,323,60:06000:0:Z2890427341;60:06000:6:Z4183656278;60:06000:9:Z2892454881;
c1ccc2c(c1)OCCS2,994,60:06000:0:Z3054421044;60:06000:1:Z2457310223;60:06000:1:Z1735473350;
Cc1n[nH]c2c1CCCN2,51,60:06000:0:Z3294801899;60:06002:4:Z3294801960;60:06003:1:Z2956783214;
CC1CCC(=O)N(C)C1,484,60:06000:0:Z3858811530;60:06000:2:Z4254041146;60:06000:6:Z3808778922;
Cc1cc(C)ncn1,3716,60:06000:0:Z3205099760;60:06000:0:Z3353182924;60:06000:0:Z1419442587;
Fc1ccc2c(c1)COCO2,695,60:06000:0:Z1865293073;60:06000:0:Z4288135567;60:06000:2:Z4182118957;
c1nnn2c1CNCC2,687,60:06000:0:Z2492858999;60:06000:1:Z3138994117;60:06000:2:Z3357873248;
C1CNC2CNCC2C1,659,60:06000:0:Z4204380939;60:06000:2:Z4315371861;60:06000:3:Z3795346422;
Clc1ccsc1,2379,60:06000:0:Z3725742060;60:06000:0:Z3725742062;60:06000:0:Z3725742064;
Cc1ccc[nH]1,4052,60:06000:0:Z2628121475;60:06000:0:Z4172771470;60:06000:1:Z1533655263;
Fc1ccc2c(c1)CCC2,2208,60:06000:0:Z2628121475;60:06000:1:Z4026637673;60:06000:2:Z2348249657;
Cc1ncoc1C,1383,60:06000:0:Z759278482;60:06000:0:Z1537123189;60:06000:1:Z3610492913;
Cc1cc2c(=O)[nH]cnc2o1,141,60:06000:0:Z759278482;60:06001:5:Z4114012566;60:06002:0:Z652060394;
Cn1cc(Cl)c2ccccc21,209,60:06000:0:Z2289521349;60:06000:4:Z2910601664;60:06001:2:Z2828065456;
O=c1[nH]c2c(c(=O)[nH]1)CNC2,106,60:06000:0:Z3654379638;60:06000:3:Z3701397478;60:06004:7:Z3653756703;
CC1(O)CCCCC1,1328,60:06000:0:Z1344524292;60:06000:4:Z2638620935;60:06000:4:Z2919353153;
Cc1ccoc1C,584,60:06000:0:Z1453346013;60:06000:2:Z3173391814;60:06000:3:Z4596315105;
O=c1ccc2c([nH]1)CCSC2,232,60:06000:0:Z3946457299;60:06000:5:Z3852231344;60:06000:8:Z3941865790;
CC1COC(C)(C)CN1,390,60:06000:0:Z2286831609;60:06000:2:Z3097477895;60:06000:8:Z1852042383;
CC1OC2(CCNCC2)NC1=O,290,60:06000:0:Z3041152688;60:06000:4:Z3040554320;60:06000:7:Z4166523536;
CC1CNCc2c[nH]nc21,257,60:06000:0:Z2916185274;60:06001:3:Z4165949131;60:06001:3:Z3475442672;
C1NCC2CC1CN2,455,60:06000:0:Z4276530451;60:06000:1:Z3632643855;60:06000:1:Z3493688434;
Cc1cc(C)n2ncnc2n1,939,60:06000:0:Z1836459391;60:06000:0:Z4078503339;60:06000:3:Z3383490386;
Cc1cc(C)c2c(c1)NCC2,203,60:06000:0:Z3599208410;60:06000:3:Z1346139634;60:06000:9:Z2772602890;
O=S1(=O)CCc2ccccc21,2259,60:06000:0:Z1782344007;60:06000:1:Z4033938903;60:06000:1:Z2286238049;
Cn1nccc1O,773,60:06000:0:Z4142679938;60:06000:1:Z2965014415;60:06000:2:Z2620471578;
Oc1cc(F)c2c(c1)CCNC2,198,60:06000:0:Z4271259192;60:06000:3:Z3680122032;60:06000:5:Z3624618340;
Cc1noc2ccncc12,132,60:06000:0:Z4229369490;60:06001:6:Z4192055172;60:06001:7:Z4228294592;
Cc1nc2ccccc2s1,1720,60:06000:0:Z3592325582;60:06000:0:Z4008593807;60:06000:0:Z3839852016;
O=c1[nH]c2cccc(Cl)c2[nH]1,95,60:06000:0:Z4115385707;60:06000:3:Z4111524914;60:06000:9:Z4114663539;
c1cnc2c(c1)COCC2,1880,60:06000:0:Z3558497314;60:06000:0:Z3574324190;60:06000:1:Z4478835167;
C1CC2CN(C1)CCO2,262,60:06000:0:Z2278161414;60:06000:1:Z3805030134;60:06000:3:Z4271908283;
c1ccc2c(c1)NCCS2,585,60:06000:0:Z1176193111;60:06000:4:Z907772040;60:06000:5:Z2720927043;
FC1(F)CC12CC2,2377,60:06000:0:Z3776879015;60:06000:0:Z3844885302;60:06000:0:Z3834543066;
Cn1ncc2cnc(Cl)nc21,98,60:06000:0:Z2792282116;60:06000:2:Z3395951303;60:06000:8:Z2792410358;
Cc1ccc(F)cc1C,382,60:06000:0:Z3842767330;60:06000:7:Z5045374579;60:06000:8:Z5045174735;
Fc1cccc2c1CCO2,868,60:06000:0:Z4507619042;60:06000:0:Z4488124428;60:06000:2:Z3543667362;
FC1(F)CC2CCCC(C1)N2,227,60:06000:0:Z4507619042;60:06000:2:Z4993689577;60:06000:4:Z2485260461;
C1CCC2(CC1)CCOCC2,383,60:06000:0:Z1367957637;60:06000:0:Z3049480409;60:06000:1:Z2954504053;
O=C1CCCc2sccc21,394,60:06000:0:Z2874245067;60:06000:1:Z2879819715;60:06000:2:Z2880719715;
CC1(C)CCNCCS1=O,396,60:06000:0:Z2297933678;60:06000:3:Z4266425838;60:06000:3:Z4251504755;
CN1CCC2NCCCC21,392,60:06000:0:Z4156509052;60:06000:2:Z4151274816;60:06000:6:Z4154940204;
Cc1cnc2ccccc2n1,630,60:06000:0:Z3870296746;60:06000:0:Z1700534232;60:06000:2:Z4487914578;
Cn1nc(Cl)cc1Cl,251,60:06000:0:Z4414100680;60:06000:1:Z2811311568;60:06000:1:Z2698055905;
Cc1cc2c(cc1Cl)NCC2,102,60:06000:0:Z4110853735;60:06000:1:Z4112700334;60:06001:3:Z4118606425;
Cn1cnc2cc(F)ccc21,392,60:06000:0:Z1527360729;60:06000:3:Z1230776942;60:06000:5:Z1582763778;
C1CNC2CCC2C1,1096,60:06000:0:Z3136920886;60:06000:1:Z3794123769;60:06000:2:Z3140315412;
C1COC2(CCN1)CCSC2,361,60:06000:0:Z3910684586;60:06000:3:Z3910703619;60:06000:9:Z4419109961;
Cc1ccc(C)n1N,117,60:06000:0:Z4059151504;60:06000:8:Z4057897471;60:06002:5:Z3830536597;
C1CCC2(CCC2)NC1,2429,60:06000:0:Z4095293723;60:06000:1:Z4143658063;60:06000:1:Z4095293865;
Fc1ccc2[nH]ccc2c1Cl,114,60:06000:0:Z2708322991;60:06000:5:Z3519862123;60:06002:3:Z2714622396;
CN1CCc2ncsc2C1,486,60:06000:0:Z5045315565;60:06000:1:Z2002678398;60:06000:9:Z5044402027;
O=S1(=O)CCC2(CCCN2)C1,264,60:06000:0:Z5045315565;60:06000:4:Z3660679436;60:06000:7:Z4407166202;
Cn1cncc1N,34,60:06000:0:Z4254695695;60:06005:0:Z4862488773;60:06005:7:Z5057626208;
Cc1cn[nH]c1C,432,60:06000:0:Z2903616878;60:06000:3:Z1211681945;60:06000:5:Z3637170226;
OC1CNCC1F,253,60:06000:0:Z3316965732;60:06000:0:Z4772564451;60:06001:1:Z3173468371;
O=S1(=O)CCc2ncsc2C1,159,60:06000:0:Z2851261770;60:06001:1:Z3793848695;60:06002:1:Z2361550548;
C1CNCC2(CC2)CN1,239,60:06000:0:Z5060674256;60:06000:7:Z5060673979;60:06000:9:Z4056633706;
CN1CCCCC12CC2,477,60:06000:0:Z3839967608;60:06000:8:Z3807111749;60:06001:0:Z3833184361;
c1n[nH]c2c1C1CCCC(C2)N1,103,60:06000:0:Z4261580077;60:06000:1:Z4261589453;60:06001:3:Z4261576643;
NC1CCOC1,1447,60:06000:0:Z4422286034;60:06000:0:Z4591640930;60:06000:0:Z3697297581;
c1cn2c(n1)CCCCC2,941,60:06000:0:Z4637275824;60:06000:0:Z4325509159;60:06000:2:Z4319614158;
Fc1ccc2cc[nH]c2c1,1177,60:06000:0:Z1155738316;60:06000:1:Z4009874710;60:06000:3:Z2488712212;
c1cn2c(n1)CNCC2,1090,60:06000:0:Z4230610849;60:06000:1:Z4291842416;60:06000:2:Z3699272281;
Nc1ncccn1,1405,60:06000:0:Z4418321482;60:06000:2:Z4099740245;60:06000:2:Z4304573379;
FC12CNCC(C1)C2,458,60:06000:0:Z3795106004;60:06000:1:Z4008809201;60:06000:6:Z4012336409;
O=c1[nH]cnc2ccc(Cl)cc12,145,60:06000:0:Z3639382412;60:06000:9:Z4454662997;60:06002:4:Z138245456;
CN1CCCCCC1=O,1187,60:06000:0:Z4214103607;60:06000:2:Z4112675333;60:06000:3:Z4403234259;
CC1(C)COC(C)(C)CN1,186,60:06000:0:Z1839809818;60:06000:7:Z4319399575;60:06000:7:Z1212835752;
Cc1cc2n(n1)CCCN2,348,60:06000:0:Z4284287513;60:06000:2:Z3055356158;60:06000:2:Z2414541296;
CC1CCCC(C)O1,2874,60:06000:0:Z4406261805;60:06000:1:Z4270228529;60:06000:2:Z4601023066;
c1cnc2scnc2c1,1308,60:06000:0:Z3091585801;60:06000:0:Z3392076073;60:06000:1:Z4199040085;
C1NCC2COCC1C2,149,60:06000:0:Z3698927112;60:06000:8:Z4055548254;60:06002:6:Z4055547311;
O=c1cc2c(n[nH]1)CCCC2,683,60:06000:0:Z3698927112;60:06000:2:Z3999688006;60:06000:5:Z3629644811;
O=C1CNc2ccccc2N1,658,60:06000:0:Z4217671391;60:06000:4:Z4166599191;60:06000:6:Z1900021941;
Fc1cncnc1Cl,142,60:06000:0:Z4192087618;60:06000:2:Z4191463486;60:06000:5:Z3390958224;
c1cc2c(cn1)OCO2,452,60:06000:0:Z3633335663;60:06000:8:Z3868433379;60:06001:1:Z1696321203;
C1COCC2(CCOCC2)N1,213,60:06000:0:Z3633335663;60:06000:9:Z3633334434;60:06001:2:Z3633345041;
Cn1ccc(Cl)c1,691,60:06000:0:Z194498570;60:06000:1:Z1893114841;60:06000:4:Z194497146;
C1CC2CCC1CC2,4251,60:06000:0:Z2407378295;60:06000:0:Z3050013150;60:06000:1:Z4079907406;
CC1CCc2nc(Cl)ncc2C1,28,60:06000:0:Z3395039740;60:06008:5:Z3833132516;60:06008:8:Z2971764650;
Cc1cnc(C)nc1,510,60:06000:0:Z3649128981;60:06000:1:Z3842048219;60:06000:9:Z3831291605;
CC1NC(C)C(C)NC1=O,211,60:06000:0:Z2950567460;60:06000:1:Z4064432374;60:06000:2:Z2833147457;
Cc1cc(F)ccc1F,1163,60:06000:0:Z4278015457;60:06000:4:Z1430210460;60:06000:4:Z4195156600;
O=c1[nH]ncc2c1CCNC2,373,60:06000:0:Z4278015457;60:06000:5:Z3872497524;60:06001:2:Z3864692862;
C1CC2(CCN1)CCOC2,1642,60:06000:0:Z3584007706;60:06000:1:Z4910452106;60:06000:1:Z3135693235;
O=C1CCCc2scnc21,180,60:06000:0:Z3093266120;60:06000:6:Z3629275099;60:06000:8:Z4541754413;
OC1CCc2ccccc21,1398,60:06000:0:Z2966498949;60:06000:0:Z4642178170;60:06000:1:Z4292387229;
Fc1cccs1,335,60:06000:0:Z2640542351;60:06000:2:Z2635404366;60:06000:4:Z4077870372;
O=S1(=O)CCc2sccc2C1,261,60:06000:0:Z1425794898;60:06000:8:Z1426166761;60:06001:1:Z3711882633;
O=C1CCOC1,532,60:06000:0:Z4170422868;60:06000:3:Z4112242516;60:06000:3:Z3541539944;
O=c1cccc2n1CCCCC2,212,60:06000:0:Z4170422868;60:06000:1:Z4307346586;60:06000:6:Z4562941922;
Fc1cccc2ccccc12,1076,60:06000:0:Z4473674343;60:06000:0:Z4122285083;60:06000:1:Z4034734039;
O=c1[nH]ncc2ccccc12,1588,60:06000:0:Z4991970479;60:06000:0:Z2708850260;60:06000:1:Z5007850628;
FC1(F)CCOCC1,2085,60:06000:0:Z3795149323;60:06000:0:Z3788732615;60:06000:1:Z3898521532;
Cc1ccn2nccc2c1,289,60:06000:0:Z4225583556;60:06000:8:Z4420799894;60:06000:8:Z4420793864;
C1=NC2CCCCC2S1,157,60:06000:0:Z4225583556;60:06000:8:Z4225599777;60:06001:1:Z4225578317;
O=c1cc[nH]c(=O)[nH]1,2681,60:06000:0:Z4216697051;60:06000:0:Z4418823956;60:06000:1:Z4294585619;
Cc1cc(C)c(O)c(C)c1,65,60:06000:0:Z4471992862;60:06001:6:Z4471996719;60:06003:8:Z4471998511;
Cc1ccc(C)nn1,1039,60:06000:0:Z2710388313;60:06000:1:Z4910452106;60:06000:2:Z4000424635;
CC1(C)CCc2ncccc2C1,105,60:06000:0:Z4645815637;60:06000:5:Z4398809771;60:06001:3:Z4405949421;
Cc1ccnc2cc(F)ccc12,4,60:06000:0:Z4208044410;60:06021:7:Z2065912995;60:06058:4:Z1650760003;
C1COC2(CCNC2)CN1,413,60:06000:0:Z3365830913;60:06000:3:Z3363996185;60:06000:5:Z3383639501;
Cc1ccn2cnnc2c1,339,60:06000:0:Z4048970252;60:06000:4:Z4291157261;60:06000:5:Z4289510991;
Fc1ccn[nH]1,416,60:06000:0:Z2710675261;60:06001:1:Z4505892417;60:06001:3:Z4506239633;
Cc1cc2c(cn1)CCN2,249,60:06000:0:Z4147296350;60:06000:0:Z4132612586;60:06000:1:Z3627617425;
Cc1nc[nH]c1C,3021,60:06000:0:Z3579414203;60:06000:0:Z4489395081;60:06000:0:Z1171245910;
c1cnsn1,1530,60:06000:0:Z5024938312;60:06000:0:Z1961444802;60:06000:1:Z4598151191;
FC1(F)CCNCC1,3259,60:06000:0:Z5024938312;60:06000:0:Z1954599187;60:06000:1:Z1961758683;
Clc1ccc2[nH]cnc2c1,865,60:06000:0:Z4239342216;60:06000:0:Z4604371113;60:06000:3:Z4429796763;
C1CC2CC1C1CC21,684,60:06000:0:Z1420472100;60:06000:2:Z2777447832;60:06000:2:Z4408478971;
O=c1[nH]cnc2c1CNC2,204,60:06000:0:Z4595003538;60:06000:7:Z4594993126;60:06000:8:Z4601836806;
c1ncc2c(n1)CCC2,1109,60:06000:0:Z2977306101;60:06000:1:Z4149173846;60:06000:1:Z2910930269;
C1CC2(CCN1)CCNCC2,238,60:06000:0:Z3828892898;60:06000:2:Z2489098086;60:06001:1:Z3104529671;
OC1CCCCNC1,499,60:06000:0:Z4041964493;60:06000:0:Z4041543782;60:06000:2:Z4041309839;
Fc1ccc2nccnc2c1,582,60:06000:0:Z2094714316;60:06000:5:Z1602655221;60:06000:7:Z4969565206;
CC1CN=CS1,282,60:06000:0:Z4149278244;60:06000:1:Z2358653876;60:06000:1:Z2408302411;
