fragment_smiles,occurences,example_ligands
CC1CCCC(F)(F)CC1,50,20:02002:7:Z3508561190;20:02005:0:Z3506548292;20:02007:6:Z3506719918;
Cc1cccc2c1NCC(O)C2,66,20:02002:7:Z5018861848;20:02004:2:Z5018851478;20:02004:7:Z5018857017;
Clc1cccc2occc12,76,20:02002:7:Z4484644848;20:02002:8:Z1470571918;20:02003:7:Z4281922653;
OC1CCCn2ccnc21,29,20:02002:7:Z3776998071;20:02004:1:Z4079377913;20:02005:0:Z4122019910;
Cc1ccc2c(n1)OCCN2,102,20:02002:7:Z4113770813;20:02003:7:Z1590877443;20:02003:8:Z4484890725;
Cc1ccc2scnc2n1,85,20:02002:7:Z4620927134;20:02003:2:Z4612012629;20:02004:9:Z4612011610;
c1cnc2ncncc2n1,73,20:02002:7:Z1778458213;20:02002:8:Z4443097236;20:02002:8:Z4443096456;
CN1C(=O)c2ccccc2S1(=O)=O,9,20:02002:7:Z1560261817;20:02007:8:Z1319763634;20:02007:8:Z3206850852;
CC1(C)CCc2ccc(F)cc2O1,11,20:02002:7:Z2438950185;20:02018:0:Z2591967785;20:02021:0:Z1829375170;
Cc1nn(C)c2c1C(=O)CCN2,35,20:02002:7:Z4366609442;20:02003:9:Z4366612406;20:02007:5:Z4366613705;
Clc1ccc2c(c1Cl)CNCC2,69,20:02002:7:Z3086213974;20:02003:3:Z2614890368;20:02007:5:Z2973332031;
Clc1cc2nc[nH]c2cc1Cl,38,20:02002:7:Z4381103531;20:02003:7:Z4471127273;20:02008:2:Z4393998922;
CC1Cc2ccc(F)cc2CN1,83,20:02002:7:Z2606254422;20:02002:7:Z3101534280;20:02002:7:Z2503808190;
C1CCc2nc3n(c2CC1)CCNC3,26,20:02002:7:Z3364803115;20:02011:4:Z3887829189;20:02011:4:Z3604449186;
CC1C=NOC1C,26,20:02002:7:Z4113674107;20:02005:0:Z4113645580;20:02005:4:Z4113791764;
C1CNC2(C1)CCC1(CC2)OCCO1,14,20:02002:7:Z4645193528;20:02010:9:Z4644232049;20:02019:1:Z4644233343;
O=c1ccc2c([nH]1)CCOC2,74,20:02002:7:Z2874803424;20:02006:1:Z3646470066;20:02008:2:Z2914966633;
Cc1nc2c(=O)[nH]cnc2o1,25,20:02002:7:Z4996573475;20:02005:1:Z4996572554;20:02006:8:Z4996573624;
Cc1cc2cncnc2[nH]1,209,20:02002:7:Z4991771596;20:02003:3:Z4991653635;20:02003:5:Z4991598804;
Cc1cccc2nn[nH]c12,116,20:02002:7:Z3584818023;20:02002:8:Z3555326572;20:02003:2:Z3580951392;
CC1(C)Oc2ccccc2NC1=O,20,20:02002:7:Z2751730167;20:02009:8:Z3584869637;20:02009:8:Z3640237574;
O=c1[nH]ncc2c(O)ccc(F)c12,3,20:02002:7:Z2982137078;20:02019:0:Z2982114300;20:02037:6:Z2982122550;
O=C1c2ccccc2CC12CCNCC2,29,20:02002:7:Z3394769501;20:02007:4:Z3364679719;20:02007:5:Z3320671080;
O=S1(=O)N=C2CCCN2CN1,23,20:02002:7:Z4216791150;20:02003:2:Z4216793795;20:02009:4:Z4216787120;
CC1(C)CCc2ncccc2C1,17,20:02002:7:Z4404284866;20:02012:7:Z4406409266;20:02017:3:Z4404711486;
Nc1cc2ncccc2s1,52,20:02002:7:Z3698892374;20:02003:8:Z4216625559;20:02006:4:Z4215787694;
Cc1ncc2cc(C)sc2n1,100,20:02002:8:Z4175113824;20:02006:1:Z4025902273;20:02008:6:Z4026210783;
O=S1(=O)NCc2cc(Cl)ccc21,25,20:02002:8:Z4222060632;20:02006:1:Z4216917135;20:02013:1:Z4216918333;
Cc1cc2c(cc1C)SCCC2,27,20:02002:8:Z2699326426;20:02003:1:Z1747215247;20:02003:7:Z1918971952;
Cc1ccc2nonc2c1,101,20:02002:8:Z4184997316;20:02004:4:Z4185005731;20:02004:8:Z4003641892;
NC1CS(=O)(=O)C1,147,20:02002:8:Z3514714656;20:02003:1:Z3517471493;20:02004:0:Z3516770902;
C1CCC2=C(C1)CCCO2,75,20:02002:8:Z4256260628;20:02004:8:Z4431431735;20:02005:5:Z4258357661;
O=C1CCCCCCC1,71,20:02002:8:Z3172728586;20:02004:0:Z3172732609;20:02006:6:Z4705505405;
Cc1ccn2cnnc2c1C,40,20:02002:8:Z4630220224;20:02002:8:Z4151501998;20:02002:8:Z4151453435;
Clc1cccc2c1OCCCC2,71,20:02002:8:Z1441531386;20:02003:7:Z1715915286;20:02005:3:Z1438946343;
Clc1ccc2sncc2c1,42,20:02002:8:Z3009727627;20:02004:5:Z4100907580;20:02004:7:Z2966224976;
CC1CNc2cnccc2NC1=O,18,20:02002:8:Z4132438775;20:02006:3:Z4132434772;20:02020:4:Z3619372538;
Fc1cc(Cl)cc2c1CCCC2,31,20:02002:8:Z2313066423;20:02009:5:Z2274817901;20:02009:6:Z2299205091;
Nc1nn2c(=O)ccnc2[nH]1,18,20:02002:8:Z2863703792;20:02008:9:Z2199296098;20:02009:2:Z4031302099;
Fc1cccc2nc[nH]c12,8,20:02002:8:Z1527372259;20:02014:7:Z1527372199;20:02032:7:Z2762519801;
Fc1cc(Cl)c2c(c1)CCC2,31,20:02002:8:Z4635933727;20:02012:2:Z4636001434;20:02015:7:Z4635997845;
OC1CNC2(CCOCC2)CC1O,35,20:02002:8:Z4097339622;20:02004:1:Z4097334752;20:02007:4:Z4275577690;
C1CC2COCC3(CNCOC3)N2C1,20,20:02002:8:Z3609465865;20:02002:8:Z3599128863;20:02022:1:Z3599125904;
c1cc2cnsc2cn1,168,20:02002:8:Z4228185958;20:02003:5:Z4230909811;20:02004:2:Z4229827595;
Cc1nn(C)c2[nH]ncc12,87,20:02002:8:Z2449705286;20:02003:0:Z1205110442;20:02003:8:Z3189986052;
CC1Cc2cc(F)ccc2CN1,91,20:02002:9:Z4285387220;20:02003:3:Z3320039901;20:02003:6:Z4285387255;
CC1(C)OCc2cncnc21,47,20:02002:9:Z4362596523;20:02003:4:Z4362599388;20:02003:9:Z4362609542;
O=C1NN=CC2=CCCC12,15,20:02002:9:Z3337551025;20:02014:0:Z3337554006;20:02028:7:Z3337553602;
O=C1NC(=O)C2CCCC2N1,190,20:02002:9:Z3426747404;20:02002:9:Z3426747402;20:02002:9:Z3211019535;
C1C2CC3CC1CC(C2)O3,75,20:02002:9:Z3646076045;20:02010:4:Z4984163711;20:02012:8:Z3704083618;
O=c1[nH]ccc2cccn12,113,20:02002:9:Z4319769335;20:02002:9:Z4325993875;20:02003:5:Z4324038550;
Cc1ccnnc1Cl,54,20:02002:9:Z4522113059;20:02003:1:Z4522114378;20:02004:4:Z4522115932;
Nc1noc2ccccc12,82,20:02002:9:Z2714641334;20:02003:3:Z3534505090;20:02003:4:Z3391746487;
Cc1coc2ccccc2c1=O,27,20:02002:9:Z3204204165;20:02010:4:Z3085596791;20:02010:4:Z3085594777;
c1c2c(cc3c1OCO3)CCCCC2,7,20:02002:9:Z4431256852;20:02028:8:Z4431418030;20:02057:3:Z4431358348;
CC1CCNC(=O)c2cccn21,13,20:02002:9:Z4000671015;20:02012:2:Z4000634301;20:02021:1:Z4000655728;
Clc1cnc2nccn2c1,228,20:02002:9:Z4488983248;20:02002:9:Z4488636968;20:02004:0:Z4123044304;
O=c1[nH]cnc2ccncc12,81,20:02002:9:Z4234038873;20:02003:9:Z4224848950;20:02006:8:Z4222955837;
Fc1c(Cl)ccc2cc[nH]c12,50,20:02002:9:Z3699846872;20:02004:2:Z3051043833;20:02007:5:Z3049651839;
O=c1[nH]ncc2c1cc1n2CCCC1,9,20:02002:9:Z3253674962;20:02005:7:Z3253661099;20:02043:1:Z3253660969;
O=c1[nH]cnc2[nH]nnc12,41,20:02002:9:Z3342224331;20:02007:2:Z3342227667;20:02010:9:Z3513505876;
Oc1nnc2n1CCNC2,6,20:02002:9:Z4212677744;20:02011:0:Z4212676963;20:02029:2:Z4212677330;
Nc1nc[nH]c(=O)c1Cl,19,20:02002:9:Z3800199830;20:02007:8:Z2613921473;20:02008:1:Z3633837395;
CC1NCCc2sccc21,202,20:02002:9:Z3833555711;20:02003:3:Z1289196188;20:02003:7:Z117696102;
O=c1cccc2n1CCC2,21,20:02002:9:Z3018872863;20:02006:1:Z3698711343;20:02014:3:Z3138458935;
Cc1ccc2c(c1)C(=O)CCO2,8,20:02002:9:Z2618181870;20:02025:0:Z4223603968;20:02045:7:Z2998305382;
C=C1CCC2(CC1)CC2,7,20:02002:9:Z4224160508;20:02053:9:Z4188637183;20:02085:4:Z4188637237;
Cc1ccn2ccnc2n1,56,20:02002:9:Z3542116838;20:02005:4:Z4267603071;20:02005:7:Z1557463900;
NC1C2CC3C(C2)C13,12,20:02002:9:Z4184393955;20:02006:2:Z4194127257;20:02030:0:Z4184388911;
O=C1NCNc2cccc(Cl)c21,15,20:02003:0:Z2830935530;20:02004:2:Z1272858376;20:02017:1:Z2830935636;
c1ccc2c(c1)Cc1scnc1-2,31,20:02003:0:Z759114382;20:02004:3:Z775051968;20:02005:2:Z759113668;
Cc1c[nH]c2ccccc2c1=O,13,20:02003:0:Z4216397070;20:02007:9:Z4216396625;20:02010:3:Z4216397487;
Fc1cccc2c1NCCN2,14,20:02003:0:Z3521579177;20:02027:1:Z3648850565;20:02027:3:Z3648849565;
OC1CNCC2(CCOCC2)CC1O,37,20:02003:0:Z3649505199;20:02003:9:Z3652792566;20:02004:2:Z4273215284;
C1C2CC3CC1CC(C2)N3,39,20:02003:0:Z3207829028;20:02003:4:Z3619661456;20:02007:9:Z3092384093;
Cn1ccc2ccc(Cl)cc21,25,20:02003:0:Z3318161065;20:02006:7:Z4059467645;20:02006:7:Z4059467660;
CC1CCC2NCCCC2C1,85,20:02003:0:Z4287428806;20:02004:6:Z2825066456;20:02005:6:Z1739410453;
C1=CCONC1,15,20:02003:0:Z4224119340;20:02010:9:Z4224119510;20:02029:4:Z4224118738;
CC1(C)C2C=NNC(=O)C21,6,20:02003:0:Z4122250520;20:02016:7:Z2790122289;20:02036:2:Z3064943207;
Cc1nn2c(c1Cl)NCCC2,33,20:02003:0:Z3086719377;20:02005:1:Z4686403239;20:02013:5:Z3086719180;
Cn1nc2c(c1N)CNC2,25,20:02003:0:Z3176216206;20:02004:9:Z2851579194;20:02020:4:Z2654950436;
Fc1ccc2[nH]cc(Cl)c2c1,76,20:02003:0:Z1550985092;20:02005:1:Z4208299836;20:02005:3:Z2301729926;
N=c1cc[nH]cn1,53,20:02003:0:Z4223509581;20:02003:5:Z4223489490;20:02003:8:Z4223514825;
O=c1nc[nH]c2cc(F)ccc12,10,20:02003:0:Z1692525223;20:02008:7:Z1692587438;20:02029:2:Z2568672275;
O=c1[nH]ccc2ccc(Cl)cc12,38,20:02003:0:Z3500641985;20:02020:9:Z3831283583;20:02025:1:Z4350686224;
C1CC2C3CCC(O3)C2C1,45,20:02003:0:Z3836084362;20:02004:9:Z3833519691;20:02005:1:Z3833518294;
Cc1cc(C)c2c(Cl)csc2c1,17,20:02003:0:Z1824764029;20:02003:6:Z4030175137;20:02003:9:Z3208611028;
C1CC2(C1)CC1CCC(C2)N1,10,20:02003:0:Z4592876398;20:02008:7:Z4593002258;20:02012:6:Z4182851672;
c1cn2nccc2nn1,16,20:02003:0:Z3500102286;20:02011:0:Z3500103238;20:02015:6:Z3500102676;
Cc1[nH]ccc(=O)c1O,76,20:02003:0:Z4286486796;20:02003:3:Z4293765917;20:02004:0:Z4294527246;
CC1NCCc2cc(O)ccc21,96,20:02003:0:Z3316640287;20:02003:4:Z3316638412;20:02003:5:Z3198667604;
CC1CNC(=O)CNC1=O,24,20:02003:0:Z4208570284;20:02003:0:Z4907795145;20:02018:8:Z4009017748;
Cc1ccc2c(c1)C(=O)NCN2,14,20:02003:0:Z2830963037;20:02007:5:Z2830963993;20:02008:0:Z3996176554;
Cc1ccc(O)cc1F,6,20:02003:0:Z4223443694;20:02012:1:Z4223443345;20:02063:6:Z4223442683;
NC1CCOc2ccccc21,25,20:02003:0:Z4224034408;20:02006:2:Z3512081536;20:02011:2:Z4154045666;
NC1CC2OCCCC12,56,20:02003:0:Z4883138794;20:02004:5:Z4883134508;20:02004:6:Z4883134547;
c1ccc2c(c1)C1CCC2NC1,29,20:02003:0:Z3474941482;20:02008:4:Z2860628947;20:02011:1:Z2876045672;
Cc1ccc(Cl)c2c1NCCC2,18,20:02003:0:Z2326378029;20:02028:8:Z3471534153;20:02037:5:Z2326378152;
Cn1cc2c(n1)COCC2,113,20:02003:0:Z4984074914;20:02003:7:Z4984047363;20:02004:6:Z4984047604;
C1=CC2(CCNCC2)OC1,17,20:02003:0:Z4247805472;20:02014:9:Z4250130196;20:02015:9:Z4247812227;
Cc1cc2cccc(C)n2n1,85,20:02003:1:Z3985294917;20:02005:5:Z3815080921;20:02005:5:Z3850372206;
Cc1ccc2c(c1C)NCCC2,20,20:02003:1:Z2280044227;20:02005:9:Z2673667049;20:02009:2:Z4128162617;
O=c1[nH]nc2n1CCOC2,40,20:02003:1:Z3339795976;20:02004:3:Z3339796163;20:02010:6:Z4385350690;
N=S1(=O)CCOc2ccccc21,29,20:02003:1:Z4378267730;20:02006:5:Z3506329442;20:02010:9:Z3091669482;
CC1(C)Cc2cnc(Cl)nc2C1,31,20:02003:1:Z4876492011;20:02003:1:Z4876492077;20:02013:4:Z4491957582;
Cn1cc2nc[nH]c(=O)c2c1,19,20:02003:1:Z4445955664;20:02003:1:Z4385373436;20:02021:3:Z4562200229;
Nc1cn2ccncc2n1,2,20:02003:1:Z4224190143;20:02025:9:Z4414838741;
O=C1CCc2c(F)cccc21,45,20:02003:1:Z2851015165;20:02008:4:Z3484611688;20:02009:2:Z2095593474;
NC1C2CCC3C(C2)C13,10,20:02003:1:Z4445796727;20:02003:9:Z4445300332;20:02042:5:Z4445803608;
Cc1ccc(Cl)cc1O,98,20:02003:1:Z4838071706;20:02004:4:Z4838576324;20:02004:5:Z4838887295;
CC1(C)CCc2nc[nH]c(=O)c2C1,18,20:02003:1:Z2442408084;20:02008:0:Z2445909553;20:02015:0:Z2851043775;
Nc1cc(=O)[nH]c(=O)[nH]1,20,20:02003:1:Z282056910;20:02016:0:Z646337490;20:02016:2:Z2898266575;
Cc1ccc2cccnc2c1Cl,68,20:02003:1:Z3585455597;20:02003:1:Z4401847471;20:02004:0:Z3075937375;
Cn1ncc2cccc(O)c21,46,20:02003:1:Z2174913798;20:02010:2:Z2644842811;20:02012:4:Z2071717414;
c1ccc2c(c1)CCCC21CC1,119,20:02003:1:Z3703766263;20:02003:4:Z3630649100;20:02004:0:Z3703765562;
c1cn2c(n1)SCCC2,63,20:02003:1:Z3167177168;20:02004:5:Z4398648144;20:02007:4:Z3167182268;
OC1CNCC2(CCOCC2)C1,137,20:02003:1:Z2952305872;20:02003:1:Z2852659258;20:02003:9:Z2852466879;
NC1CC2CNCCN2C1=O,142,20:02003:1:Z2826417173;20:02003:5:Z3498352345;20:02004:8:Z2569759714;
O=C1CCNC2CCC12,24,20:02003:1:Z4342587487;20:02007:3:Z4421806074;20:02009:2:Z4422464960;
Cc1ccc2c(c1F)CCCN2,21,20:02003:1:Z3822023122;20:02006:9:Z4132547810;20:02006:9:Z4132547789;
Cc1cccc2c1NCCCC2,21,20:02003:1:Z4128425917;20:02006:0:Z4342018605;20:02009:9:Z4128432510;
Oc1nc2nc(Cl)ncc2[nH]1,55,20:02003:1:Z3870724638;20:02008:3:Z3718886795;20:02011:8:Z3718918318;
O=c1cc2ccccc2c[nH]1,15,20:02003:1:Z2852738491;20:02014:2:Z2852738161;20:02019:5:Z2852736021;
C=C1CC(N)C1,26,20:02003:1:Z4168897963;20:02009:7:Z4168902173;20:02013:6:Z4168901713;
Cn1ncc2[nH]c(=O)ccc21,45,20:02003:1:Z3049389749;20:02005:2:Z4611467848;20:02007:5:Z3856627475;
O=c1[nH]cnc2cc(F)cc(F)c12,12,20:02003:1:Z4151418848;20:02016:5:Z4458834311;20:02027:5:Z4151419266;
CC1NC(=O)CNC(=O)C1C,6,20:02003:2:Z4009005683;20:02003:2:Z4208566381;20:02031:6:Z4447333612;
Fc1ccc2c(c1)NCCCS2,33,20:02003:2:Z4132276357;20:02003:2:Z4132273892;20:02003:2:Z4132274365;
Cc1cc2ncc3ccccc3n2n1,24,20:02003:2:Z1343328785;20:02003:2:Z94861372;20:02010:3:Z2093205536;
Cc1ccc2[nH]nnc2c1,75,20:02003:2:Z3055807739;20:02004:3:Z4266630221;20:02007:6:Z4266640402;
O=C1NN=CC2C1C2(F)F,6,20:02003:2:Z2789984584;20:02003:7:Z4122237013;20:02018:3:Z3727429215;
O=c1[nH][nH]c2ncccc12,71,20:02003:2:Z4488601792;20:02003:2:Z4491509678;20:02004:1:Z4487218514;
CC1CNc2ccccc2NC1=O,38,20:02003:2:Z4314728261;20:02003:3:Z1250518127;20:02005:3:Z2149268263;
CC1(C)CCc2nc[nH]c2C1,65,20:02003:2:Z4252471147;20:02004:0:Z4636021740;20:02006:8:Z4251189927;
Cc1ccn2c(=O)ccnc2c1,45,20:02003:2:Z423217254;20:02003:5:Z26341539;20:02005:3:Z850977270;
C1CC2N(C1)CCNC21CCC1,101,20:02003:2:Z3519010009;20:02005:0:Z3520738430;20:02005:0:Z3520738057;
CC1CCCNC1=O,12,20:02003:2:Z2159566647;20:02020:7:Z4453482042;20:02024:6:Z2159218656;
Cc1cc(C)c2ncsc2c1,70,20:02003:2:Z2851204362;20:02003:8:Z4404314157;20:02005:4:Z2851429345;
O=S1(=O)CCNC2CCCCC21,90,20:02003:2:Z3007100948;20:02003:6:Z2033311814;20:02005:3:Z2603147251;
O=C1CCCc2c[nH]nc21,39,20:02003:2:Z2898237866;20:02003:9:Z3774921312;20:02003:9:Z2898237566;
CN1CCCC2CCCCC21,42,20:02003:2:Z4504215083;20:02006:4:Z4459182008;20:02006:6:Z4504951367;
Cc1c[nH]c(=O)c(C)c1,26,20:02003:2:Z3339778883;20:02006:5:Z3339778772;20:02009:5:Z3339781638;
O=c1cc(Cl)cc[nH]1,25,20:02003:2:Z3339646229;20:02008:2:Z4914659182;20:02013:6:Z2898348859;
Cc1cccc2c1C(C)CC2,61,20:02003:2:Z1851671104;20:02005:9:Z3875195738;20:02006:0:Z2377873799;
CN1CCC(O)C1=O,6,20:02003:2:Z3623566378;20:02017:6:Z3609129187;20:02017:6:Z4329389060;
FC1(F)CCC2(CCCO2)CC1,24,20:02003:2:Z4450955946;20:02004:5:Z4451278312;20:02004:9:Z4451417257;
Clc1ncc2c(n1)CCOC2,108,20:02003:2:Z3557996393;20:02003:4:Z3559584436;20:02003:6:Z3556479398;
CC1(C)CCNc2ccccc21,60,20:02003:2:Z4770141273;20:02004:4:Z2150015101;20:02008:2:Z4061763428;
Fc1cc(F)c2c(c1)NCC2,161,20:02003:2:Z1583438705;20:02003:4:Z4109340217;20:02003:4:Z4109340215;
Clc1ccc2ncncc2c1,40,20:02003:2:Z3830394234;20:02007:3:Z3829565770;20:02007:3:Z3829584616;
Cc1ccn2cc(C)nc2c1,5,20:02003:2:Z3777163494;20:02043:2:Z3347392895;20:02081:2:Z4169267664;
O=C1NC(=O)C2CCCCC2N1,17,20:02003:2:Z3210913291;20:02007:0:Z3211336153;20:02008:3:Z3211167221;
O=c1[nH]ccc2cc(Cl)ccc12,7,20:02003:2:Z4000408849;20:02020:1:Z4000408803;20:02028:0:Z4445960002;
C1=NCC2CCCCN12,136,20:02003:3:Z3301912042;20:02003:3:Z3301934436;20:02006:4:Z3301932792;
Fc1cc(F)c2c(c1)OCCCC2,17,20:02003:3:Z4391762087;20:02003:3:Z2286142717;20:02009:5:Z2285591739;
Cc1cc2ccccn2c1,116,20:02003:3:Z3055830583;20:02003:5:Z2902789408;20:02004:0:Z2304618075;
Cc1cncc2ccccc12,30,20:02003:3:Z4262865926;20:02003:9:Z4260020252;20:02004:6:Z4276007902;
Cc1cncnc1N,5,20:02003:3:Z2972200854;20:02039:4:Z2972245816;20:02064:9:Z2970182651;
c1ccc2c3c(oc2c1)CCNC3,47,20:02003:3:Z3637169543;20:02003:7:Z3637170546;20:02005:2:Z3637172643;
CC1CNc2cc(Cl)ccc2O1,42,20:02003:3:Z1929746631;20:02004:3:Z1852305164;20:02004:3:Z1275730120;
O=S1(=O)CCC2CCCCN21,53,20:02003:3:Z4256559777;20:02003:7:Z4257118754;20:02004:5:Z4960483211;
Oc1nccc2ccncc12,51,20:02003:3:Z3547895548;20:02005:4:Z4591680141;20:02013:2:Z4053817557;
c1nc2c([nH]1)CCC1NCCCC21,27,20:02003:3:Z3584498013;20:02003:3:Z3584498082;20:02016:8:Z3584506119;
c1ccc2c(c1)CC1CC2C1,71,20:02003:3:Z4221249197;20:02003:5:Z3836000385;20:02003:5:Z3835999248;
O=C1NCCCC12CCOCC2,10,20:02003:3:Z3382173148;20:02003:3:Z4537958859;20:02051:3:Z2875478412;
Clc1cc(Cl)c2ocnc2c1,95,20:02003:3:Z1918483503;20:02003:4:Z1918477245;20:02003:5:Z3832815984;
CN1CNC(=O)C1,39,20:02003:3:Z2351409247;20:02010:4:Z3254044800;20:02010:7:Z2351408379;
Cc1cncc(N)c1,12,20:02003:3:Z2723051349;20:02016:4:Z4387290203;20:02016:9:Z2722946020;
CC12CC3CC(C)(C1)CC(C)(C3)C2,3,20:02003:3:Z57228631;20:02046:8:Z1724733051;20:02046:8:Z1724068204;
Cc1ncnc(O)c1C,46,20:02003:3:Z2274554826;20:02008:7:Z2720708016;20:02010:1:Z1607495013;
Cc1cc(Cl)c(C)cc1Cl,31,20:02003:3:Z3009707562;20:02009:0:Z1870474661;20:02009:4:Z1675747881;
C1CCC23OCCC2CC3C1,62,20:02003:4:Z3613034275;20:02004:0:Z3878473889;20:02007:5:Z4451343301;
Cc1nnc2ccccc2c1C,43,20:02003:4:Z3153040139;20:02007:0:Z4474133222;20:02007:1:Z4078284838;
Cc1ccc2[nH]c(=O)ccc2c1,4,20:02003:4:Z4223910795;20:02017:0:Z4224234281;20:02018:0:Z3484562227;
Cc1nc2ccccc2[nH]c1=O,10,20:02003:4:Z1695745998;20:02030:4:Z1733417862;20:02035:0:Z1733421106;
Oc1cccc(Cl)c1Cl,9,20:02003:4:Z4240113136;20:02008:0:Z1243520748;20:02015:6:Z1195692997;
Fc1ccc2c(c1F)CCCN2,64,20:02003:4:Z4194422438;20:02005:2:Z4200996855;20:02006:3:Z4191147313;
FC1(F)CCC2CCCNC2C1,91,20:02003:4:Z4027560421;20:02003:4:Z4027560420;20:02008:7:Z4009981046;
c1cc2c3c(c1)NCCC3CCC2,28,20:02003:4:Z1555756010;20:02004:2:Z1727478654;20:02004:6:Z2223829775;
Nc1ncccc1F,26,20:02003:4:Z3506729101;20:02004:1:Z3506727020;20:02009:0:Z3506729260;
CN1CCOCC12CCC2,22,20:02003:4:Z2718134463;20:02008:6:Z2718133342;20:02013:5:Z2718135607;
O=c1ccnc2[nH]ccn12,26,20:02003:4:Z3339908693;20:02003:5:Z3339907714;20:02003:7:Z3339907740;
O=c1cccc2n1CCCC2,114,20:02003:4:Z4109019569;20:02003:6:Z4171869657;20:02005:0:Z4109082489;
Cc1cccc2cn(C)nc12,20,20:02003:4:Z3710784656;20:02008:4:Z3710784700;20:02018:4:Z3710784302;
CC1CCc2[nH]c(=O)ccc2C1,2,20:02003:4:Z2879713899;20:02073:0:Z3368663464;
CC1NC(=O)NC(=O)C1C,37,20:02003:4:Z3211058292;20:02004:0:Z3211206142;20:02008:6:Z3211094567;
O=C1Nc2ccccc2C12CCNCC2,15,20:02003:4:Z3561661242;20:02006:8:Z3521214209;20:02034:6:Z3519908154;
Cc1csc2n[nH]c(=O)n12,44,20:02003:4:Z3638904980;20:02004:2:Z3633967340;20:02004:9:Z3633968351;
Fc1ccc(F)c2c1CCCN2,46,20:02003:4:Z2672576638;20:02009:6:Z1886584580;20:02009:8:Z1420918898;
CN1CCCNc2cnccc21,48,20:02003:4:Z4147307858;20:02003:6:Z4346630943;20:02009:1:Z4346614961;
Cc1nc(C)c(C)[nH]1,70,20:02003:4:Z4187799483;20:02003:4:Z3967577202;20:02005:9:Z4187834415;
O=C1CC2(CNC2)n2ccnc2N1,20,20:02003:4:Z3370347279;20:02009:2:Z3370358896;20:02016:0:Z3370345574;
Cn1cnc2c1CCC1NCCCC21,26,20:02003:4:Z4269167869;20:02006:3:Z4269167638;20:02016:8:Z4269164157;
O=C1CCNC(=O)CN1,87,20:02003:4:Z4447333295;20:02005:0:Z4208570974;20:02005:5:Z4447334218;
OC1CCCNc2ccc(F)cc21,26,20:02003:4:Z2357892100;20:02004:7:Z4099498725;20:02011:0:Z2828689675;
O=c1[nH]cnn2c(Cl)ccc12,18,20:02003:4:Z4385453525;20:02010:3:Z4385452243;20:02016:6:Z4385452481;
CC1(C)CCc2ccccc2S1,20,20:02003:4:Z2790586307;20:02005:7:Z3781571146;20:02005:7:Z2853491291;
Cc1cc2c(o1)CC(C)(C)CC2,43,20:02003:5:Z3447021362;20:02007:3:Z1233058995;20:02007:9:Z1723940737;
O=C1Nc2ccccc2S(=O)(=O)N1,15,20:02003:5:Z1729775801;20:02006:5:Z1348310811;20:02009:1:Z4236289258;
C1=NCC2(CCCCC2)CN1,19,20:02003:5:Z3301830151;20:02005:4:Z3301830115;20:02017:6:Z3301829649;
CN1CC(=O)Nc2cncnc21,58,20:02003:5:Z3559545237;20:02003:9:Z3558821124;20:02006:1:Z3649385852;
O=C1COc2cc(F)ccc2N1,35,20:02003:5:Z3439631214;20:02004:6:Z3441905454;20:02005:6:Z4640062321;
Nc1ccc2c(n1)CCCC2,52,20:02003:5:Z4130108214;20:02004:5:Z4127665835;20:02008:7:Z4090574846;
O=C1CCCc2cc(F)ccc2N1,21,20:02003:5:Z3361593259;20:02003:7:Z2377926035;20:02007:8:Z2504832688;
Cc1cccc2sc(=O)[nH]c12,19,20:02003:5:Z3342864446;20:02013:0:Z4562199231;20:02014:4:Z3339991276;
CN1CNC(=O)c2ccccc21,20,20:02003:5:Z1152218195;20:02012:6:Z1436725346;20:02014:8:Z2830819755;
Clc1cc(Cl)c2c(c1)C=CCO2,19,20:02003:5:Z2973843356;20:02005:1:Z1562813982;20:02007:4:Z1841234413;
C1=NC2CCCCC2N1,306,20:02003:5:Z3301795297;20:02003:5:Z3301749901;20:02003:5:Z3301917661;
Cc1cc(C)c2[nH]ccc2c1,59,20:02003:5:Z3296498471;20:02004:4:Z3296772688;20:02009:7:Z3842821655;
O=C1CCCc2ocnc21,41,20:02003:5:Z4210194569;20:02003:9:Z4258183572;20:02004:1:Z4258180394;
OC1CC2COC(C2)C1O,58,20:02003:5:Z4271084026;20:02006:9:Z4271108121;20:02008:3:Z4271085556;
Cc1ccc2ccc(F)c(F)c2n1,24,20:02003:5:Z1849723721;20:02014:3:Z3394518298;20:02014:3:Z3394631827;
Cn1c(=O)cc(Cl)[nH]c1=O,28,20:02003:5:Z2993751985;20:02007:3:Z3499875286;20:02014:1:Z2234013379;
O=C1CC2CCCC2=NN1,25,20:02003:5:Z4383643443;20:02008:4:Z4168356214;20:02008:8:Z3996061436;
CC1Cc2cc(O)ccc2C(C)N1,29,20:02003:5:Z4273837909;20:02005:1:Z4253333156;20:02010:9:Z4273838757;
Clc1cccc2sccc12,110,20:02003:5:Z4469095231;20:02004:8:Z1454925923;20:02004:8:Z961718016;
O=C1CNN1,53,20:02003:5:Z4278044195;20:02008:6:Z4278045033;20:02009:2:Z4278045087;
O=c1ccc2c([nH]1)CCCC2O,25,20:02003:5:Z4208275068;20:02005:6:Z3588923235;20:02014:9:Z2798175977;
CC1(C)CC2CC(=O)NC21,64,20:02003:5:Z4390621616;20:02004:6:Z4390913715;20:02006:2:Z4390368908;
