fragment_smiles,occurences,example_ligands
CC1(C)C(F)C1(C)C,278,20:02000:1:Z3667885158;20:02000:4:Z3670788526;20:02000:6:Z3669898418;
Cc1ccc2c(c1)CCN2,299,20:02000:1:Z4447696258;20:02000:2:Z1752934640;20:02000:5:Z2130562260;
OC1Cc2ccccc2C1,1238,20:02000:1:Z1929469414;20:02000:2:Z2648135914;20:02000:3:Z1929487517;
Cc1ccc(Cl)c2scnc12,17,20:02000:1:Z2095694028;20:02006:4:Z2095685225;20:02008:1:Z2139490953;
O=S1(=O)C2CCCN1CC2,146,20:02000:1:Z4220040703;20:02001:9:Z3407685055;20:02001:9:Z3553037263;
CC1(C)CNC1(C)C,535,20:02000:1:Z4349255000;20:02000:2:Z2772107335;20:02000:3:Z3699256222;
Fc1ccc2ncccc2c1,533,20:02000:1:Z4349255000;20:02000:3:Z3539720323;20:02000:4:Z2335413104;
O=c1[nH]nc2c(Cl)cccn12,23,20:02000:1:Z2850940651;20:02010:2:Z3499695264;20:02013:5:Z2168954838;
C1CCc2c(nc3n2CCNC3)C1,67,20:02000:1:Z3587001014;20:02000:4:Z3319827248;20:02002:1:Z3319831664;
O=S1(=O)NC=Nc2ccccc21,50,20:02000:1:Z826552032;20:02000:3:Z4236146486;20:02002:9:Z1320252090;
O=C1NCCC12CCC2,397,20:02000:1:Z4213122220;20:02000:4:Z4072124027;20:02000:6:Z4230152038;
Nc1ccncc1Cl,404,20:02000:1:Z4104949862;20:02000:7:Z4186860949;20:02000:9:Z4285958698;
Clc1ccnc2c1CCC2,79,20:02000:1:Z2927557960;20:02001:4:Z2928379175;20:02005:6:Z2927948638;
Cn1ncnc1O,304,20:02000:1:Z4769434454;20:02000:3:Z4768618763;20:02000:3:Z4770929386;
C1COC2(CCOCC2)CN1,252,20:02000:1:Z1855946491;20:02000:4:Z2008651649;20:02000:6:Z1449318106;
NC12CCC1CNC2,486,20:02000:1:Z3141452623;20:02000:5:Z3141421948;20:02000:7:Z4591260889;
CN1CCC2CCNCC21,456,20:02000:1:Z3476295543;20:02000:4:Z4085483808;20:02000:4:Z4085476382;
Nc1ncc2cn[nH]c2n1,79,20:02000:1:Z3476295543;20:02001:2:Z4342623417;20:02002:4:Z3559373860;
C1CC2NCC2CN1,668,20:02000:1:Z4862510838;20:02000:5:Z4210512181;20:02000:6:Z4860172054;
O=C1CNc2ncncc2N1,85,20:02000:1:Z2691436610;20:02002:4:Z4231062736;20:02003:7:Z4232926055;
Cc1ccc2c(c1)SCC2,192,20:02000:1:Z394005216;20:02000:3:Z2717987328;20:02000:6:Z3609135339;
c1cc2sccc2s1,464,20:02000:1:Z3899365366;20:02000:2:Z756950256;20:02000:2:Z1581566202;
Cc1cncnc1Cl,204,20:02000:1:Z3557773915;20:02000:9:Z3556573050;20:02001:0:Z3556594781;
CN1CC2CCC1CN2,297,20:02000:1:Z4276739562;20:02000:4:Z4221917104;20:02000:5:Z4221906031;
O=c1[nH]cnc2c1CNCC2,100,20:02000:1:Z1494803214;20:02001:7:Z1494829856;20:02002:5:Z3049835162;
Fc1cnc2[nH]ccc2c1,15,20:02000:1:Z4199321382;20:02006:2:Z4199321304;20:02011:4:Z4199325051;
Clc1ccno1,274,20:02000:1:Z4014135736;20:02001:2:Z4235968805;20:02001:5:Z4014139509;
Clc1ncn[nH]1,73,20:02000:1:Z3513529031;20:02001:6:Z3799435523;20:02002:4:Z2898399667;
Cc1cnc2c(c1)NCCN2,74,20:02000:1:Z4642303329;20:02003:2:Z2692079263;20:02005:4:Z2961146863;
Cn1cnc2cccnc21,552,20:02000:1:Z1625597902;20:02000:2:Z3207023984;20:02000:2:Z1625399714;
Cc1csc2nccn12,858,20:02000:1:Z1548745292;20:02000:2:Z2763762053;20:02000:3:Z3794371328;
CC1CC(N)C1,1118,20:02000:1:Z3791438941;20:02000:3:Z3494888585;20:02000:7:Z3516318762;
O=C1CCc2ncccc21,169,20:02000:1:Z4313455614;20:02000:2:Z2142559741;20:02000:6:Z2974579115;
Fc1ccc2ccncc2c1,412,20:02000:1:Z3670191715;20:02000:1:Z3665499552;20:02000:1:Z3670192963;
CN1CC2(CCNC2)C1,343,20:02000:1:Z4232328822;20:02000:2:Z4170462942;20:02000:3:Z1910870533;
CC1(C)CNC2COCC2O1,231,20:02000:1:Z2477215487;20:02000:2:Z2474372403;20:02000:3:Z4284645042;
OC1C2CNCC1C2,438,20:02000:1:Z3317736512;20:02000:3:Z3189998967;20:02000:5:Z3079449938;
c1cc2c(o1)CNC2,395,20:02000:1:Z3507953124;20:02000:1:Z4932121566;20:02000:5:Z3549754601;
CC1=NOC2(CNC2)C1,436,20:02000:1:Z3648476746;20:02000:2:Z3586281071;20:02000:3:Z3586290441;
CC1CS(=O)(=O)CCN1,1237,20:02000:1:Z3520401581;20:02000:1:Z1425903682;20:02000:1:Z3520382569;
Clc1ccc2scnc2c1,637,20:02000:1:Z3520401581;20:02000:1:Z1425903682;20:02000:1:Z3520382569;
Cc1ccc2nncn2c1,172,20:02000:1:Z4292573636;20:02000:2:Z4292284681;20:02002:6:Z4291937785;
C1CNCC2(C1)CCCO2,364,20:02000:1:Z3094427196;20:02000:3:Z3092794325;20:02000:6:Z3104722223;
C1COCN1,372,20:02000:1:Z4261839452;20:02000:2:Z4218207290;20:02000:5:Z4490721530;
CC1CCC(C)(C)CC1,372,20:02000:1:Z3635288494;20:02000:2:Z4517745279;20:02000:2:Z2351539461;
O=C1NCCc2ccncc21,129,20:02000:1:Z3584057559;20:02001:4:Z3537359177;20:02001:9:Z4239361173;
Oc1cc(O)ncn1,122,20:02000:1:Z2907464122;20:02000:5:Z2752876634;20:02000:5:Z4053161334;
CN1CCc2ccccc21,934,20:02000:1:Z1746773006;20:02000:2:Z4288077152;20:02000:2:Z4294173158;
CC1CCN(C)C1,1323,20:02000:1:Z1514821248;20:02000:2:Z4489916517;20:02000:2:Z4457350381;
CC1(C)CCNCC2CCOC21,113,20:02000:1:Z4209283353;20:02000:9:Z3323096632;20:02000:9:Z4218129019;
Fc1ccc2ncoc2c1,268,20:02000:1:Z1408785381;20:02001:1:Z3799419634;20:02001:4:Z3316688636;
Cc1ccc2ccccc2n1,1114,20:02000:1:Z2394913584;20:02000:2:Z3776982713;20:02000:3:Z3059439439;
C1COCC2(C1)CCNC2,387,20:02000:1:Z2069703121;20:02000:2:Z4270715622;20:02000:2:Z4270715596;
CC1CC2CCCCC2N1,191,20:02000:1:Z1229730694;20:02000:8:Z1824667792;20:02001:6:Z1568985825;
c1cc2sccn2n1,279,20:02000:1:Z3358757168;20:02000:4:Z3352236347;20:02000:4:Z3343508313;
c1n[nH]c2c1CNCC2,927,20:02000:1:Z3383573712;20:02000:2:Z4272915124;20:02000:3:Z4232209187;
CC1CCc2c(F)cccc2C1,62,20:02000:1:Z1576918928;20:02000:9:Z4414224358;20:02002:4:Z3439836235;
CN1CCNS1(=O)=O,147,20:02000:1:Z3796595676;20:02000:3:Z3796623625;20:02000:3:Z3339532547;
Cc1nccc(N)n1,762,20:02000:1:Z2770787555;20:02000:3:Z3207331445;20:02000:4:Z3474249163;
Fc1ccc2nccnc2c1,323,20:02000:1:Z1940231765;20:02000:8:Z2304364751;20:02001:3:Z2976872652;
FC=C1CCCCC1,197,20:02000:1:Z4878958725;20:02000:2:Z4876309455;20:02002:6:Z4877114613;
C1CC2(C1)CC21CC1,627,20:02000:1:Z4297631907;20:02000:2:Z4299273032;20:02000:2:Z4240733164;
O=C1CCNCCCN1,564,20:02000:1:Z3002619336;20:02000:2:Z3055409089;20:02000:4:Z3583332243;
FC12CCCC(CC1)C2,268,20:02000:1:Z4921620256;20:02000:6:Z4921900704;20:02000:6:Z4921720207;
c1cc2cncnn2c1,430,20:02000:1:Z4326877805;20:02000:3:Z3650207455;20:02000:3:Z4324606199;
Cc1cc2ccccc2nc1C,63,20:02000:1:Z1652244828;20:02000:1:Z2852093602;20:02001:8:Z4182100712;
Cc1cc2c(s1)CCC2,84,20:02000:1:Z4258629647;20:02000:3:Z3508538632;20:02004:4:Z3508224685;
CC1COC2(CCNCC2)O1,243,20:02000:1:Z1588015463;20:02000:3:Z1240526484;20:02001:1:Z1240523159;
c1cnn2cccc2c1,581,20:02000:1:Z1614013194;20:02000:4:Z3755929017;20:02000:5:Z4124841326;
Fc1cc[nH]n1,385,20:02000:1:Z3703078245;20:02000:2:Z4157081012;20:02000:2:Z4056343104;
C1CC2(CN1)OCC1CC12,246,20:02000:1:Z3820602710;20:02000:4:Z4423875508;20:02000:7:Z4518271416;
Clc1cccc2c1OCCC2,134,20:02000:1:Z2254938369;20:02001:8:Z1193446419;20:02002:0:Z4910284028;
Cc1cc[nH]c1C,384,20:02000:1:Z3571820809;20:02000:3:Z3615246175;20:02000:4:Z4470984044;
O=S1(=O)CCCC12CNC2,105,20:02000:1:Z4211230933;20:02000:7:Z3337585515;20:02002:5:Z4211220263;
O=C1CCC=NN1,185,20:02000:1:Z2838090367;20:02000:3:Z2790137054;20:02001:3:Z4024687895;
Cn1ncc2c1CCCNC2,259,20:02000:1:Z3392617522;20:02000:4:Z5012862176;20:02001:9:Z2359068565;
C1CCC2(CC1)CCNCC2,520,20:02000:1:Z4063189955;20:02000:1:Z3789981710;20:02000:9:Z3793432764;
Cc1cnccc1O,255,20:02000:1:Z3857439371;20:02000:1:Z1614037309;20:02000:9:Z1637271427;
Fc1ccc2c(c1)NCCC2,196,20:02000:2:Z4448796009;20:02000:7:Z3200493689;20:02000:9:Z821714122;
c1cnc2c(c1)CNCC2,751,20:02000:2:Z2393895637;20:02000:2:Z1564933619;20:02000:7:Z2825687159;
Fc1ccc2c(c1)OCC2,522,20:02000:2:Z4404197540;20:02000:2:Z4484006154;20:02000:6:Z3057198804;
CC1(N)CNC1,339,20:02000:2:Z4054591174;20:02000:8:Z4175181871;20:02001:4:Z3132560765;
CN1CCNCC12CCOC2,248,20:02000:2:Z3043527091;20:02000:2:Z4101070487;20:02000:8:Z3364915288;
C1COC2COCCC2N1,266,20:02000:2:Z2964867880;20:02000:4:Z2964861492;20:02000:9:Z2956298601;
O=c1ccnc2[nH]cnn12,18,20:02000:2:Z2676712934;20:02002:1:Z4660895719;20:02014:5:Z1033179306;
CC12COC(C1)C2,1035,20:02000:2:Z4275921717;20:02000:3:Z3887351350;20:02000:5:Z3003333678;
Cc1ncc2c3c(sc2n1)CCC3,52,20:02000:2:Z2274275758;20:02003:1:Z20233718;20:02005:0:Z20232856;
Cn1cncc1Cl,3386,20:02000:2:Z4091253269;20:02000:2:Z2504827488;20:02000:2:Z2782119441;
c1cnc2ncsc2c1,339,20:02000:2:Z2991682050;20:02000:5:Z4466898912;20:02000:6:Z4329299706;
c1ncc2c(n1)CCCS2,177,20:02000:2:Z4185213401;20:02000:2:Z4185217224;20:02000:2:Z4185022863;
CC1CC(F)C1,1265,20:02000:2:Z3367027207;20:02000:2:Z3354467347;20:02000:3:Z3603258614;
O=c1[nH]cnc2ncccc12,89,20:02000:2:Z2067056622;20:02000:7:Z3340726500;20:02002:0:Z4193410279;
Clc1cn2ccsc2n1,610,20:02000:2:Z288873816;20:02000:3:Z3367762280;20:02000:6:Z1271221586;
CC1NCCc2ccncc21,161,20:02000:2:Z3626956256;20:02001:5:Z3518739542;20:02001:9:Z3622177495;
Clc1nc2ccccn2n1,131,20:02000:2:Z3668063694;20:02002:5:Z3670185183;20:02002:5:Z3667636152;
Cc1ncc2c3c(sc2n1)CCCC3,11,20:02000:2:Z31192760;20:02014:5:Z358278938;20:02027:5:Z2368167702;
c1nc2c(s1)CSCC2,153,20:02000:2:Z3051908197;20:02001:4:Z2089541730;20:02001:6:Z4350123542;
O=c1ccc2ccccc2[nH]1,520,20:02000:2:Z3598754336;20:02000:3:Z1176930313;20:02000:4:Z4341527468;
c1ccc2c(c1)CCCCNC2,79,20:02000:2:Z3881853083;20:02000:3:Z3800079512;20:02002:8:Z3867983433;
Cn1nccc1O,674,20:02000:2:Z2620436574;20:02000:2:Z2630410770;20:02000:5:Z3054611429;
C1CNCC2CC2C1,260,20:02000:2:Z3518661854;20:02000:5:Z3140867915;20:02000:6:Z3365495449;
CC1(C)CNCCNC1,313,20:02000:2:Z4001429021;20:02000:5:Z4004395660;20:02000:5:Z4213776331;
O=S1C=CCCC1,470,20:02000:2:Z4053342116;20:02000:2:Z4090085667;20:02000:5:Z3295576672;
Fc1cnc2c(c1)CCN2,171,20:02000:2:Z4335203449;20:02000:3:Z4132706649;20:02001:6:Z4132704718;
Fc1ccc2ccoc2c1,470,20:02000:2:Z2791633475;20:02000:2:Z3586281071;20:02000:3:Z3055906279;
Cn1c(=O)nc[nH]c1=O,43,20:02000:2:Z3465494637;20:02000:7:Z3465482648;20:02007:1:Z3465494942;
Cc1cnn2ccccc12,186,20:02000:2:Z3844431619;20:02000:9:Z3828912559;20:02001:1:Z3844055678;
C1C2CC3C1C3C2,196,20:02000:2:Z4414151471;20:02000:5:Z4457603097;20:02000:8:Z4420332327;
CN1CCCC1(C)C,942,20:02000:2:Z4393864051;20:02000:2:Z4253868125;20:02000:3:Z4253854300;
C1OC2CNCC2O1,710,20:02000:2:Z3321707297;20:02000:3:Z3620757854;20:02000:6:Z3395318482;
CC1(C)CNCCOC1,533,20:02000:2:Z3343603148;20:02000:2:Z3057166872;20:02000:4:Z3057167862;
FC1(F)Cc2ccccc2C1,139,20:02000:2:Z4314086470;20:02000:3:Z4314159526;20:02000:3:Z4043631490;
Cc1cn(C)cn1,1894,20:02000:2:Z3609710718;20:02000:2:Z3085450207;20:02000:3:Z2718413891;
CC1(C)CC2CCC1C2,317,20:02000:2:Z3057141050;20:02000:5:Z3016813023;20:02000:6:Z3516944611;
CC1C=CCC(C)O1,72,20:02000:2:Z4922803985;20:02002:1:Z4922804652;20:02002:2:Z4922808439;
Cc1cc(Cl)nn1C,418,20:02000:2:Z3875962839;20:02000:4:Z2703799475;20:02001:1:Z2706853753;
Oc1cnn2c1CNCC2,223,20:02000:2:Z4436926793;20:02002:0:Z4265265367;20:02002:7:Z3717587215;
Cc1n[nH]c2ccccc12,418,20:02000:2:Z4415613884;20:02000:2:Z1569923759;20:02000:3:Z3484512106;
C1CC2CNCCN2C1,873,20:02000:2:Z1568736712;20:02000:2:Z1476033315;20:02000:2:Z1139349459;
Oc1ccc2ncsc2n1,30,20:02000:2:Z4490927983;20:02000:2:Z4224370492;20:02009:5:Z4224370559;
CC1NC(C)C(C)N(C)C1=O,124,20:02000:2:Z2873608157;20:02001:4:Z3515980759;20:02002:5:Z2913562455;
CN1CCC2(CC1)CNCCO2,117,20:02000:2:Z3357530634;20:02000:6:Z3392794971;20:02003:1:Z2449501711;
NC1CC2CCC1O2,264,20:02000:2:Z4079368848;20:02000:2:Z4421724497;20:02001:5:Z4947573407;
C1CNC2(C1)CCCSC2,263,20:02000:2:Z4079368848;20:02001:0:Z3682958378;20:02001:2:Z3591425893;
C1CC2(CCN1)CNCCO2,249,20:02000:2:Z4203928666;20:02000:3:Z3136336694;20:02000:7:Z2902219404;
Cn1ncc2c1NCCC2,105,20:02000:2:Z4335229920;20:02002:1:Z3294673008;20:02002:3:Z4335233426;
CC1(C)CNC2CCCC21,216,20:02000:2:Z2966541003;20:02000:8:Z3045837496;20:02002:5:Z4106815160;
Cc1cc2cnccn2n1,352,20:02000:2:Z4435403555;20:02000:2:Z2368271390;20:02000:7:Z2348072502;
Fc1ccc2[nH]nnc2c1,222,20:02000:2:Z1769974362;20:02000:6:Z2640743126;20:02000:9:Z4055076201;
Cc1ncccc1Cl,833,20:02000:2:Z3347839161;20:02000:2:Z2368492796;20:02000:2:Z2368494130;
FC1CC2CCC(C1)N2,432,20:02000:2:Z4466131452;20:02000:6:Z4466119839;20:02000:7:Z4378651281;
Cn1cnc2cccc(Cl)c21,91,20:02000:2:Z2273451283;20:02002:8:Z2506464471;20:02003:4:Z1699017604;
O=S1(=O)CC2CCCC2C1,415,20:02000:2:Z3832076275;20:02000:7:Z3909022573;20:02000:8:Z4876192115;
CN1C2CCC1CNC2,272,20:02000:2:Z4035708505;20:02000:3:Z4065970268;20:02000:4:Z4035688300;
Cc1cc(O)ncn1,677,20:02000:2:Z3075860287;20:02000:4:Z4253069073;20:02000:4:Z3870469931;
Cc1ccc(N)nc1,152,20:02000:2:Z2920346100;20:02000:3:Z3618445652;20:02001:1:Z1556552705;
Oc1ccnc2c1CNCC2,134,20:02000:2:Z4777050269;20:02000:3:Z4249645838;20:02000:3:Z3393857562;
CC1(C)CC=NO1,905,20:02000:2:Z4414970865;20:02000:2:Z3718827305;20:02000:2:Z4465168923;
Cc1cc(Cl)ccn1,256,20:02000:2:Z4003404673;20:02001:0:Z5023739671;20:02001:6:Z4002697699;
C1COC2(CCN1)CCOCC2,111,20:02000:2:Z1864959666;20:02000:4:Z3514856111;20:02001:4:Z1840691014;
NC1CC12CCC2,538,20:02000:2:Z3141927330;20:02000:4:Z3141946511;20:02000:9:Z3141927469;
NC1CCCNC1=O,179,20:02000:2:Z3515496960;20:02000:2:Z3517781934;20:02000:8:Z4063855179;
CC1(O)CNC(=O)NC1=O,40,20:02000:2:Z3211562806;20:02004:0:Z3211522888;20:02005:1:Z3211486185;
O=c1ccnc2scnn12,418,20:02000:2:Z1498345399;20:02001:1:Z2615114060;20:02001:2:Z4028548744;
Cc1ncc2ccccn12,473,20:02000:2:Z1255677362;20:02000:4:Z3835419367;20:02000:4:Z1255836479;
C1CC2(CCSCC2)CN1,674,20:02000:2:Z3808998418;20:02000:2:Z4347057360;20:02000:2:Z3518219389;
CC1CCCC1=O,453,20:02000:2:Z4948593114;20:02000:2:Z4948153557;20:02000:4:Z4948623870;
O=C1NCCC2CCNCC12,235,20:02000:2:Z3568037424;20:02000:2:Z3255458278;20:02000:2:Z3568040779;
Cn1ccc(=O)c2ccccc21,30,20:02000:2:Z4595537096;20:02000:2:Z2772984568;20:02001:6:Z3060809504;
NC1C2CCCC1CC2,217,20:02000:2:Z4058474369;20:02000:9:Z4003648416;20:02000:9:Z5005202689;
c1nnc2n1CCOC2,684,20:02000:2:Z4036399224;20:02000:3:Z4291932704;20:02000:3:Z2174890169;
C1CCC2(CCOC2)OC1,656,20:02000:2:Z3366232440;20:02000:6:Z3142579321;20:02000:8:Z3363801939;
C1CN2CCOCC2CN1,555,20:02000:2:Z3374122334;20:02000:5:Z4294066417;20:02000:6:Z4148137863;
O=C1CCSc2ccccc21,84,20:02000:2:Z4185362439;20:02002:3:Z3702698923;20:02002:4:Z3640792308;
C1CCC2NCCNC2C1,160,20:02000:2:Z3499024555;20:02000:4:Z3522130846;20:02001:0:Z3493714547;
Cc1ncc(F)c(C)n1,324,20:02000:2:Z3561901399;20:02000:4:Z2274475999;20:02000:6:Z1652401535;
CC1CC(O)CN1C,287,20:02000:2:Z4051712738;20:02000:4:Z3510374803;20:02000:5:Z2907260275;
C1CCC2(CC1)COCCN2,165,20:02000:2:Z2704666864;20:02000:3:Z3528518453;20:02000:4:Z2298314319;
c1cc2[nH]cnc2cn1,418,20:02000:2:Z2880147565;20:02000:2:Z4232443299;20:02000:5:Z2893266889;
Cc1cccc2[nH]cnc12,188,20:02000:2:Z3715565407;20:02000:2:Z1347703202;20:02000:9:Z3715556041;
Fc1cccc2c1CCCC2,308,20:02000:2:Z2282535823;20:02000:3:Z3703662771;20:02000:4:Z3868328438;
CC1NCCc2ccccc21,226,20:02000:2:Z3405994083;20:02000:5:Z3059438280;20:02000:5:Z4225839954;
OC1CC2NCCC12,576,20:02000:2:Z4402439041;20:02000:3:Z4394143160;20:02000:5:Z4405003080;
Nc1cncs1,196,20:02000:2:Z4287305697;20:02000:5:Z4291861321;20:02000:6:Z5056065785;
CC1(C)CCc2ccccc2O1,214,20:02000:2:Z2279458528;20:02000:7:Z1610978186;20:02001:0:Z1441356268;
O=S1(=O)CCC2(CC2)C1,303,20:02000:2:Z4508516080;20:02000:2:Z4396385074;20:02000:5:Z4406030994;
Cc1nc2c3ccccc3ncn2n1,27,20:02000:2:Z2368591673;20:02004:3:Z1173792145;20:02009:1:Z2614719754;
Nc1cc[nH]n1,1130,20:02000:2:Z3717361085;20:02000:2:Z3741315571;20:02000:2:Z3741315566;
CC1(C)CCCCC1=O,116,20:02000:2:Z2350388711;20:02001:2:Z5033397165;20:02001:5:Z2346634457;
CC1(C)CC(O)C1,347,20:02000:2:Z4050648557;20:02000:4:Z4035724912;20:02000:8:Z4272019478;
Cc1sc2nccc(=O)n2c1C,52,20:02000:2:Z1593293893;20:02000:7:Z1592822635;20:02001:0:Z1669737174;
NC1CC2CCC1CC2,332,20:02000:2:Z4059945714;20:02000:5:Z4910689771;20:02001:2:Z4447480109;
CC1=NC(C)CS1,459,20:02000:2:Z4271555920;20:02000:5:Z4265444517;20:02001:1:Z4268495959;
NC1CCCCCNC1,330,20:02000:2:Z3336522654;20:02001:1:Z2692232433;20:02001:5:Z2827507275;
Fc1ccc2c(c1)CCCCO2,73,20:02000:2:Z804509004;20:02000:9:Z1066889304;20:02001:9:Z2772348670;
c1ccn2nncc2c1,1013,20:02000:2:Z3568087163;20:02000:2:Z3352486137;20:02000:3:Z3582884596;
Cc1cc2cnccc2[nH]1,147,20:02000:2:Z4210481604;20:02001:1:Z4216577097;20:02001:6:Z4215795735;
OC1CNC2(CCC2)C1,359,20:02000:2:Z3897702797;20:02000:6:Z3436193135;20:02001:0:Z3441978507;
CC1(O)CNC1,549,20:02000:2:Z1875160108;20:02000:2:Z1875158922;20:02000:2:Z3818629467;
CC1(C)C(=O)Nc2ccccc21,115,20:02000:2:Z4469580291;20:02000:2:Z2477097878;20:02000:2:Z2221194275;
CC1(F)CC2(CNC2)C1,411,20:02000:2:Z4456191087;20:02000:2:Z4478553308;20:02000:5:Z4478537268;
Oc1cc(Cl)ccc1Cl,149,20:02000:2:Z4311607776;20:02003:7:Z4311759652;20:02004:3:Z3348024760;
Oc1ccc2cccnc2n1,188,20:02000:2:Z3538901986;20:02000:5:Z4002905596;20:02000:5:Z4056142416;
c1ncc2c(n1)COC2,401,20:02000:2:Z3718289446;20:02000:5:Z3076740818;20:02001:0:Z2821718360;
N=S1(=O)CCC2(CCN2)CC1,106,20:02000:2:Z4212371601;20:02000:4:Z3481126159;20:02000:9:Z4212385363;
c1ccc2c(c1)CCS2,1266,20:02000:2:Z4028003640;20:02000:3:Z1227888363;20:02000:3:Z1553009574;
O=C1CCC2CCNC1C2,332,20:02000:2:Z3057265036;20:02000:2:Z3057265921;20:02000:4:Z3057267025;
O=C1CC2(CNC2)CN1,526,20:02000:2:Z3607528102;20:02000:2:Z4207224544;20:02000:2:Z2059423052;
Clc1c[nH]cn1,261,20:02000:2:Z4285406547;20:02000:2:Z3363453588;20:02000:5:Z3504728210;
C1NCC12CSC2,655,20:02000:2:Z3390588564;20:02000:3:Z4482232204;20:02000:5:Z3057937630;
O=c1ccc(Cl)n[nH]1,682,20:02000:2:Z2792226041;20:02000:2:Z4291088862;20:02000:3:Z2792274125;
O=c1[nH]ccn2nccc12,275,20:02000:2:Z3796493374;20:02000:4:Z4221250166;20:02000:6:Z4169243450;
C1CC2COCC1N2,770,20:02000:2:Z4116063781;20:02000:2:Z3372687831;20:02000:4:Z3301738345;
c1ccc2c(c1)OCCCO2,1033,20:02000:2:Z4029299369;20:02000:3:Z2614065114;20:02000:5:Z2789623693;
C1CC2CC(CN2)N1,333,20:02000:2:Z4029299369;20:02000:3:Z4970820399;20:02000:3:Z4113587513;
C1CCC2CCC(C1)N2,62,20:02000:2:Z4184912986;20:02000:3:Z4593655139;20:02003:5:Z4593654811;
CC12CNCC1(C)CSC2,357,20:02000:2:Z4511221728;20:02000:6:Z3520520084;20:02001:0:Z4247289973;
c1cc2c(cn1)OCCO2,466,20:02000:2:Z4137771771;20:02000:2:Z2409859715;20:02000:7:Z2710357111;
O=C1NCCCn2cccc21,126,20:02000:2:Z4281475866;20:02001:2:Z4280469023;20:02003:0:Z4298352854;
NC1=CCNN1,297,20:02000:2:Z3366050345;20:02000:2:Z2961664562;20:02000:3:Z3366050321;
Cc1ccc2cc(F)ccc2n1,65,20:02000:2:Z4076105685;20:02002:4:Z2358728520;20:02002:4:Z2444615974;
CC1(C)CNCCS1=O,405,20:02000:2:Z4141485823;20:02000:2:Z2834219436;20:02000:2:Z1391598680;
Cc1nc2n(n1)CCNC2,349,20:02000:2:Z1585469847;20:02000:4:Z1579689500;20:02000:4:Z2870894184;
C1CNC2(CCOC2)CN1,161,20:02000:2:Z3043537148;20:02001:6:Z3806314190;20:02001:7:Z3042551522;
N=S1(=O)CCC2(CCCN2)C1,72,20:02000:2:Z3551598055;20:02000:7:Z3551607824;20:02001:1:Z3551603691;
C1COCC2(C1)CCN2,458,20:02000:2:Z3591994069;20:02000:3:Z3588675860;20:02000:3:Z3588675858;
CC1(C)CCNCC(C)(C)N1,189,20:02000:2:Z3207015544;20:02000:3:Z3207016606;20:02000:3:Z3817529011;
CC1CCC(O)CN1,3154,20:02000:2:Z1953846357;20:02000:2:Z1953834516;20:02000:2:Z2458354235;
C1COC2(CCOC2)CN1,489,20:02000:2:Z4949871040;20:02000:2:Z2711623779;20:02000:6:Z3133051017;
C1CCC2(CCOCC2)CNC1,138,20:02000:2:Z3712333740;20:02002:0:Z3644173767;20:02002:8:Z3634430189;
Fc1ccc2sccc2c1,414,20:02000:2:Z2905499645;20:02000:2:Z1378607863;20:02000:4:Z1140201937;
CC1(C)CCC(O)C1,267,20:02000:2:Z4931948017;20:02000:2:Z4932567147;20:02000:5:Z4475397085;
c1cc2c(cn1)NCCS2,164,20:02000:2:Z1886477135;20:02000:4:Z2672497066;20:02000:4:Z2811750197;
Clc1cccc2c1CNCC2,179,20:02000:2:Z4292129969;20:02001:2:Z2304713737;20:02001:3:Z4204728134;
C1CC2CSCC1N2,558,20:02000:2:Z3609520036;20:02000:2:Z3322668283;20:02000:6:Z3609526837;
O=S1(=O)CC2(CCN2)C1,404,20:02000:2:Z4023022952;20:02000:2:Z3615237007;20:02000:2:Z3615228419;
Clc1ccc2c(c1)CCCO2,316,20:02000:2:Z4194897292;20:02000:4:Z4200891586;20:02000:9:Z3855649197;
CC1(C)CCCC(O)C1,695,20:02000:2:Z1779178580;20:02000:2:Z3505402612;20:02000:3:Z1781586635;
CC1CN2CCC1CC2,151,20:02000:2:Z4448334023;20:02000:2:Z4064807999;20:02000:4:Z4284683129;
CC1NCCCO1,364,20:02000:2:Z3055812134;20:02000:2:Z3055818855;20:02001:1:Z3055816901;
O=C1NCCc2scnc21,147,20:02000:2:Z3829741606;20:02001:4:Z3829242356;20:02001:5:Z3830426974;
C1COC2CCNCC2C1,365,20:02000:2:Z2007505919;20:02000:3:Z1465673194;20:02000:9:Z1661236670;
Clc1ccc2ccccc2c1,327,20:02000:2:Z3352458114;20:02000:3:Z4914757695;20:02000:3:Z4914755604;
FC1(F)CC2(CNC2)C1,262,20:02000:2:Z1611467711;20:02000:3:Z1549748163;20:02000:6:Z3668117392;
OC1CNC2(CCC2)CC1O,149,20:02000:2:Z3768121805;20:02000:8:Z3881308803;20:02001:0:Z4094443494;
N=S1(=O)CCCCCC1,188,20:02000:2:Z3623228616;20:02000:4:Z3623222257;20:02002:7:Z3623220511;
c1cc2c(s1)CNC2,306,20:02000:2:Z2606084611;20:02000:5:Z2605678541;20:02000:9:Z4061049202;
CC12CCC1(C)CNC2,467,20:02000:2:Z4110033311;20:02000:2:Z4114074881;20:02000:3:Z4186465542;
Oc1nc2ccccc2s1,78,20:02000:2:Z4998044023;20:02000:8:Z4998157379;20:02001:6:Z4998979905;
c1cnc2c(c1)NCCO2,227,20:02000:2:Z1883233832;20:02000:3:Z4889441993;20:02000:5:Z4112515028;
