fragment_smiles,occurences,example_ligands
Oc1cccnc1,10085,84:08400:0:PV-006011843095;84:08400:0:PV-003671854966;84:08400:0:PV-002381246024;
CC1CCCCN1,34866,84:08400:0:PV-006011843468;84:08400:0:PV-003671848517;84:08400:0:PV-003671850115;
c1ncc2c(n1)CCNC2,243,84:08400:0:PV-006011843919;84:08400:0:PV-002952136025;84:08400:8:PV-002381263357;
OC1CCC2CNCC2C1,220,84:08400:0:PV-006011844554;84:08401:1:PV-003672226176;84:08402:0:PV-003672541659;
Cc1ncccn1,4744,84:08400:0:PV-006011844570;84:08400:0:PV-003671863905;84:08400:0:PV-002952143953;
Clc1ccccc1Cl,9534,84:08400:0:PV-006011844617;84:08400:0:PV-002952135979;84:08400:0:PV-002952141078;
c1ccc2c(c1)CCCC2,5447,84:08400:0:PV-006011844799;84:08400:0:PV-000507953003;84:08400:0:PV-000461274036;
CC1(C)COCCO1,3210,84:08400:0:PV-006011845158;84:08400:0:PV-003671846372;84:08400:0:PV-003671859498;
O=S1(=O)CCC2(CCNC2)C1,29,84:08400:0:PV-006011845407;84:08402:4:PV-002484790707;84:08406:3:PV-002952977390;
C1CC2CNCC2C1,6813,84:08400:0:PV-006011845454;84:08400:0:PV-003671846966;84:08400:0:PV-003671855293;
OC1CNCCNC1,4247,84:08400:0:PV-006011845666;84:08400:0:PV-002952145217;84:08400:1:PV-002952153819;
c1cnc2ccsc2c1,2385,84:08400:0:PV-006011845715;84:08400:0:PV-006011845716;84:08400:0:PV-003671853303;
Clc1csnc1Cl,2539,84:08400:0:PV-006011845766;84:08400:0:PV-006011845767;84:08400:0:PV-006011845768;
C1CC2CC2N1,22437,84:08400:0:PV-006011845820;84:08400:0:PV-006011848433;84:08400:0:PV-003671844502;
C1C2CC1C2,10067,84:08400:0:PV-006011845965;84:08400:0:PV-003671844120;84:08400:0:PV-002588236138;
OC1CC2CNC1C2,2216,84:08400:0:PV-006011845972;84:08400:0:PV-003671842782;84:08400:0:PV-003671858207;
Cc1cc(Cl)n(C)n1,1241,84:08400:0:PV-006011846354;84:08400:0:PV-002225987015;84:08400:1:PV-002952161744;
Cc1cnccn1,10633,84:08400:0:PV-006011846703;84:08400:0:PV-006011846704;84:08400:0:PV-006011846705;
O=C1Cc2ccccc2N1,1398,84:08400:0:PV-006011846723;84:08400:0:PV-002952143737;84:08400:1:PV-006011959894;
C1CC2(C1)CCNC2,7742,84:08400:0:PV-006011847490;84:08400:0:PV-003671844209;84:08400:0:PV-003671854572;
C1NCC2CNCC12,5004,84:08400:0:PV-006011847795;84:08400:0:PV-002952138226;84:08400:0:PV-002952139870;
C1CC2CCC1O2,6919,84:08400:0:PV-006011848368;84:08400:0:PV-003671849489;84:08400:0:PV-003671849490;
CC1COC1,12157,84:08400:0:PV-006011848433;84:08400:0:PV-002952135662;84:08400:0:PV-002952135663;
Cc1ccc(O)cn1,1032,84:08400:0:PV-006011848677;84:08400:0:PV-002952137330;84:08400:0:PV-003671873674;
FC1CNC1,20745,84:08400:0:PV-006011848747;84:08400:0:PV-004079156885;84:08400:0:PV-002174236278;
C1NC2CC1C2,27879,84:08400:0:PV-006011848801;84:08400:0:PV-003671843621;84:08400:0:PV-003671843622;
Cc1ccn[nH]1,21960,84:08400:0:PV-006011848878;84:08400:0:PV-000417036710;84:08400:0:PV-001986226069;
Cc1cncc(C)c1,2582,84:08400:0:PV-006011848879;84:08400:0:PV-006011848880;84:08400:0:PV-000544141987;
Cc1nc2c(s1)CCCC2,172,84:08400:0:PV-006011849051;84:08400:2:PV-003671931990;84:08400:5:PV-003672029552;
Fc1cccnc1,26057,84:08400:0:PV-006011849288;84:08400:0:PV-002225984844;84:08400:0:PV-002329490432;
Cn1ncccc1=O,1720,84:08400:0:PV-006011849346;84:08400:0:PV-001404620911;84:08400:2:PV-003671911308;
CC1(C)CC1(F)F,2203,84:08400:0:PV-006011849888;84:08400:0:PV-003671852270;84:08400:1:PV-002122493021;
Cc1ccno1,21031,84:08400:0:PV-006011849893;84:08400:0:PV-006011849894;84:08400:0:PV-002952136490;
O=C1NCC2CC12,2946,84:08400:0:PV-006011850151;84:08400:0:PV-006011850152;84:08400:0:PV-006011850153;
C1CC2(CCN1)CC2,3911,84:08400:0:PV-002952135620;84:08400:0:PV-003671850110;84:08400:0:PV-001372792910;
OC1CCOCC1,3124,84:08400:0:PV-002952135620;84:08400:0:PV-002952143101;84:08400:1:PV-003671889609;
C1CC2CNC(C1)C2,2834,84:08400:0:PV-003671842837;84:08400:0:PV-003671842838;84:08400:0:PV-003671842839;
O=C1NCCC2CCNCC12,348,84:08400:0:PV-003671842872;84:08400:0:PV-003671871227;84:08400:2:PV-003671914118;
c1ccc2c(c1)CNC2,1721,84:08400:0:PV-003671842872;84:08400:0:PV-002122490347;84:08400:0:PV-002952143226;
CC1(C)CC(O)C1,2158,84:08400:0:PV-003671842880;84:08400:0:PV-003671850394;84:08400:0:PV-003671855596;
CC1CCOC1,12259,84:08400:0:PV-003671842969;84:08400:0:PV-003671843948;84:08400:0:PV-003671848646;
Cc1cc(N)sn1,1187,84:08400:0:PV-003671842969;84:08400:5:PV-006012320838;84:08400:6:PV-006012444823;
Cc1ccnnc1,5954,84:08400:0:PV-003671842986;84:08400:0:PV-003671842987;84:08400:0:PV-003671842988;
O=C1COCCN1,1015,84:08400:0:PV-001470198683;84:08400:2:PV-003671947470;84:08400:2:PV-003671947472;
O=C1CNCCN1,3469,84:08400:0:PV-003671842993;84:08400:0:PV-003671848608;84:08400:0:PV-003671852691;
Cc1cccc2c1NCCN2,95,84:08400:0:PV-002952135676;84:08401:9:PV-006013743224;84:08405:8:PV-002952909591;
C1CSCCN1,5654,84:08400:0:PV-002952135676;84:08400:0:PV-003671848568;84:08400:0:PV-002952142182;
c1cnc2cc[nH]c2c1,3323,84:08400:0:PV-002952135719;84:08400:0:PV-002952140361;84:08400:0:PV-002952146584;
CC1CNCC(C)N1,690,84:08400:0:PV-003671843082;84:08400:1:PV-002952160767;84:08400:2:PV-002277743138;
C1CC2(C1)CC2,15891,84:08400:0:PV-003671843109;84:08400:0:PV-003671853323;84:08400:0:PV-003671853937;
c1ccc2c(c1)CCO2,6277,84:08400:0:PV-002952135747;84:08400:0:PV-001654725791;84:08400:0:PV-002952145632;
C1CNC2(C1)CC2,6849,84:08400:0:PV-003671843161;84:08400:0:PV-002952139739;84:08400:0:PV-003671854664;
Cc1cn[nH]c1,13730,84:08400:0:PV-003671843187;84:08400:0:PV-001886839742;84:08400:0:PV-002174236295;
O=S1CCCCC1,2822,84:08400:0:PV-003671843187;84:08400:0:PV-003671853952;84:08400:1:PV-006011851395;
Cc1cnc(Cl)s1,2786,84:08400:0:PV-002952135771;84:08400:2:PV-003671934855;84:08400:2:PV-002952173794;
Cc1cnsc1,6973,84:08400:0:PV-003671843270;84:08400:0:PV-003671843271;84:08400:0:PV-003671843272;
Cc1cn(C)cn1,2406,84:08400:0:PV-003671843270;84:08400:0:PV-003671843271;84:08400:0:PV-003671843272;
c1ccc2occc2c1,7065,84:08400:0:PV-003671843284;84:08400:0:PV-002952137900;84:08400:0:PV-002536483366;
Oc1ccccn1,5989,84:08400:0:PV-003671843284;84:08400:0:PV-002952136780;84:08400:0:PV-002952137507;
Cc1cncc(F)c1,2052,84:08400:0:PV-003671843289;84:08400:0:PV-003671869875;84:08400:0:PV-003671869876;
C1CC2CNC2CN1,6366,84:08400:0:PV-003671843368;84:08400:0:PV-003671855747;84:08400:0:PV-003671857517;
FC1(F)CCC1,17819,84:08400:0:PV-003671843368;84:08400:0:PV-001165584284;84:08400:0:PV-003671852450;
c1nc2c([nH]1)CCCC2,946,84:08400:0:PV-002952135844;84:08400:0:PV-000514890639;84:08400:3:PV-003671947817;
c1cnc2[nH]nnc2c1,323,84:08400:0:PV-002952135844;84:08400:5:PV-003672039774;84:08400:8:PV-002952254027;
CC1CCN2C=NCC2C1,80,84:08400:0:PV-003671843486;84:08400:9:PV-003672170606;84:08401:4:PV-003672356684;
O=C1CNCN1,370,84:08400:0:PV-003671843486;84:08401:0:PV-003672212084;84:08401:5:PV-003672366636;
Cc1cc[nH]n1,22167,84:08400:0:PV-000545377204;84:08400:0:PV-003671845440;84:08400:0:PV-003671846673;
OC1CCNC1,73015,84:08400:0:PV-003671843510;84:08400:0:PV-003671843511;84:08400:0:PV-003671844140;
Nc1ncco1,2891,84:08400:0:PV-003671843514;84:08400:0:PV-003671866763;84:08400:0:PV-003671866764;
Cc1ccccc1Cl,9294,84:08400:0:PV-002952135902;84:08400:0:PV-002329490958;84:08400:0:PV-002952140068;
C1CNC2CCCC2C1,933,84:08400:0:PV-002952135902;84:08400:0:PV-002952136028;84:08400:1:PV-002952155997;
CC1CNCCCN1,14948,84:08400:0:PV-003671843550;84:08400:0:PV-003671843551;84:08400:0:PV-003671847698;
Cc1ccc[nH]1,7874,84:08400:0:PV-000266851423;84:08400:0:PV-003671848632;84:08400:0:PV-003671851988;
Nc1ccnc(Cl)n1,636,84:08400:0:PV-003671843621;84:08400:0:PV-003671843622;84:08400:0:PV-003671843623;
Cc1cnc[nH]1,11839,84:08400:0:PV-003671843698;84:08400:0:PV-003671843699;84:08400:0:PV-003671843700;
CN1CCCCC1,17764,84:08400:0:PV-003671843698;84:08400:0:PV-003671843699;84:08400:0:PV-003671843700;
O=c1[nH]nco1,226,84:08400:0:PV-003671843719;84:08400:0:PV-003671843720;84:08400:3:PV-003671965048;
NC1CCCCC1,1902,84:08400:0:PV-003671843736;84:08400:0:PV-003671844769;84:08400:0:PV-003671862606;
C1OCC2CC12,10436,84:08400:0:PV-003671843756;84:08400:0:PV-003671843757;84:08400:0:PV-003671843758;
OC1CCCCC1O,377,84:08400:0:PV-003671843798;84:08400:0:PV-003671843799;84:08400:0:PV-003671869067;
Oc1ccncn1,3264,84:08400:0:PV-001886839742;84:08400:0:PV-002952147029;84:08400:1:PV-002952156753;
Fc1ccco1,5541,84:08400:0:PV-002952136021;84:08400:0:PV-002952139995;84:08400:0:PV-002122491156;
C1CC2CNCC(C1)N2,1681,84:08400:0:PV-002952136021;84:08400:1:PV-002952153667;84:08400:1:PV-006011961608;
C1=NCC2(CCCC2)CN1,91,84:08400:0:PV-002952136025;84:08405:1:PV-002952813785;84:08407:2:PV-002953092171;
C1COC2CC2N1,196,84:08400:0:PV-003671843858;84:08401:3:PV-003672299125;84:08401:6:PV-006013488392;
Cc1ccn(C)n1,9355,84:08400:0:PV-003671843898;84:08400:0:PV-003671843924;84:08400:0:PV-003671843925;
C1CCSC1,25932,84:08400:0:PV-003671843898;84:08400:0:PV-003671845233;84:08400:0:PV-003671847173;
Fc1cc[nH]c1,6977,84:08400:0:PV-003671843935;84:08400:0:PV-003671868526;84:08400:0:PV-003671868527;
Cc1ccc(Cl)cc1,4195,84:08400:0:PV-002952136066;84:08400:0:PV-002952141151;84:08400:0:PV-003671864207;
c1ccc2c(c1)OCCO2,2467,84:08400:0:PV-002536483013;84:08400:0:PV-003671846693;84:08400:0:PV-002432990315;
Nc1cnccn1,3152,84:08400:0:PV-003671844091;84:08400:0:PV-003671868163;84:08400:1:PV-002952156844;
C1CNCC2(C1)CCC2,3277,84:08400:0:PV-003671844176;84:08400:0:PV-002952136575;84:08400:0:PV-002952137006;
ClC1=CCOCC1,2833,84:08400:0:PV-003671844197;84:08400:0:PV-003671844198;84:08400:0:PV-003671844199;
Cc1ccn(C)c1,5516,84:08400:0:PV-003671844200;84:08400:0:PV-003671844201;84:08400:0:PV-003671844202;
Clc1cncnc1,3729,84:08400:0:PV-003671844211;84:08400:0:PV-003671855784;84:08400:0:PV-002952144314;
c1ccn2ccnc2c1,6826,84:08400:0:PV-003671844226;84:08400:0:PV-002952136497;84:08400:0:PV-003671845372;
Fc1ccc2ncccc2c1,678,84:08400:0:PV-003671844226;84:08400:3:PV-003671952690;84:08400:5:PV-002952207960;
CC1(C)CCCCC1,6447,84:08400:0:PV-001463310570;84:08400:0:PV-002381245226;84:08400:0:PV-003671849082;
C1CNCC2(C1)CC2,3145,84:08400:0:PV-002952136198;84:08400:0:PV-002952137183;84:08400:0:PV-002952138025;
Cc1cscn1,18142,84:08400:0:PV-002952136199;84:08400:0:PV-002952136394;84:08400:0:PV-003671850528;
Cn1ccnn1,15852,84:08400:0:PV-003671844361;84:08400:0:PV-003671847738;84:08400:0:PV-003671847739;
c1ccc2c(c1)NCCS2,148,84:08400:0:PV-003671844371;84:08401:9:PV-002952398808;84:08402:3:PV-006014057754;
FC1(F)CCC2(CC1)CC2,212,84:08400:0:PV-002952136225;84:08400:5:PV-003672025403;84:08400:6:PV-006012392338;
Oc1ccc(F)cc1,1102,84:08400:0:PV-002952136225;84:08400:1:PV-002952159810;84:08400:1:PV-002952159811;
Clc1cccnc1,22517,84:08400:0:PV-003671844468;84:08400:0:PV-003671844469;84:08400:0:PV-003671844470;
C1CCNOCC1,73,84:08400:0:PV-003671844482;84:08400:2:PV-002536488636;84:08401:6:PV-002226018485;
CC1CCCO1,22960,84:08400:0:PV-003671844486;84:08400:0:PV-002952136552;84:08400:0:PV-003671851201;
OC1CCOC1,5761,84:08400:0:PV-003671844489;84:08400:0:PV-003671844490;84:08400:0:PV-003671847978;
Cc1cnc2ccnn2c1,669,84:08400:0:PV-002329490425;84:08400:1:PV-002952155491;84:08400:3:PV-006012098087;
CC1(C)CCCN1,18971,84:08400:0:PV-003671844542;84:08400:0:PV-003671846182;84:08400:0:PV-003671846183;
Cc1coc(C)n1,2981,84:08400:0:PV-002952136289;84:08400:0:PV-002952136290;84:08400:0:PV-000505619271;
c1cnc2nccnc2c1,561,84:08400:0:PV-003671844580;84:08401:2:PV-002952298383;84:08401:5:PV-006013305607;
Cn1cc2n(c1=O)CCCC2,40,84:08400:0:PV-003671844584;84:08406:4:PV-001583461309;84:08406:8:PV-003674190004;
CC1CCCS1,5270,84:08400:0:PV-003671844589;84:08400:0:PV-003671845219;84:08400:0:PV-003671856907;
Fc1cccc2c1NCCN2,45,84:08400:0:PV-003671844589;84:08401:9:PV-003672521868;84:08402:2:PV-002952439720;
C1NC2CNC1C2,12594,84:08400:0:PV-001508779935;84:08400:0:PV-002952136666;84:08400:0:PV-003671848289;
c1cnn2nccc2c1,1260,84:08400:0:PV-002952136342;84:08400:0:PV-002952136343;84:08400:0:PV-002952136344;
Cc1cnn(C)c1,7439,84:08400:0:PV-003671844657;84:08400:0:PV-001643567825;84:08400:0:PV-003671852973;
C1CC2(C1)CNC2,17144,84:08400:0:PV-003671844657;84:08400:0:PV-003671845016;84:08400:0:PV-003671845135;
C1CNOC1,1138,84:08400:0:PV-002952136360;84:08400:0:PV-003671849961;84:08400:0:PV-002952145955;
C1CC2(CC2)CN1,12181,84:08400:0:PV-003671844708;84:08400:0:PV-003671850099;84:08400:0:PV-003671851062;
C1CC2CNCC12,13756,84:08400:0:PV-003671844732;84:08400:0:PV-003671848275;84:08400:0:PV-003671849973;
Cc1ccc(F)cc1,5600,84:08400:0:PV-002122490419;84:08400:0:PV-001638614711;84:08400:0:PV-001629914111;
C1CC2CC2CN1,8525,84:08400:0:PV-003671844742;84:08400:0:PV-003671852597;84:08400:0:PV-003671856638;
Cc1nn[nH]n1,839,84:08400:0:PV-002952136395;84:08400:0:PV-003671852180;84:08400:0:PV-003671852181;
CC1CNCCOC1,827,84:08400:0:PV-003671844766;84:08400:0:PV-003671856370;84:08400:0:PV-003671856971;
Cn1cc2c(n1)CCOC2,129,84:08400:0:PV-002952136412;84:08402:2:PV-003672601817;84:08402:6:PV-003672748853;
C1CNCC2(CC2)CN1,1941,84:08400:0:PV-003671844812;84:08400:0:PV-003671852503;84:08400:0:PV-003671865739;
C1CC2(C1)CCNCC2,4479,84:08400:0:PV-003671844829;84:08400:0:PV-002952138693;84:08400:0:PV-003671854752;
CC1(C)CNCCN1,813,84:08400:0:PV-002588236138;84:08400:1:PV-006011920200;84:08400:8:PV-002952245556;
Clc1ccon1,7221,84:08400:0:PV-003671844860;84:08400:0:PV-003671846049;84:08400:0:PV-000468746947;
Cc1cc[nH]c1,17504,84:08400:0:PV-003671844902;84:08400:0:PV-003671849454;84:08400:0:PV-003671851045;
Cc1c(Cl)cnn1C,1084,84:08400:0:PV-003671844915;84:08400:0:PV-003671844916;84:08400:0:PV-003671844917;
Clc1cccc2sccc12,130,84:08400:0:PV-004079156773;84:08400:7:PV-002952238991;84:08401:4:PV-003672348220;
Nc1cccnc1,8785,84:08400:0:PV-003671844933;84:08400:0:PV-003671844934;84:08400:0:PV-003671856523;
O=C1Nc2ccccc2OC1(F)F,30,84:08400:0:PV-003671844938;84:08405:3:PV-003673665292;84:08405:3:PV-002174345184;
c1onc2c1CNC2,59,84:08400:0:PV-002329490447;84:08401:0:PV-006012871303;84:08401:7:PV-002174271440;
Oc1ccc2c(c1)CCCC2,274,84:08400:0:PV-003671844970;84:08400:4:PV-002952192905;84:08400:5:PV-002952205539;
Cc1ccncc1N,1811,84:08400:0:PV-003671844980;84:08400:0:PV-003671866356;84:08400:0:PV-003671873308;
Cn1nccc1Cl,7548,84:08400:0:PV-003671845004;84:08400:0:PV-003671845005;84:08400:0:PV-000494136085;
Cc1cccn1C,8413,84:08400:0:PV-002952136490;84:08400:0:PV-002952136491;84:08400:0:PV-002952136492;
Clc1cccc2c1CCCC2,68,84:08400:0:PV-002381245056;84:08402:0:PV-002952402104;84:08404:9:PV-006016824324;
C1CC2CNCC2O1,5066,84:08400:0:PV-003671845108;84:08400:0:PV-003671846276;84:08400:0:PV-003671857536;
FC1CCOC1,5271,84:08400:0:PV-003671845109;84:08400:0:PV-001506285020;84:08400:0:PV-000496804212;
c1csnn1,31818,84:08400:0:PV-003671845135;84:08400:0:PV-003671845680;84:08400:0:PV-002952138439;
Cn1c(=O)oc2ccc(F)cc21,72,84:08400:0:PV-002952136551;84:08400:2:PV-002122494863;84:08401:1:PV-002952294499;
c1ccc2c(c1)CC2,2444,84:08400:0:PV-002952136551;84:08400:2:PV-003671915249;84:08400:2:PV-003671923085;
Clc1ncco1,7020,84:08400:0:PV-002952136575;84:08400:0:PV-002952137258;84:08400:0:PV-002952137259;
Fc1ccsc1,15461,84:08400:0:PV-003671845199;84:08400:0:PV-003671845200;84:08400:0:PV-003671852436;
Cn1ccc2ccccc21,3298,84:08400:0:PV-003671845201;84:08400:0:PV-003671847173;84:08400:0:PV-002588236347;
Cc1n[nH]c(C)n1,829,84:08400:0:PV-002952136588;84:08400:1:PV-003671899657;84:08400:3:PV-003671955113;
O=c1[nH]c2ccccc2[nH]1,1435,84:08400:0:PV-002952136588;84:08400:0:PV-002952138163;84:08400:0:PV-003671860745;
Cc1ccco1,30181,84:08400:0:PV-000586698751;84:08400:0:PV-000423205252;84:08400:0:PV-000487389416;
CC1CNCC1C,2895,84:08400:0:PV-003671845262;84:08400:0:PV-003671845263;84:08400:0:PV-003671845264;
c1cnc2[nH]cnc2c1,1749,84:08400:0:PV-003671845308;84:08400:1:PV-002329493540;84:08400:2:PV-003671930894;
CC12CNCC1CNC2,3089,84:08400:0:PV-003671845309;84:08400:0:PV-003671855361;84:08400:0:PV-003671855362;
CC1(C)NCc2cn[nH]c21,33,84:08400:0:PV-003671845351;84:08400:6:PV-003672053655;84:08403:6:PV-003673105033;
CC1(O)CCNCC1(C)O,51,84:08400:0:PV-003671845351;84:08400:4:PV-006012273888;84:08403:7:PV-006015532789;
FC1(F)CC1,32323,84:08400:0:PV-003671845404;84:08400:0:PV-003671846453;84:08400:0:PV-002952141664;
FC1(F)CCNC1,3246,84:08400:0:PV-002952136671;84:08400:1:PV-006011942859;84:08400:1:PV-006011988909;
CC1(C)CC(C)(C)C1,633,84:08400:0:PV-002952136672;84:08400:0:PV-002952142371;84:08400:2:PV-002952172669;
Cc1cc(Cl)sc1C,710,84:08400:0:PV-003671845412;84:08400:3:PV-003671973695;84:08400:3:PV-003671973696;
Cc1cc(C)c2cc[nH]c2c1,82,84:08400:0:PV-002329490479;84:08400:6:PV-002484754373;84:08400:7:PV-003672094832;
C1CC2CC1CN2,16800,84:08400:0:PV-003671845461;84:08400:0:PV-003671851614;84:08400:0:PV-003671853061;
Clc1cc[nH]c1,8166,84:08400:0:PV-003671845469;84:08400:0:PV-003671870385;84:08400:0:PV-002952149389;
c1ccn2ncnc2c1,2705,84:08400:0:PV-002952136709;84:08400:1:PV-003671886944;84:08400:1:PV-003671886945;
CC1CCC(C)C1,547,84:08400:0:PV-003671845508;84:08400:0:PV-002952149869;84:08400:2:PV-002952176459;
c1cc2c(s1)CCC2,1164,84:08400:0:PV-001583544925;84:08400:0:PV-003671845513;84:08400:0:PV-003671845515;
c1cc2n(n1)CCC2,2196,84:08400:0:PV-001998457192;84:08400:0:PV-001621490393;84:08400:0:PV-001630197969;
FC1CCNCC1,15649,84:08400:0:PV-003671845531;84:08400:0:PV-003671852436;84:08400:0:PV-003671852437;
Cc1cnc(Cl)o1,2529,84:08400:0:PV-002952136724;84:08400:0:PV-003671850288;84:08400:0:PV-003671861049;
Cc1cc(=O)cc[nH]1,493,84:08400:0:PV-003671845640;84:08400:0:PV-003671845641;84:08400:7:PV-006012617430;
O=S1(=O)CC2CC2C1,170,84:08400:0:PV-003671845645;84:08400:6:PV-003672075860;84:08401:7:PV-003672460983;
O=C1NCCn2nccc21,369,84:08400:0:PV-002952136780;84:08400:1:PV-006011950213;84:08401:1:PV-002277761643;
CC1Nc2cccnc2NC1=O,45,84:08400:0:PV-003671845682;84:08400:8:PV-003672131660;84:08401:2:PV-003672261348;
C1CC2CCC(C1)N2,11320,84:08400:0:PV-003671845697;84:08400:0:PV-003671845698;84:08400:0:PV-003671846024;
CC1COCCO1,3733,84:08400:0:PV-003671845697;84:08400:0:PV-003671845698;84:08400:0:PV-003671852438;
Oc1ccncc1F,851,84:08400:0:PV-003671845800;84:08400:0:PV-003671845801;84:08400:1:PV-006011968519;
Cc1cnc(C)[nH]1,3158,84:08400:0:PV-003671845827;84:08400:0:PV-003671845828;84:08400:0:PV-003671845829;
CC1(C)CCCNC1,10028,84:08400:0:PV-002952136857;84:08400:0:PV-003671849494;84:08400:0:PV-002952139683;
c1ccc2nonc2c1,2445,84:08400:0:PV-002952136874;84:08400:0:PV-002225985007;84:08400:0:PV-002952146157;
C1CCC2(CCC2)OC1,1164,84:08400:0:PV-002952136882;84:08400:1:PV-002952159149;84:08400:2:PV-006012027721;
C1=CSCS1,7597,84:08400:0:PV-003671846001;84:08400:0:PV-003671847131;84:08400:0:PV-003671856885;
Fc1cncc(Cl)c1,1328,84:08400:0:PV-003671846019;84:08400:3:PV-003671964657;84:08400:4:PV-002952190663;
C1CCC2(CC1)CC2,4324,84:08400:0:PV-002952136918;84:08400:0:PV-002122490556;84:08400:0:PV-003671847784;
Cc1ccncc1,12940,84:08400:0:PV-002588236220;84:08400:0:PV-003671852298;84:08400:0:PV-003671855070;
C1CCc2[nH]nnc2C1,806,84:08400:0:PV-002952136927;84:08400:0:PV-002952136929;84:08400:3:PV-003671958560;
Cc1cccc(C)c1O,443,84:08400:0:PV-003671846151;84:08400:0:PV-003671846152;84:08400:0:PV-003671846153;
Fc1cc[nH]n1,6488,84:08400:0:PV-003671846201;84:08400:0:PV-003671851222;84:08400:0:PV-003671860192;
CC1=CCCCO1,1893,84:08400:0:PV-003671846208;84:08400:1:PV-003671888760;84:08400:2:PV-001467183600;
CC1(C)CNCCO1,4317,84:08400:0:PV-003671846244;84:08400:0:PV-003671848124;84:08400:0:PV-003671849288;
OC1CCC2CCCNC2C1,120,84:08400:0:PV-003671846244;84:08400:4:PV-006012283525;84:08402:1:PV-003672567493;
Cc1cccc(O)c1,3219,84:08400:0:PV-002952136994;84:08400:0:PV-002952136995;84:08400:0:PV-002952138609;
O=c1[nH]ccs1,12499,84:08400:0:PV-002952136994;84:08400:0:PV-002952136995;84:08400:0:PV-003671856432;
O=c1cccn[nH]1,10049,84:08400:0:PV-003671846330;84:08400:0:PV-002536484268;84:08400:0:PV-001559086498;
CC1CC2CC12,9304,84:08400:0:PV-003671846348;84:08400:0:PV-003671846349;84:08400:0:PV-003671863125;
C1CCCNCCC1,7189,84:08400:0:PV-002952137019;84:08400:0:PV-002952140892;84:08400:0:PV-002952141968;
O=S1(=O)CCCC1,7539,84:08400:0:PV-001506623905;84:08400:0:PV-001503394675;84:08400:0:PV-004079158464;
c1cc2n(n1)CCO2,1412,84:08400:0:PV-003671846510;84:08400:5:PV-000537435399;84:08400:6:PV-002952227220;
Cc1nc2cnccc2[nH]1,198,84:08400:0:PV-003671846561;84:08401:7:PV-003672454725;84:08401:7:PV-003672454726;
CC1NCCNC1C,3563,84:08400:0:PV-003671846624;84:08400:0:PV-003671859113;84:08400:0:PV-003671859114;
Fc1ccc2sccc2c1F,110,84:08400:0:PV-003671846643;84:08403:3:PV-003672990567;84:08404:7:PV-003673459576;
Cc1cnns1,4976,84:08400:0:PV-003671846692;84:08400:0:PV-003671848045;84:08400:0:PV-003671854533;
C1CC2CCNC2C1,6804,84:08400:0:PV-003671846693;84:08400:0:PV-003671861445;84:08400:0:PV-003671876494;
C1=NC2CCCCCC2N1,72,84:08400:0:PV-002952137121;84:08401:6:PV-003672420242;84:08403:3:PV-002952577775;
Cn1cnc2ccccc21,2064,84:08400:0:PV-003671846719;84:08400:2:PV-002174240255;84:08400:2:PV-002329494567;
c1cnc2nccn2c1,2518,84:08400:0:PV-003671846736;84:08400:0:PV-002122491562;84:08400:0:PV-002381246271;
Clc1ccc2cncn2c1,248,84:08400:0:PV-001706250622;84:08400:5:PV-002484751919;84:08401:0:PV-003672205202;
C1COC2(CN1)CNC2,3792,84:08400:0:PV-003671846816;84:08400:0:PV-002952142363;84:08400:0:PV-003671861157;
Cn1cc(N)cn1,1592,84:08400:0:PV-003671846816;84:08400:1:PV-003671902174;84:08400:1:PV-003671907054;
CN1CCNCC1,7617,84:08400:0:PV-002952137165;84:08400:0:PV-002952138894;84:08400:0:PV-002174236772;
C1CC2(CN1)CNC2,10297,84:08400:0:PV-001165584284;84:08400:0:PV-002952137640;84:08400:0:PV-003671859849;
c1cnc2cn[nH]c2c1,1432,84:08400:0:PV-003671846871;84:08400:0:PV-002952137180;84:08400:0:PV-002588237192;
CC1CCCCO1,6618,84:08400:0:PV-001499464623;84:08400:0:PV-003671846889;84:08400:0:PV-003671851816;
CC12CC(C1)C2,2746,84:08400:0:PV-003671846934;84:08400:0:PV-003671846937;84:08400:1:PV-003671889813;
Clc1ccncc1,5580,84:08400:0:PV-003671847011;84:08400:0:PV-003671847469;84:08400:0:PV-003671847698;
Fc1cc(F)c2c(c1)NCCO2,62,84:08400:0:PV-002122490556;84:08402:4:PV-002952459622;84:08404:1:PV-002484823996;
CC1CCOC(C)C1,177,84:08400:0:PV-003671847064;84:08400:2:PV-002952173005;84:08400:3:PV-002952182455;
FC1(F)CC2(CCC2)C1,449,84:08400:0:PV-003671847065;84:08400:7:PV-003672105855;84:08400:9:PV-002952264609;
Nc1cccnn1,1333,84:08400:0:PV-003671847096;84:08400:0:PV-003671847098;84:08400:0:PV-003671847100;
C1CC2NCC2CN1,5989,84:08400:0:PV-003671847127;84:08400:0:PV-003671848910;84:08400:0:PV-003671850770;
c1ccc2ccccc2c1,5027,84:08400:0:PV-002952137297;84:08400:0:PV-003671849252;84:08400:0:PV-003671858796;
CC1(C)C2CCC1CC2,1466,84:08400:0:PV-002381245183;84:08400:1:PV-002122493897;84:08400:1:PV-002174240179;
Cc1ncc[nH]1,13968,84:08400:0:PV-003671847171;84:08400:0:PV-003671848109;84:08400:0:PV-001162886408;
