fragment_smiles,occurences,example_ligands
Cn1cnc2ccccc21,4552,103:10300:0:Z4412993111;103:10300:0:Z3051585132;103:10300:0:Z2958521310;
C1CC2CC1CO2,4342,103:10300:0:Z5037477180;103:10300:0:Z5033339868;103:10300:0:Z3634338450;
CC1(C)CNCCN1,2676,103:10300:0:Z4081625627;103:10300:0:Z1537555628;103:10300:0:Z1951009989;
Cc1ccc(C)nc1,3046,103:10300:0:Z4042896197;103:10300:0:Z3352198024;103:10300:0:Z3370817757;
OC1CNC2(CCOCC2)C1,159,103:10300:0:Z4143048819;103:10300:0:Z3438030370;103:10300:9:Z3626466397;
Fc1ccc2c(c1)OCO2,343,103:10300:0:Z2954007340;103:10300:0:Z3008752350;103:10300:2:Z4608710009;
C1CC2(C1)COC2,388,103:10300:0:Z5064190818;103:10300:1:Z4281033195;103:10300:2:Z5063914318;
Cc1cnccn1,8884,103:10300:0:Z3703042055;103:10300:0:Z2622600020;103:10300:0:Z2479823860;
c1nn[nH]n1,25057,103:10300:0:Z1022608488;103:10300:0:Z4380710492;103:10300:0:Z4389992176;
ClC1=CCOCC1,1936,103:10300:0:Z4288806994;103:10300:5:Z4295918091;103:10300:9:Z4288506420;
CC1CNc2ncnn2C1,76,103:10300:0:Z4216750918;103:10302:0:Z4654467632;103:10304:6:Z3086590439;
CC1CNC1,28512,103:10300:0:Z4200104602;103:10300:0:Z4279501297;103:10300:0:Z4136954591;
C1COCO1,10845,103:10300:0:Z4264011781;103:10300:0:Z3620540886;103:10300:0:Z4455496145;
CC1CC(C)C(C)O1,321,103:10300:0:Z3569772041;103:10300:2:Z2710025233;103:10300:3:Z2709929630;
CC1(C)CCCN1,14833,103:10300:0:Z4154753207;103:10300:0:Z4077747385;103:10300:0:Z3056089355;
CC1CCc2ccccc2O1,185,103:10300:0:Z2293760581;103:10300:0:Z2283315020;103:10300:4:Z2285179578;
c1ccc2c(c1)CCS2,1102,103:10300:0:Z2293760581;103:10300:0:Z293353044;103:10300:1:Z2288398512;
Cn1cc(F)cn1,410,103:10300:0:Z5035188507;103:10300:1:Z5036931066;103:10300:5:Z5035184943;
c1cnc2occc2c1,526,103:10300:0:Z5035188507;103:10301:5:Z3381257984;103:10301:9:Z4352495760;
C1CC2CCCC(C1)N2,716,103:10300:0:Z2494870882;103:10300:1:Z4451438622;103:10300:6:Z3909741280;
CC1(C)C(=O)Nc2ccccc21,589,103:10300:0:Z4055290395;103:10300:0:Z1433596440;103:10300:0:Z3179980316;
FC1(F)CCCNCC1,1887,103:10300:0:Z4055290395;103:10300:0:Z3143114299;103:10300:1:Z3550553540;
O=C1CCCCN1,27810,103:10300:0:Z1836321311;103:10300:0:Z1779848832;103:10300:0:Z2150409235;
Cn1ccc(=O)[nH]1,89,103:10300:0:Z2613821088;103:10301:4:Z1753372199;103:10302:1:Z3656098977;
Cc1cncnc1C,1799,103:10300:0:Z3626224380;103:10300:0:Z4481406428;103:10300:0:Z4467794304;
CC1CCNC1,71406,103:10300:0:Z3174442917;103:10300:0:Z1693233404;103:10300:0:Z2444290193;
C1CC2(C1)CCNC2,8191,103:10300:0:Z1411801249;103:10300:0:Z3395796477;103:10300:0:Z3610583402;
O=S1(=O)CCCC1,12755,103:10300:0:Z1411801249;103:10300:0:Z3656040538;103:10300:0:Z2955276065;
Cn1cncn1,11526,103:10300:0:Z2475432906;103:10300:0:Z4344465686;103:10300:0:Z1303608739;
CC1CCCC(=O)N1,1713,103:10300:0:Z4008735805;103:10300:1:Z2348163129;103:10300:1:Z3821584931;
CC1(C)CC(=O)c2ccccc2O1,209,103:10300:0:Z2843143107;103:10300:6:Z2783767570;103:10300:6:Z2908164854;
OC1CCNC1,47448,103:10300:0:Z2843143107;103:10300:0:Z3044722584;103:10300:0:Z3044722702;
FC1(F)CCCCC1,8521,103:10300:0:Z3504378846;103:10300:0:Z2928330195;103:10300:0:Z4614107869;
c1cc2n(n1)CCCC2,5334,103:10300:0:Z3504378846;103:10300:0:Z5014774010;103:10300:0:Z3547151694;
CC1CCOC1,8239,103:10300:0:Z4362074317;103:10300:0:Z3899013560;103:10300:0:Z3582855913;
C1CC2COCCN2C1,1223,103:10300:0:Z2767974535;103:10300:1:Z3604568126;103:10300:1:Z1130520270;
Cc1ccc2c(c1)OCO2,310,103:10300:0:Z3621692615;103:10300:3:Z1635498251;103:10300:4:Z1957626694;
Cc1cn[nH]n1,5139,103:10300:0:Z2366006132;103:10300:2:Z5048929649;103:10300:2:Z3552188256;
CN1CCCCC1,22642,103:10300:0:Z3704215800;103:10300:0:Z3320987348;103:10300:0:Z4398245174;
Clc1ccccc1Cl,11654,103:10300:0:Z4489406766;103:10300:0:Z1623288190;103:10300:0:Z2972605280;
Fc1cccnc1,28516,103:10300:0:Z2233066557;103:10300:0:Z3557787975;103:10300:0:Z4418234855;
FC1(F)CCC1,16473,103:10300:0:Z4326752312;103:10300:0:Z2804824737;103:10300:0:Z4141430137;
O=c1ccc2cccc(F)c2[nH]1,126,103:10300:0:Z3838881594;103:10300:5:Z3986651828;103:10302:3:Z3843340866;
Cc1n[nH]c(C)n1,1974,103:10300:0:Z1139342788;103:10300:1:Z1415795203;103:10300:1:Z2628003776;
C1CCCCCC1,666,103:10300:0:Z3440339209;103:10300:0:Z2286510737;103:10302:0:Z3612916311;
C1CNC2CCNCC2C1,1772,103:10300:0:Z1492775370;103:10300:0:Z1492777850;103:10300:1:Z3294155074;
Cc1ncc[nH]1,12520,103:10300:0:Z1006584706;103:10300:0:Z3598685164;103:10300:0:Z4021755878;
Fc1ccc2ccoc2c1,710,103:10300:0:Z3202693633;103:10300:1:Z1333464518;103:10300:1:Z2642750814;
CC1(C)CNCC2(CCCOC2)O1,167,103:10300:0:Z4105714005;103:10300:0:Z3547420016;103:10300:0:Z3051644284;
O=c1[nH]c2ncccc2o1,321,103:10300:0:Z3569732687;103:10300:3:Z1558598101;103:10300:4:Z2897719090;
Cc1ccco1,28601,103:10300:0:Z4471382924;103:10300:0:Z2962153462;103:10300:0:Z4043511382;
C1CCC2(CCC2)OC1,2742,103:10300:0:Z4459406172;103:10300:0:Z2862474424;103:10300:0:Z3408281263;
O=C1NCCCC12CNC2,227,103:10300:0:Z3783457201;103:10300:2:Z3830803780;103:10300:4:Z4045475608;
CC1(C)CNC1,4398,103:10300:0:Z3996944269;103:10300:0:Z3784826767;103:10300:1:Z3389876623;
OC1CCNCC1,19720,103:10300:0:Z2960836748;103:10300:0:Z4929430060;103:10300:0:Z2364045153;
c1nc2c(s1)COCC2,1202,103:10300:0:Z3296709743;103:10300:0:Z3382543128;103:10300:0:Z3382541665;
c1ccc2c(c1)CCNC2,17339,103:10300:0:Z2451980787;103:10300:0:Z1272173283;103:10300:0:Z819787048;
c1ncc2c(n1)CCCC2,1228,103:10300:0:Z2451980787;103:10300:1:Z4614452886;103:10300:2:Z3833487506;
Cc1cncs1,10654,103:10300:0:Z4076684109;103:10300:0:Z3561405833;103:10300:0:Z1352586357;
CC1COC2(CCCC2)CN1,166,103:10300:0:Z2715687678;103:10300:5:Z3313148616;103:10300:6:Z3097559966;
CS(C)(=N)=O,5349,103:10300:0:Z2715687678;103:10300:0:Z4647933360;103:10300:0:Z3694931008;
Cc1sc2nc[nH]c(=O)c2c1C,557,103:10300:0:Z238372528;103:10300:1:Z3646340991;103:10300:2:Z2225351718;
Cc1nccc(=O)[nH]1,180,103:10300:0:Z4343708525;103:10301:8:Z2202054837;103:10301:8:Z3097525318;
FC1(F)CC2(CCNC2)C1,179,103:10300:0:Z4343708525;103:10300:2:Z4352890283;103:10300:4:Z4412910837;
c1cocn1,59124,103:10300:0:Z4224040203;103:10300:0:Z3414629710;103:10300:0:Z5023930228;
Cc1cnc[nH]1,7209,103:10300:0:Z4220353788;103:10300:1:Z3058909185;103:10300:2:Z3502092463;
c1ccc2c(c1)NCCS2,670,103:10300:0:Z1685928318;103:10300:0:Z1576736961;103:10300:0:Z4637244027;
Cc1nc2c([nH]1)CCCC2,522,103:10300:0:Z3584969559;103:10300:1:Z3584972613;103:10300:3:Z2777127214;
Fc1cc(Cl)c2c(c1)CCNC2,91,103:10300:0:Z3414629710;103:10300:5:Z3060355287;103:10301:6:Z3176217333;
CC1NCCn2cnnc21,549,103:10300:0:Z1786994656;103:10300:2:Z1842457719;103:10300:3:Z4066394583;
Oc1ccccc1F,3783,103:10300:0:Z2997414779;103:10300:0:Z3651347681;103:10300:2:Z2255149783;
c1cn2cncc2s1,663,103:10300:0:Z1602125885;103:10300:2:Z1204150068;103:10300:5:Z1549020971;
O=C1CNCN1,1573,103:10300:0:Z3845494817;103:10300:0:Z3602970803;103:10300:0:Z3696504878;
C1CCn2nnnc2C1,818,103:10300:0:Z3845494817;103:10300:0:Z3873024272;103:10300:1:Z3998879192;
Clc1cccc2c1OCCO2,1228,103:10300:0:Z2097101545;103:10300:1:Z1892492620;103:10300:2:Z1892448043;
O=S1(=O)CCCN1,6167,103:10300:0:Z795996800;103:10300:0:Z2878900159;103:10300:0:Z2233603419;
C1CC2(C1)COCCN2,1115,103:10300:0:Z3561942006;103:10300:1:Z3830652153;103:10300:1:Z3518834928;
c1ccn2cnnc2c1,5273,103:10300:0:Z2645709831;103:10300:0:Z4455496145;103:10300:0:Z2600104155;
FC1(F)C2CCCOC21,539,103:10300:0:Z2645709831;103:10300:2:Z2623108257;103:10300:2:Z2591922318;
OC1CCC1,27780,103:10300:0:Z4230854820;103:10300:0:Z3356347274;103:10300:0:Z3435084170;
c1nnc2n1CCC2,2107,103:10300:0:Z2435821695;103:10300:0:Z3194735410;103:10300:0:Z2435844983;
O=C1CCc2sccc21,146,103:10300:0:Z5012951938;103:10300:0:Z5001190917;103:10300:3:Z5000017796;
Cc1nc2ccccc2nc1C,217,103:10300:0:Z817702544;103:10300:3:Z3598237215;103:10300:5:Z4229455183;
CN1CCOCC1,4939,103:10300:0:Z2105877207;103:10300:0:Z2701037273;103:10300:0:Z4211720848;
C1CC2CNCC12,10985,103:10300:0:Z3603324803;103:10300:0:Z4393510710;103:10300:0:Z2606403789;
Clc1ccc2c(c1)CCCO2,485,103:10300:0:Z3603324803;103:10300:0:Z4194896975;103:10300:1:Z5060244727;
C1CCC2(CC1)CCCCO2,675,103:10300:0:Z3844427637;103:10300:1:Z1452488479;103:10300:2:Z2919682036;
Fc1cccn2ccnc12,898,103:10300:0:Z3844427637;103:10300:0:Z3773814243;103:10300:3:Z2899407831;
CC1CCC(F)(F)CC1,615,103:10300:0:Z4429858331;103:10300:1:Z4351795657;103:10300:2:Z1657588689;
NC1CCc2ccccc2C1,126,103:10300:0:Z4429858331;103:10300:4:Z4429770871;103:10300:4:Z4429588084;
Fc1cccc2c1CCO2,624,103:10300:0:Z4506740888;103:10300:1:Z2972649672;103:10300:3:Z4508563175;
c1ccc2c(c1)NCCO2,2925,103:10300:0:Z4126586537;103:10300:0:Z2194607727;103:10300:0:Z3364759694;
Cc1ccon1,18238,103:10300:0:Z1341803804;103:10300:0:Z1534803968;103:10300:0:Z3659690258;
Cc1cc2ccccc2o1,886,103:10300:0:Z1698260332;103:10300:1:Z3623822966;103:10300:4:Z1832258616;
CC1CCCS1(=O)=O,697,103:10300:0:Z2906187223;103:10300:3:Z2698487681;103:10300:4:Z2719787360;
O=C1CCCCCN1,3685,103:10300:0:Z2906187223;103:10300:0:Z2802750118;103:10300:0:Z2288416763;
Clc1ccc2c(c1)COC2,232,103:10300:0:Z3382543128;103:10300:4:Z4914476047;103:10300:5:Z2497944620;
CN1CCCCC12CC2,260,103:10300:0:Z3787308757;103:10300:2:Z3788677032;103:10300:3:Z4313424466;
c1nnn2c1COC1CNCC12,160,103:10300:0:Z4466539706;103:10300:4:Z4457427397;103:10300:7:Z4448621135;
CC1CCCc2ccnn21,541,103:10300:0:Z4020574495;103:10300:0:Z4710812946;103:10300:1:Z4638520830;
c1cc2c(s1)CCCC2,2115,103:10300:0:Z2962153462;103:10300:1:Z1576785077;103:10300:2:Z392031844;
Oc1ccccn1,4959,103:10300:0:Z136912628;103:10300:0:Z4272438097;103:10300:0:Z4393792606;
CN1C2CCNCC1CC2,229,103:10300:0:Z1569335117;103:10300:1:Z1303179177;103:10300:1:Z2956195133;
Fc1cn[nH]c1,3440,103:10300:0:Z5023930228;103:10300:2:Z4654298857;103:10300:5:Z5007076254;
NC1CCC2CC12,147,103:10300:0:Z4001968062;103:10300:3:Z3019527598;103:10300:3:Z3132056125;
CC1CS(=O)(=O)C1,1616,103:10300:0:Z3603272085;103:10300:0:Z3393330804;103:10300:0:Z3684208117;
O=c1ccnc[nH]1,4099,103:10300:0:Z3603272085;103:10300:0:Z2965970199;103:10300:0:Z4044261293;
Clc1ccc2scnc2c1,667,103:10300:0:Z1827999588;103:10300:2:Z3185129672;103:10300:4:Z1172586616;
C1CC2(C1)CCN2,1663,103:10300:0:Z4071629452;103:10300:0:Z4078947547;103:10300:0:Z4070020565;
OC1CNCC12CCOCC2,184,103:10300:0:Z3899487600;103:10300:2:Z4511264952;103:10300:4:Z3818066615;
Cn1cnnn1,2611,103:10300:0:Z4485879428;103:10300:0:Z1444991871;103:10300:0:Z1579864927;
Cc1csc2cncnc12,330,103:10300:0:Z4078604136;103:10300:1:Z1957924910;103:10300:6:Z3297241247;
O=C1CC2(CCCCC2)CN1,611,103:10300:0:Z4078604136;103:10300:2:Z3668167680;103:10300:3:Z4413523313;
CN1CCNC(=O)C12CCNCC2,184,103:10300:0:Z4464916545;103:10300:1:Z4451767275;103:10300:4:Z4476170977;
CC12CCC(C1)OC2,549,103:10300:0:Z3637587813;103:10300:1:Z4263619431;103:10300:2:Z3844640577;
O=C1CCCC1,3058,103:10300:0:Z4289343908;103:10300:0:Z2438448213;103:10300:0:Z4614585919;
c1ccc2scnc2c1,9649,103:10300:0:Z4289343908;103:10300:0:Z4305259212;103:10300:0:Z1463107267;
Clc1cccc2c1OCCCO2,777,103:10300:0:Z759200538;103:10300:0:Z98583625;103:10300:2:Z3609576346;
c1ccc2c(c1)OCO2,10513,103:10300:0:Z3374206036;103:10300:0:Z4229922010;103:10300:0:Z4603105305;
CC1OCCC1O,216,103:10300:0:Z4030433666;103:10301:1:Z1929560359;103:10301:1:Z1918767899;
C1CC2CCCN2C1,1408,103:10300:0:Z4230440264;103:10300:0:Z4325143937;103:10300:0:Z4286186511;
NC1CCCNC1,1025,103:10300:0:Z4213922821;103:10300:1:Z3134916929;103:10300:1:Z2395469051;
c1cnc2ncccc2c1,1048,103:10300:0:Z4213922821;103:10300:0:Z4175734034;103:10300:0:Z4042315201;
Cc1cnco1,12200,103:10300:0:Z3624135822;103:10300:0:Z2057703438;103:10300:0:Z2068359751;
C1COC2(CN1)CNC2,2621,103:10300:0:Z3624135822;103:10300:0:Z2836139931;103:10300:0:Z2836140065;
C1CC2(CCO1)CC2,1653,103:10300:0:Z3356347274;103:10300:0:Z2611242131;103:10300:0:Z3704345946;
Cn1ccc(=O)n(C)c1=O,1242,103:10300:0:Z3614630961;103:10300:0:Z1433342935;103:10300:1:Z2952575812;
CC1CNCC(C)O1,4236,103:10300:0:Z2623453297;103:10300:0:Z3653514285;103:10300:0:Z2845091702;
c1ncc2nc[nH]c2n1,6950,103:10300:0:Z4772137322;103:10300:0:Z4772820890;103:10300:0:Z4768774320;
Cc1ccnn1C,10305,103:10300:0:Z1532066379;103:10300:0:Z3555301638;103:10300:0:Z3610898907;
O=S1(=O)CC2(CCCCC2)C1,281,103:10300:0:Z3055538315;103:10300:1:Z3055539159;103:10300:6:Z3360046683;
NC1CCNC2(CCC2)C1,80,103:10300:0:Z4003569792;103:10300:7:Z3815952375;103:10301:3:Z3799084334;
Cn1ccnc1,37275,103:10300:0:Z4250104022;103:10300:0:Z2088990470;103:10300:0:Z2906421898;
CC1CC(O)CCN1,108,103:10300:0:Z4772820890;103:10302:2:Z2781985395;103:10302:3:Z2781996186;
C1CC2(CCO1)CCOC2,1130,103:10300:0:Z4178612710;103:10300:0:Z4876839773;103:10300:1:Z2821473434;
O=S1(=O)CCCCC1,6903,103:10300:0:Z4138563935;103:10300:0:Z4638386234;103:10300:0:Z1953797353;
C1CC2CCC1CC2,3217,103:10300:0:Z2213453289;103:10300:0:Z2220726719;103:10300:0:Z3320244598;
Cc1ccc2ncccc2c1,1170,103:10300:0:Z3518190702;103:10300:1:Z2480962182;103:10300:1:Z2330211073;
c1noc2c1CCCC2,1259,103:10300:0:Z4207205299;103:10300:1:Z744534868;103:10300:3:Z5004173547;
Cc1ccc(C)s1,4298,103:10300:0:Z3712648717;103:10300:0:Z2220639570;103:10300:0:Z2100624504;
Clc1ncccn1,625,103:10300:0:Z3991129264;103:10300:0:Z4391430476;103:10300:2:Z5064672638;
OC1CNCCC1(F)F,197,103:10300:0:Z3991129264;103:10300:0:Z1817744954;103:10300:3:Z2775724472;
Cc1cccc2c1CCCN2,357,103:10300:0:Z4266395956;103:10300:0:Z4112127020;103:10300:0:Z4112127016;
Cn1cc(N)cn1,1105,103:10300:0:Z4655846882;103:10300:1:Z4326331208;103:10300:9:Z3019763816;
C1CC2CCC(C1)OC2,107,103:10300:0:Z2979725884;103:10300:2:Z2966177618;103:10300:3:Z2952459859;
Clc1cc2c(s1)CCC2,113,103:10300:0:Z2180735663;103:10300:0:Z2180442898;103:10301:0:Z2166929388;
CC1(C)CCNCC1,3157,103:10300:0:Z5065840327;103:10300:0:Z4418823483;103:10300:0:Z2385447118;
FC1(F)CC12CCCCC2,1204,103:10300:0:Z2600940422;103:10300:0:Z2581412125;103:10300:1:Z3628609353;
c1ccc2ocnc2c1,5062,103:10300:0:Z3347131915;103:10300:0:Z3645939133;103:10300:0:Z1244028733;
C1CNC2CNCC2C1,2262,103:10300:0:Z3347131915;103:10300:1:Z3795353459;103:10300:1:Z4056030319;
c1cnc2scnc2n1,85,103:10300:0:Z3598685164;103:10301:4:Z3598678658;103:10302:3:Z3598697796;
C1CNC2CCC2C1,653,103:10300:0:Z3140311458;103:10300:0:Z3045143151;103:10300:1:Z3058365275;
CC1(C)CCCC(O)C1,513,103:10300:0:Z1930981383;103:10300:3:Z3505401947;103:10300:3:Z2407484305;
CC1(C)CC1(F)F,1482,103:10300:0:Z3618411314;103:10300:4:Z2601225528;103:10300:6:Z2646854774;
O=S1(=O)NCCN1,331,103:10300:0:Z3618411314;103:10300:0:Z3339596504;103:10300:1:Z4229988199;
C1CC2(CCO1)CNC2,1506,103:10300:0:Z2667738157;103:10300:0:Z3517399552;103:10300:1:Z2602531577;
c1ccc2c(c1)CNCC21CC1,332,103:10300:0:Z3515609472;103:10300:0:Z1729413351;103:10300:1:Z3095034842;
c1cnsc1,34265,103:10300:0:Z3515609472;103:10300:0:Z3639574215;103:10300:0:Z3681090087;
OC1CNCC2(CC2)C1,187,103:10300:0:Z3639420182;103:10300:4:Z3639432294;103:10301:1:Z4486547727;
C1CC2CCC(CN1)S2,146,103:10300:0:Z2697818334;103:10300:2:Z2699939176;103:10300:9:Z3203545475;
O=c1[nH]c2c([nH]1)CNCC2,147,103:10300:0:Z4009819120;103:10300:0:Z4011992954;103:10301:2:Z3996185509;
Fc1ccccc1F,19909,103:10300:0:Z2779275310;103:10300:0:Z1959362560;103:10300:0:Z3513154446;
O=S1(=O)CC2CNCC(C2)C1,222,103:10300:0:Z4043511382;103:10300:0:Z4051842585;103:10300:4:Z4067723277;
CC1(C)C(O)C2CCNC21,394,103:10300:0:Z4111583148;103:10300:0:Z4011871498;103:10300:0:Z4031437063;
Cc1scnc1O,1281,103:10300:0:Z3190352431;103:10300:0:Z3190351736;103:10302:3:Z3152783882;
O=C1NCCc2cncn21,168,103:10300:0:Z3199182777;103:10300:9:Z3640585223;103:10301:0:Z3197672002;
CC1(C)CCC(=O)N1,1221,103:10300:0:Z3536006685;103:10300:1:Z3576484580;103:10300:1:Z4883563362;
CN1CCC(F)(F)CC1,237,103:10300:0:Z3568974657;103:10300:0:Z2482565738;103:10300:2:Z2622888434;
Cc1ccn2c(=O)ccnc2c1,240,103:10300:0:Z1183760751;103:10300:1:Z2297874441;103:10300:3:Z4028622906;
Cn1cccc1,18809,103:10300:0:Z3174912136;103:10300:0:Z1041019224;103:10300:0:Z3602900148;
CC1(C)CCCC1,3790,103:10300:0:Z3174912136;103:10300:1:Z3584839659;103:10300:1:Z3318379860;
C1CNCCNC1,24804,103:10300:0:Z4261417049;103:10300:0:Z1021115874;103:10300:0:Z3352198024;
O=c1[nH][nH]c2ncccc12,52,103:10300:0:Z4484089228;103:10300:9:Z4491143800;103:10302:9:Z4489832188;
c1cc2c(o1)CCCC2,1175,103:10300:0:Z3345744139;103:10300:1:Z4084790064;103:10300:2:Z530474864;
Oc1cccc(Cl)c1,2061,103:10300:0:Z4885199054;103:10300:5:Z1092314920;103:10300:6:Z1726308590;
O=c1ccoc2ccc(F)cc12,100,103:10300:0:Z4337005843;103:10300:2:Z4335409370;103:10300:5:Z343343546;
O=c1cc[nH]c(=O)[nH]1,3064,103:10300:0:Z4215911175;103:10300:0:Z4026927247;103:10300:1:Z1675086278;
Cc1cc(N)n(C)n1,388,103:10300:0:Z4153969002;103:10300:0:Z2045390081;103:10300:2:Z3595906947;
Clc1ccsc1,11994,103:10300:0:Z3726393324;103:10300:0:Z2277107140;103:10300:1:Z2080266588;
Cc1[nH]nc2ncccc12,226,103:10300:0:Z1175080650;103:10300:7:Z1168104661;103:10300:8:Z2826834852;
FC1CCNC1,33138,103:10300:0:Z1942825441;103:10300:0:Z2099666155;103:10300:0:Z2712030979;
CC1Oc2ccccc2NC1=O,788,103:10300:0:Z4153827174;103:10300:1:Z1611908069;103:10300:1:Z3497433008;
Nc1ncccn1,1568,103:10300:0:Z4213262363;103:10300:0:Z2015596943;103:10300:0:Z4387101783;
C1CCC2(CC1)CCCO2,984,103:10300:0:Z4305409161;103:10300:0:Z3643123501;103:10300:1:Z3764907187;
Cc1ccncc1,14871,103:10300:0:Z1439772029;103:10300:0:Z2951914512;103:10300:0:Z2800919693;
Cc1ccc2c(c1)CNCC2,320,103:10300:0:Z3093427145;103:10300:7:Z3093424940;103:10300:8:Z3093428023;
OC1CCOCC1,5266,103:10300:0:Z2365148504;103:10300:0:Z4194598942;103:10300:0:Z3597099967;
C1CC2CCC(C1)C2,830,103:10300:0:Z2931391816;103:10300:1:Z3874738111;103:10300:2:Z4266210929;
O=S1(=O)CCC2(CCNCC2)CC1,173,103:10300:0:Z2931391816;103:10300:3:Z2202131190;103:10300:4:Z2208053726;
Cc1cn2c(n1)CCCC2,1495,103:10300:0:Z3140696200;103:10300:0:Z3392118331;103:10300:0:Z3540459144;
Fc1cc(F)c2c(c1)NCCC2,102,103:10300:0:Z2415373000;103:10300:0:Z414158798;103:10300:2:Z3587955558;
Fc1ccn[nH]1,3234,103:10300:0:Z5061259518;103:10300:0:Z4344017917;103:10300:1:Z4503981644;
c1cnc2c(c1)CCN2,1345,103:10300:0:Z2914511546;103:10300:0:Z4219632994;103:10300:0:Z4132486098;
Cc1ccc(C)o1,3595,103:10300:0:Z2914511546;103:10300:0:Z2076464985;103:10300:1:Z1676149611;
CC1CNCCO1,11059,103:10300:0:Z3051585132;103:10300:0:Z1303370620;103:10300:0:Z4028560471;
CC1CCCC(C)(C)C1,713,103:10300:0:Z4246710106;103:10300:1:Z2348163129;103:10300:3:Z1363023875;
Cc1ccc(O)cn1,758,103:10300:0:Z1563774063;103:10300:2:Z2071002349;103:10300:2:Z4293180898;
Cc1cn2cc(Cl)nc2s1,158,103:10300:0:Z3863297065;103:10300:1:Z4638378855;103:10301:3:Z4225526777;
O=C1CCNCC12CCOCC2,180,103:10300:0:Z3863297065;103:10300:1:Z4112576864;103:10300:1:Z3629884413;
C1CC2(CCOC2)CN1,812,103:10300:0:Z4208919743;103:10300:0:Z4573359722;103:10300:0:Z4177227032;
Cc1cc(Cl)[nH]n1,2947,103:10300:0:Z3515109383;103:10300:0:Z4027374142;103:10300:0:Z1266096880;
c1cc2c(s1)CCCNC2,431,103:10300:0:Z4231593985;103:10300:1:Z4063597972;103:10300:4:Z3521658243;
Cc1cccn2ncnc12,52,103:10300:0:Z4231593985;103:10304:5:Z4224319533;103:10308:1:Z4226594740;
CN=[SH](C)=O,462,103:10300:0:Z4309676388;103:10300:0:Z4312279909;103:10300:1:Z3553615443;
Cn1cnc2c1CCCC2,899,103:10300:0:Z3863155903;103:10300:1:Z3610270007;103:10300:1:Z5046799133;
Fc1ccc2c(c1)CCCO2,1089,103:10300:0:Z3863155903;103:10300:0:Z2185549606;103:10300:0:Z4408161115;
C1CC2(CCN1)CC2,5015,103:10300:0:Z1577585145;103:10300:0:Z2709176944;103:10300:1:Z2893587004;
Clc1ncncn1,97,103:10300:0:Z4109209423;103:10301:1:Z4259837609;103:10301:3:Z4259836578;
CC1CCCC(C)N1,1738,103:10300:0:Z3173330695;103:10300:0:Z3173335821;103:10300:0:Z4419448981;
CC1CCc2ncnn21,269,103:10300:0:Z2612386147;103:10300:0:Z2581109849;103:10300:2:Z2643520341;
O=S1(=O)CCn2cccc2C1,192,103:10300:0:Z4020511429;103:10300:0:Z4021804030;103:10300:2:Z4022298284;
C1CC2CCNCC(C1)C2,76,103:10300:0:Z3622322702;103:10301:9:Z4277840138;103:10305:5:Z3628744585;
CC1CCC2(CC1)OCCO2,542,103:10300:0:Z3190547377;103:10300:1:Z2964586247;103:10300:1:Z2970792556;
OC1CCCNC1,21565,103:10300:0:Z3861668289;103:10300:0:Z4576697049;103:10300:0:Z4116103195;
Cn1cc2c(n1)CCC2,794,103:10300:0:Z4109866428;103:10300:0:Z2906064515;103:10300:2:Z3357235268;
Cc1cc(C)cc(Cl)c1,680,103:10300:0:Z2498942208;103:10300:0:Z2390014048;103:10300:1:Z1474957146;
O=C1NCc2ccccc21,1182,103:10300:0:Z2175349079;103:10300:0:Z2153639529;103:10300:0:Z1448196701;
CN1CCNc2ccccc21,387,103:10300:0:Z1361814491;103:10300:1:Z4414270742;103:10300:5:Z4146910837;
FC1CNCC12CCC2,512,103:10300:0:Z3519070405;103:10300:0:Z3628577415;103:10300:0:Z3495903062;
OC12CCNCC1COCC2,259,103:10300:0:Z4478436651;103:10300:1:Z4600921333;103:10300:1:Z4457489410;
CC1(C)C(O)C2CCCNC21,207,103:10300:0:Z3098722907;103:10300:1:Z2791237592;103:10300:4:Z3053605245;
C1=NOC2CCCC12,295,103:10300:0:Z4113256537;103:10300:0:Z4110801787;103:10300:1:Z4029185061;
c1cnc2c(c1)CCCC2,4052,103:10300:0:Z3516771963;103:10300:0:Z3054118916;103:10300:0:Z3054118420;
CC1CCCOC1,3642,103:10300:0:Z3621434348;103:10300:0:Z4264837434;103:10300:0:Z4264837428;
O=S1(=O)CCc2[nH]ncc2C1,100,103:10300:0:Z5045277610;103:10300:1:Z5042949056;103:10300:2:Z5055084652;
Fc1ccccc1Cl,15779,103:10300:0:Z3699994095;103:10300:0:Z2279549346;103:10300:0:Z1557102201;
C1CCC2(CC1)CNCCO2,643,103:10300:0:Z3699994095;103:10300:1:Z1271337748;103:10300:4:Z4175520391;
Fc1ccc2c(c1)OCC2,543,103:10300:0:Z4192513049;103:10300:0:Z4406783064;103:10300:2:Z4489451643;
Cn1cnc2c(F)cccc21,200,103:10300:0:Z1983405361;103:10300:2:Z3288713257;103:10300:9:Z5013937479;
CC1CN(C)C1,23,103:10300:0:Z3539377955;103:10300:8:Z3539367067;103:10306:3:Z3539371918;
C1CNC2(C1)CCC2,6344,103:10300:0:Z3516749607;103:10300:0:Z5053569111;103:10300:0:Z5017728447;
Cc1ncsc1C,2716,103:10300:0:Z3869251426;103:10300:0:Z1435330110;103:10300:0:Z1309060710;
