fragment_smiles,occurences,example_ligands
Cc1ccc2c(c1)OCCCC2,14,103:10302:5:Z1663551872;103:10302:8:Z1918912064;103:10305:7:Z1583122854;
Clc1csc2sccc12,175,103:10302:5:Z4245148950;103:10302:7:Z2642445471;103:10302:8:Z444557134;
Clc1cccc2sccc12,109,103:10302:5:Z1222666905;103:10306:7:Z4005105777;103:10308:7:Z2802225353;
C1CCC2(C1)CCCC1(C2)OCCO1,17,103:10302:5:Z4252426638;103:10303:1:Z4251277980;103:10322:1:Z4258402973;
c1ccc2c(c1)NCC1CCC2C1,43,103:10302:5:Z4157653490;103:10303:1:Z4147343376;103:10304:6:Z4187307709;
OC1CCc2n[nH]cc2C1,12,103:10302:5:Z2852643000;103:10304:9:Z2852646563;103:10311:4:Z2852643409;
Cn1cc2ccccn2c1=O,4,103:10302:5:Z3094620768;103:10309:0:Z3094620780;103:10345:1:Z3094620444;
Fc1cncnc1Cl,82,103:10302:5:Z3833435083;103:10302:8:Z4026815431;103:10303:2:Z4191953337;
Cn1ncc2c(N)ncnc21,59,103:10302:5:Z2094480469;103:10302:7:Z1883112014;103:10302:8:Z2143935521;
Cc1nncnn1,4,103:10302:5:Z4526173032;103:10329:5:Z4536365097;103:10390:2:PV-003911172204;
Cn1cnn(C)c1=O,46,103:10302:5:Z4313309330;103:10303:4:Z4645974675;103:10305:0:Z4645982818;
CC1=CC(C)(C)CCC1,290,103:10302:5:Z4999232020;103:10303:1:Z4998880604;103:10303:3:Z4999259381;
Cc1sc2ncn(C)c(=O)c2c1C,9,103:10302:5:Z2588913388;103:10320:4:Z3555818068;103:10328:1:Z16722260;
CC1CC1N,23,103:10302:5:Z4215504997;103:10308:9:Z4002091148;103:10311:2:Z4002188308;
CC1(N)CNC1,24,103:10302:5:Z3866010335;103:10306:0:Z3132557245;103:10307:8:Z3132532366;
O=c1[nH]cnc2c1SCCC2,14,103:10302:5:Z3629952269;103:10306:8:Z3638924476;103:10311:9:Z3638923550;
ClC1=CCCc2ncccc21,18,103:10302:5:Z4225048318;103:10306:8:Z4224251453;103:10308:8:Z4227319116;
CC1(C)CCC2(CCC2)CC1,10,103:10302:5:Z4390851569;103:10311:6:Z4391110024;103:10314:9:Z4391076276;
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,32,103:10302:5:Z785237046;103:10302:9:Z97255597;103:10307:2:Z1892317214;
O=C1CC2CNC1C2,119,103:10302:5:Z3792015168;103:10303:8:Z3790426127;103:10304:8:Z4116113937;
Cc1nc2c(F)cccc2cc1O,42,103:10302:5:Z4350410706;103:10307:2:Z4350688099;103:10310:9:Z4350522042;
O=c1cc2n(c(=O)[nH]1)CCOC2,49,103:10302:5:Z5060079070;103:10303:7:Z5060078237;103:10306:7:Z5058511884;
O=c1[nH]cnc2[nH]ccc12,9,103:10302:5:Z1899617357;103:10309:6:Z1899614045;103:10315:7:Z1899614328;
c1ccc2c(c1)CC1CCCCC1N2,20,103:10302:6:Z4218156005;103:10304:7:Z2320263246;103:10311:3:Z1832923430;
c1ncc2[nH]ncc2n1,274,103:10302:6:Z4876471923;103:10303:3:Z4435832474;103:10303:8:Z4875657497;
C1=C2OCCC2CC1,27,103:10302:6:Z3094320166;103:10303:7:Z3094319840;103:10306:1:Z3139142015;
CC1COCC(C)(C)N1,18,103:10302:6:Z4274246234;103:10309:5:Z4418852589;103:10310:3:Z4274253092;
Cn1cnc2c3c(ccc21)NCCC3,77,103:10302:6:Z3378948770;103:10305:9:Z4490017358;103:10306:0:Z3378948549;
Cn1c(=O)cnc2ccccc21,22,103:10302:6:Z994526568;103:10304:7:Z3514648396;103:10308:3:Z994524962;
CC12CC(C1)C1(CCNCC1)O2,23,103:10302:6:Z3389190911;103:10313:1:Z4003089137;103:10313:4:Z4144775647;
Clc1cc2nc[nH]c2cc1Cl,133,103:10302:6:Z4523300318;103:10303:2:Z3201910759;103:10303:3:Z4488761619;
c1ccc2c(c1)cc1n2CCNC1,92,103:10302:6:Z3047089877;103:10302:7:Z2187197141;103:10302:9:Z2227952579;
O=C1NCC(=O)N2CCCC12,46,103:10302:6:Z2783842421;103:10303:5:Z2783842951;103:10306:4:Z3171482995;
O=C1NCCNc2ccsc21,11,103:10302:6:Z1144444878;103:10319:8:Z1278729288;103:10327:4:Z1374975249;
c1cc2cnc[nH]c-2n1,52,103:10302:6:Z4244978013;103:10308:3:Z4272778873;103:10309:3:Z4401478805;
Cc1cc(C)c2cn[nH]c2n1,46,103:10302:6:Z4032031031;103:10304:1:Z3542093034;103:10306:6:Z135983076;
C1CNC2(CNC2)OC1,20,103:10302:6:Z4091797454;103:10307:3:Z4091796276;103:10307:7:Z4091796464;
C=C1CCCC1,18,103:10302:6:Z4223509319;103:10309:8:Z4223509664;103:10310:2:Z1684355586;
Oc1nc2cccnc2[nH]1,120,103:10302:6:Z2911813861;103:10304:0:Z3058378152;103:10304:1:Z4089294132;
Cc1ccc(C)c2[nH]ccc12,137,103:10302:6:Z4303058854;103:10303:5:Z4304575646;103:10303:6:Z4303835741;
C1COCCC2(CNC2)N1,11,103:10302:6:Z4088550771;103:10309:2:Z3821729291;103:10330:1:Z3821729962;
Cc1nc2c3c(ccc2[nH]1)NCCC3,46,103:10302:6:Z4107056642;103:10305:4:Z4216912254;103:10305:9:Z3584773440;
O=c1cnnc2scnn12,13,103:10302:6:Z1899664310;103:10303:1:Z24595315;103:10303:3:Z1481007420;
Cc1cc(C)n2nc3ncccc3c2n1,7,103:10302:6:Z2072672867;103:10312:4:Z2063868401;103:10325:7:Z2080188519;
Fc1cccc2c(Cl)ccnc12,32,103:10302:6:Z2479754538;103:10304:9:Z3863612499;103:10307:2:Z1743954386;
O=c1cc(O)cn[nH]1,59,103:10302:6:Z4312103898;103:10303:8:Z3994132338;103:10306:6:Z4627566127;
CC1NC(C)C2CCCCC12,52,103:10302:6:Z4478944832;103:10305:1:Z4601336504;103:10305:1:Z4466492751;
O=c1ccc2ncccc2[nH]1,54,103:10302:6:Z4026627966;103:10304:6:Z2233947246;103:10305:6:Z2233928515;
Nc1nc2ccccn2n1,108,103:10302:6:Z4304248419;103:10304:8:Z4302457093;103:10307:1:Z4302723897;
Fc1c(Cl)ccc2c1CNCC2,93,103:10302:6:Z3136019503;103:10304:5:Z3518696017;103:10310:7:Z4294413286;
O=c1[nH]c2c(c(=O)[nH]1)CNCC2,85,103:10302:6:Z4274819744;103:10302:9:Z4240431874;103:10306:2:Z4240435832;
Oc1nc2nc(Cl)ncc2[nH]1,16,103:10302:6:Z3718907283;103:10320:2:Z3718917799;103:10342:3:Z3718854595;
Cc1csc2c(=O)[nH]cnc12,11,103:10302:7:Z1918250451;103:10306:6:Z2769187318;103:10318:7:Z1898883142;
O=C1NCCn2cccc21,15,103:10302:7:Z4453187885;103:10303:5:Z4000731594;103:10307:4:Z4169245571;
Clc1cc(Cl)c2c(c1)CCCN2,19,103:10302:7:Z2812434304;103:10305:5:Z4131998019;103:10339:6:Z2812434214;
C1COCCC2(COC2)N1,103,103:10302:7:Z4094587438;103:10302:7:Z4094576327;103:10302:8:Z4308998055;
O=c1[nH]cnc2sc3c(c12)CCNC3,7,103:10302:7:Z3497273981;103:10306:2:Z1638541839;103:10307:3:Z3497272735;
FC1(F)CCC2(CCCCN2)CC1,55,103:10302:7:Z4326879958;103:10303:4:Z4095449437;103:10304:1:Z4095452060;
Fc1ccnnc1,19,103:10302:7:Z4313318404;103:10305:8:Z4313258670;103:10311:0:Z4313047316;
O=c1cc(O)cco1,364,103:10302:7:Z2027657714;103:10304:3:Z2027521106;103:10306:0:Z2482108943;
CC1NCCc2ccsc21,123,103:10302:7:Z5034740125;103:10303:0:Z2919631930;103:10305:0:Z4229421519;
Cn1cc(Cl)ncc1=O,46,103:10302:7:Z3561122946;103:10304:3:Z3562323899;103:10304:3:Z3558160770;
CC1(C)CC2(CCN2)CCO1,176,103:10302:7:Z4034861090;103:10303:2:Z4031749326;103:10303:2:Z4031746410;
O=c1cnc2cc(F)c(F)cc2[nH]1,15,103:10302:7:Z1272987328;103:10309:9:Z1171233178;103:10320:7:Z1171233435;
c1c2c(cc3c1OCCO3)CCC2,27,103:10302:7:Z1816547557;103:10304:8:Z1582953504;103:10305:0:Z3363241826;
Clc1ccc2ccsc2c1,93,103:10302:7:Z4408503889;103:10306:7:Z3047536848;103:10307:1:Z3049514805;
c1ccc2c(c1)Cc1scnc1-2,20,103:10302:7:Z1210094320;103:10321:7:Z4312265746;103:10321:9:Z4294637580;
CC1CNCCN1C,57,103:10302:7:Z4230553018;103:10305:4:Z4576359299;103:10305:5:Z4227862332;
CC1NCCS(=O)C1C,82,103:10302:7:Z1559691167;103:10304:6:Z1236177978;103:10305:6:Z2700418283;
O=C1CCC2(CCCO2)CC1,60,103:10302:7:Z4194041531;103:10304:6:Z4193741610;103:10306:4:Z4194076812;
Fc1cc2[nH]cnc2cc1Cl,132,103:10302:7:Z4352026968;103:10302:9:Z4412909715;103:10303:2:Z4413545079;
C1CC2(C1)CC1CCC2C1,23,103:10302:7:Z4305224370;103:10304:3:Z3646364744;103:10304:6:Z3646364955;
Cn1cnc2sc3c(c2c1=O)CCCC3,16,103:10302:7:Z3512195412;103:10303:1:Z2217371722;103:10313:7:Z4536982929;
Clc1ccc(Cl)c2c1CCCN2,14,103:10302:7:Z2326124169;103:10305:2:Z2326124242;103:10312:0:Z4130150485;
Clc1ccc2c(c1)NCCCS2,22,103:10302:8:Z1354840296;103:10303:2:Z1354839972;103:10304:0:Z4128309965;
Nc1cncc(F)c1,457,103:10302:8:Z5008434870;103:10303:6:Z4492002601;103:10304:0:Z4484974744;
O=c1[nH]cnc2c1CCC2,13,103:10302:8:Z1708168475;103:10303:5:Z1708161116;103:10306:7:Z3814915878;
O=C1CN2CNC(=O)C2CN1,5,103:10302:8:Z4341213347;103:10303:5:Z3337582496;103:10352:0:Z3337581638;
O=C1CCCc2ncncc21,17,103:10302:8:Z2720861513;103:10308:9:Z2720854979;103:10309:1:Z2720864268;
O=c1[nH]c2ccncc2o1,4,103:10302:8:Z4522069745;103:10337:6:Z4522070729;103:10348:3:Z4522071721;
O=c1ccc2ccncc2[nH]1,54,103:10302:8:Z3558260616;103:10303:5:Z3558128102;103:10303:5:Z3557581709;
Cn1cnc2nc(Cl)ncc21,59,103:10302:8:Z3718886543;103:10305:3:Z3832262474;103:10305:3:Z3832366445;
O=C1CC2(CNC2)n2ccnc2N1,49,103:10302:8:Z3583210042;103:10303:6:Z4312075777;103:10303:7:Z3618327338;
O=c1cc(O)nc[nH]1,18,103:10302:8:Z978862000;103:10303:1:Z2589119257;103:10311:1:Z368637282;
Cc1coc2c1ccc1ccccc12,31,103:10302:8:Z2073565907;103:10303:6:Z1581855378;103:10305:6:Z4090014983;
Cn1c(=O)[nH]c2nc[nH]c2c1=O,44,103:10302:8:Z3562026848;103:10302:8:Z3076098641;103:10302:8:Z3562026581;
C1CCC23CNCC2(C1)COC3,134,103:10302:8:Z2648719290;103:10303:7:Z2780458298;103:10304:3:Z2648719328;
c1ccc2c(c1)CCCc1ccnnc1-2,23,103:10302:8:Z2769811144;103:10309:5:Z2770635243;103:10312:2:Z3832040913;
O=c1[nH]cnc2[nH]nnc12,35,103:10302:8:Z3342579160;103:10303:8:Z3254883204;103:10309:6:Z3342228371;
Clc1ccc2c(c1)NCCS2,47,103:10302:8:Z1984765643;103:10303:0:Z2106184115;103:10303:9:Z1780153117;
CC1CCc2[nH]c(=O)ccc2C1,17,103:10302:8:Z3368662623;103:10303:6:Z2924413608;103:10304:2:Z2924413701;
CC1(C)CNc2cc(Cl)ccc21,41,103:10302:8:Z2647775351;103:10309:6:Z2606595178;103:10311:9:Z2610953861;
Nc1cc2n(n1)CCNC2,19,103:10302:8:Z4273588735;103:10303:4:Z4273575777;103:10314:5:Z4273576996;
c1ccc2c(c1)Nc1ccccc1S2,24,103:10302:9:Z2707831806;103:10304:3:Z2713992321;103:10310:3:Z3613010240;
Cc1ccnc2c1c(=O)n(C)c(=O)n2C,75,103:10302:9:Z1486259432;103:10305:4:Z1239288262;103:10305:5:Z2093879951;
C1CC2CC(C1)CC1(C2)OCCO1,29,103:10302:9:Z4347861085;103:10305:5:Z4211167096;103:10305:5:Z4212086984;
Cc1ccc(C)c(C)c1C,20,103:10302:9:Z2304254397;103:10305:6:Z1764162706;103:10306:4:Z1333098124;
O=c1[nH]cncc1F,6,103:10302:9:Z2275130952;103:10330:3:Z4415113924;103:10339:3:Z2275130466;
Cc1ccc2ccc(O)cc2n1,25,103:10302:9:Z4224043269;103:10304:5:Z4229697756;103:10304:5:Z4229727673;
c1cc2[nH]nnc2cn1,235,103:10302:9:Z3843850838;103:10306:0:Z3834288306;103:10306:4:Z4145425825;
c1ncc2ccoc2n1,9,103:10302:9:Z1502780530;103:10312:1:Z1502727261;103:10322:1:Z2178557442;
c1ccc2c(c1)[nH]c1nncn12,10,103:10302:9:Z2918036376;103:10305:6:Z1176149841;103:10312:2:Z16225266;
Cc1ccc(F)c2c1NCCC2,66,103:10302:9:Z4111871913;103:10304:9:Z4111867145;103:10306:2:Z4393688312;
Cc1cc2[nH]ccc(=O)n2n1,17,103:10302:9:Z4251478134;103:10307:7:Z3514283168;103:10310:4:Z3861432393;
O=c1[nH]cncc1Cl,46,103:10302:9:Z2092299492;103:10306:7:Z3395259171;103:10309:4:Z2347856151;
CN1CNc2ccccc2C1=O,13,103:10302:9:Z219423420;103:10310:3:Z3253996810;103:10313:5:Z2830871770;
Oc1nc2ncccc2o1,28,103:10302:9:Z4230760806;103:10303:8:Z4226485761;103:10312:7:Z4225356000;
CC1(C)NCNC1=O,26,103:10302:9:Z2351378542;103:10304:2:Z3292236574;103:10306:1:Z3789004167;
Cn1nc(N)c2c1CNC2,2,103:10302:9:Z2613563779;103:10304:6:Z2972683819;
c1c2c(cc3c1CCNC3)CCCC2,62,103:10302:9:Z3601583838;103:10303:0:Z3681050238;103:10304:2:Z3601581279;
CC1CNc2cc(F)ccc2C(=O)N1,32,103:10302:9:Z4114566778;103:10311:1:Z4114567758;103:10311:6:Z4114569307;
C1CC2CC1C1CNC21,35,103:10302:9:Z3190508883;103:10305:6:Z1931507876;103:10305:7:Z1486715439;
OC1C2CNCC1C2,45,103:10303:0:Z3206624452;103:10304:3:Z3184516609;103:10305:6:Z3186292120;
O=C1c2ccccc2-c2ccccc21,52,103:10303:0:Z1454860263;103:10305:9:Z3610602169;103:10306:9:Z1440855168;
c1nc2cc3c(cc2s1)OCCCO3,19,103:10303:0:Z4483784707;103:10304:7:Z3297026875;103:10305:4:Z3048722279;
CN1CCC(=O)N1,46,103:10303:0:Z2273224799;103:10303:7:Z1852889986;103:10305:6:Z1952697425;
NC1CCCC(O)C1,12,103:10303:0:Z3343562958;103:10303:2:Z3343643300;103:10307:2:Z4079499018;
Cn1c(=N)sc2ccccc21,47,103:10303:0:Z1250591595;103:10303:6:Z787565148;103:10304:7:Z606384134;
CC12CCC(CC1)CN2,30,103:10303:0:Z4150574520;103:10306:4:Z3615284538;103:10308:9:Z4136926889;
c1cc2c([nH]1)CCCNC2,128,103:10303:0:Z5004832854;103:10303:0:Z5004484022;103:10304:3:Z5004195517;
O=S1(=O)CCc2ccccc2N1,5,103:10303:0:Z2994003575;103:10336:1:Z5058334874;103:10361:8:PV-003044297480;
O=C1CCNc2ccccc21,57,103:10303:0:Z2068243425;103:10306:0:Z2996158217;103:10308:9:Z4981881785;
Oc1cnsn1,675,103:10303:0:Z2796939365;103:10307:0:Z2801185668;103:10320:4:Z3638913749;
Clc1cccc2c1CNCCO2,102,103:10303:0:Z5005222649;103:10304:0:Z5007000550;103:10305:7:Z5008342209;
Cc1cc(N)n[nH]1,60,103:10303:0:Z4149252015;103:10303:9:Z4149857998;103:10306:0:Z4150028633;
OC1Cc2cc(Cl)cc(Cl)c2C1,71,103:10303:0:Z1840822407;103:10304:2:Z1592818622;103:10304:9:Z1752291701;
OC1C2CCC(ON2)C1O,27,103:10303:0:Z4270456621;103:10303:9:Z4270463069;103:10312:6:Z4270405328;
Cn1nc2c(c1N)CNC2,17,103:10303:0:Z3175673003;103:10303:4:Z3175475975;103:10305:9:Z2797435608;
c1ccc2c(c1)CCc1cnoc1-2,112,103:10303:0:Z3054609124;103:10303:6:Z3568746789;103:10303:6:Z2958235001;
CC1NC(=O)NC(=O)C1C,12,103:10303:0:Z4928963605;103:10306:2:Z3210961698;103:10308:6:Z3210861674;
Cc1cc2cncnc2cc1C,62,103:10303:0:Z1739446956;103:10303:1:Z3079737418;103:10307:9:Z1918679205;
c1ccc2c(c1)CCC21CCOCC1,15,103:10303:1:Z4888505757;103:10303:8:Z4888504683;103:10306:8:Z4888505669;
Clc1cccc2ncoc12,50,103:10303:1:Z4031044351;103:10303:3:Z2219926878;103:10303:3:Z1845132886;
Cc1ccc(Cl)nn1,25,103:10303:1:Z2873139792;103:10310:2:Z2873137543;103:10314:0:Z2873133849;
CC1CCCCNC1=O,14,103:10303:1:Z4169834860;103:10310:0:Z3634964635;103:10314:4:Z3631580238;
NC1CCc2n[nH]c(=O)cc2C1,6,103:10303:1:Z3863566193;103:10311:5:Z4119129574;103:10320:5:Z3863565354;
CS1(=O)=NCc2ccccc21,10,103:10303:1:Z4611068246;103:10314:6:Z4611069552;103:10319:2:Z4611069155;
CC1(C)C=CCN1,8,103:10303:1:Z4223891208;103:10313:6:Z4223895129;103:10313:6:Z4223895123;
O=S1(=O)Cc2c(Cl)cccc2N1,6,103:10303:1:Z2475677202;103:10333:0:Z2475675722;103:10360:9:PV-004147240398;
Clc1cc2ccccc2o1,195,103:10303:1:Z2474497883;103:10304:9:Z2473883902;103:10305:2:Z4403741965;
O=c1[nH]cnc2cc(Cl)cc(Cl)c12,8,103:10303:1:Z2442350589;103:10313:9:Z3831230867;103:10314:1:Z2918560304;
O=C1NCC(O)C(=O)N1,14,103:10303:1:Z3210877141;103:10306:1:Z3210868433;103:10307:4:Z3211579563;
c1cc2ncoc2cn1,34,103:10303:1:Z3556144322;103:10310:8:Z3557030401;103:10312:7:Z3834070934;
c1cnc2c(c1)OCC2,33,103:10303:1:Z4252532906;103:10305:7:Z4251540535;103:10306:7:Z4255306768;
Oc1ccc2c(c1)C1(CC1)CNC2,147,103:10303:1:Z2928723613;103:10303:8:Z2189541426;103:10303:9:Z4770170137;
O=c1[nH]ncs1,673,103:10303:1:Z1796680802;103:10307:3:Z4216635532;103:10308:9:Z4137511064;
Cc1ccc2nccc(C)c2c1,128,103:10303:1:Z4322941472;103:10303:7:Z2032480064;103:10303:8:Z4055584849;
C1CC2(C1)OC1CC2C1,21,103:10303:1:Z3380644814;103:10304:2:Z4319935688;103:10304:2:Z4232931166;
Fc1cccc2ncncc12,44,103:10303:1:Z2615959279;103:10303:9:Z2851921248;103:10304:6:Z1140377367;
Cc1ncns1,9,103:10303:1:Z4331766196;103:10305:6:Z4331761832;103:10307:4:Z4331757110;
Cc1ccc(C)n1N,51,103:10303:1:Z3384127615;103:10304:4:Z4061829495;103:10305:1:Z3385480126;
O=C1NCCc2c(Cl)cccc21,79,103:10303:1:Z2774070208;103:10303:5:Z1802027065;103:10303:7:Z3051354546;
CC1CCNc2ccccc2N1,4,103:10303:1:Z4263305766;103:10333:7:Z1318042397;103:10345:5:Z4203668818;
NC12CCC1CNC2,74,103:10303:1:Z3044346320;103:10303:7:Z3141446439;103:10304:1:Z3141444059;
O=C1CCn2ncnc2N1,89,103:10303:1:Z3177334075;103:10303:6:Z3895477732;103:10303:8:Z3414378428;
N=S1(=O)CCCc2ncncc21,67,103:10303:1:Z3828802353;103:10304:9:Z4313464022;103:10307:5:Z4234192817;
Cc1cc(C)c2c(n1)NCC(=O)N2,51,103:10303:1:Z4394501639;103:10303:2:Z4394482479;103:10305:3:Z4394490924;
CC1CN(C)CC(C)N1,64,103:10303:1:Z3608666069;103:10303:6:Z4136831733;103:10303:8:Z3608658332;
O=c1[nH]cnc2c1CCCN2,48,103:10303:2:Z2874987668;103:10303:4:Z4664340974;103:10304:2:Z2874987757;
O=C1NS(=O)(=O)c2c(Cl)cccc21,13,103:10303:2:Z2991634973;103:10308:6:Z2067184190;103:10312:4:Z1994039033;
Fc1cc2c(cc1Cl)CCC2,17,103:10303:2:Z2698757978;103:10307:4:Z2698857876;103:10313:5:Z3781333570;
Clc1ncc2cc[nH]c2n1,28,103:10303:2:Z3559752533;103:10304:9:Z3558425507;103:10309:6:Z3556372076;
Cn1nncc1N,310,103:10303:2:Z4285604265;103:10303:2:Z4285619628;103:10303:2:Z4285685465;
C1CCC2(CC1)CC1CCOC12,8,103:10303:2:Z3541977656;103:10310:0:Z3541979080;103:10317:7:Z3646358361;
CC1(C)CC2CC(=O)NC21,29,103:10303:2:Z4391097856;103:10309:2:Z4390835878;103:10312:1:Z4390579924;
Cc1ccc2ncoc2c1,15,103:10303:2:Z4335746405;103:10310:4:Z4335748539;103:10317:2:Z4335748509;
CC1CN(C)C(C)C(C)N1,44,103:10303:2:Z2475145058;103:10303:5:Z4614069284;103:10306:0:Z2475147041;
C1=CCONC1,25,103:10303:2:Z4224116844;103:10305:1:Z4224114995;103:10306:1:Z4224118837;
C1CCC2(CC1)CCCCNC2,54,103:10303:2:Z5020235658;103:10303:5:Z4879758583;103:10305:1:Z3626703679;
Cc1cc(C)c2c(Cl)csc2c1,36,103:10303:2:Z3209709313;103:10304:8:Z1411355760;103:10306:1:Z1953597325;
Oc1ccnc2ccc(Cl)cc12,62,103:10303:2:Z4128414133;103:10305:6:Z4095227259;103:10307:1:Z4883816489;
O=C1CCc2cc3c(cc21)CCC3,75,103:10303:2:Z4270999941;103:10306:0:Z4419060947;103:10306:2:Z4364955420;
Oc1nccs1,39,103:10303:2:Z3094943778;103:10305:2:Z3302567212;103:10311:5:Z3190592464;
Cc1cc(C)c2ccc(=O)[nH]c2c1,6,103:10303:2:Z4216995424;103:10310:8:Z4216997631;103:10328:1:Z4216998171;
O=c1cc2c(n[nH]1)-c1ccc(F)cc1C2,10,103:10303:2:Z4611513275;103:10309:9:Z3638989941;103:10311:7:Z3799483356;
CC1CC=CCC1,9,103:10303:2:Z2285582756;103:10305:3:Z4453204136;103:10318:4:Z4252763238;
C=c1sc(=C)n(C)c1=O,16,103:10303:2:Z45934228;103:10306:6:Z1583252453;103:10309:9:Z3292309056;
CN1CC(C)(C)Nc2ccccc21,19,103:10303:3:Z2823803480;103:10311:0:Z2823803730;103:10312:4:Z3000104857;
Cn1c(=O)cc(N)[nH]c1=O,7,103:10303:3:Z2493951452;103:10321:6:Z1298335934;103:10335:9:Z1831979357;
c1cc2cc3c(cc2[nH]1)OCCO3,9,103:10303:3:Z236534096;103:10307:1:Z1235836382;103:10308:0:Z2045142426;
O=c1[nH]ncc2ncccc12,4,103:10303:3:Z1252801582;103:10304:7:Z1252801627;103:10315:5:Z1278848280;
CC1(C)CCc2ccccc2S1,5,103:10303:3:Z2898881778;103:10308:2:Z2790602232;103:10323:9:Z2790529048;
Cc1cc(Cl)n[nH]1,31,103:10303:3:Z2975919998;103:10306:6:Z2826114027;103:10311:3:Z2828767067;
Cc1nc[nH]c(=O)c1F,6,103:10303:3:Z3343657952;103:10313:0:Z3340236810;103:10328:5:Z3343660008;
Cn1ccc(N)c1,57,103:10303:3:Z4429996275;103:10303:6:Z4206949758;103:10304:1:Z4214420682;
FC12CC(C1)C2,959,103:10303:3:Z4459294058;103:10303:3:Z4459293562;103:10303:3:Z4459293260;
CC1(C)CNCC2(CC3CCC2C3)O1,50,103:10303:3:Z4191698035;103:10305:2:Z4192257937;103:10306:3:Z4191698248;
Cc1c(F)cccc1Cl,54,103:10303:3:Z4350536644;103:10303:5:Z4350496799;103:10304:7:Z4351062580;
CC1CCCc2ccc(=O)[nH]c21,16,103:10303:3:Z2879226218;103:10310:1:Z4929029651;103:10310:1:Z4929029652;
NC1CC2(CCCC2)C1,45,103:10303:3:Z4342591819;103:10304:0:Z4430227734;103:10304:0:Z4448674171;
CC1(C)CS(=O)(=O)NC1=O,9,103:10303:3:Z3513634027;103:10306:1:Z3513634763;103:10323:4:Z3513640656;
Cc1c(Cl)ccc2c1NCCC2,36,103:10303:3:Z1880191115;103:10303:6:Z1744555161;103:10303:7:Z1231585907;
NC1CCCc2c[nH]nc21,5,103:10303:3:Z4151123864;103:10307:9:Z2395986512;103:10316:9:Z2395986611;
Oc1ccc2c[nH]nc2n1,43,103:10303:3:Z2640002399;103:10303:5:Z2233557574;103:10304:2:Z2640006574;
c1c2c(cc3c1OCO3)CCCC2,16,103:10303:3:Z4314230819;103:10303:7:Z4314185919;103:10305:0:Z4314213090;
C1=CC2(CCCNC2)Oc2ccccc21,61,103:10303:3:Z2968838101;103:10304:3:Z2964221378;103:10306:9:Z2955750703;
CN1CCCNS1(=O)=O,35,103:10303:4:Z2993769403;103:10303:6:Z3357301477;103:10304:7:Z3357301718;
CC1CNC(=O)CO1,31,103:10303:4:Z2055795678;103:10303:4:Z3611515192;103:10303:4:Z2055792117;
CC1(O)CNOC1,71,103:10303:4:Z3587228602;103:10303:6:Z3587226226;103:10303:6:Z3191067595;
c1ccc2c(c1)CCCCCNC2,73,103:10303:4:Z3637946402;103:10306:4:Z3637950700;103:10308:1:Z3795102964;
FC1CCCCCC1,98,103:10303:4:Z3857134330;103:10304:7:Z3805845245;103:10304:7:Z3797803820;
Cc1csc2[nH]cnc(=O)c12,5,103:10303:4:Z1728626245;103:10322:5:Z1688181602;103:10323:4:Z1828126587;
Fc1cc(F)c2c(c1)C1(CCC2)CC1,11,103:10303:4:Z3508604833;103:10304:1:Z3508234026;103:10305:3:Z3508564900;
Cc1cnoc1N,38,103:10303:4:Z3794406304;103:10305:6:Z3791859013;103:10306:0:Z4059890363;
OC1COCC1O,3,103:10303:4:Z2089181059;103:10325:0:Z4918946517;103:10360:1:Z2698854804;
Clc1cc(Cl)c2c(c1)C=CCO2,32,103:10303:4:Z2897497137;103:10308:1:Z2165125421;103:10308:4:Z3508005148;
c1cnc2c(c1)NCCS2,119,103:10303:4:Z1361564064;103:10303:7:Z1930132705;103:10303:9:Z4112556383;
C1C2CC3CC1CC(C2)O3,29,103:10303:4:Z3704094590;103:10307:6:Z4242557505;103:10307:6:Z3646167715;
CC1CCC(C)(C)C1,65,103:10303:4:Z4524130436;103:10304:0:Z4403625246;103:10304:7:Z4467198979;
Nc1csc2nccnc12,69,103:10303:5:Z4288596343;103:10307:3:Z4294061462;103:10308:4:Z4294371247;
Cc1ncnc(O)c1C,10,103:10303:5:Z1607508931;103:10303:8:Z1607492890;103:10306:8:Z1607504189;
Cc1cc(F)cc2c1NCC2,102,103:10303:5:Z4908812521;103:10304:8:Z4908813076;103:10304:8:Z4908812312;
Clc1cccc2ncsc12,65,103:10303:5:Z2179742888;103:10304:7:Z4295228718;103:10304:8:Z3607016106;
Nc1ncncc1F,30,103:10303:5:Z4225826447;103:10306:1:Z4224319318;103:10309:7:Z5023259224;
Cc1nc2c(=O)[nH]cnc2o1,12,103:10303:5:Z4996572302;103:10306:3:Z4996570887;103:10310:2:Z4996572598;
CC1(C)CCc2ccoc2C1,12,103:10303:5:Z1582644431;103:10308:3:Z3361712746;103:10308:3:Z3362331000;
Oc1ccc2ncncc2c1,45,103:10303:5:Z3557873281;103:10304:7:Z3558252267;103:10304:8:Z5037045871;
O=C1CCCS(=O)(=O)c2ccccc21,2,103:10303:5:Z4224023860;103:10316:6:Z3347522678;
c1cc2cnsc2cn1,30,103:10303:5:Z4226959752;103:10303:9:Z3809530489;103:10319:6:Z3809529900;
Cc1cnnc(Cl)c1,14,103:10303:5:Z4332930178;103:10315:1:Z4332935473;103:10320:1:Z4332932541;
