fragment_smiles,occurences,example_ligands
Cc1cnc[nH]1,3472,16:01600:0:Z3613159113;16:01600:0:Z2702223024;16:01600:0:Z2791613815;
OC1CCc2ccccc2C1,302,16:01600:1:Z3383883540;16:01600:2:Z2928873873;16:01600:4:Z3383787287;
c1cnc2c(c1)CNC2,674,16:01600:1:Z3669518519;16:01600:8:Z4021913920;16:01600:8:Z4007657127;
Cc1cnccc1O,277,16:01600:1:Z3597324924;16:01600:2:Z1637271175;16:01600:5:Z3908035344;
c1cc2c(s1)CCCNC2,530,16:01600:1:Z4515885294;16:01600:1:Z1148613368;16:01600:1:Z2011066336;
CN1C=NCC(O)C1,90,16:01600:1:Z3301837816;16:01600:6:Z3301836870;16:01601:5:Z3301839025;
O=C1CCCC12CCNCC2,191,16:01600:1:Z3301837816;16:01600:2:Z3516245506;16:01600:4:Z2604447877;
C1CC2OCCC2O1,653,16:01600:1:Z3780554317;16:01600:2:Z4690837400;16:01600:5:Z4092178277;
NC1C2CCC1NC2,398,16:01600:1:Z4387140771;16:01600:4:Z4157147234;16:01600:5:Z4157154736;
Cn1ccn(C)c1=O,412,16:01600:1:Z2893614239;16:01600:7:Z2890952337;16:01600:9:Z3521313782;
CC1(C)CC1(C)C,1751,16:01600:1:Z4443886131;16:01600:3:Z1954755671;16:01600:3:Z1892473883;
C1CCC2CNC2CC1,428,16:01600:1:Z1552687777;16:01600:3:Z1887493443;16:01600:5:Z1414673390;
FC1CC2(CCNC2)C1,545,16:01600:1:Z4043424906;16:01600:5:Z4035154354;16:01600:5:Z4029475186;
CC1COc2ccnn2C1,167,16:01600:1:Z5006995795;16:01600:9:Z5006991413;16:01603:9:Z5008315679;
C1CNCC2(CC2)CN1,289,16:01600:1:Z5058232275;16:01600:4:Z4056625999;16:01600:4:Z5058187722;
Cn1ccc(N)c1,315,16:01600:1:Z3229437888;16:01600:1:Z4214791924;16:01600:3:Z2357320577;
O=c1cc[nH]c(=O)[nH]1,1531,16:01600:1:Z2176452180;16:01600:1:Z1820595790;16:01600:2:Z2966000638;
FC1(F)CC12CCCNCC2,240,16:01600:1:Z3615219041;16:01600:2:Z3396149736;16:01600:9:Z3344723772;
O=S1(=O)NCCCN1,336,16:01600:1:Z3634095651;16:01600:3:Z3634264115;16:01600:3:Z2613866324;
CC1(O)CCCC1,499,16:01600:1:Z3208959785;16:01600:2:Z5047078111;16:01600:3:Z3208954512;
Cc1ccc(C)nc1,2212,16:01600:1:Z2355491878;16:01600:2:Z3647447370;16:01600:2:Z3298950724;
NC1CC2CCC(C1)C2,623,16:01600:1:Z2355491878;16:01600:5:Z4054087148;16:01600:9:Z3519882754;
CC1CCOCN1,418,16:01600:1:Z3055057773;16:01600:2:Z3055069072;16:01600:6:Z3205367322;
Oc1ccnc(O)n1,82,16:01600:1:Z3536521313;16:01600:4:Z1746865163;16:01600:8:Z1566154922;
CN1C(=O)COc2ccccc21,221,16:01600:1:Z3084740555;16:01600:3:Z2173469952;16:01600:5:Z2897821514;
C1COC2CCC2C1,1136,16:01600:1:Z4350682314;16:01600:1:Z4350686863;16:01600:4:Z3620058763;
Cc1ncnnc1C,521,16:01600:1:Z3831213135;16:01600:2:Z3340481101;16:01600:4:Z3576791274;
c1ccc2c(c1)cc1n2CCNC1,57,16:01600:1:Z2189503760;16:01604:0:Z4062130500;16:01604:0:Z4062132447;
CC1CSc2ccccc2N1,100,16:01600:1:Z1884567369;16:01601:5:Z1884579266;16:01602:2:Z1355215308;
Cn1cc2ccccc2n1,1005,16:01600:1:Z3833797809;16:01600:2:Z4432165951;16:01600:2:Z4432167525;
Clc1ccsc1Cl,1666,16:01600:1:Z5060231389;16:01600:2:Z4048065593;16:01600:2:Z3438462153;
O=C1CCC2(CCC2)CC1,176,16:01600:1:Z4350468932;16:01600:3:Z4350827647;16:01600:3:Z4349448940;
CC1(C)CC2(CCC2)C1,906,16:01600:1:Z4296424540;16:01600:2:Z3567674212;16:01600:3:Z3625313580;
FC1(F)CNCCO1,646,16:01600:1:Z3052161324;16:01600:1:Z4147238743;16:01600:2:Z4062500514;
CC1(C)CNC(=O)CN1,188,16:01600:1:Z2003006297;16:01600:1:Z5044181884;16:01600:6:Z2711990808;
Clc1csnc1Cl,730,16:01600:1:Z3055531283;16:01600:1:Z2479445585;16:01600:2:Z4598771447;
Oc1ccc2c(c1)CCCCN2,27,16:01600:1:Z3055531283;16:01604:1:Z3055530332;16:01605:4:Z3055531972;
CC1CN2CCCC2CN1,326,16:01600:1:Z2503864664;16:01600:3:Z1193410219;16:01601:3:Z2310100826;
C1CNCC2(C1)CC2,1857,16:01600:1:Z2503864664;16:01600:2:Z4190922507;16:01600:2:Z3544774103;
FC1CNCC1F,965,16:01600:1:Z2284024545;16:01600:2:Z3052343819;16:01600:3:Z3201879698;
O=c1[nH]nc2n1CCCC2,470,16:01600:1:Z3532236284;16:01600:2:Z4771544247;16:01600:4:Z4770267133;
C1NCC2C1C1COCC21,261,16:01600:1:Z2699148427;16:01601:7:Z2837807460;16:01602:1:Z2717818815;
CC1(C)NCc2scnc21,77,16:01600:1:Z3386027762;16:01602:0:Z3698945259;16:01602:0:Z3519495019;
O=S1(=O)CCCC12CNC2,132,16:01600:1:Z3394757290;16:01603:2:Z4211219672;16:01604:3:Z3415550318;
Fc1cccc2nn[nH]c12,131,16:01600:1:Z4280160867;16:01600:3:Z4281918890;16:01600:3:Z4203338410;
CC1CNCC2(CCOC2)O1,219,16:01600:1:Z1950495651;16:01600:2:Z2801222681;16:01600:6:Z2638072777;
C1CC2CC3(CC3)CC1N2,279,16:01600:1:Z3053474087;16:01600:9:Z2717415090;16:01601:1:Z3053474112;
CC1CC2CCN1CC2,204,16:01600:1:Z4525682043;16:01600:5:Z4449464752;16:01600:8:Z4600822660;
CC1CC2CCCC2C1,53,16:01600:1:Z2259918209;16:01601:5:Z3815204455;16:01602:3:Z2263098708;
CC1CCC2(CNC2)CO1,268,16:01600:1:Z4960918475;16:01600:5:Z4964570728;16:01600:7:Z4964088883;
Nc1ccn2nccc2n1,131,16:01600:1:Z4232432880;16:01600:3:Z4230078580;16:01602:4:Z4226699632;
FC12CC(C1)C2,591,16:01600:1:Z3048265027;16:01600:4:Z3164268012;16:01600:7:Z3051051822;
O=c1[nH]cnc2cc(F)cc(F)c12,9,16:01600:1:Z4151418756;16:01603:8:Z4151850379;16:01628:1:Z4150959442;
Cc1ccc2nc[nH]c2c1,160,16:01600:1:Z2972357746;16:01600:1:Z2972328957;16:01600:4:Z4418378400;
FC1(F)CCNCC1,2874,16:01600:1:Z2972357746;16:01600:1:Z5052132136;16:01600:2:Z3515094993;
O=c1[nH]cnc2c1CCCN2,78,16:01600:1:Z3086565799;16:01601:7:Z3499623448;16:01604:1:Z4377645543;
Cc1cc2ocnc2c(C)n1,9,16:01600:1:Z4210154858;16:01608:6:Z4210154815;16:01618:7:Z4210155150;
c1cnc2cn[nH]c2c1,599,16:01600:1:Z3352426227;16:01600:2:Z3711545424;16:01600:2:Z3298754984;
Cc1[nH]ncc1F,458,16:01600:1:Z2691797857;16:01600:1:Z3605639608;16:01600:3:Z2917064465;
CC1(C)CCCC1=O,180,16:01600:1:Z2782178164;16:01600:3:Z3860517461;16:01601:2:Z2346691163;
CC1CNCC(C)S1,665,16:01600:1:Z1932640245;16:01600:2:Z4126382735;16:01600:5:Z1282382771;
O=S1C2CCNCC1CC2,326,16:01600:1:Z2720049186;16:01600:5:Z3576209314;16:01600:6:Z2974867222;
Cc1nccc(O)n1,850,16:01600:1:Z4458865410;16:01600:2:Z3364214830;16:01600:3:Z3668908817;
CC1CC1(C)C,937,16:01600:1:Z4390699639;16:01600:2:Z3579082243;16:01600:5:Z2852146351;
CC1CCC(C)N(C)C1,77,16:01600:1:Z1438646789;16:01600:3:Z2772338657;16:01601:1:Z1437204056;
Cc1csc(=O)[nH]1,1216,16:01600:1:Z2407735304;16:01600:2:Z82187714;16:01600:2:Z1221522125;
CN1CCC(O)CC1,412,16:01600:1:Z2409250293;16:01600:5:Z4019870934;16:01600:5:Z3667771975;
O=C1CCSc2ccccc2N1,45,16:01600:1:Z2439167113;16:01600:1:Z2440312983;16:01600:5:Z1333763211;
C1=CCOCC1,366,16:01600:1:Z3347528994;16:01600:1:Z3790681695;16:01600:2:Z4154112295;
Cc1cc(N)no1,258,16:01600:1:Z2288158688;16:01600:4:Z2166767722;16:01600:7:Z2920643739;
Cc1ccc2c(c1)OCO2,257,16:01600:1:Z1957705159;16:01600:5:Z3994326024;16:01600:5:Z2272689516;
CN1CCCNCC1=O,565,16:01600:1:Z4105567089;16:01600:1:Z1801832767;16:01600:2:Z2372280224;
CC1NCCn2ccnc21,335,16:01600:1:Z3591101181;16:01600:7:Z4285402410;16:01601:2:Z4517314537;
CC1CN(C)C(=O)CN1,575,16:01600:1:Z3372926053;16:01600:3:Z3939248193;16:01600:6:Z1961348287;
CC1NCCC1O,1849,16:01600:1:Z2298362102;16:01600:1:Z2297666862;16:01600:1:Z3613018889;
CC1CCC(C)C1,1132,16:01600:1:Z3187177188;16:01600:3:Z4402976124;16:01600:3:Z4467216634;
NC1CC2CCC1C2,1409,16:01600:1:Z4056332279;16:01600:1:Z4005676005;16:01600:2:Z4317300355;
Oc1ccc2c(c1)CCCC2,465,16:01600:1:Z4054120706;16:01600:5:Z3584484270;16:01600:9:Z1883840693;
Cc1ncc(C)c(O)n1,134,16:01600:1:Z4226126860;16:01601:2:Z4227378875;16:01601:3:Z4234019962;
C1CCC2(C1)CCCN2,1169,16:01600:1:Z4909333230;16:01600:2:Z1918973509;16:01600:2:Z3992985341;
Oc1ccc(Cl)cc1,902,16:01600:1:Z2722385814;16:01600:1:Z4226483360;16:01600:2:Z2176540833;
C1CCN2CC3CNCC(C3)C2C1,63,16:01600:1:Z4872276008;16:01602:7:Z4860828281;16:01603:9:Z4871128470;
OC1CNCCNC1,476,16:01600:1:Z3364080097;16:01600:4:Z3347181388;16:01600:7:Z3139127283;
NC1CC2(CCC2)C1,833,16:01600:1:Z3138104206;16:01600:4:Z3140984101;16:01600:4:Z3140972576;
CC1CNCCC1(F)F,569,16:01600:1:Z2204126296;16:01600:4:Z2639623772;16:01600:5:Z2178233180;
Cc1nc2c(s1)CNC2,56,16:01600:1:Z4108928687;16:01602:8:Z2851622058;16:01603:6:Z2973872175;
CC1CNCC1F,857,16:01600:1:Z4614276079;16:01600:3:Z3593139674;16:01600:5:Z4122392364;
CC1NCCN(C)C1=O,606,16:01600:1:Z3095491613;16:01600:7:Z1748352521;16:01600:7:Z4644006559;
O=c1[nH][nH]c2ncccc12,64,16:01600:1:Z4488080948;16:01602:5:Z4485758549;16:01603:6:Z4484806593;
c1nc2c(s1)COCC2,1631,16:01600:1:Z1081390338;16:01600:2:Z3832241537;16:01600:2:Z3521047389;
CN1CCOCC2(COCCN2)C1,52,16:01600:1:Z4271437287;16:01600:2:Z3626969250;16:01600:5:Z3626974755;
Fc1ccc2c(c1)CCCC2,664,16:01600:1:Z1432237554;16:01600:1:Z1432241889;16:01600:1:Z1555600961;
O=C1COc2ccc(F)cc2N1,51,16:01600:1:Z4285705316;16:01602:7:Z3715678768;16:01603:3:Z3653789229;
CC1CNCO1,1395,16:01600:1:Z4278650985;16:01600:1:Z4278620465;16:01600:1:Z4278648018;
O=C1CC2CCC(CN1)N2,336,16:01600:1:Z2311961087;16:01600:4:Z3869895512;16:01600:5:Z2772170866;
O=S1(=O)CCNCC(F)(F)C1,239,16:01600:1:Z5058143154;16:01601:0:Z5047567149;16:01601:7:Z5052272602;
CC1(C)Cc2ccccc2C1,205,16:01600:1:Z4173459076;16:01600:2:Z4186646508;16:01600:2:Z3889012061;
Cc1cc2nc(Cl)ccn2n1,158,16:01600:1:Z2611953790;16:01600:6:Z2611295908;16:01601:5:Z2613193351;
Cc1cc(=O)cc[nH]1,702,16:01600:1:Z1269834247;16:01600:1:Z2483797630;16:01600:1:Z4772458865;
O=c1nccc[nH]1,793,16:01600:1:Z2647468430;16:01600:3:Z3633739180;16:01600:3:Z2613411627;
Cc1nc2c([nH]1)CCCC2,464,16:01600:1:Z3584963825;16:01600:3:Z4471192133;16:01600:5:Z4349158646;
CC1CCC(N)CN1,721,16:01600:1:Z4116296217;16:01600:1:Z4157252087;16:01600:6:Z4116271974;
Clc1ccc[nH]1,433,16:01600:1:Z4046718484;16:01600:1:Z3193411182;16:01600:1:Z3190522318;
CC1=CCCNC1,25,16:01600:1:Z4827761392;16:01601:7:Z4827762434;16:01604:5:Z4827763581;
Cc1ccnc(N)n1,504,16:01600:1:Z4408476682;16:01600:5:Z1439591099;16:01600:8:Z1357252091;
CC1(C)CC2(CCN2)CCO1,183,16:01600:1:Z4019541040;16:01600:5:Z4029001603;16:01601:2:Z4603344514;
Nc1csc2ncccc12,133,16:01600:1:Z2800658869;16:01600:7:Z3238266690;16:01601:9:Z2801418974;
Cc1cnc2ccnn2c1,322,16:01600:1:Z4209508175;16:01600:2:Z4468584629;16:01600:3:Z2882967890;
Cc1cccc(F)c1C,221,16:01600:1:Z4419968690;16:01600:1:Z4344709625;16:01600:4:Z4350633369;
O=C1NCc2ccccc2N1,206,16:01600:1:Z3188982769;16:01602:2:Z4044968806;16:01602:4:Z3482426653;
Cc1cn(C)cn1,1820,16:01600:1:Z4296677866;16:01600:2:Z3633367182;16:01600:2:Z4082796282;
CN1CCNC(C)(C)C1=O,289,16:01600:1:Z2772547104;16:01600:2:Z1395789214;16:01600:3:Z3101940548;
Cc1cccn1C,2338,16:01600:1:Z4961498538;16:01600:1:Z3293031879;16:01600:1:Z1233827866;
C1CNCC2(C1)CCC2,1575,16:01600:1:Z4621283812;16:01600:3:Z3522753229;16:01600:4:Z5037842067;
C1=NOC2(C1)CCNC2,155,16:01600:1:Z4353371281;16:01601:3:Z4421834716;16:01601:3:Z4347376934;
c1cc2cn[nH]c2s1,287,16:01600:1:Z4265553341;16:01600:1:Z4220110226;16:01600:1:Z4265581420;
Cc1cc[nH]c(=O)c1,806,16:01600:1:Z2645773199;16:01600:1:Z1892814487;16:01600:2:Z2710571345;
Cc1sccc1N,301,16:01600:1:Z4288806518;16:01600:4:Z4292275352;16:01600:5:Z4227742979;
Cc1n[nH]c2ccccc12,444,16:01600:1:Z2906965774;16:01600:3:Z3850755803;16:01600:4:Z3602104387;
C1CCCC2(CC1)OCCO2,178,16:01600:1:Z3807244052;16:01600:2:Z3069890341;16:01600:2:Z3202388913;
OC1CCC(F)(F)CC1,248,16:01600:1:Z2647725513;16:01600:8:Z2615244894;16:01600:9:Z4130749441;
O=C1CCc2ncccc21,187,16:01600:1:Z2975748738;16:01600:2:Z2274478279;16:01600:2:Z2142864052;
OC12CCCCC1CNCC2,224,16:01600:1:Z4313405655;16:01600:4:Z4329405649;16:01601:3:Z4329408264;
O=C1NCC(O)CC12CCNCC2,57,16:01600:1:Z3651113484;16:01600:7:Z2976772452;16:01601:1:Z4216025777;
O=C1CC2(CCNCC2)C(O)CN1,68,16:01600:1:Z3654463892;16:01600:7:Z3654461683;16:01601:3:Z3715696407;
CN1CCCCC12CC2,387,16:01600:1:Z3806609337;16:01600:3:Z3910513925;16:01600:6:Z3807114117;
CC1CCN(C)CC1,814,16:01600:1:Z4640323200;16:01600:3:Z4094811379;16:01600:3:Z3611781183;
O=C1CCCC2CC12,323,16:01600:1:Z4318830925;16:01600:5:Z4325673857;16:01601:1:Z4472922571;
Clc1ccc2cc[nH]c2c1,645,16:01600:1:Z2667753994;16:01601:2:Z1039526700;16:01601:5:Z2860440417;
c1cn2c(n1)NCC2,357,16:01600:1:Z3361871181;16:01600:1:Z3383889455;16:01600:3:Z2841287968;
CC1CNc2ncccc2C1,75,16:01600:1:Z4370961252;16:01601:6:Z4169980934;16:01602:3:Z4370965635;
Cc1nnn[nH]1,755,16:01600:1:Z4883916376;16:01600:2:Z3544774103;16:01600:2:Z3576241611;
O=C1NCCNC12CC2,328,16:01600:1:Z4041919665;16:01600:2:Z4041912024;16:01600:4:Z3883192369;
O=C1CCC2(CCCNC2)CN1,136,16:01600:1:Z4004142487;16:01600:2:Z4023976412;16:01600:4:Z4023976441;
Clc1cccc2cc[nH]c12,116,16:01600:1:Z2721137774;16:01602:7:Z5034604045;16:01603:1:Z2961180166;
C1CCC2(CCCOC2)NC1,150,16:01600:1:Z3878319575;16:01602:0:Z4490151596;16:01602:6:Z4378344855;
c1noc2c1CCCCC2,587,16:01600:1:Z2804922630;16:01600:3:Z3344632246;16:01600:4:Z3091823134;
CC1Cc2ccccc2N1,640,16:01600:1:Z2601113049;16:01600:5:Z1878247468;16:01600:9:Z4155628517;
Fc1ccc2c(Cl)n[nH]c2c1,51,16:01600:1:Z4270341568;16:01600:3:Z4270371920;16:01603:4:Z3595086640;
CN1CCn2nccc2C1=O,158,16:01600:1:Z4230001073;16:01600:4:Z3547762268;16:01600:7:Z3599139605;
Cn1ccc(=O)cc1,404,16:01600:1:Z2960898498;16:01600:3:Z3011226659;16:01600:4:Z3906939648;
c1nc2c([nH]1)COCC2,179,16:01600:1:Z3361561687;16:01600:3:Z3363110648;16:01601:1:Z3363182016;
CC1(C)CNCCS1,1167,16:01600:1:Z4250898321;16:01600:1:Z4471515637;16:01600:1:Z1724600067;
Oc1ccc2ncsc2n1,32,16:01600:1:Z4224367923;16:01601:4:Z4224363772;16:01603:1:Z4224366839;
Clc1cc[nH]c1Cl,449,16:01600:1:Z237995726;16:01600:2:Z357259790;16:01600:3:Z3228346161;
Clc1cnn2c1CNCC2,368,16:01600:1:Z3607280673;16:01600:2:Z4166774034;16:01600:6:Z3395650117;
CC1CNCCS1=O,677,16:01600:1:Z1991820018;16:01600:5:Z4419075516;16:01600:8:Z1247172049;
C1CNC2CC2N1,208,16:01600:1:Z3383811264;16:01600:4:Z4054993886;16:01602:2:Z4054994421;
CC1(C)C2CCC1CC2,825,16:01600:1:Z3496867593;16:01600:2:Z4332604538;16:01600:2:Z3681613056;
OC1CC2(CNC2)C1,317,16:01600:1:Z3390377349;16:01600:4:Z3057251790;16:01600:8:Z4294327698;
Cn1ccsc1=N,278,16:01600:1:Z3048061164;16:01600:3:Z3667127757;16:01600:4:Z3102424186;
Cc1csc2cc[nH]c12,185,16:01600:1:Z4007014245;16:01600:6:Z4478386922;16:01600:9:Z4021416199;
CC1(C)CCNCC(C)(C)C1,100,16:01600:1:Z2645365009;16:01602:5:Z3313066481;16:01603:2:Z3337046828;
OC1CNCC1F,757,16:01600:1:Z4230220600;16:01600:2:Z3060865008;16:01600:8:Z3060857983;
Cc1ccc2cc(F)ccc2n1,95,16:01600:1:Z4076400109;16:01600:1:Z4034330344;16:01605:6:Z1439158149;
c1cc2sccc2s1,492,16:01600:1:Z4467168185;16:01600:6:Z1067516916;16:01600:6:Z2175009691;
Clc1ccc2cc3n(c2c1)CCNC3,23,16:01600:1:Z3051509386;16:01613:5:Z1896747524;16:01615:8:Z1895196585;
FC12CCC(CC1)C2,735,16:01600:1:Z3656880140;16:01600:2:Z4118045686;16:01600:2:Z3530534756;
O=S1CC2CNCC(C2)C1,253,16:01600:1:Z4013098066;16:01600:4:Z4423948791;16:01600:6:Z4025715326;
Cc1nc[nH]c(=O)c1F,60,16:01600:1:Z3292820364;16:01603:1:Z3340238413;16:01604:1:Z3340237363;
C1CCC2NCCCC2C1,730,16:01600:1:Z4446292774;16:01600:1:Z5039957032;16:01600:1:Z4040853687;
OC1CC2(CCNC2)C1,514,16:01600:1:Z4084244288;16:01600:3:Z4078561606;16:01600:3:Z4081315047;
CC1NCCc2ccncc21,176,16:01600:1:Z3626963019;16:01600:2:Z3518740893;16:01603:1:Z3626957407;
Cc1coc2ccccc12,858,16:01600:1:Z4912859553;16:01600:3:Z1366327786;16:01600:4:Z1728393730;
c1cc2n(n1)CCCN2,1138,16:01600:1:Z4912859553;16:01600:2:Z2219827499;16:01600:3:Z4289587674;
C1CCN2CCOCC2C1,216,16:01600:1:Z4209803551;16:01600:2:Z4282077111;16:01600:6:Z3346797359;
CC1NCCS1,141,16:01600:1:Z4562343363;16:01600:1:Z1966499397;16:01601:2:Z3486388400;
Cc1cnsc1,1395,16:01600:1:Z3539057892;16:01600:2:Z3856661843;16:01600:2:Z3844353368;
Cc1ccc2nsnc2c1,261,16:01600:1:Z3603729397;16:01601:2:Z3365272894;16:01602:4:Z3365349535;
Cc1cccc2c1CCC2,678,16:01600:1:Z1129710213;16:01600:2:Z4170062002;16:01600:3:Z3557125615;
FC1(F)C2CNCC21,713,16:01600:1:Z2500250236;16:01600:3:Z2474446721;16:01600:5:Z2779572889;
C1CNC2(C1)CCCOC2,307,16:01600:1:Z3194919247;16:01600:2:Z3368050041;16:01600:2:Z2962661974;
Cc1cccc2cn[nH]c12,133,16:01600:1:Z3699042442;16:01601:1:Z3672145229;16:01602:5:Z3698030476;
Fc1ccc2c(c1F)CCC2,189,16:01600:1:Z2495135115;16:01600:6:Z3780741115;16:01601:6:Z2500889238;
CC1(C)NCCNC1=O,563,16:01600:1:Z2850330303;16:01600:2:Z1171484571;16:01600:2:Z3469531770;
Oc1ccncc1Cl,209,16:01600:1:Z2014732640;16:01600:6:Z3060598942;16:01601:6:Z4256463884;
CC1(C)CCCNCC1,409,16:01600:1:Z2479445585;16:01600:3:Z2706325203;16:01600:9:Z1271277629;
NC1CCSCC1,285,16:01600:1:Z3799954123;16:01600:2:Z4062733117;16:01600:4:Z4776954026;
CC1(C)CNCCNC1,321,16:01600:1:Z3832812216;16:01601:2:Z4000997479;16:01601:3:Z4113545183;
O=S1(=O)CCC2(CCCN2)CC1,108,16:01600:1:Z4028006263;16:01602:7:Z3888627604;16:01602:8:Z3319881288;
C1CCC2(CC1)CCCCO2,463,16:01600:1:Z3788207377;16:01600:7:Z4278729396;16:01601:2:Z3561709586;
CC1COC2(CCNCC2)O1,224,16:01600:1:Z2947077175;16:01600:2:Z1482843915;16:01601:2:Z1630021262;
O=C1NCCCC1(F)F,350,16:01600:1:Z4218350185;16:01600:3:Z3395192275;16:01600:4:Z3382157109;
c1ccc2ncncc2c1,1565,16:01600:1:Z127076276;16:01600:2:Z2169625843;16:01600:3:Z2614832592;
C1COC2CC2C1,1324,16:01600:1:Z3048659212;16:01600:2:Z4233407792;16:01600:2:Z3050544812;
Cc1nc2c(s1)CCCC2,857,16:01600:1:Z3705700280;16:01600:3:Z2362642881;16:01600:8:Z1900258438;
Cc1cccc2c1CCO2,205,16:01600:1:Z2270758560;16:01602:6:Z3855630371;16:01602:7:Z3595472483;
O=C1NC=CCN1,35,16:01600:1:Z167840850;16:01604:6:Z892754864;16:01606:3:Z4273107099;
O=C1NCCCNCC1(F)F,253,16:01600:1:Z4117365190;16:01600:4:Z3194572024;16:01600:9:Z3205887838;
C1=NOC2(C1)CNC2,351,16:01600:1:Z4255157569;16:01600:1:Z3534057742;16:01600:2:Z4273077193;
O=S1(=O)CCC(O)C1,661,16:01600:1:Z3601907562;16:01600:1:Z3601924603;16:01600:1:Z2951050209;
CC1(N)CCNCC1,474,16:01600:1:Z2443694465;16:01600:2:Z3550325219;16:01600:4:Z5020223951;
CN1CC2(C)CNCC2(C)C1,180,16:01600:1:Z2915786288;16:01600:5:Z3786291529;16:01601:0:Z3829935324;
c1nc2c([nH]1)CNCC2,424,16:01600:1:Z2234743450;16:01600:1:Z2233389239;16:01600:5:Z2713334333;
CC1(C)CNC(C)(C)C1O,275,16:01600:1:Z3644307274;16:01600:7:Z3712722227;16:01600:7:Z4491753870;
CC12CC(CO1)C2,1219,16:01600:1:Z4295497922;16:01600:2:Z3704323905;16:01600:4:Z3552384495;
CC1(C)CCC2(CCN2)CC1,113,16:01600:1:Z3645842322;16:01600:9:Z3622688146;16:01601:2:Z3645840574;
Cc1c[nH]c2ccccc2c1=O,8,16:01600:1:Z4216399216;16:01609:6:Z4216397907;16:01621:5:Z4216396467;
C1CC2(C1)NCCS2,246,16:01600:1:Z3054238287;16:01600:1:Z2965539025;16:01600:3:Z4350568581;
NC1CCOC2(CCNCC2)C1,62,16:01600:1:Z3342448987;16:01604:5:Z3794601358;16:01607:9:Z3384670761;
Cc1cc2ncccn2n1,751,16:01600:1:Z3406881058;16:01600:3:Z4468773728;16:01600:3:Z762968824;
Cc1ccc(C)c(C)n1,349,16:01600:1:Z4040305074;16:01600:6:Z4029200586;16:01600:6:Z4028223702;
Fc1ccc2nc[nH]c2c1,350,16:01600:1:Z1907735332;16:01600:3:Z1900595809;16:01600:3:Z756766172;
Cc1ccc[nH]c1=O,1067,16:01600:1:Z3591574478;16:01600:1:Z4139048490;16:01600:2:Z1891477500;
Cc1nc2c(o1)CCCC2,299,16:01600:1:Z3053884242;16:01600:2:Z4080712871;16:01601:7:Z3051966795;
c1nnc2n1CCOC2,724,16:01600:1:Z2874646326;16:01600:2:Z3536071992;16:01600:3:Z4290534213;
Nc1nc2c(c(=O)[nH]1)CCNC2,39,16:01600:1:Z5035882457;16:01601:4:Z5035882640;16:01603:4:Z5046786848;
Nc1ncccc1F,17,16:01600:1:Z4223551689;16:01604:7:Z3506727344;16:01612:0:Z4918759462;
Cc1nnc2n1CCCC2,694,16:01600:1:Z3298254073;16:01600:2:Z1356997455;16:01600:4:Z3103864277;
c1ccc2c3c([nH]c2c1)CNCCS3,25,16:01600:1:Z3321339891;16:01610:8:Z3598194876;16:01614:1:Z3598199808;
CC1CC(C)NC(C)C1,353,16:01600:1:Z3087581453;16:01600:7:Z3518888126;16:01600:7:Z3521587729;
OC1CCC12CCC2,1961,16:01600:1:Z2646353475;16:01600:2:Z4324215449;16:01600:2:Z4064927198;
CN1CCCNS1(=O)=O,127,16:01600:1:Z2832651104;16:01600:9:Z2613870166;16:01602:5:Z3357301590;
CC1CN=CS1,338,16:01600:1:Z2408306648;16:01600:7:Z4328638554;16:01600:9:Z2714760741;
Oc1cccc2c1CCCN2,130,16:01600:1:Z4347080676;16:01601:5:Z4347081706;16:01602:4:Z4407691223;
Fc1ccoc1,537,16:01600:1:Z4013431517;16:01600:7:Z4179077225;16:01600:8:Z4020306031;
FC1(F)CC2CCC(C1)N2,366,16:01600:1:Z2704186693;16:01600:5:Z2717458266;16:01600:8:Z2961056563;
CC12CNCC1CNC2,368,16:01600:1:Z2828345437;16:01600:8:Z2828355757;16:01601:3:Z4461797740;
CC1CCCCc2ccccc21,26,16:01600:1:Z3598407971;16:01600:1:Z3598411268;16:01601:7:Z3360193835;
C1COC2(CCSCC2)CN1,237,16:01600:1:Z3060936279;16:01600:5:Z3091421850;16:01601:0:Z3316985481;
Cc1cc(N)[nH]n1,342,16:01600:1:Z4105610859;16:01600:1:Z4103477881;16:01601:5:Z4478053249;
O=c1cnc2c([nH]1)CCCC2,184,16:01600:1:Z4232904060;16:01600:4:Z4228774858;16:01600:6:Z4230388807;
CC1Cc2cnccc2N1,190,16:01600:1:Z2691293527;16:01600:3:Z4126788719;16:01600:4:Z4996868737;
Cc1nc2n(n1)CCNC2,366,16:01600:1:Z4104987148;16:01600:3:Z3351975455;16:01600:6:Z3557791975;
FC1(F)CC2CC1CN2,421,16:01600:1:Z4559803245;16:01600:1:Z3639302120;16:01600:5:Z3639314024;
Oc1cccc(F)c1F,96,16:01600:1:Z4041613993;16:01600:8:Z3534523418;16:01601:9:Z3838443205;
Fc1cc[nH]n1,408,16:01600:1:Z3531625216;16:01600:5:Z4054084709;16:01601:1:Z4640010736;
Clc1cccc2[nH]ncc12,233,16:01600:1:Z4324757843;16:01600:1:Z4324575792;16:01600:1:Z4222467786;
O=C1CNC(=O)CN1,313,16:01600:1:Z3210491666;16:01600:1:Z3210490308;16:01600:9:Z4996139493;
Oc1ccc2c(n1)NCCC2,77,16:01600:1:Z3671533899;16:01600:1:Z3541880773;16:01600:1:Z4595139112;
