fragment_smiles,occurences,example_ligands
Cc1cc(F)c2c(c1)CCNC2,18,434:43412:2:PV-004843258620;434:43416:7:PV-002409469747;434:43417:3:PV-002564717682;
C1CNCCC2(C1)CCC2,8,434:43412:2:PV-004843259269;434:43427:7:PV-004847428525;434:43456:5:PV-004855107282;
CC1(C)CCc2ccc(F)cc2O1,5,434:43412:2:PV-004843264977;434:43412:6:PV-002254197304;434:43418:3:PV-004844904920;
CS(C)(=N)=O,8,434:43412:2:PV-004843268578;434:43413:2:PV-002305950200;434:43425:9:PV-004846942047;
Oc1ccc2c(c1)CCNCC2,7,434:43412:3:PV-004843283675;434:43419:3:PV-004845161683;434:43443:1:PV-002513110919;
Cc1cc2c(c(=O)[nH]1)CCCN2,2,434:43412:3:PV-004843286635;434:43456:7:PV-004855159834;
c1cc2sccn2n1,23,434:43412:3:PV-004843292491;434:43412:9:PV-004843451119;434:43412:9:PV-004843451120;
Fc1ccc2c(c1)NCC2,8,434:43412:3:PV-004843304107;434:43434:9:PV-004849336077;434:43446:1:PV-004852327652;
Cc1cn2c(n1)C(C)NCC2,4,434:43412:4:PV-004843313195;434:43413:2:PV-004843529156;434:43423:0:PV-004846154594;
CC1CCNc2ccccc21,6,434:43412:4:PV-004843313613;434:43434:6:PV-004849249977;434:43436:7:PV-004849821771;
Cc1ncccc1Cl,8,434:43412:4:PV-004843318261;434:43418:7:PV-004845009309;434:43429:6:PV-004847922373;
OC1CCC2CCNC12,9,434:43412:4:PV-004843336990;434:43417:4:PV-004844643379;434:43444:8:PV-004851982136;
Oc1ccc2c(c1)CNC2,4,434:43412:5:PV-004843343812;434:43416:1:PV-002150718613;434:43416:1:PV-002202464246;
Cc1c(F)cccc1F,4,434:43412:5:PV-004843354076;434:43437:0:PV-004849894710;434:43445:1:PV-004852050675;
CC1CC2(CCOCC2)CN1,5,434:43412:5:PV-004843365064;434:43419:2:PV-004845144390;434:43431:5:PV-004848426550;
C1CC2CNCC(C1)O2,3,434:43412:6:PV-002254195821;434:43465:8:PV-004857584277;434:43473:7:PV-004859678652;
c1nc2c(s1)CCCCC2,4,434:43412:6:PV-002150698782;434:43419:5:PV-004845223227;434:43421:8:PV-004845845046;
O=C1NCc2[nH]ncc21,7,434:43412:6:PV-002202444697;434:43414:9:PV-002150712677;434:43424:3:PV-002409512850;
O=S1(=O)CCCN1,8,434:43412:6:PV-002357698658;434:43426:5:PV-004847104442;434:43432:5:PV-002306055092;
O=c1[nH]cnc2cc(F)ccc12,3,434:43412:6:PV-002098952060;434:43414:9:PV-002357709872;434:43461:6:PV-004856480422;
Cn1cnc2cc(F)ccc21,20,434:43412:6:PV-002409450186;434:43430:8:PV-002306045317;434:43432:7:PV-004848750127;
O=C1C2CCCCC1CCC2,10,434:43412:6:PV-004843378713;434:43428:4:PV-002357783428;434:43430:7:PV-004848205309;
CC1NCCn2ccnc21,2,434:43412:7:PV-004843384155;434:43464:2:PV-002409727250;
O=C1NCC2CC1C2,23,434:43412:7:PV-004843390672;434:43412:7:PV-004843390673;434:43412:7:PV-004843390674;
C1CC2(C1)CCC21CCC1,2,434:43412:7:PV-004843393826;434:43451:0:PV-004853619828;
FC1(F)CCC2(CCNC2)CC1,6,434:43412:7:PV-004843396362;434:43430:0:PV-004848025564;434:43440:7:PV-002409599895;
C1CC2COCC1C2,12,434:43412:7:PV-004843398528;434:43430:7:PV-004848200036;434:43430:8:PV-004848235721;
Cc1nn(C)c2c1NCCO2,4,434:43412:8:PV-004843413810;434:43441:9:PV-002564851040;434:43443:4:PV-004851611051;
CC1(C)CC=NO1,11,434:43412:8:PV-004843420183;434:43423:5:PV-004846276804;434:43430:5:PV-004848153172;
O=C1CCNN1,2,434:43412:8:PV-004843421201;434:43457:7:PV-002409693539;
C1CC2COCC2CN1,4,434:43412:8:PV-004843422279;434:43490:8:PV-004864264087;434:43496:2:PV-004865686570;
C1CCC2(C1)CNCCO2,19,434:43412:8:PV-004843436327;434:43418:5:PV-002409481253;434:43423:1:PV-002461253208;
c1cnncn1,20,434:43412:8:PV-004843440995;434:43414:7:PV-004843926326;434:43419:0:PV-004845093075;
Fc1ccc2c(c1F)CCC2,7,434:43412:9:PV-004843445737;434:43426:7:PV-004847140178;434:43441:9:PV-002409607211;
C1CC2(C1)CNCCOC2,10,434:43412:9:PV-004843451256;434:43438:0:PV-004850159415;434:43457:7:PV-002409692685;
O=C1CCCC2CC12,5,434:43412:9:PV-004843455087;434:43428:6:PV-004847662573;434:43453:3:PV-004854256754;
Clc1ncc2cc[nH]c2n1,1,434:43412:9:PV-004843461373;
O=C1COc2ccc(F)cc2N1,10,434:43413:0:PV-004843485200;434:43418:5:PV-004844949667;434:43433:0:PV-004848832172;
CC1CCCC(=O)C1,2,434:43413:0:PV-004843489926;434:43452:8:PV-004854107207;
C1CNC2(CC2)COC1,3,434:43413:0:PV-004843490997;434:43481:3:PV-004861705493;434:43487:3:PV-004863320259;
O=C1CCc2ccccc2C1,6,434:43413:0:PV-004843493188;434:43436:9:PV-004849868090;434:43447:6:PV-004852729735;
CC1CCOC2(CCC2)C1,5,434:43413:0:PV-004843494923;434:43461:9:PV-004856540194;434:43477:9:PV-004860799251;
c1nc2c([nH]1)CNCC2,13,434:43413:1:PV-004843509982;434:43419:8:PV-004845306912;434:43424:9:PV-004846673283;
CC1(C)CC2(CCC2)CN1,6,434:43413:1:PV-004843514492;434:43422:4:PV-004845992657;434:43430:6:PV-004848177785;
O=C1CCCC2(CCC2)N1,5,434:43413:1:PV-004843518524;434:43459:9:PV-004856011762;434:43474:2:PV-002461527095;
C1=NOC2CCCC12,5,434:43413:1:PV-004843518606;434:43421:0:PV-004845614767;434:43422:8:PV-004846101912;
CC1(C)CC2(CCN2)CC(C)(C)O1,3,434:43413:1:PV-004843524971;434:43459:1:PV-004855800272;434:43496:9:PV-004865884450;
CN1CCNCc2ccccc21,26,434:43413:1:PV-002098952739;434:43413:8:PV-002357705141;434:43418:5:PV-002202477342;
Nc1nc2[nH]cnc2c(=O)[nH]1,4,434:43413:2:PV-002150701443;434:43426:0:PV-002409519965;434:43448:4:PV-002150892471;
Clc1ccc2nc[nH]c2c1,1,434:43413:2:PV-002461197835;
Cc1cnc2c(c1)NCCN2,6,434:43413:2:PV-002150701803;434:43463:0:PV-002099221075;434:43463:0:PV-002150968960;
Clc1cccc2[nH]cnc12,2,434:43413:2:PV-002098955297;434:43463:9:PV-004857064809;
Nc1nnco1,3,434:43413:2:PV-002098955452;434:43444:3:PV-002357867351;434:43458:1:PV-004855534137;
CC1CNCCC1(F)F,6,434:43413:2:PV-004843533536;434:43416:5:PV-004844426882;434:43449:5:PV-002632315288;
Clc1ccc2occc2c1,6,434:43413:2:PV-004843537456;434:43439:9:PV-004850657570;434:43439:9:PV-004850657571;
c1cnc2nncn2c1,7,434:43413:2:PV-004843541654;434:43424:9:PV-002099017699;434:43445:4:PV-002461372476;
O=C1NCCc2cc(F)ccc21,10,434:43413:3:PV-004843552458;434:43413:3:PV-004843552459;434:43429:6:PV-002357789813;
c1cc2c(o1)CNC2,17,434:43413:3:PV-004843558024;434:43414:0:PV-004843760977;434:43415:4:PV-004844133765;
O=C1CCOC1,5,434:43413:3:PV-004843559731;434:43413:3:PV-004843559732;434:43433:6:PV-004848988168;
OC1CCNCC12CCC2,4,434:43413:3:PV-004843570410;434:43418:6:PV-004844977271;434:43421:6:PV-004845765967;
Cc1cc(=O)n2c(n1)CCCC2,11,434:43413:4:PV-004843578688;434:43415:7:PV-004844204602;434:43417:2:PV-004844611317;
Cc1ccc2ncoc2c1,3,434:43413:4:PV-004843580856;434:43429:2:PV-004847813521;434:43459:1:PV-004855804645;
O=C1CNC2CCCCC2N1,4,434:43413:5:PV-004843611762;434:43426:9:PV-004847189007;434:43459:6:PV-004855928159;
C1COCN1,9,434:43413:5:PV-004843614698;434:43417:2:PV-004844599148;434:43418:9:PV-004845054488;
CC1(C)C(O)C2CCCNC21,3,434:43413:5:PV-004843625689;434:43421:0:PV-004845606110;434:43489:1:PV-004863813901;
C1=NCC2(CCOCC2)CN1,3,434:43413:6:PV-004843635203;434:43423:8:PV-004846364860;434:43438:1:PV-004850189409;
c1n[nH]c2c1CNC2,14,434:43413:6:PV-004843637824;434:43430:1:PV-004848063966;434:43435:7:PV-004849537521;
c1[nH]nc2c1CNCC2,9,434:43413:6:PV-004843639206;434:43418:0:PV-004844804878;434:43434:4:PV-004849192601;
CC1CCCCS1,3,434:43413:6:PV-004843639746;434:43413:6:PV-004843639747;434:43443:7:PV-004851681003;
c1cc2n(n1)CC1(CCNCC1)OC2,5,434:43413:6:PV-004843646788;434:43433:8:PV-004849026688;434:43440:4:PV-004850806840;
Nc1ncccc1Cl,11,434:43413:6:PV-004843650515;434:43413:6:PV-004843650516;434:43413:6:PV-004843650517;
CC1CC2CCC(C1)N2,4,434:43413:6:PV-004843654290;434:43418:1:PV-004844850959;434:43430:4:PV-004848126212;
C1CCC2(CCC2)CNC1,10,434:43413:8:PV-004843684854;434:43418:0:PV-004844827910;434:43421:2:PV-004845665181;
CC12CC(C1)C1(CCOCC1)O2,2,434:43413:8:PV-004843685447;434:43446:4:PV-004852409287;
CC1Nc2ccccc2C1(C)C,4,434:43413:8:PV-004843686700;434:43427:8:PV-002254280733;434:43445:9:PV-004852262354;
CC1CCCCC1=O,5,434:43413:8:PV-004843693267;434:43440:4:PV-004850782802;434:43454:7:PV-004854636936;
CC1Cc2cc(F)ccc2CN1,8,434:43413:8:PV-004843701665;434:43416:7:PV-002098972767;434:43429:5:PV-004847896670;
CN1CCNCCC12CCOCC2,3,434:43413:9:PV-004843707359;434:43427:2:PV-004847280231;434:43441:9:PV-002461351829;
C1CC2(CCN1)CNCCN2,10,434:43413:9:PV-004843708837;434:43415:3:PV-004844100555;434:43423:6:PV-004846313498;
Cc1ccc(F)c2c1CCCN2,4,434:43414:0:PV-004843747142;434:43456:3:PV-004855044289;434:43485:8:PV-004862935351;
C1CC2COCC2O1,3,434:43414:0:PV-004843750476;434:43426:4:PV-004847055576;434:43490:2:PV-004864090706;
c1ccc2c(c1)CC1CNC21,3,434:43414:0:PV-004843762390;434:43470:2:PV-004858750309;434:43489:6:PV-004863945975;
CC1C2CNCC12,3,434:43414:0:PV-004843762672;434:43450:6:PV-004853526696;434:43488:8:PV-004863719268;
O=C1CNCC2(CCC2)N1,7,434:43414:0:PV-004843763079;434:43426:0:PV-004846967988;434:43427:8:PV-004847434853;
CC1(C)OC2C3CCC(C3)C2O1,5,434:43414:1:PV-004843764643;434:43416:6:PV-004844462131;434:43450:8:PV-004853558442;
NC1CC2(CCCCC2)C1,7,434:43414:1:PV-004843775359;434:43439:4:PV-004850528656;434:43445:3:PV-004852109590;
CC1(C)CCc2ccccc2CC1,6,434:43414:1:PV-004843775880;434:43419:5:PV-004845215802;434:43446:2:PV-004852334927;
CC1(C)CNC2COCC2O1,3,434:43414:1:PV-004843777708;434:43458:1:PV-004855525965;434:43494:0:PV-004865113868;
O=C1CCNC1,6,434:43414:1:PV-004843779218;434:43430:5:PV-004848141558;434:43432:0:PV-004848551023;
CC1CC(C)(O)CCN1,2,434:43414:1:PV-004843779745;434:43483:0:PV-004862169204;
CC1COC(C)(C)OC1,9,434:43414:1:PV-004843784083;434:43414:7:PV-004843937159;434:43416:7:PV-004844471891;
O=C1CC2CNC1C2,7,434:43414:1:PV-004843785088;434:43414:1:PV-004843790251;434:43428:7:PV-004847674930;
CN1CCCCCCNCCC1,12,434:43414:1:PV-004843789946;434:43419:1:PV-004845104279;434:43424:9:PV-002357763956;
Fc1ccc2c(c1)CNCCC2,2,434:43414:2:PV-004843792847;434:43492:9:PV-004864816049;
CC1(C)CNCC2CCOC2C1,10,434:43414:2:PV-004843792906;434:43414:4:PV-004843860042;434:43421:8:PV-004845836403;
Nc1cncc(Cl)c1,1,434:43414:2:PV-004843796656;
c1ccc2c(c1)NCCCO2,7,434:43414:2:PV-004843801516;434:43441:4:PV-004851062907;434:43448:8:PV-004853033806;
FC1=CCNC1,7,434:43414:2:PV-004843807959;434:43449:0:PV-004853097615;434:43455:4:PV-004854814429;
C1CC2CNCC(CN1)C2,11,434:43414:2:PV-004843809532;434:43425:6:PV-004846850684;434:43433:8:PV-004849028495;
C1CCC2(CNC2)NC1,7,434:43414:2:PV-004843817941;434:43430:2:PV-002306042109;434:43434:9:PV-002202564704;
NC1CCC(F)(F)CC1,4,434:43414:3:PV-004843822070;434:43435:1:PV-004849372122;434:43458:6:PV-004855654725;
c1ccc2c(c1)CCCc1ccnnc1-2,2,434:43414:3:PV-004843834256;434:43471:5:PV-004859108921;
Nc1noc2ccccc12,4,434:43414:3:PV-002098959106;434:43414:3:PV-002357707431;434:43420:2:PV-002254238285;
C1COC2(CNC2)N1,5,434:43414:3:PV-002357706527;434:43437:4:PV-004850001665;434:43455:9:PV-004854959915;
Fc1cnc2ccccc2n1,2,434:43414:3:PV-002357707445;434:43440:7:PV-004850873828;
CC1(C)CCc2ccccc2N1,8,434:43414:3:PV-002564702876;434:43416:7:PV-002461215582;434:43438:0:PV-004850141337;
Cc1ccc2nncn2n1,2,434:43414:3:PV-002305956583;434:43462:7:PV-004856765286;
CC1(C)COCN1,3,434:43414:4:PV-004843842774;434:43434:2:PV-004849140893;434:43437:9:PV-004850111208;
CC1(C)CNCC(O)C1,4,434:43414:4:PV-004843843104;434:43431:9:PV-002409552186;434:43458:9:PV-002254448026;
C1CC2OCCC2CN1,6,434:43414:4:PV-004843843346;434:43426:2:PV-004847000100;434:43458:2:PV-004855563433;
CN1C(=O)CC2CNCCC21,9,434:43414:4:PV-004843848931;434:43415:3:PV-004844100204;434:43427:3:PV-004847295923;
Oc1cccc2cccc(O)c12,9,434:43414:4:PV-004843858148;434:43418:4:PV-004844921381;434:43424:4:PV-004846537332;
FC1(F)CNC1,12,434:43414:4:PV-004843859580;434:43423:2:PV-004846194542;434:43424:4:PV-004846513213;
C1CCC2(C1)CNCC1(CCC1)O2,4,434:43414:4:PV-004843864003;434:43422:5:PV-004846019440;434:43470:2:PV-004858749013;
OC1COC2CC1C2,1,434:43414:4:PV-004843864811;
O=c1ccoc2cccc(O)c12,7,434:43414:5:PV-004843868028;434:43424:1:PV-004846437595;434:43424:1:PV-004846437596;
FC1(F)CCc2[nH]ccc2C1,15,434:43414:5:PV-004843868050;434:43417:6:PV-004844702811;434:43421:6:PV-004845786616;
O=C1CCC(O)CC1,10,434:43414:5:PV-004843886034;434:43415:9:PV-004844268228;434:43422:6:PV-004846058986;
CN1CC2CCCC(CC1=O)N2,7,434:43414:5:PV-004843891106;434:43422:7:PV-004846066244;434:43423:9:PV-004846401257;
OC1CNC2(CCOCC2)CC1O,4,434:43414:5:PV-004843891216;434:43422:0:PV-004845891120;434:43478:9:PV-004861071998;
CN1CCC2(CCCNC2)C1,4,434:43414:6:PV-004843896114;434:43445:5:PV-002099129311;434:43452:4:PV-004854014366;
OC12CCCCC1CNCC2,5,434:43414:6:PV-004843915475;434:43437:8:PV-004850102425;434:43454:4:PV-004854531599;
CC1CCC(C)(C)N1,8,434:43414:6:PV-004843915655;434:43415:6:PV-004844184142;434:43425:6:PV-004846841994;
C1CC2(C1)CCNCCO2,12,434:43414:6:PV-004843916677;434:43416:8:PV-004844490224;434:43429:5:PV-004847893025;
C1CNCC2(C1)CCOC2,7,434:43414:6:PV-004843922540;434:43440:7:PV-004850881173;434:43441:9:PV-002632235222;
c1ccc2c(c1)CCCCS2,29,434:43414:7:PV-004843925371;434:43415:3:PV-004844088497;434:43415:3:PV-004844088498;
CN1CCNc2ccccc2C1,4,434:43414:7:PV-004843930743;434:43418:3:PV-004844891946;434:43457:3:PV-004855307207;
CC1(C)CCCCc2ccccc21,13,434:43414:7:PV-004843934540;434:43433:3:PV-004848900036;434:43441:1:PV-004850992262;
CC1CNC2(CC2)C(=O)N1,3,434:43414:7:PV-004843935123;434:43426:4:PV-004847068931;434:43446:5:PV-004852446338;
Cc1cc(C)c2ncccc2c1,14,434:43414:7:PV-004843939971;434:43419:0:PV-002357733528;434:43434:0:PV-004849097591;
CC1(C)CNCC(N)C1,2,434:43414:7:PV-004843945837;434:43480:3:PV-004861458891;
Cc1ccc2c(c1)CCN2,11,434:43414:8:PV-004843954622;434:43416:3:PV-004844364931;434:43434:8:PV-004849317187;
C1CC2(CCOCC2)N1,3,434:43414:8:PV-004843959042;434:43431:8:PV-004848496652;434:43485:7:PV-004862882805;
C1CC2(CO1)OCCO2,4,434:43414:8:PV-004843960075;434:43439:7:PV-004850620032;434:43464:2:PV-002099228124;
Cc1ncc(Cl)cn1,6,434:43414:8:PV-004843960258;434:43448:3:PV-004852922187;434:43458:3:PV-004855595070;
CC1CCNCC12CCC2,8,434:43414:8:PV-004843964309;434:43425:1:PV-004846711596;434:43439:1:PV-004850442740;
Cc1cccc2c1CNCCO2,3,434:43414:8:PV-004843967928;434:43414:8:PV-004843967929;434:43414:8:PV-004843967930;
O=C1NCCCNC12CC2,7,434:43414:8:PV-004843968438;434:43423:3:PV-004846224172;434:43429:8:PV-004847956570;
CC1(C)CNCC(F)(F)C1,4,434:43414:8:PV-004843970171;434:43463:9:PV-004857089542;434:43465:9:PV-004857609770;
CN1CC2CC(C2)C1,2,434:43414:8:PV-004843971147;434:43477:7:PV-004860758014;
C1CC2CNCC1O2,10,434:43414:8:PV-004843972063;434:43429:8:PV-004847955929;434:43450:8:PV-004853558769;
c1ccc2c(c1)NCC1(CCOCC1)O2,2,434:43414:8:PV-004843975043;434:43428:5:PV-004847611296;
Cc1cc2cc(F)ccc2nc1C,2,434:43414:8:PV-004843982709;434:43498:1:PV-004866208201;
O=C1CCC2(CCNCC2)N1,3,434:43414:9:PV-004843994200;434:43458:3:PV-002357942435;434:43480:1:PV-002565057994;
Clc1ccc2ocnc2c1,1,434:43414:9:PV-002461206342;
Cc1ccc2scnc2c1,2,434:43414:9:PV-002305958902;434:43462:4:PV-002357966811;
Cc1cc(=O)[nH]c2c1c(C)nn2C,12,434:43414:9:PV-002202457738;434:43441:5:PV-004851076530;434:43441:5:PV-004851076531;
Cn1ncc2cn[nH]c21,6,434:43414:9:PV-002409462306;434:43419:0:PV-004845086599;434:43437:1:PV-004849932767;
O=C1Nc2cc(F)ccc2NC12CCC2,3,434:43414:9:PV-002409462796;434:43446:8:PV-004852496639;434:43477:1:PV-002202793285;
O=S1(=O)CC2CNCC21,1,434:43415:0:PV-004844009025;
Nc1ccc2ccc(O)nc2n1,14,434:43415:0:PV-004844015621;434:43421:8:PV-004845836909;434:43422:5:PV-004846021933;
CC1CSCCCN1,4,434:43415:0:PV-004844025500;434:43463:1:PV-004856868472;434:43468:8:PV-004858394008;
c1cc2c([nH]1)CCC2,5,434:43415:1:PV-004844031711;434:43440:4:PV-004850799354;434:43455:4:PV-002357927166;
Cc1cc(=O)n2ncnc2[nH]1,34,434:43415:1:PV-004844034591;434:43426:8:PV-004847158075;434:43426:8:PV-004847158076;
Clc1cccc2c1CNCC2,3,434:43415:1:PV-004844036394;434:43427:2:PV-002632075405;434:43497:1:PV-002632837990;
CC1(C)Cc2[nH]c(=O)ccc2C(C)(C)C1,2,434:43415:1:PV-004844038230;434:43466:1:PV-004857658936;
Cc1csc(C)c1C,25,434:43415:1:PV-004844039392;434:43421:2:PV-004845663856;434:43426:3:PV-004847034124;
CC1=Cc2ccccc2S1(=O)=O,5,434:43415:1:PV-004844048605;434:43428:5:PV-004847635140;434:43441:3:PV-004851033687;
Nc1nc(N)c2ccccc2n1,4,434:43415:1:PV-004844052695;434:43425:2:PV-004846756330;434:43444:6:PV-004851917913;
CC1(C)CNCCc2ccccc21,14,434:43415:2:PV-004844067798;434:43418:8:PV-004845045862;434:43421:4:PV-002202492933;
C1CCC2(CC1)CCCCNC2,6,434:43415:2:PV-004844070182;434:43435:0:PV-004849360210;434:43447:8:PV-004852781099;
CC1NCCc2ccc(O)cc21,6,434:43415:2:PV-004844077892;434:43424:9:PV-002513011692;434:43433:1:PV-002150808283;
Cc1ncc2cn[nH]c2n1,8,434:43415:2:PV-004844084687;434:43415:8:PV-004844221911;434:43424:9:PV-002461261302;
CC1CC(O)CN1,12,434:43415:3:PV-004844086125;434:43427:6:PV-004847387309;434:43430:2:PV-002461289733;
Cc1ccc2c(c1)C1CN(C)CCC1N2,6,434:43415:3:PV-004844099923;434:43420:7:PV-004845548384;434:43439:9:PV-004850664433;
C1=Nc2ncnn2CC1,3,434:43415:3:PV-004844108829;434:43482:9:PV-004862147728;434:43496:5:PV-004865773519;
Cc1ccc2c(c1)CC(=O)N2C,2,434:43415:4:PV-004844142207;434:43424:8:PV-004846647425;
Cc1c[nH]c(=O)s1,5,434:43415:5:PV-002150713497;434:43416:0:PV-004844278428;434:43453:6:PV-002306166944;
CC1(C)CCc2ccsc2C1,2,434:43415:5:PV-002409463705;434:43421:9:PV-002461244076;
c1nc2c([nH]1)COCC2,2,434:43415:5:PV-002254213251;434:43490:7:PV-004864219131;
OC1CCCC1O,18,434:43415:5:PV-004844157828;434:43416:6:PV-004844442169;434:43417:0:PV-004844541673;
Oc1ccc2c(c1)NCCC2,9,434:43415:5:PV-004844157828;434:43415:7:PV-004844208455;434:43426:8:PV-004847171969;
OC1CCc2ccccc2NC1,5,434:43415:6:PV-004844175719;434:43415:6:PV-004844175720;434:43415:6:PV-004844175721;
Clc1cnoc1,5,434:43415:6:PV-004844178656;434:43421:7:PV-004845798482;434:43457:4:PV-004855332824;
CC1NCCC1=O,5,434:43415:7:PV-004844201464;434:43435:0:PV-004849349561;434:43445:9:PV-004852266200;
Nc1cc(=O)[nH]cn1,8,434:43415:7:PV-004844213834;434:43416:7:PV-002098974352;434:43424:3:PV-002357761513;
CN1CCC(=O)N1,2,434:43415:8:PV-004844219735;434:43472:5:PV-004859357483;
O=C1CC2(CCC2)NCCN1,6,434:43415:8:PV-004844231318;434:43415:8:PV-004844231319;434:43415:8:PV-004844231320;
O=C1CCNC2CCCCN12,2,434:43415:8:PV-004844232915;434:43496:5:PV-002099401417;
CC1CNCCC1=O,6,434:43415:8:PV-004844237543;434:43435:6:PV-004849514520;434:43477:6:PV-004860738801;
Cc1cc2cc[nH]c2cc1Cl,2,434:43415:9:PV-004844247272;434:43489:7:PV-004863976037;
CC1CCCCC1(C)C,10,434:43415:9:PV-004844249176;434:43430:0:PV-004848034788;434:43449:9:PV-004853325922;
NC1CCCNC1=O,1,434:43415:9:PV-004844249584;
CC1CC2CNCCN2C1,5,434:43415:9:PV-004844271014;434:43421:2:PV-004845665304;434:43438:3:PV-004850248276;
O=C1NCCNC12CCC2,7,434:43416:0:PV-004844283853;434:43434:7:PV-004849268582;434:43441:4:PV-002513101772;
C1CC2(CCN1)CCO2,10,434:43416:0:PV-004844295176;434:43419:9:PV-004845335432;434:43433:2:PV-004848864797;
Cc1oc2ccccc2c1C,2,434:43416:0:PV-004844296948;434:43448:6:PV-004852976309;
Cc1c2ccccc2nn1C,4,434:43416:1:PV-002305963938;434:43421:4:PV-004845732308;434:43436:1:PV-004849647564;
C1=Cc2ccccc2CCC1,3,434:43416:1:PV-002357716055;434:43447:9:PV-004852812913;434:43479:7:PV-004861280756;
CC1CCC(=O)CN1,6,434:43416:1:PV-002098969214;434:43429:8:PV-004847981385;434:43448:4:PV-002150892438;
O=C1CCCC2CNCC2N1,5,434:43416:1:PV-002409467527;434:43422:1:PV-004845918122;434:43442:3:PV-004851307579;
C1CC2(CCN1)CCN2,6,434:43416:1:PV-002098969787;434:43422:0:PV-002564744044;434:43435:0:PV-004849343797;
FC1(F)CNCCCNC1,5,434:43416:1:PV-002150718642;434:43433:0:PV-004848813184;434:43466:5:PV-002564984256;
Oc1ccc2c(c1)OCCNC2,3,434:43416:1:PV-002564713546;434:43441:0:PV-004850963702;434:43492:2:PV-004864632346;
Cc1ccc2cc(C)oc2c1,5,434:43416:1:PV-004844309647;434:43418:0:PV-004844812656;434:43428:0:PV-004847476361;
C1OCC2CC1N2,2,434:43416:1:PV-004844314549;434:43433:5:PV-004848956837;
C1CC2(C1)COC2,5,434:43416:1:PV-004844318987;434:43437:7:PV-004850068867;434:43450:3:PV-004853440554;
CC1(C)CC2(CC2)c2ccccc2O1,20,434:43416:1:PV-004844320100;434:43416:1:PV-004844320101;434:43416:1:PV-004844320102;
Nc1ccnc(O)c1Cl,1,434:43416:2:PV-004844325611;
CC1CCC(=O)N1C,2,434:43416:2:PV-004844326204;434:43481:0:PV-004861634862;
CC1CNCCCO1,23,434:43416:2:PV-004844327687;434:43421:4:PV-004845725631;434:43422:7:PV-004846081555;
Cc1c(O)nc[nH]c1=O,5,434:43416:2:PV-004844329989;434:43434:9:PV-002461314536;434:43456:5:PV-002513181810;
c1n[nH]c2c1CCSC2,12,434:43416:2:PV-004844333527;434:43421:6:PV-004845770912;434:43444:7:PV-004851950507;
CC1CCc2ncncc2C1,7,434:43416:2:PV-004844340005;434:43429:3:PV-004847837476;434:43430:8:PV-002150797081;
Cc1n[nH]c2c1CNCC2,15,434:43416:3:PV-004844354109;434:43434:6:PV-004849253668;434:43434:6:PV-004849253669;
FC=C1CCCNC1,4,434:43416:3:PV-004844365433;434:43440:6:PV-004850851115;434:43464:3:PV-004857183277;
CC1CCSC1,6,434:43416:3:PV-004844375398;434:43421:0:PV-004845616995;434:43444:0:PV-004851758713;
FC1CC2CNC1C2,6,434:43416:4:PV-004844391568;434:43448:2:PV-004852876619;434:43473:8:PV-004859708699;
Cc1[nH]nc2cccc(Cl)c12,2,434:43416:4:PV-004844398440;434:43445:8:PV-004852239476;
FC1CC2CNCCN2C1,6,434:43416:5:PV-004844407044;434:43431:4:PV-004848395215;434:43434:1:PV-004849118240;
CC12CC3CC(C)(C1)CC(F)(C3)C2,11,434:43416:5:PV-004844407901;434:43445:7:PV-004852202532;434:43468:0:PV-004858179615;
O=C1CC2(CCC2)CN1,7,434:43416:5:PV-004844408120;434:43430:9:PV-004848261819;434:43441:9:PV-004851203484;
CC12CCCCC1CN2,7,434:43416:5:PV-004844419857;434:43419:2:PV-004845135179;434:43420:6:PV-004845510331;
C1CC2(CN1)COC2,10,434:43416:5:PV-004844434575;434:43417:3:PV-004844634092;434:43423:5:PV-004846277236;
C1CC2COCC(C2)N1,1,434:43416:6:PV-004844444554;
Cc1ncc(F)c(C)n1,2,434:43416:6:PV-004844447496;434:43474:3:PV-004859844782;
CC1(C)CCCC(F)(F)C1,3,434:43416:6:PV-004844447794;434:43417:4:PV-004844642938;434:43433:5:PV-004848958741;
c1nnc2n1CCOC2,8,434:43416:6:PV-004844448997;434:43416:6:PV-004844448998;434:43421:3:PV-004845701273;
CN1CC2(CCCNC2)CC1=O,5,434:43416:6:PV-004844453850;434:43443:0:PV-004851501105;434:43481:7:PV-004861820176;
Cc1cc(C)c2c(c1)CCCO2,71,434:43416:6:PV-004844457406;434:43416:6:PV-004844457407;434:43416:9:PV-004844514427;
CC1(C)C(N)CC1O,8,434:43416:6:PV-004844461523;434:43416:6:PV-004844461524;434:43442:2:PV-004851289088;
CC1COc2ccccc2CN1,5,434:43416:7:PV-002305970100;434:43453:4:PV-004854287873;434:43480:3:PV-004861441876;
O=S1(=O)CCCc2ccccc21,11,434:43416:7:PV-004844478394;434:43420:1:PV-004845376493;434:43443:4:PV-004851607632;
CC1(C)CNc2cccnc21,13,434:43416:7:PV-004844478729;434:43436:2:PV-004849667787;434:43438:3:PV-004850229761;
OC1CCNc2ccccc2C1O,3,434:43416:8:PV-004844486963;434:43432:3:PV-004848639908;434:43451:3:PV-004853709823;
CN1CCC2(CCCNCC2)CC1,2,434:43416:8:PV-004844502089;434:43472:8:PV-004859454713;
