fragment_smiles,occurences,example_ligands
CC1(C)Cc2ccc(Cl)cc2O1,72,133:13300:0:Z4383381056;133:13301:9:Z1971560873;133:13303:2:Z1971551823;
Cc1cc(C)c2c(C)nn(C)c2n1,384,133:13300:0:Z442990656;133:13300:3:Z3137804119;133:13300:3:Z1630535399;
CC1CCCCC1C,1001,133:13300:0:Z442990656;133:13300:1:Z2604603845;133:13300:3:Z1666144314;
CC1CC2CNCCN2C1=O,272,133:13300:0:Z4048739583;133:13300:6:Z3798053507;133:13301:3:Z4194897699;
OC1CCc2ccccc2C1,647,133:13300:0:Z3626341270;133:13300:1:Z2033414693;133:13300:2:Z4491063570;
C1CC2CSCC2CN1,226,133:13300:0:Z2916501588;133:13300:1:Z3577520075;133:13300:5:Z3602995492;
Cc1ccn[nH]c1=O,143,133:13300:0:Z3589079977;133:13301:0:Z3354522549;133:13301:4:Z3357019754;
Cn1ncc2c(=O)[nH]cnc21,1914,133:13300:0:Z3630681034;133:13300:0:Z3395245777;133:13300:2:Z738799742;
OC1CNCC2(CC2)C1,244,133:13300:0:Z3520468636;133:13300:5:Z3639419249;133:13301:4:Z3598764310;
c1nnc2n1CCC2,3247,133:13300:0:Z3255094885;133:13300:0:Z1068481174;133:13300:1:Z3565524332;
OC1CCc2cc(F)ccc21,241,133:13300:0:Z4214813963;133:13300:5:Z2457794429;133:13300:7:Z2457795969;
Cc1nc2cccnc2[nH]1,666,133:13300:0:Z3057897043;133:13300:1:Z1974122668;133:13300:1:Z3715800846;
Cc1cccc2ncccc12,321,133:13300:0:Z3617122857;133:13300:0:Z4883779031;133:13300:7:Z4114171872;
CC1CCC(C)C1,235,133:13300:0:Z3359683853;133:13300:2:Z3297191762;133:13300:5:Z1370679301;
Clc1cncnc1,3387,133:13300:0:Z1986189821;133:13300:1:Z1564662131;133:13300:1:Z3508813135;
C1CCC2(CCNCC2)OC1,1273,133:13300:0:Z4421638528;133:13300:0:Z4448403393;133:13300:1:Z4212035940;
Cc1ccc(F)cc1C,188,133:13300:0:Z3176874489;133:13301:4:Z5043193518;133:13301:5:Z3060893609;
Oc1nccc2c1CNCC2,152,133:13300:0:Z4962815164;133:13300:8:Z4961951205;133:13302:3:Z4961293473;
Cc1cccc(=O)[nH]1,1055,133:13300:0:Z2439156267;133:13300:1:Z1915784250;133:13300:4:Z1942473661;
c1ccc2c3c(ccc2c1)CCCCO3,104,133:13300:0:Z4076368105;133:13300:6:Z2294927849;133:13300:9:Z2825341703;
Clc1cccc2c1NCCC2,87,133:13300:0:Z1880667953;133:13300:3:Z3000146653;133:13301:5:Z1880665259;
O=S1(=O)CCC2CCCN21,271,133:13300:0:Z4018983913;133:13300:1:Z4253739115;133:13300:8:Z3832988205;
c1ccc2c(c1)CCCC21CC1,485,133:13300:0:Z1295759280;133:13300:2:Z2720824641;133:13300:2:Z3576278369;
C1CC2CCOC2C1,2348,133:13300:0:Z2767384402;133:13300:0:Z2972599403;133:13300:1:Z2823023320;
O=C1CCSc2ccccc2N1,668,133:13300:0:Z3204108078;133:13300:1:Z4351630509;133:13300:2:Z4148138506;
CC1(C)CCCC1,1597,133:13300:0:Z1954494620;133:13300:0:Z4081474879;133:13300:1:Z2066061308;
C1CC2CCC2N1,2428,133:13300:0:Z3783276323;133:13300:0:Z2996566511;133:13300:0:Z3044230522;
Cn1ncc2c1CCCNC2,346,133:13300:0:Z4034497683;133:13300:5:Z3601609568;133:13300:8:Z2950219953;
CC1CNc2ccccc2S1,118,133:13300:0:Z1883189916;133:13301:3:Z1743098014;133:13302:3:Z1395452184;
C1CCC2(CCNC2)CNC1,237,133:13300:0:Z3046679994;133:13301:6:Z4054909454;133:13301:8:Z2863512765;
O=S1C=CCCC1,121,133:13300:0:Z3300192983;133:13301:0:Z3296518102;133:13301:2:Z3299812022;
CC1(C)CC2(CC2)c2ccccc2O1,123,133:13300:0:Z4770810485;133:13300:2:Z4775354903;133:13301:5:Z4771734898;
O=C1CNC(=O)c2ccccc2N1,445,133:13300:0:Z2929608558;133:13300:4:Z4055178838;133:13300:6:Z5050214049;
CC1CCCc2nccn21,894,133:13300:0:Z4141965224;133:13300:4:Z4504374816;133:13300:6:Z4141750631;
Cn1cnc2ncncc21,105,133:13300:0:Z3828116233;133:13301:2:Z3828370493;133:13302:1:Z4338918778;
Cc1cc(=O)[nH]c(C)n1,622,133:13300:0:Z1824805060;133:13300:1:Z1175453546;133:13300:3:Z383680030;
CC12CNCCC1C2(F)F,273,133:13300:0:Z4272723493;133:13300:2:Z4272770985;133:13300:9:Z4272703080;
Cc1nn(C)c2[nH]ncc12,144,133:13300:0:Z1205111827;133:13301:4:Z1246787014;133:13302:4:Z3297491460;
FC1(F)CC2(CCOC2)C1,675,133:13300:0:Z4880459828;133:13300:1:Z4887947847;133:13300:1:Z4879026702;
Fc1cccc2c1OCCC2,935,133:13300:0:Z4194237867;133:13300:0:Z4194328434;133:13300:1:Z2972305076;
O=C1CCC2(CCCNC2)CN1,367,133:13300:0:Z4023976818;133:13300:2:Z3996709481;133:13300:3:Z4050696596;
CN1C(=O)Cc2ccccc21,2013,133:13300:0:Z4396084445;133:13300:0:Z3135853322;133:13300:0:Z3774381633;
c1cnc2[nH]cnc2c1,1958,133:13300:0:Z1348829841;133:13300:1:Z3609088674;133:13300:1:Z1668044500;
Cn1cnc2sccc21,161,133:13300:0:Z4076799674;133:13300:6:Z4032274299;133:13300:6:Z4360136908;
O=c1[nH]nn[nH]1,575,133:13300:0:Z2637088644;133:13300:1:Z1999861365;133:13300:4:Z3409584928;
O=S1(=O)CCC2CCC1C2,312,133:13300:0:Z3565895504;133:13300:3:Z3712362019;133:13301:8:Z3558365274;
CC1=CC(C)=NS(=O)(=O)N1,145,133:13300:0:Z4256238538;133:13301:1:Z3839150699;133:13302:1:Z3983563102;
c1ccc2c(c1)CCC1CC21,290,133:13300:0:Z1460877326;133:13300:5:Z4127284465;133:13301:1:Z2634346410;
Cc1ccnc(O)c1,369,133:13300:0:Z2020937174;133:13300:2:Z2220088070;133:13300:7:Z4220070898;
FC1CCCC1,3629,133:13300:0:Z3381632525;133:13300:1:Z4277058138;133:13300:1:Z4277058139;
O=C1CCC1,2279,133:13300:0:Z3045816256;133:13300:1:Z2197761051;133:13300:2:Z4645217700;
C1CC2(CC2)CO1,1560,133:13300:0:Z3855560697;133:13300:1:Z4009785583;133:13300:2:Z3874930064;
C1CC2COCC2C1,717,133:13300:0:Z3708750304;133:13300:2:Z2836687036;133:13300:3:Z3818391543;
Fc1cccc2sccc12,602,133:13300:0:Z4446377337;133:13300:0:Z4446372015;133:13300:2:Z3591629801;
O=c1ncnc2[nH][nH]cc1-2,271,133:13300:0:Z3593097695;133:13300:7:Z1368346419;133:13301:7:Z1891262390;
Cc1nc2n(n1)CCC=N2,68,133:13300:0:Z4224797290;133:13301:5:Z4224803029;133:13302:4:Z4224809048;
C1CC2(C1)CCOCCN2,114,133:13300:0:Z3608515474;133:13300:4:Z4136829078;133:13300:6:Z3385635931;
CN1CCCCCC1=O,924,133:13300:0:Z3388803175;133:13300:1:Z2826587797;133:13300:1:Z4272686948;
c1n[nH]c2c1C1CCCC(C2)N1,78,133:13300:0:Z4261578966;133:13301:2:Z4261576209;133:13301:7:Z4261593274;
CN1CCNc2cc(F)ccc21,205,133:13300:0:Z3191285043;133:13300:2:Z2672359875;133:13301:3:Z2190779754;
CC1CC(F)(F)C1,662,133:13300:0:Z3364742759;133:13300:0:Z3364744953;133:13300:0:Z3992676228;
C1CC2(C1)COC2,477,133:13300:0:Z4285560195;133:13300:3:Z5063930135;133:13300:4:Z5064752175;
CC12CCCNC1CCC2,114,133:13300:0:Z4867578670;133:13300:9:Z3308651274;133:13301:8:Z4080958409;
O=c1[nH]cnc2sccc12,1654,133:13300:0:Z1239495661;133:13300:1:Z2446442704;133:13300:1:Z3643067837;
CC1CNCC(=O)N1,218,133:13300:0:Z2290745211;133:13300:9:Z3835595639;133:13301:1:Z2285259764;
CC1(C)OCC2CC21,300,133:13300:0:Z2638711349;133:13300:3:Z2718242737;133:13301:8:Z2814197665;
CN1CCOCC2(COCCN2)C1,283,133:13300:0:Z3626973228;133:13300:9:Z4253061871;133:13300:9:Z4491080348;
Fc1ccc2ncccc2c1,1485,133:13300:0:Z4350031243;133:13300:1:Z2288765176;133:13300:1:Z2797173525;
Cc1cccc2c1NCCN2,166,133:13300:0:Z2774925793;133:13301:5:Z4997923545;133:13302:9:Z2446536112;
CC1COc2ccnn2C1,167,133:13300:0:Z5006991862;133:13300:2:Z5006993612;133:13301:6:Z5014706034;
c1onc2c1CNC2,167,133:13300:0:Z3607432131;133:13300:7:Z3593728236;133:13301:4:Z3591000031;
CN1CCNCCC12CCOCC2,407,133:13300:0:Z4124577820;133:13300:1:Z3042729079;133:13300:2:Z3042734981;
O=C1CCC12CCC2,459,133:13300:0:Z4109033213;133:13300:1:Z4114700274;133:13300:2:Z4111465852;
C1CCC2NCCCC2C1,1797,133:13300:0:Z2581273828;133:13300:0:Z2645178863;133:13300:2:Z3655145917;
O=C1CCOCC1,303,133:13300:0:Z3937737803;133:13300:1:Z3927952224;133:13300:2:Z3949801732;
O=S1(=O)CCNCC(F)(F)C1,326,133:13300:0:Z5047566826;133:13300:1:Z5053747167;133:13300:1:Z5052284447;
C1CCC2(CC1)CCCCO2,1053,133:13300:0:Z3555921110;133:13300:1:Z3641004958;133:13300:1:Z3788207938;
CC1(C)COc2ccccc21,821,133:13300:0:Z1927400329;133:13300:1:Z2176558284;133:13300:5:Z4081917691;
FC1CC2CCC1C2,115,133:13300:0:Z3843818084;133:13300:8:Z3625365520;133:13301:6:Z3442999016;
Cc1csc2nc3n(c(=O)c12)CCC3,183,133:13300:0:Z3642359739;133:13300:1:Z89576971;133:13300:5:Z2780478241;
C1CC2(CN1)CNC2,781,133:13300:0:Z2965135242;133:13300:5:Z3497718679;133:13300:6:Z3009521493;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,251,133:13300:0:Z3908331365;133:13300:0:Z3908269605;133:13300:0:Z3056793287;
c1nc2c(s1)COCC2,1747,133:13300:0:Z4141400381;133:13300:1:Z4403844205;133:13300:1:Z1227006985;
CN1CCNCC1(C)C,739,133:13300:0:Z2493585461;133:13300:3:Z4060816656;133:13300:5:Z1997919188;
Cc1cccn1C,1512,133:13300:0:Z2851474947;133:13300:0:Z3671115076;133:13300:0:Z3671974037;
FC12CCOCC1CNC2,481,133:13300:0:Z4002083851;133:13300:1:Z4001533432;133:13300:1:Z4002825769;
C1CC2CCCN2C1,792,133:13300:0:Z4325262730;133:13300:2:Z4326509085;133:13300:3:Z4288583685;
Nc1cnnc2ccccc12,202,133:13300:0:Z1314988824;133:13300:3:Z1370984006;133:13300:5:Z1313360121;
CC1(C)Cc2ccccc2O1,2550,133:13300:0:Z2043290097;133:13300:0:Z2590485575;133:13300:1:Z2679268228;
CC1CCCCc2ccccc21,113,133:13300:0:Z3784035371;133:13301:9:Z3784034875;133:13302:2:Z3804479189;
Cc1ncco1,3584,133:13300:0:Z3723091238;133:13300:1:Z2016668653;133:13300:1:Z3404269835;
O=C1CCC12CCC(F)(F)CC2,281,133:13300:0:Z5035088106;133:13300:1:Z5034543732;133:13300:3:Z5034667387;
O=C1CCc2ccc(F)cc2N1,1236,133:13300:0:Z3652038198;133:13300:1:Z3104710352;133:13300:2:Z3386028854;
Nc1nnc[nH]1,159,133:13300:0:Z2639651640;133:13300:2:Z4169417000;133:13300:3:Z651404598;
C1C2CC1C2,2125,133:13300:0:Z2456022250;133:13300:2:Z4149746173;133:13300:2:Z4245717439;
Cc1ncc2ccccc2n1,89,133:13300:0:Z127184746;133:13300:2:Z15752652;133:13306:6:Z103033918;
c1ccc2c(c1)oc1ccccc12,484,133:13300:0:Z1783764516;133:13300:3:Z4194554408;133:13300:5:Z2480447927;
O=C1NCC2(CNC2)N1,175,133:13300:0:Z3855377976;133:13300:4:Z3819627594;133:13301:3:Z3855376764;
CC1(C)COCCCN1,81,133:13300:0:Z3652793371;133:13301:8:Z3643800428;133:13304:4:Z3711377906;
C1=CCCC1,320,133:13300:0:Z2255049474;133:13300:2:Z2755491438;133:13300:8:Z3205019721;
C1CCCCCC1,362,133:13300:0:Z3574120127;133:13300:1:Z3695345903;133:13300:3:Z3435762017;
c1ncc2c(n1)CNCC2,687,133:13300:0:Z3574120127;133:13300:3:Z2773449100;133:13300:4:Z1716712481;
c1cnc2c(n1)CCNC2,319,133:13300:0:Z2612567754;133:13300:2:Z3555453687;133:13300:8:Z2604972741;
O=C1COc2ncccc2N1,560,133:13300:0:Z4084478197;133:13300:2:Z4084445943;133:13300:2:Z4084508076;
CC1=NOC2(CNC2)C1,228,133:13300:0:Z3586283982;133:13300:0:Z3586283964;133:13300:0:Z3586283983;
CC1CNCCOC1,764,133:13300:0:Z1735728483;133:13300:1:Z2125862900;133:13300:3:Z4200911234;
C1CCC2OCCNC2C1,608,133:13300:0:Z1570188204;133:13300:2:Z4320110845;133:13300:2:Z1514462927;
c1ccc2nsnc2c1,1444,133:13300:0:Z2963300667;133:13300:2:Z3951659658;133:13300:2:Z3184058507;
FC12CNC(C1)C2,35,133:13300:0:Z3910075959;133:13302:0:Z4278761058;133:13313:2:Z3787235729;
NC1CNCC12CCOCC2,239,133:13300:0:Z3140719897;133:13300:1:Z3342288887;133:13300:1:Z3364193261;
CC1CCCC1(C)C,671,133:13300:0:Z4505551143;133:13300:1:Z4048795930;133:13300:2:Z4670161857;
C1COCC2(C1)CC2,360,133:13300:0:Z4505551143;133:13300:0:Z4206492970;133:13300:1:Z4576900357;
c1ncc2c(n1)CNC2,729,133:13300:0:Z4961265861;133:13300:1:Z4471482759;133:13300:3:Z4961256599;
c1ccc2c(c1)CCCCN2,1650,133:13300:0:Z4961265861;133:13300:2:Z3433384866;133:13300:2:Z3433384865;
c1ncn2c1CNCC2,1215,133:13300:0:Z3133430668;133:13300:1:Z2962246992;133:13300:1:Z4178122822;
C1CC2CNCC1O2,1226,133:13300:0:Z3642256108;133:13300:0:Z4165076459;133:13300:1:Z2854034131;
Cc1ccc2c(c1)CNCC2(C)C,119,133:13300:0:Z4483751831;133:13301:6:Z1326312033;133:13302:1:Z1152324446;
Cc1cnc2n1CCCC2,1981,133:13300:0:Z4483751831;133:13300:0:Z4075718312;133:13300:1:Z4304400774;
CC1(C)CCC(=O)c2ccccc21,201,133:13300:0:Z4400906876;133:13300:6:Z3606593496;133:13300:7:Z3555439501;
Cc1coc2ccc(Cl)cc12,241,133:13300:0:Z88411968;133:13300:7:Z4278470637;133:13300:7:Z3621108527;
Cn1ncnn1,891,133:13300:0:Z1995968607;133:13300:1:Z1904997447;133:13300:2:Z4148617058;
C=C1CCNCC1,1311,133:13300:0:Z3058520470;133:13300:1:Z5005953838;133:13300:2:Z3049594428;
FC1CC2CNC1C2,363,133:13300:0:Z3913578401;133:13300:4:Z3836243083;133:13300:7:Z3883309286;
Cn1c(=O)[nH]c(=O)c2cccnc21,487,133:13300:0:Z3059118470;133:13300:1:Z1199879742;133:13300:3:Z1225688199;
Fc1cccc2c1CCNC2,1097,133:13300:0:Z4377419349;133:13300:0:Z3917539852;133:13300:2:Z2706061150;
FC1(F)C2(CCC2)C12CC2,269,133:13300:0:Z4342092053;133:13301:5:Z4154151435;133:13301:5:Z4153727116;
Cc1cccn2nccc12,158,133:13300:0:Z3358958697;133:13300:3:Z3323631044;133:13301:7:Z3830594562;
Cc1n[nH]c(N)n1,266,133:13300:0:Z4124845370;133:13300:0:Z3411110310;133:13300:7:Z3411137272;
Clc1ccc2ncncc2c1,48,133:13300:0:Z3829406858;133:13305:9:Z3828339034;133:13311:7:Z4024786731;
Cc1cc(Cl)on1,502,133:13300:0:Z3707617500;133:13300:4:Z3302795086;133:13300:4:Z3889983876;
C1CC2CNC(C1)C2,2073,133:13300:0:Z2828436095;133:13300:1:Z4908991828;133:13300:1:Z3406719679;
CN1CC2(CCCNC2)CC1=O,413,133:13300:0:Z3628533508;133:13300:4:Z3510914859;133:13300:6:Z4580443548;
CC1(C)OC2CCCC2O1,647,133:13300:0:Z3191457729;133:13300:1:Z3650977203;133:13300:2:Z4489375478;
O=C1CCC2Sc3ccc(Cl)cc3N12,73,133:13300:0:Z1265216570;133:13300:4:Z1576764457;133:13303:6:Z4035605606;
Cc1ccc(=O)[nH]c1,568,133:13300:0:Z3364657899;133:13300:2:Z4256994160;133:13300:3:Z3055154395;
Cc1cnc2c(c1)NCCN2C,170,133:13300:0:Z4132813495;133:13300:3:Z4132811704;133:13301:4:Z4132812982;
C1CC2(CCN1)COCCO2,844,133:13300:0:Z4132813495;133:13300:1:Z4386863135;133:13300:1:Z4129036606;
OC1C2CCC(C2)C1O,793,133:13300:0:Z4186720101;133:13300:4:Z4095172437;133:13300:5:Z4095176378;
Cc1c[nH]cn1,2678,133:13300:0:Z3547125142;133:13300:1:Z4316892597;133:13300:1:Z3501845447;
Clc1cnccn1,851,133:13300:0:Z3639145319;133:13300:2:Z1748061213;133:13300:3:Z1927761797;
c1ccc2c(c1)OCC1NCCOC21,120,133:13300:0:Z3639145319;133:13300:7:Z4173739085;133:13300:8:Z3639126582;
Cc1n[nH]c2c1CCCC2,737,133:13300:0:Z3893009007;133:13300:1:Z4122434162;133:13300:2:Z4869878188;
O=C1NC(=O)C2CCCC2N1,108,133:13300:0:Z3463300072;133:13300:0:Z3463300032;133:13300:0:Z3463300076;
Cc1csc(C)c1C,205,133:13300:0:Z2922744882;133:13300:5:Z4216475003;133:13300:8:Z3579515183;
CC1CCCc2[nH]ncc21,304,133:13300:0:Z2922744882;133:13300:4:Z2916543052;133:13300:4:Z3588571505;
FC1(F)CC12CCCCC2,1512,133:13300:0:Z3773814939;133:13300:1:Z2646520606;133:13300:2:Z3086280639;
Cc1cnnn1C,675,133:13300:0:Z2286969926;133:13300:1:Z2390733208;133:13300:1:Z2335598720;
Cc1cnc2ccccc2n1,603,133:13300:0:Z3871076720;133:13300:3:Z1136010188;133:13300:4:Z4270426048;
c1ccc2c3c(ccc2c1)OCCC3,210,133:13300:0:Z2667828649;133:13300:1:Z3698158951;133:13301:0:Z4078628109;
Cn1cnc2c(F)cccc21,367,133:13300:0:Z1550141720;133:13300:1:Z1174887287;133:13300:1:Z4264439282;
C1CN2CCOCC2CN1,657,133:13300:0:Z3205024970;133:13300:1:Z4117810972;133:13300:1:Z3205024988;
CN1CCCN(C)CC1,731,133:13300:0:Z3788698989;133:13300:1:Z3806626488;133:13300:2:Z3384064181;
CC1CCNC(C)C1,585,133:13300:0:Z4883779031;133:13300:2:Z2394472191;133:13300:2:Z2369563531;
CC1CNCC(C)N1C,227,133:13300:0:Z2617489246;133:13300:1:Z2303757428;133:13300:3:Z2232147308;
OC1CCC2(CC1)CNC2,270,133:13300:0:Z4051886666;133:13300:3:Z4041897015;133:13300:5:Z4024598808;
Cc1cc(C)c2cc[nH]c2c1C,153,133:13300:0:Z3173325425;133:13300:5:Z3522994987;133:13300:9:Z1518354056;
O=C1COC2(CCNC2)CN1,36,133:13300:0:Z2843252106;133:13303:5:Z2852150756;133:13303:7:Z4268245718;
Oc1ccc2c(c1)OCCNC2,313,133:13300:0:Z3470842975;133:13300:4:Z2227094683;133:13300:6:Z3470842889;
Cc1ncnc2ccccc12,859,133:13300:0:Z3660433707;133:13300:1:Z1199569414;133:13300:2:Z3996525169;
Fc1cccc2ccccc12,1016,133:13300:0:Z4613187006;133:13300:1:Z3505172682;133:13300:7:Z2929528063;
c1cc2c3c(c1)OCCN3CCN2,158,133:13300:0:Z2773814163;133:13301:3:Z4132140598;133:13303:3:Z2120759746;
Cc1cc2[nH]ncc2c(=O)[nH]1,34,133:13300:0:Z2881206167;133:13307:9:Z3947648292;133:13308:0:Z2981450848;
c1nc2n(n1)CCC2,69,133:13300:0:Z2836049351;133:13301:1:Z4908392160;133:13302:4:Z2769082052;
Cn1cc(F)cn1,558,133:13300:0:Z4089135849;133:13300:1:Z3843174889;133:13300:4:Z5035191470;
c1cc2c(nn1)CCC2,300,133:13300:0:Z1933349724;133:13300:6:Z1779943433;133:13300:7:Z1773155620;
O=C1CC2CCC(C1)N2,220,133:13300:0:Z2198354995;133:13300:3:Z3598198800;133:13300:4:Z4073112291;
Clc1ccc(Cl)cc1,3409,133:13300:0:Z4290216903;133:13300:1:Z2883176213;133:13300:1:Z1204227676;
Cc1ccn2c(=O)ccnc2c1,425,133:13300:0:Z1516002373;133:13300:1:Z5051351157;133:13300:3:Z1646368000;
CN=S1(=O)CCC2(CC1)CNCCO2,288,133:13300:0:Z3416613955;133:13301:5:Z3416615402;133:13302:3:Z4115025264;
FC=C1CNC1,147,133:13300:0:Z4880189135;133:13302:0:Z4880189179;133:13302:2:Z4876147377;
CC1CCNCC(C)O1,334,133:13300:0:Z2614878973;133:13300:2:Z2600756090;133:13300:2:Z2623421865;
c1[nH]nc2c1CNCCC2,266,133:13300:0:Z3709856201;133:13300:5:Z3699740832;133:13301:1:Z2608410843;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,671,133:13300:0:Z2368894954;133:13300:2:Z3799291141;133:13300:6:Z3534903627;
Cc1cn2cc(C)sc2n1,461,133:13300:0:Z2640577352;133:13300:2:Z2203470738;133:13300:3:Z1576349453;
CC1CCCn2ccnc21,1015,133:13300:0:Z4395310739;133:13300:1:Z3818206730;133:13300:4:Z3834878208;
O=c1nccc[nH]1,597,133:13300:0:Z3484526841;133:13300:1:Z395320806;133:13300:2:Z3190301922;
Cc1cc(=O)[nH]c2ccccc12,467,133:13300:0:Z2149739312;133:13300:1:Z5060147964;133:13300:6:Z4094353783;
Cc1ccc2ccnn2c1C,177,133:13300:0:Z4225902787;133:13300:5:Z3054738563;133:13301:2:Z3388810091;
c1cnc2c(c1)CNCCO2,151,133:13300:0:Z1688409891;133:13300:1:Z2797173525;133:13303:6:Z2774651078;
CN1CCC2(CC1)CNC1COCC12,173,133:13300:0:Z4217294513;133:13300:9:Z4217291556;133:13301:2:Z3282708639;
Cc1ncoc1C,1644,133:13300:0:Z3815119753;133:13300:1:Z3911940632;133:13300:1:Z3893183932;
CC1CCc2ncsc2C1,785,133:13300:0:Z4429630731;133:13300:1:Z3180144227;133:13300:1:Z3683872197;
NC1CCc2ccccc2C1,215,133:13300:0:Z4429630731;133:13300:5:Z4429365374;133:13301:5:Z4429683720;
Cn1cc2ccccc2n1,1668,133:13300:0:Z4188148678;133:13300:1:Z4507204511;133:13300:1:Z2700849159;
CC1CCNCCN1,704,133:13300:0:Z3382203494;133:13300:2:Z2012337715;133:13300:2:Z1892460602;
Cc1ncc2cn[nH]c2n1,356,133:13300:0:Z5061450931;133:13300:1:Z3079615272;133:13300:5:Z2614781812;
C1CCC2(C1)CCC2,1423,133:13300:0:Z4011284975;133:13300:1:Z1864634277;133:13300:4:Z3695860218;
Cc1ccc2c(=O)[nH]n(C)c2n1,192,133:13300:0:Z4050759841;133:13300:1:Z1533285333;133:13300:6:Z4240906100;
OC1CC2NCCC12,184,133:13300:0:Z4477304396;133:13300:4:Z4402837716;133:13300:4:Z4601245980;
Cc1ccc2ncn(C)c(=O)c2c1,23,133:13300:0:Z2274082295;133:13302:4:Z803158496;133:13304:9:Z1918701951;
Clc1ccn2nccc2c1,240,133:13300:0:Z3092527399;133:13300:7:Z2175014483;133:13301:3:Z4235731848;
c1nnn2c1CNCCC2,303,133:13300:0:Z2863888361;133:13301:2:Z4437271811;133:13301:3:Z3134306550;
CC1CNCCC(O)C1,266,133:13300:0:Z4071039401;133:13300:6:Z4051975798;133:13301:1:Z4051975366;
Fc1cc(F)c2c(c1)OCCC2,199,133:13300:0:Z5058917327;133:13300:8:Z5060283838;133:13301:1:Z5048346832;
CC1CC=NO1,1078,133:13300:0:Z3842254776;133:13300:2:Z2123116220;133:13300:2:Z4198304217;
CC1=CS(=O)(=O)CCO1,381,133:13300:0:Z4413360061;133:13300:1:Z4413358269;133:13300:2:Z4349785713;
FC1(F)CNCc2ccccc21,188,133:13300:0:Z1529762233;133:13300:7:Z1465709152;133:13301:1:Z1465399330;
c1[nH]nc2c1NCCC2,193,133:13300:0:Z2917475824;133:13300:7:Z2979559916;133:13301:7:Z1928109181;
c1cnn2nnnc2c1,186,133:13300:1:Z1514094715;133:13300:4:Z2457164473;133:13300:8:Z1583425362;
c1ncc2c(n1)CCNC2,3786,133:13300:1:Z3598385265;133:13300:2:Z2852735639;133:13300:2:Z4110760846;
C1COCCNN1,132,133:13300:1:Z3670172851;133:13301:9:Z2640697558;133:13304:0:Z2834814775;
C1CCC2(C1)CCCO2,1585,133:13300:1:Z2707856348;133:13300:1:Z3608097775;133:13300:2:Z2853319537;
Nc1ncnc2ccccc12,515,133:13300:1:Z1874306873;133:13300:2:Z4262721915;133:13300:7:Z2629260735;
Cc1cc(C)n2ccncc12,180,133:13300:1:Z4388979162;133:13300:8:Z4324909563;133:13302:0:Z4318830652;
C1CCC2(CCCC2)OC1,1170,133:13300:1:Z1888795956;133:13300:1:Z4601835076;133:13300:2:Z2904630191;
C1CCCNCCC1,1467,133:13300:1:Z2718578807;133:13300:2:Z3622163914;133:13300:3:Z3897600072;
C1COC2(CC3CCC2C3)O1,52,133:13300:1:Z3508417957;133:13300:6:Z3506256778;133:13301:1:Z4419300297;
c1cc2c(o1)CNCC2,119,133:13300:1:Z3095723913;133:13300:1:Z3095719843;133:13300:1:Z3095890950;
Cc1cccc2ccsc12,172,133:13300:1:Z2147570847;133:13300:9:Z3770532406;133:13301:1:Z4055196651;
O=C1N=CN2CCCC12,58,133:13300:1:Z4336753965;133:13300:7:Z4336752231;133:13301:2:Z4336756589;
O=S1(=O)CCC2(CCNC2)CC1,798,133:13300:1:Z3633229698;133:13300:2:Z3683049104;133:13300:2:Z5001376812;
C1CNC2(C1)CCCOC2,284,133:13300:1:Z3581459659;133:13300:7:Z3204894313;133:13300:7:Z2954462007;
CC1CCNC2CCCCC12,207,133:13300:1:Z1313061947;133:13301:6:Z1560081911;133:13304:0:Z1607525762;
C1CC2(CN1)COC2,1143,133:13300:1:Z3597540516;133:13300:1:Z2292398511;133:13300:1:Z3052225134;
Cc1ccncc1N,112,133:13300:1:Z5035861031;133:13300:1:Z4105859264;133:13300:2:Z4105863078;
Cc1ccc(=O)[nH]c1C,262,133:13300:1:Z3643125562;133:13301:6:Z3540017570;133:13301:7:Z3538001022;
O=S1(=O)CCCCc2ccccc21,333,133:13300:1:Z1609614640;133:13300:6:Z4444666159;133:13301:3:Z4477512674;
CN1C(=O)CNCc2ccccc21,294,133:13300:1:Z3818942684;133:13300:1:Z3360159104;133:13300:3:Z2691262835;
Fc1cccc2c1CCC2,890,133:13300:1:Z1439576868;133:13300:3:Z2699741651;133:13300:6:Z3289869716;
O=C1CCC2(CCC2)CC1,333,133:13300:1:Z4350776011;133:13300:2:Z4350460603;133:13300:2:Z4350248467;
O=S1(=O)CCc2ccccc21,3168,133:13300:1:Z2286238056;133:13300:1:Z3695345903;133:13300:2:Z4906485235;
OC1CC2CNC1C2,719,133:13300:1:Z3574967134;133:13300:3:Z4911750579;133:13300:3:Z3549549497;
Cc1ccc(F)c2[nH]ccc12,130,133:13300:1:Z3366655382;133:13300:1:Z3708072913;133:13300:1:Z2713944570;
CC1CCC(=O)CN1,158,133:13300:1:Z2924074505;133:13300:2:Z2962582319;133:13300:3:Z2962584666;
Cc1c[nH]nn1,622,133:13300:1:Z2285518647;133:13300:1:Z4401669918;133:13300:3:Z2269461435;
CC1(C)Oc2ccsc2CC1O,241,133:13300:1:Z2304891926;133:13300:1:Z2307325248;133:13300:2:Z2304887665;
O=C1NCCCCC1(F)F,329,133:13300:1:Z4146727346;133:13300:1:Z3659189477;133:13300:1:Z3997305384;
