fragment_smiles,occurences,example_ligands
O=c1cc2c(c[nH]1)COCC2,25,133:13303:6:Z4217067744;133:13309:0:Z4217069823;133:13320:1:Z4217065561;
Cc1cccc2ccn(C)c12,168,133:13303:7:Z2365168478;133:13304:5:Z3701839820;133:13304:5:Z3997287191;
Cn1ccc2ncncc21,2,133:13303:7:Z4961571337;133:13392:1:Z4991907924;
C1C2CC3C1C3C2,14,133:13303:7:Z4478923050;133:13320:0:Z4198867732;133:13323:1:Z4466358124;
Cc1cnc2ccccn2c1=O,76,133:13303:7:Z4026250309;133:13304:1:Z4024827991;133:13304:5:Z4343294627;
O=C1CCCNC1,52,133:13303:7:Z4150361518;133:13304:2:Z3589134075;133:13304:9:Z4426111448;
c1cc2[nH]nnc2cn1,77,133:13303:7:Z3842720686;133:13304:3:Z3836600782;133:13305:3:Z3839340360;
O=c1[nH]cnc2nc[nH]c12,14,133:13303:7:Z4863003971;133:13307:6:Z2918596572;133:13320:9:Z4635637958;
CC1COCC(C)(C)N1,13,133:13303:7:Z4274254907;133:13314:7:Z4274253558;133:13322:7:Z4274249132;
O=C1NS(=O)(=O)c2ccc(F)cc21,21,133:13303:7:Z1999785193;133:13304:0:Z2788514634;133:13305:6:Z1999790180;
Cc1ccnc(F)n1,36,133:13303:7:Z3834273755;133:13308:2:Z2861087847;133:13308:6:Z2861063690;
Clc1cc(Cl)c2cccnc2c1,18,133:13303:7:Z3799360624;133:13308:5:Z1518019193;133:13317:2:Z4227645360;
c1ccc2c(c1)Nc1ccccc1S2,59,133:13303:7:Z2715210451;133:13304:0:Z1545789205;133:13304:0:Z1518748652;
CC1CCC(N)CN1,113,133:13303:7:Z4116295915;133:13303:7:Z4157251969;133:13305:6:Z4116269373;
Oc1ccnc2c(F)cc(F)cc12,89,133:13303:7:Z2989256137;133:13303:8:Z2645254925;133:13305:8:Z3712910588;
CC1(C)CNc2cccc(Cl)c21,70,133:13303:7:Z4445445385;133:13307:9:Z1174309025;133:13309:9:Z945011574;
c1ccc2c(c1)CSCCN2,108,133:13303:8:Z4314860955;133:13306:3:Z4329286767;133:13307:0:Z4312506343;
C1OC2C3COC2C1N3,21,133:13303:8:Z2635019142;133:13312:9:Z1524800703;133:13313:9:Z2800718458;
O=c1[nH]c2c(s1)CCCCC2,8,133:13303:8:Z1192216492;133:13332:3:Z1192216246;133:13333:8:Z1838993256;
c1nc2c([nH]1)CCC1NCCCC21,87,133:13303:8:Z3584500026;133:13304:0:Z3584500698;133:13304:6:Z3673083889;
C1=CCNCCC1,20,133:13303:8:Z4387947457;133:13315:6:Z4223383704;133:13327:2:Z2992326398;
CN1C=CCN(C)C1=O,31,133:13303:8:Z727429846;133:13304:9:Z727429968;133:13308:7:Z727430968;
O=c1[nH]ncc2c1[nH]c1ccccc12,3,133:13303:8:Z361124698;133:13354:5:Z3492907827;133:13363:3:Z5022803500;
CC1CCCC(C)N1C,27,133:13303:8:Z3802375401;133:13304:8:Z3805117528;133:13311:7:Z3802282125;
Cc1ccnc2[nH]cnc12,52,133:13303:8:Z3872137034;133:13306:0:Z1353357178;133:13309:1:Z4432106185;
Cc1cc2c(cc1Cl)NCC2,43,133:13303:8:Z4182638167;133:13306:3:Z4112274928;133:13308:7:Z4118607489;
c1ccc2c(c1)oc1cncnc12,81,133:13303:8:Z1228044012;133:13305:7:Z983429554;133:13307:4:Z196165982;
c1nc2c[nH]cnc-2n1,47,133:13303:8:Z1162708635;133:13305:0:Z1824519476;133:13305:3:Z1765290677;
Cc1cc2[nH]c(=O)[nH]c(=O)c2cc1F,4,133:13303:8:Z4080694633;133:13312:7:Z4080778473;133:13379:1:Z4080750338;
c1[nH]nc2c1CSC2,22,133:13303:8:Z4363647832;133:13307:4:Z4363647817;133:13307:7:Z4363440473;
CC1(C)CNC(C)(C)CN1,9,133:13303:8:Z2676787847;133:13315:4:Z4100465594;133:13321:7:Z2679198616;
c1nc2c([nH]1)CCC2,20,133:13303:8:Z4458714433;133:13303:9:Z2199286629;133:13305:2:Z2199293012;
Cc1ncsc1F,39,133:13303:8:Z1563271835;133:13307:2:Z2271857062;133:13308:7:Z1568024085;
Cc1ccc(Cl)c2[nH]ccc12,55,133:13303:8:Z5064683961;133:13305:8:Z5064591808;133:13307:2:Z5064189483;
Cc1cccc2c1C(=O)N(C)CN2,10,133:13303:8:Z3254032120;133:13314:8:Z2445719037;133:13327:4:Z3337569750;
Oc1ccc2c(n1)CNC2,27,133:13303:8:Z2948521859;133:13305:5:Z2949062063;133:13306:0:Z2691352191;
O=c1[nH]cnc2c1CCNCC2,33,133:13303:8:Z1848881673;133:13305:9:Z4151192186;133:13315:4:Z2438218501;
Oc1cnc2ccccc2c1,15,133:13303:8:Z4252901334;133:13310:7:Z4252892647;133:13322:0:Z3368827586;
Cc1cc(C)c2c(n1)NCC(=O)N2,76,133:13303:8:Z4394489278;133:13304:0:Z4394499270;133:13304:4:Z4394489135;
Cc1nn(C)c2nccc(Cl)c12,40,133:13303:8:Z2967526395;133:13304:6:Z2968236718;133:13306:6:Z2969049655;
O=c1[nH]cco1,46,133:13303:9:Z4280592135;133:13304:5:Z4281277725;133:13306:2:Z4281128339;
Cc1ccc2c(c1)NCCN2,90,133:13303:9:Z3712528069;133:13304:4:Z3712527762;133:13305:2:Z3712527662;
C1=CCONC1,20,133:13303:9:Z4960666560;133:13307:6:Z4224117930;133:13309:5:Z4224117545;
CC1CC(C)(C)N1,47,133:13303:9:Z5007259609;133:13305:3:Z1535522720;133:13305:3:Z941869216;
FC1CCC2CCC1N2,15,133:13303:9:Z4398932795;133:13310:3:Z4336301243;133:13323:5:Z4336306776;
Cn1c(=O)cnc2cc(F)ccc21,13,133:13303:9:Z2217577014;133:13324:9:Z1739427051;133:13325:5:Z2169240653;
OC12CC3CC(CC(C3)C1)C2,52,133:13303:9:Z4199261587;133:13304:6:Z4279386730;133:13305:8:Z1899258809;
CC1CNc2ncnn2C1,66,133:13303:9:Z5046842958;133:13306:0:Z3086588116;133:13310:2:Z3086592355;
Cc1nc2c3ccccc3ncn2n1,100,133:13303:9:Z1416493666;133:13307:8:Z2506525003;133:13308:1:Z1239024400;
Cc1ncnc(O)c1C,11,133:13303:9:Z1607505272;133:13313:9:Z1607507141;133:13320:9:Z1607499409;
Clc1ccc2nccnc2c1,35,133:13303:9:Z3078550069;133:13305:1:Z3632666478;133:13308:2:Z3395125447;
CN1C=NCC1=O,34,133:13303:9:Z2882955966;133:13304:5:Z2882952743;133:13313:5:Z4350359157;
O=C1CCC2NCCCN12,5,133:13303:9:Z4277914551;133:13313:6:Z3622549336;133:13325:4:Z3622549626;
FC1(F)CCCc2ccccc21,18,133:13303:9:Z3780811202;133:13305:7:Z3780817256;133:13309:2:Z3780827351;
Clc1ccc2c(c1)NCCN2,26,133:13303:9:Z2329655715;133:13304:9:Z4132175386;133:13311:4:Z4132175371;
Cc1ncc2c3c(sc2n1)CC(C)CC3,28,133:13303:9:Z1152080645;133:13308:0:Z1697083317;133:13308:7:Z1096978494;
Oc1ncnc2c1CCC2,22,133:13304:0:Z1607525762;133:13306:5:Z1899746995;133:13312:1:Z4458687665;
Cc1csc2c(=O)[nH]cnc12,16,133:13304:0:Z1899655417;133:13304:4:Z4236373605;133:13305:1:Z1899653985;
C1CCC2(CC1)CCCCNC2,57,133:13304:0:Z3679341458;133:13306:5:Z4994932152;133:13306:6:Z3626705944;
Oc1nc2ccccc2[nH]1,47,133:13304:0:Z3203982914;133:13308:3:Z4022592138;133:13316:1:Z4406670363;
Cn1cnc(=O)c2ccccc21,15,133:13304:0:Z1798088257;133:13309:1:Z3563543804;133:13313:8:Z2588350834;
Cc1ncc2scc(C)c2n1,30,133:13304:0:Z3834039253;133:13312:8:Z3870598252;133:13315:5:Z3395124834;
Cn1ncc2c(=O)nc[nH]c21,9,133:13304:0:Z2874740870;133:13309:4:Z2874742189;133:13317:3:Z2874741946;
Clc1ncc2oc3ccccc3c2n1,6,133:13304:0:Z4025370561;133:13307:9:Z4026373455;133:13319:9:Z4025655465;
c1nc2n(n1)C1(CC2)CNC1,17,133:13304:0:Z3360470676;133:13308:1:Z3359332030;133:13310:8:Z3362709420;
C=C1CC2CCC(C1)N2C,3,133:13304:0:Z4209466570;133:13314:3:Z4209408596;133:13318:7:Z4209348542;
CN1CNC(=O)C1,7,133:13304:0:Z2830958591;133:13316:1:Z3292236636;133:13318:2:Z2351405887;
Cc1csc2n[nH]c(=O)n12,11,133:13304:1:Z3638901541;133:13305:2:Z3638900101;133:13314:5:Z3638906146;
O=C1C2CC3CC(C2)CC1C3,11,133:13304:1:Z4960411222;133:13307:9:Z3353361978;133:13336:5:Z3940129361;
C1CCCCNCCCC1,37,133:13304:1:Z3595860512;133:13304:9:Z3601667358;133:13305:0:Z3594094619;
Clc1ccc2ccoc2c1Cl,40,133:13304:1:Z2777927629;133:13305:5:Z3795853425;133:13307:1:Z4228234665;
C1C2CC1C1(COC1)O2,39,133:13304:1:Z3611470004;133:13304:4:Z3694503636;133:13305:5:Z5017130712;
OC1CNOC1,54,133:13304:1:Z3550833756;133:13307:4:Z3570790142;133:13309:9:Z3593165088;
CC1(C)CCCc2cccnc21,27,133:13304:1:Z4455253589;133:13304:7:Z4455194133;133:13319:1:Z4455283691;
CC1CCC(C)(C)CN1,76,133:13304:1:Z3869294061;133:13306:2:Z4042091128;133:13306:6:Z3871953727;
O=c1[nH]cnc2c(F)cccc12,6,133:13304:1:Z3254876991;133:13328:5:Z2898382866;133:13336:0:Z4313046045;
O=c1[nH]cnc2sc3c(c12)CCCO3,4,133:13304:1:Z3253741790;133:13349:4:Z3253742062;133:13350:7:Z3253741966;
Cc1csc2c(Cl)cccc12,11,133:13304:1:Z3289904084;133:13307:2:Z3775276107;133:13313:7:Z2219141283;
c1ccc2c(c1)CNC1(CC1)C2,79,133:13304:2:Z3715756232;133:13304:4:Z3715747202;133:13304:9:Z3715748881;
C1CC2CCC1NO2,28,133:13304:2:Z2776259705;133:13304:4:Z4158185525;133:13304:4:Z2931306977;
Fc1cccn2cnnc12,125,133:13304:2:Z4287720993;133:13306:4:Z4286133819;133:13307:1:Z4291691649;
CC1CCC(C)(C)C1,47,133:13304:2:Z4524228283;133:13312:1:Z1895972943;133:13314:5:Z4408307975;
C1=CSCS1,17,133:13304:2:Z4280282650;133:13306:9:Z4281419827;133:13317:5:Z4281573468;
c1c2c(cc3c1OCO3)CCCCC2,9,133:13304:2:Z4431331140;133:13313:8:Z4431394240;133:13327:1:Z4431361044;
Fc1cccc2c1OCCO2,105,133:13304:2:Z4341665109;133:13304:6:Z4613051115;133:13304:9:Z4445467777;
O=C1NCNC12CCCCC2,30,133:13304:2:Z731515586;133:13308:6:Z1931646280;133:13318:6:Z2863984491;
CN1N=CCCC1=O,12,133:13304:2:Z2370284282;133:13307:1:Z1890612428;133:13315:9:Z1682687979;
OC1CNCC1F,118,133:13304:2:Z3060852765;133:13305:0:Z3175778004;133:13305:3:Z3060865087;
CC1CC(C)NCCN1,32,133:13304:2:Z4036168774;133:13306:4:Z3878763857;133:13309:8:Z4601717016;
Cn1cncc1N,16,133:13304:2:Z4254697812;133:13308:5:Z4254691064;133:13312:2:Z4254694981;
c1cc2c(s1)SCCC2,14,133:13304:2:Z1930929065;133:13306:1:Z2355407330;133:13321:8:Z1798605980;
O=C1NCNc2cccnc21,12,133:13304:2:Z1135061729;133:13321:5:Z1135061679;133:13326:1:Z3629916976;
Fc1cc(F)c2ncsc2c1,34,133:13304:2:Z392046376;133:13304:5:Z856015518;133:13305:0:Z450165504;
NC12CCCC(C1)C2,23,133:13304:2:Z3700557348;133:13304:9:Z3510852760;133:13306:7:Z2825406555;
Fc1cc(Cl)cc2ccoc12,50,133:13304:3:Z3667943256;133:13305:4:Z3667913205;133:13306:3:Z3671276758;
O=c1cnc2c([nH]1)CCCC2,119,133:13304:3:Z4223700537;133:13308:5:Z4227331837;133:13308:6:Z4225240922;
c1cc2c(s1)CCc1scnc1-2,12,133:13304:3:Z4178119884;133:13331:6:Z2932509681;133:13336:0:Z3580975317;
Fc1ccc2[nH]cc(Cl)c2c1,160,133:13304:3:Z1886143245;133:13304:4:Z465692200;133:13305:6:Z1191891037;
Cc1nc2nccnc2s1,39,133:13304:3:Z4961518699;133:13306:6:Z4961441574;133:13307:4:Z4961479794;
NC12CCNCC1C2,51,133:13304:3:Z4448605296;133:13304:8:Z4448607626;133:13305:4:Z4453720813;
O=S1(=O)CCc2c(Cl)cccc21,29,133:13304:3:Z3384092362;133:13304:3:Z3384095054;133:13309:6:Z3384091588;
O=C1CNC2(CNC2)CN1,24,133:13304:3:Z2841924416;133:13314:7:Z2824181336;133:13314:8:Z2841927609;
O=c1[nH]cnc2c(Cl)cc(Cl)cc12,16,133:13304:3:Z1894205847;133:13318:5:Z335609624;133:13320:0:Z995296860;
FC=C1CCCCC1,96,133:13304:3:Z4877111642;133:13304:8:Z4877110095;133:13305:2:Z4877108339;
O=S1(=O)CCN2C=CC=CC2=N1,14,133:13304:3:Z1682255800;133:13319:1:Z1686016219;133:13320:4:Z2155827433;
Cc1ccc(Cl)s1,8,133:13304:3:Z3616851114;133:13310:7:Z3616694135;133:13329:8:Z3633286094;
Cc1coc(O)n1,69,133:13304:3:Z3181500362;133:13306:2:Z3181501089;133:13310:3:Z3094316080;
O=C1CCON1,33,133:13304:3:Z1824210428;133:13307:2:Z2342530712;133:13308:2:Z3521960677;
Cc1cccc2c1OCC2=O,4,133:13304:4:Z2789427181;133:13307:6:Z2789428921;133:13369:4:Z2789428713;
Cn1cc2c(n1)COCC2,61,133:13304:4:Z4984064689;133:13306:3:Z4984047697;133:13306:4:Z4984068680;
CC1COCC(C)C1,10,133:13304:4:Z2926287852;133:13320:6:Z2927182540;133:13324:3:Z2925573210;
Oc1ccc2c(c1)OCCN2,12,133:13304:4:Z5017764051;133:13304:8:Z5017763915;133:13313:0:Z5020852422;
Cc1cc(Cl)sc1Cl,7,133:13304:4:Z4106218110;133:13306:4:Z4020714414;133:13324:0:Z4021624796;
Clc1sc(Cl)c2c1CCCC2,2,133:13304:4:Z2863381438;133:13334:7:Z1608119066;
Fc1cccc2scc(Cl)c12,42,133:13304:4:Z2840746113;133:13308:9:Z4598042124;133:13310:6:Z3369131498;
CN1CNC2(CCCCC2)C1=O,9,133:13304:4:Z1099039019;133:13305:4:Z731529656;133:13313:3:Z4075700046;
Cc1ccc2n1CCNC2C,94,133:13304:4:Z1344936734;133:13305:2:Z4286024579;133:13308:7:Z4329214024;
CC12CC(C1)C2,49,133:13304:4:Z3872733182;133:13305:9:Z3998074244;133:13306:1:Z3057163117;
Nc1ncco1,24,133:13304:4:Z3007442947;133:13309:6:Z3006779205;133:13318:1:Z3007234559;
O=c1nccc(Cl)[nH]1,54,133:13304:4:Z2698845131;133:13305:3:Z2756615104;133:13305:4:Z2699805685;
Cn1cnc2c(Cl)cccc21,55,133:13304:4:Z2186865203;133:13304:6:Z1698215862;133:13305:7:Z2774800569;
c1c2c(nc3c1CCC3)CCCC2,30,133:13304:4:Z371306262;133:13305:2:Z4359162081;133:13307:7:Z444013206;
Cc1cc(C)c(C)c(C)c1,39,133:13304:5:Z2305022220;133:13305:1:Z3819133503;133:13309:3:Z1537622605;
CC1(C)NCCC1N,68,133:13304:5:Z5005136938;133:13304:5:Z5005144315;133:13305:4:Z5005119564;
O=c1[nH]cnc2sc3c(c12)CCNC3,18,133:13304:5:Z1742401315;133:13316:5:Z3497274315;133:13317:9:Z4453660836;
CC1CCNc2ccccc2N1,13,133:13304:5:Z1796723110;133:13334:6:Z2369541072;133:13341:6:Z1337929223;
c1ncc2c(n1)NCC2,31,133:13304:5:Z4330703851;133:13308:7:Z4330697033;133:13311:5:Z4330697628;
Clc1ccc(Cl)c2ncccc12,19,133:13304:5:Z1863746274;133:13304:9:Z1628794217;133:13307:5:Z1618164078;
O=c1nc2cccccc-2[nH]1,3,133:13304:5:Z3339813961;133:13319:8:Z3339813552;133:13365:8:Z3339814002;
O=C1CCCS(=O)(=O)c2ccccc21,7,133:13304:5:Z3347397349;133:13320:2:Z3347884421;133:13322:0:Z4414838579;
c1ccc2c(c1)CNNC2,5,133:13304:5:Z2701757227;133:13304:8:Z2701756562;133:13307:2:Z2717856350;
O=C1NC2CC(N1)c1cccc(Cl)c1O2,4,133:13304:5:Z4212851829;133:13349:5:Z4212876551;133:13354:6:Z4212898589;
Cn1cnc2nc(Cl)ncc21,43,133:13304:5:Z3834159001;133:13305:1:Z3718845022;133:13307:3:Z3718896645;
FC12CCCC(CCC1)C2,4,133:13304:5:Z4206963686;133:13315:7:Z4216429913;133:13336:5:Z4207145286;
c1cc2nccn2cn1,59,133:13304:6:Z3561654712;133:13304:8:Z3075984267;133:13304:9:Z4456300538;
Cc1c(Cl)cc(Cl)c2nccc(=O)n12,69,133:13304:6:Z1850889461;133:13305:2:Z1665920675;133:13306:6:Z2045427021;
NC1C2CCC1NC2,43,133:13304:6:Z4157213089;133:13306:5:Z4157148903;133:13308:4:Z4152206379;
CC1(C)CNCC1N,99,133:13304:6:Z3135003527;133:13304:6:Z3044226574;133:13305:7:Z3044371393;
Fc1ccc2c(c1)CNCCC2,56,133:13304:6:Z2504869380;133:13304:6:Z2444233710;133:13304:6:Z1701666024;
Cc1cc2c(Cl)ccc(Cl)c2[nH]1,10,133:13304:6:Z3640953424;133:13311:7:Z3522024044;133:13315:0:Z4295346160;
Cc1cc(C)n2nc3ccccc3c2n1,33,133:13304:6:Z1171899077;133:13304:9:Z2783570069;133:13308:3:Z344861796;
O=c1[nH]cccc1F,12,133:13304:6:Z2442477620;133:13311:7:Z3500446908;133:13315:1:Z3500447106;
O=c1[nH]cnc2cscc12,8,133:13304:6:Z4458876709;133:13322:7:Z4445993268;133:13342:6:Z5057836762;
Cc1cc(Cl)cc2c1NCCC2,58,133:13304:6:Z2355112051;133:13306:6:Z1883605383;133:13308:5:Z4112794072;
Clc1ccc2c(Cl)csc2c1,36,133:13304:6:Z3585033470;133:13306:2:Z1953707422;133:13306:8:Z3557905700;
Cc1ccc2nc[nH]c2n1,35,133:13304:6:Z3151724845;133:13304:8:Z3181672794;133:13307:1:Z3105123563;
CC1(C)CCc2ccnnc21,34,133:13304:7:Z3869697910;133:13305:7:Z3870171190;133:13314:5:Z3869440580;
C1CC2CCC1C21CC1,34,133:13304:7:Z4875567293;133:13305:3:Z4508681431;133:13308:5:Z4516535649;
CC1CCCCNC1=O,20,133:13304:7:Z4028984469;133:13310:7:Z3634697043;133:13314:4:Z3635008852;
Cn1c2ccccc2n2cnnc12,26,133:13304:7:Z1401071856;133:13305:5:Z1357369339;133:13307:0:Z1614860336;
CN1CCCC2CCCC21,19,133:13304:7:Z3640515500;133:13309:7:Z2071793376;133:13311:7:Z2071918140;
CN1CCC(C)(C)CC1=O,31,133:13304:7:Z4253936059;133:13304:9:Z4252000804;133:13309:7:Z4257702481;
Cc1cc(Cl)cc2c1OCCCC2,10,133:13304:7:Z4043152131;133:13309:2:Z1606910764;133:13316:4:Z2761349660;
O=c1[nH]cnc2c1SCCC2,16,133:13304:7:Z3638921162;133:13305:9:Z3638925115;133:13306:2:Z3638915617;
Cc1ccc2c(c1)C1CC(NC(=O)N1)O2,13,133:13304:7:Z3547953684;133:13305:7:Z4212826740;133:13319:4:Z4024866494;
Nc1nc(O)c2c(n1)CNC2,17,133:13304:7:Z4275828789;133:13304:8:Z4230993908;133:13318:7:Z4275828446;
Clc1ccc2c(c1)CCCCO2,9,133:13304:7:Z2618283523;133:13315:4:Z1438610992;133:13321:6:Z3815653223;
Cn1ccc2ncccc21,31,133:13304:7:Z3518095314;133:13310:4:Z3550295328;133:13310:4:Z3550383192;
Fc1ccc2cncnc2c1F,46,133:13304:7:Z5023172942;133:13304:9:Z3648167594;133:13309:7:Z3647521838;
OC1CC2CC1C(O)C2O,21,133:13304:7:Z4259482439;133:13306:9:Z4268190550;133:13313:5:Z4260585774;
Cc1cnc2cc(C)c(C)cc2n1,19,133:13304:7:Z3079028916;133:13310:0:Z3078189598;133:13313:9:Z4109206054;
Cc1cccc2[nH]c(=O)sc12,6,133:13304:8:Z2442458422;133:13320:0:Z2442456362;133:13322:3:Z2442454035;
O=c1[nH][nH]c2ncccc12,65,133:13304:8:Z4484056580;133:13305:2:Z4485018484;133:13305:5:Z4483279752;
Fc1cc2cccnc2cc1Cl,10,133:13304:8:Z4191853405;133:13309:9:Z4191983241;133:13326:7:Z4191932493;
C1CSC2(CNC2)N1,83,133:13304:8:Z4211397736;133:13306:4:Z4211358012;133:13309:8:Z3605983724;
CC1CC2CCCC2C1,5,133:13304:8:Z2259660336;133:13312:0:Z2257693790;133:13323:6:Z2263673314;
O=c1cc(O)[nH]cn1,12,133:13304:8:Z3340783480;133:13322:4:Z55619330;133:13335:6:Z3499525112;
C1CC2CSCC(C1)C2,18,133:13304:8:Z4257834954;133:13305:6:Z4252256660;133:13311:8:Z4254387744;
O=C1Nc2cc(F)ccc2NC12CCC2,33,133:13304:8:Z3294619568;133:13307:2:Z3649754835;133:13308:8:Z2873978464;
O=C1NC2(CCCCC2)NC12CCCC2,2,133:13304:8:Z2351365321;133:13352:7:Z2351368973;
CC12CC(C1)C1(CCC1)O2,4,133:13304:9:Z3574416040;133:13314:9:Z3642779797;133:13354:4:Z3354452273;
CC1C(C)(C)C1(C)C,43,133:13304:9:Z3625469084;133:13311:1:Z2949959389;133:13312:2:Z2959182515;
Cc1ccc2ocnc2n1,12,133:13304:9:Z273915250;133:13305:1:Z1651266130;133:13324:0:Z1651261823;
C=C1CCCC1,7,133:13304:9:Z4223508487;133:13331:4:Z4223509428;133:13345:0:Z4223507844;
Clc1cc2[nH]ccc2s1,47,133:13304:9:Z3298255687;133:13306:0:Z3353347950;133:13308:3:Z4238584203;
C1=Nc2ccccc2C1,7,133:13304:9:Z1229676310;133:13305:8:Z2041973663;133:13335:6:Z1785717892;
Oc1c(Cl)cccc1Cl,8,133:13304:9:Z3097560719;133:13343:1:Z3094273960;133:13343:2:Z3139019173;
Oc1cccc2ocnc12,2,133:13304:9:Z3639190255;133:13309:7:Z4210205950;
C1CNCC2(C1)CCN2,86,133:13304:9:Z1872813497;133:13306:7:Z2179914927;133:13307:6:Z2179915050;
CC12CCCC1C2,3,133:13304:9:Z4171316534;133:13340:5:Z4171352196;133:13368:6:Z4171310727;
CN1CCNS1(=O)=O,20,133:13304:9:Z3796600376;133:13312:3:Z3796610211;133:13324:7:Z3796616483;
ClC1=CCCCC1,53,133:13304:9:Z1185048852;133:13307:1:Z293189630;133:13308:0:Z1246247752;
Oc1ccc2ncsc2n1,5,133:13305:0:Z4224374765;133:13318:7:Z4224371334;133:13327:6:Z4224370502;
CC1(C)C=CC1,1,133:13305:0:Z3495333494;
C=C1CNC1,15,133:13305:0:Z3506013744;133:13309:6:Z4526163275;133:13315:3:Z4223223960;
Cn1cnc2ccsc2c1=O,25,133:13305:0:Z1419456224;133:13306:7:Z317366794;133:13315:1:Z194578134;
Clc1nncs1,39,133:13305:0:Z4267010815;133:13309:7:Z4402543483;133:13313:0:Z4229824468;
NC12CCC(CC1)OC2,37,133:13305:0:Z3521917081;133:13306:6:Z3699071440;133:13308:1:Z3511083848;
Cn1c(=O)cnc2ccccc21,70,133:13305:0:Z2617628636;133:13309:7:Z1139834328;133:13312:5:Z3513910695;
CN1CNC2(CCCC2)C1=O,5,133:13305:0:Z1272847913;133:13323:3:Z1272848331;133:13324:5:Z1272848181;
C1CC2COC(C1)O2,21,133:13305:0:Z4195944017;133:13305:2:Z4196010545;133:13310:0:Z4195969625;
c1cn2nncc2cn1,1,133:13305:0:Z4216703360;
O=c1[nH]ncn2cccc12,6,133:13305:0:Z1828313824;133:13330:3:Z1749297483;133:13338:1:Z1743219530;
FC1(F)CCOc2ccccc2C1,24,133:13305:0:Z4256603571;133:13310:9:Z4251685840;133:13311:4:Z4251494228;
Cc1ccc(O)cc1F,3,133:13305:0:Z4223443790;133:13306:2:Z4223443677;133:13354:5:Z4223444086;
NC12CC(C1)C2,8,133:13305:0:Z3144308113;133:13315:0:Z3865332489;133:13322:4:Z3864149623;
Clc1cc(Cl)c2nc[nH]c2c1,51,133:13305:0:Z3053671597;133:13305:2:Z2219654717;133:13306:0:Z3880985387;
CN1CCC=N1,38,133:13305:1:Z4468670491;133:13305:8:Z4468692218;133:13307:5:Z4468657612;
Cc1nc2ccccc2c(=O)o1,3,133:13305:1:Z4216365015;133:13345:7:Z4216363298;133:13358:8:Z4216365202;
Cc1cc2ocnc2c(C)n1,3,133:13305:1:Z4426864737;133:13345:2:Z4210153395;133:13397:6:Z4210153328;
Cc1c(Cl)ccc2[nH]ccc12,61,133:13305:1:Z4178659916;133:13305:6:Z3203202765;133:13308:6:Z3192443543;
O=C1CCC2Sc3ccccc3N12,125,133:13305:1:Z1319925870;133:13306:7:Z1893030436;133:13306:7:Z914111120;
O=S1(=O)N=CNc2ccccc21,60,133:13305:2:Z4066152427;133:13305:2:Z4218461800;133:13306:3:Z4218460015;
Cc1ncc2cc(C)sc2n1,22,133:13305:2:Z4025235364;133:13314:2:Z4026362224;133:13315:9:Z4025054185;
O=c1[nH]cnc2ccnn12,30,133:13305:2:Z2898389990;133:13306:9:Z4385337927;133:13307:3:Z4445949757;
CC1(C)CN=CO1,29,133:13305:2:Z4271704178;133:13305:9:Z4236018437;133:13306:6:Z4259923853;
Clc1ccc2nn[nH]c2c1,11,133:13305:2:Z26063004;133:13313:3:Z26063234;133:13327:6:Z1429602397;
CC12CC(CN1)C2,36,133:13305:2:Z2650148358;133:13311:2:Z3193641108;133:13311:5:Z3359438581;
CC1Cc2ccccc2C(=O)N1,3,133:13305:3:Z4342083925;133:13381:7:Z2466232045;133:13398:2:Z3506392906;
Clc1c[nH]c2ncncc12,44,133:13305:3:Z4254169401;133:13309:1:Z4601741055;133:13313:5:Z4254169479;
Cc1ccc(Cl)c(C)c1,37,133:13305:3:Z4013735727;133:13306:5:Z4013735983;133:13308:9:Z4051375843;
CC1CCc2ccc(F)cc2C1,5,133:13305:3:Z3361896305;133:13328:7:Z2771941628;133:13337:9:Z3363340407;
Cc1n[nH]c2c1CCCN2,22,133:13305:3:Z3294801546;133:13307:6:Z3294801824;133:13309:2:Z2956787765;
CC1Cc2nc[nH]c2CC1C,16,133:13305:3:Z2601126883;133:13308:5:Z2275116735;133:13308:9:Z2275107556;
O=c1nn[nH][nH]1,30,133:13305:3:Z5001349246;133:13307:4:Z5000218236;133:13312:3:Z5000817488;
CC1CCc2c(sc3ncncc23)C1,36,133:13305:3:Z3078709442;133:13310:4:Z2368598614;133:13311:6:Z1554712701;
CC1(C)CCc2ccoc2C1,12,133:13305:3:Z5058510072;133:13306:0:Z1442525658;133:13313:1:Z2351313672;
Cc1cccc(C)c1C,54,133:13305:3:Z4210562862;133:13305:6:Z2103774438;133:13306:2:Z988819130;
O=c1cnc2ccc(Cl)cc2[nH]1,10,133:13305:3:Z3341549943;133:13309:9:Z2720844086;133:13330:6:Z2720844296;
Cc1ccoc(=O)c1,64,133:13305:3:Z4263541875;133:13305:3:Z4263720934;133:13305:8:Z4272582265;
Cc1cccc2ncsc12,24,133:13305:3:Z1957899620;133:13306:1:Z1957964205;133:13310:2:Z2052753523;
CC1(C)CCC(C)(C)C1,14,133:13305:3:Z4227305555;133:13312:7:Z4227308234;133:13319:9:Z4227311961;
O=C1NC(=O)C2Cc3ccccc3C2N1,28,133:13305:3:Z3432188925;133:13307:3:Z3463169217;133:13309:6:Z3463130866;
O=C1NCC2(CC2)C(=O)N1,18,133:13305:4:Z3211575671;133:13306:3:Z3210917091;133:13328:3:Z3211125754;
