fragment_smiles,occurences,example_ligands
CC1(C)CNCCO1,6308,15:01500:0:Z4005513694;15:01500:0:Z4312523508;15:01500:1:Z3799670833;
CC1=CCNC(=O)N1C,10,15:01521:9:Z1900160956;15:01526:7:Z47013456;15:01547:1:Z1883041442;
C1COC2(CC3CCC2CC3)O1,4,15:01521:9:Z4537021589;15:01527:0:Z4258489311;15:01585:6:Z4253537054;
Clc1ccc(Cl)c2c1CCCC2,12,15:01522:0:Z4422038119;15:01522:0:Z4422038096;15:01522:0:Z4860068049;
O=C1NCNC12CNC2,20,15:01522:0:Z3394887459;15:01525:5:Z4026391463;15:01529:1:Z3394887072;
O=c1cnc2c(F)cccc2[nH]1,13,15:01522:1:Z4386797844;15:01522:7:Z4386797884;15:01526:2:Z4458839162;
Cc1cccc2ncn(C)c12,20,15:01522:1:Z1429398710;15:01524:9:Z1449917863;15:01526:9:Z1467039111;
Oc1ccc2c(n1)CNC2,20,15:01522:1:Z2691353729;15:01524:7:Z2950246539;15:01525:4:Z2995934344;
Cc1ccc2nccnc2n1,5,15:01522:3:Z3777171735;15:01524:9:Z3523191676;15:01527:5:Z3506412107;
O=C1CCC2(CCOCC2)CN1,4,15:01522:3:Z3646165323;15:01522:3:Z4045373523;15:01537:0:Z2595254412;
O=c1[nH]cnc2cc(O)ccc12,7,15:01522:3:Z1689190635;15:01526:8:Z3493078484;15:01552:1:Z1689190319;
c1ccc2c(c1)OCC1CNCC21,5,15:01522:4:Z3637921347;15:01543:3:Z3254314036;15:01561:8:Z3294124200;
Cc1cccc2c1ncn2C,2,15:01522:4:Z3484611775;15:01551:7:Z3506071974;
CN1CCC(F)CC1,2,15:01522:5:Z1990451211;15:01589:7:Z2605284255;
O=C1NS(=O)(=O)C2CCCCC12,23,15:01522:6:Z3513680051;15:01525:8:Z3513679580;15:01526:4:Z3513668171;
Cn1[nH]c(=O)c2ccccc2c1=O,10,15:01522:7:Z4312899532;15:01533:7:Z2993847548;15:01536:5:Z2898301535;
Cn1c(=O)c2ccccc2n2cnnc12,4,15:01522:7:Z1818981918;15:01539:9:Z1981571779;15:01575:7:Z151740920;
Cc1cccc2c1S(=O)(=O)NC2=O,4,15:01522:8:Z4179120107;15:01541:9:Z4179119659;15:01545:1:Z4179119716;
c1ccc2c3c(oc2c1)CCCC3,2,15:01522:8:Z785237400;15:01577:3:Z2504481952;
c1c2c(nc3c1CCC3)CCCC2,2,15:01522:8:Z756877384;15:01546:1:Z769583520;
c1[nH]nc2c1CSC2,1,15:01522:8:Z276547380;
O=C1CCNC(=O)C2(CC2)N1,3,15:01522:9:Z4208567613;15:01522:9:Z4208564819;15:01569:9:Z4524935768;
Cc1ccnc2onc(C)c12,7,15:01523:1:Z4216590635;15:01534:5:Z4216591194;15:01535:7:Z4216593692;
c1ccc2c(c1)CCCc1ccnnc1-2,7,15:01523:1:Z4184867754;15:01523:1:Z4184873970;15:01523:1:Z4184856885;
Oc1cc(Cl)ccn1,5,15:01523:2:Z3496054058;15:01547:7:Z2569736748;15:01581:2:Z2569736756;
C=C1CCOc2ccccc21,2,15:01523:4:Z2068425548;15:01572:7:Z1828883702;
C1=COCCN1,9,15:01523:4:Z4385005860;15:01529:6:Z4221318017;15:01540:5:Z3580208613;
O=c1cnnc[nH]1,4,15:01523:4:Z4122242938;15:01534:8:Z4122242814;15:01572:0:Z4122243043;
O=c1[nH]ncc2sc(Cl)cc12,4,15:01523:5:Z3064940655;15:01570:6:Z3064937704;15:01580:9:Z3064940300;
CC1CNC(C)C(C)N1,3,15:01523:5:Z2475481476;15:01583:7:Z2438051878;15:01595:1:Z2475481495;
CC1(C)CNC(C)(C)CN1,2,15:01523:5:Z2657516323;15:01530:4:Z2654911201;
Clc1ccc2ncc3cncn3c2c1,5,15:01523:6:Z2771647283;15:01577:1:Z2698732312;15:01581:2:Z2699573684;
Clc1ccc2ncncc2c1,28,15:01523:7:Z3829649229;15:01524:9:Z3829209035;15:01539:3:Z3829626406;
Cc1ccn2cc(C)nc2c1,2,15:01523:7:Z3347504039;15:01596:6:Z3347311128;
NC1CSCc2ccccc21,9,15:01523:8:Z4999892285;15:01525:3:Z2998316692;15:01532:1:Z2722978275;
O=S1(=O)CCCc2cc(Cl)ccc21,7,15:01523:8:Z1866597521;15:01532:9:Z4206096226;15:01538:3:Z1454714898;
O=c1cc2c(n[nH]1)-c1ccc(F)cc1C2,2,15:01523:8:Z3638987532;15:01542:4:Z3638988370;
O=C1CCNC(=O)C2(CCC2)N1,3,15:01523:8:Z4208569444;15:01531:6:Z4208564372;15:01552:1:Z4208565371;
Fc1ccc2c(c1)CCC1(CCC1)O2,12,15:01523:8:Z3294558549;15:01523:8:Z3294503225;15:01523:8:Z3294503158;
Cc1nccnn1,5,15:01523:9:Z4216897149;15:01535:7:Z4562203334;15:01556:3:Z4526230729;
Cc1cnn2cnnc2c1C,2,15:01523:9:Z2060325867;15:01575:4:Z4234307109;
Cc1ncnc2cccc(F)c12,9,15:01524:0:Z4344527164;15:01527:1:Z4344525369;15:01538:8:Z4344528314;
Oc1ncnc2nc[nH]c12,3,15:01524:0:Z4919319013;15:01546:2:Z3996041163;15:01553:4:Z3810976877;
NC1Cc2cccnc2NC1=O,6,15:01524:0:Z5021983057;15:01540:2:Z2998207387;15:01557:5:Z4154037806;
N=S1(=O)CCCc2cc(F)ccc21,5,15:01524:3:Z4232271437;15:01556:8:Z4264033284;15:01560:9:Z4264035269;
Cc1cc2[nH]c(=O)[nH]c(=O)c2cc1F,7,15:01524:5:Z4080774735;15:01561:0:Z4080788072;15:01579:4:Z4080753337;
Cc1cc2cccnc2cc1Cl,8,15:01524:5:Z3392173872;15:01527:5:Z3391019224;15:01536:3:Z3392177842;
O=C1NCCCCCCNC2CCCC12,8,15:01524:6:Z4004793968;15:01531:9:Z4267482722;15:01537:2:Z2605388434;
O=C1NCNc2c1sc1ccccc21,4,15:01524:6:Z1517049719;15:01567:8:Z2830928402;15:01570:8:Z1272848807;
Cn1c2ccccc2c2cn[nH]c(=O)c21,3,15:01524:7:Z2789972500;15:01538:6:Z2789941353;15:01579:7:Z2790103305;
Oc1ccnc2c(F)c(Cl)ccc12,9,15:01524:8:Z2333542005;15:01524:8:Z2666941902;15:01529:8:Z1645587920;
O=C1CCCCCC1,11,15:01524:9:Z1116549155;15:01525:4:Z391817160;15:01545:5:Z1264016620;
OC1CSC=N1,15,15:01524:9:Z4268768140;15:01528:1:Z4269564063;15:01535:1:Z4268674030;
O=C1CCc2cc(Cl)ccc2N1,7,15:01525:0:Z4608845846;15:01525:0:Z4608885730;15:01539:0:Z3620836799;
Cc1nc2ccc(F)cc2nc1C,3,15:01525:2:Z1664812465;15:01573:5:Z2916250458;15:01584:7:Z2569658642;
Nc1nccn2cncc12,6,15:01525:2:Z4224165545;15:01542:6:Z2687608478;15:01547:3:Z3506189103;
c1ncc2c(n1)NCCO2,10,15:01525:5:Z4224187604;15:01538:1:Z3990017959;15:01541:1:Z4028705886;
O=C1COC=NN1,3,15:01525:5:Z4453211512;15:01532:5:Z4926121807;15:01576:1:Z4122026698;
Cc1cc(Cl)c2c(c1)CCCCO2,10,15:01525:5:Z1449721697;15:01531:9:Z1449721533;15:01544:7:Z2105790277;
O=C1CNC(=O)C23CC2CN1C3,7,15:01525:6:Z4443108887;15:01541:1:Z4443111584;15:01541:1:Z4443111807;
Cc1n[nH]c(=O)c2cccnc12,4,15:01525:7:Z2790060577;15:01552:0:Z2982142970;15:01574:0:Z2789923707;
Clc1ccc2sc(Cl)nc2c1,6,15:01525:7:Z4278811898;15:01530:1:Z4216254411;15:01559:8:Z4265271488;
Cc1n[nH]c(=O)c2sccc12,3,15:01525:8:Z4122247808;15:01555:9:Z2789967462;15:01588:3:Z2789948125;
CC1(C)CNc2ncccc2O1,18,15:01525:9:Z4127254904;15:01531:4:Z4127254778;15:01538:6:Z4127260617;
Cc1cccc2c1ccn2C,14,15:01525:9:Z4257704840;15:01526:1:Z3741314570;15:01526:1:Z3641778918;
CC1CNc2cc(F)ccc2C(=O)N1,4,15:01526:0:Z1886750867;15:01569:0:Z1886763934;15:01569:0:Z1886762284;
Nc1c[nH]c2ccccc12,2,15:01526:0:Z4000786638;15:01590:6:Z3523210726;
CN1CCOCC1=O,4,15:01526:0:Z2589750160;15:01549:2:Z1883704843;15:01556:5:Z2967043318;
Cc1nncnn1,4,15:01526:2:Z4863074213;15:01561:7:Z4169178365;15:01565:5:Z4169176788;
Cc1cc2ccccn2n1,4,15:01526:3:Z4522213320;15:01553:2:Z3790675992;15:01575:6:Z3790748265;
Cc1cc2[nH]c(C)cc(=O)n2n1,2,15:01526:3:Z3254642535;15:01564:2:Z301064660;
Cc1ccc2c(c1)C(=O)CO2,4,15:01526:3:Z4453205097;15:01532:3:Z4224126530;15:01544:5:Z4223737505;
c1nnc2n1C1(CCCC1)CC2,5,15:01526:3:Z2981777203;15:01544:0:Z2981777675;15:01555:2:Z2981777571;
O=S1(=O)CCNc2ccccc2C1,16,15:01526:5:Z4402168536;15:01530:2:Z4647781063;15:01535:3:Z4402166686;
c1ccc2c(c1)nc1n2CCCCC1,3,15:01526:7:Z68920985;15:01568:2:Z30643019;15:01593:6:Z118519030;
Nc1nc2c(s1)CNCC2,11,15:01526:7:Z3389171035;15:01531:8:Z4173632143;15:01533:3:Z2968077961;
Cn1nnc2c(=O)[nH]ncc21,3,15:01526:9:Z4379722236;15:01527:7:Z4379722476;15:01591:5:Z4379722649;
CC1(C)Cc2ccc(F)cc2C1,8,15:01527:2:Z4251271876;15:01536:6:Z4251736571;15:01547:2:Z4251113642;
Cc1ccc2c(c1)NCNS2(=O)=O,6,15:01527:2:Z4308426532;15:01552:6:Z4309182114;15:01552:6:Z4309087210;
CC1CCC(N)C(C)N1,1,15:01527:3:Z4769847887;
CN1CCCOCC1,1,15:01527:3:Z5063433987;
O=c1[nH]cnc2c1sc1ncccc12,8,15:01527:3:Z2851104034;15:01539:3:Z2851100891;15:01548:5:Z2851101075;
CN1CCc2nc[nH]c(=O)c2C1,4,15:01527:3:Z2720357953;15:01565:0:Z1913682153;15:01575:8:Z4444931766;
Cc1ccnc(C)c1C,3,15:01527:3:Z74617669;15:01549:8:Z1228386674;15:01581:4:Z98273980;
c1nnc2n1C1(CC1)COC2,2,15:01527:5:Z4150927559;15:01544:4:Z4150927553;
CC1C(C)C12NC(=O)CNC2=O,6,15:01527:8:Z4208560143;15:01546:1:Z4208560161;15:01563:8:Z4208560139;
O=C1COc2ccc(Cl)cc21,3,15:01527:8:Z4453205376;15:01552:6:Z3511971076;15:01599:4:Z4313350059;
Cc1cc(F)ncn1,1,15:01527:9:Z4185316027;
O=C1CCC2NCCN12,1,15:01528:0:Z3085746171;
c1nnc2n1CCC1(CC2)OCCO1,2,15:01528:0:Z3547460372;15:01594:5:Z3547460122;
CC1(C)Nc2ccccc2C1N,5,15:01528:1:Z2776458544;15:01547:6:Z2776456528;15:01553:7:Z2776460602;
Cc1cc2n[nH]c(=O)n2c2ccccc12,2,15:01528:1:Z2442372956;15:01592:4:Z3339516735;
Cc1cc(C)c2c(=O)[nH]n(C)c2n1,4,15:01528:4:Z2209061971;15:01574:5:Z1383820063;15:01579:0:Z1209496379;
Cc1csc2c(C)cccc12,4,15:01528:4:Z4391344715;15:01573:3:Z3359950129;15:01576:3:Z3360458358;
Oc1ccc2cc(O)ccc2c1,12,15:01528:4:Z4468321623;15:01534:3:Z4309588292;15:01540:1:Z4311544256;
C1CCC2(CC1)CC1CCOC12,3,15:01528:4:Z3541979798;15:01528:5:Z3541977713;15:01531:2:Z3541976726;
O=c1ocnc2c(F)cccc12,2,15:01528:5:Z1981530101;15:01558:6:Z2111618240;
Clc1cccc2ocnc12,2,15:01528:5:Z4863026005;15:01535:1:Z4863031628;
FC1(F)C2Cc3ccccc3C21,8,15:01528:6:Z3347062465;15:01533:1:Z3347407192;15:01542:0:Z3347345041;
C1CC2CCNC2N1,7,15:01528:6:Z3586355570;15:01528:6:Z3586352146;15:01528:6:Z3586355692;
Cc1nc2ccc(F)cc2[nH]1,3,15:01528:6:Z4223718844;15:01542:5:Z3347392780;15:01574:6:Z4000744471;
C1=CCC2(CC1)CCNCC2,9,15:01528:9:Z4211405889;15:01528:9:Z4211405894;15:01535:2:Z4211397198;
O=C1COCC2CNCCN12,8,15:01529:0:Z4614869963;15:01531:8:Z4614868742;15:01546:1:Z4614865292;
O=C1CC2CC(F)CN2C(=O)CN1,4,15:01529:2:Z4009027983;15:01566:4:Z4009028275;15:01577:9:Z4996139647;
Oc1ncnc2[nH]ncc12,4,15:01529:2:Z3506305144;15:01540:3:Z3484613080;15:01570:2:Z4453191809;
CN1C(=O)NC2CC1Oc1ccccc12,3,15:01529:2:Z3492771615;15:01558:7:Z4212819269;15:01559:5:Z3547940953;
c1cc2[nH]ccc2nn1,9,15:01529:3:Z4223666397;15:01533:0:Z4427016437;15:01542:0:Z3506016230;
Fc1cccc2c1NCCN2,11,15:01529:4:Z3521579419;15:01538:4:Z4272250724;15:01541:3:Z3521579407;
O=c1[nH]cnc2c1[nH]c1nccnc12,3,15:01529:5:Z3788948886;15:01543:4:Z4918772292;15:01587:7:Z4208982924;
O=C1NCN2Cc3ccccc3CC12,6,15:01529:5:Z2788094740;15:01529:5:Z2351307066;15:01564:6:Z2351307903;
O=c1[nH]ccc2cc(Cl)ccc12,6,15:01529:6:Z4000410083;15:01533:0:Z4000410111;15:01536:0:Z3241530938;
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,10,15:01529:6:Z3340140343;15:01532:9:Z18371340;15:01538:0:Z3512372840;
CC1CNc2cc(Cl)ccc2SC1,2,15:01529:8:Z1654285126;15:01581:1:Z1654289674;
Cc1cn(C)c2ccccc12,2,15:01529:9:Z3340024965;15:01571:1:Z3340025068;
CC1(C)C2CCC3(CC3)C1C2,6,15:01530:0:Z4253682558;15:01530:9:Z4251089695;15:01530:9:Z4253706633;
O=c1cc[nH]nc1,4,15:01530:0:Z3990177347;15:01549:8:Z1173905164;15:01555:6:Z1181626878;
Cc1cccc2cn[nH]c(=O)c12,3,15:01530:1:Z2982118818;15:01539:5:Z2982125392;15:01567:0:Z4168355847;
O=c1ccc2ccoc2[nH]1,2,15:01530:2:Z1228388858;15:01540:1:Z920730656;
C1C2CC3C4C1CC2C34,2,15:01530:3:Z4390488061;15:01567:3:Z4390841655;
c1nnc2n1CC1CCCC(C2)C1,3,15:01530:4:Z3492794267;15:01532:2:Z3492794154;15:01590:4:Z3492794311;
O=C1CC2CCCCN2C(=O)CN1,12,15:01530:4:Z4009022059;15:01530:4:Z4009019165;15:01530:4:Z4009022251;
FC1(F)CNc2ccccc2O1,6,15:01530:6:Z4131994885;15:01541:6:Z4131996300;15:01541:6:Z4393984162;
CC1CSc2ccccc2C1=O,4,15:01530:8:Z4082203546;15:01539:1:Z2466299524;15:01583:3:Z3511972253;
Cc1cccc2c1NC(=O)C2(C)C,2,15:01531:0:Z4223963473;15:01597:9:Z2466268479;
O=c1cc2c(n[nH]1)-c1ccccc1C2,8,15:01531:2:Z2720798720;15:01531:4:Z2832638756;15:01531:4:Z2442432975;
CC1=CCN(C)C(=O)N1C,2,15:01531:3:Z1162573965;15:01579:6:Z1692589021;
CC1CCc2nncn2CC1,5,15:01531:3:Z3788933276;15:01541:3:Z3788933642;15:01546:5:Z3788933379;
c1ccc2c(c1)CC1CCCCC1N2,6,15:01531:5:Z3469957480;15:01535:5:Z4127741663;15:01540:3:Z1832924472;
O=c1[nH]cnc2sc3ccccc3c12,3,15:01531:6:Z1917776191;15:01533:4:Z732636322;15:01549:5:Z1507108005;
O=C1Nc2ccccc2C1O,12,15:01531:6:Z2961488124;15:01541:0:Z3344060067;15:01553:8:Z2961487348;
CC1(C)Cc2ccc(Cl)cc2O1,12,15:01531:6:Z2710361865;15:01532:3:Z2475039637;15:01540:5:Z1967682042;
Cc1ccc2c(c1)C1CN(C)CCC1N2,2,15:01531:8:Z3090125284;15:01531:8:Z363553108;
C1=CC2(C1)CCOCC2,5,15:01531:8:Z4209544488;15:01533:3:Z4209356194;15:01549:5:Z4209775244;
OC12c3ccccc3CCC1C2(F)F,2,15:01532:1:Z3790583136;15:01547:7:Z3790606393;
Cc1n[nH]c(=O)c2nocc12,5,15:01532:1:Z4024687590;15:01572:9:Z4024687943;15:01575:8:Z4024688065;
C1COC2(CNC2)N1,4,15:01532:1:Z3207366189;15:01577:2:Z4285334207;15:01591:1:Z4150261201;
Cc1nc2ccc3ncsc3c2s1,3,15:01532:2:Z3060477689;15:01534:9:Z3599113317;15:01534:9:Z4316578913;
c1ccc2c(c1)CCC1(CCNCC1)O2,7,15:01532:3:Z3313166003;15:01550:4:Z3617892397;15:01562:4:Z4054917319;
O=C1CC2(CCNCC2)CCN1,21,15:01532:4:Z4216951664;15:01533:1:Z4063873542;15:01533:7:Z4064561278;
Cc1c(F)cc(Cl)c2c1CCCN2,6,15:01532:4:Z2415463302;15:01543:3:Z2415464953;15:01552:4:Z2415463983;
O=C1CNC(=O)C2(CCSC2)N1,2,15:01532:5:Z4414549305;15:01532:5:Z4414549274;
O=C1CCCCCc2ccccc2N1,7,15:01532:5:Z4257065251;15:01534:3:Z4252460341;15:01560:4:Z4251109892;
Cc1cc(O)on1,1,15:01532:7:Z3095607892;
O=c1[nH]cnc2cc(Cl)cc(Cl)c12,11,15:01532:7:Z3339513801;15:01532:7:Z2613779272;15:01544:1:Z2442351535;
Cc1cc(=O)n(C)c2ccccc12,4,15:01532:7:Z4000339333;15:01547:4:Z3633921601;15:01562:2:Z3633920463;
O=C1CNC(=O)C2CCCC2N1,4,15:01532:8:Z4009014593;15:01549:5:Z4009014830;15:01551:4:Z4426442700;
CC1=NN=C(C)CC1,3,15:01532:9:Z3095709783;15:01536:7:Z3095709834;15:01569:3:Z3095708598;
CC1(C)Oc2ccccc2C1=O,4,15:01533:1:Z2905431499;15:01543:5:Z3512032004;15:01584:7:Z3860765012;
CN1CC2NCCOC2C1,1,15:01533:1:Z2602299318;
C1CNC2(CNC2)OC1,1,15:01533:3:Z4091798367;
Cc1nc2c3c(ccc2[nH]1)NCCC3,4,15:01533:3:Z4071669665;15:01536:4:Z3727493856;15:01536:4:Z3584775974;
O=c1[nH]cnc2sc3c(c12)CCSC3,7,15:01533:4:Z3253737947;15:01535:2:Z1551985576;15:01552:4:Z732600222;
C1CNC2CNCC2N1,1,15:01533:4:Z4421472073;
OC1CC2CCCCC12,14,15:01533:4:Z4265154470;15:01535:0:Z4267667863;15:01535:0:Z4262256914;
Cc1ccc2c(c1)C(=O)NCC2,7,15:01533:6:Z2466272279;15:01552:5:Z2905427705;15:01556:9:Z3255080217;
c1nc2c(s1)CC1(CC2)CC1,6,15:01533:7:Z3827849102;15:01552:1:Z3827850737;15:01553:3:Z3827850965;
O=c1[nH]ncc2cccc(O)c12,4,15:01533:9:Z2790148148;15:01546:6:Z3292214846;15:01557:3:Z2790006546;
Fc1ccc2cnsc2c1,5,15:01533:9:Z4458815676;15:01536:9:Z4458778162;15:01558:3:Z4458828324;
O=S1(=O)CC2(CNC2)CN1,1,15:01534:0:Z4000385569;
C1C2CC1C1(CNC1)O2,2,15:01534:2:Z4212294279;15:01548:4:Z4212313093;
Oc1cnnc2ccccc12,3,15:01534:2:Z4223866632;15:01550:1:Z4922809332;15:01564:1:Z3777270489;
CC1(O)CNCCNC1,7,15:01534:8:Z4089767927;15:01534:8:Z4089767905;15:01534:8:Z4089767506;
c1ccc2c(c1)COC21CCCCC1,15,15:01534:8:Z4169845011;15:01534:8:Z4169844987;15:01534:8:Z4170438467;
Cc1cc(=O)nc(C)[nH]1,2,15:01535:2:Z166867828;15:01552:8:Z166981570;
O=c1[nH]c(=O)c2ccccc2o1,3,15:01535:2:Z3766791778;15:01551:1:Z3506008446;15:01552:0:Z4211371931;
c1nnc2n1C1(CCCC1)COCC2,2,15:01535:3:Z3996032387;15:01551:6:Z3996032023;
Cc1cccc2c(=O)[nH]ncc12,2,15:01535:5:Z3064937840;15:01562:0:Z3064937322;
O=C1CNC(=O)C2(CN1)CC2(F)F,2,15:01535:5:Z4443110642;15:01564:1:Z4443112079;
Fc1cc2[nH]ccc2cc1Cl,10,15:01535:7:Z2722666759;15:01551:5:Z2827312439;15:01551:5:Z2827312547;
O=C1CNC(=O)C2CCCCC2N1,2,15:01535:7:Z4008989947;15:01567:6:Z4008989821;
Clc1csc2cc3c(cc12)OCCO3,3,15:01536:1:Z2266413276;15:01536:1:Z3521472250;15:01592:0:Z288776998;
O=C1CNC(=O)C2(COC2)N1,3,15:01536:4:Z4208555496;15:01536:4:Z4208555424;15:01584:9:Z4208555525;
Cc1cc(=O)c2ccccc2[nH]1,8,15:01536:6:Z2371575527;15:01538:0:Z2898218848;15:01543:8:Z2613701000;
CC1(C)CCc2ccccc2CC1,9,15:01536:7:Z2452816544;15:01536:7:Z2439752836;15:01536:7:Z2395074167;
O=c1[nH]cnc2cc3c(cc12)CCCC3,3,15:01536:9:Z3493091792;15:01569:2:Z3493092225;15:01598:1:Z3493091719;
C1=Cc2ccccc2CN1,1,15:01537:0:Z209790832;
Cc1ccc2c(c1)C(=O)CCO2,6,15:01537:1:Z2763569456;15:01547:2:Z3523190580;15:01577:1:Z2466296432;
CC1CNC(=O)CO1,1,15:01537:2:Z2079327301;
c1ccc2c(c1)CCC1(CCCNC1)O2,7,15:01537:2:Z2706942629;15:01538:8:Z2719614694;15:01564:7:Z2706940239;
CC1CNCCN1C,13,15:01537:3:Z4227961044;15:01538:3:Z4343287501;15:01538:3:Z4227993231;
O=c1[nH]cnc2c1CCNC2,5,15:01537:3:Z1899911523;15:01540:6:Z3638654282;15:01556:4:Z3339434543;
Nc1nccnn1,2,15:01537:4:Z4166291241;15:01568:7:Z4165393931;
CN1NC2(CCNCC2)NC1=O,5,15:01537:5:Z4232673322;15:01559:5:Z4232673274;15:01560:8:Z4232674472;
Oc1n[nH]c2ncccc12,2,15:01537:8:Z4309703010;15:01539:8:Z4309836004;
CC1(C)Cc2ncsc2C(C)(C)C1,2,15:01537:8:Z2945764086;15:01564:0:Z2993737099;
c1cn2ncncc2n1,1,15:01537:9:Z4024589900;
Oc1c(Cl)cccc1Cl,1,15:01538:0:Z2863984859;
O=C1CC=NC(=O)N1,4,15:01538:1:Z3095269927;15:01571:2:Z3095270616;15:01579:5:Z3095270216;
O=c1[nH]ccc2c(F)cccc12,6,15:01538:1:Z4080682357;15:01546:9:Z4079344052;15:01549:6:Z4080682531;
O=C1NCC(=O)N2CC3(CCC3)OCC12,2,15:01538:2:Z4443109359;15:01586:5:Z4443108974;
O=c1[nH]cnc2ccoc12,4,15:01538:3:Z4208977178;15:01540:8:Z4208977948;15:01551:1:Z4208976769;
CC1(C)CCC2(CC2)c2ccccc21,2,15:01538:4:Z2199269827;15:01582:5:Z2228625281;
c1ccc2c3c([nH]c2c1)CCCC3,2,15:01538:5:Z3836749084;15:01556:0:Z3835912575;
C1=CC2(CCCNC2)Oc2ccccc21,4,15:01538:5:Z4268523061;15:01558:4:Z4229773677;15:01588:1:Z4191962841;
c1ccc2c(c1)[nH]c1ncccc12,3,15:01538:8:Z3774988426;15:01560:8:Z3774988242;15:01574:5:Z3774988120;
CC1(C)CCc2nncn2C1,3,15:01538:9:Z2863953926;15:01548:9:Z2863954042;15:01591:7:Z2863953945;
C=C1CCc2ccccc21,2,15:01538:9:Z3484534424;15:01585:5:Z3484596878;
Cc1ccnc2sccc12,2,15:01539:0:Z4217237959;15:01545:3:Z2205109137;
c1ncc2ccoc2n1,2,15:01539:1:Z1502689523;15:01566:5:Z1502692168;
c1ccc2c(c1)[nH]c1cnccc12,11,15:01539:5:Z4265567659;15:01539:5:Z4265568520;15:01539:5:Z4220114312;
Cc1n[nH]c(=O)c2cc(Cl)ccc12,4,15:01539:8:Z2790016025;15:01547:2:Z3292215264;15:01548:9:Z2790143363;
CC1(C)CC(C)(C)c2ccccc21,3,15:01540:1:Z2897691246;15:01576:4:Z1618404673;15:01588:0:Z1527512748;
CC12CN(C(=O)CNC1=O)C(C)(C)C2,3,15:01540:2:Z4443109483;15:01541:7:Z4443108834;15:01588:8:Z4443109306;
O=c1[nH]cnc2cccc(Cl)c12,11,15:01540:3:Z3342844424;15:01553:1:Z3342845181;15:01555:7:Z3342840222;
c1ccc2c(c1)CCC1NCCOC21,2,15:01540:7:Z4401671400;15:01555:8:Z4390354594;
O=c1[nH]c(=O)c2cc(Cl)c(F)cc2[nH]1,6,15:01540:8:Z4080774736;15:01568:2:Z4447315949;15:01568:2:Z4426434130;
C1CNC2(C1)CNC2,5,15:01541:0:Z3319311313;15:01552:0:Z3517187428;15:01568:8:Z3093252837;
Cc1cc2ncsc2cc1C,2,15:01541:1:Z1818823841;15:01546:8:Z4379973939;
Nc1cc(O)ccn1,4,15:01541:1:Z4504724779;15:01565:8:Z3506222876;15:01567:9:Z4414840745;
Fc1ccc2cncn2c1,3,15:01541:2:Z3484534816;15:01579:5:Z3484564101;15:01590:6:Z3512024840;
Clc1ccc2scnc2c1Cl,2,15:01541:5:Z4910250154;15:01550:9:Z1607045080;
C1=CCC2(CNC2)OC1,1,15:01541:8:Z4223521161;
O=C1CCc2c(Cl)cccc21,3,15:01541:9:Z4121993695;15:01582:1:Z4453208813;15:01583:6:Z4121996277;
Fc1cc(F)c2ccnn2c1,2,15:01542:0:Z4224083086;15:01558:6:Z3506221660;
Cc1ccc2c(c1)CC(=O)N2,6,15:01542:0:Z4188623875;15:01559:4:Z4224022460;15:01590:1:Z3506005570;
Clc1cc(Cl)c2[nH]ccc2c1,4,15:01542:5:Z2640591050;15:01573:9:Z2232825320;15:01586:3:Z2232826597;
c1cc2cnoc2cn1,1,15:01542:7:Z5012614166;
Cc1ccc2c(c1)NC(=O)NS2(=O)=O,5,15:01542:8:Z2769251270;15:01556:2:Z2769251470;15:01566:4:Z2769251656;
Cc1cc2cncnc2o1,1,15:01543:4:Z1502691940;
O=c1ccnc2sc3c(n12)CCCC3,2,15:01543:5:Z967032254;15:01594:4:Z1122514851;
Nc1nc2cnccc2s1,1,15:01543:6:Z3347486407;
CC1CCCCC1N,2,15:01543:8:Z3294102775;15:01564:9:Z3294100827;
O=c1[nH]ncc2cc(F)ccc12,3,15:01544:0:Z4449746486;15:01558:3:Z2982123342;15:01580:3:Z2982132817;
Cc1ccc2cccc(C)c2n1,2,15:01544:1:Z1679826817;15:01564:5:Z2898020050;
c1ccc2nc3c(cc2c1)COCC3,3,15:01544:3:Z4652941114;15:01583:5:Z667801956;15:01592:1:Z1247447300;
c1ccc2c(c1)CC1(CCCCC1)C2,2,15:01544:3:Z4887303240;15:01553:8:Z4876983420;
Cc1[nH]c(Cl)c2cn[nH]c(=O)c12,5,15:01544:4:Z4341193241;15:01544:6:Z4341194905;15:01557:0:Z4341194932;
Clc1cnc(Cl)s1,2,15:01544:5:Z2543416517;15:01576:5:Z2529339149;
O=c1[nH]ncc2occc12,5,15:01544:6:Z2982147096;15:01569:2:Z2789923338;15:01572:0:Z3253692882;
Cn1cnc2sc3c(c2c1=O)CCCC3,2,15:01544:6:Z3339944555;15:01590:4:Z13725408;
CC12CCCCC1CCC21OCCO1,2,15:01544:7:Z4251831476;15:01556:7:Z4252890299;
Cn1cnc2ncccc21,1,15:01544:7:Z4871567192;
O=C1NCC(=O)N2Cc3[nH]ncc3CC12,3,15:01544:9:Z4379909112;15:01577:3:Z4379906791;15:01583:5:Z4379906764;
c1cc2ncsc2cn1,3,15:01545:0:Z3827855690;15:01568:7:Z2790130869;15:01596:1:Z2790130966;
CN1CCC(O)C1=O,3,15:01545:1:Z2797848880;15:01547:5:Z2795688917;15:01577:4:Z3195658807;
