fragment_smiles,occurences,example_ligands
O=C1CCC2(CC1)NCCNC2=O,15,74:07406:0:PV-002820209768;74:07407:4:PV-002820394065;74:07408:4:PV-002820525079;
Cc1ccoc(=O)c1,26,74:07406:1:PV-002820211358;74:07407:2:PV-002820357677;74:07409:3:PV-002820649532;
Cc1ccnc2[nH][nH]c(=O)c12,31,74:07406:1:PV-003331553153;74:07416:5:PV-002821599724;74:07419:2:PV-003336043511;
Cc1nc2c(s1)NCCCC2,27,74:07406:1:PV-002820218724;74:07407:0:PV-002567889452;74:07408:6:PV-003332402449;
O=C1CC2COCC(C1)N2,11,74:07406:1:PV-003331559665;74:07410:8:PV-003987240551;74:07418:5:PV-005013666566;
O=c1[nH]sc2ccccc12,7,74:07406:1:PV-002820220592;74:07407:1:PV-005002070526;74:07415:3:PV-005010407684;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,13,74:07406:1:PV-002412628217;74:07419:8:PV-003336254478;74:07430:3:PV-002823427303;
O=C1CCS(=O)(=O)N1,7,74:07406:1:PV-002360878275;74:07413:6:PV-003334107697;74:07420:6:PV-002568167567;
Cc1cn2c(n1)CCC(C)C2,21,74:07406:1:PV-005001059734;74:07407:1:PV-005002100211;74:07408:0:PV-005002937296;
O=c1[nH]cnc2cc(F)cc(F)c12,24,74:07406:1:PV-005001096474;74:07406:9:PV-002820325529;74:07407:8:PV-002820442407;
C1CNCCC2CC2C1,92,74:07406:1:PV-005001107293;74:07406:4:PV-005001367225;74:07406:9:PV-005001901611;
CN1CCCNCCC1,26,74:07406:1:PV-005001139582;74:07414:7:PV-003334511897;74:07416:7:PV-002821630110;
NC1CC2CCCC(C1)N2,8,74:07406:2:PV-005001196247;74:07434:0:PV-005029497870;74:07438:9:PV-002824584766;
O=c1[nH]ccc2occc12,74,74:07406:2:PV-005001207986;74:07407:5:PV-002464401459;74:07408:7:PV-002360932131;
Fc1cc2cncnc2cc1F,37,74:07406:2:PV-002360878759;74:07410:1:PV-002102212004;74:07412:7:PV-002361013207;
Cc1ccc2c(c1)C(=O)NCC2,8,74:07406:2:PV-003331578913;74:07409:9:PV-003332857577;74:07429:1:PV-005024427521;
c1ccc2c(c1)Cc1ccccc1O2,15,74:07406:2:PV-002412629152;74:07409:8:PV-003332837199;74:07409:8:PV-002205700626;
FC1(F)C2(CCNCC2)C12CC2,9,74:07406:2:PV-002820227131;74:07410:6:PV-005005611537;74:07438:9:PV-002824581866;
O=C1COc2ccc(Cl)cc21,7,74:07406:2:PV-003331587833;74:07456:4:PV-005052222414;74:07456:9:PV-003348934907;
CC1(C)CCNC(=O)c2ccoc21,15,74:07406:2:PV-003331588589;74:07409:3:PV-003332646283;74:07409:3:PV-003332646284;
Oc1nccc2cnccc12,36,74:07406:2:PV-003331589972;74:07410:3:PV-003332983742;74:07410:3:PV-003332983743;
O=C1CCOC2(CCNCC2)C1,19,74:07406:2:PV-002820233043;74:07406:7:PV-002820294467;74:07416:3:PV-002464581594;
CN1CCC=N1,28,74:07406:2:PV-002820233156;74:07407:6:PV-002820414798;74:07418:5:PV-002821865502;
CC1CC(C)(C)c2ccccc2N1,34,74:07406:2:PV-002360880153;74:07406:4:PV-003331656564;74:07406:4:PV-003331656565;
Fc1ccnnc1,16,74:07406:2:PV-002820234921;74:07413:4:PV-005008422858;74:07415:4:PV-002821454973;
c1ccc2c(c1)CCc1cnoc1-2,35,74:07406:2:PV-002257379198;74:07409:7:PV-002567944988;74:07412:9:PV-003333877687;
O=C1CNc2ccc(Cl)cc2N1,23,74:07406:2:PV-003331602705;74:07406:2:PV-003331602706;74:07406:2:PV-002820235352;
CC1(C)CNCc2cccc(F)c21,85,74:07406:2:PV-003331603604;74:07406:3:PV-005001239607;74:07408:2:PV-002820490490;
Cc1cc(O)cc(=O)o1,68,74:07406:3:PV-002820237752;74:07407:1:PV-002820356323;74:07409:5:PV-002820668674;
O=c1cc[nH]c2ccc(F)cc12,80,74:07406:3:PV-002820238988;74:07406:7:PV-002820296256;74:07406:8:PV-003331798377;
O=c1c2ccccc2nc2n1CCC2,8,74:07406:3:PV-003331618754;74:07429:0:PV-002102597422;74:07463:3:PV-005059277739;
O=C1CCNc2ncccc21,9,74:07406:3:PV-003331618889;74:07409:8:PV-002820713481;74:07418:3:PV-005013513308;
CN1CCCC2(CCNCC2)C1,31,74:07406:3:PV-003331620716;74:07406:5:PV-005001437824;74:07413:6:PV-005008700408;
O=c1[nH]c(=O)c2ccc(F)cc2[nH]1,25,74:07406:3:PV-005001237149;74:07412:3:PV-002821036219;74:07414:6:PV-002821346007;
CC1N=CNC1C,26,74:07406:3:PV-002820245287;74:07408:5:PV-002820538885;74:07415:7:PV-002821488949;
CC1CNc2ccccc2C1=O,18,74:07406:3:PV-002820248879;74:07407:4:PV-002820389340;74:07407:8:PV-005002864843;
c1ccc2c3c(oc2c1)CCCC3,11,74:07406:4:PV-003331637887;74:07406:4:PV-002205629005;74:07406:4:PV-003331637888;
c1cc2c3c(c1)NCCC3CCC2,31,74:07406:4:PV-003331642127;74:07406:7:PV-003331778591;74:07406:8:PV-005001769060;
c1ncc2c(n1)NCCO2,4,74:07406:4:PV-002820250945;74:07423:9:PV-005019234747;74:07438:8:PV-002824567655;
Cc1cnc2cc(F)ccc2c1Cl,16,74:07406:4:PV-003331644466;74:07412:1:PV-002821015931;74:07424:2:PV-002822615356;
O=C1CCCc2ccncc21,19,74:07406:4:PV-002820251867;74:07420:9:PV-002822182657;74:07426:0:PV-005021346929;
Oc1ccnc2c(F)ccc(F)c12,27,74:07406:4:PV-002309130463;74:07409:3:PV-002412692458;74:07412:4:PV-002154006234;
O=C1NCNc2cc(Cl)cc(F)c21,9,74:07406:4:PV-003331646357;74:07411:9:PV-003333526088;74:07433:7:PV-003341011276;
CC1CNc2ccccc2NC1=O,14,74:07406:4:PV-002360883156;74:07409:8:PV-005004848199;74:07412:4:PV-002821053950;
Oc1cnc2cc(F)ccc2c1,78,74:07406:4:PV-002820256236;74:07407:0:PV-002820333533;74:07407:5:PV-002820403259;
O=c1ccs[nH]1,8,74:07406:4:PV-003331658551;74:07412:6:PV-003333782760;74:07447:2:PV-003345621152;
CC1OCCc2sccc21,29,74:07406:4:PV-003331659538;74:07412:1:PV-002205746837;74:07413:2:PV-005008276904;
CC1(C)C2CCCNC1C2,20,74:07406:4:PV-002257382982;74:07409:1:PV-002360940245;74:07412:9:PV-002516260584;
Oc1ccc2c(c1)CCO2,3,74:07406:4:PV-003331667669;74:07413:0:PV-003333939338;74:07496:4:PV-003362493737;
Cc1ccc2c(c1)NCCC2,89,74:07406:4:PV-002820260789;74:07407:2:PV-002820357393;74:07408:1:PV-002516163403;
FC1(F)C2CCNCCC21,22,74:07406:4:PV-003331671792;74:07412:0:PV-005007137453;74:07412:9:PV-002821120418;
NC12CCC(CNC1)C2,28,74:07406:4:PV-002820263570;74:07410:5:PV-005005546053;74:07415:1:PV-005010202878;
Fc1ccc2c(c1Cl)CCC2,4,74:07406:4:PV-002820263685;74:07407:3:PV-002820374313;74:07451:4:PV-002826241662;
FC1(F)CC2CNCCN2C1,27,74:07406:4:PV-005001424479;74:07407:8:PV-005002842325;74:07410:4:PV-002153965420;
Cc1ncsc1Cl,31,74:07406:5:PV-005001437289;74:07407:1:PV-005002063000;74:07410:5:PV-005005530766;
c1ccc2c(c1)OCc1ccsc1-2,12,74:07406:5:PV-005001458540;74:07430:1:PV-005025504835;74:07440:5:PV-005036131494;
C1CCC2(CCNCC2)NC1,24,74:07406:5:PV-005001460282;74:07406:8:PV-005001759772;74:07412:0:PV-002820996198;
C=C1CCS(=O)(=O)CC1,7,74:07406:5:PV-005001470386;74:07406:5:PV-005001470387;74:07427:6:PV-005022921785;
CC1CC1N,23,74:07406:5:PV-005001471045;74:07407:7:PV-003332107050;74:07408:0:PV-003332199874;
CC1(C)CNCCS1=O,17,74:07406:5:PV-005001480431;74:07419:0:PV-005014216426;74:07422:3:PV-002822361558;
CC1CCCCC1=O,28,74:07406:5:PV-002820264525;74:07409:3:PV-002567936181;74:07417:4:PV-003335434474;
Cc1cncc2nccn12,84,74:07406:5:PV-003331680078;74:07407:5:PV-003332025064;74:07407:5:PV-003332025065;
CC1CNCC(N)C1,35,74:07406:5:PV-003331682649;74:07408:5:PV-002820540673;74:07410:5:PV-005005598281;
O=S1(=O)CCC2(CCNCCO2)CC1,32,74:07406:5:PV-002820266957;74:07406:7:PV-002820299634;74:07415:3:PV-002821439250;
Cc1cc2c(=O)[nH]cnc2s1,5,74:07406:5:PV-003331689032;74:07425:5:PV-002154273454;74:07466:8:PV-002413871348;
CC1CCNc2c(O)cccc21,13,74:07406:5:PV-002412636521;74:07411:1:PV-002102232511;74:07412:8:PV-002257514101;
N=S1(=O)CCOCC1,26,74:07406:5:PV-002205633194;74:07407:6:PV-002412658163;74:07419:3:PV-005014422486;
O=c1[nH]c2cccc(F)c2s1,27,74:07406:5:PV-002257385562;74:07408:7:PV-001916293071;74:07409:0:PV-002820601650;
CC12CCC(CC1)C(C)(C)O2,14,74:07406:5:PV-003331710076;74:07434:5:PV-003341270551;74:07436:5:PV-003341961674;
CN1CCNC2CC21,46,74:07406:6:PV-002820280435;74:07407:3:PV-002820385273;74:07408:8:PV-002820573289;
Cc1cccc2c1NCNC2=O,4,74:07406:6:PV-003331720539;74:07406:7:PV-003331765987;74:07475:3:PV-003355232644;
N=c1[nH]c2ccccc2[nH]1,13,74:07406:6:PV-002205634130;74:07417:0:PV-003335274845;74:07432:8:PV-002823772459;
Cn1ncc2c(=O)[nH]ncc21,11,74:07406:6:PV-002820282749;74:07410:3:PV-002820773845;74:07410:7:PV-003333109745;
C1COC2COCCC2N1,17,74:07406:6:PV-003331726984;74:07407:8:PV-003332151280;74:07408:4:PV-003332339146;
CC1(C)NCc2c1[nH][nH]c2=O,15,74:07406:6:PV-003331727132;74:07406:8:PV-005001799170;74:07414:7:PV-003334507242;
c1ccc2c(c1)sc1ccsc12,32,74:07406:6:PV-002464383210;74:07412:4:PV-002821054352;74:07414:6:PV-002821339763;
CN1CCC2(CC1)CNCCO2,13,74:07406:6:PV-005001524235;74:07407:1:PV-005002061950;74:07410:8:PV-005005851807;
Nc1n[nH]c2ccccc12,7,74:07406:6:PV-005001534875;74:07420:0:PV-005015241851;74:07425:8:PV-005021092867;
c1ccc2c(c1)ccc1ncsc12,9,74:07406:6:PV-005001588656;74:07406:6:PV-005001588657;74:07428:7:PV-005024039943;
C1CNC2(CCOC2)CN1,27,74:07406:6:PV-005001631391;74:07416:7:PV-003335167555;74:07422:2:PV-005017400565;
O=C1Nc2ccccc2C12CNC2,17,74:07406:6:PV-005001647456;74:07410:3:PV-003332984057;74:07412:2:PV-003333630381;
Oc1nnc2n1CCNC2,2,74:07406:6:PV-005001648661;74:07417:2:PV-002821693983;
O=C1NCCCC12CCC2,12,74:07406:6:PV-005001676341;74:07411:1:PV-005006112147;74:07414:7:PV-002821355215;
Fc1c(Cl)ccc2cncnc12,7,74:07406:6:PV-003331728797;74:07414:2:PV-003334333171;74:07419:9:PV-003336282159;
CC12CCCCC1NCCC2,21,74:07406:6:PV-003331738951;74:07418:8:PV-003335888175;74:07419:2:PV-002412896105;
O=c1[nH]cnc2c1CCC2,5,74:07406:7:PV-003331745558;74:07418:1:PV-002257622259;74:07429:4:PV-005024738886;
Cc1cccc2c1S(=O)(=O)NC2=O,4,74:07406:7:PV-003331747529;74:07447:2:PV-002825681477;74:07448:1:PV-002825795776;
C1CC2(COC2)N1,26,74:07406:7:PV-002820292616;74:07411:7:PV-002820963172;74:07415:7:PV-002821484801;
O=S1(=O)CC2(CCCC2)CN1,19,74:07406:7:PV-003986859579;74:07411:1:PV-002820877990;74:07418:1:PV-002821810095;
C1=NC2CC3CCC2(C3)N1,22,74:07406:7:PV-002820294603;74:07407:1:PV-002820346359;74:07410:9:PV-002820850153;
O=C1CC2CCCC(C1)N2,23,74:07406:7:PV-002820294749;74:07409:5:PV-002820665552;74:07409:5:PV-002820668462;
c1cc2n(n1)CCN2,43,74:07406:7:PV-003331757531;74:07407:4:PV-003332011223;74:07413:4:PV-005008534407;
FC1(F)CCC2(CCOC2)CC1,18,74:07406:7:PV-003331758822;74:07418:7:PV-003335876111;74:07423:1:PV-005018438281;
Cn1c2ccccc2c2ccsc21,21,74:07406:7:PV-002820298189;74:07406:7:PV-002820298190;74:07406:7:PV-003331764030;
O=S1(=O)Nc2cccc3cccc1c23,13,74:07406:7:PV-002820299507;74:07418:6:PV-002821876326;74:07423:3:PV-002822506327;
O=C1CC2CCC1CC2,34,74:07406:7:PV-003331770790;74:07408:3:PV-005003285255;74:07408:9:PV-003332514417;
CC1(C)CCC2CCNc3cccc1c32,14,74:07406:7:PV-005001707256;74:07413:0:PV-002821138083;74:07413:0:PV-002821138084;
Cc1cccc2c1C(=O)NCCN2,17,74:07406:7:PV-005001721635;74:07413:0:PV-002821140657;74:07424:7:PV-005019936642;
c1nc2nncc-2c[nH]1,4,74:07406:7:PV-005001724348;74:07417:2:PV-002821690818;74:07420:8:PV-005016100946;
Cc1ccnnc1Cl,30,74:07406:8:PV-005001746646;74:07409:2:PV-005004245059;74:07413:2:PV-005008302220;
Clc1cc(Cl)c2[nH]ccc2c1,27,74:07406:8:PV-005001803129;74:07421:6:PV-003336846062;74:07422:5:PV-003337176723;
CC1=CCNC(=O)N1C,10,74:07406:8:PV-005001811072;74:07407:0:PV-002820345002;74:07408:5:PV-005003523517;
Cn1c(=O)cc(O)c2ccccc21,17,74:07406:8:PV-003331813900;74:07407:5:PV-005002484516;74:07414:3:PV-002821309661;
Oc1cn2ccccc2n1,16,74:07406:9:PV-003331815685;74:07418:8:PV-003335897073;74:07419:6:PV-005014737220;
c1ncc2c(n1)NCC2,33,74:07406:9:PV-003331821396;74:07407:3:PV-002820376882;74:07407:7:PV-002820431340;
CN1CC(C)(C)Nc2ccccc21,17,74:07406:9:PV-002464388777;74:07406:9:PV-002516137741;74:07411:8:PV-002820967671;
O=C1NS(=O)(=O)c2cc(Cl)ccc21,8,74:07406:9:PV-002257393108;74:07411:0:PV-002412729202;74:07435:0:PV-003341451199;
c1ccc2c(c1)nc1n2CCNC1,31,74:07406:9:PV-005001927434;74:07409:4:PV-005004386059;74:07410:8:PV-005005763114;
CN1CCCC12CCNC2,20,74:07406:9:PV-005001954834;74:07414:4:PV-002309294026;74:07418:3:PV-005013453366;
Clc1ccc2cnoc2c1,5,74:07406:9:PV-005001958364;74:07416:8:PV-002821640819;74:07435:6:PV-002824134725;
Cc1csc2c(Cl)cccc12,19,74:07406:9:PV-002820327683;74:07407:5:PV-002412657088;74:07412:0:PV-002309246918;
Cc1ccc2c(O)ccnc2c1C,5,74:07406:9:PV-003331853868;74:07406:9:PV-003331853869;74:07406:9:PV-003331853870;
Cc1cc2c(Cl)ccc(Cl)c2[nH]1,15,74:07406:9:PV-002820328840;74:07417:3:PV-005012428078;74:07420:1:PV-003336338531;
c1cc2c(nn1)OCCS2,48,74:07407:0:PV-003331859675;74:07417:1:PV-003335324907;74:07419:3:PV-003336083354;
Cc1cc2c(=O)[nH]ccn2n1,20,74:07407:0:PV-003331866628;74:07407:0:PV-003331866629;74:07407:0:PV-003331866630;
O=c1[nH]cnc2[nH]ccc12,4,74:07407:0:PV-002820333794;74:07439:7:PV-003343051362;74:07461:9:PV-003350662827;
c1cc2c3c(c1)OCCN3CCN2,26,74:07407:0:PV-002412645847;74:07413:1:PV-002154022049;74:07413:4:PV-002516271126;
FC1(F)CCNCC12CCOC2,15,74:07407:0:PV-003331874375;74:07408:8:PV-002412684356;74:07425:7:PV-003338257061;
Fc1c(Cl)ccc2cccnc12,3,74:07407:0:PV-002820337291;74:07432:3:PV-002823698607;74:07458:3:PV-002827154179;
FC1(F)CC12CCOCC2,21,74:07407:0:PV-003331884062;74:07415:9:PV-005010996569;74:07424:2:PV-003337751365;
OC1C2CNC(C2)C1O,62,74:07407:0:PV-003331842185;74:07408:0:PV-005003089985;74:07409:2:PV-003332609120;
C1CNC2(CN1)COC2,13,74:07407:1:PV-005002018648;74:07436:9:PV-002824308009;74:07440:5:PV-005036100450;
Cn1[nH]c(=O)c2cccnc21,10,74:07407:1:PV-005002019267;74:07413:3:PV-003334017019;74:07424:1:PV-003337727802;
O=S1(=O)CCNc2cccnc21,17,74:07407:1:PV-005002097721;74:07424:8:PV-005020039765;74:07428:9:PV-003339357366;
Cc1nc(C)c2c(N)csc2n1,26,74:07407:1:PV-002820349419;74:07407:9:PV-003332194105;74:07412:9:PV-003333874563;
CC1(C)CNCO1,29,74:07407:1:PV-003331899581;74:07419:0:PV-003335962788;74:07424:2:PV-003337747944;
CC1CC(C)(C)c2c(F)cccc21,17,74:07407:1:PV-003331905419;74:07411:4:PV-003333363174;74:07411:7:PV-003333460766;
O=C1Nc2ccccc2C12CCNC2,15,74:07407:1:PV-002820352910;74:07413:5:PV-002821201851;74:07416:6:PV-005011826354;
Cc1ccc2c(c1)C1CC(NC(=O)N1)O2,2,74:07407:1:PV-002820353390;74:07492:2:PV-002831640532;
Cc1cn2cccc2c(C)n1,36,74:07407:1:PV-003331910202;74:07412:3:PV-003333689508;74:07413:2:PV-003333985959;
O=C1COCc2ncsc21,26,74:07407:1:PV-002820356097;74:07413:5:PV-002821203913;74:07415:3:PV-003334708181;
CC1CCC2CC1C2(C)C,16,74:07407:1:PV-003331915246;74:07424:2:PV-003337754548;74:07428:7:PV-003339280692;
Cc1ccc(F)c2c1NCCC2,29,74:07407:1:PV-002820357226;74:07408:8:PV-002820580065;74:07411:1:PV-002820878475;
Clc1cnc(Cl)s1,24,74:07407:2:PV-003331923471;74:07407:9:PV-003986970220;74:07408:5:PV-005003525977;
Cc1cc2[nH]ncc2c(=O)n1C,32,74:07407:2:PV-002464395304;74:07407:4:PV-002257403071;74:07409:3:PV-003332661830;
CC1CCCC(N)C1,94,74:07407:2:PV-003331938439;74:07408:5:PV-003332400519;74:07410:4:PV-003333040982;
O=C1CCc2cc(Cl)ccc21,33,74:07407:2:PV-005002169900;74:07407:3:PV-002309148763;74:07412:3:PV-002361005490;
CC12CCC(=O)N1CCCN2,10,74:07407:2:PV-005002189611;74:07418:9:PV-002821920908;74:07427:4:PV-002823049253;
Cc1cn(C)nc1C,24,74:07407:2:PV-005002215388;74:07408:4:PV-002820529105;74:07409:3:PV-003987107873;
NC12CNCC1C2,11,74:07407:2:PV-005002221335;74:07413:7:PV-003334156528;74:07434:3:PV-003341206450;
Cc1cc2c(s1)S(=O)(=O)NC2=O,8,74:07407:2:PV-005002223714;74:07424:0:PV-002822593473;74:07424:6:PV-005019873606;
NC1Cc2cccnc2NC1=O,11,74:07407:2:PV-005002238180;74:07408:0:PV-005003047129;74:07412:5:PV-005007626860;
FC1(F)CCC2(CCNCC2)C1,16,74:07407:2:PV-005002264403;74:07410:7:PV-003333143917;74:07429:7:PV-002823351738;
CC1NCNC1=O,15,74:07407:2:PV-005002290172;74:07419:9:PV-002309407873;74:07428:3:PV-002361332923;
Cn1nc2c(c1N)CNC2,12,74:07407:2:PV-005002290749;74:07407:6:PV-002464404205;74:07426:5:PV-002822928861;
CC1(C)CCCc2ccsc21,13,74:07407:2:PV-003331943995;74:07407:2:PV-003331943996;74:07410:1:PV-003332917828;
C=C1CCC1,21,74:07407:2:PV-002820368453;74:07411:3:PV-003333350876;74:07414:7:PV-002821365589;
Cc1c[nH]c2ccccc2c1=O,12,74:07407:3:PV-002820372528;74:07414:5:PV-002821329712;74:07416:3:PV-002821564810;
Fc1ccc(Cl)c2c1CCCN2,36,74:07407:3:PV-002820375794;74:07409:4:PV-002820660257;74:07409:9:PV-002820715041;
CN1CC2(CCNCC2)C1,15,74:07407:3:PV-002820381663;74:07410:8:PV-002820836116;74:07419:4:PV-002821982954;
NC12CCNCC1C2,11,74:07407:3:PV-003331983020;74:07408:7:PV-005003761669;74:07416:5:PV-005011686774;
Cn1[nH]cnc1=N,11,74:07407:3:PV-003331983791;74:07413:5:PV-002821204350;74:07418:8:PV-005013945338;
Cc1cnc2cc(C)nn2c1,13,74:07407:4:PV-005002439952;74:07409:2:PV-003332608203;74:07409:2:PV-003332608204;
CC1CCNCCS1(=O)=O,29,74:07407:4:PV-005002447593;74:07415:2:PV-002464558370;74:07417:1:PV-005012303098;
CC1CNCC2(CCC2)O1,62,74:07407:4:PV-003332014581;74:07410:4:PV-002820780142;74:07411:1:PV-002464474802;
O=C1CCON1,13,74:07407:5:PV-003332023916;74:07407:5:PV-003332023917;74:07425:6:PV-005020895371;
c1ccc2c(c1)CCC21CNCCO1,9,74:07407:5:PV-002516149991;74:07413:0:PV-002102272025;74:07415:4:PV-002205813371;
O=S1(=O)CCNCCCCN1,50,74:07407:5:PV-003332031122;74:07408:4:PV-003332341584;74:07408:6:PV-003332421930;
NC1CNCC12CC2,20,74:07407:5:PV-003332032612;74:07407:6:PV-003332068350;74:07413:2:PV-005008382356;
CC1(C)CCC(=O)c2ccccc21,20,74:07407:5:PV-002820402481;74:07411:8:PV-002820979603;74:07416:2:PV-005011335407;
O=c1ccc2cc(F)ccc2[nH]1,25,74:07407:5:PV-002820402627;74:07421:9:PV-002205947983;74:07424:7:PV-002822691783;
Nc1nc(Cl)cn2ccnc12,4,74:07407:5:PV-002820402807;74:07411:9:PV-002820986827;74:07432:9:PV-002823777149;
C1CC2(CCN1)OC1CC2C1,10,74:07407:5:PV-003332043441;74:07407:8:PV-003332125594;74:07441:8:PV-002824958493;
Cc1cc(C)c(Cl)cn1,28,74:07407:5:PV-002820408477;74:07414:5:PV-002821327558;74:07414:5:PV-002821334211;
CC1(C)CCCCC12OCCO2,14,74:07407:6:PV-003332052963;74:07412:7:PV-002821087376;74:07418:6:PV-005013779309;
c1ccc2c(c1)OCCCCO2,20,74:07407:6:PV-003332057733;74:07410:8:PV-002102225987;74:07412:1:PV-002102253227;
FC1(F)CCC2(CCNC2)CC1,21,74:07407:6:PV-003332059243;74:07411:6:PV-002102242573;74:07411:9:PV-003333542436;
CC12CC3CC(C)(C1)CC(F)(C3)C2,5,74:07407:6:PV-002820413425;74:07421:0:PV-002822197292;74:07434:7:PV-003989464610;
Fc1cccc2c1NCC21CCCC1,25,74:07407:6:PV-003332073567;74:07412:1:PV-002821019067;74:07418:6:PV-003335812748;
O=C1CNC2(CN1)COC2,6,74:07407:6:PV-002820418663;74:07411:0:PV-002820868734;74:07457:3:PV-002568922115;
CC1CC(N)CN1,10,74:07407:6:PV-003332088617;74:07408:0:PV-005002938780;74:07410:8:PV-003333162896;
c1ccc2c(c1)CC1(CCCCC1)C2,17,74:07407:6:PV-003332089000;74:07414:7:PV-003334514406;74:07415:3:PV-003334701350;
OC1COC2(CCNCC2)C1O,32,74:07407:6:PV-003332090343;74:07411:1:PV-003333279335;74:07412:5:PV-003333750526;
O=C1COc2ccccc2CN1,17,74:07407:6:PV-002516153855;74:07409:1:PV-002153939853;74:07424:3:PV-003337796618;
Cc1ccc2cnccn12,9,74:07407:7:PV-005002651448;74:07426:8:PV-003338637614;74:07432:7:PV-005028125827;
NC1CNCC(F)C1,15,74:07407:7:PV-005002750666;74:07410:9:PV-005005947117;74:07419:0:PV-003335958403;
CC1NCCc2c(Cl)cc(Cl)cc21,26,74:07407:7:PV-005002755032;74:07409:6:PV-002820676914;74:07414:7:PV-002821365104;
C1NCC2CC1CO2,23,74:07407:7:PV-005002757671;74:07413:9:PV-005009017394;74:07415:1:PV-005010258605;
C1CNCCC2(C1)CCO2,3,74:07407:7:PV-002820431774;74:07410:4:PV-002820785404;74:07418:8:PV-003335883899;
c1ccc2c(c1)CC1CNCCCN21,14,74:07407:7:PV-002516155078;74:07420:0:PV-002309410058;74:07422:5:PV-002154213674;
CN1CCC2(CCCN2)CC1,16,74:07407:7:PV-003332119689;74:07414:4:PV-002821324519;74:07416:5:PV-002257589224;
CC1CCc2[nH]c(=O)sc2C1,3,74:07407:8:PV-002820438102;74:07462:2:PV-003350779484;74:07485:0:PV-002830695649;
O=C1COCCC2(CNC2)N1,20,74:07407:8:PV-002820438153;74:07409:3:PV-002820642403;74:07410:6:PV-003333080602;
CC1Cc2ncsc2C(C)O1,13,74:07407:8:PV-003332126691;74:07409:0:PV-003332562726;74:07428:5:PV-003339215237;
CN1CC2(CCCCC2)CC1=O,4,74:07407:8:PV-002820438940;74:07446:5:PV-005042279193;74:07446:8:PV-005042572015;
C1=COCC1,4,74:07407:8:PV-002820439607;74:07450:3:PV-002826095481;74:07475:6:PV-003355357994;
OC1C2COC1CN2,66,74:07407:8:PV-003332130264;74:07407:8:PV-003332130265;74:07410:5:PV-005005596835;
c1ccc2c(c1)CNCC1(CCC1)O2,21,74:07407:8:PV-002567905719;74:07412:4:PV-002361007164;74:07426:4:PV-002822919814;
Cn1ncc2[nH]c(=O)[nH]c(=O)c21,4,74:07407:8:PV-003332143350;74:07407:9:PV-003332154210;74:07426:3:PV-003338471425;
O=c1cc(Cl)cc[nH]1,9,74:07407:8:PV-002820446575;74:07426:0:PV-002822861395;74:07431:6:PV-002823613039;
Fc1c(Cl)ccc2[nH]ccc12,4,74:07407:8:PV-005002785244;74:07429:0:PV-005024336383;74:07445:9:PV-005041542227;
C1COCC2(CCOC2)N1,16,74:07407:8:PV-005002904264;74:07408:1:PV-002412669289;74:07417:1:PV-005012208264;
O=C1NCC2CCCC1C2,12,74:07407:8:PV-005002922668;74:07411:1:PV-003333259341;74:07422:8:PV-003337271632;
C1CNC2(CC2)COC1,14,74:07407:9:PV-003332160472;74:07408:6:PV-003332418691;74:07411:2:PV-003333304144;
OC1CNCCOC1,34,74:07407:9:PV-002820453588;74:07410:2:PV-002820766909;74:07411:6:PV-002360991415;
OC1CCC(F)(F)CC1,39,74:07407:9:PV-002820453804;74:07408:1:PV-002820487613;74:07408:7:PV-005003729660;
CC1(C)CNC2COCC2O1,20,74:07407:9:PV-003332175184;74:07419:3:PV-005014445269;74:07420:3:PV-003336420426;
Cc1ccc2c(=O)[nH]n(C)c2n1,27,74:07407:9:PV-003332182553;74:07418:8:PV-003335902685;74:07420:8:PV-003336585633;
C1COCC2(CN1)COCCN2,18,74:07407:9:PV-002820461922;74:07416:5:PV-002821600985;74:07419:6:PV-005014847687;
Cn1ncc2c(c1=O)CCNC2,30,74:07407:9:PV-002820464050;74:07408:4:PV-003332359443;74:07414:3:PV-002821299424;
Cc1ccn2nc(C)c(C)c2n1,10,74:07407:9:PV-003332193231;74:07408:0:PV-005003058986;74:07408:0:PV-005003058987;
CC1CNc2ccccc2CN1,8,74:07407:9:PV-003332196095;74:07437:6:PV-003342364584;74:07442:2:PV-005037820136;
Fc1cc2ncccc2cc1Cl,19,74:07408:0:PV-003332201875;74:07408:0:PV-005002966532;74:07417:0:PV-002821658536;
O=c1[nH]ncc2c1[nH]c1ccccc12,15,74:07408:0:PV-003332202984;74:07409:1:PV-002820621786;74:07409:3:PV-002820641030;
CN1CCN(C)C2(CCNCC2)C1,25,74:07408:0:PV-005002968447;74:07411:1:PV-005006133212;74:07414:2:PV-005009217237;
CN1CCCC2(CCNC2)C1,32,74:07408:0:PV-005002984116;74:07408:1:PV-002516163445;74:07408:7:PV-005003733013;
Nc1nc2c(c(=O)[nH]1)CCNC2,13,74:07408:0:PV-005002995944;74:07416:0:PV-005011126303;74:07419:0:PV-005014154972;
Cn1cc(Cl)ncc1=O,28,74:07408:0:PV-005003001955;74:07410:9:PV-005005940569;74:07413:7:PV-005008816870;
C=C1CNC1,20,74:07408:0:PV-005003010323;74:07408:0:PV-005003010324;74:07408:5:PV-002820542906;
CN1CCC2(CCCNC2)C1,11,74:07408:0:PV-005003024449;74:07418:6:PV-002412883037;74:07426:9:PV-003338669760;
