fragment_smiles,occurences,example_ligands
c1cc2c(cn1)CCO2,107,74:07400:0:PV-002819403973;74:07401:5:PV-002819601283;74:07401:6:PV-002819621809;
Cc1cnc[nH]1,11826,74:07400:0:PV-003329456443;74:07400:0:PV-000511776408;74:07400:0:PV-000463376467;
Fc1cccc2[nH]ccc12,571,74:07400:0:PV-003329456490;74:07400:3:PV-002819446827;74:07400:3:PV-002819451489;
C1CNCCN1,87608,74:07400:0:PV-003329456493;74:07400:0:PV-003329456648;74:07400:0:PV-003329456649;
Clc1ccco1,21171,74:07400:0:PV-003329456493;74:07400:0:PV-003329457401;74:07400:0:PV-003329457402;
C1CC2CNCC2O1,5183,74:07400:0:PV-003329456498;74:07400:0:PV-003329465390;74:07400:0:PV-003329467275;
Oc1ccc(Cl)cn1,1159,74:07400:0:PV-003329456505;74:07400:0:PV-003329461900;74:07400:3:PV-003329577424;
CC1(C)CCCNC1,9974,74:07400:0:PV-003329456522;74:07400:0:PV-003329457624;74:07400:0:PV-002819404811;
CC1CC2CNCC2N1,2397,74:07400:0:PV-003329456548;74:07400:0:PV-003329466199;74:07400:0:PV-003329478261;
Cn1cc(Cl)cn1,8150,74:07400:0:PV-003329456549;74:07400:0:PV-003329458637;74:07400:0:PV-004994800231;
C1C2CC1C2,10193,74:07400:0:PV-003329456549;74:07400:0:PV-003329457680;74:07400:0:PV-002819404427;
Cn1ccc(Cl)n1,3137,74:07400:0:PV-002819404075;74:07400:0:PV-004994788194;74:07400:0:PV-004994788195;
Nc1ccnc(O)c1,547,74:07400:0:PV-003329456566;74:07400:1:PV-002819416406;74:07400:7:PV-002819495093;
Oc1cccc2c1CCC2,394,74:07400:0:PV-002567745838;74:07400:5:PV-003329630432;74:07400:8:PV-003986316167;
OC1CCNCC1,14971,74:07400:0:PV-003329456655;74:07400:0:PV-004994796431;74:07400:0:PV-002819406671;
Oc1ccccc1Cl,3283,74:07400:0:PV-002515995902;74:07400:0:PV-002819412587;74:07400:0:PV-002412503376;
CC1CCCC(O)C1,179,74:07400:0:PV-002819404115;74:07400:4:PV-002516004394;74:07400:7:PV-003329702352;
Cc1nc2ccccc2[nH]1,1085,74:07400:0:PV-003329456746;74:07400:3:PV-001980685289;74:07400:6:PV-002819485442;
c1nnco1,3924,74:07400:0:PV-003329456763;74:07400:0:PV-002819404149;74:07400:0:PV-004994891494;
CC1CCNCC1,26072,74:07400:0:PV-000276340268;74:07400:0:PV-004994789881;74:07400:0:PV-004994792122;
c1onc2c1CCCC2,380,74:07400:0:PV-000276340268;74:07400:3:PV-003329563478;74:07400:4:PV-003329592056;
OC1CCCC1,25062,74:07400:0:PV-003329456792;74:07400:0:PV-003329457625;74:07400:0:PV-003329458997;
Cc1cc(C)[nH]n1,5188,74:07400:0:PV-003329456806;74:07400:0:PV-002819404778;74:07400:0:PV-002412502245;
OC1CC2CC12,5177,74:07400:0:PV-003329456842;74:07400:0:PV-004994791553;74:07400:0:PV-004994848622;
C1CNCC2(C1)CCCN2,856,74:07400:0:PV-003329456881;74:07400:1:PV-003329485050;74:07400:2:PV-003329528952;
CC1CCC(C)CC1,831,74:07400:0:PV-003329456926;74:07400:2:PV-003329541779;74:07400:2:PV-003329541780;
Cc1c(Cl)cnn1C,1033,74:07400:0:PV-003329456990;74:07400:0:PV-002205499512;74:07400:5:PV-003329625781;
C1CCC2(C1)CCCO2,486,74:07400:0:PV-002819404221;74:07400:0:PV-003329479967;74:07400:0:PV-002412503414;
Cc1cccnn1,9860,74:07400:0:PV-003329457082;74:07400:0:PV-004994785939;74:07400:0:PV-004994785940;
Cc1coc(C)n1,3139,74:07400:0:PV-001698985463;74:07400:1:PV-000508270883;74:07400:1:PV-000504061103;
Cc1ccns1,13676,74:07400:0:PV-003329457130;74:07400:0:PV-002819404254;74:07400:0:PV-003329457131;
CC1CCC(=O)C1,1058,74:07400:0:PV-003329457130;74:07400:0:PV-002819404254;74:07400:0:PV-003329457131;
CC1CNCCC(F)(F)C1,57,74:07400:0:PV-002819404257;74:07406:1:PV-002820211063;74:07410:5:PV-002820803534;
c1csnn1,31614,74:07400:0:PV-002819404267;74:07400:0:PV-002819404268;74:07400:0:PV-003329458017;
c1ccc2nsnc2c1,2254,74:07400:0:PV-003329457206;74:07400:0:PV-003329478448;74:07400:1:PV-004995077292;
CC1(C)CCCOC1,3133,74:07400:0:PV-003329457215;74:07400:0:PV-004994815002;74:07400:1:PV-003329506620;
c1cc2sccc2[nH]1,2119,74:07400:0:PV-001588919760;74:07400:2:PV-003329516704;74:07400:2:PV-003329516705;
Cc1ccc2nsnc2c1,365,74:07400:0:PV-003329457242;74:07400:0:PV-002819407765;74:07400:0:PV-003329478656;
FC1(F)CCC1,17714,74:07400:0:PV-003329457262;74:07400:0:PV-004994787393;74:07400:0:PV-004994839457;
Fc1cn[nH]c1,6611,74:07400:0:PV-003329457304;74:07400:0:PV-004994817375;74:07400:0:PV-004994817376;
Oc1ccc2[nH]ncc2c1,183,74:07400:0:PV-002819404312;74:07400:0:PV-002819404313;74:07400:0:PV-002819404314;
FC1CNC1,20985,74:07400:0:PV-003329457351;74:07400:0:PV-003329458259;74:07400:0:PV-004994801896;
Cn1ccnn1,15471,74:07400:0:PV-002819404315;74:07400:0:PV-003329457646;74:07400:0:PV-004994853079;
Clc1cccnc1,22084,74:07400:0:PV-003329457386;74:07400:0:PV-003329457387;74:07400:0:PV-003329457388;
Clc1csc2ncccc12,127,74:07400:0:PV-002819404323;74:07400:9:PV-002205516556;74:07400:9:PV-002205516865;
C1CC2(C1)CNCCN2,3255,74:07400:0:PV-002819404336;74:07400:0:PV-003329457458;74:07400:1:PV-002638116298;
CC1CC1C,22250,74:07400:0:PV-003329457477;74:07400:0:PV-003329457486;74:07400:0:PV-004994808824;
Oc1cccnc1,9957,74:07400:0:PV-003329457535;74:07400:0:PV-004994801062;74:07400:0:PV-004994801063;
Cc1cccc2c1CCC2,633,74:07400:0:PV-003329457540;74:07400:1:PV-002819414556;74:07400:3:PV-003329573216;
OC12CCCCC1CNCC2,48,74:07400:0:PV-003329457540;74:07400:8:PV-004995624093;74:07402:3:PV-004997240158;
FC1(F)CCNCC1,1180,74:07400:0:PV-002819404364;74:07400:1:PV-001702541715;74:07400:2:PV-003329518191;
O=C1CCC1,1808,74:07400:0:PV-002819404364;74:07400:0:PV-004994834256;74:07400:1:PV-004994958988;
Cc1cccn1C,8587,74:07400:0:PV-003329457556;74:07400:0:PV-003329457557;74:07400:0:PV-000442768258;
C1CC2CC2C1,32182,74:07400:0:PV-003329457563;74:07400:0:PV-003329459695;74:07400:0:PV-003329459696;
CC1(C)COCCO1,3267,74:07400:0:PV-002819404394;74:07400:0:PV-004994847007;74:07400:1:PV-002819425658;
Cn1cnc2ccccc21,2171,74:07400:0:PV-002819404397;74:07400:0:PV-002464247068;74:07400:0:PV-003329461374;
c1ccc2c(c1)CCCC2,5503,74:07400:0:PV-003329457656;74:07400:0:PV-004994806018;74:07400:0:PV-004994921921;
Cc1cccc2ccnnc12,119,74:07400:0:PV-003329457908;74:07400:2:PV-003329534098;74:07400:8:PV-003329737769;
Cc1cn2ccccc2n1,1675,74:07400:0:PV-002567745911;74:07400:0:PV-004994793428;74:07400:0:PV-002819407772;
c1ccc2sccc2c1,6112,74:07400:0:PV-002819404488;74:07400:0:PV-004994821371;74:07400:0:PV-004994838250;
Fc1ccccc1Cl,14231,74:07400:0:PV-002567745912;74:07400:0:PV-004994792039;74:07400:0:PV-004994827461;
Oc1ccc(Cl)cc1,1214,74:07400:0:PV-002567745912;74:07400:0:PV-004994859874;74:07400:2:PV-002567750100;
c1ccc2c(c1)CCC2,8946,74:07400:0:PV-003329457970;74:07400:0:PV-002360751984;74:07400:0:PV-004994867102;
c1cc2sccc2o1,913,74:07400:0:PV-002819404499;74:07400:0:PV-002819404500;74:07400:0:PV-002819404501;
Cc1ncc[nH]1,13682,74:07400:0:PV-000576304236;74:07400:0:PV-000442768258;74:07400:0:PV-000448384717;
CC1CCSC1,1154,74:07400:0:PV-003329458014;74:07400:1:PV-003329494734;74:07400:1:PV-004995051157;
C1CNCCNC1,18331,74:07400:0:PV-003329458031;74:07400:0:PV-003329459546;74:07400:0:PV-004994827000;
Cc1cc[nH]c1,17649,74:07400:0:PV-003329458095;74:07400:0:PV-004994887808;74:07400:0:PV-004994896815;
Oc1ccc2[nH]cnc2c1,35,74:07400:0:PV-003329458114;74:07401:5:PV-003329966292;74:07406:7:PV-003331758409;
c1ccc2[nH]cnc2c1,6485,74:07400:0:PV-002819404540;74:07400:0:PV-004994878323;74:07400:0:PV-002819406002;
c1cn2c(n1)CCCCC2,487,74:07400:0:PV-003329458259;74:07400:2:PV-001982535717;74:07400:3:PV-002819448199;
Cc1cc[nH]n1,21847,74:07400:0:PV-002819404615;74:07400:0:PV-004994791844;74:07400:0:PV-004994798595;
c1ccc2c(c1)CCNC2,5192,74:07400:0:PV-003329458323;74:07400:0:PV-003329462924;74:07400:0:PV-002819406667;
c1cnc2c(c1)CCC2,2205,74:07400:0:PV-003329458392;74:07400:0:PV-003329458393;74:07400:0:PV-003329458394;
Fc1ccccc1F,10449,74:07400:0:PV-003329458404;74:07400:0:PV-004994830913;74:07400:0:PV-004994878843;
Clc1ccncc1,5501,74:07400:0:PV-003329458420;74:07400:0:PV-003329465957;74:07400:0:PV-003329470659;
O=S1(=O)CCC1,13291,74:07400:0:PV-002819404675;74:07400:0:PV-003329458454;74:07400:0:PV-003329458456;
Cc1ccno1,21277,74:07400:0:PV-003329458472;74:07400:0:PV-004994823482;74:07400:0:PV-004994840895;
O=c1[nH]ccs1,12401,74:07400:0:PV-003329458479;74:07400:0:PV-004994788980;74:07400:0:PV-004994790336;
Fc1cccnc1,26309,74:07400:0:PV-003329458481;74:07400:0:PV-003329458533;74:07400:0:PV-003329458534;
Cc1cn2c(n1)CCCC2,694,74:07400:0:PV-003329458569;74:07400:1:PV-004995088256;74:07400:6:PV-004995467645;
O=c1ccn2[nH]ccc2n1,76,74:07400:0:PV-003329458612;74:07400:0:PV-003329458613;74:07400:0:PV-003329458614;
C1CC2CCC12,2819,74:07400:0:PV-003329458667;74:07400:0:PV-004994879573;74:07400:0:PV-003329468911;
C1CC2CNCC12,13565,74:07400:0:PV-002819404778;74:07400:0:PV-003329459386;74:07400:0:PV-004994806375;
Cc1cnco1,13524,74:07400:0:PV-003329458740;74:07400:0:PV-004994868075;74:07400:0:PV-004994931118;
C1CNC2CCNC2C1,2160,74:07400:0:PV-003329458760;74:07400:0:PV-003329463010;74:07400:0:PV-003329481299;
c1ccc2sncc2c1,2971,74:07400:0:PV-003329458760;74:07400:0:PV-003329473781;74:07400:1:PV-002819422472;
CC1CC(=O)NCCN1,45,74:07400:0:PV-003329458768;74:07402:6:PV-003330364311;74:07403:6:PV-003330711973;
C1CCc2nnnn2CC1,83,74:07400:0:PV-002819404802;74:07400:2:PV-003329534256;74:07400:2:PV-001521770261;
CC1CC1F,10953,74:07400:0:PV-002819404818;74:07400:0:PV-003329476108;74:07400:0:PV-003329476109;
C1CCC2(C1)CNC2,2928,74:07400:0:PV-002819404833;74:07400:0:PV-002819405948;74:07400:2:PV-002819426266;
Cc1cnccn1,10711,74:07400:0:PV-003329458897;74:07400:0:PV-003329458898;74:07400:0:PV-002819404834;
Fc1ccc2[nH]nnc2c1,381,74:07400:0:PV-002819404862;74:07400:2:PV-002819427887;74:07400:2:PV-002819436501;
CC1(C)CNCCO1,4471,74:07400:0:PV-002819404863;74:07400:3:PV-003329574461;74:07400:5:PV-004995359827;
Cc1ccn(C)c1,5550,74:07400:0:PV-003329458997;74:07400:0:PV-003329458998;74:07400:0:PV-003329461305;
c1cnc2[nH]ccc2c1,4022,74:07400:0:PV-003329459054;74:07400:0:PV-004994928624;74:07400:0:PV-003329468188;
c1ccc2scnc2c1,4950,74:07400:0:PV-003329459103;74:07400:0:PV-004994857738;74:07400:0:PV-003329462849;
C1CNC2(C1)CC2,6865,74:07400:0:PV-002819404940;74:07400:0:PV-003329460314;74:07400:0:PV-003329460458;
C1NCC2CC1CN2,3457,74:07400:0:PV-002819404952;74:07400:0:PV-002819413536;74:07400:1:PV-002819422113;
FC1CCCCC1,7906,74:07400:0:PV-001467740408;74:07400:0:PV-002819405137;74:07400:0:PV-004994892336;
c1cnsn1,10791,74:07400:0:PV-003329459184;74:07400:0:PV-003329459185;74:07400:0:PV-000589137568;
C1CNC2CCCNC2C1,245,74:07400:0:PV-003329459205;74:07400:4:PV-003329606661;74:07401:5:PV-004996393550;
OC1CCCC1F,484,74:07400:0:PV-003329459225;74:07400:1:PV-003329505026;74:07400:1:PV-003329505027;
CN1C=NCC1,429,74:07400:0:PV-002819404964;74:07400:1:PV-002819423782;74:07401:4:PV-002819588954;
C1CC2CCNC2C1,6791,74:07400:0:PV-003329459228;74:07400:0:PV-003329460939;74:07400:0:PV-003329460940;
Cc1cnc2ccccc2c1,392,74:07400:0:PV-003329459250;74:07400:1:PV-002360754529;74:07400:4:PV-002819454210;
Cc1ncn[nH]1,5483,74:07400:0:PV-003329459318;74:07400:0:PV-003329459319;74:07400:0:PV-004994798595;
C1CNC2CCNCC2C1,2073,74:07400:0:PV-003329459345;74:07400:0:PV-000444579620;74:07400:0:PV-003329459346;
Cc1cccc2occc12,240,74:07400:0:PV-002819405015;74:07400:4:PV-001774096887;74:07400:4:PV-001602095885;
C1NCC2CSCC1C2,65,74:07400:0:PV-002819405016;74:07403:7:PV-002153829791;74:07405:0:PV-003986701442;
Fc1c(Cl)ccn2nccc12,133,74:07400:0:PV-003329459382;74:07400:7:PV-002102018234;74:07400:7:PV-002819505621;
Clc1ccccc1Cl,9481,74:07400:0:PV-003986236710;74:07400:0:PV-003986236711;74:07400:0:PV-004994810312;
O=S1(=O)CCCC1,7484,74:07400:0:PV-002819405049;74:07400:0:PV-003329468803;74:07400:0:PV-002819409156;
Fc1ccc(F)cc1,5335,74:07400:0:PV-002819405049;74:07400:0:PV-004994824434;74:07400:0:PV-004994920530;
Oc1ncccc1F,799,74:07400:0:PV-003329459454;74:07400:5:PV-003329641039;74:07400:5:PV-003329641040;
c1ccc2ocnc2c1,2220,74:07400:0:PV-002412502224;74:07400:0:PV-002819407971;74:07400:0:PV-002819412027;
Cc1cncnc1C,1360,74:07400:0:PV-003329459537;74:07400:3:PV-003329575027;74:07400:4:PV-003329603831;
c1cc2c(cn1)OCCC2,273,74:07400:0:PV-003329459544;74:07400:3:PV-002819445332;74:07400:8:PV-003329728209;
O=S1(=O)CC2NCCNC2C1,340,74:07400:0:PV-003329459544;74:07400:2:PV-003986251542;74:07400:9:PV-003329756625;
c1cc2cc[nH]c2cn1,1772,74:07400:0:PV-002515996071;74:07400:0:PV-004994870918;74:07400:0:PV-004994870919;
FC1(F)CCCNC1,2984,74:07400:0:PV-003329459657;74:07400:0:PV-004994928078;74:07400:0:PV-003329464059;
Cc1nccc(O)c1Cl,462,74:07400:0:PV-003329459657;74:07400:0:PV-003329472496;74:07400:1:PV-002205500469;
c1cnc2ccnn2c1,4122,74:07400:0:PV-002257250485;74:07400:0:PV-002412503107;74:07400:1:PV-002567747875;
Cc1cn(C)cn1,2466,74:07400:0:PV-002819405138;74:07400:1:PV-003329488720;74:07400:1:PV-001474178003;
Cc1cc(Cl)sc1C,669,74:07400:0:PV-003329459690;74:07400:1:PV-003329484910;74:07400:2:PV-003329533510;
c1ncncn1,237,74:07400:0:PV-002308999541;74:07400:5:PV-002360762751;74:07401:2:PV-004996068888;
Clc1ccnnc1,2230,74:07400:0:PV-003329459719;74:07400:1:PV-003329490374;74:07400:3:PV-003329568810;
Cc1ncco1,17203,74:07400:0:PV-002412502245;74:07400:0:PV-004994823918;74:07400:0:PV-004994823919;
CC1(C)CCCCO1,3684,74:07400:0:PV-003329459818;74:07400:0:PV-004994862617;74:07400:0:PV-004994906532;
c1cnn2nccc2c1,1174,74:07400:0:PV-003329459818;74:07400:0:PV-002819405738;74:07400:1:PV-003329484486;
Fc1ccc2c(c1)CCO2,434,74:07400:0:PV-002153752707;74:07400:5:PV-003986284809;74:07401:0:PV-003329788932;
O=c1[nH]ccc2ccsc12,670,74:07400:0:PV-004994784793;74:07400:0:PV-004994784794;74:07400:1:PV-004994972677;
Cc1csc(Cl)c1,2381,74:07400:0:PV-004994785222;74:07400:0:PV-004994785223;74:07400:0:PV-004994785224;
Cc1ccc(C)[nH]1,3985,74:07400:0:PV-004994785492;74:07400:0:PV-002153753408;74:07400:0:PV-002819411248;
Cc1cnc2ccccn12,1173,74:07400:0:PV-004994785890;74:07400:0:PV-004994785891;74:07400:1:PV-002819415780;
C1COCO1,12861,74:07400:0:PV-004994786598;74:07400:0:PV-004994841304;74:07400:0:PV-004994844424;
c1scc2c1CCCC2,438,74:07400:0:PV-004994786598;74:07400:2:PV-003329519078;74:07400:3:PV-003329566803;
Cc1cncs1,10017,74:07400:0:PV-004994787497;74:07400:0:PV-004994830857;74:07400:0:PV-004994856084;
Cc1cn[nH]c1C,2817,74:07400:0:PV-004994788107;74:07400:2:PV-002819438028;74:07400:2:PV-002819438029;
CC1(C)CC1,35723,74:07400:0:PV-004994788290;74:07400:0:PV-004994799923;74:07400:0:PV-004994801519;
C1COCCO1,7270,74:07400:0:PV-004994788546;74:07400:0:PV-002819405611;74:07400:0:PV-003329461196;
FC1CCNC1,54700,74:07400:0:PV-004994788603;74:07400:0:PV-004994788980;74:07400:0:PV-004994792810;
C1CNCCOC1,14064,74:07400:0:PV-004994789139;74:07400:0:PV-004994852062;74:07400:0:PV-003329460149;
C1=CSCC1,13207,74:07400:0:PV-004994789546;74:07400:0:PV-004994789547;74:07400:0:PV-004994813209;
CC1=CCCCO1,2015,74:07400:0:PV-004994789851;74:07400:0:PV-004994789852;74:07400:0:PV-004994789853;
FC1(F)CC2(CC2)C1,690,74:07400:0:PV-004994789912;74:07400:3:PV-003329561567;74:07400:7:PV-003329701925;
c1cn2c(n1)CCCC2,2453,74:07400:0:PV-004994790156;74:07400:0:PV-004994920438;74:07400:1:PV-001752574932;
C1CC2NCCOC2C1,769,74:07400:0:PV-004994790328;74:07400:2:PV-003329519073;74:07400:2:PV-003329540197;
c1nnn2c1CCCCC2,278,74:07400:0:PV-004994791186;74:07402:0:PV-004996880434;74:07402:0:PV-004996892861;
C1CC2CNCC2CN1,6154,74:07400:0:PV-004994791499;74:07400:0:PV-004994868827;74:07400:0:PV-003329467382;
CC1(C)CCO1,2878,74:07400:0:PV-004994791499;74:07400:0:PV-004994798279;74:07400:0:PV-004994814090;
CC1CCCNCC1,266,74:07400:0:PV-004994792773;74:07402:1:PV-004997011032;74:07402:8:PV-002153809528;
Cn1c(=O)n(C)c2ccccc21,363,74:07400:0:PV-004994792773;74:07400:0:PV-004994824434;74:07400:1:PV-003329510964;
Cc1ccc2c(c1)NCC2,125,74:07400:0:PV-004994793428;74:07401:3:PV-003329928429;74:07403:6:PV-003330712718;
FC1(F)CC1,32842,74:07400:0:PV-004994793696;74:07400:0:PV-004994799703;74:07400:0:PV-004994799704;
Cn1ccc(O)n1,1909,74:07400:0:PV-004994795327;74:07400:0:PV-004994795328;74:07400:0:PV-004994878005;
Cc1cc2sccc2s1,491,74:07400:0:PV-004994796081;74:07400:3:PV-002819447550;74:07400:4:PV-003329608441;
C1CC2CNCC(C1)C2,1728,74:07400:0:PV-004994796363;74:07400:1:PV-004995049257;74:07400:2:PV-004995096852;
CC1COC1,12432,74:07400:0:PV-004994796375;74:07400:0:PV-004994796694;74:07400:0:PV-004994821958;
c1cnn2ccnc2c1,1565,74:07400:0:PV-004994796947;74:07400:0:PV-002819406780;74:07400:0:PV-003329471238;
Fc1cccc2cc[nH]c12,333,74:07400:0:PV-004994796947;74:07400:0:PV-004994897151;74:07400:9:PV-004995843835;
C1CC2(CC2)CO1,3200,74:07400:0:PV-004994797128;74:07400:0:PV-004994797129;74:07400:0:PV-004994885029;
Cc1ccc(C)c(C)c1,1691,74:07400:0:PV-004994797327;74:07400:0:PV-004994867966;74:07400:0:PV-003329469432;
Nc1ccccn1,10683,74:07400:0:PV-004994797446;74:07400:0:PV-004994797766;74:07400:0:PV-004994847890;
CN1CCCc2ccccc21,422,74:07400:0:PV-004994797504;74:07400:3:PV-002819447922;74:07400:4:PV-003329594382;
C1CC2(C1)COCCO2,1838,74:07400:0:PV-004994797504;74:07400:0:PV-004994873411;74:07400:1:PV-003329492785;
c1ccn2ccnc2c1,6763,74:07400:0:PV-004994797967;74:07400:0:PV-004994812612;74:07400:0:PV-004994815002;
C1CCC2(CC1)NCCS2,40,74:07400:0:PV-004994797967;74:07400:8:PV-002819507525;74:07408:1:PV-002820479066;
Cc1ccc2nccnc2n1,10,74:07400:0:PV-004994799202;74:07400:5:PV-003329651910;74:07431:7:PV-003340326788;
Clc1cncs1,1668,74:07400:0:PV-004994799241;74:07400:0:PV-004994799242;74:07400:0:PV-004994799243;
Cc1cc(C)c(C)[nH]1,782,74:07400:0:PV-004994799456;74:07400:0:PV-004994799457;74:07400:4:PV-004995267747;
Oc1cccc(Cl)c1,2754,74:07400:0:PV-004994799923;74:07400:0:PV-004994815308;74:07400:0:PV-004994815309;
O=S1(=O)CCC2CNCCN21,46,74:07400:0:PV-004994800065;74:07405:9:PV-002820184978;74:07406:6:PV-003331717760;
O=S1(=O)CCC2CNCC21,882,74:07400:0:PV-004994800101;74:07400:0:PV-003329465277;74:07400:0:PV-003986242886;
c1ccc2ncccc2c1,10345,74:07400:0:PV-004994800299;74:07400:0:PV-004994806375;74:07400:0:PV-004994923765;
C1CCC2CC(C1)C2,122,74:07400:0:PV-004994800946;74:07400:7:PV-004995573250;74:07400:9:PV-004995747539;
CC1(C)CC(O)C(O)CN1,170,74:07400:0:PV-004994800946;74:07401:3:PV-003329910048;74:07401:4:PV-003329931405;
CC1=NOCC1,6221,74:07400:0:PV-004994801320;74:07400:0:PV-004994859937;74:07400:0:PV-002819405370;
Cc1csc(C)c1,4394,74:07400:0:PV-004994801587;74:07400:0:PV-004994878459;74:07400:0:PV-003329472982;
O=C1CCCC1,3827,74:07400:0:PV-004994801685;74:07400:0:PV-004994801686;74:07400:0:PV-004994905053;
FC1(F)CCCCC1,4903,74:07400:0:PV-004994802077;74:07400:0:PV-004994802078;74:07400:1:PV-001706408985;
c1ccc2nccnc2c1,1543,74:07400:0:PV-004994802975;74:07400:0:PV-002308999655;74:07400:1:PV-004994973707;
Cc1cccc(O)c1,3422,74:07400:0:PV-004994803341;74:07400:0:PV-004994803342;74:07400:0:PV-004994840172;
CC1CCCN1C,6520,74:07400:0:PV-004994803878;74:07400:0:PV-004994803879;74:07400:0:PV-003329464419;
CC1Cc2ccccc2C1,695,74:07400:0:PV-004994804773;74:07400:0:PV-004994904170;74:07400:5:PV-002412511795;
c1ccc2c(c1)CCCS2,430,74:07400:0:PV-004994805365;74:07400:2:PV-003329520112;74:07400:5:PV-002819470292;
O=C1NCCCn2nccc21,245,74:07400:0:PV-004994805694;74:07400:6:PV-004995503950;74:07400:8:PV-004995633868;
Cc1cnc(C)o1,2913,74:07400:0:PV-004994805837;74:07400:0:PV-004994867216;74:07400:0:PV-003329461771;
c1cn2ccnc2cn1,1014,74:07400:0:PV-004994806298;74:07400:1:PV-002819414830;74:07400:1:PV-002819415315;
c1ccc2[nH]ncc2c1,6198,74:07400:0:PV-004994806426;74:07400:0:PV-004994914214;74:07400:0:PV-004994914215;
c1n[nH]c2c1CCC2,2003,74:07400:0:PV-004994806426;74:07400:0:PV-002819406991;74:07400:1:PV-002819414562;
OC1CCCCC1,13021,74:07400:0:PV-004994806964;74:07400:0:PV-004994831614;74:07400:0:PV-004994905985;
CC1CCCC(F)(F)C1,367,74:07400:0:PV-004994806990;74:07401:1:PV-003329841834;74:07402:4:PV-003330289524;
Fc1c(Cl)ccc2cc[nH]c12,119,74:07400:0:PV-004994807221;74:07400:0:PV-004994807222;74:07400:3:PV-002153759684;
Nc1nccs1,9428,74:07400:0:PV-004994807380;74:07400:0:PV-004994807381;74:07400:0:PV-003329462538;
C1CC2(CNC2)N1,42,74:07400:0:PV-004994807687;74:07400:4:PV-003329592600;74:07407:0:PV-005001996766;
C1CSCCN1,5544,74:07400:0:PV-004994807800;74:07400:0:PV-002819408084;74:07400:0:PV-003329469200;
FC1(F)CCNC1,3457,74:07400:0:PV-004994808389;74:07400:1:PV-004994943685;74:07400:1:PV-004994945851;
Clc1ccsc1Cl,3184,74:07400:0:PV-004994808389;74:07400:0:PV-004994829450;74:07400:0:PV-004994829451;
Fc1ccc2c(c1)CC2,334,74:07400:0:PV-004994808424;74:07400:1:PV-004994948368;74:07400:3:PV-001774097450;
OC1CC2(CCC2)C1,1260,74:07400:0:PV-004994808836;74:07400:0:PV-004994904478;74:07400:1:PV-002819415404;
C1CSCSC1,4622,74:07400:0:PV-004994809378;74:07400:0:PV-004994829333;74:07400:0:PV-004994829921;
C1CC2(CN1)CNC2,10286,74:07400:0:PV-004994809606;74:07400:0:PV-004994809607;74:07400:0:PV-004994809608;
CC1(C)C(O)C2CCNC21,346,74:07400:0:PV-004994810201;74:07400:0:PV-004994810202;74:07400:2:PV-003329543959;
c1cnn2cccc2c1,1438,74:07400:0:PV-004994810770;74:07400:0:PV-004994810771;74:07400:0:PV-004994810772;
c1noc2c1CCCCC2,279,74:07400:0:PV-004994810977;74:07401:5:PV-004996440057;74:07401:6:PV-003330012091;
O=c1[nH]c2ccccc2o1,2628,74:07400:0:PV-004994811107;74:07400:0:PV-003329461497;74:07400:0:PV-002819406420;
O=C1CCC12CCCCC2,267,74:07400:0:PV-004994811107;74:07400:0:PV-004994928078;74:07400:1:PV-004995006830;
Cn1ncc2ccsc21,358,74:07400:0:PV-004994811391;74:07400:0:PV-004994811392;74:07400:0:PV-004994811393;
Cc1coc(C)c1,5443,74:07400:0:PV-004994811783;74:07400:0:PV-004994811784;74:07400:0:PV-004994827370;
Cc1ccc(O)cc1,2336,74:07400:0:PV-004994811850;74:07400:0:PV-002412503273;74:07400:0:PV-003329477630;
Cn1nccc1O,2609,74:07400:0:PV-004994812102;74:07400:0:PV-003329463862;74:07400:2:PV-002819434663;
C1CC2(C1)CC2,16339,74:07400:0:PV-004994812102;74:07400:0:PV-004994888390;74:07400:0:PV-002819405778;
Cc1nccn1C,2637,74:07400:0:PV-004994812699;74:07400:0:PV-002819406579;74:07400:0:PV-003329467553;
CC1CC2CCC1CC2=O,193,74:07400:0:PV-004994812764;74:07400:5:PV-004995403418;74:07401:2:PV-004996103467;
Cc1ccnnc1,5912,74:07400:0:PV-004994812813;74:07400:0:PV-004994882938;74:07400:0:PV-004994882939;
C1CC2(CC2)CN1,12212,74:07400:0:PV-004994812813;74:07400:0:PV-004994838782;74:07400:0:PV-003986239054;
C1CC2CCC(C1)N2,11188,74:07400:0:PV-004994812816;74:07400:0:PV-004994812817;74:07400:0:PV-004994812818;
C1CC2CNC(C1)C2,3022,74:07400:0:PV-004994812847;74:07400:0:PV-003329471922;74:07400:1:PV-003329509232;
FC12CCCC1CNC2,1691,74:07400:0:PV-004994813016;74:07400:1:PV-003329486304;74:07400:1:PV-003329505796;
OC1C2CCC(C2)C1O,260,74:07400:0:PV-004994813134;74:07400:0:PV-003329471132;74:07400:2:PV-003986256302;
CC1(C)CC2(CC2)C1,934,74:07400:0:PV-004994813209;74:07400:0:PV-004994813210;74:07400:1:PV-002819421614;
