fragment_smiles,occurences,example_ligands
CC1CCCCN1,16240,24:02400:0:Z3522586121;24:02400:0:Z4511278699;24:02400:0:Z2351604098;
OC1CCC2CNCCC2C1,146,24:02400:0:Z2297705853;24:02400:6:Z4025961539;24:02401:7:Z2310639237;
CC12CCC(CN1)C2,699,24:02400:0:Z3056787425;24:02400:0:Z3700023133;24:02400:4:Z3188472696;
O=c1[nH]cnc2cnccc12,180,24:02400:0:Z2505961921;24:02400:2:Z1742721307;24:02400:2:Z4391489813;
OC1CCSCC1,1282,24:02400:0:Z2505961921;24:02400:1:Z2648280180;24:02400:3:Z4254745509;
CC1CCOCCN1,623,24:02400:0:Z1623169795;24:02400:1:Z5004648485;24:02400:5:Z3982082594;
C1COC2(CCNC2)CN1,395,24:02400:0:Z3383638946;24:02400:7:Z4392132815;24:02400:7:Z3891220591;
C1CC2CCOCC2CN1,369,24:02400:0:Z4200258378;24:02400:2:Z4191693062;24:02400:3:Z5008879592;
C1CNC2CCC2C1,1389,24:02400:0:Z4420637339;24:02400:1:Z3896667042;24:02400:3:Z4055038914;
Oc1cnccn1,673,24:02400:0:Z3991767980;24:02400:2:Z3770571200;24:02400:4:Z3855887138;
CC1CC2(CCNCC2)CN1,107,24:02400:0:Z4447733958;24:02400:0:Z3120951397;24:02400:0:Z4447734049;
Cc1cncc(Cl)c1,514,24:02400:0:Z4026078853;24:02400:4:Z4025401034;24:02400:6:Z3620165893;
CN1CCCNCC1,1319,24:02400:0:Z4152407736;24:02400:2:Z4230422662;24:02400:4:Z1744194409;
c1cnc2[nH]ncc2c1,1613,24:02400:0:Z4152407736;24:02400:0:Z4223271288;24:02400:1:Z4294055526;
CC12CC(CCO1)C2,1051,24:02400:0:Z4451388587;24:02400:0:Z3815902838;24:02400:1:Z4095384180;
c1noc2c1CNCC2,414,24:02400:0:Z3634532093;24:02400:0:Z3879527443;24:02400:5:Z3879527437;
Cc1ccn2ccnc2c1,709,24:02400:0:Z2594992696;24:02400:0:Z2312998801;24:02400:1:Z1333050673;
c1ccc2nnccc2c1,433,24:02400:0:Z3596211747;24:02400:0:Z2952458491;24:02400:1:Z4230533323;
CC1CCNC2(CC2)C1,215,24:02400:0:Z4295816158;24:02401:1:Z3832799479;24:02401:2:Z4506230500;
C1CCC2(CC1)CCCO2,990,24:02400:0:Z4299265708;24:02400:0:Z2928595113;24:02400:1:Z1823018861;
Cc1cccc2cccnc12,462,24:02400:0:Z3393307645;24:02400:1:Z5004363832;24:02400:3:Z3780682490;
CC12CCC(CO1)C2,2060,24:02400:0:Z4435227325;24:02400:0:Z3443690265;24:02400:0:Z4669923475;
CC1CNS(=O)(=O)C1,202,24:02400:0:Z2782904519;24:02401:1:Z2288508550;24:02401:4:Z2594737240;
c1nnc2n1CCOC2,658,24:02400:0:Z3578061677;24:02400:1:Z4960519264;24:02400:1:Z4960514502;
C1CC2(CCOC2)CN1,1098,24:02400:0:Z2358698045;24:02400:0:Z3342438745;24:02400:0:Z3697465298;
c1ccc2c(c1)CCOC2,5463,24:02400:0:Z2697524749;24:02400:0:Z3347901502;24:02400:2:Z3638888357;
c1ncc2cn[nH]c2n1,748,24:02400:0:Z2976800593;24:02400:1:Z990839396;24:02400:2:Z4138768053;
Clc1ccn[nH]1,1631,24:02400:0:Z2709772470;24:02400:1:Z2699111786;24:02400:2:Z2766924351;
O=S1(=O)N=Cc2ccccc21,175,24:02400:0:Z2179505014;24:02400:0:Z2179511158;24:02401:3:Z4251225721;
Cc1ccc(Cl)s1,404,24:02400:0:Z3617880660;24:02400:5:Z3618038259;24:02400:5:Z3510657814;
C1CC2CC2CN1,2066,24:02400:0:Z3617880660;24:02400:0:Z3507556363;24:02400:1:Z3585311339;
c1cn2ccsc2n1,4182,24:02400:0:Z4421542358;24:02400:0:Z2476336347;24:02400:0:Z1985661077;
O=S1(=O)CCCNC1,194,24:02400:0:Z4421542358;24:02400:3:Z3381423816;24:02401:0:Z3385772717;
CC1(C)CCC(C)(C)O1,1147,24:02400:0:Z2996002804;24:02400:0:Z4085225620;24:02400:0:Z2916726206;
CC1CCCC(=O)NC1,117,24:02400:0:Z3639436347;24:02400:8:Z3651461920;24:02401:0:Z3650155255;
c1cc2c(cn1)OCCNC2,105,24:02400:0:Z1642286881;24:02401:1:Z4161937826;24:02402:9:Z4017619517;
C1CC2CCC1CNC2,146,24:02400:0:Z3882226731;24:02401:2:Z3820686214;24:02403:0:Z3807274822;
C1CC2(C1)CSC2,876,24:02400:0:Z4608672689;24:02400:0:Z2785468885;24:02400:0:Z2774354519;
OC1CCCNCC1,1445,24:02400:0:Z3968393934;24:02400:0:Z4018306843;24:02400:1:Z4002977408;
CC1CNCC1O,2259,24:02400:0:Z3374160287;24:02400:6:Z3637262694;24:02400:6:Z3056899837;
C1NCC2CNCC12,914,24:02400:0:Z5057737186;24:02400:1:Z2842636408;24:02400:2:Z5057739686;
C1CC2CNCC(C1)C2,1591,24:02400:0:Z2851282639;24:02400:1:Z4573448733;24:02400:2:Z4602615171;
C1CCC2(CC1)COCCO2,245,24:02400:0:Z3602934001;24:02400:1:Z3358979738;24:02400:5:Z3602923287;
OC1COC1,2439,24:02400:0:Z3602934001;24:02400:2:Z2141490441;24:02400:3:Z4320808102;
CC1(C)CCS1,825,24:02400:0:Z4879662380;24:02400:1:Z4486323189;24:02400:1:Z4486323186;
O=C1CC2CCC1C2,1305,24:02400:0:Z4166386445;24:02400:0:Z4161250522;24:02400:1:Z4158190445;
Cc1nc2n(n1)CCCC2,502,24:02400:0:Z2260376666;24:02400:1:Z4281677650;24:02400:1:Z4209181415;
Cc1cc(C)c2c(n1)CNC2,114,24:02400:0:Z4612603712;24:02400:7:Z4612600069;24:02400:7:Z4612609599;
Cc1ccc(C)o1,2788,24:02400:0:Z1263834391;24:02400:0:Z4021101252;24:02400:0:Z1568257442;
Cc1c[nH]cc(C)c1=O,99,24:02400:0:Z4100878494;24:02400:0:Z3369072135;24:02400:3:Z3393757439;
Cc1cc(C)c2c(c1)CCC2,100,24:02400:0:Z2504594475;24:02400:7:Z4073039412;24:02400:8:Z2504599732;
Cc1cccc2ccoc12,310,24:02400:0:Z3714871393;24:02400:3:Z2407564136;24:02400:6:Z1516012872;
NC1CCNc2ccccc21,38,24:02400:0:Z3145174970;24:02400:0:Z3145185394;24:02407:7:Z3232034820;
CC1(C)CCc2sccc2C1,72,24:02400:0:Z2306120187;24:02400:0:Z2454416735;24:02400:6:Z4984677593;
Cc1cc(C)c2c(c1)CCNC2,126,24:02400:0:Z2971982957;24:02401:1:Z4509621160;24:02403:0:Z2261811326;
C1CC2(C1)CCOC2,3321,24:02400:0:Z2859689075;24:02400:0:Z4414606134;24:02400:1:Z2860007573;
NC1C2CNCC12,458,24:02400:0:Z3342587307;24:02400:2:Z3519476865;24:02400:2:Z3385973885;
c1cc2c(cn1)CNCC2,399,24:02400:0:Z4211261706;24:02400:1:Z4223168407;24:02400:1:Z4223181634;
FC1CC2CC12,908,24:02400:0:Z3545184416;24:02400:2:Z3591414715;24:02400:4:Z4471002633;
C1CCC2CCCCC2C1,638,24:02400:0:Z1832181880;24:02400:1:Z4295550339;24:02400:1:Z4289485274;
c1nc2c([nH]1)CCCC2,1979,24:02400:0:Z3555313655;24:02400:1:Z2691723235;24:02400:1:Z3364113959;
NC1CC(O)C1,1356,24:02400:0:Z4208081860;24:02400:0:Z3384008898;24:02400:4:Z4214604869;
O=c1[nH]c(=O)c2ccccc2[nH]1,160,24:02400:0:Z2350953500;24:02401:0:Z4447264454;24:02401:0:Z4426422779;
C1CC2CNCCN2C1,893,24:02400:0:Z1309282720;24:02400:0:Z3047124184;24:02400:1:Z3557230768;
FC1=CCCNC1,1535,24:02400:0:Z3794289591;24:02400:0:Z3794325191;24:02400:1:Z3194876155;
Cn1cc2c(n1)CCC2,965,24:02400:0:Z4574350020;24:02400:0:Z3471242622;24:02400:2:Z2790374236;
Fc1ccc(F)c2c1NCCO2,35,24:02400:0:Z4132570946;24:02403:2:Z4666490139;24:02406:1:Z4132573648;
Fc1cccc2c1NCC2,263,24:02400:0:Z4204962264;24:02400:1:Z3293030304;24:02400:4:Z2816242408;
Cn1ncc2ncccc21,238,24:02400:0:Z3170382980;24:02400:7:Z3856815453;24:02400:7:Z2982970490;
Cc1ccc2cccnc2c1,482,24:02400:0:Z5004380785;24:02400:5:Z4421915057;24:02400:5:Z3383349281;
O=C1CSCCN1,597,24:02400:0:Z2923870797;24:02400:2:Z2958078720;24:02400:3:Z4045078077;
CC1CNC(C)(C)C1,823,24:02400:0:Z4612651698;24:02400:2:Z4448207101;24:02400:4:Z4875800026;
NC1CCCOC1,1000,24:02400:0:Z3766371376;24:02400:2:Z3365309640;24:02400:3:Z3830259964;
C1=Cc2ccccc2CC1,441,24:02400:0:Z1851674605;24:02400:1:Z3471534113;24:02400:3:Z4254634884;
Cc1c2ccccc2nn1C,82,24:02400:0:Z2640086968;24:02401:5:Z2827443267;24:02403:0:Z2770187933;
OC1CCOCC1O,220,24:02400:0:Z4326857989;24:02401:9:Z4324772416;24:02402:9:Z4325164357;
c1cnc2nccn2c1,2302,24:02400:0:Z3378735987;24:02400:0:Z3830717948;24:02400:1:Z3667756863;
CC1(C)C2CCCNC1C2,176,24:02400:0:Z2873862635;24:02400:6:Z3203120690;24:02400:9:Z2477041008;
Cc1ccsc1Cl,900,24:02400:0:Z4328533632;24:02400:2:Z4355019148;24:02400:5:Z1829275521;
Cc1cc2ccc(F)cc2cn1,2,24:02400:0:Z3512020153;24:02447:1:Z3506006299;
Cc1cn2c(n1)CNCC2,329,24:02400:0:Z1645037127;24:02400:1:Z1643427611;24:02400:4:Z2818713473;
Cc1nc(C)c2c(C)csc2n1,39,24:02400:0:Z2485385051;24:02400:5:Z1190604591;24:02403:1:Z2641092559;
Cc1cnn2ccc(Cl)nc12,142,24:02400:0:Z3556169902;24:02401:8:Z3560378953;24:02402:3:Z3558473919;
Cc1csc2ccccc12,393,24:02400:0:Z1517869486;24:02400:2:Z4985260893;24:02400:3:Z152487664;
Clc1cccc2ccsc12,118,24:02400:0:Z2456879565;24:02400:4:Z3057128470;24:02400:6:Z3699826440;
C1CC2CC1NN2,355,24:02400:0:Z2719101973;24:02400:2:Z4999181487;24:02400:2:Z2719106403;
Cn1c(=O)c2c(ncn2C)n(C)c1=O,12,24:02400:0:Z2970012607;24:02400:6:Z57064514;24:02417:5:Z2974217632;
Cc1cccc2c1OCCC2,651,24:02400:0:Z3188329316;24:02400:0:Z3185511681;24:02400:0:Z3188340608;
Fc1ccc2c(c1F)OCCN2,93,24:02400:0:Z2801667608;24:02401:0:Z4064028019;24:02401:2:Z2885825711;
Cn1nnc2ccccc21,1891,24:02400:0:Z2841453438;24:02400:0:Z4283682127;24:02400:1:Z2088250382;
Clc1cccc2ncccc12,365,24:02400:0:Z3364500866;24:02400:4:Z3054221182;24:02400:4:Z2200035848;
OC1CCOC1,8554,24:02400:0:Z4191716362;24:02400:0:Z4191712234;24:02400:0:Z4975180361;
CN1CCC(O)C1,2108,24:02400:0:Z1687679262;24:02400:0:Z1687407354;24:02400:0:Z3299975143;
CC1CC1F,1777,24:02400:0:Z4222126618;24:02400:1:Z4199939191;24:02400:3:Z3595540866;
Clc1ccc2nncn2c1,130,24:02400:0:Z3715086810;24:02400:9:Z3715087416;24:02402:3:Z3701316442;
CC1CNCc2cccn21,270,24:02400:0:Z4091904391;24:02400:0:Z4268809690;24:02400:7:Z4091904514;
c1cc2sccc2o1,660,24:02400:0:Z4091904391;24:02400:0:Z4268809690;24:02400:1:Z1841934272;
Nc1cnccc1Cl,63,24:02400:0:Z2881867549;24:02400:5:Z2881858161;24:02401:9:Z4223853015;
O=c1[nH]ncc(Cl)c1Cl,220,24:02400:0:Z4875830868;24:02400:1:Z201452478;24:02401:3:Z1818935279;
Cc1ccncc1F,808,24:02400:0:Z4418345426;24:02400:0:Z4406057107;24:02400:1:Z4353798254;
OC1CNCC(F)C1,1353,24:02400:0:Z4609252053;24:02400:0:Z2616733745;24:02400:0:Z4592858401;
Cc1cc2ncccn2n1,733,24:02400:0:Z771895630;24:02400:0:Z2649954961;24:02400:8:Z3474551097;
C1CC2(C1)CC1(CCC1)C2,352,24:02400:0:Z3521615498;24:02400:0:Z3521615474;24:02400:0:Z3521615475;
OC1CC2CC1CN2,751,24:02400:0:Z2975200075;24:02400:2:Z4773105738;24:02400:2:Z4773103387;
c1cn2cnnc2cn1,1028,24:02400:0:Z3870381247;24:02400:1:Z3543223655;24:02400:2:Z1743860460;
C1CNC2(C1)CCNCC2,425,24:02400:0:Z3364068227;24:02400:2:Z3829350644;24:02400:2:Z3807457149;
CC1CC(=O)c2cccnc2C1,41,24:02400:0:Z3868363540;24:02400:9:Z3815417223;24:02401:3:Z3868366184;
C1CC2CCC(CN1)N2,1043,24:02400:0:Z3363638271;24:02400:0:Z3836375968;24:02400:1:Z2451045665;
Cc1csc(F)c1,480,24:02400:0:Z3627377184;24:02400:1:Z3511093055;24:02400:2:Z3554451687;
O=S1(=O)CCCC2(CCCN2)C1,97,24:02400:0:Z3627377184;24:02403:4:Z3622218305;24:02404:2:Z3627377181;
Clc1cc(Cl)c2c(c1)CCNC2,88,24:02400:0:Z1368656758;24:02400:3:Z2446516318;24:02400:3:Z1603758854;
C1=NOC2CCCCC12,403,24:02400:0:Z4030082990;24:02400:0:Z4030363246;24:02400:8:Z4580087735;
CN1CCC2(CC1)CNC2,325,24:02400:0:Z4294723140;24:02400:2:Z3819301213;24:02400:5:Z3393001126;
C1NCC2COCC12,1494,24:02400:0:Z3373140210;24:02400:0:Z3363711086;24:02400:2:Z4517092610;
c1cc2cncnn2c1,406,24:02400:0:Z4318443472;24:02400:2:Z3557429366;24:02401:1:Z4174784933;
Cn1ccc(Cl)n1,1657,24:02400:0:Z5014760380;24:02400:0:Z4269736758;24:02400:2:Z2225935530;
C1CCC2(CCNC2)OC1,372,24:02400:0:Z3707525943;24:02400:0:Z3656793080;24:02400:1:Z3707534651;
O=C1CCC2CCCCN12,454,24:02400:0:Z2310951582;24:02400:1:Z2697913732;24:02400:1:Z4063574428;
c1cc2c(s1)CCSC2,858,24:02400:0:Z3239528078;24:02400:0:Z2283291430;24:02400:1:Z2366157805;
O=C1NCCCc2occc21,183,24:02400:0:Z4349170517;24:02400:4:Z3294958096;24:02401:0:Z3056854090;
Cc1cccc(O)c1,1715,24:02400:0:Z4055549897;24:02400:0:Z3200186980;24:02400:1:Z3194876155;
Cc1ccc(C)nc1,2222,24:02400:0:Z3350519432;24:02400:1:Z3320303982;24:02400:1:Z3634220066;
O=S1(=O)CC2(CCCC2)CN1,60,24:02400:0:Z3800321828;24:02400:3:Z3796915653;24:02402:7:Z4000345676;
c1ccc2c(c1)CCC2,11786,24:02400:0:Z1359963820;24:02400:0:Z1664770840;24:02400:0:Z1190059331;
C1CC2CCC(CN1)S2,551,24:02400:0:Z3473278514;24:02400:0:Z2698106317;24:02400:4:Z2718443763;
Nc1nc[nH]n1,511,24:02400:0:Z2713364026;24:02400:0:Z2639823849;24:02400:1:Z2771887511;
C1CCC2(C1)CNC2,1541,24:02400:0:Z1748481755;24:02400:0:Z4345282764;24:02400:1:Z4209646345;
Cc1nnc[nH]1,3922,24:02400:0:Z4265153204;24:02400:0:Z4279298951;24:02400:0:Z2876973959;
CC1CCCn2ccnc21,513,24:02400:0:Z4141834836;24:02400:5:Z3945855866;24:02400:6:Z4141814650;
C1CNC2(C1)CCOC2,513,24:02400:0:Z3854322973;24:02400:0:Z2080348482;24:02400:0:Z3354260818;
CC1Cc2ccc(F)cc2CN1,112,24:02400:0:Z3292718249;24:02402:3:Z2631109343;24:02403:1:Z1696252451;
Cc1ncc(C)c(C)n1,242,24:02400:0:Z3396028174;24:02400:4:Z2368474782;24:02401:2:Z2093515742;
Cn1cnccc1=O,1245,24:02400:0:Z3891467276;24:02400:1:Z2988969283;24:02400:2:Z3175861606;
c1cnc2c(c1)CNCC2,721,24:02400:0:Z3517589143;24:02400:1:Z2859840155;24:02400:5:Z3076478703;
CC1CNCC1C,2806,24:02400:0:Z4035334755;24:02400:0:Z3520934374;24:02400:1:Z2614681803;
OC1CNCC2(CC2)CC1O,162,24:02400:0:Z4269736758;24:02400:8:Z4269762726;24:02401:4:Z4269736524;
Cc1noc2ccncc12,251,24:02400:0:Z4225252938;24:02400:6:Z4225707794;24:02401:2:Z4228314732;
Cc1noc2ncccc12,692,24:02400:0:Z4897136486;24:02400:1:Z2500359799;24:02400:1:Z2580676819;
C1CC2CSCC1N2,536,24:02400:0:Z3322671444;24:02400:6:Z3609534662;24:02400:7:Z4166792226;
CC1(C)CCCC(O)C1,637,24:02400:0:Z4209797657;24:02400:4:Z2589695904;24:02400:4:Z3561990249;
O=S1(=O)CC2CCN1C2,244,24:02400:0:Z4013620571;24:02400:4:Z4020514464;24:02402:1:Z4166465807;
Fc1cc[nH]n1,402,24:02400:0:Z3581039067;24:02400:9:Z3524214434;24:02401:3:Z3553630317;
CC1CCC1C,224,24:02400:0:Z4775718664;24:02400:2:Z2202843519;24:02400:2:Z4775571612;
Cc1csc2c(Cl)cccc12,24,24:02400:0:Z2226460732;24:02401:5:Z5012548513;24:02404:7:Z2770419035;
c1nc2sccc2s1,118,24:02400:0:Z1030493992;24:02400:8:Z1275185411;24:02400:9:Z4178435249;
c1ccc2c(c1)CCSC2,391,24:02400:0:Z1442183396;24:02400:0:Z1273365610;24:02400:6:Z4645883524;
N=S1(=O)CCNCC1,96,24:02400:0:Z2234767079;24:02403:7:Z2493715863;24:02404:0:Z2233681437;
C1COC2(C1)CNC2,1646,24:02400:0:Z2704530890;24:02400:3:Z4590947355;24:02400:4:Z2717358890;
OC1CC2CCC(N2)C1O,265,24:02400:0:Z4347498759;24:02400:0:Z4328901359;24:02400:3:Z4353670449;
O=S1(=O)CCNC2CCCCC21,100,24:02400:0:Z1376485784;24:02400:5:Z1376083448;24:02400:5:Z4516043317;
Cc1cnc2ccccn12,822,24:02400:0:Z4049122235;24:02400:1:Z3889495503;24:02400:1:Z3792775369;
O=C1CSc2ncncc2N1,243,24:02400:0:Z1900439578;24:02401:3:Z3080244380;24:02401:9:Z2792760128;
O=c1cn[nH]c2ccccc12,100,24:02400:0:Z1514448303;24:02400:5:Z1325349444;24:02401:5:Z1835877746;
CC1(C)CC2(CNCCO2)CO1,142,24:02400:0:Z3621481117;24:02400:4:Z3323437010;24:02400:4:Z4270562433;
Cc1ccc(C)nn1,1559,24:02400:0:Z3088866478;24:02400:0:Z2945644073;24:02400:1:Z3558316248;
C1CCNOCC1,656,24:02400:0:Z2958875425;24:02400:0:Z3051382128;24:02400:0:Z2474519159;
CC1NCCCC12CCC2,251,24:02400:0:Z3916552424;24:02400:0:Z3916560009;24:02401:0:Z3916561530;
O=C1CCC2CNCCC2N1,244,24:02400:0:Z2950951850;24:02400:4:Z3877720966;24:02400:4:Z2603448793;
C1CC2(CCS1)CC2,822,24:02400:0:Z4054179304;24:02400:2:Z4055339123;24:02400:2:Z2371960290;
O=C1CCCNCC1,325,24:02400:0:Z3633083330;24:02400:2:Z3633081350;24:02400:3:Z3633075155;
Cn1c(=O)sc2ccccc21,254,24:02400:0:Z2877976817;24:02400:1:Z3340933972;24:02400:3:Z4608640812;
O=C1CC2CNC(C1)C2,228,24:02400:0:Z4934832328;24:02400:4:Z4181013254;24:02400:6:Z4181026074;
O=C1NCCCC1(F)F,358,24:02400:0:Z3337608596;24:02400:0:Z2875148047;24:02400:6:Z2875148288;
NC1C2CCC1NC2,379,24:02400:0:Z4157182681;24:02400:3:Z4157196145;24:02400:6:Z4157150850;
C1CSCCS1,2414,24:02400:0:Z2869464260;24:02400:0:Z2077111704;24:02400:0:Z2100700242;
CC1CNCCC(F)(F)C1,372,24:02400:0:Z3534191451;24:02400:7:Z3521592861;24:02400:8:Z3522557485;
CC12CNCC1COC2,570,24:02400:0:Z2645894799;24:02400:3:Z3793417218;24:02400:5:Z2615163366;
c1cc2c(cn1)CCN2,398,24:02400:0:Z2771016133;24:02400:1:Z3081245154;24:02400:5:Z4126879561;
Cc1cnc(C)o1,1700,24:02400:0:Z2898037624;24:02400:1:Z2782950940;24:02400:1:Z3633856366;
C=C1CCCCN1,262,24:02400:0:Z4220930697;24:02400:9:Z4220930310;24:02401:9:Z4279216444;
Cc1cn2c(=O)ccnc2s1,177,24:02400:0:Z4220930697;24:02400:4:Z2949274835;24:02401:0:Z2951126271;
Oc1ccc2c(c1)CNCC2,230,24:02400:0:Z1241329426;24:02400:4:Z2824946952;24:02400:8:Z2294320055;
Nc1cc2ccccn2n1,88,24:02400:0:Z4999793627;24:02402:0:Z3356284115;24:02402:1:Z4878762435;
FC1(F)CNCCO1,564,24:02400:0:Z2707581422;24:02400:2:Z3558687553;24:02400:9:Z2707590893;
Cc1ccc2c(c1)CNC2,306,24:02400:0:Z2959282849;24:02400:5:Z4643172246;24:02400:6:Z4413870058;
Cc1conc1C,506,24:02400:0:Z2961170154;24:02400:6:Z2960408923;24:02400:7:Z2960662451;
O=c1cnc2c([nH]1)CCCC2,193,24:02400:0:Z4228205855;24:02401:2:Z4230833407;24:02401:2:Z4230836922;
c1ccc2c(c1)CCCCC2,947,24:02400:0:Z3709181419;24:02400:0:Z2591470016;24:02400:1:Z4452230139;
c1ccn2nncc2c1,972,24:02400:0:Z3497238322;24:02400:3:Z3316927733;24:02400:9:Z4351726915;
NC1CC2CCC1C2,1432,24:02400:0:Z3808323342;24:02400:1:Z4056234867;24:02400:4:Z4315508469;
CC1Cc2ccccc2CN1,316,24:02400:0:Z2302647091;24:02400:3:Z4643155609;24:02400:6:Z4159315302;
O=C1CC2CNC1C2,236,24:02400:0:Z3790775294;24:02400:3:Z3794755107;24:02400:3:Z4030348901;
C1CN2CCC(C2)N1,616,24:02400:0:Z2774463974;24:02400:3:Z2640787571;24:02400:5:Z3392072788;
CC1(C)COC1,1349,24:02400:0:Z3711734501;24:02400:1:Z4478001842;24:02400:2:Z4285384803;
FC1(F)CC2CC1CN2,401,24:02400:0:Z4277909881;24:02400:5:Z3520448865;24:02400:6:Z3639306202;
C1CCC2NCC2C1,615,24:02400:0:Z2642398061;24:02400:1:Z2642398805;24:02400:4:Z3472334745;
FC12CNC(C1)C2,495,24:02400:0:Z3910116086;24:02400:1:Z4094321594;24:02400:3:Z3910075688;
c1cn2nccc2cn1,1120,24:02400:0:Z2283085939;24:02400:1:Z3870135751;24:02400:4:Z5036665271;
Clc1ccncn1,2213,24:02400:0:Z4025929706;24:02400:0:Z2015477398;24:02400:1:Z2861481191;
CC1CCSC1,2050,24:02400:0:Z2362966148;24:02400:1:Z3083727219;24:02400:1:Z4467562414;
C1CC2(C1)CC21CC1,650,24:02400:0:Z4424161532;24:02401:0:Z4157044288;24:02401:0:Z4157044285;
Oc1cnc2ccccc2n1,62,24:02400:0:Z4460224746;24:02405:5:Z4460224992;24:02405:5:Z4460224583;
O=S1(=O)CCNCC1,3871,24:02400:0:Z1347943199;24:02400:0:Z3792778547;24:02400:0:Z2359273326;
Cc1csc2cncnc12,514,24:02400:0:Z2973843584;24:02400:0:Z4212158839;24:02400:7:Z1957783237;
C1CNOC1,4032,24:02400:0:Z4127387052;24:02400:0:Z3136179049;24:02400:0:Z3135035896;
C1CC2(CCS1)CNC2,467,24:02400:0:Z3610865376;24:02400:3:Z3610876016;24:02400:7:Z3610865131;
Cn1nnc2c1CCNC2,372,24:02400:0:Z2976721114;24:02400:1:Z1330103810;24:02400:7:Z1717336090;
c1cnncn1,685,24:02400:0:Z4217098437;24:02400:1:Z4117771123;24:02400:1:Z4337205885;
Fc1ccncc1Cl,268,24:02400:0:Z4229224229;24:02400:4:Z4228309284;24:02400:7:Z4331199538;
FC1CCOC1,5086,24:02400:0:Z4413233033;24:02400:0:Z3997191730;24:02400:1:Z4020007812;
CC1CCCC(C)O1,3164,24:02400:0:Z2307725719;24:02400:0:Z2307725661;24:02400:0:Z2813672318;
O=C1CC2(CCCCC2)C1,194,24:02400:0:Z3511279250;24:02401:2:Z3551044500;24:02401:3:Z3857459947;
c1cc2sccc2cn1,1116,24:02400:0:Z3911737285;24:02400:0:Z3633438263;24:02400:0:Z3583348741;
Clc1cn2ccsc2n1,646,24:02400:0:Z4260837318;24:02400:4:Z1427021360;24:02401:1:Z3642889610;
Fc1cc(F)c2occc2c1,42,24:02400:0:Z3295570147;24:02403:4:Z4562777039;24:02408:2:Z3382341987;
CC1(C)CC1(C)C,1758,24:02400:0:Z3240371346;24:02400:2:Z3053098127;24:02400:2:Z4272617372;
c1n[nH]c2c1CCNC2,733,24:02400:0:Z4063565850;24:02400:1:Z2581644888;24:02400:5:Z1495311312;
Nc1nc2ccccc2[nH]1,83,24:02400:0:Z4287964718;24:02400:0:Z4294652228;24:02400:3:Z4292423837;
Fc1ccc2c(c1)COCO2,203,24:02400:0:Z3321720787;24:02400:4:Z1068323700;24:02401:3:Z1590677827;
CC1CNCCOC1,1287,24:02400:0:Z4200907983;24:02400:1:Z4643352216;24:02400:1:Z3541985348;
C1COCCOC1,1943,24:02400:0:Z4283682127;24:02400:1:Z4344624359;24:02400:2:Z4345674991;
Clc1ccc2cncn2c1,151,24:02400:0:Z3907328181;24:02400:0:Z3907351321;24:02400:1:Z3060197686;
C1CNC2(CC2)CN1,333,24:02400:0:Z3551335670;24:02400:4:Z3520121914;24:02400:5:Z3498673336;
C1CNC2COCC2C1,733,24:02400:0:Z4458086689;24:02400:1:Z2778903757;24:02400:3:Z2737480683;
CN1CNC(=O)C12CNC2,242,24:02400:0:Z3439820768;24:02400:1:Z4609025638;24:02400:3:Z3395454350;
Cn1cc2c(n1)CCOC2,503,24:02400:0:Z3843023954;24:02400:5:Z4150674824;24:02400:8:Z2968363086;
C1CC2CCC(C2)N1,525,24:02400:0:Z3843023954;24:02400:4:Z3856363981;24:02400:7:Z4231143929;
Cc1ccc2cnccc2n1,98,24:02400:0:Z4026758055;24:02400:2:Z3870392196;24:02400:6:Z3870009472;
CN1CCC12CCC2,267,24:02400:0:Z4026758055;24:02400:2:Z4508493554;24:02400:3:Z4096214120;
Cc1ccccc1O,3651,24:02400:0:Z4634646521;24:02400:0:Z4634644294;24:02400:0:Z4634330269;
NC1CC2(CCC2)C1,893,24:02400:0:Z2595820242;24:02400:1:Z3384245261;24:02400:2:Z3140973188;
CC12CNCC1CSC2,533,24:02400:0:Z2966565036;24:02400:1:Z3009795409;24:02400:3:Z2966566220;
C1CC2(CCO2)CN1,181,24:02400:0:Z4026391931;24:02400:5:Z4229757724;24:02400:8:Z4229767153;
c1cc2c(s1)CCCCN2,165,24:02400:0:Z1973752730;24:02401:4:Z1974881698;24:02401:5:Z1974879355;
OC1CC2CNCC2CC1O,123,24:02400:0:Z3867157815;24:02400:3:Z3867150252;24:02400:4:Z3832029942;
O=C1Nc2ccccc2C12CCNC2,25,24:02400:0:Z1743907341;24:02409:6:Z1745247286;24:02410:1:Z1745244851;
Nc1ccncc1,1335,24:02400:0:Z2825063622;24:02400:2:Z4116393235;24:02400:3:Z4317569158;
Cc1cc(F)cc(F)c1,631,24:02400:0:Z4042641604;24:02400:2:Z3191477109;24:02400:5:Z2606764891;
CC1NCN(C)C1=O,684,24:02400:0:Z4228538875;24:02400:2:Z4350307632;24:02400:2:Z2436620002;
Oc1cc2cncnc2cc1F,42,24:02400:0:Z4228538875;24:02404:7:Z4907985873;24:02408:7:Z5061420309;
Cc1cnn[nH]1,1803,24:02400:0:Z4218945222;24:02400:1:Z3544907100;24:02400:1:Z3655604421;
Nc1ccn[nH]1,1575,24:02400:0:Z4476200890;24:02400:0:Z3864726472;24:02400:2:Z1988325610;
