fragment_smiles,occurences,example_ligands
O=C1NCCC2CCNC=C12,90,62:06202:4:Z4948251471;62:06202:5:Z4368816547;62:06203:1:Z4667043791;
Cc1cc2cc[nH]c2cc1F,99,62:06202:5:Z3517730791;62:06202:7:Z3211458993;62:06202:7:Z3211458994;
NC1CNCC12CCC2,213,62:06202:5:Z3046193208;62:06202:5:Z3518473901;62:06202:8:Z3138962473;
Fc1ccc2[nH]cnc2c1F,69,62:06202:5:Z4166585702;62:06202:7:Z3584785313;62:06204:2:Z4458691976;
CC1=CC(C)(C)CCC1,92,62:06202:5:Z4998961272;62:06205:0:Z4999202397;62:06205:2:Z4999221095;
CC1(C)CCc2ccsc2C1,74,62:06202:5:Z2967808462;62:06206:1:Z2318790716;62:06207:1:Z2148009160;
Cc1ncc2cc(C)sc2n1,73,62:06202:5:Z4024667681;62:06202:5:Z4026541385;62:06203:3:Z4233400578;
c1cc2c(cn1)CNC2,146,62:06202:5:Z2691181621;62:06203:7:Z2502072892;62:06204:6:Z2502078895;
Cc1csc2c(=O)[nH]cnc12,38,62:06202:5:Z1899655253;62:06208:3:Z1899657628;62:06208:4:Z1899813543;
C1CCC2(C1)CCCC1(C2)OCCO1,18,62:06202:5:Z4251739171;62:06214:2:Z4255043363;62:06215:7:Z4251742126;
Clc1cccc2ccsc12,119,62:06202:5:Z2456830911;62:06202:8:Z2460740423;62:06203:0:Z2453598251;
Cc1ccc2c(c1)OC(C)CN2,168,62:06202:5:Z1666623572;62:06202:6:Z1465993300;62:06203:2:Z1335525105;
Cn1cc2c(n1)COCC2,96,62:06202:5:Z4984067848;62:06204:4:Z4984047175;62:06204:6:Z4984060796;
FC1(F)CC2CCCCC2C1,167,62:06202:5:Z3324612287;62:06202:6:Z4091917306;62:06204:1:Z4009245868;
O=C1COC2(CCNC2)CN1,10,62:06202:5:Z2851774190;62:06212:0:Z3516655685;62:06212:0:Z2843253748;
c1ccc2c(c1)COC21CCCCC1,78,62:06202:5:Z4391780135;62:06202:5:Z4391774215;62:06202:5:Z4170286542;
O=c1cc[nH]c2ccc(F)cc12,88,62:06202:5:Z3898357761;62:06203:2:Z3986914359;62:06203:5:Z3981066172;
c1ccc2c(c1)CCC1(CCC1)O2,202,62:06202:5:Z1851666582;62:06202:7:Z2711119456;62:06202:7:Z2711115755;
Nc1cc2n(n1)CCNC2,51,62:06202:5:Z4273571363;62:06208:4:Z4401500599;62:06209:4:Z4273571980;
Cc1n[nH]c2c1CCCN2,33,62:06202:5:Z2956787952;62:06202:7:Z2956791067;62:06203:2:Z2956784033;
c1ccc2c(c1)CNC1(CC1)C2,63,62:06202:5:Z4101641798;62:06202:8:Z3715747010;62:06205:2:Z3715745409;
Cc1nn(C)c(=O)[nH]1,16,62:06202:5:Z4385440918;62:06223:9:Z4134218743;62:06228:2:Z4134214519;
O=c1[nH]cnc2cc(F)c(Cl)cc12,27,62:06202:5:Z4216157509;62:06211:6:Z3632940080;62:06216:5:Z3494002471;
Oc1cnccc1Cl,139,62:06202:5:Z1735595373;62:06202:6:Z1867976823;62:06202:7:Z4771380011;
Cc1cc(=O)nc2[nH]ccn12,12,62:06202:5:Z3339685994;62:06205:0:Z3339684467;62:06209:0:Z3339686404;
O=C1NCc2cccnc2N2CCCC12,3,62:06202:5:Z2783215765;62:06212:2:Z2783211058;62:06249:3:Z2783211343;
Cc1ccc(N)cn1,12,62:06202:5:Z4383647700;62:06207:3:Z4388108651;62:06217:0:Z4388002324;
Cn1ncc2cnc(Cl)nc21,91,62:06202:5:Z2792353218;62:06202:6:Z2792257550;62:06207:0:Z2792402289;
C1=CCC2(CNC2)OC1,10,62:06202:6:Z4223524557;62:06203:0:Z4223520304;62:06211:0:Z4223521069;
O=S1(=O)Cc2cc(Cl)ccc2N1,6,62:06202:6:Z4000289336;62:06220:2:Z5058328298;62:06228:3:Z2442772423;
O=S1(=O)CCNc2cccnc21,9,62:06202:6:Z4870969884;62:06211:0:Z4169243317;62:06215:1:Z3631495319;
O=C1CC2(CNC2)NCCN1,10,62:06202:6:Z2973917030;62:06208:5:Z2973917148;62:06214:7:Z4030702317;
Cn1c(=O)cc(O)c2ccccc21,57,62:06202:6:Z4503916679;62:06204:8:Z4503924074;62:06205:1:Z4503656974;
Cc1nc2ncccc2[nH]1,58,62:06202:6:Z4223628757;62:06203:0:Z4232159654;62:06207:5:Z4224050907;
O=c1[nH]cnc2sc3c(c12)CCNC3,15,62:06202:6:Z3497275337;62:06206:5:Z5039596029;62:06206:6:Z3497275262;
Clc1cc2nc[nH]c2cc1Cl,130,62:06202:6:Z4488766814;62:06206:5:Z3190558626;62:06207:2:Z2960152302;
Cc1nn(C)c2c1C(=O)CCN2,81,62:06202:6:Z4366618749;62:06204:2:Z4366609684;62:06207:9:Z4366612473;
CC1Nc2ccccc2C1(C)C,104,62:06202:6:Z4106360025;62:06202:8:Z2596251858;62:06203:9:Z2646272280;
CC1(C)C2CC(N)C(O)C1C2,23,62:06202:6:Z4203543305;62:06202:9:Z4204009886;62:06203:5:Z4203820264;
CC1(C)Cc2ccccc2NC1=O,27,62:06202:6:Z3808046722;62:06202:6:Z3808000531;62:06210:7:Z3819310209;
Cc1ccc2c(n1)NCC(=O)N2,54,62:06202:6:Z4126331692;62:06202:6:Z4126332040;62:06204:1:Z4126330785;
FC1(F)CNCc2ccccc21,141,62:06202:6:Z4289589243;62:06202:8:Z1465708803;62:06205:1:Z1874214651;
Oc1ccc2[nH]ccc2c1,135,62:06202:6:Z3861447948;62:06203:1:Z3619565888;62:06204:1:Z4285330434;
Clc1cnc2occc2c1,101,62:06202:6:Z3808412374;62:06202:6:Z3392425750;62:06202:8:Z2260800622;
OC1CNCCC12CCC2,31,62:06202:6:Z4241703682;62:06206:0:Z3861772041;62:06206:1:Z3861775798;
CC1CC=NNC1=O,14,62:06202:6:Z4443087953;62:06212:2:Z2790096723;62:06215:4:Z2790106599;
OC1CNCc2ccccc21,58,62:06202:6:Z973309334;62:06209:7:Z188832082;62:06210:5:Z2890859702;
Clc1ncn[nH]1,39,62:06202:6:Z3019687871;62:06203:7:Z2918992707;62:06209:6:Z3339827394;
C1CC2(CN1)OCC1CC12,171,62:06202:6:Z3820605210;62:06203:2:Z3907958723;62:06203:9:Z3775396190;
FC1(F)CNCC(F)(F)O1,71,62:06202:7:Z3204767346;62:06204:4:Z3204764746;62:06205:6:Z5007682329;
Fc1cccc2ncsc12,110,62:06202:7:Z3346235604;62:06202:8:Z3366359249;62:06204:5:Z3289825372;
Cc1cccc2c1CC(C)(C)NC2,70,62:06202:7:Z3818756973;62:06202:7:Z3700840203;62:06208:7:Z2285098333;
C1COC2(C1)CCC1(CC2)OCCO1,29,62:06202:7:Z4029309400;62:06206:5:Z4005456959;62:06207:4:Z4029625659;
Nc1ccnc2ccccc12,88,62:06202:7:Z4127911332;62:06203:1:Z4129179066;62:06204:5:Z4048203209;
CC1(C)NCCC1=O,156,62:06202:7:Z4203351505;62:06203:5:Z4042228656;62:06203:6:Z4204916324;
c1ncc2c(n1)OCCO2,51,62:06202:7:Z5047762923;62:06203:2:Z5047750731;62:06204:4:Z5047766615;
CC1(O)CNC(=O)NC1=O,19,62:06202:7:Z3210972395;62:06204:5:Z3211534189;62:06207:8:Z3210986115;
O=c1cc[nH]c2cc(F)c(F)cc12,51,62:06202:7:Z2958480755;62:06202:7:Z2961021492;62:06203:2:Z2957830898;
Nc1c[nH]c(=O)[nH]c1=O,85,62:06202:7:Z1313248889;62:06204:5:Z1713480676;62:06204:6:Z2452277642;
c1ccc2c3c([nH]c2c1)CNCCS3,59,62:06202:7:Z4269647600;62:06203:3:Z3620630309;62:06207:0:Z3436529001;
N=c1[nH]c2ccccc2[nH]1,16,62:06202:7:Z4272915558;62:06213:5:Z2776035934;62:06214:3:Z4283979141;
Cc1ccc(Cl)c2[nH]ccc12,103,62:06202:7:Z5064051381;62:06202:8:Z5064458039;62:06205:4:Z5064724692;
Fc1cc2c(cc1F)OCCN2,170,62:06202:7:Z2477311257;62:06202:9:Z4126998300;62:06203:0:Z2477310393;
c1ncc2c(n1)COC2,205,62:06202:7:Z2821716328;62:06203:0:Z5012917502;62:06203:3:Z2821715897;
O=c1nn[nH][nH]1,77,62:06202:7:Z5000009878;62:06204:7:Z5000357808;62:06207:7:Z5001384657;
Oc1ncnc2scnc12,17,62:06202:7:Z4263419376;62:06221:1:Z4263412570;62:06225:7:Z4263417369;
CC1CNC(C)c2ccccc2C1,10,62:06202:7:Z2273347327;62:06205:1:Z1595410094;62:06221:9:Z2097059140;
c1noc2c1CCC2,61,62:06202:7:Z4040121683;62:06203:1:Z4964118838;62:06205:2:Z3367372587;
Oc1cccc2c1NCCC2,114,62:06202:7:Z3668470175;62:06204:6:Z4921776111;62:06206:0:Z2800776571;
O=S1(=O)CCCNc2ccc(Cl)cc21,37,62:06202:7:Z4132379593;62:06204:4:Z4267932833;62:06204:4:Z4267932968;
O=c1cc[nH]c2ccsc12,26,62:06202:7:Z1262260998;62:06218:8:Z1273001860;62:06222:4:Z1262260845;
O=S1(=O)CCC2CCCCN21,46,62:06202:7:Z4255148387;62:06203:0:Z4391818559;62:06203:6:Z4256560322;
Cc1c2c(=O)[nH]ncc2c(Cl)n1C,16,62:06202:7:Z4216755343;62:06203:9:Z4216754375;62:06206:5:Z4216756295;
Fc1ccc2c(c1)-c1sccc1CS2,8,62:06202:7:Z1246138362;62:06251:1:Z2675001756;62:06251:1:Z2674964941;
O=C1NCC(O)C(=O)N1,25,62:06202:7:Z3211036154;62:06205:8:Z3463232428;62:06206:8:Z3463248095;
OC1CCC(F)C1,95,62:06202:7:Z4265358401;62:06202:8:Z4263226574;62:06202:9:Z4267062230;
Cc1ccc2ccc(C)c(Cl)c2n1,13,62:06202:8:Z3832115245;62:06223:9:Z3395026525;62:06225:5:Z4138955132;
CC1Cc2ccccc2C(C)N1,82,62:06202:8:Z2273658865;62:06203:0:Z1639758821;62:06203:1:Z3520646840;
CC1(C)CCC(N)CC1,64,62:06202:8:Z4878828162;62:06203:3:Z4878827991;62:06203:4:Z4878815454;
Cn1cnc2cc(Cl)c(Cl)cc21,18,62:06202:8:Z3946401237;62:06210:0:Z2335013244;62:06217:3:Z5045287383;
c1ccc2c(c1)CNCC1(CCC1)O2,78,62:06202:8:Z2952395164;62:06203:2:Z2884927395;62:06203:9:Z2863764846;
Clc1ccc2ncnn2c1,68,62:06202:8:Z1504924375;62:06202:9:Z1531070548;62:06203:1:Z1504924709;
O=c1ccnc2[nH]ccn12,9,62:06202:8:Z3339908943;62:06207:5:Z4223424489;62:06208:2:Z3346990068;
Cc1nc2scc(C)c2c(=O)[nH]1,109,62:06202:8:Z4128186850;62:06204:8:Z4126283299;62:06204:8:Z4127887560;
C1CCN2C(C1)COCC21CNCOC1,34,62:06202:8:Z4231904313;62:06213:0:Z4231902829;62:06215:1:Z4231901731;
Oc1ccc2ncsc2n1,16,62:06202:8:Z4224366758;62:06204:7:Z4224372905;62:06225:3:Z4224374819;
CC1CC1N,95,62:06202:8:Z4002240989;62:06202:9:Z4002209485;62:06204:1:Z4116082938;
CC1(C)CS(=O)(=O)NC1=O,26,62:06202:8:Z3513633003;62:06206:0:Z3513630266;62:06207:9:Z3513642276;
NC1CNCC12CCS(=O)(=O)CC2,88,62:06202:8:Z3519250183;62:06203:0:Z3364782994;62:06203:7:Z3385330163;
Cc1c(Cl)ccc2ccoc12,84,62:06202:8:Z2962068944;62:06203:1:Z4643409959;62:06203:4:Z2897039702;
Cn1c(=O)c2c[nH]nc2n(C)c1=O,6,62:06202:8:Z3364301780;62:06210:6:Z4002928908;62:06218:7:Z3803428174;
CN1C=CCN(C)C1=O,7,62:06202:8:Z46780809;62:06207:6:Z1481077630;62:06211:6:Z727429954;
Cc1cccc2c1C(=O)CO2,16,62:06202:8:Z428854840;62:06214:6:Z2789440176;62:06215:6:Z428856234;
CC1(C)CCC2CNCc3cccc1c32,23,62:06202:8:Z4027041496;62:06203:5:Z4027040495;62:06206:2:Z4027037408;
Clc1ccc2c(Cl)csc2c1,49,62:06202:8:Z3522749143;62:06204:3:Z1595060090;62:06204:7:Z2105028378;
c1cnc2nscc2c1,35,62:06202:8:Z2842384941;62:06203:9:Z4177677093;62:06206:0:Z4140482956;
N=S1(=O)CCC2(C1)OCCO2,125,62:06202:9:Z3652717752;62:06204:3:Z4125112785;62:06206:2:Z3652718609;
FC12CNCCC1CNC2,65,62:06202:9:Z4033128123;62:06203:6:Z4029845166;62:06203:9:Z4056348699;
Nc1cc(=O)[nH]cn1,42,62:06202:9:Z3390893346;62:06207:1:Z3390891994;62:06207:2:Z3058753009;
O=C1CCNC(=O)CN1,67,62:06202:9:Z4009023188;62:06204:3:Z4009003498;62:06204:7:Z4208573215;
Cc1ccc(C)c2scnc12,62,62:06202:9:Z2302455766;62:06203:0:Z2330724703;62:06205:5:Z4104616464;
c1nn2cncc2s1,87,62:06202:9:Z3829230688;62:06203:1:Z4081312105;62:06204:4:Z3828862106;
FC1(F)CCOc2ccccc2C1,31,62:06202:9:Z4256303183;62:06218:7:Z4257001077;62:06219:4:Z4255721154;
Cc1ccnc(C)c1C,33,62:06202:9:Z1119467578;62:06207:3:Z4013673242;62:06211:8:Z3180025002;
Cc1nc2c3c(ccc2[nH]1)NCCC3,42,62:06202:9:Z4101127300;62:06215:7:Z4066280201;62:06219:2:Z3584774681;
O=c1[nH]cc(F)c(=O)[nH]1,80,62:06202:9:Z4482490022;62:06203:3:Z4490525056;62:06203:6:Z4484164603;
Clc1sc2ccccc2c1Cl,22,62:06202:9:Z4228500286;62:06212:5:Z3539136394;62:06215:1:Z3516968136;
C1=COCC1,73,62:06202:9:Z4257105175;62:06205:2:Z4251783892;62:06205:9:Z1682917627;
CC1(C)CC(=O)c2ccc(=O)oc2C1,41,62:06202:9:Z3818012312;62:06207:9:Z3553778435;62:06212:1:Z3497230899;
O=C1CC2CCc3ccccc3C2=NN1,2,62:06202:9:Z3996055794;62:06211:6:Z3996055495;
CC1(C)CNc2ccccc2C1,97,62:06202:9:Z2228896258;62:06203:1:Z4127868136;62:06205:1:Z3471095299;
NC1CCc2ccccc2NC1,14,62:06202:9:Z2772919098;62:06206:9:Z2605462894;62:06207:0:Z4454589942;
O=C1CCc2cnccc2N1,93,62:06202:9:Z4556311235;62:06204:8:Z3578891910;62:06205:2:Z3204204477;
Nc1nc2c(c(=O)[nH]1)CCNC2,36,62:06203:0:Z5046787657;62:06205:5:Z5046784312;62:06205:6:Z5035873710;
CC1(C)C(=O)NC2CCCCC21,98,62:06203:0:Z4479105539;62:06203:1:Z3552291708;62:06205:0:Z4039634912;
O=C1Nc2cc(F)ccc2NC12CCC2,13,62:06203:0:Z2873971767;62:06211:5:Z2873975223;62:06233:0:Z2873978478;
c1ccc2c(c1)Cc1scnc1-2,65,62:06203:0:Z809102012;62:06205:7:Z1931302812;62:06212:6:Z1821087228;
Nc1n[nH]c(=O)s1,10,62:06203:0:Z1836190407;62:06213:7:Z1836190608;62:06217:4:Z4236379335;
CC1(C)CCc2nc[nH]c(=O)c2C1,31,62:06203:0:Z2569345170;62:06203:0:Z2445909609;62:06203:3:Z2442408979;
O=C1NS(=O)(=O)c2cc(Cl)ccc21,30,62:06203:0:Z2010395518;62:06204:2:Z2010404535;62:06206:4:Z4386542075;
C1CCC2(CC1)CCCCNC2,70,62:06203:0:Z4295196564;62:06204:6:Z3520561592;62:06205:2:Z3501148312;
CN1C(=O)NS(=O)(=O)c2ccccc21,12,62:06203:0:Z2589318137;62:06221:2:Z2589320157;62:06226:4:Z2589320221;
CC1CCN2NC=NC2=N1,24,62:06203:0:Z3313600177;62:06205:1:Z3313598782;62:06206:9:Z3313600304;
Cc1cc(=O)n2cc[nH]c2n1,12,62:06203:0:Z2613947758;62:06224:0:Z2365412762;62:06242:3:Z4000282394;
Cn1c(=O)ccc2ccc(Cl)cc21,76,62:06203:0:Z4346532274;62:06204:6:Z4665497881;62:06204:7:Z4908511686;
FC12CCCC(CCC1)C2,12,62:06203:0:Z4391721099;62:06208:7:Z4217934416;62:06208:8:Z3858052702;
Cc1nc(O)c2ccccc2n1,58,62:06203:0:Z4271591461;62:06204:2:Z4238209458;62:06213:8:Z4238199455;
Fc1ccc2[nH]ccc2c1Cl,131,62:06203:0:Z2709544188;62:06204:2:Z3138721466;62:06205:0:Z3519957080;
O=c1ccc2ccncc2[nH]1,87,62:06203:0:Z4026651207;62:06206:7:Z3559667732;62:06208:4:Z3560015952;
CC1(C)C2CCC1C(N)C2,70,62:06203:0:Z3519643827;62:06203:5:Z3506117803;62:06206:4:Z3515154167;
c1ncn2c1NCCC2,22,62:06203:1:Z4365350243;62:06207:8:Z4365342671;62:06215:2:Z4365343878;
CC1NC=NNC1=O,49,62:06203:1:Z3588591626;62:06211:7:Z2144250327;62:06212:1:Z2349774209;
c1ccc2c(c1)[nH]c1cnccc12,58,62:06203:1:Z4199023372;62:06203:3:Z4198486886;62:06204:3:Z4170475988;
CC1(C)CNc2ccccc2S1,72,62:06203:1:Z1393255507;62:06203:6:Z4169666150;62:06203:6:Z1883268649;
Clc1ccc(Cl)c2c1CCCC2,29,62:06203:1:Z4470684659;62:06204:0:Z4771856344;62:06204:4:Z4422037991;
O=c1cc(O)nc[nH]1,36,62:06203:1:Z2360677077;62:06205:4:Z4611447178;62:06207:2:Z2991775220;
CN1CNc2cc(Cl)ccc2C1=O,13,62:06203:1:Z2351285867;62:06204:4:Z729953450;62:06211:7:Z2830880378;
CN1Cc2ccccc2CC1=O,109,62:06203:1:Z3360176565;62:06203:4:Z2691247384;62:06203:8:Z3575738104;
Cc1cn2cccc2c(C)n1,8,62:06203:1:Z3710792830;62:06224:5:Z3710792896;62:06237:4:Z3999764232;
Cc1cc(C)c2nccc(O)c2c1,36,62:06203:1:Z4178773675;62:06204:1:Z1734774656;62:06204:6:Z2332618937;
C1CNNC1,35,62:06203:1:Z2876906914;62:06205:3:Z2177079893;62:06207:9:Z4614843620;
CC1CCc2nc(Cl)ncc2C1,32,62:06203:1:Z4456374388;62:06206:1:Z3870696708;62:06206:4:Z4192218307;
C1CC2CNC3(CC3)C2C1,120,62:06203:1:Z4407166793;62:06204:6:Z3693607634;62:06207:7:Z3711529821;
Fc1ccc2c(Cl)ccnc2c1F,8,62:06203:1:Z3086180365;62:06220:4:Z4668893819;62:06221:0:Z3086180387;
c1ccc2c(c1)Cn1nncc1CN2,50,62:06203:1:Z3546250833;62:06209:0:Z4128394571;62:06209:2:Z2775748737;
c1cnc2sncc2c1,34,62:06203:1:Z4418434697;62:06206:9:Z4224441046;62:06212:3:Z4228957326;
Cc1cc(O)c2ccccc2n1,46,62:06203:1:Z1866813115;62:06203:6:Z1866815986;62:06207:5:Z4910486293;
OC1CCCNc2ccc(F)cc21,86,62:06203:1:Z1832232168;62:06206:6:Z3650978301;62:06207:8:Z2635917328;
C1CNC2(C1)CCC1(CC2)OCCO1,60,62:06203:1:Z4640343259;62:06207:7:Z4644233442;62:06209:4:Z4640344463;
O=c1[nH]nc2c(Cl)cccn12,22,62:06203:1:Z1419615308;62:06203:7:Z2904000263;62:06205:0:Z1419608703;
CC1(C)C=CCN1,5,62:06203:1:Z4223895355;62:06235:2:Z4223891507;62:06262:1:Z4223894915;
Fc1ccc(F)c2c1OC1CNCC1O2,69,62:06203:1:Z2409363419;62:06203:2:Z4284548690;62:06204:0:Z3829693550;
O=C1CCCc2c[nH]nc21,18,62:06203:1:Z2898239892;62:06205:0:Z2898237213;62:06210:9:Z3499956460;
O=C1c2ccccc2-c2ccccc21,31,62:06203:1:Z3500495611;62:06205:2:Z1998353471;62:06206:4:Z1869694460;
Nc1ncc(N)c(Cl)n1,26,62:06203:1:Z3394200479;62:06205:7:Z3018694640;62:06209:4:Z3019559511;
c1ncn2c1COCC2,14,62:06203:1:Z2974238355;62:06241:6:Z4054078606;62:06244:7:Z4056254441;
Cn1ncc2nc(O)nc(O)c21,2,62:06203:2:Z4453234059;62:06224:3:Z4414838689;
O=C1CNC=NN1,30,62:06203:2:Z1482867732;62:06204:2:Z3711619439;62:06204:2:Z3711635888;
Cc1ccc(Cl)c2c1NCCC2,43,62:06203:2:Z4129839772;62:06206:0:Z4129848645;62:06207:5:Z2326377960;
Cc1ncnc2c1NC(=O)C(C)N2C,2,62:06203:2:Z5014009584;62:06203:2:Z5014009586;
Nc1cncnc1Cl,120,62:06203:2:Z4781735183;62:06203:5:Z4781690458;62:06205:2:Z4781538726;
Nc1cc(N)ncn1,26,62:06203:2:Z351901330;62:06206:4:Z1281638673;62:06206:5:Z1882842853;
OC1CSC1,26,62:06203:2:Z3497468794;62:06212:5:Z3497427706;62:06218:1:Z3497438411;
O=S1(=O)CCNc2ccccc2C1,100,62:06203:2:Z4394894735;62:06204:0:Z4647779767;62:06204:5:Z4402168125;
O=C1CC2(CCNC2)Oc2ccccc21,63,62:06203:2:Z2851600878;62:06204:4:Z2353051359;62:06205:2:Z2335174527;
CC1(C)CCc2ncccc2C1,86,62:06203:2:Z4720754876;62:06203:3:Z4406861568;62:06204:6:Z4719727044;
Cc1ccc2c(c1)OC(C)C(=O)N2,5,62:06203:2:Z2466276473;62:06210:5:Z4453219478;62:06242:4:Z2998275179;
Cc1ccc2[nH]c(=O)[nH]c2c1,48,62:06203:2:Z4081926875;62:06203:2:Z4081871922;62:06206:8:Z4081936470;
c1ccc2c(c1)ncc1cccn12,20,62:06203:2:Z2614697385;62:06210:3:Z3078574960;62:06216:8:Z2975443740;
c1cc2c3c(cccc3c1)CC2,165,62:06203:2:Z3895740927;62:06203:2:Z4150702022;62:06203:5:Z648876936;
Cn1ccc(=O)[nH]1,86,62:06203:2:Z3339830103;62:06203:8:Z3339830051;62:06205:9:Z3388942895;
Clc1cccc2c1cc1n2CCNC1,86,62:06203:2:Z3669296734;62:06204:9:Z1892979445;62:06206:3:Z1895036990;
Oc1ccnc2ccc(Cl)cc12,47,62:06203:2:Z4127064792;62:06203:2:Z4126806807;62:06203:2:Z4129253058;
OC1C2CC3CC(C2)CC1C3,9,62:06203:2:Z3442310450;62:06224:4:Z3475587861;62:06242:2:Z3622112335;
NC1CS(=O)(=O)C2CNCC12,118,62:06203:2:Z3385719408;62:06203:9:Z4185150091;62:06204:0:Z3385722041;
C1=Cc2ccccc2CN1,39,62:06203:2:Z2711321805;62:06207:7:Z1168922910;62:06211:9:Z1188642085;
CC12CC(NC(=O)N1)c1ccccc1O2,3,62:06203:3:Z3080090979;62:06228:6:Z3089253048;62:06237:1:Z3089257045;
CN1CCCC2CCCCC21,151,62:06203:3:Z4453414833;62:06203:6:Z4506202736;62:06203:8:Z4505595194;
O=c1[nH]cnc2c1CCNCC2,25,62:06203:3:Z2438214287;62:06204:2:Z2982666157;62:06210:8:Z4453657143;
Cc1cc(Cl)cc2c1NCCC2,57,62:06203:3:Z1362032454;62:06211:5:Z1224752307;62:06212:6:Z2994325347;
Nc1ccnc2ccnn12,82,62:06203:3:Z4490515955;62:06205:1:Z4459018847;62:06205:3:Z4484054956;
O=C1CCC2Sc3ccc(Cl)cc3N12,31,62:06203:3:Z2232005337;62:06203:3:Z850738808;62:06203:3:Z2232018502;
Cc1csc2nc3n(c(=O)c12)CCC3,37,62:06203:3:Z4503496999;62:06207:8:Z3584224449;62:06215:5:Z2452259389;
c1nc2cc3c(cc2s1)OCCO3,36,62:06203:3:Z2195960361;62:06205:0:Z816576638;62:06209:9:Z2219957559;
Cc1nn[nH]c1C,71,62:06203:3:Z3053841773;62:06203:8:Z3578811305;62:06204:1:Z3578812230;
CC1CNc2cccc(Cl)c2O1,93,62:06203:3:Z1883867544;62:06204:1:Z4112960094;62:06204:1:Z4393707708;
Cc1cccc2ccncc12,38,62:06203:3:Z3649019571;62:06203:7:Z5058134799;62:06203:9:Z3562130771;
Cc1cc(N)ncn1,109,62:06203:3:Z2381143782;62:06204:1:Z3831567945;62:06204:9:Z4456500408;
c1nc2c(ccc3ncsc32)s1,46,62:06203:3:Z3176211280;62:06205:6:Z2956384506;62:06207:5:Z3842646308;
Cc1ccc2cccc(Cl)c2n1,134,62:06203:3:Z2770668736;62:06203:6:Z2777801920;62:06204:0:Z2770640134;
NC1CCC(O)C1O,77,62:06203:3:Z4214990801;62:06203:3:Z4214986471;62:06208:6:Z4207078828;
OC1CCNC12CCOCC2,45,62:06203:3:Z4983902948;62:06207:3:Z4983887367;62:06216:2:Z4983893641;
CC1CCCCNC1=O,21,62:06203:3:Z3634875179;62:06203:5:Z3631709431;62:06222:6:Z3634912798;
O=c1[nH]c2ccccc2n2cnnc12,17,62:06203:4:Z1601577239;62:06212:1:Z4235885394;62:06219:4:Z3798941264;
Cc1ccc(F)c2c1CCCN2,97,62:06203:4:Z4111933820;62:06205:3:Z4665229264;62:06207:1:Z1666384049;
O=S1(=O)CCN2CCNCC2C1,177,62:06203:4:Z2778149465;62:06203:7:Z4214689443;62:06205:4:Z2640831006;
Cc1cccc2c1NCCC2C,47,62:06203:4:Z4126464100;62:06203:4:Z4126470486;62:06203:8:Z2323080523;
OC1CCC(F)(F)C1,44,62:06203:4:Z4346128351;62:06207:0:Z4345539792;62:06207:2:Z4345651978;
O=C1COc2ccccc2CN1,47,62:06203:4:Z2976074000;62:06203:4:Z2919249353;62:06206:1:Z3698418889;
C1=CCCOCC1,19,62:06203:4:Z3367125781;62:06207:3:Z3340441446;62:06207:4:Z3502550788;
Cc1csc2c(Cl)cccc12,23,62:06203:4:Z2763444592;62:06207:8:Z2219160479;62:06212:7:Z2219278304;
Cn1cnc2c1CCNC21CCNC1,62,62:06203:4:Z4055858854;62:06210:5:Z3494897717;62:06212:2:Z3511325446;
Fc1ccc2c(c1F)NCCC2,80,62:06203:4:Z4669987293;62:06206:2:Z1572754173;62:06206:5:Z1572750904;
c1nc2c([nH]1)C1(CCNC1)NCC2,78,62:06203:4:Z3135346761;62:06205:7:Z3135346969;62:06207:9:Z3346882294;
CC1(C)CNC(C)(C)CN1,1,62:06203:4:Z2655241629;
Clc1ncns1,5,62:06203:4:Z4458412800;62:06235:3:Z4458548187;62:06241:2:Z4458541386;
O=C1CCc2cccc3c2N1CCC3,59,62:06203:4:Z3177756749;62:06204:1:Z3093763049;62:06205:7:Z3366299484;
Clc1ccc(Cl)c2ccccc12,19,62:06203:4:Z1816257890;62:06213:4:Z1840832717;62:06213:4:Z1829542898;
Cc1sc2[nH]cnc(=O)c2c1C,47,62:06203:4:Z1445164561;62:06205:6:Z3711685953;62:06205:6:Z3202392694;
c1ccc2c(c1)nc1n2CCN1,83,62:06203:4:Z1210047899;62:06206:6:Z4260891600;62:06207:9:Z1273356785;
Oc1c(Cl)cccc1Cl,6,62:06203:4:Z3094274009;62:06229:8:Z2896996834;62:06230:1:Z3094274492;
Cc1cc(F)c2c(c1)CCCN2,111,62:06203:4:Z1084082440;62:06204:0:Z839953582;62:06204:0:Z737386362;
Cc1nccnn1,13,62:06203:5:Z4216895746;62:06214:8:Z4216895889;62:06220:7:Z4216894080;
Nc1cncnc1,69,62:06203:5:Z1486434543;62:06203:6:Z4237922241;62:06204:4:Z1486479722;
c1ccc2c(c1)CNc1ccccc1C2,3,62:06203:5:Z3715475538;62:06226:0:Z3633289353;62:06259:8:Z3715475542;
c1ccc2c(c1)CN1CCCC1CN2,35,62:06203:5:Z4146898994;62:06203:7:Z4213787286;62:06208:8:Z1361857601;
Cc1nc2ncnn2c(C)c1C,38,62:06203:5:Z2274092961;62:06204:6:Z2589104801;62:06218:1:Z1521698117;
Cc1cc(C)n2cnnc2n1,38,62:06203:5:Z990604450;62:06209:3:Z3255534072;62:06210:8:Z1263936911;
Nc1nc(O)c2c(n1)CNC2,42,62:06203:5:Z4906726531;62:06205:5:Z4230986464;62:06209:8:Z4230978771;
