fragment_smiles,occurences,example_ligands
c1n[nH]c2c1CCCN2,774,62:06200:1:Z3354567124;62:06200:1:Z5033385090;62:06200:2:Z3370960794;
c1cc2sccc2[nH]1,1014,62:06200:1:Z1836101940;62:06200:1:Z3384362803;62:06200:4:Z3208345816;
Cc1cncnc1O,57,62:06200:1:Z4234018363;62:06201:9:Z4234064580;62:06202:8:Z4227491862;
ClC1=CCCCC1,135,62:06200:1:Z4648571487;62:06202:8:Z226675112;62:06202:9:Z4573914200;
OC1CNCCNC1,334,62:06200:1:Z3365381254;62:06200:7:Z3364077967;62:06200:9:Z1571003476;
Oc1ccc(F)cc1,337,62:06200:1:Z3625488199;62:06200:6:Z3368684459;62:06200:9:Z3585206254;
O=c1nc[nH]c2[nH]ncc12,62,62:06200:1:Z2217681139;62:06202:5:Z3395828512;62:06204:1:Z3870468483;
Fc1ccc2c(c1F)CCNC2,405,62:06200:1:Z3194674993;62:06200:3:Z2893537214;62:06200:3:Z3391069712;
O=C1CCCC2(CCC2)N1,537,62:06200:1:Z3656851962;62:06200:5:Z2828906595;62:06200:6:Z2017626519;
C1CCC2(CCNC2)OC1,356,62:06200:1:Z3656851962;62:06201:3:Z3707549345;62:06201:8:Z3707547809;
C1CCC2(C1)CNCCO2,574,62:06200:1:Z3507227306;62:06200:9:Z4578522980;62:06201:5:Z1773367152;
CN1CCCC2(CCNC2)C1,353,62:06200:1:Z3198502013;62:06200:1:Z2640534328;62:06200:3:Z4157291731;
NC1CCCC2CC12,216,62:06200:1:Z3549247625;62:06200:9:Z3549777026;62:06201:0:Z3796494602;
CC1CC2CCC1C2,858,62:06200:1:Z2964145053;62:06200:2:Z3587540959;62:06200:2:Z3833279728;
c1cnc2c(c1)OCO2,237,62:06200:1:Z3586512957;62:06200:5:Z3093717720;62:06201:5:Z3599951931;
CC1CNCC1C,2037,62:06200:1:Z2820070721;62:06200:3:Z3559391788;62:06200:3:Z4269455400;
CC1(C)CCC(O)CC1,774,62:06200:1:Z2871685537;62:06200:2:Z4324782761;62:06200:4:Z2975580038;
CN1CCNc2ccccc21,420,62:06200:1:Z4014875429;62:06200:5:Z1558918786;62:06200:6:Z3648938547;
Cc1ccncc1Cl,741,62:06200:1:Z3714280330;62:06200:1:Z3546794968;62:06200:2:Z2927545852;
NC1C2CCCC1CC2,215,62:06200:1:Z4060799545;62:06201:1:Z4061997526;62:06202:4:Z4057480190;
O=C1NCCc2cncn21,176,62:06200:1:Z3203658845;62:06200:1:Z3189673133;62:06200:4:Z3194064160;
CC1CCc2ncsc2C1,949,62:06200:1:Z3501707061;62:06200:3:Z3046172808;62:06200:3:Z3547821195;
CC1(C)C2CCCNC1C2,115,62:06200:1:Z4273458553;62:06200:7:Z2477041734;62:06200:9:Z2477812335;
C1=NNCC1,380,62:06200:1:Z4273458553;62:06200:8:Z3880090128;62:06201:3:Z4273694895;
C1COCCNN1,266,62:06200:1:Z2640693643;62:06200:1:Z2640699624;62:06200:6:Z2972036712;
O=S1(=O)NC2C(O)C3CC2C1C3,28,62:06200:1:Z2898406768;62:06207:7:Z2898408654;62:06210:9:Z2898407036;
c1cc2c(cn1)CCNC2,846,62:06200:1:Z4451813728;62:06200:4:Z4456418022;62:06200:5:Z4346507985;
c1ncc2[nH]cnc2n1,662,62:06200:1:Z4614843227;62:06200:5:Z3395002986;62:06200:7:Z2057720927;
Cc1ccnc2scc(C)c12,257,62:06200:1:Z2498904870;62:06200:2:Z849409372;62:06201:5:Z3874663564;
CC1CCc2ccccc2C1,708,62:06200:1:Z2140835085;62:06200:4:Z2967114345;62:06200:6:Z2819903559;
C1CC2(CCOCC2)N1,467,62:06200:1:Z4117047620;62:06200:6:Z2479691388;62:06200:7:Z1875196555;
O=c1[nH]cnc2[nH]nnc12,64,62:06200:1:Z3342225330;62:06203:1:Z3342228119;62:06203:5:Z1262269491;
N=S1(=O)CCCCC1,613,62:06200:1:Z3594787938;62:06200:2:Z3610608966;62:06200:5:Z4312429865;
Cn1ncc2c(N)ncnc21,134,62:06200:1:Z1883193371;62:06200:2:Z2614967411;62:06200:6:Z1883214059;
c1cc2cc[nH]c2cn1,1171,62:06200:1:Z4876800812;62:06200:1:Z4340927198;62:06200:2:Z4012273935;
CN1CCCNc2ccccc21,213,62:06200:1:Z1264825365;62:06201:8:Z3475118369;62:06201:9:Z3528299045;
C1COC2CC2C1,634,62:06200:1:Z3540034539;62:06200:2:Z4013801064;62:06200:2:Z3628109341;
CC1CCC(C)N1,1173,62:06200:1:Z4262057147;62:06200:2:Z2295297605;62:06200:3:Z1282185272;
Cc1c(Cl)cccc1Cl,249,62:06200:1:Z4345460420;62:06200:6:Z4345468735;62:06200:8:Z4345461438;
Fc1cccc2c1CCCC2,615,62:06200:1:Z2282535412;62:06200:3:Z3703658542;62:06200:7:Z3868327083;
O=S1(=O)CCC2(CC1)CNCCO2,156,62:06200:1:Z4979317373;62:06201:1:Z3091563837;62:06201:5:Z3651615831;
O=c1[nH]c2ncccc2o1,311,62:06200:1:Z1559846630;62:06200:6:Z2626388083;62:06201:4:Z2228661982;
NC1CC2CCC1O2,240,62:06200:1:Z4079075502;62:06200:2:Z4079008276;62:06201:0:Z4079422451;
C1CC2(CCSCC2)N1,309,62:06200:1:Z3594936020;62:06200:5:Z3615415278;62:06200:9:Z3598565736;
CC1CC2(CCCC2)CN1,599,62:06200:1:Z4907154379;62:06200:1:Z4907191405;62:06200:1:Z3613516522;
Cc1nc2cccnc2s1,246,62:06200:1:Z4153593951;62:06200:4:Z4151695034;62:06200:4:Z4156777866;
C1CCC2(CCOCC2)OC1,1341,62:06200:1:Z3573033904;62:06200:3:Z3189656855;62:06200:3:Z1694186790;
Cc1ccc(Cl)c(O)c1,101,62:06200:1:Z3893695666;62:06200:8:Z3841326670;62:06202:4:Z4476301646;
O=S1(=O)CC2(CCCCC2)C1,385,62:06200:1:Z3893695666;62:06200:2:Z3361045313;62:06200:4:Z3055534305;
Fc1cccc2c1OCCNC2,277,62:06200:1:Z4140718059;62:06200:3:Z4060353869;62:06200:6:Z1929778270;
C1CNC2CCOCC2C1,519,62:06200:1:Z2200561907;62:06200:2:Z3298421469;62:06200:5:Z3829645895;
Cn1ccc2ccc(F)cc21,112,62:06200:1:Z2362698599;62:06202:6:Z4059113208;62:06203:0:Z1717058837;
OC12CNCCC1C2,358,62:06200:1:Z3177404595;62:06200:3:Z4076913374;62:06200:6:Z3175889897;
Cc1csc2nccn12,879,62:06200:1:Z3603565764;62:06200:2:Z5006980067;62:06200:3:Z1561854045;
O=S1(=O)CCNC2COCCN21,163,62:06200:1:Z3603565764;62:06201:1:Z3603560974;62:06201:3:Z3568188301;
c1nnn2c1CCCC2,423,62:06200:1:Z4472076098;62:06200:1:Z4123567240;62:06200:2:Z3834765468;
Cn1ccc2cncnc21,305,62:06200:1:Z4025581796;62:06201:3:Z3393897357;62:06201:6:Z3393885502;
Cc1cccc2cn(C)nc12,9,62:06200:1:Z4223427122;62:06237:9:Z3710784637;62:06245:9:Z3710784320;
Cn1c(=O)ccc2ccccc21,772,62:06200:1:Z4231974701;62:06200:2:Z3357931325;62:06200:2:Z4034323190;
Cn1ccc2cc(Cl)ccc21,313,62:06200:1:Z3907264200;62:06200:1:Z4002385218;62:06200:6:Z3672772003;
NC1CCSC1,235,62:06200:1:Z4422263311;62:06200:2:Z3380954511;62:06200:4:Z3699393618;
C1CC2OCCC2O1,777,62:06200:1:Z3649152687;62:06200:2:Z4340393343;62:06200:2:Z3906964300;
Cc1ccn2ncc(C)c2n1,63,62:06200:1:Z3562130483;62:06203:3:Z3649438829;62:06205:0:Z3388899645;
Oc1ccc2c(c1)OCO2,231,62:06200:1:Z1547061683;62:06200:7:Z2358219290;62:06201:5:Z2644442983;
CC1NCCc2ccncc21,247,62:06200:1:Z4491079275;62:06200:2:Z3626962658;62:06200:6:Z3626956906;
Fc1cc(F)c2scnc2c1,76,62:06200:1:Z4370438055;62:06205:8:Z4024957283;62:06208:5:Z4026406117;
Cc1c[nH]c2ccccc12,403,62:06200:1:Z2711100002;62:06200:5:Z2711103935;62:06200:9:Z4078557225;
CN1Cc2ccccc2C1,679,62:06200:1:Z2779753626;62:06200:2:Z4236647816;62:06200:2:Z3570058160;
O=C1CCC2CC12,420,62:06200:1:Z2906873886;62:06200:4:Z4029882205;62:06200:5:Z2907756967;
Cc1cc2cccc(C)c2s1,49,62:06200:1:Z2370681426;62:06201:1:Z2370649837;62:06202:2:Z2581348210;
Cn1ncc2ccccc2c1=O,415,62:06200:1:Z3009129121;62:06200:7:Z2299677776;62:06200:7:Z214580850;
Cn1nnc2c1CCCC2,1846,62:06200:1:Z3627055983;62:06200:1:Z2922374337;62:06200:1:Z4421247219;
CC1Nc2cccnc2NC1=O,115,62:06200:1:Z4733853326;62:06200:9:Z4126865604;62:06200:9:Z4733850352;
c1cn2c(n1)CCC21CNC1,41,62:06200:1:Z3267778814;62:06200:2:Z3267775519;62:06203:5:Z3257617726;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,249,62:06200:1:Z2438237363;62:06200:2:Z2967862923;62:06200:5:Z2971120973;
O=C1CC2CCC(C1)S2(=O)=O,138,62:06200:1:Z3085981072;62:06200:3:Z3093645665;62:06200:5:Z3093677811;
c1ccc2c(c1)C1CCC2O1,510,62:06200:1:Z1703797808;62:06200:1:Z1700829763;62:06200:9:Z4017555747;
CN1CCOCC12CCC2,134,62:06200:1:Z3200476733;62:06202:4:Z4065187901;62:06202:5:Z2815647320;
c1nc2c([nH]1)CNCC2,398,62:06200:1:Z2713329256;62:06200:4:Z2227116305;62:06200:7:Z4307629713;
O=c1[nH]nn[nH]1,635,62:06200:1:Z2875312052;62:06200:2:Z4229683918;62:06200:2:Z4218064052;
C1CC2CCC1C21CC1,106,62:06200:1:Z4516229631;62:06200:8:Z4508801817;62:06202:4:Z4517095935;
c1cnc2c(c1)NCCS2,228,62:06200:1:Z1362088246;62:06200:4:Z1883300475;62:06200:4:Z4112555672;
O=c1[nH]nc2ccccn12,1472,62:06200:1:Z283659646;62:06200:3:Z2279373508;62:06200:3:Z1542382853;
NC1CCCCNC1,157,62:06200:1:Z3699855630;62:06200:6:Z3699863292;62:06200:6:Z3699852576;
CN1C(=O)CSC12CCNCC2,250,62:06200:1:Z2073878385;62:06200:2:Z1666414403;62:06200:3:Z1897583971;
CC1(C)CCNCC(C)(C)C1,86,62:06200:1:Z2606418067;62:06200:2:Z4022414881;62:06200:2:Z2614967411;
C1CNCC2(C1)COCCO2,365,62:06200:1:Z2949489886;62:06200:2:Z2964233431;62:06200:2:Z4022719899;
O=C1CC2(CNC2)n2ccnc2N1,73,62:06200:1:Z3370347355;62:06201:0:Z4166387347;62:06203:2:Z3370353227;
Cc1cc(C)nc(C)c1,658,62:06200:1:Z3637250599;62:06200:1:Z3637236487;62:06200:1:Z3637210531;
c1ccc2c(c1)CNCCO2,2571,62:06200:1:Z4063504355;62:06200:2:Z3393831765;62:06200:2:Z4066456680;
C1CCC2NCC2C1,359,62:06200:1:Z2580999635;62:06200:4:Z2642398731;62:06200:6:Z3670731105;
NC1CCCNC1,1921,62:06200:1:Z3810990628;62:06200:1:Z3104736921;62:06200:2:Z4054949386;
CC1CCC2(CC1)OCCO2,587,62:06200:1:Z2964586472;62:06200:4:Z2995468581;62:06200:6:Z3558148838;
CC1CNCc2ccccc2O1,260,62:06200:1:Z2208374875;62:06200:4:Z3551286356;62:06200:7:Z2215753891;
Cc1cc(C)c2ccccc2n1,249,62:06200:1:Z2454583368;62:06200:4:Z3208951306;62:06200:5:Z4595447586;
c1ccn2ncnc2c1,2282,62:06200:1:Z2295831146;62:06200:2:Z4369667599;62:06200:2:Z3312228987;
Oc1ccc2c(c1)OCCN2,24,62:06200:1:Z5020850803;62:06204:7:Z5017766278;62:06206:0:Z5017765200;
O=c1ccc2cc(F)ccc2[nH]1,138,62:06200:1:Z4352913335;62:06201:2:Z1553089627;62:06201:5:Z1265473715;
C1CC2COCC(C2)N1,369,62:06200:1:Z4352913335;62:06200:2:Z4344029095;62:06201:0:Z4352913210;
Clc1ccc2cnccc2c1,254,62:06200:1:Z3497664869;62:06200:2:Z4424108724;62:06200:2:Z4424125853;
c1ncc2nn[nH]c2n1,673,62:06200:1:Z4081334502;62:06200:2:Z3076355305;62:06200:3:Z3396162606;
c1ccc2c(c1)COCO2,429,62:06200:1:Z2647943187;62:06200:3:Z4329290321;62:06200:3:Z1647725847;
Cc1cc(C)n2nccc2n1,648,62:06200:1:Z3795679524;62:06200:2:Z3180079007;62:06200:2:Z2477476232;
c1ccc2c(c1)NCCC21CC1,130,62:06200:1:Z4128532347;62:06200:7:Z4462834633;62:06200:8:Z3646779943;
c1cn2cnnc2cn1,947,62:06200:1:Z2975472069;62:06200:2:Z2179884453;62:06200:2:Z2144047871;
O=S1(=O)CC2CCC(C2)N1,107,62:06200:1:Z3357624067;62:06202:4:Z3357624051;62:06202:6:Z2994077873;
Cc1cc2cc(Cl)ccc2cn1,2,62:06200:1:Z4216418138;62:06234:1:Z4216419235;
C1=COCCC1,937,62:06200:1:Z1765368020;62:06200:7:Z4242849607;62:06200:8:Z1839872661;
C1CC2CCCC(C1)NC2,177,62:06200:1:Z4417916713;62:06200:4:Z4445332703;62:06201:2:Z4414806704;
C1CC2CC(C1)N2,233,62:06200:1:Z4917574797;62:06200:6:Z4924006034;62:06200:9:Z4922120260;
Cc1ccc(C)nn1,1124,62:06200:1:Z5035580493;62:06200:2:Z2945993426;62:06200:2:Z3567141715;
c1[nH]nc2c1CCNC2,295,62:06200:1:Z4029091356;62:06200:4:Z4029080302;62:06200:7:Z4029092478;
Fc1cccc2cnccc12,242,62:06200:1:Z3633611923;62:06200:6:Z4403187200;62:06200:6:Z4177100598;
O=S1(=O)CCNCC(F)(F)C1,346,62:06200:1:Z5052267709;62:06200:5:Z5050035643;62:06200:8:Z5060301452;
CC1CC(C)C(C)O1,663,62:06200:1:Z2707730384;62:06200:2:Z2707097656;62:06200:3:Z2697705434;
Fc1cc2ccncc2cc1F,57,62:06200:1:Z3999429401;62:06202:6:Z2861198938;62:06204:7:Z2861370123;
Cc1cccc2c1CCCC2,340,62:06200:1:Z3788911499;62:06200:2:Z4175186245;62:06200:3:Z3868031961;
Fc1ccc2nn[nH]c2c1,237,62:06200:1:Z3625325140;62:06200:2:Z2305277238;62:06200:5:Z4228570587;
FC1CCCOC1,1067,62:06200:1:Z3367549072;62:06200:2:Z4468744969;62:06200:2:Z3366550263;
c1ccc2c(c1)CCC1(CCCC1)O2,41,62:06200:1:Z2219192860;62:06208:3:Z2270621337;62:06208:5:Z1439474258;
OC1CC2CCC(N2)C1O,252,62:06200:1:Z4353657639;62:06200:3:Z4344291023;62:06200:5:Z4343909712;
CC1CS(=O)(=O)CCCN1,368,62:06200:1:Z4436359789;62:06200:4:Z2919898363;62:06200:4:Z3707023881;
Cc1cc(C)c(F)c(C)c1,107,62:06200:1:Z2995936188;62:06200:5:Z3644402380;62:06200:8:Z3623037070;
CC12CNCC1(C)COC2,419,62:06200:1:Z3554999058;62:06200:2:Z2612437685;62:06200:3:Z2603078912;
Cc1nnc2ccccn12,602,62:06200:1:Z4387209169;62:06200:1:Z3540462663;62:06200:2:Z4478647796;
O=c1ccnc2ccccn12,784,62:06200:1:Z2644336964;62:06200:2:Z3346267296;62:06200:4:Z1817701040;
CC1CC2(CCCCC2)CN1,274,62:06200:1:Z4879035933;62:06200:1:Z4879035932;62:06200:5:Z4883753877;
CC12CCC(CC1)CC2,82,62:06200:1:Z4488693130;62:06200:1:Z4488761298;62:06200:9:Z4462844558;
CC1Cc2cccc(Cl)c2O1,114,62:06200:1:Z1216046996;62:06200:3:Z3009530084;62:06200:8:Z3505708684;
FC1(F)CCC2(CCNC2)CC1,222,62:06200:1:Z3597463815;62:06200:8:Z3385247899;62:06201:7:Z4209071329;
CN1CCn2nccc2C1,719,62:06200:1:Z2844398546;62:06200:2:Z4293673142;62:06200:2:Z3695347164;
O=c1[nH]cnc2c1COCC2,242,62:06200:1:Z2957434295;62:06200:8:Z2770676099;62:06201:7:Z3513404460;
Cc1cn(C)cn1,953,62:06200:1:Z3540216982;62:06200:2:Z2718582398;62:06200:4:Z3871010912;
Oc1nccc2c1CNCC2,65,62:06200:1:Z4961292592;62:06200:6:Z4961294488;62:06201:3:Z4963499531;
Clc1ccsn1,310,62:06200:1:Z4961292592;62:06200:3:Z4473697439;62:06200:3:Z4580812310;
CC1NCCN(C)C1=O,508,62:06200:1:Z4516542283;62:06200:4:Z3372405165;62:06200:5:Z1748678783;
c1nnn2c1CNCC2,638,62:06200:1:Z3312855454;62:06200:1:Z4111958522;62:06200:6:Z2494713141;
C1CNC2(CCOC2)CN1,326,62:06200:1:Z4026337408;62:06200:5:Z4294475556;62:06201:0:Z3659487482;
Clc1cccc2nccnc12,134,62:06200:1:Z3177589137;62:06201:2:Z4344471938;62:06201:5:Z3599879758;
OC1CNCCOC1,339,62:06200:1:Z3177589137;62:06201:4:Z3872718333;62:06201:6:Z3591413425;
OC1C2CCC(C2)C1O,1000,62:06200:1:Z4093925346;62:06200:2:Z4271443315;62:06200:4:Z4964114129;
FC1CNCC12CCC2,753,62:06200:1:Z3628577424;62:06200:3:Z4059383964;62:06200:5:Z3796505164;
CC1CN(C)c2ccccc2CN1,124,62:06200:1:Z3575000841;62:06201:0:Z2670901462;62:06201:3:Z3559285532;
OC1CCC2CCCNC2C1,221,62:06200:1:Z3787742272;62:06200:2:Z3788095140;62:06201:5:Z3788028057;
NC1CC2CCC1CC2,210,62:06200:1:Z4062346118;62:06200:9:Z4910681938;62:06201:2:Z4448852776;
CC1CCCC1O,770,62:06200:1:Z2232408301;62:06200:2:Z4139064225;62:06200:3:Z2981238508;
CC1CC(=O)CCN1,85,62:06200:1:Z2873150575;62:06200:8:Z2919714206;62:06201:0:Z2873156132;
O=C1CSCN1,377,62:06200:1:Z2642445361;62:06200:1:Z1101934361;62:06200:5:Z1831810778;
C1CCC2CCCC2C1,491,62:06200:1:Z2955651524;62:06200:3:Z3845914338;62:06200:3:Z4044316488;
C1CCC2(CC1)CCOC2,397,62:06200:1:Z4932884760;62:06200:4:Z4269051053;62:06200:7:Z4278873170;
C1CCC2(CC1)CCCNCC2,110,62:06200:1:Z1819280681;62:06200:9:Z1815881662;62:06201:4:Z1819347642;
Nc1cn[nH]c1,1167,62:06200:1:Z4971508520;62:06200:2:Z4429661385;62:06200:2:Z4429661382;
CC1(C)CC2(CC2)C1,448,62:06200:1:Z4078511870;62:06200:1:Z3590639894;62:06200:4:Z3547978839;
c1cnc2sccc2c1,787,62:06200:1:Z2776641195;62:06200:1:Z4083907574;62:06200:2:Z4573507126;
C1CC2CC1C1CNC21,147,62:06200:1:Z2348847151;62:06200:3:Z3152847148;62:06201:6:Z1316802480;
Fc1ccc2c(c1)NCCC2,448,62:06200:1:Z738156808;62:06200:4:Z4109988523;62:06200:7:Z1880171907;
Cc1c(F)ccc2c1NCCC2,69,62:06200:1:Z2326199741;62:06200:4:Z4666358017;62:06201:2:Z2999437964;
O=C1NCC2(CCNCC2)N1,349,62:06200:1:Z3653503470;62:06200:2:Z4278370536;62:06200:5:Z4604111738;
Oc1ncnc2cc(Cl)ccc12,31,62:06200:1:Z3558681444;62:06204:7:Z3560618873;62:06206:3:Z3555945555;
CN1CCCC(O)C1=O,70,62:06200:1:Z4264331690;62:06201:4:Z4273522653;62:06201:5:Z4263741803;
FC=C1CCCNC1,231,62:06200:1:Z4228544057;62:06200:9:Z4228523564;62:06201:1:Z4278528954;
c1cc2n(n1)NCCC2,328,62:06200:1:Z4265107141;62:06200:8:Z4291345817;62:06201:1:Z4329286651;
c1ncc2c(n1)CCC2,1146,62:06200:1:Z2910921354;62:06200:1:Z4429130776;62:06200:4:Z4432180684;
CC1(C)CC(O)CCN1,315,62:06200:1:Z3711809448;62:06200:2:Z3711816648;62:06200:4:Z3695788147;
O=C1c2ccccc2CC12CCNCC2,85,62:06200:1:Z3385003680;62:06201:3:Z3620429271;62:06204:6:Z3698855897;
CC1CCSCCN1,298,62:06200:1:Z3353330721;62:06200:4:Z1843705120;62:06201:3:Z1843715145;
CC1=CCNC(=O)N1,105,62:06200:1:Z1184932231;62:06200:5:Z1900198488;62:06200:8:Z1592904913;
C1=CC2CCC(C1)N2,445,62:06200:1:Z3646655151;62:06200:3:Z2776790326;62:06200:5:Z4414999725;
Clc1ccc2cncnc2c1,131,62:06200:1:Z645612486;62:06202:5:Z3831998941;62:06205:7:Z2975161694;
CN1CCCC12CCCNC2,198,62:06200:1:Z3267775806;62:06200:8:Z3836406107;62:06200:9:Z3267831363;
Cn1c(Cl)nc2nc(Cl)ncc21,109,62:06200:1:Z4025848566;62:06202:2:Z4026129203;62:06202:4:Z4025928019;
Cc1ccc2cn[nH]c2c1,276,62:06200:1:Z1841922322;62:06200:3:Z4999096589;62:06200:3:Z2637172958;
FC1(F)C2(CCC2)C12CCC2,408,62:06200:1:Z4116404050;62:06200:2:Z4111234050;62:06201:1:Z4336911963;
C1CC23CNCC12COC3,248,62:06200:1:Z3136516553;62:06200:7:Z3618810668;62:06200:9:Z4129375116;
Cn1nnc2c1CCNC2,435,62:06200:1:Z2825693497;62:06200:2:Z2975745856;62:06200:9:Z2117591346;
Cc1nccc(=O)[nH]1,125,62:06200:1:Z5061338652;62:06201:0:Z4240646963;62:06201:1:Z3647665222;
Cc1ccc2c(c1C)NCCC2,62,62:06200:1:Z4128163442;62:06203:3:Z4128168168;62:06204:8:Z4128169501;
O=c1[nH]c2c(s1)CCCC2,50,62:06200:1:Z1167092303;62:06200:2:Z1263980224;62:06201:8:Z2851214999;
Cc1cccc2c1CNCC2,252,62:06200:1:Z2953650095;62:06200:7:Z1864185519;62:06201:2:Z1865551478;
Cc1coc2ccc(F)cc12,548,62:06200:1:Z1420232298;62:06200:5:Z3660165610;62:06200:5:Z3185123803;
Clc1cccc2c1NCCN2,60,62:06200:1:Z2149330404;62:06200:3:Z1717545621;62:06202:9:Z1716092103;
CC1(C)CCCC1N,131,62:06200:1:Z3105449038;62:06201:9:Z3134069311;62:06202:2:Z3099716542;
C1CNCCC2(C1)CCC2,204,62:06200:1:Z3308406806;62:06200:8:Z3308074259;62:06201:4:Z3611175807;
Oc1ccc2cccnc2n1,318,62:06200:1:Z3627511580;62:06200:3:Z3553587692;62:06200:3:Z3579974351;
C1COCCC2(CC2)N1,210,62:06200:1:Z3627511580;62:06200:3:Z3630470985;62:06201:4:Z3627506070;
NC1CC2CCCCC12,167,62:06200:1:Z3829252888;62:06200:4:Z4060469894;62:06200:9:Z3829557130;
Cc1ncc2cc[nH]c2n1,410,62:06200:1:Z3670279678;62:06200:3:Z4338533965;62:06200:4:Z1521865505;
O=C1CC2(CCOCC2)CN1,285,62:06200:1:Z2862441183;62:06201:2:Z3363185718;62:06201:5:Z2928736194;
Cc1cc(Cl)cs1,144,62:06200:1:Z3554678946;62:06200:7:Z4477240100;62:06200:7:Z3440546446;
OC1CCCCCC1,680,62:06200:1:Z3191523914;62:06200:4:Z3175867413;62:06200:4:Z3870746555;
CN1CC2NCCCC2C1=O,355,62:06200:1:Z4870504250;62:06200:2:Z4779705033;62:06200:3:Z4776003913;
Oc1ccncc1,1090,62:06200:1:Z4095427861;62:06200:2:Z4105674355;62:06200:3:Z4046952940;
Cc1cnn2ccncc12,84,62:06200:1:Z3870753466;62:06200:6:Z3830239082;62:06201:2:Z3829960847;
c1[nH]nc2c1CNC2,355,62:06200:1:Z3380881832;62:06200:8:Z3382959410;62:06201:5:Z3797253724;
CC1CC2(CNC2)CO1,391,62:06200:1:Z4130451286;62:06200:4:Z3778200553;62:06200:5:Z3776868497;
C1CC2CC3(CC3)CC(C1)N2,121,62:06200:1:Z4200091036;62:06200:5:Z4192544289;62:06201:4:Z4194058558;
O=S1(=O)C2CCCC1CC2,1081,62:06200:1:Z3475515282;62:06200:2:Z4197070082;62:06200:2:Z3833570336;
c1ccc2c(c1)CCSCC2,33,62:06200:1:Z1904837888;62:06200:9:Z2203162143;62:06201:1:Z1439584654;
O=c1ccc(F)c[nH]1,270,62:06200:1:Z5045608620;62:06200:2:Z5034711031;62:06200:8:Z5033554774;
O=c1nc[nH][nH]1,780,62:06200:1:Z1587576173;62:06200:3:Z3870175124;62:06200:7:Z2456552827;
O=C1CC2(CCNCC2)C(O)CN1,162,62:06200:1:Z3715694081;62:06200:2:Z4350930194;62:06200:6:Z3645053740;
Clc1cccc2c1CC1CC21,295,62:06200:1:Z2711011143;62:06200:2:Z2709929197;62:06200:3:Z2704221106;
Cc1cnsc1,470,62:06200:1:Z3544058529;62:06200:6:Z3836563198;62:06200:7:Z3528612117;
C1CC2(CCN1)CCNCC2,265,62:06200:1:Z4053775307;62:06200:8:Z4447664300;62:06201:1:Z2395526702;
c1occ2c1CCC2,327,62:06200:1:Z2075827639;62:06200:2:Z2909516380;62:06200:4:Z2635260528;
Fc1ccc2[nH]ncc2c1,306,62:06200:1:Z3358162592;62:06200:3:Z4028250503;62:06200:9:Z3610261640;
Clc1cccc2c1CC2,233,62:06200:1:Z3907646523;62:06200:3:Z2703295505;62:06200:3:Z4601032143;
O=C1CNc2cccnc2N1,87,62:06200:1:Z4770452651;62:06201:3:Z4771060640;62:06202:3:Z4771418728;
Cc1nc2ccccc2c(=O)n1C,120,62:06200:1:Z4177983548;62:06200:3:Z4178295217;62:06200:7:Z4033569018;
C1CC2CC1C1CC21,635,62:06200:1:Z2810418550;62:06200:5:Z4018923842;62:06200:5:Z2822086171;
O=c1ccnc2ccc(Cl)cn12,157,62:06200:1:Z4083983247;62:06201:0:Z2019095138;62:06201:2:Z3320180364;
OC1CC2CC12,416,62:06200:1:Z4083983247;62:06200:2:Z4471650929;62:06200:2:Z4471651481;
CC1Cc2cn[nH]c2C(C)O1,241,62:06200:1:Z3582566352;62:06200:2:Z3687343200;62:06200:3:Z3546438550;
Nc1cc2n(n1)CCCNC2,93,62:06200:1:Z3678693558;62:06200:4:Z3680368053;62:06200:4:Z3433819700;
CC1(C)CC(N)CCO1,394,62:06200:1:Z2595938843;62:06200:7:Z3385100705;62:06200:7:Z4207308979;
NC1COC1,303,62:06200:1:Z4207017546;62:06200:7:Z4862467055;62:06201:6:Z4206236476;
CC1(C)OCc2ccccc21,398,62:06200:1:Z4639102588;62:06200:1:Z4639667208;62:06200:2:Z4643548882;
C1CNCC2(C1)OCCO2,425,62:06200:1:Z4639102588;62:06200:2:Z1473553101;62:06200:6:Z1560902743;
Cc1coc(=O)c2ccccc12,124,62:06200:1:Z3856593536;62:06200:1:Z3856686170;62:06200:1:Z2501093012;
Oc1ccc2c(c1)NCC2,131,62:06200:1:Z4255398662;62:06203:6:Z4262351597;62:06203:9:Z4253706937;
Cn1ccc2cccnc21,319,62:06200:1:Z4993702634;62:06200:3:Z3362599752;62:06200:3:Z4993756680;
CC1CCc2ncccc2C1,215,62:06200:1:Z4407127003;62:06200:2:Z4395727407;62:06200:7:Z4406581347;
C1CNC2CCCN2C1,248,62:06200:1:Z4220081282;62:06201:0:Z4220076745;62:06201:2:Z4220084337;
CC1NCCC1O,619,62:06200:1:Z2279550443;62:06200:1:Z3621575109;62:06200:4:Z2297668342;
CC1CNc2cccnc2O1,215,62:06200:1:Z1832765619;62:06200:3:Z1958089424;62:06200:4:Z4114518340;
c1occ2c1CCCC2,246,62:06200:1:Z2641555837;62:06200:5:Z2622121189;62:06200:6:Z2641008029;
OC1C2CNCC1OC2,303,62:06200:1:Z4156456523;62:06200:7:Z4155905392;62:06202:8:Z4155835151;
Fc1cc(Cl)c2c(c1)CNCC2,145,62:06200:1:Z2264423519;62:06201:0:Z2292334542;62:06204:2:Z4504911092;
