fragment_smiles,occurences,example_ligands
C1CCOC1,141020,52:05200:0:Z2923516810;52:05200:0:Z3338442557;52:05200:0:Z2969692027;
c1onc2c1CNC2,288,52:05200:1:Z3322239697;52:05200:1:Z3439464212;52:05201:3:Z3578383089;
CC1NCCC1(C)C,201,52:05200:1:Z3058990047;52:05200:9:Z3579256711;52:05200:9:Z4178185584;
CC1COC2(CCNCC2)O1,374,52:05200:1:Z1244115545;52:05200:1:Z1845864743;52:05200:7:Z3297697243;
Cc1cc(=O)cco1,324,52:05200:1:Z2923895226;52:05200:6:Z2950777505;52:05200:6:Z3608291028;
CC1Cc2ccccc2C1,958,52:05200:1:Z1570547788;52:05200:3:Z3173195755;52:05200:4:Z2853978195;
Cn1ccc2c(c1=O)CCCC2,174,52:05200:1:Z2224843644;52:05200:6:Z1899288441;52:05201:3:Z1905577332;
Cn1cnc2cc(F)ccc21,394,52:05200:1:Z3049278478;52:05200:1:Z2956027587;52:05200:1:Z3103546121;
O=C1CCCC2CC12,281,52:05200:1:Z4325620085;52:05200:3:Z4325937817;52:05200:9:Z4319191407;
Cn1ncc2c1CNC2,407,52:05200:1:Z2829623716;52:05200:3:Z3552331318;52:05200:7:Z2691188164;
Clc1cc(Cl)c2c(c1)C=CCO2,57,52:05200:1:Z2829623716;52:05204:5:Z1745227654;52:05204:6:Z2371978317;
Cc1ccc2[nH]cnc2c1,909,52:05200:1:Z4182482612;52:05200:1:Z3544046440;52:05200:2:Z2595792340;
Cn1ncc2ccsc21,765,52:05200:1:Z3573680105;52:05200:1:Z3295787177;52:05200:2:Z3437228084;
N=S1(=O)CCC2(CCCN2)C1,123,52:05200:1:Z3551590783;52:05200:9:Z3795172929;52:05201:3:Z3699131675;
Cc1cn2c(n1)CCC(C)C2,185,52:05200:1:Z4906479935;52:05200:1:Z4906300362;52:05200:8:Z4906234976;
Cc1cnc(C)o1,1165,52:05200:1:Z3049997536;52:05200:1:Z4513636533;52:05200:1:Z2356980183;
c1cc2[nH]cnc2cn1,490,52:05200:1:Z2891305596;52:05200:1:Z3899019578;52:05200:3:Z4611461830;
OC12CNCCC1C2,347,52:05200:1:Z3175508418;52:05200:2:Z3176022969;52:05200:3:Z3209779186;
Cc1ccc2n[nH]cc2c1,221,52:05200:1:Z2964879099;52:05200:1:Z1022792458;52:05200:2:Z1176035451;
Fc1ccc2[nH]cnc2c1,1032,52:05200:1:Z3296270283;52:05200:4:Z2228265755;52:05200:6:Z3296432801;
C1CC2(CCN1)CCO2,141,52:05200:1:Z4971920918;52:05200:4:Z4971933894;52:05200:9:Z4971887019;
CC1(C)CNCC1N,231,52:05200:1:Z3045110044;52:05200:3:Z4054952080;52:05201:0:Z3510644806;
FC1(F)CCCNCC1,1667,52:05200:1:Z3143130715;52:05200:1:Z2700594321;52:05200:2:Z3715252411;
C1CC12CNC2,672,52:05200:1:Z3899448554;52:05200:3:Z3899446662;52:05200:4:Z3822595799;
CC1CCNCC(C)O1,477,52:05200:1:Z2630910749;52:05200:1:Z2631692031;52:05200:1:Z2604145452;
CN1CCOCC2(COCCN2)C1,160,52:05200:1:Z4277805506;52:05200:1:Z4218951529;52:05201:5:Z3626976722;
CC1=CCCC(C)(C)C1,121,52:05200:1:Z2270191574;52:05200:3:Z2804652016;52:05200:5:Z3585645618;
Cc1nc2c([nH]1)CCCC2,769,52:05200:1:Z4422327318;52:05200:2:Z4349135863;52:05200:5:Z4349132792;
O=C1NS(=O)(=O)N2CCCC12,72,52:05200:1:Z3341971797;52:05200:1:Z3343627123;52:05200:2:Z3341966873;
Cc1cccnc1C,743,52:05200:1:Z3175224375;52:05200:1:Z1601698181;52:05200:2:Z1560587606;
Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,4,52:05200:1:Z4445957814;52:05208:9:Z4216598443;52:05224:3:Z4216600810;
Cc1ccc2cc(F)ccc2n1,168,52:05200:1:Z4076388828;52:05200:1:Z3222531138;52:05200:2:Z4076710040;
CC1(C)CNCC(C)(C)C1O,313,52:05200:1:Z4599963522;52:05200:7:Z4599949968;52:05201:0:Z4590090517;
Clc1cccn2ccnc12,526,52:05200:1:Z4599963522;52:05200:3:Z4123461444;52:05200:5:Z4123419262;
C1CC2(CCS1)CNC2,481,52:05200:1:Z3057079288;52:05200:4:Z3344561344;52:05200:4:Z4770992146;
Cc1ccc2cc[nH]c2c1,1266,52:05200:1:Z4513636533;52:05200:1:Z2335411934;52:05200:2:Z2625620123;
CC1CNC(C)(C)C1,640,52:05200:1:Z1319976915;52:05200:1:Z4507843879;52:05200:2:Z4447592844;
CC1(C)COC2(CC3CCCC3C2)OC1,30,52:05200:1:Z4217428005;52:05200:3:Z4347601865;52:05201:8:Z4208667820;
C1CNC2COCC2N1,199,52:05200:1:Z4308300625;52:05200:2:Z4421738293;52:05200:3:Z4421740840;
c1[nH]nc2c1CNCCC2,398,52:05200:1:Z3359478015;52:05200:2:Z2608359506;52:05200:7:Z2608362542;
OC1CCCCC12CCC2,156,52:05200:1:Z4294804205;52:05200:2:Z3620584948;52:05201:4:Z3395029697;
c1cc2n(n1)NCCC2,305,52:05200:1:Z4294804205;52:05200:2:Z4472922979;52:05200:3:Z4294680593;
O=C1CNCC2CCCCN12,323,52:05200:1:Z3706236147;52:05200:3:Z4999282393;52:05200:6:Z4195468500;
Clc1ccc2c(c1)OCCC2,755,52:05200:1:Z3164326888;52:05200:3:Z3132384609;52:05200:4:Z3053498435;
OC1CNC2(CCOCC2)CC1O,100,52:05200:1:Z4097337007;52:05202:0:Z4031946371;52:05202:9:Z4035044153;
OC1CNCCOC1,371,52:05200:1:Z4135690564;52:05200:1:Z2276596522;52:05200:5:Z2284928940;
CC1CS(=O)(=O)C1,1110,52:05200:1:Z3574435567;52:05200:2:Z3370593515;52:05200:3:Z3603275858;
OC1CCc2ccccc21,1420,52:05200:1:Z1501252387;52:05200:2:Z2457220938;52:05200:2:Z3408470460;
Cc1n[nH]c(C)c1C,651,52:05200:1:Z3538477399;52:05200:3:Z4255890532;52:05200:7:Z4232247678;
c1cc2c(s1)CCSC2,906,52:05200:1:Z2017723858;52:05200:1:Z4078945680;52:05200:2:Z4849244277;
CC1(C)CC(O)C1,170,52:05200:1:Z3470054065;52:05200:5:Z3553054897;52:05202:0:Z3550725742;
C1CC2CNCCN2C1,833,52:05200:1:Z1188774083;52:05200:1:Z1180096311;52:05200:2:Z2610088454;
C1CN2CCN(C1)CC2,228,52:05200:1:Z1544834067;52:05200:2:Z2142916552;52:05200:7:Z3210079934;
CC1CCn2ncnc2N1,393,52:05200:1:Z4335510781;52:05200:3:Z4304490377;52:05200:8:Z4304400948;
c1ccc2c(c1)OCCCCO2,127,52:05200:1:Z3351665108;52:05200:2:Z3351705381;52:05200:3:Z2256481701;
FC1(F)CNCCOC1,393,52:05200:1:Z2979077969;52:05200:2:Z2150687366;52:05200:3:Z2190738886;
Cc1cc2ccsc2s1,282,52:05200:1:Z4643153464;52:05200:3:Z3518342623;52:05200:9:Z4325180559;
Cc1cc2n(n1)C(C)CCC2,310,52:05200:1:Z4263625359;52:05200:1:Z4263483858;52:05200:4:Z4325324020;
c1ccc2c(c1)OCCC21CC1,621,52:05200:1:Z3692739527;52:05200:9:Z1667395388;52:05201:1:Z4267602651;
Fc1ccc2cccnc2c1,654,52:05200:1:Z3537171962;52:05200:1:Z2763626605;52:05200:1:Z4130304747;
Fc1ccc2c(c1)CCCC2,1136,52:05200:1:Z3443152023;52:05200:1:Z3443151301;52:05200:2:Z1373053328;
C1CC2OC1C1CNCC21,484,52:05200:1:Z4451518577;52:05200:3:Z4451521250;52:05200:4:Z3057411316;
Clc1ccc2cc[nH]c2c1,1337,52:05200:1:Z3093324857;52:05200:1:Z3586060593;52:05200:4:Z4054600830;
C1COC2CCC2C1,902,52:05200:1:Z3093324857;52:05200:1:Z3586060593;52:05200:1:Z3176647039;
C1CCC2CNC2CC1,289,52:05200:1:Z2707371547;52:05201:0:Z3168578949;52:05201:6:Z2182777349;
C1CCN2CCCC2C1,3413,52:05200:1:Z4934844786;52:05200:1:Z4216091681;52:05200:1:Z3434751402;
O=C1NCCc2ncccc21,184,52:05200:1:Z4638084987;52:05200:4:Z4638084691;52:05200:6:Z4642787354;
CC1CN=CS1,244,52:05200:1:Z2408307023;52:05200:5:Z2842777760;52:05200:5:Z1669166081;
O=C1COC2(CCNCC2)N1,551,52:05200:1:Z3041599143;52:05200:4:Z4489965346;52:05200:7:Z3040727062;
Cc1cc2c(Cl)ccc(Cl)c2[nH]1,4,52:05200:1:Z3640953428;52:05217:2:Z3640953246;52:05244:1:Z3522024286;
Cc1ncnc2ccccc12,559,52:05200:1:Z1154416546;52:05200:1:Z1176409061;52:05200:1:Z287729202;
C1CC2CC2CN1,1707,52:05200:1:Z4876315549;52:05200:1:Z3135098751;52:05200:1:Z4451462231;
Cc1cc(C)n2ccnc2n1,342,52:05200:1:Z4922930140;52:05200:5:Z2275915758;52:05200:5:Z3394541126;
Cc1csc2nc[nH]c(=O)c12,292,52:05200:1:Z4127059206;52:05200:4:Z2169223561;52:05200:5:Z1407804512;
CN1CCC2(CCCN2)CC1,274,52:05200:1:Z2873916067;52:05200:7:Z4289975284;52:05200:7:Z1564292744;
C1Cc2nn[nH]c2CN1,345,52:05200:1:Z4139351147;52:05200:4:Z2829964180;52:05200:9:Z1824166851;
Oc1ccc2cccnc2c1,208,52:05200:1:Z3703242167;52:05200:2:Z4234150824;52:05200:8:Z4231095110;
Cc1ccnc2cccnc12,66,52:05200:1:Z3077788963;52:05201:3:Z3870385130;52:05201:5:Z3076213644;
O=C1CC2(CCNC2)CN1,447,52:05200:1:Z4152378243;52:05200:5:Z3940822983;52:05200:7:Z3696382664;
O=C1NCCC2CCCN12,374,52:05200:1:Z4152378243;52:05200:3:Z5055461774;52:05200:5:Z4153056155;
Cc1ccc2c(c1)OCO2,487,52:05200:1:Z2272689814;52:05200:2:Z4058594939;52:05200:7:Z1637920877;
C1OC2C3COC2C1N3,51,52:05200:1:Z2958026058;52:05200:7:Z3668183519;52:05205:3:Z4320115691;
CN1CCC2NCCC2C1,401,52:05200:1:Z3911154234;52:05200:2:Z3803234579;52:05200:6:Z3803664951;
Cc1coc2ccccc12,2004,52:05200:1:Z3359274658;52:05200:1:Z1213146618;52:05200:1:Z738556328;
Cc1n[nH]c(=O)o1,330,52:05200:1:Z4313576849;52:05200:1:Z2838133168;52:05201:0:Z3592690514;
Cc1nc2cccc(Cl)c2o1,3,52:05200:1:Z3790759761;52:05202:7:Z3777207010;52:05249:8:Z3777206840;
CC1CCN(C)CCN1,331,52:05200:1:Z1191986724;52:05200:1:Z2836903407;52:05200:1:Z3048909796;
O=c1occc2ccccc12,405,52:05200:1:Z4770284335;52:05200:3:Z4770916450;52:05200:3:Z4769520672;
Clc1cccc2c1OCO2,867,52:05200:1:Z1939869794;52:05200:2:Z2748808207;52:05200:3:Z2965346065;
c1ccc2c(c1)COCCN2,554,52:05200:1:Z1939869794;52:05200:2:Z4126575176;52:05200:4:Z4166907692;
Fc1cccc2ccncc12,369,52:05200:1:Z4876531335;52:05200:1:Z4620867748;52:05200:5:Z4620859709;
Fc1cc2c(cc1F)CNCC2,259,52:05200:1:Z3383631788;52:05201:3:Z4118457764;52:05201:4:Z3698336345;
Fc1ccncn1,280,52:05200:1:Z2764235094;52:05200:7:Z4063064622;52:05201:3:Z2610991286;
CC1CNC(=O)c2cccn21,8,52:05200:1:Z3790637680;52:05201:8:Z3831683331;52:05217:9:Z4453222995;
CN1CCC2(CCN2)CC1,382,52:05200:1:Z2950916298;52:05200:2:Z4129229081;52:05201:2:Z2965147846;
CC1(C)OC(C)(C)C1O,222,52:05200:1:Z4328771987;52:05200:3:Z4328117567;52:05202:0:Z4328187526;
CC1CN(C)CCN1C,418,52:05200:1:Z2232889088;52:05200:3:Z2918049757;52:05200:6:Z2854208508;
FC1CCCOC1,1068,52:05200:1:Z4270108446;52:05200:1:Z4170749488;52:05200:2:Z4276779410;
Oc1ccon1,250,52:05200:1:Z4260762464;52:05200:7:Z4260804264;52:05201:8:Z3595107040;
Cc1ccc2c(c1)CCCN2,405,52:05200:1:Z4578032210;52:05200:6:Z4273508036;52:05200:6:Z4279615881;
C1CSCCS1,1141,52:05200:1:Z2956884948;52:05200:1:Z1497786178;52:05200:1:Z1534015575;
Cc1c(F)ccc2[nH]ccc12,133,52:05200:1:Z4389005039;52:05201:2:Z3390862978;52:05201:8:Z3141707621;
Cc1nc2ccccc2nc1C,244,52:05200:1:Z3598240109;52:05200:6:Z3855369608;52:05200:7:Z3598242762;
c1cc2c(s1)COCC2,406,52:05200:1:Z4662631615;52:05200:1:Z2357320049;52:05200:6:Z1101640146;
C1CCC2(CCOCC2)NC1,295,52:05200:1:Z4268178034;52:05200:1:Z4268167755;52:05200:3:Z4276558961;
Cc1ccc(O)cc1Cl,94,52:05200:1:Z4100383558;52:05200:6:Z4292895452;52:05201:9:Z2646834802;
CC1CCS(=O)(=O)N1C,351,52:05200:1:Z3633169238;52:05200:1:Z3568872640;52:05200:3:Z4506116168;
C1CC2OCCNC2CN1,654,52:05200:1:Z4215605229;52:05200:1:Z4215605937;52:05200:1:Z4215612063;
OC1CCNC12CC2,277,52:05200:1:Z3714575539;52:05200:6:Z3655792314;52:05200:8:Z3644857889;
CC1(C)CNCCS1,856,52:05200:1:Z4477782969;52:05200:4:Z4477785150;52:05200:6:Z4505375311;
Cc1ccn2nccc2c1,295,52:05200:1:Z2506596745;52:05200:8:Z4253699530;52:05200:9:Z2805191738;
Fc1cccc2ncccc12,573,52:05200:1:Z3051358170;52:05200:3:Z2169639009;52:05200:4:Z4248743249;
O=c1[nH]cnc2c1COCC2,284,52:05200:1:Z2770676216;52:05200:2:Z2834769022;52:05200:3:Z3316907256;
CC1CC2(C1)OCCO2,126,52:05200:1:Z4482218219;52:05201:3:Z4482202137;52:05201:5:Z4480815073;
c1cnc2c(c1)CCCO2,517,52:05200:1:Z4226928319;52:05200:2:Z5014246464;52:05200:5:Z3705817077;
Cc1nc2scc(C)c2c(=O)[nH]1,134,52:05200:1:Z4129252577;52:05200:1:Z52428195;52:05202:8:Z4128238060;
OC1CCNCC1F,370,52:05200:1:Z4129252577;52:05200:5:Z2966135741;52:05200:9:Z2966134503;
c1ncncn1,1298,52:05200:1:Z4185097737;52:05200:1:Z4452543619;52:05200:4:Z2851908297;
Cc1ccc(C)c(C)c1,1419,52:05200:1:Z4925158400;52:05200:1:Z5013273281;52:05200:2:Z3843877157;
c1cnc2c(c1)NCC21CC1,189,52:05200:1:Z4132308708;52:05200:4:Z4132310283;52:05200:4:Z4603182628;
CC1(C)CNC(=O)C1,822,52:05200:1:Z3436077481;52:05200:1:Z2926159481;52:05200:2:Z2952245174;
C1CC2(COC2)N1,174,52:05200:1:Z4307704518;52:05200:7:Z2641090070;52:05202:4:Z2838359026;
C1CC2CCC1CNC2,236,52:05200:1:Z3807061648;52:05200:1:Z3806925690;52:05200:1:Z3805504065;
Cc1ccn2nccc2n1,763,52:05200:1:Z3572831297;52:05200:1:Z4097449347;52:05200:2:Z4909236592;
Clc1cnns1,281,52:05200:1:Z3572831297;52:05200:1:Z1996143854;52:05200:7:Z113535854;
CC1CC(C)CC(C)(C)C1,73,52:05200:1:Z4207691667;52:05200:1:Z4207691420;52:05200:3:Z2805256109;
O=C1NCCC12CCC2,461,52:05200:1:Z4218569693;52:05200:1:Z4217415081;52:05200:6:Z4230499752;
CC1COCC2CCCN12,560,52:05200:1:Z4148368370;52:05200:1:Z4148356496;52:05200:1:Z4598525633;
c1cc2sccc2s1,565,52:05200:1:Z793369510;52:05200:3:Z3622471801;52:05200:4:Z2312506500;
O=c1nc[nH][nH]1,780,52:05200:1:Z1588419575;52:05200:1:Z1588483051;52:05200:3:Z1567273039;
Cc1c(F)cccc1F,176,52:05200:1:Z4275926075;52:05200:8:Z4275916304;52:05201:5:Z4275914025;
Clc1cnc2ncccc2c1,115,52:05200:1:Z2973770920;52:05201:3:Z4576251146;52:05202:2:Z4115530724;
Fc1cnccn1,352,52:05200:1:Z2610607594;52:05200:2:Z3832382313;52:05200:3:Z4272852070;
CN1C(=O)NCC12CNC2,371,52:05200:1:Z4024053600;52:05200:2:Z3997413342;52:05200:2:Z4024057670;
CC1CCCC(C)NC1,213,52:05200:1:Z1263111173;52:05200:1:Z1271251562;52:05200:5:Z4265757243;
CC1CCc2ccccc2N1,767,52:05200:1:Z1239092999;52:05200:1:Z4320567879;52:05200:2:Z2918028916;
O=C1CCC2CCCCC2N1,368,52:05200:1:Z2302948695;52:05200:1:Z2477782675;52:05200:1:Z2632348280;
Cc1sc2ncnc(N)c2c1C,153,52:05200:1:Z3316144918;52:05200:3:Z3571936361;52:05200:6:Z898546896;
C1CCCCCC1,628,52:05200:1:Z3367681534;52:05200:1:Z3574125873;52:05200:2:Z2862653206;
CC1(C)CNCCCO1,407,52:05200:1:Z1272413366;52:05200:1:Z1223853599;52:05200:1:Z4132725033;
CN1CCN(C)CC1,980,52:05200:1:Z4125149079;52:05200:3:Z2953790094;52:05200:3:Z4602743875;
NC1CCNCCC1(F)F,228,52:05200:1:Z3520085166;52:05201:1:Z3498644119;52:05201:4:Z3829595885;
C1CC2CCC12,815,52:05200:1:Z4143637561;52:05200:1:Z4100507384;52:05200:4:Z4098708776;
CC1CCCC(O)C1,368,52:05200:1:Z4289088048;52:05200:2:Z1751794225;52:05200:5:Z1719902332;
O=C1CCOc2ccc(Cl)cc21,183,52:05200:1:Z1783255905;52:05200:5:Z2499947901;52:05200:5:Z3052266958;
CC1NCCc2ccncc21,239,52:05200:1:Z3622177469;52:05200:2:Z4277802326;52:05200:3:Z3626964899;
C1CNC2(CCOC2)CN1,296,52:05200:1:Z3744682158;52:05201:1:Z3042548640;52:05201:2:Z3043541787;
O=S1(=O)CCNC2CCOCC21,146,52:05200:1:Z3052562314;52:05201:2:Z2767942081;52:05201:4:Z3136149193;
CC1CCC(N)C1,326,52:05200:1:Z3512388078;52:05201:7:Z4061472818;52:05201:8:Z3518713962;
O=S1(=O)CCCC2(CCCN2)C1,210,52:05200:1:Z3518936018;52:05200:8:Z3627380208;52:05201:6:Z4999256965;
CC1CSCCN1,742,52:05200:1:Z3623113483;52:05200:1:Z3631252355;52:05200:1:Z1315319877;
C1NCC12CNC2,584,52:05200:1:Z2719359299;52:05200:2:Z4084652873;52:05200:2:Z4068105705;
Cc1ccn2c(=O)ccnc2c1,235,52:05200:1:Z1444507112;52:05200:1:Z1781317863;52:05200:7:Z1954754152;
Fc1cccc2cncnc12,269,52:05200:1:Z2974859931;52:05200:2:Z1874232513;52:05200:3:Z1989825800;
CN1CCC2CCNC2C1,298,52:05200:1:Z2974859931;52:05200:7:Z2931804439;52:05200:7:Z2953020276;
C1CC2CNC2C1,652,52:05200:1:Z3586326651;52:05200:2:Z1363069947;52:05200:4:Z3586329705;
OC1CC2(CCNCC2)C1,507,52:05200:1:Z4141155869;52:05200:1:Z4143205903;52:05200:1:Z5063505573;
CN1CNC(=O)c2ccccc21,25,52:05200:1:Z2178604082;52:05204:9:Z1272835764;52:05215:0:Z3292228787;
c1cc2n(c1)CCCC2,839,52:05200:1:Z3154135188;52:05200:2:Z2783427475;52:05200:7:Z4055656014;
CC1(C)CC1(F)F,943,52:05200:1:Z2646856472;52:05200:3:Z3358899586;52:05200:4:Z4932245251;
CC12CNCC1COC2,441,52:05200:1:Z2645894955;52:05200:2:Z3094964009;52:05200:2:Z2603757914;
c1n[nH]c2c1NCCC2,467,52:05200:1:Z5024428260;52:05200:5:Z5019090473;52:05200:6:Z5019099970;
C1=NOCCC1,77,52:05200:1:Z3172207302;52:05200:3:Z3172209158;52:05200:4:Z3172203567;
C1CC2OCCC2N1,792,52:05200:1:Z4004832063;52:05200:1:Z4031451319;52:05200:2:Z4096733527;
CC1CNCC(C)(C)O1,1316,52:05200:1:Z1566657879;52:05200:3:Z3010727132;52:05200:7:Z1364161745;
Cc1cnn2ccc(Cl)nc12,107,52:05200:1:Z3558536585;52:05200:7:Z3559537974;52:05203:4:Z4876530286;
CC1CC=NN1,34,52:05200:1:Z3007173897;52:05200:7:Z1982949636;52:05205:7:Z2958262742;
Nc1ncco1,98,52:05200:1:Z3007173897;52:05201:2:Z3007764908;52:05202:5:Z4317947730;
CN1CCNc2cnccc21,231,52:05200:1:Z4870286621;52:05200:6:Z3774947437;52:05200:7:Z1373909093;
C1=Cc2ccccc2C1,355,52:05200:1:Z4870286621;52:05200:2:Z4582082287;52:05200:4:Z4489438759;
Nc1ncc2c(n1)CNCC2,193,52:05200:1:Z4488192768;52:05201:6:Z3358687747;52:05201:6:Z4124053699;
FC1(F)CCOCC1,2081,52:05200:1:Z3783981137;52:05200:1:Z3856761929;52:05200:2:Z4083737111;
NC1CCNc2ccc(Cl)cc21,70,52:05200:1:Z4204526647;52:05200:4:Z4215884658;52:05200:8:Z4215874612;
C1CCC2OCCNC2C1,555,52:05200:1:Z3514183148;52:05200:2:Z3468556995;52:05200:3:Z737358296;
C1CC2(CNC2)N1,308,52:05200:1:Z3620923424;52:05200:3:Z4028645305;52:05201:1:Z4028667840;
Fc1cccc2ccoc12,1134,52:05200:1:Z1266572814;52:05200:1:Z3546401930;52:05200:3:Z3866952383;
Cc1nc2ccccc2s1,1783,52:05200:1:Z4288145114;52:05200:1:Z1670594718;52:05200:1:Z2481116941;
CC1CCc2c(O)cccc2N1,109,52:05200:1:Z4598821499;52:05201:8:Z4602380893;52:05201:9:Z4598827027;
FC1CNCC1F,428,52:05200:1:Z5004378830;52:05200:3:Z5004365944;52:05200:4:Z3701489938;
CC1CC(N)CCN1,134,52:05200:1:Z2490831270;52:05200:5:Z2490827444;52:05200:5:Z2592356630;
CC1CCCC1(C)C,559,52:05200:1:Z4398411982;52:05200:7:Z4027797804;52:05201:5:Z4419579462;
CC1NCCc2cccc(F)c21,194,52:05200:1:Z1241434565;52:05201:0:Z2773312649;52:05201:3:Z1244108327;
Nc1nc2ccccc2[nH]1,168,52:05200:1:Z4478053411;52:05200:2:Z4292234132;52:05200:6:Z4292529088;
CC1CCNC(C)C1,867,52:05200:1:Z2825926058;52:05200:4:Z4576257340;52:05200:5:Z2413840658;
Cn1cc2ccccc2n1,1721,52:05200:1:Z3807607487;52:05200:1:Z4291961160;52:05200:1:Z3358881003;
c1nc2cc3c(cc2s1)OCO3,47,52:05200:1:Z4344877197;52:05201:2:Z3243843383;52:05204:9:Z3603159473;
Cc1ccc2nc(C)cn2c1,155,52:05200:1:Z4490563617;52:05201:3:Z4491721241;52:05201:3:Z4483062112;
CC1CC(N)C1,402,52:05200:1:Z3501716085;52:05200:5:Z3831416048;52:05200:7:Z3522632652;
O=c1[nH]c2ccccc2[nH]1,3114,52:05200:1:Z2697990364;52:05200:1:Z1648367650;52:05200:2:Z379896464;
O=C1CCCc2occc21,310,52:05200:1:Z4143381995;52:05200:4:Z2270825022;52:05200:5:Z2273900263;
O=C1NC2CC(N1)c1ccccc1O2,33,52:05200:1:Z4212863237;52:05200:2:Z3547980396;52:05202:3:Z4212819531;
c1ccc2c(c1)C1CCC2O1,529,52:05200:1:Z4595628520;52:05200:7:Z2224493399;52:05200:7:Z4017962615;
OC1CCNCc2ccccc21,283,52:05200:1:Z1666338876;52:05200:2:Z1648942809;52:05201:1:Z1648949354;
OC1CC2CC12,401,52:05200:1:Z4320488404;52:05201:0:Z4158340306;52:05201:0:Z4319215331;
C1=CCCC1,495,52:05200:1:Z4934967118;52:05200:2:Z2277608222;52:05200:5:Z4582317567;
Cc1sc2nccn2c1C,238,52:05200:1:Z3796726981;52:05200:3:Z4399421059;52:05200:6:Z3840911825;
NC1CCNCC12CCC2,217,52:05200:1:Z3519704977;52:05200:7:Z3519713223;52:05201:2:Z3519707238;
C1CCC2(CCNC2)CNC1,209,52:05200:1:Z3134364701;52:05200:9:Z4054910210;52:05201:2:Z2860801362;
Cc1[nH]nc2c1CCCC2,425,52:05200:1:Z4608810663;52:05200:5:Z4295829098;52:05200:5:Z4295828981;
OC1C2CCC1CNC2,339,52:05200:1:Z3707165755;52:05200:2:Z4278243155;52:05200:8:Z3694245736;
Cn1cnc2cc(Cl)ccc21,635,52:05200:1:Z1747755729;52:05200:2:Z2169277836;52:05200:4:Z3505403483;
Cc1csc2nccn12,920,52:05200:1:Z3842585693;52:05200:1:Z2763344616;52:05200:4:Z3611128269;
Cc1cccc2occc12,302,52:05200:1:Z3383571796;52:05200:8:Z4248949229;52:05200:8:Z3140534404;
C1CCC2(CC1)CCOC2,389,52:05200:1:Z4277187771;52:05200:1:Z3567994001;52:05200:6:Z4923704158;
Cc1cc(=O)[nH][nH]1,88,52:05200:1:Z2640366336;52:05201:5:Z3571779513;52:05201:9:Z2640373545;
FC1(F)CCCOC1,1389,52:05200:1:Z3471086476;52:05200:2:Z4021283781;52:05200:5:Z2988972141;
O=C1NC2CCCC1CNC2,353,52:05200:1:Z4949457421;52:05200:1:Z4949457450;52:05200:1:Z4949456196;
CC1CN(C)C(=O)CN1,466,52:05200:1:Z3084110388;52:05200:3:Z5034472805;52:05200:3:Z2074871021;
Clc1cccc2c1OCCCO2,828,52:05200:1:Z4142864099;52:05200:2:Z1203057272;52:05200:3:Z2014255491;
CN1CCNC(C)(C)C1=O,329,52:05200:1:Z4570033379;52:05200:3:Z3372937337;52:05200:5:Z4116338124;
Clc1cccc2ccccc12,298,52:05200:1:Z3645233507;52:05200:6:Z3855649386;52:05200:9:Z3619825728;
Cc1cn2cc(Cl)nc2s1,223,52:05200:1:Z3851783445;52:05200:4:Z3853238777;52:05200:7:Z4449120694;
Clc1ccc2c(c1)OCCCO2,252,52:05200:1:Z1589352102;52:05200:7:Z3173639990;52:05201:1:Z3587592472;
Cc1cc2ccoc2cc1C,593,52:05200:1:Z3701329985;52:05200:1:Z2922641375;52:05200:5:Z1720084628;
OC1C2CCCC1CC2,636,52:05200:1:Z3860660964;52:05200:3:Z4325006515;52:05200:3:Z4319407980;
CC1CNCCOC1,1016,52:05200:1:Z4643343122;52:05200:2:Z4200904884;52:05200:2:Z3177684869;
Cn1c(=O)cc[nH]c1=O,896,52:05200:1:Z4138016873;52:05200:1:Z5052107952;52:05200:2:Z1363176875;
OC1CC2(CCCCC2)C1,573,52:05200:1:Z4320066926;52:05200:6:Z4324173322;52:05200:7:Z4319767137;
O=S1(=O)CCNc2sccc21,115,52:05200:1:Z4264242762;52:05200:2:Z4264278575;52:05200:4:Z4959976026;
O=S1(=O)CCC(O)C1,591,52:05200:1:Z2834737433;52:05200:4:Z2915932978;52:05200:5:Z2952517992;
OC1CCC2CNCCC2C1,282,52:05200:1:Z2618768373;52:05200:2:Z2712253468;52:05200:3:Z4012649036;
CC1CCn2ccnc2C1,668,52:05200:1:Z4316963841;52:05200:1:Z2779850478;52:05200:1:Z2780765664;
OC1CCNCCC1(F)F,459,52:05200:1:Z3175041696;52:05200:1:Z3207449619;52:05200:5:Z3189635165;
c1ccc2c(c1)OCCS2,1068,52:05200:1:Z2874136758;52:05200:1:Z4876079521;52:05200:2:Z3609200443;
Cc1cc(N)no1,181,52:05200:1:Z3621869422;52:05200:5:Z2599735209;52:05200:8:Z2174935679;
Cc1cc2ccccc2nc1C,136,52:05200:1:Z4051585190;52:05202:1:Z4128398570;52:05202:5:Z4129314259;
c1nc2c([nH]1)CCNC2,997,52:05200:1:Z2963416215;52:05200:5:Z2920489945;52:05200:6:Z4402294470;
CN1C2CCCC1CC2,1377,52:05200:1:Z4231622387;52:05200:1:Z2297843631;52:05200:2:Z4007997370;
CN1CC2CCC1C2,288,52:05200:1:Z3615771291;52:05200:3:Z3596736712;52:05201:3:Z3591479617;
