fragment_smiles,occurences,example_ligands
O=C1CNCCN1,16478,93:09300:0:Z4115787563;93:09300:0:Z4239726013;93:09300:0:Z4223865888;
C1CCC2(CC1)CNCCS2,184,93:09300:0:Z3791446642;93:09300:2:Z1609499040;93:09300:4:Z2434917274;
CC1CCc2c(O)cccc2N1,117,93:09300:0:Z4560093192;93:09301:0:Z4598823638;93:09303:4:Z4602679228;
CN1CCNc2cc(F)ccc21,160,93:09300:0:Z4128611563;93:09300:8:Z1303044416;93:09301:4:Z3407400235;
Cc1ccnc(O)c1,400,93:09300:0:Z4109787342;93:09300:1:Z4220068397;93:09300:3:Z2215931663;
C1CCC2CCCCC2C1,668,93:09300:0:Z3208164837;93:09300:1:Z4293984379;93:09300:3:Z3099683067;
CN1C(=O)CNCc2ccccc21,236,93:09300:0:Z2841216311;93:09300:1:Z4194375448;93:09300:3:Z2691151178;
Cn1ncccc1=O,649,93:09300:0:Z2841216311;93:09300:1:Z3598165624;93:09300:1:Z1223776742;
Fc1cc(F)c2c(c1)CCNC2,183,93:09300:0:Z3384624067;93:09300:5:Z3588263734;93:09300:9:Z3384625254;
C1=CCCC1,401,93:09300:0:Z4590596889;93:09300:1:Z2274440848;93:09300:4:Z3612473471;
Oc1c(F)cccc1F,394,93:09300:0:Z3871509850;93:09300:1:Z3872702688;93:09300:3:Z4473391798;
Oc1ncccc1Cl,46,93:09300:0:Z4009703067;93:09301:9:Z3095693294;93:09305:1:Z1444352058;
Cc1ccc2ncncc2c1,246,93:09300:0:Z900171522;93:09301:6:Z5020958995;93:09301:6:Z4311906963;
C1CC2(CCOC2)CN1,996,93:09300:0:Z3384587476;93:09300:1:Z1766214284;93:09300:2:Z3384585833;
O=C1CCc2sccc21,221,93:09300:0:Z5013923258;93:09300:5:Z5007417878;93:09300:7:Z5000161069;
CN1C(=O)Cc2ccccc21,1640,93:09300:0:Z1787393830;93:09300:1:Z4406556932;93:09300:1:Z3620528208;
c1cc2c(cn1)OCCC2,653,93:09300:0:Z1642539955;93:09300:1:Z3589026157;93:09300:2:Z2641044082;
Fc1cc(F)c2c(c1)NCCC2,136,93:09300:0:Z1642539955;93:09300:7:Z393470178;93:09300:7:Z1872942152;
c1cn2c(n1)NCCC2,374,93:09300:0:Z4359996794;93:09300:8:Z4224175745;93:09301:1:Z4269609707;
Clc1ccnc2c1CCCN2,116,93:09300:0:Z4338574793;93:09300:9:Z4132133665;93:09301:0:Z4393989828;
CN1CCNc2ccc(Cl)cc21,62,93:09300:0:Z4385284379;93:09300:8:Z4131984744;93:09303:7:Z2821161746;
c1ncc2nn[nH]c2n1,647,93:09300:0:Z4232699489;93:09300:4:Z2968042980;93:09300:7:Z2973710321;
Cc1cc2scnc2s1,92,93:09300:0:Z4419002382;93:09301:0:Z1731860346;93:09301:8:Z1361102425;
Cc1ccc2cnoc2n1,492,93:09300:0:Z2801830536;93:09300:0:Z854952536;93:09300:1:Z2457616506;
C1CNCC2(C1)CC2,1247,93:09300:0:Z2503838161;93:09300:1:Z3775155699;93:09300:2:Z4275339277;
OC1CNCC12CCC2,248,93:09300:0:Z4047024078;93:09300:8:Z3838742470;93:09302:3:Z3842268827;
CN1CCNC(C)(C)C1,198,93:09300:0:Z1555837345;93:09302:0:Z3374264783;93:09302:4:Z1555835530;
O=S1(=O)CCC2(CCCN2)C1,312,93:09300:0:Z3711504474;93:09300:2:Z3711501650;93:09300:5:Z4278262729;
Fc1cccc2[nH]cnc12,1001,93:09300:0:Z4466457855;93:09300:2:Z4113534574;93:09300:2:Z2708569188;
c1cc2c(cn1)CCC2,1492,93:09300:0:Z3294615079;93:09300:2:Z2232402455;93:09300:2:Z4423937360;
Fc1cccc2c1CNCC2,1015,93:09300:0:Z1593398214;93:09300:2:Z2927021570;93:09300:3:Z3917583923;
C1CNCCSC1,1610,93:09300:0:Z3384006296;93:09300:1:Z4591241092;93:09300:1:Z3054062628;
O=C1NS(=O)(=O)Cc2ccccc21,36,93:09300:0:Z1013832858;93:09302:7:Z1126770707;93:09306:2:Z968460392;
O=C1CCNCC12CCC2,319,93:09300:0:Z3611129054;93:09300:1:Z3570287080;93:09300:2:Z3442749816;
C1CCn2nnnc2C1,1127,93:09300:0:Z3295305995;93:09300:2:Z3835611810;93:09300:3:Z4087282947;
CC1(C)CCC1N,455,93:09300:0:Z3138736690;93:09300:1:Z2436113781;93:09300:4:Z4177070639;
Clc1ccc(Cl)s1,595,93:09300:0:Z1678773448;93:09300:2:Z4476123835;93:09300:3:Z2965331980;
CC1CC2CNCCN2C1,263,93:09300:0:Z4077817925;93:09300:7:Z4028254589;93:09301:0:Z4027520509;
O=c1[nH]ccc2cccnc12,85,93:09300:0:Z3352124142;93:09300:3:Z3354430131;93:09301:0:Z3353729174;
Nc1ccnc(N)n1,24,93:09300:0:Z2826430214;93:09308:9:Z2830111017;93:09309:8:Z2828995277;
Fc1ccc2c(c1)NCCN2,345,93:09300:0:Z4375482635;93:09300:1:Z1726184527;93:09300:4:Z3527335486;
C1CC23CNCC2(C1)COC3,145,93:09300:0:Z3593188123;93:09300:6:Z3320682709;93:09301:5:Z4076929526;
c1[nH]nc2c1CNCCC2,351,93:09300:0:Z2630412948;93:09300:3:Z2608577899;93:09300:5:Z3727372985;
C1CCC2CCOC2CC1,386,93:09300:0:Z3044252236;93:09300:3:Z4250963264;93:09300:4:Z4028152461;
Oc1nccs1,67,93:09300:0:Z3098153107;93:09302:8:Z3098152458;93:09303:9:Z3098153761;
Cc1nnc2n1CCNC2C,333,93:09300:0:Z4129631227;93:09300:1:Z4304761805;93:09300:7:Z3406072087;
Cc1cnc2ccccc2c1,936,93:09300:0:Z4056085677;93:09300:0:Z4056087575;93:09300:4:Z4995360022;
c1nn2cnnc2[nH]1,61,93:09300:0:Z2639665298;93:09300:9:Z2227156220;93:09303:3:Z2227152535;
Cn1ccc2c1CNCC2,144,93:09300:0:Z4328439516;93:09301:1:Z1430658122;93:09301:7:Z4328437740;
Cc1cccn1C,1557,93:09300:0:Z4384631714;93:09300:1:Z166416120;93:09300:1:Z3369868108;
C1=CC2(CCCNC2)Oc2ccccc21,89,93:09300:0:Z2964221773;93:09300:6:Z4216141416;93:09301:3:Z2964221256;
CN1C(=O)CC2CNCCC21,433,93:09300:0:Z3586007290;93:09300:2:Z3620051826;93:09300:3:Z4455931497;
Cn1cnc2sccc21,221,93:09300:0:Z4040601040;93:09301:3:Z4028948461;93:09301:6:Z4040594694;
Clc1ccc2c(c1)COC2,342,93:09300:0:Z2506973704;93:09300:2:Z4998936132;93:09300:3:Z3625329213;
FC1COc2ccccc2C1,263,93:09300:0:Z3475354760;93:09300:2:Z3844895243;93:09300:4:Z2931685441;
O=C1NCCc2ccncc21,378,93:09300:0:Z3536331490;93:09300:2:Z4239361170;93:09300:2:Z3544421015;
c1cc2c(cn1)CNC2,132,93:09300:0:Z2691169016;93:09300:7:Z4273197569;93:09301:7:Z2959721970;
Fc1ccc2scnc2c1,521,93:09300:0:Z3867060544;93:09300:1:Z2118634071;93:09300:2:Z3497877270;
OC1CCC2(CC1)CC2,253,93:09300:0:Z3637767755;93:09300:6:Z3697122977;93:09302:7:Z3622473963;
O=S1(=O)CCNC2CCCN21,197,93:09300:0:Z4490356964;93:09301:0:Z3590185145;93:09301:6:Z3564084293;
Clc1c[nH]c2ccccc12,183,93:09300:0:Z464120544;93:09300:4:Z765991136;93:09300:6:Z3589061218;
Cc1cccc2ccncc12,25,93:09300:0:Z2850151767;93:09301:4:Z2851268768;93:09305:6:Z2850440626;
O=C1CCC2(CCNC2)N1,384,93:09300:0:Z3395312519;93:09300:1:Z4171682734;93:09300:1:Z3602035450;
CC1(O)CCS(=N)(=O)CC1,100,93:09300:0:Z4422410383;93:09301:0:Z4477418111;93:09302:4:Z4477424547;
O=C1COCc2ncsc21,87,93:09300:0:Z3627751139;93:09300:5:Z3627756041;93:09301:5:Z3627751547;
Fc1ccc2c(c1)CCCN2,586,93:09300:0:Z3135194609;93:09300:1:Z4127773414;93:09300:1:Z3364305967;
c1nc2c(s1)CCNC2,281,93:09300:0:Z3888404816;93:09300:3:Z2860471750;93:09301:0:Z2872825081;
O=C1NCCC12CCCN2,281,93:09300:0:Z2811633186;93:09300:1:Z2810888242;93:09300:1:Z2640762532;
Cc1ccc2occc2c1,708,93:09300:0:Z755093694;93:09300:1:Z1139348464;93:09300:1:Z3610287057;
Cn1cnc2c1CCCC2,1300,93:09300:0:Z3530510186;93:09300:2:Z5000710928;93:09300:3:Z3505712902;
Clc1cccc2ccccc12,444,93:09300:0:Z1403135980;93:09300:1:Z1919337638;93:09300:5:Z3510669993;
CC1NCCOc2ccccc21,225,93:09300:0:Z1120708216;93:09301:2:Z3359414965;93:09301:6:Z2650046590;
Clc1cccc2c1OCCO2,1844,93:09300:0:Z1120708216;93:09300:1:Z2444289383;93:09300:2:Z3601610457;
CC1CCNC(=O)C1,1298,93:09300:1:Z2972085906;93:09300:1:Z3666950616;93:09300:1:Z4388582094;
Oc1ncnc2c1CNC2,122,93:09300:1:Z3671532548;93:09301:2:Z3579017668;93:09302:5:Z3364687310;
c1cnc2c[nH]nc2c1,183,93:09300:1:Z4770495801;93:09300:6:Z4770184211;93:09301:5:Z4768892845;
C1CC2CNCC2CN1,848,93:09300:1:Z3555714160;93:09300:4:Z3555715344;93:09300:6:Z3555692205;
Cc1cccc2nccn12,1514,93:09300:1:Z1283448587;93:09300:1:Z3679606046;93:09300:1:Z3052999087;
C1COC2(CCOC2)CN1,815,93:09300:1:Z2711623776;93:09300:3:Z3941292488;93:09300:3:Z1711935027;
CC1CNC(C)(C)O1,190,93:09300:1:Z4211534572;93:09300:3:Z3505866644;93:09300:3:Z2827213506;
CC1CC=NN1,44,93:09300:1:Z1987281255;93:09302:4:Z1613945566;93:09303:9:Z3668623819;
O=c1[nH]cnc2ncsc12,63,93:09300:1:Z4458627831;93:09301:4:Z2994127215;93:09302:7:Z4443100713;
Cc1ccc2ccccc2n1,2782,93:09300:1:Z1631677294;93:09300:1:Z4459304092;93:09300:1:Z4418440042;
O=S1(=O)N=Cc2ccccc21,866,93:09300:1:Z4268443377;93:09300:2:Z2719373647;93:09300:2:Z1819563459;
Cc1ccc2c(c1)NCNS2(=O)=O,70,93:09300:1:Z4307215270;93:09300:5:Z4306861170;93:09302:5:Z4307616803;
FC1=CCNC1,120,93:09300:1:Z4511291205;93:09300:4:Z4477938446;93:09300:4:Z4477938043;
Cc1ncn2ccccc12,202,93:09300:1:Z2634651863;93:09300:6:Z2589568115;93:09301:4:Z3640982824;
O=C1NCCCn2cccc21,354,93:09300:1:Z4325015587;93:09300:1:Z4298926139;93:09300:7:Z4299002361;
CC1CNC2(CCC2)CO1,153,93:09300:1:Z5034651624;93:09300:2:Z2481213431;93:09300:2:Z2474176724;
Cn1ncc2c1CCC(C)(C)C2,249,93:09300:1:Z5034651624;93:09300:1:Z5034995863;93:09300:5:Z5033350506;
NC1CNC2(CCOC2)C1,131,93:09300:1:Z3520159889;93:09301:1:Z4055653059;93:09301:3:Z4205213132;
Fc1ccc2ccoc2c1,655,93:09300:1:Z4447681503;93:09300:4:Z3571731906;93:09300:5:Z4484957556;
Cc1cc2cnccn2n1,365,93:09300:1:Z4193997412;93:09300:3:Z3371264442;93:09300:5:Z1730617651;
C1COC2CC2N1,732,93:09300:1:Z3571235542;93:09300:4:Z4026223225;93:09300:4:Z2228881972;
Cc1nnc(N)[nH]1,104,93:09300:1:Z4064573863;93:09300:6:Z3357806164;93:09300:8:Z2913399800;
Clc1ccc2c(c1)OCCO2,1252,93:09300:1:Z3819587415;93:09300:4:Z4871959617;93:09300:4:Z1415308332;
CC1CCCn2ccnc21,1059,93:09300:1:Z4112183856;93:09300:2:Z4137388885;93:09300:3:Z3773924591;
Cc1csc2cc[nH]c12,73,93:09300:1:Z4021902493;93:09300:3:Z4106498287;93:09303:0:Z4194103648;
CC1(C)CNCC2(CCCOC2)O1,296,93:09300:1:Z4021902493;93:09300:3:Z3009934799;93:09300:5:Z2274518444;
O=c1[nH]ccc2c1CCNC2,353,93:09300:1:Z3609797244;93:09300:1:Z3385022965;93:09300:4:Z3344311769;
CC1CC=NO1,1318,93:09300:1:Z4486226696;93:09300:1:Z4490473593;93:09300:1:Z3906897705;
Oc1cn[nH]c1,1384,93:09300:1:Z3206925561;93:09300:5:Z2335123855;93:09300:5:Z4218611697;
Nc1ncsn1,277,93:09300:1:Z3843736710;93:09300:2:Z1378142382;93:09300:3:Z3843737252;
CN1CNC(=O)C12CNC2,266,93:09300:1:Z3614827906;93:09300:2:Z3569325337;93:09300:4:Z3569704138;
Cc1cccc(Cl)c1C,235,93:09300:1:Z1686366024;93:09300:2:Z5025922994;93:09300:4:Z1646774290;
CC1CCCC(C)N1,2647,93:09300:1:Z2673965727;93:09300:1:Z2454074128;93:09300:1:Z3614763906;
CC1(C)OC2CNCC2O1,301,93:09300:1:Z4622807065;93:09300:4:Z4612180231;93:09300:6:Z4609055250;
FC1CCC(F)(F)CC1,332,93:09300:1:Z3300006132;93:09300:7:Z4274828528;93:09300:9:Z3299859600;
Cc1cccc2ccn(C)c12,135,93:09300:1:Z3645806823;93:09300:1:Z3645803309;93:09300:4:Z3699087933;
Cn1cnc2cc(Cl)ccc21,730,93:09300:1:Z4155546334;93:09300:1:Z2071403558;93:09300:2:Z2176203284;
c1ccc2c(c1)CC1CC21,503,93:09300:1:Z3132549414;93:09300:2:Z1453808767;93:09300:3:Z2703761463;
CC1(O)CCNCC1O,160,93:09300:1:Z4960127564;93:09300:6:Z4971493668;93:09301:3:Z4961369192;
O=C1NCCC2CCNCC12,410,93:09300:1:Z3595623161;93:09300:1:Z3595638203;93:09300:8:Z4277311236;
CC1CCCCC1(F)F,589,93:09300:1:Z4089805899;93:09300:2:Z4574414319;93:09300:3:Z4150648416;
Cc1cncnc1,1975,93:09300:1:Z4419040976;93:09300:1:Z2500595642;93:09300:1:Z4575972044;
C1CNC2CCCC2C1,1399,93:09300:1:Z4574213265;93:09300:1:Z3521390641;93:09300:1:Z1324196623;
Clc1c[nH]c(Cl)n1,56,93:09300:1:Z4215473927;93:09300:7:Z5059984058;93:09304:3:Z4217555812;
c1cnc2ccsc2c1,1295,93:09300:1:Z1765402480;93:09300:1:Z3723604608;93:09300:1:Z1685171198;
C1CC2COCCN2C1,1600,93:09300:1:Z3530293101;93:09300:1:Z2965278189;93:09300:1:Z4408408448;
Cc1nc2cccnc2s1,212,93:09300:1:Z4152966390;93:09300:7:Z4151962486;93:09301:2:Z4154219435;
Cc1cccc2c1C(C)CC2,149,93:09300:1:Z2916390961;93:09300:6:Z1851758058;93:09301:0:Z4335513771;
C1CCC2OCCC2C1,1986,93:09300:1:Z2777521797;93:09300:1:Z3519631413;93:09300:1:Z2633493223;
C1CC2(CCN1)CCNC2,955,93:09300:1:Z2874515335;93:09300:2:Z3138421843;93:09300:4:Z3138425213;
O=C1NCCOC2CCCNC12,328,93:09300:1:Z5035069152;93:09300:1:Z5034726099;93:09300:1:Z2803539604;
C1COC2COCC2N1,1357,93:09300:1:Z4371169125;93:09300:1:Z4330095550;93:09300:2:Z4194701573;
CC1CCCC1=O,338,93:09300:1:Z4948633499;93:09300:1:Z4948527834;93:09300:2:Z4948578858;
Fc1ccc2[nH]ccc2c1Cl,101,93:09300:1:Z4135071440;93:09300:4:Z2711167837;93:09300:5:Z3510250013;
C1CC2C3CCC(C3)C2C1,89,93:09300:1:Z2596038518;93:09300:7:Z4252436137;93:09302:2:Z816322606;
c1cc2[nH]ccc2cn1,676,93:09300:1:Z4911706070;93:09300:2:Z3204260321;93:09300:3:Z2628127177;
Cc1csc2nc3n(c(=O)c12)CCC3,145,93:09300:1:Z1323792932;93:09300:3:Z838676610;93:09300:4:Z59255938;
CC1(C)CNc2ccccc2O1,201,93:09300:1:Z3468514060;93:09300:7:Z1883130005;93:09300:7:Z3208320969;
Clc1cccc2c1CCC2,727,93:09300:1:Z1884531949;93:09300:4:Z3102499137;93:09300:4:Z3102499135;
Cc1ncnn1C,322,93:09300:1:Z2227590000;93:09300:2:Z4148998339;93:09300:6:Z2294674003;
C1CC2(C1)COCCN2,1738,93:09300:1:Z4055761372;93:09300:1:Z4285603945;93:09300:1:Z3515031755;
Fc1cccc2cccnc12,1150,93:09300:1:Z4055761372;93:09300:2:Z4991903493;93:09300:2:Z5023179219;
c1cc2n(n1)CCCN2,1855,93:09300:1:Z3502534283;93:09300:1:Z3673058887;93:09300:1:Z3712445927;
CC1C(C)(C)C1(C)C,85,93:09300:1:Z2969740469;93:09300:9:Z2948927911;93:09306:2:Z3601803109;
Cc1nc2ccccc2c(=O)[nH]1,428,93:09300:1:Z2869932420;93:09300:2:Z1158095185;93:09301:4:Z4143212724;
O=C1CC2(CCCNC2)CN1,407,93:09300:1:Z4021248417;93:09300:2:Z1282516266;93:09300:7:Z1401103927;
OC1CCSC1,539,93:09300:1:Z2707100579;93:09300:1:Z1327673382;93:09300:2:Z1328076932;
C1NCC2CSCC1C2,267,93:09300:1:Z3603438896;93:09301:7:Z3314746715;93:09302:8:Z3054543253;
c1cc2c(cn1)NCCS2,224,93:09300:1:Z3082322307;93:09300:1:Z4114446716;93:09301:4:Z1379371787;
O=C1CC2CCC1C2,854,93:09300:1:Z3626852170;93:09300:1:Z5013021654;93:09300:5:Z2500903853;
CC1CC(=O)NCCN1,322,93:09300:1:Z1277495703;93:09300:3:Z1266955799;93:09300:3:Z2165102758;
c1cnc2nccnc2c1,756,93:09300:1:Z2966960503;93:09300:2:Z4352814924;93:09300:4:Z2185912552;
C1C2CC2C2CC12,127,93:09300:1:Z3908858923;93:09301:3:Z3788242357;93:09301:5:Z4598418805;
Fc1cnc2cccnc2c1,378,93:09300:1:Z2637393155;93:09300:3:Z4027646076;93:09300:4:Z2075342116;
CC1(C)Cc2cccc(O)c2O1,186,93:09300:1:Z3626354247;93:09300:2:Z3626911967;93:09300:3:Z1121505971;
CC1CCc2ccccc2N1,1130,93:09300:1:Z4271759364;93:09300:1:Z4323924192;93:09300:1:Z1314577953;
c1cc2sccc2o1,471,93:09300:1:Z1231227943;93:09300:3:Z2371098316;93:09300:8:Z1303484998;
Cc1[nH]ncc1F,162,93:09300:1:Z2784759309;93:09300:6:Z2995424615;93:09302:4:Z4088513428;
O=C1NCCn2nccc21,502,93:09300:1:Z3706790486;93:09300:9:Z3086447582;93:09300:9:Z3086416894;
Cc1ccc(Cl)c2scnc12,20,93:09300:1:Z3354557011;93:09304:7:Z4639251838;93:09308:1:Z2453911390;
OC1CCCn2nccc21,272,93:09300:1:Z3354557011;93:09300:3:Z3295292846;93:09300:5:Z3298371835;
Nc1cc(=O)[nH]cn1,48,93:09300:1:Z3058754726;93:09300:2:Z3530271260;93:09302:3:Z4111170842;
FC1(F)CC2(CCOC2)C1,660,93:09300:1:Z4880460825;93:09300:1:Z4643599736;93:09300:3:Z4887898459;
FC12CC3CC(CC(C3)C1)C2,24,93:09300:1:Z3611935825;93:09307:9:Z1864286418;93:09313:3:Z2100665384;
FC1(F)CCOc2ccccc2C1,34,93:09300:1:Z4256295033;93:09310:1:Z4257663771;93:09316:9:Z4257365621;
C1NCC12COC2,391,93:09300:1:Z3189331025;93:09301:2:Z4503894191;93:09301:4:Z3060954560;
FC1(F)CCOC1,666,93:09300:1:Z3597320300;93:09300:2:Z4312373674;93:09300:3:Z3597305618;
Fc1ccc2[nH]cnc2c1,1045,93:09300:1:Z1305732860;93:09300:1:Z4310666595;93:09300:1:Z4192580602;
CC1(C)OC2(CCNCC2)NC1=O,329,93:09300:1:Z3440446501;93:09300:2:Z4125007890;93:09300:5:Z3795091113;
Nc1ccncc1,428,93:09300:1:Z3594917593;93:09300:4:Z2860708321;93:09301:0:Z3202214186;
Cn1ccn(C)c1=O,251,93:09300:1:Z2892048248;93:09301:6:Z2909144344;93:09301:9:Z2914257690;
Clc1cccn2ccnc12,351,93:09300:1:Z3949676825;93:09300:9:Z1542218706;93:09301:0:Z4143450499;
Clc1cncc(Cl)c1,1758,93:09300:1:Z4108159191;93:09300:1:Z3351480631;93:09300:1:Z4575103685;
Cc1coc(C)n1,848,93:09300:1:Z1899369651;93:09300:1:Z2712922065;93:09300:2:Z1446447167;
CC1(C)OC2CC1C2,518,93:09300:1:Z4265632712;93:09300:2:Z3621094324;93:09300:2:Z3674146479;
OC1CC2CCC2C1O,231,93:09300:1:Z3713340508;93:09300:5:Z4026517394;93:09300:6:Z4137133739;
Cc1cccc(O)c1,1363,93:09300:1:Z3565085118;93:09300:1:Z2091335338;93:09300:1:Z4055418680;
Nc1ccc(Cl)cn1,172,93:09300:1:Z1498406814;93:09300:2:Z1498525130;93:09301:1:Z2972366279;
CC1CCC2(CCNC2)C1,213,93:09300:1:Z1639329421;93:09301:4:Z1639334613;93:09301:7:Z1716774496;
C1CC2CNCC2CCN1,473,93:09300:1:Z2909136158;93:09300:2:Z4878380557;93:09300:2:Z4878380559;
OC12CCCC(CCC1)C2,159,93:09300:1:Z3647443316;93:09301:0:Z4391502043;93:09301:5:Z4257628531;
Oc1cc2ccccc2cn1,163,93:09300:1:Z3647443316;93:09300:1:Z4600809947;93:09300:1:Z4256439705;
Fc1cnc2c(c1)OCCN2,211,93:09300:1:Z5043798706;93:09301:2:Z5043788327;93:09301:6:Z5047228847;
FC1CCC2CC12,124,93:09300:1:Z4396070788;93:09300:2:Z4419472868;93:09301:8:Z4404108494;
Clc1cccc2c1CNC2,194,93:09300:1:Z3201414349;93:09300:1:Z2099303123;93:09300:7:Z3289870409;
CC1C(=O)CC2CCC1N2,274,93:09300:1:Z2980222183;93:09300:7:Z2918782684;93:09300:8:Z2783315812;
C1CNCC2(C1)CCOC2,360,93:09300:1:Z2298570183;93:09300:2:Z2960222523;93:09300:2:Z2960222524;
c1ncc2cc[nH]c2n1,1142,93:09300:1:Z3076987416;93:09300:1:Z1900931419;93:09300:1:Z2720035000;
O=C1NCC2(CCNCC2)N1,343,93:09300:1:Z3694586989;93:09300:3:Z3653501425;93:09300:3:Z4114274545;
C1CCC2OCNCC2C1,88,93:09300:1:Z3611147227;93:09300:7:Z3611147349;93:09302:2:Z3611141042;
O=C1CCOc2ccc(Cl)cc21,217,93:09300:1:Z3052264836;93:09300:3:Z3714885006;93:09300:5:Z4048356464;
Cc1cccc2c1NCCC2,462,93:09300:1:Z4455717283;93:09300:1:Z4364813029;93:09300:2:Z4114581601;
CC12CCC(CO1)C2,1776,93:09300:1:Z4455717283;93:09300:1:Z3501095555;93:09300:1:Z4273354254;
C1COC2CCNCC2C1,413,93:09300:1:Z1454358015;93:09300:3:Z1449822148;93:09300:7:Z4126914708;
Cc1nc2ccccc2n1C,898,93:09300:1:Z2331221477;93:09300:1:Z1950987288;93:09300:2:Z3606219407;
CN1CCNC2(CCOCC2)CC1,240,93:09300:1:Z4169769316;93:09300:5:Z3684597732;93:09300:6:Z3043679449;
Cc1[nH]nc2c1CCCC2,404,93:09300:1:Z4047606039;93:09300:5:Z3788507427;93:09300:5:Z3788507542;
CC1NCCn2c(Cl)ccc21,100,93:09300:1:Z2639507711;93:09301:0:Z2908847223;93:09302:1:Z2499414764;
NC1CCC2CC12,270,93:09300:1:Z4002106550;93:09300:4:Z3776799540;93:09300:5:Z4002040453;
Cc1ccc2cc[nH]c2c1,1459,93:09300:1:Z3319955358;93:09300:2:Z3059195349;93:09300:2:Z2207570105;
Cc1ccc2c(c1)OC(C)CN2,184,93:09300:1:Z4112472255;93:09300:5:Z2906333086;93:09300:5:Z1627324765;
Cn1c(=O)c2ccccc2n2cnnc12,98,93:09300:1:Z2026423094;93:09300:2:Z73666756;93:09301:3:Z1208001496;
c1occ2c1CCC2,248,93:09300:1:Z2072071484;93:09301:0:Z4368555883;93:09301:5:Z2070408797;
Cc1c(F)ccn2ccnc12,304,93:09300:1:Z4482370831;93:09300:6:Z4487359162;93:09300:7:Z4468543000;
Cc1sc2nn[nH]c(=O)c2c1C,31,93:09300:1:Z1465169835;93:09303:9:Z2832492023;93:09304:9:Z1465169838;
O=C1NCCc2ncsc21,208,93:09300:1:Z3603959591;93:09300:9:Z3602869945;93:09301:3:Z3602868185;
CC1C=CNC(=O)N1,164,93:09300:1:Z166416120;93:09300:4:Z1887738403;93:09301:2:Z4452988914;
O=C1CCOc2ccccc2N1,608,93:09300:1:Z5053278334;93:09300:1:Z3598686986;93:09300:3:Z2719724378;
O=S1CC2CNC(C2)C1,234,93:09300:1:Z5053278334;93:09301:5:Z5056053970;93:09302:0:Z5047807903;
Cc1cc(O)cc(=O)[nH]1,728,93:09300:1:Z3591294628;93:09300:1:Z3655713114;93:09300:1:Z4207498290;
OC1CC2(CCC2)C1,844,93:09300:1:Z4230778948;93:09300:1:Z4288737220;93:09300:1:Z3640295376;
CC1(O)CC2(CNC2)C1,302,93:09300:1:Z4154832000;93:09300:6:Z4154824450;93:09300:8:Z4185934984;
O=c1ccc2ccc(Cl)c(Cl)c2[nH]1,117,93:09300:1:Z4154832000;93:09303:8:Z4220220826;93:09303:8:Z4220200100;
C1CC2CNCC2CO1,1412,93:09300:1:Z2477279332;93:09300:1:Z4582059089;93:09300:2:Z4596431592;
Cc1ccncc1C,375,93:09300:1:Z2956320857;93:09300:3:Z4963569398;93:09300:4:Z2955420452;
N=c1cc[nH]cn1,77,93:09300:1:Z4223515051;93:09300:1:Z4223493017;93:09300:7:Z4223507225;
Clc1ccc2c(c1)CCCN2,291,93:09300:1:Z4223515051;93:09300:1:Z4422499783;93:09300:1:Z4422503427;
Cn1ccncc1=O,573,93:09300:1:Z1672041496;93:09300:1:Z2874810774;93:09300:3:Z3640686762;
Cn1cnc2ncncc21,115,93:09300:1:Z3828040251;93:09300:8:Z3829794518;93:09300:8:Z3830737784;
Cc1cccc2c1OCCC2,1526,93:09300:1:Z2200651938;93:09300:1:Z2200650376;93:09300:1:Z2200306558;
C1CNCC2(CC2)CN1,133,93:09300:1:Z5058187202;93:09300:4:Z5060675177;93:09302:1:Z5060676913;
CC1NCCNC1=O,984,93:09300:1:Z3659822731;93:09300:2:Z2011445666;93:09300:2:Z2917641263;
Clc1ccc2[nH]ncc2c1,300,93:09300:1:Z3659822731;93:09300:6:Z3644160461;93:09300:9:Z2781034980;
CC1(C)CCNC(=O)C1,467,93:09300:1:Z4251640199;93:09300:5:Z3382695956;93:09300:7:Z3613386276;
FC1CCCNC1,3331,93:09300:1:Z4353313467;93:09300:1:Z4344161687;93:09300:1:Z4489407790;
CC1CNc2cc(F)c(F)cc2O1,79,93:09300:1:Z3000777590;93:09302:7:Z3000777799;93:09306:8:Z4666805361;
Cn1c(=O)cc[nH]c1=O,1046,93:09300:1:Z4137968485;93:09300:3:Z3076939786;93:09300:3:Z4285384442;
c1cc2nccnc2cn1,155,93:09300:1:Z3396200261;93:09300:9:Z3597256109;93:09301:3:Z3577315645;
O=S1(=O)CCC(O)CC1,380,93:09300:1:Z5063541363;93:09300:1:Z2836573843;93:09300:4:Z1994078843;
O=C1CNCCCN1,2747,93:09300:1:Z2092851515;93:09300:1:Z2603426905;93:09300:2:Z3669193768;
Cc1ccnc(N)n1,177,93:09300:1:Z2017122231;93:09300:2:Z3191659362;93:09300:5:Z3192469722;
Cc1csc(C)c1C,227,93:09300:1:Z1700213862;93:09300:6:Z3999990806;93:09300:8:Z1303301339;
Cc1ccc2ccoc2c1,553,93:09300:1:Z4622476626;93:09300:1:Z1152000826;93:09300:1:Z3299881023;
O=C1CCC2(CC1)CC2,379,93:09300:1:Z3859516118;93:09300:2:Z4363816491;93:09301:2:Z3832118139;
O=S1(=O)Cc2ccccc2C1,438,93:09300:1:Z3620050078;93:09300:9:Z3132216044;93:09300:9:Z2480392265;
