fragment_smiles,occurences,example_ligands
C1=Cc2ccccc2CC1,452,201:20100:1:Z1851060077;201:20100:2:Z1848725220;201:20100:7:Z3433881177;
CC1(C)OC2(CCCNC2)NC1=O,353,201:20100:1:Z3574044311;201:20100:6:Z3595091392;201:20100:7:Z3553227443;
C1CC2NCC2CN1,461,201:20100:1:Z4869857978;201:20100:1:Z4869785059;201:20100:4:Z3697521623;
c1[nH]nc2c1COC2,117,201:20100:1:Z5000163640;201:20101:4:Z5001344189;201:20102:6:Z5000732819;
Cc1n[nH]c2[nH]c(=O)ccc12,230,201:20100:1:Z4448143195;201:20100:4:Z4503631473;201:20100:8:Z4459067851;
OC1CC2(CCCCC2)C1,489,201:20100:1:Z3919002221;201:20100:3:Z4315796186;201:20100:6:Z3886524977;
NC1CCc2n[nH]c(=O)cc2C1,19,201:20100:1:Z3863556792;201:20110:8:Z3863558325;201:20112:9:Z3863564387;
Cc1[nH]c2nc[nH]c(=O)c2c1C,21,201:20100:1:Z2169096044;201:20103:9:Z2274866908;201:20105:2:Z2169098758;
Cc1cc2[nH]ccc2o1,64,201:20100:1:Z3545924082;201:20104:8:Z3436112944;201:20105:2:Z3655713601;
c1cnc2ccncc2c1,954,201:20100:1:Z4178046674;201:20100:4:Z4175135724;201:20100:5:Z3708032541;
Cc1cc(=O)[nH]c(C)n1,701,201:20100:1:Z4025829602;201:20100:3:Z2198146693;201:20100:3:Z1000341524;
Cc1cc(O)no1,25,201:20100:1:Z4283911898;201:20103:7:Z4279929011;201:20106:3:Z4280194696;
CC1CC(F)(F)CN1,569,201:20100:1:Z3699494848;201:20100:4:Z4194890432;201:20100:8:Z3518802813;
O=c1[nH]nccc1Cl,1207,201:20100:1:Z2589351550;201:20100:2:Z3369504020;201:20100:2:Z3550975395;
OC1CCCn2nccc21,205,201:20100:1:Z3358288175;201:20101:1:Z3354661809;201:20101:4:Z3608100352;
Oc1cccc(Cl)c1,571,201:20100:1:Z4029398302;201:20100:4:Z3653958394;201:20100:5:Z3838694533;
c1cc2c([nH]1)CCCC2,312,201:20100:1:Z3843581240;201:20100:6:Z1348804596;201:20100:8:Z2254383188;
C1CC2CC2CN1,1445,201:20100:1:Z3191154335;201:20100:2:Z4457684331;201:20100:2:Z4275596975;
CN1CC2NCCCC2C1=O,341,201:20100:1:Z4735735000;201:20100:5:Z4735740762;201:20100:5:Z4779410265;
OC1CCNC12CCCC2,199,201:20100:1:Z2231211705;201:20101:3:Z3995234970;201:20102:1:Z2870690707;
O=S1(=O)CCc2ccccc2C1,345,201:20100:1:Z3793496059;201:20100:2:Z2679035936;201:20100:5:Z2655873591;
Clc1cccc2c1CNCCO2,73,201:20100:1:Z5012522498;201:20100:1:Z5012522333;201:20100:7:Z5007002462;
Fc1cccc2c1OCCC2,848,201:20100:1:Z1798317663;201:20100:1:Z1312290460;201:20100:2:Z2976341943;
CC1CNCCS(=O)C1,237,201:20100:1:Z2307655592;201:20100:5:Z4768041076;201:20100:5:Z1873055043;
CC1CCNCC1(C)C,139,201:20100:1:Z3165072914;201:20100:7:Z3725320976;201:20102:7:Z3168324042;
C1CC2OC1C1CNCC21,273,201:20100:1:Z4478345056;201:20100:2:Z1303137792;201:20101:1:Z3132182599;
C1CNC2CC2C1,1192,201:20100:2:Z3639951831;201:20100:3:Z1365652200;201:20100:4:Z4027744441;
c1n[nH]c2c1CCCCC2,409,201:20100:2:Z2284018487;201:20100:2:Z2020259519;201:20100:2:Z2020210709;
FC1CNCC1F,211,201:20100:2:Z2284018487;201:20101:0:Z5000750045;201:20102:8:Z5001256769;
O=C1c2ccccc2CC12CCNCC2,339,201:20100:2:Z3568921540;201:20100:7:Z3385264479;201:20101:3:Z3321365222;
O=S1(=O)NCCCC12CC2,337,201:20100:2:Z3190748473;201:20100:4:Z3200773189;201:20100:8:Z3081012853;
O=S1(=O)CC2(CCNC2)C1,293,201:20100:2:Z2804674551;201:20101:4:Z2841712012;201:20102:7:Z2793163775;
O=C1Nc2ccccc2C12CCNCC2,228,201:20100:2:Z3594731413;201:20100:7:Z5034919497;201:20101:4:Z3633193555;
C1COCC2(C1)CCNCC2,543,201:20100:2:Z4611987484;201:20100:2:Z4611987983;201:20100:2:Z4611995382;
Cn1cnc2cc(Cl)ccc21,798,201:20100:2:Z4026235233;201:20100:2:Z3345315751;201:20100:2:Z1882508101;
C1CCc2[nH]nnc2C1,1691,201:20100:2:Z3532202996;201:20100:2:Z4574709173;201:20100:3:Z2052479638;
Nc1ccn2nccc2c1,140,201:20100:2:Z5024739303;201:20100:8:Z4061619385;201:20101:0:Z3138762293;
C1CC2(C1)CC1CCC2C1,12,201:20100:2:Z3748445791;201:20102:5:Z4229671058;201:20108:7:Z3646366623;
Cc1nc2ccc(F)cc2nc1C,229,201:20100:2:Z4875830322;201:20100:2:Z740959280;201:20100:3:Z646116140;
N=S1(=O)CCC2(CC1)OCCO2,119,201:20100:2:Z3623213979;201:20101:4:Z3623210903;201:20101:9:Z3623212807;
CC1CNc2cccnc2N1,92,201:20100:2:Z2692068172;201:20100:5:Z2692056035;201:20100:6:Z2692068403;
O=C1NCCCNCC1(F)F,314,201:20100:2:Z3175956596;201:20100:5:Z3091592138;201:20100:6:Z3174457437;
Oc1ccnc2ccnn12,118,201:20100:2:Z3709868240;201:20100:7:Z3640505768;201:20101:1:Z3638328077;
NC1C2CCCCNC12,33,201:20100:2:Z3047386451;201:20101:4:Z3047392431;201:20101:5:Z3044088736;
c1nnn2c1CCCC2,295,201:20100:2:Z3873781653;201:20100:6:Z3801362782;201:20100:7:Z3893002179;
Cc1cn2ncsc2n1,46,201:20100:2:Z2479392745;201:20100:7:Z873003970;201:20101:2:Z2973991525;
C1CNC2CCOC2C1,402,201:20100:2:Z2488918675;201:20100:5:Z2475063715;201:20100:6:Z3608132797;
c1ccc2c(c1)CCC1CC21,257,201:20100:2:Z1905698155;201:20100:8:Z1460880421;201:20101:0:Z1472864696;
Cc1cc(Cl)c2c(c1)CCCCO2,5,201:20100:2:Z1449708804;201:20111:6:Z1582644551;201:20128:2:Z1582937873;
Fc1cc(F)c2c(c1)CCO2,167,201:20100:2:Z4484316281;201:20100:3:Z4460471046;201:20101:0:Z4481883229;
O=C1NCCc2c(Cl)cccc21,299,201:20100:2:Z1802030240;201:20100:4:Z1801574941;201:20100:4:Z1840992493;
c1cc2n(n1)CCO2,435,201:20100:2:Z4098014950;201:20101:0:Z4097996081;201:20101:0:Z2189109158;
Cc1cncc(O)c1,112,201:20100:2:Z1688526586;201:20103:7:Z4253250396;201:20104:0:Z1767880302;
C1CCC2(CCNC2)CNC1,205,201:20100:2:Z2872782540;201:20100:9:Z2884598405;201:20101:6:Z2873062337;
Clc1cn2ccnc2cn1,69,201:20100:2:Z4266768524;201:20102:7:Z4266780605;201:20103:0:Z4362642723;
C1COC2(C1)CC2,222,201:20100:2:Z4994950035;201:20100:5:Z3656824404;201:20100:5:Z3656823456;
O=C1CCCC2CNCC2N1,295,201:20100:2:Z3569529096;201:20100:2:Z3613798610;201:20100:3:Z4199045181;
C1CCC2SCCNC2C1,81,201:20100:2:Z1367851202;201:20101:7:Z2302772358;201:20103:7:Z2493689932;
OC1CCC2NC1CCC2O,253,201:20100:2:Z4257307893;201:20100:3:Z4256192719;201:20100:7:Z4274314000;
C1=CC2CCC(C1)N2,611,201:20100:2:Z2021088767;201:20100:2:Z3646659124;201:20100:2:Z3682247739;
Cc1cn[nH]c1C,148,201:20100:2:Z1214817493;201:20100:8:Z3611273346;201:20101:9:Z1211675678;
c1ncc2c[nH]nc2n1,103,201:20100:2:Z3493136254;201:20102:9:Z3493124167;201:20103:0:Z3493138517;
c1ccc2c(c1)CC1CC21,331,201:20100:2:Z2291984265;201:20100:4:Z2707114067;201:20100:5:Z2812951384;
O=S1(=O)CCC(O)C1,446,201:20100:2:Z5004390480;201:20100:6:Z1553880259;201:20101:0:Z2283141060;
Cc1cc2cc[nH]c2cc1F,124,201:20100:2:Z4001620143;201:20101:0:Z3680641804;201:20102:0:Z3572432835;
CC1(C)CC2(CCNCC2)CO1,280,201:20100:2:Z3879140961;201:20100:5:Z3867007086;201:20100:5:Z3867007093;
O=S1(=O)CCC2(CCNC2)C1,325,201:20100:2:Z3175917347;201:20100:4:Z3093999294;201:20100:6:Z3392471759;
Clc1ccc2nc[nH]c2c1,340,201:20100:2:Z1411935144;201:20100:3:Z4156437199;201:20100:3:Z4917733361;
C1CCC2(C1)CCN2,106,201:20100:2:Z2477669185;201:20100:2:Z3053011368;201:20100:8:Z3999305330;
C1CCC2(CC1)CCCOC2,352,201:20100:2:Z3611474066;201:20100:4:Z3140854653;201:20100:6:Z3357146506;
C1CC2NCCSC2C1,176,201:20100:2:Z2182688356;201:20100:2:Z1801702715;201:20100:6:Z4410450360;
Cc1ccn2c(=O)ccnc2c1,522,201:20100:2:Z2782652145;201:20100:2:Z2440396304;201:20100:2:Z1352183560;
Cc1cccc2c1ccn2C,111,201:20100:2:Z3522089038;201:20101:9:Z4387505172;201:20102:5:Z3701526170;
CC1(C)CCNC(=O)C1,324,201:20100:2:Z3086339559;201:20100:2:Z3086681956;201:20101:4:Z4662682271;
c1ccc2c(c1)CCCc1nccn1-2,169,201:20100:2:Z3086339559;201:20100:4:Z3359421622;201:20100:9:Z2634938505;
Cc1csc2cccc(F)c12,205,201:20100:2:Z1067473610;201:20100:4:Z4009372759;201:20100:7:Z2481364118;
Nc1nn2c(=O)ccnc2[nH]1,67,201:20100:2:Z2654577547;201:20100:8:Z2654651073;201:20101:3:Z2654862832;
CC1(C)CCC2(CCN2)C1,51,201:20100:2:Z4051060968;201:20100:5:Z4026260302;201:20103:3:Z4026258054;
c1cc2[nH]ccc2cn1,696,201:20100:2:Z3588017672;201:20100:3:Z3722511216;201:20100:5:Z4046140191;
Cc1ccc2c(n1)CCCC2,275,201:20100:2:Z3370362235;201:20101:8:Z4263908105;201:20102:2:Z3584214561;
Clc1ccc2[nH]ncc2c1,219,201:20100:2:Z3638109466;201:20102:7:Z2046802829;201:20102:9:Z2045465388;
CC1CSc2ccccc2N1,83,201:20100:2:Z1355216960;201:20103:5:Z1932993296;201:20104:7:Z1884569529;
c1n[nH]c2c1CCSC2,150,201:20100:2:Z4147767389;201:20100:3:Z4145652726;201:20100:4:Z4144558738;
c1cnncn1,364,201:20100:2:Z1310760767;201:20100:2:Z3256567974;201:20101:6:Z1765650560;
C=C1CCc2cc3ccccc3nc21,4,201:20100:2:Z2036600994;201:20131:5:Z353277034;201:20131:5:Z1468337822;
CC1CNc2ccc(F)cc2O1,165,201:20100:2:Z1884357754;201:20100:2:Z1530906890;201:20101:8:Z1884353265;
Cn1c(=O)c2nc[nH]c2n(C)c1=O,128,201:20100:2:Z1579968155;201:20100:2:Z1540927189;201:20100:6:Z1895207376;
O=S1(=O)CCOc2ccccc21,644,201:20100:2:Z2303590303;201:20100:2:Z2302542087;201:20100:2:Z2302870202;
c1ccc2c(c1)CCC1(CCCC1)O2,135,201:20100:2:Z2164435553;201:20100:5:Z1438512037;201:20100:6:Z4173646181;
CC1(C)CCCC(C)(C)C1,181,201:20100:2:Z3086240702;201:20100:8:Z2715508512;201:20100:9:Z2628648376;
Fc1ccc2ncccc2c1,1412,201:20100:2:Z3831884039;201:20100:2:Z1529004611;201:20100:2:Z1527566763;
c1ccc2c(c1)C1CCC2O1,334,201:20100:2:Z1700826976;201:20100:4:Z4016683509;201:20100:7:Z5034526358;
O=C1NCCn2nncc21,108,201:20100:2:Z3833185047;201:20101:7:Z3837233382;201:20101:9:Z3873834787;
O=C1CCC2Sc3ccccc3N12,146,201:20100:2:Z3174147761;201:20100:3:Z1175275646;201:20100:8:Z3091512556;
O=C1CCNCCCCCCN1,261,201:20100:2:Z2808637020;201:20100:2:Z4270350714;201:20100:3:Z4457297282;
O=S1(=O)CCC2(CC1)CNCCO2,338,201:20100:2:Z3091564193;201:20101:1:Z3091564241;201:20101:1:Z3079149028;
Cc1cn2c(=O)ccnc2s1,461,201:20100:2:Z2921670855;201:20100:5:Z1581983039;201:20100:7:Z1594634594;
Cc1cccc2cccnc12,689,201:20100:2:Z4350822905;201:20100:6:Z2599587134;201:20100:6:Z4128887784;
CC1CCNCC(C)O1,328,201:20100:2:Z2614743996;201:20100:3:Z2620773513;201:20100:8:Z2620844322;
Cn1ccc2cc(F)ccc21,439,201:20100:2:Z2348977222;201:20100:3:Z2335553043;201:20101:3:Z1969503208;
C1CNC2CCCNC2C1,401,201:20100:2:Z4113318249;201:20100:3:Z4152240646;201:20102:3:Z4111046789;
c1cnc2c(c1)NCCC2,687,201:20100:2:Z2675778672;201:20100:2:Z4707713755;201:20100:2:Z2979884235;
Cc1cnc2ncnn2c1,230,201:20100:2:Z2675778672;201:20101:2:Z2632329917;201:20101:2:Z3613062607;
Cc1c[nH]c2cc(F)cc(F)c12,97,201:20100:2:Z4408124493;201:20100:3:Z3545000471;201:20104:7:Z3554360101;
Cn1ncc2c(c1=O)CCNC2,622,201:20100:2:Z3868212798;201:20100:3:Z3816400385;201:20100:3:Z3816453255;
Cn1cnc2c1CCNC21CCOCC1,163,201:20100:2:Z3040922290;201:20100:9:Z3040396171;201:20103:1:Z4251658827;
OC1COC2(CNC2)C1O,127,201:20100:2:Z4142840912;201:20100:7:Z4142373482;201:20101:1:Z4141173792;
C1=NCCO1,110,201:20100:2:Z3098557175;201:20100:4:Z3095536766;201:20101:7:Z3181388733;
Oc1ccc(Cl)cc1,391,201:20100:2:Z2174700953;201:20100:2:Z3651510933;201:20100:4:Z3830549083;
O=C1CCCC2CC12,97,201:20100:2:Z4325956265;201:20101:5:Z4323621165;201:20101:8:Z4168472022;
CC1COCCO1,1060,201:20100:2:Z4278604187;201:20100:4:Z4413078726;201:20100:4:Z3591743458;
C1CSC2CCC2N1,158,201:20100:2:Z3154689971;201:20103:2:Z3405257392;201:20103:5:Z3593104507;
CN1C(=O)CCCc2occc21,365,201:20100:2:Z3536713146;201:20100:5:Z3555400740;201:20100:8:Z3552172464;
Cc1cc(=O)n2[nH]c(C)nc2n1,21,201:20100:2:Z2898281419;201:20100:5:Z3800212179;201:20102:4:Z3800212243;
c1ccc2c(c1)NCC21CCOCC1,260,201:20100:2:Z4113055533;201:20100:6:Z1845380478;201:20101:1:Z2290329996;
Oc1ccc2c(c1)OCCO2,183,201:20100:2:Z2765683440;201:20103:3:Z2770050441;201:20103:9:Z4995492999;
Clc1c2c(nc3ccccc13)CCCC2,4,201:20100:2:Z2179349626;201:20142:3:Z2179466864;201:20154:5:Z2179785470;
C1CC2(CCNC2)CN1,639,201:20100:2:Z2363067111;201:20100:4:Z2908202126;201:20101:1:Z2439147179;
FC1(F)CC12CCCC2,884,201:20100:2:Z4141871536;201:20100:3:Z4153630397;201:20100:3:Z4993911871;
c1ccc2c(c1)CCC1CCC21,116,201:20100:2:Z2648023887;201:20100:4:Z2604826565;201:20102:7:Z2622029841;
C1CC2COCC2N1,393,201:20100:2:Z3633624991;201:20100:3:Z3648883352;201:20100:9:Z3783139697;
Cc1cn2cc(C)sc2n1,411,201:20100:2:Z4062652125;201:20100:8:Z2640575496;201:20100:9:Z2640571117;
O=C1Nc2ccccc2C12CC2,201,201:20100:2:Z4573603205;201:20100:2:Z4573628876;201:20100:2:Z4935001324;
N=S1(=O)CCC2(CC2)CC1,121,201:20100:2:Z4477013286;201:20100:8:Z4384768873;201:20101:1:Z4476999314;
Cc1ccc2ccoc2n1,226,201:20100:2:Z1559711686;201:20100:3:Z1260105021;201:20100:3:Z2302550258;
O=C1CCC2CN1CCO2,120,201:20100:2:Z3578081223;201:20100:7:Z3576184746;201:20102:8:Z3519410656;
C1CC2(CCN1)CNC2,1235,201:20100:2:Z4259934532;201:20100:2:Z3725319364;201:20100:2:Z3175936780;
O=C1CC2OCCC2CN1,254,201:20100:2:Z3644491391;201:20100:3:Z3666320252;201:20100:7:Z3667896254;
Nc1cnc[nH]1,218,201:20100:2:Z2495221095;201:20101:5:Z2036955311;201:20101:8:Z2312492337;
CC1CC2(CCC2)CN1,417,201:20100:2:Z4448879625;201:20100:2:Z4449065824;201:20100:4:Z3807316291;
FC1(F)C2(CCC2)C12CC2,240,201:20100:2:Z4154772965;201:20100:6:Z4140518653;201:20100:6:Z4140468966;
Fc1cc2[nH]ccc2cc1Cl,99,201:20100:2:Z2697696165;201:20100:7:Z2698515213;201:20101:7:Z2698813625;
CC1(C)OC2CCC1CC2,202,201:20100:2:Z3643096084;201:20100:4:Z3510206328;201:20100:9:Z5001391339;
Cn1nc2c(c1O)CCNC2,151,201:20100:2:Z4227922212;201:20100:3:Z4227921878;201:20102:5:Z4273748200;
Oc1nccs1,94,201:20100:2:Z3131939929;201:20102:8:Z3136717364;201:20102:8:Z3136718455;
Cc1ccc2ccsc2n1,61,201:20100:2:Z4271183020;201:20102:5:Z4271164840;201:20105:4:Z4271176832;
Fc1cccc2nn[nH]c12,65,201:20100:2:Z4311498343;201:20100:5:Z4312145463;201:20101:3:Z4281608988;
CC1CCC(C)C1,147,201:20100:2:Z3356305941;201:20100:2:Z4407947641;201:20100:5:Z1373092099;
CC1CCS(=O)(=O)N1C,241,201:20100:2:Z3992784513;201:20101:2:Z3435367812;201:20101:6:Z3633167079;
Cc1cc2nccc(C)n2n1,695,201:20100:2:Z3091836161;201:20100:4:Z1102475687;201:20100:4:Z3725320169;
CC1CC2CNCC2N1,116,201:20100:2:Z4028429712;201:20102:3:Z2804990458;201:20102:6:Z2804989079;
Cc1nc2ccccc2[nH]c1=O,636,201:20100:2:Z1439856039;201:20100:3:Z4071617533;201:20100:3:Z4071617149;
Fc1ccc2c(c1)NCCCS2,80,201:20100:2:Z4522107896;201:20103:0:Z1816363968;201:20104:4:Z1820899905;
Cn1ccc(=O)c(O)c1,113,201:20100:2:Z1528976663;201:20100:5:Z1644466258;201:20101:1:Z1498755037;
C1CC2CNCC2CCN1,606,201:20100:2:Z3865660245;201:20100:3:Z2215954747;201:20100:4:Z4303903505;
C1CSC2(CCOCC2)CN1,429,201:20100:2:Z1822827865;201:20100:2:Z1822820319;201:20100:6:Z1883657285;
CC1(C)CC(O)c2ccccc2O1,140,201:20100:2:Z2962853830;201:20100:9:Z2962853086;201:20103:6:Z2365118493;
C1CC2OCCC2O1,531,201:20100:2:Z3776263423;201:20100:5:Z3837564025;201:20100:6:Z3837759189;
CC1COCC2CCCN12,554,201:20100:2:Z4148368091;201:20100:2:Z4148356270;201:20100:8:Z4598552407;
Fc1cc2nccnc2cc1F,60,201:20100:2:Z1716600992;201:20103:0:Z1232625380;201:20103:5:Z3493617453;
CC1CCNCC12CCC2,143,201:20100:2:Z1784181590;201:20100:6:Z1578278532;201:20101:2:Z2373071133;
C1CC2CC(C1)C2,73,201:20100:2:Z3625273452;201:20101:5:Z2780279629;201:20102:0:Z3625273076;
Cn1ccnc1Cl,496,201:20100:2:Z1570041695;201:20100:3:Z1738253647;201:20100:5:Z1460204783;
CC1(C)CC(=O)Nc2ccccc21,187,201:20100:2:Z3277840478;201:20100:5:Z4217073797;201:20100:5:Z3277845621;
OC1C2CCC(O2)C1O,69,201:20100:2:Z4289935190;201:20102:2:Z4292785923;201:20102:7:Z4288834389;
CN1CCCC2NCCC21,230,201:20100:2:Z3596716295;201:20101:2:Z4013264787;201:20101:4:Z2805084726;
C1CCC2(C1)CCOC2,591,201:20100:2:Z3818495198;201:20100:2:Z4636073353;201:20100:4:Z4638728349;
Nc1ccn2nccc2n1,26,201:20100:2:Z4224743774;201:20100:9:Z4991953742;201:20101:4:Z4228221871;
NC1CNC2(CCCC2)C1,52,201:20100:2:Z4055658075;201:20102:4:Z3498714629;201:20104:2:Z3520182461;
CC1CNCC(C)C1N,61,201:20100:2:Z3522702834;201:20100:7:Z3522700855;201:20103:5:Z3522702529;
c1ccc2c(c1)OCCC21CC1,802,201:20100:2:Z4504320797;201:20100:2:Z1543431324;201:20100:6:Z4013671031;
CC1CCOC(C)CN1,171,201:20100:2:Z3174903173;201:20100:2:Z3175459511;201:20100:4:Z3316922654;
CC1(C)CCS1(=O)=O,211,201:20100:2:Z3605569903;201:20100:2:Z2842962593;201:20100:2:Z3591193571;
Nc1ncc2c(n1)CCNC2,113,201:20100:2:Z3353234435;201:20100:5:Z1927967606;201:20101:2:Z1987423057;
c1cnn2ccnc2c1,875,201:20100:2:Z2629290583;201:20100:8:Z4231864351;201:20100:8:Z4112173956;
FC1(F)C2CCCC1CC2,244,201:20100:2:Z4907618361;201:20100:7:Z4667911362;201:20103:0:Z4907616575;
O=C1CCc2cc(F)ccc2N1,729,201:20100:2:Z1619212853;201:20100:3:Z5004675349;201:20100:5:Z1451729026;
C1CCC2(CC1)CCCNC2,201,201:20100:2:Z3105353273;201:20100:6:Z1884666310;201:20100:7:Z3136638007;
CN1CCn2nccc2C1,873,201:20100:2:Z2761348277;201:20100:2:Z2764738426;201:20100:3:Z2762147204;
Clc1cccc2c1OCO2,600,201:20100:2:Z91156086;201:20100:3:Z1368117275;201:20100:6:Z4350055421;
C1CCC23OCCC2CC3C1,88,201:20100:2:Z3750173130;201:20101:4:Z4172767923;201:20103:4:Z3587749664;
Cn1ccc(O)n1,128,201:20100:2:Z4140808595;201:20100:7:Z3523738785;201:20101:4:Z4140835293;
C1CSC2(CNC2)N1,102,201:20100:2:Z4211354258;201:20101:2:Z3605984275;201:20102:7:Z3605987194;
Cc1ccc2c(Cl)csc2c1,41,201:20100:2:Z1754143046;201:20101:4:Z3091613205;201:20104:1:Z1136018694;
O=S1(=O)CCNC2CCCCN21,113,201:20100:2:Z3564706692;201:20103:2:Z3605728866;201:20104:0:Z3611248502;
O=C1Nc2ccccc2N2CCCC12,189,201:20100:2:Z2931756563;201:20100:4:Z3060866552;201:20101:9:Z4229037443;
Clc1cncs1,444,201:20100:2:Z4236351720;201:20100:6:Z4302619485;201:20100:8:Z4304646872;
OC1CC2CNCc3cccnc3N2C1,501,201:20100:2:Z2651622113;201:20100:2:Z2651482035;201:20100:2:Z2651632663;
O=C1CNC2(CCC2)CN1,63,201:20100:2:Z4363782453;201:20102:4:Z4401542342;201:20104:5:Z4363783610;
O=S1(=O)NCCCN1,599,201:20100:2:Z3669618697;201:20100:8:Z3563905217;201:20100:9:Z3841682878;
C1COC2CCNCC2C1,351,201:20100:2:Z1451862108;201:20100:2:Z4769944763;201:20100:6:Z4769944958;
CC1(C)OCCC1O,95,201:20100:2:Z4889375939;201:20102:6:Z4889343952;201:20103:1:Z4459558078;
Cc1ccc(Cl)cc1Cl,166,201:20100:2:Z1090855720;201:20100:2:Z1816367232;201:20100:8:Z2782184865;
NC1CCCC2CNCC12,161,201:20100:2:Z2447557301;201:20100:6:Z2394101021;201:20100:9:Z2355349936;
c1cnc2[nH]cnc2c1,1817,201:20100:2:Z1953202640;201:20100:2:Z2230720519;201:20100:2:Z4600696769;
Cc1ncc2n1CCCN2,102,201:20100:2:Z4364818269;201:20100:7:Z4364820864;201:20102:8:Z4364822565;
O=C1CSCCN1,418,201:20100:2:Z3153893205;201:20100:5:Z3153894286;201:20100:6:Z3169441818;
Cc1ccnc(C)c1C,266,201:20100:2:Z908775458;201:20100:9:Z3613934676;201:20100:9:Z3612658194;
C1CCN2CCNCC2C1,399,201:20100:2:Z908775458;201:20100:8:Z3169114220;201:20100:8:Z2294667704;
C1CNC2(C1)CCC1(CC2)OCCO1,83,201:20100:2:Z4640338127;201:20100:5:Z4640341967;201:20102:5:Z4640337401;
C1COCC2(CN1)COCCN2,452,201:20100:2:Z3715542056;201:20100:3:Z3649752339;201:20100:5:Z3522865635;
C1COCCC2(COC2)N1,113,201:20100:2:Z4094585357;201:20100:9:Z3822029330;201:20100:9:Z4094575788;
C1CCC2(C1)CCCN2,1132,201:20100:2:Z4907596966;201:20100:2:Z4002213513;201:20100:2:Z2595915269;
Oc1ccn[nH]1,200,201:20100:2:Z3095633205;201:20100:5:Z3554371283;201:20100:6:Z2881713777;
Clc1ccc2ncccc2c1,609,201:20100:2:Z2443700037;201:20100:2:Z4002958800;201:20100:6:Z3507578641;
CC1CCCCc2ccccc21,77,201:20100:2:Z3828197236;201:20102:0:Z3776396188;201:20102:5:Z4093250196;
CC1CS(=O)(=O)C1,390,201:20100:2:Z3295444014;201:20100:4:Z3593739363;201:20101:0:Z4267294362;
O=c1[nH]cnc2c1CCCC2,188,201:20100:2:Z3315368668;201:20100:6:Z4084278835;201:20101:2:Z3314236665;
CC1(C)CNCC(O)C(O)C1,194,201:20100:2:Z3815312337;201:20100:2:Z3882835587;201:20100:3:Z4278874606;
Cc1cc(F)c2c(c1)CCCN2,108,201:20100:2:Z737385006;201:20100:4:Z1150781858;201:20100:7:Z401124012;
Cc1cc(N)[nH]n1,552,201:20100:2:Z4104626285;201:20100:5:Z4104438442;201:20100:5:Z1558978599;
Cc1nccc(O)n1,373,201:20100:2:Z1652296617;201:20100:2:Z1656537657;201:20100:4:Z1856705127;
C1NC2COCC12,88,201:20100:2:Z4329454114;201:20100:5:Z4329454169;201:20101:8:Z4329456156;
CC1(C)OC2CC1C2,314,201:20100:2:Z3594402050;201:20100:3:Z3521955096;201:20100:4:Z3439665401;
C1CC2CCC(C1)S2,469,201:20100:2:Z2977853018;201:20100:4:Z3191230962;201:20100:4:Z2924705268;
CC1(C)CNCc2cccc(F)c21,81,201:20100:2:Z4315529545;201:20101:2:Z4313534096;201:20103:3:Z4329426340;
Nc1cnccn1,512,201:20100:2:Z3719812311;201:20100:3:Z1937262155;201:20100:3:Z4283991495;
Cc1ccc2ccc(C)nc2c1,231,201:20100:2:Z1893395627;201:20100:2:Z1744679706;201:20100:6:Z3615868552;
Cc1ncnnc1C,426,201:20100:2:Z1848728921;201:20101:3:Z2360195838;201:20101:7:Z2019185164;
O=C1NC2CCCC1CNC2,296,201:20100:2:Z4930859950;201:20100:9:Z4949379083;201:20101:1:Z4932649958;
c1cnc2ncncc2c1,143,201:20100:2:Z3828381111;201:20100:7:Z3829161761;201:20100:8:Z3829638860;
CC1(C)OC2CCCC2O1,529,201:20100:2:Z4455325225;201:20100:6:Z2917275755;201:20100:6:Z3470985717;
O=C1CCCc2occc21,244,201:20100:2:Z2271207507;201:20100:3:Z2287978155;201:20100:3:Z2255630091;
c1nn2cncc2s1,85,201:20100:2:Z3828186939;201:20100:4:Z3829405966;201:20102:0:Z3830648805;
O=C1CCNC2(CCC2)C1,111,201:20100:2:Z2949808795;201:20101:1:Z2493987993;201:20103:5:Z4998921466;
O=c1nc[nH]c2c1CNCC2,16,201:20100:2:Z4930583432;201:20103:1:Z4930584356;201:20105:6:Z2364788457;
CN1C2CCCC1CCC2,353,201:20100:2:Z3862752747;201:20100:8:Z3570119047;201:20101:0:Z4391009632;
NC1CCC2(CC1)CC2,192,201:20100:2:Z4056717268;201:20102:6:Z3381928517;201:20102:7:Z3132680380;
CC1NCCCC1=O,144,201:20100:2:Z2919789515;201:20101:2:Z2962560903;201:20101:5:Z2949713007;
CN1C(=O)CC2CNCCC21,423,201:20100:2:Z3597455513;201:20100:3:Z3586012803;201:20100:6:Z3099616741;
O=c1nccc(Cl)[nH]1,42,201:20100:2:Z2699352920;201:20101:2:Z2699121804;201:20102:1:Z2699109064;
Clc1cccc2c1NCCC2,99,201:20100:2:Z1116616383;201:20100:7:Z1880660448;201:20102:0:Z1116615913;
Cc1n[nH]c2c1NCCC2,156,201:20100:2:Z3187790803;201:20100:3:Z3844777714;201:20100:5:Z3174240949;
Fc1cc(F)c2cccnc2c1,189,201:20100:2:Z4824802182;201:20100:7:Z4824851363;201:20100:8:Z4828351591;
O=C1NCc2ccccc2N1,445,201:20100:2:Z3482437063;201:20100:4:Z4577203084;201:20100:4:Z3482439076;
