fragment_smiles,occurences,example_ligands
O=S1(=O)CCc2c(Cl)cccc21,18,201:20102:4:Z3384090413;201:20108:6:Z3384091934;201:20119:7:Z4242170787;
Oc1cccc2c1CCN2,99,201:20102:5:Z3137046018;201:20102:7:Z3100974729;201:20103:4:Z3103789393;
CC12CCCC1CC1(CC2)OCCO1,11,201:20102:5:Z4254075273;201:20103:1:Z4257320547;201:20126:7:Z4255522506;
Nc1nc(=O)c2sccc2[nH]1,11,201:20102:5:Z3602802263;201:20133:0:Z3185204366;201:20133:9:Z3204343993;
O=C1CCC2(CCOCC2)CN1,104,201:20102:5:Z2595256811;201:20104:1:Z3169717539;201:20104:7:Z2595253314;
Clc1ccc2ocnc2c1,164,201:20102:5:Z4404793637;201:20102:5:Z4165927475;201:20102:6:Z3576890194;
CN1CCC12CCC2,113,201:20102:5:Z4096219361;201:20103:5:Z4096207033;201:20104:4:Z4096218604;
CN1CCc2nc3ccccc3cc2C1,104,201:20102:5:Z1599675318;201:20103:6:Z775060132;201:20104:4:Z4220665550;
C1CCC2(CCCC2)CNC1,47,201:20102:5:Z4080960046;201:20103:6:Z4325986900;201:20105:7:Z5045240163;
O=c1[nH][nH]c(=O)c2[nH]nnc12,15,201:20102:5:Z729699992;201:20107:7:Z730596404;201:20112:9:Z853520292;
c1ccc2c(c1)CCc1scnc1-2,18,201:20102:5:Z3514170662;201:20105:9:Z4451446899;201:20105:9:Z3519566021;
CC1(O)CNC(=O)NC1=O,7,201:20102:5:Z3210877021;201:20108:8:Z3210877372;201:20124:7:Z3211432797;
Cc1cnnc(Cl)c1,12,201:20102:5:Z4332933140;201:20118:4:Z4332934709;201:20125:7:Z4332933939;
C1CNCCC2(C1)CCO2,30,201:20102:5:Z3870541919;201:20106:5:Z4270385271;201:20110:0:Z4270389612;
CN1CC2(CCNC2)C1,111,201:20102:5:Z2225175277;201:20102:5:Z2959080314;201:20102:5:Z4263286791;
C1CC2COCC3(CNCOC3)N2C1,178,201:20102:5:Z3609470849;201:20102:5:Z3599121096;201:20104:4:Z4124834773;
c1nnc2n1CCCCCC2,34,201:20102:5:Z2833943787;201:20102:7:Z1724277871;201:20103:4:Z1279236037;
CC1(C)CNC1(C)C,100,201:20102:5:Z1328161983;201:20103:5:Z1354788098;201:20104:0:Z1554962176;
CC1CC(F)CN1,61,201:20102:5:Z4204210615;201:20103:2:Z4204284450;201:20108:4:Z4205046144;
O=C1NC2CC(N1)c1cc(O)ccc1O2,10,201:20102:5:Z3548026420;201:20102:9:Z4212810375;201:20119:8:Z3547941851;
C1CC23CNCC12COC3,88,201:20102:5:Z3173941832;201:20103:4:Z3174570363;201:20105:2:Z3175569042;
Cc1nc2cccc(Cl)c2nc1C,89,201:20102:5:Z4266686161;201:20103:3:Z4266686426;201:20103:5:Z4259659181;
Cc1coc(O)n1,90,201:20102:5:Z3094316720;201:20103:2:Z3094316560;201:20105:8:Z3170864338;
FC1CCC2CCC12,85,201:20102:5:Z4610344736;201:20103:8:Z4610839930;201:20104:1:Z4610480559;
Cc1cc(Cl)cc(C)c1O,9,201:20102:5:Z3617804513;201:20110:3:Z4279241277;201:20118:2:Z3616568198;
Cc1ccc2cc(F)ccc2n1,122,201:20102:5:Z4076799149;201:20102:9:Z4049672451;201:20103:3:Z4129146278;
CC1(C)CC2(CNC2)C1,66,201:20102:5:Z3590513068;201:20103:7:Z3612215525;201:20105:3:Z3612215601;
OC1CCCNc2ccc(F)cc21,105,201:20102:5:Z2357892821;201:20103:2:Z2357891100;201:20104:1:Z2357894118;
Clc1cncc2sccc12,49,201:20102:5:Z2903212295;201:20105:4:Z2868614400;201:20107:0:Z2878144241;
CC1CCOCN1,43,201:20102:5:Z3055065826;201:20103:6:Z3055064883;201:20110:3:Z3055064967;
Cc1n[nH]c2c(=O)[nH]cnc12,8,201:20102:5:Z4208984570;201:20117:3:Z4208985699;201:20123:7:Z4208983858;
Clc1cc2[nH]ccc2s1,26,201:20102:5:Z4185141612;201:20108:8:Z3298300815;201:20109:6:Z3641082473;
c1noc2c1CSCC2,50,201:20102:5:Z4388803385;201:20104:1:Z4389224238;201:20107:8:Z4389258277;
C=C1CCCNC1,8,201:20102:5:Z4504712058;201:20106:9:Z4504710587;201:20113:4:Z4504712981;
Clc1cccc2nccnc12,79,201:20102:5:Z4344471164;201:20108:4:Z3599877839;201:20108:5:Z3177589922;
O=S1(=O)CCNC2CCCCCN21,78,201:20102:5:Z3715402814;201:20105:0:Z4246759137;201:20108:5:Z3715399711;
Cc1cc2c(Cl)cccc2[nH]1,74,201:20102:5:Z4119055208;201:20106:9:Z4111887766;201:20109:3:Z4113091619;
Fc1cccn2cnnc12,114,201:20102:5:Z4296280465;201:20103:4:Z4294829187;201:20104:4:Z4293221610;
O=c1nc[nH]c2cc(F)ccc12,35,201:20102:5:Z1692525730;201:20102:7:Z1692588843;201:20105:5:Z1692587420;
ClC1=CCOCC1,75,201:20102:6:Z4294440555;201:20103:2:Z4286769011;201:20104:2:Z4286315445;
Cc1cc(=O)c2ccccc2o1,6,201:20102:6:Z3340023668;201:20136:1:Z3340023449;201:20161:6:Z26292394;
Clc1ccc2c(c1Cl)OCC2,135,201:20102:6:Z1274860147;201:20102:6:Z3101794208;201:20106:1:Z1652840761;
NC1CC2(C1)NCCN1CCCC12,75,201:20102:6:Z3040122532;201:20102:8:Z4055233857;201:20104:6:Z4421258252;
c1ccc2c(c1)CC1CCC2C1,38,201:20102:6:Z4192627750;201:20105:6:Z4155953817;201:20107:9:Z4256912943;
CC1(C)NCCCC1O,13,201:20102:6:Z4451686306;201:20107:4:Z4451687395;201:20109:7:Z4451688103;
O=c1[nH]ncn2c1cc1sccc12,129,201:20102:6:Z3196746874;201:20102:9:Z3201457440;201:20103:0:Z3186996107;
Cc1cc2c(N)ncnc2o1,55,201:20102:6:Z1770470443;201:20108:2:Z1770109160;201:20108:4:Z4919313381;
c1nc2n(n1)CCC2,57,201:20102:6:Z2834200815;201:20102:6:Z2834784463;201:20102:7:Z2833183471;
O=C1NCCCc2ncsc21,60,201:20102:6:Z3708988924;201:20104:8:Z3708994120;201:20107:4:Z3709001607;
Cc1ccc(C)c(Cl)c1,107,201:20102:6:Z1952334381;201:20103:1:Z3606655817;201:20103:1:Z1952754988;
CC1NCC1O,43,201:20102:6:Z4771737958;201:20104:6:Z4142508498;201:20108:7:Z4142505296;
O=c1[nH]cnc2c1sc1ncccc12,9,201:20102:6:Z2851104017;201:20115:4:Z2851105387;201:20117:7:Z2851104753;
Cc1cc2cncnc2cc1C,79,201:20102:6:Z2861691025;201:20103:9:Z1739473312;201:20105:6:Z1702864408;
CC1CNCC(C)C1=O,50,201:20102:6:Z4051683322;201:20104:7:Z4051686577;201:20105:1:Z4051681401;
Nc1ccnc2c1CNCC2,30,201:20102:6:Z2771624099;201:20105:4:Z4003468722;201:20106:3:Z2951966573;
Nc1nc[nH]c(=O)n1,5,201:20102:6:Z4261157373;201:20170:1:Z4269546554;201:20187:1:Z4260464318;
Cc1cc2[nH]ncc2c(=O)n1C,44,201:20102:6:Z4304032952;201:20103:8:Z4304032958;201:20111:2:Z2911873295;
C1CC2CCCC(C1)NC2,40,201:20102:6:Z4423228514;201:20104:5:Z4418544118;201:20105:4:Z4418486204;
O=C1NCNC12CCCC2,39,201:20102:6:Z1347340271;201:20110:7:Z2788090657;201:20114:2:Z1325719917;
Cn1cc(Cl)nc1F,46,201:20102:6:Z4255619816;201:20104:2:Z4255627628;201:20106:3:Z4255618884;
Cc1ccc(Cl)c2c1CCCN2,26,201:20102:6:Z2279984800;201:20108:9:Z2326096560;201:20112:4:Z2326095900;
Cc1cc(Cl)ccc1Cl,36,201:20102:6:Z1505040521;201:20105:6:Z2150950317;201:20107:3:Z2292806729;
O=S1(=O)CCc2ccsc2C1,23,201:20102:6:Z317750654;201:20113:1:Z2315040038;201:20117:3:Z1118630742;
CC1(C)COCC(=O)N1,48,201:20102:6:Z4399430810;201:20104:3:Z4399425282;201:20104:9:Z4399423915;
O=c1nco[nH]1,25,201:20102:6:Z2169548725;201:20104:0:Z2034616068;201:20104:6:Z2169548328;
Oc1cc(Cl)cc(Cl)c1,65,201:20102:6:Z1730335153;201:20105:8:Z1331917420;201:20108:3:Z1356695803;
O=C1NC2CCNCC2N1,83,201:20102:6:Z2773188914;201:20103:4:Z3108430317;201:20103:8:Z3365228972;
Cc1cccc2ncsc12,27,201:20102:6:Z3686245176;201:20102:6:Z3686275266;201:20104:5:Z1957846694;
CC1(C)OC(C)(C)C1O,68,201:20102:6:Z4328373054;201:20106:9:Z4328768922;201:20112:1:Z4328406344;
Oc1noc2c1CCNC2,136,201:20102:6:Z4771577708;201:20102:7:Z4262327016;201:20103:5:Z4252336138;
Nc1ncc2[nH]cnc2n1,51,201:20102:6:Z1675254885;201:20103:4:Z2218202242;201:20105:9:Z1675271751;
Cc1ncc(C)c(C)n1,36,201:20102:7:Z1439570156;201:20105:6:Z1425911005;201:20105:7:Z1425892047;
Cc1cc(F)c2c(c1)CCNC2,110,201:20102:7:Z3060361551;201:20103:3:Z3175774674;201:20104:7:Z3060361557;
CC1CNCc2cccn21,96,201:20102:7:Z4091904899;201:20102:7:Z4268807334;201:20103:3:Z4268811136;
Cc1nn(C)c2nccc(Cl)c12,33,201:20102:7:Z2968351755;201:20104:5:Z2972698767;201:20106:4:Z2970167340;
CC1=CCCC1,59,201:20102:7:Z1482256105;201:20102:8:Z1481348033;201:20102:9:Z1481903380;
CC1CC(C)(C)c2ccccc2N1,34,201:20102:7:Z1885055319;201:20105:5:Z1627688691;201:20114:7:Z4394432440;
CC12CCCCC1Nc1ccccc12,19,201:20102:7:Z3619613754;201:20104:7:Z3092241994;201:20111:2:Z3187070759;
Cc1c(Cl)ccc2ccoc12,54,201:20102:7:Z4085027098;201:20103:0:Z2874966167;201:20105:3:Z4907605727;
Oc1ccc2cccnc2c1,81,201:20102:7:Z3713733467;201:20103:2:Z3185371592;201:20104:2:Z5035389508;
NC1CCNc2ccc(Cl)cc21,40,201:20102:7:Z4215878451;201:20104:8:Z4215882884;201:20112:2:Z4204525055;
Clc1ccc2cncn2c1,103,201:20102:7:Z4086939783;201:20105:3:Z2473737348;201:20106:3:Z2474384643;
Cc1cnc2c(c(C)nn2C)c1Cl,28,201:20102:7:Z2850052287;201:20102:8:Z2851312503;201:20102:9:Z3078756116;
Clc1cc2cncnc2[nH]1,23,201:20102:7:Z2769655078;201:20109:5:Z2769671833;201:20111:8:Z2769432100;
OC12CCCC(CCC1)C2,131,201:20102:7:Z3647448114;201:20108:0:Z4258377276;201:20108:3:Z3647430472;
CC1(C)CCC(F)C1,6,201:20102:7:Z3180240587;201:20104:9:Z3360479687;201:20127:6:Z3180239815;
CC1(C)C2CCCC21,153,201:20102:7:Z3085942303;201:20102:7:Z3143031614;201:20102:7:Z3143013649;
O=C1CN=CN1,32,201:20102:7:Z3437491811;201:20105:8:Z2455594249;201:20111:7:Z606245050;
C1COC2(CC2)CN1,141,201:20102:7:Z3855920958;201:20102:7:Z3855921682;201:20103:3:Z3855931300;
Cc1cc(C)nc(N)c1,53,201:20102:7:Z3599671871;201:20105:4:Z3599683873;201:20105:5:Z3599686727;
c1cnc2c(c1)ccc1cc[nH]c12,37,201:20102:7:Z3844434750;201:20106:7:Z4083876082;201:20108:8:Z4093709013;
CN1CC2CCCN2C1=O,80,201:20102:7:Z2595267528;201:20102:9:Z2595265787;201:20103:4:Z4147694921;
C1CC2C3CCC(C3)C2C1,55,201:20102:7:Z3278018465;201:20104:1:Z1368019168;201:20104:5:Z539984646;
CC1CC(C)(C)CN1,78,201:20102:7:Z2350237783;201:20103:1:Z2350236116;201:20104:4:Z3201170807;
Fc1ccc2[nH]ncc2c1,143,201:20102:7:Z3354647639;201:20102:9:Z4097833811;201:20103:0:Z3367203511;
CN1CNC2(CCOCC2)C1=O,4,201:20102:7:Z2863989834;201:20104:3:Z2863990915;201:20105:4:Z2863991170;
CC1(C)CC2CCC1C2,44,201:20102:8:Z3194180364;201:20107:3:Z3052381078;201:20110:0:Z3782848056;
c1cc2n(n1)CC1(CC1)C2,118,201:20102:8:Z4575103277;201:20104:1:Z4353402710;201:20104:2:Z3665997661;
Fc1cc[nH]c1,63,201:20102:8:Z2220336074;201:20104:5:Z2804689087;201:20105:9:Z2220331957;
Oc1ncnc2ncccc12,30,201:20102:8:Z3346941768;201:20110:7:Z4230438206;201:20111:1:Z4222931649;
C1CCC2(CC1)CSC2,10,201:20102:8:Z3359095596;201:20102:8:Z3358982600;201:20119:9:Z3359497973;
O=C1CCn2ncnc2N1,108,201:20102:8:Z3177333473;201:20104:3:Z3177334704;201:20104:4:Z3414384581;
CC12CCC(O)C(C1)NC2,110,201:20102:8:Z3591627478;201:20103:3:Z3593684679;201:20104:3:Z4139333593;
Cc1cccc2scc(Cl)c12,49,201:20102:8:Z1654979444;201:20105:4:Z281042438;201:20107:7:Z1889664730;
CC1CCCCCCN1,24,201:20102:8:Z4012085915;201:20104:5:Z3996403073;201:20110:3:Z3996784098;
FC1(F)CNC1,60,201:20102:8:Z4507000407;201:20104:6:Z1633435310;201:20107:2:Z3185120730;
OC1CCNOC1,32,201:20102:8:Z4250172916;201:20104:4:Z4250123940;201:20107:6:Z4250151818;
O=c1ccn2ccnc2[nH]1,5,201:20102:8:Z3340058990;201:20116:8:Z3800230358;201:20141:1:Z3340059744;
Cc1cnn2ccc(Cl)nc12,38,201:20102:8:Z3558162663;201:20105:8:Z3558083508;201:20108:8:Z3557570757;
NC1CNCCOC1,71,201:20102:8:Z2873132454;201:20105:0:Z2776842199;201:20107:3:Z2784301069;
NC1CC2CC12,35,201:20102:8:Z4057069573;201:20105:8:Z4057550919;201:20105:8:Z4057550881;
Cc1cc(N)ncn1,24,201:20102:8:Z2967614513;201:20104:1:Z2971116237;201:20112:2:Z2972453721;
c1cc2c(cn1)CCO2,35,201:20102:8:Z3899246256;201:20103:3:Z3899247352;201:20105:9:Z3799982956;
c1ccc2c(c1)[nH]c1ncnnc12,19,201:20102:8:Z2273991879;201:20103:6:Z325249506;201:20103:8:Z2112699237;
C1CC2(CCO2)CN1,37,201:20102:8:Z4264460867;201:20107:7:Z4266089159;201:20109:0:Z4263428113;
c1cc2c(s1)CCCN2,118,201:20102:8:Z5059560476;201:20105:5:Z5045625656;201:20105:6:Z5060079351;
O=c1ccc2ccncc2[nH]1,59,201:20102:8:Z3558186013;201:20102:9:Z3558642603;201:20103:5:Z3556515885;
c1ccc2nc3c(cc2c1)COCC3,26,201:20102:8:Z4362308253;201:20106:0:Z4362308945;201:20108:7:Z4362308741;
Oc1ccc2c(c1)CCCN2,51,201:20102:8:Z4352997982;201:20107:5:Z4352997156;201:20110:0:Z4352990493;
O=c1[nH]cnc2cc(F)c(F)cc12,32,201:20102:8:Z1654779591;201:20103:5:Z1207173182;201:20104:3:Z1672736203;
Fc1ccc2c(c1)CCC1(CCCC1)O2,123,201:20102:8:Z5048416609;201:20102:8:Z3573459908;201:20103:4:Z4643169809;
Cn1c2ccccc2n2cnnc12,26,201:20102:8:Z2067907595;201:20109:7:Z4236290600;201:20112:3:Z4444670300;
CC1NC(C)C2CCCCC12,30,201:20102:8:Z4466900246;201:20105:7:Z4478950631;201:20107:5:Z4478950584;
Cc1cc(=O)nc(C)[nH]1,7,201:20102:8:Z167199064;201:20109:2:Z167129472;201:20115:4:Z167471822;
Cc1cc(C)c2ncccc2c1,102,201:20102:8:Z4220889920;201:20103:7:Z2077359522;201:20103:7:Z2718358796;
Clc1ccc2c(c1)OCC2,30,201:20102:8:Z1896421317;201:20109:6:Z4885094686;201:20118:4:Z1896415395;
Oc1cccnn1,100,201:20102:8:Z4479404401;201:20104:1:Z4479404490;201:20104:6:Z3600328601;
CC1(C)CCCC1=O,57,201:20102:8:Z2343227121;201:20102:9:Z2346658596;201:20104:1:Z2346609771;
Oc1ccnc2c(F)ccc(F)c12,61,201:20102:8:Z2456397055;201:20103:1:Z2456517070;201:20105:2:Z4907449447;
CC1(C)Cc2ccc(Cl)cc2O1,98,201:20102:9:Z3594429906;201:20103:3:Z2623636843;201:20105:0:Z1971556473;
Cn1cnc2c(Cl)cccc21,78,201:20102:9:Z1698217027;201:20103:3:Z1703951159;201:20103:9:Z1698216755;
Clc1ccc2nccc(Cl)c2c1,4,201:20102:9:Z1641609896;201:20154:3:Z2318464016;201:20161:4:Z2318477443;
c1ncc2c(n1)CCCS2,22,201:20102:9:Z3560583160;201:20105:8:Z3557611279;201:20113:2:Z3555963447;
CC12CC(C1)C1(CCNCC1)O2,31,201:20102:9:Z3596780123;201:20103:3:Z3832687824;201:20108:4:Z4401413262;
Cc1cnc2c(c1)NCCO2,173,201:20102:9:Z1884019648;201:20103:9:Z1884035821;201:20105:0:Z4113068126;
Nc1cnn2c1NCCC2,32,201:20102:9:Z4421239256;201:20108:8:Z4421229040;201:20110:9:Z4421227734;
NC1CC2CNCC12,30,201:20102:9:Z3829838851;201:20103:6:Z3797518326;201:20104:1:Z3797520660;
Cc1nc(O)c2ccccc2n1,31,201:20102:9:Z4590308293;201:20120:1:Z4271571108;201:20125:1:Z4271571091;
CC1NC(C)c2ccccc21,62,201:20102:9:Z3803796218;201:20105:2:Z4094932658;201:20105:6:Z4773628317;
Oc1cnccc1Cl,68,201:20102:9:Z1688561127;201:20103:8:Z4768500595;201:20107:3:Z2882285130;
Clc1ncc2[nH]cnc2n1,31,201:20102:9:Z3832068722;201:20102:9:Z4027371891;201:20103:0:Z2970880925;
Cc1ccc2ocnc2n1,17,201:20102:9:Z2042179850;201:20104:4:Z1651261105;201:20109:6:Z1651269898;
c1[nH]cc2c1CCCC2,77,201:20102:9:Z3702597833;201:20104:9:Z3552416524;201:20104:9:Z3545530717;
CC1CC(C)C1,95,201:20102:9:Z5050218584;201:20103:5:Z3048840114;201:20103:8:Z3438588602;
O=C1CCCc2c[nH]nc21,6,201:20102:9:Z2898237556;201:20127:6:Z2898237552;201:20127:6:Z2898240219;
Cc1cc(F)cc2c1S(=O)(=O)NC2=O,41,201:20102:9:Z2095636495;201:20103:9:Z2095640914;201:20105:9:Z2095647629;
Cc1c(F)cc(F)cc1Cl,82,201:20102:9:Z3694387335;201:20104:2:Z1538660042;201:20104:9:Z2622220063;
Clc1ccnn2ccnc12,36,201:20102:9:Z4226946582;201:20105:3:Z4228435245;201:20105:8:Z4232785919;
NC1CCC12CCC2,133,201:20102:9:Z4387168619;201:20103:1:Z4421630403;201:20103:2:Z4910317812;
O=C1NS(=O)(=O)N2CCCCC12,24,201:20102:9:Z3343621677;201:20105:7:Z4917145137;201:20107:0:Z4917142897;
CC1=CC(C)(C)CCC1,19,201:20102:9:Z4998727675;201:20104:7:Z4999259520;201:20105:9:Z4998878700;
C1CSC2COCCC2N1,134,201:20102:9:Z4395454623;201:20103:2:Z1454100647;201:20104:3:Z1449286076;
Cc1cc2c(o1)CC(C)(C)CC2,129,201:20102:9:Z572560468;201:20103:5:Z2189292449;201:20104:9:Z1545160902;
Cc1cncc(Cl)c1,71,201:20102:9:Z4333686365;201:20103:0:Z3617361756;201:20104:0:Z3294611402;
CC1C2CNCC12,65,201:20102:9:Z4329544362;201:20103:5:Z4316688686;201:20106:2:Z4329527695;
Nc1nc(Cl)nc2[nH]cnc12,4,201:20103:0:Z3500113229;201:20178:2:Z4918758724;201:20189:4:Z3500113595;
CC1NCCCC1(C)C,40,201:20103:0:Z3764344775;201:20109:7:Z3615672716;201:20109:8:Z4769890914;
Cn1cnc2sc3c(c2c1=O)CCC3,18,201:20103:0:Z4458408554;201:20110:0:Z650802912;201:20114:9:Z650803110;
CC1NC(C)C(C)N(C)C1=O,81,201:20103:0:Z2852255399;201:20103:0:Z2836520066;201:20103:2:Z2873612225;
Oc1cncc2ccccc12,78,201:20103:0:Z4055808888;201:20104:7:Z2640266573;201:20107:9:Z2641016048;
Fc1ccc2cncnc2c1F,40,201:20103:0:Z3647963436;201:20103:2:Z3648582750;201:20105:0:Z3648502936;
C1CNCC2(C1)CCN2,117,201:20103:0:Z2448995552;201:20107:3:Z2179915319;201:20107:6:Z4541031890;
Clc1cc2c(s1)CCNC2,86,201:20103:0:Z2454138156;201:20103:5:Z2437263754;201:20103:6:Z2454137192;
O=c1cc[nH]c2cc(F)ccc12,18,201:20103:0:Z1981562845;201:20103:7:Z2832917139;201:20104:7:Z4035393746;
O=C1COC2(CCNC2)CN1,97,201:20103:0:Z3365150346;201:20103:3:Z2852517572;201:20103:3:Z4100735408;
CC1CCC(C)(C)CN1,38,201:20103:0:Z4141829667;201:20108:1:Z4770760979;201:20112:5:Z3916520652;
Clc1cnc2occc2c1,41,201:20103:0:Z2263169830;201:20104:3:Z3808441039;201:20105:7:Z2263044203;
CN1CCNc2cc(F)ccc21,160,201:20103:0:Z1635379634;201:20103:6:Z1315662411;201:20105:0:Z4147280740;
N=S1(=O)CCC1,19,201:20103:0:Z4598562597;201:20114:1:Z4598558428;201:20115:5:Z4598561916;
O=C1NC2CC(N1)c1cccc(F)c1O2,6,201:20103:0:Z4414624698;201:20120:1:Z4414624368;201:20120:1:Z4414624325;
Clc1ncc[nH]1,30,201:20103:0:Z3554885679;201:20104:0:Z3579546464;201:20105:6:Z3702368661;
Cc1ccnc2[nH]ccc12,95,201:20103:0:Z3695641012;201:20104:3:Z3695641132;201:20104:5:Z3368161814;
Cn1nc2ccccc2n1,80,201:20103:0:Z3472608330;201:20103:6:Z4171827653;201:20105:1:Z3475510888;
Cc1n[nH]c2ncncc12,46,201:20103:0:Z3556373270;201:20103:7:Z3556939258;201:20105:2:Z3559722000;
Fc1ccc2c(Cl)ccnc2c1F,7,201:20103:0:Z2874148677;201:20114:1:Z4384735451;201:20118:4:Z2874150148;
CC1CNCO1,102,201:20103:0:Z4378909441;201:20103:0:Z4378816737;201:20103:0:Z4378908456;
CN1CCC=N1,20,201:20103:0:Z4468688502;201:20103:7:Z4468700151;201:20105:8:Z4468697451;
CC1CN(C)CC(C)N1,44,201:20103:0:Z4331335101;201:20104:5:Z3608666130;201:20106:1:Z3608659066;
Clc1ccc(Cl)c2c1CCCC2,17,201:20103:0:Z4487636701;201:20104:3:Z4470685892;201:20106:4:Z4424453234;
Oc1ccc2c(c1)CNCCN2,12,201:20103:1:Z2601812682;201:20109:8:Z5035662104;201:20127:6:Z4044133310;
Cc1ccsc1Cl,75,201:20103:1:Z1829284821;201:20107:3:Z1829151540;201:20107:6:Z1829199321;
Fc1cc(Cl)cc2c1CNCC2,80,201:20103:1:Z3141263451;201:20107:1:Z3095736381;201:20108:1:Z3176073283;
C1CNCC2(C1)OCC1CC12,95,201:20103:1:Z3405332365;201:20103:4:Z3404838136;201:20103:8:Z3624317830;
Nc1cnc(Cl)c(O)n1,26,201:20103:1:Z1558449553;201:20103:9:Z1558422324;201:20118:4:Z1558453025;
c1c2c(nc3c1CCC3)CCCC2,13,201:20103:1:Z3774440180;201:20109:3:Z1123869315;201:20112:9:Z371310370;
O=c1[nH]cc(F)c(=O)[nH]1,51,201:20103:1:Z4493128694;201:20104:6:Z4484227028;201:20104:6:Z4484866121;
Clc1cc(Cl)c2nncn2c1,12,201:20103:1:Z214926930;201:20136:5:Z666109216;201:20137:4:Z21779569;
O=C1CCNc2ccc(O)cc21,37,201:20103:1:Z2914323280;201:20103:8:Z3555039243;201:20103:8:Z2914321450;
Cn1cnc2sccc2c1=O,89,201:20103:1:Z24330149;201:20104:1:Z2850703903;201:20104:2:Z356346398;
NC12CCC(CC1)C2,63,201:20103:1:Z4055933942;201:20106:1:Z3100754132;201:20106:5:Z3101787906;
O=C1NC2CC(N1)c1ccc(O)cc1O2,7,201:20103:1:Z4212862685;201:20133:6:Z3547939032;201:20133:6:Z3547942032;
Oc1ccnc2ccc(Cl)cc12,32,201:20103:1:Z4129288981;201:20103:7:Z4127771158;201:20104:1:Z4127920156;
Nc1ccnc(O)c1Cl,23,201:20103:1:Z4287955269;201:20105:7:Z4294079014;201:20114:3:Z4286958099;
C=C1CCCC1,4,201:20103:1:Z1683685479;201:20104:6:Z4223505952;201:20106:0:Z1684964112;
Fc1cc(F)c2occc2c1,66,201:20103:1:Z4247846711;201:20103:8:Z3298093959;201:20104:5:Z3353881813;
Nc1ccc2c(n1)CCC2,90,201:20103:1:Z4122178972;201:20104:1:Z4088135962;201:20104:2:Z4122635425;
O=S1(=O)CC2CCCC(C2)C1,28,201:20103:1:Z4253506535;201:20104:0:Z4251483518;201:20104:1:Z4253562624;
C1CC2CSCC1N2,70,201:20103:1:Z3322671437;201:20103:9:Z3609521326;201:20104:3:Z3435022198;
O=c1cncc(Cl)[nH]1,6,201:20103:1:Z2613797213;201:20110:2:Z2613796683;201:20171:8:Z2613798075;
CN1CCCC(F)(F)C1,22,201:20103:1:Z3874819752;201:20109:1:Z3874820621;201:20131:2:Z3874823506;
O=C1CNc2ccncc2N1,102,201:20103:1:Z1303048237;201:20103:9:Z1303048584;201:20105:4:Z2453596510;
Clc1ncc2c(n1)OCC2,21,201:20103:1:Z4641479075;201:20104:4:Z4641323231;201:20107:7:Z4641683526;
Cc1cc(N)sn1,35,201:20103:1:Z4255517838;201:20104:8:Z3671746682;201:20104:8:Z3672652424;
c1ccc2c(c1)CCSCC2,14,201:20103:1:Z2794402754;201:20106:1:Z1442205298;201:20113:0:Z1583152904;
Cn1c(=O)[nH]c2ncncc2c1=O,11,201:20103:1:Z153609852;201:20110:2:Z2273112409;201:20114:6:Z1313292247;
Cc1cc(C)c2ccncc2c1C,7,201:20103:1:Z4576309560;201:20104:6:Z5061151987;201:20109:1:Z3557615221;
Cc1cc(C)n2nc3ncccc3c2n1,51,201:20103:1:Z2927164221;201:20105:9:Z2072764309;201:20106:5:Z2080191705;
CC1(O)CNC1,54,201:20103:1:Z4771715026;201:20103:1:Z4771716182;201:20106:6:Z4771715422;
O=C1CCCc2ncsc21,92,201:20103:1:Z1085692052;201:20105:2:Z2703056485;201:20105:2:Z1962314225;
c1ccc2c(c1)sc1ccsc12,15,201:20103:2:Z368077826;201:20110:4:Z2720290495;201:20114:2:Z1522321022;
Cc1ccc2ocnc2c1,44,201:20103:2:Z2961735428;201:20105:7:Z3176169900;201:20112:6:Z1198307800;
Cc1c(C)c2c(c(C)c1O)CCC(C)O2,45,201:20103:2:Z2959601917;201:20103:7:Z2958212957;201:20105:1:Z2952703204;
CC1CCn2cnnc21,2,201:20103:2:Z3788936233;201:20126:9:Z3788936332;
O=S1(=O)CCN2CCNCC2C1,164,201:20103:2:Z2640832164;201:20103:2:Z2640830497;201:20103:5:Z2640833227;
O=S1(=O)CCNc2sccc21,59,201:20103:2:Z4264244182;201:20105:7:Z4264297496;201:20106:8:Z4264277955;
Cc1nccc(Cl)n1,64,201:20103:2:Z1272548404;201:20106:6:Z2179282195;201:20107:4:Z4185317340;
FC1CC2CC12,66,201:20103:2:Z3578047018;201:20104:5:Z4638263214;201:20104:7:Z3475264937;
C1CC2CCNCC2C1,62,201:20103:2:Z4474755047;201:20103:4:Z4474764666;201:20107:2:Z4437159403;
CC1(C)CCC(C)(C)c2ccccc21,37,201:20103:2:Z1182457549;201:20106:2:Z1344693702;201:20110:6:Z1182494175;
NC1CCC2CCNC12,38,201:20103:2:Z3889433452;201:20105:2:Z3889426920;201:20105:8:Z3889428628;
Cc1n[nH]c(Cl)n1,2,201:20103:2:Z2919001838;201:20139:3:Z2919007677;
Cc1coc2c1CCCC2,27,201:20103:2:Z2863417425;201:20106:0:Z1895941442;201:20109:3:Z1896138596;
CC1(C)CNc2ccccc2C1,81,201:20103:2:Z4127870650;201:20104:1:Z2201002423;201:20106:7:Z4050483181;
CC1=CC=Nc2ccccc2N1,11,201:20103:2:Z1785817341;201:20130:3:Z1316840519;201:20135:3:Z1389276250;
