fragment_smiles,occurences,example_ligands
C1CCOCC1,188658,195:19500:0:Z3616815101;195:19500:0:Z3983470965;195:19500:0:Z3983469131;
C1CCN2CCNCC2C1,419,195:19500:0:Z4582607306;195:19500:4:Z1132813769;195:19500:6:Z4381230619;
Cn1cnc2c1CCCC2,1260,195:19500:0:Z3610274636;195:19500:1:Z3610272930;195:19500:1:Z3655538758;
CC1(C)CCc2ccccc2C1,96,195:19500:0:Z2164614870;195:19501:7:Z4013686106;195:19503:1:Z1503693887;
CC1(C)CC1(F)F,388,195:19500:0:Z2600302680;195:19500:2:Z2620195321;195:19500:2:Z2646861619;
OC1CCCC1F,106,195:19500:0:Z4165198784;195:19500:2:Z4088857739;195:19502:0:Z4083883331;
FC1(F)C2CCCC21,1578,195:19500:0:Z2603234923;195:19500:0:Z4071422104;195:19500:1:Z2643718893;
Cc1cc2scnc2s1,46,195:19500:0:Z1772631137;195:19503:9:Z2003737311;195:19508:7:Z1919008757;
C1OC2CNC1C2,698,195:19500:0:Z4136633789;195:19500:1:Z3619822879;195:19500:3:Z4136633777;
FC1CCC1,7813,195:19500:0:Z4267859688;195:19500:0:Z4267859520;195:19500:0:Z2842537765;
C1CC2(CN1)OCCO2,1183,195:19500:0:Z1262886445;195:19500:0:Z3697261862;195:19500:0:Z4212411224;
CC1CN(C)CCO1,499,195:19500:0:Z2801282410;195:19500:7:Z3614134137;195:19500:7:Z2630884102;
C1=CC2CCC(C1)N2,618,195:19500:0:Z3521188289;195:19500:1:Z3548462784;195:19500:1:Z2869855616;
Oc1ccc2ccccc2n1,1054,195:19500:0:Z4304509654;195:19500:1:Z4195465388;195:19500:2:Z4195380409;
c1[nH]nc2c1CCCC2,3377,195:19500:0:Z4254460232;195:19500:0:Z4962626203;195:19500:1:Z4962203990;
OC1CCC12CCNCC2,1562,195:19500:0:Z4254460232;195:19500:3:Z4272822085;195:19500:3:Z4272880321;
Cc1n[nH]c2c1CCCC2,674,195:19500:0:Z3787988216;195:19500:2:Z3842464814;195:19500:3:Z4231153665;
Cc1nnn[nH]1,3032,195:19500:0:Z2946889162;195:19500:0:Z1926913322;195:19500:0:Z1027970192;
Fc1ccc2c(c1)COCO2,1583,195:19500:0:Z1683880038;195:19500:1:Z4477061470;195:19500:1:Z2603070920;
Cc1c[nH]c(=O)[nH]1,1409,195:19500:0:Z3633329540;195:19500:0:Z1824831618;195:19500:0:Z3723153141;
C1COCC2(CCOCC2)N1,125,195:19500:0:Z3633329540;195:19500:3:Z3633328482;195:19500:7:Z3633324129;
Nc1cnccn1,524,195:19500:0:Z1240381073;195:19500:1:Z3720196016;195:19500:4:Z3720824087;
Cc1n[nH]c(C)c1C,416,195:19500:0:Z3551647832;195:19500:0:Z3540105344;195:19500:3:Z3405200819;
Cc1ccc(C)o1,3223,195:19500:0:Z743174554;195:19500:1:Z1601574095;195:19500:1:Z1206422489;
O=C1N=CN2CCCC12,56,195:19500:0:Z4336753158;195:19502:1:Z4336748459;195:19504:0:Z4336756919;
O=c1[nH]cnc2ccsc12,1525,195:19500:0:Z3294719299;195:19500:1:Z4148089802;195:19500:1:Z3340511497;
O=c1c2c(nc3nc[nH]n13)CCC2,18,195:19500:0:Z3340006612;195:19502:4:Z3340008181;195:19507:6:Z3340006518;
Cc1nc2n(n1)CCCC2,939,195:19500:0:Z2455873887;195:19500:0:Z1055912774;195:19500:1:Z3187202813;
Oc1ccnc2c(F)ccc(F)c12,73,195:19500:0:Z2455873887;195:19500:8:Z3205993281;195:19502:9:Z2455688620;
Cc1n[nH]cc1Cl,207,195:19500:0:Z3364257706;195:19500:2:Z5058561710;195:19501:5:Z3496361288;
O=C1CNCN1,2232,195:19500:0:Z1931014372;195:19500:0:Z3176027540;195:19500:0:Z3408669049;
CC1OCCO1,3675,195:19500:0:Z4265237607;195:19500:0:Z4303456441;195:19500:0:Z3177612382;
Cn1ccc(=O)cc1,556,195:19500:0:Z1739445797;195:19500:1:Z3352794208;195:19500:6:Z3350304800;
CC1(C)CCc2ccccc21,358,195:19500:0:Z4654748416;195:19500:1:Z4524800829;195:19500:3:Z4578512736;
c1cn2c(n1)NCCC2,628,195:19500:0:Z4654748416;195:19500:0:Z4362762377;195:19500:3:Z5039784848;
Cc1c[nH]c(C)c1,2483,195:19500:0:Z2716843499;195:19500:0:Z4643396047;195:19500:0:Z2485417749;
O=c1ccocc1,1165,195:19500:0:Z2225374002;195:19500:0:Z1987149986;195:19500:1:Z3612335058;
NC1CCC1,2586,195:19500:0:Z3551055715;195:19500:0:Z4057072597;195:19500:0:Z2442526264;
O=S1(=O)CCCc2cc(Cl)ccc21,161,195:19500:0:Z1441145024;195:19500:1:Z1495065560;195:19500:5:Z1417228506;
c1ncc2scnc2n1,238,195:19500:0:Z4867371597;195:19500:0:Z3828811019;195:19500:0:Z3830175829;
O=c1[nH]cnc2sccc12,2076,195:19500:0:Z3470083753;195:19500:0:Z1560807946;195:19500:1:Z3643073008;
CC1CCC(=O)N1,1839,195:19500:0:Z4174760760;195:19500:0:Z4057170158;195:19500:1:Z4081151558;
c1nnc2n1CCCCC2,4358,195:19500:0:Z932648104;195:19500:1:Z2874410703;195:19500:1:Z5053507313;
CC1(N)CCCCC1,174,195:19500:0:Z2437433803;195:19500:1:Z3350447666;195:19501:3:Z3634784249;
CC1CCCC(C)N1,2303,195:19500:0:Z3608096796;195:19500:1:Z1152277436;195:19500:1:Z2477067077;
CC1(C)CNC2CCCC21,78,195:19500:0:Z3582849198;195:19503:6:Z2972875599;195:19504:6:Z2966544149;
c1ccc2c(c1)CCOC21CCNCC1,240,195:19500:0:Z2312765258;195:19500:4:Z2294081325;195:19501:3:Z3356495843;
Nc1ccncn1,2649,195:19500:0:Z3079145580;195:19500:1:Z2193971269;195:19500:1:Z2126495201;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,961,195:19500:0:Z5053487830;195:19500:0:Z3651110227;195:19500:2:Z2972731622;
CC1(C)CCCC(C)(C)O1,984,195:19500:0:Z3078679501;195:19500:0:Z3093807890;195:19500:1:Z4600378155;
Cc1ccn2cnnc2c1,500,195:19500:0:Z1767421121;195:19500:1:Z1784217450;195:19500:2:Z4448274332;
Cc1ccc2ccoc2c1,618,195:19500:0:Z3701284120;195:19500:1:Z1334967132;195:19500:1:Z2394638253;
C1CNCCOC1,12003,195:19500:0:Z3701284120;195:19500:0:Z2347838374;195:19500:0:Z3626654941;
C1CC2CNCC2N1,1085,195:19500:0:Z4347265196;195:19500:0:Z4116218300;195:19500:0:Z4116207743;
Fc1cccn2nccc12,33,195:19500:0:Z4365811761;195:19502:7:Z4365810256;195:19503:6:Z4365810436;
CC1CC(C)C(C)O1,325,195:19500:0:Z4365811761;195:19500:2:Z2700986858;195:19500:5:Z2710693998;
Cc1ccc2c(C)n[nH]c2n1,585,195:19500:0:Z1155256414;195:19500:1:Z2804248375;195:19500:2:Z4005534044;
CC1COC2(CCCC2)CN1,243,195:19500:0:Z3086295335;195:19500:0:Z2601704719;195:19500:1:Z2646938096;
Cn1cnc2cnccc21,657,195:19500:0:Z2625721985;195:19500:3:Z2636147008;195:19500:5:Z2767520713;
C1CNC2(C1)CCCOC2,296,195:19500:0:Z2949371387;195:19500:4:Z3633191290;195:19500:4:Z3622388679;
CC1CCN1,1121,195:19500:0:Z4773641388;195:19500:1:Z3606377008;195:19500:2:Z3680118294;
c1ncc2nc[nH]c2n1,22513,195:19500:0:Z4773641388;195:19500:0:Z4773620267;195:19500:0:Z4769263255;
C1CC2NCC2CN1,445,195:19500:0:Z4830710449;195:19500:2:Z4862371106;195:19500:3:Z4869807545;
Cc1nn(C)c2[nH]ncc12,133,195:19500:0:Z2107178943;195:19500:2:Z2712047974;195:19501:0:Z1420330439;
Cc1cc(C)c(C)cc1C,464,195:19500:0:Z1429695985;195:19500:2:Z614427246;195:19500:2:Z1429696037;
Clc1cncnc1,3445,195:19500:0:Z1474606948;195:19500:0:Z2476341712;195:19500:0:Z1433321830;
Clc1cccc2cn[nH]c12,108,195:19500:0:Z1474606948;195:19500:1:Z1833676574;195:19500:8:Z1470657637;
CC1(C)CN=CS1,239,195:19500:0:Z4418612975;195:19500:1:Z3475174445;195:19501:5:Z4349081833;
Fc1cccc2c1SCCC2,239,195:19500:0:Z2946736136;195:19500:1:Z3833945007;195:19500:4:Z1873967432;
O=C1NCC2CNCCC12,262,195:19500:0:Z3781988299;195:19501:0:Z3007485872;195:19501:3:Z3009219152;
c1csnn1,2331,195:19500:0:Z4946723197;195:19500:0:Z854773488;195:19500:1:Z1277445339;
Cc1ccc2ccccc2n1,2909,195:19500:0:Z1594074789;195:19500:0:Z4027950228;195:19500:0:Z4248371829;
Fc1ccc2c(c1)CCNC2,1205,195:19500:0:Z5006984780;195:19500:0:Z4612459196;195:19500:1:Z4387953756;
FC1(F)CC12CCCC2,880,195:19500:0:Z3598125181;195:19500:1:Z3579578856;195:19500:1:Z3579578744;
CN1CCOc2ccccc21,1134,195:19500:0:Z2292518904;195:19500:0:Z3079076329;195:19500:1:Z1873449229;
CC1CCNCCS1=O,226,195:19500:0:Z1864101782;195:19501:0:Z1867078669;195:19501:3:Z4559657940;
O=C1C2CCCC1CCC2,338,195:19500:0:Z1739875547;195:19500:6:Z955867162;195:19501:2:Z4359678674;
c1cc2c(nn1)CCNC2,564,195:19500:0:Z4227191279;195:19500:1:Z2623245207;195:19500:2:Z2622636491;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,322,195:19500:0:Z1561274929;195:19500:0:Z1561258221;195:19500:0:Z804008174;
Clc1ccc2c(c1)OCCCC2,189,195:19500:0:Z2206767147;195:19500:1:Z4268189786;195:19500:4:Z1593250745;
c1cc2sccc2cn1,499,195:19500:0:Z2154934370;195:19500:1:Z3647244903;195:19500:2:Z3582871756;
CN1C(=O)NCC12CCNCC2,388,195:19500:0:Z2409480409;195:19500:7:Z3684450072;195:19500:9:Z4113407573;
Fc1cccc2ocnc12,136,195:19500:0:Z2347838374;195:19500:3:Z1900524666;195:19500:7:Z3568082294;
CC1(C)CCCN1,6612,195:19500:0:Z2182967491;195:19500:0:Z3808824439;195:19500:0:Z3158632283;
Cc1ccnnc1C,572,195:19500:0:Z2712949980;195:19500:0:Z3892745166;195:19500:1:Z2233319703;
C1CCC2(CCOCC2)CNC1,284,195:19500:0:Z4023174439;195:19500:5:Z3658924624;195:19500:5:Z3644173400;
C1COCC2(C1)CCN2,167,195:19500:0:Z3187464606;195:19500:5:Z3588685658;195:19500:6:Z3588684341;
Clc1cccc2c1CCNC2,628,195:19500:0:Z4643307283;195:19500:1:Z4523985825;195:19500:2:Z2669269009;
CC1CCc2c(O)cccc2N1,103,195:19500:0:Z4560088402;195:19500:3:Z4598815302;195:19500:4:Z4601783487;
FC=C1CCCNC1,164,195:19500:0:Z4773620267;195:19500:5:Z4278528823;195:19501:3:Z4228513012;
O=C1CCC2(CCNCC2)N1,336,195:19500:0:Z3395644271;195:19500:0:Z3322175414;195:19500:2:Z3592151162;
O=c1cc[nH]c(=O)[nH]1,4376,195:19500:0:Z3395644271;195:19500:2:Z2853459311;195:19500:2:Z4031256733;
Cc1cc(C)c2c(c1)CCCN2,64,195:19500:0:Z4113621523;195:19507:1:Z2474109437;195:19507:5:Z1884898903;
FC1(F)CC12CCC2,4039,195:19500:0:Z3606748558;195:19500:0:Z5035122731;195:19500:0:Z5035123283;
Cc1cnc2ccccc2n1,491,195:19500:0:Z2217709773;195:19500:2:Z17840948;195:19500:3:Z4488167985;
O=C1CCNCCCCCN1,305,195:19500:0:Z2972346509;195:19500:0:Z2967824892;195:19500:6:Z2956560169;
Cn1ncc2c(=O)[nH]cnc21,2337,195:19500:0:Z4999288196;195:19500:1:Z1103235799;195:19500:1:Z1082777260;
c1ccc2c(c1)COC21CCNCC1,224,195:19500:0:Z1855940658;195:19500:1:Z1417819351;195:19500:5:Z1416863936;
c1nc2c(s1)COCC2,1472,195:19500:0:Z3634137588;195:19500:0:Z3174743563;195:19500:2:Z2767545212;
C1CC2OCCNC2CN1,781,195:19500:0:Z3741111514;195:19500:0:Z4234317124;195:19500:2:Z4003627230;
c1ccc2c(c1)NCC1CCC2C1,26,195:19500:0:Z4147343681;195:19500:8:Z4187306780;195:19507:9:Z4147344347;
Oc1cccc2c1CCC2,983,195:19500:0:Z1950672530;195:19500:1:Z1177946207;195:19500:2:Z1865417654;
CC1CNCC1C,1405,195:19500:0:Z2755592708;195:19500:0:Z2843792407;195:19500:0:Z2807675055;
OC12CCNCC1COCC2,313,195:19500:0:Z4483073520;195:19500:0:Z4478432182;195:19500:2:Z5004558430;
Cc1cncs1,9425,195:19500:0:Z2361176861;195:19500:0:Z1491138929;195:19500:0:Z1944074174;
C1CCn2nnnc2C1,691,195:19500:0:Z4964575863;195:19500:0:Z4027669501;195:19500:1:Z3870058127;
c1cnc2oncc2c1,3028,195:19500:0:Z1511520993;195:19500:0:Z1291461793;195:19500:1:Z1155348424;
CN1CCC2(CC1)CNCCO2,400,195:19500:0:Z2458134708;195:19500:1:Z2458131566;195:19500:1:Z2439280290;
Clc1ccc2[nH]cnc2c1,1010,195:19500:0:Z3540298484;195:19500:0:Z3651993757;195:19500:1:Z1181726510;
Cc1cnco1,10628,195:19500:0:Z4066357624;195:19500:0:Z2267841490;195:19500:0:Z1642543802;
c1cc2scnc2cn1,191,195:19500:0:Z2653902433;195:19500:4:Z2628664937;195:19500:7:Z3366587338;
O=c1ccnc2ccccn12,1015,195:19500:0:Z2209285376;195:19500:0:Z1768930905;195:19500:1:Z1662925815;
C1CCC2CC2C1,1487,195:19500:0:Z3625738344;195:19500:0:Z2372301526;195:19500:1:Z3622067085;
Cc1ccnc2ncnn12,390,195:19500:0:Z18583331;195:19500:3:Z28333035;195:19500:6:Z2720189096;
Cc1cccc2ccnn12,275,195:19500:0:Z4385399728;195:19500:4:Z3842615252;195:19501:1:Z4599846043;
CN1C(=O)C(C)(C)Nc2ccccc21,39,195:19500:0:Z4385399728;195:19505:2:Z3294645367;195:19506:6:Z5012919497;
Cc1cc2ccccc2n1C,609,195:19500:0:Z2042868711;195:19500:1:Z2453918203;195:19500:1:Z4171314708;
C1COC2(CCNC2)CN1,434,195:19500:0:Z2975559129;195:19500:0:Z3698342172;195:19500:1:Z3204594826;
c1ncn2c1NCCC2,97,195:19500:0:Z4365345678;195:19500:1:Z4365346780;195:19501:1:Z4365343309;
Nc1cn[nH]c1,1312,195:19500:0:Z2595776029;195:19500:1:Z2595856279;195:19500:1:Z4145410352;
CC1CCn2nccc2C1,355,195:19500:0:Z2437581370;195:19500:6:Z2455188923;195:19500:8:Z2676718303;
CC1CNCC1F,297,195:19500:0:Z3591570472;195:19500:2:Z3593164140;195:19500:3:Z4394945485;
CC1(C)OCC2(CCNCC2)CO1,406,195:19500:0:Z4909289693;195:19500:3:Z4907289501;195:19500:3:Z4908315909;
C1CCN2CC3CNCC(C3)C2C1,114,195:19500:0:Z4866848240;195:19501:1:Z4834668824;195:19501:2:Z4834837414;
C1CCN2CCCC2C1,2062,195:19500:0:Z1130994851;195:19500:0:Z2917246842;195:19500:1:Z1864909367;
c1cc2c(s1)CCCC2,2129,195:19500:0:Z3585167741;195:19500:0:Z1690062169;195:19500:1:Z1146836301;
Cc1cccc2ccccc12,465,195:19500:0:Z2409755088;195:19500:1:Z2348594214;195:19500:4:Z3202529694;
NC1CC2(CCCCC2)C1,335,195:19500:0:Z3512202605;195:19500:8:Z4055928557;195:19501:2:Z4060111053;
CC1CNCCN(C)C1,115,195:19500:0:Z4769263255;195:19501:2:Z1430818301;195:19501:8:Z4769263213;
Fc1ccc2nc[nH]c2c1,410,195:19500:0:Z2969487386;195:19500:0:Z932261432;195:19500:2:Z1907735081;
FC1CCC(F)(F)CC1,220,195:19500:0:Z4419619762;195:19501:0:Z3575253588;195:19501:1:Z3356941659;
Cc1cccc2[nH]ccc12,1322,195:19500:0:Z1235758825;195:19500:1:Z4168679482;195:19500:5:Z4772491539;
Cc1ccc2nccn2c1,1377,195:19500:0:Z3395023828;195:19500:2:Z2711847576;195:19500:2:Z1887958323;
CC12CNCC1CNC2,333,195:19500:0:Z2841747089;195:19500:2:Z2873426720;195:19501:3:Z3666023880;
C1CC2(CCN1)CCOCC2,1497,195:19500:0:Z3815827720;195:19500:0:Z3345601478;195:19500:0:Z3345601517;
Cc1cn[nH]n1,2799,195:19500:0:Z3504800012;195:19500:0:Z4961047064;195:19500:1:Z1615218735;
C1NCC2COCC12,1909,195:19500:0:Z2596769738;195:19500:1:Z3867230337;195:19500:1:Z3360303148;
Clc1ccc2cccnc2c1,784,195:19500:0:Z3836171555;195:19500:0:Z4577231918;195:19500:1:Z1953600720;
O=C1CC2NCCCC2N1,263,195:19500:0:Z4143154830;195:19500:4:Z5019405134;195:19500:5:Z3345418234;
C1COCCO1,7414,195:19500:0:Z4124620552;195:19500:0:Z2966467759;195:19500:0:Z3057039906;
CC1(C)CC1,3622,195:19500:0:Z3644298998;195:19500:0:Z4574556097;195:19500:1:Z2803313699;
c1noc2c1COCC2,1231,195:19500:0:Z3644298998;195:19500:1:Z2920632781;195:19500:1:Z4256854296;
OC1CC2CCC(C1)N2,1150,195:19500:0:Z2869774511;195:19500:0:Z2834697719;195:19500:1:Z2962438850;
CC1COC1,1848,195:19500:0:Z1974964446;195:19500:0:Z2913085602;195:19500:0:Z3566729602;
O=S1(=O)CCC2(CNCCO2)C1,340,195:19500:0:Z2454404494;195:19500:5:Z2454403442;195:19500:9:Z2454404775;
OC1CCCNCC1,1896,195:19500:0:Z3621426145;195:19500:1:Z2106551225;195:19500:1:Z3586517735;
c1ccc2nc3c(cc2c1)CCC3,128,195:19500:0:Z1376066472;195:19500:5:Z30401935;195:19500:6:Z1185661272;
C1COC2(CCOC2)CN1,785,195:19500:0:Z2021267425;195:19500:1:Z1954658982;195:19500:5:Z3669457508;
O=S1(=O)CCn2cccc2C1,299,195:19500:0:Z4045368082;195:19501:1:Z4086661930;195:19501:1:Z4166330528;
Cc1cccc2nccn12,1626,195:19500:0:Z970978108;195:19500:1:Z1168081961;195:19500:1:Z1384143630;
FC1(F)CC2(CCOC2)C1,682,195:19500:0:Z4888516753;195:19500:1:Z4909237395;195:19500:4:Z4643744592;
Cc1cccnn1,4202,195:19500:0:Z4620791713;195:19500:0:Z2844172509;195:19500:1:Z1903837970;
C1CC2(C1)CCN2,2432,195:19500:0:Z4112602248;195:19500:0:Z4598357913;195:19500:0:Z4598357938;
C1CC2CCC(CN1)S2,152,195:19500:0:Z4993230951;195:19501:7:Z2698436694;195:19502:8:Z2698048221;
Fc1ccc2c(c1)OCCN2,398,195:19500:0:Z4112539759;195:19500:0:Z4112536388;195:19500:1:Z4112535240;
Cc1cnc[nH]1,2375,195:19500:0:Z3060110476;195:19500:0:Z1611122533;195:19500:0:Z3725039889;
Cc1n[nH]c2c1NCCC2,155,195:19500:0:Z3060110476;195:19500:2:Z5045141662;195:19500:5:Z4638847171;
Clc1ccncn1,1136,195:19500:0:Z2973383850;195:19500:3:Z1317611404;195:19500:4:Z3557567098;
Cc1ccc2c(c1)CCS2(=O)=O,230,195:19500:0:Z3626654941;195:19500:1:Z3603445572;195:19501:6:Z3356671921;
Cc1cccn2c(=O)ccnc12,810,195:19500:0:Z1320211796;195:19500:5:Z238844178;195:19500:5:Z3882980434;
OC1COc2ccccc2C1,404,195:19500:0:Z3625554065;195:19500:0:Z3625542430;195:19500:5:Z3497082191;
C1CCSC1,5600,195:19500:0:Z4488350963;195:19500:0:Z4935481447;195:19500:0:Z1905104602;
C1CC2CCCC(C1)N2,1049,195:19500:0:Z2234504390;195:19500:0:Z4094175623;195:19500:1:Z3723224021;
CN1CCn2nccc2C1=O,711,195:19500:0:Z4423861909;195:19500:1:Z3898714957;195:19500:1:Z3898720126;
O=c1[nH]ncc2ccccc12,4720,195:19500:0:Z4309731559;195:19500:0:Z3359281801;195:19500:0:Z4049547968;
O=S1CC2CNC(C2)C1,129,195:19500:0:Z5047808163;195:19501:3:Z5054406076;195:19502:3:Z5053278981;
Clc1cn[nH]c1,5752,195:19500:0:Z1894191670;195:19500:0:Z3597755301;195:19500:0:Z4642680100;
CC1CCOC1,3215,195:19500:0:Z2870921871;195:19500:0:Z4130214518;195:19500:1:Z2927802423;
O=C1CCC2(CCNCC2)CC1,160,195:19500:0:Z4049667289;195:19500:2:Z4049659888;195:19502:1:Z4503891036;
Nc1cccnc1,1103,195:19500:0:Z4128475751;195:19500:0:Z4126872482;195:19500:0:Z1642895127;
Nc1ncccn1,1108,195:19500:0:Z2075898384;195:19500:2:Z4302299538;195:19500:3:Z3353547535;
Cc1cccn(C)c1=O,370,195:19500:0:Z3403527476;195:19500:3:Z3580200997;195:19500:4:Z1900566893;
C1CCC2(C1)CCCN2,1139,195:19500:0:Z4417986405;195:19500:0:Z3792785125;195:19500:1:Z4576992986;
C1CC2CNCC1C2,1648,195:19500:0:Z2873202800;195:19500:1:Z4571078824;195:19500:2:Z4088675590;
Fc1ccc(Cl)cc1,2876,195:19500:0:Z4489622470;195:19500:0:Z2776056223;195:19500:1:Z1460340869;
c1cnc2ncnn2c1,3630,195:19500:0:Z921301062;195:19500:0:Z2349037657;195:19500:1:Z3623272051;
Cn1ncc2c1CNC2,323,195:19500:0:Z4022150884;195:19500:6:Z2980830678;195:19501:0:Z3790595598;
C1CCC2(CC1)CCCOC2,328,195:19500:0:Z5007107556;195:19500:0:Z3209003075;195:19500:2:Z3683484872;
Cc1nc2c([nH]1)CCCC2,650,195:19500:0:Z4350496011;195:19500:1:Z4471203414;195:19500:2:Z3584973602;
Cc1ncc2cn[nH]c2n1,338,195:19500:0:Z3393515203;195:19500:3:Z1643010256;195:19500:7:Z900175306;
CC1(C)CNCCN1,3995,195:19500:0:Z4773636126;195:19500:0:Z3198904593;195:19500:0:Z1941019373;
OC1CC2CCCC(C1)N2,279,195:19500:0:Z3615108799;195:19500:1:Z3615109414;195:19500:3:Z3615098869;
c1ncc2c(n1)CCC2,783,195:19500:0:Z3648845671;195:19500:1:Z3557089640;195:19500:2:Z4491747094;
O=C1CCc2cc(F)ccc2N1,747,195:19500:0:Z2218283086;195:19500:2:Z813433638;195:19500:7:Z3646673364;
Fc1ccc2c(c1)OCCC2,762,195:19500:0:Z2218283086;195:19500:0:Z2620268439;195:19500:1:Z2220179819;
c1scc2c1CCCC2,153,195:19500:0:Z3815982189;195:19500:3:Z4280933829;195:19501:3:Z4281606933;
Cc1cccc2c(O)ccnc12,102,195:19500:0:Z4240381943;195:19500:1:Z2660332505;195:19502:0:Z2459534746;
Cc1cc(=O)n2c(n1)CCCC2,602,195:19500:0:Z4027950228;195:19500:2:Z4642492444;195:19500:3:Z4634791505;
Clc1c[nH]c2ccccc12,136,195:19500:0:Z1204756208;195:19500:2:Z2722029082;195:19501:5:Z4368523368;
OC1CCNC2(CCC2)C1,177,195:19500:0:Z2371330001;195:19500:4:Z2370833629;195:19500:6:Z2604279333;
FC12CCC(CNC1)C2,296,195:19500:0:Z3778394272;195:19500:5:Z5043115157;195:19500:5:Z3907257378;
Cn1ncc2c(c1=O)CCNC2,685,195:19500:0:Z3882359472;195:19500:1:Z3868209452;195:19500:4:Z3868212366;
OC1C2CNC(C2)C1O,204,195:19500:0:Z3439872336;195:19500:3:Z3439988556;195:19500:4:Z3609667419;
NC1CCC2(CCC2)CC1,145,195:19500:0:Z4057414061;195:19500:5:Z3133159064;195:19501:6:Z4421898666;
Fc1ccc2cc[nH]c2c1,1797,195:19500:0:Z3613078308;195:19500:0:Z2090996423;195:19500:0:Z1531744547;
OC1CC2CNC1C2,652,195:19500:0:Z3613078308;195:19500:2:Z4057245532;195:19500:2:Z4911745337;
C1COCC2(C1)CCOCC2,1758,195:19500:0:Z3570319027;195:19500:1:Z2854000300;195:19500:3:Z2854388565;
FC1(F)C2CCCCCC21,574,195:19500:0:Z3570319027;195:19500:1:Z3188291980;195:19500:2:Z3622087985;
c1cc2nccnc2cn1,144,195:19500:0:Z3597237954;195:19501:6:Z4307990437;195:19502:5:Z3597241704;
Cc1ccc2ccc(Cl)cc2n1,126,195:19500:0:Z1170725987;195:19500:4:Z383932380;195:19500:7:Z2647931902;
CC1(C)OCOC1(C)C,157,195:19500:0:Z3696198749;195:19500:3:Z4326421942;195:19500:7:Z4256608482;
Cc1cccc2c(=O)[nH]cnc12,910,195:19500:0:Z168437414;195:19500:0:Z364323720;195:19500:0:Z2393095672;
c1nc2c(s1)CCCCCC2,91,195:19500:0:Z3790335594;195:19500:2:Z1995647606;195:19500:5:Z1556456390;
Clc1ccc2c(c1)CNCCO2,73,195:19500:0:Z4347560249;195:19502:0:Z4344814188;195:19503:0:Z4412887835;
C1CC2CC1CO2,3008,195:19500:0:Z4273833132;195:19500:0:Z3642209228;195:19500:1:Z4427256759;
C1CC2(CCOCC2)CN1,3951,195:19500:0:Z3351818028;195:19500:0:Z3173740701;195:19500:1:Z3611371556;
c1cnc2[nH]ccc2c1,4073,195:19500:0:Z2184195979;195:19500:0:Z2147076587;195:19500:0:Z1400793706;
C1CSCCS1,385,195:19500:0:Z1396004276;195:19500:0:Z4601817703;195:19500:1:Z1530438331;
C1CSCS1,925,195:19500:0:Z1564353940;195:19500:2:Z1393103736;195:19500:3:Z1275839927;
CC1CCCC(C)O1,1773,195:19500:0:Z3501029705;195:19500:0:Z4973358577;195:19500:0:Z1984090210;
CC12CCC(CN1)C2,178,195:19500:0:Z5039658752;195:19500:4:Z3056785879;195:19500:7:Z5045193865;
c1cc2c(cn1)CCCC2,1399,195:19500:0:Z2177777608;195:19500:0:Z2013914080;195:19500:0:Z2643092280;
C1COC2CNCC2C1,1217,195:19500:0:Z5053520041;195:19500:2:Z4932214959;195:19500:2:Z4932205844;
CC1CCCCS1,484,195:19500:0:Z3704035556;195:19500:0:Z3702377234;195:19500:4:Z3650548531;
c1cnc2c(c1)CNCC1CCCN21,1487,195:19500:0:Z2652223974;195:19500:0:Z2652009959;195:19500:4:Z3359607001;
Cc1ccnc(O)n1,76,195:19500:0:Z3302732015;195:19500:6:Z3153891187;195:19502:7:Z3181777049;
C1CC2(CCSC2)CN1,163,195:19500:0:Z3302732015;195:19500:4:Z3601999323;195:19501:0:Z3602017608;
O=S1(=O)CC2CNCC21,808,195:19500:0:Z5059817306;195:19500:1:Z5052329935;195:19500:1:Z5052319827;
C1COC2(CCC3(CC2)OCCO3)CN1,243,195:19500:0:Z3641359985;195:19500:2:Z3641352297;195:19500:3:Z3641354396;
C1CCC2OCCC2C1,1160,195:19500:0:Z3587717264;195:19500:0:Z4163615844;195:19500:3:Z4018678699;
Oc1nccc2c1CNCC2,143,195:19500:0:Z4961290571;195:19500:7:Z4961290594;195:19501:0:Z4961294507;
c1ncc2c(n1)CCNC2,4531,195:19500:0:Z3344429425;195:19500:0:Z2719707396;195:19500:0:Z3098741353;
CC1CS(=O)(=O)C1,391,195:19500:0:Z3616820959;195:19500:1:Z3593753932;195:19501:2:Z3887830537;
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,50,195:19500:0:Z4235777266;195:19500:9:Z1563741776;195:19501:0:Z18371582;
Cn1c(=O)sc2ccccc21,393,195:19500:0:Z4235777266;195:19500:6:Z1948895274;195:19500:9:Z2920648912;
FC1COCCOC1,518,195:19500:0:Z4192316339;195:19500:2:Z4188424166;195:19500:2:Z4401696850;
CC1CCc2ccccc2N1,1454,195:19500:0:Z2322793273;195:19500:0:Z297710298;195:19500:0:Z1337915456;
Cn1cnc2c1CCNC2,257,195:19500:0:Z1482381829;195:19500:0:Z3408387964;195:19500:1:Z2184263397;
Nc1ncnc2ccccc12,635,195:19500:0:Z1618127890;195:19500:1:Z2631471203;195:19500:4:Z4437049890;
