fragment_smiles,occurences,example_ligands
CC1CCN(C)CC1,463,143:14300:0:Z3607004298;143:14300:6:Z1630198055;143:14300:6:Z1631161865;
C1CNC2(C1)CCNCC2,433,143:14300:1:Z3322209482;143:14300:2:Z3055179593;143:14300:5:Z3607358207;
O=C1CCOc2ccccc2N1,776,143:14300:1:Z270261746;143:14300:3:Z4614355314;143:14300:3:Z4614341291;
C1CCC2(CC1)CCOC2,317,143:14300:1:Z4922359598;143:14300:5:Z4932880499;143:14300:5:Z4706480723;
CC1CCCNC1C,340,143:14300:1:Z3475533938;143:14300:2:Z5038826700;143:14300:3:Z1263080214;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,200,143:14300:1:Z4027567489;143:14301:0:Z2002730785;143:14301:3:Z1050350396;
CN1CC2CCCCC2C1,357,143:14300:1:Z3174383370;143:14300:4:Z3054649613;143:14300:4:Z3101595828;
Cc1ccc2c(C)noc2n1,344,143:14300:1:Z1261986520;143:14300:7:Z3389120423;143:14300:8:Z5061179626;
O=C1NCC2(CNC2)N1,146,143:14300:1:Z3855373365;143:14300:3:Z3855374704;143:14300:4:Z4492364665;
Oc1ccccc1Cl,1235,143:14300:1:Z2782286080;143:14300:3:Z4092458246;143:14300:3:Z4094737015;
c1ncc2nn[nH]c2n1,531,143:14300:1:Z3076221259;143:14300:1:Z2970851047;143:14300:5:Z4961612499;
Cc1csc2ccccc12,589,143:14300:1:Z2636282273;143:14300:2:Z1256650835;143:14300:6:Z2225487994;
CC1NCCCC1=O,157,143:14300:1:Z3697708851;143:14300:8:Z2962559200;143:14301:7:Z2962571231;
c1ccc2nocc2c1,125,143:14300:1:Z1401925360;143:14300:2:Z4465755722;143:14300:2:Z1870881952;
Fc1ccc2c(c1)OCC2,548,143:14300:1:Z3682958720;143:14300:2:Z4459173436;143:14300:2:Z4385261596;
Fc1cccc2c1NCC2,326,143:14300:1:Z4145382826;143:14300:3:Z4114116769;143:14300:5:Z1450515944;
C1=NOC2(C1)CCNCC2,206,143:14300:1:Z3819448150;143:14300:7:Z3647648022;143:14301:1:Z3647634780;
Cc1ccnc(N)n1,126,143:14300:1:Z4912540524;143:14301:3:Z838123778;143:14302:0:Z3204175016;
Cc1ccc2[nH]ccc2c1,1460,143:14300:1:Z4448554828;143:14300:2:Z290670736;143:14300:3:Z290661214;
C1CNCC2(C1)OCCO2,346,143:14300:1:Z2773308141;143:14300:5:Z3684395550;143:14301:0:Z1477429377;
NC1CCC12CCC2,235,143:14300:1:Z4341902009;143:14300:1:Z4910483663;143:14300:3:Z4421630416;
Cn1ncnn1,872,143:14300:1:Z3470538779;143:14300:1:Z4769330519;143:14300:1:Z4769330535;
CC1CC(=O)N(C)c2ccccc21,272,143:14300:1:Z2712409186;143:14300:4:Z4228055219;143:14300:4:Z2717756120;
c1cc2sccc2s1,529,143:14300:1:Z1423837352;143:14300:3:Z4266352357;143:14300:3:Z757599264;
Fc1ccc2occc2c1,1099,143:14300:1:Z1565502678;143:14300:2:Z2413183433;143:14300:3:Z1840878107;
Cc1cc(C)n2nnnc2n1,249,143:14300:1:Z3093840501;143:14301:5:Z2299710085;143:14301:5:Z1464257270;
C1CNCC2CCOC2C1,329,143:14300:1:Z3093840501;143:14300:5:Z3587086353;143:14300:7:Z3620121618;
O=S1(=O)CCC2(CCNCCO2)CC1,253,143:14300:1:Z4407035390;143:14300:8:Z3562129593;143:14300:8:Z4026482009;
O=C1CNc2cccnc2N1,95,143:14300:1:Z4769044407;143:14300:5:Z4771380243;143:14303:3:Z4771868124;
Oc1cnnc2c(F)cccc12,68,143:14300:1:Z4308698575;143:14301:6:Z4308994033;143:14302:2:Z5054931094;
CC1(C)COc2ccnn2C1,190,143:14300:1:Z2996305532;143:14301:1:Z3620307755;143:14301:3:Z3621797803;
CC1CCNCCS1,162,143:14300:1:Z1862914097;143:14301:0:Z4771582489;143:14301:1:Z2959002289;
Cc1cccc2c1CCO2,247,143:14300:1:Z2304791944;143:14300:2:Z4577990055;143:14300:2:Z3662347892;
c1cc2c(nn1)CCOC2,337,143:14300:1:Z4045160821;143:14300:3:Z4020979370;143:14300:8:Z4021359602;
O=C1CNCC2(CC2)N1,261,143:14300:1:Z4073574923;143:14301:5:Z3315102280;143:14301:7:Z3594260826;
NC12CCOCC1CNC2,140,143:14300:1:Z4448811741;143:14300:2:Z4448810394;143:14301:2:Z4448813449;
C1CCC2(CCC2)SC1,813,143:14300:1:Z3009685140;143:14300:1:Z4611895800;143:14300:2:Z2962328102;
Cc1cc(C)nc(C)c1,499,143:14300:1:Z2780869771;143:14300:2:Z4574626623;143:14300:2:Z3841973590;
c1ccc2c(c1)CCC21CC1,411,143:14300:1:Z4171177517;143:14300:1:Z1291333875;143:14300:1:Z2349763700;
C1CC2(CCN1)COC2,398,143:14300:1:Z4116625351;143:14300:5:Z3096066526;143:14301:1:Z3187565811;
CC1(C)CCCNCC1,129,143:14300:1:Z1308058556;143:14300:4:Z1262135753;143:14302:0:Z3684162017;
Oc1ccc2c(c1)CCNC2,671,143:14300:1:Z3888143986;143:14300:3:Z2868877915;143:14300:4:Z2863704104;
CC1COC2(CCCC2)CN1,229,143:14300:1:Z2646939461;143:14300:8:Z2604509775;143:14300:9:Z2957379434;
C1CNC2CNCC2C1,469,143:14300:1:Z4100052840;143:14300:3:Z4203473764;143:14300:4:Z3347104223;
Nc1ccncc1,356,143:14300:1:Z4100052840;143:14300:2:Z2452482306;143:14300:3:Z2824777334;
CC1(C)CC2(CCNCC2)CO1,320,143:14300:1:Z4085779279;143:14300:2:Z3879139477;143:14300:5:Z3879143442;
Cc1cc(=O)n2[nH]cnc2n1,31,143:14300:1:Z2660800343;143:14304:7:Z2660789777;143:14316:1:Z2660801294;
CC1(C)CNCc2ccccc2O1,331,143:14300:1:Z2144434693;143:14300:1:Z2370739687;143:14300:4:Z2155280066;
OC1CC(O)C12CCNCC2,274,143:14300:1:Z4232018403;143:14300:2:Z4271581297;143:14300:2:Z4031784533;
C1CC2(C1)COCCO2,729,143:14300:1:Z5062971164;143:14300:3:Z5023991638;143:14300:6:Z5019009555;
Clc1cc(Cl)c2c(c1)CCCN2,19,143:14300:1:Z3083004113;143:14309:6:Z4131997951;143:14320:1:Z1505166382;
CC1(C)OC2C3CCC(C3)C2O1,229,143:14300:1:Z3871957872;143:14300:1:Z4114272663;143:14300:1:Z4112817544;
C1CCC2CCCCC2C1,608,143:14300:1:Z2074181101;143:14300:2:Z4411466276;143:14300:3:Z4115297520;
OC1CNCC2(CCC2)C1,243,143:14300:1:Z3173712813;143:14301:0:Z3209756462;143:14301:7:Z3185375716;
OC1CCC(F)(F)CC1,370,143:14300:1:Z2618877182;143:14300:3:Z3694565408;143:14300:6:Z2647726725;
Cn1ncc(Cl)c1Cl,138,143:14300:1:Z3081094634;143:14300:3:Z3078892733;143:14300:3:Z3189000054;
Nc1ncnc2ccccc12,507,143:14300:1:Z1432556100;143:14300:1:Z1456056150;143:14300:1:Z1145146090;
O=S1(=O)CCC2(CC1)CNCCO2,303,143:14300:1:Z3205839726;143:14300:1:Z4155788826;143:14300:5:Z3176050937;
O=C1NCCCNCC1(F)F,318,143:14300:1:Z3205888703;143:14300:1:Z4267535403;143:14300:2:Z3703732352;
CC1CCc2c(sc3ncnc(N)c23)C1,54,143:14300:1:Z195667868;143:14301:7:Z3319402495;143:14302:1:Z1579672290;
Clc1ccc2c(c1)CCC2,962,143:14300:1:Z2000529291;143:14300:1:Z2007902238;143:14300:7:Z1999917625;
CC1CC(O)CN1C,220,143:14300:1:Z3139172301;143:14300:9:Z2932573098;143:14301:0:Z2890337647;
Cc1cc(Cl)n(C)n1,1405,143:14300:1:Z1409072109;143:14300:2:Z2230618962;143:14300:2:Z3348390024;
C1CNC2(C1)COC2,410,143:14300:1:Z3541413665;143:14300:1:Z4884187316;143:14300:1:Z3468907585;
c1cnc2ncoc2c1,175,143:14300:1:Z4961227898;143:14300:2:Z4295223056;143:14301:8:Z4292489610;
C1CN2CCOCC2CO1,391,143:14300:1:Z3842511425;143:14300:3:Z3834333579;143:14300:6:Z3836858939;
O=c1[nH]c2ccccc2s1,284,143:14300:1:Z4278323499;143:14300:4:Z1333998449;143:14300:5:Z2774343570;
FC1=CCNC1,72,143:14300:1:Z4599010818;143:14300:4:Z4419015901;143:14302:2:Z4598434741;
c1ccc2c(c1)nc1n2CCC1,150,143:14300:1:Z4199426889;143:14300:5:Z1240214889;143:14300:9:Z1557650579;
CC1=NNCC1,323,143:14300:1:Z2192765675;143:14300:8:Z3135794121;143:14301:7:Z2373470748;
C1COC2COCC2N1,1218,143:14300:1:Z3495602947;143:14300:2:Z3517512798;143:14300:4:Z3795672675;
CC1Cc2ccc(F)cc2O1,311,143:14300:1:Z2130747291;143:14300:2:Z2114699235;143:14300:3:Z3444022010;
Cc1ccc2cc(Cl)ccc2n1,257,143:14300:1:Z4907634927;143:14300:4:Z3866956868;143:14300:6:Z5053892577;
Cc1coc2c1C(=O)CCC2,380,143:14300:1:Z4241676939;143:14300:1:Z2193349721;143:14300:1:Z1576929845;
CC1(F)CCNCC1,219,143:14300:1:Z2784515354;143:14300:4:Z3136438286;143:14301:0:Z4507885878;
Cc1ccc2nccn2c1,1261,143:14300:1:Z1569195139;143:14300:2:Z1538298191;143:14300:6:Z1538933020;
C1CCC2(CCCOC2)NC1,103,143:14300:1:Z3092939706;143:14300:5:Z3092939246;143:14300:9:Z3318828746;
OC1COC2(CCNC2)CC1O,298,143:14300:1:Z4154384369;143:14300:6:Z4178326720;143:14300:6:Z4154388167;
C1NOC2COCC12,99,143:14300:1:Z3609922969;143:14301:2:Z3609935892;143:14301:8:Z3609923140;
NC1CCCNC1,1377,143:14300:1:Z2899070488;143:14300:2:Z4910444052;143:14300:2:Z2595908288;
c1ncc2sccc2n1,576,143:14300:1:Z1324019420;143:14300:5:Z3007278727;143:14300:5:Z1263087786;
C1NCC2CSCC12,191,143:14300:1:Z2876573604;143:14300:3:Z3097933819;143:14300:6:Z3010012007;
c1ncc2c(n1)CC1CCC2N1,800,143:14300:1:Z3784245694;143:14300:5:Z2717478750;143:14300:5:Z2708358594;
Cc1csc(C)c1,541,143:14300:1:Z3726138576;143:14300:4:Z2212560687;143:14300:6:Z3726139930;
Cc1n[nH]c(C)c1C,541,143:14300:1:Z3542252823;143:14300:4:Z3546541736;143:14300:6:Z2845464988;
CC1(C)OC2CNCC2O1,251,143:14300:1:Z4620695093;143:14300:2:Z4612181641;143:14300:8:Z4609396150;
CC1=NOCC1,736,143:14300:1:Z4486155330;143:14300:2:Z3782381988;143:14300:3:Z4484338416;
C1CC2OC1C1CC21,480,143:14300:1:Z3701767829;143:14300:1:Z3010807944;143:14300:5:Z4263166483;
Cn1ncccc1=O,505,143:14300:1:Z3598162622;143:14300:1:Z794581966;143:14300:3:Z1148743681;
CC1(C)CC2CCOC21,649,143:14300:1:Z1255977234;143:14300:3:Z1256840422;143:14300:3:Z2007982217;
Cc1cccc2ccsc12,180,143:14300:1:Z2498735514;143:14300:4:Z2803741533;143:14300:5:Z2435606286;
O=S1(=O)CC2(CNC2)C1,185,143:14300:1:Z4149228746;143:14300:4:Z3435300596;143:14300:7:Z3175179877;
C1CC2CC2CCN1,335,143:14300:1:Z4352825336;143:14300:2:Z5035377635;143:14300:2:Z3520393963;
FC1(F)CCOC1,479,143:14300:1:Z4352825336;143:14300:2:Z5023862706;143:14300:3:Z3620594742;
c1nc2n(n1)CCCN2,616,143:14300:1:Z2383347946;143:14300:2:Z2641561779;143:14300:3:Z1642632429;
Cc1ccnc2c1NC(=O)CN2,114,143:14300:1:Z4126306933;143:14300:5:Z4126305595;143:14301:8:Z4126297740;
CN=S1(=O)CCCC2(CCCN2)C1,279,143:14300:1:Z3415216067;143:14300:3:Z3415679790;143:14300:4:Z4771302557;
c1cn2cnnc2cn1,1093,143:14300:1:Z3415216067;143:14300:2:Z1642695165;143:14300:2:Z2882878762;
O=C1CC2(CCOCC2)CN1,283,143:14300:1:Z2954696841;143:14300:5:Z2289660877;143:14300:5:Z2594760715;
CN1C(=O)CNC2CC21,226,143:14300:1:Z3694412542;143:14300:2:Z3656247473;143:14300:9:Z3656611954;
CC1CNCCS(=O)(=O)C1,362,143:14300:1:Z1885629968;143:14300:4:Z1873455054;143:14300:4:Z2612836637;
Oc1cc2ccccc2cn1,130,143:14300:1:Z2709150456;143:14300:1:Z4322945298;143:14300:3:Z2782644829;
c1cc2occc2cn1,970,143:14300:1:Z2803433790;143:14300:2:Z3590042059;143:14300:2:Z2822256109;
CC1CCNC2C(=O)NCC12,250,143:14300:1:Z3797632091;143:14301:1:Z4278818681;143:14301:1:Z4094837359;
O=c1[nH]ncn2c1cc1sccc12,59,143:14300:1:Z3602800984;143:14300:7:Z3382406194;143:14301:0:Z3194089017;
Cc1ccc2c(c1)CCC2,523,143:14300:1:Z1144860166;143:14300:5:Z1724230460;143:14300:5:Z2797724437;
Cc1sc2ncncc2c1C,865,143:14300:1:Z3385818181;143:14300:3:Z4136409015;143:14300:4:Z285574736;
C1NCC2COCC1C2,136,143:14300:1:Z3385818181;143:14300:1:Z3385814083;143:14300:2:Z3359930134;
c1cc2c(cn1)CNCCO2,302,143:14300:1:Z4347537384;143:14300:2:Z4353715818;143:14300:4:Z4353722328;
CC1NCCc2ccncc21,237,143:14300:1:Z3434744720;143:14301:5:Z3626960994;143:14301:6:Z3438077783;
Cc1cccnc1N,172,143:14300:1:Z3807433834;143:14300:1:Z3807437055;143:14301:0:Z4216691905;
Clc1cccc2c1OCCCO2,1307,143:14300:1:Z3339946455;143:14300:2:Z2852291365;143:14300:3:Z2360625991;
Oc1ccc2ccccc2c1,762,143:14300:1:Z26735750;143:14300:3:Z196585568;143:14300:6:Z4412801086;
C1CC2CC1C1CC21,257,143:14300:1:Z1452323658;143:14300:2:Z1613450352;143:14300:2:Z4620969618;
Oc1ccc2c(c1)OCCO2,218,143:14300:1:Z3140265083;143:14300:3:Z3624620278;143:14300:5:Z3867317632;
CC1Cc2ccccc2C(C)N1,125,143:14300:1:Z2755394764;143:14302:2:Z3566316368;143:14304:6:Z1641132441;
c1cn2c(n1)NCCC2,511,143:14300:1:Z4269575302;143:14300:2:Z4269593019;143:14300:3:Z4086735734;
O=C1CCNCC1,675,143:14300:1:Z4267068738;143:14300:2:Z4478083350;143:14300:5:Z4263553191;
Cn1cnc2sccc2c1=O,89,143:14300:1:Z247166378;143:14300:3:Z803218506;143:14300:8:Z1798192595;
Fc1ccc(F)c2c1CCNC2,254,143:14300:1:Z2171837756;143:14301:0:Z3843665903;143:14301:2:Z1367085201;
Clc1ccc2sccc2c1,265,143:14300:1:Z4573294750;143:14300:2:Z4979498563;143:14300:3:Z2623445788;
OC1CCC2COC1O2,11,143:14300:1:Z4446488058;143:14327:0:Z4446635020;143:14352:6:Z4446525148;
CC1(C)CC(N)CCO1,333,143:14300:1:Z4060211525;143:14300:2:Z2464414075;143:14300:9:Z4205234554;
C1CCN2CCOCC2C1,878,143:14300:1:Z2635246143;143:14300:1:Z3132167800;143:14300:4:Z3187709018;
c1[nH]nc2c1CCNC2,172,143:14300:1:Z4641043551;143:14301:8:Z4029079685;143:14302:7:Z4886704342;
O=C1CCNC2COCCN12,282,143:14300:1:Z4253676845;143:14300:1:Z3093418097;143:14300:2:Z3093418284;
c1cnc2c(c1)CCOC2,753,143:14300:1:Z3910269137;143:14300:2:Z5064762597;143:14300:6:Z3634974200;
O=c1[nH]nc2n1CCCC2,872,143:14300:1:Z2479276108;143:14300:4:Z3613983819;143:14300:8:Z4771877553;
CC(C)=CF,152,143:14300:1:Z4218320574;143:14300:6:Z4226451764;143:14300:6:Z4221236432;
Fc1ccc2[nH]cnc2c1F,68,143:14300:1:Z3584784423;143:14303:7:Z4325500832;143:14303:9:Z4166585650;
Cc1cn(C)cn1,590,143:14300:1:Z2074115534;143:14300:2:Z2230478859;143:14300:2:Z3514406093;
Nc1cncnc1Cl,41,143:14300:1:Z3368029567;143:14300:7:Z4781435009;143:14304:8:Z4782237849;
CN1CCC2CNCCC21,344,143:14300:1:Z2840043797;143:14300:2:Z2784716931;143:14300:4:Z3577817141;
C1CCc2c(nc3n2CCNC3)C1,207,143:14300:1:Z3145494785;143:14300:6:Z3620115363;143:14300:6:Z3095192263;
OC1CCC2CNCC12,267,143:14300:1:Z2870541461;143:14300:2:Z2869708519;143:14300:9:Z3204521957;
O=C1CCC2CCCCN12,822,143:14300:1:Z3052516309;143:14300:1:Z2011105208;143:14300:2:Z2310951095;
Fc1cc(F)c2c(c1)CCCO2,1045,143:14300:1:Z3052516309;143:14300:2:Z3136783127;143:14300:4:Z2104738098;
Clc1cccc2cnccc12,67,143:14300:1:Z3357877771;143:14300:6:Z3356262241;143:14302:6:Z3918604676;
O=C1CCNCC12CCC2,252,143:14300:1:Z3602856726;143:14300:2:Z3680032988;143:14300:6:Z3611134695;
O=C1CSCN1,228,143:14300:1:Z1549844580;143:14301:3:Z1865223959;143:14301:3:Z1433347207;
O=S1(=O)CCC(O)CC1,347,143:14300:1:Z1268205042;143:14300:3:Z2619634240;143:14300:7:Z1560811642;
NC1C2CCCC1CCC2,158,143:14300:1:Z2438444313;143:14301:3:Z4064790942;143:14302:4:Z2439673918;
c1cc2[nH]cnc2cn1,545,143:14300:1:Z4225439973;143:14300:2:Z4210479918;143:14300:3:Z3208118414;
CC1CCC(C)NC1,631,143:14300:1:Z4420643225;143:14300:7:Z3092389421;143:14300:7:Z1286730331;
Oc1ccn[nH]1,175,143:14300:1:Z3098731770;143:14300:5:Z4970622037;143:14300:6:Z3098732796;
Cc1cc(=O)n(C)nc1C,490,143:14300:1:Z2769223447;143:14300:3:Z1348465408;143:14300:7:Z1985354456;
C1CCC2(C1)COCCN2,129,143:14300:1:Z4882793339;143:14301:6:Z1744705632;143:14302:2:Z3299200702;
CN1C(=O)NCC12CNC2,278,143:14300:1:Z4011018974;143:14300:4:Z4772230060;143:14300:6:Z4231735169;
O=C1NCCCCC1(F)F,319,143:14300:1:Z3695319115;143:14300:4:Z4476764797;143:14300:9:Z3751149588;
Cc1cc2c(=O)[nH]cnc2cc1F,32,143:14300:1:Z1651283040;143:14301:1:Z1651282617;143:14301:7:Z2983026960;
OC1CCC2NC1CCC2O,259,143:14300:1:Z4254207659;143:14300:6:Z4269659524;143:14301:4:Z4278673789;
Fc1ccc2c(c1F)CCNC2,471,143:14300:1:Z3391064851;143:14300:2:Z4063976909;143:14300:5:Z1779811633;
Cc1cnc2n1CCNC2,120,143:14300:1:Z4308325464;143:14301:5:Z4150346689;143:14303:3:Z5001297994;
Fc1cccc2c1SCCC2,232,143:14300:1:Z1555220666;143:14301:4:Z1324886237;143:14301:6:Z3524153016;
Cn1ccc(=O)cc1,444,143:14300:1:Z2946648352;143:14300:2:Z3340251445;143:14300:5:Z3351996876;
Cc1ccc2cccnc2c1C,354,143:14300:1:Z4137770708;143:14300:5:Z4457328297;143:14300:5:Z4141716034;
Cc1[nH]nc2ncccc12,228,143:14300:1:Z4599593576;143:14300:3:Z2090713966;143:14300:4:Z1802456639;
Cc1ccc2ccoc2c1,547,143:14300:1:Z2335583544;143:14300:2:Z3205925978;143:14300:3:Z2903442294;
CC1(C)CCC(F)(F)CC1,302,143:14300:1:Z3405489501;143:14300:2:Z3440929256;143:14300:8:Z3611701663;
CC1(C)CNc2ccccc2C1=O,56,143:14300:1:Z4360296423;143:14302:4:Z4360294640;143:14302:8:Z4360297121;
O=C1CCNCCCCCCN1,260,143:14300:1:Z2813337536;143:14300:7:Z2810496405;143:14301:1:Z2775453337;
Cc1ccn2ccnc2c1C,280,143:14300:1:Z5038018537;143:14300:3:Z4013623191;143:14300:4:Z4051292258;
FC1(F)CC2CC1CN2,203,143:14300:1:Z4132504014;143:14300:7:Z3589687045;143:14301:0:Z4073575477;
CC1CNC(C)c2ccccc2C1,33,143:14300:1:Z1542292080;143:14301:7:Z1542773811;143:14305:4:Z1542439992;
CN1CCC(O)C1,1017,143:14300:1:Z3587169697;143:14300:2:Z3188025805;143:14300:2:Z2859481802;
CC1CC2(CCO1)CNCC(C)O2,336,143:14300:1:Z4021906265;143:14301:0:Z4072869038;143:14301:5:Z1967067860;
Cc1ccc2ccc(F)cc2n1,455,143:14300:1:Z4261809227;143:14300:2:Z2881982632;143:14300:2:Z952637892;
Nc1nnco1,380,143:14300:1:Z2074211677;143:14300:3:Z4575080485;143:14300:3:Z3670665691;
Clc1ccc2[nH]ncc2c1,246,143:14300:1:Z3657815103;143:14300:3:Z3707159872;143:14301:5:Z2108560188;
CC1CCC(F)(F)C1,241,143:14300:1:Z3051658946;143:14301:2:Z5055997609;143:14301:8:Z3060004168;
CC1CNc2cnccc21,165,143:14300:1:Z4132959194;143:14300:6:Z3713240668;143:14300:6:Z4132954096;
Cn1ccn2nccc2c1=O,287,143:14300:1:Z4132959194;143:14300:4:Z3784848098;143:14300:6:Z3907189599;
Clc1ccc2ncnn2c1,58,143:14300:1:Z1504919830;143:14301:1:Z1504922809;143:14302:5:Z1504923579;
Cc1ccc2c(c1)NCC(C)O2,164,143:14300:1:Z1883150910;143:14300:8:Z2632385681;143:14301:2:Z1883152189;
Fc1ccc2c(c1)COCO2,1295,143:14300:1:Z2792345310;143:14300:4:Z2953557733;143:14300:4:Z1934759217;
O=C1CNCC2CCCCN12,265,143:14300:1:Z3706206433;143:14300:7:Z3649016575;143:14301:0:Z4118434383;
CC1CCNCCC1(F)F,171,143:14300:1:Z3626727761;143:14300:2:Z3626711517;143:14300:4:Z3435167473;
CC1CCn2nccc2N1,757,143:14300:1:Z3626727761;143:14300:2:Z4335772514;143:14300:2:Z3839574042;
CC1CCOCC1,1858,143:14300:1:Z3405615881;143:14300:2:Z3533711463;143:14300:4:Z2802755553;
Cc1cccc2c1OCCC2,1607,143:14300:1:Z2474492893;143:14300:1:Z2474490743;143:14300:1:Z2473749540;
c1n[nH]c2c1NCCC2,377,143:14300:1:Z5020636683;143:14300:7:Z4170370408;143:14300:9:Z5019100596;
CN1CNC(=O)C1,6,143:14300:1:Z3996176219;143:14328:1:Z2351403768;143:14331:9:Z2351403344;
CC1CC(=O)NC(=O)N1,40,143:14300:1:Z3463274307;143:14300:1:Z3463274389;143:14307:2:Z3211402002;
CC1(C)CCc2ccccc2N1,86,143:14300:1:Z4339073934;143:14300:7:Z4239227600;143:14301:7:Z4239223879;
Cc1ncc2n1CCCC2,1620,143:14300:1:Z2434163277;143:14300:3:Z2441757869;143:14300:4:Z2638459229;
O=C1NCCC2CCCN12,365,143:14300:1:Z4345285520;143:14300:1:Z4153753057;143:14300:3:Z4471932889;
Cc1ccc2cccc(F)c2n1,273,143:14300:1:Z2473804912;143:14301:4:Z2480585565;143:14301:8:Z2912272434;
c1cc2c(cn1)NCC21CCC1,117,143:14300:1:Z4273329837;143:14301:8:Z4218542259;143:14302:3:Z4218490836;
CC1=CCn2nnnc2N1C,195,143:14300:1:Z1982248876;143:14301:7:Z2650005893;143:14302:4:Z3650253280;
c1ncn2c1CCC2,533,143:14300:1:Z2981297438;143:14300:2:Z2691741830;143:14300:3:Z2691748161;
c1cnc2c(c1)NCCC2,641,143:14300:1:Z2698273779;143:14300:3:Z4132120605;143:14300:3:Z1879084827;
CC1(C)CCCC(F)(F)C1,151,143:14300:1:Z3822092726;143:14300:1:Z3840579944;143:14301:0:Z3910628967;
Cc1cc(=O)n2ncnc2[nH]1,278,143:14300:1:Z4201139774;143:14301:3:Z2160819445;143:14301:4:Z1189703986;
Clc1csc2ccccc12,481,143:14300:1:Z2913531735;143:14300:5:Z1842755973;143:14300:8:Z3610730911;
FC1(F)CC12CCCC2,1190,143:14300:1:Z4400829615;143:14300:2:Z4113956250;143:14300:2:Z3535239199;
CC1CC2CC2C1,311,143:14300:1:Z3606661375;143:14300:5:Z2220271531;143:14300:8:Z3534513856;
C1COC2(CCCC2)OC1,266,143:14300:1:Z4909063357;143:14300:2:Z4909365632;143:14302:2:Z4909671967;
CN1CCC2(CC1)CNC1COCC12,158,143:14300:1:Z3621260693;143:14300:6:Z3475648763;143:14301:7:Z3443436605;
O=C1NCC(=O)N2CCCC12,76,143:14300:1:Z3382130665;143:14301:1:Z2783842185;143:14301:5:Z2783837106;
Cc1cn2cccc(F)c2n1,225,143:14300:1:Z3669191909;143:14300:3:Z3669321284;143:14300:8:Z3644969623;
C1COCC2(C1)CNCCO2,757,143:14300:1:Z2117654721;143:14300:4:Z3558475792;143:14300:6:Z1961835873;
O=S1(=O)CCNCCC12CCC2,324,143:14300:1:Z4128456464;143:14300:4:Z2456885837;143:14300:9:Z4406446665;
Cc1ccc(F)cc1C,175,143:14300:1:Z3599154130;143:14300:4:Z3341135958;143:14301:2:Z3850318390;
Cc1ccc2c(c1)CNCC2(C)C,109,143:14300:1:Z3189121797;143:14302:1:Z1314613539;143:14303:1:Z1152035273;
O=C1CC2CCCC(C1)C2,350,143:14300:1:Z4021133285;143:14300:1:Z4143221781;143:14300:4:Z4022307383;
CN1CCC12CCC2,158,143:14300:1:Z4096217694;143:14301:1:Z4096212625;143:14302:5:Z4096211500;
CN1C(=O)CCCc2occc21,348,143:14300:1:Z4055498363;143:14300:3:Z3536281629;143:14300:6:Z3544385426;
Cc1ccc(C)c(Cl)c1,157,143:14300:1:Z1960288444;143:14300:2:Z1952440225;143:14302:1:Z1952419088;
CC1CCCNCC1,741,143:14300:1:Z4769044247;143:14300:2:Z1360199604;143:14300:3:Z1949130610;
CC1CCCC1O,488,143:14300:1:Z4769044247;143:14300:7:Z4279306853;143:14300:8:Z4137689266;
Cc1ccc2c(c1F)NCCC2,61,143:14300:1:Z4132420248;143:14303:9:Z2312864462;143:14304:0:Z2326381462;
c1cn2c(n1)CCCN2,364,143:14300:1:Z4320773120;143:14300:2:Z4220313464;143:14300:4:Z4317691824;
CC1(C)Oc2ccccc2O1,691,143:14300:1:Z2823076657;143:14300:3:Z4145307445;143:14300:3:Z2793359453;
CC1CNCC(O)C1,419,143:14300:1:Z4292186223;143:14300:1:Z4296387857;143:14301:0:Z4111440989;
Cc1ccc2c(c1)CNCC2,468,143:14300:1:Z2623956331;143:14300:3:Z3794542423;143:14300:5:Z3585655910;
CC1Nc2ncccc2NC1=O,100,143:14300:1:Z4125998587;143:14301:3:Z4125987165;143:14301:6:Z4125997082;
CC1(C)Cc2ccccc2O1,2417,143:14300:1:Z4028035816;143:14300:1:Z4599915819;143:14300:2:Z2495858659;
Fc1ccc2c(c1)NCC2,330,143:14300:1:Z4394908824;143:14300:2:Z1529505357;143:14301:6:Z1881265210;
Cc1ccc2c(c1)C(=O)NCN2,3,143:14300:1:Z2830964009;143:14337:3:Z2830963201;143:14381:2:Z2830963089;
c1ccc2c(c1)NCC21CCOCC1,231,143:14300:1:Z1841446184;143:14300:5:Z2275871197;143:14300:6:Z3105215009;
O=C1NCC2CCC12,246,143:14300:1:Z3531555795;143:14300:6:Z3611687886;143:14300:9:Z4178694727;
Cc1cc(F)ccc1F,864,143:14300:1:Z2782032339;143:14300:2:Z1378636602;143:14300:2:Z3802153450;
CC1COC(C)(C)OC1,230,143:14300:1:Z4906774116;143:14300:7:Z5001597352;143:14301:0:Z4909453024;
CC12CCC(=O)N1CCS2,300,143:14300:1:Z4108983011;143:14300:3:Z4111453443;143:14300:3:Z4111582428;
CC1(C)CCNc2ccccc21,163,143:14300:1:Z4127393030;143:14300:3:Z4127395381;143:14300:5:Z2923328591;
Cn1cnc2cc(Cl)ccc21,771,143:14300:1:Z1221564710;143:14300:1:Z2712322557;143:14300:3:Z3578473267;
O=S1(=O)CCNCCN1,196,143:14300:1:Z3642434983;143:14301:2:Z3878636288;143:14301:8:Z3642457368;
