fragment_smiles,occurences,example_ligands
Cc1ncn(C)n1,119,56:05601:0:Z1667560933;56:05601:2:Z1667551686;56:05601:8:Z3629907719;
C1CNCC2(C1)CNCCO2,381,56:05601:0:Z4208863261;56:05601:2:Z3145014054;56:05601:3:Z4208866054;
Cc1n[nH]cc1O,163,56:05601:0:Z1490034258;56:05601:6:Z3204599870;56:05601:6:Z1492398154;
CN1CC2CCCCC2C1,354,56:05601:0:Z3192276634;56:05601:1:Z3176216170;56:05601:5:Z3054651979;
C=c1sc(=C)n(C)c1=O,12,56:05601:0:Z1838128752;56:05617:1:Z2285407989;56:05630:9:Z45933799;
O=S1(=O)CCNCC12CCCCC2,236,56:05601:0:Z4194242304;56:05601:5:Z3352052964;56:05601:6:Z1778118417;
C1CNCC2CCCN2C1,377,56:05601:0:Z3319517292;56:05601:1:Z955885762;56:05601:3:Z3706937244;
Nc1ccc2c(n1)CCC2,168,56:05601:0:Z4095134792;56:05603:3:Z4122097322;56:05603:4:Z4201166900;
O=C1CSc2ccc(Cl)cc2N1,117,56:05601:0:Z777418816;56:05601:6:Z4220172556;56:05602:6:Z3699863122;
CC1(C)OCCC1O,203,56:05601:0:Z4878981752;56:05601:8:Z4880309764;56:05602:4:Z4880315463;
CC1NCCC1=O,113,56:05601:0:Z4032111947;56:05602:2:Z4032124893;56:05602:6:Z4032116097;
C1CC2N(C1)CCNC21CCC1,228,56:05601:0:Z4214468648;56:05601:1:Z4214387351;56:05601:1:Z4207318267;
CC1COc2cc(Cl)ccc2N1,61,56:05601:0:Z4128062638;56:05603:0:Z4128058379;56:05606:0:Z4128058444;
Cc1cc(Cl)cs1,138,56:05601:0:Z3552443796;56:05601:2:Z3544391339;56:05602:9:Z3547078084;
Cc1ccc2[nH]nnc2c1,112,56:05601:0:Z3583378041;56:05601:1:Z4266629264;56:05601:4:Z4312103612;
Clc1ccc2c(c1)CCNC2,245,56:05601:0:Z2439538064;56:05602:6:Z1841124163;56:05602:7:Z4297818468;
C1COC2COCCC2N1,262,56:05601:0:Z2964864557;56:05601:3:Z4294112638;56:05601:5:Z2964871991;
C1CC2NC1CC1CC12,158,56:05601:0:Z4060067344;56:05601:8:Z4643264557;56:05601:8:Z3700033028;
Nc1nc2ccccc2[nH]1,199,56:05601:0:Z4309000886;56:05601:4:Z4293940779;56:05601:4:Z4307391243;
Fc1ccc2ncnn2c1,86,56:05601:0:Z4275865533;56:05601:1:Z4083232766;56:05603:2:Z3811257781;
OC1CNc2ccc(F)cc2C1,104,56:05601:0:Z5011218383;56:05602:1:Z5018872000;56:05602:7:Z5018865963;
Cc1cc(C)n2ccncc12,224,56:05601:0:Z4326146060;56:05601:4:Z4320914235;56:05602:1:Z4319010735;
CN1CC(=O)Nc2cncnc21,76,56:05601:0:Z3558103851;56:05602:1:Z3558029285;56:05602:4:Z3555706747;
CN1CCOCc2ccccc21,27,56:05601:0:Z3506591653;56:05602:0:Z3494958913;56:05602:5:Z3506591436;
c1ccc2c(c1)NCC21CCC1,151,56:05601:0:Z4114812634;56:05601:1:Z1838753063;56:05601:3:Z2926494318;
CN1CCCNc2cc(F)ccc21,160,56:05601:0:Z1252668763;56:05601:8:Z5064040362;56:05601:9:Z1252095422;
C1CC12CNOC2,192,56:05601:0:Z3587256967;56:05601:2:Z3184997848;56:05601:7:Z3587272994;
Cc1ccc2ocnc2c1,119,56:05601:0:Z1498201343;56:05601:1:Z1642935865;56:05602:1:Z3560444766;
Cc1cccc2cnccc12,280,56:05601:0:Z3188480160;56:05601:1:Z3199022485;56:05601:1:Z2433781528;
CN1CCNc2cccc(F)c21,148,56:05601:0:Z4621611486;56:05601:4:Z4132425424;56:05602:8:Z4278280049;
Cc1ccc2c(c1)CCCC2,724,56:05601:0:Z4453736926;56:05601:3:Z2764008884;56:05601:3:Z2764009613;
Cn1cnc2c1CCC1NCCCC21,89,56:05601:0:Z3584468531;56:05603:4:Z4269164757;56:05604:9:Z4505823801;
Cc1cc(Cl)cc(C)c1O,72,56:05601:0:Z3616551224;56:05602:0:Z4205054220;56:05605:6:Z4204743841;
Cn1cnc2c1c(=O)[nH]c(=O)n2C,152,56:05601:0:Z4341947287;56:05601:1:Z1577061577;56:05603:5:Z1272471193;
CC1(C)COCCCN1,185,56:05601:0:Z3643805088;56:05601:2:Z3711384569;56:05601:2:Z3711377819;
O=C1CNC(=O)CN1,209,56:05601:0:Z3493051964;56:05602:0:Z4208558305;56:05605:3:Z3506241691;
Cn1ncc2c(O)cccc21,176,56:05601:0:Z2173480778;56:05601:0:Z4595175563;56:05601:8:Z1936581400;
CC1COc2cscc2OC1,61,56:05601:0:Z4267013062;56:05602:1:Z4269433238;56:05602:6:Z4262483214;
c1cc2cnccc2cn1,230,56:05601:0:Z3830689547;56:05601:1:Z3828997036;56:05601:5:Z4239656667;
Fc1cnc2c(c1)NCCC2,196,56:05601:0:Z4622883304;56:05601:1:Z4648982437;56:05602:0:Z4622886234;
Cc1cc(F)c2c(c1)CCNC2,179,56:05601:0:Z3078977875;56:05601:2:Z3173477031;56:05602:0:Z3175959610;
ClC1=CCCc2ncccc21,47,56:05601:0:Z4231459031;56:05602:4:Z4228927510;56:05602:6:Z4231095231;
Cc1cnnc(Cl)c1C,59,56:05601:0:Z2850685785;56:05605:4:Z2851051123;56:05605:5:Z2851115757;
c1cc2c(nn1)CCOC2,351,56:05601:0:Z4022317320;56:05601:1:Z4023020371;56:05601:1:Z4028858114;
Cc1ccc2c(c1)COCC2,242,56:05601:1:Z5006761462;56:05601:4:Z5007929050;56:05601:4:Z5007721053;
CC1(C)COc2ccnn2C1,128,56:05601:1:Z2918108582;56:05601:8:Z4034792541;56:05602:9:Z4279598622;
O=c1ccc2ccoc2[nH]1,15,56:05601:1:Z1370344693;56:05601:1:Z3611524632;56:05601:1:Z1370373744;
N=S1(=O)CCOc2ccccc21,93,56:05601:1:Z4224084358;56:05602:6:Z3091670356;56:05602:8:Z3091670579;
CC1(C)Cc2ccsc2CN1,96,56:05601:1:Z2494359139;56:05601:3:Z2299673436;56:05603:7:Z2299672768;
CC1NCCc2ccc(F)cc21,193,56:05601:1:Z1215163997;56:05602:9:Z3842217014;56:05603:3:Z2493513322;
NC12CCC(CC1)NC2,53,56:05601:1:Z4001039385;56:05605:1:Z4205615245;56:05610:0:Z4005623949;
O=c1cc[nH]c2ccsc12,20,56:05601:1:Z1262260743;56:05603:8:Z1262260584;56:05613:8:Z1262425284;
CC1(C)CCNS1(=O)=O,85,56:05601:1:Z3358005098;56:05601:1:Z3357994036;56:05602:9:Z3357993489;
Fc1ccc2c(c1)CCCS2,261,56:05601:1:Z3789465537;56:05601:5:Z1495258902;56:05601:7:Z2928687849;
c1cc2cnsc2cn1,71,56:05601:1:Z4233570905;56:05601:1:Z4231732226;56:05603:2:Z5061152476;
CC1NCC1O,110,56:05601:1:Z4142492667;56:05603:9:Z4771738187;56:05606:9:Z4138723195;
CC1CNC2CCCCC2C1,59,56:05601:1:Z3510297788;56:05604:1:Z3652244057;56:05608:2:Z3652241667;
c1ncc2c(n1)NCCCC2,65,56:05601:1:Z4391286169;56:05601:5:Z3558791490;56:05601:8:Z3556814456;
CC1Cc2nc[nH]c2CC1C,18,56:05601:1:Z2589276185;56:05609:1:Z4251678598;56:05609:2:Z2275115309;
O=c1ccoc2ccc(O)cc12,89,56:05601:1:Z4308375598;56:05601:1:Z4307474548;56:05601:1:Z4308375368;
CC1Sc2ccccc2NC1=O,200,56:05601:1:Z2718555961;56:05601:5:Z2378684494;56:05601:7:Z1260124097;
Nc1cnn2c1NCCC2,88,56:05601:1:Z4421235905;56:05603:4:Z4421233615;56:05603:5:Z4421237810;
Cn1ncc2cnncc21,56,56:05601:1:Z4338924671;56:05603:4:Z4338923531;56:05603:9:Z4216832879;
Cc1cc(F)c2c(c1)NCC2,115,56:05601:1:Z3101817755;56:05601:7:Z3102164987;56:05601:7:Z3138461440;
CC1CCCCC1(C)C,146,56:05601:1:Z3803444122;56:05602:5:Z4089801065;56:05602:9:Z3590659085;
OC1CC2CCCC(C2)C1O,183,56:05601:1:Z4772637558;56:05601:3:Z4326462673;56:05601:5:Z4325666288;
CN1CCc2c(F)cccc2C1,8,56:05601:1:Z4187865394;56:05604:8:Z4134198252;56:05636:8:Z4134195599;
Cc1cnn2ccc(Cl)nc12,115,56:05601:1:Z3558958824;56:05603:7:Z3558604975;56:05605:1:Z4233217748;
c1ncc2c(n1)NCC2,55,56:05601:1:Z4733705429;56:05604:7:Z4330699834;56:05604:8:Z4330709460;
Cc1[nH]ccc(=O)c1O,180,56:05601:1:Z4289924474;56:05601:5:Z4295055725;56:05602:6:Z4228668349;
NC1CC2CC2C1,331,56:05601:1:Z3776563351;56:05601:3:Z3790841905;56:05601:7:Z2784053644;
Cc1cc2scc(C)c2cc1C,70,56:05601:1:Z2966744260;56:05601:1:Z2141381776;56:05601:1:Z1892291244;
Clc1ncc2[nH]cnc2n1,85,56:05601:1:Z2970491695;56:05602:4:Z3396161343;56:05603:0:Z2967667534;
Cc1cccc2c1C(C)CC2,134,56:05601:1:Z1851071002;56:05602:6:Z2410236844;56:05602:8:Z2963218577;
c1cc2c(s1)CCCCC2,246,56:05601:1:Z3610266796;56:05601:5:Z4000853986;56:05601:6:Z2175444182;
CC1CCn2cccc2C(=O)N1,25,56:05601:1:Z4453233549;56:05604:5:Z5020923231;56:05608:6:Z3831600621;
Cc1cc(C)nc(N)c1,115,56:05601:1:Z3599669448;56:05602:8:Z4490499369;56:05603:2:Z3599658968;
Cn1ncc2c(=O)[nH]nnc21,29,56:05601:1:Z1376351061;56:05602:2:Z1376356688;56:05603:2:Z1376350967;
O=S1(=O)CCCC2(CCCN2)C1,199,56:05601:1:Z3755905643;56:05601:2:Z3596113250;56:05602:5:Z3518936386;
OC1CNC2(CCC2)CC1O,244,56:05601:1:Z4094444355;56:05601:3:Z3821855080;56:05601:3:Z4492358086;
Cn1ccn2nccc12,390,56:05601:1:Z4224481983;56:05601:2:Z4106574298;56:05601:6:Z4106935742;
C1NCC2CC1O2,57,56:05601:1:Z2932562611;56:05601:1:Z3086752470;56:05602:6:Z4350530385;
Cc1nccc2c1OC(C)(C)OC2,227,56:05601:1:Z3527180420;56:05601:8:Z3083804880;56:05602:4:Z3340349252;
Clc1ccc2c(c1)NCCS2,62,56:05601:1:Z4109460637;56:05605:0:Z2453339398;56:05606:2:Z3404938081;
NC1CS(=O)(=O)C1,113,56:05601:1:Z3514777418;56:05601:4:Z4449061616;56:05601:4:Z4194859544;
Cc1nn(C)c2nccc(Cl)c12,81,56:05601:1:Z3831427741;56:05602:8:Z2970765921;56:05604:4:Z3079808912;
C1CN2CCN1CC2,194,56:05601:1:Z1481629328;56:05601:4:Z4295920999;56:05601:7:Z1481630850;
Cc1cncn1C,208,56:05601:1:Z2043564291;56:05602:8:Z2943836328;56:05602:9:Z2047524342;
CC1(C)CCCC(N)C1,33,56:05601:1:Z2927037347;56:05602:5:Z2926651500;56:05603:9:Z3496333305;
CC1(C)NC(=O)C2(CCNCC2)O1,229,56:05601:1:Z4506008927;56:05601:1:Z3624741108;56:05601:3:Z3621965508;
FC1Cc2ccnn2C1,405,56:05601:1:Z3580972768;56:05601:4:Z3553398177;56:05601:4:Z3541737186;
Cc1cc(C)c2c(c1)CCCN2,80,56:05601:1:Z4113626389;56:05601:4:Z1884909752;56:05603:1:Z4382355065;
Clc1cccc2ncoc12,125,56:05601:1:Z4031838499;56:05601:2:Z2207349301;56:05603:2:Z4083929418;
Cc1cc2n(n1)CCN2,151,56:05601:1:Z4036121748;56:05602:2:Z3860580210;56:05603:4:Z4383785364;
Nc1cccnn1,162,56:05601:1:Z3815181061;56:05602:5:Z4099475199;56:05603:4:Z4099518995;
Cc1nnc2ccc(Cl)nn12,48,56:05601:1:Z4346304350;56:05601:6:Z4346298821;56:05602:4:Z4948269970;
Nc1cnc[nH]1,50,56:05601:1:Z4314499445;56:05602:1:Z2949511463;56:05604:7:Z4875910791;
OC1CCC(O)CC1,182,56:05601:1:Z3607940409;56:05601:1:Z3611566583;56:05602:4:Z2229425770;
Cc1nc2ccc3ncsc3c2s1,20,56:05601:1:Z3176804005;56:05616:8:Z3842761560;56:05643:0:Z3176803792;
Clc1cnc2ccccn12,155,56:05601:1:Z3583226399;56:05602:2:Z4643228679;56:05602:9:Z1656765613;
O=S1(=O)CC23CCCCC2(CNC3)C1,118,56:05601:1:Z3055280952;56:05601:4:Z3315024984;56:05601:7:Z3055281355;
Clc1cc(Cl)c2c(c1)C=CCO2,66,56:05601:1:Z5059659458;56:05604:4:Z2351406199;56:05605:7:Z2411861859;
c1cc2c(cn1)NCC21CCC1,116,56:05601:1:Z4218478913;56:05602:4:Z4273335936;56:05604:9:Z4218512341;
C1=NCCO1,225,56:05601:1:Z3597924355;56:05601:6:Z4251479160;56:05603:3:Z4249679142;
c1ccc2c(c1)[nH]c1nncn12,25,56:05601:1:Z4235715777;56:05603:2:Z1450079604;56:05611:9:Z2918032995;
O=C1CNc2ncccc2N1,170,56:05601:1:Z1686904706;56:05602:1:Z4304761969;56:05603:1:Z4297923270;
NC1CC2CCC1NC2,112,56:05601:1:Z2997942797;56:05602:4:Z2605538956;56:05606:5:Z4204437360;
Clc1cnc2n1NCCC2,142,56:05601:1:Z4611061695;56:05601:2:Z4270329374;56:05602:1:Z4270368889;
c1cnc2c(c1)CNCCO2,187,56:05601:1:Z3299920192;56:05601:2:Z1688374848;56:05601:3:Z1688409941;
CC1(C)CNCCC(=O)C1,203,56:05601:1:Z4311768150;56:05601:9:Z2915374211;56:05602:0:Z2718595195;
Oc1nccc2cncn12,108,56:05601:1:Z4311768150;56:05602:5:Z4313098666;56:05602:6:Z4310548774;
O=S1(=O)C2CCCN1CC2,231,56:05601:1:Z4008529284;56:05601:2:Z3536153714;56:05602:4:Z3554786900;
Cn1cc(Cl)nc1F,37,56:05601:1:Z4255623703;56:05601:2:Z4255619720;56:05602:9:Z4255620031;
Cc1ccc2nncn2n1,276,56:05601:1:Z2710815818;56:05601:2:Z3888901089;56:05601:4:Z1864466190;
CN1c2ccccc2CCS1(=O)=O,91,56:05601:1:Z3393718438;56:05601:6:Z3598165726;56:05603:9:Z3620628815;
CC1(C)CNc2cccnc2N1,108,56:05601:1:Z4870418642;56:05601:3:Z4870437749;56:05602:0:Z4870430123;
Clc1ccnn2ccnc12,103,56:05601:1:Z4225914649;56:05604:2:Z4231403413;56:05609:4:Z4456107123;
CC1CNc2c(O)cccc2C1,77,56:05601:1:Z3055273558;56:05601:5:Z3055276730;56:05602:1:Z4325269141;
O=C1NCNC12CCCCC2,33,56:05601:1:Z2830895591;56:05604:0:Z1431503399;56:05606:2:Z2830919346;
CN1CCCC12CCCNC2,190,56:05601:1:Z3267817760;56:05601:2:Z4209103430;56:05601:3:Z3267821686;
Clc1ccc2c(c1)OCCCO2,248,56:05601:1:Z1894704811;56:05601:3:Z2261610107;56:05601:3:Z1225636912;
OC12CC3CC(CC(C3)C1)C2,134,56:05601:1:Z3856457484;56:05601:1:Z3856468965;56:05601:9:Z3866439681;
Cn1cnc2c1CCNC21CCOCC1,52,56:05601:1:Z3040924752;56:05603:9:Z4101060908;56:05608:6:Z3040391266;
Nc1ncco1,114,56:05601:1:Z3040924752;56:05603:8:Z3709185426;56:05603:9:Z3007109143;
Cc1csc2c(Cl)cccc12,26,56:05601:1:Z2225499646;56:05611:9:Z4081724685;56:05618:0:Z3366394502;
Cc1cccc2nccc(=O)n12,143,56:05601:1:Z3776713000;56:05602:5:Z1373570892;56:05603:0:Z379875688;
Cc1cc(C)c2c(n1)CCCC2,46,56:05601:1:Z2591048011;56:05601:3:Z2591421167;56:05601:9:Z2591169882;
c1ccc2c(c1)nc1n2CCN1,95,56:05601:1:Z4371920024;56:05602:4:Z1570019692;56:05602:7:Z1873241211;
Cc1ccnc2c1NC(=O)CN2,64,56:05601:1:Z4126308066;56:05604:1:Z4126298636;56:05604:2:Z4126306497;
Clc1cc2c(s1)C1(CCNCC1)OCC2,46,56:05601:1:Z4346305220;56:05601:2:Z3879160054;56:05602:9:Z4771522920;
Cc1ncnc(N)n1,106,56:05601:1:Z2769655157;56:05602:8:Z2769335825;56:05603:8:Z2770372227;
CC1NCCC1N,78,56:05601:1:Z3144591566;56:05602:7:Z3518955909;56:05603:6:Z3144588001;
O=C1CNCc2ccccc2N1,191,56:05601:1:Z2500775243;56:05602:4:Z4228618719;56:05602:6:Z2500775602;
O=S1(=O)CCc2[nH]ncc2C1,89,56:05601:1:Z5044128011;56:05603:5:Z5059922848;56:05604:5:Z5043324660;
Oc1ccc2c(n1)CCCC2,164,56:05601:1:Z2780079031;56:05602:4:Z2848432688;56:05605:1:Z3133774598;
N=S1(=O)CCC2(CCNC2)CC1,101,56:05601:1:Z4005085091;56:05602:9:Z4448227633;56:05603:9:Z4056320403;
Cc1cc2ccc(F)cc2o1,37,56:05601:1:Z4448908521;56:05605:7:Z4506953155;56:05611:0:Z4475291293;
N=c1[nH]ccs1,63,56:05601:1:Z2220311702;56:05603:1:Z1642427547;56:05603:7:Z3515123088;
O=C1CCc2ncsc2C1,102,56:05601:2:Z4624366069;56:05602:0:Z4624363195;56:05602:9:Z4649007654;
OC1CCCCCCC1,57,56:05601:2:Z3359508577;56:05601:3:Z3359924330;56:05601:9:Z3359893128;
Cn1[nH]cnc1=N,91,56:05601:2:Z2638064300;56:05601:7:Z2770901666;56:05603:5:Z3353843097;
Clc1ccc2c(Cl)csc2c1,41,56:05601:2:Z1501098352;56:05604:2:Z1421820543;56:05605:6:Z1460929244;
Clc1ccc2c(c1)NCCCC2,43,56:05601:2:Z2191606442;56:05601:2:Z2813401733;56:05601:6:Z4114662074;
O=c1ccnc2ccc(Cl)cn12,150,56:05601:2:Z751991668;56:05601:5:Z1234021084;56:05603:2:Z200815294;
Cc1ccc2c(c1)OC(C)CN2,206,56:05601:2:Z1335524910;56:05601:5:Z1883153410;56:05602:1:Z3843477768;
Fc1cc(F)c2c(c1)NCC2,231,56:05601:2:Z648706532;56:05602:1:Z1346138349;56:05602:2:Z648706138;
C1CC2COC(C1)O2,67,56:05601:2:Z4195965291;56:05603:6:Z4196061841;56:05604:4:Z4195940219;
Cc1ccc2cncnc2c1,90,56:05601:2:Z3559587701;56:05601:4:Z3830780028;56:05601:7:Z3558894165;
NC1CC2CCC1CC2,232,56:05601:2:Z4908120416;56:05601:4:Z4447388671;56:05601:7:Z3134194692;
Cc1nccc(=O)[nH]1,149,56:05601:2:Z3094322834;56:05601:5:Z4261560393;56:05601:6:Z3647733466;
Oc1ccc2c(c1)C1(CC1)CNC2,178,56:05601:2:Z2187217499;56:05602:4:Z2189541469;56:05602:5:Z3046532343;
Oc1ccc2ccsc2n1,147,56:05601:2:Z4311529776;56:05604:9:Z4311331174;56:05605:4:Z4313811679;
Oc1cc2ccccn2n1,2,56:05601:2:Z4151793645;56:05676:1:Z4169253252;
CN1CCC2NCCCC2C1,289,56:05601:2:Z1451642716;56:05601:2:Z2452571216;56:05601:6:Z2272105510;
c1ccc2c(c1)OCc1cncn1-2,71,56:05601:2:Z3789155411;56:05601:2:Z3818175143;56:05601:3:Z3818176663;
O=S1(=O)CC2(CC2)CN1,86,56:05601:2:Z3634204608;56:05602:2:Z3634218538;56:05604:9:Z3634201700;
Cc1cc2cc[nH]c2cc1F,87,56:05601:2:Z2771655422;56:05601:7:Z2794025190;56:05601:9:Z2928488788;
FC1COc2ccccc2C1,268,56:05601:2:Z3046366126;56:05602:1:Z2931689189;56:05602:3:Z3654130195;
c1ccc2c(c1)CCCCCNC2,84,56:05601:2:Z3637948354;56:05604:8:Z4295310441;56:05605:5:Z4350844276;
CC1Cc2ccccc2NC1C,57,56:05601:2:Z3092948075;56:05603:1:Z4126603569;56:05605:9:Z4126609032;
CC1(C)CNCc2c(F)cccc21,101,56:05601:2:Z4157928343;56:05603:5:Z4156997569;56:05604:0:Z4215211182;
O=c1[nH]nnc2ccccc12,290,56:05601:2:Z2284449611;56:05601:3:Z2078418621;56:05601:5:Z1819634520;
Fc1ccc2c(Cl)n[nH]c2c1,102,56:05601:2:Z4270352893;56:05601:5:Z4591527635;56:05601:8:Z4270357814;
Nc1cc2ncccc2s1,73,56:05601:2:Z4860857831;56:05602:2:Z3698968946;56:05607:0:Z4064414948;
O=c1cc[nH]c2ccnn12,291,56:05601:2:Z2027411471;56:05601:4:Z1159182271;56:05601:6:Z2843331712;
Cn1cc(O)cn1,127,56:05601:2:Z2027531411;56:05601:6:Z3370301647;56:05602:8:Z3370307582;
CN1CCC(C)(C)CC1=O,56,56:05601:2:Z4257095241;56:05602:3:Z4255190460;56:05602:6:Z4256525351;
CC1(C)Cc2cnc(Cl)nc2C1,40,56:05601:2:Z4876491133;56:05602:6:Z4876480435;56:05604:7:Z4876492291;
c1cc2c3c(cccc3c1)CCC2,49,56:05601:2:Z3671699420;56:05601:8:Z2878398551;56:05602:4:Z2877415853;
Cc1nc[nH]c(=O)c1C,93,56:05601:2:Z1652446226;56:05601:5:Z3493756868;56:05601:6:Z1272420440;
Cc1cn2ncsc2n1,195,56:05601:2:Z397762054;56:05602:3:Z1333172415;56:05603:7:Z2143897214;
c1ccc2c(c1)CC1CCC2C1,55,56:05601:2:Z4253984642;56:05601:5:Z4154685088;56:05601:8:Z4314299899;
c1ccc2c(c1)CNCC1(CCC1)O2,81,56:05601:2:Z2884926987;56:05601:5:Z2926933924;56:05601:8:Z2884925887;
Oc1cnnc2c(F)cccc12,52,56:05601:2:Z4308052627;56:05603:5:Z4308953009;56:05603:8:Z4308260998;
O=c1ccnc2nc[nH]n12,58,56:05601:2:Z4385689855;56:05603:5:Z3800229130;56:05604:3:Z4385682844;
c1nncnn1,51,56:05601:2:Z2479509010;56:05602:4:Z2602687715;56:05605:1:Z2479522576;
O=c1[nH]cnc2[nH]c3ccccc3c12,5,56:05601:2:Z2613877176;56:05629:4:Z2613875545;56:05659:8:Z2613877056;
Cc1ccc2c(C)n[nH]c2n1,273,56:05601:2:Z1185585133;56:05601:7:Z1488241589;56:05602:5:Z2014364169;
c1nc2nc3c(cn2n1)CCC3,97,56:05601:2:Z3078244639;56:05601:6:Z2771062797;56:05604:8:Z4418371908;
Oc1ccnc(O)n1,82,56:05601:2:Z1303018962;56:05601:7:Z1303012834;56:05602:8:Z1942075583;
Cc1n[nH]c2sccc12,17,56:05601:2:Z2231953330;56:05604:4:Z2440842464;56:05604:4:Z2441017140;
Fc1cccc2c1CSCC2,41,56:05601:2:Z3888807832;56:05603:1:Z3888809576;56:05605:2:Z3888935015;
Clc1ccnc2ncccc12,132,56:05601:2:Z4998826394;56:05601:8:Z4998824809;56:05602:0:Z4998831747;
FC1(F)CCc2ccccc2C1,20,56:05601:2:Z4255539317;56:05603:5:Z4257322423;56:05604:1:Z4258259686;
C1OC2C3COC2C1N3,41,56:05601:2:Z2497725376;56:05606:1:Z3845053192;56:05607:1:Z5043818498;
O=c1[nH]cnc2ccc(Cl)cc12,143,56:05601:2:Z3314032680;56:05601:3:Z3880071800;56:05602:1:Z51438612;
Clc1ccc2nccc(Cl)c2c1,16,56:05601:2:Z2315843390;56:05607:7:Z2318017802;56:05609:2:Z1642315610;
c1noc2c1CCC2,71,56:05601:2:Z5046861523;56:05601:2:Z5046866621;56:05601:9:Z3804803993;
OC1COc2ccccc2C1,410,56:05601:2:Z3509855186;56:05601:2:Z3801576459;56:05601:2:Z3524309253;
Cc1nc2c([nH]1)C1CCCNC1CC2,109,56:05601:2:Z3757742501;56:05601:2:Z3595939376;56:05602:2:Z3595941235;
Cn1cnc(=O)[nH]1,15,56:05601:2:Z1899702524;56:05611:0:Z2351249135;56:05613:6:Z1899701949;
Fc1cc2nccnc2cc1F,146,56:05601:2:Z4174774048;56:05601:2:Z1765449506;56:05601:8:Z1724704014;
Clc1ncc2ccccc2n1,138,56:05601:2:Z5023210140;56:05601:5:Z4991699447;56:05602:4:Z2770532505;
Oc1ncnc2ccccc12,61,56:05601:2:Z1685461343;56:05602:7:Z1685457734;56:05604:5:Z3367186921;
CC1CSc2ccccc2C1,27,56:05601:2:Z2772606873;56:05604:7:Z2898883400;56:05605:0:Z4385712306;
CC1CC2CCC(C1)S2(=O)=O,159,56:05601:2:Z3051594627;56:05602:7:Z3047384424;56:05604:4:Z3049681825;
Nc1ncc2c(n1)CC1CCCC2N1,42,56:05601:2:Z4272312768;56:05602:1:Z4272330910;56:05604:5:Z4272346909;
Clc1cscc1Cl,88,56:05601:2:Z3774515120;56:05601:4:Z3775579877;56:05602:2:Z3818768393;
Cc1ccc2c(c1)CNCC2(C)C,121,56:05601:2:Z3549814288;56:05601:3:Z2770944838;56:05604:1:Z1575839467;
Nc1ccns1,112,56:05601:2:Z4316192275;56:05604:6:Z4318866943;56:05605:6:Z4319638063;
c1cc2cnc[nH]c-2n1,48,56:05601:2:Z4244967083;56:05604:2:Z4272772729;56:05605:6:Z4244983812;
O=C1CCC2(CCOCC2)CN1,32,56:05601:2:Z3169714232;56:05601:8:Z2595255499;56:05605:0:Z2595256707;
Fc1cc(F)c2c(c1)C1(CCC2)CC1,17,56:05601:2:Z3508222747;56:05603:4:Z3507184314;56:05608:4:Z3508880931;
CC1CNCC2(CCCCC2)O1,194,56:05601:2:Z2495342681;56:05601:5:Z2507373046;56:05602:2:Z2774930863;
CC1(C)NCCS1,136,56:05601:2:Z4578641347;56:05601:6:Z4771933783;56:05602:2:Z4595151627;
O=C1NCCc2ccsc21,4,56:05601:2:Z4999874618;56:05608:9:Z3346989335;56:05655:8:Z4999928051;
CC1CCC(C)(C)N1,174,56:05601:2:Z3844732235;56:05602:1:Z2279658724;56:05604:1:Z2898759920;
OC1COC2(CCNCC2)C1,271,56:05601:2:Z4615034088;56:05601:8:Z4615033334;56:05601:9:Z4615031034;
CC1=CCCS1(=O)=O,240,56:05601:2:Z4769039545;56:05601:6:Z4768921542;56:05601:6:Z4768610347;
CC1(O)CNC1,120,56:05601:2:Z1875121666;56:05601:9:Z2767803727;56:05603:2:Z1875137292;
O=C1C2CCCCC1CCC2,283,56:05601:2:Z2782681382;56:05601:5:Z2783641206;56:05602:1:Z3369094223;
Cc1ccc2nc[nH]c2c1F,6,56:05601:2:Z4458729449;56:05606:9:Z4458758835;56:05607:3:Z4458590234;
Cn1ccc2[nH]ccc21,158,56:05601:2:Z3352562509;56:05602:0:Z3357825265;56:05602:2:Z4224879277;
CC1CCCCNC1,235,56:05601:2:Z4216174456;56:05603:4:Z4271374922;56:05603:5:Z3046438208;
NC12CC3CC(CC(C3)C1)C2,51,56:05601:2:Z3105296912;56:05603:9:Z3506071860;56:05616:1:Z3796072319;
CN1CC2NCCCC2C1=O,343,56:05601:2:Z4776088446;56:05601:4:Z4777438725;56:05601:6:Z4735774922;
c1cnc2c(c1)NCCS2,244,56:05601:2:Z2318228420;56:05601:3:Z2870153672;56:05601:6:Z4112561423;
Cc1cnc2cnccc2n1,66,56:05601:2:Z2972035131;56:05603:0:Z4390920119;56:05604:3:Z3831134735;
Cc1cc(=O)[nH][nH]1,87,56:05601:2:Z2640372099;56:05601:9:Z4883056551;56:05604:1:Z2640366082;
c1cc2n(n1)CC1(CCNCC1)OC2,34,56:05601:2:Z3042150971;56:05609:2:Z4065569404;56:05609:2:Z4065501820;
Clc1c2c(nc3ccccc13)CCCC2,7,56:05601:2:Z2615333944;56:05637:7:Z2179617556;56:05638:4:Z2179424013;
N=S1(=O)CC2CC1C2,71,56:05601:2:Z4096016756;56:05604:4:Z4096015942;56:05605:6:Z4096014667;
CC1(N)CCC1,104,56:05601:3:Z3365910255;56:05601:3:Z4175406446;56:05604:5:Z3350598589;
