fragment_smiles,occurences,example_ligands
NC1CCC1,6889,56:05600:0:Z2355111166;56:05600:0:Z3143996870;56:05600:1:Z4217275960;
Fc1cc2c(cc1F)CCC2,250,56:05600:0:Z4109513374;56:05600:1:Z4109920117;56:05600:3:Z4113656793;
c1cnc2ncccc2c1,1062,56:05600:0:Z4225160320;56:05600:1:Z2632358805;56:05600:2:Z3134082301;
Cc1[nH]nc2ncccc12,256,56:05600:0:Z4183705724;56:05600:4:Z1286380728;56:05600:8:Z2205979009;
Cc1cc(C)c2c(c1)CCC2,168,56:05600:0:Z4073046223;56:05600:6:Z4073036143;56:05601:2:Z2504559987;
Fc1cccc2c1CNCCO2,249,56:05600:0:Z2012016197;56:05600:0:Z3579829510;56:05600:5:Z4614821484;
O=c1[nH]cnc2ncccc12,149,56:05600:0:Z2199128230;56:05600:1:Z4312690922;56:05601:0:Z4198708897;
C1CC2CSCC2C1,855,56:05600:0:Z3634352140;56:05600:0:Z3797792692;56:05600:0:Z3630596441;
c1cc2n(c1)CCSC2,687,56:05600:0:Z4000687413;56:05600:1:Z4022120938;56:05600:1:Z4023172437;
c1ccc2oncc2c1,2002,56:05600:0:Z2496872454;56:05600:0:Z3831733577;56:05600:0:Z1981240096;
Clc1cccc2c1CCNC2,555,56:05600:0:Z3546049367;56:05600:2:Z1796381218;56:05600:3:Z4643308216;
O=C1CCNC2CCCCN12,294,56:05600:0:Z3091981222;56:05600:4:Z3596461894;56:05600:6:Z3207072029;
C1CC12CC2,907,56:05600:0:Z2992078209;56:05600:0:Z2362816582;56:05600:5:Z4172846155;
Cc1cccc2ccoc12,504,56:05600:0:Z1376053960;56:05600:2:Z3060984660;56:05600:6:Z2407699296;
CC1(C)CNCc2cccc(F)c21,101,56:05600:0:Z4313962833;56:05601:1:Z4314940524;56:05601:1:Z4314939643;
Clc1cnoc1,320,56:05600:0:Z5007098806;56:05600:1:Z2772851855;56:05600:2:Z4503995593;
O=c1ccc2c([nH]1)CCCC2,1147,56:05600:0:Z1167125194;56:05600:1:Z4219908429;56:05600:2:Z3467854637;
Fc1cnc2c(c1)CCN2,209,56:05600:0:Z4132708194;56:05600:4:Z4169820562;56:05601:3:Z4132709372;
Fc1ccc2c(c1)CCO2,886,56:05600:0:Z1934480263;56:05600:0:Z2406666945;56:05600:0:Z2871045227;
O=S1(=O)CCc2sccc2C1,272,56:05600:0:Z2141011839;56:05600:2:Z1663991568;56:05600:5:Z1426868710;
c1ccc2c(c1)CNOC2,189,56:05600:0:Z2141011839;56:05601:0:Z2156042584;56:05601:3:Z3051979706;
CC1CCc2ccccc2C1,723,56:05600:0:Z3604178376;56:05600:1:Z1675912043;56:05600:2:Z4663895053;
Clc1cc[nH]c1,657,56:05600:0:Z3437345577;56:05600:2:Z4240267396;56:05600:4:Z2047176874;
C1CNC2(C1)CCC1(CC2)OCCO1,75,56:05600:0:Z4975356965;56:05601:8:Z4640331666;56:05601:8:Z4640341746;
C1CC2(C1)CCOCC2,3472,56:05600:0:Z3104037070;56:05600:0:Z2974378956;56:05600:0:Z2092465915;
Cc1cc2n(n1)CCCC2,405,56:05600:0:Z4140247323;56:05600:2:Z4230057287;56:05600:3:Z4142119449;
CN1CCC2(CCN2)CC1,361,56:05600:0:Z2837451207;56:05600:8:Z3009518511;56:05600:9:Z2949216516;
c1cnc2cncn2c1,256,56:05600:0:Z2696233186;56:05600:1:Z2696324721;56:05600:2:Z2696194125;
C1CCC2(CCNCC2)OC1,948,56:05600:0:Z3313868111;56:05600:3:Z2883795548;56:05600:4:Z3365115590;
Cn1ncc2c1CNC2,412,56:05600:0:Z2691201776;56:05600:4:Z3529156793;56:05600:6:Z2851883534;
Clc1ccc2c(c1)C1CC1C2,88,56:05600:0:Z4665977535;56:05600:2:Z4022171466;56:05600:4:Z4149122036;
Cc1nccc2ccccc12,235,56:05600:0:Z3000297499;56:05600:2:Z4109043984;56:05600:3:Z4239007135;
Cc1ccc2c(c1)NCC2,283,56:05600:0:Z3296384564;56:05601:0:Z3790655482;56:05601:1:Z1273877136;
C1CNCNC1,58,56:05600:0:Z3208603223;56:05602:1:Z3584625238;56:05605:4:Z3208604614;
O=c1cc[nH]cc1,636,56:05600:0:Z3191724097;56:05600:1:Z3712204500;56:05600:2:Z3189672991;
C1CC2(CCO1)CC2,1855,56:05600:0:Z4412838216;56:05600:0:Z3356347916;56:05600:1:Z2803019932;
Cc1cccc2nccn12,1396,56:05600:0:Z1366447091;56:05600:0:Z4153052048;56:05600:0:Z4035082739;
Clc1cncs1,1379,56:05600:0:Z3505769103;56:05600:4:Z2914493148;56:05600:5:Z1729030988;
NC1C2CCC1NC2,150,56:05600:0:Z4152207646;56:05601:1:Z4157198649;56:05602:5:Z4152208702;
O=C1NC2CCCC1CNC2,348,56:05600:0:Z4930854469;56:05600:4:Z4961542743;56:05600:5:Z4931824670;
O=c1cc(O)cco1,124,56:05600:0:Z2645150696;56:05601:0:Z2027503288;56:05601:5:Z4960617226;
C1CCC2(CC1)CCCN2,706,56:05600:0:Z3299150461;56:05600:0:Z2839049000;56:05600:1:Z4056127507;
Fc1ccc2ccccc2c1,350,56:05600:0:Z4023177745;56:05600:6:Z4645189647;56:05601:4:Z4145123191;
Clc1cncc(Cl)c1,2022,56:05600:0:Z4193070261;56:05600:0:Z4193299922;56:05600:0:Z3143762737;
Cc1nnc2n1CCC2,819,56:05600:0:Z3523356062;56:05600:1:Z3570144690;56:05600:3:Z3581662180;
CC1COC(C)C1,345,56:05600:0:Z2594927923;56:05600:2:Z3135193207;56:05600:4:Z2001663418;
Fc1ccc2cccnc2c1F,142,56:05600:0:Z4886289051;56:05600:6:Z2828315517;56:05600:9:Z3351709208;
CC1(C)CNCC2CCOC2C1,236,56:05600:0:Z3442543609;56:05600:1:Z3613162208;56:05600:1:Z3613138074;
CC1CN2CCCCC2CN1,295,56:05600:0:Z1232777842;56:05600:2:Z3535496473;56:05600:8:Z4382087244;
Fc1cc(F)c2[nH]ccc2c1,176,56:05600:0:Z3815696339;56:05601:4:Z4249824626;56:05602:1:Z3821765593;
C1NC2CNC1C2,2857,56:05600:0:Z2873240739;56:05600:0:Z3209184524;56:05600:0:Z4199885684;
Fc1ccc2ncoc2c1,301,56:05600:0:Z2599752179;56:05601:5:Z2149896172;56:05601:6:Z2919036494;
Cc1nc2ncccn2n1,469,56:05600:0:Z1662944311;56:05600:0:Z4234082795;56:05600:3:Z3075665767;
Oc1ccc(F)c2c1CCNC2,212,56:05600:0:Z4421836580;56:05600:5:Z4353382158;56:05600:9:Z4429861852;
Cn1nc2c(cc1=O)CNCC2,322,56:05600:0:Z3371930692;56:05600:6:Z4266183079;56:05600:8:Z2632084414;
C1CCC2(CC1)CCC2,4699,56:05600:0:Z3844568044;56:05600:0:Z3497232883;56:05600:0:Z3539421363;
Cn1ccc2ccncc21,303,56:05600:0:Z3613626043;56:05600:3:Z3643575598;56:05601:2:Z3046199553;
C1COC2(CN1)CNC2,377,56:05600:0:Z4210623793;56:05600:1:Z4210610223;56:05600:2:Z2362358606;
C1CC2CCC1C21CC1,122,56:05600:0:Z4508890130;56:05600:8:Z4472551675;56:05601:0:Z4517048601;
Cc1cc(C)c2cc[nH]c2c1,291,56:05600:0:Z4008753665;56:05600:2:Z3496235372;56:05600:5:Z3532963794;
c1ccc2c(c1)CCCCO2,1239,56:05600:0:Z1442458763;56:05600:3:Z3080367887;56:05600:5:Z4230423354;
C1CCC2(C1)CC1CCOC12,267,56:05600:0:Z1514412481;56:05600:2:Z1585469537;56:05600:5:Z2739923806;
Cn1nccc1F,624,56:05600:0:Z3712420244;56:05600:1:Z3294477539;56:05600:2:Z3353150511;
CC1(C)CNCC(=O)N1,639,56:05600:0:Z1716273953;56:05600:0:Z3318268109;56:05600:0:Z3391891435;
Clc1ccc2c(c1)CCN2,247,56:05600:0:Z2067674406;56:05600:0:Z4118877050;56:05600:1:Z4118874739;
C1=NOC2CCCC12,483,56:05600:0:Z4182727073;56:05600:1:Z4182739017;56:05600:3:Z4621432942;
Fc1cc(Cl)cc2c1CNCC2,159,56:05600:0:Z3175948852;56:05601:1:Z3060350357;56:05601:2:Z3316767400;
O=C1CCSc2ccccc21,274,56:05600:0:Z3875691894;56:05600:0:Z3818013454;56:05600:5:Z4834469262;
Cc1nc2n(n1)CCCC2,787,56:05600:0:Z2853888556;56:05600:3:Z1364105466;56:05600:6:Z1816098949;
O=C1CC2(C1)CC1(CCC1)C2,206,56:05600:0:Z5044990798;56:05600:4:Z5055283082;56:05600:9:Z5043032005;
Cn1ccc(=O)c2cnn(C)c21,118,56:05600:0:Z2476128791;56:05600:9:Z3058221154;56:05601:5:Z1938245301;
Cc1cccc(C)n1,3229,56:05600:0:Z1534002318;56:05600:1:Z4079404304;56:05600:2:Z4381343581;
OC1CNCC2(CCOCC2)CC1O,101,56:05600:0:Z3711654183;56:05600:6:Z3711653037;56:05601:3:Z3652793430;
OC1CC(O)C12CCCNC2,255,56:05600:0:Z4027214699;56:05600:9:Z4011988411;56:05601:1:Z4027215367;
O=C1CCC12CCC2,796,56:05600:0:Z4108750949;56:05600:0:Z4960880648;56:05600:1:Z4662688191;
Nc1nncs1,753,56:05600:0:Z4490956955;56:05600:1:Z4995618085;56:05600:1:Z4280581963;
OC1CC2COCC(C1)N2,371,56:05600:0:Z5023293832;56:05600:0:Z5019023259;56:05601:2:Z5017861896;
C1CNCC2(C1)CCCO2,380,56:05600:0:Z3189384297;56:05600:3:Z3851208321;56:05600:4:Z3092796651;
FC1CCOC1,2195,56:05600:0:Z4036509839;56:05600:1:Z3142191924;56:05600:1:Z4413907163;
Clc1ccc2[nH]cnc2c1,884,56:05600:0:Z2603949420;56:05600:0:Z4643291508;56:05600:0:Z2102713211;
NC1CNC2COCC12,102,56:05600:0:Z3511167762;56:05601:4:Z4055800394;56:05602:3:Z3522540573;
Cc1nc2[nH]ccc2s1,191,56:05600:0:Z5001595855;56:05601:1:Z5001191223;56:05601:6:Z5001350121;
Fc1cncc(F)c1,1636,56:05600:0:Z4483021609;56:05600:0:Z2932984160;56:05600:1:Z4224458047;
Cc1nc[nH]n1,2719,56:05600:0:Z2869460428;56:05600:0:Z3642332837;56:05600:1:Z3530973253;
CC1CNCc2ccccc2O1,279,56:05600:0:Z2208378835;56:05600:1:Z4062325238;56:05600:6:Z2200820064;
CN1CCCCC12CC2,451,56:05600:0:Z3821936813;56:05600:4:Z3910505442;56:05600:7:Z3788678137;
Cc1csnn1,1615,56:05600:0:Z2472948852;56:05600:1:Z2288295444;56:05600:1:Z2946851242;
O=c1ccnc2scnn12,686,56:05600:0:Z2143578490;56:05600:3:Z2180110798;56:05600:6:Z1958542396;
Cn1cc(Cl)nc1Cl,136,56:05600:0:Z1569356963;56:05600:7:Z1563871737;56:05601:1:Z4252202587;
O=S1CCNCC1,1270,56:05600:0:Z4319091473;56:05600:1:Z3887808610;56:05600:2:Z2906098123;
FC1(F)CC12CCCC2,1619,56:05600:0:Z3521856449;56:05600:1:Z3573341742;56:05600:1:Z3543393154;
O=C1CCNCC1,811,56:05600:0:Z4270124737;56:05600:1:Z4262463110;56:05600:4:Z4478089986;
O=S1(=O)CCC2(CCNCCO2)C1,164,56:05600:0:Z4278777148;56:05600:5:Z3822001412;56:05601:1:Z3899309989;
C1CNCCC2(C1)CC2,294,56:05600:0:Z2702001989;56:05600:3:Z3671197868;56:05600:6:Z2708638020;
c1cnc2c(c1)CCO2,338,56:05600:0:Z5034334414;56:05600:2:Z5034800495;56:05600:9:Z5034575804;
CC1(C)COC2(CCNCC2)OC1,221,56:05600:0:Z1910680831;56:05600:7:Z3840092945;56:05600:9:Z2219948098;
Cc1cc2nc[nH]c2cc1C,283,56:05600:0:Z3557823333;56:05600:1:Z4078385471;56:05600:9:Z4570812295;
OC1CC2(CCNC2)C1,415,56:05600:0:Z4070389196;56:05600:4:Z4083434823;56:05601:0:Z4082135544;
Cc1csc(C)c1,809,56:05600:0:Z3093060775;56:05600:1:Z2778080907;56:05600:3:Z4580855103;
CC1CC(=O)C1,199,56:05600:0:Z2632092173;56:05602:7:Z2628666404;56:05603:2:Z3708189781;
Cc1csc2ccccc12,668,56:05600:0:Z1720834401;56:05600:4:Z4971573780;56:05600:5:Z4612475228;
C1CSC2(CCOCC2)CN1,414,56:05600:0:Z1720834401;56:05601:3:Z2175808560;56:05601:3:Z2074066702;
Cc1cc(C)nc(C)n1,407,56:05600:0:Z4096061374;56:05600:0:Z2063069652;56:05600:0:Z4096086874;
Clc1cc2c(s1)CCC2,220,56:05600:0:Z2174785328;56:05601:1:Z4601058818;56:05601:9:Z2167659869;
Clc1cccc2[nH]ccc12,598,56:05600:0:Z2213483353;56:05600:2:Z2503000770;56:05600:5:Z5055293158;
O=C1CC2CCCC2N1,391,56:05600:0:Z4192591332;56:05600:2:Z4196098835;56:05600:2:Z4192133994;
CC1(C)COCCO1,4425,56:05600:0:Z4201200977;56:05600:0:Z4414355755;56:05600:0:Z4240852614;
CC1CC1F,603,56:05600:0:Z2410627461;56:05600:1:Z2446291436;56:05600:1:Z2438335091;
O=c1[nH]nn[nH]1,575,56:05600:0:Z3500821912;56:05600:3:Z1915595363;56:05600:4:Z4218748056;
Cn1cc2c(n1)CCCC2,3342,56:05600:0:Z2921288522;56:05600:1:Z4959970787;56:05600:1:Z1439035870;
Fc1ccc2cnccc2c1,781,56:05600:0:Z4660872066;56:05600:2:Z2479649814;56:05600:8:Z4349150432;
Oc1ccc2c(c1)CCCO2,458,56:05600:0:Z3997270424;56:05600:0:Z3997270132;56:05600:2:Z4112970950;
OC1CCNCCC1(F)F,424,56:05600:0:Z3684881227;56:05600:3:Z3189698875;56:05600:7:Z4203694383;
Cc1c[nH]nc1C,421,56:05600:0:Z1326363904;56:05600:2:Z3204329811;56:05600:2:Z1096606446;
c1ccc2c(c1)CC1CNCCCN21,129,56:05600:0:Z3870194291;56:05600:0:Z3870194292;56:05602:0:Z2178340055;
NC1CC2CNC(C1)C2,186,56:05600:0:Z3045091927;56:05600:5:Z2996080941;56:05600:7:Z3137813684;
c1cnc2sccc2c1,825,56:05600:0:Z3172763150;56:05600:1:Z2280177596;56:05600:3:Z4154387483;
CN1CCCS1(=O)=O,1211,56:05600:0:Z4907594153;56:05600:2:Z4001123174;56:05600:2:Z2991345118;
N=S1(=O)CCC2(CCN2)CC1,108,56:05600:0:Z3481124932;56:05600:6:Z4212391042;56:05600:9:Z4212399981;
CC1CCCCCCN1,130,56:05600:0:Z4279069022;56:05601:4:Z3996529040;56:05601:5:Z4888037670;
C1COC2(C1)CCOC2,1668,56:05600:0:Z4279069022;56:05600:1:Z3572642371;56:05600:1:Z3366407870;
Fc1cccc2occc12,65,56:05600:0:Z3999906747;56:05600:2:Z3806585251;56:05601:8:Z3360551071;
Cc1scnc1O,145,56:05600:0:Z4085747800;56:05600:1:Z3095073951;56:05600:3:Z3651342887;
C1CC2CNOC2C1,138,56:05600:0:Z3099726930;56:05600:3:Z3889298936;56:05601:5:Z3506039065;
c1cnc2c(c1)CCCN2,1063,56:05600:0:Z4208767330;56:05600:2:Z2504349639;56:05600:3:Z4350695630;
CC1CNCc2nncn21,432,56:05600:0:Z5051433449;56:05600:2:Z5053452328;56:05600:2:Z5051436213;
OC1CCCC1O,465,56:05600:0:Z4488837426;56:05600:0:Z3367449246;56:05600:0:Z3367405581;
Oc1nnc[nH]1,121,56:05600:0:Z1098349092;56:05600:3:Z2769110044;56:05600:6:Z2067878157;
OC1CCC2CNCC2C1,697,56:05600:0:Z2602345799;56:05600:0:Z2601384472;56:05600:8:Z4250632986;
Cc1nnco1,6518,56:05600:0:Z2800351042;56:05600:0:Z2798214715;56:05600:0:Z3314689872;
CC12CCCNC1COC2,301,56:05600:0:Z3910750781;56:05600:4:Z3888099304;56:05600:9:Z3910709006;
Fc1cccc2sccc12,502,56:05600:0:Z3910750781;56:05600:1:Z3613125639;56:05600:1:Z3318605745;
Clc1ccn[nH]1,1660,56:05600:0:Z2781864138;56:05600:1:Z4054788496;56:05600:1:Z4054858380;
C1CC2CC2CO1,2295,56:05600:0:Z4069042828;56:05600:0:Z4143887719;56:05600:0:Z4138744784;
O=C1CCC2(CNC2)N1,309,56:05600:0:Z3443984962;56:05600:3:Z3682605344;56:05600:9:Z3623204192;
c1scc2c1OCCO2,705,56:05600:0:Z3552534828;56:05600:2:Z2497051831;56:05600:3:Z2877646671;
Fc1cccn2cncc12,256,56:05600:0:Z2903193890;56:05600:6:Z2712395192;56:05600:9:Z3612258125;
CN1CCn2cnnc2C1=O,130,56:05600:0:Z4065704638;56:05600:0:Z4065704665;56:05600:0:Z4065704667;
OC1C2CNCC(C2)C1O,321,56:05600:0:Z4143117563;56:05600:2:Z4143118551;56:05600:5:Z4448368005;
Cc1cnn(C)c(=O)c1,306,56:05600:0:Z4635244707;56:05601:1:Z4639261637;56:05601:5:Z4639343740;
CN1CCCCC1=O,3945,56:05600:0:Z1856405224;56:05600:0:Z4319733592;56:05600:1:Z4170600462;
NC1CCc2ccccc21,704,56:05600:0:Z4910391888;56:05600:0:Z4910516149;56:05600:4:Z4910362547;
CC1CNCC2(CCOC2)O1,406,56:05600:0:Z2453842959;56:05600:2:Z4212992144;56:05600:6:Z1954678773;
Fc1ccc2ocnc2c1,572,56:05600:0:Z3201429508;56:05600:3:Z1401855696;56:05600:4:Z1401963257;
Cn1cn[nH]c1=O,2522,56:05600:0:Z2372449325;56:05600:1:Z3834419497;56:05600:1:Z3834418272;
CC1(C)CCc2scnc21,182,56:05600:0:Z2372449325;56:05600:1:Z3596092343;56:05600:1:Z3175868648;
Cc1coc2ccc(Cl)cc12,308,56:05600:0:Z3707180887;56:05600:4:Z3703486441;56:05600:6:Z3490217312;
Cc1nccc(Cl)n1,179,56:05600:0:Z3831697799;56:05600:3:Z1918668948;56:05601:1:Z2093542349;
O=C1CC2CCCCC2N1,518,56:05600:0:Z3085067930;56:05600:3:Z3648293940;56:05600:4:Z2966658314;
Cc1ccc2cccnc2c1Cl,124,56:05600:0:Z4906864587;56:05601:3:Z4215137545;56:05602:3:Z3076471874;
Fc1ccc2c(c1)OCCCC2,229,56:05600:0:Z3408930355;56:05600:2:Z2851005301;56:05600:6:Z2072416676;
CC1CC1C,1640,56:05600:0:Z3614674159;56:05600:0:Z3360167468;56:05600:1:Z4011260168;
O=c1occc2ccccc12,390,56:05600:0:Z3567970519;56:05600:3:Z1972628649;56:05600:8:Z4769663589;
O=S1(=O)CCC2(CCC2)C1,334,56:05600:0:Z4507823378;56:05600:1:Z4503079781;56:05600:9:Z4508529634;
c1cnc2c(c1)CNCCC2,296,56:05600:0:Z4507823378;56:05600:1:Z2691157953;56:05601:9:Z4621597308;
Oc1ncccn1,78,56:05600:0:Z4141135048;56:05600:5:Z3576403766;56:05601:6:Z2982730344;
CC1CCCC(C)C1,1366,56:05600:0:Z1627492066;56:05600:1:Z1673680098;56:05600:1:Z2600533930;
C1CC2COCC(C1)N2,356,56:05600:0:Z4116427946;56:05600:1:Z2703587569;56:05600:1:Z2193228472;
N=S1(=O)CCNCC1,189,56:05600:0:Z2640199811;56:05600:1:Z4018254668;56:05600:6:Z3604135383;
Cn1ccccc1=O,4658,56:05600:0:Z4471960983;56:05600:1:Z3073568962;56:05600:1:Z4573385925;
c1ccc2c(c1)CCCS2,1175,56:05600:0:Z1334249134;56:05600:0:Z3361897031;56:05600:1:Z2656479683;
CC1CNCCc2ccc(O)cc21,146,56:05600:0:Z3653278145;56:05600:4:Z3795232930;56:05600:7:Z3712412449;
Clc1cccc2c1CCC2,871,56:05600:0:Z2850438440;56:05600:4:Z1593106667;56:05600:5:Z2284984650;
CN1CC2CCC1C2,268,56:05600:0:Z3598137753;56:05601:6:Z3615777427;56:05601:6:Z3434083502;
CC1(C)CCCC1,2608,56:05600:0:Z1653575641;56:05600:2:Z1638835531;56:05600:2:Z2779681510;
Oc1cccc(F)c1,1721,56:05600:0:Z1834171228;56:05600:1:Z2232353505;56:05600:1:Z3590386580;
Cc1ncc2ccccc2n1,164,56:05600:0:Z2273433249;56:05601:1:Z2212236273;56:05601:3:Z4026875623;
C1SC2CC1C2,159,56:05600:0:Z3865201532;56:05600:3:Z4638687482;56:05600:4:Z4318255711;
c1cnc2[nH]cnc2c1,1953,56:05600:0:Z3831550457;56:05600:1:Z1033320020;56:05600:1:Z3625714191;
FC1CC2CNC1C2,379,56:05600:0:Z3831550457;56:05600:1:Z3913564310;56:05600:1:Z3828001924;
Cn1cnc2cncnc21,657,56:05600:0:Z4294104131;56:05600:2:Z3828695790;56:05600:6:Z1828975873;
C1CCC2(CC1)CCCO2,1470,56:05600:0:Z4294104131;56:05600:0:Z4298001737;56:05600:0:Z4281863925;
Cc1cc(=O)ccn1C,263,56:05600:0:Z3416648088;56:05601:2:Z2028518045;56:05601:5:Z4242128076;
N=S1(=O)CCCC2(CCCN2)C1,303,56:05600:0:Z3416648088;56:05600:9:Z4055675127;56:05601:1:Z3414383163;
c1cc2c([nH]1)CCOC2,263,56:05600:0:Z2781510838;56:05600:3:Z2965255986;56:05600:4:Z2302090165;
NC1CNCC(F)C1,171,56:05600:0:Z3831990381;56:05600:4:Z4056265475;56:05601:2:Z3832008590;
Fc1cc2c(cc1F)NCC2,239,56:05600:0:Z2187850924;56:05600:1:Z1666042700;56:05601:0:Z4960790889;
c1cnc2oncc2c1,1135,56:05600:0:Z3540094814;56:05600:1:Z2596030190;56:05600:1:Z2358916737;
Cc1cccnc1C,731,56:05600:0:Z2710594807;56:05600:0:Z1443059530;56:05600:2:Z2368732458;
O=C1CCNC2CCCCCN12,170,56:05600:0:Z3209295742;56:05600:0:Z3093048034;56:05600:7:Z4266417592;
c1cnc2cc[nH]c2c1,1743,56:05600:0:Z3209295742;56:05600:0:Z4210334323;56:05600:0:Z4406934382;
C1CCOC2(CC1)CCNC2,303,56:05600:0:Z4151639758;56:05601:6:Z4151639804;56:05601:8:Z4156020631;
O=C1NCCNc2ccccc21,215,56:05600:0:Z1584211796;56:05600:2:Z5050391327;56:05600:3:Z5050415674;
Cc1nccn2nccc12,233,56:05600:0:Z4998321843;56:05600:2:Z5004945278;56:05600:5:Z4994957283;
CC1(C)Cc2ccccc2N1,153,56:05600:0:Z4998321843;56:05600:2:Z4054896529;56:05600:6:Z2860659297;
Fc1ccc2c(c1)CCCO2,1484,56:05600:0:Z3557337075;56:05600:1:Z3370927819;56:05600:1:Z3605556078;
c1cc2n(n1)CCCC2,6803,56:05600:0:Z4199390782;56:05600:0:Z4384006417;56:05600:1:Z5007463552;
O=C1CCC2CCNC1C2,384,56:05600:0:Z3057269591;56:05600:2:Z3057264088;56:05600:7:Z3019207427;
O=C1CC2(CNC2)n2ccnc2N1,61,56:05600:0:Z4294228769;56:05600:6:Z3370358146;56:05600:6:Z3370346310;
FC1CCC(F)(F)CC1,407,56:05600:0:Z3586561772;56:05600:5:Z4275104833;56:05600:8:Z4471283710;
Cc1cccc2c1NCCC2,349,56:05600:0:Z2053499851;56:05600:3:Z2822971542;56:05600:4:Z826672960;
c1cc2c(o1)CCCC2,1399,56:05600:0:Z4457205721;56:05600:1:Z3204363280;56:05600:1:Z4408469286;
O=C1CCCc2[nH]ccc21,273,56:05600:0:Z3671219202;56:05600:3:Z3667611723;56:05600:4:Z3668596468;
CC1CNCC(C)(C)O1,1357,56:05600:0:Z855921400;56:05600:2:Z3094843193;56:05600:3:Z4096778426;
O=C1CC2(CCC2)CN1,593,56:05600:0:Z3058860277;56:05600:5:Z3683137119;56:05600:6:Z3195686307;
c1n[nH]c2c1CCSC2,265,56:05600:0:Z4150209624;56:05600:1:Z4044256292;56:05600:1:Z4149268768;
c1cc2n(n1)CCCO2,1430,56:05600:0:Z4255872629;56:05600:1:Z3609463647;56:05600:1:Z3557570406;
Cc1ccc2cc[nH]c2c1,1289,56:05600:0:Z352750870;56:05600:2:Z1443604649;56:05600:3:Z1229986236;
CN1CCCC2(CCNC2)C1,360,56:05600:0:Z2231704966;56:05600:1:Z2231701079;56:05600:4:Z2231700025;
Cc1cccc2cc[nH]c12,1182,56:05600:0:Z4055606309;56:05600:1:Z5034678302;56:05600:1:Z1780145133;
NC1CCNCC12CCC2,192,56:05600:0:Z4055606309;56:05600:6:Z3519712890;56:05600:6:Z4210271764;
CC1OCCO1,3142,56:05600:0:Z3525039844;56:05600:0:Z3619611231;56:05600:1:Z4261063406;
O=S1(=O)CCC(O)CC1,369,56:05600:0:Z2407290522;56:05600:7:Z1559201477;56:05600:9:Z3049141975;
c1cc2c(s1)CCCNC2,661,56:05600:0:Z4060049903;56:05600:0:Z3518483706;56:05600:5:Z3518613974;
C1CC2(CCN1)CCNC2,818,56:05600:0:Z4079199971;56:05600:2:Z4054028986;56:05600:3:Z2874235144;
Cc1ccc2[nH]ccc(=O)c2c1,168,56:05600:0:Z908262968;56:05600:0:Z1591971470;56:05601:8:Z1464718003;
c1nc2n(n1)CCCN2,720,56:05600:0:Z908262968;56:05600:6:Z4313501479;56:05600:7:Z908261644;
C1COC2CC2C1,666,56:05600:0:Z3048358756;56:05600:1:Z3051801566;56:05600:4:Z4417665729;
Cc1ccnc2[nH]ccc12,163,56:05600:0:Z3602526222;56:05600:3:Z4311980465;56:05600:9:Z4344867025;
Fc1ccc2c(c1F)CCC2,284,56:05600:0:Z2496664970;56:05600:1:Z2505129755;56:05600:8:Z2504049393;
Clc1cnn2cccnc12,392,56:05600:0:Z4383058444;56:05600:1:Z3634840489;56:05600:2:Z2282583673;
Cn1cnc(Cl)c1,471,56:05600:0:Z4215636756;56:05600:2:Z2226747467;56:05600:5:Z1844355043;
O=C1CC2(CCC2)CCN1,684,56:05600:0:Z3622534381;56:05600:1:Z3700769582;56:05600:1:Z3587480585;
C1CNC2(C1)COC2,379,56:05600:0:Z4213654988;56:05600:5:Z4208632704;56:05601:1:Z4212585781;
C1CCC2CCNC2CC1,313,56:05600:0:Z3612289668;56:05600:4:Z4062578445;56:05600:4:Z4008952305;
Clc1ncc2c(n1)COCC2,108,56:05600:0:Z3832616998;56:05600:1:Z3648629005;56:05600:4:Z3647231684;
OC1CNC2(CCC2)C1O,291,56:05600:0:Z4026882483;56:05600:7:Z4012111462;56:05600:8:Z4026885173;
O=S1(=O)CCc2c(Cl)cccc21,30,56:05600:0:Z3384092827;56:05601:5:Z3384092793;56:05602:3:Z3384090662;
C1CCC2(CC1)CNCCS2,228,56:05600:0:Z3352029742;56:05600:1:Z1354850042;56:05601:2:Z1356880664;
Cc1ccc2nccc(C)c2c1,119,56:05600:0:Z2962071983;56:05600:1:Z4089932741;56:05600:8:Z4053603673;
Nc1cccnc1,1944,56:05600:0:Z2437292717;56:05600:0:Z4493143090;56:05600:1:Z3569019809;
c1cnc2c(c1)CCN2,1387,56:05600:0:Z4393793209;56:05600:1:Z4291687847;56:05600:1:Z3142068942;
C1COC2(CCN1)CCSC2,369,56:05600:0:Z4170717499;56:05600:1:Z4403068497;56:05600:5:Z3881772904;
O=C1NCCC12CCNC2,446,56:05600:0:Z4031414651;56:05600:0:Z3996297663;56:05600:2:Z3996771545;
CC1CC2CNCCN2C1=O,291,56:05600:0:Z4274693098;56:05600:3:Z4048733548;56:05600:4:Z3868151843;
C1CNC2CCC2N1,170,56:05600:0:Z5017984039;56:05600:5:Z5017942368;56:05600:6:Z5020252885;
Cc1ccc2c(c1)OCO2,456,56:05600:0:Z1973766633;56:05600:3:Z4058594337;56:05600:6:Z3175308948;
O=c1[nH]ccc2ccsc12,233,56:05600:0:Z2454788608;56:05600:8:Z3624667901;56:05601:1:Z4054414170;
Cc1ccc2c(c1)CNCC2,404,56:05600:0:Z3080135503;56:05600:1:Z4194034555;56:05600:1:Z2601201997;
