fragment_smiles,occurences,example_ligands
C1CCC2(CCOCC2)OC1,126,76:07604:2:PV-002416687847;76:07604:7:PV-002157947051;76:07605:6:PV-002846715899;
c1ccc2c(c1)C1CCC2C1,3,76:07604:2:PV-003399422132;76:07640:0:PV-003411668096;76:07648:9:PV-003414740872;
N=S1(=O)CCOCC1,18,76:07604:2:PV-002468434405;76:07608:4:PV-002313272022;76:07608:4:PV-002847091304;
c1ccc2c(c1)nc1n2CCCN1,15,76:07604:2:PV-003399427838;76:07605:1:PV-003399733565;76:07624:0:PV-003406208415;
CN1CCNCCC12CCOCC2,16,76:07604:3:PV-003399430506;76:07611:7:PV-002313340635;76:07619:5:PV-005218192317;
CC1(C)CC2(CCNCC2)CO1,21,76:07604:3:PV-002846535467;76:07606:6:PV-005205084671;76:07607:1:PV-003400408370;
CC1CS(=O)(=O)CCN1,91,76:07604:3:PV-002846535609;76:07604:3:PV-003399432460;76:07604:3:PV-002846535610;
c1ccc2c(c1)CCOC21CCNCC1,2,76:07604:3:PV-002846535713;76:07692:9:PV-005292765107;
O=C1CCCOc2ccccc21,15,76:07604:3:PV-003399433366;76:07606:0:PV-002846766390;76:07615:9:PV-002848088308;
O=C1CCCCc2ncsc21,17,76:07604:3:PV-002261437738;76:07604:8:PV-005203236506;76:07609:9:PV-002520297390;
Cc1ccn2nc(C)c(C)c2n1,6,76:07604:3:PV-003399437701;76:07604:3:PV-005202731313;76:07604:3:PV-005202731314;
C1COC2(CCOCC2)CN1,29,76:07604:3:PV-002364940439;76:07605:1:PV-005203401801;76:07611:0:PV-002365079262;
O=C1NS(=O)(=O)c2ccc(F)cc21,8,76:07604:3:PV-002261437774;76:07604:3:PV-002313187347;76:07608:8:PV-002520274993;
Cc1c[nH]c(=O)c2ccccc12,50,76:07604:3:PV-002846538037;76:07606:2:PV-003400091069;76:07611:5:PV-003401921594;
C1COCCC2(CC2)N1,24,76:07604:3:PV-003399440052;76:07611:4:PV-002847490203;76:07617:4:PV-003403961255;
Clc1cccc2cnsc12,45,76:07604:3:PV-003399444798;76:07619:3:PV-003404597772;76:07626:5:PV-003407060160;
CC1CNc2cc(F)ccc2C(=O)N1,2,76:07604:3:PV-004005226876;76:07638:8:PV-003411264162;
Oc1nccc2cnccc12,19,76:07604:3:PV-002846542319;76:07631:2:PV-003408683267;76:07645:9:PV-002852068789;
O=C1NC2CCNCC2N1,1,76:07604:3:PV-003399450487;
Nc1ccc2cncnc2n1,25,76:07604:3:PV-005202620910;76:07608:0:PV-005206500350;76:07608:0:PV-005206500351;
Nc1ncnc2sc3c(c12)CCNC3,14,76:07604:3:PV-005202635246;76:07609:3:PV-003401149150;76:07610:3:PV-002847345356;
FC1(F)CC2(CCOC2)C1,116,76:07604:3:PV-005202643176;76:07604:4:PV-003399462515;76:07605:9:PV-003399987510;
O=S1(=O)CCNCC(F)(F)C1,49,76:07604:3:PV-005202644778;76:07604:9:PV-005203318875;76:07605:5:PV-005203901873;
C1CC2COC(C1)O2,8,76:07604:3:PV-005202673247;76:07607:0:PV-002846893881;76:07642:2:PV-002851584466;
O=c1[nH]c(=O)c2ccccc2o1,55,76:07604:3:PV-005202686289;76:07606:5:PV-005204949192;76:07607:2:PV-005205652326;
C1COCC2(COC2)N1,15,76:07604:3:PV-005202730001;76:07610:9:PV-005209393905;76:07610:9:PV-005209393906;
NC1CCNc2ccc(Cl)cc21,26,76:07604:3:PV-005202753451;76:07609:1:PV-003401117333;76:07611:0:PV-003401753498;
CC1(C)CCc2nc[nH]c2C1,11,76:07604:3:PV-005202757671;76:07606:2:PV-005204600474;76:07617:3:PV-003403929188;
Nc1ccc2cccnc2n1,17,76:07604:3:PV-005202759760;76:07626:0:PV-002849426583;76:07634:2:PV-002850512186;
c1cc2cc3c(cc2[nH]1)OCCO3,6,76:07604:3:PV-003399452822;76:07653:8:PV-003416425524;76:07670:0:PV-003421940725;
CC1CCc2c(F)cccc2C1,23,76:07604:3:PV-002520183499;76:07612:2:PV-005210736931;76:07620:9:PV-002313528686;
Cc1csc2ccncc12,18,76:07604:3:PV-003399456701;76:07605:0:PV-002846627899;76:07608:2:PV-003400794373;
Cc1cc2cc[nH]c2cc1Cl,122,76:07604:3:PV-003399457396;76:07604:4:PV-002157942458;76:07605:3:PV-002157959591;
Cc1cc(Cl)c2c(c1)CCCCO2,5,76:07604:4:PV-003399461966;76:07609:2:PV-002847193877;76:07621:2:PV-002848785884;
FC1(F)CCC2(CC1)CNCCO2,13,76:07604:4:PV-003399463785;76:07626:5:PV-002849494050;76:07631:2:PV-002850114573;
Clc1ccc2cccnc2c1Cl,26,76:07604:4:PV-002846549629;76:07610:0:PV-005208495242;76:07614:7:PV-003403012342;
c1cn2c(n1)CCOCC2,14,76:07604:4:PV-003399469040;76:07613:2:PV-002847731770;76:07626:3:PV-002849464656;
Cc1cnc2c(c1)NCCO2,42,76:07604:4:PV-003399469648;76:07610:3:PV-002158062523;76:07612:6:PV-002572105180;
O=C1CNC=NN1,4,76:07604:4:PV-003399469702;76:07621:1:PV-002520527245;76:07662:4:PV-003419358208;
CC1=NOC2(CNC2)C1,45,76:07604:4:PV-003399470324;76:07604:8:PV-005203165093;76:07605:6:PV-005203983122;
Cc1cc(C)c2c(c1)CCCN2,29,76:07604:4:PV-003399471218;76:07611:0:PV-003401739489;76:07611:0:PV-003401739490;
OC1CCC2(CC1)CC2,33,76:07604:4:PV-002846551304;76:07605:1:PV-005203527887;76:07605:4:PV-003399821964;
OC1CC2CNCC2C1,57,76:07604:4:PV-003399476773;76:07604:4:PV-003399476774;76:07618:9:PV-005217604351;
c1nc2cc3c(cc2s1)OCO3,48,76:07604:4:PV-002416691671;76:07606:0:PV-002468470099;76:07607:2:PV-002416748090;
CC1(C)CCCc2cnc(Cl)nc21,44,76:07604:4:PV-002846556415;76:07605:6:PV-002846718842;76:07605:7:PV-005204122091;
O=C1NNCc2ccccc21,18,76:07604:4:PV-003399486984;76:07619:3:PV-002848530732;76:07624:3:PV-002849197273;
C1=NOC2OCCC12,13,76:07604:4:PV-003399488886;76:07604:6:PV-005202981602;76:07613:5:PV-005212114240;
O=c1[nH]ncn2nccc12,16,76:07604:4:PV-002846558956;76:07604:6:PV-002571939409;76:07607:1:PV-003400421446;
O=C1NCC(O)CC12CNC2,30,76:07604:4:PV-002520185774;76:07604:8:PV-002416699920;76:07606:2:PV-002313227360;
Cc1cc(C)c2nccc(O)c2c1,30,76:07604:4:PV-002846559359;76:07606:6:PV-002846845359;76:07611:7:PV-002520335623;
CC1NCCCNC1=O,95,76:07604:4:PV-003399496324;76:07604:4:PV-003399496325;76:07609:8:PV-002847266490;
Cc1ccc2c(C)cc(O)nc2c1,37,76:07604:4:PV-002846560739;76:07605:2:PV-002846661517;76:07605:2:PV-002846663982;
Cc1csc(Cl)n1,56,76:07604:4:PV-003399497475;76:07605:2:PV-005203558452;76:07605:5:PV-002846696848;
C1CNCC2(C1)CCSC2,40,76:07604:4:PV-002520186043;76:07608:8:PV-005207199482;76:07611:9:PV-003402056118;
O=C1CCCc2sccc21,75,76:07604:4:PV-003399497754;76:07604:9:PV-002157951681;76:07606:0:PV-002364975123;
O=S1(=O)CCC2CCC1C2,45,76:07604:4:PV-004005241152;76:07607:4:PV-002846949859;76:07609:5:PV-002847230264;
O=c1[nH]c2ccc(Cl)cc2o1,15,76:07604:4:PV-003399498222;76:07641:5:PV-002262199346;76:07648:5:PV-002158845020;
c1ccc2c(c1)CCC21CC1,92,76:07604:4:PV-002846561943;76:07604:5:PV-005202780883;76:07604:7:PV-002261447547;
CC1CC(N)CCO1,13,76:07604:4:PV-003399500700;76:07616:2:PV-003403543382;76:07629:0:PV-003407927738;
Nc1nc(N)c2ccccc2n1,26,76:07604:5:PV-002846563000;76:07607:7:PV-002846988989;76:07608:7:PV-002847132831;
OC1C2COC1CN2,61,76:07604:5:PV-005202821387;76:07607:7:PV-003400629761;76:07609:4:PV-005207838765;
CC1CC2CNCCN2C1=O,29,76:07604:5:PV-005202834703;76:07611:9:PV-002847545979;76:07614:6:PV-002847911680;
O=C1NS(=O)(=O)C2CCCNC12,12,76:07604:5:PV-005202849270;76:07606:7:PV-004005450250;76:07608:6:PV-005207069871;
CC1CCNS1(=O)=O,11,76:07604:5:PV-005202857392;76:07610:7:PV-003401662542;76:07621:9:PV-003405469956;
c1ccc2c(c1)CCC1(CCOC1)O2,4,76:07604:5:PV-005202870315;76:07617:1:PV-005215700459;76:07624:2:PV-005222906765;
Cn1ncc2cnncc21,38,76:07604:5:PV-005202873675;76:07608:5:PV-003400906758;76:07610:2:PV-002847326371;
Fc1ccc2c(c1)OCCO2,92,76:07604:5:PV-005202890048;76:07606:0:PV-005204459428;76:07606:9:PV-005205350839;
c1cc2c(nn1)CCC2,20,76:07604:5:PV-005202909827;76:07604:9:PV-005203343371;76:07610:2:PV-002847330702;
Oc1ccc2[nH]cnc2c1,32,76:07604:5:PV-003399507075;76:07610:6:PV-003401598515;76:07610:7:PV-003401651472;
Cc1n[nH]c(Cl)n1,3,76:07604:5:PV-002571937884;76:07687:0:PV-002573629638;76:07689:0:PV-002470172549;
O=C1COC2(CCNC2)C1,16,76:07604:5:PV-003399510665;76:07608:5:PV-003400895717;76:07614:0:PV-005212495000;
N=S1(=O)CCC1,114,76:07604:5:PV-003399511046;76:07605:9:PV-003399987568;76:07606:3:PV-005204772405;
Cc1nncc2ccccc12,34,76:07604:5:PV-003399514895;76:07604:6:PV-003399549416;76:07609:7:PV-005208132950;
O=c1[nH]c2ncnn2c2ccccc12,12,76:07604:5:PV-003399516134;76:07612:6:PV-002847641898;76:07632:5:PV-002850294573;
O=c1[nH]cnc2nc[nH]c12,8,76:07604:5:PV-003399518022;76:07620:8:PV-002417028276;76:07627:0:PV-002417154845;
O=C1CCNC2CCCN12,47,76:07604:5:PV-002520187301;76:07605:9:PV-002106223962;76:07606:9:PV-002364994357;
FC1(F)CC2(C1)CC1(CCC1)C2,30,76:07604:5:PV-003399528674;76:07605:5:PV-005203978952;76:07607:0:PV-003400394393;
O=c1cccc2n1CCC2,122,76:07604:5:PV-003399529553;76:07604:5:PV-003399529554;76:07604:5:PV-003399529555;
Cn1ncc2c(=O)cc[nH]c21,3,76:07604:5:PV-003399530288;76:07616:6:PV-003403678186;76:07643:3:PV-003412821506;
OC1CNCC1F,24,76:07604:5:PV-003399531259;76:07606:0:PV-005204371817;76:07612:5:PV-003402263905;
O=S1CC2CC1CN2,25,76:07604:5:PV-003399532040;76:07607:7:PV-002106262015;76:07612:2:PV-003402175641;
Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,8,76:07604:5:PV-002846574161;76:07613:1:PV-002847714818;76:07618:1:PV-005216754969;
c1ccc2c(c1)CCc1ccsc1-2,18,76:07604:6:PV-002846575608;76:07605:1:PV-002846653346;76:07606:0:PV-003400013687;
CC12CCNCC1C2(F)F,14,76:07604:6:PV-002571939409;76:07615:8:PV-002520418110;76:07615:9:PV-003403433033;
O=c1nc2cccccc-2[nH]1,12,76:07604:6:PV-003399537498;76:07609:3:PV-003401157038;76:07639:9:PV-002851270797;
CC1(C)CCNC(=O)c2ccoc21,33,76:07604:6:PV-003399541118;76:07607:5:PV-002846970709;76:07614:2:PV-003402853828;
C1CC2(CCO2)CN1,16,76:07604:6:PV-002846578022;76:07609:1:PV-002847179376;76:07616:9:PV-002848218312;
OC1CCNCC1(F)F,39,76:07604:6:PV-003399546815;76:07605:6:PV-002846706802;76:07606:0:PV-003400030801;
c1ccc2nocc2c1,11,76:07604:6:PV-003399547547;76:07605:2:PV-003399750624;76:07605:2:PV-003399750625;
CC1CNCCS1=O,14,76:07604:6:PV-003399548077;76:07644:7:PV-003413287927;76:07647:6:PV-003414295245;
C1CC2(CCOCC2)C2(CC2)N1,8,76:07604:6:PV-003399550323;76:07607:7:PV-003400615542;76:07614:9:PV-005213509207;
Fc1ccc(Cl)c2c1NCCC2,29,76:07604:6:PV-004005255398;76:07608:1:PV-002847051637;76:07619:0:PV-002848493012;
Clc1cccc2nc[nH]c12,35,76:07604:6:PV-003399553394;76:07608:0:PV-005206407129;76:07610:5:PV-002847360684;
Clc1ncc2ccsc2n1,35,76:07604:6:PV-005202943027;76:07609:5:PV-005208055647;76:07612:7:PV-005211262872;
c1cc2ncsc2s1,28,76:07604:6:PV-005202978182;76:07605:8:PV-002313218032;76:07606:1:PV-002846781263;
O=c1[nH]c2ccccc2n2cncc12,15,76:07604:6:PV-005202978956;76:07608:1:PV-003400751683;76:07608:1:PV-005206632525;
CC1(O)CCNCC1,37,76:07604:6:PV-005202980286;76:07606:5:PV-002846829018;76:07609:3:PV-003401161613;
FC1(F)CCCCNC1,55,76:07604:6:PV-005202999417;76:07605:3:PV-003399777655;76:07606:7:PV-002846864417;
NC1CCCC12CCNCC2,20,76:07604:6:PV-005203001839;76:07624:4:PV-002849219419;76:07625:2:PV-005224004011;
Cn1cnn(C)c1=O,13,76:07604:6:PV-005203022392;76:07605:3:PV-003399775413;76:07608:0:PV-005206425668;
c1ccc2c(c1)CNCC1CCCN21,22,76:07604:6:PV-005203060131;76:07604:6:PV-005203060132;76:07608:6:PV-002261526933;
CN1CCNS1(=O)=O,25,76:07604:6:PV-005203080491;76:07608:6:PV-002847115602;76:07609:4:PV-002847220478;
CN1CCC(=O)N1,27,76:07604:6:PV-002520189675;76:07606:8:PV-002313240204;76:07608:5:PV-005206990948;
Cc1cc(C)c(Cl)cn1,37,76:07604:6:PV-002846585219;76:07610:1:PV-002847310384;76:07610:3:PV-003401501418;
O=c1ccc2ccc(Cl)c(Cl)c2[nH]1,44,76:07604:7:PV-003399562383;76:07606:5:PV-002520228930;76:07607:3:PV-002468497930;
O=C1CC2CCC2N1,11,76:07604:7:PV-003399566233;76:07608:9:PV-005207432121;76:07609:5:PV-005208007250;
Cc1nc2cc(Cl)ccc2[nH]1,39,76:07604:7:PV-002846588076;76:07605:5:PV-002846697108;76:07606:0:PV-002846763826;
C1CC2CCNC2N1,14,76:07604:7:PV-002520190347;76:07610:7:PV-002313319809;76:07619:7:PV-002158256069;
Clc1c[nH]c(Cl)n1,10,76:07604:7:PV-002846589414;76:07605:9:PV-002846752343;76:07614:4:PV-004006170947;
Oc1ccc(F)c2[nH]ccc12,9,76:07604:7:PV-003399572646;76:07634:1:PV-003409671285;76:07634:1:PV-003409671286;
CC12CC(C1)C1(CCC1)O2,12,76:07604:7:PV-002846590475;76:07613:0:PV-002847699600;76:07613:0:PV-002847699601;
Fc1cccc2c1C1(CCCC1)CN2,41,76:07604:7:PV-002846590525;76:07604:9:PV-003399656815;76:07609:3:PV-003401181938;
O=C1COc2ccccc2CN1,11,76:07604:7:PV-002846590991;76:07609:0:PV-003401054660;76:07619:8:PV-002261756379;
Cc1nc2ccc(F)cc2[nH]1,37,76:07604:7:PV-002846592247;76:07608:9:PV-003401019868;76:07609:3:PV-002847209344;
Cc1coc2c(Cl)cccc12,81,76:07604:7:PV-002520191063;76:07605:3:PV-002157958994;76:07605:4:PV-002846687022;
Cn1cnc2cccc(F)c21,27,76:07604:7:PV-003399583122;76:07605:9:PV-003399984906;76:07618:3:PV-003404244689;
CN1CCC(N)C1,9,76:07604:7:PV-003399588141;76:07612:5:PV-003402267415;76:07631:1:PV-003408651080;
C1COC2(CCOCC2)N1,7,76:07604:7:PV-002846597026;76:07611:4:PV-005209843664;76:07635:8:PV-002850729305;
c1ccc2c(c1)OC1(CCNC1)O2,12,76:07604:7:PV-002416698174;76:07609:6:PV-002847241234;76:07617:5:PV-002848297695;
Fc1ccncn1,38,76:07604:7:PV-001913091103;76:07606:1:PV-001914785139;76:07618:3:PV-003404263530;
C1C2CC1C1(COC1)O2,18,76:07604:7:PV-003399599788;76:07605:5:PV-003399842014;76:07605:5:PV-005203934166;
Cc1ccnc(Cl)n1,30,76:07604:8:PV-002846602016;76:07613:0:PV-002847703011;76:07616:0:PV-002848095743;
O=S1(=O)CCC2(CCNCCO2)C1,23,76:07604:8:PV-002846602864;76:07609:4:PV-003401208195;76:07609:9:PV-003401380177;
O=c1[nH]cnc2cc(Cl)ccc12,36,76:07604:8:PV-002846603388;76:07605:0:PV-002846635658;76:07605:8:PV-002106223272;
O=S1(=O)CCC2(CCNC2)C1,40,76:07604:8:PV-002468445371;76:07604:9:PV-002846616081;76:07616:2:PV-002313433342;
C1CC2(CCO1)CCO2,38,76:07604:8:PV-005203202522;76:07605:0:PV-003399666904;76:07606:3:PV-005204696456;
CC1CNC2(CCC2)CO1,33,76:07604:8:PV-005203216805;76:07605:6:PV-002520210140;76:07610:5:PV-002209813619;
O=C1COC2(CNC2)CN1,22,76:07604:8:PV-005203231021;76:07605:4:PV-005203788445;76:07609:0:PV-002847167514;
C1CC2(C1)CCOCCN2,21,76:07604:8:PV-005203238055;76:07616:8:PV-005215388018;76:07616:9:PV-005215602392;
CC1NCCn2cnnc21,37,76:07604:8:PV-002209695182;76:07609:1:PV-002847176173;76:07615:5:PV-005214087484;
Clc1cc(Cl)c2c(c1)CCCN2,31,76:07604:8:PV-003399613098;76:07606:1:PV-002846782197;76:07606:1:PV-002846782198;
NC1CC12CCC2,18,76:07604:8:PV-003399613444;76:07613:6:PV-003402649013;76:07617:5:PV-002848294614;
Cc1cccc2c1C(=O)NCN2,4,76:07604:8:PV-002846606168;76:07613:4:PV-003402571945;76:07647:8:PV-002852319240;
O=c1ccc2ccncc2[nH]1,67,76:07604:8:PV-002846606221;76:07605:3:PV-002846665446;76:07605:3:PV-002846665447;
Cc1ccnc2sccc12,5,76:07604:8:PV-002846606532;76:07611:6:PV-003401965628;76:07611:6:PV-003401965629;
C1SCC2CC1N2,11,76:07604:8:PV-003399615811;76:07609:2:PV-003401130539;76:07613:8:PV-003402708164;
C1NCC23COCC12COC3,23,76:07604:8:PV-003399615948;76:07612:3:PV-002520347916;76:07627:7:PV-002261917249;
Cc1ccc2c(c1)SCCCN2,22,76:07604:8:PV-002846608156;76:07605:1:PV-005203546871;76:07606:2:PV-002846798113;
c1cc2n(n1)NCCC2,36,76:07604:8:PV-002846608897;76:07609:9:PV-002847290427;76:07614:7:PV-002847929684;
Fc1cc(Cl)cc2cc[nH]c12,28,76:07604:8:PV-002468446377;76:07612:9:PV-003402396343;76:07616:8:PV-002520438842;
CC1CCCC(=O)C1,33,76:07604:8:PV-002846610180;76:07609:6:PV-002847247533;76:07610:0:PV-002520299729;
Cc1cc2c(c(=O)[nH]1)CCCN2,19,76:07604:8:PV-002846610693;76:07617:4:PV-005216002898;76:07625:9:PV-002849417907;
O=c1[nH]cnc2ccnn12,1,76:07604:8:PV-002846610925;
CN1CCC2(CC1)CNC2,28,76:07604:8:PV-002846611689;76:07608:1:PV-005206597703;76:07609:5:PV-002468542269;
CC1CCNC2(CC2)C1,48,76:07604:8:PV-002846612215;76:07607:9:PV-002847013202;76:07609:4:PV-002847219221;
CC12CCCNC1CCOC2,21,76:07604:8:PV-002846613406;76:07611:8:PV-005210385570;76:07612:5:PV-005211019326;
Cc1cc(F)cc2c1NCCC2,39,76:07604:9:PV-003399633439;76:07610:3:PV-002572056881;76:07611:4:PV-002847484281;
Cc1cccc2c1NC(=O)CC2,3,76:07604:9:PV-003399636459;76:07641:6:PV-002851503104;76:07673:4:PV-002855720528;
CC1(C)C2CCC13CCNC3C2,48,76:07604:9:PV-002209696808;76:07605:3:PV-002571954963;76:07606:7:PV-002157988695;
O=C1NC2CNCC1COC2,37,76:07604:9:PV-003399640385;76:07606:5:PV-003400199131;76:07607:3:PV-003400464642;
Cc1cc(=O)[nH]c2[nH][nH]c(=O)c12,16,76:07604:9:PV-003399640538;76:07606:3:PV-003400127410;76:07610:5:PV-003401590073;
O=C1CNC(=O)C2(CCCCC2)N1,2,76:07604:9:PV-002846617112;76:07691:3:PV-003429233918;
O=c1ccc2cc(F)ccc2[nH]1,35,76:07604:9:PV-002416701471;76:07607:0:PV-002209741347;76:07608:3:PV-005206744460;
Cn1ncc2cn[nH]c21,27,76:07604:9:PV-002846619025;76:07609:0:PV-002847168586;76:07611:7:PV-002520335364;
CC1CC2(CCC2)CO1,26,76:07604:9:PV-002468447883;76:07612:2:PV-005210712463;76:07613:5:PV-005212148420;
O=C1CCc2c(Cl)cccc21,13,76:07604:9:PV-002846619860;76:07620:5:PV-003405003198;76:07623:1:PV-005221783609;
O=S1(=O)CCNCCCCCCN1,32,76:07604:9:PV-003399650771;76:07606:1:PV-003400065630;76:07609:1:PV-002468535193;
CC1(C)CCNCCN1,32,76:07604:9:PV-003399650994;76:07605:7:PV-005204100877;76:07611:2:PV-002847459351;
O=c1[nH]cnc2cn[nH]c12,11,76:07604:9:PV-002416701841;76:07605:6:PV-005203991581;76:07615:1:PV-005213631212;
Fc1cc(Cl)c2ncccc2c1,44,76:07604:9:PV-002846620655;76:07605:0:PV-003399688434;76:07609:6:PV-002847239159;
O=C1CC2NCCCC2N1,44,76:07604:9:PV-003399652690;76:07607:5:PV-003400546511;76:07607:9:PV-003400668439;
OC1CCCn2nccc21,58,76:07604:9:PV-002209698011;76:07606:2:PV-002106229862;76:07608:9:PV-003401041759;
Cc1ccc(O)cc1F,10,76:07604:9:PV-003399658330;76:07614:8:PV-005213410164;76:07616:7:PV-003403697985;
CC1CC2(C1)OCCO2,9,76:07604:9:PV-005203282379;76:07607:6:PV-002846973972;76:07617:3:PV-002848268818;
CC1(C)CCCC(F)(F)C1,71,76:07604:9:PV-005203287457;76:07605:8:PV-003399971100;76:07608:5:PV-002847097224;
CC1CNCC2(CCC2)O1,64,76:07604:9:PV-005203303968;76:07607:4:PV-002365005125;76:07608:8:PV-002313281439;
OC1CNCCC1(F)F,40,76:07604:9:PV-005203342766;76:07606:5:PV-005204961119;76:07614:3:PV-005212890178;
C1COC2(CCN1)CCSCC2,14,76:07604:9:PV-005203361328;76:07623:6:PV-005222315617;76:07623:9:PV-002849148418;
c1ccc2c(c1)CCC1(CNC1)O2,55,76:07604:9:PV-005203367859;76:07605:4:PV-005203848893;76:07605:5:PV-005203921009;
Cn1ccc2ccc(Cl)cc21,51,76:07604:9:PV-002846624371;76:07607:8:PV-003400660201;76:07607:8:PV-003400660202;
Cn1ncc2c1CCCN2,49,76:07605:0:PV-002846625736;76:07607:0:PV-003400395185;76:07608:1:PV-005206614562;
CC1CNCC(N)C1,25,76:07605:0:PV-003399669904;76:07614:3:PV-005212884305;76:07621:3:PV-002848799190;
NC1CNCC2(CCC2)C1,38,76:07605:0:PV-003399670291;76:07605:8:PV-005204215368;76:07607:5:PV-005205906996;
CC1CC(=O)c2cccc(F)c21,4,76:07605:0:PV-003399670848;76:07609:2:PV-002520283445;76:07612:3:PV-002847606896;
Cc1coc(=O)o1,8,76:07605:0:PV-003399677244;76:07614:2:PV-002847866660;76:07614:3:PV-005212908546;
CC1CNc2cnccc21,104,76:07605:0:PV-002846632272;76:07605:8:PV-003399950538;76:07607:6:PV-002846987870;
O=c1[nH]cnc2sc3c(c12)CCC3,14,76:07605:0:PV-002416703826;76:07605:0:PV-003399705989;76:07610:0:PV-005208484170;
OC1CCNc2ccccc21,8,76:07605:0:PV-002209700126;76:07607:3:PV-002313249319;76:07618:8:PV-002365238152;
CC1CNc2ccccc2C1=O,16,76:07605:0:PV-003399698140;76:07607:8:PV-002847001899;76:07612:3:PV-002847609764;
Cc1ccoc(=O)c1,27,76:07605:0:PV-002846638975;76:07605:9:PV-003400005274;76:07622:0:PV-002848898056;
Cn1cccc(Cl)c1=O,38,76:07605:0:PV-002846639028;76:07606:9:PV-002106244841;76:07610:0:PV-005208459454;
CC1(C)CCC(F)C1,37,76:07605:0:PV-002846639120;76:07609:2:PV-002847194450;76:07615:1:PV-002847975417;
O=C1Nc2ccccc2C1O,27,76:07605:0:PV-003399701374;76:07608:1:PV-003400770390;76:07608:2:PV-002847065519;
O=C1CCNC(=O)C2(CCSC2)N1,2,76:07605:0:PV-002846640031;76:07620:7:PV-003405079104;
c1ccc2c(c1)sc1ncncc12,27,76:07605:1:PV-003399708981;76:07605:2:PV-003399745993;76:07612:5:PV-003402260296;
Cc1ccc2[nH]ccc(=O)c2c1,36,76:07605:1:PV-005203439260;76:07611:8:PV-005210308648;76:07611:8:PV-005210308649;
NC1COc2ccccc21,7,76:07605:1:PV-005203441590;76:07605:7:PV-005204028775;76:07648:7:PV-005247852816;
O=C1CCc2c(F)cccc21,19,76:07605:1:PV-005203457684;76:07605:3:PV-003399794889;76:07618:0:PV-005216562316;
c1ncc2c(n1)CC1CCC2N1,8,76:07605:1:PV-005203477371;76:07623:3:PV-002849065399;76:07628:8:PV-002158442064;
Cn1cc2c(n1)COCC2,6,76:07605:1:PV-005203487224;76:07617:2:PV-005215882507;76:07618:1:PV-005216808306;
CN1CCCC12CCC2,95,76:07605:1:PV-005203515472;76:07608:7:PV-005207168809;76:07608:7:PV-005207168810;
C1COCC2(CCOCC2)N1,10,76:07605:1:PV-005203518951;76:07605:3:PV-003399781880;76:07623:5:PV-002849093720;
CC1(C)CC2CC(C)(CN2)C1,53,76:07605:1:PV-002157955495;76:07606:3:PV-002846808812;76:07607:3:PV-002846940019;
Cc1ncc(Cl)c(C)c1Cl,11,76:07605:1:PV-002846645334;76:07621:9:PV-002848882874;76:07629:2:PV-005228076992;
Cn1ccc2c(O)ncnc21,5,76:07605:1:PV-003399720342;76:07608:3:PV-002847076866;76:07613:8:PV-005212383281;
CC1CCNC1=O,26,76:07605:1:PV-002846649387;76:07607:0:PV-002846903767;76:07612:9:PV-005211428471;
Cc1c(F)cc(Cl)c2c1CCCN2,24,76:07605:1:PV-002846650719;76:07611:3:PV-002847481061;76:07612:4:PV-002847617433;
O=S1(=O)CCNCc2ccccc21,24,76:07605:1:PV-002520200248;76:07606:2:PV-002261477889;76:07607:6:PV-002846978076;
O=S1(=O)CC2CCN1CC2,81,76:07605:1:PV-003399736518;76:07607:0:PV-003400369003;76:07607:9:PV-003400671361;
Fc1ccc2c(c1)-c1sccc1CS2,3,76:07605:1:PV-002416706869;76:07618:5:PV-003404320122;76:07630:9:PV-003408560797;
O=C1NC2CCCC1C2,35,76:07605:2:PV-002468453223;76:07607:9:PV-002209759669;76:07608:1:PV-002158018158;
Cc1oc2ccccc2c1C,32,76:07605:2:PV-002261455820;76:07609:7:PV-003401297620;76:07611:5:PV-003401933955;
CC1COc2ccccc2CN1,43,76:07605:2:PV-002157957152;76:07606:6:PV-002416736638;76:07607:0:PV-002846899555;
Cc1ccc2cccn2c1,81,76:07605:2:PV-003399742990;76:07605:8:PV-003399959966;76:07606:7:PV-003400279781;
c1ccc2c(c1)COC21CCNC1,13,76:07605:2:PV-002846655916;76:07613:6:PV-002847778504;76:07643:2:PV-002106989788;
Clc1ccc2ocnc2c1,19,76:07605:2:PV-002846656647;76:07607:3:PV-002261499162;76:07614:0:PV-003402777330;
O=C1CCNC2COCCN12,26,76:07605:2:PV-002106209450;76:07608:5:PV-002847102582;76:07612:8:PV-002847668969;
Clc1ccc2c(c1)OCC=C2,2,76:07605:2:PV-002846657131;76:07641:4:PV-002851472235;
c1ncc2sncc2n1,17,76:07605:2:PV-003399746939;76:07607:2:PV-002846921703;76:07607:2:PV-002846921704;
O=c1cc(Cl)c2ccccc2[nH]1,14,76:07605:2:PV-003399748092;76:07612:9:PV-003402415348;76:07617:7:PV-005216384670;
CC1Cc2ccccc2NC1=O,4,76:07605:2:PV-002846657839;76:07685:7:PV-003427346221;76:07693:6:PV-005293506957;
Cc1cccc2c1OCCCC2,12,76:07605:2:PV-003399751626;76:07625:7:PV-003406795028;76:07633:6:PV-005232499271;
CC1(C)CC2(CCC2)CO1,35,76:07605:2:PV-003399752855;76:07607:0:PV-003400381522;76:07619:1:PV-002365246312;
