fragment_smiles,occurences,example_ligands
c1nc2c(s1)CCCCC2,282,76:07600:1:PV-002157854090;76:07600:4:PV-002846020210;76:07600:4:PV-002416610570;
c1cnc2sccc2c1,1166,76:07600:1:PV-002157854090;76:07600:2:PV-002846004437;76:07600:3:PV-002846006982;
C1CNC2CCNC2C1,2007,76:07600:1:PV-003398016499;76:07600:2:PV-003398051566;76:07600:3:PV-005198540100;
Cc1cccc2cn[nH]c12,229,76:07600:1:PV-003398016511;76:07601:5:PV-002846172363;76:07602:9:PV-002846358833;
O=c1[nH]nc2n1CCCC2,382,76:07600:1:PV-003398016616;76:07600:1:PV-005198514151;76:07600:1:PV-005198514152;
C1CCC2(C1)CCCC2,441,76:07600:1:PV-003398016737;76:07600:4:PV-002846027312;76:07600:7:PV-002846067936;
c1cc2n(c1)CCC2,980,76:07600:1:PV-003398016747;76:07600:3:PV-003398072652;76:07600:3:PV-003398072653;
Cc1cccc(F)c1C,397,76:07600:1:PV-003398016811;76:07601:0:PV-003398319090;76:07601:0:PV-003398319620;
CC1CC(F)C1,4282,76:07600:1:PV-003398016842;76:07600:1:PV-003398016843;76:07600:2:PV-002845994791;
C1CC2COCC2CO1,239,76:07600:1:PV-003398017209;76:07600:1:PV-003398017210;76:07601:8:PV-003398586267;
Nc1cc(=O)[nH]cn1,107,76:07600:1:PV-002313102492;76:07600:7:PV-002416617152;76:07601:1:PV-003398374569;
c1ccc2c(c1)OCCS2,360,76:07600:1:PV-002416604173;76:07600:3:PV-002313106226;76:07600:6:PV-002846058047;
c1cnc2nccnc2c1,531,76:07600:1:PV-002416604177;76:07600:5:PV-002846036543;76:07600:5:PV-003398162439;
Cn1ccc(Cl)c1Cl,1013,76:07600:1:PV-001129012243;76:07600:1:PV-001228293012;76:07600:1:PV-004004837709;
Cn1cnc2[nH]ccc21,349,76:07600:1:PV-003398017690;76:07600:1:PV-003398017691;76:07600:6:PV-005198866749;
CC1CCC(N)C1,223,76:07600:1:PV-003398017825;76:07600:4:PV-003398116912;76:07600:5:PV-003398145155;
O=C1CC2(CCC2)CCN1,183,76:07600:1:PV-002364855518;76:07602:6:PV-002571899822;76:07602:8:PV-005201050739;
C1CC2(C1)CNCCO2,500,76:07600:1:PV-003398017884;76:07600:1:PV-005198423012;76:07600:6:PV-002846052676;
O=c1cccc2n1CCOC2,48,76:07600:1:PV-003398018003;76:07600:3:PV-005198572180;76:07601:2:PV-002846127167;
O=C1NCCn2nccc21,380,76:07600:1:PV-002845987474;76:07600:2:PV-005198538577;76:07600:5:PV-002846035417;
CC1(C)CC2CCNC21,81,76:07600:1:PV-003398018281;76:07601:7:PV-003398550303;76:07602:3:PV-005200662950;
Clc1cccc2cn[nH]c12,336,76:07600:1:PV-003398018321;76:07600:4:PV-003398105269;76:07600:6:PV-002846051412;
C1CC2CNCC(C1)NC2,460,76:07600:1:PV-002845987595;76:07600:3:PV-002846017282;76:07600:4:PV-003398105421;
Nc1nccc(Cl)n1,55,76:07600:1:PV-002261352885;76:07605:6:PV-002364966774;76:07606:9:PV-005205312423;
O=c1ccc2cccc(F)c2[nH]1,88,76:07600:1:PV-002845987612;76:07602:9:PV-005201283096;76:07603:6:PV-002846441183;
C1CCC2(C1)CCCN2,956,76:07600:1:PV-003398018508;76:07600:1:PV-003398019885;76:07600:1:PV-005198499902;
c1cnc2nc[nH]c2c1,169,76:07600:1:PV-002845987662;76:07600:2:PV-004004842158;76:07601:6:PV-003398519617;
Cn1cc2c(n1)CCS(=O)(=O)C2,63,76:07600:1:PV-002313102581;76:07600:7:PV-002157866581;76:07600:9:PV-002846093847;
CN1CCNc2cc(F)ccc21,70,76:07600:1:PV-002845987723;76:07600:4:PV-002846021639;76:07601:6:PV-002846182014;
CC1CCCNS1(=O)=O,256,76:07600:1:PV-002845987789;76:07601:2:PV-002846125641;76:07601:2:PV-002846125642;
Cc1ccc2cccc(Cl)c2n1,53,76:07600:1:PV-002261352919;76:07601:6:PV-002571879427;76:07608:3:PV-003400835010;
OC1CCCC1O,329,76:07600:1:PV-003398019284;76:07600:4:PV-002106111111;76:07600:4:PV-002157858928;
FC1(F)CCCNCC1,1156,76:07600:1:PV-002845987940;76:07600:3:PV-003398082140;76:07600:4:PV-002846019641;
CC1CSc2ccccc2N1,51,76:07600:1:PV-002845987952;76:07603:0:PV-002468410110;76:07603:1:PV-003399031982;
c1cnc2[nH]ccc2n1,460,76:07600:1:PV-003398019445;76:07601:0:PV-003398331281;76:07601:4:PV-003398452044;
C1CC2(C1)CCC21CCC1,49,76:07600:1:PV-003398019547;76:07602:4:PV-003398799884;76:07602:5:PV-002846301498;
Cc1cccc2c1CCC2,585,76:07600:1:PV-002845988028;76:07600:3:PV-003398073207;76:07600:7:PV-003398208823;
O=c1[nH]ccc2sccc12,244,76:07600:1:PV-003398019634;76:07600:7:PV-002846063319;76:07601:6:PV-002846188989;
CC1CCCCCN1,90,76:07600:1:PV-003398019661;76:07600:5:PV-002846036944;76:07602:1:PV-002364896301;
O=C1CNc2cc(F)c(F)cc2N1,54,76:07600:1:PV-002313102654;76:07600:8:PV-002261366376;76:07601:0:PV-002520115954;
C1CNCC2(C1)CNCCO2,357,76:07600:1:PV-003398019958;76:07600:2:PV-002845996333;76:07600:4:PV-003398106422;
O=S1(=O)C=CNC=C1,98,76:07600:1:PV-004004838413;76:07600:3:PV-003398081873;76:07600:5:PV-003398162346;
CC1OC2(CCNCC2)NC1=O,23,76:07600:1:PV-003398019972;76:07600:6:PV-005198905235;76:07604:4:PV-003399468032;
c1cnc2cn[nH]c2c1,1331,76:07600:1:PV-003398019972;76:07600:2:PV-003398030741;76:07600:2:PV-002845995772;
CN1C=NCC12CCOC2,79,76:07600:1:PV-002845988296;76:07600:5:PV-003398138010;76:07601:4:PV-002846157177;
c1cnc2c(c1)CCCCN2,56,76:07600:1:PV-002845988349;76:07604:2:PV-005202510471;76:07608:4:PV-002520267887;
Fc1ccc2nccnc2c1,242,76:07600:1:PV-003398020605;76:07600:3:PV-002313107053;76:07600:5:PV-003398167391;
C1CCN2CCCCC2C1,233,76:07600:1:PV-003398020605;76:07600:8:PV-003398273431;76:07600:9:PV-002846087087;
O=S1(=O)CC2CCNC2C1,301,76:07600:1:PV-003398020779;76:07600:3:PV-003398073429;76:07600:3:PV-003398079012;
O=c1[nH]cnc2ncccc12,156,76:07600:1:PV-002845988531;76:07600:4:PV-002846020512;76:07600:4:PV-003398106357;
CN1CCNCc2ccccc21,84,76:07600:1:PV-002845988624;76:07600:5:PV-002209608932;76:07601:1:PV-005199440024;
Cc1ccc2nncn2n1,36,76:07600:1:PV-003398021225;76:07606:2:PV-005204574126;76:07607:5:PV-002365007696;
Cc1nc2c([nH]1)CCCC2,134,76:07600:1:PV-002845988775;76:07601:5:PV-002846171394;76:07603:7:PV-002846463622;
C1COC2CC2C1,2319,76:07600:1:PV-003398021566;76:07600:2:PV-003398027875;76:07600:2:PV-003398041447;
c1ccc2ccccc2c1,5104,76:07600:1:PV-003398021671;76:07600:1:PV-005198386426;76:07600:2:PV-002845990307;
C1CCC2CCNCC2CC1,83,76:07600:1:PV-002845988897;76:07603:8:PV-005202200856;76:07605:6:PV-002468463532;
O=S1(=O)CCC(O)CC1,136,76:07600:1:PV-003398021997;76:07600:6:PV-002846047655;76:07600:8:PV-002520112520;
Cc1ncc2cn[nH]c2n1,104,76:07600:1:PV-002845989025;76:07600:6:PV-004004886578;76:07600:9:PV-005199190500;
O=S1C=CCCC1,1701,76:07600:1:PV-002845989105;76:07600:2:PV-003398029631;76:07600:2:PV-003398063738;
OC1C2CNCC(C2)C1O,40,76:07600:1:PV-003398022481;76:07601:6:PV-002846177066;76:07611:3:PV-002847468332;
O=c1[nH]c2cccnc2[nH]1,455,76:07600:1:PV-002845989267;76:07600:5:PV-002468357241;76:07600:5:PV-001992823452;
CN1CCC2CCC(C1)N2,114,76:07600:1:PV-003398022771;76:07600:2:PV-003398035756;76:07600:5:PV-003398138829;
Cc1ccc2nccnc2c1,160,76:07600:1:PV-003398022836;76:07600:6:PV-002846052638;76:07603:8:PV-003399265684;
O=C1CCNCC12CCC2,43,76:07600:1:PV-002520097970;76:07602:8:PV-005201132052;76:07603:6:PV-002106178115;
Cc1cc(C)n2ccnc2n1,37,76:07600:1:PV-003398023201;76:07602:3:PV-003398757521;76:07603:9:PV-003399309226;
O=c1[nH]cc[nH]1,1106,76:07600:1:PV-003398023202;76:07600:1:PV-005198457868;76:07600:2:PV-002845998418;
Cc1nn[nH]n1,791,76:07600:1:PV-003398023488;76:07600:4:PV-002846022978;76:07600:4:PV-003398130151;
Cn1[nH]c(=O)c2ccccc2c1=O,15,76:07600:1:PV-002845989603;76:07601:1:PV-005199384765;76:07607:9:PV-002847014035;
CC1CCCC(C)C1,900,76:07600:1:PV-002845989644;76:07600:4:PV-002846018944;76:07600:4:PV-002209605749;
Cc1ccc2c(c1)CCC2,157,76:07600:1:PV-003398023684;76:07600:9:PV-002846093961;76:07601:1:PV-005199380991;
NC1=CCNN1,44,76:07600:1:PV-002520098017;76:07601:8:PV-002846211935;76:07603:4:PV-002313169557;
c1cc2n(n1)CCO2,1451,76:07600:1:PV-000260560224;76:07600:2:PV-002845994669;76:07600:2:PV-002845994670;
Oc1cn[nH]c1,242,76:07600:1:PV-003398023867;76:07600:2:PV-002313103721;76:07600:9:PV-002846088098;
Cc1ccnc2ccccc12,743,76:07600:1:PV-002845989736;76:07600:2:PV-002846001847;76:07600:3:PV-002846012958;
CN1C=NC(=O)C1O,76,76:07600:1:PV-002845989736;76:07603:4:PV-002846427949;76:07604:9:PV-002846622590;
Cc1ncc2ccccc2n1,181,76:07600:1:PV-003398024370;76:07600:1:PV-005198386746;76:07600:1:PV-005198506306;
CN1Cc2ccccc2NC1=O,104,76:07600:1:PV-002520098052;76:07601:8:PV-002468384645;76:07601:9:PV-003398619213;
NC1CCOC1,411,76:07600:1:PV-003398024480;76:07600:2:PV-003398057409;76:07600:5:PV-005198839867;
c1nc2c(s1)CNCC2,463,76:07600:1:PV-003398024629;76:07600:3:PV-002157857288;76:07601:3:PV-002520121718;
c1cn2cnnc2cn1,392,76:07600:1:PV-002845990040;76:07600:2:PV-002313103561;76:07600:5:PV-003398135195;
CN1C(=O)NCC12CNC2,47,76:07600:1:PV-002845990055;76:07602:3:PV-002846271715;76:07606:3:PV-002846806169;
CC1COC(C)(C)CO1,423,76:07600:1:PV-005198383351;76:07600:1:PV-005198453592;76:07600:2:PV-005198532604;
O=C1CCC2(CNC2)CN1,428,76:07600:1:PV-005198384160;76:07600:3:PV-005198659060;76:07600:6:PV-005198885932;
CC1CCNCC1O,89,76:07600:1:PV-005198384665;76:07606:1:PV-003400069999;76:07606:2:PV-002846793939;
C1CC2(C1)COCCO2,1773,76:07600:1:PV-005198386915;76:07600:1:PV-005198467562;76:07600:2:PV-003398034543;
Cc1cn2c(n1)C(C)NCC2,16,76:07600:1:PV-005198388694;76:07606:6:PV-005205050178;76:07612:1:PV-005210605566;
Cc1ccc2c(c1)CNCC2,175,76:07600:1:PV-005198389005;76:07600:5:PV-002106114969;76:07601:3:PV-002468375356;
Clc1ncc2c(n1)CCC2,42,76:07600:1:PV-005198389005;76:07600:1:PV-005198463741;76:07608:0:PV-005206525938;
CC1CC2(CCNC2)CO1,854,76:07600:1:PV-005198390497;76:07600:1:PV-005198390498;76:07600:1:PV-005198480403;
Clc1cccc2c1CC1CC21,54,76:07600:1:PV-005198390763;76:07600:3:PV-002106109453;76:07602:5:PV-002571898315;
Cc1c(Cl)cccc1Cl,241,76:07600:1:PV-005198390826;76:07601:2:PV-005199592171;76:07602:4:PV-002571896003;
Clc1cn2ccccc2n1,372,76:07600:1:PV-005198395905;76:07601:4:PV-003398454922;76:07601:9:PV-003398617287;
Fc1ccc2c(c1)OCC2,587,76:07600:1:PV-005198400847;76:07600:3:PV-003398097688;76:07600:5:PV-003398132342;
CC1=CC(C)(C)CCC1,389,76:07600:1:PV-005198404516;76:07600:6:PV-003398198549;76:07600:7:PV-005199050467;
O=c1[nH]c2c(c(=O)[nH]1)CNC2,188,76:07600:1:PV-005198406427;76:07600:3:PV-003398072103;76:07601:1:PV-003398354982;
Oc1nc2cccnc2[nH]1,269,76:07600:1:PV-005198408684;76:07600:1:PV-005198408685;76:07600:3:PV-002364858604;
FC=C1CCOCC1,74,76:07600:1:PV-005198408931;76:07600:4:PV-003398113244;76:07602:1:PV-003398711582;
Clc1nc2ccccc2s1,259,76:07600:1:PV-005198408931;76:07600:5:PV-005198833750;76:07600:6:PV-002846053821;
Cc1ncccc1O,111,76:07600:1:PV-005198409005;76:07600:4:PV-002846026438;76:07600:5:PV-002846035684;
c1[nH]cc2c1CCCC2,346,76:07600:1:PV-005198412286;76:07600:6:PV-002846051372;76:07600:7:PV-003398213561;
O=c1[nH]cn[nH]1,2382,76:07600:1:PV-005198412755;76:07600:2:PV-002157855164;76:07600:3:PV-003398091307;
Fc1cnc2c(c1)CCN2,73,76:07600:1:PV-005198414344;76:07600:4:PV-002468356777;76:07600:9:PV-005199171804;
O=C1CCC2(CCNC2)CN1,348,76:07600:1:PV-005198416976;76:07600:1:PV-005198451721;76:07600:4:PV-005198787358;
O=c1[nH]cnc2c1CNCC2,58,76:07600:1:PV-005198416993;76:07600:9:PV-002209617106;76:07603:8:PV-002313177691;
c1cc2c([nH]1)CCOC2,299,76:07600:1:PV-005198417130;76:07600:2:PV-003398031900;76:07600:6:PV-002846054525;
Clc1cncc(Cl)c1,2898,76:07600:1:PV-005198417354;76:07600:3:PV-002468354564;76:07600:4:PV-003398126077;
OC1CCCCCC1,291,76:07600:1:PV-005198417354;76:07601:0:PV-005199326036;76:07601:1:PV-003398362892;
CC1NCCNC1C,3533,76:07600:1:PV-005198418002;76:07600:2:PV-003398050381;76:07600:2:PV-003398050382;
C1CC2(CCN1)CNCCN2,122,76:07600:1:PV-005198418369;76:07600:1:PV-005198516957;76:07600:3:PV-005198644194;
Nc1nccc2c1CNCC2,45,76:07600:1:PV-005198419145;76:07600:8:PV-002261366470;76:07602:7:PV-002157907680;
Nc1cnc2ccccc2n1,78,76:07600:1:PV-005198419395;76:07600:4:PV-005198753772;76:07601:8:PV-005200159243;
O=C1CC2CCC1C2,230,76:07600:1:PV-005198420086;76:07601:2:PV-003398379127;76:07601:8:PV-003398604037;
O=C1NCCNc2ccccc21,128,76:07600:1:PV-005198420096;76:07600:9:PV-005199310707;76:07602:9:PV-005201314183;
OC1CC2(CCNCC2)C1,102,76:07600:1:PV-005198420369;76:07600:2:PV-005198531920;76:07601:6:PV-003398509575;
CC1(C)CC1N,214,76:07600:1:PV-005198421668;76:07600:3:PV-003398075273;76:07600:6:PV-003398181225;
Cc1nc2nccnc2s1,33,76:07600:1:PV-005198423792;76:07601:2:PV-005199635674;76:07606:5:PV-005204957407;
CC1CC2CCC1CC2=O,222,76:07600:1:PV-005198426032;76:07600:6:PV-005198979685;76:07601:1:PV-005199464508;
Cc1csc(Cl)c1Cl,889,76:07600:1:PV-005198426451;76:07600:1:PV-005198426452;76:07600:1:PV-005198426453;
c1nnc2n1CCOC2,245,76:07600:1:PV-005198428498;76:07600:1:PV-005198428499;76:07601:2:PV-002520120424;
O=C1NCCNc2cc(F)c(F)cc21,24,76:07600:1:PV-005198432448;76:07600:1:PV-005198432449;76:07602:8:PV-005201124861;
CC1CNCCNC1,119,76:07600:1:PV-005198433816;76:07602:2:PV-002468391904;76:07603:5:PV-002106175265;
Nc1ncccc1O,378,76:07600:1:PV-005198435618;76:07600:4:PV-003398114248;76:07600:4:PV-003398114249;
c1scc2c1CCC2,1080,76:07600:1:PV-005198436217;76:07600:2:PV-003398043469;76:07600:2:PV-003398043470;
CC1CCc2[nH]ccc2C1,257,76:07600:1:PV-005198440219;76:07600:1:PV-005198492558;76:07600:3:PV-005198639961;
Clc1cccc2cccnc12,321,76:07600:1:PV-005198440276;76:07600:1:PV-005198480549;76:07600:5:PV-003398163810;
Clc1csc(Cl)c1,1875,76:07600:1:PV-005198445484;76:07600:1:PV-005198445485;76:07600:1:PV-005198445486;
C1CCN2CCOCC2C1,392,76:07600:1:PV-005198450693;76:07600:3:PV-005198574160;76:07600:4:PV-005198796053;
Oc1cccc2c1CCCC2,399,76:07600:1:PV-005198452144;76:07600:3:PV-005198642540;76:07600:9:PV-002106123093;
Cc1ccc(F)cc1C,252,76:07600:1:PV-005198452388;76:07601:0:PV-002468369432;76:07601:2:PV-005199605621;
Clc1cnc2ccccc2c1,131,76:07600:1:PV-005198453769;76:07601:0:PV-003398312424;76:07601:1:PV-003398353805;
CC1CCNCC1C,266,76:07600:1:PV-005198455613;76:07600:3:PV-003398081388;76:07600:5:PV-003398158806;
c1ccc2c(c1)CCCCO2,276,76:07600:1:PV-005198458383;76:07600:8:PV-003398246493;76:07601:5:PV-003398504544;
Cn1cc2c(n1)CCNC2=O,205,76:07600:1:PV-005198464002;76:07601:1:PV-005199398378;76:07603:1:PV-005201439521;
Fc1cc(F)c2c(c1)NCC2,99,76:07600:1:PV-005198466242;76:07602:8:PV-002416658253;76:07603:1:PV-003399039305;
Clc1ccnnc1,2165,76:07600:1:PV-005198467413;76:07600:2:PV-003398036424;76:07600:2:PV-003398049648;
CC1CCS(=O)(=O)N1C,84,76:07600:1:PV-005198470248;76:07600:5:PV-003398165054;76:07600:9:PV-005199315068;
Cc1csc2ccccc12,519,76:07600:1:PV-005198470996;76:07600:2:PV-003398025043;76:07600:2:PV-002845991594;
O=c1cc2c(n[nH]1)CCCC2,305,76:07600:1:PV-005198471919;76:07600:3:PV-002846015313;76:07600:5:PV-002846033932;
CC1CC(C)(C)CN1,98,76:07600:1:PV-005198473276;76:07600:7:PV-002846068924;76:07600:8:PV-002846081315;
FC1(F)C2COCC21,651,76:07600:1:PV-005198474107;76:07600:4:PV-005198750935;76:07600:4:PV-005198776579;
Cc1ncccc1Cl,276,76:07600:1:PV-005198475833;76:07600:1:PV-005198475834;76:07600:6:PV-003398180387;
Cc1ccnc2ccnn12,401,76:07600:1:PV-005198476859;76:07600:2:PV-002845995237;76:07600:3:PV-003398071838;
C1=NC2COCC2N1,42,76:07600:1:PV-005198477519;76:07601:3:PV-002846150198;76:07602:4:PV-002846292122;
Cc1ccc2ncccc2c1,825,76:07600:1:PV-005198480403;76:07600:1:PV-005198480404;76:07600:2:PV-003398055333;
Cc1cc2cncnc2[nH]1,87,76:07600:1:PV-005198480731;76:07600:7:PV-005199065688;76:07603:2:PV-005201557382;
C1NCC12CNC2,95,76:07600:1:PV-005198482001;76:07600:3:PV-002846011639;76:07600:4:PV-005198752087;
Clc1ccc2sc(Cl)nc2c1,40,76:07600:1:PV-005198483964;76:07605:7:PV-005204102664;76:07607:2:PV-005205677614;
NC1CNCc2ccccc21,84,76:07600:1:PV-005198485460;76:07600:3:PV-002846013760;76:07601:7:PV-002846195908;
FC1(F)CCC2(CC1)CC2,182,76:07600:1:PV-005198485460;76:07600:5:PV-002846032938;76:07601:9:PV-002846230595;
c1nc2c([nH]1)CNCC2,61,76:07600:1:PV-005198487278;76:07601:4:PV-005199666714;76:07605:4:PV-002157961666;
CC1Cc2ccccc2C1,746,76:07600:1:PV-005198490049;76:07600:1:PV-005198490050;76:07600:1:PV-005198523988;
O=C1NCC2CNCCN12,56,76:07600:1:PV-005198492558;76:07601:0:PV-002846100895;76:07603:5:PV-002364925316;
FC1(F)CNC2CCCCC2C1,151,76:07600:1:PV-005198493001;76:07600:4:PV-005198790769;76:07600:8:PV-005199109833;
Fc1ccc2c(c1)CNC2,191,76:07600:1:PV-005198493037;76:07601:1:PV-005199426903;76:07601:8:PV-005200135591;
OC12CNCC1C2,173,76:07600:1:PV-005198499880;76:07600:7:PV-005199059653;76:07600:8:PV-005199129177;
NC1CC2CCC1CC2,126,76:07600:1:PV-005198503651;76:07600:7:PV-005199012033;76:07600:9:PV-005199307663;
O=C1CNC(=O)c2ccccc2N1,144,76:07600:1:PV-005198504447;76:07601:5:PV-005199901023;76:07601:8:PV-005200146811;
c1ncc2ncsc2n1,198,76:07600:1:PV-005198504447;76:07600:4:PV-005198707701;76:07600:7:PV-003398231271;
C1=NCCN1,2800,76:07600:1:PV-005198504868;76:07600:2:PV-002845991322;76:07600:2:PV-002846002997;
NC12CC(C1)C2,45,76:07600:1:PV-005198507861;76:07604:3:PV-003399457976;76:07608:1:PV-005206550281;
Cc1ccc2c(c1)NCCN2C,99,76:07600:1:PV-005198509835;76:07600:4:PV-002846019595;76:07600:6:PV-003398199512;
NC1CCCNC1=O,64,76:07600:1:PV-005198509963;76:07602:6:PV-003398877428;76:07604:3:PV-003399431469;
CC1(C)OCCO1,1123,76:07600:1:PV-005198510829;76:07600:2:PV-003398047548;76:07600:4:PV-003398111926;
C1CNCCC2CC2C1,140,76:07600:1:PV-005198512425;76:07601:4:PV-005199744397;76:07602:1:PV-005200471399;
CC1COC(C)CN1,108,76:07600:1:PV-005198516161;76:07600:3:PV-002209603955;76:07600:4:PV-005198714916;
OC1CNCCC1F,29,76:07600:1:PV-005198518299;76:07608:5:PV-003400892009;76:07609:5:PV-005207991114;
C1CCC2(C1)CNCC1(CCC1)O2,45,76:07600:1:PV-005198519952;76:07602:9:PV-005201356164;76:07602:9:PV-005201356165;
CC1CCCCC1(C)C,270,76:07600:1:PV-005198523743;76:07601:1:PV-002846113229;76:07602:0:PV-003398669087;
Fc1ccc2nc[nH]c2c1,370,76:07600:1:PV-005198523845;76:07600:4:PV-003398102431;76:07600:4:PV-002106111361;
Oc1cc(F)c2c(c1)CCNC2,94,76:07600:1:PV-005198524246;76:07601:2:PV-002846132996;76:07602:6:PV-005200929170;
C=c1[nH]c(=O)c(=C)s1,10,76:07600:1:PV-005198525509;76:07604:9:PV-002846624818;76:07606:0:PV-002846767412;
C1NOC2COCC12,263,76:07600:1:PV-005198528488;76:07600:4:PV-003398122198;76:07601:0:PV-003398309127;
NC1CCNC12CCC2,193,76:07600:2:PV-005198531441;76:07600:6:PV-005198897468;76:07600:9:PV-005199190500;
Clc1cccc2c1OCCNC2,120,76:07600:2:PV-005198535250;76:07600:3:PV-005198590502;76:07601:4:PV-005199681533;
C1CCN2CCCC2C1,755,76:07600:2:PV-005198535336;76:07600:2:PV-002846005515;76:07600:6:PV-002846058101;
Cc1cc2sccc2s1,470,76:07600:2:PV-005198535348;76:07600:2:PV-002845996353;76:07600:2:PV-002845996354;
NC1CCCCCNC1,100,76:07600:2:PV-005198538627;76:07601:0:PV-005199370133;76:07601:5:PV-005199946091;
Fc1ccc2sccc2c1,632,76:07600:2:PV-005198538627;76:07600:4:PV-003398100898;76:07600:4:PV-005198738716;
O=C1CNCCCN1,398,76:07600:2:PV-003398025070;76:07601:0:PV-002846102705;76:07601:0:PV-002846102706;
C1CCC2NCC2C1,329,76:07600:2:PV-003398025234;76:07601:3:PV-003398445145;76:07601:5:PV-003398491739;
OC1CC2CCC1C2,1711,76:07600:2:PV-003398025281;76:07600:2:PV-003398025282;76:07600:2:PV-003398027383;
O=C1CNCc2ccccc2N1,115,76:07600:2:PV-003398025533;76:07600:2:PV-003398033571;76:07602:1:PV-002261392667;
Cc1ccc(F)cc1Cl,243,76:07600:2:PV-004004839897;76:07600:2:PV-004004839898;76:07600:2:PV-004004839899;
FC1CCC(F)(F)CC1,293,76:07600:2:PV-002845990441;76:07600:2:PV-002845990443;76:07600:2:PV-002845990445;
C=C1CCNCC1,154,76:07600:2:PV-002364855994;76:07600:3:PV-003398094402;76:07602:4:PV-003398779292;
c1n[nH]c2c1CCCC2,2091,76:07600:2:PV-003398025999;76:07600:2:PV-003398043208;76:07600:2:PV-003398043209;
Fc1cc(F)c2c(c1)CCN2,91,76:07600:2:PV-002571849083;76:07601:4:PV-003398472006;76:07603:9:PV-003399302422;
CC1CNc2cccnc2O1,32,76:07600:2:PV-002845990602;76:07606:0:PV-002846766328;76:07611:1:PV-002847442796;
Cc1nccc(N)n1,730,76:07600:2:PV-003398026274;76:07600:2:PV-002846005033;76:07600:3:PV-005198544591;
C1=NCCS1,294,76:07600:2:PV-003398026343;76:07601:1:PV-002846124357;76:07601:8:PV-002846215163;
O=C1CSc2ccccc2N1,438,76:07600:2:PV-002845990793;76:07600:4:PV-005198780907;76:07601:7:PV-002261385460;
O=c1cc2c(n[nH]1)CCNC2,111,76:07600:2:PV-002157854670;76:07600:2:PV-002157855891;76:07600:6:PV-002468360425;
Fc1cc(F)c2ccoc2c1,134,76:07600:2:PV-003398026721;76:07600:5:PV-002520104967;76:07600:5:PV-002313109994;
CC1CCCCS1,741,76:07600:2:PV-003398026789;76:07600:6:PV-003398186086;76:07600:7:PV-003398204286;
c1ccc2nscc2c1,672,76:07600:2:PV-003398026958;76:07600:8:PV-003398263190;76:07600:9:PV-003398293837;
Cc1cc(C)c(C)s1,198,76:07600:2:PV-002313103066;76:07600:2:PV-002261354158;76:07600:9:PV-003398300075;
CC1CNCC2(CCCCC2)O1,82,76:07600:2:PV-002313103066;76:07600:5:PV-002364863704;76:07600:6:PV-002520107335;
C1CCC2(C1)CCOC2,622,76:07600:2:PV-003398027008;76:07600:2:PV-003398065816;76:07600:4:PV-002846028850;
c1cc2c(o1)CSC2,656,76:07600:2:PV-003398027039;76:07600:3:PV-003398085550;76:07600:6:PV-002846051613;
CC1Cc2cc(F)ccc2CN1,74,76:07600:2:PV-002106106760;76:07601:5:PV-002261381577;76:07603:7:PV-002106178436;
Cc1cc(N)on1,991,76:07600:2:PV-003398027127;76:07600:2:PV-002845990956;76:07600:2:PV-002845990957;
FC1COC1,430,76:07600:2:PV-003398027598;76:07600:2:PV-002845991156;76:07600:4:PV-002846022270;
Oc1nccc2cccnc12,217,76:07600:2:PV-002845991190;76:07601:1:PV-003398355555;76:07601:6:PV-002846191806;
Cc1cccc(C)c1O,461,76:07600:2:PV-003398027787;76:07600:2:PV-003398037227;76:07600:2:PV-002845995757;
O=C1CCCc2ncccc21,102,76:07600:2:PV-003398027862;76:07601:7:PV-002364888672;76:07601:8:PV-002520131671;
c1onc2c1CCCC2,363,76:07600:2:PV-003398027936;76:07600:2:PV-003398027937;76:07600:2:PV-001554265053;
c1cn2ccnc2cn1,1074,76:07600:2:PV-001670492880;76:07600:3:PV-003398072839;76:07600:3:PV-005198679628;
Nc1ccn2nccc2n1,35,76:07600:2:PV-003398028027;76:07605:1:PV-005203547665;76:07617:2:PV-005215901582;
NC12CCCC(C1)C2,56,76:07600:2:PV-003398028059;76:07600:2:PV-003398028060;76:07600:3:PV-005198606379;
C1CC2(C1)CCNCCS2,55,76:07600:2:PV-002845991415;76:07604:5:PV-002846566545;76:07605:0:PV-002846628182;
CC1(C)CNc2cnccc21,65,76:07600:2:PV-002845991437;76:07602:6:PV-002846317162;76:07604:7:PV-003399590558;
CN1CCNC(C)(C)C1,109,76:07600:2:PV-002845991451;76:07600:4:PV-002846022270;76:07600:4:PV-002416609653;
CC1(C)CCC2(CCCO2)CC1,112,76:07600:2:PV-002157854771;76:07600:6:PV-002846056929;76:07600:8:PV-003398262598;
CC1(C)C2CCCC21,1366,76:07600:2:PV-003398028299;76:07600:2:PV-003398043729;76:07600:2:PV-003398045149;
Cc1ccc(F)cn1,976,76:07600:2:PV-003398028517;76:07600:2:PV-003398028518;76:07600:2:PV-003398028519;
CC12CCOC(C1)C2,367,76:07600:2:PV-003398028668;76:07600:3:PV-002846007486;76:07600:4:PV-003398121248;
Clc1ccc2ccsc2c1,166,76:07600:2:PV-003398028822;76:07600:3:PV-005198550135;76:07600:3:PV-005198550136;
Fc1ccc2cncnc2c1F,53,76:07600:2:PV-003398028847;76:07600:2:PV-002845995688;76:07605:3:PV-002846669430;
