fragment_smiles,occurences,example_ligands
Cc1cnccn1,6003,91:09100:0:Z2960875577;91:09100:0:Z4026348975;91:09100:0:Z1782338997;
c1cc2c([nH]1)CCCC2,425,91:09100:0:Z1350736262;91:09100:5:Z2282918786;91:09100:6:Z2698343663;
c1ccc2c(c1)CNCCN2,487,91:09100:0:Z4105298365;91:09100:8:Z1545043661;91:09101:1:Z4214255721;
C1CC2CC3CNCC3N2C1,78,91:09100:0:Z4250730964;91:09100:9:Z4250707371;91:09101:6:Z4250751019;
O=S1CCCNc2ccccc21,117,91:09100:0:Z4147178026;91:09101:2:Z4147190558;91:09101:2:Z4147190219;
C1CC2(CCN1)OCCO2,1001,91:09100:0:Z1361315285;91:09100:1:Z5033334912;91:09100:1:Z4223357854;
C1CNCC2(C1)CCC2,1645,91:09100:0:Z1940562244;91:09100:0:Z3630179014;91:09100:1:Z3385929176;
Clc1cnc2ncccc2c1,66,91:09100:0:Z2983633337;91:09100:4:Z2983632585;91:09100:9:Z3395773733;
CN1CCCS1(=O)=O,1074,91:09100:0:Z2947040665;91:09100:1:Z3054414042;91:09100:2:Z3191872077;
Cc1cc(=O)cc[nH]1,1202,91:09100:0:Z4228449818;91:09100:1:Z4772671071;91:09100:2:Z1348946041;
Oc1ccc2ccccc2c1,789,91:09100:0:Z5053921550;91:09100:1:Z1188343311;91:09100:2:Z4095290218;
CC1CNc2ccccc2S1,94,91:09100:0:Z1391709098;91:09104:0:Z1395453073;91:09105:9:Z1391707012;
CC1CNc2cc(F)c(F)cc2O1,82,91:09100:0:Z4127004521;91:09106:6:Z2919495141;91:09108:2:Z3000777987;
CC1NCCc2ncccc21,298,91:09100:0:Z3573681057;91:09100:2:Z4888038681;91:09100:3:Z3622801334;
Cc1nn2c(ncc3ccccc32)c1Cl,58,91:09100:0:Z1159140921;91:09100:1:Z229500804;91:09101:7:Z5061413867;
c1cnc2c(c1)CCOC2,803,91:09100:0:Z3630179014;91:09100:2:Z5064864209;91:09100:3:Z3670174632;
C1CCC2(CC1)COC2,744,91:09100:0:Z2877954404;91:09100:2:Z3191075277;91:09100:3:Z5034517780;
c1cn2cnnc2cn1,1062,91:09100:0:Z1396691097;91:09100:2:Z3869472940;91:09100:3:Z4263417215;
c1ccc2c(c1)CCc1cnoc1-2,150,91:09100:0:Z3655295027;91:09100:3:Z2923854031;91:09101:1:Z2961049534;
CC1CNCC2(CCCOC2)O1,349,91:09100:0:Z1962184602;91:09100:1:Z1961553281;91:09100:5:Z2711664718;
Clc1cnccn1,909,91:09100:0:Z2701125394;91:09100:2:Z4033037002;91:09100:2:Z1893340960;
FC12CCOCC1CNC2,430,91:09100:0:Z4268219950;91:09100:0:Z4000534541;91:09100:2:Z4026823066;
Fc1ccncc1,340,91:09100:0:Z4268219950;91:09100:3:Z4271767870;91:09100:6:Z4563944069;
c1ccc2c(c1)CNC1(CC1)C2,93,91:09100:0:Z3715752748;91:09100:5:Z4295637214;91:09104:3:Z3715751289;
CC1(C)OCC2(CCNCC2)CO1,313,91:09100:0:Z4909130266;91:09100:3:Z4907307320;91:09100:4:Z4909497785;
Fc1cccc2[nH]ccc12,922,91:09100:0:Z4909130266;91:09100:2:Z1522764511;91:09100:3:Z4019260688;
Cc1cn2ccncc2n1,341,91:09100:0:Z2020488615;91:09100:1:Z3597456243;91:09100:3:Z3604756104;
O=S1(=O)CCC12CCCC2,137,91:09100:0:Z3610567042;91:09100:6:Z3610566144;91:09100:7:Z3621323609;
c1cc2c(s1)CCCC2,2063,91:09100:0:Z749406542;91:09100:0:Z1735024579;91:09100:1:Z4378727378;
Fc1ccn[nH]1,364,91:09100:0:Z4506140721;91:09100:1:Z2708222163;91:09100:3:Z4267861242;
Cc1cn2c(n1)CCC(C)C2,239,91:09100:0:Z4906609143;91:09100:4:Z4906452280;91:09101:4:Z4906619383;
CC1CCC(C)C1(C)C,143,91:09100:0:Z3517266514;91:09100:2:Z2594997337;91:09100:7:Z3204285649;
Cc1ccc2c(O)ccnc2n1,86,91:09100:0:Z2663941482;91:09100:3:Z1454209201;91:09100:4:Z1331700641;
Cc1cn(C)cn1,684,91:09100:0:Z3360907992;91:09100:2:Z3670114775;91:09100:2:Z3057761741;
CC1CNCc2c[nH]nc21,181,91:09100:0:Z2916192666;91:09100:6:Z4065429905;91:09100:8:Z4065427325;
Oc1ccon1,236,91:09100:0:Z4260817035;91:09100:3:Z4260833106;91:09100:8:Z4260767818;
c1cc2c(s1)COCC2,408,91:09100:0:Z1643503969;91:09100:9:Z3635120508;91:09101:7:Z3092488569;
OC1CCNC2(CC2)C1,277,91:09100:0:Z3435275255;91:09100:8:Z4209217863;91:09100:9:Z3608755010;
O=S1(=O)CCC12CCCCC2,151,91:09100:0:Z3627772394;91:09100:3:Z3905663837;91:09100:4:Z3627766550;
O=C1Cc2cc(F)ccc2N1,469,91:09100:0:Z4027602738;91:09100:2:Z3643787033;91:09100:4:Z3666677288;
O=c1[nH][nH]c2ccccc12,348,91:09100:0:Z4484070563;91:09100:3:Z4922154112;91:09100:3:Z5044118848;
C1CC2(C1)COCCO2,731,91:09100:0:Z5062912756;91:09100:3:Z5018723510;91:09100:8:Z5057638347;
Clc1cnn2c1CNCC2,322,91:09100:0:Z3322197424;91:09100:4:Z3378822175;91:09101:8:Z3434164111;
C1CC2(CCN1)CNCCO2,407,91:09100:0:Z4454597856;91:09100:6:Z3383799505;91:09100:7:Z3364451912;
Cc1cn2c(n1)C(C)NCC2,368,91:09100:0:Z3795074916;91:09100:1:Z2387300412;91:09100:2:Z4509326668;
CC1(C)CNC1(C)C,147,91:09100:0:Z1354788798;91:09100:6:Z1323828920;91:09101:1:Z1332318099;
Cc1n[nH]c(=O)n1C,375,91:09100:0:Z5035363749;91:09101:2:Z2503957918;91:09101:2:Z4935140170;
Cn1cnc2ccncc21,648,91:09100:0:Z2499204504;91:09100:0:Z4451080304;91:09100:2:Z3556477944;
Cc1cnn2cccnc12,446,91:09100:0:Z3177557360;91:09100:6:Z3899542582;91:09100:7:Z3585588808;
CC1(C)NCCO1,297,91:09100:0:Z1498005444;91:09100:1:Z3639765212;91:09100:1:Z4222340516;
C1=CNCC1,350,91:09100:0:Z4273129987;91:09100:4:Z5023657913;91:09100:4:Z4230474900;
C1COCC2(C1)CCC2,1949,91:09100:0:Z4114828364;91:09100:1:Z4236020750;91:09100:1:Z2872027227;
CC1(C)CCCNC1=O,1020,91:09100:0:Z2772244419;91:09101:0:Z4424014290;91:09101:0:Z2771948465;
Cn1cnc2ccccc2c1=O,1101,91:09100:0:Z3558299922;91:09100:2:Z3654728248;91:09100:6:Z4507609670;
CC1=CSCCO1,454,91:09100:0:Z4263240944;91:09100:3:Z4256337943;91:09100:5:Z2113057436;
Cc1[nH]ccc(=O)c1O,208,91:09100:0:Z4294910830;91:09100:8:Z4293947993;91:09101:4:Z4293337125;
Cc1ccc2c(c1)ncn2C,427,91:09100:0:Z3189058564;91:09100:1:Z3296969673;91:09100:3:Z3443510959;
Cc1nc2ccccn2n1,1041,91:09100:0:Z2312224664;91:09100:0:Z3640892086;91:09100:2:Z2877800846;
C1CNC2CCNCC2C1,817,91:09100:0:Z2870574679;91:09100:4:Z3364722079;91:09100:4:Z3364719707;
c1ccc2c(c1)CC1CNCCCN21,212,91:09100:0:Z4061864220;91:09100:1:Z2169846934;91:09100:3:Z2169841388;
O=c1[nH]nnc2ccccc12,473,91:09100:0:Z3383277366;91:09100:1:Z1559683109;91:09100:1:Z2720074985;
CC12CCC(CO1)C2,1760,91:09100:0:Z4517019062;91:09100:1:Z5043079016;91:09100:2:Z5033714537;
Cc1ccnc2c1CNC2,116,91:09100:0:Z4232563515;91:09100:3:Z4227573953;91:09100:9:Z4227580438;
CC1OCCO1,3407,91:09100:0:Z4317145120;91:09100:1:Z2711343715;91:09100:1:Z1676376326;
C1CNCC2(C1)CNCCO2,438,91:09100:0:Z3794553497;91:09100:3:Z4055377816;91:09100:4:Z4910402759;
O=c1ccc(Cl)n[nH]1,225,91:09100:0:Z2792577246;91:09101:0:Z4292078567;91:09101:1:Z4290052183;
CC1CCC(C)O1,961,91:09100:0:Z3657417750;91:09100:1:Z2783014175;91:09100:2:Z3528805264;
Oc1cccc2c1CCCN2,145,91:09100:0:Z4407484342;91:09100:8:Z4345018635;91:09101:0:Z4524100437;
Fc1ccc2c(c1)CNCC2,1461,91:09100:0:Z3574383583;91:09100:1:Z3790885696;91:09100:4:Z3807291126;
c1cnc2c(c1)CNCC1CCCN21,697,91:09100:0:Z2828028704;91:09100:0:Z4065086534;91:09100:0:Z4065448583;
Cn1cnc2[nH]ccc21,154,91:09100:0:Z4286536625;91:09100:1:Z4293501522;91:09100:4:Z4242169669;
Cc1ccncc1Cl,522,91:09100:0:Z3594046994;91:09100:5:Z2707728250;91:09100:7:Z2704735190;
CC1(C)Cc2ccccc2O1,2406,91:09100:0:Z3369316911;91:09100:1:Z2783039256;91:09100:1:Z3571873257;
c1ccc2c(c1)OCC21CCCNC1,135,91:09100:0:Z3820171161;91:09100:6:Z3840677535;91:09100:9:Z3777761125;
O=c1[nH]cnc2ccnn12,36,91:09100:0:Z2898390541;91:09105:6:Z2898387334;91:09107:0:Z3337711465;
Cc1cscc1Cl,440,91:09100:0:Z2594863872;91:09100:8:Z3723017148;91:09101:2:Z2643099298;
Fc1cccc2[nH]cnc12,956,91:09100:0:Z4871094005;91:09100:1:Z2891782141;91:09100:3:Z4086007681;
c1ccc2c(c1)CC1CC2C1,17,91:09100:0:Z3845703263;91:09105:4:Z3867804177;91:09109:5:Z3842057492;
C1CNC2(C1)CNC2,92,91:09100:0:Z3093252894;91:09100:5:Z3093252816;91:09101:0:Z3093253547;
CC1(C)NCC(O)C1O,191,91:09100:0:Z4083656755;91:09100:4:Z4083342342;91:09100:4:Z4071334627;
FC1(F)CNCc2ccccc21,162,91:09100:0:Z1466565834;91:09100:3:Z2634413878;91:09102:9:Z1466161698;
O=S1(=O)CCC2(CC1)CNCCO2,249,91:09100:0:Z3103909863;91:09100:2:Z3101689893;91:09100:2:Z3104384503;
O=S1(=O)CCC2(CCNC2)CC1,605,91:09100:0:Z3808469879;91:09100:2:Z4603116949;91:09100:4:Z3099820096;
c1cnc2c(c1)CNC2,962,91:09100:0:Z4475016058;91:09100:1:Z3053846978;91:09100:1:Z4447547723;
CC1(C)CNC1,4768,91:09100:0:Z2178085897;91:09100:1:Z2394350517;91:09100:1:Z3945210318;
c1nncc2c1CCNC2,113,91:09100:0:Z4223483948;91:09100:4:Z4907974714;91:09101:5:Z4226741818;
Cc1ccc2c(c1)OCO2,476,91:09100:0:Z3644417161;91:09100:3:Z2442410802;91:09101:3:Z1957882417;
CC1(C)OC2CNCC2O1,353,91:09100:0:Z4621419165;91:09100:1:Z4622817803;91:09100:2:Z4609151941;
Clc1ncc2c(n1)CCOC2,90,91:09100:0:Z3558057412;91:09102:9:Z3560230458;91:09104:8:Z3558525305;
CC1CCC(C)CC1,299,91:09100:0:Z1953654657;91:09100:1:Z2626555915;91:09100:6:Z3593039314;
Cc1cc(N)[nH]n1,422,91:09100:0:Z4213161369;91:09100:2:Z3152745932;91:09100:6:Z3094195122;
CC1CNc2ccccc2C1,320,91:09100:0:Z4111653756;91:09101:2:Z2627838273;91:09101:3:Z1361325777;
c1cnc2nc[nH]c2c1,154,91:09100:0:Z2173781368;91:09100:1:Z1436031794;91:09100:7:Z1436031688;
Cc1ccn2c(=O)ccnc2c1,358,91:09100:0:Z1137185063;91:09100:4:Z2989248090;91:09100:4:Z1429055259;
O=c1cc[nH]cn1,549,91:09100:0:Z1137185063;91:09100:4:Z4134129016;91:09100:4:Z1137184241;
Oc1cn[nH]c1,1394,91:09100:0:Z3608862517;91:09100:1:Z5060525199;91:09100:1:Z2644088682;
Cc1cn(C)nn1,162,91:09100:0:Z3652507984;91:09100:8:Z3504366868;91:09101:0:Z3362333524;
O=S1(=O)CCNCC(F)(F)C1,347,91:09100:0:Z5054756533;91:09100:2:Z5052272165;91:09100:6:Z5052269583;
C1NCC12COC2,334,91:09100:0:Z3060952403;91:09100:6:Z3060946618;91:09100:6:Z3361552457;
O=c1ccoc2ccc(Cl)cc12,226,91:09100:0:Z3204863397;91:09100:3:Z1265360921;91:09101:1:Z1887378001;
NC12CCCC1(F)CNC2,115,91:09100:0:Z4449112006;91:09102:7:Z4449105476;91:09104:1:Z4449111033;
Fc1cccc2ccncc12,460,91:09100:0:Z4620860030;91:09100:2:Z4395805704;91:09100:9:Z4620863182;
FC1CNCC12COC2,636,91:09100:0:Z3868588362;91:09100:3:Z3837014641;91:09100:3:Z2640492621;
C1NCC2COCC1O2,310,91:09100:0:Z3983921540;91:09101:6:Z3888066589;91:09101:8:Z2979903580;
OC1CC2CCCC(C1)C2,331,91:09100:0:Z4405539519;91:09100:4:Z4406381701;91:09100:9:Z4406328510;
Clc1cc(Cl)c2nccn2c1,677,91:09100:0:Z3611920737;91:09100:1:Z2911063336;91:09100:1:Z2912314394;
C1CCC2OCCC2C1,2014,91:09100:0:Z3837142106;91:09100:1:Z3509525725;91:09100:1:Z3590155929;
OC1CCCC2CCC1N2,210,91:09100:0:Z3605683973;91:09100:2:Z3621026040;91:09100:2:Z3605677323;
CC1CN(C)CCN1C,462,91:09100:0:Z2232887253;91:09100:1:Z4255064568;91:09100:2:Z2291760227;
OC1CCNC2(CCC2)C1,231,91:09100:0:Z3356849322;91:09100:2:Z3356848677;91:09100:3:Z2371410741;
O=C1NCCCn2cccc21,330,91:09100:0:Z4299358912;91:09100:6:Z4281776997;91:09101:3:Z4299061903;
CC1(C)CNCC(O)C1,206,91:09100:0:Z2830196960;91:09100:4:Z2802982433;91:09100:9:Z2802980727;
Cn1c(=O)[nH]c2ccccc2c1=O,93,91:09100:0:Z3298382942;91:09100:5:Z3369999128;91:09100:8:Z3652678669;
c1cc2n(c1)CCC2,255,91:09100:0:Z4021077764;91:09100:1:Z4021499525;91:09100:2:Z4007386040;
Cc1ccnc(O)c1,419,91:09100:0:Z1625452084;91:09100:2:Z1413900367;91:09100:3:Z1625328738;
Nc1ncc2[nH]cnc2n1,70,91:09100:0:Z2701537653;91:09101:0:Z1675196983;91:09101:4:Z1317601887;
Cc1n[nH]c2sccc12,128,91:09100:0:Z1454824947;91:09100:8:Z1836459449;91:09103:1:Z1437705725;
N=S1(=O)CCCCCC1,83,91:09100:0:Z3623224479;91:09102:6:Z3339986279;91:09103:8:Z4136941544;
CC1CCCc2nccn21,877,91:09100:0:Z4137815842;91:09100:1:Z3799159678;91:09100:1:Z4304070052;
Cc1cc2c(Cl)cccc2[nH]1,78,91:09100:0:Z4113094164;91:09101:4:Z4115949143;91:09102:3:Z4111894456;
Cc1ccc2occc2c1,726,91:09100:0:Z3637189213;91:09100:1:Z57906777;91:09100:2:Z756819020;
CC1(C)CCCS1(=O)=O,781,91:09100:0:Z4178220286;91:09100:2:Z3573901984;91:09100:6:Z3437033978;
c1cc2n(n1)CCCNC2,1219,91:09100:0:Z3830561850;91:09100:1:Z3798286401;91:09100:1:Z4576797673;
CN1C(=O)NCC12CNC2,328,91:09100:0:Z4024049846;91:09100:6:Z3996501051;91:09100:8:Z4050729414;
c1nnc2n1CCOC2,1975,91:09100:0:Z3524607702;91:09100:1:Z4407362913;91:09100:1:Z4473453099;
c1ncn2c1CNCC2,1116,91:09100:0:Z2976603029;91:09100:1:Z2600927202;91:09100:2:Z3367967804;
CC1(C)CCC2(CCN2)CC1,95,91:09100:0:Z3683033756;91:09102:3:Z3645849552;91:09102:5:Z3864391609;
c1cc2n(c1)CCSC2,542,91:09100:0:Z4020268281;91:09100:2:Z4021422785;91:09100:2:Z4599381962;
Fc1cccc2cc[nH]c12,347,91:09100:0:Z3635099400;91:09100:4:Z5034758434;91:09100:7:Z5034720334;
O=S1(=O)CCCNCC1,1084,91:09100:0:Z1243971411;91:09100:1:Z3366827169;91:09100:3:Z3366816635;
c1cnon1,242,91:09100:0:Z3475528501;91:09100:3:Z3646588544;91:09100:6:Z3874404192;
C1CN2CCC1C2,909,91:09100:0:Z4484741970;91:09100:2:Z4564615691;91:09100:2:Z3646210172;
Cc1cc(=O)cn[nH]1,562,91:09100:0:Z1955557991;91:09100:2:Z343420696;91:09100:3:Z1238804925;
C1CNCC2(C1)CCCOC2,386,91:09100:0:Z1322565274;91:09100:2:Z1326129820;91:09100:2:Z1724519580;
CC1(C)CNCC(C)(C)O1,352,91:09100:0:Z1797090473;91:09100:4:Z2700552277;91:09100:9:Z1796947987;
CC1Cc2ccccc2S1(=O)=O,51,91:09100:0:Z4255232638;91:09100:6:Z4257007135;91:09101:5:Z4455475049;
Cn1c(=O)ccc2ccccc21,962,91:09100:0:Z3360875085;91:09100:0:Z3363576473;91:09100:0:Z3360526891;
OC1Cc2ccccc2C1,2040,91:09100:0:Z3360875085;91:09100:0:Z3363576473;91:09100:0:Z3360526891;
FC1CCCNC1,3362,91:09100:0:Z2107127165;91:09100:1:Z4243623966;91:09100:1:Z2828149155;
O=S1(=O)NCNc2ccccc21,219,91:09100:0:Z1347928468;91:09100:2:Z1083112188;91:09101:9:Z1348205784;
CC1CCOc2ccccc21,381,91:09100:0:Z3640892086;91:09100:3:Z2961199635;91:09100:7:Z2967103817;
c1cnc2c(c1)N1CCC(C1)N2,119,91:09100:0:Z4132739706;91:09100:7:Z4364831048;91:09101:4:Z4132739237;
O=S1(=O)Nc2ccccc2N1,85,91:09100:0:Z2273856758;91:09100:8:Z2789386408;91:09101:4:Z2839966127;
C1CC2SCCSC2C1,282,91:09100:0:Z3083198195;91:09100:7:Z3441105448;91:09100:9:Z1542170133;
Clc1ccn[nH]1,1591,91:09100:0:Z3083198195;91:09100:1:Z2714500484;91:09100:1:Z3404856931;
Cc1nc2ccccc2c(=O)n1C,209,91:09100:0:Z4177315534;91:09100:6:Z4177656963;91:09101:8:Z4178194107;
CC1CCc2nccn21,424,91:09100:0:Z2348414280;91:09100:4:Z2294505213;91:09100:4:Z2294498454;
CC1CNCC(C)(C)O1,1133,91:09100:0:Z4027079013;91:09100:0:Z856633716;91:09100:0:Z4023894899;
CN1CCCC(C)(C)C1,637,91:09100:0:Z4192353019;91:09100:3:Z4270879277;91:09100:4:Z3657646930;
Cc1ncc2ccsc2n1,189,91:09100:0:Z2348379663;91:09100:3:Z2199792839;91:09100:4:Z645897708;
Cn1nnc2c1CCCC2,1956,91:09100:0:Z2879615667;91:09100:2:Z2500697745;91:09100:2:Z2872127537;
O=C1NCCC2CCNCC12,421,91:09100:0:Z3591201444;91:09100:2:Z3254227385;91:09100:4:Z3344324010;
O=c1cc[nH]c2ccccc12,1182,91:09100:0:Z2922653148;91:09100:0:Z2912207546;91:09100:1:Z3626511504;
O=C1CCCC2CC12,201,91:09100:0:Z4168961299;91:09100:4:Z4317491101;91:09100:5:Z4325134339;
CN1CCNc2cnccc21,256,91:09100:0:Z4147208143;91:09100:6:Z4147208417;91:09102:3:Z4870287526;
FC1(F)CC12CCCC2,1374,91:09100:0:Z3495670995;91:09100:2:Z4133043671;91:09100:2:Z3633256707;
C1CC2CCC(C1)O2,2295,91:09100:1:Z3872824835;91:09100:1:Z3548536621;91:09100:1:Z4516944214;
CC1CNCC(C)NC1,285,91:09100:1:Z3520076080;91:09100:1:Z3700118050;91:09100:3:Z3396133577;
O=S1(=O)CCc2[nH]ncc2C1,109,91:09100:1:Z5044276245;91:09102:0:Z5045469677;91:09102:8:Z5043835575;
C1COC2(C1)CCOC2,1563,91:09100:1:Z3201840207;91:09100:1:Z3313936647;91:09100:3:Z3588415492;
c1ccc2c(c1)COCCN2,668,91:09100:1:Z1939867787;91:09100:1:Z4156348079;91:09100:3:Z4477323477;
O=C1CCc2cc3c(cc21)CCC3,108,91:09100:1:Z4466740963;91:09103:4:Z3341301333;91:09103:6:Z4271010376;
Cc1ccc(Cl)cc1F,500,91:09100:1:Z1426500590;91:09100:6:Z1420042648;91:09100:7:Z2843256211;
OC1CCC2CCNC1C2,144,91:09100:1:Z3584996315;91:09100:3:Z3585002852;91:09101:9:Z4621318603;
Oc1cccc(Cl)c1,754,91:09100:1:Z3370980171;91:09100:1:Z4885194780;91:09100:4:Z1182943981;
O=C1NCCn2nccc21,550,91:09100:1:Z3535164544;91:09100:4:Z3190205218;91:09100:9:Z3082898342;
Cc1sc2ncnc(N)c2c1C,196,91:09100:1:Z195595234;91:09100:3:Z2220784128;91:09101:5:Z1677184649;
CC1CCCCNC1,161,91:09100:1:Z4209403793;91:09100:6:Z1728121923;91:09100:6:Z2202189313;
c1nnc2n1CCOCC2,347,91:09100:1:Z3061913349;91:09100:1:Z3061917267;91:09100:6:Z4276720033;
Fc1cccc2ncncc12,109,91:09100:1:Z3061913349;91:09101:7:Z1365784273;91:09101:7:Z1182645103;
Cc1ccc2[nH]cnc2c1,1005,91:09100:1:Z4328378047;91:09100:2:Z4328504825;91:09100:3:Z3578575922;
Cc1cccc2ncn(C)c12,153,91:09100:1:Z1637227662;91:09100:3:Z2906415691;91:09100:4:Z1467035153;
N=S1(=O)CCNCC1,252,91:09100:1:Z2640199359;91:09100:3:Z4110318511;91:09100:8:Z3604134561;
O=C1CC2(CCOCC2)CN1,331,91:09100:1:Z2782940964;91:09100:1:Z3579917688;91:09100:4:Z2923872754;
c1nc2c([nH]1)CCNC2,1550,91:09100:1:Z3056024579;91:09100:1:Z4311987247;91:09100:2:Z2362689108;
Cc1cc2ccccc2n(C)c1=O,348,91:09100:1:Z2948501340;91:09100:2:Z3175756631;91:09101:0:Z3207287824;
c1nc2c([nH]1)CCOC2,393,91:09100:1:Z3293559207;91:09100:1:Z3591308473;91:09100:8:Z3209329363;
FC1(F)CCC2(CC1)CNC2,232,91:09100:1:Z3610860130;91:09100:4:Z3610852872;91:09100:6:Z3610852370;
CC1=NOC(C)C1,431,91:09100:1:Z3656868218;91:09100:2:Z3656851305;91:09100:6:Z3656871434;
Cc1cc(C)n2nnnc2n1,153,91:09100:1:Z2643232253;91:09101:4:Z1464247194;91:09102:4:Z1687891087;
C1CNCC2(C1)OCCO2,379,91:09100:1:Z2619103256;91:09100:1:Z4389210485;91:09100:4:Z1474156275;
Oc1ccc2c(c1)OCO2,212,91:09100:1:Z796052868;91:09100:5:Z2648230623;91:09100:5:Z3416038267;
Cc1ccc2scc(C)c2c1,106,91:09100:1:Z2721615883;91:09100:2:Z2640185361;91:09100:9:Z4046149716;
CN1CCC2(CCCN2)CC1,323,91:09100:1:Z1875614889;91:09100:4:Z3408757605;91:09100:6:Z2957273162;
CC1(C)CNCc2cn[nH]c2C1,344,91:09100:1:Z4022477233;91:09100:1:Z2617091382;91:09100:2:Z2608595584;
C1CCC2(CC1)CCCC2,743,91:09100:1:Z4022477233;91:09100:3:Z3708737915;91:09100:4:Z4311656267;
Cn1nnc2c1CCNC2,411,91:09100:1:Z1784004449;91:09100:3:Z1310974031;91:09100:4:Z1479352396;
FC1(F)C2CCC1CNC2,291,91:09100:1:Z4154001715;91:09100:2:Z4155923424;91:09100:4:Z4155964571;
CC1CCCCS1,931,91:09100:1:Z3548401974;91:09100:2:Z3612294316;91:09100:2:Z3659060196;
C1CC2(CCSC2)CN1,251,91:09100:1:Z3601995806;91:09100:3:Z4973785971;91:09101:6:Z3407450714;
Cc1ccncc1F,316,91:09100:1:Z4418224939;91:09100:2:Z3595543037;91:09101:9:Z4491233103;
C1CCCNCCC1,1412,91:09100:1:Z3792062624;91:09100:1:Z3792062618;91:09100:1:Z2437254089;
FC1CCCOC1,733,91:09100:1:Z4468749987;91:09100:1:Z4278247449;91:09100:2:Z3354642928;
c1ccc2c(c1)CNOC2,173,91:09100:1:Z2110878665;91:09101:4:Z3603096466;91:09101:5:Z4135606676;
C1CCC2CNCC2CC1,220,91:09100:1:Z3816903149;91:09100:8:Z3615692021;91:09101:1:Z3615696268;
NC1CCC2(CCC2)NC1,105,91:09100:1:Z4422372542;91:09101:3:Z4422373387;91:09101:8:Z4422370380;
O=c1[nH]nco1,1192,91:09100:1:Z2932861753;91:09100:1:Z2880502309;91:09100:1:Z1579086272;
C1CC2CC1C1CC21,404,91:09100:1:Z2822109934;91:09100:3:Z2822097097;91:09100:3:Z3204062165;
Oc1ncnc2c1CNC2,104,91:09100:1:Z3364655141;91:09101:9:Z3313839263;91:09101:9:Z3313839699;
c1ccc2c(c1)OC1(CCNC1)O2,239,91:09100:1:Z2145892139;91:09100:2:Z2150075110;91:09100:5:Z4603733322;
O=C1CCOC2(CCNCC2)C1,378,91:09100:1:Z3058520799;91:09100:2:Z3103713821;91:09100:3:Z3058529556;
c1nnn2c1CCCC2,363,91:09100:1:Z4123241699;91:09101:7:Z3948184784;91:09101:8:Z3837556357;
Clc1nc2ccccc2s1,340,91:09100:1:Z1693261046;91:09100:1:Z5060150084;91:09100:4:Z5064505677;
Cc1ncnc2ccccc12,749,91:09100:1:Z1639032099;91:09100:2:Z4020900635;91:09100:3:Z2148832268;
Fc1cccc2c1C1(CCC1)CN2,135,91:09100:1:Z1527990916;91:09100:1:Z4205932410;91:09100:3:Z1887237798;
CN1CCc2ccccc2C1=O,1185,91:09100:1:Z2626555915;91:09100:1:Z3540059812;91:09100:1:Z2961975950;
c1cnc2c(c1)CCNC2,597,91:09100:1:Z3618759737;91:09100:4:Z3315976592;91:09100:4:Z4297289658;
Cc1cc(C)c2ocnc2c1,66,91:09100:1:Z2613435923;91:09101:3:Z3790521262;91:09101:5:Z2851740565;
Cc1cc2ncc3ccccc3n2n1,80,91:09100:1:Z2179831810;91:09101:0:Z2851937395;91:09101:7:Z2434468186;
CC1(C)CC=CC(=O)C1,4,91:09100:1:Z4223787838;91:09116:5:Z4223786247;91:09137:3:Z4223784714;
Clc1cccc2ccoc12,183,91:09100:1:Z1531349308;91:09100:2:Z1375371848;91:09100:5:Z1373823568;
C1CC2(CCO1)CCO2,747,91:09100:1:Z4351900459;91:09100:1:Z4347499511;91:09100:3:Z4349601196;
Fc1cccc2ccoc12,1045,91:09100:1:Z3099290442;91:09100:2:Z1304458280;91:09100:2:Z2017328873;
Cc1nsc2ncccc12,257,91:09100:1:Z1096319064;91:09100:2:Z4907007918;91:09100:9:Z4470878527;
Cc1ccc(=O)[nH]c1C,262,91:09100:1:Z4429270744;91:09100:3:Z3584298796;91:09100:5:Z4026232077;
c1ncncn1,1339,91:09100:1:Z2973291419;91:09100:4:Z1558680707;91:09100:4:Z2967499429;
CN1C(=O)CCNc2ccccc21,278,91:09100:1:Z1239388702;91:09100:4:Z1336995916;91:09100:4:Z1239390020;
Clc1cccc2cc[nH]c12,217,91:09100:1:Z2712888319;91:09101:3:Z2819324968;91:09101:5:Z2819324088;
O=c1[nH]cnc2[nH]ncc12,546,91:09100:1:Z3891141780;91:09100:3:Z2589496392;91:09100:3:Z3395220719;
C1CCC2COCCC2C1,1053,91:09100:1:Z3650237625;91:09100:1:Z3625347624;91:09100:2:Z4006383104;
Cc1cccc2cc[nH]c12,1286,91:09100:1:Z3190916265;91:09100:1:Z3544538041;91:09100:1:Z5037331112;
Cc1ccc2c(c1)NCCN2C,144,91:09100:1:Z4128570442;91:09101:6:Z4128571587;91:09102:0:Z4048250841;
O=C1CC2(CCNCC2)CCN1,163,91:09100:1:Z4277638005;91:09100:1:Z4064982463;91:09100:3:Z3382980217;
Cc1ncc2c(n1)CCCC2,1352,91:09100:1:Z2698662645;91:09100:1:Z1642119226;91:09100:1:Z2614168944;
c1ccc2c(c1)NCCO2,4075,91:09100:1:Z4238755421;91:09100:1:Z1248971798;91:09100:1:Z1767784082;
Fc1ccc2c(c1)CCC2,2053,91:09100:1:Z2171609870;91:09100:1:Z4113094896;91:09100:1:Z4178382296;
CC1CCC(C)C1,328,91:09100:1:Z3049443321;91:09100:4:Z3368340880;91:09100:4:Z1366138399;
