fragment_smiles,occurences,example_ligands
O=C1NCCC2CCNCC12,381,69:06900:1:PV-003158318209;69:06900:5:PV-003158447507;69:06900:5:PV-003158447508;
CC1CNC1C,43,69:06900:1:PV-003158318289;69:06907:6:PV-003160872756;69:06913:2:PV-004499949670;
O=C1CSCN1,1344,69:06900:1:PV-003158318926;69:06900:2:PV-003158343117;69:06900:2:PV-003158346306;
Cc1cn2nccc(C)c2n1,208,69:06900:1:PV-003158318959;69:06900:2:PV-003158363303;69:06900:8:PV-003158553688;
Cc1cc(C)c2ccsc2n1,71,69:06900:1:PV-002143510902;69:06906:5:PV-003160504594;69:06909:0:PV-003161369984;
O=S1(=O)CCCC12CNC2,351,69:06900:1:PV-003939809275;69:06900:3:PV-002753102638;69:06901:1:PV-002753204761;
Cc1ccc2[nH]cnc2c1,739,69:06900:1:PV-002753075338;69:06900:2:PV-003158330929;69:06900:3:PV-004486845235;
C1CC2CCCN2C1,1280,69:06900:1:PV-003158319421;69:06900:5:PV-002753126024;69:06900:5:PV-002753126025;
Cc1n[nH]c(C)c1C,281,69:06900:1:PV-002753075392;69:06900:7:PV-002753147567;69:06901:0:PV-002753188285;
c1cnc2c(c1)NCC2,260,69:06900:1:PV-003158319469;69:06900:7:PV-002454022204;69:06901:1:PV-002753203958;
O=c1ccnc2sccn12,114,69:06900:1:PV-003158319487;69:06900:6:PV-003158479588;69:06900:6:PV-003158479589;
Fc1ccc2[nH]ccc2c1,1234,69:06900:1:PV-003158319567;69:06900:2:PV-001975977722;69:06900:3:PV-004486804434;
C1=CCCCC1,815,69:06900:1:PV-003158319723;69:06900:4:PV-003158411393;69:06900:4:PV-003158416332;
CC1CNCC(C)N1C,91,69:06900:1:PV-002350511844;69:06902:4:PV-002753379771;69:06902:8:PV-002753427675;
Clc1ccc2cccn2c1,55,69:06900:1:PV-003158319761;69:06900:1:PV-003158319762;69:06900:1:PV-003158319763;
Cc1cc(C)cc(O)c1,558,69:06900:1:PV-003158319781;69:06900:1:PV-004486759016;69:06900:8:PV-004487342777;
c1cc2c(o1)COC2,872,69:06900:1:PV-003158319996;69:06900:3:PV-003158378169;69:06900:3:PV-003158378170;
Cc1c[nH]nn1,616,69:06900:1:PV-003158320109;69:06900:4:PV-003158421130;69:06900:4:PV-003158421131;
Fc1cccc2nn[nH]c12,259,69:06900:1:PV-002753075718;69:06900:2:PV-002753086548;69:06900:4:PV-003158411968;
Cc1nnco1,2554,69:06900:1:PV-003158320439;69:06900:2:PV-003158354863;69:06900:4:PV-003158396594;
NC1CCOCC1,251,69:06900:1:PV-003158320439;69:06900:5:PV-003158446743;69:06900:9:PV-004487491739;
C1CC2OCCC2CO1,49,69:06900:1:PV-003158320450;69:06900:3:PV-002753095514;69:06900:9:PV-002753184789;
c1n[nH]c2c1COCC2,394,69:06900:1:PV-002753075784;69:06900:1:PV-002753075785;69:06900:1:PV-002753075786;
Nc1cccnc1N,292,69:06900:1:PV-003158320531;69:06901:2:PV-002753223191;69:06901:6:PV-002753272011;
Clc1cccc2ccoc12,392,69:06900:1:PV-001471573998;69:06900:3:PV-003158387012;69:06901:2:PV-002247032387;
Cc1ccc(O)c(C)n1,187,69:06900:1:PV-003158320655;69:06902:2:PV-003159045421;69:06902:6:PV-004489155929;
Nc1ccc2ccccc2n1,186,69:06900:1:PV-003158320841;69:06901:0:PV-004487605853;69:06901:4:PV-002753251679;
c1cnc2ncncc2c1,151,69:06900:1:PV-002753075934;69:06900:4:PV-002753106545;69:06900:7:PV-002753154256;
Clc1cccc2cn[nH]c12,279,69:06900:1:PV-003158320860;69:06901:0:PV-003158640553;69:06901:2:PV-002753223980;
Cc1ccc(N)nc1,1312,69:06900:1:PV-003158321116;69:06900:2:PV-003158353509;69:06900:3:PV-003158373691;
Cc1cc2scnc2cc1F,53,69:06900:1:PV-002247009710;69:06901:5:PV-004488140437;69:06902:2:PV-003159045826;
c1nc2c([nH]1)CCCC2,929,69:06900:1:PV-003158321380;69:06900:1:PV-001101243537;69:06900:4:PV-002753118203;
O=C1CCCc2ccncc21,22,69:06900:1:PV-002753076153;69:06906:2:PV-002753884251;69:06914:7:PV-002755022517;
Oc1nc2cnccc2[nH]1,226,69:06900:1:PV-003939809861;69:06900:3:PV-002753100869;69:06900:6:PV-004487184131;
c1cnc2ncnn2c1,1105,69:06900:1:PV-002350511951;69:06900:2:PV-002753085258;69:06900:2:PV-002247012017;
CC1CNc2ccccc21,254,69:06900:1:PV-002753076232;69:06900:5:PV-002350519136;69:06900:8:PV-002753160975;
Cc1cc(F)n(C)n1,730,69:06900:1:PV-003158321579;69:06900:7:PV-003158527151;69:06901:2:PV-003158693884;
Cc1cn2cc(Cl)nc2s1,132,69:06900:1:PV-002753076241;69:06900:7:PV-003158520002;69:06901:1:PV-003158650577;
Nc1ccc2c(n1)CCCC2,83,69:06900:1:PV-002753076290;69:06900:1:PV-002753076291;69:06900:3:PV-002753096010;
Nc1ccnc2ccccc12,106,69:06900:1:PV-002753076304;69:06901:5:PV-003158797901;69:06901:5:PV-003158797902;
Cc1nc2c(o1)CCNC2,42,69:06900:1:PV-003158321881;69:06903:2:PV-004489833400;69:06903:3:PV-003159422562;
Cc1nnc[nH]1,726,69:06900:1:PV-002753076344;69:06900:4:PV-002350516464;69:06900:4:PV-002143517077;
Nc1cnon1,1042,69:06900:1:PV-003158321893;69:06900:2:PV-003158338849;69:06900:2:PV-003158353008;
C1CCC2(C1)CNCCOC2,73,69:06900:1:PV-002557508435;69:06901:2:PV-002247032265;69:06901:8:PV-004488381481;
O=c1[nH]ncs1,1354,69:06900:1:PV-003158322048;69:06900:1:PV-003158322049;69:06900:1:PV-004486692982;
C1CNC2(C1)CCNCC2,980,69:06900:1:PV-002753076439;69:06900:1:PV-002753076966;69:06900:5:PV-002753128867;
Cc1nn(C)c2ncccc12,369,69:06900:1:PV-002753076449;69:06900:3:PV-002753099422;69:06900:7:PV-003158507600;
Oc1ccn[nH]1,677,69:06900:1:PV-003158322223;69:06900:3:PV-002753096809;69:06900:3:PV-004486792592;
FC=C1CCCC1,172,69:06900:1:PV-003158322373;69:06900:4:PV-003158420887;69:06902:3:PV-003159057761;
Fc1cccc2c1OCCC2,200,69:06900:1:PV-003158322503;69:06900:1:PV-003158322504;69:06900:1:PV-003158322505;
C1COC2COCC2N1,831,69:06900:1:PV-003158322512;69:06900:1:PV-003158322513;69:06900:2:PV-003158340779;
CC1CCCCC1(F)F,486,69:06900:1:PV-002753076639;69:06900:2:PV-002753078502;69:06900:2:PV-003158359515;
Cc1cccc2ccoc12,363,69:06900:1:PV-003158322755;69:06900:1:PV-003158322756;69:06900:5:PV-002753123440;
Cc1cc(C)n(C)n1,1791,69:06900:1:PV-001299059707;69:06900:2:PV-001709867893;69:06900:2:PV-003158359321;
CC1Cn2nccc2C(=O)N1,64,69:06900:1:PV-002505760540;69:06900:2:PV-002557508955;69:06901:1:PV-002753204486;
Cc1nc2ccccc2o1,1312,69:06900:1:PV-002557508504;69:06900:1:PV-004486670147;69:06900:2:PV-003158344670;
c1[nH]nc2c1COCC2,72,69:06900:1:PV-002557508504;69:06900:8:PV-002753162251;69:06901:0:PV-003158605481;
Cc1ccnnc1C,1076,69:06900:1:PV-002753076866;69:06900:1:PV-004486768928;69:06900:1:PV-004486768929;
O=c1ccc2ncccc2[nH]1,74,69:06900:1:PV-003158323306;69:06900:9:PV-003158595793;69:06904:7:PV-003159905512;
O=c1[nH]c2c(c(=O)[nH]1)CNCC2,104,69:06900:1:PV-003158323306;69:06901:1:PV-002753214106;69:06901:6:PV-002753269510;
O=c1cc(O)cco1,540,69:06900:1:PV-003158323836;69:06900:1:PV-003158323837;69:06900:1:PV-004486710512;
Cc1cn2c(n1)CCCC2,699,69:06900:1:PV-004486615785;69:06900:3:PV-004486843630;69:06900:7:PV-003158505082;
C1CCC2(CC1)CCCN2,596,69:06900:1:PV-004486615866;69:06900:5:PV-003158451631;69:06900:5:PV-003158459736;
CC1CCC(C)C1,556,69:06900:1:PV-004486620955;69:06900:4:PV-002753107385;69:06900:4:PV-003158413980;
C1CC2CNCC(C2)N1,1213,69:06900:1:PV-004486622429;69:06900:2:PV-003158338267;69:06900:3:PV-003158388421;
Cc1cccc(F)c1F,807,69:06900:1:PV-004486624281;69:06900:4:PV-002753109309;69:06900:6:PV-002402271789;
c1nc2c(s1)CCCCC2,271,69:06900:1:PV-004486624915;69:06900:3:PV-002753094670;69:06900:5:PV-003158442361;
C1CC2CCC(C1)C2,663,69:06900:1:PV-004486625599;69:06900:2:PV-003158360297;69:06900:4:PV-004487022009;
CC1(C)CNCCN1,841,69:06900:1:PV-004486627436;69:06900:3:PV-004486816183;69:06900:3:PV-004486822251;
Cc1cccc2[nH]cnc12,231,69:06900:1:PV-004486629238;69:06900:5:PV-003158444416;69:06900:5:PV-002753132941;
CC1CCC(O)CC1,1261,69:06900:1:PV-004486629893;69:06900:3:PV-003158374212;69:06900:3:PV-002402265521;
Cc1cncnc1,670,69:06900:1:PV-004486636935;69:06900:3:PV-002753096590;69:06900:4:PV-002753108228;
OC1CC(O)C12CCCNC2,36,69:06900:1:PV-004486637993;69:06901:3:PV-002753241793;69:06903:8:PV-002753565789;
c1ncc2ncsc2n1,217,69:06900:1:PV-004486638142;69:06900:7:PV-002753147278;69:06900:9:PV-002753176596;
CC1CCc2[nH]ccc2C1,281,69:06900:1:PV-004486638968;69:06900:1:PV-004486683481;69:06900:4:PV-004486986309;
Cc1nc2cccnc2[nH]1,407,69:06900:1:PV-004486639284;69:06900:4:PV-003158418541;69:06900:5:PV-001976282135;
Oc1ccc2c[nH]nc2n1,96,69:06900:1:PV-004486640870;69:06901:1:PV-002753211824;69:06903:0:PV-002195315707;
Clc1cc[nH]c1Cl,1813,69:06900:1:PV-004486641320;69:06900:3:PV-003158393972;69:06900:3:PV-002753104429;
O=C1CCC2(CCNC2)CN1,371,69:06900:1:PV-004486644061;69:06900:3:PV-004486798905;69:06900:3:PV-004486900806;
CN1CCCCCC1=O,275,69:06900:1:PV-004486646604;69:06900:8:PV-002505775083;69:06901:8:PV-003158900457;
Nc1cnsc1,105,69:06900:1:PV-004486649474;69:06900:2:PV-003158325463;69:06901:5:PV-002753259581;
Clc1cnc2ccccc2c1,143,69:06900:1:PV-004486652372;69:06900:8:PV-003158550798;69:06901:1:PV-002505779888;
C1CC2(CCN1)CNCCN2,126,69:06900:1:PV-004486654124;69:06900:3:PV-004486927651;69:06900:7:PV-004487278010;
Fc1ccc2oncc2c1,256,69:06900:1:PV-004486654161;69:06900:5:PV-002247017914;69:06901:0:PV-003158612985;
Cc1noc2ncccc12,403,69:06900:1:PV-004486654550;69:06900:3:PV-002753098512;69:06900:3:PV-002753098513;
Clc1cccc2c1CCCC2,44,69:06900:1:PV-004486659581;69:06902:9:PV-003159272543;69:06906:9:PV-003160645766;
CC1(C)OC(C)(C)C1O,91,69:06900:1:PV-004486659677;69:06900:1:PV-004486659678;69:06900:6:PV-002753139542;
C1CC2CNCC(CN1)C2,23,69:06900:1:PV-004486659842;69:06900:1:PV-004486702280;69:06902:6:PV-004489217939;
OC1COC2(CCNCC2)C1O,24,69:06900:1:PV-004486660877;69:06902:5:PV-003159151992;69:06902:9:PV-003159286906;
c1cnc2c(c1)CCCCN2,65,69:06900:1:PV-004486661899;69:06900:9:PV-002753183036;69:06901:6:PV-003158809787;
C1CCC2(CC1)CCNC2,937,69:06900:1:PV-004486662798;69:06900:2:PV-002753082627;69:06900:2:PV-002753086110;
C1CNCCC2CC2C1,122,69:06900:1:PV-004486664950;69:06901:4:PV-004487937599;69:06901:8:PV-004488417487;
C1CC2CC(C1)C2,608,69:06900:1:PV-004486665960;69:06900:1:PV-004486723385;69:06900:3:PV-004486808289;
CN1CCCC12CCCNC2,30,69:06900:1:PV-004486667668;69:06903:4:PV-004489909610;69:06907:3:PV-002754034789;
c1ncc2ccsc2n1,743,69:06900:1:PV-004486670085;69:06900:2:PV-002753093963;69:06900:3:PV-003158379140;
O=C1CCC2(CCNCC2)N1,52,69:06900:1:PV-004486670607;69:06900:2:PV-002247012424;69:06901:3:PV-003158725282;
CN1C2CCCC1CNC2,86,69:06900:1:PV-004486670871;69:06901:0:PV-003158630363;69:06901:8:PV-002753303911;
C1CC2COCC(C1)C2,346,69:06900:1:PV-004486671780;69:06900:7:PV-002753150463;69:06900:9:PV-004487480197;
OC1CC2COCC(C1)N2,49,69:06900:1:PV-004486672876;69:06900:4:PV-004486975387;69:06906:3:PV-004493003874;
Clc1ncccn1,562,69:06900:1:PV-004486677719;69:06900:1:PV-004486693023;69:06900:2:PV-002753086570;
FC1(F)C2CCCCCC21,102,69:06900:1:PV-004486685308;69:06900:3:PV-002753094381;69:06901:6:PV-002753270620;
OC12CNCC1C2,168,69:06900:1:PV-004486685774;69:06900:2:PV-002505761990;69:06901:0:PV-003158607655;
Nc1nc(N)c2ccccc2n1,39,69:06900:1:PV-004486685998;69:06903:3:PV-002753492077;69:06906:4:PV-002753908200;
FC1(F)CCC2(CC1)CC2,195,69:06900:1:PV-004486686767;69:06900:3:PV-003158379399;69:06901:0:PV-002753198749;
c1ncn2c1CCCCC2,389,69:06900:1:PV-004486687894;69:06900:4:PV-004486953571;69:06900:7:PV-004487297975;
c1ccc2c(c1)sc1ccccc12,40,69:06900:1:PV-004486689281;69:06900:1:PV-004486689282;69:06900:6:PV-004487154587;
c1cc2c(nn1)CCCC2,155,69:06900:1:PV-004486691187;69:06900:2:PV-003158363389;69:06900:3:PV-004486805809;
CC1(C)CNCC1N,40,69:06900:1:PV-004486692628;69:06901:8:PV-004488362321;69:06905:1:PV-002753738324;
C1COCC2(CC2)CN1,58,69:06900:1:PV-004486693045;69:06900:5:PV-003158456567;69:06905:9:PV-003160305081;
Nc1nccc(Cl)n1,51,69:06900:1:PV-004486695760;69:06901:6:PV-002557538362;69:06907:4:PV-004494126467;
Fc1cc(F)cc(Cl)c1,711,69:06900:1:PV-004486695817;69:06900:8:PV-003158537631;69:06900:8:PV-003158564296;
c1cn2nccc2cn1,1193,69:06900:1:PV-004486698651;69:06900:2:PV-002753082061;69:06900:2:PV-003158357525;
Cc1ccc2nccn2c1,1086,69:06900:1:PV-004486701392;69:06900:3:PV-003158383279;69:06900:3:PV-003158383280;
Cc1cccc2cn[nH]c12,241,69:06900:1:PV-004486701783;69:06900:5:PV-002753118369;69:06900:5:PV-002753132941;
C1CC2COCC(C2)N1,26,69:06900:1:PV-004486703054;69:06902:8:PV-003159244014;69:06906:0:PV-004492635012;
Cc1ccc2[nH]ncc2c1,659,69:06900:1:PV-004486704460;69:06900:6:PV-004487119135;69:06900:6:PV-003158498966;
NC1CCCOC1,259,69:06900:1:PV-004486705706;69:06900:2:PV-003158365847;69:06900:5:PV-003158444859;
FC12CCC(CNC1)C2,59,69:06900:1:PV-004486706884;69:06900:5:PV-003158465578;69:06906:1:PV-002753863746;
Cc1ccn(C)c(=O)c1,143,69:06900:1:PV-004486707596;69:06900:7:PV-002753158490;69:06902:4:PV-004488981416;
CC1(C)CCCC(=O)C1,62,69:06900:1:PV-004486707864;69:06901:2:PV-004487723355;69:06901:2:PV-004487860268;
c1[nH]nc2c1CC1CC21,320,69:06900:1:PV-004486710157;69:06900:1:PV-004486730244;69:06900:4:PV-003158403514;
Cc1ccncc1N,1887,69:06900:1:PV-004486710183;69:06900:2:PV-003158344124;69:06900:3:PV-004486851343;
Cn1nnc2c1CCCC2,334,69:06900:1:PV-004486710228;69:06900:6:PV-004487131864;69:06901:8:PV-002753297706;
Cc1ccn2nccc2n1,405,69:06900:1:PV-004486714875;69:06900:2:PV-003158347311;69:06900:2:PV-003158352957;
Cc1cc2n(n1)CCNC2,150,69:06900:1:PV-004486715327;69:06901:6:PV-003939951928;69:06902:1:PV-004488667251;
FC1(F)CC12CCCC2,184,69:06900:1:PV-004486715769;69:06900:2:PV-002247011563;69:06900:6:PV-004487150207;
c1ccc2nncnc2c1,320,69:06900:1:PV-004486717736;69:06900:6:PV-002753144543;69:06900:9:PV-002753179818;
O=c1[nH]nn[nH]1,209,69:06900:1:PV-004486719074;69:06902:1:PV-003158985971;69:06902:7:PV-003159223151;
Fc1ccc2sccc2c1,634,69:06900:1:PV-004486719113;69:06900:3:PV-002753098612;69:06900:4:PV-004487043520;
C1CC2(CCNC2)CN1,1738,69:06900:1:PV-004486719363;69:06900:2:PV-002753077944;69:06900:2:PV-003158329174;
C1CC2CSCC1N2,46,69:06900:1:PV-004486719893;69:06902:5:PV-004489116594;69:06904:4:PV-002350598333;
Cc1ccc(N)cn1,578,69:06900:1:PV-004486720453;69:06900:6:PV-002753142254;69:06900:6:PV-003158491289;
CC1NCCCC1=O,57,69:06900:1:PV-004486722384;69:06900:8:PV-004487351409;69:06900:8:PV-002195269904;
CC1(C)C(F)C1(C)C,1062,69:06900:1:PV-004486724135;69:06900:2:PV-002753081655;69:06900:2:PV-003158357106;
C1CCC2(CC1)COC2,88,69:06900:1:PV-004486724605;69:06900:4:PV-002402268191;69:06900:5:PV-003158442589;
c1ccc2c(c1)NCCC21CC1,36,69:06900:1:PV-004486725437;69:06901:2:PV-004487739694;69:06901:8:PV-004488386705;
Nc1ncccc1O,369,69:06900:1:PV-004486729532;69:06900:2:PV-003158359295;69:06900:2:PV-003158359296;
C1OCC2CC1C2,1226,69:06900:1:PV-004486731205;69:06900:1:PV-004486738783;69:06900:2:PV-003158355032;
CC1(C)CCc2[nH]ccc2C1,219,69:06900:1:PV-004486731489;69:06900:7:PV-004487326361;69:06900:9:PV-004487487546;
CC1(C)CCC(O)CC1,801,69:06900:1:PV-004486731728;69:06900:4:PV-003158399950;69:06900:8:PV-003158552623;
Cc1n[nH]cc1Cl,3161,69:06900:1:PV-004486731951;69:06900:3:PV-002753097886;69:06900:3:PV-002753097887;
c1cc2c(s1)CNCC2,268,69:06900:1:PV-004486733012;69:06900:8:PV-002350526008;69:06901:2:PV-004487723678;
Fc1cncc(Cl)c1,1467,69:06900:1:PV-004486734175;69:06900:2:PV-003158329053;69:06900:2:PV-003158348373;
CC1(C)CNC2COCC21,204,69:06900:1:PV-004486735110;69:06900:7:PV-003158515051;69:06900:7:PV-003158520308;
C1CCn2nnnc2C1,357,69:06900:1:PV-004486735870;69:06901:0:PV-002753195435;69:06901:2:PV-002753223645;
Cc1ccnc(N)n1,647,69:06900:1:PV-004486737803;69:06900:1:PV-004486737804;69:06900:1:PV-004486737805;
c1cc2c(nn1)CCNC2,86,69:06900:1:PV-004486738415;69:06901:2:PV-004487751782;69:06901:5:PV-002247037618;
CC1(C)CNCC(C)(C)C1,472,69:06900:1:PV-004486738596;69:06900:3:PV-003158371383;69:06901:7:PV-002298792533;
Cc1cc(N)n(C)n1,425,69:06900:1:PV-004486740337;69:06901:8:PV-003158897780;69:06901:8:PV-003158897781;
Nc1cncnc1,16,69:06900:1:PV-004486741013;69:06911:6:PV-003940879448;69:06912:2:PV-002754679213;
FC1(F)CCCCNCC1,32,69:06900:1:PV-004486741454;69:06905:0:PV-003159971407;69:06905:2:PV-004491819996;
O=S1(=O)CC2CNCC21,448,69:06900:1:PV-004486744887;69:06900:6:PV-004487180063;69:06900:7:PV-004487292244;
C1COC2CNCC2C1,580,69:06900:1:PV-004486745544;69:06900:1:PV-004486771059;69:06900:3:PV-004486772366;
Clc1ccc2c(c1Cl)CNCC2,63,69:06900:1:PV-004486746731;69:06902:4:PV-003159085165;69:06903:2:PV-002753479057;
N=S1(=O)CCNCC1,304,69:06900:1:PV-004486748131;69:06900:6:PV-004487156547;69:06900:9:PV-004487414635;
O=C1NCC2CCC1N2,104,69:06900:1:PV-004486748573;69:06902:0:PV-004488577018;69:06902:0:PV-004488577019;
CC1CC2CC(C2)O1,111,69:06900:1:PV-004486751413;69:06901:2:PV-004487841149;69:06902:0:PV-004488512470;
Oc1cc(Cl)cc(Cl)c1,287,69:06900:1:PV-004486754999;69:06900:1:PV-004486762871;69:06900:4:PV-004486990397;
Cn1cncc1Cl,463,69:06900:1:PV-004486755676;69:06900:2:PV-002454010480;69:06900:2:PV-002753085531;
C1CC2(C1)CNCCOC2,63,69:06900:1:PV-004486763580;69:06901:7:PV-003158869359;69:06903:4:PV-004489978352;
C1=NCC2CCCCC2N1,47,69:06900:1:PV-004486763590;69:06903:6:PV-002753542722;69:06903:7:PV-002753549336;
Fc1ccc2cnccc2c1,595,69:06900:1:PV-004486764654;69:06900:2:PV-003158364928;69:06901:2:PV-002753216766;
NC1CC2CCC1CC2,125,69:06900:1:PV-004486764795;69:06900:7:PV-004487284479;69:06905:8:PV-004492426507;
C1CN2CCOCC2CN1,39,69:06900:1:PV-004486765482;69:06900:2:PV-003158339865;69:06900:2:PV-002617319677;
CC1NCCc2ncccc21,44,69:06900:1:PV-004486768054;69:06901:5:PV-002753258183;69:06901:8:PV-004488454925;
Cc1cnccc1Cl,2222,69:06900:1:PV-004486768773;69:06900:2:PV-003158350809;69:06900:3:PV-003158377152;
OC1CNCC(F)(F)C1,39,69:06900:1:PV-004486771298;69:06901:2:PV-004487735935;69:06902:7:PV-004489300353;
CC1CCC(=O)N1,4060,69:06900:1:PV-003158323978;69:06900:1:PV-003158323980;69:06900:1:PV-003158323981;
Cn1ccc(=O)[nH]c1=O,754,69:06900:1:PV-000500926333;69:06900:2:PV-002753079016;69:06900:5:PV-002753118886;
Cc1ccc(Cl)cc1Cl,260,69:06900:1:PV-003939810626;69:06900:7:PV-004487271755;69:06900:8:PV-004487358336;
Cc1cc(C)c2c(c1)NCCO2,77,69:06900:1:PV-003158324427;69:06904:6:PV-002557599240;69:06908:3:PV-003161125961;
C=C1CCNCC1,149,69:06900:1:PV-003158324901;69:06900:5:PV-002195265055;69:06900:8:PV-003158538260;
CC1CC2CNCC2N1,2443,69:06900:1:PV-003158324959;69:06900:3:PV-004486842357;69:06900:4:PV-003158427153;
OC1CCC2CCNC12,237,69:06900:1:PV-003158324970;69:06900:3:PV-003158378237;69:06900:3:PV-003158378238;
CC1Cc2cc(Cl)ccc2N1,99,69:06900:1:PV-002143511253;69:06901:3:PV-002195280446;69:06905:2:PV-002753752277;
CC1CC(F)(F)CN1,932,69:06900:1:PV-003158325025;69:06900:5:PV-002753118647;69:06900:6:PV-004487149365;
Oc1ccc2[nH]ncc2c1,212,69:06900:2:PV-002753077636;69:06900:2:PV-003158356094;69:06900:3:PV-004486775098;
c1cnc2c(c1)NCCC2,248,69:06900:2:PV-003158325171;69:06901:1:PV-002753205025;69:06901:3:PV-002753235126;
CC1CCCC1C,627,69:06900:2:PV-003158325507;69:06900:2:PV-001590200602;69:06900:2:PV-003158334114;
Cc1ccc(C)c(Cl)c1,429,69:06900:2:PV-002753077769;69:06900:2:PV-002753092407;69:06900:2:PV-002753092408;
Clc1ccc2c(c1)CCC2,659,69:06900:2:PV-003158325543;69:06900:2:PV-003158329502;69:06900:6:PV-002753135124;
CC1NCCCC12CCC2,78,69:06900:2:PV-002753077831;69:06902:4:PV-002753380936;69:06902:6:PV-004489179166;
Oc1ccc2ccccc2n1,528,69:06900:2:PV-002753077831;69:06900:2:PV-003158359026;69:06900:4:PV-004487023573;
Fc1ccc2c(c1F)CCCN2,70,69:06900:2:PV-002753077891;69:06900:3:PV-004486777147;69:06903:9:PV-003159599635;
Clc1cc(Cl)c2c(c1)CNCC2,96,69:06900:2:PV-002350512208;69:06901:5:PV-003158780971;69:06902:3:PV-003159064654;
CC1(C)CNCCNC1,1810,69:06900:2:PV-003158325989;69:06900:4:PV-003158422897;69:06900:6:PV-003158474651;
c1cnc2c(c1)CNCC2,221,69:06900:2:PV-002753077947;69:06900:6:PV-004487174004;69:06900:8:PV-004487370331;
CC1(C)Nc2ccccc2C1N,10,69:06900:2:PV-003158326080;69:06925:6:PV-003167083239;69:06928:1:PV-003167895390;
OC1CCC12CCC2,1842,69:06900:2:PV-002753078117;69:06900:6:PV-004487118924;69:06900:6:PV-004487118925;
CC1CCOC1C,439,69:06900:2:PV-001464297272;69:06900:6:PV-001472225790;69:06900:6:PV-001505543085;
Cn1[nH]c2ccccc2c1=O,19,69:06900:2:PV-002557508710;69:06901:5:PV-002753263816;69:06908:5:PV-002195427702;
C1CC2(CCOCC2)CN1,664,69:06900:2:PV-003158326702;69:06900:2:PV-002753086068;69:06900:2:PV-002753088907;
CC1(C)CNC(=O)CN1,27,69:06900:2:PV-002247010035;69:06907:1:PV-004493763328;69:06910:5:PV-003161878984;
C1CC2CCC1C1CNCC21,14,69:06900:2:PV-002247010037;69:06917:1:PV-004503914365;69:06922:2:PV-002756016766;
c1cc2n(n1)CCOC2,301,69:06900:2:PV-003158327467;69:06900:4:PV-003158402968;69:06900:6:PV-003158499131;
O=S1(=O)CC2CCNC2C1,303,69:06900:2:PV-003158327507;69:06900:6:PV-003158472650;69:06901:2:PV-003158674936;
CC1=CCCS1(=O)=O,861,69:06900:2:PV-003158327513;69:06900:2:PV-003158327514;69:06900:2:PV-003158327515;
Nc1ncon1,62,69:06900:2:PV-003939811575;69:06900:2:PV-002402264555;69:06900:8:PV-002753160146;
Cn1cnc2ccccc2c1=O,297,69:06900:2:PV-003158327641;69:06900:2:PV-002753087172;69:06900:4:PV-004486948353;
O=S1(=O)CC2CCC(C2)N1,101,69:06900:2:PV-003158327912;69:06901:5:PV-003158784465;69:06903:9:PV-003159613964;
CC1CCNCC12CCCCC2,69,69:06900:2:PV-003158328039;69:06900:6:PV-004487220904;69:06902:0:PV-004488546597;
CC1(C)CCCc2ccccc21,169,69:06900:2:PV-002753078851;69:06901:2:PV-002753222871;69:06901:3:PV-002454033893;
c1cnc2nccnc2c1,531,69:06900:2:PV-003158328388;69:06900:2:PV-002557509685;69:06900:9:PV-002753183126;
Fc1cc(F)c2cc[nH]c2c1,150,69:06900:2:PV-002753078887;69:06900:7:PV-002753158839;69:06900:9:PV-002753186270;
Fc1ccc2ccncc2c1,626,69:06900:2:PV-002753079016;69:06900:5:PV-002753124885;69:06900:5:PV-002753127829;
C1CNC2(C1)CCOCC2,499,69:06900:2:PV-002753079123;69:06900:3:PV-003158375336;69:06900:4:PV-002753113377;
CC1(C)OCc2cn[nH]c21,155,69:06900:2:PV-003158329180;69:06900:3:PV-004486918186;69:06901:1:PV-002753202787;
CC1CNc2cccnc2O1,35,69:06900:2:PV-002195256898;69:06900:9:PV-002753179083;69:06901:0:PV-002753189192;
CC1CCC(C)CC1,858,69:06900:2:PV-000492494004;69:06900:2:PV-000404874370;69:06900:2:PV-003158357262;
c1cc2c(o1)CCCC2,1075,69:06900:2:PV-002753079350;69:06900:4:PV-002753111904;69:06900:4:PV-003158425800;
O=C1NCCn2nccc21,457,69:06900:2:PV-003158330095;69:06900:2:PV-002753086497;69:06900:4:PV-002350518365;
c1cc2c(s1)CCNC2,671,69:06900:2:PV-003158330210;69:06900:3:PV-004486789798;69:06900:4:PV-004487021759;
Cn1cnc2c1CCCC2,206,69:06900:2:PV-002350512475;69:06901:2:PV-004487775305;69:06901:6:PV-003158844125;
Clc1ccc2sccc2c1,483,69:06900:2:PV-002402262400;69:06901:0:PV-003158623903;69:06901:1:PV-004487705565;
O=c1[nH]cnc2cnccc12,179,69:06900:2:PV-002298760617;69:06900:3:PV-004486836059;69:06901:0:PV-002753194824;
Cc1cc(F)ccc1F,857,69:06900:2:PV-002753079604;69:06900:4:PV-002454014955;69:06900:4:PV-004486998649;
O=S1(=O)CCNNCC1,50,69:06900:2:PV-002091764013;69:06900:4:PV-002091769041;69:06902:8:PV-002091818348;
CC1=CC(C)(C)CCC1,355,69:06900:2:PV-003158330469;69:06900:2:PV-003158331652;69:06900:2:PV-003158331653;
Oc1cccc2c1CCC2,370,69:06900:2:PV-002753079634;69:06900:2:PV-002298761457;69:06900:3:PV-004486856014;
