fragment_smiles,occurences,example_ligands
O=C1CCCOc2ccccc21,18,69:06904:5:PV-004491046290;69:06905:3:PV-003160107688;69:06911:2:PV-004497941282;
O=C1CCCCc2ncsc21,12,69:06904:5:PV-004491075316;69:06905:3:PV-002247113821;69:06905:4:PV-002143618479;
Nc1nccc2c1CNCC2,34,69:06904:5:PV-004491096903;69:06906:6:PV-004493294963;69:06911:7:PV-002454246627;
C1CNC2(CCC2)COC1,15,69:06904:5:PV-004491097330;69:06925:9:PV-002756500610;69:06928:9:PV-002756909984;
Fc1ccc2cncn2c1,6,69:06904:5:PV-004491100494;69:06927:0:PV-004514040032;69:06930:2:PV-004517295265;
CC1(C)CNc2ccccc2S1,21,69:06904:5:PV-004491128862;69:06915:8:PV-002755167719;69:06916:3:PV-004503108718;
Cn1c2c(ccc1=O)CCCC2,21,69:06904:5:PV-004491146939;69:06905:5:PV-004492112925;69:06923:8:PV-002506245947;
Cc1ccn2nc(C)cc2n1,80,69:06904:5:PV-004491159790;69:06904:5:PV-004491159791;69:06906:8:PV-004493509763;
O=C1NS(=O)(=O)c2c(Cl)cccc21,9,69:06904:5:PV-002091851838;69:06929:7:PV-003168474294;69:06966:3:PV-002558863610;
O=C1CCSc2ccccc21,64,69:06904:5:PV-002753652489;69:06907:8:PV-003160965448;69:06912:6:PV-002754732098;
CN1CNC2(CCCCC2)C1=O,3,69:06904:5:PV-003159812775;69:06945:8:PV-004533123781;69:06978:9:PV-002763543447;
Clc1cccc2occc12,43,69:06904:5:PV-002298848933;69:06908:0:PV-003161012959;69:06911:1:PV-002402488123;
O=C1NCCCNC12CC2,27,69:06904:5:PV-003159815561;69:06906:3:PV-003160433845;69:06907:8:PV-002505916574;
Cc1ccc2nncn2n1,33,69:06904:5:PV-003159818477;69:06905:7:PV-003160220338;69:06909:2:PV-002247196225;
c1ncc2c[nH]nc2n1,17,69:06904:5:PV-002753658258;69:06917:7:PV-002755415143;69:06932:0:PV-004519125004;
c1ccc2c(c1)ccc1occc12,44,69:06904:5:PV-002753658856;69:06905:4:PV-003160119311;69:06905:5:PV-003160155688;
O=S1(=O)CCNC2CCCCN21,42,69:06904:5:PV-002091853054;69:06905:0:PV-002753730285;69:06905:3:PV-002350618009;
CC1NCc2ccccc2NC1=O,56,69:06904:5:PV-002557598772;69:06907:1:PV-002195399187;69:06907:4:PV-002557656885;
c1ccc2c(c1)CCCc1ccnnc1-2,15,69:06904:5:PV-002753662060;69:06909:4:PV-002754314369;69:06915:6:PV-002755132696;
CC1(C)CNCC2(CCCOC2)O1,11,69:06904:5:PV-003159837775;69:06917:3:PV-003164230336;69:06923:7:PV-003166425901;
C1COC2(CCSCC2)CN1,27,69:06904:6:PV-002557599291;69:06911:0:PV-003940818842;69:06911:1:PV-002402487019;
Cc1nc(C)c2c(N)csc2n1,31,69:06904:6:PV-002753665579;69:06906:1:PV-002753873255;69:06906:6:PV-003160533699;
Cn1cnc2cccc(F)c21,34,69:06904:6:PV-003159844981;69:06907:9:PV-003161003191;69:06909:0:PV-003161378603;
Clc1cccc2ncoc12,24,69:06904:6:PV-003159847452;69:06907:7:PV-003160916476;69:06907:8:PV-004494553156;
O=c1[nH]c2ccc(Cl)cc2[nH]1,56,69:06904:6:PV-003159848152;69:06905:5:PV-003160162174;69:06907:2:PV-003160727032;
Cc1ccc2nc(C)n(C)c2n1,33,69:06904:6:PV-003159852359;69:06906:7:PV-002753947819;69:06908:3:PV-002754167128;
OC1CNC2(CCOCC2)CC1O,28,69:06904:6:PV-003159854224;69:06907:7:PV-003160916499;69:06907:8:PV-004494463572;
Cc1cc(C)n2[nH]c(=O)cc2n1,36,69:06904:6:PV-002454101347;69:06905:9:PV-002753838469;69:06906:2:PV-002454134311;
c1nc2c([nH]1)CNCC2,67,69:06904:6:PV-002753671305;69:06905:4:PV-002753775693;69:06906:6:PV-002753930151;
O=C1C2CCCC1CCC2,22,69:06904:6:PV-002753671369;69:06921:8:PV-003165752345;69:06924:0:PV-002756255998;
C1CNCC2(C1)CCO2,48,69:06904:6:PV-004491164533;69:06908:8:PV-003940613967;69:06909:4:PV-004496152296;
O=S1(=O)CCCC2(CCCN2)C1,27,69:06904:6:PV-004491243818;69:06905:5:PV-002753782842;69:06909:8:PV-003161651493;
Cn1c(Cl)nc2nc(Cl)ncc21,40,69:06904:6:PV-004491287403;69:06909:7:PV-002754348841;69:06910:5:PV-004497250294;
Nc1ccc2cncnc2n1,30,69:06904:6:PV-002753673437;69:06908:2:PV-004494837457;69:06910:0:PV-004496671121;
Cc1coc2c(Cl)cccc12,54,69:06904:6:PV-003159866412;69:06910:2:PV-003161785397;69:06910:3:PV-003161816936;
C1COC2(CCC2)OC1,140,69:06904:7:PV-003159867566;69:06905:9:PV-004492544685;69:06906:5:PV-004493149462;
Cn1c(=O)[nH]c(=O)c2nc(Cl)[nH]c21,13,69:06904:7:PV-003159868705;69:06911:3:PV-003162170718;69:06914:1:PV-004500958661;
O=c1[nH]cnc2c(F)c(F)ccc12,14,69:06904:7:PV-002753676759;69:06905:6:PV-002753803531;69:06912:7:PV-002754756575;
CC1(C)C2C=NNC(=O)C21,1,69:06904:7:PV-002753678192;
Clc1ccc(Cl)c2ncccc12,30,69:06904:7:PV-002753678469;69:06915:8:PV-003163687371;69:06920:5:PV-003165327858;
O=c1[nH]cnc2cccc(F)c12,10,69:06904:7:PV-002298853209;69:06910:6:PV-004497333721;69:06914:8:PV-002247311879;
OC1CC2CCCC(C1)N2,24,69:06904:7:PV-002753682711;69:06909:7:PV-004496419038;69:06910:3:PV-002754433095;
Fc1ccc2c(c1)C=CCO2,5,69:06904:7:PV-003159887578;69:06935:3:PV-002757754554;69:06942:0:PV-004529255396;
CC1NCCN(C)C1C,67,69:06904:7:PV-003159890157;69:06904:8:PV-002753702480;69:06907:6:PV-002754066995;
O=c1[nH]ccn2cccc12,23,69:06904:7:PV-003159892463;69:06914:5:PV-002754994183;69:06917:6:PV-002755404118;
O=C1CS(=O)(=O)c2ccccc2N1,53,69:06904:7:PV-002753685999;69:06906:3:PV-003160430575;69:06906:9:PV-003160640522;
CC1CNC(=O)c2cccn21,6,69:06904:7:PV-003159895698;69:06911:6:PV-003162274634;69:06941:6:PV-003172541200;
Oc1ccc2scnc2c1,78,69:06904:7:PV-002753686810;69:06905:1:PV-004491646417;69:06905:5:PV-002753782957;
CC1(C)CCCC1(C)C,22,69:06904:7:PV-003159896811;69:06905:7:PV-002753822981;69:06908:2:PV-003161072709;
Nc1ncncc1F,35,69:06904:7:PV-003159896997;69:06909:5:PV-002754325999;69:06911:0:PV-003162063377;
NC1CNCC(O)C1,30,69:06904:7:PV-003159897086;69:06908:1:PV-003161045377;69:06918:9:PV-003164773131;
O=C1COC2(CCNC2)C1,14,69:06904:7:PV-003159898728;69:06908:6:PV-003161222859;69:06930:3:PV-003168655963;
CC1CCNCCS1=O,44,69:06904:7:PV-002143605236;69:06905:1:PV-004491639238;69:06905:3:PV-002753756658;
CN1c2ccccc2NS1(=O)=O,8,69:06904:7:PV-003159900718;69:06910:5:PV-003161869861;69:06930:4:PV-002757107405;
Nc1ccno1,17,69:06904:7:PV-002753688731;69:06918:9:PV-003164765575;69:06924:4:PV-003166651126;
OC1CNc2ccccc2C1,45,69:06904:7:PV-003940239376;69:06906:2:PV-003160416890;69:06906:7:PV-003160566696;
O=c1cnc2cccnc2[nH]1,10,69:06904:7:PV-002753689373;69:06911:7:PV-002754621987;69:06918:2:PV-002755482690;
O=C1CCNCCCN1,52,69:06904:7:PV-002753690420;69:06905:6:PV-002350622445;69:06909:6:PV-002754343139;
O=c1[nH]c2cccc(F)c2s1,22,69:06904:7:PV-001916294270;69:06912:9:PV-001916293507;69:06918:9:PV-001916295022;
Cc1ccc2ccsc2c1,145,69:06904:7:PV-002753692001;69:06905:0:PV-002753723585;69:06905:1:PV-004491710942;
Fc1ccc(Cl)c2c1CCCN2,28,69:06904:8:PV-001808665048;69:06905:6:PV-002753798022;69:06907:4:PV-004494028000;
CC1(C)CCCCC1=O,38,69:06904:8:PV-003159911654;69:06914:5:PV-003163263124;69:06914:9:PV-003163394949;
CC1(C)OC2CC1(N)C2,4,69:06904:8:PV-004491323400;69:06907:2:PV-004493831642;69:06978:4:PV-004566371180;
CC1CNC(C)(C)O1,54,69:06904:8:PV-004491325584;69:06907:7:PV-002754085710;69:06909:9:PV-003161659891;
Cn1ccc(=O)c2cncnc21,16,69:06904:8:PV-004491346298;69:06910:7:PV-003161933715;69:06911:8:PV-002754634659;
O=C1NCCCc2ncsc21,28,69:06904:8:PV-004491357651;69:06910:5:PV-004497243400;69:06910:5:PV-002754455309;
CC1(C)NCCC1O,25,69:06904:8:PV-004491358366;69:06905:7:PV-003160220902;69:06909:8:PV-004496568951;
Cc1ccnc(F)n1,36,69:06904:8:PV-004491360155;69:06906:9:PV-004493590502;69:06910:9:PV-004497708423;
CC1CCc2nc(Cl)ncc2C1,38,69:06904:8:PV-004491363525;69:06906:1:PV-004492778773;69:06911:8:PV-004498639083;
Cc1ncc2c(n1)CNC2,16,69:06904:8:PV-004491385408;69:06911:0:PV-003162060184;69:06911:2:PV-003162119647;
FC1CCCC(F)(F)C1,3,69:06904:8:PV-004491404451;69:06967:0:PV-004554698048;69:06990:1:PV-004578318686;
C1CSC2CCC2N1,33,69:06904:8:PV-004491410742;69:06907:9:PV-003160987962;69:06912:0:PV-004498805882;
c1nc2c([nH]1)COCC2,68,69:06904:8:PV-002454104882;69:06906:4:PV-002298888463;69:06906:9:PV-002195394882;
OC1CCNC12CCC2,23,69:06904:8:PV-003159914918;69:06905:8:PV-002753832080;69:06907:6:PV-003940506651;
C1CC2(CO1)OCCO2,16,69:06904:8:PV-003159915915;69:06911:9:PV-002454251798;69:06924:8:PV-002558015397;
Oc1ccnc2c(F)ccc(F)c12,24,69:06904:8:PV-002505855694;69:06905:0:PV-002557608692;69:06921:3:PV-002506195376;
CC1(C)CCNCCS1(=O)=O,39,69:06904:8:PV-002753695556;69:06905:0:PV-003160001601;69:06905:1:PV-003160009716;
Cc1ccc2c(=O)ccn(C)c2n1,3,69:06904:8:PV-003159926589;69:06909:0:PV-002754258655;69:06962:0:PV-003179541721;
O=C1CC2CCCC(C1)N2,20,69:06904:8:PV-002753698869;69:06907:5:PV-003940495723;69:06911:9:PV-002754640990;
c1ccc2c(c1)[nH]c1cnccc12,48,69:06904:8:PV-002753699637;69:06906:6:PV-002753935246;69:06906:6:PV-002753935247;
c1ccc2c(c1)nc1n2CCCN1,18,69:06904:8:PV-003159928813;69:06905:0:PV-003160009475;69:06905:9:PV-003160308509;
Cc1ccc2c(O)ccnc2n1,32,69:06904:8:PV-003159929810;69:06909:1:PV-003161415462;69:06909:7:PV-003161606738;
Clc1ccnn2ccnc12,42,69:06904:8:PV-003159938654;69:06910:2:PV-002754415733;69:06913:4:PV-003162873425;
Cc1cccc2c1C(=O)NCCN2,28,69:06904:9:PV-002753704844;69:06907:5:PV-002350662825;69:06910:7:PV-004497446038;
C1CN2CCN(C1)CC2,41,69:06904:9:PV-002753705736;69:06904:9:PV-002753705737;69:06906:7:PV-003160559979;
Cc1cc(Cl)cc2c1OCCCC2,12,69:06904:9:PV-002753706088;69:06904:9:PV-002753706089;69:06924:6:PV-003166724173;
CN1c2ccccc2C=CS1(=O)=O,18,69:06904:9:PV-002753706193;69:06918:2:PV-002755481029;69:06920:8:PV-002755831597;
Cc1csc(N)n1,44,69:06904:9:PV-003159945921;69:06906:9:PV-003160645055;69:06913:0:PV-002754786107;
Fc1cnc2[nH]ccc2c1,42,69:06904:9:PV-002753706978;69:06905:5:PV-004492108323;69:06906:2:PV-002753882500;
Cc1ncncc1Cl,25,69:06904:9:PV-002753708261;69:06907:8:PV-002754102101;69:06913:0:PV-003162737218;
O=C1Nc2ccccc2OC1(F)F,30,69:06904:9:PV-003159952498;69:06910:1:PV-004496821348;69:06918:0:PV-002755457541;
O=c1ccc2cc(Cl)ccc2[nH]1,40,69:06904:9:PV-002091860782;69:06907:9:PV-002754109824;69:06912:2:PV-003162453927;
Cc1ccc2cc[nH]c(=O)c2c1,9,69:06904:9:PV-003159956445;69:06916:5:PV-002755260348;69:06928:3:PV-002756820048;
O=C1CCNC1,30,69:06904:9:PV-002753710464;69:06906:3:PV-002753894929;69:06907:7:PV-002754082544;
c1ccc2c(c1)Cc1cnccc1-2,4,69:06904:9:PV-003159957191;69:06907:1:PV-003160697437;69:06960:0:PV-003178827829;
Oc1cccc2cnccc12,45,69:06904:9:PV-002753710992;69:06907:2:PV-002754019960;69:06909:7:PV-002754355911;
c1cc2c(s1)CCc1scnc1-2,25,69:06904:9:PV-002753711550;69:06909:4:PV-002247199420;69:06918:7:PV-003164707615;
O=c1[nH]ncc2c1[nH]c1ccc(Cl)cc12,3,69:06904:9:PV-002753712501;69:06909:3:PV-002754301176;69:06944:1:PV-003173392260;
Cc1nccc(Cl)n1,37,69:06904:9:PV-004491509984;69:06904:9:PV-004491509985;69:06905:8:PV-002753827578;
C1CNc2nnnn2C1,11,69:06904:9:PV-004491517088;69:06906:2:PV-002143635999;69:06906:4:PV-002505889009;
c1cc2n(n1)CCCCO2,40,69:06904:9:PV-004491523277;69:06906:6:PV-004493272606;69:06907:1:PV-004493689786;
C1CC2CCOC2O1,10,69:06904:9:PV-004491528892;69:06906:6:PV-004493314781;69:06908:3:PV-004494991052;
c1nnn2c1CNCC2,46,69:06904:9:PV-004491573314;69:06906:2:PV-004492825150;69:06906:6:PV-002350643579;
C1CNCC2(C1)OCCO2,23,69:06904:9:PV-004491591194;69:06905:6:PV-002402373981;69:06910:0:PV-002350714787;
Cc1ccc2c(c1C)OCCCC2,5,69:06904:9:PV-004491593726;69:06957:4:PV-003177938267;69:06972:0:PV-003182946515;
CC1CNS(=O)(=O)C1,20,69:06904:9:PV-004491599632;69:06911:1:PV-002754536122;69:06917:0:PV-002299105791;
CC1(C)CCCS1(=N)=O,26,69:06904:9:PV-004491619527;69:06910:9:PV-002754516457;69:06913:7:PV-002754882103;
C1CC2COC2CN1,9,69:06904:9:PV-003159964627;69:06907:8:PV-003160953090;69:06909:9:PV-003161667735;
FC1(F)C2CCCC1COC2,17,69:06904:9:PV-003159964911;69:06904:9:PV-003159964912;69:06913:8:PV-004500676540;
Cn1ccc2cc[nH]c(=O)c21,12,69:06905:0:PV-002753716386;69:06905:8:PV-004492510077;69:06919:9:PV-002755710160;
Cc1cccc2scc(Cl)c12,63,69:06905:0:PV-002350610284;69:06905:5:PV-002753789396;69:06907:1:PV-002754001866;
FC1(F)CC12CCNCC2,25,69:06905:0:PV-002753717825;69:06906:3:PV-002557634891;69:06911:2:PV-002143738227;
CC1(C)CNc2ccccc2C(=O)N1,12,69:06905:0:PV-003159976912;69:06908:6:PV-003161225742;69:06917:4:PV-004504222457;
Clc1ccc2cncnc2c1Cl,32,69:06905:0:PV-002753718493;69:06905:8:PV-002195373093;69:06909:4:PV-003161505733;
Cc1c(Cl)ccc2ccc(=O)[nH]c12,2,69:06905:0:PV-002753718535;69:06957:0:PV-002760636567;
NC1CCSC2(CCC2)C1,9,69:06905:0:PV-003159982428;69:06905:7:PV-003160226565;69:06914:0:PV-002754924825;
NC1CCCc2ccccc2C1,19,69:06905:0:PV-003159984471;69:06911:0:PV-003162071788;69:06911:1:PV-004497858899;
Cn1cnc2ncncc21,62,69:06905:0:PV-003159986163;69:06905:5:PV-002753789290;69:06906:2:PV-002753886858;
O=C1CCC2CCCN12,69,69:06905:0:PV-003159988130;69:06905:7:PV-003160224879;69:06907:0:PV-003160669340;
Cc1csc2c(Cl)cccc12,19,69:06905:0:PV-003159988875;69:06906:3:PV-004492985029;69:06912:6:PV-002092019813;
C1C2CC3CC1CC(C2)O3,30,69:06905:0:PV-002753723531;69:06905:7:PV-003160225164;69:06908:7:PV-002754215868;
O=c1[nH]c2cnccc2o1,12,69:06905:0:PV-002753723775;69:06914:3:PV-002754957972;69:06918:4:PV-002755514695;
Fc1ccc2ccoc2c1F,66,69:06905:0:PV-002247109065;69:06905:8:PV-003160264801;69:06905:9:PV-004492525093;
O=C1NCCc2ccsc21,2,69:06905:0:PV-002753724079;69:06922:2:PV-003165890515;
CC1Cc2cccc(Cl)c2C1,135,69:06905:0:PV-003159994015;69:06905:5:PV-002753784376;69:06905:5:PV-003160146769;
O=C1CCCC2C3CNCC(C3)CN12,6,69:06905:0:PV-002753725864;69:06931:1:PV-004518246816;69:06949:1:PV-002759580535;
O=C1CCNCCCCCCN1,29,69:06905:0:PV-003160001793;69:06910:5:PV-003161873542;69:06918:9:PV-003164758800;
CC1(C)CNc2cccc(Cl)c21,57,69:06905:0:PV-002753729027;69:06906:3:PV-002247136096;69:06908:3:PV-004495030660;
CN1CCCNc2cnccc21,27,69:06905:0:PV-002753730720;69:06927:4:PV-004514511952;69:06931:6:PV-004518674258;
Clc1ncc2ccsc2n1,22,69:06905:0:PV-002753730830;69:06906:2:PV-004492830406;69:06916:1:PV-004502926832;
Cc1cc2c(o1)CC(C)(C)CC2,52,69:06905:0:PV-003160009211;69:06905:0:PV-003160009212;69:06905:0:PV-003160009213;
Cc1cc(=O)n2cc[nH]c2n1,12,69:06905:1:PV-003160010188;69:06907:1:PV-002754005178;69:06919:0:PV-002755593716;
Cn1c(=O)[nH]c2nccnc21,3,69:06905:1:PV-003160010643;69:06943:3:PV-002758813471;69:06999:3:PV-003192280036;
OC1C2COC1CN2,48,69:06905:1:PV-003160012506;69:06905:7:PV-004492285874;69:06905:7:PV-004492285875;
O=C1NCCCc2sccc21,45,69:06905:1:PV-002753733070;69:06906:0:PV-002753861947;69:06906:2:PV-002753886739;
Cn1c(Cl)cc2cc(Cl)c(Cl)cc21,32,69:06905:1:PV-004491671018;69:06908:4:PV-003940577973;69:06916:9:PV-004503754975;
NC1CNC2(CCCC2)C1,34,69:06905:1:PV-004491687388;69:06907:2:PV-004493894990;69:06908:5:PV-004495212907;
CC1(C)CCC(O)CN1,70,69:06905:1:PV-004491752931;69:06905:6:PV-002753811095;69:06905:7:PV-002753815065;
O=C1CCNc2ncccc21,10,69:06905:1:PV-002753734402;69:06912:3:PV-004499018231;69:06938:9:PV-002758225711;
Nc1c[nH]c2ccccc12,6,69:06905:1:PV-002753738578;69:06905:1:PV-003160033877;69:06936:9:PV-002757964191;
Cn1ccc(N)cc1=O,3,69:06905:1:PV-002753740269;69:06918:2:PV-002755486593;69:06934:9:PV-002757707157;
Cc1ccc2c(c1)C(=O)CCO2,10,69:06905:1:PV-003160035411;69:06924:0:PV-002756249632;69:06943:7:PV-004531000918;
CN1CCNc2ccccc2C1,38,69:06905:1:PV-002143613521;69:06905:3:PV-003160076227;69:06906:7:PV-002557642832;
Oc1ccnc2c(F)c(Cl)ccc12,57,69:06905:1:PV-002557611151;69:06905:1:PV-002091865784;69:06906:9:PV-002454147518;
Cn1c2ccccc2c2ccsc21,16,69:06905:1:PV-002143613622;69:06917:2:PV-002755352983;69:06918:9:PV-002299144607;
FC1(F)CC2CCC(C1)N2,9,69:06905:2:PV-002753744995;69:06930:7:PV-002454635297;69:06943:7:PV-002758866221;
CC1(F)CCNCC1,112,69:06905:2:PV-002350614637;69:06905:2:PV-003160050875;69:06905:5:PV-004492156341;
c1nnn2c1CNCCC2,21,69:06905:2:PV-002753745434;69:06909:0:PV-002195439524;69:06911:5:PV-002195490034;
Cc1csc2ncccc12,22,69:06905:2:PV-003160046454;69:06912:0:PV-003162404366;69:06912:3:PV-002754692023;
CN1CCC12CCC2,15,69:06905:2:PV-003940279431;69:06910:3:PV-004497037221;69:06917:4:PV-004504288369;
Cc1ccnc2[nH][nH]c(=O)c12,17,69:06905:2:PV-002753747368;69:06905:2:PV-002753747369;69:06905:2:PV-002753747370;
FC1(F)C2CCCC1CCC2,25,69:06905:2:PV-003160052002;69:06909:5:PV-004496249617;69:06918:9:PV-002755572818;
Cc1cncnc1N,20,69:06905:2:PV-003160054291;69:06910:7:PV-003161955209;69:06914:3:PV-003163177817;
O=C1CC2NCCCC2N1,59,69:06905:2:PV-003160060321;69:06907:4:PV-004494092837;69:06908:0:PV-003161019548;
Cc1nc2cccnn2n1,34,69:06905:2:PV-003160061597;69:06913:6:PV-003162927989;69:06915:9:PV-003163723255;
Nc1ccn2nccc2c1,44,69:06905:2:PV-003160062738;69:06906:4:PV-003160458609;69:06908:8:PV-004495423442;
O=S1(=O)CCOc2ccccc21,39,69:06905:2:PV-002298864065;69:06905:6:PV-002753806349;69:06907:3:PV-002754025998;
O=c1cnc2ccc(Cl)cc2[nH]1,12,69:06905:2:PV-003160064269;69:06913:0:PV-002143775636;69:06913:3:PV-002092034839;
Cn1c(=O)[nH]c2ccc(Cl)cc21,23,69:06905:2:PV-002753752517;69:06912:9:PV-004499635322;69:06912:9:PV-004499635323;
O=c1[nH][nH]c2c1CCNC2,4,69:06905:2:PV-002753753692;69:06910:4:PV-002754443983;69:06934:2:PV-002757605790;
NC1CCC2(CCC2)NC1,34,69:06905:2:PV-004491827314;69:06907:5:PV-004494175253;69:06916:1:PV-004502990656;
CC1(C)OC2CCC1C2,82,69:06905:2:PV-004491918000;69:06906:3:PV-004492961216;69:06907:1:PV-004493752143;
Cc1c2c(=O)[nH]ncc2c(Cl)n1C,7,69:06905:2:PV-004491922314;69:06914:1:PV-002754932895;69:06932:9:PV-002757433877;
O=C1NCC2(CNC2)N1,74,69:06905:3:PV-002753754809;69:06905:9:PV-002753838130;69:06908:7:PV-003161244680;
Clc1ccn2ncnc2c1,64,69:06905:3:PV-002350616163;69:06905:3:PV-003160071895;69:06911:1:PV-002454235481;
C1CC2CC3(CC3)CC1N2,11,69:06905:3:PV-003160072144;69:06912:5:PV-002557761737;69:06929:8:PV-002247618548;
CN1CCNS1(=O)=O,9,69:06905:3:PV-002753756889;69:06913:5:PV-002754852308;69:06958:9:PV-002760895281;
C1CCc2n[nH]nc2C1,49,69:06905:3:PV-002753757151;69:06912:1:PV-003162434511;69:06912:1:PV-003162434512;
Cc1cnnc2ccccc12,6,69:06905:3:PV-003160083381;69:06950:4:PV-004537774575;69:06977:5:PV-004565464585;
CS1(=O)=NCc2ccccc21,26,69:06905:3:PV-003160083381;69:06906:8:PV-004493373092;69:06908:2:PV-003161106234;
Oc1nccn2cccc12,5,69:06905:3:PV-003160085914;69:06942:0:PV-003172674019;69:06972:1:PV-002762643043;
Cc1cc(=O)[nH]c(=O)n1C,11,69:06905:3:PV-002753761049;69:06906:1:PV-002753874133;69:06909:2:PV-003161447498;
c1ncc2c(n1)CNCC2,16,69:06905:3:PV-002350617355;69:06910:0:PV-002195459980;69:06920:2:PV-002755752532;
Fc1c(Cl)ccc2cncnc12,8,69:06905:3:PV-003160091572;69:06930:7:PV-003168808955;69:06955:3:PV-004542828021;
O=C1CC2(CNC2)n2ccnc2N1,14,69:06905:3:PV-002091869102;69:06939:0:PV-002758251524;69:06940:9:PV-002351346230;
Clc1ccc2c(c1)CCCS2,40,69:06905:3:PV-002753763810;69:06906:2:PV-004492869197;69:06906:4:PV-003160463875;
Clc1cc2n[nH]nc2cc1Cl,4,69:06905:3:PV-002753765961;69:06920:9:PV-002755844473;69:06977:0:PV-002763289224;
Nc1ncnc2sc3c(c12)CCNC3,14,69:06905:3:PV-002753766661;69:06908:9:PV-002350691125;69:06923:2:PV-002350984752;
CC1CC(=O)Nc2ccccc21,7,69:06905:3:PV-003160102585;69:06910:1:PV-003161735498;69:06929:4:PV-004516525956;
O=C1CNC2(CN1)COC2,4,69:06905:3:PV-002753770217;69:06935:3:PV-002092484479;69:06945:7:PV-002299694639;
O=c1[nH]c2ccccc2cc1F,13,69:06905:3:PV-002753771129;69:06917:6:PV-002755399580;69:06924:5:PV-002756322197;
CN1CC2CC1C2,14,69:06905:3:PV-002753771390;69:06906:0:PV-004492649612;69:06912:7:PV-003162647680;
O=c1[nH]cnc2[nH]c3ccccc3c12,13,69:06905:3:PV-003160114034;69:06915:4:PV-003163558106;69:06935:5:PV-003170467677;
Fc1cc2ncccc2cc1Cl,20,69:06905:4:PV-002753772402;69:06906:4:PV-002753912919;69:06913:1:PV-002754806411;
CC1(C)C2CCCNC1C2,42,69:06905:4:PV-002402369332;69:06906:2:PV-003160410768;69:06907:6:PV-002298912526;
CC1(C)C(O)C2CCCNC21,49,69:06905:4:PV-004491985065;69:06905:8:PV-004492435733;69:06906:6:PV-003160523518;
NC1C2CNCC1C2,10,69:06905:4:PV-004491988009;69:06925:4:PV-004512379717;69:06933:1:PV-004520277337;
C1CC2(CCN1)CCN2,31,69:06905:4:PV-004492018774;69:06910:3:PV-002143720692;69:06915:2:PV-002755082214;
NC1CCC12CCOCC2,15,69:06905:4:PV-004492040292;69:06912:7:PV-002754753581;69:06913:9:PV-002754917254;
CC1(C)NCc2cn[nH]c21,30,69:06905:4:PV-004492059315;69:06914:1:PV-003163123728;69:06918:5:PV-003164640691;
CC1(C)CS(=O)(=O)CCN1,9,69:06905:4:PV-004492077330;69:06914:4:PV-002247302835;69:06915:1:PV-002755073026;
O=S1(=O)CCC12CCOCC2,35,69:06905:4:PV-004492100894;69:06905:7:PV-002143625764;69:06907:4:PV-004494020690;
Cc1cc(N)ccn1,6,69:06905:4:PV-003160123865;69:06918:2:PV-003164531877;69:06919:1:PV-004505948806;
O=S1(=O)CC2CCCC(C2)C1,5,69:06905:4:PV-003160126085;69:06933:5:PV-003169786746;69:06957:1:PV-003177840704;
Cn1ccc2ccc(F)cc21,31,69:06905:4:PV-002195364216;69:06905:5:PV-002753794138;69:06905:6:PV-003160208896;
CN1CC2CC1CN2,25,69:06905:4:PV-002753778942;69:06908:4:PV-002754176939;69:06910:6:PV-004497401085;
Cc1ccc2ncsc2c1,70,69:06905:4:PV-003160136103;69:06906:4:PV-002247137213;69:06907:7:PV-001829863168;
C1COC2(CCN1)CCOCC2,32,69:06905:4:PV-003160140662;69:06907:0:PV-002753984431;69:06914:8:PV-002299061333;
OC1CNCC12CCOCC2,20,69:06905:4:PV-002753782474;69:06913:8:PV-003162998435;69:06920:6:PV-004507554106;
NC1CC2(CCOCC2)C1,19,69:06905:5:PV-002753782923;69:06913:7:PV-002754888615;69:06927:6:PV-003167758494;
C1CC2(CCN1)COC2,36,69:06905:5:PV-002753783940;69:06908:3:PV-004494991340;69:06909:5:PV-002754327663;
O=C1CCCc2oc(=O)ccc21,50,69:06905:5:PV-002753785070;69:06907:2:PV-004493955216;69:06911:9:PV-002754647605;
NC1CCc2nccn2C1,28,69:06905:5:PV-003160152107;69:06909:6:PV-003161592030;69:06911:7:PV-004498524496;
Nc1nn2c(=O)ccnc2[nH]1,16,69:06905:5:PV-003160152927;69:06908:0:PV-002754128381;69:06908:4:PV-003161169067;
Clc1csc(Cl)n1,29,69:06905:5:PV-003160153501;69:06909:4:PV-002754311434;69:06913:7:PV-004500425034;
Oc1cn2ccccc2n1,9,69:06905:5:PV-003160156085;69:06936:6:PV-003170830102;69:06945:0:PV-003173709267;
CC1NCCO1,23,69:06905:5:PV-003160156351;69:06909:5:PV-003161549580;69:06912:9:PV-003162713032;
Oc1ncnc2scnc12,15,69:06905:5:PV-002753789178;69:06923:3:PV-003166281630;69:06939:9:PV-002758370597;
C1CC12CCC1(CC1)CC2,40,69:06905:5:PV-003160159163;69:06913:1:PV-003162764560;69:06913:5:PV-003162897555;
CC1NCCS(=O)(=O)C1C,24,69:06905:5:PV-002753789523;69:06906:8:PV-002753967440;69:06908:1:PV-004494792327;
OC1CCNOC1,11,69:06905:5:PV-003160171969;69:06908:4:PV-003161155403;69:06913:6:PV-003162941694;
O=c1[nH]c2ccc(Cl)cc2o1,14,69:06905:5:PV-003160174751;69:06914:4:PV-004501205761;69:06917:3:PV-003164235488;
