fragment_smiles,occurences,example_ligands
O=C1NS(=O)(=O)C2CCCCC12,26,49:04905:6:Z3513682127;49:04913:7:Z3513677988;49:04916:1:Z3513681980;
Cc1nc(C)c(C)[nH]1,12,49:04905:6:Z4187839178;49:04906:5:Z4187842547;49:04910:6:Z4187833865;
c1ccc2c(c1)CNCC1CCCN21,184,49:04905:6:Z5043269354;49:04905:6:Z5043269351;49:04907:4:Z3204380044;
OC1CC2(CCNCC2)Oc2c[nH]nc21,17,49:04905:6:Z3416889939;49:04913:2:Z3414215021;49:04914:7:Z3878607925;
O=C1CCC2(CCOCC2)CN1,29,49:04905:7:Z3381976746;49:04905:8:Z3873451475;49:04911:7:Z2595256874;
c1cnc2c(c1)C1CCC2N1,123,49:04905:7:Z4484671616;49:04906:9:Z4289637858;49:04908:8:Z2497668009;
FC1(F)CCCCCCCC1,3,49:04905:7:Z3508623604;49:04924:3:Z4391677189;49:04987:5:Z3508574982;
OC1c2ccccc2CC1(F)F,3,49:04905:7:Z4453200736;49:04938:6:Z3777102818;49:04970:0:Z4224133749;
Clc1ccc(Cl)c2ccccc12,18,49:04905:7:Z2442915477;49:04920:0:Z1510184988;49:04925:0:Z2184062901;
C=C1CCC(F)(F)CC1,5,49:04905:7:Z4387196416;49:04949:4:Z4387197804;49:04953:5:Z4387202225;
Cc1cnc(C)c(=O)[nH]1,10,49:04905:7:Z4526238736;49:04905:9:Z4526239592;49:04920:5:Z4526237970;
FC1(F)CNCCCNC1,6,49:04905:8:Z3620477661;49:04936:5:Z3320852474;49:04936:9:Z3620477737;
NC1CNCC12CCS(=O)(=O)CC2,59,49:04905:8:Z3385328752;49:04908:3:Z3364785544;49:04909:4:Z3816100238;
CC1CC(=O)NC(=O)N1,87,49:04905:8:Z3210954771;49:04905:8:Z3210954770;49:04905:8:Z3210954779;
CC1(C)CCC2CNCc3cccc1c32,21,49:04905:8:Z4088017130;49:04912:2:Z4031497995;49:04919:1:Z4213934049;
Clc1cccc2ncsc12,44,49:04905:8:Z3244230208;49:04906:9:Z3627845563;49:04910:6:Z3607020695;
O=C1COC=NN1,15,49:04905:8:Z3602997451;49:04908:0:Z4101274937;49:04915:8:Z3602998792;
O=C1CCCc2c[nH]nc21,19,49:04905:9:Z2898242102;49:04909:0:Z2898241496;49:04913:8:Z5058329228;
OC1CNc2ncccc21,53,49:04905:9:Z4100925748;49:04907:9:Z4100925776;49:04910:1:Z3369857277;
c1ccc2c(c1)COC21CCCNC1,118,49:04905:9:Z1733386749;49:04907:6:Z3817089547;49:04909:9:Z2074184361;
C1COCCC2(CNC2)N1,9,49:04905:9:Z3881072122;49:04912:4:Z4274532680;49:04916:3:Z4614451590;
Cc1c[nH]c2cc(Cl)cc(Cl)c12,39,49:04905:9:Z3551838594;49:04911:6:Z3516446445;49:04911:6:Z4240465115;
OC1CSC=N1,35,49:04905:9:Z4272251949;49:04906:7:Z4272239481;49:04909:0:Z4271289785;
CC1=CCCCC1=O,3,49:04905:9:Z4223803316;49:04922:3:Z5058625348;49:04968:9:Z4223807047;
NC1CC=CC1,8,49:04905:9:Z2722835798;49:04909:9:Z2722833034;49:04913:8:Z2722847395;
Nc1ncnc2sccc12,47,49:04906:0:Z3391660334;49:04906:9:Z5061536544;49:04907:3:Z3393279156;
CC1(C)CC2CCCC21,16,49:04906:0:Z2591244815;49:04914:2:Z2591041997;49:04920:5:Z2772399579;
O=C1CCCS(=O)(=O)N1,21,49:04906:0:Z4386611458;49:04909:0:Z3513624793;49:04914:9:Z3513619602;
CC12CCCCC1Nc1ccccc12,23,49:04906:0:Z4208676786;49:04910:5:Z3207509511;49:04914:0:Z4208676819;
Cc1nc2cccnc2o1,2,49:04906:0:Z4223647530;49:04987:4:Z2723081592;
Cc1c(Cl)cc2c(c1Cl)CCCN2,12,49:04906:1:Z4132516697;49:04924:8:Z2641624405;49:04935:3:Z2357003094;
Cc1csc2c(=O)[nH]cnc12,27,49:04906:1:Z2832555001;49:04907:3:Z1899658004;49:04911:7:Z1899655644;
FC1(F)CC12CCCc1ccccc12,17,49:04906:1:Z4391206939;49:04912:9:Z3508553454;49:04923:1:Z3508313289;
Clc1cc(Cl)c2c(c1)CCCN2,23,49:04906:2:Z4374878040;49:04908:4:Z2453687171;49:04914:0:Z1505167060;
c1ccc2c(c1)CCC1(CCOCC1)O2,47,49:04906:2:Z2928565792;49:04911:3:Z4258593651;49:04913:7:Z3359506860;
CC1(C)Cc2cccc(Cl)c2O1,4,49:04906:2:Z3837469045;49:04947:8:Z3837466206;49:04961:1:Z3837467781;
O=S1(=O)NCCOc2ccccc21,18,49:04906:2:Z3831634540;49:04914:4:Z3500334760;49:04928:7:Z3500335294;
OC1CNC2(CNC2)C1,20,49:04906:2:Z4202195230;49:04911:8:Z4202189939;49:04916:9:Z4245187858;
O=C1NC2CC(N1)c1cccc(F)c1O2,3,49:04906:2:Z4414623907;49:04918:2:Z4414624140;49:04939:6:Z4414624518;
Clc1ccnc2cccnc12,40,49:04906:2:Z2612463076;49:04907:1:Z3561667131;49:04916:2:Z2611188051;
CC1CCCc2ccc(=O)[nH]c21,14,49:04906:2:Z2879223663;49:04917:9:Z2879222729;49:04924:0:Z3368319810;
Cc1cc2cccnc2cc1Cl,16,49:04906:2:Z3392932005;49:04908:9:Z3831702628;49:04913:6:Z3392891774;
O=C1CCc2scnc21,72,49:04906:2:Z4364965834;49:04908:1:Z4364972219;49:04909:2:Z4364965953;
Oc1cc2ncccn2n1,6,49:04906:3:Z3506183677;49:04910:0:Z3505798216;49:04911:5:Z3506010652;
c1nc2c([nH]1)C1(CCNC1)NCC2,65,49:04906:3:Z3135343162;49:04906:7:Z4054961974;49:04907:1:Z4947540937;
Cc1cc(N)sc1C,29,49:04906:3:Z4254110056;49:04909:2:Z4254115070;49:04910:0:Z4254115085;
Cn1c(=O)cc(Cl)[nH]c1=O,14,49:04906:3:Z2993754227;49:04910:3:Z2234013331;49:04914:0:Z2234013085;
c1ccc2c(c1)CNCc1ccccc1-2,29,49:04906:3:Z2377652027;49:04912:8:Z1783447826;49:04914:6:Z1255619983;
Cc1cc(=O)[nH]c2c1c(C)nn2C,12,49:04906:3:Z1697834778;49:04907:2:Z1319770350;49:04907:2:Z1381918173;
Fc1cnc2ccccc2n1,88,49:04906:3:Z2770369680;49:04906:4:Z2769964996;49:04906:5:Z2769896497;
Fc1cc2cncnc2cc1Cl,14,49:04906:4:Z4187501845;49:04921:8:Z4187510265;49:04931:1:Z4187506143;
CC12CC3CC(C1)CC(F)(C3)C2,12,49:04906:4:Z4021189372;49:04908:8:Z4020688800;49:04909:4:Z4022611394;
O=C1CC2(CCNC2)Oc2ccccc21,64,49:04906:4:Z2335170851;49:04910:0:Z2335172328;49:04912:4:Z4228276239;
Nc1ncnc2nc[nH]c12,17,49:04906:4:Z3559950130;49:04924:1:Z3559145438;49:04928:8:Z3831768753;
O=c1cc2ccccc2n[nH]1,2,49:04906:4:Z3800215169;49:04998:8:Z2898304246;
Nc1nc(N)c2c(n1)CCNC2,25,49:04906:5:Z4329228075;49:04910:1:Z4329228625;49:04919:2:Z4329228489;
CC1(C)CCC2CCc3cccc1c32,23,49:04906:5:Z1602060747;49:04911:5:Z2416038292;49:04911:8:Z2712302914;
c1ccc2c(c1)Cc1scnc1-2,46,49:04906:5:Z759112650;49:04906:5:Z3210028628;49:04908:3:Z3144775233;
NC12CCC(CC1)NC2,57,49:04906:5:Z4056331198;49:04907:0:Z4005624509;49:04909:4:Z4005633912;
Oc1noc2ccccc12,2,49:04906:5:Z2824471630;49:04942:6:Z2824471466;
O=C1NS(=O)(=O)CC2CCCCN12,24,49:04906:5:Z3814929805;49:04909:7:Z3799407383;49:04917:8:Z2769260269;
Cc1ccc2cc(Cl)cc(C)c2n1,26,49:04906:5:Z1493424552;49:04912:1:Z1212691872;49:04915:9:Z2771978164;
Cc1ccc2c(=O)ccn(C)c2n1,6,49:04906:6:Z1206237260;49:04922:6:Z1206237848;49:04965:4:Z3010376489;
Clc1csc(Cl)n1,34,49:04906:6:Z3513715253;49:04910:7:Z3511595002;49:04913:8:Z4156138390;
Fc1cncs1,3,49:04906:6:Z4261355240;49:04969:9:Z4261346350;49:04979:1:Z4261353761;
Cn1cc(F)c(=O)[nH]c1=O,12,49:04906:7:Z4889130800;49:04925:0:Z4216335382;49:04926:9:Z4216335335;
Cc1csc2cnc(N)nc12,47,49:04906:7:Z4435954081;49:04907:1:Z4435862216;49:04908:3:Z4876536369;
O=S1(=O)Cc2ncnc(Cl)c2C1,3,49:04906:7:Z4456359266;49:04924:4:Z4456108037;49:04959:1:Z4576693532;
Cn1c(=O)[nH]c(=O)c2nc(Cl)[nH]c21,12,49:04906:7:Z3814995883;49:04909:7:Z3814995237;49:04913:9:Z3814996333;
O=c1[nH]cnc2ncsc12,36,49:04906:7:Z4238038278;49:04908:8:Z4238038242;49:04910:7:Z4216717316;
CC12CCCCC1CCC2,11,49:04906:7:Z4009461657;49:04914:5:Z3630119108;49:04924:3:Z3861197146;
CC1=NCC(=O)Nc2ccccc21,5,49:04906:7:Z4425072485;49:04914:0:Z5016915049;49:04914:0:Z5016915048;
O=c1[nH]c2cccc(F)c2s1,8,49:04906:7:Z4216159308;49:04911:4:Z2442394687;49:04923:4:Z2851042030;
Cc1ccc2ccsc2n1,6,49:04906:8:Z2999321242;49:04919:0:Z4271167696;49:04945:2:Z4271189170;
C=C1CCOC1,2,49:04906:8:Z4154119964;49:04942:2:Z4154119319;
Cn1ncc2c(=O)cc[nH]c21,24,49:04906:8:Z1911201307;49:04912:4:Z2169420211;49:04913:9:Z2169420177;
CC1CNc2cc(F)ccc2C(=O)N1,25,49:04906:8:Z4114568654;49:04908:4:Z4917398043;49:04908:5:Z4114565522;
O=c1[nH]c(=O)c2ccc(Cl)cc2[nH]1,11,49:04906:8:Z4080769346;49:04909:7:Z1503727086;49:04915:7:Z4379745401;
c1ccc2c(c1)nc1n2CCCCC1,37,49:04906:8:Z3102473870;49:04906:8:Z2434199191;49:04908:5:Z2947041078;
C1CCC2(CC1)NCCO2,1,49:04906:8:Z2945854854;
C1CC2CC3CCOC23C1,18,49:04906:8:Z4871550671;49:04908:5:Z4046390091;49:04911:3:Z4043823162;
CC1CCCC(F)(F)CC1,12,49:04906:9:Z3508757608;49:04911:0:Z3507457353;49:04917:1:Z3507063414;
C1C2CC3CC1CN(C2)C3,5,49:04906:9:Z3203011938;49:04934:2:Z2981453554;49:04942:0:Z3179483195;
Cc1cccc2c1C(=O)CC2,2,49:04906:9:Z4188612861;49:04960:9:Z4611068043;
Cc1ccc2[nH]c(=O)[nH]c(=O)c2c1,14,49:04906:9:Z1503728776;49:04914:2:Z1503747467;49:04921:1:Z1503885448;
CC1CNC(=O)c2cccn21,5,49:04906:9:Z3790720293;49:04929:2:Z3790628113;49:04931:0:Z3790551466;
CN1C=NCCC1,83,49:04906:9:Z4260334426;49:04907:9:Z4260316730;49:04909:5:Z4260334458;
Oc1ccc2ncccc2c1,44,49:04906:9:Z4229558137;49:04907:8:Z4456257037;49:04908:0:Z4226249852;
CC1(C)CC(C)(C)c2ccccc21,27,49:04906:9:Z1530496964;49:04911:1:Z1531528128;49:04911:8:Z2272259411;
OC12c3ccccc3CCC1C2(F)F,4,49:04906:9:Z4134379763;49:04930:9:Z3790752338;49:04933:4:Z3790568507;
c1cnc2[nH]ncc2n1,19,49:04907:0:Z4337455956;49:04907:9:Z4337456113;49:04924:6:Z4337456108;
O=c1nc2cccccc-2[nH]1,10,49:04907:0:Z4914659545;49:04915:6:Z3800225057;49:04928:3:Z3339813955;
Cn1cnc(=O)c2ccccc21,6,49:04907:0:Z2588350837;49:04912:4:Z1054387506;49:04933:2:Z1302888817;
c1ccc2c(c1)NCC21CCNC1,10,49:04907:0:Z2771623013;49:04932:9:Z3558406147;49:04943:9:Z2771622994;
Clc1cccc2scnc12,50,49:04907:1:Z1849044100;49:04908:0:Z1996913149;49:04908:4:Z1849046767;
CC1C(=O)Nc2ccccc21,21,49:04907:1:Z2789191205;49:04908:7:Z4057106570;49:04912:7:Z2365358172;
C1CNNC1,28,49:04907:1:Z2177081299;49:04910:9:Z2234001535;49:04917:4:Z2507212681;
CC12CCC(C1)C2(C)C,52,49:04907:1:Z4932085813;49:04907:5:Z4921844789;49:04909:4:Z4923007074;
c1ccc2c(c1)CCC1(CCCC1)O2,28,49:04907:1:Z2455976267;49:04908:8:Z1438201234;49:04914:6:Z2825321752;
c1ncc2c(n1)CSC2,7,49:04907:1:Z2233977169;49:04913:8:Z2612146548;49:04928:9:Z4456211591;
C1CC2CSCC(C1)C2,16,49:04907:1:Z4255025456;49:04915:9:Z4255949306;49:04924:7:Z4255099933;
O=C1CCn2c(nc3ccccc32)N1,8,49:04907:1:Z4406981434;49:04907:1:Z4407052809;49:04907:1:Z4405810531;
O=C1CCc2cccnc21,8,49:04907:1:Z4341996100;49:04934:4:Z4999917539;49:04948:1:Z4341996280;
CC1Cc2nc[nH]c2CC1C,18,49:04907:1:Z3799370677;49:04907:6:Z2983032993;49:04924:7:Z2275107717;
Nc1cnc(=O)[nH]c1,1,49:04907:2:Z4093740165;
c1nnc2n1CC1CCCC(C2)N1,4,49:04907:2:Z3823233035;49:04943:3:Z3823233047;49:04980:1:Z3823233128;
C=C1CC2CCC(C1)N2C,3,49:04907:2:Z4209407205;49:04917:1:Z4209434968;49:04957:0:Z4209587901;
CC1(C)CCc2ncncc2C1,30,49:04907:3:Z3606124186;49:04916:6:Z5048926185;49:04916:6:Z5048926186;
FC1(F)CCOc2ccccc2C1,31,49:04907:3:Z4255902220;49:04914:3:Z4257391506;49:04920:1:Z4258371506;
CC1(C)CCNC(=O)c2ccccc21,4,49:04907:3:Z5057577768;49:04915:8:Z5058628105;49:04922:3:Z5058625348;
CC1=CCN(C)C(=O)N1C,13,49:04907:3:Z1416397592;49:04910:4:Z1134885019;49:04910:5:Z1151497402;
Cc1cccc2[nH]c(=O)sc12,10,49:04907:3:Z2442458598;49:04936:7:Z2991658663;49:04937:4:Z3341476586;
Cc1cc(C)c(C)c(C)c1,20,49:04907:3:Z2176361958;49:04920:0:Z19674165;49:04920:4:Z1724888533;
O=C1CC2CCCCCC2=NN1,6,49:04907:3:Z3827855292;49:04915:1:Z3827856342;49:04936:9:Z3827855376;
FC1(F)CCCNCCC1,4,49:04907:3:Z4906330237;49:04913:5:Z4452219828;49:04942:9:Z4563116885;
C=C1CCOCC1,23,49:04907:4:Z1685499848;49:04910:8:Z2172231804;49:04926:7:Z1683495954;
Cc1cc(C)c2ccc(=O)[nH]c2c1,6,49:04907:4:Z4216997836;49:04944:8:Z4216995933;49:04948:5:Z4216995311;
O=c1[nH]cnc2c1sc1ncccc12,8,49:04907:4:Z2832958339;49:04925:4:Z2851105238;49:04930:2:Z2832958429;
Cn1cnc(=O)[nH]1,8,49:04907:4:Z3254851124;49:04916:2:Z1899698172;49:04920:7:Z1899703966;
c1ncc2c(n1)NCC2,42,49:04907:4:Z4654452843;49:04910:5:Z4330708144;49:04911:3:Z4330693093;
c1ncc2c(n1)OCCO2,48,49:04907:4:Z5047759458;49:04908:6:Z5047765073;49:04910:5:Z5047751177;
Cc1c2c(nc3ccccc13)CCNC2,3,49:04907:4:Z1966272284;49:04984:9:Z5011208171;49:04993:0:Z1966273124;
CC1CCC2CC1C2(C)C,4,49:04907:5:Z4170303962;49:04957:9:Z2595333820;49:04987:0:Z2595333932;
O=C1NCNc2ccc(F)cc21,17,49:04907:5:Z729942146;49:04910:3:Z2830878352;49:04915:2:Z2351285382;
CC1CCc2c(sc3nc[nH]c(=O)c23)C1,26,49:04907:5:Z2111601449;49:04907:6:Z1817164256;49:04917:1:Z242585168;
O=S1(=O)CCC(F)C1,10,49:04907:5:Z4573291907;49:04916:7:Z4573375389;49:04918:4:Z4575724037;
CC1Cc2ccccc2NC1=O,6,49:04907:5:Z3348263151;49:04917:1:Z3368433723;49:04928:0:Z3340233031;
Oc1ccnc2c(F)cc(F)cc12,49,49:04907:5:Z2110756625;49:04908:7:Z2641178553;49:04909:8:Z2964259026;
Cc1cc(=O)[nH]c2c(C)cccc12,14,49:04907:6:Z4385359440;49:04908:4:Z4445947609;49:04915:5:Z4027992602;
CC1=NCC(=O)Nc2sc3c(c21)CCC3,4,49:04907:6:Z4075607029;49:04908:6:Z3307797831;49:04960:4:Z3307797840;
O=c1[nH]cnc2c1CCNC2,14,49:04907:6:Z2898046871;49:04909:8:Z2720738482;49:04913:2:Z1762942033;
c1ccc2c(c1)ccc1[nH]ccc12,54,49:04907:6:Z2884029279;49:04910:5:Z4054032721;49:04910:8:Z1934783495;
O=c1[nH]c2c(s1)CCCC2,62,49:04907:7:Z3499634767;49:04910:9:Z2034662572;49:04911:3:Z1232701607;
O=c1[nH]cnc2c[nH]nc12,7,49:04907:7:Z4524932425;49:04914:1:Z4524933624;49:04929:3:Z4524933422;
O=C1CNC(=O)C2(CC2)N1,3,49:04907:7:Z4524936063;49:04931:6:Z4208580539;49:04988:5:Z4524935168;
C1C2CC3CC1CC(C2)N3,8,49:04907:7:Z3878307170;49:04910:9:Z3101685777;49:04915:7:Z3619662127;
O=C1CC2CCc3sccc3C2=NN1,2,49:04907:7:Z2863958835;49:04942:4:Z2863959209;
CC12CC3CC(C)(C1)CC(C)(C3)C2,8,49:04907:7:Z2784748594;49:04919:6:Z1725147625;49:04933:0:Z1724514736;
Cc1cc(C)c2c(c1)CCCCO2,22,49:04907:7:Z2611113317;49:04909:8:Z4171426179;49:04910:1:Z1437520120;
Fc1cc2nc[nH]c2cc1Cl,25,49:04907:7:Z2679032592;49:04908:1:Z2667679665;49:04909:2:Z2780595914;
Cc1cnc(=O)[nH]c1,6,49:04907:8:Z2365230566;49:04927:8:Z2365231322;49:04946:3:Z2365232269;
Fc1ccc2c(c1)CNCCC2,29,49:04907:8:Z2979329363;49:04915:5:Z2047924120;49:04915:5:Z2699957101;
Cn1c(=O)[nH]c2ccc(Cl)cc21,6,49:04907:8:Z3633997671;49:04914:8:Z3633998549;49:04949:6:Z3633997719;
OC1CCCNc2ccccc21,26,49:04907:8:Z4040261319;49:04912:8:Z1922450296;49:04916:5:Z4268560381;
O=c1[nH]c2ncnn2c2ccccc12,16,49:04907:8:Z4506580412;49:04909:4:Z4502588518;49:04909:7:Z4447272816;
CN1CC2(CCNCC2)c2ccccc21,53,49:04907:9:Z4088622479;49:04908:6:Z3833650516;49:04908:9:Z3893168938;
Cc1ncc(Cl)cc1Cl,10,49:04908:0:Z2205544885;49:04908:4:Z1816302448;49:04910:5:Z1615513973;
Clc1ccc2c(c1)SCCCN2,34,49:04908:0:Z2821644241;49:04909:7:Z4385330229;49:04910:6:Z4128447833;
Cc1cc(=O)c2ccccc2o1,9,49:04908:0:Z3340023223;49:04918:5:Z3340024604;49:04919:0:Z3340024070;
c1cc2[nH]ccc2nn1,4,49:04908:0:Z3484580417;49:04921:8:Z4224118235;49:04947:2:Z3506048545;
O=c1[nH]c(=O)c2cc(F)ccc2[nH]1,25,49:04908:1:Z4080796687;49:04932:4:Z1503911626;49:04937:6:Z4080769263;
Cc1cc2c(cc1C)OCCCC2,29,49:04908:1:Z1694545273;49:04909:3:Z2351392279;49:04916:6:Z1437556993;
Cc1cc(Cl)cc2scnc12,6,49:04908:1:Z4338602919;49:04920:1:Z4338602848;49:04929:5:Z4338602916;
C1CCN2C(C1)COCC21CNCOC1,25,49:04908:2:Z3634114602;49:04915:2:Z4231903817;49:04919:1:Z4423257784;
c1ccc2c(c1)CCC21CCOCC1,22,49:04908:2:Z4888496387;49:04911:8:Z4888504916;49:04914:6:Z4888480218;
Cc1cc2c(=O)[nH]nnc2s1,17,49:04908:2:Z3633988681;49:04910:0:Z3633987868;49:04911:7:Z4415126067;
CC1CCNc2ccccc2N1,7,49:04908:2:Z3816079742;49:04933:7:Z3816079749;49:04963:4:Z1275730535;
Nc1nc2cnccc2s1,2,49:04908:2:Z4223359872;49:04978:3:Z3346961315;
Cn1c(=O)cnc2ccccc21,20,49:04908:2:Z1729841684;49:04909:5:Z1167101217;49:04909:9:Z990957126;
O=C1NCC2(CC2)C(=O)N1,28,49:04908:3:Z3210977928;49:04916:2:Z3210984514;49:04924:3:Z3210954764;
CC1(C)CNC(=O)CNC1=O,2,49:04908:3:Z4208574479;49:04973:2:Z4208565956;
Clc1ccc(Cl)c2c1CCCN2,14,49:04908:4:Z4654274999;49:04917:8:Z2326124674;49:04919:7:Z4668809403;
Cc1cccc2cn(C)nc12,14,49:04908:4:Z3790753350;49:04910:2:Z4209646458;49:04917:9:Z4188610648;
Cc1c(Cl)cc(Cl)c2nccc(=O)n12,14,49:04908:4:Z2010640346;49:04911:1:Z1252474065;49:04913:9:Z46159695;
Cc1nn(C)c(=O)[nH]1,11,49:04908:4:Z4137550960;49:04917:5:Z4137545693;49:04922:5:Z5057835874;
Cc1cccc2c1C(=O)CO2,8,49:04908:4:Z2789440529;49:04913:3:Z2832816480;49:04921:2:Z428855910;
Fc1ccc2c(c1)-c1sccc1CS2,4,49:04908:4:Z1368292773;49:04908:4:Z2322359374;49:04908:8:Z1743984434;
O=c1[nH]cnc2c(Cl)cc(Cl)cc12,13,49:04908:4:Z4134096297;49:04912:7:Z1617998033;49:04913:7:Z429153316;
CC1(C)CNc2ccccc2C1=O,37,49:04908:4:Z4360295926;49:04911:9:Z4360294437;49:04914:5:Z4360296973;
C1CNC2(CNC2)OC1,14,49:04908:5:Z4091796888;49:04918:2:Z4091795480;49:04924:4:Z4091797143;
Cc1c(Cl)cc(F)cc1Cl,2,49:04908:5:Z3774355467;49:04928:8:Z3774354201;
Cc1ccc2cc(C)oc2c1,59,49:04908:6:Z4479083984;49:04910:3:Z4479084630;49:04912:8:Z4448912425;
FC1=CCCCc2ccccc2C1,9,49:04908:6:Z4256883769;49:04910:7:Z4255571981;49:04914:7:Z3409736031;
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,40,49:04908:6:Z2719098696;49:04910:7:Z3343484547;49:04912:6:Z2188256229;
FC1(F)C2CC3C(C2)C31,8,49:04908:6:Z4172243673;49:04914:3:Z4169076686;49:04918:3:Z4175627070;
O=C1CNC(=O)C2(CCOCC2)CN1,2,49:04908:6:Z4009008969;49:04936:9:Z4009008964;
Cn1[nH]c(=O)cc1Cl,6,49:04908:7:Z4453098274;49:04916:9:Z4134229319;49:04925:1:Z4134230590;
OC12CCCC1CNC2,3,49:04908:7:Z4418935390;49:04964:3:Z4266355117;49:04964:3:Z4266300136;
Cc1ncc2c3c(sc2n1)CCCCC3,15,49:04908:7:Z1189032369;49:04927:7:Z1785794821;49:04930:1:Z2212483766;
Nc1cncc(Cl)n1,1,49:04908:7:Z4224139296;
Oc1cnc(Cl)nc1,15,49:04908:7:Z4638262240;49:04915:1:Z4638261194;49:04919:1:Z4638263146;
O=c1[nH]cnc2ccoc12,2,49:04908:7:Z4208976351;49:04936:3:Z4208977644;
CC1(C)COC2(CC3CCCC3C2)OC1,26,49:04908:7:Z4215167713;49:04933:5:Z4209815270;49:04939:2:Z4214010948;
CC1(C)CCCc2cccnc21,37,49:04908:7:Z4455350481;49:04915:8:Z4455186226;49:04920:4:Z4455322723;
c1ccc2c(c1)OCc1scnc1-2,8,49:04908:7:Z2094785111;49:04909:5:Z2094771315;49:04914:0:Z2094765525;
Cc1cc(F)cc2c1S(=O)(=O)NC2=O,31,49:04908:7:Z3513337675;49:04913:8:Z2212259897;49:04913:8:Z3831229087;
Cc1ncsc1Cl,20,49:04908:7:Z4332011917;49:04916:2:Z4332008570;49:04916:5:Z4923205407;
Cc1nc2ccccc2cc1O,31,49:04908:8:Z4136660326;49:04912:1:Z4135406282;49:04912:2:Z4051582260;
FC1(F)CCCc2ccccc21,22,49:04908:9:Z3780819719;49:04909:8:Z3780836093;49:04914:8:Z3780837283;
OC1C2CC3CC(C2)CC1C3,9,49:04908:9:Z3626274774;49:04920:8:Z4101415435;49:04927:3:Z4009000671;
Cc1cc[nH]c(=O)n1,8,49:04908:9:Z2613457040;49:04909:6:Z2613458356;49:04924:9:Z2613456950;
O=C1NS(=O)(=O)N2CCCC12,73,49:04909:0:Z3343625852;49:04909:0:Z3341972917;49:04909:9:Z4917141482;
CC1=Nc2ccccc2C12CCNCC2,49,49:04909:0:Z2836712345;49:04913:4:Z2952869695;49:04914:8:Z2881734468;
Oc1nc2c(s1)CCCC2,4,49:04909:0:Z3095589274;49:04923:2:Z3095589726;49:04964:7:Z3095589712;
O=c1[nH]cc(Cl)s1,10,49:04909:1:Z3799712714;49:04914:0:Z3799715572;49:04916:5:Z3799711951;
Cc1noc2nc[nH]c(=O)c12,19,49:04909:1:Z3799385774;49:04916:3:Z4108768836;49:04921:6:Z3831236010;
O=S1(=O)CCC2CCCCN21,47,49:04909:2:Z4252958286;49:04909:2:Z4253605443;49:04910:3:Z4537012385;
O=C1NC2CCNCC2N1,15,49:04909:2:Z4054272933;49:04909:9:Z4169594517;49:04937:7:Z4169593593;
O=c1[nH]ncc2c1cc1n2CCCC1,4,49:04909:2:Z3253678965;49:04932:9:Z3253678875;49:04939:8:Z3253677843;
Cc1cc2c(Cl)ccc(Cl)c2[nH]1,9,49:04909:2:Z3533447852;49:04918:9:Z3467545461;49:04947:6:Z4285607085;
Nc1ncc2cn[nH]c2n1,33,49:04909:2:Z3339686813;49:04916:6:Z3339687037;49:04929:3:Z4342063725;
O=C1CCS(=O)(=O)N1,13,49:04909:3:Z3341519299;49:04931:0:Z2478298293;49:04941:0:Z3638698216;
Cc1ccc2nc[nH]c2n1,9,49:04909:3:Z1527387623;49:04911:6:Z1527387440;49:04919:4:Z1527387574;
CC1(C)NCc2c1[nH][nH]c2=O,10,49:04909:3:Z4265651879;49:04911:1:Z4264945304;49:04954:8:Z4265076348;
O=S1(=O)CC2CCCC(C2)C1,3,49:04909:3:Z4255391444;49:04916:5:Z4257280165;49:04926:7:Z4253466706;
FC12CCCC(CCC1)C2,15,49:04909:4:Z4214943292;49:04923:0:Z4210023285;49:04946:0:Z3858134750;
CN1CCc2ccc(F)cc2C1,16,49:04909:4:Z4458812159;49:04917:0:Z3500545720;49:04925:2:Z3514302982;
c1nc2c(o1)CCOC2,23,49:04909:4:Z4458812159;49:04910:4:Z4458637744;49:04911:7:Z4458524883;
Clc1ccc2c(c1)CCCCO2,27,49:04909:5:Z4258743872;49:04909:5:Z4258694880;49:04911:8:Z1437887954;
N=c1[nH]c2ccccc2[nH]1,13,49:04909:5:Z2442974243;49:04911:1:Z3870231291;49:04913:8:Z4059962055;
Cc1nc(Cl)n[nH]1,20,49:04909:5:Z2918736910;49:04910:2:Z2918729405;49:04912:8:Z2918737438;
Cn1[nH]c2ccccc2c1=O,16,49:04909:5:Z3877855905;49:04910:7:Z2951463725;49:04913:9:Z3516380346;
Oc1nccc2cnccc12,2,49:04909:5:Z4224152353;49:04956:0:Z4223192904;
Fc1cc(F)c2c(c1)OCCCC2,33,49:04909:5:Z2285583991;49:04911:1:Z2285585664;49:04916:1:Z2928871238;
c1ccc2c(c1)OCC1CNCC21,17,49:04909:5:Z3511536239;49:04912:5:Z3524005991;49:04915:5:Z3345502163;
Fc1cccc2[nH]ncc12,10,49:04909:6:Z1340449382;49:04915:5:Z2148019558;49:04922:9:Z1340448906;
Cc1ccc(F)cc1Cl,5,49:04909:6:Z3774356845;49:04931:9:Z5057835007;49:04968:3:Z3774356335;
CC1CC(O)CC(C)N1,47,49:04909:6:Z4194147653;49:04909:6:Z1865261934;49:04916:3:Z4194141860;
Cn1ccc2c(O)ncnc21,3,49:04909:6:Z4134353770;49:04945:4:Z4224302649;49:04949:3:Z4134356214;
