fragment_smiles,occurences,example_ligands
FC1(F)CCc2ccccc2C1,5,347:34704:3:Z4252752892;347:34739:5:Z4255667778;347:34741:0:Z4431470479;
CC12CCCCC1NCCC2,16,347:34704:3:Z3416413050;347:34726:3:Z4770622713;347:34729:8:Z4250018557;
CC1Cc2cc(O)ccc2C(C)N1,53,347:34704:3:Z4253326258;347:34707:9:Z4253333358;347:34709:2:Z4253327432;
CC1(C)CCc2ccccc2N1,45,347:34704:3:Z4239239492;347:34705:0:Z4239231022;347:34705:4:Z4239244559;
Oc1ncnc2cc(Cl)ccc12,3,347:34704:3:Z3558042603;347:34726:7:Z3556325475;347:34795:3:Z3557288847;
O=C1CCCc2cc(Cl)ccc2N1,11,347:34704:4:Z3509198316;347:34705:5:Z3358983472;347:34706:6:Z4080666014;
CC1(C)CCc2nc[nH]c(=O)c2C1,21,347:34704:4:Z2442413545;347:34708:5:Z2442411019;347:34712:6:Z2445909137;
CC1(C)Cc2ccccc2NC1=O,85,347:34704:4:Z3819242157;347:34705:3:Z4608502070;347:34705:7:Z3819285156;
c1cc2cc3c(cc2[nH]1)OCCO3,13,347:34704:4:Z236532558;347:34717:5:Z236536928;347:34723:8:Z236532788;
c1cnc2cc3c(cc2c1)OCO3,30,347:34704:4:Z1439326632;347:34708:6:Z2274700997;347:34709:3:Z1439206022;
Cc1ccnc2cc(O)ccc12,15,347:34704:4:Z4264081552;347:34709:2:Z4264060969;347:34724:2:Z4883329989;
Cc1cc2cc[nH]c(=O)c2n1C,6,347:34704:4:Z3341116851;347:34717:7:Z3638596770;347:34722:4:Z3339315211;
Cc1cccc2c1OCC2=O,2,347:34704:4:Z2789428232;347:34769:9:Z2789428551;
CC1CCNc2ccccc2N1,25,347:34704:4:Z2706707781;347:34704:6:Z1315730510;347:34710:4:Z2369541085;
FC1(F)CCC2(CCNCC2)C1,121,347:34704:4:Z4089455114;347:34707:7:Z3796765301;347:34709:4:Z4089451452;
Cc1cc2cc[nH]c2cc1Cl,31,347:34704:4:Z3189029876;347:34705:7:Z4598228114;347:34709:7:Z3187968073;
Cc1ccc2c(c1)NCCN2,37,347:34704:4:Z4132178237;347:34713:1:Z3712528456;347:34718:5:Z3653316325;
c1ccc2c(c1)CCc1cnoc1-2,65,347:34704:4:Z4522301321;347:34704:6:Z2959744834;347:34706:0:Z2958173360;
Cc1coc2c1ccc1ccccc12,60,347:34704:5:Z1000445526;347:34704:9:Z952560580;347:34705:5:Z1561078288;
Cc1ccc2c(c1)CCCCO2,39,347:34704:5:Z1993949581;347:34705:0:Z4374712200;347:34707:2:Z4382574447;
c1cc2c(cn1)NCC21CCC1,43,347:34704:5:Z4273338475;347:34706:9:Z4218472592;347:34707:5:Z4518432334;
C1CC2CC(CO2)N1,93,347:34704:5:Z5006596705;347:34704:5:Z3594282490;347:34706:1:Z3594259465;
CC1Cc2ccccc2NC1C,28,347:34704:5:Z3092947818;347:34714:9:Z3208948798;347:34714:9:Z4126604029;
Oc1ccnc2c(F)cc(F)cc12,105,347:34704:5:Z1988088460;347:34706:2:Z3094993009;347:34706:4:Z2086594380;
Oc1cc2c(nn1)CNC2,31,347:34704:5:Z4960938797;347:34705:1:Z4525933839;347:34711:1:Z4960939049;
CC1(C)Cc2ccsc2CN1,25,347:34704:5:Z2299675841;347:34705:9:Z2684776177;347:34708:1:Z2365825977;
Cc1ccoc(=O)c1,29,347:34704:5:Z4559860277;347:34706:9:Z4263101878;347:34711:6:Z4267837986;
Cn1ncc2cnc(N)nc21,64,347:34704:5:Z4158164365;347:34710:1:Z2505710315;347:34711:4:Z2505911520;
NC1CC(O)C12CCC2,128,347:34704:5:Z4447573560;347:34704:5:Z4174883057;347:34706:0:Z4175000524;
O=C1CC2CCCC(C1)N2,45,347:34704:5:Z3626932358;347:34706:4:Z3626930605;347:34709:2:Z3626936641;
C=C1CCOC1,1,347:34704:5:Z3656065761;
O=S1(=O)CCC(F)C1,1,347:34704:5:Z4577115879;
O=C1NC2CC(N1)c1cccc(F)c1O2,15,347:34704:5:Z4414624302;347:34704:6:Z4414623858;347:34707:2:Z4414624115;
Fc1cc2ncsc2cc1F,67,347:34704:5:Z1097157475;347:34705:3:Z941540988;347:34706:8:Z3100898988;
C1CCC2(CNC1)CNC2,102,347:34704:5:Z2719639998;347:34706:8:Z2719638825;347:34706:9:Z4267742323;
Cc1cc2nc(Cl)ccn2n1,33,347:34704:5:Z4026991398;347:34705:2:Z2612282381;347:34715:4:Z2610768276;
c1ncc2c(n1)NCC2,18,347:34704:5:Z4330707977;347:34713:7:Z4330694850;347:34721:8:Z4330693333;
OC1CCC2CCC1N2,33,347:34704:6:Z4255533504;347:34709:8:Z4256575629;347:34710:7:Z4255772124;
Cc1cc(O)n2ncnc2n1,31,347:34704:6:Z2176275340;347:34705:4:Z2861681256;347:34711:6:Z1724360798;
CC1CCCCC1(C)C,21,347:34704:6:Z3652697295;347:34707:7:Z3788216145;347:34714:8:Z3787482209;
N=S1(=O)CC2(CNC2)C1,84,347:34704:6:Z4138776079;347:34707:6:Z4142640819;347:34708:0:Z4199906162;
Cc1cccc2c(=O)[nH]ccc12,2,347:34704:6:Z2442733816;347:34738:6:Z2613995309;
Oc1nc2c(s1)CCCC2,18,347:34704:6:Z3136295854;347:34704:8:Z3095589129;347:34716:9:Z3098520221;
CC1COC2CCCCC12,84,347:34704:6:Z4906313658;347:34708:3:Z4906710963;347:34709:0:Z4911416986;
Oc1ccc2c(c1)OCCN2,13,347:34704:6:Z5020850457;347:34707:8:Z5020850858;347:34714:7:Z5017764088;
O=S1(=O)CCNC2(CCC2)C1,46,347:34704:7:Z4255306259;347:34705:1:Z4031701099;347:34705:5:Z4031705556;
C1CC12CC21CC1,52,347:34704:7:Z2859524831;347:34706:0:Z2884341672;347:34707:0:Z3570340186;
c1ccc2c(c1)OCc1cn[nH]c1-2,52,347:34704:7:Z4183982331;347:34704:7:Z4136673828;347:34706:0:Z1902503666;
CC12CCC(CC1)N2,49,347:34704:7:Z4406884023;347:34705:0:Z3435324764;347:34707:3:Z3570788565;
Clc1ccc2c(c1)NCCCC2,44,347:34704:7:Z1673484356;347:34705:1:Z1886940237;347:34705:2:Z1886938966;
Cc1ccnc(Cl)n1,6,347:34704:7:Z4228826383;347:34717:9:Z4228551794;347:34723:7:Z4230027938;
Oc1ncnc2c1CCNC2,3,347:34704:7:Z1541781639;347:34732:6:Z1541781708;347:34772:8:Z2285426541;
Cc1nc2nccnc2s1,16,347:34704:7:Z4961440923;347:34716:9:Z4961435997;347:34717:1:Z4961436363;
Cc1cnc(C)n1C,31,347:34704:7:Z4444731928;347:34708:6:Z4455335421;347:34710:4:Z4455320705;
O=C1NC2CC(N1)c1cc(O)ccc1O2,5,347:34704:7:Z4444731928;347:34713:4:Z4444732166;347:34736:8:Z4024866737;
NC1CC2CC12,17,347:34704:7:Z3696934785;347:34723:3:Z3697027844;347:34723:3:Z3512932036;
O=C1CCCNC1,34,347:34704:7:Z3589134961;347:34704:8:Z3589139049;347:34704:8:Z3589142009;
CC1=CC=Nc2ccccc2N1,23,347:34704:7:Z4371362596;347:34705:2:Z1478464481;347:34714:0:Z1203928182;
O=c1[nH]c2c(c(=O)[nH]1)CCNC2,75,347:34704:7:Z3867032080;347:34707:3:Z3867036810;347:34707:5:Z3782349372;
Cc1ncc2c(=O)n(C)c(=O)[nH]c2n1,19,347:34704:7:Z1838192615;347:34704:8:Z2342313445;347:34711:1:Z2016942977;
CC1CNCC(C)C1N,42,347:34704:7:Z3522703970;347:34707:8:Z3522698126;347:34708:3:Z3499133236;
CC1(C)C2CNCC21,87,347:34704:7:Z1265266975;347:34706:3:Z1265269962;347:34706:4:Z2019355197;
Cc1ccc(Cl)c2cccnc12,50,347:34704:7:Z3833906734;347:34707:4:Z2273859640;347:34709:1:Z4998749104;
O=C1NC2CC(N1)c1cnccc1O2,2,347:34704:7:Z4212812675;347:34789:0:Z4380651111;
c1cn2ncnc2cn1,47,347:34704:7:Z3560240685;347:34705:0:Z3648903697;347:34705:1:Z2434512438;
CN1CCc2ccc(F)cc2C1,8,347:34704:7:Z3500542915;347:34704:9:Z3500541764;347:34711:2:Z3514300536;
Cc1csc2[nH]c(=O)ccc12,28,347:34704:8:Z214837456;347:34706:5:Z4997127703;347:34708:2:Z391818754;
CC1CCC(C)(C)CN1,22,347:34704:8:Z3916521177;347:34714:4:Z3871606152;347:34718:1:Z4042095459;
O=C1CCC(O)CN1,23,347:34704:8:Z3343336003;347:34704:9:Z3343529354;347:34710:9:Z3343112654;
c1ncc2[nH]ccc2n1,17,347:34704:8:Z4225218683;347:34705:6:Z4342002173;347:34706:2:Z4341985530;
C1CCC2(CC1)CCCCNC2,18,347:34704:8:Z4308629342;347:34706:3:Z3626706474;347:34715:4:Z3601666797;
CC1NCC1O,21,347:34704:8:Z4142495694;347:34711:4:Z4181083302;347:34717:2:Z4667493487;
CC1CCOCN1,32,347:34704:8:Z3055067617;347:34709:0:Z3055067797;347:34711:9:Z3055065605;
CC1(C)CC2CCC1C2,21,347:34704:8:Z3133112398;347:34706:7:Z3871407939;347:34709:1:Z3174419854;
O=c1[nH]cnc2c(Cl)cc(Cl)cc12,15,347:34704:8:Z1227777796;347:34707:3:Z91660136;347:34709:5:Z1446865087;
c1cc2cncnc2cn1,48,347:34704:8:Z3078362075;347:34705:8:Z2347299714;347:34707:8:Z2973990830;
Cc1ccc2cncnc2c1,22,347:34704:8:Z3559464743;347:34707:5:Z3559826178;347:34709:4:Z3558740057;
CC12CCCCC1CCC21OCCO1,9,347:34704:8:Z4253231275;347:34716:0:Z4256798130;347:34726:1:Z4537136225;
NC1CCCC12CNC2,20,347:34704:8:Z4210680468;347:34719:9:Z4210655093;347:34723:7:Z4210680082;
Cc1nnc2ccc(Cl)nn12,20,347:34704:8:Z5013089472;347:34707:7:Z4346310154;347:34709:2:Z4346301636;
C1CC2CSCC(C1)C2,13,347:34704:8:Z4256769340;347:34709:4:Z4253873698;347:34720:5:Z4256687897;
Cc1cnc(Cl)s1,45,347:34704:8:Z2178003052;347:34706:3:Z3722628326;347:34711:3:Z1871090945;
CC1NCCc2c(Cl)cc(Cl)cc21,23,347:34704:8:Z1391586319;347:34705:9:Z2183976219;347:34708:2:Z1572361949;
C1C2CC3CC1CC(C2)O3,4,347:34704:8:Z3646418923;347:34720:5:Z3670190787;347:34770:5:Z3646419301;
Fc1c(Cl)ccc2cc[nH]c12,35,347:34704:9:Z3587433736;347:34707:3:Z3708095498;347:34707:4:Z3584993280;
C1CC2(C1)CC1CCC(C2)N1,25,347:34704:9:Z4170427145;347:34711:5:Z4170313837;347:34726:8:Z4170173554;
Cn1ncc(=O)n(C)c1=O,20,347:34704:9:Z114208454;347:34705:2:Z1166509482;347:34707:3:Z792880704;
c1ncc2c(n1)C1CCC2C1,20,347:34704:9:Z4648758165;347:34710:5:Z4648752556;347:34725:7:Z4648756123;
Cc1c(F)cccc1Cl,28,347:34704:9:Z4355651609;347:34708:2:Z4350447849;347:34709:9:Z4412174230;
Cc1ccc2c(c1F)CCCN2,35,347:34704:9:Z4132546293;347:34705:3:Z4132546860;347:34713:8:Z4132546315;
O=C1NCS(=O)(=O)c2ccccc21,3,347:34704:9:Z3347305439;347:34729:2:Z4504711686;347:34795:1:Z4223382178;
O=c1cc2ccccc2c[nH]1,11,347:34704:9:Z2993838393;347:34720:0:Z3499978896;347:34727:8:Z2852725563;
CC1(N)CNC1,3,347:34704:9:Z3132532432;347:34736:1:Z3132531664;347:34738:0:Z3132531754;
O=S1(=O)CC2CCC(C2)N1,19,347:34704:9:Z2994075186;347:34706:0:Z4906309568;347:34707:8:Z3832172380;
CN1CCCC2(CCC2)C1,4,347:34705:0:Z3642482785;347:34778:8:Z4392787021;347:34784:8:Z3642482373;
Cc1ccc2cccnc2c1Cl,54,347:34705:0:Z3185513666;347:34705:8:Z3203198871;347:34707:5:Z3202076585;
C1OC2C3COC2C1N3,25,347:34705:0:Z4135230346;347:34716:0:Z2958025765;347:34720:1:Z2893409135;
Cn1ncc2c(=O)[nH]nnc21,13,347:34705:0:Z4415106586;347:34706:3:Z1376350461;347:34713:2:Z1376350857;
Fc1cccc2scnc12,24,347:34705:0:Z3176989095;347:34705:2:Z3887655619;347:34706:8:Z3176935898;
Fc1ccc2c(c1)C=CCO2,2,347:34705:0:Z1537147970;347:34785:1:Z1684982084;
c1noc2c1CCC2,11,347:34705:0:Z3531383731;347:34710:0:Z3389569242;347:34719:6:Z4233368519;
c1ccc2c(c1)sc1ncncc12,10,347:34705:0:Z1994114783;347:34717:1:Z1994069069;347:34725:1:Z1994075278;
C1=NC2CCCCC2S1,32,347:34705:0:Z4225596828;347:34706:3:Z4225578600;347:34713:4:Z4609034372;
CN1CCN(C)c2ccccc2C1,3,347:34705:1:Z2407383989;347:34779:4:Z2407383897;347:34794:8:Z2407383833;
O=c1[nH]ccn2nncc12,36,347:34705:1:Z4149000289;347:34708:2:Z4149540075;347:34715:1:Z4149749201;
CC1(C)CCO1,38,347:34705:1:Z4325229465;347:34707:9:Z4317259101;347:34709:4:Z4320754432;
c1ccc2c(c1)ccc1[nH]ccc12,61,347:34705:1:Z4240793587;347:34705:2:Z773709884;347:34707:3:Z2647018103;
Nc1ccns1,28,347:34705:1:Z4320018835;347:34707:4:Z4251640050;347:34708:2:Z4327127317;
O=c1cc[nH]c2ccsc12,14,347:34705:1:Z1262260729;347:34715:3:Z1273001557;347:34717:1:Z1262260349;
O=C1CC2(CNC2)n2ccnc2N1,47,347:34705:1:Z3370349670;347:34706:6:Z3370351715;347:34706:6:Z3370348246;
Cc1ncc2c3c(sc2n1)CCCC3,18,347:34705:1:Z808248546;347:34736:0:Z1172206480;347:34738:9:Z1980882334;
CC=C1CC1,1,347:34705:1:Z3367639006;
Cc1cnc(O)s1,20,347:34705:1:Z2772317682;347:34707:9:Z2771111025;347:34710:0:Z2770616466;
CC1(C)CCC(C)(C)NC1,24,347:34705:1:Z2705794368;347:34707:4:Z2755489455;347:34713:6:Z2717972369;
O=C1CC2CNC(C1)C2,54,347:34705:1:Z4327056067;347:34705:2:Z4181004555;347:34708:7:Z4180988026;
CC12CC(C1)C1(CCNCC1)O2,17,347:34705:1:Z3680707668;347:34716:3:Z3385240364;347:34721:1:Z3596775789;
OC1NCCCC1F,42,347:34705:1:Z4771715040;347:34705:8:Z4271737260;347:34710:1:Z4271676164;
Cn1cc2cncnc2n1,27,347:34705:2:Z3859917333;347:34709:5:Z3493131260;347:34710:0:Z4150934298;
O=c1cc(O)cco1,39,347:34705:2:Z2027436643;347:34711:6:Z2027400229;347:34721:5:Z2297322917;
N=c1nc[nH]cn1,10,347:34705:2:Z2861180153;347:34721:8:Z2861407471;347:34736:1:Z2861271082;
Nc1ccnc2c1CNCC2,19,347:34705:2:Z2951971889;347:34709:2:Z2951973901;347:34720:8:Z2951971187;
C1CC2CCC(C2)N1,33,347:34705:2:Z4130036603;347:34708:7:Z3856367629;347:34708:9:Z4276378131;
Oc1nc2ccccc2[nH]1,8,347:34705:2:Z4217057005;347:34716:4:Z3053735997;347:34721:1:Z2466289330;
Cn1cnc2c(=O)[nH]cnc21,2,347:34705:2:Z2983061404;347:34706:4:Z3789954492;
Fc1c(Cl)ccc2c1NCCC2,15,347:34705:2:Z4130297867;347:34707:7:Z4556658999;347:34716:6:Z2326167040;
Cc1cc2c(=O)[nH]cnc2cc1F,29,347:34705:2:Z1651283046;347:34705:3:Z1651287491;347:34705:8:Z4134125408;
Nc1ncc2[nH]cnc2n1,43,347:34705:2:Z1675274059;347:34706:2:Z2094518514;347:34706:3:Z1317604484;
Cn1cnc(=O)cc1N,4,347:34705:2:Z3638743832;347:34723:8:Z3638741142;347:34751:2:Z3638747186;
Cc1cn2ncsc2n1,31,347:34705:3:Z1416428072;347:34706:3:Z929769060;347:34709:2:Z909639748;
OC1C2CC3CNC1C3C2,46,347:34705:3:Z1998313136;347:34706:0:Z2004350421;347:34706:1:Z1998310471;
C1=CSCC1,9,347:34705:3:Z3053415006;347:34742:2:Z3608547465;347:34763:9:Z3052765229;
OC1CCNOC1,27,347:34705:3:Z5020227557;347:34707:9:Z4250115142;347:34708:2:Z4508296911;
c1cnc2c(c1)CCC1(CCOCC1)O2,56,347:34705:3:Z4252542736;347:34706:1:Z4251557086;347:34708:6:Z4256244727;
N=S1(=O)CC2(CCNCC2)C1,22,347:34705:3:Z4922316712;347:34713:2:Z4922317918;347:34714:1:Z4922317215;
CC1(O)CNCCNC1,22,347:34705:3:Z4089768222;347:34713:4:Z4089767502;347:34714:2:Z4089767423;
Cc1cc2ccc(Cl)cc2[nH]1,39,347:34705:3:Z4406366898;347:34707:8:Z4406380117;347:34709:4:Z4406869801;
c1ccc2c(c1)CCC1(CNC1)O2,58,347:34705:3:Z5050486293;347:34707:1:Z5054820450;347:34708:3:Z5050427554;
Cc1cccc2nccc(C)c12,2,347:34705:3:Z1763399425;347:34791:8:Z1763397855;
OC1CCCCCCC1,10,347:34705:3:Z3359942988;347:34709:3:Z3359168040;347:34724:3:Z3362607567;
CN1CCC(C)(C)CC1=O,16,347:34705:3:Z4256465743;347:34714:4:Z4258305874;347:34718:0:Z4251659096;
CC1CCCCCCN1,18,347:34705:3:Z4042445617;347:34719:7:Z4009299370;347:34722:2:Z4025889585;
Cc1cnc2ccc(F)cc2c1Cl,3,347:34705:3:Z3393126033;347:34709:6:Z5023265334;347:34760:9:Z3391451664;
CC1(C)CCCC2(C1)OCCO2,18,347:34705:3:Z5058470090;347:34711:7:Z4258399839;347:34718:3:Z4255700504;
Cn1cc(Cl)ncc1=O,15,347:34705:3:Z3559062419;347:34709:2:Z3559120153;347:34709:5:Z3560192858;
Cc1cnc2ncccc2n1,26,347:34705:3:Z3390533914;347:34706:6:Z3390852179;347:34706:9:Z3390364166;
CC1NCCCS1,11,347:34705:4:Z4640060026;347:34706:1:Z4640070154;347:34716:0:Z4995041748;
CC=C1CCCC1,1,347:34705:4:Z3500355706;
CN1CC2CCC1CN2,18,347:34705:4:Z4221946075;347:34705:4:Z4221947600;347:34712:6:Z4221905945;
c1ccc2c(c1)CCC1CNC21,53,347:34705:4:Z4465135275;347:34705:5:Z4465399995;347:34705:7:Z4478527295;
NC12CCC(CC1)C2,48,347:34705:4:Z4422024665;347:34705:7:Z3101812250;347:34706:4:Z4057843661;
Cc1ncnc(O)c1C,16,347:34705:4:Z1607501747;347:34707:1:Z1607502713;347:34710:0:Z1607504903;
Nc1ncnc(Cl)n1,26,347:34705:4:Z5035996056;347:34705:5:Z3042979774;347:34711:0:Z2271322357;
Cc1ncc2c(ncn2C)n1,22,347:34705:4:Z4342619934;347:34708:7:Z4342612385;347:34709:0:Z4342625529;
Cc1cc2nncn2c2ccccc12,35,347:34705:4:Z20240226;347:34709:2:Z1347837400;347:34710:7:Z16636390;
NC1CCSCC1,25,347:34705:4:Z3697154643;347:34705:5:Z3698190183;347:34709:3:Z3697483991;
C1COCCON1,57,347:34705:4:Z3316746719;347:34706:4:Z4111182705;347:34707:6:Z3174343093;
CC1CNc2ccccc2C1=O,36,347:34705:4:Z5013060717;347:34706:6:Z4344818345;347:34709:2:Z4344817225;
CC1CCN(C)C1=O,53,347:34705:5:Z3171076411;347:34708:8:Z2924104961;347:34709:1:Z2783203615;
CC1(C)CCC(C)(C)C1,2,347:34705:5:Z4346294403;347:34742:6:Z4227304974;
O=C1Nc2ccccc2C12CNC2,52,347:34705:5:Z4249982890;347:34705:6:Z4249977098;347:34712:9:Z5034879898;
O=c1[nH]ccn2cccc12,4,347:34705:5:Z4216913557;347:34768:0:Z4216913528;347:34778:7:Z4216913574;
Cc1ccc(Cl)c2c1CCCN2,14,347:34705:5:Z3716583373;347:34717:2:Z2326096219;347:34717:8:Z5058944846;
CC1NCCC1N,11,347:34705:5:Z3144600420;347:34715:8:Z4055364060;347:34722:5:Z3364472226;
CC12CCCCC1Nc1ccccc12,11,347:34705:5:Z3207510639;347:34705:5:Z3207510637;347:34706:9:Z4341363710;
Clc1ccc2cccnc2c1Cl,14,347:34705:5:Z2742904727;347:34726:5:Z1594259108;347:34730:7:Z1743717507;
CC1CC(C)CC(C)(C)C1,12,347:34705:5:Z2815426317;347:34705:5:Z2815426312;347:34706:1:Z2872481492;
Cc1cc(C)c2ncsc2c1,42,347:34705:5:Z28748362;347:34708:7:Z392069378;347:34711:7:Z90728006;
O=C1NCOc2ccccc21,5,347:34705:5:Z730809310;347:34710:8:Z2830824450;347:34745:8:Z219412600;
O=c1[nH]cnc2[nH]ccc12,6,347:34705:5:Z1898881049;347:34753:4:Z4000682951;347:34779:7:Z1899619087;
CC1(C)Nc2ccccc2C1N,10,347:34705:5:Z2776459167;347:34730:7:Z2776460127;347:34736:8:Z2776458208;
CC12CCC(CC1)CN2,9,347:34705:5:Z4136926883;347:34716:0:Z4308578779;347:34753:1:Z3615284798;
c1n[nH]c2c1C1CCCC(C2)N1,43,347:34705:6:Z4261562789;347:34708:1:Z4261576392;347:34713:0:Z4277687293;
Clc1ccc2c(c1Cl)CCNC2,77,347:34705:6:Z1015306476;347:34707:4:Z1014975572;347:34712:6:Z1016463808;
CN1CC2CC1CN2,38,347:34705:6:Z4256700297;347:34706:9:Z4906730078;347:34707:9:Z4256684739;
CC12CC(C1)C1(CNC1)O2,30,347:34705:6:Z3441080669;347:34706:0:Z3622431177;347:34706:6:Z4163675346;
Cc1cccc(Cl)c1F,15,347:34705:6:Z3843791638;347:34725:8:Z3843789239;347:34726:4:Z3843778847;
C1NC2CC1C1CC21,22,347:34705:6:Z3992791794;347:34707:2:Z4557688310;347:34710:0:Z3693825718;
OC1CNOCC1O,25,347:34705:6:Z3594962149;347:34705:9:Z3594937865;347:34713:5:Z3594949032;
N=S1(=O)CCOCC1,16,347:34705:6:Z3369590465;347:34720:6:Z2966845991;347:34721:9:Z2966848094;
Nc1ncc2cn[nH]c2n1,4,347:34705:7:Z3339687569;347:34732:7:Z4342333628;347:34746:7:Z3339688060;
O=C1CCCc2ocnc21,6,347:34705:7:Z4258182320;347:34738:2:Z4258181572;347:34741:0:Z4258183335;
C1CN2CC3CC2(CO1)C3,8,347:34705:7:Z3207749138;347:34710:8:Z3207750949;347:34770:5:Z3092363422;
CC1(C)CCCS1(=N)=O,37,347:34705:7:Z3520595145;347:34707:7:Z3520598825;347:34708:9:Z3520600478;
Cc1cccnc1N,59,347:34705:7:Z4216746135;347:34707:2:Z2973289602;347:34707:3:Z2968993869;
CC1(C)CNCCCN1,52,347:34705:8:Z3591521352;347:34706:7:Z3661218326;347:34709:3:Z3598713574;
Clc1cccc2ncsc12,44,347:34705:8:Z1883311852;347:34708:0:Z1883309947;347:34715:0:Z1883303265;
CC1CCC(C)N(C)C1,5,347:34705:8:Z1437769041;347:34711:1:Z1437785944;347:34788:7:Z1437088128;
NC1CC(O)C1,71,347:34705:8:Z4207400182;347:34705:8:Z3383244945;347:34710:7:Z4203844583;
NC1CCCCCNC1,41,347:34705:8:Z2776899827;347:34706:2:Z2776788314;347:34707:8:Z2827491455;
Fc1cc(Cl)cc2cc[nH]c12,51,347:34705:8:Z3680803879;347:34706:0:Z2770659004;347:34708:2:Z4488863154;
Cc1cc(=O)n2cc[nH]c2n1,6,347:34705:9:Z2365411251;347:34713:7:Z2365412692;347:34744:6:Z2365413128;
CC1CC(O)CC(C)N1,44,347:34705:9:Z4194147351;347:34705:9:Z1865267235;347:34706:1:Z4194144106;
O=c1[nH]c2ccccc2c2ncnn12,21,347:34705:9:Z1569785813;347:34709:0:Z846975836;347:34711:6:Z1989860160;
Clc1cc2c(cc1Cl)OCCN2,26,347:34705:9:Z1964144385;347:34706:6:Z1964146041;347:34706:6:Z1959659366;
Nc1ncncc1F,6,347:34705:9:Z4226898586;347:34713:5:Z4226659096;347:34727:5:Z4227994388;
NC1CC2CCCC2C1,34,347:34705:9:Z4422386086;347:34708:3:Z4422387249;347:34708:9:Z4422387153;
FC1(F)CNCCSC1,28,347:34705:9:Z4773736918;347:34712:2:Z4773736643;347:34716:0:Z4474666207;
Oc1ccc2cc(F)ccc2n1,63,347:34705:9:Z2882541093;347:34707:1:Z2848034953;347:34711:4:Z2881490085;
CC1CNCC(N)C1,25,347:34705:9:Z4215547000;347:34709:7:Z4215543790;347:34709:9:Z4204445402;
c1ncc2c3c(sc2n1)CCC3,70,347:34705:9:Z805455026;347:34708:0:Z1272645584;347:34708:9:Z1958918404;
Oc1nccc2ccncc12,53,347:34705:9:Z3542403806;347:34707:6:Z3535589285;347:34708:4:Z3528488496;
O=c1[nH]cnc2cnsc12,39,347:34705:9:Z1273024731;347:34706:8:Z1872043094;347:34707:6:Z1763400114;
c1ccc2c(c1)C1CCC2NC1,4,347:34706:0:Z2921612772;347:34717:2:Z2852095866;347:34724:1:Z3142359909;
Oc1ccc2cc[nH]c2c1,67,347:34706:0:Z3667696918;347:34708:1:Z3665706151;347:34710:1:Z3668934877;
CN1C(=O)NC2CC1Oc1ccccc12,5,347:34706:0:Z4014820617;347:34720:3:Z4133900198;347:34739:4:Z4913776902;
CS1(=O)=NC2(CCC2)Nc2ccccc21,13,347:34706:0:Z4369614731;347:34710:6:Z4369616005;347:34710:6:Z4369616544;
O=c1[nH]cnc2sc3c(c12)CCSC3,6,347:34706:0:Z241548742;347:34725:7:Z1801513398;347:34729:5:Z1592707950;
c1cc2cn[nH]c2s1,38,347:34706:0:Z3577868576;347:34714:3:Z3526760981;347:34717:5:Z4093218387;
Clc1ccc2nn[nH]c2c1,6,347:34706:0:Z26063012;347:34715:5:Z1347214440;347:34738:7:Z354383230;
O=c1[nH]cccc1F,13,347:34706:0:Z3514098851;347:34723:1:Z2442472128;347:34723:7:Z3514095369;
Cc1cc(C)c(F)c(C)c1,16,347:34706:0:Z4277923749;347:34709:9:Z3009060505;347:34731:3:Z3009226716;
Cc1cnn2ccc(Cl)nc12,19,347:34706:0:Z3555957839;347:34707:7:Z3559016638;347:34709:5:Z3557392831;
CC1CC2(C1)OCCO2,53,347:34706:1:Z4481209915;347:34706:4:Z4481331278;347:34706:9:Z4480870454;
C1CNCCC2(C1)CCO2,25,347:34706:1:Z4270363901;347:34706:6:Z4773462987;347:34707:5:Z4270385295;
FC1(F)CCOc2ccccc2C1,9,347:34706:1:Z4256557377;347:34725:7:Z4257120149;347:34730:4:Z4251843040;
CC1CC2CCN1CC2,17,347:34706:1:Z4600823730;347:34715:5:Z4600825878;347:34719:8:Z4600821052;
O=C1CCCc2ncncc21,17,347:34706:1:Z2720860164;347:34721:8:Z2720854074;347:34727:4:Z2720859809;
CC1(C)CNc2ccc(Cl)cc21,11,347:34706:1:Z3277757564;347:34729:9:Z2783460630;347:34732:0:Z4127184823;
Clc1cccc2scnc12,11,347:34706:1:Z1849051921;347:34706:9:Z1849042167;347:34714:2:Z1849046575;
Cc1cc(N)[nH]c1C,18,347:34706:1:Z4254287085;347:34706:5:Z4905356059;347:34711:0:Z4254279730;
CC1(C)CC2CC(=O)NC21,24,347:34706:1:Z4390368956;347:34709:1:Z4390746514;347:34717:5:Z4391064079;
CC1(C)NCc2c1[nH][nH]c2=O,12,347:34706:2:Z4264659870;347:34710:4:Z4265099079;347:34733:1:Z4275290643;
Clc1cc(Cl)c2nc[nH]c2c1,40,347:34706:2:Z2219616325;347:34709:3:Z2219820944;347:34711:1:Z2219742406;
C1CCCOCCC1,4,347:34706:2:Z4427450835;347:34746:8:Z4152039387;347:34797:2:Z4151931740;
CC1NS(=O)(=O)N(C)C1=O,16,347:34706:2:Z2026362830;347:34708:9:Z2274808039;347:34713:2:Z2274802217;
CC1C(=O)NCCc2ccccc21,19,347:34706:2:Z4000468705;347:34708:2:Z4000470768;347:34713:5:Z4000469505;
