fragment_smiles,occurences,example_ligands
Clc1csc2ccccc12,323,347:34700:1:Z1507421349;347:34700:1:Z446563474;347:34700:5:Z1196926621;
Cc1ccc2nccc(O)c2c1,134,347:34700:1:Z2087898711;347:34701:4:Z1663606282;347:34702:2:Z2091877035;
c1cnc2ccncc2c1,818,347:34700:1:Z4175580647;347:34700:1:Z2110949854;347:34700:2:Z3576447917;
Fc1cccc2c1OCCO2,72,347:34700:1:Z3802358081;347:34701:5:Z3795931460;347:34703:3:Z3801603771;
Nc1ncnc2c1CNCC2,115,347:34700:1:Z4012393190;347:34700:4:Z4031359826;347:34701:6:Z4026070516;
FC1(F)CCc2[nH]ncc2C1,267,347:34700:1:Z4541767100;347:34700:1:Z4609045288;347:34700:4:Z4540868949;
Cc1cn2cc(C)sc2n1,353,347:34700:1:Z4461469981;347:34700:4:Z3946423227;347:34700:8:Z2227915029;
O=C1COC2(CCNCC2)N1,800,347:34700:1:Z3041577622;347:34700:3:Z3594894677;347:34700:4:Z3041580535;
Cc1cc(O)cc(=O)[nH]1,796,347:34700:1:Z3587200608;347:34700:8:Z1416609492;347:34701:0:Z2298917503;
Cc1csc2nccn12,416,347:34700:1:Z3633181247;347:34700:3:Z1545370734;347:34700:4:Z5051676109;
Clc1cnc2c(c1)CCCN2,49,347:34700:1:Z4132294659;347:34702:4:Z4132297259;347:34702:9:Z4338745972;
OC1CNCC2(CCCC2)C1,182,347:34700:1:Z3302590329;347:34701:1:Z3601756471;347:34701:5:Z3593966419;
NC1CCc2ccccc21,357,347:34700:1:Z3046643676;347:34700:2:Z4910491211;347:34700:3:Z4910341765;
C1CC2(C1)CCNCC2,3583,347:34700:1:Z3898802106;347:34700:1:Z3513901831;347:34700:1:Z3344567430;
C1NCC2CNCC12,1544,347:34700:1:Z5060438183;347:34700:2:Z1961507783;347:34700:2:Z2660358963;
CC1CCCCC1(F)F,181,347:34700:1:Z4089329568;347:34700:4:Z3787945878;347:34700:6:Z3774386431;
O=c1[nH]cnc2cc(F)c(F)cc12,26,347:34700:1:Z1271596825;347:34711:0:Z1207172954;347:34713:1:Z1552136421;
C1CNC2(C1)CCCOC2,241,347:34700:1:Z4347589217;347:34701:6:Z2954469528;347:34701:7:Z2919105750;
C1CC2(CCO1)CCOC2,1633,347:34700:1:Z2779576066;347:34700:1:Z3818500941;347:34700:1:Z4344057153;
Cc1ccc2c(=O)cc[nH]c2n1,80,347:34700:1:Z1594259306;347:34703:1:Z1231015528;347:34703:8:Z1838374277;
CC1(C)CCNCC1,909,347:34700:1:Z3143474769;347:34700:2:Z5058830009;347:34700:2:Z1039254492;
O=S1(=O)CCC12CCNCC2,387,347:34700:1:Z4980533073;347:34700:2:Z3364757473;347:34700:3:Z4980545687;
Cc1cccc(O)c1,1046,347:34700:1:Z2452869926;347:34700:3:Z2445974314;347:34700:3:Z2297602735;
Cc1cn2nccc2cn1,81,347:34700:1:Z3632667582;347:34704:4:Z2850082687;347:34704:7:Z3389126250;
C1CCC2(CC1)CNCCO2,802,347:34700:1:Z3632667582;347:34700:2:Z3098402672;347:34700:4:Z4055931295;
OC1COC2(CCNC2)CC1O,225,347:34700:1:Z4155309768;347:34700:2:Z4154385594;347:34700:3:Z4187062831;
CN1CC2(CCNCC2)c2ccccc21,134,347:34700:1:Z3818956580;347:34700:6:Z3893172470;347:34700:8:Z4204313851;
c1cc2c(cn1)CNCCO2,204,347:34700:1:Z4344761563;347:34700:3:Z4353720912;347:34702:1:Z4344313527;
C1CC2(CNC2)CO1,535,347:34700:1:Z3589217144;347:34700:2:Z3054275626;347:34700:2:Z3051377918;
Clc1ccc2cncn2c1,97,347:34700:1:Z2473998956;347:34703:1:Z2479606894;347:34703:7:Z4245639231;
C1CCC2(C1)CCCOC2,473,347:34700:1:Z3442166753;347:34700:1:Z3681419391;347:34700:2:Z4132355345;
c1cnc2c(c1)COC2,193,347:34700:1:Z4536703415;347:34700:4:Z4423310306;347:34700:5:Z4418721665;
CN1CNc2ccccc2C1=O,26,347:34700:1:Z2830825914;347:34702:5:Z3253996815;347:34707:9:Z3492993809;
Cc1cc2c(o1)CC(C)(C)CC2,152,347:34700:1:Z1994510635;347:34701:0:Z522769878;347:34701:0:Z1032619884;
CN1CCNCC1(C)C,777,347:34700:1:Z1994510635;347:34700:3:Z4148715826;347:34700:3:Z2493585797;
O=c1[nH]ncc2c1CCNC2,533,347:34700:1:Z4997669757;347:34700:2:Z3950894343;347:34700:4:Z4395302934;
CN1CCC2CCNCC21,257,347:34700:1:Z4083359187;347:34700:1:Z4085478865;347:34700:3:Z4184908628;
Fc1cccc2c1CCN2,254,347:34700:1:Z1883025485;347:34700:3:Z4194550088;347:34700:8:Z4199094111;
O=S1(=O)CCOc2ccccc21,663,347:34700:1:Z2311960683;347:34700:8:Z2302065714;347:34700:9:Z2454169394;
c1nc2c(s1)CCC2,1281,347:34700:1:Z4191425466;347:34700:2:Z3095746315;347:34700:3:Z3520658127;
O=C1CC2(CCC2)CN1,424,347:34700:1:Z4046138954;347:34700:2:Z3138398807;347:34700:2:Z3174368847;
C1COC2(CCOCC2)N1,134,347:34700:1:Z3583416857;347:34700:7:Z4256328714;347:34702:6:Z4253111480;
C1COCC2(C1)CNC2,784,347:34700:1:Z4600105940;347:34700:1:Z4961155314;347:34700:7:Z4961148076;
CN1CC2CCCNC2C1,172,347:34700:1:Z2408102662;347:34700:3:Z4437231210;347:34701:5:Z2409428670;
CC1CC(C)(C)C1,213,347:34700:1:Z1596584308;347:34700:5:Z1593471027;347:34700:8:Z2684654905;
C1COC2CNCC2N1,923,347:34700:1:Z2643535994;347:34700:2:Z4266615400;347:34700:2:Z2918844038;
CC1Cc2ccccc2CN1,432,347:34700:1:Z4477491678;347:34700:4:Z3620113363;347:34700:8:Z4643166537;
Fc1ccc2oncc2c1,397,347:34700:1:Z2718512507;347:34700:8:Z3712509346;347:34701:0:Z2357699454;
Cc1cc(=O)n2ncnc2[nH]1,424,347:34700:1:Z2874518229;347:34700:3:Z909287666;347:34700:4:Z3383738776;
c1ccc2c(c1)CCC1(CCC1)O2,254,347:34700:1:Z2711127786;347:34700:2:Z1408753019;347:34700:7:Z1693374509;
Cc1csc2cc(F)ccc12,87,347:34700:1:Z3686052387;347:34700:7:Z2130513259;347:34700:9:Z2198827869;
O=c1[nH]cnc2c1CCCN2,58,347:34700:1:Z2874992527;347:34701:3:Z2874994870;347:34701:5:Z2874987992;
O=c1nccc[nH]1,720,347:34700:1:Z3585038085;347:34700:1:Z3098022791;347:34700:3:Z782832536;
O=C1CCCC2(CCC2)N1,528,347:34700:1:Z2761137385;347:34700:2:Z2594772413;347:34700:4:Z4269789768;
C1CC2CCOC2C1,1544,347:34700:1:Z2794010703;347:34700:1:Z3577053086;347:34700:2:Z3054038252;
O=c1cc2c(n[nH]1)CCCC2,933,347:34700:1:Z4023729137;347:34700:3:Z3665821975;347:34700:5:Z1278732091;
Cc1cc(O)on1,77,347:34700:1:Z3181360988;347:34701:3:Z3152336102;347:34702:8:Z3135841203;
O=S1(=O)CCCNCC1,1058,347:34700:1:Z1243967020;347:34700:2:Z1432050013;347:34700:4:Z1561122760;
C1CCN2CCSCC2C1,162,347:34700:1:Z2918947442;347:34700:4:Z2931698851;347:34701:0:Z2917460601;
O=C1CC=NC(=O)N1,72,347:34700:1:Z3098396175;347:34700:3:Z3191116303;347:34700:6:Z3095270177;
O=c1[nH]nco1,1273,347:34700:1:Z1721189171;347:34700:3:Z2638562181;347:34700:4:Z2298585674;
Cc1ccnc2ccnn12,412,347:34700:1:Z4124440454;347:34700:2:Z1580592275;347:34700:3:Z1583169637;
c1ncc2c(n1)CCCCC2,116,347:34700:1:Z3842922998;347:34700:9:Z3075558429;347:34701:5:Z5048915466;
CC1CNc2cccc(F)c2O1,153,347:34700:1:Z1883852366;347:34700:4:Z1883858753;347:34700:5:Z1883856582;
CC1NCCOC1C,111,347:34700:1:Z1444479642;347:34700:7:Z3563672614;347:34701:7:Z1751495338;
O=S1(=O)CCNCCCCN1,122,347:34700:1:Z3655907538;347:34700:2:Z3649964686;347:34700:5:Z3713487823;
Cc1cc2ccccc2nc1C,103,347:34700:1:Z1652221037;347:34700:8:Z4129300595;347:34701:0:Z1901819844;
CC1(C)CNCC(C)(C)C1,183,347:34700:1:Z4643327509;347:34700:4:Z4635558090;347:34700:7:Z4643322338;
CC1CCNCC1(F)F,227,347:34700:1:Z4770602527;347:34700:2:Z3669246496;347:34700:2:Z3181100461;
CC1CCCn2ccnc21,772,347:34700:1:Z4138408644;347:34700:2:Z3047861463;347:34700:2:Z3047690281;
Fc1cc(F)c2c(c1)CCC2,181,347:34700:1:Z3054606688;347:34700:2:Z3174123709;347:34700:3:Z5039013596;
Cc1cc(C)c2ccsc2n1,209,347:34700:1:Z1975680152;347:34700:2:Z2372469206;347:34700:2:Z2357020206;
Cc1coc(C)n1,675,347:34700:1:Z1446416382;347:34700:3:Z3164763572;347:34700:3:Z1269548732;
CN1CCCCC12CC2,278,347:34700:1:Z4503880975;347:34700:5:Z3788672309;347:34700:8:Z3910492563;
Cc1ccc2c(c1)OCO2,436,347:34700:1:Z1903053474;347:34701:2:Z1957936269;347:34701:3:Z1957796540;
Cc1coc(C)c1,825,347:34700:1:Z4245307860;347:34700:2:Z3724290241;347:34700:2:Z4620983202;
OC1CCC(F)C1,98,347:34700:1:Z4271230891;347:34702:3:Z4264151701;347:34704:4:Z4262723062;
NC1CCCc2ccccc21,440,347:34700:1:Z3513707752;347:34700:2:Z4156922772;347:34700:9:Z3517565504;
C1CNCCC2(C1)CCCO2,219,347:34700:1:Z3646395454;347:34700:5:Z3646405602;347:34700:9:Z3646417210;
c1ncc2c(n1)CCNCC2,476,347:34700:1:Z1786433162;347:34700:4:Z1785920402;347:34700:4:Z3669168557;
NC1CNC2(CCOCC2)C1,67,347:34700:1:Z3385165435;347:34702:4:Z3385164495;347:34702:7:Z3385161810;
c1ccc2c(c1)nc1n2CCNC1,71,347:34700:1:Z4238371126;347:34701:6:Z4278132622;347:34709:1:Z4238338261;
Cn1cn[nH]c1=O,2790,347:34700:1:Z2316096568;347:34700:1:Z1576096526;347:34700:2:Z3661180351;
CC1CCNCC(C)O1,279,347:34700:1:Z3670911094;347:34700:3:Z2646383249;347:34700:4:Z2631610326;
Fc1cccn2ccnc12,1120,347:34700:1:Z3670911094;347:34700:2:Z3887338021;347:34700:2:Z3950304445;
C1CCCOCC1,622,347:34700:1:Z3310298762;347:34700:2:Z4096510249;347:34700:4:Z1603392618;
Nc1ncnc2ccccc12,731,347:34700:1:Z1587241241;347:34700:2:Z741029298;347:34700:5:Z1173540282;
CN1CCC2(CCNCC2)CC1,791,347:34700:1:Z4491427115;347:34700:4:Z3626946112;347:34700:4:Z3784347486;
CC1CNCC2(CCNC2)O1,297,347:34700:1:Z2851783717;347:34701:3:Z2842338063;347:34701:7:Z2843261703;
O=C1NCCCn2cccc21,347,347:34700:1:Z4320481964;347:34701:3:Z4242004234;347:34701:4:Z4280383317;
O=C1CCCCCCN1,329,347:34700:1:Z640628612;347:34700:2:Z1230036491;347:34700:5:Z3722178542;
CC1CCc2n[nH]cc2C1,240,347:34700:1:Z3057972686;347:34700:3:Z2840991930;347:34700:5:Z3604788865;
C1COCC2(CCOC2)N1,102,347:34700:1:Z4307557518;347:34700:9:Z4481708010;347:34701:2:Z1995559819;
OC1CC2CNCCN2C1,294,347:34700:1:Z2494209700;347:34700:5:Z2504415662;347:34700:5:Z2495844258;
c1cnc2scnc2c1,686,347:34700:1:Z2214856367;347:34700:2:Z1894292226;347:34700:2:Z3842963805;
c1ncc2c(n1)NCCN2,219,347:34700:1:Z4132562057;347:34700:6:Z4368772524;347:34701:2:Z4368770819;
C1CC2CSCC1N2,34,347:34700:1:Z3406104614;347:34702:8:Z3434367791;347:34704:8:Z3609519282;
Clc1cccc2c1CC1CC21,105,347:34700:1:Z2966546095;347:34700:1:Z2783425208;347:34701:1:Z2818359143;
c1ccc2c(c1)OCc1scnc1-2,62,347:34700:1:Z2094776190;347:34702:2:Z2155625786;347:34702:9:Z3051943354;
CC1CCCNS1(=O)=O,125,347:34700:1:Z3297811038;347:34700:5:Z3296517979;347:34700:8:Z3366940461;
CC1(C)CC1(C)C,297,347:34700:1:Z2373342642;347:34700:2:Z1366386190;347:34700:4:Z3724403343;
Clc1cc2ccccc2o1,77,347:34700:1:Z2656032807;347:34701:6:Z2718595454;347:34706:4:Z3463374060;
Cn1ccc2ccc(Cl)cc21,221,347:34700:1:Z3982960914;347:34700:2:Z1766239661;347:34700:3:Z1768093981;
Cc1nc(C)c2c(N)csc2n1,52,347:34700:1:Z4304027136;347:34701:0:Z4304986027;347:34705:7:Z4304596275;
Fc1ccc2scnc2c1,400,347:34700:1:Z1448274261;347:34700:3:Z1330291655;347:34700:3:Z3845140536;
Cn1c(=O)c2cc[nH]c2n(C)c1=O,449,347:34700:1:Z2824262021;347:34700:3:Z1302789907;347:34700:3:Z1940861583;
Cc1ccc2ocnc2n1,13,347:34700:1:Z1651259243;347:34708:7:Z1651258820;347:34717:1:Z1651268544;
Cn1ncc2c1CNCC2,1226,347:34700:1:Z4611237423;347:34700:1:Z3997283661;347:34700:2:Z3496124463;
c1cc2c(cn1)CCCC2,1131,347:34700:1:Z2012656776;347:34700:3:Z2010186478;347:34700:4:Z2190658507;
Cn1c2c(ccc1=O)CCCC2,600,347:34700:1:Z2712323225;347:34700:3:Z2477026557;347:34700:5:Z4307817535;
CN1CCNCc2cccnc21,297,347:34700:1:Z3578102995;347:34700:8:Z3165234891;347:34701:2:Z2952063372;
Cc1ccc2c(c1)CCCN2,405,347:34700:1:Z4401359277;347:34700:1:Z4273492213;347:34700:6:Z4401470619;
Nc1nc[nH]n1,162,347:34700:1:Z2766999258;347:34700:3:Z2074088869;347:34700:3:Z2027683158;
O=C1CC2(CCOC2)C1,124,347:34700:1:Z4263198935;347:34700:2:Z4276773886;347:34701:1:Z4266051992;
OC1CC2NCCC12,95,347:34700:1:Z4477282998;347:34700:8:Z4408152937;347:34701:5:Z4477285177;
C1CC2COCC2N1,374,347:34700:1:Z4107255310;347:34701:0:Z3633633984;347:34701:2:Z4468255333;
Cn1cnc2c3c(ccc21)NCCC3,109,347:34700:1:Z4132824173;347:34700:4:Z3378955453;347:34701:1:Z3378956532;
O=C1CNCC2CCCCN12,184,347:34700:1:Z3869891084;347:34701:3:Z3693175991;347:34701:6:Z3706174912;
Fc1cc(F)c2occc2c1,62,347:34700:1:Z5019190034;347:34702:2:Z3611910006;347:34702:5:Z3354095204;
O=S1(=O)CCNCCCCCN1,105,347:34700:1:Z3404711934;347:34700:5:Z3436113784;347:34700:9:Z3605427657;
CC1CNCC(C)(C)C1,123,347:34700:1:Z1657400932;347:34700:8:Z1656737761;347:34701:8:Z1654135901;
C1CC2COCC1N2,125,347:34700:1:Z3052559844;347:34700:9:Z3372687888;347:34701:0:Z2714396884;
Clc1cccc2nccnc12,52,347:34700:1:Z4654794465;347:34701:0:Z3695600448;347:34702:9:Z3177591642;
FC1(F)C2CCNCC21,640,347:34700:1:Z2306384486;347:34700:3:Z2601433572;347:34700:4:Z2602746041;
C1CC2CC(CO2)O1,484,347:34700:1:Z3872751770;347:34700:2:Z3886889789;347:34701:2:Z4045587993;
OC1CCC12CCC2,937,347:34700:1:Z4092690785;347:34700:4:Z4771536212;347:34700:6:Z4280396729;
c1ccc2c(c1)CCCCC2,1575,347:34700:1:Z2298052868;347:34700:4:Z3870063641;347:34700:4:Z2298054403;
CC1OCCc2ccccc21,384,347:34700:1:Z2851348869;347:34700:5:Z2851355995;347:34701:0:Z2871042091;
CC1CC2(CCCO2)CO1,388,347:34700:1:Z2860633198;347:34700:1:Z2860632343;347:34700:1:Z2860633518;
FC12CNCC(C1)C2,180,347:34700:1:Z4166773698;347:34702:8:Z4876497671;347:34703:4:Z3714226267;
Cc1[nH]ccc(=O)c1O,174,347:34700:1:Z4288284901;347:34700:2:Z4293611160;347:34700:2:Z4289910711;
CN1C2CCNCC1CC2,255,347:34700:1:Z1879678138;347:34701:5:Z1310003040;347:34701:5:Z1315799787;
CC1NCCn2cccc21,619,347:34700:1:Z4934988615;347:34700:6:Z4056603782;347:34700:9:Z1549060675;
Fc1cc2nccnc2cc1F,101,347:34700:1:Z1272445061;347:34701:8:Z2094159709;347:34704:3:Z1462124375;
CC1Cc2ccccc2C1,598,347:34700:1:Z1565539975;347:34700:3:Z3196357324;347:34700:7:Z1565581227;
O=S1(=O)CCC2(CCNCCO2)C1,222,347:34700:1:Z3833241665;347:34700:6:Z4492555604;347:34700:8:Z3833237690;
O=C1CCOc2ccccc2N1,974,347:34700:1:Z4477714723;347:34700:1:Z4477714516;347:34700:2:Z2296784607;
CC1CC(O)C(C)CN1,130,347:34700:1:Z4771027550;347:34700:8:Z3176234832;347:34701:3:Z3188005625;
CC1CC2CCCCN2C1,97,347:34700:1:Z3185211487;347:34700:3:Z3203665409;347:34700:6:Z3186558905;
Cc1cc[nH]c(=O)c1,986,347:34700:1:Z3723342517;347:34700:3:Z2755435865;347:34700:3:Z2086432027;
C1COC2COCC2CN1,221,347:34700:1:Z3609428244;347:34701:2:Z4143173172;347:34702:0:Z3609445639;
C1CCN2CC3CNCC3C2C1,158,347:34700:1:Z1256780558;347:34700:8:Z4489627629;347:34700:9:Z2062899917;
O=S1(=O)CCC2(CCCCO2)C1,362,347:34700:1:Z1594095455;347:34700:2:Z1596345476;347:34700:6:Z1596625175;
CC1CCC(=O)N1C,47,347:34700:1:Z2105171129;347:34703:6:Z2105185122;347:34706:9:Z2105189026;
O=C1CSC2=NCCN12,208,347:34700:1:Z4349322503;347:34700:2:Z4348924224;347:34700:4:Z4348956937;
CC1CNc2ccccc2CN1,50,347:34700:1:Z4343999307;347:34705:9:Z1521806331;347:34712:0:Z4341578783;
c1cc2ccncc2cn1,504,347:34700:1:Z4961170044;347:34701:5:Z4349999246;347:34701:6:Z4226458365;
Cc1ccc2c(C)n[nH]c2n1,825,347:34700:1:Z1630386980;347:34700:4:Z1699994440;347:34700:4:Z2346659062;
Cc1[nH]c(=O)sc1C,727,347:34700:1:Z1211914602;347:34700:3:Z1276118870;347:34700:3:Z1488511998;
O=C1CNCC2CCCN12,184,347:34700:1:Z3588614034;347:34700:2:Z3589003813;347:34701:1:Z3646152288;
Cc1ccc2c(c1)CNC2,190,347:34700:1:Z4768129013;347:34700:4:Z1961336424;347:34700:9:Z1961829536;
O=C1CC2(CCCCC2)CN1,918,347:34700:1:Z4705399405;347:34700:2:Z4078591627;347:34700:2:Z4346246720;
CC1CC(=O)Nc2ccccc2N1,844,347:34700:1:Z5044328691;347:34700:2:Z2907685642;347:34700:2:Z203181996;
Cc1nnc2[nH]ncc2c1C,93,347:34700:1:Z4271830901;347:34701:7:Z2639052941;347:34701:8:Z2143204890;
CN1CCNC(=O)C12CCNCC2,485,347:34700:1:Z4476431166;347:34700:3:Z4472780280;347:34700:3:Z4451768019;
Oc1ccc2cccnc2c1,77,347:34700:1:Z3625411267;347:34703:9:Z3184659415;347:34704:1:Z4598914782;
c1cn2c(n1)CCCN2,242,347:34700:1:Z4220310325;347:34700:4:Z4220313668;347:34701:3:Z4270553251;
O=C1CCNc2ccccc2N1,1039,347:34700:1:Z1231929612;347:34700:3:Z1882779522;347:34700:6:Z1337809319;
Cc1cc(C)n2nc(O)cc2n1,253,347:34700:1:Z1453245249;347:34700:4:Z3205999425;347:34700:5:Z2964008254;
C1CCC2(CC1)CCCO2,819,347:34700:1:Z4281180489;347:34700:1:Z4326114231;347:34700:3:Z4156201777;
c1nc2c(s1)CCCCC2,481,347:34700:1:Z3603454939;347:34700:2:Z3315556311;347:34700:3:Z3816481731;
c1ccc2c(c1)CCC21CC1,303,347:34700:1:Z1390801332;347:34701:1:Z4478866222;347:34701:7:Z1552541573;
C1CNCC2(C1)CCN2,163,347:34700:1:Z1872805264;347:34700:6:Z1886243523;347:34701:7:Z4123418261;
O=S1(=O)NCCCC12CC2,234,347:34700:1:Z3572111065;347:34700:2:Z4477968018;347:34700:7:Z3357745810;
Cn1ncc2c1CCC(F)(F)C2,657,347:34700:1:Z4613868158;347:34700:2:Z4634198874;347:34700:3:Z4614073913;
OC1CCC2(CC1)OCCO2,490,347:34700:1:Z4613868158;347:34700:3:Z2917518132;347:34700:5:Z3860257090;
FC1COC1,618,347:34700:1:Z4575123434;347:34700:5:Z4125874740;347:34700:5:Z4353187193;
OC1CCNC2(CC2)C1,150,347:34700:1:Z3322468569;347:34700:5:Z3602633537;347:34700:9:Z3437568871;
FC12CNCCC1CNC2,101,347:34700:1:Z4029849089;347:34700:7:Z4029844563;347:34701:2:Z4029843626;
CC1(C)C2CCCNC1C2,32,347:34700:1:Z2477046975;347:34700:2:Z2474431211;347:34701:8:Z2476420174;
CC1(C)CNCCS1(=O)=O,433,347:34700:1:Z2190820092;347:34700:2:Z1401902921;347:34700:9:Z1817577387;
Cc1ccnc2c1NC(=O)CN2,76,347:34700:1:Z4126294875;347:34700:5:Z4169781239;347:34700:9:Z4126305535;
CC1CNC(C)C(C)C1,66,347:34700:1:Z3084231217;347:34700:2:Z1833943559;347:34700:3:Z1832922020;
Cn1cc2c(n1)CCOC2,908,347:34700:1:Z4149683958;347:34700:1:Z4146122006;347:34700:1:Z4474950437;
c1nc2c([nH]1)CCOC2,289,347:34700:1:Z3638752397;347:34700:8:Z4141704296;347:34700:9:Z3294787729;
c1cc2c3c(cccc3c1)CC2,152,347:34700:1:Z1205877455;347:34701:6:Z2773962926;347:34702:0:Z1555888672;
CN1C(=O)CNC2CC21,140,347:34700:1:Z3655980045;347:34700:7:Z3715928557;347:34701:2:Z3715936051;
O=C1CC2CCCC(CN1)N2,231,347:34700:1:Z3605649297;347:34700:6:Z3436605176;347:34701:2:Z3881672742;
FC1(F)CCC2(CC1)CNCCO2,232,347:34700:1:Z4089538820;347:34700:2:Z4089546367;347:34700:6:Z3777420816;
O=C1CCOC2(CCNCC2)C1,497,347:34700:1:Z3058524064;347:34700:4:Z3101977886;347:34701:9:Z4109136220;
CC1(C)C2CCC1C(N)C2,48,347:34700:1:Z3513307098;347:34700:9:Z3517282211;347:34701:3:Z3517766053;
OC1CCCC12CCOCC2,337,347:34700:1:Z3907109361;347:34700:6:Z3842940587;347:34700:6:Z3781185096;
CC1=CCCCO1,140,347:34700:1:Z2757809991;347:34700:3:Z2722948695;347:34702:3:Z1517676149;
C1CC2CNCC(CN1)C2,194,347:34700:1:Z5035462092;347:34700:2:Z5046826690;347:34701:5:Z5038028507;
Cn1cnn(C)c1=O,101,347:34700:1:Z2763531041;347:34700:6:Z2964390488;347:34702:6:Z2976618998;
O=c1cn[nH]c(=O)[nH]1,331,347:34700:1:Z2644034593;347:34700:7:Z1944015830;347:34700:9:Z3722475590;
Fc1ccc2[nH]cnc2c1F,37,347:34700:1:Z3584783352;347:34700:4:Z3673131703;347:34701:4:Z3584783065;
C1CCC2(C1)CC2,651,347:34700:1:Z4226175432;347:34700:2:Z3840552668;347:34700:3:Z2819781407;
C1CNC2CCNC2C1,229,347:34700:1:Z4091612599;347:34700:4:Z4312640385;347:34701:1:Z4313346521;
O=C1NCCc2ncccc21,152,347:34700:1:Z4629995337;347:34701:6:Z4636045808;347:34702:2:Z4642800772;
C1CC2CCN(C1)C2,405,347:34700:1:Z2911605292;347:34700:2:Z2479932448;347:34700:5:Z4311635756;
c1ccc2nc3c(cc2c1)CNCC3,135,347:34700:1:Z1615886180;347:34700:7:Z4220938731;347:34701:1:Z2193303300;
Cc1cn2nccc(C)c2n1,428,347:34700:1:Z4418418249;347:34700:1:Z4248377225;347:34700:3:Z4165812105;
OC1CCCOC12CNC2,99,347:34700:1:Z3818615226;347:34700:3:Z3819177022;347:34701:0:Z3818629855;
Cc1nn(C)c2c1NCC(C)N2,17,347:34700:1:Z4374356309;347:34711:9:Z2043964566;347:34712:9:Z2811482586;
Fc1cccc2ncsc12,25,347:34700:1:Z2742456152;347:34700:8:Z2700224920;347:34707:4:Z3361450663;
FC1(F)CC12CCCNCC2,155,347:34700:1:Z3590497465;347:34700:4:Z4773191373;347:34700:4:Z3440361086;
O=C1COC2(CCNC2)C1,80,347:34700:1:Z4049333344;347:34701:4:Z4049328587;347:34702:2:Z4049318489;
c1cnc2cn[nH]c2c1,280,347:34700:1:Z3344802938;347:34700:3:Z4995779544;347:34701:5:Z3295127913;
Cn1ccn2nccc12,231,347:34700:1:Z5045243813;347:34700:2:Z4771222428;347:34700:3:Z4107449988;
OC1CNC2(CCC2)CC1O,157,347:34700:1:Z3840744917;347:34700:9:Z3881300579;347:34701:2:Z4094438160;
Oc1ccc2c(c1)CCC2,212,347:34700:1:Z2622907419;347:34701:4:Z2622903918;347:34701:5:Z2613888106;
Fc1ccc2c(c1)CCCN2,537,347:34700:1:Z3364301790;347:34700:7:Z4194502475;347:34700:7:Z1416439507;
C1CCC2(CC1)COC2,512,347:34700:1:Z5034329946;347:34700:2:Z5034601057;347:34700:6:Z5034335135;
Cc1cc(C)c2cn[nH]c2n1,437,347:34700:1:Z2440778905;347:34700:2:Z1251641004;347:34700:3:Z2643225887;
OC1CCC2CNCC2C1,393,347:34700:1:Z2335360280;347:34700:1:Z2643569430;347:34700:5:Z2602337194;
CC1CC(O)CN1,363,347:34700:1:Z1823502808;347:34701:0:Z2932190201;347:34701:1:Z3197765973;
CC1CNCC(C)(C)CO1,225,347:34700:1:Z3191261474;347:34700:3:Z3169392050;347:34700:6:Z3174620383;
CC1(O)CCCNCC1,228,347:34700:1:Z3602677828;347:34702:3:Z1941863733;347:34703:1:Z3662475035;
Cc1ccc(C)n1C,384,347:34700:1:Z1616565959;347:34700:7:Z794745144;347:34701:0:Z1355355441;
FC1(F)CC2CCC1C2,344,347:34700:1:Z3783916578;347:34700:3:Z4158368309;347:34700:5:Z3777879203;
OC1CC(O)C12CCCNC2,135,347:34700:1:Z4012114282;347:34700:7:Z4031539156;347:34701:8:Z4023348423;
CC1(C)CC2CCNC21,313,347:34700:1:Z3996274052;347:34700:2:Z4095939193;347:34701:0:Z4031457322;
O=C1NCCc2c(Cl)cccc21,373,347:34700:1:Z1802027046;347:34700:3:Z3103380491;347:34700:7:Z1802109038;
Clc1cn2ccsc2n1,470,347:34700:1:Z1802027046;347:34700:4:Z1128113016;347:34700:4:Z1103294083;
O=c1[nH]c2nncn2c2ccccc12,266,347:34700:1:Z2841639438;347:34700:2:Z4570831277;347:34700:3:Z2413432385;
OC1CNCC2(CCOCC2)CC1O,285,347:34700:1:Z3711650380;347:34700:2:Z3649501882;347:34700:2:Z3711655059;
C1CC2CN(C1)CCO2,233,347:34700:1:Z2290662844;347:34701:3:Z2278162558;347:34701:4:Z2292120709;
Cc1ccc2cccnc2c1C,247,347:34700:1:Z1275430134;347:34700:4:Z4141962925;347:34700:5:Z4608655557;
Cc1cnc2n1CCCC2,1570,347:34700:1:Z4178269335;347:34700:2:Z4028195800;347:34700:2:Z4484191841;
Cc1cc2c(cc1O)CCNC2,169,347:34700:1:Z3895997344;347:34700:5:Z4773392872;347:34700:6:Z3606079122;
Cc1n[nH]c2cnccc12,93,347:34700:1:Z3353455693;347:34700:8:Z3350257947;347:34700:8:Z3351668357;
Cn1c(=O)oc2ccc(F)cc21,229,347:34700:1:Z2305322406;347:34700:6:Z2360908983;347:34701:6:Z2714398789;
N=S1(=O)CCCC1,804,347:34700:1:Z4064196609;347:34700:3:Z3546434650;347:34700:3:Z3546368118;
c1cc2c3c(c1)CCNCC3CCC2,106,347:34700:1:Z2229101080;347:34701:2:Z2199139298;347:34701:8:Z2207539859;
O=c1[nH]cnc2ccc(Cl)cc12,110,347:34700:1:Z1477532367;347:34701:9:Z4271956863;347:34702:3:Z4961991288;
