fragment_smiles,occurences,example_ligands
CN1CCC(O)C1=O,50,55:05501:8:Z2801504545;55:05502:9:Z2477883609;55:05507:4:Z2826690566;
Cc1cc2c(c(=O)[nH]1)CCCN2,132,55:05501:8:Z4230435725;55:05502:1:Z4238832887;55:05503:3:Z4238866826;
Clc1ccc2cn[nH]c2c1,137,55:05501:8:Z4253195049;55:05502:2:Z3552722318;55:05502:3:Z3534900217;
Cc1cc2cnccc2[nH]1,115,55:05501:8:Z4211264067;55:05502:2:Z4216455770;55:05503:8:Z4207018479;
O=C1CNc2cc(F)c(F)cc2N1,49,55:05501:8:Z3000832997;55:05503:2:Z4127053481;55:05505:8:Z4127054812;
Clc1ccc2c(c1)C1CC1C2,82,55:05501:8:Z4021644736;55:05502:3:Z4150216402;55:05507:9:Z4022081632;
c1cc2cscc2s1,107,55:05501:8:Z2714748227;55:05503:9:Z2706974294;55:05504:1:Z2706970205;
Fc1ccc(Cl)c2c1CNCC2,137,55:05501:8:Z4023767797;55:05502:8:Z4027699174;55:05502:8:Z4027696811;
O=C1CSC2=NCCN12,306,55:05501:8:Z4348892096;55:05501:8:Z4350999643;55:05502:1:Z4351120452;
O=c1cc(Cl)cc[nH]1,8,55:05501:8:Z2898346384;55:05503:6:Z2898347494;55:05505:6:Z2898348492;
CC1CCCCNC1=O,18,55:05501:8:Z3631623137;55:05507:8:Z3634921745;55:05511:1:Z3631611594;
FC1(F)CNc2ccccc2O1,19,55:05501:8:Z4131994947;55:05504:0:Z4131995428;55:05518:5:Z4131995410;
CC1(C)CCc2ccoc2C1,22,55:05501:8:Z1804040926;55:05505:4:Z1441144613;55:05507:9:Z2286277781;
FC12CCCC(CCC1)C2,14,55:05501:8:Z4230812672;55:05508:9:Z4208999899;55:05509:4:Z4217522039;
O=C1NCC(O)C(=O)N1,31,55:05501:8:Z3211181212;55:05506:3:Z3463384079;55:05506:3:Z3463384122;
CC1CNc2ccccc2NC1,13,55:05501:8:Z2369974785;55:05514:5:Z2369974884;55:05516:6:Z1315639990;
Cc1csc(F)c1,183,55:05501:8:Z3523446997;55:05502:5:Z3576610262;55:05503:3:Z3539436921;
CC1(C)CC(=O)c2scnc2C1,82,55:05501:8:Z2503761062;55:05501:9:Z648075278;55:05503:4:Z4098781353;
CC1=CCCC(C)(C)C1,128,55:05501:8:Z2500705989;55:05503:2:Z2645663881;55:05505:1:Z4316253864;
CC1CNc2cnccc2O1,165,55:05501:8:Z4651289474;55:05502:1:Z4556815970;55:05502:4:Z4651290416;
O=C1CCn2nc3ccccc3c2N1,11,55:05501:8:Z4350840223;55:05503:2:Z4348401600;55:05520:5:Z4345030359;
CN1CC2CC1C2,90,55:05501:8:Z3592222971;55:05502:7:Z5039221528;55:05503:0:Z5039221529;
Fc1cccnn1,29,55:05501:8:Z3086347419;55:05504:3:Z2676796962;55:05504:5:Z2676796410;
Clc1cc2cncnc2[nH]1,91,55:05501:8:Z3394141556;55:05504:5:Z2852237819;55:05504:6:Z2770080504;
CC1CCc2ccsc2S1,25,55:05501:8:Z2772802215;55:05505:3:Z3351341981;55:05505:6:Z2790640059;
O=c1[nH]ccc2c1NCCC2,145,55:05501:8:Z4124076101;55:05502:9:Z2414450402;55:05502:9:Z2414449911;
CC1NCCCC1O,660,55:05501:8:Z2868912178;55:05501:8:Z2293556247;55:05502:0:Z3574215446;
Fc1ccc(Cl)c2ncccc12,103,55:05501:8:Z3104893528;55:05502:4:Z3856161445;55:05502:8:Z3713772193;
O=C1CCC2Sc3ccccc3N12,69,55:05501:8:Z1468618786;55:05505:0:Z4250392194;55:05507:1:Z1488452972;
c1cc2c3c(c1)NCCC3CCC2,76,55:05501:8:Z1886728605;55:05502:5:Z4114559783;55:05502:6:Z1557071848;
Clc1cc2sccc2s1,52,55:05501:8:Z3366178986;55:05502:2:Z3048174023;55:05502:6:Z3048813899;
Cc1cc2ccc(F)cc2s1,28,55:05501:9:Z4876882308;55:05505:2:Z4879215089;55:05506:1:Z4876887199;
Cc1cn(C)nc1C,167,55:05501:9:Z3048655160;55:05502:4:Z2365128318;55:05505:0:Z1161228084;
Clc1cccc2c1cc1n2CCNC1,71,55:05501:9:Z1892983545;55:05502:0:Z4485860529;55:05503:8:Z1893426810;
FC1(F)CC2CCCC(C1)N2,213,55:05501:9:Z2474206922;55:05502:0:Z3053055027;55:05503:0:Z4733638582;
c1ncc2c[nH]nc2n1,87,55:05501:9:Z3493119089;55:05503:7:Z3493114383;55:05504:0:Z3629862608;
Clc1cnc2c(c1)CCCN2,140,55:05501:9:Z4338749253;55:05502:0:Z4338745370;55:05502:3:Z4132297362;
Cn1cnc2sccc2c1=O,79,55:05501:9:Z2217403806;55:05501:9:Z2588968907;55:05503:3:Z3814879651;
Cc1nn(C)c(=O)[nH]1,23,55:05501:9:Z4137554344;55:05503:9:Z4134213237;55:05505:1:Z4134214215;
C1CCC2=C(C1)CCCO2,55,55:05501:9:Z4253276089;55:05502:4:Z4256788406;55:05502:5:Z4253544496;
Cc1ccc2c(c1)CNCC2(C)C,100,55:05501:9:Z1628198563;55:05502:1:Z4021027079;55:05502:1:Z2255623963;
Clc1cccc2scnc12,41,55:05501:9:Z2194621016;55:05502:2:Z4383216684;55:05506:9:Z1849048127;
Cc1cccc2c1C(=O)NCN2,23,55:05501:9:Z1373587089;55:05508:1:Z1362030848;55:05510:2:Z1160821932;
Clc1cccc2c1CCCC2,106,55:05501:9:Z2950619960;55:05505:2:Z4100258730;55:05507:4:Z3508359417;
N=S1(=O)CC2CC1C2,73,55:05501:9:Z4248696041;55:05502:7:Z4248700264;55:05505:5:Z4096016407;
Cc1cccc2cn(C)nc12,17,55:05501:9:Z3815307841;55:05508:1:Z3710784270;55:05509:5:Z5039523931;
CC1(C)CC(O)c2ccccc2O1,83,55:05501:9:Z2169460661;55:05503:2:Z4149968622;55:05504:0:Z2169461380;
c1ccc2snnc2c1,212,55:05501:9:Z4459148372;55:05502:3:Z4459128800;55:05503:0:Z4485344029;
Cc1nn(C)c2[nH]ncc12,171,55:05501:9:Z2497024563;55:05502:1:Z3324301470;55:05502:7:Z3443805776;
CC1(C)Cc2ccc(Cl)cc2C1,10,55:05501:9:Z3381110070;55:05504:4:Z2174375856;55:05520:0:Z1555708546;
Nc1nccnn1,29,55:05501:9:Z4163645551;55:05502:7:Z3795048871;55:05526:0:Z4166337821;
CC1CC(C)(C)c2ccccc2N1,33,55:05501:9:Z4455738544;55:05502:7:Z1629252094;55:05505:0:Z1885051707;
CN1CCCC(O)C1=O,82,55:05501:9:Z4266570638;55:05502:0:Z4263182984;55:05503:0:Z4271021330;
O=c1[nH]cnc2c(F)cc(Cl)cc12,14,55:05501:9:Z4458832625;55:05507:4:Z4028068210;55:05513:1:Z4028069981;
O=C1NCCC2CCNC=C12,74,55:05501:9:Z4368815444;55:05503:4:Z4368808035;55:05504:5:Z4368817073;
CN1CCc2[nH]c(=O)ccc2C1,127,55:05501:9:Z3367177770;55:05502:5:Z3362964782;55:05502:7:Z3606688625;
CN1CCNCC12CCCCC2,144,55:05501:9:Z4910497088;55:05502:0:Z3356177435;55:05502:4:Z2774912117;
N=S1(=O)CCCc2ncncc21,121,55:05501:9:Z3829640579;55:05502:1:Z3828014080;55:05502:4:Z3829790661;
NC1C2CCCC1CCC2,146,55:05501:9:Z2436648257;55:05502:8:Z2434536783;55:05503:1:Z2438628714;
Cc1cn2cc(Cl)nc2s1,223,55:05501:9:Z4001029659;55:05502:1:Z3790219710;55:05502:8:Z3819393131;
Cc1cc(C)c2c(C)csc2n1,178,55:05501:9:Z4142959968;55:05503:5:Z3855649045;55:05503:9:Z3889434273;
c1ccc2c(c1)CCC1(CCCNC1)O2,63,55:05501:9:Z2706939921;55:05504:5:Z2719616359;55:05507:9:Z2700992482;
CC1CNc2cc(Cl)ccc2O1,94,55:05501:9:Z1362146029;55:05502:2:Z1612134898;55:05502:2:Z2194608680;
Cc1ccc(Cl)cc1O,64,55:05501:9:Z4839210718;55:05504:6:Z4838907294;55:05506:1:Z4838978869;
Oc1ccc2c(c1)CCCN2,114,55:05501:9:Z4352997864;55:05502:0:Z4352995445;55:05502:3:Z4352994795;
Cc1cc2cccc(C)c2s1,49,55:05501:9:Z2370677149;55:05503:3:Z2370600607;55:05506:0:Z5047588936;
O=c1cc(O)[nH]cn1,17,55:05501:9:Z2720571934;55:05514:5:Z327531616;55:05522:7:Z1882876157;
CC1CNC2(CCC2)CO1,220,55:05501:9:Z2485128090;55:05501:9:Z2485128092;55:05501:9:Z2485126722;
Fc1cc(F)c2cc[nH]c2c1,199,55:05501:9:Z4305859568;55:05502:6:Z4305562363;55:05502:9:Z4304198929;
Fc1ccc2c(c1)NCCO2,195,55:05501:9:Z1395468910;55:05502:8:Z3312834124;55:05503:4:Z4112292303;
O=c1[nH]c(=O)c2ccc(Cl)cc2[nH]1,17,55:05501:9:Z4080795427;55:05519:0:Z1503853555;55:05538:3:Z4080774025;
Clc1cc(Cl)c2cccnc2c1,28,55:05501:9:Z4405999339;55:05505:1:Z5061456767;55:05515:3:Z4224550474;
CC1(C)COC(C)(C)CN1,153,55:05501:9:Z1210203378;55:05503:2:Z1210204262;55:05504:9:Z4158795312;
Oc1ccc2cc(O)ccc2c1,77,55:05501:9:Z4312978692;55:05502:7:Z4311200409;55:05503:7:Z4311059550;
NC1CC2(C1)NCCN1CCCC12,81,55:05501:9:Z4204844055;55:05502:0:Z3040210439;55:05502:1:Z3040105023;
Nc1ccn2nccc2n1,72,55:05501:9:Z4230598020;55:05502:7:Z4233568711;55:05503:6:Z4223085847;
O=S1(=O)Nc2ccccc2N1,63,55:05501:9:Z5006089275;55:05502:0:Z3831229795;55:05503:6:Z2789409180;
CC1(C)Cc2ncsc2C(=O)N1,126,55:05501:9:Z2477161743;55:05504:0:Z4268548423;55:05504:2:Z2477164776;
Cc1ccnc2c1CCN2,206,55:05502:0:Z4126690264;55:05502:9:Z4126696272;55:05503:6:Z4126693363;
Oc1ccc2c(c1)CCCCN2,65,55:05502:0:Z3055531891;55:05502:8:Z3055530027;55:05506:1:Z3583343190;
Cn1ncc2c1CC(C)(C)CNC2,195,55:05502:0:Z2837677531;55:05502:7:Z3472784692;55:05503:1:Z2608624173;
O=C1NCNc2cc(Cl)ccc21,17,55:05502:0:Z2830872436;55:05502:1:Z1728128473;55:05502:5:Z3253998712;
Cc1c(Cl)cc2c(c1Cl)CCCN2,10,55:05502:0:Z2714574273;55:05507:9:Z2357003060;55:05516:3:Z2357003494;
CC1CC2CCC(C1)S2(=O)=O,161,55:05502:0:Z3052042459;55:05502:5:Z3044219325;55:05503:4:Z3138867882;
CC12CC3CC(C1)CC(F)(C3)C2,9,55:05502:0:Z4122773881;55:05507:2:Z4028155058;55:05526:4:Z4164148703;
NC1CCCC2(CCC2)C1,138,55:05502:0:Z4058492553;55:05502:2:Z4063372478;55:05503:1:Z3793365426;
O=C1CNc2cc(Cl)ccc2N1,6,55:05502:0:Z4362483813;55:05527:5:Z4362483275;55:05529:3:Z4362483539;
Cn1c(=O)[nH]c2ccccc2c1=O,34,55:05502:0:Z3299406887;55:05502:8:Z3355823845;55:05504:3:Z3357047955;
Fc1ccc2ncnn2c1,92,55:05502:0:Z4234092128;55:05502:3:Z4255775721;55:05503:1:Z4044518213;
C1CCC2CCCC2CC1,119,55:05502:0:Z3888707822;55:05502:4:Z4256342735;55:05503:1:Z3609567294;
CC1(C)CCCS1(=N)=O,98,55:05502:0:Z3520597436;55:05503:4:Z3376404458;55:05503:4:Z3795066006;
Cc1cccnc1O,12,55:05502:0:Z3347028592;55:05502:9:Z3347028993;55:05504:9:Z3347028312;
CC1(C)NCCCC1O,22,55:05502:0:Z4451685725;55:05514:7:Z4451686781;55:05515:5:Z4451685819;
CC1CC2CNCC2N1,156,55:05502:0:Z3365311243;55:05503:3:Z2828515455;55:05503:4:Z3134025430;
Cn1ccc2cccc(Cl)c21,141,55:05502:0:Z4572428929;55:05502:8:Z3646097278;55:05503:8:Z4570812461;
c1nc2cc3c(cc2[nH]1)OCO3,35,55:05502:0:Z2304864258;55:05502:2:Z2304864384;55:05505:4:Z3052555067;
CC1(C)CCCC1=O,111,55:05502:0:Z2342421671;55:05503:4:Z5054846866;55:05503:4:Z5054844217;
O=S1(=O)CCC2(CCNCCO2)CC1,110,55:05502:0:Z3522486632;55:05502:0:Z3522486875;55:05502:0:Z3522486682;
Cc1nscc1Cl,166,55:05502:0:Z2109658288;55:05505:7:Z2109632981;55:05506:2:Z3592806683;
O=C1CCS(=O)(=O)c2ccccc21,74,55:05502:0:Z3584060817;55:05506:2:Z3438367609;55:05507:6:Z3608566430;
Cc1ccn2ncc(C)c2n1,75,55:05502:0:Z3393278165;55:05505:3:Z3393797435;55:05505:4:Z3392556781;
Cn1cc2cncnc2n1,71,55:05502:0:Z4447299409;55:05502:0:Z3337591163;55:05502:1:Z1837796378;
CC1CC(=O)c2cccnc2C1,130,55:05502:0:Z3868361796;55:05502:5:Z4492516911;55:05502:5:Z3868359456;
CC1(C)CNC(C)(C)CN1,1,55:05502:0:Z2655244151;
c1ccc2c(c1)CCC1(CCCC1)O2,44,55:05502:0:Z2474224416;55:05502:0:Z1441745907;55:05502:0:Z2362506573;
Cc1cccc(F)c1C,159,55:05502:0:Z4350497295;55:05502:3:Z4352796413;55:05502:8:Z4419903297;
CC1(C)C2CCC13CCNC3C2,58,55:05502:0:Z3785193696;55:05504:1:Z4246471372;55:05504:1:Z4246471359;
CC1CCC2CCCCC2N1,52,55:05502:0:Z3648697228;55:05502:6:Z3648705668;55:05502:7:Z3648701860;
CC1(C)NCCc2ccccc21,124,55:05502:0:Z2879750258;55:05502:6:Z1585119460;55:05503:0:Z1994557612;
O=c1ccoc2ccc(F)cc12,77,55:05502:0:Z58326548;55:05503:0:Z4367702678;55:05504:3:Z3758028429;
CC1(C)CC(C)(C)c2ccccc21,16,55:05502:0:Z2174760222;55:05512:1:Z1677731846;55:05512:4:Z4416047371;
Nc1cc(Cl)ccn1,32,55:05502:0:Z4614619870;55:05503:8:Z4614601640;55:05505:7:Z4614604678;
c1ccc2c(c1)CNCC21CCC1,144,55:05502:0:Z4420913473;55:05502:1:Z2085930211;55:05502:7:Z2069799518;
Cc1cc(C)c(Cl)cn1,79,55:05502:0:Z4210319930;55:05503:8:Z3529218344;55:05504:8:Z3528339832;
O=S1(=O)NCNc2ccccc21,161,55:05502:0:Z1453785867;55:05502:2:Z1511134769;55:05502:4:Z2203830972;
Cc1ncc2ccc(F)cc2n1,72,55:05502:0:Z4191839891;55:05502:0:Z4191953631;55:05504:3:Z4191586639;
CC1(C)CCCNCC1,252,55:05502:0:Z1524989430;55:05502:1:Z3696000336;55:05502:2:Z3536424569;
Cc1cnccc1F,59,55:05502:0:Z4233729847;55:05502:8:Z4223967394;55:05507:9:Z4227258946;
Cc1cc(N)ncn1,94,55:05502:1:Z2968041489;55:05502:7:Z2971074062;55:05503:5:Z2967833746;
Cc1cc2c(o1)CC(C)(C)CC2,123,55:05502:1:Z741299712;55:05503:2:Z453588888;55:05503:3:Z3776793436;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,44,55:05502:1:Z2450995009;55:05504:0:Z2784602718;55:05504:0:Z2965371499;
C1CC2(C1)CC1CCC(C2)N1,7,55:05502:1:Z4592850227;55:05502:4:Z4170326698;55:05502:4:Z4170339434;
Cc1cc(N)no1,199,55:05502:1:Z2480861777;55:05502:6:Z2038178870;55:05503:2:Z2166327470;
O=C1CCCc2cc(Cl)ccc2N1,55,55:05502:1:Z3360252117;55:05503:7:Z3359495471;55:05505:8:Z2792402823;
Cc1nc2cnccc2n1C,109,55:05502:1:Z4226831083;55:05502:2:Z3347314345;55:05503:8:Z4223563061;
O=c1cc2c(n[nH]1)-c1ccccc1OC2,10,55:05502:1:Z3339535595;55:05504:5:Z2613917564;55:05512:5:Z2442449806;
O=C1CCNCCCCCCN1,247,55:05502:1:Z2841965417;55:05502:1:Z2827838709;55:05502:5:Z3684231568;
C1CNCCC2(C1)CCO2,58,55:05502:1:Z4270363141;55:05504:9:Z4270379128;55:05507:7:Z4231014174;
Cc1cccc2c1C(=O)CO2,14,55:05502:1:Z2789440237;55:05518:9:Z2789439211;55:05520:2:Z2789439851;
Cc1ccc2scnc2n1,153,55:05502:1:Z4612011476;55:05502:4:Z4620931030;55:05502:6:Z4612017124;
Cc1ncnc2[nH]ncc12,73,55:05502:1:Z4782041040;55:05503:8:Z2851274364;55:05503:9:Z2851818116;
c1cnc2[nH]ncc2n1,20,55:05502:1:Z4337456459;55:05504:8:Z4337454837;55:05511:7:Z4337454983;
CC1CNCC(=O)N1,375,55:05502:1:Z2306333312;55:05502:5:Z2285254668;55:05503:7:Z4826127962;
Cc1cccc2c1NC(=O)CC2,15,55:05502:1:Z3340270519;55:05503:0:Z3800234161;55:05504:5:Z3340270915;
CC1(C)CC2CCCCC21,8,55:05502:1:Z2925398121;55:05509:3:Z2928208736;55:05533:2:Z4996687574;
c1nn2cnnc2[nH]1,74,55:05502:1:Z2227153032;55:05502:1:Z4022060486;55:05502:2:Z2227150328;
C1=NC2CCCCC2S1,123,55:05502:1:Z4225587907;55:05505:0:Z4225563978;55:05505:5:Z4225610737;
Cc1cccc2c1NCCCC2,46,55:05502:1:Z4128434408;55:05504:3:Z4128424747;55:05506:8:Z4342019119;
Clc1ccc2c(c1Cl)CCC2,135,55:05502:1:Z3186375368;55:05502:4:Z4310436719;55:05504:3:Z1212715660;
O=C1CCC2(CC1)NCCNC2=O,70,55:05502:1:Z4238621637;55:05504:5:Z4278188120;55:05506:0:Z4238618931;
Cc1cc(C)c2c(c1)NCCO2,132,55:05502:1:Z4123980383;55:05503:0:Z4132578214;55:05503:1:Z4455821025;
C1CCCCCNCCCC1,60,55:05502:1:Z3520568376;55:05505:0:Z4506016981;55:05508:8:Z3765362460;
Clc1ccc(Cl)c2ccccc12,12,55:05502:1:Z1564225591;55:05507:3:Z2017386418;55:05507:3:Z2017390092;
Cc1cc(O)cc(=O)o1,44,55:05502:1:Z4518451680;55:05504:3:Z4351195479;55:05507:1:Z4351194706;
Oc1ccnc2ccc(Cl)cc12,42,55:05502:1:Z4128782384;55:05503:6:Z4126802191;55:05503:9:Z4128446367;
Cc1cncc(N)c1,2,55:05502:1:Z4504710780;55:05590:4:Z4224281025;
C=C1CCCNC1,22,55:05502:1:Z4504710780;55:05510:5:Z4504711449;55:05512:9:Z4504713026;
O=C1CCCCc2ncsc21,79,55:05502:2:Z4294818249;55:05502:4:Z4294818071;55:05504:1:Z3598367577;
c1ccc2c(c1)[nH]c1ccccc12,85,55:05502:2:Z1658745332;55:05502:2:Z1656756685;55:05503:4:Z2384950069;
C1CNc2nnnn2C1,100,55:05502:2:Z2324033652;55:05502:5:Z4400238196;55:05502:6:Z3085539252;
C1CCC2(CNC1)CNC2,18,55:05502:2:Z4000340183;55:05502:2:Z4406625811;55:05502:2:Z4022517643;
O=C1CS(=O)(=O)c2ccccc2N1,42,55:05502:2:Z2789647677;55:05505:3:Z2805179306;55:05507:3:Z2844976854;
c1ccc2c(c1)CCC1(CCOC1)O2,83,55:05502:2:Z3585468710;55:05502:9:Z4313259460;55:05503:1:Z3585468425;
c1ccc2c(c1)CCC21CCCCC1,12,55:05502:2:Z4233383751;55:05503:1:Z4043223337;55:05518:1:Z3781013152;
CC1CNc2ncccc2C1,154,55:05502:2:Z4370958190;55:05502:2:Z5058949003;55:05502:7:Z4169973774;
O=C1Nc2ccccc2N2CCCC12,35,55:05502:2:Z51748366;55:05504:9:Z1116540670;55:05509:8:Z2893155748;
NC1CC2CCC1NC2,98,55:05502:2:Z4207384684;55:05503:6:Z2611607856;55:05503:9:Z2607466044;
c1c2c(cc3c1CCNC3)CCCC2,46,55:05502:2:Z3601582974;55:05504:3:Z3601580567;55:05506:0:Z3601579064;
OC1CCC(F)(F)C1,66,55:05502:2:Z4346047610;55:05502:8:Z4346543198;55:05504:3:Z4346013233;
O=C1CCCCc2ocnc21,68,55:05502:2:Z4369632195;55:05503:9:Z4369636645;55:05505:2:Z4369635913;
Oc1cncnc1,112,55:05502:2:Z4187994747;55:05502:3:Z4187974941;55:05503:7:Z4188005448;
CC1CNc2ccccc2C1=O,62,55:05502:2:Z4344824007;55:05502:4:Z4687055644;55:05503:0:Z4344822649;
CC1CCCc2ccc(=O)[nH]c21,10,55:05502:2:Z2879222518;55:05517:6:Z3368319976;55:05526:9:Z3368319845;
NC1CNc2ccccc2C1,116,55:05502:2:Z3111324596;55:05502:3:Z3111333394;55:05502:9:Z2395669602;
Cc1cncnc1F,61,55:05502:2:Z3078719972;55:05502:2:Z2792666187;55:05505:5:Z3415184228;
Nc1cncnc1N,18,55:05502:2:Z4025338227;55:05512:0:Z4025912996;55:05523:0:Z4025116170;
Clc1ccc2c(c1)NCCN2,18,55:05502:2:Z1737585441;55:05502:5:Z2453774508;55:05507:0:Z1737584384;
Cc1ccc2c(=O)[nH]ccc2c1,13,55:05502:2:Z3500410600;55:05502:6:Z3500413272;55:05510:8:Z3800237983;
CN1CCc2ccc(F)cc2C1,19,55:05502:2:Z4445956796;55:05504:5:Z3500544063;55:05505:2:Z3500542816;
CC1(C)CCOCCN1,174,55:05502:2:Z4137764085;55:05502:3:Z4181316219;55:05502:8:Z4181310305;
Cc1c[nH]c2c1C(=O)CC(C)(C)C2,56,55:05502:2:Z1334122014;55:05502:6:Z4465057422;55:05502:7:Z1733055310;
Cc1nc2c([nH]1)C1CCCNC1CC2,73,55:05502:2:Z3620543781;55:05504:3:Z3595942721;55:05504:4:Z3595922783;
CC1CCC2CCCC1(O)C2,27,55:05502:2:Z4255795297;55:05506:4:Z4255802751;55:05508:1:Z4256891536;
C1CCC2(CNC2)NC1,13,55:05502:2:Z3318399390;55:05502:4:Z3619678864;55:05506:7:Z3092499023;
Oc1nc2cnccc2[nH]1,43,55:05502:2:Z4325165078;55:05502:5:Z4317459015;55:05505:5:Z4326975898;
O=S1(=O)CCNC2(CNC2)C1,2,55:05502:2:Z4156161800;55:05507:1:Z4156159270;
Nc1c[nH]c(=O)[nH]c1=O,96,55:05502:2:Z1312641411;55:05502:7:Z1269874301;55:05502:7:Z1670961551;
Oc1ccnc2ccnn12,130,55:05502:3:Z3657641995;55:05504:8:Z3714117151;55:05505:0:Z4245661650;
O=S1(=O)CCCNc2ccccc21,79,55:05502:3:Z4269786643;55:05502:4:Z4132281043;55:05502:4:Z4132281556;
CC1COCC(C)C1,38,55:05502:3:Z2927597628;55:05503:8:Z3836265230;55:05504:8:Z2925568950;
c1ccc2c(c1)[nH]c1nncn12,30,55:05502:3:Z2918036908;55:05503:8:Z2917891225;55:05503:8:Z2720404208;
NC12CNC(C1)C2,25,55:05502:3:Z4056191428;55:05506:1:Z3808430009;55:05509:3:Z3807956651;
O=C1NCCCNC12CC2,200,55:05502:3:Z3138247415;55:05502:3:Z2982621330;55:05502:4:Z3138247866;
FC1=CCCCCCC1,12,55:05502:3:Z4215506942;55:05511:3:Z4217499055;55:05521:0:Z4206996974;
Cc1ncnc(N)n1,99,55:05502:3:Z2769889742;55:05502:4:Z4024859658;55:05502:5:Z3342750889;
O=C1NS(=O)(=O)CC2CCCCN12,22,55:05502:3:Z2769259496;55:05503:5:Z2769260280;55:05508:1:Z2991684636;
Clc1ccc2c(c1Cl)OCCC2,125,55:05502:3:Z2660134321;55:05503:7:Z3817373459;55:05505:1:Z2498354734;
Fc1cc(Cl)cc2cncnc12,82,55:05502:3:Z4074969725;55:05503:0:Z4071393770;55:05503:2:Z4073405389;
c1cn2c(n1)NCCCC2,139,55:05502:3:Z4216881757;55:05503:0:Z4335758532;55:05503:2:Z5047096946;
Clc1ccc2c(c1Cl)CCN2,37,55:05502:3:Z4128109477;55:05503:1:Z3672597827;55:05503:3:Z4128108382;
Cc1cc(Cl)sc1Cl,108,55:05502:3:Z3818383746;55:05502:6:Z3821383064;55:05502:9:Z3808108808;
O=c1[nH]ccc2ncncc12,13,55:05502:3:Z4630025249;55:05515:4:Z4122155089;55:05515:4:Z4169082533;
c1ccc2c3c(oc2c1)CCCC3,19,55:05502:3:Z1453834084;55:05502:3:Z1866820298;55:05502:3:Z1230005485;
Cc1ccc2c(c1F)NCCC2,83,55:05502:3:Z2326381048;55:05503:8:Z4132420975;55:05506:5:Z4132420737;
Cc1ncc2c3c(sc2n1)CCCC3,49,55:05502:3:Z1823606961;55:05502:5:Z1272436182;55:05507:7:Z1426009237;
Clc1nnc2ccccn12,20,55:05502:3:Z3816288779;55:05504:3:Z3816292715;55:05504:5:Z3816285724;
c1ccc2c(c1)Cc1scnc1-2,46,55:05502:3:Z1231185222;55:05506:5:Z3022203081;55:05511:5:Z1326414843;
CC1(C)CNCC2(CC3CCC2C3)O1,59,55:05502:3:Z4192226987;55:05502:5:Z4195707449;55:05505:0:Z4200305943;
Cc1cc(C)c2ncccc2c1,10,55:05502:3:Z3208614896;55:05508:8:Z3856430503;55:05508:8:Z2100669955;
Cn1ncc2c(=O)[nH]nnc21,29,55:05502:3:Z2850937867;55:05505:9:Z1376350496;55:05506:3:Z1376349518;
O=c1cc2c(n[nH]1)-c1ccccc1C2,12,55:05502:3:Z2851044291;55:05508:7:Z2442432859;55:05517:9:Z2442703951;
O=c1[nH]cns1,11,55:05502:3:Z4151843439;55:05522:8:Z4151848610;55:05524:1:Z4151844069;
O=S1(=O)Nc2cccc3cccc1c23,56,55:05502:4:Z91836685;55:05503:5:Z1205331969;55:05507:0:Z2273274940;
Nc1cnc(Cl)c(O)n1,44,55:05502:4:Z4259801494;55:05507:0:Z4241864435;55:05508:8:Z1558422110;
O=c1ncnc2[nH][nH]cc1-2,160,55:05502:4:Z1260118116;55:05502:6:Z2393994467;55:05502:9:Z2826620211;
c1ncc2c(n1)NCC2,71,55:05502:4:Z4330707352;55:05502:4:Z4654452880;55:05502:6:Z4330701678;
Oc1cc2cncnc2cc1F,66,55:05502:4:Z4230878349;55:05503:2:Z4231609161;55:05503:5:Z4232445560;
Cc1cccc2ccncc12,46,55:05502:4:Z2976566541;55:05507:0:Z2851721487;55:05507:6:Z3079750595;
Clc1cc(Cl)sn1,106,55:05502:4:Z4640276385;55:05504:3:Z4279881154;55:05504:9:Z4284397484;
O=C1CNC2(CNC2)C1,32,55:05502:4:Z3518321889;55:05502:4:Z3510822554;55:05506:1:Z3518321297;
Fc1ccc2c(c1)CNCCC2,17,55:05502:4:Z4138564419;55:05509:0:Z1704717439;55:05528:9:Z2313297408;
O=C1NCNc2cccnc21,16,55:05502:4:Z2830915919;55:05506:9:Z2830915876;55:05509:8:Z4341212496;
Clc1ccc2c(c1)C=CCO2,94,55:05502:4:Z3808483575;55:05503:2:Z4315702193;55:05503:8:Z2219442060;
Cc1ccc2[nH]nnc2c1,115,55:05502:4:Z3338668418;55:05503:2:Z4266625598;55:05504:1:Z4266632594;
Cn1ncc2cn[nH]c21,123,55:05502:4:Z1906142240;55:05503:3:Z4281736994;55:05503:8:Z1212626347;
CC1CNC(C)(C)C(=O)N1,177,55:05502:4:Z4279622551;55:05503:0:Z4215857451;55:05503:0:Z4232402905;
O=C1NC2CC(N1)c1cc(F)ccc1O2,2,55:05502:4:Z4212874096;55:05578:5:Z3548025481;
Cc1ccc(C)c(C)c1C,32,55:05502:4:Z797108066;55:05502:5:Z2851211870;55:05511:0:Z1509597482;
Cn1c(=O)c2c[nH]nc2n(C)c1=O,5,55:05502:4:Z2193980255;55:05544:1:Z2993325516;55:05563:2:Z2993325763;
Fc1cc2cncnc2cc1Cl,19,55:05502:4:Z4187507618;55:05506:1:Z4187507317;55:05517:9:Z4187509277;
Cc1nc2ccc(F)cc2[nH]1,4,55:05502:4:Z4783313522;55:05502:4:Z4787273547;55:05502:4:Z4787273550;
