fragment_smiles,occurences,example_ligands
C1CCC2(C1)CCNCC2,979,55:05500:1:Z4520018685;55:05500:3:Z5058204119;55:05500:4:Z3798109412;
CC1CCCC(F)(F)C1,900,55:05500:1:Z4315825926;55:05500:1:Z4022717230;55:05500:1:Z4492025952;
Cc1cnc2ccccc2n1,598,55:05500:1:Z4491224649;55:05500:2:Z2763283885;55:05500:3:Z4487095341;
OC1CNC2COCC12,292,55:05500:1:Z4491224649;55:05500:5:Z3633510781;55:05500:8:Z3599161372;
Clc1cc2snnc2s1,142,55:05500:1:Z3352034532;55:05500:2:Z3605588782;55:05500:7:Z4581274106;
c1ncc2cc[nH]c2n1,1358,55:05500:1:Z2638389314;55:05500:1:Z3296547643;55:05500:1:Z3558818225;
O=c1cc(O)cc2n1CCOC2,63,55:05500:1:Z4325359131;55:05500:1:Z4325358820;55:05500:1:Z4319918018;
O=S1(=O)CC2CCNCC2C1,372,55:05500:1:Z2793634220;55:05500:2:Z3798122280;55:05500:6:Z2793035032;
O=S1(=O)NCc2ccccc21,153,55:05500:1:Z4122217188;55:05500:5:Z3609432965;55:05501:2:Z3609436765;
CC1CCNCC1(F)F,323,55:05500:1:Z1862771439;55:05500:1:Z1862778345;55:05500:5:Z1862778362;
Cc1ccc2sccc2c1,477,55:05500:1:Z2198073637;55:05500:2:Z5001468517;55:05500:7:Z5000890846;
CC1(C)CNc2cccnc21,232,55:05500:1:Z4051701849;55:05500:4:Z4132319962;55:05500:4:Z4132322272;
Cc1coc2ccc(F)cc12,615,55:05500:1:Z3775804260;55:05500:1:Z3839808484;55:05500:2:Z2875507856;
Clc1cccnn1,1022,55:05500:1:Z2705930069;55:05500:1:Z3394013884;55:05500:1:Z4335169844;
c1cnc2c(c1)NCCCC2,160,55:05500:1:Z2791603014;55:05500:7:Z4707965032;55:05501:0:Z4126717027;
CC1(C)C(O)C2CCCNC21,324,55:05500:1:Z3086463728;55:05500:3:Z2781706837;55:05500:4:Z4274651240;
Oc1cccc(Cl)c1,1064,55:05500:1:Z1324832113;55:05500:3:Z2827030050;55:05500:4:Z2965182328;
FC1(F)CCC2(CCOC2)CC1,198,55:05500:1:Z4643700907;55:05500:2:Z4638453156;55:05502:0:Z4638452060;
C1CC2CNCC1O2,1549,55:05500:1:Z3776521775;55:05500:3:Z1306883628;55:05500:4:Z2173478037;
c1nc2c(o1)CCSC2,195,55:05500:1:Z4909344437;55:05500:1:Z4907640544;55:05501:4:Z4907639633;
CC1(C)NCCC1=O,157,55:05500:1:Z4203511205;55:05500:1:Z4042236601;55:05500:3:Z4309074351;
C1CC2(CCO2)CN1,101,55:05500:1:Z3620518387;55:05501:3:Z4273793056;55:05501:9:Z4974596579;
CC1(C)C2CCC1CC2,800,55:05500:1:Z3201705275;55:05500:1:Z3052261150;55:05500:1:Z3570878174;
Cn1nc2n(c1=O)CCNC2,367,55:05500:1:Z2845245405;55:05500:1:Z3408641013;55:05500:2:Z3050071173;
CC1CCCCC1(F)F,726,55:05500:1:Z3787551889;55:05500:1:Z4253726623;55:05500:1:Z3808119952;
O=C1NCCCc2ncsc21,115,55:05500:1:Z3709001587;55:05501:1:Z3709003288;55:05501:7:Z4642648033;
CC1(C)CNCC2CCOC2C1,247,55:05500:1:Z3395169516;55:05500:2:Z4141780207;55:05500:6:Z4231102531;
Cc1ccc(=O)[nH]n1,529,55:05500:1:Z2442467813;55:05500:5:Z3538654123;55:05501:0:Z1615195595;
CC1(C)CNc2ccccc21,47,55:05500:1:Z4422025223;55:05501:3:Z3509900375;55:05505:6:Z3625702334;
N=S1(=O)CCCC1,1255,55:05500:1:Z2904023895;55:05500:2:Z3551142620;55:05500:2:Z4320257983;
CN1CCC2(CC1)CNC2,384,55:05500:1:Z3819304278;55:05500:9:Z3590860524;55:05501:3:Z3589583504;
OC1CNCC2(CC2)C1,379,55:05500:1:Z3682332153;55:05500:1:Z3533222123;55:05500:2:Z3609690554;
CC12CNCC1CSC2,369,55:05500:1:Z2988447419;55:05501:0:Z4142045729;55:05501:1:Z2957406559;
Cc1ncc2ccsc2n1,241,55:05500:1:Z2770935105;55:05500:4:Z3686367607;55:05500:5:Z3079065162;
O=C1CCCCCc2ccccc2N1,33,55:05500:1:Z4252451034;55:05502:2:Z4256653860;55:05504:1:Z4253513731;
Fc1ccc2c(c1)OCCN2,323,55:05500:1:Z1228036813;55:05500:6:Z4266961634;55:05501:1:Z4509196139;
O=C1CCc2sccc21,269,55:05500:1:Z5000931424;55:05500:5:Z5001439200;55:05501:4:Z5000855723;
CC1OCCc2ccccc21,388,55:05500:1:Z3365080246;55:05500:3:Z2851353153;55:05500:5:Z2852405178;
Cc1ccnc2ccnn12,552,55:05500:1:Z3819741946;55:05500:4:Z3864631980;55:05500:6:Z3834205977;
O=c1cccco1,406,55:05500:1:Z4218553233;55:05500:2:Z4883688680;55:05500:4:Z4288195687;
Clc1ccnc2ccccc12,368,55:05500:1:Z2276719773;55:05500:2:Z4267075184;55:05500:2:Z4267076400;
O=S1(=O)CCC2(CCCO2)CC1,185,55:05500:1:Z4294328482;55:05501:3:Z3363515553;55:05501:4:Z3362283045;
Clc1csc(Cl)c1,54,55:05500:1:Z4294328482;55:05500:5:Z5020802787;55:05502:6:Z4290615618;
CC1CNCC(N)C1,135,55:05500:1:Z4205696024;55:05500:2:Z4215557213;55:05503:1:Z4215555951;
Cc1ccc2ncccc2c1,1509,55:05500:1:Z1145198163;55:05500:3:Z2604405830;55:05500:4:Z4174721750;
O=c1[nH]ccc2cccn12,140,55:05500:1:Z4327003115;55:05500:6:Z4320835227;55:05501:1:Z4319483263;
Fc1cncc2ccccc12,349,55:05500:1:Z4133970139;55:05500:4:Z3579888438;55:05501:2:Z3590198629;
Cc1cnc2c(c1)NCCN2C,169,55:05500:1:Z4341711789;55:05500:2:Z4341710334;55:05501:4:Z4132814227;
c1nnc2n1CCOC2,1495,55:05500:1:Z4961180525;55:05500:1:Z4960947088;55:05500:4:Z1961984389;
CC1(O)CCCC1,263,55:05500:1:Z4269268768;55:05500:3:Z3208951946;55:05500:5:Z3208958310;
Fc1cc(Cl)c2c(c1)CCNC2,125,55:05500:1:Z3583924687;55:05500:4:Z3046216845;55:05500:5:Z3141272586;
C1COCOC1,2393,55:05500:1:Z2774065608;55:05500:1:Z1953380300;55:05500:2:Z4352931966;
O=S1(=O)CC2(CCC2)C1,582,55:05500:1:Z2965263966;55:05500:6:Z3682410949;55:05500:6:Z2975677210;
O=C1CCNCC1,823,55:05500:1:Z4917347621;55:05500:1:Z2774682408;55:05500:2:Z4260589669;
CN1CCCc2ccccc2C1,151,55:05500:1:Z4454847137;55:05500:5:Z4154789928;55:05500:6:Z4156299433;
c1ccc2c(c1)CCCNCC2,227,55:05500:1:Z3095379674;55:05500:5:Z2278542416;55:05500:6:Z2274108683;
OC1CCCOC12CNC2,301,55:05500:1:Z3819378677;55:05500:1:Z3819378839;55:05500:1:Z3818588989;
c1c2c(cc3c1OCO3)CCCC2,22,55:05500:1:Z4314211823;55:05503:4:Z4314187072;55:05508:7:Z4314136076;
C1CN2CC3(CC3)CC2CN1,204,55:05500:1:Z3913281949;55:05501:2:Z3831437342;55:05501:5:Z3913256904;
CC1COCCN1C,237,55:05500:1:Z3686181464;55:05500:2:Z3687113450;55:05500:4:Z3686367607;
OC1CCNC12CCSC2,299,55:05500:1:Z2604921436;55:05500:4:Z4149542862;55:05500:4:Z3555439517;
CN1Cc2ccccc2NC1=O,292,55:05500:1:Z4265449914;55:05501:5:Z5004789312;55:05501:6:Z1729382153;
CC1CC2NCCC2O1,395,55:05500:1:Z4064622654;55:05500:2:Z3514357545;55:05500:2:Z3864943783;
O=c1[nH]ncc2ccccc12,1635,55:05500:1:Z2966969147;55:05500:1:Z2007172371;55:05500:1:Z928607626;
C1CCC2CC2NC1,204,55:05500:1:Z3140560047;55:05500:1:Z3140556198;55:05500:1:Z4055187231;
OC1C2CCCC1CC2,624,55:05500:1:Z4313326607;55:05500:2:Z3919323654;55:05500:4:Z4228247700;
c1ccc2c(c1)CCC1CCC21,127,55:05500:1:Z4292951110;55:05500:6:Z3503937742;55:05500:6:Z2600089200;
O=c1ccc(Cl)n[nH]1,314,55:05500:1:Z4292951110;55:05500:1:Z4291203903;55:05500:2:Z4289044806;
Fc1c(Cl)ccc2ccoc12,103,55:05500:1:Z4405998940;55:05501:2:Z4423997632;55:05501:6:Z4407104563;
Cc1cc(F)cc(F)c1,661,55:05500:1:Z3550921499;55:05500:1:Z2962982858;55:05500:4:Z5047815841;
C1COC2(C1)CCNCC2,1871,55:05500:1:Z3550921499;55:05500:2:Z3639122369;55:05500:2:Z3314809633;
Fc1cc2c(cc1F)NCC2,243,55:05500:1:Z5000080559;55:05500:3:Z1879466103;55:05500:6:Z1879466728;
CC1(C)CC2CCCNC21,135,55:05500:1:Z2860253302;55:05501:0:Z3134085233;55:05504:0:Z3478784999;
O=C1NC2CCNC1C2,332,55:05500:1:Z3589428265;55:05500:2:Z3612655671;55:05500:2:Z3612643697;
C1CCC2(CC1)CCCOC2,502,55:05500:1:Z3359020157;55:05500:2:Z3140853840;55:05500:3:Z4006998961;
Cc1cc(O)no1,124,55:05500:1:Z4279875782;55:05501:0:Z4285684944;55:05501:9:Z4280831977;
CC1(C)OC2CCCC2O1,577,55:05500:1:Z4294018506;55:05500:2:Z4111043656;55:05500:7:Z3570819524;
O=c1[nH]ccn2cnnc12,340,55:05500:1:Z2861454733;55:05500:2:Z3365504235;55:05500:3:Z2853673650;
Clc1ccc2c(c1)OCCO2,1141,55:05500:1:Z2149163326;55:05500:2:Z4211654406;55:05500:2:Z5045069374;
c1noc2c1CCCC2,1647,55:05500:1:Z1260452066;55:05500:1:Z2100146895;55:05500:2:Z3220689347;
Cn1ncc2c1CCNC2,1188,55:05500:1:Z3519409184;55:05500:2:Z3416719202;55:05500:2:Z4232022845;
Fc1ccc(F)c2[nH]ccc12,200,55:05500:1:Z1576881826;55:05501:8:Z3906963880;55:05501:9:Z3612571157;
c1ccc2c(c1)CCSCC2,34,55:05500:1:Z1680698189;55:05501:4:Z2286590434;55:05504:0:Z1611981632;
Fc1cc2c(cc1F)OCCN2,153,55:05500:1:Z4106272506;55:05500:3:Z4126989969;55:05501:7:Z4126993626;
CC1CC(O)C(C)CN1,264,55:05500:1:Z3175218498;55:05500:2:Z3206092317;55:05501:3:Z3104560403;
Cc1ccc2c(c1)CCN2,365,55:05500:1:Z4290074227;55:05501:1:Z1583789364;55:05501:6:Z2482571803;
C1=CCCNCC1,83,55:05500:1:Z4063070400;55:05500:1:Z4063071534;55:05500:1:Z4063072008;
CC1CCS(=O)(=O)N1C,343,55:05500:1:Z3586776656;55:05500:5:Z3521114969;55:05500:6:Z3679635230;
NC1CC(F)(F)C1,175,55:05500:1:Z3513744155;55:05501:1:Z3512485275;55:05502:7:Z4064447182;
CC12CC(CO1)C2,683,55:05500:1:Z3657228947;55:05500:1:Z3564420681;55:05500:4:Z3623557225;
C1CCC2(CC1)CCCN2,691,55:05500:1:Z3808313477;55:05500:2:Z3605899792;55:05500:2:Z4915475975;
CC1CCOC(C)CN1,341,55:05500:1:Z3060670446;55:05500:6:Z3046176060;55:05500:7:Z3060672543;
CC1(C)CNC2CCCC21,190,55:05500:1:Z3987954899;55:05500:7:Z4580174577;55:05500:7:Z3788487273;
Clc1ccco1,1631,55:05500:1:Z1265514563;55:05500:1:Z2955224786;55:05500:2:Z3625450738;
O=S1(=O)CCc2c[nH]cc21,652,55:05500:1:Z4278245419;55:05500:6:Z4226066945;55:05500:6:Z4021188826;
C1CCC2(CCNC2)OC1,362,55:05500:1:Z4278245419;55:05500:2:Z3707538651;55:05500:3:Z3656467465;
Oc1nnc[nH]1,126,55:05500:1:Z2067877063;55:05500:2:Z3814880549;55:05500:8:Z641721416;
c1cn2c(n1)CCCCC2,1003,55:05500:1:Z4325463806;55:05500:1:Z4320092029;55:05500:1:Z3293260099;
Cc1ccnnc1C,955,55:05500:1:Z1410071353;55:05500:2:Z3354599233;55:05500:2:Z3818437468;
O=c1cc2c(n[nH]1)CCNC2,366,55:05500:1:Z4406116866;55:05500:3:Z1509799045;55:05500:5:Z1734084593;
c1cnc2cncnc2c1,117,55:05500:1:Z3556523471;55:05501:7:Z3556608452;55:05503:3:Z3560911144;
O=c1[nH]cc[nH]1,672,55:05500:1:Z4385396248;55:05500:2:Z3500478784;55:05500:4:Z4600182417;
Cc1ccc2c(C)noc2n1,348,55:05500:1:Z3389477129;55:05500:3:Z3563975733;55:05500:4:Z2476799045;
CC1CCc2ccccc2N1,821,55:05500:1:Z2296462116;55:05500:3:Z3569186843;55:05500:3:Z1878612956;
FC1CNCC1F,438,55:05500:1:Z4269100611;55:05500:3:Z5004242812;55:05500:4:Z5014094475;
Clc1ccsc1Cl,430,55:05500:1:Z3597169477;55:05500:2:Z3998020744;55:05500:2:Z3998020040;
CC1NCN(C)C1=O,387,55:05500:1:Z3176447092;55:05500:2:Z2438780318;55:05500:2:Z2454599874;
CC1CCNCCO1,659,55:05500:1:Z2951041839;55:05500:2:Z3345719305;55:05500:8:Z2932316840;
CN1CCc2ccccc2C1=O,802,55:05500:1:Z1889137454;55:05500:3:Z4113343139;55:05500:4:Z2746127081;
CN1CCC2(CCNCC2)CC1,393,55:05500:1:Z3626954052;55:05500:1:Z4231567163;55:05500:4:Z3698220444;
Nc1nncs1,737,55:05500:1:Z3626954052;55:05500:2:Z4448528028;55:05500:4:Z4489468404;
c1onc2c1CNC2,308,55:05500:1:Z3607438517;55:05500:3:Z3590630644;55:05500:5:Z3322237760;
c1nnn2c1COC1CNCC12,190,55:05500:1:Z4482953477;55:05500:3:Z4599097902;55:05500:4:Z4474985332;
Clc1ccn2cc(Cl)nc2c1,329,55:05500:1:Z4009719597;55:05500:2:Z4210089239;55:05500:7:Z3383234349;
CC1(C)Oc2ccsc2CC1O,170,55:05500:1:Z2911152711;55:05501:4:Z2313429425;55:05502:9:Z2313433670;
Cc1ccc2cn[nH]c2n1,698,55:05500:1:Z4082521948;55:05500:2:Z4076922007;55:05500:2:Z4032049047;
Clc1ncccn1,859,55:05500:1:Z5064454245;55:05500:1:Z5064643392;55:05500:2:Z3895470509;
Cc1nnc2ccccc2c1C,181,55:05500:1:Z3206989850;55:05500:3:Z3046616813;55:05500:6:Z3356975989;
O=C1CC2CCC1CC2,484,55:05500:1:Z4075841881;55:05500:1:Z4508593289;55:05500:2:Z4170514281;
c1cc2ncoc2cn1,71,55:05500:1:Z3560209706;55:05500:5:Z3560452020;55:05500:7:Z3555703241;
c1ccc2c(c1)CCNCC2,1371,55:05500:1:Z3788120242;55:05500:1:Z2798484667;55:05500:1:Z2798518563;
O=c1[nH]c2c([nH]1)CNCC2,279,55:05500:1:Z4233821388;55:05500:3:Z4027034844;55:05500:5:Z4027025882;
C1CC2CCCC2C1,1862,55:05500:1:Z4214922023;55:05500:1:Z4172709689;55:05500:2:Z4205673519;
C1CCC2(C1)CCCC2,607,55:05500:1:Z3440745638;55:05500:2:Z4279154013;55:05500:3:Z3620797610;
Nc1csc2ncccc12,214,55:05500:1:Z3668557406;55:05500:5:Z4229671098;55:05501:0:Z2801600658;
OC12CCCCC1CNCC2,316,55:05500:1:Z4318592585;55:05500:1:Z4641703186;55:05500:2:Z4316553785;
c1noc2c1CSCC2,152,55:05500:1:Z4389245380;55:05500:2:Z4389248256;55:05500:2:Z4389243933;
Cc1cc(Cl)cc(C)c1O,68,55:05500:1:Z3617804824;55:05500:9:Z3620299495;55:05501:5:Z4205251627;
Cn1ccn2nccc12,402,55:05500:1:Z4224484173;55:05500:1:Z4224474836;55:05500:4:Z4051000905;
Cc1cnn(C)c(=O)c1,319,55:05500:1:Z4639665285;55:05500:6:Z4642812338;55:05500:7:Z5054364770;
CC1CC(N)C1,420,55:05500:1:Z3505786921;55:05500:2:Z3516727807;55:05500:3:Z3518798143;
FC1CCC2CCC12,260,55:05500:1:Z4610959164;55:05500:3:Z4610760615;55:05500:4:Z4611139862;
c1nnc2n1CCCCC2,2275,55:05500:1:Z4293522126;55:05500:3:Z489268606;55:05500:4:Z167104714;
CN1CCCCC12CC2,475,55:05500:1:Z3910494444;55:05500:7:Z3788658047;55:05500:8:Z3807114095;
CN1C2CCC1CNC2,167,55:05500:1:Z4035688657;55:05500:4:Z4065970320;55:05500:5:Z4035710065;
O=c1cc[nH]c2ccccc12,866,55:05500:1:Z2298746740;55:05500:3:Z4997575279;55:05500:3:Z5054373754;
C1COC2(CCOC2)CN1,711,55:05500:1:Z3300094338;55:05500:2:Z2709932283;55:05500:2:Z4406247487;
C1=NOC2(C1)CCNC2,298,55:05500:1:Z4353366185;55:05500:3:Z4353372910;55:05500:4:Z4353374869;
C1=CSCC1,152,55:05500:1:Z4095904323;55:05500:9:Z4474696625;55:05501:2:Z3653893317;
Cc1nccc(Cl)n1,192,55:05500:1:Z3870700397;55:05501:4:Z1039075662;55:05501:6:Z3833663801;
Cn1ncc2ncccc21,494,55:05500:1:Z3628581109;55:05500:1:Z3874900521;55:05500:3:Z2999283073;
CC1(C)CNC(C)(C)C1,188,55:05500:1:Z5001432326;55:05501:8:Z3716053053;55:05501:8:Z4278390329;
c1ccc2c(c1)CNCCN2,302,55:05500:1:Z2393185599;55:05500:7:Z4925225462;55:05501:4:Z1572776402;
c1nc2c([nH]1)CCOC2,392,55:05500:1:Z3591312413;55:05500:3:Z3584842777;55:05500:4:Z3591321658;
NC1Cc2ccccc2C1,471,55:05500:1:Z4062932878;55:05500:1:Z3830839140;55:05500:9:Z2464918467;
C1CC2(CCN1)CNC2,654,55:05500:1:Z3056768451;55:05500:5:Z4259907384;55:05500:5:Z4259938834;
Cc1csc2nccn12,880,55:05500:1:Z3818493895;55:05500:1:Z3873892128;55:05500:1:Z2772979029;
c1ncc2ncsc2n1,644,55:05500:1:Z2611790836;55:05500:2:Z4027194919;55:05500:5:Z3560902997;
O=C1CNCC2CCCCN12,362,55:05500:1:Z3649020769;55:05500:4:Z3706183423;55:05500:5:Z3706234856;
c1cc2c(cn1)CCCCC2,146,55:05500:1:Z2967020617;55:05500:5:Z2957922392;55:05500:5:Z2957923502;
Clc1cnsc1,91,55:05500:1:Z3359975167;55:05501:3:Z3351774001;55:05501:9:Z3394571490;
CC1CN2CCCC2CN1,388,55:05500:1:Z1498370328;55:05500:1:Z1571361100;55:05500:4:Z3195535960;
Cc1ccc(F)c2[nH]ccc12,163,55:05500:1:Z2700366519;55:05500:3:Z2708390889;55:05502:4:Z2714627183;
O=C1CC2CCC1O2,260,55:05500:1:Z5042954176;55:05500:2:Z5043567657;55:05500:4:Z5055225480;
Cc1n[nH]c(=O)[nH]1,504,55:05500:1:Z3386032339;55:05500:4:Z3371046564;55:05500:6:Z4259704363;
CC1(C)NCc2scnc21,131,55:05500:1:Z3386032339;55:05501:4:Z4055570238;55:05501:5:Z3386030266;
c1cnc2cccnc2c1,901,55:05500:1:Z4329606973;55:05500:2:Z3395846250;55:05500:4:Z4172737625;
Fc1ccc2[nH]ccc2c1,1660,55:05500:1:Z4643437666;55:05500:2:Z4638895049;55:05500:3:Z4641192022;
CC1(C)CCCC1,2620,55:05500:1:Z1725950143;55:05500:2:Z4572966676;55:05500:2:Z2232606241;
CC1CCC(C)CC1,466,55:05500:1:Z2361385938;55:05500:4:Z3209693588;55:05500:6:Z4384717916;
Clc1ccc2c(c1)CCO2,2577,55:05500:1:Z4044199053;55:05500:1:Z1693999151;55:05500:1:Z2181801521;
CC1(C)CNCC(O)C1,284,55:05500:1:Z4324842849;55:05500:4:Z2840195175;55:05500:9:Z2802981819;
Oc1ccc(Cl)c(Cl)c1,87,55:05500:1:Z4311896424;55:05500:5:Z4312028666;55:05502:8:Z4312220862;
CC1CCNC1C,334,55:05500:1:Z3095935570;55:05500:7:Z1659029123;55:05500:7:Z2979269182;
CN1C2C=CCC1CC2,10,55:05500:1:Z3095935570;55:05528:3:Z3105099919;55:05554:8:Z3105099737;
OC1CCc2ccccc21,1466,55:05500:1:Z3775206928;55:05500:1:Z2645457848;55:05500:2:Z2995733228;
C1COCC2(C1)CCNCC2,521,55:05500:1:Z4622420327;55:05500:2:Z4609293079;55:05500:4:Z4611974585;
CC1Cc2cc(F)ccc2C(C)N1,72,55:05500:1:Z4207040110;55:05507:1:Z2635483143;55:05507:5:Z4193795567;
CC1(C)CC=NO1,769,55:05500:1:Z3653339867;55:05500:2:Z4465008818;55:05500:4:Z3680684587;
c1cnc2c(c1)NCCC2,739,55:05500:1:Z1273280025;55:05500:2:Z4108980165;55:05500:2:Z3837731066;
Oc1ccnc(O)n1,100,55:05500:1:Z1303012697;55:05500:3:Z2269844476;55:05502:0:Z1303012132;
c1ccc2c(c1)OCCC21CC1,741,55:05500:1:Z3911918170;55:05500:1:Z3893186569;55:05500:2:Z3743061079;
C1CC12CC21CC1,465,55:05500:1:Z2851038190;55:05500:9:Z2932791653;55:05501:1:Z2851033184;
Cc1cc(=O)[nH]n1C,130,55:05500:1:Z2251952215;55:05501:0:Z2770185691;55:05504:0:Z2843305947;
CC1CC2(CCC2)CO1,549,55:05500:1:Z3134843533;55:05500:1:Z2978029055;55:05500:1:Z4949917223;
C1CC2(CCSCC2)N1,308,55:05500:1:Z3407718332;55:05500:8:Z4305034501;55:05501:0:Z4771211464;
Cc1ccc2cc(F)ccc2n1,186,55:05500:1:Z4027795297;55:05500:4:Z4076716149;55:05500:5:Z4076933815;
Clc1cnccn1,1089,55:05500:1:Z2970304371;55:05500:1:Z2122876104;55:05500:4:Z4645744825;
CC1CNCC(C)S1(=O)=O,436,55:05500:1:Z2701767348;55:05500:3:Z4506581027;55:05500:4:Z3354774879;
C1CC2(C1)CSC2,450,55:05500:1:Z2785467302;55:05500:3:Z2766791328;55:05500:4:Z2763613632;
CN1CCNCC1(C)C,724,55:05500:1:Z3086633842;55:05500:5:Z3188638261;55:05500:6:Z2028068554;
O=C1CC2CCC(C1)S2(=O)=O,127,55:05500:1:Z3086633842;55:05500:6:Z3075632646;55:05501:1:Z4242494965;
Cc1cc2scnc2cc1F,101,55:05500:1:Z1970974404;55:05501:6:Z1954430097;55:05502:1:Z3594346481;
CN1CC(=O)Nc2ccccc21,303,55:05500:1:Z4639139104;55:05500:3:Z2285027773;55:05500:7:Z1303654551;
O=S1CCCCC1,625,55:05500:1:Z4639139104;55:05500:2:Z2289607090;55:05500:8:Z1884343095;
Fc1ccc2nccn2c1,260,55:05500:1:Z3855454355;55:05500:6:Z2860390944;55:05501:6:Z4013797966;
CC1(C)CCCC(=O)C1,374,55:05500:1:Z5000495518;55:05500:2:Z5000740466;55:05502:4:Z5007333446;
CC1CC2(CCCO2)CO1,269,55:05500:1:Z2863432161;55:05500:6:Z2876862682;55:05500:7:Z2862517560;
Fc1cccc2c1OCCC2,869,55:05500:1:Z1796953914;55:05500:3:Z2348114966;55:05500:3:Z2974544414;
CC1CCc2c(O)cccc2N1,123,55:05500:1:Z4598812290;55:05500:2:Z4582723610;55:05500:3:Z4598815913;
c1cc2n(n1)CCN2,233,55:05500:1:Z3103248499;55:05500:7:Z4343725440;55:05500:7:Z4343725416;
Cc1nnc2c3ccccc3cnn12,75,55:05500:1:Z2091496967;55:05501:0:Z2094767996;55:05501:6:Z3774321771;
CC1CCC(=O)NC1,843,55:05500:1:Z1983424773;55:05500:1:Z2433957548;55:05500:3:Z2479405306;
c1ccc2c(c1)OC1(CCNC1)O2,202,55:05500:1:Z4061771068;55:05500:8:Z2147504397;55:05500:9:Z2147505069;
Cc1ccn2cnnc2c1,332,55:05500:1:Z4294841829;55:05500:1:Z4293903728;55:05500:3:Z4290036195;
c1n[nH]c2c1COCC2,838,55:05500:1:Z4294841829;55:05500:2:Z3159181329;55:05500:2:Z3010880142;
Cc1cncc2nccn12,215,55:05500:1:Z4540885241;55:05500:2:Z4603207859;55:05500:9:Z4654176060;
CC1Sc2ccccc2NC1=O,179,55:05500:1:Z4322492246;55:05500:3:Z1348782183;55:05500:4:Z15378195;
O=c1cccc2n1CCCCC2,194,55:05500:1:Z4178216290;55:05500:3:Z4177696488;55:05500:3:Z4178259627;
C1OC2CNCC2O1,401,55:05500:1:Z4178216290;55:05500:4:Z3439167736;55:05500:4:Z3602114204;
FC1(F)CCC2CCCC2C1,180,55:05500:1:Z3872979193;55:05500:5:Z3800954513;55:05500:9:Z3820547051;
Cc1csc2ncccc12,207,55:05500:1:Z3584755597;55:05501:2:Z4537197985;55:05502:1:Z2590736538;
c1cnc2nncn2c1,475,55:05500:1:Z4211223063;55:05500:2:Z2962912222;55:05500:9:Z2930060936;
CC1(C)OC2C3CCC(C3)C2O1,179,55:05500:1:Z4186453469;55:05500:3:Z4186453722;55:05500:3:Z4186449445;
O=C1CC2CCC(C1)N2,367,55:05500:1:Z2169172590;55:05500:5:Z1752350678;55:05500:8:Z3845437787;
Fc1ccc2nc[nH]c2c1,499,55:05500:1:Z4051833509;55:05500:1:Z2349706680;55:05500:2:Z2198032221;
NC1CC2CNC(C1)C2,188,55:05500:1:Z3046160403;55:05500:3:Z2996080148;55:05500:3:Z3137802746;
CC1CCCC1(F)F,796,55:05500:1:Z4089193074;55:05500:2:Z3783914102;55:05500:4:Z3804405304;
CN1CCC2CCC(C1)N2,276,55:05500:1:Z2922806952;55:05500:2:Z2919035813;55:05500:3:Z2922777078;
C1CSC2CCC2N1,334,55:05500:1:Z2646060450;55:05500:2:Z2646066111;55:05500:7:Z2646060871;
O=C1COc2ncccc2N1,503,55:05500:1:Z3210010369;55:05500:1:Z2200969851;55:05500:7:Z4084360424;
Cc1ncc2ccccn12,911,55:05500:1:Z2043224567;55:05500:1:Z1291271956;55:05500:1:Z1255776345;
Nc1ccns1,175,55:05500:1:Z4319198185;55:05500:7:Z4327106739;55:05501:4:Z4319563621;
c1nc2c([nH]1)CNCC2,443,55:05500:1:Z2233387772;55:05500:5:Z4064192960;55:05500:9:Z2713323283;
Clc1ccc2ncncc2c1,91,55:05500:1:Z3829854994;55:05500:9:Z3830604074;55:05501:2:Z3830843722;
NC1CCCC12CCNCC2,198,55:05500:1:Z3501442655;55:05500:2:Z3498578200;55:05500:6:Z3519734615;
O=S1(=O)CCC(O)CC1,394,55:05500:1:Z1346274865;55:05500:3:Z4061126461;55:05500:5:Z4998938297;
C1CCC2(CC1)CCN2,638,55:05500:1:Z4026483092;55:05500:2:Z2407384951;55:05500:2:Z1987282870;
NC1CCC2CC12,401,55:05500:1:Z4002252814;55:05500:2:Z3103230994;55:05500:2:Z4001963052;
C1COC2(C1)CNC2,1632,55:05500:1:Z3442000099;55:05500:2:Z4591284919;55:05500:2:Z2810024254;
CC1CCN(C)C1,949,55:05500:1:Z2811193494;55:05500:1:Z4468317209;55:05500:1:Z4961540457;
CN1CCNCc2cccnc21,299,55:05500:1:Z2778122336;55:05501:3:Z2791335241;55:05501:9:Z3569858685;
CC1CCC(C)N1,1231,55:05500:1:Z1427831604;55:05500:2:Z1254076393;55:05500:3:Z2087607740;
Cc1cc(C)c(C)cc1C,346,55:05500:1:Z3209502231;55:05500:1:Z3640268799;55:05500:3:Z4123802135;
Cn1ccc2sccc21,186,55:05500:1:Z3549451525;55:05501:0:Z3610936792;55:05501:6:Z3541969354;
CC1NCCc2sccc21,130,55:05500:1:Z106808824;55:05501:0:Z3380389468;55:05501:8:Z1696285259;
Cc1ccc(=O)n(C)c1,362,55:05500:1:Z4585160844;55:05500:9:Z1727112088;55:05501:1:Z3694266336;
C1CC2(C1)CCC21CCC1,154,55:05500:1:Z4585160844;55:05500:7:Z4602501868;55:05501:5:Z4590258669;
Cc1cccc2c1CNCC2,259,55:05500:1:Z2971677292;55:05500:2:Z4173674883;55:05500:6:Z3372601732;
