fragment_smiles,occurences,example_ligands
C1CCCOCC1,1789,47:04700:0:Z1765256276;47:04700:0:Z1603504505;47:04700:1:Z3652328327;
Cc1ccccc1F,12342,47:04700:0:Z4279431045;47:04700:0:Z1602559110;47:04700:0:Z3364090794;
c1ccc2c(c1)OCCO2,11308,47:04700:0:Z2775025535;47:04700:0:Z3055097174;47:04700:0:Z4515834657;
CC1(C)CCNC1,7085,47:04700:0:Z2967774541;47:04700:0:Z3095515192;47:04700:0:Z4115949983;
O=S1(=O)CCNC2CCCCN21,145,47:04700:0:Z3344571014;47:04700:0:Z3611249130;47:04700:1:Z3611248891;
Cc1ccc2[nH]ccc2c1,1331,47:04700:0:Z4350964498;47:04700:2:Z4350976468;47:04700:2:Z1773504308;
C1CC2(C1)CCNCCN2,238,47:04700:0:Z2853992130;47:04700:0:Z2860391056;47:04700:5:Z2860402468;
c1ccc2nonc2c1,1839,47:04700:0:Z3803445269;47:04700:0:Z5034987909;47:04700:0:Z4325176498;
Clc1cccc2c1CCO2,233,47:04700:0:Z2145979061;47:04700:3:Z2362985009;47:04700:4:Z2202829300;
C1CNC2(C1)CCC2,4375,47:04700:0:Z4047578268;47:04700:0:Z3519202232;47:04700:0:Z4000976405;
Cn1cc2c(n1)CCCC2,3385,47:04700:0:Z4230103534;47:04700:0:Z5007522838;47:04700:0:Z4007083102;
Fc1cccc2c1CCC2,1110,47:04700:0:Z1535890810;47:04700:1:Z3191148438;47:04700:1:Z3191150091;
Cc1cscn1,35751,47:04700:0:Z3648297176;47:04700:0:Z3473368441;47:04700:0:Z2928036943;
C1CC2(C1)CCC2,14166,47:04700:0:Z3648297176;47:04700:0:Z3627501095;47:04700:0:Z3819864760;
Cc1cccs1,14729,47:04700:0:Z3607947363;47:04700:0:Z2170919544;47:04700:0:Z3588947649;
Cc1ccncc1,14941,47:04700:0:Z4324027231;47:04700:0:Z4480970590;47:04700:0:Z3560270196;
Cc1ccc[nH]c1=O,976,47:04700:0:Z1524102384;47:04700:0:Z2033480225;47:04700:0:Z2961886765;
C1=NOC2CCCCC12,426,47:04700:0:Z4112709875;47:04700:2:Z4112728691;47:04700:4:Z4185425960;
c1cc2n(n1)CCCNC2,943,47:04700:0:Z3614877520;47:04700:0:Z3679918184;47:04700:0:Z3699341497;
CC1CNCc2ccccc21,233,47:04700:0:Z1080537038;47:04700:3:Z2253261244;47:04700:7:Z29211545;
c1ccc2c(c1)CCC2,19246,47:04700:0:Z3611721044;47:04700:0:Z4424524161;47:04700:0:Z1735043868;
OC1CCCC1,13266,47:04700:0:Z3611721044;47:04700:0:Z4424524161;47:04700:0:Z4289495630;
Cc1cnoc1,4647,47:04700:0:Z4230448347;47:04700:0:Z3538094180;47:04700:0:Z2794805673;
CC1CCCc2ccccc21,686,47:04700:0:Z4230448347;47:04700:0:Z1588205405;47:04700:1:Z3045420987;
Cc1ccccc1O,3245,47:04700:0:Z2126740664;47:04700:0:Z2594005487;47:04700:0:Z2881752650;
O=S1(=O)CCC12CCNCC2,440,47:04700:0:Z3385190803;47:04700:0:Z3385190089;47:04700:1:Z4975459078;
FC1(F)CCCCC1,10308,47:04700:0:Z3385190803;47:04700:0:Z3045989740;47:04700:0:Z4436208722;
C1CC2CCC1N2,5517,47:04700:0:Z3830712423;47:04700:0:Z3633654286;47:04700:0:Z4269039124;
CC1CNCC(C)N1,2129,47:04700:0:Z2960583561;47:04700:0:Z4263784517;47:04700:0:Z4079781774;
Cc1cnc2n1CCNC2,194,47:04700:0:Z3587699922;47:04700:3:Z3587697628;47:04700:8:Z3587701331;
CC1(C)CCCC(C)(C)O1,1319,47:04700:0:Z3587699922;47:04700:0:Z3383727137;47:04700:1:Z3357728999;
Cc1ncc[nH]1,8810,47:04700:0:Z4250484668;47:04700:0:Z2647494779;47:04700:0:Z1273518486;
CC12CNC(C1)C2,447,47:04700:0:Z4578053142;47:04700:2:Z3550571120;47:04700:2:Z5018031175;
C1CC2(CCN1)CCOCC2,942,47:04700:0:Z2047072598;47:04700:0:Z3799836396;47:04700:2:Z4421304781;
O=c1cccc[nH]1,21475,47:04700:0:Z1683430436;47:04700:0:Z2458079631;47:04700:0:Z4913158986;
O=S1(=O)CCCC1,13616,47:04700:0:Z4029209113;47:04700:0:Z2223202871;47:04700:0:Z1875007490;
c1cnoc1,83163,47:04700:0:Z4029209113;47:04700:0:Z2875091422;47:04700:0:Z3566054142;
CC1(C)NCCNC1=O,591,47:04700:0:Z3669059654;47:04700:0:Z4507112257;47:04700:2:Z3349145786;
Cc1cccnc1,22494,47:04700:0:Z1846079273;47:04700:0:Z3350694900;47:04700:0:Z5053274796;
c1ccc2c(c1)CCCC2,11332,47:04700:0:Z4285484704;47:04700:0:Z4574338572;47:04700:0:Z1657204186;
Cc1ccno1,14063,47:04700:0:Z1192199956;47:04700:0:Z4118943280;47:04700:0:Z3702214652;
Cc1ccc2c(n1)CCCC2,432,47:04700:0:Z4338876044;47:04700:0:Z4338876566;47:04700:1:Z4194825574;
C1CC2(C1)CCOCC2,3395,47:04700:0:Z4338876044;47:04700:0:Z5046792041;47:04700:0:Z4599424955;
Cc1ccncc1C,495,47:04700:0:Z2951888781;47:04700:1:Z3741258934;47:04700:1:Z4078501047;
Oc1cc2ccccc2cn1,184,47:04700:0:Z2714535042;47:04700:3:Z4029167940;47:04700:9:Z4029405776;
Fc1cccc(Cl)c1,17116,47:04700:0:Z2283602492;47:04700:0:Z2283599371;47:04700:0:Z1315204942;
C1COC2(CCNC2)CN1,416,47:04700:0:Z3383694517;47:04700:5:Z3346763025;47:04700:6:Z3383642057;
Cc1ccn[nH]1,30506,47:04700:0:Z3367072873;47:04700:0:Z2090367708;47:04700:0:Z4109095897;
c1cn2ccnc2cn1,1096,47:04700:0:Z3367072873;47:04700:0:Z3559645210;47:04700:2:Z3353821467;
Cc1nccs1,14352,47:04700:0:Z434296654;47:04700:0:Z3603022555;47:04700:0:Z1839113340;
C1CNCC2(C1)CCC2,1800,47:04700:0:Z2959211422;47:04700:0:Z4061670702;47:04700:1:Z3519664441;
Cc1ccoc1,7092,47:04700:0:Z2634906643;47:04700:0:Z4506832730;47:04700:0:Z2869843134;
c1ccc2c(c1)CCC21CNCCO1,108,47:04700:0:Z2634906643;47:04701:0:Z1507811698;47:04701:1:Z3310408569;
c1ccc2c(c1)CCOC2,10296,47:04700:0:Z3365481905;47:04700:0:Z3583069217;47:04700:0:Z3819483204;
O=C1NCCC2CCNCC12,386,47:04700:0:Z4042992075;47:04700:4:Z3595610690;47:04700:5:Z4127554213;
CC1(C)CCCC(F)(F)C1,231,47:04700:0:Z4094602699;47:04700:0:Z3800072812;47:04700:0:Z3788826587;
Oc1cc(O)ncn1,101,47:04700:0:Z4094602699;47:04700:0:Z2919262316;47:04701:0:Z2914966427;
c1ccc2c(c1)CCCNC2,1140,47:04700:0:Z3372689637;47:04700:0:Z1284697259;47:04700:1:Z2271031828;
C1CC2COCC1N2,426,47:04700:0:Z3372689637;47:04700:4:Z3176269288;47:04700:5:Z3372693791;
CC1CC1C,1612,47:04700:0:Z3614672128;47:04700:0:Z4239941757;47:04700:1:Z3403775240;
OC1CC2(CNC2)n2ccnc21,107,47:04700:0:Z4277929922;47:04701:9:Z4262945638;47:04703:0:Z4491325505;
Clc1ccncc1,2924,47:04700:0:Z3603615231;47:04700:1:Z4227907060;47:04700:1:Z1600402189;
CC1CCCCC1,17277,47:04700:0:Z2803288274;47:04700:0:Z4621237920;47:04700:0:Z3392055431;
Cn1ncc2ccccc21,3194,47:04700:0:Z3605668225;47:04700:0:Z1676451079;47:04700:1:Z2850594976;
C1COC2(CCN1)CCOCC2,305,47:04700:0:Z1708915360;47:04700:4:Z4313446275;47:04701:1:Z2011413222;
Cc1ncon1,11294,47:04700:0:Z3436597022;47:04700:0:Z2723130108;47:04700:0:Z2494897052;
c1nnc2n1CCNC2,3944,47:04700:0:Z1615961428;47:04700:0:Z3508066216;47:04700:0:Z1318099851;
C1CC2CCC2C1,5814,47:04700:0:Z3551030928;47:04700:0:Z3647455785;47:04700:0:Z5017934057;
c1[nH]nc2c1CCCC2,2214,47:04700:0:Z2307355954;47:04700:0:Z3359869882;47:04700:1:Z5004453859;
O=c1[nH]cn[nH]1,1975,47:04700:0:Z2442803610;47:04700:0:Z2801454844;47:04700:0:Z2004158854;
CC1CCCNC1,19313,47:04700:0:Z1212326845;47:04700:0:Z2617275554;47:04700:0:Z352440600;
Cn1ccnn1,14314,47:04700:0:Z3789915057;47:04700:0:Z2167860552;47:04700:0:Z4021612777;
Cc1nc[nH]n1,2746,47:04700:0:Z3049190099;47:04700:0:Z4488024517;47:04700:0:Z2918939621;
O=C1CCNCC12CCC2,339,47:04700:0:Z3611133947;47:04700:1:Z3852808869;47:04700:2:Z4294986705;
O=c1[nH]ccs1,955,47:04700:0:Z4775912537;47:04700:0:Z3540345034;47:04700:2:Z2773524807;
CC1CNCCC1=O,343,47:04700:0:Z2921650830;47:04700:0:Z2921654222;47:04700:0:Z1752234508;
Fc1ccc(F)c2c1CCCO2,439,47:04700:0:Z2921650830;47:04700:0:Z2921654222;47:04700:8:Z2191639514;
c1cnc2c(c1)COC2,344,47:04700:0:Z4492484452;47:04700:2:Z4485100057;47:04700:5:Z4482060654;
CN1CCCC1=O,9408,47:04700:0:Z2898804069;47:04700:0:Z2976518981;47:04700:0:Z2635550588;
O=C1NCCN1,5769,47:04700:0:Z1256749314;47:04700:0:Z2276738361;47:04700:0:Z2154639938;
Oc1cccc(F)c1,1679,47:04700:0:Z1735043868;47:04700:1:Z3787967586;47:04700:1:Z3682396852;
c1ccc2occc2c1,12615,47:04700:0:Z2915958784;47:04700:0:Z1382131334;47:04700:0:Z3623053230;
Cc1cc2ccccc2[nH]1,1963,47:04700:0:Z4869875180;47:04700:0:Z4869875121;47:04700:0:Z4869833357;
O=C1NCCCC12CNC2,369,47:04700:0:Z3855422942;47:04700:1:Z3782011843;47:04700:2:Z3839374286;
CC1COCCO1,2006,47:04700:0:Z3209279006;47:04700:0:Z4601375570;47:04700:0:Z2951485785;
O=c1cnc2c([nH]1)CCCC2,173,47:04700:0:Z4227750179;47:04701:8:Z4225092445;47:04702:8:Z4226020017;
OC1CCC1,17652,47:04700:0:Z2842347115;47:04700:0:Z3356549271;47:04700:0:Z4056028484;
Cn1cccc1,11704,47:04700:0:Z1415459854;47:04700:0:Z2588754478;47:04700:0:Z4117910748;
Cn1ccc2ccccc21,5362,47:04700:0:Z3836253754;47:04700:0:Z3593542499;47:04700:0:Z4329928091;
FC1CC2CNC1C2,420,47:04700:0:Z3836253754;47:04700:4:Z3833267164;47:04700:8:Z3834552795;
c1ccnnc1,18929,47:04700:0:Z4304881455;47:04700:0:Z1736944760;47:04700:0:Z1636527525;
Cn1c(=O)oc2ccc(F)cc21,136,47:04700:0:Z3553105676;47:04700:3:Z2360909601;47:04700:8:Z2474927861;
CC1(C)NCCC1N,175,47:04700:0:Z4996397394;47:04700:7:Z5005145698;47:04704:3:Z5005121071;
Cc1cnccn1,7196,47:04700:0:Z3496251187;47:04700:0:Z4876346750;47:04700:0:Z4876346749;
Cn1ccc(N)c1,139,47:04700:0:Z4214263887;47:04700:0:Z4211285638;47:04701:9:Z4206837376;
Cn1cnnn1,4568,47:04700:0:Z2707981968;47:04700:0:Z1246255208;47:04700:0:Z2044449266;
O=S1(=O)CCC2CNCC21,1347,47:04700:0:Z2914504166;47:04700:0:Z2914504025;47:04700:1:Z2956863711;
OC1CCNC12CCCC2,275,47:04700:0:Z2909111449;47:04700:8:Z4642089609;47:04701:6:Z2231205019;
Cc1ccc2c(c1)NCC2,257,47:04700:0:Z4872206695;47:04700:0:Z1699980091;47:04700:1:Z3288861800;
CC1CCc2ccccc2C1,745,47:04700:0:Z3057261428;47:04700:0:Z4081857617;47:04700:2:Z2708828582;
O=C1CCCCC1,4206,47:04700:0:Z3057261428;47:04700:0:Z4642860898;47:04700:0:Z2272106550;
C1CC2OCCC2O1,802,47:04700:0:Z3842997562;47:04700:0:Z3783306715;47:04700:2:Z3906963050;
O=C1CCC2CCNC1C2,337,47:04700:0:Z3101558240;47:04700:0:Z4467563694;47:04700:3:Z3583556998;
C1NC2CC1C2,4100,47:04700:0:Z4095181041;47:04700:0:Z3586380782;47:04700:0:Z4178842807;
O=C1CCCc2ccccc21,2245,47:04700:0:Z3514326584;47:04700:2:Z4998580826;47:04700:2:Z2044544142;
C1CCC2(C1)CCNC2,1815,47:04700:0:Z3514326584;47:04700:0:Z2631904811;47:04700:1:Z3597378382;
FC1(F)CC1,14194,47:04700:0:Z4922026064;47:04700:0:Z3637302553;47:04700:0:Z3272543171;
CC1CCCOC1,4585,47:04700:0:Z3436359479;47:04700:0:Z4109819770;47:04700:0:Z3911859484;
Cc1ccc[nH]1,3905,47:04700:0:Z3832384197;47:04700:0:Z2800112857;47:04700:0:Z1752334276;
CC1(C)CCOC1,3897,47:04700:0:Z3358721560;47:04700:0:Z3800786906;47:04700:0:Z4203215051;
O=c1[nH]c2ccccc2[nH]1,3103,47:04700:0:Z3209395868;47:04700:0:Z3645749576;47:04700:1:Z1067662238;
Cc1ccc2c(c1)SCC2,277,47:04700:0:Z2932842821;47:04700:6:Z2692074974;47:04700:7:Z2477398514;
C1CCC2(C1)CCC2,2529,47:04700:0:Z1315751385;47:04700:0:Z3621680654;47:04700:1:Z3568121615;
OC1CCNC1,23932,47:04700:0:Z2457674110;47:04700:0:Z2000593456;47:04700:0:Z1739123557;
Clc1ccccc1Cl,12462,47:04700:0:Z2457674110;47:04700:0:Z1763570907;47:04700:0:Z1954135211;
c1ccc2c(c1)CCCN2,10169,47:04700:0:Z238356184;47:04700:0:Z1492903791;47:04700:0:Z3829068699;
CN1CC(=O)Nc2cncnc21,87,47:04700:0:Z4615108405;47:04700:6:Z4175108447;47:04702:2:Z4026603996;
FC1(F)C2CCNCC21,809,47:04700:0:Z4615108405;47:04700:1:Z2233011046;47:04700:3:Z2329117797;
Cn1cc(Cl)cn1,4821,47:04700:0:Z2845654644;47:04700:0:Z4353358379;47:04700:0:Z4353351750;
c1cc2c(o1)CSC2,300,47:04700:0:Z4094831985;47:04700:0:Z3804812834;47:04700:0:Z3355847587;
Cn1cn[nH]c1=O,2499,47:04700:0:Z3862059783;47:04700:0:Z1635771949;47:04700:0:Z2870565412;
O=C1COc2ncccc2N1,464,47:04700:0:Z1577430155;47:04700:0:Z1575884652;47:04700:4:Z1576090639;
OC1CCCNC1,9810,47:04700:0:Z2718675354;47:04700:0:Z2962528069;47:04700:0:Z4579742017;
NC1CCCNC1,1874,47:04700:0:Z2452071673;47:04700:0:Z4139482101;47:04700:1:Z5021959459;
C1COCC2(C1)CCNCC2,572,47:04700:0:Z4620675940;47:04700:0:Z4615249469;47:04700:2:Z4609378600;
CC1CC(F)(F)C1,1203,47:04700:0:Z2801454844;47:04700:0:Z5044971725;47:04700:1:Z3364049409;
Cn1nnc2c1CCCC2,1799,47:04700:0:Z3362594138;47:04700:1:Z3590605680;47:04700:1:Z3357751502;
FC1(F)C2CCCC21,3438,47:04700:0:Z4112877173;47:04700:0:Z3435376191;47:04700:0:Z3643023764;
c1cn[nH]n1,9358,47:04700:0:Z2441364581;47:04700:0:Z2289507212;47:04700:0:Z5004266409;
C1CC2CNCC2C1,6050,47:04700:0:Z2441364581;47:04700:0:Z2955945131;47:04700:0:Z3671177303;
c1ncc2c(n1)CCNCC2,351,47:04700:0:Z1786353567;47:04700:4:Z1786423646;47:04700:6:Z4123375809;
C1CCC2(CCSCC2)OC1,349,47:04700:0:Z3187532557;47:04700:1:Z2970602293;47:04700:4:Z1466725383;
c1ncc2c(n1)CCCCC2,267,47:04700:0:Z3603022555;47:04700:3:Z3603020902;47:04700:5:Z3076319708;
Cc1ccn2nccc2n1,717,47:04700:0:Z3081778469;47:04700:7:Z4229344261;47:04700:9:Z4023799492;
CN1CNC(=O)C12CNC2,309,47:04700:0:Z3614835844;47:04700:3:Z3614828246;47:04700:6:Z4999249433;
O=C1C2CCCC1CSC2,303,47:04700:0:Z3614835844;47:04700:1:Z3366173172;47:04700:5:Z2891045055;
CC1(C)CCCCO1,5288,47:04700:0:Z2648439338;47:04700:0:Z1519491041;47:04700:0:Z2965674191;
FC1(F)CCCC2CNCC21,264,47:04700:0:Z4975440700;47:04701:1:Z4975434424;47:04701:3:Z4984592921;
CC1CCNC1,20666,47:04700:0:Z2976518981;47:04700:0:Z2312804020;47:04700:0:Z2634876271;
CC1CCCC(C)C1,1360,47:04700:0:Z1900129557;47:04700:0:Z1630046372;47:04700:0:Z3667646967;
CN1CCc2ccccc2C1=O,810,47:04700:0:Z1900129557;47:04700:0:Z3049599368;47:04700:0:Z2772818778;
O=S1(=O)CCC1,4076,47:04700:0:Z4224495261;47:04700:0:Z3680703172;47:04700:0:Z3134124467;
FC1(F)C2CCNCCC21,336,47:04700:0:Z3592731071;47:04700:1:Z3640881829;47:04700:4:Z4132616078;
C1CCC2(CC1)CCN2,636,47:04700:0:Z1593410050;47:04700:2:Z4934258002;47:04700:4:Z3514107650;
Fc1cc(F)cc(F)c1,1693,47:04700:0:Z1955270663;47:04700:2:Z4382274884;47:04700:3:Z1296941749;
CC1CCc2nccn21,448,47:04700:0:Z3529325674;47:04700:2:Z2290258610;47:04700:7:Z4611647704;
c1ccn2ncnc2c1,2225,47:04700:0:Z4048382154;47:04700:0:Z4645211335;47:04700:1:Z3179647456;
OC1CCCCC1,18503,47:04700:0:Z1507422909;47:04700:0:Z1122801290;47:04700:0:Z2159252351;
OC1CCC2NCCCC2C1,249,47:04700:0:Z3834603531;47:04700:0:Z3868456660;47:04700:3:Z3834162005;
Cc1cc[nH]n1,27962,47:04700:0:Z995996832;47:04700:0:Z2640701464;47:04700:0:Z2635550588;
c1ccc2c(c1)CCNC2,17782,47:04700:0:Z3505742723;47:04700:0:Z1471255770;47:04700:0:Z4621504507;
Cc1cccn1C,1634,47:04700:0:Z4252675865;47:04700:0:Z3385180356;47:04700:0:Z3144689720;
NC1CCOC1,1432,47:04700:0:Z3698010235;47:04700:0:Z3520255555;47:04700:0:Z3142914848;
O=c1cncc[nH]1,1006,47:04700:0:Z2962528069;47:04700:0:Z1607115978;47:04700:0:Z1672550223;
c1ccc2ncccc2c1,18655,47:04700:0:Z1498118580;47:04700:0:Z3652804759;47:04700:0:Z1437618890;
c1cnc2c(c1)OCCO2,1463,47:04700:0:Z2783650119;47:04700:3:Z3615635412;47:04700:5:Z2674899570;
c1cc2n(n1)CCCC2,6737,47:04700:0:Z2783650119;47:04700:0:Z4151405651;47:04700:0:Z3191018631;
Cc1c(Cl)cccc1Cl,223,47:04700:0:Z3833044837;47:04700:3:Z3174462343;47:04700:5:Z2052238868;
O=C1NCCC12CCCNC2,424,47:04700:0:Z3833044837;47:04700:2:Z4346334606;47:04700:4:Z3834006732;
Cc1cc(=O)[nH]c2ccccc12,237,47:04700:0:Z5049909286;47:04700:3:Z2147891277;47:04700:5:Z91651710;
O=c1[nH]cnc2ccccc12,2896,47:04700:0:Z1172909050;47:04700:0:Z1222457188;47:04700:0:Z2833286231;
CC1(C)CCCC(O)C1,753,47:04700:0:Z3353110265;47:04700:0:Z3644114263;47:04700:1:Z3869958510;
c1ccn2nncc2c1,834,47:04700:0:Z3353110265;47:04700:0:Z3544746542;47:04700:1:Z3554782371;
Cn1ccccc1=O,4631,47:04700:0:Z1709786445;47:04700:0:Z4481942382;47:04700:0:Z1709539157;
Fc1ccccc1F,21701,47:04700:0:Z2171826802;47:04700:0:Z2163542758;47:04700:0:Z4149465657;
c1ncc2c(n1)CCNC2,2221,47:04700:0:Z2717736029;47:04700:0:Z2961059861;47:04700:0:Z2826586775;
CC1NCCCC1O,677,47:04700:0:Z2884765505;47:04700:0:Z2474864951;47:04700:2:Z2859736556;
C1NCC2CC1N2,142,47:04700:0:Z3794993848;47:04700:6:Z4101350576;47:04701:0:Z3621676784;
CS(C)(=N)=O,4434,47:04700:0:Z3671931148;47:04700:0:Z3551335339;47:04700:0:Z2840883166;
C1CC2(C1)OCC1CC12,649,47:04700:0:Z3671931148;47:04700:5:Z4304502724;47:04700:6:Z2979308410;
Cc1cccc(C)c1,24757,47:04700:0:Z4056444042;47:04700:0:Z1625128943;47:04700:0:Z3352410808;
c1cc2c(o1)CCCC2,1417,47:04700:0:Z4056444042;47:04700:0:Z3193826098;47:04700:0:Z4109273736;
CC1CC(C)C(C)O1,712,47:04700:0:Z2860185654;47:04700:0:Z4436208722;47:04700:2:Z2719860809;
Cn1ccc2ccccc2c1=O,773,47:04700:0:Z2479846537;47:04700:0:Z2004158854;47:04700:1:Z2648519710;
C1COC2(C1)CCNCC2,1967,47:04700:0:Z4215902664;47:04700:0:Z4448286015;47:04700:0:Z3551491367;
c1nc2n(n1)CCCC2,2528,47:04700:0:Z2777362486;47:04700:0:Z2777362483;47:04700:0:Z1367979808;
C1CCC2(C1)CCCN2,1172,47:04700:0:Z4002018568;47:04700:0:Z1928750356;47:04700:0:Z3791055923;
CC1(C)CSCCN1,136,47:04700:0:Z4307464556;47:04701:1:Z2801074086;47:04701:7:Z1786362296;
O=c1occc2ccc(Cl)cc12,108,47:04700:0:Z4307464556;47:04700:0:Z4307623425;47:04700:5:Z4299324152;
CN1CCNCC12CC2,384,47:04700:0:Z4329664596;47:04700:4:Z4314105392;47:04700:7:Z4329675050;
C1CC2CNCC1O2,1521,47:04700:0:Z3791897523;47:04700:1:Z2297538677;47:04700:3:Z1306770783;
c1cnn2ccnc2c1,998,47:04700:0:Z3602378945;47:04700:0:Z4056028929;47:04700:2:Z4227387329;
CC1OCCO1,3051,47:04700:0:Z1519491041;47:04700:0:Z3534810520;47:04700:1:Z4191674246;
OC1CCCC1(F)F,398,47:04700:0:Z3593542499;47:04700:0:Z3651978361;47:04700:1:Z3548896916;
CC1CCN(C)C1,882,47:04700:0:Z4307218723;47:04700:0:Z4417822994;47:04700:1:Z2173842064;
Oc1cccnn1,194,47:04700:0:Z4307218723;47:04700:1:Z3600312056;47:04700:5:Z4394678336;
CC1CCCCC1=O,404,47:04700:0:Z3540004319;47:04700:1:Z1546141201;47:04700:6:Z1590657697;
O=S1(=O)CCCc2ccccc21,873,47:04700:0:Z2045494940;47:04700:1:Z2872782441;47:04700:2:Z2777878358;
Fc1ccc2ccccc2c1,378,47:04700:0:Z3907208849;47:04700:6:Z4093927812;47:04700:7:Z2862153382;
C1CC2(CCOCC2)CN1,2670,47:04700:0:Z3696549014;47:04700:0:Z4878855002;47:04700:0:Z3049305625;
CC1CNCCN1,11891,47:04700:0:Z1767810176;47:04700:0:Z4227115059;47:04700:0:Z4043623242;
C1CC2CCC(CN1)N2,1211,47:04700:0:Z2355456474;47:04700:0:Z3046750009;47:04700:2:Z2722392656;
c1cnc2cc[nH]c2c1,1671,47:04700:0:Z2871469562;47:04700:0:Z3783306715;47:04700:1:Z4024904429;
Fc1cc2nc[nH]c2cc1F,474,47:04700:0:Z3049513227;47:04700:4:Z1023420936;47:04700:5:Z4352039452;
CC1(F)CNCCNC1,296,47:04700:0:Z2448308822;47:04700:4:Z4054069439;47:04700:5:Z2368634157;
Cc1nc2c(s1)CNCC2,222,47:04700:0:Z4231382493;47:04700:2:Z4224660024;47:04700:6:Z4224659912;
c1ncc2cn[nH]c2n1,975,47:04700:0:Z4231382493;47:04700:1:Z1378397808;47:04700:3:Z4231290527;
CC1(C)CCCNC1,5323,47:04700:0:Z2266268330;47:04700:0:Z2090367708;47:04700:0:Z3656379350;
Cc1ccccc1Cl,6917,47:04700:0:Z2790168981;47:04700:0:Z2709130142;47:04700:0:Z2191757518;
c1ccc2c(c1)CNOC2,215,47:04700:0:Z2118757518;47:04700:8:Z2097818606;47:04701:2:Z4061696787;
C1COCCNN1,268,47:04700:0:Z2640701464;47:04701:0:Z2714032797;47:04701:6:Z2640690554;
Clc1ccn[nH]1,1740,47:04700:0:Z2709130142;47:04700:0:Z3369089546;47:04700:1:Z3867208190;
CC1(C)CNCCS1,834,47:04700:0:Z4507848716;47:04700:0:Z4303139576;47:04700:2:Z4319790418;
C1CCC2CCC2C1,857,47:04700:0:Z3356810869;47:04700:1:Z3643040409;47:04700:3:Z4403843772;
C1=NOCC1,8433,47:04700:0:Z2407902129;47:04700:0:Z1716484055;47:04700:0:Z4878973338;
Fc1ccc(F)cc1,10418,47:04700:0:Z2407902129;47:04700:0:Z1716484055;47:04700:0:Z1271641037;
Cn1nnc2c1NCCC2,523,47:04700:0:Z5018192308;47:04700:9:Z5017529527;47:04700:9:Z4771644100;
Cc1ccc2sccc2c1,470,47:04700:0:Z3597585753;47:04700:0:Z3357767258;47:04700:5:Z3803105808;
O=C1CCC2CNCC2N1,377,47:04700:0:Z3597585753;47:04700:0:Z3321242500;47:04700:3:Z3597583024;
Cc1ccsc1,9369,47:04700:0:Z1901372841;47:04700:0:Z3555157342;47:04700:0:Z3703816102;
O=C1CC2(CCNC2)CN1,464,47:04700:0:Z3669374085;47:04700:1:Z1917937192;47:04700:1:Z1929059341;
O=C1CCc2ccccc21,3003,47:04700:0:Z4294751812;47:04700:0:Z2861265142;47:04700:0:Z3175788631;
c1cnc2c(c1)CCN2,1418,47:04700:0:Z4294751812;47:04700:0:Z4132488343;47:04700:0:Z2325384365;
NC1CC2CCCC12,1101,47:04700:0:Z4878973338;47:04700:5:Z4878973204;47:04700:5:Z4079415157;
Cn1cnc2c1CCOC2,172,47:04700:0:Z3143301783;47:04700:1:Z3092024778;47:04700:3:Z3092021050;
c1cc2n(n1)CCNC2,4412,47:04700:0:Z3143301783;47:04700:0:Z5017583849;47:04700:0:Z3699735738;
Fc1cc2cc[nH]c2cc1F,276,47:04700:0:Z4299165038;47:04700:1:Z3589054926;47:04700:1:Z4299455570;
C1CC2(CCS1)CNC2,431,47:04700:0:Z4299165038;47:04700:0:Z3672622604;47:04700:0:Z4294322771;
Oc1ccc2c(c1)OCCNC2,277,47:04700:0:Z2091967966;47:04700:2:Z3470843034;47:04700:3:Z2091990309;
C1CCN2CCCC2C1,3507,47:04700:0:Z4621554602;47:04700:0:Z3384217881;47:04700:0:Z1104795470;
FC1(F)C2CCCCC21,2747,47:04700:0:Z4418692693;47:04700:0:Z3562049520;47:04700:0:Z2630923551;
CC1CCNCCS1=O,386,47:04700:0:Z3829368781;47:04700:2:Z3196554246;47:04700:8:Z2302919022;
c1ccn2cnnc2c1,5155,47:04700:0:Z4135449140;47:04700:0:Z4476146042;47:04700:0:Z2217736270;
C1CCC2(CC1)CC2,4054,47:04700:0:Z3087393998;47:04700:0:Z4609388287;47:04700:0:Z4602977408;
c1cnc2cnccc2c1,1257,47:04700:0:Z2230514687;47:04700:2:Z3383099894;47:04700:3:Z4268614286;
Cc1ccnn1C,9676,47:04700:0:Z2995710116;47:04700:0:Z2288575882;47:04700:0:Z3819995476;
O=C1NCCc2ncccc21,176,47:04700:0:Z4640300553;47:04701:2:Z4629993196;47:04701:2:Z4644760919;
Cc1ccnc2ncnn12,281,47:04700:0:Z952684672;47:04700:3:Z3627416005;47:04700:6:Z2143792914;
O=S1(=O)CCCN1,6227,47:04700:0:Z952684672;47:04700:0:Z4041772882;47:04700:0:Z1207164881;
c1cc2c(cn1)CNCC2,833,47:04700:0:Z5012975549;47:04700:0:Z3091615460;47:04700:1:Z4064848891;
O=C1CC2CCC1C2,1120,47:04700:0:Z5012975549;47:04700:0:Z3091615460;47:04700:0:Z5014132902;
c1n[nH]c2c1CCCC2,6776,47:04700:0:Z4151965230;47:04700:0:Z2958056944;47:04700:0:Z1409317392;
FC1(F)CC12CCC2,4650,47:04700:0:Z3176040686;47:04700:0:Z4211281622;47:04700:0:Z4539333168;
