fragment_smiles,occurences,example_ligands
CN1CCC(C)(C)CC1,4,28:02826:1:Z4924129054;;32:03242:5:PV-002748267850;
CC1NC(=O)C2(NC1=O)C(C)C2C,3,28:02828:3:Z4208560567;28:02828:3:Z4208560607;28:02828:3:Z4208560583;;
O=C1NC2(CCNCC2)N2CCSCC12,9,28:02835:5:Z2351367020;28:02846:3:Z2830943401;;
Cc1nc2sc(C)cc2c(=O)[nH]1,2,28:02837:0:Z55997061;28:02872:5:Z55164933;;
CC1CC(=O)N2CCC3CC2(C3)C(=O)N1,2,28:02840:5:Z4379910681;28:02840:5:Z4379910766;;
Cc1sc2c(c1C)C=NC(C)C(=O)N2,6,28:02851:1:Z3307797457;28:02851:1:Z3307797450;28:02851:1:Z3307797460;;
CN1CC2CCC(CC2)C1,1,28:02851:3:Z3797380754;;
CN1CC2CS(=O)(=O)C2C1,6,28:02858:0:Z4451623575;;31:03154:3:PV-004228975914;
CN1CCc2nn[nH]c2C1,1,28:02862:4:Z2839086902;;
CN1CCC2COCCC21,2,28:02862:9:Z2070591088;;33:03373:0:PV-002790968135;
c1nc2c(s1)NCCCC2,220,28:02866:3:Z2234144411;28:02896:9:Z2443815223;;
CN1CC(=O)NC12CCCC2,4,28:02872:2:Z3996176229;28:02872:2:Z3789004660;;
CN1CCCC2CCC21,4,28:02878:6:Z2955518716;;36:03658:7:PV-005492850679;
CN1CC2(CCCCC2)C1,1,28:02881:1:Z2313531643;;
CC1NC(=O)CC2CC(C)(C)CN2C1=O,3,28:02894:1:Z4009027214;28:02894:1:Z4009027195;28:02894:1:Z4009027241;;
Cc1ccc2c(c1)NC(C)(C)CC2C,625,194:19401:2:PV-002188033644;194:19472:3:Z4359528723;;
C1OCC2COCC1N2,107,194:19403:8:PV-003041675448;;204:20469:2:PV-002709042796;
Oc1ncnc2c1CNCC2,72,194:19403:9:PV-006697940698;194:19467:0:Z3343574246;194:19471:9:Z3343572456;;
OC1CCc2[nH]ncc2C1,1388,194:19404:2:PV-006698138281;;31:03123:1:PV-004150947311;
C1CC2COC2CN1,1267,194:19404:9:PV-003903066327;194:19424:4:PV-003906429151;194:19430:6:PV-003907514247;;
C1CC2CN(C1)CCN2,867,194:19405:6:PV-003903180737;194:19416:7:PV-003905111152;;
N=S1(=O)CCC2(CC1)CNC2,698,194:19406:3:PV-006699108532;194:19439:6:Z4095954637;194:19439:9:Z4095954273;;
Clc1ccc2c(c1)Nc1ccccc1S2,463,194:19407:3:PV-006699708382;194:19423:3:PV-006707899053;194:19447:9:Z4505010624;;
CC1(C)Cc2cccc(Cl)c2O1,586,194:19408:0:PV-004142035403;194:19463:0:Z3837467569;194:19482:8:Z3837466156;;
O=C1CCCCCCNCC1,172,194:19408:3:PV-003903641145;194:19408:3:PV-003903641147;194:19408:3:PV-003903641148;;
O=S1(=O)CCNC2(CNC2)C1,920,194:19412:7:PV-006702468522;194:19438:3:Z4559835117;194:19438:5:Z4156162203;;
C1=NOC2(C1)CCOC2,717,194:19416:8:PV-004142450481;194:19421:3:PV-003905903966;194:19428:0:PV-003907063530;;
CC1(C)Cc2ccsc2C(C)(C)N1,215,194:19417:3:PV-006704785338;194:19417:3:PV-006704785339;;
O=C1CC(O)c2ccccc2N1,422,194:19417:5:PV-003042591325;194:19420:9:PV-003042822874;;
OC1CCNCC12CCC2,1141,194:19420:5:PV-003042791241;;205:20558:9:PV-003054336632;
O=C1Cc2ccc(F)cc2N1,1371,194:19421:1:PV-003042832104;194:19438:8:Z3161445777;194:19450:3:Z3095732572;;
Oc1ccnc2cc(F)cc(F)c12,523,194:19421:6:PV-004142674736;194:19423:5:PV-003042999219;;
O=c1[nH][nH]c(=O)c2c(F)cccc12,125,194:19425:8:PV-006709202755;194:19442:3:Z5011212348;;
CC1(C)Cc2[nH]c(=O)ccc2C(C)(C)C1,547,194:19426:4:PV-003906788408;194:19474:6:Z4250835756;;
O=c1[nH][nH]c(=O)c2[nH]nnc12,1067,194:19429:3:PV-004143034934;194:19447:3:Z1537482889;194:19447:7:Z1231701809;;
CC1(C)Nc2cc(Cl)ccc2NC1=O,122,194:19430:1:PV-006711442289;194:19459:7:Z2443848898;;
c1ccc2c(c1)CCc1ccccc1N2,2505,194:19431:2:PV-003907628419;194:19431:2:PV-003907628420;194:19438:5:Z1994089348;;
FC1CNCC12CNC2,232,194:19432:3:PV-006712571940;;197:19735:9:Z4402427068;
Cc1ncnc(Cl)n1,28,194:19435:6:PV-006714208812;;199:19986:1:Z4185315289;
O=C1NC2CC(N1)c1c(Cl)cccc1O2,256,194:19437:1:PV-006715058175;194:19448:8:Z3548026859;194:19492:3:Z4212810959;;
c1ccc2nc3c(cc2c1)CNCC3,5102,194:19437:9:PV-003908786025;194:19438:8:Z3208906207;194:19439:0:Z4252419850;;
O=c1[nH]c2nncn2c2ccccc12,8534,194:19438:2:Z3321432444;194:19438:2:Z3321441516;194:19438:2:Z2330958678;;
Cn1c(=O)c2cncnc2n(C)c1=O,654,194:19438:2:Z1439154018;194:19442:0:Z2273543467;194:19445:0:Z1778674679;;
Cc1cc(O)n2ncnc2n1,1364,194:19438:2:Z2304651072;194:19442:0:Z3835950239;194:19445:9:Z1724738667;;
O=c1[nH]ncn2c1cc1sccc12,4452,194:19438:3:Z4035565435;194:19438:7:Z3204370261;194:19440:3:Z3202803974;;
Oc1ccnc2ccncc12,1290,194:19438:5:Z3095873812;194:19463:0:Z3095874344;194:19463:8:Z3095873966;;
Cc1cc(C)n2nc3ncccc3c2n1,5106,194:19438:6:Z2070255385;194:19438:9:Z2071368328;194:19439:3:Z2068988206;;
O=c1cc[nH]c2cc(Cl)c(F)cc12,4675,194:19438:8:Z2440356454;194:19439:5:Z1676955750;194:19439:8:Z4600197552;;
c1nc2n(n1)C1(CC2)CNC1,1367,194:19439:1:Z3360408351;194:19443:1:Z3780987288;194:19443:6:Z3360774465;;
Cc1cc2c(N)ncnc2o1,1742,194:19439:2:Z594693926;194:19440:5:Z2276764052;194:19440:6:Z2605006837;;
O=c1cc[nH]c2cc(F)ccc12,570,194:19439:2:Z2274780497;194:19445:6:Z3831217939;194:19459:0:Z3513315631;;
O=C1NCc2cccnc2N2CCCC12,1945,194:19439:5:Z2783210028;194:19444:0:Z2783213450;194:19446:0:Z2783214747;;
Cc1[nH][nH]c2nncc1-2,1258,194:19439:5:Z1246826212;194:19445:3:Z2631127589;194:19446:9:Z1375895134;;
Cn1c(=O)[nH]c2ncccc2c1=O,5902,194:19439:5:Z2646822772;194:19440:4:Z649822206;194:19441:0:Z4032741671;;
O=C1NC2CCC(=O)N2c2ccccc21,7427,194:19439:5:Z244658350;194:19440:6:Z4032006111;194:19442:1:Z1332982638;;
Cc1ncc2c(=O)n(C)c(=O)[nH]c2n1,637,194:19439:7:Z2040636275;194:19440:5:Z2588911197;194:19466:2:Z3512271552;;
C1=NOC2(C1)CCCNC2,93,194:19439:8:Z3340346023;;195:19576:1:Z2569656471;
Cc1cc(O)c2cc[nH]c2c1,491,194:19440:0:Z3097556172;194:19494:3:Z3160198922;194:19495:1:Z3094280412;;
Cc1nc2c(=O)[nH]ncc2s1,236,194:19440:1:Z4134187469;194:19453:9:Z4134187404;194:19464:1:Z4134185510;;
O=c1[nH]ccn2nncc12,1968,194:19440:3:Z4150159625;194:19446:3:Z3842039053;194:19450:5:Z3836624677;;
Cc1cc(C)n2nc3ccccc3c2n1,5269,194:19440:5:Z1317683788;194:19441:9:Z1673781622;194:19447:9:Z1365458412;;
Clc1cnc[nH]1,886,194:19440:6:Z2165447242;194:19441:5:Z3351517738;194:19442:1:Z2023706632;;
O=S1(=O)CCc2ccsc2C1,1259,194:19441:1:Z1324329734;194:19444:8:Z1245892965;194:19450:7:Z2453270888;;
O=C1CNCC2CNCCN12,1697,194:19441:1:Z4255061237;194:19455:3:Z4255053461;194:19463:3:Z4492709571;;
O=C1NC2CC(N1)c1ccc(Cl)cc1O2,255,194:19441:2:Z4212924321;194:19491:1:Z4212896913;;
Cn1cc2ccccn2c1=O,825,194:19441:5:Z3097700295;194:19442:0:Z3097699765;194:19444:3:Z3137707441;;
O=C1NC2CC(N1)c1cccc(F)c1O2,312,194:19442:0:Z4414624473;194:19455:7:Z4414624466;194:19461:7:Z4414624039;;
CC1=CC=Nc2ccccc2N1,895,194:19442:0:Z1647381536;194:19452:5:Z406791184;194:19467:6:Z1316840514;;
Oc1nc2c(s1)CCCC2,747,194:19442:1:Z3098520272;194:19443:7:Z3095589460;194:19446:1:Z3152373659;;
c1ncc2c(n1)CCC1(C2)OCCO1,330,194:19442:1:Z1996893215;194:19453:3:Z1673419591;194:19455:8:Z1729735395;;
O=C1Nc2ccccc2NC12CCCC2,3317,194:19442:2:Z2899093375;194:19442:3:Z1843142084;194:19445:1:Z3880598711;;
Cc1cc(=O)nc2scnn12,3339,194:19442:7:Z1640262993;194:19444:5:Z3372558428;194:19444:5:Z1654932629;;
N=S1(=O)CC2(CCNCC2)C1,692,194:19443:0:Z4922316953;194:19445:3:Z4922317133;194:19445:9:Z4922317904;;
Cn1c(=O)n(C)c2ncccc21,2364,194:19443:6:Z1594177426;194:19446:8:Z1500692038;194:19453:4:Z1986848245;;
N=c1nc[nH]cn1,199,194:19444:3:Z2861213072;194:19464:9:Z3870682789;194:19464:9:Z2861116663;;
CC1CNc2cc(F)ccc2CN1,265,194:19445:8:Z1564894945;194:19476:8:Z2177124901;;
Cc1cc(C)c2cncn2n1,227,194:19446:7:Z51408333;194:19462:7:Z2067009166;194:19465:7:Z1079488718;;
CS1(=O)=NC2(CCC2)Nc2ccccc21,190,194:19447:9:Z4369615427;194:19447:9:Z4369614608;194:19474:9:Z4369615345;;
c1nc2ccsc2[nH]1,118,194:19448:5:Z2188255977;194:19448:5:Z2188235734;194:19448:5:Z1673659260;;
CN1C(=O)CNC(=O)c2ccccc21,114,194:19448:5:Z2476133891;194:19459:5:Z3494644717;194:19494:5:Z2476133753;;
Cc1nn(C)c2c1NCC(C)N2,728,194:19449:2:Z1367772167;194:19476:5:Z2996302641;194:19487:3:Z1325820283;;
C1=C2OCCC2CCCC1,848,194:19449:5:Z3097553170;194:19450:9:Z3097552909;194:19454:6:Z3094284853;;
Cc1nc2c3ccccc3[nH]c(=O)n2n1,189,194:19449:7:Z1003745020;194:19456:8:Z642749900;194:19492:9:Z1528281110;;
O=c1[nH]c(=O)c2cncnc2[nH]1,141,194:19449:8:Z1815319656;194:19477:6:Z2991498328;194:19496:1:Z3340739494;;
C1CNC2(CCN1)CCOCC2,1640,194:19450:0:Z2964120285;194:19462:3:Z2955541706;194:19464:8:Z2955540941;;
O=S1(=O)N=C2N=CNN2c2ccccc21,301,194:19450:8:Z1170277752;194:19465:8:Z1263985682;194:19469:2:Z1533148332;;
CC1(C)OC2COCC2O1,431,194:19450:9:Z4274541849;194:19453:3:Z4260020196;194:19468:8:Z4261665377;;
c1nnc2n1CCC1(CCOCC1)C2,58,194:19451:5:Z3337541934;194:19492:8:Z3337541792;;
Fc1cc(F)c2ncccc2c1,305,194:19452:6:Z2720729927;194:19479:3:Z3341305074;194:19484:9:Z2478256965;;
Cn1c(=O)[nH]c2ncncc2c1=O,550,194:19452:7:Z1272911620;194:19460:2:Z18166644;194:19483:6:Z18165985;;
O=C1NC(=O)C2CCNCCC2N1,807,194:19453:0:Z3463289457;194:19458:5:Z3429970551;;
Cc1cc(N)[nH]c1C,591,194:19453:0:Z4611199022;194:19493:4:Z4254282911;;
O=c1nc[nH]c2c1CNCC2,681,194:19453:2:Z2852466851;194:19486:8:Z2613384656;194:19487:1:Z4930583239;;
CC1(C)CC(N)CC(C)(C)N1,224,194:19453:5:Z4768231246;194:19453:5:Z4768231297;194:19453:5:Z4768231085;;
Nc1cnco1,273,194:19454:2:Z3302397525;194:19461:8:Z3097936475;194:19491:6:Z3094685387;;
C=C1CCn2c1nc1ccccc1c2=O,284,194:19454:2:Z1517250896;194:19457:5:Z1517250890;194:19470:8:Z1778487165;;
Cc1cc2c(=O)[nH]c(=O)[nH]c2o1,1802,194:19454:4:Z2335009340;194:19455:1:Z1177888999;194:19458:3:Z2140445535;;
c1ccc2c(c1)CCCc1sccc1-2,466,194:19455:5:Z1778994345;194:19488:4:Z1337511026;194:19489:3:Z1337511371;;
Cc1cc2cccnc2cc1C,793,194:19455:5:Z1204630865;194:19488:5:Z1455065986;194:19489:5:Z1102178820;;
Cc1ccc2c(c1)OC1CC2NC(=O)N1,247,194:19457:5:Z3773997982;194:19475:0:Z3773997610;194:19475:0:Z3773997510;;
Cc1csc2[nH]c(=O)ccc12,830,194:19459:9:Z4997152348;194:19462:9:Z4997162207;194:19484:1:Z227422950;;
CC1CC(C)(C)Nc2cc(F)ccc21,542,194:19460:0:Z4360016535;194:19463:9:Z4360016513;194:19485:9:Z4998500299;;
CC1NC(=O)c2ccccc2N1,13,194:19460:3:Z1855580720;194:19472:7:Z2351366079;;
c1ccc2c3c([nH]c2c1)COCC3,1358,194:19462:1:Z3206604899;194:19464:2:Z1616724059;194:19465:3:Z2231192210;;
O=C1NC2(CCNCC2)NC12CCCC2,106,194:19462:2:Z1816990338;194:19481:5:Z1325718992;194:19485:1:Z1325719091;;
CN1CCC(O)N(C)C1=O,144,194:19467:9:Z1162575005;;198:19850:9:Z727422412;
CN1CC2=C(CCNC2=O)N(C)C1=O,116,194:19487:2:Z1900140276;194:19494:3:Z1956172006;;
Nc1[nH]cnc2ncnc1-2,73,194:19492:9:Z3171795015;;196:19610:0:Z3169805264;
C1=CNc2ccccc2N=C1,355,195:19501:4:Z852798480;195:19557:9:Z2142486692;;
O=C1NCCC(O)N1,209,195:19505:1:Z1162573094;195:19539:6:Z1162573102;;
Oc1cc[nH]c1,182,195:19506:1:Z3095562834;195:19506:1:Z3095563135;195:19542:2:Z3095562991;;
C=C1CCn2c1nc1sccc1c2=O,153,195:19510:2:Z3292309521;195:19564:3:Z3292309461;195:19574:5:Z1362829816;;
Cc1onc2c(=O)[nH]ncc12,181,195:19510:8:Z3789804532;195:19534:5:Z3254750106;195:19536:2:Z3170612084;;
CC1CC(C)(C)Nc2cc(Cl)ccc21,232,195:19510:9:Z4366070383;195:19512:3:Z4366070401;;
Cc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1,58,195:19514:9:Z1560811820;195:19579:4:Z1227784290;;
C=C1CCc2cc3ccccc3nc21,465,195:19515:0:Z46108278;195:19523:9:Z1362828972;195:19558:0:Z1165601195;;
c1ccc2c(c1)ncc1nc[nH]c12,550,195:19517:5:Z4653114758;195:19529:9:Z4362718048;195:19553:6:Z4362718143;;
CC1(C)C2CCC(O)C1C2,390,195:19520:1:Z4261646656;195:19573:5:Z4273250921;;
CC1CNC=N1,6,195:19522:3:Z4743304270;;202:20274:6:Z4784370970;
Cc1ccc2[nH]c(=O)n3ncnc3c2c1,42,195:19529:7:Z1983608487;195:19537:0:Z2790230053;;
O=C1NCC2=C(CNC2=O)N1,98,195:19535:3:Z1956171018;195:19560:3:Z1956167310;195:19593:3:Z1956171009;;
C=C1CNCc2cc3ccccc3nc21,86,195:19535:6:Z2285401868;195:19581:3:Z2896988448;;
O=C1CCCc2cccnc21,22,195:19537:1:Z3253744603;195:19553:5:Z1917775371;;
O=S1CCCc2ccsc21,15,195:19537:5:Z221351166;;58:05808:2:Z1511725601;
Oc1ccnc2cc(Cl)c(Cl)cc12,3,195:19539:5:Z3254867683;195:19539:5:Z3309221391;195:19539:5:Z3254867679;;
Cc1[nH]oc(=N)c1C,49,195:19555:6:Z2068161562;;197:19725:7:Z2068161558;
C1NCC2C1COC21CNC1,95,195:19555:9:Z4577140589;195:19585:3:Z4577140596;;
O=c1nccn[nH]1,101,195:19573:9:Z2790216825;;196:19653:2:Z5022803652;
Cc1cn(C)[nH]c1=O,47,195:19589:5:Z730862810;;196:19644:4:Z730819628;
O=C1NCC2=C(CCNC2=O)N1,135,196:19612:8:Z1900132872;196:19628:9:Z2357393156;196:19637:1:Z2357393157;;
Oc1ccc(Cl)c2ccccc12,142,196:19614:0:Z1684075718;196:19614:5:Z1890918812;196:19616:4:Z1683111893;;
c1scc2c1OCCCO2,42,196:19623:2:Z3309611603;196:19682:6:Z3311413014;196:19682:6:Z3309411926;;
CC1CCC(N)C(C)N1,77,196:19657:9:Z4769848051;;197:19721:3:Z4769847935;
O=c1[nH]c(O)c(O)[nH]1,119,197:19701:6:Z1914224720;197:19702:8:Z2067394743;;
c1nc2c(s1)C1CCCC(C2)N1,20,197:19707:7:Z4208795854;197:19751:0:Z4208793899;197:19779:5:Z4208751246;;
O=c1[nH]nc2ncn3c(c1-2)CCCCC3,52,197:19716:4:Z18615232;197:19721:6:Z18615241;;
Nc1ccn2c(=O)ccnc2c1,34,197:19735:3:Z4445359045;197:19739:1:Z4445359033;197:19791:5:Z4445359001;;
O=C1CNCc2cc(Cl)ccc2N1,143,197:19742:5:Z4270422375;197:19742:5:Z4923662566;;
CC1CC(=O)N2CCCC2C(=O)N1,14,197:19751:0:Z4208566585;197:19751:0:Z4208566865;;
O=C1CN=Cc2c(sc3c2CCCC3)N1,20,197:19757:9:Z4221302678;197:19757:9:Z3307796543;;
Oc1ccnc2c(Cl)c(Cl)ccc12,3,197:19764:6:Z3094992905;197:19764:6:Z3309509586;197:19764:6:Z3094992904;;
N=c1[nH]ncs1,19,197:19784:9:Z24747532;;199:19923:8:Z103083314;
NC1=CC(=O)CN1,42,198:19869:3:Z32015361;;201:20126:1:Z605595824;
Oc1ncnc2c1CCNC2,63,199:19915:2:Z1541781954;199:19964:5:Z2897039757;199:19965:1:Z3493806187;;
Cc1nc2c(c(=O)[nH]1)CCNC2,99,199:19936:1:Z2790290281;199:19987:3:Z3789888251;199:19987:3:Z3795724538;;
c1nnc2n1CC1(CC2)CNC1,36,199:19952:3:Z4168356086;199:19987:6:Z4168356061;;
Cc1cc2cccnc2s1,12,199:19986:4:Z2529033096;;37:03756:4:PV-002916345505;
CC1NC(=O)C(C)(C)N1,13,200:20023:8:Z2830951749;;203:20318:1:Z2830949465;
CN1CC2=C(CNC2=O)N(C)C1=O,95,200:20030:8:Z1956173459;200:20052:5:Z2357394111;;
C1=NN=CSC1,5,200:20064:5:Z240908640;;62:06280:5:Z119971190;
O=C1C=CCc2nc3ccccc3n21,24,201:20125:9:Z4507168937;201:20152:2:Z4507169820;;
O=C1CN=Cc2c(sc3c2CCOC3)N1,17,201:20150:6:Z3307798074;201:20174:6:Z3307798077;;
O=C1NC2(CCCNC2)NC12CCCC2,2,202:20208:4:Z1347340286;202:20267:0:Z1325718912;;
Cc1c2c(nc3ccccc13)CCNC2,47,202:20224:0:Z1252776142;202:20224:1:Z1252776100;;
CC1(C)NC2(CCCNC2)NC1=O,2,202:20266:1:Z2830949832;202:20288:6:Z2830952099;;
O=C1CC2(CCCNCC2)CN1,441,205:20503:4:PV-004160202074;205:20519:6:PV-003910461320;205:20550:8:PV-004175353619;;
O=C1CCC2(CCNCC2)CN1,507,205:20503:8:PV-004160274729;205:20503:8:PV-004160274730;205:20503:8:PV-004160274731;;
O=C1NCC2(CCNCC2)CN1,430,205:20518:2:PV-003910421885;205:20521:5:PV-004165997485;;
Oc1ccnc2cc3c(cc12)OCCO3,514,205:20520:7:PV-003050230206;205:20537:3:PV-003051994525;205:20537:5:PV-004171050114;;
CC1NCC2CCCN2C1=O,361,205:20523:4:PV-004166599353;205:20599:1:PV-003058663606;;
Cc1cc(O)nc2[nH][nH]c(=O)c12,52,205:20535:0:PV-003051778626;205:20597:1:PV-003058463698;;
CN1CCC2(CCCNCC2)CC1,258,205:20562:7:PV-003911716030;205:20578:0:PV-003912161067;;
C1=CC2(CCNC2)Oc2ccccc21,54,207:20737:6:PV-002720263465;207:20754:7:PV-002720975573;207:20782:6:PV-002722134725;;
CC1CC(C)(C)CC(C)(C)C1,494,207:20748:4:PV-003917152463;207:20761:1:PV-003917518903;;
FC1(F)CCC2(CCCN2)CC1,567,207:20748:6:PV-004238676217;207:20785:4:PV-004250478723;207:20790:2:PV-004251991917;;
CN1Cc2cn[nH]c2C1,2,29:02900:8:Z4031285773;;40:04043:0:PV-003010116093;
Oc1ccc2sccc2c1,353,29:02904:3:Z2998197599;29:02953:3:Z3777254798;;
CC1NC(=O)C2(CC(O)C2(C)C)NC1=O,15,29:02904:6:Z4959069428;29:02904:6:Z4959069430;29:02924:8:Z4379904783;;
FC12CC(C1)c1nncn1C2,2,29:02912:3:Z4108311094;29:02956:3:Z4108311114;;
CC1CC(C)(C)C2CN=CNC12,6,29:02923:5:Z3630487327;29:02938:8:Z4561887388;;
CC1CNC2(CCCC2)CN1,465,29:02927:4:Z2950039751;29:02927:4:Z2950039765;29:02949:2:Z2277059479;;
CC1NC(=O)C2(CC2)NC1=O,12,29:02929:6:Z4447335001;29:02929:6:Z4447335044;29:02929:6:Z4447335067;;
CC1C(C)C12NC(=O)CCNC2=O,3,29:02930:1:Z5011202249;29:02930:1:Z5011202251;29:02930:1:Z5011202250;;
O=C1NC2(CCCC2)NC12CCCC2,15,29:02933:9:Z2351369316;29:02984:2:Z1848490240;;
CC1(C)NC2(CCSCC2)NC1=O,2,29:02939:1:Z2351390830;29:02963:8:Z2351392027;;
CN1CC2CCCC1C2,3,29:02942:5:Z2955531522;;40:04025:0:PV-003004226785;
Cc1nc2c(s1)C1CCC(C2)N1,2,29:02962:8:Z4208735022;29:02962:8:Z4208735055;;
Cc1cccc2nc3c(c(C)c12)CCC3,4,29:02964:2:Z3788921566;29:02964:2:Z3996027044;;
CC1N=Cc2c(sc3c2CCC3)NC1=O,21,29:02986:5:Z3307796605;29:02986:5:Z3241942462;29:02986:5:Z3307796597;;
O=C1CC2COCCN2C(=O)CCN1,6,29:02988:3:Z5011202131;29:02988:3:Z5011202130;29:02988:3:Z5011202132;;
C=C1CCN(C)CC1,8,29:02988:3:Z1708888327;;36:03658:6:PV-003496991414;
CC1CC(C)(C)CC2(C1)NCC(=O)N2,6,30:03003:4:Z2830894653;30:03094:3:Z2830950845;;
CC1NC(=O)C(C)C2CCCN2C1=O,3,30:03013:5:Z4208573811;30:03013:5:Z4208573948;30:03013:5:Z4208574009;;
CC1CCCN(C)CC1,4,30:03020:4:Z2070099716;;31:03175:7:PV-002726448873;
CC1(C)NC2(CCC(O)CC2)NC1=O,2,30:03024:1:Z2351421523;30:03086:9:Z2351385362;;
CN1CCN(C)C(=O)C1,6,30:03031:1:Z3323347551;;32:03255:1:PV-002752415696;
Cc1ccc2c(C)cccc2c1,249,30:03038:6:Z4630070204;30:03072:9:Z4630070976;;
CN1CCC2CCCCC2C1,2,30:03047:1:Z4575482769;30:03049:5:Z3495320289;;
CN1CCSCC1,24,30:03051:2:Z1717723929;;31:03135:9:PV-002713443756;
CN1CC(O)CC12CNC2,1,30:03054:1:Z4202194263;;
CN1CCNCC(F)(F)C1,2,30:03056:6:Z3037905977;;15:01521:4:Z3319594544;
CC1NC(=O)C2CCCC2NC1=O,3,30:03076:6:Z4009014482;30:03076:6:Z4009014433;30:03076:6:Z4009014406;;
Fc1ccc(F)c2[nH]cnc12,347,30:03086:6:Z2762522377;30:03089:8:Z3064951204;;
CC1NC(=O)C2C3CC(O)C2N(C3)C1=O,3,30:03096:6:Z4208577914;30:03096:6:Z4208577862;30:03096:6:Z4208577890;;
Cc1csc(F)n1,964,31:03121:8:PV-004147732820;31:03122:7:PV-004149891795;31:03123:6:PV-004152291771;;
Cc1ccc2nc[nH]c2c1Cl,163,31:03122:9:PV-002709211133;31:03132:5:PV-003053168328;31:03133:8:PV-002712754773;;
OC1CSc2ccccc21,809,31:03123:0:PV-004150681849;31:03124:9:PV-004155486295;31:03125:1:PV-004155861196;;
CC1CCC2(C1)NC(=O)C(C)(C)N2,6,31:03123:5:PV-003045561440;31:03169:3:PV-002724349905;;
Clc1cc2ccccc2[nH]1,26,31:03123:6:PV-002709443761;;32:03262:6:PV-002754870491;
c1cnc2ccc3nc[nH]c3c2c1,151,31:03124:9:PV-002709853715;31:03126:1:PV-002710266046;31:03126:9:PV-002710494889;;
c1cc2c3c(ccc2o1)OCO3,46,31:03125:0:PV-002709889350;31:03138:8:PV-002714414925;31:03151:9:PV-002718692924;;
Cn1ncc(Cl)c(Cl)c1=O,1,31:03125:5:PV-002395616801;;
CC1CN(C)C1C,1,31:03125:8:PV-003047510601;;
Cc1ccnc2ccc(F)cc12,81,31:03125:8:PV-002710148687;31:03138:2:PV-002714203074;31:03140:7:PV-002715017635;;
c1nc2ccc3scnc3c2[nH]1,144,31:03126:6:PV-002710402033;31:03130:5:PV-002711681829;31:03131:2:PV-002711906136;;
CN1CCSC2CCCC21,1,31:03127:0:PV-003048562473;;
N=c1ncnc(N)[nH]1,734,31:03128:8:PV-002711115700;31:03132:5:PV-003053201467;31:03134:6:PV-002713016386;;
CN1CCCC2CC21,2,31:03129:0:PV-004165648267;;37:03790:3:PV-003608173132;
Clc1cc(Cl)c2[nH]cnc2c1,49,31:03129:1:PV-002711232087;31:03138:5:PV-002714322092;31:03147:5:PV-002717248711;;
Cc1cc(Cl)c2[nH]cnc2c1,170,31:03129:6:PV-002711388368;31:03145:7:PV-002716651546;31:03148:3:PV-002717494530;;
NC1=NC2CC(O)CC2N1,1,31:03129:7:PV-003050800831;;
Cc1cccc2c(Cl)ccnc12,515,31:03132:0:PV-004173190428;31:03140:4:PV-004194288477;31:03143:4:PV-004201859742;;
Cc1cn(C)c(C)n1,1,31:03132:1:PV-002395952107;;
CN1CC2CC(F)(F)C2C1,1,31:03132:5:PV-002712345521;;
CC1CN(C)CCC1O,1,31:03133:0:PV-002712504679;;
CN1CC2COCC(C1)O2,1,31:03134:7:PV-002713079102;;
C1=Cc2ccccc2SC1,259,31:03136:5:PV-004184573992;31:03158:7:PV-004240084450;31:03186:6:PV-004310011086;;
Cc1ncc(F)s1,2,31:03137:2:PV-004186238631;;32:03297:2:PV-002766186301;
Cc1ccc(Cl)[nH]1,38,31:03138:4:PV-002714287242;31:03148:2:PV-003066382847;;
CN1CC(F)CC(F)C1,1,31:03140:1:PV-002714819882;;
Fc1cc2ccoc2cc1F,41,31:03141:3:PV-004196563413;31:03152:2:PV-002718775406;;
CN1CCCCS1(=O)=O,3,31:03144:1:PV-002716132555;;39:03906:3:PV-002965434059;
Cn1ccc2sccc2c1=O,2,31:03145:3:PV-002189612460;31:03183:4:PV-002088038116;;
CC1CN(C)CC(C)O1,6,31:03146:9:PV-002717044610;31:03146:9:PV-002717044611;31:03146:9:PV-002717044612;;
NC1=NCC2(CC2)N1,1,31:03148:7:PV-002717633267;;
CC1CN(C)CCS(=O)C1,1,31:03151:6:PV-002718575993;;
CN1CCC2COCC21,3,31:03152:0:PV-003069620706;;32:03299:9:PV-003194370108;
CN1CCN2CCCC2C1,2,31:03154:1:PV-002719406965;;33:03381:2:PV-003262971159;
CN1CCC2CCC21,12,31:03157:4:PV-003074174335;;32:03212:1:PV-002738340266;
CC1CN(C)CC(=O)N1,1,31:03159:6:PV-002721203380;;
Cc1nc(C)c(C)s1,1,31:03164:7:PV-002722857941;;
Cc1cnc(Cl)nc1,116,31:03166:0:PV-004258411684;31:03166:0:PV-004258411685;31:03166:0:PV-004258411686;;
CN1CC2OCC1C2O,1,31:03166:2:PV-002723336763;;
NC1=NCC2(CCCC2)N1,1,31:03168:0:PV-002723931731;;
CN1CCN(C)C2CC21,1,31:03168:0:PV-002723937356;;
CN1CCCC(C)(F)C1,1,31:03169:0:PV-002724266969;;
NC1=NCC2COCCN12,2,31:03169:7:PV-002724482085;;0:00021:9:Z4001773299;
CN1CC2OCOC2C1,1,31:03171:2:PV-002724970561;;
CN1CC(O)CC(C)(C)C1,1,31:03174:5:PV-002726076611;;
CC1CCN(C)CC(C)O1,1,31:03175:5:PV-003089474307;;
