fragment_smiles,occurences,example_ligands
c1cnc2[nH]cnc2c1,1634770,193:19300:0:PV-003884905104;193:19300:0:PV-001172977395;193:19300:0:PV-001251072114;;
Cc1nc2ccc(Cl)cc2[nH]1,67678,193:19300:0:PV-003884905104;193:19300:4:PV-004136982424;193:19300:5:PV-004136988853;;
C1COCN1,34045,193:19300:0:PV-003034702418;193:19302:2:PV-003034845736;193:19308:7:PV-003886417040;;
c1ccn2cccc2c1,1937964,193:19300:0:PV-003884905123;193:19300:1:PV-003884911859;193:19300:1:PV-003884922711;;
CC1=NOC(C)C1,1010201,193:19300:0:PV-003884905144;193:19300:1:PV-003884919556;193:19300:2:PV-006644627100;;
CC1CCCC(C)C1,355431,193:19300:0:PV-003034702436;193:19300:1:PV-003034708650;193:19300:4:PV-000589182555;;
FC1(F)CC2CC2C1,312117,193:19300:0:PV-003884905188;193:19300:3:PV-004136975538;193:19300:4:PV-003884984649;;
O=C1NCc2ccccc21,365766,193:19300:0:PV-003884905203;193:19300:0:PV-003884905204;193:19300:0:PV-003884905205;;
CN1CCC(C)(C)C1,806559,193:19300:0:PV-003034702509;193:19300:0:PV-003034702510;193:19300:0:PV-003034702512;;
Fc1cc2cccnc2cc1F,72358,193:19300:0:PV-003034702581;193:19300:1:PV-003884932025;193:19300:1:PV-003884932026;;
Cc1ccc(N)cn1,611642,193:19300:0:PV-003884905550;193:19300:0:PV-003884905551;193:19300:1:PV-003884919728;;
c1cc2ccsc2[nH]1,47259,193:19300:0:PV-002600985586;193:19300:1:PV-003884932275;193:19300:5:PV-002497496017;;
CC1CCNC(=O)C1,769434,193:19300:0:PV-003034702627;193:19300:1:PV-003884911583;193:19300:1:PV-003034710490;;
Nc1ccn[nH]1,752227,193:19300:0:PV-003034702631;193:19300:3:PV-006644684506;193:19300:6:PV-003034743952;;
C1CC2CCN(C1)C2,220230,193:19300:0:PV-001473244691;193:19300:6:PV-003884998923;193:19300:9:PV-001611101840;;
CC1(C)CCC2(CCCO2)CC1,19608,193:19300:0:PV-003034702687;193:19304:0:PV-003885600533;193:19304:2:PV-003034984427;;
CC1=CS(=O)(=O)CCO1,162691,193:19300:0:PV-002445737224;193:19300:2:PV-006644638891;193:19300:5:PV-006644801707;;
C1CC2CCC1CO2,636172,193:19300:0:PV-004136964673;193:19300:0:PV-004136964674;193:19300:1:PV-003884921126;;
Cc1cccc(O)c1C,918719,193:19300:0:PV-003884905864;193:19300:1:PV-003884918125;193:19300:1:PV-003884918126;;
c1cnc2nn[nH]c2c1,407711,193:19300:0:PV-001767866298;193:19300:1:PV-003884923208;193:19300:3:PV-004136977946;;
c1cnc2ncnn2c1,744182,193:19300:0:PV-000353845639;193:19300:2:PV-002186988593;193:19300:7:PV-000495378707;;
C1CC2(CCSCC2)CN1,92333,193:19300:0:PV-004136964723;193:19305:4:PV-006647243476;193:19306:1:PV-006647666006;;
O=C1CCNC2CCNCC2N1,191396,193:19300:0:PV-003884905971;193:19300:9:PV-003885054320;193:19301:1:PV-006645041404;;
Oc1ccnc2c1CNCC2,39693,193:19300:0:PV-003034702790;193:19300:1:PV-003884929142;193:19301:3:PV-003885131040;;
C1CCC2(CC1)CCCO2,312599,193:19300:0:PV-003884906044;193:19300:1:PV-002290488439;193:19300:3:PV-003884952899;;
Cn1ncc2c1CCOC2,285751,193:19300:0:PV-003884906109;193:19300:8:PV-003885049772;193:19300:8:PV-003885049773;;
C1CC2CC2CO1,609296,193:19300:0:PV-003884906113;193:19300:1:PV-003884914136;193:19300:2:PV-006644575379;;
CC1CNC(C)(C)C1,846820,193:19300:0:PV-003884906162;193:19300:0:PV-004136965934;193:19300:2:PV-003884943097;;
Fc1ccc2[nH]ccc2c1,1487124,193:19300:0:PV-003884906162;193:19300:3:PV-006644699443;193:19300:3:PV-003884956019;;
CC1CCC(=O)NC1,655271,193:19300:0:PV-003884906197;193:19300:2:PV-006644597376;193:19300:3:PV-004136975564;;
c1cc2c(s1)CCNC2,692458,193:19300:0:PV-004136964789;193:19300:0:PV-000489509475;193:19300:0:PV-004136964791;;
c1ccc2oncc2c1,2029798,193:19300:0:PV-003884906265;193:19300:1:PV-003034707843;193:19300:1:PV-003884927333;;
Cc1csc2nccn12,546152,193:19300:0:PV-001669894056;193:19300:1:PV-000505479938;193:19300:1:PV-000509688049;;
Cc1csc2cncnc12,166984,193:19300:0:PV-004136964814;193:19300:1:PV-004136969826;193:19300:5:PV-006644755065;;
c1cnc2oncc2c1,619371,193:19300:0:PV-003034702895;193:19300:5:PV-003034737871;193:19300:7:PV-003885028531;;
Cc1cc(Cl)ccc1F,463352,193:19300:0:PV-004136964836;193:19300:1:PV-000545344071;193:19300:2:PV-006644609481;;
C1CC12CC2,1041421,193:19300:0:PV-003884906572;193:19300:0:PV-003884906573;193:19300:1:PV-003884915892;;
Fc1ccc2c(c1)CCCO2,423724,193:19300:0:PV-003884906613;193:19300:5:PV-003884993397;193:19300:5:PV-003884993398;;
Oc1ccc2ccsc2n1,100726,193:19300:0:PV-004136964865;193:19302:8:PV-004137094081;193:19302:9:PV-003034901000;;
C1CC2(C1)CNCCO2,657846,193:19300:0:PV-003884906639;193:19300:2:PV-006644564499;193:19300:4:PV-003884964686;;
C1CCC2CCC2C1,740118,193:19300:0:PV-003884906780;193:19300:0:PV-003884906781;193:19300:0:PV-003884906782;;
CC1CCCC1(F)F,548408,193:19300:0:PV-003884906829;193:19300:2:PV-006644660034;193:19300:3:PV-003884949857;;
C1CC2OCCC2O1,341499,193:19300:0:PV-003884906887;193:19300:2:PV-006644594057;193:19300:3:PV-006644697439;;
Cc1cc(=O)[nH]cn1,1297119,193:19300:0:PV-003884906900;193:19300:0:PV-003884907976;193:19300:0:PV-003884907977;;
OC1CCNCC1O,187639,193:19300:0:PV-004136964933;193:19301:2:PV-006645181386;193:19303:2:PV-003885457836;;
Cc1cc(O)no1,356609,193:19300:0:PV-003884906954;193:19300:1:PV-003884915640;193:19300:1:PV-003884915641;;
CC1(C)CNCC2(CNC2)O1,558827,193:19300:0:PV-004136964964;193:19300:3:PV-006644698695;193:19300:4:PV-003034728832;;
c1cnc2c(n1)CCCC2,310228,193:19300:0:PV-003884907042;193:19300:0:PV-003884907043;193:19300:0:PV-003884907044;;
CC1CNC(C)CN1,1116421,193:19300:0:PV-003884907100;193:19300:0:PV-003884908749;193:19300:1:PV-004136967575;;
Cc1ccnc2ccccc12,880467,193:19300:0:PV-003034703170;193:19300:1:PV-001466909355;193:19300:3:PV-001466762701;;
CC1(C)NCCCNC1=O,21556,193:19300:0:PV-003884907254;193:19313:8:PV-003887294613;193:19319:9:PV-002601191505;;
Nc1nc[nH]n1,239628,193:19300:0:PV-003884907305;193:19300:0:PV-003884907306;193:19300:0:PV-003034704427;;
Fc1cccc2c1NCCC2,33889,193:19300:0:PV-003034703282;193:19300:3:PV-004136977934;193:19307:4:PV-003886176913;;
Fc1cccc2[nH]ccc12,725437,193:19300:0:PV-003884907354;193:19300:1:PV-002290488619;193:19300:1:PV-003884916852;;
CC1CN(C)CCO1,175373,193:19300:0:PV-003884907475;193:19300:5:PV-006644721459;193:19300:9:PV-006644968128;;
C1CNC2CCOC2C1,59402,193:19300:0:PV-003884907702;193:19300:7:PV-003885021103;193:19306:8:PV-003886077447;;
c1cc2cc[nH]c2cn1,1443592,193:19300:0:PV-003884907725;193:19300:1:PV-004136967910;193:19300:1:PV-004136967911;;
Cc1cccc2occc12,318931,193:19300:0:PV-003884907749;193:19300:1:PV-003884916980;193:19300:1:PV-000563131593;;
O=c1[nH]nnc2ccccc12,71113,193:19300:0:PV-003034703459;193:19304:6:PV-003885698508;193:19304:7:PV-002238786441;;
Clc1cccc2[nH]ncc12,185106,193:19300:0:PV-003034703459;193:19301:4:PV-004137030768;193:19301:4:PV-006645192145;;
OC1CC2(CC2)C1,227793,193:19300:0:PV-003034703548;193:19300:2:PV-003034715320;193:19300:6:PV-006644825165;;
Cn1cc(Cl)c2ccccc21,70982,193:19300:0:PV-003884908105;193:19300:2:PV-006644654459;193:19304:2:PV-006646631680;;
O=c1[nH]cn[nH]1,1014313,193:19300:0:PV-003884908114;193:19300:0:PV-003884908115;193:19300:0:PV-003884911073;;
Fc1cccc2c1CNC2,34744,193:19300:0:PV-003034703599;193:19308:9:PV-003035301664;193:19311:4:PV-003035466559;;
CC1(C)CC1O,834801,193:19300:0:PV-003884908201;193:19300:0:PV-003884908202;193:19300:1:PV-003884917560;;
CC1(C)CC2(CC2)C1,654978,193:19300:0:PV-003034703634;193:19300:1:PV-003884920764;193:19300:1:PV-003884926810;;
C1CC2CNCC(C2)N1,929527,193:19300:0:PV-003884908237;193:19300:1:PV-003884914009;193:19300:1:PV-003884923464;;
CN1CCCCC1=O,2053953,193:19300:0:PV-003884908259;193:19300:1:PV-003884912460;193:19300:1:PV-003884934141;;
Clc1cccc2c1OCCCC2,19398,193:19300:0:PV-002445737370;193:19302:0:PV-006645525103;193:19302:7:PV-004137090431;;
Cn1cnc2ccncc21,205158,193:19300:0:PV-003884908288;193:19300:8:PV-003885040424;193:19300:8:PV-003885040425;;
C1CC2CCCN2C1,1260715,193:19300:0:PV-003034703689;193:19300:1:PV-003884914745;193:19300:1:PV-003884918183;;
Cc1n[nH]c2nc(O)ccc12,42527,193:19300:0:PV-003034703707;193:19301:5:PV-003885158010;193:19301:7:PV-003885200187;;
Fc1cc(Cl)cc2c1CNCC2,20735,193:19300:0:PV-004136965375;193:19300:3:PV-003884957050;193:19302:8:PV-003034893291;;
Cc1ccc2nonc2c1,164128,193:19300:0:PV-004136965377;193:19300:3:PV-003884949107;193:19300:4:PV-003884984065;;
Fc1cccc2c1CNCCO2,32759,193:19300:0:PV-004136965377;193:19300:9:PV-003034761490;193:19301:7:PV-002238754739;;
c1ccc2c(c1)CC1(CCCN1)C2,11828,193:19300:0:PV-002290488121;193:19302:3:PV-002238760715;193:19302:5:PV-003885328432;;
CC1CCSC1,376627,193:19300:0:PV-003884908475;193:19300:0:PV-004136965826;193:19300:3:PV-006644670390;;
O=C1CCCc2occc21,154841,193:19300:0:PV-002186986508;193:19300:3:PV-003884950418;193:19300:3:PV-003034719779;;
CC1(C)CCCCc2ccccc21,14865,193:19300:0:PV-003034703770;193:19303:2:PV-003034913973;193:19304:3:PV-003885631803;;
Cc1n[nH]c2c1CCCC2,251515,193:19300:0:PV-003884908539;193:19300:6:PV-003034739310;193:19300:6:PV-003034739680;;
C1CNC2COCC2C1,106465,193:19300:0:PV-003884908595;193:19300:8:PV-006644946367;193:19302:2:PV-004137065513;;
FC1C2CCCC12,251750,193:19300:0:PV-003884908694;193:19300:4:PV-003884982480;193:19300:5:PV-006644784574;;
Cc1cnn2cccnc12,461094,193:19300:0:PV-003884908793;193:19300:3:PV-003884952240;193:19300:4:PV-002549238421;;
CC1Cc2ccccc2O1,998974,193:19300:0:PV-002600985762;193:19300:0:PV-002135240076;193:19300:2:PV-006644611903;;
O=C1NCCCc2cc[nH]c21,40608,193:19300:0:PV-003034703906;193:19303:3:PV-003034924040;193:19313:0:PV-004137573829;;
C1CC2(CCS1)CC2,477208,193:19300:0:PV-004136965535;193:19300:0:PV-004136965536;193:19300:0:PV-004136965537;;
Cc1cc(=O)[nH]nc1C,363676,193:19300:0:PV-003884909002;193:19300:1:PV-004136970367;193:19300:1:PV-003884927968;;
Cc1nn(C)cc1Cl,561924,193:19300:0:PV-004136965555;193:19300:1:PV-004136969534;193:19300:1:PV-004136969535;;
Cc1cccc2nccn12,486219,193:19300:0:PV-003884909225;193:19300:1:PV-003034710737;193:19300:4:PV-002342242489;;
FC1(F)CC12CCC2,1854204,193:19300:0:PV-003034704048;193:19300:1:PV-003034706304;193:19300:1:PV-003034706305;;
C1CCC2NCCC2C1,1044175,193:19300:0:PV-003884909396;193:19300:2:PV-006644568722;193:19300:3:PV-006644701838;;
O=C1COCCN1,1193940,193:19300:0:PV-001454047895;193:19300:1:PV-000404813204;193:19300:1:PV-001423941303;;
C1CCC2(C1)CCNCC2,1438384,193:19300:0:PV-004136965685;193:19300:2:PV-003884938217;193:19300:2:PV-006644582672;;
Cn1cc2c(n1)CCCC2,885492,193:19300:0:PV-004136965689;193:19300:1:PV-000545338520;193:19300:3:PV-003884959092;;
Oc1nccc2cccnc12,199825,193:19300:0:PV-003034704149;193:19300:9:PV-006645010783;193:19300:9:PV-006645010784;;
c1cc2occc2cn1,1157064,193:19300:0:PV-001695275658;193:19300:1:PV-001627521696;193:19300:1:PV-001636222299;;
C1CNCCSC1,196366,193:19300:0:PV-003034704226;193:19301:4:PV-006645244029;193:19302:0:PV-002342259362;;
c1cc2ccsc2cn1,1126513,193:19300:0:PV-003884909777;193:19300:1:PV-003884918516;193:19300:1:PV-000545341890;;
Cc1ccc(O)c(C)c1,482313,193:19300:0:PV-004136965838;193:19300:2:PV-006644600136;193:19300:2:PV-006644600137;;
O=c1cc[nH]c(=O)[nH]1,1368774,193:19300:0:PV-004136965847;193:19300:0:PV-003034704394;193:19300:1:PV-003034705195;;
Clc1cccc2[nH]ccc12,412336,193:19300:0:PV-004136965872;193:19300:1:PV-004136968155;193:19300:2:PV-006644638620;;
O=c1ccc2c([nH]1)CCCC2,416657,193:19300:0:PV-003884910145;193:19300:0:PV-003884910146;193:19301:3:PV-003885140751;;
Cn1ccc2cccnc21,344834,193:19300:0:PV-003884910194;193:19300:1:PV-003884928561;193:19300:1:PV-003884928562;;
CN=[SH](C)=O,124020,193:19300:0:PV-003884910403;193:19300:7:PV-003885027681;193:19301:6:PV-003885190535;;
O=C1CCc2ccccc2N1,1474282,193:19300:0:PV-003884910403;193:19300:2:PV-003884937717;193:19300:5:PV-003884992178;;
Fc1cccc2cccnc12,702787,193:19300:0:PV-003884910411;193:19300:0:PV-003884910413;193:19300:4:PV-003034731991;;
c1cc2[nH]nnc2cn1,226412,193:19300:0:PV-003884910424;193:19300:3:PV-003884952828;193:19300:7:PV-004136997546;;
CC1CCOC(C)CN1,39878,193:19300:0:PV-003884910524;193:19307:3:PV-006648281822;193:19309:9:PV-003886623862;;
O=C1CS(=O)(=O)c2ccccc2N1,13518,193:19300:0:PV-002238737127;193:19300:2:PV-006644627661;193:19301:7:PV-006645371756;;
CC1CCS(=O)(=O)C1,115587,193:19300:0:PV-003884910560;193:19300:2:PV-006644610870;193:19302:4:PV-006645739563;;
Cc1coc2ccccc2c1=O,70353,193:19300:0:PV-002186986633;193:19303:2:PV-003885466556;193:19308:1:PV-003886310484;;
CC1CCN(C)CC1,1021259,193:19300:0:PV-003884910607;193:19300:0:PV-003884910608;193:19300:1:PV-003034711138;;
Cc1ncnc2ccccc12,85951,193:19300:0:PV-003034704541;193:19302:6:PV-003885362817;193:19302:9:PV-003034896400;;
c1cc2n(n1)CCO2,940951,193:19300:0:PV-003034704571;193:19300:1:PV-001462096756;193:19300:2:PV-003884940283;;
C1CNC2(C1)CCOCC2,789890,193:19300:0:PV-003884910778;193:19300:2:PV-003884940635;193:19300:2:PV-003884940636;;
FC(F)=C1CCCCC1,500580,193:19300:0:PV-003884910855;193:19300:3:PV-004136976844;193:19300:3:PV-004136976845;;
Cn1nccc1N,744419,193:19300:0:PV-003884910894;193:19300:0:PV-003884911313;193:19300:2:PV-003884941397;;
Cc1ccc2occ(C)c2c1,170675,193:19300:0:PV-003884910959;193:19302:2:PV-003885291942;193:19302:2:PV-003885291943;;
Cc1csc2cc[nH]c12,317814,193:19300:0:PV-004136966114;193:19300:2:PV-006644617638;193:19300:2:PV-006644617639;;
Cc1csc2ccccc12,426478,193:19300:0:PV-001567204510;193:19300:1:PV-003884930320;193:19300:2:PV-006644617659;;
c1cc2c(nn1)OCCS2,34467,193:19300:0:PV-004136966140;193:19300:0:PV-004136966141;193:19300:0:PV-004136966142;;
CN1CCn2nccc21,256008,193:19300:0:PV-003884911128;193:19300:3:PV-006644713417;193:19300:6:PV-006644850513;;
O=c1cc[nH]c2ccccc12,460068,193:19300:0:PV-001976096895;193:19300:8:PV-006644954601;193:19300:9:PV-001164084484;;
CC1CCC(C)C1,279236,193:19300:0:PV-003884911313;193:19300:3:PV-003034719432;193:19301:0:PV-003034774054;;
c1cc2c([nH]1)CCOC2,348218,193:19300:1:PV-000404538984;193:19300:3:PV-001632527521;193:19300:3:PV-001407356700;;
CC1(C)CCc2ccccc21,296469,193:19300:1:PV-003884911501;193:19300:2:PV-003884944261;193:19300:7:PV-003885036474;;
CC1CCc2ccsc2C1,124289,193:19300:1:PV-001612983547;193:19300:4:PV-004136983299;193:19300:4:PV-000237454500;;
C1CNCC2(C1)CCNC2,1658557,193:19300:1:PV-000583131951;193:19300:1:PV-001759038911;193:19300:1:PV-001758771474;;
c1ccc2c(c1)NCCO2,894499,193:19300:1:PV-003884911632;193:19300:1:PV-003884918516;193:19300:1:PV-003884923994;;
Cn1cnc2cccnc21,510812,193:19300:1:PV-003884911646;193:19300:2:PV-006644619269;193:19300:2:PV-006644619270;;
O=C1CC=CC=N1,11295,193:19300:1:PV-003034704931;193:19310:5:PV-003035412318;193:19312:1:PV-003035513650;;
Cc1ccnc(C)n1,2731663,193:19300:1:PV-000284810998;193:19300:1:PV-003884913084;193:19300:1:PV-003884913613;;
CC1(C)CCCC(O)C1,387930,193:19300:1:PV-003034704962;193:19300:2:PV-006644566271;193:19300:3:PV-003034721912;;
Fc1cc(F)c2c(c1)CCNC2,29013,193:19300:1:PV-002445737587;193:19300:6:PV-003885008433;193:19302:1:PV-002601006790;;
Cc1n[nH]c2cnccc12,239134,193:19300:1:PV-004136966290;193:19300:1:PV-003884933106;193:19300:1:PV-003884933107;;
C1COC2(CCC3(CC3)CC2)O1,10062,193:19300:1:PV-003884911823;193:19301:5:PV-003885168158;193:19307:4:PV-003886177519;;
Cc1ccnnc1C,1085729,193:19300:1:PV-003884911952;193:19300:1:PV-003884911953;193:19300:1:PV-003884911954;;
O=C1CNC2CCNCC2N1,449810,193:19300:1:PV-003884912011;193:19300:1:PV-003884929140;193:19300:1:PV-003884931303;;
CC1(C)OCc2ccccc2O1,89592,193:19300:1:PV-003884912038;193:19300:1:PV-003884912039;193:19300:1:PV-003884912040;;
C1CC2CNC1CN2,385406,193:19300:1:PV-003034705103;193:19300:1:PV-001078468644;193:19300:1:PV-003034713600;;
Fc1ccc2sccc2c1,370677,193:19300:1:PV-004136966373;193:19300:1:PV-003034705908;193:19300:1:PV-004136969941;;
NC1CCCCC1,812069,193:19300:1:PV-003884912303;193:19300:6:PV-006644851375;193:19300:8:PV-003885043205;;
Oc1nccc2ccncc12,189573,193:19300:1:PV-003034705164;193:19300:3:PV-004136979688;193:19300:3:PV-004136979689;;
C1CC2CNCC2CCN1,1430132,193:19300:1:PV-003884912351;193:19300:1:PV-003884932518;193:19300:2:PV-006644576414;;
Cc1cccnc1O,1045683,193:19300:1:PV-004136966421;193:19300:1:PV-003884921295;193:19300:1:PV-003884929538;;
FC1(F)CC2(CC2)C1,496909,193:19300:1:PV-003884912471;193:19300:1:PV-003884914021;193:19300:2:PV-006644599178;;
Cc1ccc(O)cn1,758365,193:19300:1:PV-003884912636;193:19300:1:PV-003884921303;193:19300:2:PV-006644575011;;
Cc1ccc2sc(=O)n(C)c2c1,17455,193:19300:1:PV-004136966509;193:19300:7:PV-002238743542;193:19305:2:PV-002238790555;;
O=C1NCC2CNCCC12,74534,193:19300:1:PV-004136966509;193:19301:9:PV-003885237887;193:19302:7:PV-003885367688;;
FC1CCOCC1,1488918,193:19300:1:PV-003884912760;193:19300:1:PV-003884912761;193:19300:1:PV-003884912762;;
Cc1cc(N)n(C)n1,326050,193:19300:1:PV-003884912906;193:19300:2:PV-006644651942;193:19300:2:PV-006644651943;;
FC1(F)C2CCCC21,2620014,193:19300:1:PV-003034705436;193:19300:1:PV-003884919458;193:19300:1:PV-003034708033;;
CC1CNCC2(CCNCC2)O1,224591,193:19300:1:PV-003034705444;193:19300:4:PV-000381613989;193:19300:7:PV-003034748823;;
c1cn2cnnc2cn1,238804,193:19300:1:PV-003884913009;193:19300:1:PV-003884913010;193:19300:1:PV-003884913011;;
C1CC2CCCN(C1)C2,377631,193:19300:1:PV-001708900874;193:19300:1:PV-003884913074;193:19300:1:PV-003034705491;;
O=c1[nH]c2ccccc2o1,1614241,193:19300:1:PV-003034705522;193:19300:1:PV-000546623407;193:19300:2:PV-003884944783;;
O=C1NCCC12CCCNC2,38596,193:19300:1:PV-003034705522;193:19304:7:PV-003885726322;193:19305:8:PV-003885913705;;
Cn1ccc(O)n1,1019940,193:19300:1:PV-003884913166;193:19300:1:PV-003034705526;193:19300:1:PV-003034705527;;
c1cnc2sccc2c1,795132,193:19300:1:PV-000416594263;193:19300:1:PV-003034711406;193:19300:2:PV-006644581698;;
c1scc2c1CCC2,665110,193:19300:1:PV-004136966644;193:19300:3:PV-006644695867;193:19300:3:PV-004136979433;;
CC1(C)C2CCC1CC2,1042716,193:19300:1:PV-002497491017;193:19300:1:PV-003884928778;193:19300:1:PV-001661171982;;
Nc1ccnc2ccccc12,187396,193:19300:1:PV-003034705599;193:19301:0:PV-003034773452;193:19301:4:PV-003885146541;;
c1ccc2cnncc2c1,314623,193:19300:1:PV-003884913372;193:19301:6:PV-003885185220;193:19302:3:PV-002135263783;;
Cc1cnc2ccccc2c1,440901,193:19300:1:PV-002549234422;193:19300:1:PV-003884928203;193:19301:2:PV-003885108607;;
c1cn2nccc2cn1,849249,193:19300:1:PV-003884913430;193:19300:1:PV-000515734889;193:19300:1:PV-003884923849;;
C1CNC2(C1)CCCSC2,23910,193:19300:1:PV-004136966684;193:19309:7:PV-006649528689;193:19327:9:PV-002290776349;;
Cc1ccc2cnccc2c1,330402,193:19300:1:PV-003034705698;193:19300:3:PV-003034723933;193:19301:3:PV-003885122333;;
c1ccc2nccnc2c1,1408137,193:19300:1:PV-003884913601;193:19300:1:PV-003884919915;193:19300:1:PV-002549234881;;
Oc1ccc2ccccc2n1,540231,193:19300:1:PV-003884913657;193:19300:1:PV-003884913658;193:19300:1:PV-003884913659;;
C1CNC2(CC2)COC1,23649,193:19300:1:PV-003884913756;193:19348:8:PV-003893342756;193:19373:3:PV-003897596184;;
Cc1ncc2c3c(sc2n1)CC(C)CC3,3314,193:19300:1:PV-004136966796;193:19300:1:PV-004136966797;193:19303:7:PV-004137137116;;
c1cn2c(n1)COCC2,973401,193:19300:1:PV-003884913829;193:19300:1:PV-003884913830;193:19300:1:PV-003884913831;;
CC1CCNCC1(C)O,85260,193:19300:1:PV-003884913862;193:19300:1:PV-003884913863;193:19300:5:PV-003884989064;;
CC12CCC(CO1)C2,738336,193:19300:1:PV-003884913864;193:19300:1:PV-003034710375;193:19300:2:PV-006644638617;;
Cc1cc(C)cc(O)c1,730730,193:19300:1:PV-003034705829;193:19300:4:PV-004136980134;193:19300:4:PV-004136980135;;
c1ncn2c1CCCC2,2093674,193:19300:1:PV-003884913949;193:19300:1:PV-003884913950;193:19300:1:PV-003884913951;;
Cc1nc2ccccc2[nH]1,1120565,193:19300:1:PV-003884914011;193:19300:1:PV-003884914012;193:19300:1:PV-003884914013;;
Nc1nc(N)c2c(n1)CCNC2,4858,193:19300:1:PV-003034705933;193:19301:4:PV-003034796766;193:19307:9:PV-006648597052;;
c1cc2n(c1)CCCC2,1218785,193:19300:1:PV-003034705955;193:19300:1:PV-003884925154;193:19300:1:PV-003884925155;;
Fc1ccc(Cl)c2ncccc12,34348,193:19300:1:PV-002135240407;193:19301:2:PV-006645113020;193:19304:9:PV-002549284878;;
Cc1nncn1C,605071,193:19300:1:PV-002549234479;193:19300:2:PV-006644584484;193:19300:4:PV-003884969862;;
Cc1cc2nc[nH]c2cc1C,91819,193:19300:1:PV-003034706026;193:19303:4:PV-003885485072;193:19306:6:PV-003035146782;;
Clc1ccc2[nH]ccc2c1,550028,193:19300:1:PV-001466753287;193:19300:1:PV-003884924855;193:19300:1:PV-001473310578;;
Cc1ccnc(O)c1,1919505,193:19300:1:PV-003884914527;193:19300:1:PV-003884914528;193:19300:1:PV-003884916355;;
Cn1ncc2c1CCNC2,344533,193:19300:1:PV-003884914726;193:19300:1:PV-003884914727;193:19300:1:PV-003884914728;;
c1noc2c1CCCC2,673920,193:19300:1:PV-002238737390;193:19300:3:PV-003884953865;193:19300:3:PV-003034723294;;
CN1CCNCC1=O,732089,193:19300:1:PV-003884914924;193:19300:1:PV-003034709683;193:19300:1:PV-003034709684;;
O=c1ccc2c([nH]1)CCOC2,107738,193:19300:1:PV-001976188695;193:19300:9:PV-004137004038;193:19307:7:PV-003886236836;;
OC1CSC1,30404,193:19300:1:PV-004136967170;193:19300:3:PV-006644685713;193:19302:7:PV-006645866599;;
CC1(C)C2CCCC21,857521,193:19300:1:PV-004136967172;193:19300:1:PV-003884916061;193:19300:1:PV-003884922282;;
c1occ2c1CCOC2,480759,193:19300:1:PV-000418912462;193:19300:2:PV-006644633610;193:19300:4:PV-003884973287;;
C1CCC2NCC2C1,73853,193:19300:1:PV-004136967206;193:19301:1:PV-003885092478;193:19302:3:PV-003885308769;;
Cc1cccc2cnccc12,183332,193:19300:1:PV-003884915234;193:19303:5:PV-003885523077;193:19304:2:PV-006646693687;;
C1NC2CC3CC1C2C3,168772,193:19300:1:PV-003884915297;193:19300:2:PV-004136973343;193:19300:4:PV-003884973874;;
Cc1ccn2cncc2c1,203634,193:19300:1:PV-003884915337;193:19300:1:PV-001636650288;193:19300:1:PV-001627947752;;
CC1CCC(=O)N1,2190308,193:19300:1:PV-003034706406;193:19300:1:PV-003884915376;193:19300:1:PV-003884915377;;
Cc1cc(C)c2c(c1)NCC2,26767,193:19300:1:PV-002290488543;193:19303:1:PV-003885443228;193:19303:4:PV-002238771138;;
CC1COc2ccccc2O1,163143,193:19300:1:PV-003034706428;193:19300:3:PV-003884957713;193:19300:7:PV-002186993135;;
C1CCC2(C1)CCNC2,542963,193:19300:1:PV-003034706428;193:19300:1:PV-003884915824;193:19300:2:PV-003884939858;;
CC1(C)C(F)C1(C)C,899159,193:19300:1:PV-003034706446;193:19300:2:PV-003034716950;193:19300:3:PV-006644684127;;
Cc1ccc(C)o1,2468577,193:19300:1:PV-003884915520;193:19300:1:PV-003884915521;193:19300:1:PV-003884916113;;
C1COC2COCC2N1,397781,193:19300:1:PV-003884915522;193:19300:2:PV-006644662463;193:19300:4:PV-004136981592;;
