fragment_smiles,occurences,example_ligands
Cc1cc2nncn2c(C)n1,32,1:00112:8:Z2183877868;1:00115:0:Z3340843695;1:00115:7:Z2234620777;
Clc1ccc(Cl)c2c1CCCC2,12,1:00112:8:Z4470685139;1:00119:1:Z4422037854;1:00129:1:Z4470681600;
Cc1ccc(Cl)c2scnc12,12,1:00112:8:Z2095683957;1:00138:7:Z2139493502;1:00142:2:Z2095692132;
Cc1ccc2nc[nH]c2n1,12,1:00112:9:Z4341202905;1:00117:7:Z1527387474;1:00120:7:Z1527387195;
O=C1NCNc2ccc(Cl)cc21,11,1:00112:9:Z1517048387;1:00115:4:Z839957402;1:00117:9:Z2043602453;
OC1C2CC3C(C2)C13,37,1:00112:9:Z4320194139;1:00113:7:Z4325999457;1:00115:9:Z4326430438;
c1nc2cc3c(cc2[nH]1)OCO3,20,1:00112:9:Z4140544581;1:00113:8:Z4284457443;1:00123:9:Z2641448488;
CC1Cc2cc(O)ccc2C(C)N1,28,1:00112:9:Z4253307666;1:00122:3:Z4273837257;1:00123:0:Z4273832612;
Cc1cc(=O)c2ccccc2o1,6,1:00113:0:Z3340024281;1:00116:3:Z3633878524;1:00128:5:Z4526226590;
c1ccc2c(c1)CNCC1(CCC1)O2,21,1:00113:0:Z2863764861;1:00119:9:Z2863765173;1:00121:1:Z3580225776;
Nc1nc2c(s1)CNCC2,17,1:00113:0:Z4223558655;1:00113:5:Z2610724026;1:00113:8:Z3556286585;
c1ccc2c(c1)CNCC1(CNC1)O2,10,1:00113:1:Z4204241983;1:00121:2:Z4212136392;1:00122:3:Z4212171701;
O=C1NN=CC2=CCCC12,11,1:00113:1:Z4122241743;1:00129:3:Z4208185728;1:00134:2:Z3727428963;
O=c1ccoc2ccc(O)cc12,14,1:00113:1:Z4308158752;1:00127:7:Z4309079979;1:00127:7:Z4309080248;
O=C1CCc2c(F)cccc2N1,5,1:00113:1:Z3484610946;1:00125:2:Z3484567958;1:00150:0:Z3484518071;
Cc1ccc2c(c1C)OCCCC2,16,1:00113:2:Z2591938084;1:00114:6:Z2377714725;1:00123:9:Z3781065066;
O=c1cnc2ccncc2[nH]1,24,1:00113:3:Z3344090987;1:00113:7:Z3344097553;1:00114:8:Z3344100872;
Clc1ccc2ccoc2c1Cl,6,1:00113:3:Z2765538974;1:00118:6:Z2784138958;1:00144:0:Z2763758359;
O=c1[nH]cnc2cc(F)c(Cl)cc12,11,1:00113:5:Z2445908843;1:00115:2:Z3292794455;1:00117:0:Z2445908854;
C1CNCC2(C1)CCN2,2,1:00113:5:Z1912423114;1:00144:8:Z1872807304;
Fc1cccc2c1CCCCO2,23,1:00113:6:Z4113252143;1:00120:2:Z4113240994;1:00122:0:Z4113118640;
Oc1ncnc2ccccc12,12,1:00113:7:Z2413049050;1:00139:3:Z1685457124;1:00150:6:Z2445343081;
O=c1cc[nH]c2cc(F)cc(F)c12,7,1:00113:7:Z5000919252;1:00113:7:Z5000713682;1:00113:7:Z5000917202;
CN1CNC2(CCCCC2)C1=O,16,1:00113:8:Z1416370544;1:00115:6:Z731528422;1:00126:3:Z1728130236;
Cc1coc2c1CCCC2,11,1:00113:8:Z2853570281;1:00113:8:Z1895955820;1:00113:8:Z1895707469;
CC1(C)CCC2CCc3cccc1c32,5,1:00113:8:Z2635690037;1:00117:6:Z2069222550;1:00163:4:Z1623754077;
Cn1c(=O)c2cc[nH]c2n(C)c1=O,2,1:00113:9:Z2045239437;1:00183:6:Z2916248161;
C1CCC2(CC1)CC1CCOC12,4,1:00113:9:Z3541976550;1:00160:7:Z3541977880;1:00164:6:Z3541977776;
Cn1cc2nc[nH]c(=O)c2c1,13,1:00113:9:Z4562200226;1:00117:8:Z3500225881;1:00119:7:Z3500224643;
Cc1c[nH]cnc1=O,6,1:00114:0:Z3292794983;1:00130:3:Z2905101844;1:00163:3:Z4907046092;
C=C1CCC(C)(C)CC1,5,1:00114:0:Z4611080266;1:00115:2:Z4611080286;1:00119:6:Z4611080525;
O=C1NCN2Cc3ccccc3CC12,16,1:00114:1:Z3254047594;1:00114:1:Z3254007542;1:00137:0:Z2788100288;
c1cc2c(s1)OCCC2,3,1:00114:1:Z3092970200;1:00158:4:Z3092971141;1:00176:2:Z3092970731;
CN1CC2(CCNCC2)c2ccccc21,10,1:00114:1:Z3882377498;1:00119:1:Z4314875241;1:00119:1:Z4346325482;
O=C1NCCC1O,3,1:00114:2:Z4000742484;1:00125:2:Z3511987462;1:00174:3:Z3506241721;
CC1C=NNC(=O)C1,9,1:00114:2:Z2790048496;1:00127:3:Z2789954876;1:00162:3:Z2789933892;
Fc1cc(F)c2c(c1)OCCCC2,10,1:00114:2:Z2286181079;1:00123:3:Z2285750993;1:00129:2:Z3781501124;
Fc1cc(F)c2scnc2c1,28,1:00114:3:Z4026076694;1:00122:0:Z4026266412;1:00128:0:Z4026005292;
Cc1ccc2nc[nH]c2c1F,6,1:00114:3:Z4458722462;1:00123:4:Z4458643995;1:00127:4:Z4458662341;
O=c1[nH]cnc2cc(F)c(O)cc12,5,1:00114:4:Z4208963551;1:00134:1:Z3493079790;1:00134:1:Z3493079792;
Cc1ncnc2cccc(F)c12,10,1:00114:4:Z4344526664;1:00114:4:Z4344526545;1:00114:6:Z4344523178;
O=c1[nH]ccc2cnccc12,12,1:00114:4:Z4526237073;1:00122:8:Z4445949146;1:00136:2:Z2852763995;
Clc1ccc2sc(Cl)nc2c1,6,1:00114:4:Z4276256203;1:00140:8:Z4279191750;1:00140:8:Z4268661504;
Oc1ncnc2[nH]ncc12,2,1:00114:4:Z3506021769;1:00189:6:Z3484485959;
Cc1nn2c(O)ccnc2c1C,7,1:00114:5:Z4458557177;1:00114:6:Z4458490170;1:00119:0:Z4458713261;
O=c1[nH]c(=O)c2cc(F)c(F)cc2[nH]1,7,1:00114:5:Z1503761041;1:00122:2:Z1503951655;1:00152:4:Z4221291697;
O=c1[nH]ncc2ccc(Cl)cc12,4,1:00114:5:Z2982143333;1:00116:0:Z3253680805;1:00187:4:Z4449746241;
O=c1[nH]ncc2sc(Cl)cc12,3,1:00114:6:Z3064938384;1:00176:5:Z3863470693;1:00193:7:Z3064938676;
Cc1cccc2cn(C)nc12,10,1:00114:6:Z4028727410;1:00125:9:Z4223727638;1:00135:0:Z3710784436;
Cc1ccc2c(Cl)cc(Cl)cc2n1,3,1:00114:6:Z3490775156;1:00173:9:Z1400975525;1:00187:8:Z292198842;
NC1CC=CC1,10,1:00114:6:Z2722829998;1:00121:6:Z2722831214;1:00122:3:Z2722852443;
Cn1c(Cl)cc2cc(Cl)c(Cl)cc21,15,1:00114:7:Z3855712187;1:00114:7:Z4078870247;1:00116:9:Z3582636622;
O=c1[nH]ncc2cscc12,4,1:00114:7:Z2982121734;1:00131:3:Z2982114245;1:00150:5:Z2982133909;
Cc1cc2nc[nH]c(=O)c2cc1F,2,1:00114:7:Z3292271375;1:00124:5:Z3292270395;
c1nncc2c1CCNC2,26,1:00114:7:Z4226400951;1:00114:7:Z4225470033;1:00114:7:Z4226373801;
N=S1(=O)CCCc2cc(F)ccc21,7,1:00114:8:Z4264027950;1:00118:6:Z4278179323;1:00126:1:Z4264028856;
CC1(C)CCCNc2ccccc21,10,1:00114:8:Z2708750665;1:00119:5:Z1883900386;1:00119:5:Z1883904460;
O=C1CCc2cc3c(cc21)CCC3,18,1:00114:8:Z4270991915;1:00114:8:Z4271002058;1:00114:8:Z4271001246;
CC1C(=O)N(C)c2ccccc21,2,1:00114:8:Z3292398709;1:00196:2:Z3996346044;
O=C1CCC2(CNC2)CN1,19,1:00114:8:Z4670761922;1:00118:1:Z4670762061;1:00135:0:Z4670714993;
O=C1COc2cccc(F)c21,3,1:00114:9:Z5058624595;1:00152:2:Z5058621342;1:00173:4:Z5058629702;
Nc1cnc[nH]1,6,1:00115:0:Z4314498763;1:00124:4:Z2312407306;1:00125:8:Z2498994938;
O=C1NS(=O)(=O)CC2CCCCN12,21,1:00115:0:Z2832809372;1:00120:6:Z2789389449;1:00125:7:Z2851287151;
Cc1cccc2nccc(=O)n12,36,1:00115:0:Z2447119601;1:00116:1:Z51191818;1:00120:0:Z644927754;
Cc1cc2scc(C)c2cc1C,14,1:00115:1:Z2014371449;1:00119:5:Z1892715229;1:00122:2:Z3608363828;
O=c1[nH]ccc2cc(Cl)ccc12,5,1:00115:1:Z4000408815;1:00153:2:Z4000410249;1:00153:7:Z4000409991;
Nc1ncc2c(n1)CC1CCCC2N1,6,1:00115:1:Z4272350963;1:00134:7:Z4272321084;1:00153:4:Z4272337099;
Cc1c2cn[nH]c(=O)c2c(C)n1C,5,1:00115:1:Z2789943198;1:00120:2:Z2790124785;1:00130:7:Z2789944559;
Nc1ncccc1F,9,1:00115:1:Z3506729665;1:00118:0:Z4918741761;1:00126:1:Z3506727066;
c1cc2c3c(cccc3c1)CC2,37,1:00115:3:Z3294815585;1:00115:9:Z2227622368;1:00115:9:Z1370704248;
Clc1ccc2c(c1)NCCN2,10,1:00115:3:Z1732996160;1:00116:6:Z1737584717;1:00127:5:Z2453774504;
O=c1[nH]nc2c3c(cccc13)CC2,6,1:00115:3:Z3064943296;1:00151:7:Z4208174358;1:00153:2:Z3727429310;
Clc1nnc2ccccn12,8,1:00115:3:Z3816291350;1:00119:0:Z3816296956;1:00124:5:Z3816293706;
c1ccc2c(c1)sc1nncn12,24,1:00115:3:Z2217399319;1:00118:7:Z1037630662;1:00120:7:Z20237991;
Cc1c(Cl)cc(Cl)c2nccc(=O)n12,2,1:00115:3:Z909884160;1:00199:8:Z729760974;
Clc1ccc2c(c1Cl)NCCC2,17,1:00115:3:Z1885840106;1:00124:4:Z2812323206;1:00131:5:Z2474254590;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,3,1:00115:4:Z872830288;1:00130:9:Z4208248183;1:00135:0:Z1369664667;
Cc1ccc2ccoc2n1,3,1:00115:4:Z380103566;1:00127:3:Z365775312;1:00196:6:Z365255856;
Cn1ccc(=O)c2cnn(C)c21,17,1:00115:4:Z3104197566;1:00115:6:Z1936404222;1:00117:1:Z2195671227;
Cn1c2ccccc2n2cnnc12,13,1:00115:4:Z2274371670;1:00118:4:Z1357369531;1:00122:0:Z1913111921;
CC1(C)CCc2occc2C1=O,26,1:00115:5:Z4254225124;1:00121:9:Z3843129955;1:00129:1:Z3845166539;
O=c1[nH]ncc2c(O)cccc12,3,1:00115:5:Z2982111644;1:00141:8:Z3253680423;1:00179:3:Z2982133797;
O=C1CCC2(CCOCC2)CN1,3,1:00115:5:Z4459084669;1:00164:3:Z2595252397;1:00185:0:Z3381976740;
O=C1NCCc2c(F)cccc21,18,1:00115:5:Z2474685928;1:00135:3:Z3505784454;1:00141:8:Z3484608483;
C1CNC2(C1)CNC2,8,1:00115:6:Z3319307751;1:00129:8:Z3319310397;1:00146:9:Z3619969342;
C1=NCC2(CCOCC2)N1,39,1:00115:7:Z4001751690;1:00117:7:Z4001752272;1:00119:6:Z4001751549;
O=C1Cc2cc(Cl)ccc2N1,22,1:00115:7:Z4134622869;1:00117:3:Z4135257734;1:00118:7:Z4134323137;
Cc1ccnc2[nH]cnc12,6,1:00115:7:Z1353359433;1:00122:8:Z1962669808;1:00127:1:Z1353359018;
Cc1cc2c(Cl)cccc2[nH]1,10,1:00115:7:Z4215157502;1:00116:9:Z4122029819;1:00118:2:Z4115950485;
O=C1CCc2c(Cl)cccc2N1,5,1:00115:7:Z3347564985;1:00143:6:Z3347243764;1:00148:0:Z3512057400;
C1CC2CCNC2N1,8,1:00115:7:Z3319608804;1:00119:1:Z3345541260;1:00124:8:Z4033022457;
c1ccc2c(c1)CCCc1scnc1-2,4,1:00115:7:Z1166208561;1:00153:4:Z1578670160;1:00157:9:Z2358603749;
Cc1cccc(=O)o1,16,1:00115:7:Z4342041144;1:00117:8:Z4342070087;1:00122:8:Z4169206099;
O=C1CC2CCc3ccccc3C2=NN1,2,1:00115:8:Z3996055731;1:00174:2:Z3996055684;
Cc1ccc2ncoc2c1,35,1:00115:8:Z4378534843;1:00122:8:Z3293494887;1:00124:7:Z4335748094;
Cc1ccc2c(c1)NC(=O)NS2(=O)=O,7,1:00115:8:Z2769251218;1:00144:0:Z2769251340;1:00169:6:Z2769251309;
Cc1cccc2oc(=O)[nH]c12,3,1:00115:8:Z4342113084;1:00157:5:Z4313349985;1:00180:8:Z2618207653;
O=c1cc2ccccc2n[nH]1,12,1:00115:8:Z3339611903;1:00117:1:Z2898304269;1:00120:8:Z2789334464;
CC1=NCC(=O)Nc2ccccc21,3,1:00115:8:Z4024551601;1:00115:8:Z4379708298;1:00125:4:Z3307796675;
CC12CC3CC(C)(C1)CC(C)(C3)C2,3,1:00115:8:Z2916246135;1:00130:3:Z1724475066;1:00185:4:Z3092334105;
FC1(F)CCCNCCC1,2,1:00115:9:Z4455124097;1:00173:4:Z4452227909;
Cc1ccnc2nc(O)[nH]c(=O)c12,5,1:00115:9:Z1251091320;1:00151:8:Z1251051156;1:00176:9:Z1315207442;
CN1CC2(CCCCC2)CC1=O,16,1:00116:0:Z3875734665;1:00117:3:Z3875733204;1:00120:0:Z4962171824;
CC1(C)CCc2nc[nH]c(=O)c2C1,17,1:00116:0:Z5057827494;1:00118:0:Z2442407861;1:00123:3:Z2445909268;
CC1CCC2(CN1)OCc1ccccc12,4,1:00116:0:Z3621985012;1:00119:4:Z3518186822;1:00128:6:Z3519774114;
CC1CCc2ccccc2C(=O)C1,2,1:00116:0:Z4623185243;1:00146:4:Z3860764986;
O=c1[nH]ncc2c(F)cccc12,2,1:00116:2:Z2982117746;1:00160:3:Z2982111615;
O=C1Nc2ccccc2C12CCCCC2,13,1:00116:3:Z2772336249;1:00116:3:Z2853502780;1:00116:3:Z1440057134;
Clc1ccc2cc3n(c2c1)CCNC3,14,1:00116:3:Z2637564312;1:00123:7:Z1895199481;1:00144:7:Z4021848825;
c1ccc2c(c1)OCC1NCCOC21,21,1:00116:3:Z3520415513;1:00126:3:Z3520411986;1:00126:5:Z3520415453;
O=c1[nH]c(=O)c2cc3c(cc2[nH]1)OCO3,2,1:00116:4:Z4080688434;1:00163:7:Z4080790248;
Fc1c(Cl)ccc2cncnc12,9,1:00116:5:Z2971927627;1:00128:8:Z4026993574;1:00134:9:Z3832345455;
Cc1nn2c(ncc3ccccc32)c1Cl,4,1:00116:6:Z165207472;1:00151:8:Z196146306;1:00180:7:Z4415902487;
Cc1c(Cl)cc(F)cc1Cl,4,1:00116:6:Z4341513639;1:00117:4:Z3774354511;1:00126:8:Z3799489806;
Cc1cc(Cl)cc2ccoc12,2,1:00116:6:Z2159889447;1:00122:4:Z2617838647;
Cc1cn2cccc2cn1,16,1:00116:9:Z3718290384;1:00117:2:Z3710793884;1:00124:3:Z3860773785;
O=c1[nH]ncc2occc12,2,1:00116:9:Z2790103214;1:00175:2:Z2790139052;
O=C1CC2CCCCCC2=NN1,10,1:00116:9:Z3827853937;1:00120:6:Z3827853560;1:00124:1:Z3827853679;
Cc1cc2ccc(Cl)cc2c(=O)[nH]1,3,1:00116:9:Z4630071141;1:00148:8:Z4630071378;1:00178:2:Z4630071303;
Cn1ccc(=O)c2cncnc21,9,1:00116:9:Z4365435583;1:00127:5:Z4365436094;1:00131:8:Z4365435604;
c1ccc2c(c1)ccc1[nH]ccc12,3,1:00117:0:Z307671946;1:00141:1:Z300571200;1:00188:4:Z1369653717;
Cc1cc(Cl)cc2ncoc12,15,1:00117:0:Z1222487114;1:00118:0:Z2095478107;1:00135:9:Z2991560871;
CC1(C)CC(=O)c2ccc(=O)[nH]c2C1,10,1:00117:1:Z3634008007;1:00122:5:Z3634007887;1:00128:7:Z4341512476;
c1ccc2c(c1)CCC1(CCCNC1)O2,8,1:00117:1:Z2951467673;1:00117:1:Z2951467722;1:00117:1:Z3345003546;
O=C1CCc2ccccc2C1,17,1:00117:1:Z2588766313;1:00118:2:Z2176532028;1:00120:9:Z3484489190;
O=C1NS(=O)(=O)N2CCCC12,67,1:00117:2:Z3343628595;1:00117:2:Z3341968649;1:00119:0:Z4236620540;
N=S1(=O)CCC2(CC2)CC1,9,1:00117:3:Z4477000084;1:00117:3:Z4476999758;1:00120:4:Z4477008377;
Cc1cc(C)c2ccncc2c1C,7,1:00117:3:Z3559304104;1:00117:3:Z3557782181;1:00148:5:Z3560267304;
O=S1(=O)CCC2(CCCCO2)CC1,11,1:00117:4:Z4644697017;1:00120:2:Z3533480079;1:00124:9:Z3561939139;
O=C1CCCOc2ccccc21,19,1:00117:4:Z3512070622;1:00129:7:Z3006788306;1:00133:0:Z2618213570;
Cc1ccc2c(=O)[nH]ccc2c1,2,1:00117:4:Z3500411091;1:00197:6:Z3500411563;
OC1Cc2cc(Cl)cc(Cl)c2C1,20,1:00117:5:Z4604376879;1:00120:1:Z1218173778;1:00127:9:Z1840821682;
Cc1ncc2cccnc2n1,6,1:00117:5:Z2788739595;1:00118:7:Z2918745441;1:00142:8:Z2788752305;
O=C1CS(=O)(=O)c2ccccc2N1,9,1:00117:5:Z2830452994;1:00119:7:Z2830452806;1:00125:8:Z2830453148;
Cc1cc(C)c2c(Cl)csc2c1,25,1:00117:5:Z2394298549;1:00118:9:Z2637481252;1:00123:9:Z750556212;
O=C1CCNc2ncccc2N1,20,1:00117:6:Z4125663791;1:00117:6:Z4125663444;1:00117:6:Z4125663782;
Fc1ccc2ccoc2c1F,42,1:00117:6:Z2916655771;1:00117:9:Z2912510393;1:00118:4:Z3133608890;
c1ccc2c(c1)[nH]c1ccccc12,9,1:00117:6:Z3361355634;1:00124:1:Z442474084;1:00134:7:Z3364381456;
CN1NC2(CCNCC2)NC1=O,4,1:00117:8:Z4232674016;1:00126:3:Z4232675053;1:00143:1:Z4232675896;
O=C1CCCCCc2ccccc2N1,9,1:00117:8:Z4252753820;1:00123:6:Z4257220316;1:00140:4:Z4256646332;
O=C1CNc2cc(Cl)ccc2N1,3,1:00117:9:Z4362481997;1:00135:8:Z4132184170;1:00168:3:Z4132184169;
O=C1Cc2cccc(Cl)c2N1,6,1:00117:9:Z3506242067;1:00122:2:Z3506412029;1:00126:2:Z4418206802;
O=c1cc[nH]c2cc(F)c(F)cc12,16,1:00117:9:Z2959371954;1:00133:8:Z3132964346;1:00148:2:Z2959721510;
O=c1[nH]c2ccccc2n2cnnc12,5,1:00118:1:Z298008500;1:00131:5:Z1340661327;1:00140:2:Z4386349618;
O=C1CNC2CCCc3cccc(c32)N1,9,1:00118:1:Z2207772688;1:00121:1:Z2207783819;1:00121:5:Z4266176609;
Nc1cnncc1Cl,3,1:00118:2:Z2790047784;1:00167:3:Z4187348680;1:00191:7:Z2790047793;
Oc1cc2ncccc2[nH]1,6,1:00118:2:Z4254462908;1:00121:3:Z4254462419;1:00132:5:Z4254458855;
Cc1cccc2c1CCC2=O,4,1:00118:3:Z4223562586;1:00131:3:Z4169268903;1:00161:8:Z4169233809;
OC1CNc2ncccc21,12,1:00118:3:Z4214960977;1:00122:0:Z3369854696;1:00125:5:Z4129280665;
Cn1ccc2ccc(Cl)cc21,22,1:00118:3:Z4269274074;1:00118:5:Z3517099661;1:00121:3:Z3619604584;
Cc1[nH]c2nc[nH]c(=O)c2c1C,13,1:00118:4:Z3500633468;1:00125:5:Z3500633209;1:00131:1:Z3500631374;
CC1=Nc2ccccc2C12CCNCC2,10,1:00118:5:Z2881729459;1:00124:8:Z2881735571;1:00135:2:Z2836705066;
CC1C(=O)NCC(=O)N2CCCC12,3,1:00118:5:Z4208573896;1:00143:2:Z4208574034;1:00155:7:Z4208574208;
Cc1cccc2c1NCCC2=O,3,1:00118:5:Z1990144923;1:00128:0:Z4297307071;1:00190:7:Z2068225460;
Cc1ccc2cccnc2c1Cl,32,1:00118:6:Z3076170949;1:00120:6:Z3613011600;1:00120:6:Z3202033961;
Cc1nc2ccccn2c1C,4,1:00118:6:Z4224026515;1:00128:2:Z3777133538;1:00139:8:Z4387251036;
Cc1nc2ccc3ncsc3c2s1,10,1:00118:6:Z3176804569;1:00119:9:Z3060477029;1:00135:8:Z4406814943;
CC1CC2(CCNC2)CO1,23,1:00118:6:Z4919525413;1:00118:6:Z4919525469;1:00122:8:Z4954037755;
Cc1cccc2nccnc12,6,1:00118:7:Z3506220786;1:00128:2:Z3523206594;1:00157:3:Z4926035100;
O=C1NC2(CCOCC2)NC12CCCC2,2,1:00118:7:Z1816989019;1:00173:5:Z2351369121;
Nc1nc(N)c2c(n1)CCNC2,10,1:00118:8:Z4329227078;1:00124:2:Z4329228385;1:00132:9:Z4329227842;
O=C1CNc2cc(F)c(F)cc2N1,13,1:00118:8:Z3000833230;1:00121:9:Z3000833302;1:00135:4:Z4127055522;
CC1(C)C(=O)NC2CCCCC21,16,1:00118:8:Z3560327514;1:00124:4:Z3560949849;1:00127:6:Z3558132372;
c1ccc2c(c1)CCC1(CCCC1)O2,12,1:00118:8:Z2438940892;1:00158:1:Z1438201191;1:00163:2:Z1438379697;
c1nc2c([nH]1)C1(CCOCC1)NCC2,12,1:00118:9:Z2951216962;1:00124:0:Z4030689144;1:00129:8:Z2951218899;
O=c1[nH]cc(F)c2ccccc12,10,1:00118:9:Z3500683115;1:00142:7:Z3500683083;1:00146:3:Z3500683068;
O=C1CCOc2c(F)cccc21,13,1:00119:0:Z3340096341;1:00119:0:Z3343207610;1:00130:4:Z3343206465;
CC1(O)CNCCNC1,1,1:00119:0:Z3820914145;
O=C1Cc2ccccc2S(=O)(=O)N1,8,1:00119:0:Z4238062981;1:00121:1:Z4238064697;1:00125:9:Z4238064954;
CC1(C)CCC2(CC2)c2ccccc21,4,1:00119:0:Z2407004253;1:00119:0:Z2407004255;1:00119:0:Z2407004254;
Cc1ccc2c(C)ccnc2c1C,4,1:00119:1:Z1155984940;1:00147:0:Z1689244527;1:00159:6:Z1218267287;
NC1c2ccccc2CC12CCNCC2,7,1:00119:2:Z4907791114;1:00121:3:Z4907791123;1:00131:0:Z4907793322;
CC1(C)CCc2ccc(=O)[nH]c2C1,12,1:00119:4:Z3244934913;1:00141:7:Z3380129099;1:00145:9:Z3895728603;
Cc1c[nH]c2cc(Cl)cc(Cl)c12,12,1:00119:4:Z3550091000;1:00119:4:Z4032645075;1:00124:0:Z3472057147;
O=C1NC2(CCCC2)Nc2ccccc21,2,1:00119:5:Z2830873177;1:00163:2:Z48978335;
O=C1CNC(=O)C2(CC(O)C23CCC3)N1,6,1:00119:5:Z4443110370;1:00134:8:Z4443109312;1:00134:8:Z4443110337;
Cc1ccc2c(c1)NCCN2,12,1:00119:6:Z4360116902;1:00147:5:Z4132176269;1:00152:1:Z4436924942;
Nc1nccnn1,4,1:00119:6:Z3842422825;1:00173:3:Z4165057190;1:00173:3:Z4165018421;
O=c1ccc2cccc(Cl)c2[nH]1,3,1:00119:7:Z3512080612;1:00128:5:Z4223908463;1:00154:4:Z4223788719;
Clc1ccc2c(c1Cl)OCCCC2,5,1:00119:7:Z1440715150;1:00171:2:Z3496316501;1:00192:1:Z2020817826;
FC1(F)CC12CCCc1ccccc12,11,1:00119:8:Z3508441520;1:00119:8:Z3508310116;1:00126:0:Z3506117222;
CC1CCn2cnnc21,4,1:00120:0:Z3788935783;1:00127:0:Z3788935846;1:00135:5:Z3788936279;
O=c1s[nH]c2ccccc12,2,1:00120:0:Z4209387158;1:00148:1:Z4209376580;
O=c1nc[nH]c2cc(F)ccc12,10,1:00120:0:Z1692588995;1:00130:1:Z2010361810;1:00137:1:Z2832529949;
c1ccc2c(c1)CC1(CCCCC1)C2,6,1:00120:1:Z4876983036;1:00129:6:Z4878934119;1:00129:6:Z4878934022;
Cc1cc(C)c(C)c(C)c1,2,1:00120:1:Z2589926736;1:00149:2:Z2101246854;
Cc1ccc2c(c1)NCNS2(=O)=O,3,1:00120:1:Z4307676321;1:00144:4:Z4308975749;1:00147:7:Z4307654535;
OC1CC2CNCc3cccnc3N2C1,8,1:00120:1:Z3617935064;1:00120:1:Z3617934722;1:00140:4:Z2651585649;
CC1CNC(=O)c2ccccc21,4,1:00120:1:Z4313279998;1:00121:1:Z4313276177;1:00137:0:Z4313301349;
O=c1[nH]ccc2cccc(F)c12,8,1:00120:4:Z4187925025;1:00134:0:Z3512023089;1:00137:2:Z4187924774;
Cc1cc(C)c2c(C)nn(C)c2n1,6,1:00120:4:Z917535982;1:00133:8:Z3623573150;1:00136:0:Z1243499280;
CC1=NCC(=O)Nc2cccc(C)c21,2,1:00120:5:Z3307796939;1:00185:6:Z3307796915;
Fc1cc2[nH]ccc2cc1Cl,7,1:00120:5:Z2818984072;1:00143:6:Z2705384445;1:00147:5:Z2699935714;
CN1CCC2(CNC2)C1,5,1:00120:5:Z2761139951;1:00123:0:Z2764157248;1:00148:1:Z3414599466;
Cc1cccc2c1OCC2=O,12,1:00120:5:Z2789428969;1:00128:0:Z2789428481;1:00144:4:Z2789429064;
O=c1cnnc2scnn12,4,1:00120:5:Z1614784311;1:00123:8:Z3339105580;1:00175:3:Z1272930682;
Cc1cccc2c1C1CC(NC(=O)N1)O2,3,1:00120:6:Z3548016445;1:00176:2:Z4024868017;1:00197:7:Z4212806111;
C1=CNCCCC1,1,1:00120:7:Z3347426136;
CC1CC12NC(=O)CNC2=O,4,1:00120:8:Z4208581321;1:00137:7:Z4208536734;1:00151:9:Z4208546065;
O=S1(=O)CCCCC12CCOCC2,2,1:00120:8:Z3395127197;1:00141:6:Z3598099852;
c1ccc2c(c1)ccc1occc12,3,1:00120:9:Z54343639;1:00138:6:Z69032485;1:00184:0:Z1506729021;
CN1CCS(=O)(=O)CC1,1,1:00120:9:Z2599720169;
O=S1(=O)CCNc2cccnc21,5,1:00120:9:Z4863040061;1:00159:3:Z3631470284;1:00167:8:Z3631464918;
O=C1CCC2NCCN12,2,1:00120:9:Z3085752046;1:00186:3:Z3085752094;
c1ccc2c(c1)CNCC1(CCOC1)O2,9,1:00120:9:Z3318903469;1:00133:4:Z3318906759;1:00133:6:Z3318904941;
CN1CCC(O)C1=O,3,1:00121:0:Z2799722465;1:00123:1:Z2477881727;1:00175:2:Z3184072083;
Fc1cc2nc[nH]c2cc1Cl,15,1:00121:2:Z4165739077;1:00125:0:Z4655553983;1:00126:0:Z2667678860;
Cc1cc(C)c2c(O)ncnc2n1,2,1:00121:4:Z76787732;1:00194:2:Z2897831593;
O=C1CNC(=O)C2C3CCC(C3)C2N1,3,1:00121:5:Z4009015638;1:00122:3:Z4009016018;1:00162:7:Z4009016029;
C1CCc2n[nH]nc2C1,6,1:00121:5:Z3828193890;1:00131:6:Z4312454928;1:00149:9:Z4024590389;
O=c1[nH]ncc2c1[nH]c1ccccc12,5,1:00121:6:Z2789973878;1:00143:5:Z2790102973;1:00154:9:Z2789924556;
CC1(C)COCCc2nncn21,6,1:00121:6:Z3859900651;1:00131:2:Z3859901430;1:00131:7:Z3859900957;
Cc1ccc2c(n1)NCC(=O)N2,12,1:00121:6:Z4314831483;1:00131:0:Z4126313815;1:00137:6:Z4126332438;
Cc1ccc2cccc(Cl)c2n1,16,1:00121:7:Z2777286822;1:00127:5:Z4078352591;1:00127:5:Z4112335929;
O=C1NCC(O)n2cccc21,9,1:00121:9:Z4033914550;1:00124:0:Z4033472005;1:00134:3:Z4033791080;
Cc1nnc2n1CCNC2,14,1:00122:1:Z3863802824;1:00125:9:Z2897259676;1:00128:4:Z3790640284;
Oc1nnc2n1CCNC2,2,1:00122:1:Z4212676339;1:00141:3:Z4212677821;
Cc1ncc2n1CCCN2,6,1:00122:1:Z4364823328;1:00122:1:Z4364820797;1:00122:1:Z4364820745;
O=C1NS(=O)(=O)c2cccc(F)c21,17,1:00122:2:Z5057559027;1:00137:7:Z1994022787;1:00143:3:Z1994026827;
