fragment_smiles,occurences,example_ligands
c1ccc2c(c1)CCNC2,6770,1:00100:0:Z3385053075;1:00100:1:Z2899126226;1:00100:1:Z4194938690;
Cn1nncc1N,226,1:00100:0:Z4283929428;1:00100:1:Z4281497416;1:00100:2:Z4284655408;
CC1(C)CNCC(C)(C)O1,344,1:00100:0:Z4283929428;1:00100:1:Z1797796533;1:00100:2:Z4604101468;
C1CNC2(CC2)COC1,332,1:00100:0:Z2070507704;1:00100:4:Z4105852703;1:00100:5:Z2090288000;
C1CC2OCCC2O1,644,1:00100:0:Z3783770661;1:00100:1:Z3651207488;1:00100:1:Z4018079887;
C1CNCC2(C1)CCC2,1620,1:00100:0:Z4387339926;1:00100:1:Z2862147321;1:00100:1:Z3385931985;
O=C1CCCCCN1,4654,1:00100:0:Z2825868910;1:00100:1:Z2646327617;1:00100:1:Z3394783971;
CC1(F)CCNC1,1056,1:00100:0:Z4058161184;1:00100:2:Z1995401507;1:00100:4:Z1555613430;
NC1CCCc2ccccc2C1,11,1:00100:0:Z4058161184;1:00117:5:Z3519430936;1:00121:6:Z4064537943;
C1CCC2(CCNCC2)COC1,127,1:00100:0:Z3815334310;1:00100:1:Z3911439632;1:00100:7:Z3833604854;
c1cn2c(n1)CNCCC2,381,1:00100:0:Z3701500092;1:00100:4:Z3616913363;1:00100:4:Z3550511143;
OC1CCCCNC1,939,1:00100:0:Z4299422144;1:00100:1:Z4030160773;1:00100:2:Z3699001174;
Cc1cccc2ccnn12,336,1:00100:0:Z3809024846;1:00100:3:Z3945528360;1:00100:8:Z3940128364;
Oc1cc2c(nn1)CNC2,133,1:00100:0:Z4962341121;1:00100:1:Z3719274032;1:00101:0:Z4960944310;
Clc1ccc2c(c1)NCC2,253,1:00100:0:Z2825033127;1:00100:6:Z1095734362;1:00100:8:Z1435931842;
Cc1nnc2cccnn12,187,1:00100:0:Z2094359224;1:00100:0:Z2434448111;1:00103:0:Z2615079026;
O=C1CNCN1,3182,1:00100:0:Z2435536666;1:00100:1:Z2016013994;1:00100:1:Z2669611963;
CC1(C)NCC(O)C1O,368,1:00100:0:Z4078632274;1:00100:1:Z4279211615;1:00100:2:Z4066937631;
Cc1cc(C)cc(F)c1,727,1:00100:0:Z2617640194;1:00100:1:Z1966747260;1:00100:2:Z3821914516;
Fc1cnc2c(c1)OCCN2,144,1:00100:0:Z5043786241;1:00101:0:Z5035829355;1:00101:3:Z5035222455;
FC1CC2CC12,891,1:00100:0:Z3593589881;1:00100:1:Z4648969038;1:00100:1:Z4466811388;
C1CCC2OCCC2C1,2021,1:00100:0:Z4277739063;1:00100:1:Z3060687758;1:00100:2:Z3381632155;
CC1=CCCC1,737,1:00100:0:Z1481415744;1:00100:1:Z4054316518;1:00100:1:Z1953109601;
O=C1CNC2CCNCC2N1,166,1:00100:0:Z3364162677;1:00100:4:Z4204777426;1:00100:9:Z3140025615;
C1CC23CNCC12COC3,307,1:00100:0:Z3371054606;1:00100:3:Z3316128088;1:00100:4:Z3046773281;
Cc1cccc2c1NCCN2,92,1:00100:0:Z1728955909;1:00101:4:Z5005092389;1:00102:1:Z5005095678;
Cc1cc(Cl)[nH]n1,1212,1:00100:0:Z2640172797;1:00100:1:Z1661246453;1:00100:3:Z3207080733;
Cc1ccc2ccoc2c1C,36,1:00100:0:Z4469093799;1:00108:6:Z29413230;1:00113:1:Z3593402252;
c1cn2ccnc2cn1,1315,1:00100:0:Z1685721402;1:00100:1:Z3491549967;1:00100:2:Z2965779128;
C1CC2CCC1CC2,3731,1:00100:0:Z4251411620;1:00100:1:Z4871934158;1:00100:1:Z2873392424;
CC1CCNCC1(C)O,1063,1:00100:0:Z4600404016;1:00100:0:Z4602879088;1:00100:1:Z4562271973;
Cc1ccoc1C,785,1:00100:0:Z4054646905;1:00100:3:Z2646354299;1:00101:2:Z4029434682;
CC12CC(C1)C2,1385,1:00100:0:Z3840192407;1:00100:1:Z4216631140;1:00100:1:Z3997348507;
Cc1nc2c(s1)CCCC2,823,1:00100:0:Z1905383364;1:00100:2:Z3508147633;1:00100:8:Z3048819521;
CN1C2CCCC1CC2,900,1:00100:0:Z4218201335;1:00100:0:Z3304149855;1:00100:1:Z1895756052;
C1CC2(CCO1)CNC2,1172,1:00100:0:Z3861741022;1:00100:0:Z4310974463;1:00100:1:Z5017887936;
Cn1ncc2c(c1=O)CCNC2,144,1:00100:0:Z3868206280;1:00101:8:Z3868201744;1:00106:9:Z3833632575;
O=C1COc2cccnc2N1,159,1:00100:0:Z3534463857;1:00100:7:Z3652880749;1:00100:7:Z4150759288;
Clc1ccc2c(c1)OCCO2,401,1:00100:0:Z4315058224;1:00100:4:Z2618723758;1:00100:9:Z2146276941;
C1CSC2COCCC2N1,309,1:00100:0:Z1498549513;1:00101:2:Z1449290349;1:00101:4:Z1449286839;
CC1CN=CN1,348,1:00100:0:Z4001753994;1:00100:2:Z4001763479;1:00100:7:Z4001758773;
O=S1(=O)CC2CCCC2C1,433,1:00100:0:Z3842674458;1:00100:2:Z4482535204;1:00100:6:Z4018713637;
O=C1NCCN1,3760,1:00100:0:Z4212725581;1:00100:0:Z4293879012;1:00100:0:Z3583048530;
CN1CCCNc2cnccc21,53,1:00100:0:Z4394036953;1:00100:6:Z4147318293;1:00100:9:Z4346617916;
c1[nH]nc2c1CCCC2,1060,1:00100:0:Z5007021355;1:00100:3:Z2884186502;1:00100:3:Z4962428492;
CN1CCN(C)CC1,674,1:00100:0:Z1480165898;1:00100:1:Z2826929712;1:00100:2:Z2974335410;
CN1CCNCCC12CCOCC2,66,1:00100:0:Z4216930914;1:00100:9:Z4559788548;1:00101:5:Z3043664206;
Cc1sccc1N,304,1:00100:0:Z4289102668;1:00100:5:Z4772054286;1:00101:4:Z4329460463;
c1cnc2c(n1)CCC2,447,1:00100:0:Z3794870271;1:00100:2:Z3795245425;1:00100:2:Z4123722610;
CN1CCCC(C)(C)C1,551,1:00100:0:Z3654483497;1:00100:4:Z4269990009;1:00100:5:Z2602015406;
c1ncc2c(n1)CCNC2,945,1:00100:0:Z3045820136;1:00100:1:Z2860648328;1:00100:2:Z2854246710;
Cc1cc2n(n1)CCNC2,440,1:00100:0:Z3056028891;1:00100:1:Z5023237444;1:00100:2:Z3056026964;
Clc1ccc2ncsc2c1,151,1:00100:0:Z1389245399;1:00100:5:Z2984189107;1:00101:8:Z2970144710;
c1cc2c(cn1)CCCN2,235,1:00100:0:Z3583990595;1:00100:4:Z4614234171;1:00101:5:Z4230921524;
Cc1cc[nH]c(=O)c1,781,1:00100:0:Z4351763369;1:00100:1:Z2184967778;1:00100:1:Z3919618679;
C1COCCOC1,1953,1:00100:0:Z4351763369;1:00100:2:Z4909513588;1:00100:4:Z2307925949;
CC1CCc2nccn21,446,1:00100:0:Z2297901192;1:00100:3:Z2229916437;1:00100:3:Z4063235081;
Cc1cccc2occc12,164,1:00100:0:Z2960816833;1:00100:3:Z2951676779;1:00100:6:Z2960858422;
Fc1ccc2ccsc2c1,131,1:00100:0:Z3645077604;1:00100:6:Z4137889971;1:00100:9:Z1197725226;
Fc1ccc2c(c1)CCC2,1822,1:00100:0:Z2011640359;1:00100:1:Z4264282468;1:00100:2:Z3101850516;
c1ccc2c(c1)OCCCO2,999,1:00100:0:Z4347731904;1:00100:2:Z2770641516;1:00100:2:Z2645172890;
CC1(C)CNC(C)(C)C1,149,1:00100:0:Z3716054082;1:00100:5:Z3701517529;1:00101:6:Z3654666826;
CC1(C)CC1(F)F,1451,1:00100:0:Z2780383428;1:00100:2:Z3608703335;1:00100:2:Z3287138531;
Cc1n[nH]c2ccccc12,464,1:00100:0:Z3378913982;1:00100:1:Z2915381317;1:00100:1:Z1571963520;
Cc1nc2c(o1)CCCC2,281,1:00100:0:Z2927593822;1:00100:3:Z3166391705;1:00101:1:Z3367964563;
O=S1(=O)CC2(CCNCC2)C1,187,1:00100:0:Z3317721092;1:00100:3:Z3878292222;1:00100:8:Z3091856877;
NC12CNCC1C2,462,1:00100:0:Z3365768004;1:00100:2:Z3384635640;1:00100:3:Z3384648757;
Clc1ccn[nH]1,1671,1:00100:0:Z2781864464;1:00100:1:Z2920378014;1:00100:2:Z2920797735;
Clc1c[nH]cn1,275,1:00100:0:Z3391686573;1:00100:0:Z4133978769;1:00100:3:Z5060105025;
Cc1cnoc1C,528,1:00100:0:Z3829983772;1:00100:2:Z2295301103;1:00100:2:Z3829982226;
Cc1ncsc1C,3712,1:00100:0:Z914330230;1:00100:1:Z1894745475;1:00100:1:Z1264017274;
CC1CNc2cccc(F)c2O1,53,1:00100:0:Z1730520387;1:00101:8:Z2773978291;1:00111:3:Z1730523043;
Nc1nccc2c1CNCC2,76,1:00100:0:Z2692052354;1:00101:1:Z2692043172;1:00101:9:Z2692021407;
Cn1ncc2c1CCOC2,640,1:00100:0:Z3802233149;1:00100:1:Z3899359955;1:00100:2:Z3576807223;
Cc1cc(C)c2c(c1)NCCC2,66,1:00100:0:Z3840360057;1:00101:4:Z2668431694;1:00101:7:Z2595787033;
Cc1nccnc1C,297,1:00100:0:Z3393213003;1:00100:7:Z4234268920;1:00100:7:Z3392541885;
Oc1cn[nH]c1,86,1:00100:0:Z242051014;1:00102:2:Z2284049859;1:00102:2:Z2282987460;
CC1=CCCS1(=O)=O,330,1:00100:0:Z4770220968;1:00103:4:Z4769878087;1:00103:4:Z4769878050;
Cn1cc2ccccc2n1,992,1:00100:0:Z4970815942;1:00100:0:Z4970661814;1:00100:1:Z4961742875;
Cc1ncn2c1CCC2,332,1:00100:0:Z4506258810;1:00100:1:Z4000052836;1:00100:6:Z4505077516;
CC1CCC(C)C1,1184,1:00100:0:Z4393869048;1:00100:2:Z3574107151;1:00100:2:Z1874028608;
Fc1ccc2c(c1)CCNC2,400,1:00100:0:Z4580867923;1:00100:1:Z1564156925;1:00100:2:Z4596424607;
CC12CC1C2,929,1:00100:0:Z4269702830;1:00100:2:Z2775402320;1:00100:3:Z2777403960;
O=S1(=O)NCCCC12CC2,215,1:00100:0:Z4474133406;1:00100:8:Z2994194114;1:00100:8:Z4078370148;
CC1CCOCCN1,638,1:00100:0:Z1639523891;1:00100:2:Z1591710635;1:00100:2:Z1591700343;
CC1CCCCC1O,798,1:00100:0:Z4268917579;1:00100:1:Z1335811743;1:00100:1:Z2614699985;
O=S1CCNCC1,1322,1:00100:1:Z4570783606;1:00100:1:Z4483234190;1:00100:4:Z4020970780;
Cn1cnc2cnc(N)nc21,92,1:00100:1:Z4230892310;1:00102:8:Z4224779420;1:00104:8:Z3990021066;
CC1COC(C)(C)OC1,353,1:00100:1:Z4906771425;1:00100:2:Z4909657425;1:00100:4:Z4906773980;
C1COC2(CCNC2)CN1,396,1:00100:1:Z3363990863;1:00100:1:Z3383646852;1:00100:3:Z2858565095;
O=C1CNC(=O)CN1,379,1:00100:1:Z3210488154;1:00100:1:Z3210488037;1:00100:1:Z3210486447;
C1CCC2OCNCC2C1,130,1:00100:1:Z3621378440;1:00100:3:Z3611138646;1:00101:4:Z4325870144;
c1[nH]nc2c1CNCCC2,287,1:00100:1:Z2608677464;1:00100:2:Z2616997773;1:00100:4:Z2608585656;
C1CCC2(C1)CCCN2,1136,1:00100:1:Z3794330432;1:00100:1:Z3992981280;1:00100:1:Z3992985104;
C1=NOC2C3CCC(C3)C12,139,1:00100:1:Z4134067444;1:00100:9:Z4137917440;1:00100:9:Z4139114687;
c1cc2c(o1)CCNC2,221,1:00100:1:Z3516355931;1:00100:6:Z2721875263;1:00100:7:Z2755497811;
C1NCC2CSCC12,744,1:00100:1:Z2898425856;1:00100:3:Z4169953450;1:00100:5:Z3651517032;
CC1NCCc2c(F)cc(F)cc21,53,1:00100:1:Z4266880687;1:00100:5:Z1411862244;1:00101:3:Z2633255343;
C1CCC2(CCOC2)OC1,671,1:00100:1:Z3343188402;1:00100:3:Z2615756376;1:00100:3:Z4252543956;
Cc1ncc2cn[nH]c2n1,241,1:00100:1:Z3391507897;1:00100:9:Z3391664894;1:00101:4:Z3391420102;
Cn1ccc(Cl)c1,929,1:00100:1:Z1410117003;1:00100:1:Z2289217606;1:00100:1:Z1616715418;
C1CC2NC1C1CCC2O1,205,1:00100:1:Z4556728904;1:00100:2:Z4526198302;1:00100:8:Z4598755403;
NC1CC2CCCC12,1247,1:00100:1:Z4079669359;1:00100:1:Z4878967132;1:00100:1:Z4878975030;
C1NCC2CNCC12,893,1:00100:1:Z2362590425;1:00100:2:Z2356164768;1:00100:3:Z4291845978;
CC12CCC1(C)CNC2,400,1:00100:1:Z4296392671;1:00100:1:Z4114065665;1:00101:2:Z4097681536;
Nc1ccnc(O)c1Cl,93,1:00100:1:Z4296392671;1:00101:6:Z4296480109;1:00101:6:Z4291875793;
FC12CCC(CC1)C2,777,1:00100:1:Z3584414076;1:00100:1:Z3580989395;1:00100:1:Z3522998642;
CN1OCCC1=O,737,1:00100:1:Z4353419359;1:00100:2:Z5045465215;1:00100:2:Z4343824630;
O=S1(=O)CCC2CNCC2C1,202,1:00100:1:Z3393898761;1:00100:6:Z3055317362;1:00101:4:Z3055323918;
CC1NCCNC1C,375,1:00100:1:Z2606721678;1:00100:3:Z2362728891;1:00100:7:Z2362559647;
c1ncc2nc[nH]c2n1,1334,1:00100:1:Z1636427497;1:00100:2:Z2348163257;1:00100:2:Z1140386053;
O=C1CN=CN1,235,1:00100:1:Z2016277298;1:00100:5:Z1996747472;1:00100:7:Z2170839382;
OC1CCc2ccccc21,816,1:00100:1:Z3294307661;1:00100:1:Z2920984663;1:00100:3:Z3312348372;
c1nnc2n1CCNC2,1848,1:00100:1:Z3327140157;1:00100:2:Z1139293902;1:00100:4:Z5053470769;
Oc1cccc2cnccc12,65,1:00100:1:Z4225535381;1:00104:5:Z4228282885;1:00105:0:Z4231547614;
Fc1ccc(F)c2c1CCC2,148,1:00100:1:Z3509698631;1:00100:2:Z3322048626;1:00100:4:Z1508394806;
CN1CCNCCC1=O,397,1:00100:1:Z2646327617;1:00100:4:Z2646321343;1:00100:6:Z2604079610;
Cc1ncncc1Cl,40,1:00100:1:Z3503021341;1:00100:9:Z4959587688;1:00103:8:Z3503020381;
CC1(C)CNCCCO1,603,1:00100:1:Z3474798537;1:00100:1:Z2969768581;1:00100:3:Z2606299684;
Cc1ccc2c(c1)NCC(C)O2,69,1:00100:1:Z1361298018;1:00100:1:Z2906329116;1:00100:2:Z2772158106;
C1CCC2(C1)CCNCC2,715,1:00100:1:Z3102328708;1:00100:1:Z1642104327;1:00100:2:Z3496142821;
Fc1ccc2cnccc2c1,343,1:00100:1:Z3220324086;1:00100:2:Z3568092616;1:00100:3:Z3793887336;
C1CC2(C1)CC1(CNC1)C2,214,1:00100:1:Z4109157365;1:00100:4:Z4078268175;1:00100:7:Z4082054981;
Cc1cn2c(n1)CNCC2,331,1:00100:1:Z3803510950;1:00100:3:Z2827838555;1:00100:5:Z2870584947;
O=C1COc2ccccc2N1,1220,1:00100:1:Z2174800864;1:00100:1:Z3602278571;1:00100:2:Z3133772659;
O=C1NCCC12CCCN2,266,1:00100:1:Z2640753407;1:00100:3:Z2814546278;1:00100:7:Z2493780001;
OC1CCNCC1(F)F,566,1:00100:1:Z4064815223;1:00100:4:Z2602799388;1:00100:4:Z2602805155;
c1ccc2c(c1)CCS2,1170,1:00100:1:Z3697411024;1:00100:1:Z4984889373;1:00100:1:Z2282589156;
OC1CNC2(CCC2)C1,397,1:00100:1:Z3628547020;1:00100:6:Z3622307128;1:00101:0:Z3628554078;
Cc1ccn2ncnc2n1,758,1:00100:1:Z3702790482;1:00100:2:Z3191177217;1:00100:3:Z4294662592;
C1CC2COCC2C1,1764,1:00100:1:Z2843005951;1:00100:1:Z3507812742;1:00100:1:Z3507938061;
CC1CCC(=O)N1,1688,1:00100:1:Z2299432689;1:00100:1:Z3548597447;1:00100:1:Z1574827150;
Clc1nc2ccccc2s1,199,1:00100:1:Z3638976062;1:00100:1:Z2194202522;1:00100:5:Z5064010819;
O=C1CCc2ccccc2N1,1263,1:00100:1:Z4399274756;1:00100:1:Z4221500817;1:00100:1:Z2351880932;
Clc1cc2c(s1)CCC2,363,1:00100:1:Z2591535128;1:00100:3:Z1663503009;1:00100:3:Z2174783361;
c1cc2c(s1)CCSC2,944,1:00100:1:Z3370392440;1:00100:1:Z1274532289;1:00100:1:Z4078898722;
Cc1cc(C)sn1,1745,1:00100:1:Z3584641058;1:00100:1:Z4395916215;1:00100:1:Z2966889271;
O=S1C2CCNCC1CC2,274,1:00100:1:Z2707209079;1:00100:2:Z3949138612;1:00100:6:Z2707219500;
Fc1cccc2c1CNCC2,466,1:00100:1:Z3777105047;1:00100:1:Z3777107103;1:00100:4:Z3777080971;
Cc1ncnc2ccccc12,253,1:00100:1:Z4316844071;1:00100:2:Z2850926346;1:00100:5:Z1653383534;
CC1CCCn2ccnc21,509,1:00100:1:Z3940303378;1:00100:5:Z4144573376;1:00100:5:Z4144663228;
C1CN2CC3(CC3)CC2CN1,203,1:00100:1:Z3913286680;1:00100:1:Z3913287490;1:00100:5:Z3883116164;
Oc1ccc2c(c1)CCCO2,197,1:00100:1:Z3504701486;1:00100:1:Z3504721601;1:00100:8:Z3627681838;
CC1(O)CC2CCC1C2,523,1:00100:1:Z3874770630;1:00100:1:Z3874770455;1:00100:4:Z4257236360;
FC1(F)CNC1,893,1:00100:1:Z2726650438;1:00100:2:Z1645587420;1:00100:2:Z3543350853;
CC1CNCO1,1329,1:00100:1:Z4265612439;1:00100:1:Z4265516594;1:00100:1:Z4220100471;
C1CC2(C1)CC21CC1,658,1:00100:1:Z4385693140;1:00100:1:Z4460137657;1:00100:3:Z4282118910;
OC1CNC2(CCC2)C1O,240,1:00100:1:Z4004819048;1:00100:7:Z3996565278;1:00100:8:Z4031441190;
NC1CC(F)(F)C1,294,1:00100:1:Z3190045325;1:00100:9:Z4063535225;1:00100:9:Z4216419984;
Nc1ccc(Cl)cn1,394,1:00100:1:Z3369332701;1:00100:1:Z3369331478;1:00100:4:Z3501673844;
C1COCC2(CCOCC2)CN1,179,1:00100:1:Z2452764779;1:00100:5:Z3299881133;1:00100:7:Z2971740187;
Fc1cc[nH]c1,559,1:00100:1:Z2222906842;1:00100:2:Z2218274552;1:00100:5:Z2227930199;
c1cc2c(cn1)OCCC2,407,1:00100:1:Z3705685589;1:00100:1:Z3705735425;1:00100:1:Z1644334168;
O=C1NCCC12CCC2,435,1:00100:1:Z4215785876;1:00100:4:Z4028616524;1:00100:6:Z4215909898;
O=C1NCCC2CCNCC12,226,1:00100:1:Z3620530283;1:00100:3:Z3393435432;1:00101:2:Z3595610830;
NC1CCCCCNC1,363,1:00100:1:Z2827491167;1:00100:1:Z3133326731;1:00100:5:Z2827505834;
c1cc2c(s1)COCC2,192,1:00100:1:Z2824343582;1:00100:4:Z4402915085;1:00100:4:Z4316119199;
Cn1cnc2cncnc21,639,1:00100:1:Z1172636275;1:00100:6:Z3829013403;1:00100:6:Z4026962603;
c1ccc2c(c1)CCC21OCCO1,35,1:00100:1:Z3364643598;1:00103:5:Z3363076509;1:00104:7:Z3364399909;
Clc1cnn[nH]1,487,1:00100:1:Z4281959403;1:00100:2:Z4281033693;1:00100:6:Z4281917598;
C1CC2(C1)CNC1COCC12,175,1:00100:1:Z3046328047;1:00101:8:Z3894943498;1:00103:4:Z3103526290;
C1CNC2CCCN2C1,266,1:00100:1:Z4220084616;1:00100:2:Z4220081190;1:00101:1:Z4233151930;
CC1(C)CNCC1F,95,1:00100:1:Z4573179770;1:00102:1:Z4537868207;1:00103:1:Z4573176079;
Nc1cc[nH]n1,1102,1:00100:1:Z5010848810;1:00100:2:Z3727378370;1:00100:5:Z4352633195;
Cn1cnc2ccncc21,623,1:00100:1:Z4451400900;1:00100:1:Z4450959189;1:00100:6:Z3828771108;
C1CC2(CCOCC2)CN1,1414,1:00100:1:Z2098407135;1:00100:1:Z3350557065;1:00100:2:Z3382499451;
CC1(C)CC2CCNC21,418,1:00100:1:Z3890011435;1:00100:1:Z3992498444;1:00101:1:Z4026921160;
C=C1CCOC1,81,1:00100:1:Z3656071121;1:00100:8:Z3656071001;1:00102:0:Z3656071419;
C1CC2(C1)CNCCOC2,358,1:00100:1:Z4058878746;1:00100:4:Z2121820681;1:00100:9:Z1675403065;
CC12COC(C1)C2,1024,1:00100:1:Z3851251918;1:00100:1:Z3058368281;1:00100:1:Z3914807705;
C1=CSCS1,404,1:00100:1:Z4285144122;1:00100:2:Z4279925326;1:00101:2:Z4280050221;
C1CC2OC1C1CNCC21,526,1:00100:1:Z3139893873;1:00100:1:Z2859698640;1:00100:2:Z3057407099;
Fc1cccc2ccncc12,97,1:00100:1:Z4648969038;1:00100:3:Z3818790061;1:00100:3:Z4395801426;
Cc1cncn1C,445,1:00100:1:Z4906403380;1:00100:5:Z2313274059;1:00100:6:Z4475407531;
Cc1ccc(O)cn1,1069,1:00100:1:Z3641577860;1:00100:2:Z1750782105;1:00100:5:Z4224454042;
Cc1ccc2c(n1)CCCC2,203,1:00100:1:Z4316279685;1:00100:6:Z4263923792;1:00100:6:Z4263923681;
CC1C2CNCC12,825,1:00100:1:Z4316279685;1:00100:1:Z4316627988;1:00100:2:Z4314522049;
c1cnc2sccc2c1,830,1:00100:1:Z4230265236;1:00100:1:Z2270053877;1:00100:3:Z4083900541;
c1cc2cn[nH]c2s1,287,1:00100:1:Z4181912252;1:00100:2:Z3534965233;1:00100:9:Z3553326289;
c1[nH]nc2c1NCCC2,448,1:00100:1:Z4291222508;1:00100:3:Z3140132805;1:00100:9:Z2413394835;
C1COC2(CCSC2)CN1,386,1:00100:1:Z2434374153;1:00100:1:Z2433476961;1:00100:2:Z4228507203;
Cc1c[nH]nn1,1447,1:00100:1:Z3320448183;1:00100:2:Z2613935999;1:00100:2:Z2256508868;
Cc1csc(Cl)n1,402,1:00100:1:Z1928180284;1:00100:2:Z4241719164;1:00100:9:Z1995633532;
Clc1ncccn1,1026,1:00100:1:Z3560760127;1:00100:3:Z2792663716;1:00100:3:Z2792487435;
Nc1cccnn1,421,1:00100:1:Z3229597149;1:00100:7:Z2997638946;1:00100:9:Z3037854681;
c1cc2c(nn1)CCCC2,216,1:00100:1:Z3849079408;1:00100:9:Z3835635860;1:00101:6:Z3872417001;
C1SC2CC1C2,939,1:00100:1:Z4162042682;1:00100:2:Z4318195484;1:00100:2:Z4318561391;
C=C1CCS(=O)(=O)CC1,69,1:00100:1:Z4223353788;1:00100:9:Z4223343874;1:00102:3:Z4223349798;
FC1(F)C2CNCC1C2,445,1:00100:1:Z4410550412;1:00100:4:Z3173058180;1:00100:5:Z3054833715;
Cc1cnc(Cl)s1,559,1:00100:1:Z1870954481;1:00100:2:Z3599610230;1:00100:3:Z3056215253;
O=S1(=O)CCC12CCNCC2,206,1:00100:1:Z4986015401;1:00101:5:Z3807789118;1:00102:3:Z4984680043;
O=C1CCCc2occc21,177,1:00100:1:Z4242475217;1:00101:6:Z3370205887;1:00101:6:Z3370156814;
Cc1c[nH]c2ccccc12,185,1:00100:1:Z2711087494;1:00101:2:Z960414280;1:00101:5:Z2826987967;
Nc1ccnc(N)n1,104,1:00100:1:Z4286553828;1:00101:9:Z3247535259;1:00104:1:Z4293797323;
C1CC2(C1)OC1CC2C1,44,1:00100:1:Z3386179170;1:00101:0:Z4029433743;1:00103:9:Z4055589172;
C1COC2(CCOC2)CN1,458,1:00100:1:Z1708824294;1:00100:2:Z2612528330;1:00100:3:Z2151796232;
Cc1cccc(Cl)c1C,448,1:00100:1:Z2500280308;1:00100:3:Z2477632348;1:00100:3:Z3180083724;
C1CC12CNC2,1181,1:00100:1:Z3683326004;1:00100:3:Z4116956142;1:00100:3:Z3870206419;
O=S1(=O)CCc2ccccc21,806,1:00100:1:Z4629984989;1:00100:3:Z3711646754;1:00100:3:Z3711630293;
Cc1cccn2ccnc12,1249,1:00100:1:Z2176110217;1:00100:1:Z3899538308;1:00100:1:Z1316046475;
c1ccc2c(c1)NCC21CC1,160,1:00100:1:Z1546408122;1:00102:5:Z3931375291;1:00104:7:Z3535986031;
CC1CC2CNCCN2C1=O,191,1:00100:1:Z3833496635;1:00101:0:Z3868153225;1:00101:5:Z4048739393;
c1cc2n(n1)CCOC2,892,1:00100:1:Z2969457117;1:00100:2:Z2872607592;1:00100:3:Z3614767438;
Cc1cc(C)[nH]c(=O)c1,890,1:00100:1:Z3044087447;1:00100:1:Z3044087451;1:00100:2:Z3184520924;
CN1C=NCC(O)C1,96,1:00100:1:Z3301837866;1:00102:9:Z3301836334;1:00103:6:Z3301838134;
Cn1ncc2c1CCNC2,578,1:00100:1:Z3144885392;1:00100:2:Z3383403161;1:00100:4:Z3517639881;
Fc1ccc2cnoc2c1,185,1:00100:1:Z4144563180;1:00100:1:Z3383460243;1:00100:3:Z3383460267;
C1=NC2CC3CCC2(C3)N1,16,1:00100:1:Z3790805653;1:00104:0:Z3790800483;1:00120:4:Z3790804136;
CC1NCCOC1C,654,1:00100:1:Z2393989776;1:00100:1:Z1441338790;1:00100:1:Z3649988284;
Oc1ccnc2ncnn12,60,1:00100:1:Z4769046618;1:00102:3:Z4770672120;1:00102:8:Z4771817995;
C1CC2(C1)COCCN2,1302,1:00100:1:Z4116114641;1:00100:1:Z4116120081;1:00100:1:Z3514543214;
CN1CCOCC2(COCCN2)C1,42,1:00100:1:Z4271440052;1:00100:3:Z3622179606;1:00101:1:Z4218949317;
C1CC2(CCN1)CC2,2809,1:00100:1:Z5053228616;1:00100:1:Z4431898699;1:00100:2:Z1832077214;
CC1Cc2ccccc2O1,1638,1:00100:1:Z2185321615;1:00100:1:Z4002812958;1:00100:1:Z4406730067;
C1CSC2(CCOCC2)CN1,279,1:00100:1:Z3558234989;1:00100:2:Z1717635071;1:00100:6:Z2779474259;
Cc1csc(N)n1,404,1:00100:1:Z4229958923;1:00100:2:Z4065973783;1:00100:2:Z2452952231;
CN1CCNCC12CCCCC2,110,1:00100:1:Z2909367341;1:00101:0:Z4251498432;1:00102:0:Z4311454975;
Nc1ccncc1,1362,1:00100:1:Z4446340356;1:00100:3:Z2464691236;1:00100:3:Z3699752454;
CC1CCNCCC1(F)F,344,1:00100:1:Z3626711932;1:00100:3:Z3591329732;1:00100:4:Z3561334156;
C1CCCSCC1,1355,1:00100:1:Z3683816776;1:00100:1:Z2591504014;1:00100:1:Z3595939181;
CC1CNCC(C)N1,2122,1:00100:1:Z3231555582;1:00100:1:Z2773100863;1:00100:1:Z2443174323;
CN1CCC2CNCC21,728,1:00100:1:Z3584072577;1:00100:2:Z4770266594;1:00100:4:Z4292012488;
CC1CCS(=O)CCN1,431,1:00100:1:Z1997541758;1:00100:1:Z4291148011;1:00100:9:Z2481275286;
O=c1[nH]nn[nH]1,658,1:00100:1:Z2643944044;1:00100:2:Z3634051680;1:00100:3:Z3514631647;
CN1CCNC(C)(C)C1=O,305,1:00100:1:Z3298397357;1:00100:1:Z4169733660;1:00100:1:Z3372936239;
CN1CCCN(C)CC1,733,1:00100:1:Z3997348507;1:00100:3:Z3833195622;1:00100:4:Z3384059181;
C1CCC2(CC2)NC1,2526,1:00100:1:Z4094357404;1:00100:1:Z3659073642;1:00100:1:Z4448021750;
CC1CNCCC(O)C1,509,1:00100:1:Z4043606962;1:00100:5:Z4051965680;1:00100:7:Z4051972991;
c1ccc2c(c1)NCCN2,291,1:00100:1:Z2444040319;1:00100:8:Z4685361370;1:00101:0:Z2153483397;
Clc1ccn2ncnc2c1,149,1:00100:1:Z2192767947;1:00101:2:Z2710494753;1:00101:8:Z4048918910;
CC1(C)CCO1,573,1:00100:1:Z4317534516;1:00100:1:Z4317736875;1:00100:2:Z4324436608;
O=C1CC2(CCNC2)CN1,387,1:00100:1:Z3311658001;1:00100:3:Z4212796336;1:00100:5:Z2637754180;
