fragment_smiles,occurences,example_ligands
Cc1cnccc1O,132,100:10001:2:Z1637226625;100:10001:7:Z1724804705;100:10002:4:Z1614065104;
Cc1ccc2cnccc2n1,50,100:10001:2:Z3869520764;100:10002:9:Z3870374436;100:10006:1:Z3870355372;
CC1=CCN(C)C(=O)N1C,33,100:10001:2:Z2991065887;100:10007:1:Z1134885047;100:10009:8:Z4001926785;
Oc1cncc2ccccc12,117,100:10001:2:Z4471212260;100:10001:5:Z3655081939;100:10002:3:Z2642282289;
CC1CNC(C)C(C)N1,53,100:10001:2:Z2454464524;100:10001:6:Z4041963757;100:10004:3:Z2473804908;
CC1NC(=O)NC(=O)C1C,10,100:10001:2:Z3211364018;100:10002:2:Z3211517096;100:10005:7:Z3211010257;
c1cnc2c(c1)NCCN2,71,100:10001:2:Z4149831011;100:10004:7:Z4871566668;100:10004:8:Z4350489350;
N=S1(=O)CCCCCC1,87,100:10001:2:Z3339986384;100:10002:9:Z4136941536;100:10003:4:Z3623222744;
Cc1nc2cncnc2s1,100,100:10001:2:Z3388772949;100:10002:0:Z3390928609;100:10004:3:Z4305249610;
FC12CNCCC1CNC2,96,100:10001:2:Z4024790774;100:10001:3:Z4029836778;100:10002:7:Z4033380764;
N=c1[nH]ccs1,89,100:10001:2:Z370534924;100:10001:7:Z3531770455;100:10002:7:Z1949220958;
Oc1ccc2cc(F)ccc2n1,121,100:10001:2:Z2836589728;100:10001:3:Z4050964310;100:10001:7:Z3700198143;
Fc1ccc2c(c1Cl)NCCC2,34,100:10001:2:Z4132502631;100:10006:7:Z4384486401;100:10009:5:Z2873596163;
O=c1[nH]cnc2c1CCC2,23,100:10001:2:Z1708162499;100:10001:4:Z1708171279;100:10004:7:Z1708163204;
Cc1cc2n(n1)CCN2,122,100:10001:2:Z4036124939;100:10003:9:Z4036140756;100:10005:1:Z4036142568;
Fc1cc(F)c2ncsc2c1,30,100:10001:2:Z1172507647;100:10008:4:Z1276649346;100:10010:3:Z2806378079;
CN1CCCNc2cc(Cl)ccc21,95,100:10001:2:Z2302653915;100:10001:3:Z1265141232;100:10007:7:Z3876152188;
Nc1cnn2c1NCCC2,57,100:10001:2:Z4421230221;100:10001:5:Z4421237077;100:10009:2:Z4421236651;
Clc1cnc2[nH]cnc2c1,21,100:10001:2:Z17100816;100:10004:3:Z406394212;100:10020:0:Z650942752;
O=c1[nH]cnc2c1CCNC2,46,100:10001:2:Z3499787993;100:10005:6:Z3339434553;100:10009:4:Z1762941709;
c1ncc2occc2n1,40,100:10001:2:Z4234142551;100:10004:2:Z4224335608;100:10004:9:Z4230483350;
c1ccc2c(c1)C1CNC2C1,101,100:10001:2:Z3842773092;100:10002:0:Z3787238507;100:10003:8:Z3821652045;
CC12CC(C1)C1(CCNCC1)O2,28,100:10001:2:Z3321159972;100:10001:8:Z3596790127;100:10002:8:Z3389186153;
Cc1cc(C)c2c(Cl)csc2c1,45,100:10001:2:Z2335036701;100:10001:6:Z1366362578;100:10004:6:Z1740103387;
NC12CCOCC1CNC2,156,100:10001:2:Z4454643366;100:10001:6:Z5037951970;100:10001:6:Z4448806958;
FC1(F)CC2CNCCN2C1,222,100:10001:2:Z2434029575;100:10001:5:Z4273195486;100:10002:2:Z2642095281;
O=S1(=O)CCNNCC1,167,100:10001:2:Z4136580685;100:10002:5:Z3060272830;100:10002:5:Z4136580698;
Cn1cnc2c1CCOC2,169,100:10001:2:Z5045158155;100:10001:5:Z3092027457;100:10002:2:Z3584340523;
CC1(C)Cc2ccc(Cl)cc2O1,100,100:10001:2:Z4264913165;100:10002:2:Z1971561176;100:10003:6:Z1967675256;
c1cnc2c(c1)N1CCCC1CNC2,177,100:10001:2:Z2978761950;100:10002:0:Z3009690587;100:10002:2:Z3548121790;
Cc1cc(Cl)c2c(c1)CCCN2,36,100:10001:2:Z4128440321;100:10002:3:Z2326656489;100:10005:5:Z4128440643;
O=c1cc[nH]c2cc(F)cc(F)c12,99,100:10001:2:Z5001401602;100:10001:4:Z5000914670;100:10001:4:Z5000917358;
FC1(F)CCCC2(CC1)OCCO2,266,100:10001:2:Z3508175177;100:10001:5:Z3367708859;100:10001:5:Z3780966471;
Nc1cc(=O)[nH]c(=O)[nH]1,276,100:10001:2:Z224910462;100:10002:6:Z2169893216;100:10002:9:Z90209982;
C1CNC2C3CCC(N3)C2C1,31,100:10001:2:Z4422736571;100:10004:3:Z4422731967;100:10004:4:Z4422731872;
CC1CNc2cc(Cl)ccc2SC1,19,100:10001:3:Z4382958617;100:10002:3:Z4132161790;100:10010:4:Z1654287118;
Cc1nccnc1C,145,100:10001:3:Z3390959222;100:10001:7:Z3392592814;100:10001:8:Z3391366657;
c1cnc2n[nH]nc2c1,1,100:10001:3:Z3828199283;
C1NCC2CC1CO2,252,100:10001:3:Z1665933019;100:10001:7:Z4210695782;100:10002:7:Z2870663319;
O=C1NC2CNCC1COC2,315,100:10001:3:Z3345496097;100:10001:6:Z3345499550;100:10002:5:Z3396147390;
Cc1cccc2c1NCCCC2,52,100:10001:3:Z4342014709;100:10002:0:Z4128431508;100:10002:3:Z4128433210;
Clc1cccc2nonc12,98,100:10001:3:Z2214076293;100:10002:8:Z2214051281;100:10003:0:Z2300963577;
O=C1NCCc2ncccc21,200,100:10001:3:Z4638091616;100:10001:8:Z4642803427;100:10002:0:Z4642798715;
Oc1ccc2c(c1)OCCO2,222,100:10001:3:Z2765020951;100:10002:1:Z3646404660;100:10002:4:Z3906994718;
CC1CNc2ccccc2S1,97,100:10001:3:Z1883202181;100:10003:9:Z1391711350;100:10004:7:Z1395452652;
Clc1ccc2c(c1)C=CCO2,89,100:10001:3:Z2264291580;100:10002:0:Z2444619641;100:10003:6:Z3652423916;
NC1CNCC12CCC2,147,100:10001:3:Z3278137441;100:10001:6:Z3138971387;100:10004:9:Z4055118849;
O=C1CCCCc2ncsc21,81,100:10001:3:Z4022938024;100:10001:7:Z3598358000;100:10001:9:Z4124767011;
Oc1nc2ccccc2[nH]1,37,100:10001:3:Z2722979303;100:10007:3:Z4000609067;100:10010:0:Z2722979208;
Cc1cc(F)ccc1Cl,91,100:10001:3:Z2011469976;100:10001:7:Z3593395644;100:10003:1:Z4522228457;
Nc1ccncc1F,88,100:10001:3:Z4312712127;100:10001:4:Z4311388794;100:10002:2:Z4922329665;
c1ccc2c(c1)CN1CCCC1CN2,93,100:10001:3:Z3339865679;100:10001:4:Z4146899974;100:10001:9:Z4146899835;
NC1CC2CCC1CC2,111,100:10001:3:Z4447923129;100:10001:3:Z4447930542;100:10001:4:Z3100966439;
Oc1ccc2ccoc2c1,123,100:10001:3:Z4600227121;100:10001:3:Z2958557089;100:10001:4:Z2794526210;
Cc1nc2cccc(Cl)c2nc1C,74,100:10001:3:Z4259654374;100:10003:9:Z4259656710;100:10005:3:Z4259665213;
C1CCC2OCNCC2C1,85,100:10001:3:Z3611140099;100:10002:2:Z4308526822;100:10002:6:Z3611139560;
O=c1[nH]cnc2nc[nH]c12,31,100:10001:3:Z4458725685;100:10002:1:Z4907067242;100:10003:5:Z2918591706;
O=C1NC(=O)C2CCCCC2N1,26,100:10001:3:Z3210958116;100:10001:5:Z3211222691;100:10006:5:Z3211174260;
OC1CC2NCCC12,210,100:10001:3:Z4402436862;100:10001:8:Z4601329071;100:10002:5:Z4601090704;
O=C1CC2(CCNCC2)CCN1,162,100:10001:3:Z3381373814;100:10001:4:Z3382049969;100:10001:6:Z3381440339;
CC1CNCC(=O)N1,224,100:10001:3:Z2307242313;100:10001:4:Z4769652765;100:10001:5:Z2294354942;
Cc1c[nH]c2ccccc12,362,100:10001:3:Z3609690067;100:10001:7:Z3132946572;100:10001:7:Z1500093081;
CC1CNc2cccc(F)c2O1,144,100:10001:3:Z4393707538;100:10001:6:Z1730531098;100:10002:1:Z3300221941;
C1CCC2(C1)CNCC1(CCC1)O2,151,100:10001:3:Z3869400117;100:10001:4:Z3916052452;100:10005:0:Z3916050311;
N=S1(=O)CCCc2cc(F)ccc21,55,100:10001:3:Z4264046724;100:10002:5:Z4264047015;100:10003:4:Z4264040664;
Cc1cnc2c(c1)NCCN2,101,100:10001:3:Z2692082763;100:10005:1:Z2692080801;100:10006:6:Z4093271163;
Cc1nc2nccc(=O)n2[nH]1,48,100:10001:3:Z2660803685;100:10003:1:Z3339767510;100:10003:4:Z3340001826;
CC1CNCc2cccn21,186,100:10001:3:Z4493113841;100:10001:3:Z4491964124;100:10001:3:Z4268850361;
C1=CC2=NCCN2C=C1,144,100:10001:3:Z4310366042;100:10002:9:Z4311679831;100:10003:8:Z4310038659;
Cc1cc(C)c2c(c1)CCNC2,192,100:10001:3:Z2370980053;100:10002:1:Z1953026729;100:10002:8:Z1750535123;
Cc1c(Cl)ccc2ccoc12,79,100:10001:3:Z2964672521;100:10001:4:Z2862459346;100:10005:1:Z3804321554;
CC1(C)COC2(CC3CCCC3C2)OC1,55,100:10001:3:Z4217190379;100:10001:6:Z4207362935;100:10002:8:Z4213800765;
C1CCC2(CCOC2)NC1,136,100:10001:3:Z4390718120;100:10003:0:Z3091927975;100:10006:0:Z3317902711;
Cc1cccc(C)c1C,78,100:10001:3:Z988819138;100:10001:6:Z2782215336;100:10003:4:Z3775322367;
Clc1ncc2c(n1)CCOC2,106,100:10001:3:Z3556546251;100:10002:1:Z3559429595;100:10003:1:Z3558829419;
Cc1cccc2c1ccn2C,112,100:10001:3:Z3641781334;100:10001:4:Z3641797983;100:10001:8:Z3522089169;
Cc1nc2[nH]ccc(=O)n2n1,70,100:10001:3:Z4127990140;100:10001:4:Z4126052920;100:10002:8:Z4125801446;
CC1(C)Cc2ncsc2C(=O)N1,158,100:10001:3:Z3628786248;100:10001:7:Z2691101856;100:10001:9:Z3294633003;
Fc1ccc(Cl)c2c1CCCN2,31,100:10001:3:Z4384070652;100:10005:1:Z4131952846;100:10008:0:Z2326380062;
FC1(F)C2CCCC1CNC2,71,100:10001:3:Z4914565834;100:10003:1:Z4623172299;100:10003:6:Z4623171993;
C1=CCONC1,31,100:10001:3:Z4224116438;100:10009:4:Z4224119186;100:10009:9:Z4387152848;
CC1NCCc2cc(Cl)cc(Cl)c21,49,100:10001:3:Z2356937293;100:10002:4:Z4105018710;100:10009:4:Z2632783903;
O=C1CCCS(=O)(=O)N1,10,100:10001:3:Z5057832030;100:10006:4:Z3513618057;100:10015:4:Z3513607189;
NC1CCc2ncsc2C1,214,100:10001:3:Z4971410666;100:10001:3:Z4175059919;100:10001:6:Z4053933024;
Cc1cc2ccsc2s1,144,100:10001:3:Z4353368485;100:10002:2:Z2965669798;100:10003:7:Z3144203891;
CC1(C)CCC2CCc3cccc1c32,43,100:10001:3:Z2480517001;100:10003:0:Z1602671547;100:10015:2:Z2773841212;
Clc1cccc2cnccc12,132,100:10001:3:Z4248950296;100:10002:5:Z3612139578;100:10003:2:Z4478693915;
c1cc2c(cn1)OCCNC2,144,100:10001:3:Z3543511175;100:10001:8:Z2635920637;100:10002:0:Z1645646611;
Cc1ccnc2c1NC(=O)CN2,101,100:10001:3:Z4126304268;100:10002:3:Z4126295030;100:10002:4:Z4984472133;
Cc1ccc2c(c1)NCCCC2,87,100:10001:3:Z4491109157;100:10001:8:Z3524374300;100:10002:0:Z4387395788;
Cc1cn2nncc2c(=O)[nH]1,81,100:10001:3:Z3294730700;100:10001:3:Z3298505046;100:10003:7:Z3295561515;
O=C1CCC2(CCNCC2)CC1,161,100:10001:3:Z4049663480;100:10001:9:Z4049670508;100:10002:0:Z3832820695;
Cc1cc2n[nH]c(=O)n2c2ccccc12,10,100:10001:3:Z2442370483;100:10004:7:Z2442371708;100:10013:8:Z2442371935;
CC1NCCCC1(C)C,104,100:10001:3:Z4769890294;100:10001:9:Z3615672500;100:10003:9:Z3615676016;
c1ccc2n[nH]nc2c1,141,100:10001:3:Z3808349411;100:10001:8:Z4213529451;100:10002:2:Z4088395494;
CC1CNC1C,107,100:10001:3:Z2302819974;100:10001:9:Z4909216595;100:10002:1:Z2482818225;
Oc1ncnc2c1CCC2,29,100:10001:3:Z1607534507;100:10001:3:Z1607528958;100:10003:5:Z1882909621;
Cc1ncnc2ccc(F)cc12,37,100:10001:3:Z4344517802;100:10005:5:Z4344513608;100:10005:9:Z4344520859;
CN=S1(=O)CCCC2(CCCN2)C1,223,100:10001:3:Z3633019553;100:10001:6:Z3416638218;100:10002:0:Z3415690822;
CC1NC=NNC1=O,114,100:10001:3:Z2143960443;100:10001:6:Z4595448644;100:10003:9:Z1784555580;
N=c1[nH]c2ccccc2[nH]1,43,100:10001:3:Z4059962037;100:10003:8:Z4059961607;100:10006:4:Z1873028817;
Fc1ccc(F)c2c1CCC2,136,100:10001:3:Z2077374689;100:10004:7:Z1578124468;100:10006:6:Z2077762733;
Cc1cnc(Cl)s1,179,100:10001:3:Z1871113223;100:10002:0:Z2456895146;100:10002:2:Z1870956959;
c1ccc2c(c1)[nH]c1nncn12,25,100:10001:3:Z16226159;100:10005:3:Z2991394530;100:10007:9:Z16225235;
Cc1ccc2c(c1)C1CN(C)CCC1N2,173,100:10001:3:Z3702078761;100:10001:3:Z4513713574;100:10002:9:Z1638630426;
Oc1ncnc2ncccc12,34,100:10001:3:Z4234014490;100:10015:6:Z4226861657;100:10017:9:Z4227227744;
C1CC2CCNCC(C1)N2,276,100:10001:3:Z3799141409;100:10001:7:Z3510884465;100:10002:6:Z3520992473;
Cc1cnn2ccncc12,76,100:10001:3:Z3829136149;100:10002:3:Z3828435068;100:10003:5:Z3829943718;
CC1NCCc2c(F)cc(F)cc21,163,100:10001:3:Z1411759316;100:10002:6:Z1411842637;100:10003:1:Z4414597203;
Fc1cc2cncnc2cc1F,122,100:10001:3:Z1272190787;100:10002:5:Z2434323913;100:10003:0:Z4231627183;
O=c1ccoc2cccc(O)c12,84,100:10001:3:Z4229890267;100:10002:9:Z4312886942;100:10002:9:Z4312661178;
ClC1=CCCNC1,123,100:10001:3:Z4122294519;100:10003:7:Z3822521908;100:10003:8:Z2881695339;
c1ccc2c(c1)CNCC1(CNC1)O2,90,100:10001:3:Z4212172046;100:10002:7:Z4212146276;100:10002:9:Z4212143656;
Cc1ccc2c(c1)CC2,190,100:10001:3:Z2782875595;100:10001:9:Z2764074956;100:10002:8:Z2770144223;
CC1CC2CCCCC2N1,147,100:10001:3:Z1289583205;100:10002:8:Z1911299086;100:10002:9:Z3722528993;
Clc1ccc2oncc2c1,31,100:10001:3:Z2852662593;100:10001:3:Z4053535439;100:10007:8:Z2205590242;
CC1CS(=O)(=O)CCN1,532,100:10001:3:Z4341840349;100:10001:6:Z1607982887;100:10001:6:Z3566270357;
Cc1c[nH]c(C)n1,87,100:10001:3:Z4385541629;100:10001:6:Z2769177481;100:10002:4:Z2957661359;
CN1CCCC(F)(F)C1,40,100:10001:3:Z5026171438;100:10009:9:Z3874822510;100:10010:5:Z3874820288;
Cc1c(Cl)cnc2ccccc12,67,100:10001:3:Z985995280;100:10002:0:Z418254340;100:10004:0:Z4446498450;
CC1(C)CCNc2ccccc21,112,100:10001:3:Z2908860221;100:10001:7:Z2143808347;100:10003:1:Z4486667519;
O=S1(=O)Cc2ccoc2C1,189,100:10001:4:Z3656494869;100:10001:9:Z3867227437;100:10002:0:Z3353212565;
CC1COc2ccccc2N1,215,100:10001:4:Z5024419552;100:10001:4:Z5012966688;100:10001:4:Z5012966689;
CC1CC(C)(C)c2ccccc21,46,100:10001:4:Z3597982408;100:10001:5:Z3135201611;100:10001:9:Z2912116206;
C1CCC2(CCCC2)CNC1,80,100:10001:4:Z3615856585;100:10001:6:Z3551308404;100:10001:7:Z3591855208;
CC1(C)CCCCc2ccccc21,50,100:10001:4:Z3643756366;100:10003:7:Z3362634588;100:10004:3:Z3656952239;
O=C1CCSc2ccccc21,233,100:10001:4:Z3577073791;100:10002:1:Z4027648797;100:10002:1:Z3714205878;
Cc1cn2cccc2cn1,16,100:10001:4:Z4169273304;100:10005:1:Z4000726023;100:10013:9:Z3710793330;
O=C1C=CCCN1,51,100:10001:4:Z4169273304;100:10001:7:Z4169272507;100:10002:6:Z4223440890;
Cc1cc2cc[nH]c(=O)c2n1C,14,100:10001:4:Z3339316766;100:10011:8:Z3339315218;100:10016:3:Z3339315214;
Fc1ccc2ccoc2c1F,197,100:10001:4:Z3597666701;100:10003:0:Z3610295682;100:10003:7:Z3614494790;
Cn1ncc2c(N)ncnc21,100,100:10001:4:Z1883335920;100:10002:4:Z1787608023;100:10002:6:Z1787630767;
CN1CC2(CNC2)C(F)(F)C1=O,221,100:10001:4:Z3393004258;100:10001:5:Z3620968729;100:10002:4:Z3679588827;
CC12CCC(C1)C(C)(C)NC2,53,100:10001:4:Z2876244365;100:10001:4:Z4128783624;100:10001:6:Z3472757236;
Cc1cc(Cl)cn2ccnc12,177,100:10001:4:Z3591219761;100:10001:5:Z3591218340;100:10001:7:Z3683961148;
c1nc2c3c(ccc2[nH]1)NCCC3,85,100:10001:4:Z3584475075;100:10002:2:Z3584472923;100:10003:1:Z4490093500;
CC1CNc2ccccc2C1=O,49,100:10001:4:Z5065245247;100:10001:6:Z4344816733;100:10002:4:Z4344828899;
NC1CC2COCC(C1)C2,114,100:10001:4:Z2386159981;100:10001:6:Z3639586748;100:10001:9:Z3119672544;
Cn1nccc1F,474,100:10001:4:Z3358776661;100:10001:4:Z4112191081;100:10001:5:Z4419358428;
C1CC2C(C1)C1OCCC21,24,100:10001:4:Z4046367729;100:10014:7:Z2898622171;100:10017:6:Z2898655869;
C1=COCC1,45,100:10001:4:Z4255649362;100:10003:4:Z4391684623;100:10009:0:Z4251635514;
CC1(C)CCC2CCNc3cccc1c32,8,100:10001:4:Z4133027156;100:10037:3:Z4023780753;100:10049:3:Z4096032461;
Cc1nc2cnccc2n1C,66,100:10001:4:Z4224653134;100:10002:5:Z4228770070;100:10003:1:Z4225165873;
O=S1(=O)CCC2(CCNCCO2)CC1,171,100:10001:4:Z3622794388;100:10001:6:Z3521472307;100:10001:8:Z3661226306;
NC1CCCC2(CCC2)C1,110,100:10001:4:Z3794301367;100:10002:3:Z3774751307;100:10003:4:Z3791838651;
C1CNC2(CCCC2)COC1,179,100:10001:4:Z3711387731;100:10002:8:Z3643809489;100:10004:1:Z4003433611;
CC1(C)CNCC1(F)F,151,100:10001:4:Z3647713435;100:10001:8:Z4199072254;100:10001:9:Z3647725072;
Cc1cnnc(Cl)c1,36,100:10001:4:Z4654834400;100:10012:7:Z4332934692;100:10015:3:Z4332935581;
O=c1[nH]cc(F)c(=O)[nH]1,90,100:10001:4:Z4482764598;100:10002:6:Z4490423075;100:10005:2:Z4491267599;
Cc1cc2[nH]ccc(=O)n2n1,27,100:10001:4:Z2071091738;100:10001:5:Z1517557753;100:10001:9:Z1521740082;
NC1CC2(CC2)C1,247,100:10001:4:Z3513944582;100:10001:4:Z4002092465;100:10001:9:Z4002449923;
Nc1ccc2cncnc2n1,97,100:10001:4:Z3831734450;100:10004:6:Z1537148344;100:10004:8:Z1478461732;
Cc1ccc(F)c(O)c1,68,100:10001:4:Z4292824963;100:10001:9:Z4289495572;100:10002:5:Z4293881363;
NC1C2CNCC12,54,100:10001:4:Z3385971510;100:10005:8:Z4055566219;100:10006:6:Z3364888902;
Cc1nnc2ccc(Cl)nn12,41,100:10001:4:Z4346299287;100:10003:0:Z4346299151;100:10010:2:Z4346302450;
Cc1nnc(N)[nH]1,101,100:10001:4:Z3053085712;100:10003:2:Z2913395707;100:10004:1:Z2913397101;
Cc1cn[nH]c(=O)c1,254,100:10001:4:Z4475461980;100:10001:8:Z4462812208;100:10002:1:Z4642317082;
Cc1cc(C)c2ccsc2n1,206,100:10001:4:Z2705804392;100:10001:6:Z3385722672;100:10002:1:Z3201815623;
Cc1ccc2c(n1)NCCC2,124,100:10001:4:Z3294652224;100:10003:1:Z2790409411;100:10005:1:Z4126104530;
Cn1ccc2ccsc21,114,100:10001:4:Z4370488583;100:10001:8:Z3939343837;100:10002:2:Z3843016262;
O=c1cc2c(n[nH]1)COCC2,30,100:10001:4:Z3340152350;100:10003:5:Z3343312919;100:10004:5:Z3340148449;
Cc1cc(F)cc2c1NCC2,135,100:10001:4:Z4908779120;100:10002:2:Z4909600257;100:10002:4:Z4908806037;
O=C1Nc2cc(F)ccc2NC12CCC2,28,100:10001:4:Z2873974679;100:10002:0:Z3649758304;100:10002:2:Z2873974075;
CN1CC2(CNC2)C1,81,100:10001:4:Z4217977578;100:10002:5:Z4217996027;100:10007:3:Z4217963143;
Cc1ccc(O)nc1,130,100:10001:4:Z2961678307;100:10001:7:Z2924159330;100:10002:4:Z2957810557;
Fc1c(Cl)ccc2cc[nH]c12,86,100:10001:4:Z3919189501;100:10003:1:Z3655729526;100:10005:4:Z3173179360;
CC1(C)CNC(=O)c2c[nH]nc2C1,19,100:10001:4:Z2789397349;100:10008:3:Z2832810342;100:10049:2:Z2789397320;
Cc1cc(C)c2c(C)c[nH]c2c1,115,100:10001:4:Z4227993334;100:10001:6:Z3360656254;100:10002:9:Z3296834397;
C1CC2(CO1)OCCO2,249,100:10001:4:Z4602532411;100:10002:2:Z4504980457;100:10002:2:Z3085814374;
C1CCC2(CC1)NCCS2,52,100:10001:4:Z3199646732;100:10003:7:Z2905243185;100:10004:3:Z2143002725;
O=C1CCC2(CCOCC2)CN1,54,100:10001:4:Z3552261197;100:10003:4:Z4398703215;100:10006:1:Z2595253337;
Cc1c[nH]c2cc(F)cc(F)c12,149,100:10001:4:Z3577256801;100:10003:1:Z3853218910;100:10003:1:Z3554428918;
c1ccc2c(c1)CC1CCCCC1N2,29,100:10001:4:Z1831789558;100:10010:5:Z1832924538;100:10014:6:Z4127746726;
c1cc2[nH]nnc2cn1,99,100:10001:4:Z3832367721;100:10003:1:Z4147978643;100:10005:3:Z4149130375;
Cc1ccc2c(Cl)cccc2n1,143,100:10001:4:Z4596465992;100:10002:5:Z3867438929;100:10004:1:Z2774653072;
c1ccc2c(c1)CCC1(CCNCC1)C2,79,100:10001:4:Z2482415627;100:10001:7:Z2488812342;100:10003:5:Z2473577083;
Clc1ccc2cnncc2c1,50,100:10001:4:Z4232411869;100:10001:5:Z4225312209;100:10002:6:Z4225992816;
Oc1cncnc1,85,100:10001:4:Z4187954026;100:10001:7:Z4254752635;100:10001:8:Z4187992846;
CC1(C)NCc2c1[nH][nH]c2=O,27,100:10001:4:Z4263879317;100:10004:2:Z4263878119;100:10005:6:Z4265710248;
O=C1NCCCCCCNC2CCCC12,102,100:10001:4:Z4908191874;100:10002:0:Z2802248899;100:10002:2:Z2648557598;
Cc1csc(N)n1,106,100:10001:4:Z2392033014;100:10002:2:Z4690551097;100:10002:5:Z2391871960;
C1=NOC2OCCC12,69,100:10001:4:Z4644122355;100:10001:6:Z4644033751;100:10001:8:Z4630013886;
Cc1cc(Cl)cs1,50,100:10001:4:Z3578684348;100:10004:2:Z3578680692;100:10005:4:Z3630837707;
c1ccc2c(c1)Cc1ccccc1O2,138,100:10001:4:Z1557634643;100:10001:7:Z1015730874;100:10001:9:Z1413864985;
CC1CNCc2cn[nH]c2C1,207,100:10001:4:Z3314062175;100:10002:7:Z4129104197;100:10003:0:Z3671710202;
Cc1cnc2cnccc2n1,63,100:10001:4:Z2968320896;100:10001:5:Z2967565119;100:10003:4:Z2970345605;
Cc1nc2ncnn2c(C)c1C,22,100:10001:4:Z666054656;100:10008:1:Z3340857746;100:10012:9:Z4024896769;
c1ccc2c(c1)Nc1ccccc1S2,24,100:10001:4:Z3243670852;100:10004:7:Z2709790656;100:10013:4:Z2713869913;
CC1(C)OCC(O)CO1,56,100:10001:4:Z4261087964;100:10002:0:Z4267818846;100:10002:8:Z4276575512;
Cc1cc(N)sc1C,26,100:10001:4:Z4254122442;100:10010:5:Z4563799170;100:10011:7:Z4254128744;
CC1CCC2(CC1)CC2,93,100:10001:4:Z3918004059;100:10003:0:Z3918006482;100:10004:2:Z3870004026;
CN1CCc2ccccc2CC1=O,177,100:10001:4:Z4025861323;100:10001:8:Z4313769069;100:10002:6:Z4031299728;
CC1(C)CCNCCN1,105,100:10001:5:Z2791542981;100:10001:7:Z2791543264;100:10001:7:Z2773011581;
Cc1nc2ccc(O)cc2c(=O)[nH]1,74,100:10001:5:Z4221785190;100:10001:7:Z4148108397;100:10006:5:Z4149178601;
Cn1ccc(=O)[nH]1,129,100:10001:5:Z3521644596;100:10002:6:Z3500111414;100:10002:9:Z3638446415;
Nc1nn2c(=O)ccnc2[nH]1,53,100:10001:5:Z2654540290;100:10004:7:Z1955040909;100:10004:9:Z2654888532;
NC1CC2CCC1NC2,85,100:10001:5:Z2607463637;100:10001:8:Z2634874611;100:10001:9:Z2607462975;
FC1(F)CNCC(F)(F)O1,45,100:10001:5:Z4308114662;100:10002:8:Z3204766180;100:10008:6:Z4272629562;
O=c1cc[nH]c2cc(F)c(F)cc12,108,100:10001:5:Z4427278865;100:10005:3:Z2949920583;100:10005:3:Z2958984397;
CC1CCC2(CCN2)CC1,105,100:10001:5:Z4142606064;100:10002:6:Z4142482664;100:10003:3:Z4508522891;
Cc1cncc(Cl)c1,128,100:10001:5:Z2193705674;100:10001:7:Z3616396881;100:10003:4:Z4333687786;
Cc1cc2ccc(Cl)cc2[nH]1,149,100:10001:5:Z4419602847;100:10002:8:Z4387697989;100:10003:5:Z4406031618;
NC1CC2CNCC2C1,148,100:10001:5:Z3134617892;100:10001:6:Z3346508552;100:10002:6:Z2899042701;
Cc1cccc2cn(C)nc12,7,100:10001:5:Z4414834384;100:10004:6:Z4083052897;100:10005:2:Z3710784630;
Cc1ccc2sc(=O)n(C)c2c1,170,100:10001:5:Z2841898861;100:10001:6:Z3175937573;100:10002:5:Z2841904290;
CC1Cc2cccc(Cl)c2C1,131,100:10001:5:Z4410163881;100:10001:5:Z4403424779;100:10001:8:Z3590562867;
Oc1cc[nH]n1,103,100:10001:5:Z4308273957;100:10001:6:Z4307653541;100:10002:7:Z4309043181;
Cc1nn(C)c2[nH]ncc12,154,100:10001:5:Z1559614308;100:10002:6:Z4348984061;100:10003:0:Z2107381130;
C1CNCOC1,168,100:10001:5:Z2303547033;100:10002:5:Z2964518355;100:10002:7:Z4507329311;
C1CCC2(CCSCC2)OC1,395,100:10001:5:Z4476739669;100:10001:7:Z3616875366;100:10001:9:Z4275913904;
Cc1cc(N)no1,176,100:10001:5:Z2174950378;100:10002:2:Z2174938615;100:10002:4:Z3622603680;
Nc1ncnc2nc[nH]c12,25,100:10001:5:Z3556542493;100:10002:4:Z3555769827;100:10008:5:Z4138809266;
C=C1Cn2cnnc2S1,238,100:10001:5:Z4240131495;100:10001:6:Z4019220165;100:10001:7:Z3906524977;
O=S1(=O)CCCCC12CCOCC2,57,100:10001:5:Z3598103827;100:10001:6:Z3591812764;100:10001:9:Z3598087869;
Cc1n[nH]c(O)n1,197,100:10001:5:Z3628057475;100:10004:0:Z3897670840;100:10004:2:Z4406966336;
Cn1ncc2[nH]c(=O)ccc21,163,100:10001:5:Z3539833427;100:10001:5:Z3048294303;100:10001:9:Z3368149239;
Cc1cncc(O)c1,155,100:10001:5:Z2086281059;100:10003:0:Z1745750137;100:10004:2:Z1688847903;
CC1CSc2ccccc2N1,92,100:10001:5:Z2190956943;100:10002:3:Z1884569962;100:10002:4:Z1421466339;
Oc1ccc2c[nH]nc2n1,49,100:10001:5:Z2227339824;100:10002:6:Z2233557681;100:10002:8:Z2640003763;
Cc1c(O)nc[nH]c1=O,64,100:10001:5:Z3368595087;100:10001:5:Z3368587381;100:10003:9:Z3368599803;
CC1(C)CNCC1F,153,100:10001:5:Z4610955994;100:10001:7:Z4453841199;100:10003:0:Z4453840971;
Cc1[nH]c2cccc(C)c2c1C,146,100:10001:5:Z4042921794;100:10002:2:Z4042919809;100:10002:2:Z4042919714;
