fragment_smiles,occurences,example_ligands
C1CC2CCNC2C1,3128,100:10000:0:Z2911617442;100:10000:0:Z2911590505;100:10000:0:Z2794529884;
Fc1ccc2c(c1)CCN2,294,100:10000:0:Z2012545127;100:10000:1:Z2012539778;100:10000:3:Z2010441705;
O=C1CCCCN1,31396,100:10000:0:Z4910574320;100:10000:0:Z2445251992;100:10000:0:Z3132118301;
Fc1cc2c(cc1F)CNC2,215,100:10000:0:Z2495776794;100:10000:1:Z2494241637;100:10000:9:Z3550593229;
c1ccc2occc2c1,13794,100:10000:0:Z4315091202;100:10000:0:Z4021196483;100:10000:0:Z4055899844;
CC1(C)CC(O)C(O)CN1,208,100:10000:0:Z4315091202;100:10000:0:Z4315084813;100:10000:5:Z4329916189;
O=c1cc[nH]cn1,560,100:10000:0:Z4005888944;100:10000:0:Z4005889043;100:10000:0:Z4341690632;
C1CNCCNC1,25406,100:10000:0:Z3512473063;100:10000:0:Z1182666439;100:10000:0:Z1471230958;
c1ccc2c(c1)NCCO2,4051,100:10000:0:Z1275516375;100:10000:1:Z2718329925;100:10000:1:Z4569695504;
c1ccc2c(c1)CNCCO2,3261,100:10000:0:Z4261879899;100:10000:0:Z2965920715;100:10000:0:Z3142022961;
OC1CNC1,8167,100:10000:0:Z4134717200;100:10000:0:Z4212233092;100:10000:0:Z3585077453;
Cc1cccc2nccn12,1608,100:10000:0:Z2458396771;100:10000:0:Z4106243557;100:10000:0:Z71017939;
Nc1ccn[nH]1,2792,100:10000:0:Z2458396771;100:10000:0:Z4641259142;100:10000:1:Z2223068618;
CC1CCNCC1,19810,100:10000:0:Z2962845300;100:10000:0:Z2962845889;100:10000:0:Z2568456144;
CC1(C)CNc2cccnc21,197,100:10000:0:Z4051707305;100:10000:8:Z4218253250;100:10001:3:Z4051697372;
c1cc2[nH]ccc2cn1,616,100:10000:0:Z3347549616;100:10000:2:Z3899307553;100:10000:4:Z4485827556;
Cc1cccs1,12915,100:10000:0:Z1368676568;100:10000:0:Z1094108750;100:10000:0:Z3175482583;
Oc1ccncc1,895,100:10000:0:Z2946167641;100:10000:0:Z2350605374;100:10000:0:Z4193005027;
Fc1cccc(Cl)c1,16918,100:10000:0:Z2946167641;100:10000:0:Z3619721523;100:10000:0:Z1446784468;
Clc1cn[nH]c1,7010,100:10000:0:Z1815639776;100:10000:0:Z4471035582;100:10000:0:Z4508340064;
C1CSCS1,1477,100:10000:0:Z2819305847;100:10000:0:Z3048001630;100:10000:0:Z2624003717;
CC1CNCCN1,13742,100:10000:0:Z3612096889;100:10000:0:Z3579115493;100:10000:0:Z3352305706;
CC1CNc2ccccc2C1,312,100:10000:0:Z1130188423;100:10000:5:Z1134928768;100:10000:7:Z1631642563;
O=C1CCc2cc3c(cc21)CCC3,97,100:10000:0:Z4364953801;100:10004:9:Z4270992148;100:10006:7:Z4364953257;
Cc1ccc(F)cc1C,251,100:10000:0:Z5045679928;100:10000:6:Z3060894769;100:10001:1:Z3176875243;
CN1CCNCc2ccccc21,415,100:10000:0:Z1088305378;100:10000:0:Z1677192612;100:10000:3:Z4257061959;
Cc1ccncn1,17051,100:10000:0:Z2409675796;100:10000:0:Z3076978981;100:10000:0:Z1523371175;
O=c1cc[nH][nH]1,1589,100:10000:0:Z4048556673;100:10000:0:Z1673532977;100:10000:0:Z4238171281;
O=c1[nH]cnc2ccccc12,4369,100:10000:0:Z2839978618;100:10000:0:Z2233513522;100:10000:0:Z4993652458;
Cn1ccnn1,12375,100:10000:0:Z2953710968;100:10000:0:Z3504839930;100:10000:0:Z3240305146;
Cc1ncc2c(n1)CCCC2,1404,100:10000:0:Z3368300193;100:10000:0:Z1246480757;100:10000:1:Z3138293791;
C1COC2(C1)CCC2,4029,100:10000:0:Z3368300193;100:10000:0:Z3785066413;100:10000:0:Z3294400880;
Fc1cccc2c1CCC2,906,100:10000:0:Z813261572;100:10000:1:Z2148767926;100:10000:2:Z809579160;
Cc1cncc(C)c1,3055,100:10000:0:Z3599463381;100:10000:0:Z4414566528;100:10000:0:Z4574255324;
Fc1cccn2ccnc12,918,100:10000:0:Z4557386173;100:10000:0:Z3843215000;100:10000:4:Z4124626652;
Cc1cc(C)n(C)n1,8289,100:10000:0:Z4013826799;100:10000:0:Z4257109996;100:10000:0:Z1239416937;
Fc1ccccc1Cl,15322,100:10000:0:Z1886460039;100:10000:0:Z1798141974;100:10000:0:Z3828052774;
c1ccnnc1,19904,100:10000:0:Z3541605681;100:10000:0:Z4350072224;100:10000:0:Z3618267943;
Cc1ccncc1,14343,100:10000:0:Z4057410391;100:10000:0:Z3796211172;100:10000:0:Z4152328553;
C1CC2COCCC2N1,664,100:10000:0:Z4057410391;100:10000:2:Z2968755659;100:10000:2:Z2995335670;
Cc1coc2c(F)cccc12,198,100:10000:0:Z4961496235;100:10000:0:Z2495267848;100:10000:0:Z4772689978;
c1cc2n(n1)CCNC2,4718,100:10000:0:Z4008820090;100:10000:0:Z2997941261;100:10000:0:Z4068330084;
O=C1NCCC12CCNCC2,387,100:10000:0:Z2841366425;100:10000:2:Z3363603283;100:10001:0:Z3651058491;
CC1(C)CCc2ccccc21,511,100:10000:0:Z1460937790;100:10000:0:Z1440833096;100:10000:4:Z3347683328;
Cc1ccn(C)n1,13531,100:10000:0:Z4183360020;100:10000:0:Z4581072802;100:10000:0:Z2355061903;
C1=CCNCC1,8046,100:10000:0:Z3898809453;100:10000:0:Z2493744009;100:10000:0:Z1948533159;
Cn1ccn2nccc12,311,100:10000:0:Z4224482963;100:10000:6:Z4224471504;100:10000:8:Z4106736719;
O=C1NC2CCCC1CNC2,344,100:10000:0:Z4931574843;100:10000:1:Z4935471990;100:10000:5:Z4935468381;
O=c1cccc[nH]1,25523,100:10000:0:Z2232348427;100:10000:0:Z3666841783;100:10000:0:Z4009789870;
O=C1CCc2cc(F)ccc2N1,408,100:10000:0:Z1319216376;100:10000:3:Z2077802057;100:10000:6:Z2226767727;
c1ccc2[nH]ncc2c1,9253,100:10000:0:Z1319216376;100:10000:0:Z3682682047;100:10000:0:Z3356720975;
C1=NNCC1,489,100:10000:0:Z2721932696;100:10000:3:Z4474911573;100:10000:4:Z1329701002;
C1CC2CC2CO1,1737,100:10000:0:Z4072399165;100:10000:0:Z4034856791;100:10000:0:Z3195992053;
Clc1ccccc1Cl,12874,100:10000:0:Z3381004080;100:10000:0:Z4712439473;100:10000:0:Z4712441479;
Cc1cc(C)n2ncnc2n1,1235,100:10000:0:Z4471035582;100:10000:0:Z1375236509;100:10000:1:Z2014805669;
Clc1ccsc1,1626,100:10000:0:Z3584734174;100:10000:0:Z2684962575;100:10000:1:Z3725564847;
Fc1cc(F)cc(F)c1,1740,100:10000:0:Z4477196723;100:10000:0:Z3694399056;100:10000:3:Z1656680199;
CC1(C)CC2CCCOC21,471,100:10000:0:Z3996644001;100:10000:1:Z1282042144;100:10000:2:Z2631499553;
O=C1NCCN1,8502,100:10000:0:Z2485529279;100:10000:0:Z4028278987;100:10000:0:Z909784372;
CC1CCC(O)CC1,1366,100:10000:0:Z3076978981;100:10000:0:Z4350072224;100:10000:0:Z2854908196;
O=C1COCCN1,2596,100:10000:0:Z5048705442;100:10000:0:Z4570385826;100:10000:0:Z3175783561;
Cc1ccc(C)n1C,495,100:10000:0:Z1384200732;100:10000:2:Z1245212097;100:10000:6:Z1231943887;
CN1CCCCCC1=O,1135,100:10000:0:Z3808586824;100:10000:1:Z2825763179;100:10000:1:Z4487492883;
Cc1nc2cccnc2[nH]1,616,100:10000:0:Z4641133105;100:10000:1:Z3613779090;100:10000:2:Z1973597749;
O=c1cc2c(n[nH]1)CCC2,175,100:10000:0:Z3714334174;100:10000:5:Z3185357194;100:10001:2:Z3086443694;
O=c1nc2cc[nH]n2c2ccccc12,102,100:10000:0:Z803862246;100:10001:3:Z3590234552;100:10003:2:Z2440569499;
O=C1CNCCN1,16524,100:10000:0:Z2892802285;100:10000:0:Z1673278509;100:10000:0:Z4451655595;
O=S1(=O)CC2CCNCC2C1,360,100:10000:0:Z2793610265;100:10000:0:Z2793036200;100:10000:2:Z3191347790;
CN1CCCN(C)CC1,870,100:10000:0:Z3805205060;100:10000:1:Z3787538058;100:10000:1:Z3538566111;
CC1(C)CCCO1,3829,100:10000:0:Z3703634209;100:10000:0:Z2291121059;100:10000:0:Z3504126927;
O=c1[nH]nn[nH]1,581,100:10000:0:Z3703634209;100:10000:1:Z2387158759;100:10000:3:Z3500829100;
c1nnc2n1CCC2,3128,100:10000:0:Z3075454677;100:10000:0:Z1154459026;100:10000:0:Z4265200965;
Cn1ccccc1=O,4310,100:10000:0:Z1362834983;100:10000:0:Z4044484877;100:10000:0:Z1195718924;
C1CC2CNCC2CO1,1499,100:10000:0:Z4776297903;100:10000:0:Z4591721917;100:10000:2:Z4322573936;
C1CC2(C1)CCNCC2,3706,100:10000:0:Z4776297903;100:10000:0:Z3589544705;100:10000:0:Z3511667572;
Cc1cccn1C,1511,100:10000:0:Z737481420;100:10000:0:Z456413694;100:10000:2:Z2188216079;
Fc1ccc2c(c1)COCO2,1068,100:10000:0:Z2434735128;100:10000:3:Z2969948623;100:10000:3:Z2987481652;
Fc1ccc2[nH]cnc2c1,1015,100:10000:0:Z1651934111;100:10000:0:Z4021622003;100:10000:1:Z4252387084;
C1CC2(CCN1)OCCO2,1006,100:10000:0:Z2626707387;100:10000:0:Z1682133505;100:10000:0:Z1530199744;
Cc1nc(N)c2c(C)csc2n1,155,100:10000:0:Z2229284526;100:10000:0:Z4484724298;100:10001:2:Z3713810095;
C1NCC2CC12,12014,100:10000:0:Z2229284526;100:10000:0:Z2008309486;100:10000:0:Z3047223992;
c1ccn2ccnc2c1,9868,100:10000:0:Z4467222463;100:10000:0:Z4591983642;100:10000:0:Z4591983630;
C1CCC2(CCC2)NC1,2451,100:10000:0:Z4003044438;100:10000:1:Z4064705509;100:10000:1:Z5045383651;
O=S1(=O)CCC2(CCCN2)CC1,359,100:10000:0:Z4003044438;100:10000:0:Z3587178696;100:10000:1:Z4194901046;
Cc1cccc2[nH]cnc12,701,100:10000:0:Z1552811617;100:10000:1:Z1552361716;100:10000:2:Z1229524496;
Cc1ccc(C)[nH]1,7724,100:10000:0:Z1552811617;100:10000:0:Z2086180024;100:10000:0:Z3205204565;
Cc1cc(=O)[nH]cn1,3002,100:10000:0:Z2965407788;100:10000:0:Z2285235161;100:10000:1:Z3353056883;
c1cnc2ccsc2c1,1341,100:10000:0:Z2771886012;100:10000:1:Z3818045017;100:10000:3:Z4153692704;
O=S1(=O)CCCC2(CCCN2)C1,294,100:10000:0:Z3622217856;100:10000:2:Z3593432715;100:10000:7:Z3627377464;
C1CC2(CCN1)OCC1CC12,220,100:10000:0:Z4092998499;100:10000:0:Z3820302227;100:10000:2:Z4093000118;
Clc1ncncn1,157,100:10000:0:Z4259857205;100:10000:6:Z4259808127;100:10001:3:Z4259854319;
c1cn2c(n1)CCCC2,11256,100:10000:0:Z4907402174;100:10000:0:Z3374857046;100:10000:0:Z3522833747;
Cc1ccn2nccc2n1,1201,100:10000:0:Z4907402174;100:10000:0:Z4503874069;100:10000:1:Z2763728706;
Cc1ncccn1,7013,100:10000:0:Z2881747859;100:10000:0:Z1228232735;100:10000:0:Z3342483816;
Oc1cccc2c1CCC2,1072,100:10000:0:Z2225286605;100:10000:0:Z2225477156;100:10000:0:Z2222151722;
CC1(C)OCc2ccccc21,347,100:10000:0:Z4643590503;100:10000:4:Z4906784503;100:10000:4:Z4638995937;
c1ccc2c(c1)CCCO2,13512,100:10000:0:Z1368330170;100:10000:0:Z960505240;100:10000:0:Z3856376387;
Cc1ccc(Cl)cc1,3614,100:10000:0:Z4028278987;100:10000:0:Z4116211272;100:10000:0:Z3645163458;
O=S1(=O)CCCCN1,847,100:10000:0:Z3056361623;100:10000:0:Z3539304528;100:10000:1:Z3060224117;
OC1CC2CNCC1C2,162,100:10000:0:Z3855293380;100:10000:0:Z3855296518;100:10000:6:Z4230516012;
O=C1CCCn2cccc21,376,100:10000:0:Z3638367177;100:10000:3:Z2803574150;100:10000:3:Z1919491898;
FC1(F)CCCC1,4170,100:10000:0:Z4137033804;100:10000:0:Z2977054118;100:10000:0:Z3863917644;
Cn1nnc2ccccc21,2634,100:10000:0:Z4346288680;100:10000:0:Z4155004359;100:10000:1:Z4472692921;
C1CNCCSC1,1545,100:10000:0:Z2350605374;100:10000:1:Z2919309565;100:10000:1:Z3582618190;
Cc1ncno1,7414,100:10000:0:Z810797562;100:10000:0:Z1169975934;100:10000:0:Z1575846717;
O=C1CCC2CCCC2C1,221,100:10000:0:Z3361634217;100:10000:7:Z3353361135;100:10000:9:Z4666491330;
CC12CNCC1(C)CSC2,203,100:10000:0:Z3639781489;100:10000:5:Z3438260419;100:10001:2:Z3622541125;
Cc1nccs1,14256,100:10000:0:Z422728666;100:10000:0:Z1529180882;100:10000:0:Z3634374888;
O=C1COc2ncncc2N1,61,100:10000:0:Z3559316261;100:10000:5:Z3559391188;100:10002:8:Z3557958741;
c1ccc2c(c1)CCCC2,14209,100:10000:0:Z4974865126;100:10000:0:Z4205847163;100:10000:0:Z2500229921;
CC1(O)CC2(CNC2)C1,289,100:10000:0:Z4154828657;100:10000:4:Z5001524367;100:10000:4:Z4185927568;
Cc1cccc(Cl)c1,5667,100:10000:0:Z3841481252;100:10000:0:Z5017634802;100:10000:0:Z1862403979;
CC1(C)CNC2COCC21,322,100:10000:0:Z2456848865;100:10000:1:Z2456849376;100:10000:3:Z4152278547;
CN1CCNCC1,22552,100:10000:0:Z3831602802;100:10000:0:Z1829134903;100:10000:0:Z3644733262;
O=c1[nH]ccn2cccc12,7,100:10000:0:Z3831602802;100:10013:5:Z4216913079;100:10018:3:Z4216912841;
C1CC12CNC2,700,100:10000:0:Z2928030362;100:10000:0:Z3899439240;100:10000:0:Z4137120100;
Cc1ccc2nccn2c1,1288,100:10000:0:Z4477045810;100:10000:0:Z1501103836;100:10000:0:Z2703973226;
FC1(F)CCCCC1,9119,100:10000:0:Z4477045810;100:10000:0:Z1449303094;100:10000:0:Z3206654644;
C1COCC2(C1)CNCCO2,700,100:10000:0:Z1954663833;100:10000:1:Z5000898978;100:10000:2:Z4541098785;
CC12CCC(CO1)C2,1759,100:10000:0:Z4960286763;100:10000:0:Z4518432975;100:10000:0:Z5033545001;
Cc1cc2ncccc2[nH]1,232,100:10000:0:Z4875943786;100:10000:0:Z4876047818;100:10000:2:Z4347653472;
CC1CCOC1,4862,100:10000:0:Z3592872978;100:10000:0:Z3899015930;100:10000:0:Z2781712711;
C1CC2CC2C1,7347,100:10000:0:Z4462887359;100:10000:0:Z3545754947;100:10000:0:Z3541323668;
Cc1ccnc(C)n1,2868,100:10000:0:Z2193832037;100:10000:0:Z2143428796;100:10000:0:Z3098706047;
Cc1cccc2c1CNCC2,245,100:10000:0:Z1865558094;100:10000:0:Z4059943458;100:10000:1:Z1864164619;
Fc1ccc2cnccc2c1,695,100:10000:0:Z3838950022;100:10000:0:Z4341260569;100:10000:1:Z3896938695;
c1cc2c(nn1)CCC2,340,100:10000:0:Z3831963600;100:10000:4:Z3175468232;100:10000:6:Z939267054;
Cc1cnco1,9767,100:10000:0:Z3899015930;100:10000:0:Z2256590220;100:10000:0:Z3529022136;
Cc1cccnn1,4088,100:10000:0:Z4380505205;100:10000:0:Z4622731927;100:10000:0:Z1384111932;
O=S1(=O)CCC2(CC1)CNCCO2,232,100:10000:0:Z3317120394;100:10000:7:Z3099512853;100:10000:8:Z5045147510;
c1cc2c(cn1)CCCC2,1817,100:10000:0:Z4448838664;100:10000:0:Z4384028474;100:10000:1:Z4467562232;
c1cn2c(n1)CNCC2,1361,100:10000:0:Z4389903699;100:10000:1:Z3394410500;100:10000:1:Z3190232191;
c1ccc2c(c1)CCN2,19893,100:10000:0:Z4060880994;100:10000:0:Z4421835430;100:10000:0:Z3385326340;
c1cc2c(nn1)CCOC2,334,100:10000:0:Z4165075754;100:10000:3:Z4022168917;100:10000:3:Z5051615526;
C1CCN2CCCCC2C1,942,100:10000:0:Z2495267848;100:10000:2:Z2494775802;100:10000:2:Z3673141116;
CC1CC1F,346,100:10000:0:Z2438334532;100:10000:0:Z2453347291;100:10000:1:Z3816313712;
CC1(C)CCOC1,2717,100:10000:0:Z2912465739;100:10000:0:Z3610168030;100:10000:0:Z2839676495;
O=C1NCCCCC1(F)F,330,100:10000:0:Z3693553590;100:10000:8:Z4295504685;100:10000:9:Z3704476917;
Clc1ccn[nH]1,1625,100:10000:0:Z2864088392;100:10000:0:Z4170466002;100:10000:0:Z3394017801;
Cc1nc2ccccc2o1,2315,100:10000:0:Z1939504774;100:10000:1:Z1720728127;100:10000:1:Z3515830429;
c1ccc2c(c1)OCCCO2,4728,100:10000:0:Z1939504774;100:10000:0:Z4155867699;100:10000:1:Z2189626304;
Cc1cc(=O)cc(C)[nH]1,312,100:10000:0:Z3623682358;100:10000:4:Z2963173939;100:10002:0:Z2874285407;
c1ccc2sccc2c1,7682,100:10000:0:Z1273947558;100:10000:0:Z2846141718;100:10000:0:Z4129495067;
CC1CCNCC12CCC2,210,100:10000:0:Z4993652458;100:10000:9:Z4268019834;100:10000:9:Z4268019830;
CC1CCC1,5808,100:10000:0:Z3682682047;100:10000:0:Z1479046583;100:10000:1:Z3602677170;
NC1CCOCC1,1394,100:10000:0:Z2369593055;100:10000:0:Z4886268890;100:10000:1:Z2488822762;
C1CC2COCCN2C1,1730,100:10000:0:Z3579115493;100:10000:1:Z2625735506;100:10000:1:Z1440178201;
CC12CC(CO1)C2,448,100:10000:0:Z3584097638;100:10000:3:Z3640132441;100:10000:4:Z3556081621;
CS(C)(=N)=O,4373,100:10000:0:Z3584097638;100:10000:0:Z3475467393;100:10000:0:Z4124373685;
Cn1cc2ccccc2n1,1868,100:10000:0:Z3873736520;100:10000:0:Z3132967279;100:10000:0:Z2816992612;
CN1CCNC(C)(C)C1=O,234,100:10000:0:Z4116330978;100:10000:0:Z1391662860;100:10000:1:Z3049520272;
C1COCCOC1,1019,100:10000:0:Z4485596991;100:10000:0:Z2477887132;100:10000:2:Z4344369156;
FC1(F)C2CNCC21,253,100:10000:0:Z2477136635;100:10000:3:Z3164822772;100:10000:3:Z2477137224;
C1CCC2(CC1)CCC2,4503,100:10000:0:Z2623539480;100:10000:0:Z3594178813;100:10000:1:Z3526559250;
OC1CNCC12CC2,251,100:10000:0:Z4156052247;100:10000:5:Z3051076433;100:10000:6:Z1751020864;
C1CNCC2(C1)CNC2,361,100:10000:0:Z4317364794;100:10000:5:Z3642544922;100:10002:3:Z4122618798;
Cc1ccccc1C,15593,100:10000:0:Z2145189743;100:10000:0:Z2915600892;100:10000:0:Z2445251992;
Fc1ccc2ncccc2c1,1384,100:10000:0:Z1589993985;100:10000:0:Z4026806064;100:10000:0:Z2097373303;
CC1CNC(=O)C1,729,100:10000:0:Z1747399044;100:10000:0:Z2709782993;100:10000:7:Z3572591856;
O=S1(=O)CCC1,2946,100:10000:0:Z2917120861;100:10000:0:Z2915600892;100:10000:0:Z1818678719;
Cc1ccc(N)nc1,151,100:10000:0:Z1636736790;100:10000:1:Z1583388131;100:10000:3:Z2705455197;
C1CCC2(CCC2)CNC1,156,100:10000:0:Z3055189208;100:10000:0:Z3158547259;100:10000:0:Z3158526377;
CC1CCN1,1948,100:10000:0:Z4503874069;100:10000:0:Z4465684204;100:10000:0:Z3624834708;
Cn1cc2c(n1)CCNC2,789,100:10000:0:Z4059545054;100:10000:1:Z3520779904;100:10000:1:Z4389351603;
C1CSCN1,7538,100:10000:0:Z3640894497;100:10000:0:Z4368560514;100:10000:0:Z2702957558;
c1cc2ncncc2cn1,229,100:10000:0:Z2959448321;100:10000:6:Z4078966617;100:10000:7:Z4234298008;
CC1CNC1,8347,100:10000:0:Z3092607361;100:10000:0:Z3319336152;100:10000:0:Z3667753384;
O=c1ccnc[nH]1,4985,100:10000:0:Z1346688932;100:10000:0:Z2979647965;100:10000:0:Z2951159830;
CC1(C)Cc2ccccc2O1,2465,100:10000:0:Z1831757664;100:10000:0:Z4071570663;100:10000:0:Z2717906674;
Cn1cnc2c(F)cccc21,312,100:10000:0:Z2926572745;100:10000:1:Z2464978284;100:10000:4:Z4135196154;
O=C1NCNC12CCNCC2,204,100:10000:0:Z5045281628;100:10001:1:Z4272170555;100:10001:6:Z4225682302;
CC1(C)CNCCN1,3885,100:10000:0:Z2893528992;100:10000:0:Z4229427489;100:10000:0:Z1569336940;
Cc1cc(C)n2nccc2n1,905,100:10000:0:Z4051683286;100:10000:3:Z4646079889;100:10000:4:Z2595261644;
CC1CNCC(C)C1=O,117,100:10000:0:Z4051683286;100:10000:0:Z4137509009;100:10000:5:Z4034708467;
CC1(F)CCCCNC1,236,100:10000:0:Z2979647965;100:10000:0:Z2885211331;100:10000:6:Z2292265248;
c1ccc2c(c1)NCC1(CCOCC1)O2,80,100:10000:0:Z4110602337;100:10000:9:Z3321851825;100:10006:0:Z4132777906;
Cc1cc(=O)[nH]n1C,269,100:10000:0:Z4614943782;100:10000:6:Z1779936734;100:10000:6:Z1248957106;
CC12CNCC1COC2,393,100:10000:0:Z4614943782;100:10000:0:Z2621383707;100:10000:3:Z4140940403;
CN1CCNC1=O,315,100:10000:0:Z4145359901;100:10000:2:Z4143282499;100:10000:5:Z4143283625;
CC1(C)CNCC2(CC3CCC2C3)O1,70,100:10000:0:Z4192112155;100:10000:6:Z4200305545;100:10000:7:Z4976470542;
Fc1ccc2c(c1)CNCC2,1439,100:10000:0:Z3796211172;100:10000:0:Z2604121689;100:10000:2:Z1607214676;
Cn1ncc2ccccc21,3579,100:10000:0:Z4058887199;100:10000:0:Z3835936502;100:10000:0:Z2184287570;
c1ccc2c(c1)Cc1ccccc1-2,514,100:10000:0:Z2618196562;100:10000:4:Z2805146851;100:10000:8:Z1250714083;
NC1CCC1,4635,100:10000:0:Z3341301049;100:10000:0:Z3341356293;100:10000:0:Z4115127374;
Oc1ccc(F)c2c1CCNC2,210,100:10000:0:Z4421835430;100:10000:8:Z4353381336;100:10001:2:Z4347809207;
CN1Cc2ccccc2C1,640,100:10000:0:Z4733706899;100:10000:0:Z2776474191;100:10000:0:Z2844663269;
O=S1(=O)CCCCC1,9008,100:10000:0:Z4537821572;100:10000:0:Z4557617545;100:10000:0:Z2218365984;
Cc1ncc[nH]1,9448,100:10000:0:Z1357024396;100:10000:0:Z2174244699;100:10000:0:Z3295887333;
Cc1nnc2n1CCCC2,1528,100:10000:0:Z1357024396;100:10000:0:Z1989611657;100:10000:1:Z1892878989;
c1cc2n(n1)CCCC2,6708,100:10000:0:Z4322119220;100:10000:0:Z2764079348;100:10000:0:Z3135692679;
CC1CCCCC1,15880,100:10000:0:Z2285459793;100:10000:0:Z1646811566;100:10000:0:Z2285235161;
FC1(F)CCNC1,3539,100:10000:0:Z4591983642;100:10000:0:Z4591983630;100:10000:0:Z4511291545;
OC1CCNCC1,19941,100:10000:0:Z4307766581;100:10000:0:Z3175916068;100:10000:0:Z4295543205;
Cc1cscc1Cl,422,100:10000:0:Z4350782810;100:10000:3:Z4094090922;100:10000:6:Z3819652075;
c1ccc2c(c1)CCCNC2,1403,100:10000:0:Z2953874567;100:10000:1:Z4539541218;100:10000:7:Z3698995040;
O=c1ccc2c([nH]1)CCCC2,1606,100:10000:0:Z4220802409;100:10000:1:Z2475325340;100:10000:2:Z3701440983;
CN1CCC(O)C1,1161,100:10000:0:Z2884749680;100:10000:1:Z4383958903;100:10000:1:Z4771552775;
Cc1cc[nH]n1,30564,100:10000:0:Z2772711430;100:10000:0:Z4437615676;100:10000:0:Z3802602495;
C1CC2(C1)CCOCC2,3709,100:10000:0:Z2772711430;100:10000:0:Z4344806235;100:10000:1:Z3572489608;
Clc1cn2ccnc2cn1,106,100:10000:0:Z4266786681;100:10000:5:Z4266777843;100:10002:6:Z4266771533;
CC1CCS(=O)(=O)CC1,575,100:10000:0:Z4382362240;100:10000:2:Z3599178848;100:10000:3:Z3611038517;
Cc1cn2cccc(C)c2n1,244,100:10000:0:Z3668039858;100:10000:0:Z3673586406;100:10000:3:Z4526166168;
CC1CC=NO1,1311,100:10000:0:Z2373716365;100:10000:0:Z4198331719;100:10000:0:Z4198331717;
C1CC2(C1)CC1(CCC1)C2,259,100:10000:0:Z4343342836;100:10000:0:Z3638179667;100:10000:0:Z3571386800;
C1CC2CNCC2C1,5876,100:10000:0:Z3385326340;100:10000:0:Z2452169434;100:10000:0:Z2482299793;
OC1CCOCC1,6140,100:10000:0:Z4086266709;100:10000:0:Z3055488520;100:10000:0:Z2126513008;
C1CCC2(C1)CCC2,1872,100:10000:0:Z4277451473;100:10000:0:Z4570569885;100:10000:2:Z3405075947;
CC1CCn2ncnc2N1,357,100:10000:0:Z4304249761;100:10000:0:Z4304277338;100:10000:0:Z4360927055;
Clc1ccc(Cl)s1,583,100:10000:0:Z1531516342;100:10000:1:Z4031010212;100:10000:1:Z3534871530;
c1cc2c(s1)CCOC2,1694,100:10000:0:Z2230202113;100:10000:0:Z1098549550;100:10000:0:Z3093454729;
C1NC2CC1C2,3392,100:10000:0:Z4277540661;100:10000:0:Z2372345998;100:10000:0:Z5003448879;
Fc1cccc2c1CCNC2,947,100:10000:0:Z2394581707;100:10000:2:Z3869572771;100:10000:4:Z4576177802;
c1cc2c(s1)CCCCC2,230,100:10000:0:Z2394581707;100:10001:1:Z2372098125;100:10002:1:Z1646949138;
Cc1csc2ncn(C)c(=O)c12,337,100:10000:0:Z3857480857;100:10000:2:Z2720595941;100:10001:2:Z2647808926;
Oc1ccccn1,3885,100:10000:0:Z4879895594;100:10000:0:Z4278344771;100:10000:0:Z4278094172;
O=C1CNc2ccccc2N1,1114,100:10000:0:Z4108456384;100:10000:0:Z1677485155;100:10000:1:Z1542674559;
c1ccn2cncc2c1,2544,100:10000:0:Z1495343789;100:10000:1:Z4320825588;100:10000:2:Z2033399110;
Cc1ccnc(C)c1,3283,100:10000:0:Z1676862553;100:10000:0:Z4863175115;100:10000:0:Z1941369350;
c1cnc2c(c1)C1CCC2N1,77,100:10000:0:Z2480189185;100:10000:0:Z2407271409;100:10000:1:Z1526218518;
O=S1(=O)CCC2(CC2)C1,321,100:10000:0:Z4720925156;100:10000:1:Z4507697601;100:10000:3:Z4508521475;
O=c1[nH]c2ccccc2o1,4547,100:10000:0:Z2178138009;100:10000:0:Z3056369806;100:10000:0:Z1376071411;
NC1CCNCC1,2761,100:10000:0:Z4152328553;100:10000:0:Z4453808649;100:10000:0:Z2362396013;
Fc1ccc2occc2c1,1278,100:10000:0:Z3619528246;100:10000:0:Z4305293760;100:10000:0:Z3866655114;
CN1C(=O)NC2CNCCC21,370,100:10000:0:Z4961542244;100:10000:3:Z4835052581;100:10000:7:Z3775570908;
O=S1(=O)CCCC12CNC2,637,100:10000:0:Z3610883641;100:10000:2:Z4622347089;100:10000:4:Z3416404996;
Cc1cccc(C)n1,2805,100:10000:0:Z3610883641;100:10000:0:Z2370887010;100:10000:1:Z4268342828;
O=c1ccnc2scnn12,699,100:10000:0:Z1182666439;100:10000:0:Z1155819953;100:10000:0:Z1439404474;
O=C1CCC2CCCCN12,890,100:10000:0:Z2016450243;100:10000:1:Z2010767924;100:10000:3:Z4350234411;
CC1CCOCC1,2238,100:10000:0:Z4398334283;100:10000:0:Z3621414669;100:10000:0:Z1375150309;
Oc1ccc2ccccc2n1,1080,100:10000:0:Z4398334283;100:10000:0:Z1234097133;100:10000:1:Z2154855766;
CC1CNc2ncccc2C1,179,100:10000:0:Z4370961316;100:10000:3:Z4168790180;100:10000:5:Z4370961867;
O=C1CSc2ccccc2N1,2258,100:10000:0:Z4370961316;100:10000:0:Z3055601323;100:10000:0:Z2177368306;
