fragment_smiles,occurences,example_ligands
O=C1COCCC2(CNC2)N1,176,94:09400:0:Z4265348756;94:09400:2:Z4265351347;94:09401:2:Z5064717508;
Clc1ccc2c(c1)OCCO2,1234,94:09400:0:Z1241406926;94:09400:1:Z975088502;94:09400:1:Z902425838;
c1ccc2c(c1)CCC21CCNC1,154,94:09400:0:Z2961442744;94:09401:5:Z4324899862;94:09401:8:Z3336614211;
CC1(C)CCc2ccccc2O1,1129,94:09400:0:Z4335401746;94:09400:1:Z2715354215;94:09400:1:Z4106055436;
Cc1cccc2cccnc12,893,94:09400:0:Z1653653068;94:09400:0:Z4255124793;94:09400:1:Z5006661292;
C1CNC2(CC2)CN1,105,94:09400:0:Z3625256383;94:09404:0:Z3518317057;94:09404:2:Z3625256507;
CC1CC1F,341,94:09400:0:Z2453651786;94:09400:2:Z2405836550;94:09400:6:Z3906482800;
FC1(F)CNCCNC1,170,94:09400:0:Z4271731751;94:09400:3:Z3145189575;94:09402:0:Z4217315295;
c1cn2c(n1)CCC2,2914,94:09400:0:Z5013389955;94:09400:0:Z5013386577;94:09400:0:Z2453544658;
C1CN2CCN(C1)CC2,160,94:09400:0:Z3569806366;94:09400:5:Z3867101449;94:09402:1:Z2028160599;
Cn1ncc2ccsc21,961,94:09400:0:Z1819098956;94:09400:0:Z1942117738;94:09400:2:Z3627562983;
CC12CNCC1CSC2,236,94:09400:0:Z3010811336;94:09400:8:Z2966561426;94:09401:4:Z2951292719;
C1CCC2(CCC2)NC1,2431,94:09400:0:Z4094145477;94:09400:1:Z3795084740;94:09400:2:Z4004306204;
Cc1coc2ccccc2c1=O,178,94:09400:0:Z3083018485;94:09400:0:Z4344563856;94:09400:6:Z3795795330;
Clc1cnc2nccn2c1,260,94:09400:0:Z4124375121;94:09400:1:Z4995485753;94:09400:3:Z4995263355;
Cc1ccoc1,6075,94:09400:0:Z2592336909;94:09400:0:Z1447939142;94:09400:0:Z3366017437;
NC1CNC2(CCC2)C1,95,94:09400:0:Z4115370845;94:09400:7:Z3520168967;94:09400:8:Z3520169959;
Cc1nn2c(=O)ccnc2s1,233,94:09400:0:Z937666094;94:09400:8:Z4031685612;94:09401:2:Z3652772712;
C1CCC2(CC1)COC2,759,94:09400:0:Z2854256143;94:09400:0:Z2834842959;94:09400:2:Z5034163553;
CC1CS(=O)(=O)CCCN1,309,94:09400:0:Z2949070945;94:09400:3:Z3642317197;94:09400:8:Z2918953662;
CC1CCNC(=O)C1,1283,94:09400:0:Z1994820546;94:09400:0:Z2999362188;94:09400:2:Z4745378201;
Cc1c[nH]nc1C,321,94:09400:0:Z1326366889;94:09401:6:Z1096604305;94:09401:8:Z1174478041;
C1CNCCSC1,1587,94:09400:0:Z4385761981;94:09400:1:Z2805273600;94:09400:2:Z2932671524;
CC1(O)CNOC1,103,94:09400:0:Z3184441859;94:09401:9:Z3186949576;94:09402:6:Z3184511092;
CN1C=NCC1,164,94:09400:0:Z4642905679;94:09400:4:Z4285850653;94:09400:7:Z4281576356;
OC1CC2(CC2)C1,370,94:09400:0:Z4324054292;94:09400:2:Z4326420073;94:09400:5:Z4325971557;
CC1CC2CCN1CC2,48,94:09400:0:Z4600833666;94:09401:0:Z4608947401;94:09401:9:Z4600826004;
c1cnc2c(c1)CCOC2,803,94:09400:0:Z5064146926;94:09400:1:Z5065116765;94:09400:2:Z5063842558;
c1cc2n(n1)CCCO2,1363,94:09400:0:Z4612283554;94:09400:2:Z4574452861;94:09400:3:Z1872507220;
C1COCC2(C1)CCN2,276,94:09400:0:Z3185898809;94:09400:3:Z3591465343;94:09400:6:Z3588674476;
C1CCN2CCNCC2C1,454,94:09400:0:Z4381225464;94:09400:2:Z3176487375;94:09400:6:Z2630906356;
CC1CCc2ccccc2N1,1080,94:09400:0:Z1079626446;94:09400:1:Z746950070;94:09400:1:Z2215787282;
Cc1ncn2ccccc12,233,94:09400:0:Z3646791464;94:09400:0:Z4573204133;94:09401:3:Z2872988532;
CC12CCCN1S(=O)(=O)CC2,606,94:09400:0:Z3646791464;94:09400:1:Z3580305562;94:09400:1:Z3580305434;
CC1(C)CNCc2ccc(F)cc21,119,94:09400:0:Z4403036999;94:09401:2:Z4424099546;94:09401:5:Z4424099969;
c1cnn2cnnc2c1,3108,94:09400:0:Z3546484533;94:09400:0:Z2718644477;94:09400:1:Z3648749231;
Clc1cscn1,2500,94:09400:0:Z4151023923;94:09400:0:Z1670019972;94:09400:1:Z4830970623;
C1CC2(C1)CNCCO2,2510,94:09400:0:Z4126820113;94:09400:2:Z1840578827;94:09400:2:Z4116299245;
CC1(O)CC2(CNC2)C1,326,94:09400:0:Z4155962567;94:09400:1:Z4157435053;94:09400:5:Z4157711386;
Cc1ccc2occc2c1,755,94:09400:0:Z2581319172;94:09400:1:Z1856318861;94:09400:3:Z3137890695;
CC1CCNCCS1(=O)=O,364,94:09400:0:Z4592502953;94:09400:2:Z1872786719;94:09400:3:Z3707111596;
Cc1ccsc1C,1961,94:09400:0:Z2014205191;94:09400:1:Z1260093543;94:09400:1:Z3671817083;
CC1CCC(O)CC1,1363,94:09400:0:Z1595542824;94:09400:1:Z1996195971;94:09400:3:Z1997145455;
Cn1nccc1Cl,3395,94:09400:0:Z2209092932;94:09400:1:Z1259589031;94:09400:1:Z4264796360;
Clc1cccc2nsnc12,70,94:09400:0:Z3407781365;94:09402:8:Z3474943267;94:09403:0:Z5048932042;
c1cc2c(cn1)NCCC2,508,94:09400:0:Z4270966698;94:09400:1:Z4228702430;94:09400:2:Z4274849432;
Cn1ncnn1,1004,94:09400:0:Z4771142850;94:09400:0:Z4771142852;94:09400:3:Z3620072534;
CC1(C)COC1,501,94:09400:0:Z3711730569;94:09400:6:Z3638073400;94:09400:8:Z3711731219;
CC1CCOCN1,93,94:09400:0:Z4503749675;94:09402:6:Z3583306173;94:09405:1:Z3055068610;
Cc1cnnn1C,818,94:09400:0:Z2390736477;94:09400:2:Z3009985931;94:09400:7:Z2645951651;
Fc1cccc2ccccc12,1048,94:09400:0:Z3337668684;94:09400:4:Z3518701755;94:09400:5:Z4085103992;
c1cnncn1,403,94:09400:0:Z3374288973;94:09400:1:Z3374286200;94:09400:3:Z1863699268;
Cn1cc2ccccc2n1,1737,94:09400:0:Z4123409955;94:09400:0:Z4506859862;94:09400:1:Z4288821380;
C1CC2CNCC(C1)N2,395,94:09400:0:Z4421122994;94:09400:8:Z4138958746;94:09400:8:Z4206741494;
c1cn2nccc2cn1,1050,94:09400:0:Z1950757634;94:09400:4:Z4191720399;94:09400:6:Z5036585349;
Cc1ccc(Cl)c2c1CCCN2,35,94:09400:0:Z5012855748;94:09402:8:Z2326096285;94:09407:2:Z2279984233;
Cc1cccc2ncn(C)c12,165,94:09400:0:Z2772877104;94:09400:0:Z4328436086;94:09400:2:Z2633618190;
Cc1ccncc1C,367,94:09400:0:Z4078494560;94:09400:0:Z3054941865;94:09400:0:Z4075889220;
NC1CCCc2ccccc21,599,94:09400:0:Z3142863022;94:09400:1:Z4176393391;94:09400:2:Z3519525306;
Cc1cccc2c(O)ccnc12,106,94:09400:0:Z1734842972;94:09400:7:Z3849709575;94:09402:1:Z4055653869;
C1CC2CCCC(C1)C2,625,94:09400:0:Z3592852789;94:09400:0:Z4023251420;94:09400:4:Z3842550787;
Cc1cncc(C)n1,263,94:09400:0:Z3789775344;94:09400:8:Z2011229529;94:09401:1:Z1961296452;
Clc1cc[nH]c1Cl,124,94:09400:0:Z4116962599;94:09400:7:Z2206350156;94:09401:0:Z1928907658;
c1cnc2c(c1)CCCN2,1165,94:09400:0:Z3796100287;94:09400:1:Z4360863821;94:09400:2:Z4350132901;
c1ccc2c(c1)COC2,4241,94:09400:0:Z1417070381;94:09400:0:Z1101890332;94:09400:1:Z955245730;
OC1CCSC1,526,94:09400:0:Z1417070381;94:09400:1:Z3181725136;94:09400:2:Z1362284073;
FC1(F)CC12CCNC2,840,94:09400:0:Z3865251588;94:09400:0:Z4312615580;94:09400:3:Z2476646568;
Cc1csc2nccc(=O)n12,595,94:09400:0:Z1887975025;94:09400:3:Z2707945467;94:09400:5:Z2802777550;
O=C1CCC2CNc3cccc1c32,158,94:09400:0:Z1703927323;94:09400:9:Z4114545338;94:09400:9:Z4114544118;
c1ccc2c(c1)CCC1CNC21,97,94:09400:0:Z4478527921;94:09400:1:Z4483102163;94:09401:0:Z4638887017;
O=c1nc[nH][nH]1,721,94:09400:0:Z2332191981;94:09400:1:Z1575482605;94:09400:4:Z2346554887;
Cc1cc(C)c2c(c1)CCNC2,205,94:09400:0:Z3134862846;94:09400:6:Z3577722200;94:09401:6:Z4402603424;
O=c1[nH]cnc2c1COCC2,294,94:09400:0:Z2835520261;94:09400:6:Z2822325435;94:09400:9:Z4118825771;
O=c1[nH]nc2ccccn12,1655,94:09400:0:Z3581139021;94:09400:2:Z1438889217;94:09400:2:Z1534947249;
Cn1cnc2c1CCCC2,1344,94:09400:0:Z5000262153;94:09400:1:Z3610268445;94:09400:1:Z3610276559;
Cc1ccc2c(c1)SCCCN2,93,94:09400:0:Z4132234908;94:09400:2:Z2493934433;94:09402:2:Z2639808674;
O=S1(=O)CCCNC1,209,94:09400:0:Z4278678115;94:09400:2:Z4265688674;94:09400:3:Z4265691968;
O=C1CCCn2cccc21,394,94:09400:0:Z4351348032;94:09400:2:Z2966875373;94:09400:9:Z3643029467;
OC1CNCC2(CC2)CC1O,325,94:09400:0:Z3840594826;94:09400:1:Z3842212694;94:09400:1:Z4278676751;
Cc1csc2nc3n(c(=O)c12)CCC3,129,94:09400:0:Z1669842913;94:09400:0:Z68452266;94:09400:6:Z1654858434;
C1COC2(CNC2)CO1,279,94:09400:0:Z3612220324;94:09400:3:Z3997498916;94:09401:6:Z3436344394;
Cc1cc(F)n(C)n1,329,94:09400:0:Z2946709921;94:09400:2:Z4934988331;94:09400:6:Z4028981362;
CC1(C)CCc2ccccc2CC1,71,94:09400:0:Z1994357820;94:09401:6:Z4346554362;94:09404:6:Z1997870597;
Fc1cc(F)c2cc[nH]c2c1,241,94:09400:0:Z3627436244;94:09400:1:Z4305571964;94:09400:1:Z4303480008;
c1ccc2c(c1)NCC21CCC1,144,94:09400:0:Z1887216863;94:09402:4:Z1837966405;94:09405:1:Z1841452177;
Fc1ccoc1,135,94:09400:0:Z4021610086;94:09400:1:Z4020600465;94:09401:0:Z4099539866;
NC1CC2CCC(C1)C2,496,94:09400:0:Z2364503515;94:09400:2:Z2364506752;94:09400:9:Z2361904470;
Fc1ccc2c(c1F)CNCC2,259,94:09400:0:Z2364503515;94:09400:1:Z2348812872;94:09400:6:Z2311112617;
Cn1ccc2c1CNCC2,161,94:09400:0:Z4328445698;94:09400:3:Z4328440967;94:09402:1:Z4328440154;
O=c1ccc2c(o1)CCCC2,38,94:09400:0:Z4256229403;94:09400:0:Z4256288115;94:09400:0:Z4254989461;
Cc1cc2ccc(Cl)cc2[nH]1,108,94:09400:0:Z4492014359;94:09400:3:Z4407075729;94:09400:7:Z4424014357;
Clc1ccc2nncn2c1,163,94:09400:0:Z5004825008;94:09401:0:Z3697661897;94:09401:3:Z2802366009;
Clc1ccc2[nH]ncc2c1,306,94:09400:0:Z4195471355;94:09400:4:Z4490825358;94:09400:4:Z3657818545;
C1CCC2(CCOCC2)OC1,1723,94:09400:0:Z4195471355;94:09400:0:Z4195118907;94:09400:1:Z4253396600;
Fc1ccc2nc[nH]c2c1,491,94:09400:0:Z3642971484;94:09400:2:Z2044497911;94:09400:2:Z4454576889;
c1cnc2c(c1)CCCO2,439,94:09400:0:Z3539357706;94:09400:4:Z3576476815;94:09400:7:Z3578104342;
O=c1ccc2c([nH]1)CCC2,709,94:09400:0:Z1874986713;94:09400:1:Z4641637278;94:09400:1:Z1453430010;
C1COC2COCC2CN1,392,94:09400:0:Z3403255854;94:09400:1:Z3682348310;94:09400:3:Z3680283110;
Clc1ccc(Cl)s1,611,94:09400:0:Z1315590638;94:09400:1:Z3496342630;94:09400:2:Z3626634021;
Oc1ccnc2c1CNCC2,330,94:09400:0:Z4249673174;94:09400:1:Z4249627207;94:09400:5:Z3393857759;
Clc1ccnc2[nH]ccc12,635,94:09400:0:Z4263373042;94:09400:1:Z1536985116;94:09400:2:Z3627730799;
O=C1NCC(O)CC12CNC2,140,94:09400:0:Z3077895046;94:09400:4:Z3204660753;94:09400:7:Z3204664999;
c1ccc2c(c1)CNCC21CC1,534,94:09400:0:Z4825920940;94:09400:2:Z2184650574;94:09400:5:Z3174003974;
Cc1cncc(F)c1,337,94:09400:0:Z4825920940;94:09400:0:Z4825463396;94:09400:4:Z4825464742;
Clc1ccc2c(c1)CCCN2,337,94:09400:0:Z4422502747;94:09400:1:Z3712160674;94:09400:2:Z3670115668;
Nc1nccc2c1CNCC2,122,94:09400:0:Z2692041157;94:09400:7:Z3361895291;94:09401:6:Z4304343056;
C1CC2COCCN2C1,1607,94:09400:0:Z4490335081;94:09400:0:Z4490063804;94:09400:1:Z4281293553;
c1cnc2ccoc2c1,508,94:09400:0:Z4490335081;94:09400:0:Z4490063804;94:09400:1:Z3713733332;
c1cc2c(cn1)CNCC2,874,94:09400:0:Z3808609727;94:09400:1:Z3775829259;94:09400:4:Z4223164758;
Oc1cnccc1Cl,106,94:09400:0:Z1688509080;94:09403:4:Z4077220529;94:09403:6:Z2730016993;
CC1(C)CCc2ccccc2N1,113,94:09400:0:Z4239246870;94:09402:1:Z4239224488;94:09402:2:Z2323950139;
Cc1ccc2ccoc2c1C,212,94:09400:0:Z1265287055;94:09400:5:Z2755660221;94:09402:0:Z1975130630;
C1CNCC2(C1)CCCO2,347,94:09400:0:Z3619780133;94:09400:6:Z3151520895;94:09400:7:Z3619779275;
FC1(F)CCC2(CCC2)CC1,265,94:09400:0:Z3832370779;94:09400:1:Z4257658592;94:09400:5:Z3508492162;
Cc1[nH]c2cccc(C)c2c1C,129,94:09400:0:Z4042926242;94:09400:5:Z4042923527;94:09401:4:Z4042924731;
C1=CCCC1,450,94:09400:0:Z2254546628;94:09400:1:Z4200388932;94:09400:3:Z2273504645;
CC1CCCc2nccn21,931,94:09400:0:Z4044468146;94:09400:1:Z4143906276;94:09400:1:Z4573650251;
O=C1COc2ccc(Cl)cc2N1,879,94:09400:0:Z512783396;94:09400:3:Z3054063065;94:09400:3:Z2114285452;
Clc1cc[nH]c1,719,94:09400:0:Z3723889553;94:09400:2:Z2214472373;94:09400:3:Z3725144680;
Cc1ccnc(=O)[nH]1,272,94:09400:0:Z1592764865;94:09400:5:Z4228532266;94:09400:6:Z4227851650;
Cc1ccc2cc(Cl)ccc2n1,315,94:09400:0:Z2456162369;94:09400:0:Z2456162173;94:09400:0:Z2803619643;
FC1CC12CCC2,891,94:09400:0:Z3504140987;94:09400:3:Z3503851282;94:09400:4:Z3580571425;
CC1CCC(C)N1,1162,94:09400:0:Z1902594084;94:09400:1:Z1408200004;94:09400:3:Z4896803012;
c1cnc2c(c1)CNCC2,1387,94:09400:0:Z4447454085;94:09400:0:Z4506859862;94:09400:1:Z4447573091;
C1CC2CCCC(C1)N2,600,94:09400:0:Z3742270605;94:09400:2:Z4454617166;94:09400:2:Z4310096263;
CC1C(=O)CC2CCC1N2,241,94:09400:0:Z2783330193;94:09400:7:Z2783317463;94:09400:9:Z4142107064;
Clc1csc2ccccc12,492,94:09400:0:Z4407719320;94:09400:1:Z1344416902;94:09400:4:Z4166105776;
c1cn2c(n1)CNCC2,1356,94:09400:0:Z3699266580;94:09400:0:Z4294674503;94:09400:0:Z4289433110;
C1=NNCC1,472,94:09400:0:Z4260811544;94:09400:1:Z4474911526;94:09400:1:Z4474911219;
c1cc2c(s1)CCC2,1234,94:09400:0:Z2027076680;94:09400:1:Z902820006;94:09400:1:Z4219791171;
CC12CCCNC1COC2,271,94:09400:0:Z3998200378;94:09400:3:Z3910710397;94:09400:3:Z3881802540;
Cc1cc(C)c2ncccc2c1,49,94:09400:0:Z2372360670;94:09402:5:Z1367182536;94:09404:1:Z2284008595;
C1CC2CCC(C1)O2,2321,94:09400:0:Z3505244494;94:09400:1:Z3869984194;94:09400:1:Z4596424763;
OC1CNc2ccc(F)cc2C1,89,94:09400:0:Z5018868172;94:09400:8:Z5014562793;94:09402:5:Z5045532097;
Cc1cc(Cl)[nH]n1,2521,94:09400:0:Z1205468987;94:09400:1:Z2475438176;94:09400:1:Z3713786176;
O=C1NC2CCCC1C2,380,94:09400:0:Z3590327188;94:09400:0:Z3590320575;94:09400:5:Z3590351439;
Cc1ccc2c(c1)NCCC2,191,94:09400:0:Z1882495274;94:09400:6:Z1765563150;94:09401:1:Z4093242535;
CN1CCC2(CCCNC2)C1,192,94:09400:0:Z2640810796;94:09400:1:Z2911913696;94:09400:5:Z2640807947;
O=c1[nH]nccc1Cl,859,94:09400:0:Z4227761284;94:09400:1:Z1829056780;94:09400:2:Z3342501263;
Cc1cc(C)nc(C)n1,419,94:09400:0:Z4092814274;94:09400:2:Z1698901379;94:09400:3:Z4127819574;
Cn1ccn2nccc2c1=O,199,94:09400:0:Z4092814274;94:09400:5:Z4559763733;94:09402:8:Z3781328087;
c1ccc2c(c1)NCC1(CC1)O2,174,94:09400:0:Z4132766259;94:09400:3:Z3582761740;94:09400:3:Z4132771946;
Cc1ccc2c(c1)CCO2,548,94:09400:0:Z3581913078;94:09400:2:Z1432944506;94:09400:2:Z2011145067;
OC1CCc2ccccc2C1,748,94:09400:0:Z3581913078;94:09400:0:Z4350549102;94:09400:1:Z4240250990;
Cc1cn2cccc(F)c2n1,242,94:09400:0:Z3666689705;94:09400:1:Z3741254143;94:09400:5:Z4171848715;
C1CCC2(CC1)CCCC2,755,94:09400:0:Z2644110966;94:09400:2:Z2187991888;94:09400:3:Z2602682632;
O=c1cc[nH]c2ccccc12,1183,94:09400:0:Z2644110966;94:09400:6:Z2637706932;94:09400:6:Z1658001968;
CC1(O)CCCNCC1,352,94:09400:0:Z4297960281;94:09400:5:Z3685097145;94:09401:0:Z1940017244;
c1cnc2cccnc2c1,680,94:09400:0:Z3570639930;94:09400:3:Z3051980124;94:09400:5:Z2179467475;
CC1(C)CNCCN1,4027,94:09400:0:Z2392740500;94:09400:0:Z4177102636;94:09400:1:Z4115313953;
Clc1cccc2c1CCNC2,596,94:09400:0:Z1556684277;94:09400:3:Z4643307343;94:09400:3:Z4640386909;
Fc1c[nH]c2ccccc12,131,94:09400:0:Z4230758080;94:09400:1:Z3580978113;94:09400:3:Z3712988475;
Nc1ncccc1Cl,222,94:09400:0:Z2087919896;94:09400:4:Z1517840474;94:09401:0:Z2358156725;
c1cc2c(nn1)CCNC2,418,94:09400:0:Z1893090089;94:09400:4:Z2127942039;94:09400:6:Z4128495268;
Nc1cc[nH]n1,639,94:09400:0:Z4106583500;94:09400:2:Z4100740457;94:09400:3:Z3727426881;
O=C1NC=CCN1,305,94:09400:0:Z4769299309;94:09400:4:Z4770863172;94:09400:5:Z4771488187;
Clc1ccn[nH]1,1637,94:09400:0:Z2921477455;94:09400:1:Z3368143313;94:09400:1:Z3588560558;
C1CC2NCCC2CN1,563,94:09400:0:Z4026024023;94:09400:1:Z4026030778;94:09400:5:Z3650913917;
Clc1cccn2ccnc12,350,94:09400:0:Z4026024023;94:09400:1:Z3845045540;94:09400:2:Z2782430865;
FC1(F)CCNC1,3453,94:09400:0:Z4960107914;94:09400:0:Z4960107917;94:09400:1:Z3867165434;
Cc1ccc(F)cc1F,1259,94:09400:0:Z3176749703;94:09400:1:Z1555042330;94:09400:1:Z3176748126;
C1CC2CC2CO1,1746,94:09400:0:Z3076090334;94:09400:2:Z3175559318;94:09400:2:Z5064763550;
FC1(F)CCCC2(CC1)OCCO2,245,94:09400:0:Z3613059307;94:09401:1:Z3508613099;94:09401:2:Z3342834591;
Fc1ccc2ccsc2c1,148,94:09400:0:Z3723889568;94:09400:8:Z4215112187;94:09400:9:Z3384755267;
CN1CC2(C)CNCC2(C)C1,179,94:09400:0:Z3360890437;94:09400:5:Z2915787174;94:09401:1:Z2951611702;
O=C1NCCc2ccccc21,2548,94:09400:0:Z3360890437;94:09400:1:Z1218072092;94:09400:1:Z2851202148;
CC1CCOC(C)C1,399,94:09400:0:Z3843276589;94:09400:2:Z2803565210;94:09400:5:Z3843916967;
Cc1cc(=O)[nH]cn1,3095,94:09400:0:Z4193101899;94:09400:0:Z2646447301;94:09400:1:Z4199145117;
c1ccc2c(c1)ccc1occc12,218,94:09400:0:Z2884001553;94:09400:7:Z2708677977;94:09400:9:Z2440924836;
O=C1CNc2ccccc2N1,1132,94:09400:0:Z2323240065;94:09400:0:Z4662589400;94:09400:0:Z2323238481;
c1ncc2c(n1)CC1CCC2N1,732,94:09400:0:Z2707061825;94:09400:2:Z3790314615;94:09400:6:Z3203804430;
CN1CCn2cnnc2C1=O,211,94:09400:0:Z3313894915;94:09400:1:Z3204300954;94:09400:2:Z3204296201;
FC1(F)CCC2CC21,1114,94:09400:0:Z4017220808;94:09400:1:Z4076208804;94:09400:2:Z4278868732;
C1=CCOCC1,589,94:09400:0:Z4173774655;94:09400:4:Z4224081139;94:09400:9:Z4178243562;
c1cc2n(c1)CCCC2,1027,94:09400:0:Z2495305454;94:09400:1:Z2928520026;94:09400:1:Z3091849521;
O=S1(=O)CC2CCC(C1)N2,154,94:09400:0:Z3566228832;94:09402:1:Z5048449397;94:09402:3:Z3615020270;
C1CC2(CCN1)COCCO2,802,94:09400:0:Z3097932066;94:09400:3:Z4380229072;94:09400:4:Z4385123596;
CN1CCCCCC1,544,94:09400:0:Z3177291956;94:09400:2:Z4304281399;94:09400:8:Z5045000312;
Cc1cn2nc(C)sc2n1,520,94:09400:0:Z1559655560;94:09400:4:Z4577287575;94:09400:5:Z4329875959;
C1COC2(C1)COC2,681,94:09400:0:Z2921899879;94:09400:1:Z2921178745;94:09400:3:Z2980753862;
FC1(F)C2CCCC1CC2,377,94:09400:0:Z4507639769;94:09400:3:Z4507012510;94:09400:7:Z4449740210;
Cc1ncoc1C,1456,94:09400:0:Z1549356999;94:09400:0:Z1549357096;94:09400:0:Z1313332384;
Cc1ccc(=O)[nH]c1C,258,94:09400:0:Z3554139111;94:09400:5:Z3579377502;94:09400:8:Z3579377510;
C1CC12CNOC2,111,94:09400:0:Z3620132276;94:09400:1:Z3184852058;94:09400:6:Z3587249571;
C1NCC2CC1C2,667,94:09400:0:Z4503623663;94:09400:1:Z4481109265;94:09400:4:Z4503703401;
O=S1(=O)CCCc2cc(F)ccc21,210,94:09400:0:Z1731389710;94:09400:9:Z4277994318;94:09401:2:Z1592645588;
OC1CCC(F)(F)CC1,392,94:09400:0:Z3044853154;94:09401:0:Z3472708496;94:09401:1:Z2599618575;
c1ccc2nsnc2c1,1823,94:09400:0:Z3104771042;94:09400:0:Z3244537889;94:09400:1:Z4278487509;
C1CCC2CNCCC2C1,1886,94:09400:0:Z3905463512;94:09400:1:Z3793660716;94:09400:1:Z4576978360;
Oc1cnccn1,302,94:09400:0:Z3785192976;94:09400:1:Z3848631203;94:09400:6:Z4039415808;
Fc1ccc2c(c1)CCCC2,1253,94:09400:0:Z3843518015;94:09400:0:Z3843555815;94:09400:0:Z3845637360;
CC1(C)CNCCCN1,111,94:09400:0:Z3594341595;94:09400:6:Z3549201120;94:09401:1:Z3682263487;
Clc1ccncc1,2207,94:09400:0:Z3367544458;94:09400:1:Z3603614583;94:09400:1:Z2486603667;
Cc1coc(C)n1,823,94:09400:0:Z3098489968;94:09400:2:Z3095151925;94:09400:2:Z2924865155;
Cn1ncc(=O)c2ccccc21,266,94:09400:0:Z4046194106;94:09400:4:Z1172809573;94:09400:7:Z3613632129;
CC1COCc2ccccc21,240,94:09400:0:Z5012715128;94:09400:3:Z5007502628;94:09401:8:Z5006715112;
Cn1cnc2ccccc2c1=O,1096,94:09400:0:Z1666545610;94:09400:1:Z3606089561;94:09400:2:Z3573811201;
C1CC2CCC(CN1)S2,269,94:09400:0:Z4386660427;94:09400:6:Z4132438708;94:09400:7:Z2815896161;
CC1(C)CC=NO1,670,94:09400:0:Z4305389924;94:09400:3:Z3660756810;94:09400:4:Z4465011126;
Cc1ccc2c(c1)N(C)CCN2,161,94:09400:0:Z3653219762;94:09400:2:Z3712292150;94:09400:5:Z3653213243;
c1cc2n(n1)CCOC2,996,94:09400:0:Z3337566956;94:09400:1:Z3342866240;94:09400:4:Z4221651377;
Cc1ccc2[nH]cnc2c1,1041,94:09400:0:Z1303409950;94:09400:1:Z4287960389;94:09400:5:Z4182476190;
Cc1ccn2ccnc2c1,1120,94:09400:0:Z1303409950;94:09400:1:Z2041641421;94:09400:2:Z4094825467;
c1cc2c(cn1)CCC2,1427,94:09400:0:Z3609192542;94:09400:0:Z3201575180;94:09400:1:Z2213907137;
CC1CNc2ccccc2C(=O)N1,163,94:09400:0:Z1966951738;94:09400:6:Z3668584125;94:09401:4:Z4113658767;
Cc1ccc2cccnc2n1,591,94:09400:0:Z1983712523;94:09400:0:Z4076805185;94:09400:1:Z4077081634;
C1CC2CCN(C1)C2,867,94:09400:0:Z2916848305;94:09400:1:Z2917745769;94:09400:5:Z4614073870;
O=C1CC2(CNC2)C(O)CN1,199,94:09400:0:Z3583130629;94:09400:1:Z2989330435;94:09400:9:Z2989332214;
C1CC2(CCN1)CCSCC2,278,94:09400:0:Z3098124490;94:09400:5:Z3094819373;94:09400:5:Z3053634174;
FC1(F)CCC2(CC1)CC2,842,94:09400:0:Z3585226425;94:09400:1:Z2280095581;94:09400:1:Z3784194728;
C1COCCC2(COC2)N1,143,94:09400:0:Z4094586320;94:09400:7:Z4094589525;94:09400:9:Z4094579350;
Cc1ncc2ccccn12,883,94:09400:0:Z1255854584;94:09400:3:Z4024116356;94:09400:3:Z1555923529;
Cc1nscc1Cl,108,94:09400:0:Z2439274061;94:09400:5:Z2109686745;94:09401:0:Z1721297827;
Cc1cc2n(n1)CCCN2,400,94:09400:0:Z2959971177;94:09400:2:Z5045121502;94:09400:2:Z3294679728;
NC1CCOCC1,1407,94:09400:0:Z4888980633;94:09400:1:Z3347381917;94:09400:4:Z3045250144;
Fc1ccc2c(c1)CCNC2,1074,94:09400:0:Z4612455311;94:09400:1:Z4596424763;94:09400:1:Z4581432556;
CC1CNc2cnccc2O1,178,94:09400:0:Z4651293210;94:09400:9:Z4651289622;94:09401:3:Z4556814744;
Cc1nnc2n1CCCC2,1474,94:09400:0:Z4641617591;94:09400:1:Z3538975809;94:09400:1:Z4629519470;
Cc1ccn2cnnc2c1,369,94:09400:0:Z4289219787;94:09400:1:Z4296317856;94:09400:4:Z2407150478;
CC1(C)CCCC(O)C1,625,94:09400:0:Z2021627957;94:09400:2:Z4153649112;94:09400:2:Z3622656301;
C1CCCSCC1,460,94:09400:0:Z3439408584;94:09400:6:Z4276744753;94:09400:8:Z3091816663;
OC1CCNC2CCCCC12,223,94:09400:0:Z4076805185;94:09400:1:Z3053681758;94:09400:4:Z2784947623;
Cn1cnc2ccc(F)cc21,381,94:09400:0:Z1558558741;94:09401:6:Z1174911387;94:09401:6:Z1697998932;
Cc1ccc2c(c1)CC(C)C2,212,94:09400:0:Z1857076062;94:09400:0:Z2146714827;94:09400:3:Z4349720776;
O=C1CCCc2sccc21,404,94:09400:0:Z3054944178;94:09400:7:Z2883633814;94:09400:8:Z2879993134;
O=S1(=O)CC23CCCCC2(CNC3)C1,177,94:09400:0:Z3315026959;94:09400:1:Z3055284149;94:09400:2:Z3878179122;
CC1CNCCN(C)C1,139,94:09400:0:Z2892435570;94:09400:4:Z1122014759;94:09401:0:Z2302556438;
Cc1cnc(O)s1,92,94:09400:0:Z2780755146;94:09400:1:Z5014748461;94:09400:5:Z4247271332;
O=C1CCC2=C(CCNC2)N1,450,94:09400:0:Z2581049068;94:09400:2:Z2642927982;94:09400:2:Z4133041068;
