fragment_smiles,occurences,example_ligands
Clc1ccc2cc3n(c2c1)CCNC3,121,94:09401:3:Z2978770214;94:09401:4:Z1893293881;94:09401:6:Z1895200243;
CC1CNC2(CCC2)CO1,149,94:09401:3:Z2476669292;94:09401:5:Z2485131105;94:09401:5:Z2474170759;
OC1CCc2ccccc2NC1,81,94:09401:3:Z3715497729;94:09401:4:Z3715496499;94:09401:5:Z4125241410;
Cc1cc(C)c(F)cn1,49,94:09401:3:Z3828810411;94:09404:8:Z4991908321;94:09409:0:Z3830041102;
Cc1cc2cncnc2[nH]1,81,94:09401:3:Z4991662424;94:09403:2:Z4999488278;94:09403:9:Z4991777712;
CC1CSCCCN1,147,94:09401:3:Z2967681672;94:09401:6:Z2965558224;94:09401:8:Z2949724841;
O=c1[nH]cc(Cl)s1,6,94:09401:3:Z3799711969;94:09427:1:Z3799711489;94:09427:4:Z3799711710;
O=c1cncc(Cl)[nH]1,6,94:09401:3:Z3686673947;94:09420:8:Z2613798592;94:09432:3:Z3077211315;
Fc1cccn2cnnc12,125,94:09401:3:Z4235945777;94:09401:5:Z4286982097;94:09401:6:Z4289393530;
CC1(C)CCc2ncncc2C1,57,94:09401:3:Z3606132700;94:09402:0:Z3606133040;94:09404:4:Z3606135558;
O=c1cc(O)cn[nH]1,57,94:09401:3:Z4312440238;94:09401:3:Z4312428376;94:09401:3:Z4310555520;
C1CN2C3CCC(C3)C2CN1,57,94:09401:3:Z4251719150;94:09402:5:Z4251707621;94:09403:9:Z4491327984;
Nc1ncnc(Cl)n1,48,94:09401:3:Z2840223717;94:09402:1:Z2161573890;94:09404:2:Z2272172791;
C1=CC2=NCCN2C=C1,133,94:09401:3:Z4311034172;94:09402:6:Z4311923412;94:09403:2:Z4310891075;
CC1CCC2(CCC2)CN1,132,94:09401:3:Z4352711309;94:09405:2:Z4352713513;94:09406:4:Z4352710794;
Cc1nsc2nc[nH]c(=O)c12,23,94:09401:3:Z1983637398;94:09401:9:Z2026354932;94:09403:3:Z2026353432;
Cc1cn2ncsc2n1,95,94:09401:3:Z3833747728;94:09402:2:Z3080103313;94:09402:4:Z354293184;
Fc1cc2ccncc2cc1F,37,94:09401:3:Z2861397127;94:09401:6:Z3774302710;94:09410:4:Z3347004682;
Cc1ccc(Cl)c(O)c1,58,94:09401:3:Z3792535938;94:09402:6:Z4106266863;94:09406:5:Z3843689192;
CC1CNCc2cccn21,250,94:09401:3:Z4091906097;94:09401:3:Z4268802255;94:09402:1:Z4268818608;
Nc1ccsc1,16,94:09401:3:Z4254815712;94:09403:5:Z4254819417;94:09409:9:Z4254813041;
Cc1ccc(F)cn1,25,94:09401:3:Z4614785152;94:09403:1:Z4614796906;94:09403:5:Z4614778324;
ClC1=CCCc2ncccc21,30,94:09401:3:Z4228662768;94:09404:9:Z4230630431;94:09406:0:Z4227555038;
O=C1NCCNC12CCC2,161,94:09401:3:Z3315799344;94:09403:3:Z3315796233;94:09403:8:Z3057101131;
Cc1ncsc1F,54,94:09401:3:Z1568027723;94:09401:6:Z1568029080;94:09403:5:Z1568027874;
c1c2c(cc3c1OCO3)CCCCC2,13,94:09401:3:Z4431289943;94:09424:2:Z4431258468;94:09430:7:Z4431288768;
Nc1nccn2nccc12,39,94:09401:3:Z4325605388;94:09402:7:Z4317759482;94:09403:2:Z4320845383;
C1CC2CCNC(C1)C2,104,94:09401:3:Z3142786682;94:09401:9:Z3142793938;94:09409:2:Z3142790277;
NC1CC2(C1)CC1(CCC1)C2,115,94:09401:3:Z3520444687;94:09401:5:Z3516505734;94:09403:1:Z4216554297;
C1CN2CC3CC2(CO1)C3,18,94:09401:3:Z3365790104;94:09409:5:Z3104216745;94:09410:5:Z3109915050;
c1ncc2c(n1)CCCS2,65,94:09401:3:Z3558971042;94:09401:4:Z3558178211;94:09401:6:Z3557915747;
FC1(F)CCC2CC1CN2,270,94:09401:3:Z3583495796;94:09401:4:Z3618615624;94:09401:6:Z3056451370;
Cc1nc(=O)cc[nH]1,226,94:09401:3:Z4292719474;94:09401:8:Z4288775612;94:09402:5:Z4292143165;
O=S1(=O)Cc2ccccc2N1,181,94:09401:3:Z4128783631;94:09401:8:Z3842742348;94:09401:8:Z3845601633;
Cc1cc(Cl)sc1Cl,31,94:09401:3:Z4021540187;94:09409:0:Z4087083271;94:09409:7:Z4022071814;
Cc1cccc2c1NCCN2,155,94:09401:3:Z4311046995;94:09402:3:Z4996532288;94:09402:4:Z1728956896;
c1nc2c[nH]cnc-2n1,39,94:09401:3:Z3048382974;94:09402:5:Z1941828558;94:09407:6:Z1537950257;
Cc1nc2c(s1)NCCCC2,120,94:09401:3:Z3603888827;94:09402:9:Z3603899055;94:09403:1:Z3603909595;
Cc1csc2cccc(F)c12,204,94:09401:3:Z1494827149;94:09401:3:Z5053904818;94:09401:6:Z4030220004;
Cn1c2ccccc2c2ccsc21,100,94:09401:3:Z1420883289;94:09401:4:Z2334988851;94:09402:0:Z3597099160;
CC1CC(C)n2cncc2N1,14,94:09401:3:Z4365337976;94:09406:0:Z5012597589;94:09413:4:Z4365340986;
Cc1ccc2scc(C)c2c1,104,94:09401:3:Z1902172731;94:09404:4:Z4248273332;94:09406:1:Z4265240203;
O=c1[nH]cnc2c1CCNCC2,24,94:09401:3:Z2438219053;94:09401:6:Z3790534155;94:09417:0:Z2438218666;
O=c1[nH]c2c([nH]1)CNCC2,226,94:09401:3:Z4027019841;94:09403:0:Z4013166895;94:09404:6:Z4027032295;
C1CC2CSCC(C1)C2,21,94:09401:3:Z4257570270;94:09412:0:Z4255957532;94:09413:3:Z4252655462;
CC1(C)OCc2cncnc21,106,94:09401:3:Z3293604641;94:09401:9:Z4362612170;94:09402:1:Z4362598461;
Cc1n[nH]c2[nH]c(=O)ccc12,135,94:09401:3:Z4458962958;94:09403:5:Z4503516635;94:09403:9:Z4503845140;
Cc1ccc(F)c2c1CCCN2,112,94:09401:3:Z1639241246;94:09405:3:Z4111932797;94:09407:9:Z1362290277;
CC1=Cc2ccccc2S1(=O)=O,110,94:09401:3:Z4275138591;94:09401:6:Z4360815886;94:09401:9:Z4275143255;
Fc1c(Cl)ccc2cc[nH]c12,99,94:09401:3:Z3867834017;94:09403:2:Z4591497086;94:09404:6:Z4270670609;
CC12CC(CN1)C2,51,94:09401:3:Z2614987267;94:09408:1:Z2925644000;94:09409:1:Z2624252859;
c1cnc2c(c1)OCO2,123,94:09401:3:Z3093719292;94:09402:7:Z4344853098;94:09403:0:Z3093719448;
O=C1CCC2NCCN12,41,94:09401:3:Z4243964638;94:09401:9:Z3085746321;94:09408:4:Z4243960433;
CC1COc2cscc2OC1,53,94:09401:3:Z4272203010;94:09402:9:Z4264330103;94:09406:5:Z4263299011;
Cc1cnc2[nH]ncc2c1,303,94:09401:3:Z2981186392;94:09401:7:Z2970888202;94:09401:7:Z2976688233;
O=S1(=O)CCCC2(CCCN2)C1,278,94:09401:3:Z3627378236;94:09403:3:Z3659073106;94:09403:5:Z3571186513;
CC1(C)CC=CC(=O)C1,2,94:09401:3:Z4342057902;94:09484:7:Z4223787347;
c1cnc2c(c1)OCCNC2,279,94:09401:3:Z2809294657;94:09401:7:Z2791589439;94:09401:7:Z2791290430;
Clc1coc2ccccc12,114,94:09401:3:Z2483136341;94:09402:6:Z4961259891;94:09403:6:Z4116214310;
CC1Cc2ccccc2C(=O)N1,5,94:09401:3:Z4223848457;94:09402:7:Z2618153971;94:09416:0:Z2618222906;
CC12CCC(CC1)N2,191,94:09401:3:Z3321379751;94:09401:8:Z3597777466;94:09402:5:Z3405239303;
O=c1[nH]ccc2nccn12,89,94:09401:3:Z5008613514;94:09402:1:Z4311948580;94:09405:0:Z4311557234;
Cc1cnc(C)n1C,62,94:09401:3:Z4455303938;94:09407:5:Z4455297280;94:09413:7:Z4455127478;
CC1CCN(C)c2ccccc2N1,147,94:09401:3:Z4382206942;94:09402:2:Z4147110120;94:09402:7:Z4147103179;
C1CCC2CC2NC1,169,94:09401:3:Z3600340125;94:09401:5:Z4591259436;94:09402:6:Z3060765585;
Oc1cccnn1,153,94:09401:3:Z3600340125;94:09402:9:Z4307386321;94:09403:8:Z4935345261;
CC12CC(C1)C1(CCOCC1)O2,20,94:09401:3:Z3297707649;94:09417:1:Z3623407169;94:09427:0:Z3574423783;
FC1CC2CNCCN2C1,192,94:09401:4:Z3354878331;94:09402:1:Z3354876797;94:09402:7:Z3618512680;
Oc1cc2c(nn1)CNC2,78,94:09401:4:Z4962340904;94:09402:1:Z4962341415;94:09402:6:Z4960937762;
CC1(C)CCC(=O)c2ccccc21,168,94:09401:4:Z3545958003;94:09405:5:Z3541647848;94:09405:5:Z3552857904;
c1nncc2c1CCCC2,10,94:09401:4:Z4909258747;94:09435:7:Z4907523051;94:09443:3:Z4907523107;
Cc1cccn2ncnc12,52,94:09401:4:Z4227342565;94:09402:0:Z4224454713;94:09402:6:Z4228810527;
O=C1NCNC12CCCC2,39,94:09401:4:Z2830944787;94:09407:7:Z2982179009;94:09409:5:Z2830936691;
C1CC2(CCN1)COCCN2,219,94:09401:4:Z3639809002;94:09401:4:Z4056010739;94:09401:7:Z3701471838;
Clc1cccc2c1NCC2,65,94:09401:4:Z4125144678;94:09402:0:Z1095649071;94:09402:6:Z1957611072;
Cc1ncc2c(C)csc2n1,245,94:09401:4:Z1508075779;94:09401:5:Z229164504;94:09401:8:Z2434336614;
CC1NCCC1=O,84,94:09401:4:Z4032108031;94:09401:6:Z3819555265;94:09406:0:Z4032131058;
Cc1cccn2cccc12,114,94:09401:4:Z2957598424;94:09402:2:Z4047302862;94:09406:7:Z3648107138;
CC1NC=NNC1=O,127,94:09401:4:Z2646848021;94:09402:1:Z1430632711;94:09402:1:Z2202823791;
c1cc2c(cn1)CNC2,95,94:09401:4:Z2143551360;94:09403:7:Z2502077372;94:09403:9:Z2502078987;
CC1CNC2CCCCC2C1,59,94:09401:4:Z3652237387;94:09403:0:Z3652239781;94:09403:2:Z3622899101;
OC1CNC2(CCOCC2)CC1O,161,94:09401:4:Z4097338001;94:09401:9:Z4097334784;94:09402:8:Z4034798339;
FC1(F)C2CNCC1C2,124,94:09401:4:Z3175140093;94:09402:7:Z4979398722;94:09403:9:Z3174824058;
CC1NCCc2sccc21,87,94:09401:4:Z3833556270;94:09402:0:Z4768704962;94:09402:0:Z4768704963;
Cc1ccc2cc(O)ccc2n1,165,94:09401:4:Z3184646457;94:09402:5:Z3196716747;94:09402:6:Z4186023563;
Cc1ccc2n1CCNC2C,122,94:09401:4:Z1617221663;94:09402:4:Z1944400057;94:09404:2:Z1344938262;
Clc1ncc2c(n1)CCC2,24,94:09401:4:Z3556810358;94:09404:8:Z4418454511;94:09414:5:Z3557964461;
Oc1ncnc2c1CCC2,18,94:09401:4:Z1607523521;94:09404:5:Z2095556179;94:09409:7:Z1955025760;
Fc1cccc2c1CCCCO2,21,94:09401:4:Z4113095131;94:09403:7:Z4113153042;94:09407:2:Z4113262840;
Nc1cnc(Cl)nc1,73,94:09401:4:Z3393639855;94:09403:6:Z3389619732;94:09404:1:Z3556267876;
C1COC2CC2O1,80,94:09401:4:Z3646698558;94:09402:7:Z4775666456;94:09403:4:Z3646701579;
OC1CNC2CCCCC2C1,188,94:09401:4:Z4471141007;94:09401:8:Z4471139661;94:09402:8:Z4471140950;
NC1CCNc2ccc(Cl)cc21,63,94:09401:4:Z4215885110;94:09405:1:Z4205738308;94:09406:7:Z4215882972;
Cn1ncnc1O,80,94:09401:4:Z4768796851;94:09402:4:Z4770485752;94:09404:5:Z4768655445;
O=c1[nH]ccc2cccnc12,90,94:09401:4:Z3627191671;94:09401:9:Z3345304613;94:09402:0:Z3626785040;
Cc1csc2cncn12,177,94:09401:4:Z4124934099;94:09401:6:Z3845337098;94:09402:0:Z4123207264;
Cc1nc2cnccc2n1C,70,94:09401:4:Z4229861642;94:09404:5:Z4223224842;94:09405:9:Z4230123563;
c1cn2c(n1)CCNCCCCCC2,205,94:09401:4:Z4407957844;94:09401:5:Z4343857309;94:09402:5:Z4353519181;
NC1CC2CCC1O2,145,94:09401:4:Z4079008317;94:09401:8:Z4079220049;94:09403:3:Z4079578465;
CC1CCC(C)N(C)C1,32,94:09401:4:Z2388323772;94:09408:6:Z1440411329;94:09412:7:Z4391569454;
Cc1cc(Cl)cc2c1CNCC2,95,94:09401:4:Z4997658378;94:09402:0:Z3783780489;94:09402:1:Z3310889107;
O=C1NCCn2cnnc21,270,94:09401:4:Z2850362328;94:09401:8:Z2870768826;94:09401:9:Z2850360781;
Cc1csc2ccc(F)cc12,138,94:09401:4:Z1954896332;94:09402:1:Z1886463003;94:09402:1:Z1886494440;
CC1Cc2ccccc2NC1C,91,94:09401:4:Z4191094831;94:09402:3:Z4999229444;94:09402:8:Z3208947975;
O=C1Nc2ccccc2C12CNC2,63,94:09401:4:Z4249980134;94:09401:6:Z4249997947;94:09402:1:Z4249984341;
c1ccc2nc3c(cc2c1)CCCCC3,15,94:09401:4:Z4144805504;94:09406:3:Z3000019608;94:09406:3:Z4146295401;
C1CC2CCOC2O1,82,94:09401:4:Z4013750285;94:09403:4:Z4013740479;94:09403:7:Z4147863758;
O=C1CCc2cc(Cl)ccc2N1,134,94:09401:4:Z1766110858;94:09401:9:Z3009208738;94:09402:6:Z1212973524;
Cc1ncncn1,183,94:09401:4:Z1436021527;94:09401:5:Z1449754959;94:09403:4:Z1570963108;
CC1Cc2ccc(F)cc2O1,228,94:09401:4:Z3661419212;94:09401:8:Z2295997430;94:09402:5:Z2130770265;
Cc1ccc2c(C)ccnc2c1,29,94:09401:4:Z2763679484;94:09404:4:Z3011781603;94:09404:7:Z3774301217;
Cc1cc(C)n2cncc2n1,32,94:09401:4:Z352612668;94:09402:3:Z2334998613;94:09402:5:Z3497449871;
CC1=CCn2ncnc2N1C,117,94:09401:4:Z4395121501;94:09401:7:Z1715244219;94:09406:7:Z3744292745;
Oc1nccc2ccncc12,74,94:09401:4:Z3584802023;94:09403:2:Z4226895715;94:09406:1:Z3648443331;
O=S1(=O)CCCNc2ccc(Cl)cc21,59,94:09401:4:Z4132382465;94:09403:3:Z4132380392;94:09403:3:Z4169813869;
Cc1csc(F)c1,82,94:09401:4:Z3892769526;94:09401:6:Z3530859898;94:09402:3:Z3575696285;
Cn1cc2c(n1)COCC2,47,94:09401:4:Z4984069163;94:09402:3:Z4984048345;94:09405:0:Z4984072765;
O=c1cccc2n1CCOC2,328,94:09401:4:Z4319878711;94:09402:0:Z4299165556;94:09402:7:Z4299261551;
Cc1cc2n(n1)CCN2,99,94:09401:4:Z4036116783;94:09401:5:Z4036103600;94:09402:1:Z4036111456;
O=c1[nH]ccn2ccnc12,108,94:09401:4:Z2960013448;94:09402:8:Z2960279108;94:09403:4:Z4351489107;
c1cc2c3c(c1)CCC3CCC2,128,94:09401:4:Z3660911482;94:09401:5:Z3050265225;94:09401:8:Z1570586729;
O=c1[nH]cnc2cc(F)cc(F)c12,7,94:09401:4:Z4611525312;94:09408:3:Z4151418169;94:09436:0:Z4151419054;
c1ccc2c(c1)NCC1CCC2C1,68,94:09401:5:Z4147340327;94:09401:6:Z4187309106;94:09403:6:Z4147344493;
c1ccc2c(c1)CC1CC2C1,21,94:09401:5:Z4128195816;94:09415:3:Z3832160577;94:09416:4:Z3787954254;
O=C1NS(=O)(=O)c2cc(F)ccc21,16,94:09401:5:Z2017017685;94:09405:8:Z3799350307;94:09411:3:Z3513327552;
CC1(C)CNCC1N,134,94:09401:5:Z3135015659;94:09401:5:Z3135010551;94:09402:3:Z2927487120;
c1ccc2c3c(ccc2c1)CCCCO3,70,94:09401:5:Z3102354937;94:09401:7:Z2504804439;94:09401:7:Z2926686800;
OC1CCC2COCC1C2,23,94:09401:5:Z4254879742;94:09403:5:Z4254205621;94:09406:3:Z4252457926;
Cc1csc2cc[nH]c12,103,94:09401:5:Z4007014435;94:09401:6:Z4020891102;94:09402:4:Z4106638285;
Cn1c(=O)[nH]c2nc[nH]c2c1=O,34,94:09401:5:Z3075468513;94:09403:1:Z3834231162;94:09407:8:Z3396076425;
CC1CC(N)CCO1,86,94:09401:5:Z3380678776;94:09403:9:Z4059896047;94:09406:6:Z4194706082;
Cc1cc2cc[nH]c2cc1F,116,94:09401:5:Z2784799879;94:09401:6:Z2784800175;94:09401:6:Z2784800176;
CC1(C)CCNCCN1,115,94:09401:5:Z2785384454;94:09401:9:Z2791543971;94:09402:4:Z5037750087;
CC1NC(C)C(C)N(C)C1=O,166,94:09401:5:Z2919088516;94:09403:0:Z4871424626;94:09403:3:Z2836056737;
Clc1cc(Cl)c2nncn2c1,17,94:09401:5:Z729322302;94:09401:9:Z228829074;94:09403:8:Z3254595435;
C1CC2CNC3(CC3)C2C1,72,94:09401:5:Z3659895519;94:09404:3:Z3693852425;94:09405:5:Z4492644314;
O=c1[nH]c2ccc(Cl)cc2[nH]1,92,94:09401:5:Z4610040015;94:09405:8:Z4609215116;94:09406:0:Z4612612472;
O=c1ccc2ncccc2[nH]1,65,94:09401:5:Z2612516736;94:09405:0:Z4390994039;94:09405:3:Z3396017449;
CC1NC(C)c2ccccc21,121,94:09401:5:Z3911400346;94:09402:9:Z3804425355;94:09405:1:Z3911405969;
c1ccc2c(c1)CCC1(CCOC1)O2,150,94:09401:5:Z3507223295;94:09402:3:Z3093343634;94:09402:7:Z4285369282;
NC1CCC(O)C1O,49,94:09401:5:Z4206424799;94:09402:1:Z4214229932;94:09402:9:Z4215472645;
Cc1nc2c(s1)CNC2,16,94:09401:5:Z3474270445;94:09419:5:Z3474271022;94:09432:2:Z2775378323;
C=C1CCOCC1,12,94:09401:5:Z2370333225;94:09406:5:Z4223222954;94:09406:7:Z1682940301;
Cc1ncc2c(ncn2C)n1,64,94:09401:5:Z4216834958;94:09406:1:Z4342627706;94:09407:2:Z4342627771;
c1ccc2c(c1)NCC21CCNCC1,97,94:09401:5:Z3699812100;94:09401:7:Z4055911907;94:09402:9:Z5004662684;
Cc1cncnc1F,58,94:09401:5:Z3831869861;94:09402:7:Z3395619450;94:09403:4:Z3394318195;
O=C1CCNc2ccccc21,58,94:09401:5:Z2068241694;94:09401:5:Z4138052281;94:09401:8:Z1824153645;
c1nc2c([nH]1)CCNC21CCCCC1,16,94:09401:5:Z3314009568;94:09405:0:Z3314007182;94:09413:0:Z3314010936;
Cc1cc(C)c2c(n1)CCCC2,26,94:09401:5:Z4455475501;94:09402:6:Z2591125430;94:09411:7:Z2591206279;
C=C1CNC1,24,94:09401:5:Z3815292663;94:09401:6:Z3790671685;94:09404:1:Z4387108182;
C1NCC2COCC1C2,159,94:09401:5:Z3365979723;94:09401:5:Z3385816570;94:09402:0:Z3365982293;
C1CC2COCC(C1)N2,322,94:09401:5:Z2193227669;94:09401:9:Z4391069496;94:09402:7:Z4825919826;
Oc1nc2cnccc2[nH]1,39,94:09401:5:Z4326054999;94:09401:5:Z4240248627;94:09407:8:Z4319311735;
Cn1cnc2sc3c(c2c1=O)CCC3,17,94:09401:5:Z16746039;94:09404:9:Z4235735044;94:09413:2:Z2850646147;
Cn1cnc2cnc(N)nc21,66,94:09401:5:Z4228123583;94:09402:9:Z4227473548;94:09403:4:Z4230716962;
CC1(C)COCOC1,46,94:09401:5:Z2287848579;94:09401:9:Z3535867767;94:09402:1:Z3154075625;
C1=COCC1,42,94:09401:5:Z2774045973;94:09402:1:Z1683617466;94:09403:6:Z4251630764;
C1CC2CCNCC(C1)C2,125,94:09401:5:Z3437954552;94:09401:5:Z3628749941;94:09401:9:Z4487761837;
Cc1c(Cl)ccc2[nH]ccc12,86,94:09401:5:Z4186981364;94:09401:9:Z3140026572;94:09403:6:Z3201611198;
Clc1cc(Cl)c2c(c1)CNCC2,105,94:09401:5:Z3155073121;94:09402:9:Z2044258221;94:09407:8:Z2183141969;
c1cc2scnc2[nH]1,124,94:09401:5:Z4481257974;94:09402:6:Z4484854978;94:09404:0:Z4484920391;
Clc1ccc2cncnc2c1Cl,22,94:09401:5:Z3561666590;94:09415:2:Z2973255445;94:09424:3:Z2971091404;
Cc1cncc(=O)[nH]1,66,94:09401:5:Z4236506705;94:09402:0:Z3097777990;94:09402:9:Z4236501542;
CC1(C)CC(=O)NCCN1,169,94:09401:5:Z2918642356;94:09401:7:Z3473347476;94:09401:9:Z4511171375;
N=c1cc[nH][nH]1,256,94:09401:5:Z1145405442;94:09401:9:Z859126132;94:09403:0:Z1647712617;
Clc1ccc2c(c1Cl)CCNC2,107,94:09401:5:Z1408635730;94:09402:0:Z4613762038;94:09406:1:Z1015254996;
O=S1(=O)CCc2ncsc2C1,162,94:09401:5:Z2335378591;94:09402:3:Z2845494772;94:09403:8:Z4344700100;
O=C1CNC2(CCNCC2)N1,136,94:09401:5:Z3521556543;94:09401:5:Z3521554123;94:09401:6:Z3511045470;
Cn1c(N)cc(=O)n(C)c1=O,123,94:09401:5:Z2276399858;94:09402:1:Z3652594727;94:09402:6:Z3323100112;
CC1(C)CS(=O)CCN1,31,94:09401:5:Z3617160058;94:09401:8:Z4345744883;94:09403:6:Z3469798163;
CC1C2CNC1C2,38,94:09401:5:Z2610102418;94:09406:5:Z4611233033;94:09406:7:Z4576318599;
Cc1ccc(Cl)nn1,23,94:09401:5:Z2873139580;94:09402:0:Z4654300406;94:09411:4:Z2873134155;
CC1CC(C)(C)N1,64,94:09401:5:Z2068076636;94:09402:7:Z941868792;94:09403:0:Z1264519120;
NC1CNC2(CCCC2)C1,107,94:09401:5:Z3520190816;94:09401:8:Z3520182445;94:09403:2:Z3520189511;
Cc1cc2[nH]ncc2c(=O)[nH]1,37,94:09401:5:Z2881202093;94:09402:1:Z2881201711;94:09407:7:Z2881202795;
Cc1nn(C)c2cnc(Cl)nc12,83,94:09401:5:Z4991747153;94:09402:3:Z4991593136;94:09402:3:Z4991852479;
Cc1nc2c(F)cccc2cc1O,45,94:09401:5:Z4350589007;94:09401:5:Z4350656311;94:09404:2:Z4350180472;
Clc1cc2[nH]ccc2s1,67,94:09401:5:Z3360898619;94:09404:6:Z3630344531;94:09413:5:Z3641764294;
Cc1c(F)cccc1Cl,34,94:09401:5:Z4350697891;94:09401:6:Z4350350173;94:09402:2:Z4389984741;
c1cnc2c(c1)N1CCCC1CNC2,195,94:09401:5:Z4482193770;94:09402:4:Z3618237879;94:09402:6:Z3205260255;
O=c1[nH]c2c(s1)CCCC2,46,94:09401:5:Z1192214699;94:09401:9:Z1126753358;94:09403:7:Z1167092013;
Cc1cc(F)cc2c(=O)cc[nH]c12,163,94:09401:5:Z2091417576;94:09402:4:Z3914346456;94:09403:3:Z2637413732;
Cc1nc(O)c2ccccc2n1,62,94:09401:5:Z4271562352;94:09402:4:Z4271563664;94:09402:8:Z4271584370;
CC1NCCCO1,50,94:09401:5:Z3055814789;94:09403:4:Z4913206273;94:09406:3:Z3055812418;
C1CCC2=C(C1)CCCO2,27,94:09401:6:Z5020655048;94:09403:7:Z4251811979;94:09408:0:Z4257628559;
O=c1nc[nH]c2cc(F)ccc12,25,94:09401:6:Z1692587432;94:09404:7:Z1899749415;94:09409:1:Z1882173446;
O=S1(=O)NCc2ccccc21,134,94:09401:6:Z3609428086;94:09401:9:Z4238081823;94:09402:6:Z3652478217;
C1CC2(C1)NCCS2,141,94:09401:6:Z3610650960;94:09401:8:Z4250088672;94:09402:0:Z3610652571;
Cc1nnc2cccnn12,159,94:09401:6:Z729052104;94:09402:9:Z1217949398;94:09406:0:Z4273779372;
O=c1cc2c(n[nH]1)CCC2,170,94:09401:6:Z3199541643;94:09403:8:Z4472686758;94:09405:2:Z3078870700;
C1COCC2(C1)CCNC2,376,94:09401:6:Z2043307378;94:09401:8:Z2045839865;94:09402:3:Z2835874978;
Clc1ccc2c(c1)cc1n2CCNC1,113,94:09401:6:Z1857573490;94:09402:3:Z1856166853;94:09403:2:Z3374464439;
Cc1ccc2ccsc2n1,18,94:09401:6:Z4271180565;94:09418:3:Z3085572036;94:09426:2:Z2999320961;
Cc1cccc2c1C(=O)NCN2,11,94:09401:6:Z729939402;94:09401:8:Z4150963807;94:09408:3:Z729939432;
CC1(C)C=CCC1,7,94:09401:6:Z1686354847;94:09408:7:Z3369514487;94:09412:9:Z1890445313;
NC1CCC2(CCC2)NC1,108,94:09401:6:Z4422372311;94:09401:6:Z4422372553;94:09402:0:Z4422367652;
FC1CCCCCC1,122,94:09401:6:Z3842546670;94:09402:0:Z3857135398;94:09402:2:Z3857141449;
O=S1(=O)CCNC2CCCCN21,147,94:09401:6:Z3611245441;94:09402:8:Z3611244842;94:09404:3:Z3621391561;
O=C1COc2cccc(Cl)c2N1,10,94:09401:6:Z4082201697;94:09406:7:Z4082200082;94:09422:7:Z4082200148;
O=c1[nH]cnc2cc(F)c(F)cc12,29,94:09401:6:Z1273086012;94:09403:0:Z1207170869;94:09405:2:Z1207172656;
c1ccc2c(c1)CCCCCN2,115,94:09401:6:Z4113346158;94:09402:5:Z5024422572;94:09402:6:Z2196955014;
O=c1cc(O)[nH]cn1,23,94:09401:6:Z1449738642;94:09402:4:Z3499525172;94:09405:8:Z327535208;
Nc1ccnc(O)c1,65,94:09401:6:Z4296089638;94:09403:3:Z4293570525;94:09404:7:Z4287951411;
O=C1CCC(F)CC1,255,94:09401:6:Z4286525304;94:09401:8:Z4293607128;94:09402:0:Z4292941440;
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,31,94:09401:6:Z4458487856;94:09414:6:Z73702840;94:09418:2:Z1838207461;
O=C1NCCc2c(Cl)cccc21,135,94:09401:6:Z4406178830;94:09402:5:Z4601431879;94:09402:8:Z3508072928;
Fc1cccc2ocnc12,222,94:09401:6:Z3395939980;94:09402:1:Z3564138440;94:09403:1:Z3322673417;
CC1Cc2ccc(F)cc2CN1,185,94:09401:6:Z2711253056;94:09402:9:Z1657016144;94:09403:1:Z1971427053;
Cn1ncc2c(N)ncnc21,103,94:09401:6:Z2974595717;94:09402:2:Z3562294826;94:09402:4:Z1787534097;
C1CC2CC3(CC3)CC(C1)N2,69,94:09401:6:Z4191670574;94:09404:3:Z4200096576;94:09406:0:Z4200105058;
Cc1nscc1N,112,94:09401:6:Z3353468372;94:09402:6:Z3296527984;94:09402:9:Z3105354125;
OC1CC2CC1C(O)C2O,24,94:09401:6:Z4259662880;94:09402:4:Z4275909182;94:09407:2:Z4265497460;
Oc1cc[nH]n1,109,94:09401:6:Z4599738457;94:09401:6:Z4473993215;94:09401:6:Z4309114170;
Cc1cccnc1O,3,94:09401:6:Z4223079048;94:09412:3:Z4082269680;94:09499:6:Z3347028737;
CC1(C)CCCNc2ccccc21,43,94:09401:6:Z1883894702;94:09403:7:Z3542330565;94:09406:2:Z2635206391;
O=S1(=O)CCNNCC1,166,94:09401:6:Z3175521499;94:09401:6:Z3060274982;94:09401:7:Z3187993964;
Cc1ccc2cnccc2n1,54,94:09401:6:Z3869891954;94:09401:7:Z4456386921;94:09403:0:Z5023267786;
FC1(F)CCNC2(CCC2)C1,119,94:09401:6:Z4313872740;94:09402:4:Z4097491614;94:09402:5:Z4097483640;
NC1CNC2(CCCCC2)C1,114,94:09401:6:Z3510831632;94:09402:7:Z4205214454;94:09403:7:Z4079410988;
Fc1ccc2cncnc2c1,144,94:09401:6:Z2568666093;94:09402:3:Z3393503575;94:09402:4:Z2614624970;
Oc1nccc2c1CNCC2,108,94:09401:6:Z4961291448;94:09402:8:Z4962993746;94:09402:8:Z4962868874;
NC1CNc2ccccc2C1,107,94:09401:6:Z3773583555;94:09402:7:Z2466181451;94:09402:9:Z2369992087;
c1cnc2c(c1)CCCCC2,85,94:09401:6:Z2770372361;94:09402:8:Z3505252638;94:09404:4:Z3808857337;
Fc1ccn2ccnc2c1,10,94:09401:6:Z3154742916;94:09407:4:Z3253789796;94:09418:2:Z3094651291;
