fragment_smiles,occurences,example_ligands
O=c1[nH]ncc2c3n(cc12)CCCC3,4,3:00305:8:Z3253669648;3:00316:8:Z3253662304;3:00358:7:Z3253666064;
Cc1ccc2nc(C)n(C)c2n1,63,3:00305:8:Z3844007932;3:00307:3:Z3987539551;3:00307:7:Z3983074998;
O=C1NNCc2ccccc21,23,3:00305:8:Z3345190239;3:00305:8:Z3345190262;3:00305:8:Z3345190072;
C1CC2COCC3(CNCOC3)N2C1,20,3:00305:8:Z3599101299;3:00305:8:Z3609481361;3:00306:0:Z3599110592;
Oc1ncnc2c1CCC2,30,3:00305:9:Z3019613833;3:00312:4:Z3341267213;3:00312:7:Z1614875796;
C1CNC2CCC3(CC2C1)OCCO3,21,3:00305:9:Z4030878116;3:00310:3:Z3385755706;3:00310:3:Z3794860171;
O=c1[nH]ccn2cncc12,4,3:00305:9:Z4169206812;3:00343:2:Z4169193940;3:00371:9:Z4169191060;
Cc1cccc2n[nH]cc12,22,3:00305:9:Z4236569363;3:00309:4:Z4236569899;3:00316:7:Z4236570456;
Cc1cc(Cl)cc2[nH]c(=O)oc12,9,3:00305:9:Z3633858589;3:00321:9:Z3339610668;3:00356:4:Z3800214831;
C1=CC2(C1)CCOC2,4,3:00305:9:Z4209423533;3:00317:0:Z4209520117;3:00349:3:Z4209595223;
Oc1ccc2c(n1)CNC2,13,3:00305:9:Z2947762037;3:00308:1:Z2949191071;3:00312:1:Z4342781612;
Cc1cc2ncsc2cc1F,31,3:00305:9:Z3369597029;3:00306:0:Z2987456971;3:00307:2:Z2987456511;
Clc1cccc2c1NCCN2,7,3:00305:9:Z1717447557;3:00325:3:Z2774870976;3:00334:3:Z1716803049;
O=C1NS(=O)(=O)c2ccc(F)cc21,20,3:00305:9:Z2442321929;3:00313:1:Z3341397434;3:00313:7:Z3799347960;
C=C1CNC1,50,3:00305:9:Z3506010848;3:00312:8:Z3506012744;3:00315:0:Z3777035708;
O=c1[nH]ncc2c1oc1ccccc12,3,3:00305:9:Z2982134294;3:00337:5:Z2982135511;3:00349:7:Z2982117852;
CN1CCC(=O)NCC1=O,9,3:00305:9:Z4208575827;3:00327:0:Z4108319936;3:00334:3:Z4208575587;
Cn1ccc2c(O)ncnc21,5,3:00305:9:Z4522213823;3:00312:9:Z4134347084;3:00322:5:Z4151852308;
Clc1cccc2ccsc12,130,3:00305:9:Z4860207967;3:00306:0:Z2876775307;3:00306:6:Z2453866267;
Cn1c(=O)c2c[nH]nc2n(C)c1=O,2,3:00305:9:Z2993325719;3:00377:4:Z2193980369;
CC1CCN(C)c2ccccc2N1,26,3:00305:9:Z2161569492;3:00307:7:Z3494423571;3:00310:0:Z2037045453;
C1CC2CNC2CN1,7,3:00305:9:Z3727356173;3:00305:9:Z2408049486;3:00334:2:Z2641867887;
CN1CCCC2CCCCC21,42,3:00306:0:Z4504347229;3:00306:0:Z4502455423;3:00307:4:Z4502456465;
C1CC12CCC1(CC1)CC2,7,3:00306:0:Z4224240412;3:00319:8:Z4224239036;3:00359:7:Z4224239433;
Cc1ccc(F)c(O)c1,120,3:00306:0:Z4295498091;3:00306:4:Z4294344431;3:00306:4:Z4288876344;
CC1(C)CC2(CCN2)CC(C)(C)O1,45,3:00306:0:Z4031752434;3:00312:9:Z4031752083;3:00316:6:Z4031750598;
Clc1cc(Cl)c2c(Cl)csc2c1,8,3:00306:0:Z1155501990;3:00325:8:Z1662903169;3:00330:9:Z277900348;
Cc1cc2cccc(C)c2s1,8,3:00306:0:Z2704244014;3:00306:0:Z2370650760;3:00337:2:Z2370588995;
Fc1cc(Cl)c2c(c1)CCCN2,12,3:00306:0:Z2774661497;3:00317:5:Z4376814343;3:00317:9:Z4129872586;
Cc1cc2c(Cl)cccc2[nH]1,11,3:00306:0:Z4109214173;3:00337:7:Z4115950540;3:00339:7:Z4119036635;
c1ccc2c(c1)C1CCC2NC1,18,3:00306:0:Z4293846302;3:00308:4:Z2860630311;3:00308:4:Z3134254620;
c1ccc2c(c1)ncc1cccn12,11,3:00306:0:Z3080117666;3:00310:9:Z2610262278;3:00319:8:Z3079086918;
Cc1cc(N)ccn1,19,3:00306:1:Z4453176146;3:00314:6:Z4453174845;3:00315:7:Z4453176087;
FC12CNCCC1CNC2,6,3:00306:1:Z4029847495;3:00314:1:Z4033128047;3:00339:4:Z4029828249;
O=c1[nH]c2ccncc2o1,4,3:00306:1:Z4522070858;3:00327:1:Z4522070895;3:00383:1:Z4522071927;
Fc1ccc2sccc2c1F,38,3:00306:1:Z4541448810;3:00306:4:Z4541763437;3:00309:2:Z4541777151;
Fc1cc2cncnc2cc1Cl,17,3:00306:1:Z4187506653;3:00315:6:Z4187510116;3:00319:4:Z4187504512;
O=S1(=O)CC23CCCCC2(CNC3)C1,26,3:00306:1:Z4230003594;3:00313:4:Z3055283855;3:00314:7:Z3018698976;
O=c1cc2c(c[nH]1)COCC2,33,3:00306:1:Z4238180222;3:00307:2:Z4217064112;3:00308:9:Z4217063156;
Fc1cc(F)c2c(c1)NCCO2,31,3:00306:1:Z4416211189;3:00307:6:Z4127466906;3:00311:3:Z4685997425;
Cc1cc2[nH]c(=O)ccn2n1,61,3:00306:1:Z1005541702;3:00306:5:Z1188930925;3:00311:1:Z1654748310;
Cc1cc2c(=O)n(C)cnc2o1,29,3:00306:1:Z2410828811;3:00306:6:Z917530714;3:00308:0:Z99134783;
Clc1ccnc2cnccc12,51,3:00306:1:Z4218215070;3:00306:6:Z4320389449;3:00312:0:Z4325805880;
Cn1cnc(=O)c2[nH]cnc21,14,3:00306:1:Z3815060671;3:00308:1:Z3815059356;3:00313:1:Z3815058161;
O=c1nc[nH]c2cnccc12,35,3:00306:2:Z4239950484;3:00309:1:Z4239943097;3:00312:6:Z4239943094;
Fc1cc(F)c2c(c1)C1(CCC2)CC1,5,3:00306:2:Z3781209341;3:00311:2:Z3508338474;3:00390:7:Z3508531285;
Oc1ccc2c(c1)CCCCN2,23,3:00306:2:Z3055530206;3:00315:2:Z3055532504;3:00315:2:Z3583343076;
Clc1ccc2c(c1)NCCCS2,35,3:00306:2:Z4374485076;3:00314:3:Z1354840112;3:00317:1:Z1989704295;
O=C1Cc2cccc(F)c2N1,41,3:00306:2:Z2959814540;3:00306:2:Z2960452474;3:00306:2:Z2960452332;
Cc1ccnc2onc(C)c12,9,3:00306:2:Z4216592074;3:00343:8:Z4216591271;3:00344:2:Z4216592594;
c1ccc2c(c1)CNC1(CC1)C2,11,3:00306:3:Z3715745275;3:00312:5:Z3701479665;3:00320:3:Z3715748932;
Fc1cccc2c1OCCCC2,61,3:00306:3:Z2378603714;3:00311:9:Z2635755762;3:00312:5:Z3299637190;
CC12CCC(C1)C2(C)C,67,3:00306:3:Z4923942316;3:00307:1:Z4923189492;3:00308:8:Z4921644457;
CN1CCNc2cncnc21,28,3:00306:3:Z4132919017;3:00310:3:Z4132909127;3:00310:4:Z4132918445;
Cc1nnc(N)[nH]1,31,3:00306:3:Z2913397895;3:00312:3:Z2913399489;3:00327:5:Z2913399072;
Cc1ccc(C)c2c(C)coc12,29,3:00306:3:Z917536352;3:00324:4:Z2073391909;3:00325:6:Z812536516;
Nc1nc(=O)cc[nH]1,7,3:00306:3:Z4000775057;3:00320:1:Z3505945653;3:00342:9:Z4414840646;
Cc1c[nH]c2ccccc2c1=O,18,3:00306:3:Z4216395814;3:00317:9:Z4216395819;3:00331:7:Z4216398346;
Oc1ncnc2[nH]ncc12,9,3:00306:3:Z3523161756;3:00306:5:Z3484498434;3:00329:3:Z3505669137;
c1cc2c(s1)C1(CCNCC1)OCC2,16,3:00306:3:Z1618265331;3:00311:5:Z1618855423;3:00324:1:Z1618266082;
Fc1ccc2c(c1)OCCCC2,78,3:00306:3:Z3362385265;3:00307:5:Z1827856992;3:00307:6:Z1607978935;
C=C1CCC2(CC1)CC2,11,3:00306:3:Z4188636872;3:00307:1:Z4188637411;3:00333:0:Z4960667640;
c1ccc2c(c1)sc1ccsc12,2,3:00306:4:Z1428274992;3:00335:8:Z109234292;
Cc1n[nH]c(=O)s1,82,3:00306:4:Z1899841014;3:00309:8:Z4427266762;3:00310:4:Z3799307092;
O=C1CNc2cccnc2N1,39,3:00306:4:Z4768400403;3:00307:5:Z4768828879;3:00309:1:Z4223347361;
O=c1[nH]cnc2c1oc1ccccc12,14,3:00306:4:Z2905014149;3:00309:8:Z202523372;3:00310:3:Z1607725237;
O=c1nc[nH]c2ccccc12,69,3:00306:4:Z4513520177;3:00306:7:Z3366221992;3:00306:8:Z3366210158;
CC1(C)OCc2cncnc21,47,3:00306:4:Z3293604431;3:00310:4:Z4362600472;3:00310:7:Z4362606483;
Cc1cc(N)on1,46,3:00306:4:Z325420496;3:00307:0:Z2780495199;3:00308:3:Z325419734;
CC1C(=O)NCC(=O)N1C,13,3:00306:4:Z4208561954;3:00337:8:Z4208578831;3:00337:8:Z4208531100;
O=c1nc2cc[nH]n2c2ccccc12,4,3:00306:4:Z805853802;3:00317:0:Z796112212;3:00330:2:Z796112204;
Cc1cc(=O)n2c(n1)CCCC2,20,3:00306:4:Z4027882160;3:00328:0:Z4032933085;3:00335:4:Z4032818067;
c1ncc2c(n1)C1CCC2C1,23,3:00306:4:Z4648758287;3:00307:0:Z4648756218;3:00312:9:Z4648753782;
c1nc2c(ccc3ncsc32)s1,13,3:00306:4:Z4217096823;3:00308:3:Z2964600856;3:00308:3:Z2964600818;
O=S1(=O)CCc2nncn2CC1,3,3:00306:5:Z2768784968;3:00359:1:Z2768785127;3:00384:5:Z2768784976;
Cc1cc(=O)n2[nH]cnc2n1,27,3:00306:5:Z2660793678;3:00307:5:Z2660789929;3:00312:3:Z4122168424;
CC1Cc2cc(F)ccc2C(C)N1,27,3:00306:5:Z1647847717;3:00306:8:Z1571112261;3:00314:6:Z2272933104;
O=c1[nH]ncc2cccc(O)c12,4,3:00306:5:Z2789924432;3:00334:9:Z2789967467;3:00387:9:Z2790111173;
O=S1(=O)CCc2c(Cl)cccc21,9,3:00306:5:Z4705510589;3:00310:0:Z3384096589;3:00324:9:Z3384092004;
c1ccc2c(c1)CCC21CNCCO1,31,3:00306:5:Z1569338764;3:00306:7:Z1506270004;3:00308:8:Z1508101705;
O=c1cnc2ccncc2[nH]1,13,3:00306:5:Z3638767925;3:00308:8:Z3344100307;3:00309:9:Z3344090483;
Oc1ccsn1,11,3:00306:5:Z4223104566;3:00329:9:Z4960687282;3:00353:9:Z4223429349;
CC1(C)NCCCC1O,44,3:00306:5:Z4442401556;3:00309:2:Z4442402771;3:00309:6:Z4442418705;
CN1C(=O)CCNc2ccccc21,29,3:00306:5:Z3645373130;3:00309:1:Z4312835067;3:00312:7:Z1647721945;
Clc1cc(Cl)c2c(c1)NCCC2,11,3:00306:6:Z4652698001;3:00307:0:Z2326384003;3:00311:8:Z4129702586;
CC1(O)CCNCC1O,12,3:00306:6:Z4961976650;3:00309:0:Z4961979918;3:00321:8:Z4961978864;
CC1(C)Nc2ccccc2C1N,6,3:00306:6:Z2776461612;3:00306:8:Z2776462587;3:00374:0:Z2776458584;
Cn1c(=O)c2ccccc2n2cnnc12,6,3:00306:6:Z2918213796;3:00364:8:Z151739322;3:00383:0:Z151737482;
CC1(C)Oc2ccccc2NC1=O,9,3:00306:6:Z4387168950;3:00307:0:Z4351746515;3:00307:0:Z4351666467;
Cc1ccc(F)c2c1NCCC2,22,3:00306:6:Z1852273220;3:00306:6:Z1246081345;3:00308:6:Z2235296064;
Cc1ccc2cc(Cl)cc(C)c2n1,5,3:00306:6:Z4341949926;3:00313:7:Z1212703948;3:00340:4:Z4343657704;
CC1CNc2ccccc2CN1,13,3:00306:6:Z3237327724;3:00311:3:Z4344598945;3:00349:2:Z2354875203;
OC1CC2(CNC2)n2ccnc21,42,3:00306:7:Z4262969623;3:00307:9:Z4614374147;3:00309:3:Z4262993285;
CC1CC2CC(C2)O1,3,3:00306:7:Z4956903450;3:00382:5:Z4956901948;3:00393:9:Z4956902473;
CC1CCNc2c(O)cccc21,43,3:00306:7:Z3253367498;3:00306:7:Z3105677818;3:00311:3:Z2452772016;
Cc1cc(N)sc1C,30,3:00306:7:Z4254125572;3:00310:7:Z4254115748;3:00313:9:Z4254120690;
Clc1cccc2cnoc12,2,3:00306:7:Z4579091875;3:00379:1:Z4579092236;
Cc1nn(C)c2c(=O)[nH]ncc12,7,3:00306:7:Z2832702462;3:00317:4:Z2613945172;3:00321:9:Z2790029801;
O=c1[nH]ccc2ccc(F)cc12,19,3:00306:8:Z2852564571;3:00313:8:Z2169455222;3:00318:9:Z3339355527;
CC1(C)CNc2ccccc2S1,13,3:00306:8:Z1481671305;3:00315:0:Z1391907912;3:00316:9:Z2318761412;
Cc1n[nH]c(=O)c2ccccc12,20,3:00306:8:Z3789699426;3:00311:1:Z1998347571;3:00311:4:Z4449745700;
O=c1[nH]cnc2cc(Cl)ccc12,69,3:00306:8:Z1558644291;3:00307:3:Z3315598626;3:00307:3:Z3323115027;
Cc1cccc2c1ncn2C,5,3:00306:8:Z3505655988;3:00322:9:Z4504716221;3:00328:2:Z3777270180;
c1ccc2c(c1)CNCC1CCCN21,42,3:00306:8:Z2843392400;3:00306:8:Z2843389687;3:00312:7:Z3363979687;
Clc1ccc2cccnc2c1Cl,39,3:00306:8:Z2368195090;3:00306:8:Z2368293367;3:00306:8:Z2368461617;
Cc1cccc(=O)o1,21,3:00306:8:Z4342022851;3:00308:3:Z4342047698;3:00319:1:Z4341999796;
Cc1cc(=O)[nH]c2ccccc12,43,3:00306:8:Z2647203532;3:00311:1:Z2145654094;3:00313:3:Z4053525581;
Cc1ccc2c(c1)CC(=O)N2,5,3:00306:8:Z4168841715;3:00319:3:Z4165388445;3:00338:4:Z4387206338;
O=c1[nH]c(=O)c2ccc(Cl)cc2[nH]1,13,3:00306:9:Z4080747320;3:00312:1:Z4080791613;3:00312:1:Z1503718700;
Cc1cc2c(=O)[nH]nnc2s1,25,3:00306:9:Z4168578273;3:00307:8:Z4151387472;3:00310:7:Z4341512300;
O=C1CCOc2c(F)cccc21,9,3:00306:9:Z3340098263;3:00306:9:Z3340098044;3:00331:6:Z3638754571;
C1=NCC2CCCCN1C2,36,3:00306:9:Z4209859573;3:00307:3:Z3861910040;3:00307:3:Z3861905112;
CC1(C)CCc2ccc(=O)[nH]c2C1,14,3:00306:9:Z3382846996;3:00316:9:Z3295670476;3:00333:2:Z3294796284;
Fc1cc(Cl)cc2c1NCCC2,18,3:00306:9:Z1349445127;3:00315:9:Z4125879107;3:00322:6:Z1167296297;
Nc1cnc(Cl)c(O)n1,41,3:00306:9:Z4288715619;3:00311:0:Z1558469192;3:00312:8:Z1558411168;
Cc1n[nH]c(=O)c2noc(C)c12,6,3:00306:9:Z2506135536;3:00308:8:Z2790141947;3:00319:7:Z3064943208;
Cc1oc2ncncc2c1C,10,3:00306:9:Z3076886146;3:00328:8:Z1316870456;3:00341:0:Z1227841905;
Cc1c(Cl)cnc2ccccc12,29,3:00307:0:Z848839262;3:00314:1:Z1779645683;3:00328:5:Z4315366223;
Fc1cccc2c1CSCC2,53,3:00307:0:Z3888985293;3:00307:0:Z3888967994;3:00311:0:Z3889017507;
CC1CNc2c(F)cccc2C1,32,3:00307:0:Z3877943527;3:00311:4:Z2792271246;3:00312:0:Z2823513872;
Nc1cc(N)ncn1,55,3:00307:0:Z4297161325;3:00308:7:Z1376467829;3:00310:0:Z2588979666;
O=c1cc2c(n[nH]1)COCC2,3,3:00307:0:Z3340149784;3:00326:1:Z3340148826;3:00370:1:Z3814936496;
NC1Cc2cccnc2NC1=O,7,3:00307:0:Z4504725018;3:00347:5:Z4917865893;3:00356:1:Z2998076730;
Cn1ncc2c1CCS(=O)(=O)C2,19,3:00307:1:Z5034069639;3:00308:7:Z5034074664;3:00314:9:Z5033532452;
CC1CC=NNC1=O,9,3:00307:1:Z2790002614;3:00313:8:Z4443087809;3:00321:8:Z2790106711;
Cc1ccc2ccc(F)c(F)c2n1,28,3:00307:1:Z2358721222;3:00308:3:Z3077212476;3:00318:3:Z1929696982;
NC1CCNc2cc(F)ccc21,54,3:00307:1:Z4448726286;3:00307:6:Z4454641578;3:00311:1:Z4448730130;
O=c1cc2n(c(=O)[nH]1)CCOC2,8,3:00307:1:Z5058511759;3:00323:8:Z5060077567;3:00323:8:Z5058512919;
O=c1nc2cccccc-2[nH]1,14,3:00307:1:Z3339813671;3:00313:7:Z3339813650;3:00324:1:Z3339813630;
CC1NCCc2c(Cl)cc(Cl)cc21,27,3:00307:2:Z2703564261;3:00308:7:Z4206134899;3:00308:7:Z4144381606;
O=c1cnnc2scnn12,3,3:00307:2:Z4385150517;3:00313:7:Z2588975801;3:00335:0:Z1554177798;
CN1CCc2ccc(F)cc2C1,14,3:00307:2:Z3500544561;3:00314:5:Z3500544177;3:00321:0:Z3500545174;
O=S1(=O)CCC(F)C1,5,3:00307:3:Z4570990741;3:00327:5:Z4594441966;3:00327:5:Z4562679153;
Cc1cc(C)c2cccnc2c1,25,3:00307:3:Z3406921391;3:00307:3:Z3408143641;3:00307:3:Z3407395351;
CC1C(=O)Nc2ccccc2N1C,9,3:00307:3:Z1629030773;3:00307:3:Z1347769428;3:00311:0:Z2965086816;
Cc1csc2ncnc(N)c12,45,3:00307:3:Z4770998661;3:00307:8:Z4770479789;3:00308:5:Z4770625632;
Cc1cnc(N)s1,2,3:00307:3:Z275127546;3:00394:6:Z48847497;
Cc1ccc2sc(=O)n(C)c2c1,34,3:00307:3:Z2914136820;3:00307:6:Z4284681898;3:00309:1:Z2914134609;
O=C1NCCNc2ccsc21,13,3:00307:3:Z2166365054;3:00308:2:Z1144444767;3:00331:7:Z1218114639;
O=c1[nH]ncc2c(Cl)cccc12,4,3:00307:4:Z3773599843;3:00348:4:Z3773599663;3:00393:5:Z3773599135;
CC1(C)CCc2ccc(F)cc2O1,12,3:00307:4:Z1443064264;3:00308:4:Z1438234226;3:00308:4:Z4002152051;
C=C1CCC(F)(F)CC1,40,3:00307:4:Z4387202201;3:00310:3:Z4387200916;3:00312:1:Z4387198087;
CC1CNCCC12CCCN(C)C2,57,3:00307:4:Z4352486934;3:00311:2:Z4346614583;3:00311:9:Z4346614035;
CN1CCn2cnnc2C1=O,19,3:00307:4:Z4914546981;3:00308:6:Z3313897846;3:00309:6:Z3870332262;
O=c1[nH]cnc2cc(Cl)cc(Cl)c12,10,3:00307:4:Z2442351078;3:00309:6:Z4875888227;3:00326:2:Z3799363961;
Fc1cccc2c1NCC21CCCC1,15,3:00307:4:Z1870845680;3:00310:3:Z2225605445;3:00318:0:Z4205044146;
Clc1ccc2c(c1)CCCCN2,17,3:00307:4:Z2675630717;3:00309:8:Z2675629868;3:00316:4:Z2675629696;
CC1(C)Cc2ccccc2C1N,22,3:00307:4:Z2904320317;3:00315:8:Z2723012132;3:00322:1:Z4224202891;
O=C1CCCCc2ccccc2N1,11,3:00307:5:Z4251903694;3:00319:9:Z4253443048;3:00329:0:Z4257929213;
Cc1cnc(=O)[nH]c1,37,3:00307:5:Z3633830097;3:00308:4:Z2613780426;3:00311:5:Z2365231397;
O=C1CC(O)c2cc(Cl)ccc2N1,12,3:00307:5:Z4323626076;3:00307:5:Z4320098815;3:00307:5:Z4323638129;
Cc1sc2ncn(C)c(=O)c2c1C,12,3:00307:5:Z4445051351;3:00318:2:Z1688191499;3:00320:6:Z2217381429;
O=S1(=O)Cc2ccc(F)cc2N1,10,3:00307:5:Z4562197640;3:00315:2:Z2993874302;3:00331:2:Z4630042072;
OC1CSC=N1,11,3:00307:5:Z4621472768;3:00307:5:Z4267349631;3:00316:6:Z4274752558;
c1nc2cc3c(cc2[nH]1)OCO3,11,3:00307:5:Z2304866816;3:00309:3:Z2304869425;3:00322:6:Z2842528364;
O=C1NCNc2cc(F)c(F)cc21,11,3:00307:5:Z2830960323;3:00312:9:Z2830960506;3:00323:4:Z2830959146;
Cn1cncc1N,43,3:00307:5:Z4254697555;3:00308:0:Z4762178400;3:00308:7:Z4254699669;
Cc1cccc2c1C(C)CC2=O,7,3:00307:5:Z2371567765;3:00309:9:Z3340667112;3:00326:1:Z3799028946;
CC1(C)CC(C)(C)CC2(CCN2)C1,7,3:00307:5:Z4276383803;3:00317:6:Z4276383801;3:00326:2:Z4401583268;
O=C1C2CC3CC(C2)CC1C3,22,3:00307:5:Z3627869418;3:00309:8:Z3932638866;3:00310:0:Z3356091258;
c1ccc2c(c1)Cc1ccnnc1-2,22,3:00307:6:Z3829432674;3:00311:1:Z3828336060;3:00315:5:Z3830641397;
Cc1cc2[nH]ncc2c(=O)[nH]1,7,3:00307:6:Z3947649182;3:00334:1:Z2881203863;3:00344:9:Z3999166617;
c1ccc2c(c1)NCC1CCCCN21,15,3:00307:6:Z2703636481;3:00315:8:Z2219797531;3:00316:6:Z2872375965;
Cn1[nH]c(=O)c2cccnc21,7,3:00307:6:Z4427013041;3:00310:4:Z2722945540;3:00333:5:Z3523129187;
CC1CC(=O)N(C)c2ccccc21,15,3:00307:7:Z2712424859;3:00309:0:Z2829757392;3:00323:2:Z2722401194;
c1ccc2c(c1)Cn1nncc1CN2,8,3:00307:7:Z4148505403;3:00307:7:Z4283941066;3:00309:8:Z3353211501;
FC1(F)CCC2(CCCCN2)CC1,28,3:00307:7:Z4095448449;3:00307:7:Z4095452349;3:00309:2:Z3883007171;
Cn1cc2nc[nH]c(=O)c2c1,20,3:00307:7:Z3500225364;3:00316:8:Z3500223204;3:00319:8:Z3500222832;
O=c1[nH]cnc2[nH]ccc12,28,3:00307:7:Z1899613852;3:00308:3:Z4000745925;3:00314:0:Z3339411880;
Cc1nc2c([nH]1)C1CCCNC1CC2,18,3:00307:7:Z3620544571;3:00312:7:Z3394932387;3:00320:0:Z4406877572;
c1ccc2c(c1)CC1(CCCC1)C2,18,3:00307:7:Z4258040162;3:00315:3:Z4352933882;3:00317:7:Z4341810029;
Cc1ccc(Cl)c2c1NCCC2,16,3:00307:7:Z2774589333;3:00315:6:Z4129848146;3:00316:4:Z2816438573;
CC1C=CCC1,15,3:00307:7:Z3861965122;3:00308:7:Z3862009290;3:00309:3:Z3861918111;
CC1Oc2ccccc2O1,27,3:00307:8:Z1798732948;3:00311:6:Z3353144385;3:00323:9:Z2074940234;
O=C1CC2(CCNCC2)CCN1,27,3:00307:8:Z3383285143;3:00311:9:Z4056627575;3:00313:5:Z3380519011;
CN1c2ccccc2NCC1(C)C,3,3:00307:8:Z2998128754;3:00387:5:Z3512104557;3:00388:0:Z2998092223;
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,12,3:00307:8:Z1993856407;3:00316:6:Z167801608;3:00332:6:Z96224422;
Cc1coc2c1C(=O)CC(C)(C)C2,10,3:00307:8:Z1645584590;3:00308:4:Z2414586421;3:00334:8:Z1250756105;
O=C1NS(=O)(=O)c2ccc(Cl)cc21,12,3:00307:8:Z4458880367;3:00312:5:Z4458880270;3:00320:9:Z4458880003;
Oc1ncnc2cc(Cl)ccc12,23,3:00307:8:Z4929662182;3:00317:5:Z3558472825;3:00318:5:Z3556345022;
c1ccc2c(c1)[nH]c1nncn12,9,3:00307:8:Z1587468053;3:00317:9:Z1728396666;3:00323:0:Z2917891285;
O=C1NCCCCCCNC2CCCC12,10,3:00307:9:Z2599814419;3:00311:9:Z2605387796;3:00322:4:Z4315308859;
O=c1c2ccccc2nc2n1CCC2,7,3:00307:9:Z2453352718;3:00333:2:Z1742968504;3:00335:7:Z25291219;
Oc1ccc2[nH]ccc2c1,38,3:00307:9:Z3861448794;3:00310:3:Z3206994007;3:00310:3:Z3206994116;
O=c1[nH]cnc2sc3c(c12)CCSC3,8,3:00307:9:Z2863971578;3:00314:7:Z405939654;3:00317:0:Z3253737858;
C1=CC2(CCC2)Oc2ccccc21,6,3:00307:9:Z2870727023;3:00324:9:Z3053956001;3:00358:7:Z2897380582;
Cc1nc2ccc(Cl)cc2[nH]1,38,3:00308:0:Z4350950611;3:00313:4:Z4349301898;3:00315:6:Z4348016915;
Fc1ccc2n[nH]nc2c1,4,3:00308:0:Z3828206670;3:00308:1:Z3828195922;3:00311:1:Z3828181878;
FC1(F)C2CC3C(C2)C31,44,3:00308:0:Z4170445965;3:00308:2:Z4177642746;3:00310:9:Z4174172849;
O=C1CNN1,53,3:00308:0:Z4278043827;3:00311:7:Z4278044906;3:00313:4:Z4278044365;
O=S1(=O)CCN2C=CC=CC2=N1,5,3:00308:1:Z1959819760;3:00314:3:Z1959748811;3:00326:7:Z1664611362;
CN1CCCNc2cnccc21,40,3:00308:1:Z4147312543;3:00315:6:Z4346610388;3:00315:8:Z4147315034;
O=C1NCS(=O)(=O)c2ccccc21,3,3:00308:1:Z3506314044;3:00310:9:Z4224234772;3:00377:8:Z4223517022;
O=C1CC2C(=O)NCCN2C(=O)CN1,2,3:00308:1:Z4009017369;3:00345:1:Z4009017257;
Oc1nccc2cnccc12,3,3:00308:1:Z4224028496;3:00346:0:Z4504713622;3:00357:3:Z4918950665;
Cc1ccc2nc[nH]c2c1F,3,3:00308:1:Z4458808713;3:00342:4:Z4458664670;3:00362:1:Z4458744718;
O=c1cc2ccccc2n[nH]1,11,3:00308:2:Z4862868071;3:00311:4:Z2789333664;3:00326:2:Z4014605620;
CC1(C)NCc2c1[nH][nH]c2=O,6,3:00308:2:Z4266342568;3:00308:2:Z4266341304;3:00308:2:Z4264661038;
Cc1cc(=O)n2ncnc2[nH]1,49,3:00308:2:Z4427308484;3:00311:4:Z4427305655;3:00311:5:Z4427306728;
Cc1ccc(F)c(F)c1,11,3:00308:2:Z2613714093;3:00319:9:Z2040890280;3:00321:1:Z2040889974;
C1CC2(CCO1)OC1CC2C1,6,3:00308:3:Z3646422649;3:00310:4:Z4190931448;3:00313:5:Z3498811463;
O=S1(=O)CCCCC12CCOCC2,4,3:00308:3:Z4230744392;3:00372:8:Z3395125092;3:00390:1:Z3598079864;
O=c1[nH]ncc2cn[nH]c12,4,3:00308:3:Z2789933326;3:00371:4:Z3253692907;3:00388:4:Z3253691580;
c1ccc2c(c1)ncc1nnnn12,35,3:00308:3:Z2969424342;3:00314:1:Z3870200539;3:00315:2:Z4185024741;
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,11,3:00308:3:Z3343489252;3:00323:0:Z3799458034;3:00325:3:Z3343489926;
O=c1[nH]cnc2cc(F)c(F)cc12,23,3:00308:3:Z1207173904;3:00310:1:Z4385198407;3:00310:1:Z4445937721;
Cc1cc(=O)c2ccccc2o1,2,3:00308:3:Z3340024610;3:00364:5:Z3340024232;
Cc1ccc2c(c1)SCCCN2,31,3:00308:3:Z1745987544;3:00310:6:Z2777606035;3:00316:5:Z3550664921;
CC1CC(=O)NCC(=O)N1,22,3:00308:4:Z4009007808;3:00308:4:Z4009007057;3:00308:4:Z4009006926;
C1=COCCN1,6,3:00308:4:Z3466516599;3:00310:3:Z3708956737;3:00328:8:Z3553746556;
c1cc2cc3c(cc2o1)OCO3,2,3:00308:4:Z3433741850;3:00312:2:Z2040398298;
Cc1cccc2c1CC(C)(C)NC2,21,3:00308:4:Z4284367662;3:00316:3:Z2303787203;3:00318:5:Z2714081877;
c1ccn2c(c1)nc1sccc12,23,3:00308:4:Z3202510162;3:00311:2:Z4210396523;3:00311:5:Z2184757958;
Cn1ccc(N)cc1=O,4,3:00308:4:Z4223167579;3:00334:3:Z4223303567;3:00337:9:Z4223663913;
FC12COC(C1)C2,16,3:00308:5:Z5002914534;3:00319:6:Z5002913736;3:00330:5:Z5002918711;
O=c1[nH]cnc2c(F)c(F)ccc12,9,3:00308:5:Z4000129467;3:00316:9:Z4000128549;3:00319:7:Z4000127677;
NC1CC2(C1)NCCN1CCCC12,24,3:00308:5:Z3040201784;3:00315:5:Z3364241621;3:00323:6:Z4055234008;
