fragment_smiles,occurences,example_ligands
O=C1CNc2ccc(Cl)cc2N1,18,90:09009:8:PV-003880685471;90:09011:7:PV-002393775546;90:09022:3:PV-003034715065;
C1CNC2(CCC2)OC1,9,90:09009:9:PV-003033070276;90:09012:9:PV-003033471262;90:09018:6:PV-003034235166;
Cc1cc(C)n(C)c(=O)c1,51,90:09009:9:PV-003033078014;90:09011:2:PV-003033251983;90:09011:8:PV-006634039337;
FC=C1CCCNC1,41,90:09009:9:PV-003033079047;90:09012:3:PV-003033392503;90:09012:3:PV-003033392504;
Nc1nc(Cl)nc2[nH]cnc12,11,90:09009:9:PV-003880719185;90:09014:2:PV-003882191294;90:09016:7:PV-006639030903;
O=S1(=O)CCN2CCNCC2C1,24,90:09009:9:PV-006632045641;90:09012:6:PV-002135044674;90:09013:9:PV-003882068442;
FC1(F)CC2CCCC(C1)N2,24,90:09009:9:PV-006632113487;90:09011:3:PV-002135016689;90:09024:6:PV-002187036853;
O=c1[nH]cc(F)c2ccccc12,4,90:09009:9:PV-006632115074;90:09024:6:PV-003035022943;90:09042:3:PV-003037381612;
CC1CNCc2cncnc21,33,90:09010:0:PV-006632143266;90:09014:9:PV-003882417605;90:09023:2:PV-006645583925;
N=S1(=O)CCC2(CCNC2)CC1,23,90:09010:0:PV-006632161161;90:09019:2:PV-006641457013;90:09025:1:PV-003035091224;
O=c1[nH]ncc2[nH]cnc12,8,90:09010:0:PV-003033083260;90:09010:1:PV-003033100250;90:09021:6:PV-004136906477;
CN1CCn2nccc2C1,96,90:09010:0:PV-003880726116;90:09013:0:PV-003881758942;90:09013:1:PV-003881790109;
c1cc2n(c1)CCNC21CCC1,37,90:09010:0:PV-004135834349;90:09021:0:PV-003884484614;90:09025:5:PV-006647931663;
OC1CCC2(CCNCC2)CC1,48,90:09010:0:PV-002238487884;90:09013:0:PV-002445549456;90:09015:0:PV-006637255186;
Cc1ncc2c3c(sc2n1)CCC3,24,90:09010:0:PV-003880748726;90:09013:5:PV-001914591793;90:09018:8:PV-006641075719;
CC1CC(C)(C)c2c(F)cccc21,11,90:09010:0:PV-003880750128;90:09015:3:PV-003882541886;90:09029:9:PV-003887572841;
c1cc2c(s1)OCCC2,7,90:09010:0:PV-002134991348;90:09026:7:PV-002445830906;90:09051:9:PV-002135852379;
Cc1cccc2sc(=O)[nH]c12,19,90:09010:1:PV-002393743093;90:09013:6:PV-002238562589;90:09020:0:PV-002290443529;
c1ccc2c(c1)CCC1(CCCC1)O2,11,90:09010:1:PV-006632193021;90:09010:5:PV-003033163110;90:09025:7:PV-003035168632;
Cc1nnc2ccc(Cl)nn12,30,90:09010:1:PV-006632277409;90:09024:4:PV-006646801972;90:09024:7:PV-003035034591;
CN1CCCC(F)(F)C1,24,90:09010:1:PV-003880777876;90:09014:2:PV-003882192289;90:09021:6:PV-006643906915;
Fc1ccc2nc[nH]c2c1F,3,90:09010:1:PV-003033107970;90:09039:6:PV-003037016892;90:09084:4:PV-003042970206;
CC1(C)COCCC1N,26,90:09010:2:PV-003880796806;90:09013:6:PV-003881960280;90:09014:9:PV-003882408507;
N=S1(=O)CCOCC1,24,90:09010:2:PV-002238491425;90:09011:3:PV-002135017012;90:09015:4:PV-002445599740;
CC1CNc2ccccc2NC1,6,90:09010:2:PV-002497245236;90:09051:7:PV-003895035143;90:09093:6:Z1457832538;
CC1(C)CC(=O)c2ccccc21,3,90:09010:2:PV-003033119118;90:09032:3:PV-003888400699;90:09043:5:PV-003037537513;
C1=NC2CCCCC2S1,17,90:09010:3:PV-006632462670;90:09010:9:PV-006633045789;90:09024:1:PV-003034963245;
Cc1cccc2c1C(=O)NCCN2,25,90:09010:3:PV-006632465447;90:09012:6:PV-002238541514;90:09030:5:PV-003035807000;
O=c1cnc2cccnc2[nH]1,14,90:09010:3:PV-003033126537;90:09018:2:PV-003883563215;90:09023:6:PV-003885373430;
Cc1n[nH]c(O)n1,21,90:09010:3:PV-003033130347;90:09013:2:PV-006635384541;90:09020:9:PV-003884464873;
CC1CCc2ncnn21,55,90:09010:3:PV-003033131011;90:09014:3:PV-002342077915;90:09023:1:PV-006645442046;
Cn1nn[nH]c1=O,2,90:09010:3:PV-002497248427;90:09092:7:Z2851169313;
O=c1[nH]c2cncnc2[nH]1,6,90:09010:3:PV-003880855119;90:09019:5:PV-003883984546;90:09028:1:PV-006650654167;
Nc1cnn[nH]1,1,90:09010:4:PV-003033137852;
O=C1NCOc2ccccc21,5,90:09010:4:PV-003033140381;90:09027:4:PV-003035400839;90:09045:5:PV-004139138006;
Cc1cnc2ccccn2c1=O,21,90:09010:4:PV-006632527439;90:09010:4:PV-006632527440;90:09016:1:PV-006638388869;
O=C1NCCCC1(F)F,77,90:09010:4:PV-006632540202;90:09010:4:PV-006632607043;90:09013:1:PV-003881813654;
CC1Nc2ccccc2SC1C,18,90:09010:4:PV-006632625572;90:09014:1:PV-003033630928;90:09014:9:PV-003033741084;
FC1(F)C2CNCC21,51,90:09010:4:PV-006632625572;90:09014:3:PV-006636514113;90:09018:1:PV-006640422089;
C1=CCCNCC1,17,90:09010:4:PV-003880879661;90:09024:4:PV-006646763331;90:09024:4:PV-006646763332;
Clc1ccc2nsnc2c1,15,90:09010:4:PV-002497250404;90:09013:0:PV-003033490658;90:09018:4:PV-002135163250;
Cn1[nH]c(=O)c2cccnc21,14,90:09010:4:PV-003880889295;90:09018:8:PV-003883733759;90:09023:4:PV-003885311715;
O=C1CC2(CCNCC2)CCN1,32,90:09010:4:PV-003880890230;90:09019:5:PV-003883986126;90:09020:6:PV-006642969609;
C1CC2C3CC1CC23,2,90:09010:5:PV-003033154909;90:09052:9:PV-003895440711;
Cc1nn(C)c2nccc(Cl)c12,25,90:09010:5:PV-003033159106;90:09016:4:PV-003033942689;90:09019:1:PV-003034293594;
O=C1CCNc2ncccc21,4,90:09010:5:PV-003033162419;90:09015:6:PV-006637828351;90:09015:9:PV-006638146582;
Cc1cc2ccccc2n(C)c1=O,85,90:09010:5:PV-002548995922;90:09010:8:PV-002342006926;90:09014:9:PV-002342089837;
CC1COC2(CCNCC2)O1,45,90:09010:5:PV-006632661402;90:09016:4:PV-002186868115;90:09019:3:PV-002549174384;
O=C1CCC2CNCCC2N1,67,90:09010:6:PV-006632710636;90:09010:6:PV-003033168391;90:09013:4:PV-002600805142;
O=C1NCS(=O)(=O)c2ccccc21,30,90:09010:6:PV-006632781798;90:09012:4:PV-003033410751;90:09019:5:PV-003883985820;
O=c1[nH]c(=O)c2cc3c(cc2[nH]1)OCO3,9,90:09010:6:PV-003033171824;90:09015:6:PV-003882661414;90:09032:2:PV-003036039090;
O=c1[nH]c2c(s1)CCCC2,15,90:09010:6:PV-003033173191;90:09023:7:PV-003034900597;90:09025:1:PV-003035090991;
Cc1nn(C)c2c1CCCN2,13,90:09010:7:PV-006632911310;90:09026:1:PV-006648530187;90:09028:4:PV-006650925811;
C1CC2(CCSCC2)N1,44,90:09010:7:PV-003880983853;90:09015:7:PV-006637946961;90:09023:6:PV-003885378443;
c1ccc2c(c1)CNCC1CCCN21,20,90:09010:8:PV-004135908000;90:09010:8:PV-004135908001;90:09017:1:PV-002186883073;
c1ncc2c(n1)OCC2,56,90:09010:8:PV-003033199158;90:09011:1:PV-003033231086;90:09014:1:PV-003033633553;
N=S1(=O)CCCC2(CCCN2)C1,33,90:09010:8:PV-003881030457;90:09011:3:PV-003881181768;90:09022:6:PV-006644911839;
c1ccc2c(c1)nc1n2CCCN1,21,90:09010:9:PV-006633033421;90:09023:6:PV-003885376060;90:09023:6:PV-003885389796;
Cc1cc(=O)nc2[nH]ccn12,8,90:09010:9:PV-003881047776;90:09028:1:PV-003886940729;90:09033:4:PV-003888770345;
Clc1cnc2ncoc2c1,4,90:09010:9:PV-002549003184;90:09049:7:PV-002601550803;90:09060:5:PV-002601773957;
O=c1[nH]cnc2c(Cl)cc(Cl)cc12,6,90:09010:9:PV-004135918988;90:09021:4:PV-006643657384;90:09035:3:PV-003036445380;
O=S1(=O)CCC2(CCCCN2)CC1,20,90:09011:0:PV-003881064380;90:09045:8:PV-006668686710;90:09053:5:PV-006676511840;
C=C1CCC1,20,90:09011:0:PV-003033217037;90:09011:6:PV-003033300710;90:09020:3:PV-003034448804;
O=C1CCc2c(Cl)cccc2N1,3,90:09011:0:PV-003881072421;90:09036:7:PV-003889893118;90:09084:3:PV-006707808519;
Nc1cc(=O)[nH]c(=O)[nH]1,36,90:09011:0:PV-003881076971;90:09022:5:PV-002135246051;90:09024:4:PV-003035000659;
OC12CNCCC1C2,54,90:09011:0:PV-003881089134;90:09013:0:PV-006635198271;90:09014:6:PV-006636858005;
c1ccc2c(c1)CNCc1ccccc1-2,14,90:09011:0:PV-006633210460;90:09030:7:PV-003035836846;90:09034:2:PV-003036296052;
Cc1cc(Cl)ccc1O,5,90:09011:0:PV-006633242924;90:09017:2:PV-006639399662;90:09029:2:PV-006651685951;
O=C1CCON1,30,90:09011:0:PV-003881093065;90:09025:7:PV-003886125110;90:09028:4:PV-003887055042;
O=C1CCNc2cc(F)ccc21,5,90:09011:1:PV-003881108787;90:09029:6:PV-003035696544;90:09052:6:PV-006675521692;
C1COCCC2(CCOCC2)N1,25,90:09011:1:PV-003881109577;90:09023:3:PV-003885296420;90:09028:9:PV-003035597154;
C1CSCO1,2,90:09011:1:PV-003033243043;90:09041:4:PV-003037268161;
c1ccc2c3c(oc2c1)CCCC3,7,90:09011:2:PV-003881137995;90:09029:4:PV-002497640128;90:09036:3:PV-003889742571;
O=S1(=O)CCCc2cc(F)ccc21,30,90:09011:2:PV-003881139032;90:09015:8:PV-003882716366;90:09017:2:PV-006639432403;
FC1(F)CCNC2(CC2)C1,34,90:09011:2:PV-006633304439;90:09029:6:PV-006652098901;90:09036:0:PV-003036547291;
Cc1c(F)ccc2c(=O)cc[nH]c12,26,90:09011:2:PV-006633345180;90:09011:8:PV-006633959066;90:09015:2:PV-006637385127;
Cn1ncnc1N,53,90:09011:2:PV-006633351935;90:09014:9:PV-003033738491;90:09014:9:PV-003033738492;
OC1COC2CC1C2,18,90:09011:2:PV-003033249222;90:09017:3:PV-003034063246;90:09036:2:PV-003889716596;
O=c1[nH]cnc2c1sc1ncccc12,4,90:09011:3:PV-003033256911;90:09017:4:PV-002549136878;90:09041:7:PV-002290888732;
CC1Cc2ccccc2NC1=O,6,90:09011:3:PV-003033266660;90:09026:7:PV-003035307218;90:09042:1:PV-006664819619;
Fc1ccc2c(c1)CC1CC21,24,90:09011:4:PV-002342017489;90:09011:7:PV-002238523543;90:09012:4:PV-003033411270;
c1ccc2nc3c(cc2c1)COCC3,4,90:09011:4:PV-003033270543;90:09015:8:PV-002445607931;90:09063:9:PV-002239592839;
CC1C2CNC1C2,17,90:09011:4:PV-003881213805;90:09013:1:PV-003881800821;90:09022:0:PV-003884841675;
c1nncc2c1CCNC2,13,90:09011:4:PV-003033273454;90:09093:5:Z4231225400;90:09093:7:Z4224932116;
OC1CCc2cccnc21,2,90:09011:4:PV-003033273517;90:09093:5:Z3777234916;
O=C1CC(O)c2cc(Cl)ccc2N1,28,90:09011:4:PV-003033274790;90:09017:6:PV-003034098702;90:09025:8:PV-003886159914;
c1nc2c(s1)CC1(CCOCC1)CC2,10,90:09011:4:PV-003881223065;90:09024:0:PV-003885518279;90:09094:0:Z4770284047;
CN1CCNC(=O)C1,31,90:09011:4:PV-002186765893;90:09053:9:PV-002498142182;90:09054:8:PV-003896119043;
O=c1ccc2cccc(Cl)c2[nH]1,10,90:09011:4:PV-003033282562;90:09025:3:PV-006647702773;90:09031:2:PV-003035909680;
NC1C2CNCC1C2,15,90:09011:5:PV-006633661335;90:09039:2:PV-003890756915;90:09039:4:PV-006661986858;
C1CCNNC1,36,90:09011:5:PV-006633721717;90:09012:0:PV-002135032046;90:09012:2:PV-002186781569;
O=c1[nH]sc2ccccc12,13,90:09011:6:PV-003881272854;90:09012:7:PV-006634908502;90:09013:6:PV-006635822718;
FC1=CCCCc2ccccc2C1,10,90:09011:6:PV-003033298086;90:09015:9:PV-003033877952;90:09025:7:PV-003035173079;
Cc1cc(N)sc1C,3,90:09011:6:PV-003033302603;90:09037:1:PV-003890018647;90:09099:7:Z4254119493;
C1COC2(CNC2)CO1,52,90:09011:6:PV-003033302714;90:09012:8:PV-003033468581;90:09016:0:PV-003033884888;
Cc1ccnc2[nH]cnc12,8,90:09011:6:PV-003881297305;90:09013:5:PV-006635720731;90:09019:9:PV-003884105894;
C1NCC2COCC1O2,31,90:09011:6:PV-002445521886;90:09016:8:PV-002186877049;90:09024:7:PV-003035035398;
Cc1cccc2c1NC(=O)CC2,3,90:09011:6:PV-003033306683;90:09047:8:PV-003893689926;90:09079:0:PV-003904386026;
Cc1n[nH]c2c(=O)[nH]cnc12,2,90:09011:6:PV-006633804488;90:09071:6:PV-003041275062;
CC1(C)CNCCC(=O)C1,27,90:09011:6:PV-006633837421;90:09014:4:PV-006636608711;90:09018:0:PV-006640253672;
O=c1cc(Cl)[nH]c(=O)[nH]1,12,90:09011:7:PV-003881302874;90:09023:0:PV-003034817675;90:09033:5:PV-003036206732;
O=c1[nH]c2cccc(F)c2s1,17,90:09011:7:PV-002135024561;90:09018:4:PV-001916294917;90:09018:7:PV-002600914735;
O=c1[nH]ncc2ccc(F)cc12,3,90:09011:7:PV-003881336367;90:09066:2:PV-003040557592;90:09072:5:PV-003041393564;
O=C1NCNc2ccc(Cl)cc21,9,90:09011:7:PV-003881336978;90:09017:3:PV-003034056751;90:09018:8:PV-003034257585;
Nc1nccn2cncc12,11,90:09011:7:PV-003033321058;90:09015:9:PV-003033868098;90:09017:7:PV-003034116856;
Cn1cnc2c1CCNC21CCNC1,16,90:09011:7:PV-003033322106;90:09011:7:PV-003033322107;90:09011:7:PV-003033322108;
O=C1CCCCc2ocnc21,7,90:09011:8:PV-003881355881;90:09013:3:PV-003881880052;90:09060:0:PV-006683058172;
O=c1ccnc2nc[nH]n12,10,90:09011:8:PV-003881356079;90:09031:0:PV-003035870591;90:09042:8:PV-006665508611;
O=c1[nH]ncc2c1oc1ccccc12,4,90:09011:8:PV-003881360681;90:09047:8:PV-003893696259;90:09067:8:PV-003900562890;
c1cc2c(s1)COCC2,79,90:09011:8:PV-001466591378;90:09012:8:PV-003881681712;90:09013:5:PV-003881950770;
O=c1[nH]ncc2cc(Cl)ccc12,18,90:09011:9:PV-003881375908;90:09013:2:PV-003033517247;90:09021:4:PV-003034597080;
O=c1ncc2ccccc2[nH]1,19,90:09011:9:PV-003033340598;90:09012:9:PV-003033474410;90:09022:1:PV-003034685149;
c1c2c(cc3c1OCCO3)CCC2,11,90:09011:9:PV-003881388045;90:09019:3:PV-003883910581;90:09021:2:PV-003884567004;
CC12CC(C1)C1(CCNCC1)O2,10,90:09011:9:PV-003033342044;90:09016:9:PV-003034001310;90:09029:1:PV-003035625345;
O=c1[nH]ncc2ncsc12,6,90:09011:9:PV-003881399697;90:09032:8:PV-003036124222;90:09074:1:PV-003041602703;
C1CCC2(CCCOC2)NC1,40,90:09011:9:PV-002290278743;90:09023:9:PV-002601021354;90:09028:3:PV-002135366817;
c1cc2c(o1)CSCC2,4,90:09011:9:PV-006634106607;90:09042:6:PV-006665264611;90:09088:7:PV-006712222223;
Oc1cn2ccccc2n1,10,90:09011:9:PV-006634135442;90:09029:5:PV-003887430840;90:09036:7:PV-003889888001;
c1ccc2c(c1)CNc1ccccc1C2,9,90:09012:0:PV-003881407126;90:09032:2:PV-003888335721;90:09032:2:PV-003888335722;
OC1CCNC12CCSC2,28,90:09012:0:PV-003881423438;90:09017:3:PV-003883250828;90:09037:5:PV-003890155653;
O=C1NCC(=O)N2CCCC12,14,90:09012:0:PV-003881439400;90:09012:0:PV-003881439401;90:09021:8:PV-003884752997;
CC12CCC(C)(C1)C2,3,90:09012:0:PV-003033362802;90:09062:4:PV-003040056583;90:09065:2:PV-003040431843;
c1ccc2c(c1)OC1(CCCCC1)O2,10,90:09012:1:PV-003033364004;90:09058:1:PV-003039481019;90:09093:8:Z4056416929;
CN1CCOCC12CNCCOC2,33,90:09012:1:PV-006634221778;90:09026:9:PV-006649353501;90:09027:5:PV-006649898283;
O=C1CCCOc2ccccc21,14,90:09012:1:PV-006634234094;90:09013:6:PV-003881960031;90:09015:9:PV-003882748290;
C1COC2CC2O1,20,90:09012:1:PV-003881461955;90:09014:7:PV-003882344207;90:09031:7:PV-003888170836;
O=C1NS(=O)(=O)c2ccc(Cl)cc21,15,90:09012:1:PV-003033371134;90:09014:5:PV-003882278837;90:09018:6:PV-003034226470;
c1nc2c([nH]1)CCC1NCCCC21,20,90:09012:2:PV-003033376574;90:09025:0:PV-003035075084;90:09037:3:PV-003890099720;
OC1CC2CCCCC12,21,90:09012:2:PV-003881481525;90:09028:0:PV-003886914311;90:09035:2:PV-003889382712;
O=S1(=O)CC2(CCCC2)CN1,24,90:09012:2:PV-003033378985;90:09012:6:PV-006634804102;90:09014:1:PV-003033630649;
NC1C2CC3CC(C2)CC1C3,5,90:09012:2:PV-003881487994;90:09059:8:PV-003897817532;90:09071:0:PV-003041191104;
CC1(C)Cc2ccsc2-c2ccccc21,6,90:09012:2:PV-002497286388;90:09029:1:PV-003035619651;90:09029:4:PV-003035661936;
O=c1[nH]c2cc(Cl)ccc2o1,6,90:09012:2:PV-003881493716;90:09059:6:PV-003897766258;90:09093:0:Z2300969903;
Cn1c(=O)[nH]c2cc(Cl)c(Cl)cc21,13,90:09012:2:PV-002393787475;90:09012:8:PV-002497298558;90:09018:2:PV-003883564005;
Cc1ccc2cc[nH]c(=O)c2c1,7,90:09012:2:PV-003033387650;90:09020:0:PV-003884170561;90:09038:6:PV-003890543505;
FC1(F)CC12CCCNC2,46,90:09012:2:PV-006634420036;90:09018:4:PV-006640684443;90:09026:4:PV-003035271187;
CC1CC(=O)c2cccc(F)c21,8,90:09012:3:PV-002600783326;90:09018:7:PV-003883716769;90:09035:9:PV-002342521279;
Cc1[nH]c2cccc(C)c2c1C,29,90:09012:3:PV-003881531241;90:09020:0:PV-003884146517;90:09036:4:PV-003889798610;
Cc1nn2c(c1N)NCCC2,14,90:09012:3:PV-003881532291;90:09029:4:PV-003035663298;90:09047:0:PV-003038010538;
O=c1[nH]ncc2c1[nH]c1ccc(Cl)cc12,6,90:09012:3:PV-003881538220;90:09022:8:PV-003034782921;90:09029:9:PV-003035738024;
C1=COCCN1,16,90:09012:3:PV-003033401956;90:09016:8:PV-003033989077;90:09044:1:PV-006666924532;
Cc1nc2ccc(O)cc2c(=O)[nH]1,7,90:09012:4:PV-003033405689;90:09078:3:PV-003042161995;90:09093:7:Z4640207098;
Nc1ncc2ccsc2n1,12,90:09012:4:PV-006634568899;90:09041:7:PV-003891606195;90:09044:0:PV-006666714450;
O=C1CCCCn2nccc21,72,90:09012:4:PV-002393791072;90:09014:9:PV-003033741093;90:09021:4:PV-002393975059;
Cc1[nH]c2nc[nH]c(=O)c2c1C,11,90:09012:4:PV-003881571145;90:09024:5:PV-003035013034;90:09040:6:PV-004138679791;
NC1CCNC2(CCC2)C1,27,90:09012:4:PV-003033412362;90:09015:5:PV-006637718318;90:09020:1:PV-003034425809;
Cc1cccc2cn(C)nc12,31,90:09012:5:PV-003881578348;90:09013:7:PV-003882028049;90:09018:1:PV-003883519279;
O=C1CC2(CCOC2)C1,24,90:09012:5:PV-003033416968;90:09031:3:PV-003035918791;90:09038:3:PV-003890439466;
O=c1[nH]ncc2c(O)ccc(F)c12,6,90:09012:5:PV-003881586182;90:09020:3:PV-003884267558;90:09035:0:PV-003889310401;
C=C1CNC1,20,90:09012:5:PV-003033423781;90:09034:6:PV-003036352825;90:09039:7:PV-003037032051;
Cc1cc(C)c2c(C)csc2n1,31,90:09012:5:PV-003881615367;90:09012:7:PV-006634931183;90:09016:8:PV-003883056717;
Oc1ccc2c(c1)C1(CC1)CNC2,36,90:09012:5:PV-003033429386;90:09014:6:PV-002290333084;90:09023:6:PV-003034893945;
CN1C(=O)NC2CNCCC21,67,90:09012:6:PV-006634725085;90:09016:0:PV-003882807128;90:09021:2:PV-006643604185;
CN1CC2CCC1CN2,17,90:09012:6:PV-006634737946;90:09012:9:PV-003033471136;90:09017:8:PV-003034120277;
OC1CCCC12CCOCC2,49,90:09012:6:PV-006634836492;90:09015:2:PV-003882531966;90:09016:9:PV-003883101948;
Nc1cc2n(n1)CCCNC2,21,90:09012:6:PV-003033433387;90:09014:0:PV-003033615081;90:09014:0:PV-003033615082;
O=c1[nH]ccc2cc[nH]c12,6,90:09012:6:PV-003033434732;90:09023:3:PV-002445760066;90:09030:1:PV-003035758351;
CC1=CCCCC1=O,1,90:09012:6:PV-003033435541;
Clc1n[nH]c2nccnc12,16,90:09012:6:PV-003033441498;90:09026:4:PV-006648855400;90:09032:2:PV-003036038738;
CC1CNc2cc(Cl)ccc2SC1,14,90:09012:7:PV-003881660889;90:09012:7:PV-003881660890;90:09012:7:PV-003881660891;
CC12CC(CN1)C2,9,90:09012:7:PV-003881665504;90:09019:8:PV-003034382564;90:09045:6:PV-003037818701;
Nc1noc2cccnc12,3,90:09012:7:PV-003881669665;90:09031:3:PV-006653885322;90:09060:9:PV-003898205343;
Cc1oc2ncnc(N)c2c1C,10,90:09012:7:PV-006634982571;90:09041:4:PV-003891517068;90:09044:0:PV-002601434560;
O=c1[nH]cnn2c(Cl)ccc12,10,90:09012:8:PV-003881679251;90:09017:0:PV-003883143019;90:09018:4:PV-006640682862;
O=C1CCC(O)CN1,13,90:09012:8:PV-003033460305;90:09014:7:PV-002705300809;90:09017:0:PV-003883137260;
CC1CCC2(CN1)OCc1ccccc12,12,90:09012:8:PV-003033461286;90:09071:8:PV-003041302027;90:09072:9:PV-003041446642;
C1CNNC1,13,90:09012:8:PV-002342047262;90:09015:8:PV-006638086730;90:09022:3:PV-003034714065;
Cn1ccn2cnnc2c1=O,68,90:09012:8:PV-002342047897;90:09026:5:PV-003035280901;90:09029:3:PV-003887360357;
Cn1ccc2c(O)ncnc21,6,90:09012:8:PV-003033467484;90:09058:3:PV-003039516706;90:09059:7:PV-006682802980;
O=C1NNS(=O)(=O)c2ccccc21,6,90:09012:9:PV-003881726504;90:09020:1:PV-003034425292;90:09046:4:PV-003037920370;
Cc1cccc2c1C(C)CC2=O,22,90:09012:9:PV-003881726983;90:09020:7:PV-003884386650;90:09025:7:PV-006648026223;
O=S1CC2CC1CN2,46,90:09012:9:PV-003881736182;90:09015:2:PV-003882529835;90:09018:2:PV-003883529001;
OC1CCNc2ccccc21,14,90:09012:9:PV-002600795756;90:09014:6:PV-003033698778;90:09021:1:PV-002549212272;
O=S1(=O)CCC2(CC1)CNCCO2,35,90:09012:9:PV-002393801220;90:09012:9:PV-002445548195;90:09013:2:PV-006635337375;
NC1CC(F)(F)C1,17,90:09012:9:PV-003881738136;90:09021:8:PV-003884779424;90:09025:0:PV-003035082535;
Cn1cnn(C)c1=O,19,90:09012:9:PV-003033477143;90:09018:9:PV-006641243203;90:09019:7:PV-006641900983;
C1=COCC1,9,90:09012:9:PV-003033480253;90:09050:2:PV-003894536616;90:09055:5:PV-006678535819;
CC1(C)OC2(CCCNC2)NC1=O,33,90:09012:9:PV-003881750531;90:09015:5:PV-003882612092;90:09019:2:PV-003883874842;
Cc1nc2ccc3ncsc3c2s1,15,90:09013:0:PV-002393802220;90:09039:9:PV-003890988516;90:09039:9:PV-002187350354;
O=C1N=CN2CCCC12,17,90:09013:0:PV-003033483869;90:09018:6:PV-003034231019;90:09042:3:PV-003037386196;
Nc1nc2cnccc2s1,5,90:09013:0:PV-003033488282;90:09014:5:PV-003033691690;90:09026:2:PV-003035242456;
CC1CC1N,19,90:09013:0:PV-006635299739;90:09018:6:PV-006640947917;90:09019:4:PV-003883964860;
O=c1[nH]cnc2c(Cl)scc12,9,90:09013:0:PV-002290301059;90:09014:9:PV-003882436285;90:09017:8:PV-003883404914;
C1CCC2(C1)CC1CCOC12,31,90:09013:1:PV-003881790888;90:09038:7:PV-003890567562;90:09039:0:PV-003890675566;
C1COC2(CCOC2)CN1,72,90:09013:1:PV-003881800618;90:09018:6:PV-002497418292;90:09019:0:PV-003883804778;
Nc1ncccc1F,7,90:09013:1:PV-003033502305;90:09014:9:PV-003033745727;90:09026:7:PV-003886460591;
CN1CCC2(CCCN2)CC1,33,90:09013:1:PV-002135054575;90:09014:5:PV-002549075998;90:09029:3:PV-002394136366;
CC1CCc2[nH]c(=O)ccc2C1,2,90:09013:1:PV-003033504739;90:09086:9:PV-003043307493;
O=S1(=O)NC2C(O)C3CC2C1C3,3,90:09013:1:PV-003881812984;90:09040:7:PV-004138689158;90:09061:6:PV-003898418239;
OC1CCC(F)(F)C1,9,90:09013:1:PV-003881813783;90:09035:1:PV-006657641083;90:09067:7:PV-006690890534;
CN1CC2CC(C2)C1,4,90:09013:1:PV-003881816426;90:09062:9:PV-003898884646;90:09073:9:PV-003902635123;
FC1(F)C2CC3C(C2)C31,35,90:09013:1:PV-003881818763;90:09015:2:PV-003882535136;90:09015:2:PV-003882535138;
c1nc2c(o1)CCSC2,15,90:09013:2:PV-006635349842;90:09026:1:PV-006648522916;90:09071:7:PV-006694948216;
Cc1cc2c(c(=O)[nH]1)CCCN2,31,90:09013:2:PV-006635378973;90:09018:8:PV-003883744323;90:09024:5:PV-003035010284;
CN1CCc2ccc(F)cc2C1,7,90:09013:2:PV-006635387646;90:09033:9:PV-003036254545;90:09048:1:PV-003038155980;
Cc1cc2c(s1)S(=O)(=O)NC2=O,18,90:09013:2:PV-003033513781;90:09019:5:PV-003034342393;90:09022:0:PV-003034682137;
Clc1ccc2c(c1)OCC=C2,2,90:09013:2:PV-003033515813;90:09030:1:PV-006652685660;
Cc1cc(=O)n2c(n1)NCC2,11,90:09013:2:PV-002135056771;90:09045:4:PV-002187464380;90:09078:7:PV-002446897741;
Cc1n[nH]c(N)n1,36,90:09013:2:PV-003881843955;90:09034:6:PV-006657222871;90:09036:7:PV-006659350163;
Oc1ncnn2cccc12,2,90:09013:3:PV-003881856885;90:09016:0:PV-003882808420;
Cc1cccc2c(=O)[nH]ccc12,8,90:09013:3:PV-003033528720;90:09029:2:PV-003887318926;90:09033:3:PV-003036181618;
c1ccc2c(c1)Oc1ccccc1O2,3,90:09013:3:PV-003033531809;90:09062:5:PV-003898738810;90:09086:2:PV-002447051004;
Nc1cc[nH]c(=O)n1,16,90:09013:3:PV-006635515473;90:09018:7:PV-003883724883;90:09018:7:PV-003883724884;
NC1CC(F)C1,70,90:09013:4:PV-003881912821;90:09013:4:PV-003881912822;90:09013:4:PV-003881912823;
Cc1cccc2[nH]c(=O)sc12,14,90:09013:4:PV-002600806275;90:09014:3:PV-003882207028;90:09015:3:PV-006637635707;
C1CNC2(C1)CCC1(CC2)OCCO1,10,90:09013:5:PV-003881935881;90:09045:0:PV-003892734573;90:09057:0:PV-003896839113;
O=C1COCCC2(CNC2)N1,34,90:09013:5:PV-003033553216;90:09014:7:PV-003033715076;90:09019:5:PV-003034345730;
C=C1CCCNC1,14,90:09013:5:PV-003033556698;90:09013:5:PV-003881945996;90:09022:2:PV-003034710192;
O=c1[nH]cnc2c(F)cc(Cl)cc12,10,90:09013:5:PV-003033560350;90:09018:6:PV-003034224730;90:09038:4:PV-003036855385;
CS1(=O)=NCc2ccccc21,25,90:09013:6:PV-003881958290;90:09024:7:PV-003885754905;90:09027:2:PV-003886623738;
Cc1ccc2cnccn12,3,90:09013:6:PV-003881965645;90:09018:7:PV-003883697590;90:09083:3:PV-006706670576;
Cc1sc(C)c2c(=O)[nH]cnc12,7,90:09013:6:PV-003033565211;90:09017:1:PV-003883182947;90:09023:3:PV-003034850513;
