fragment_smiles,occurences,example_ligands
FC1CC2CC12,4153,90:09000:0:PV-003877306386;90:09000:0:PV-003877323686;90:09000:0:PV-003877334075;
C1CSCCN1,5952,90:09000:0:PV-003031755865;90:09000:0:PV-003877307064;90:09000:0:PV-002548779153;
OC1CCCC1F,471,90:09000:0:PV-003877306405;90:09001:0:PV-003877658269;90:09001:3:PV-003877759085;
O=c1cccn[nH]1,9662,90:09000:0:PV-003031755879;90:09000:0:PV-003877309686;90:09000:0:PV-000329479786;
Fc1ccccc1Cl,14451,90:09000:0:PV-003877306433;90:09000:0:PV-001982775868;90:09000:0:PV-002445283074;
CC1CCCCC1,19954,90:09000:0:PV-002445282718;90:09000:0:PV-003877306828;90:09000:0:PV-000547499522;
FC1(F)CC2(CCC2)C1,667,90:09000:0:PV-003031755945;90:09000:5:PV-003031828402;90:09000:8:PV-003877580952;
Cc1cccc(=O)n1C,629,90:09000:0:PV-003877306623;90:09000:0:PV-003877306624;90:09000:9:PV-003877648692;
FC1CCNCC1,14995,90:09000:0:PV-003877306630;90:09000:0:PV-003031756273;90:09000:0:PV-003877314086;
OC1CCOC1,5500,90:09000:0:PV-003877306630;90:09000:0:PV-003877318750;90:09000:0:PV-003877318751;
Cc1cc(Cl)[nH]n1,2637,90:09000:0:PV-003877306634;90:09000:0:PV-003877306635;90:09000:0:PV-003877323083;
CC1(C)CCOC1,4413,90:09000:0:PV-001968335424;90:09000:0:PV-002238282575;90:09000:0:PV-003877333698;
c1ccn2nncc2c1,1618,90:09000:0:PV-002600530591;90:09000:0:PV-003031756605;90:09000:0:PV-006621995189;
Cn1ncnn1,1522,90:09000:0:PV-003877306704;90:09000:2:PV-006622238450;90:09000:3:PV-002704706034;
C1NCC2CNCC1C2,789,90:09000:0:PV-003877306704;90:09000:0:PV-003877316082;90:09000:1:PV-003877348190;
Cc1cnns1,4751,90:09000:0:PV-003877306705;90:09000:0:PV-003877306706;90:09000:0:PV-003877313825;
Fc1ccc2c(c1)CNCC2,343,90:09000:0:PV-003877306731;90:09000:2:PV-003877390094;90:09000:7:PV-003877552439;
C1CC2CNC(C1)C2,2878,90:09000:0:PV-003877306731;90:09000:0:PV-003877312907;90:09000:0:PV-003877319773;
CC1CCC(O)CC1,1236,90:09000:0:PV-003031755999;90:09000:2:PV-006622141136;90:09000:2:PV-002393541892;
Cc1ccncn1,13788,90:09000:0:PV-003877306742;90:09000:0:PV-003031757368;90:09000:0:PV-001604804337;
O=c1[nH]cc[nH]1,1120,90:09000:0:PV-003877306742;90:09000:1:PV-002134787847;90:09000:1:PV-003031780484;
C1CC2CCC1CN2,2650,90:09000:0:PV-003877306751;90:09000:0:PV-003031756782;90:09000:0:PV-003877310039;
Cc1ccon1,21495,90:09000:0:PV-003877306754;90:09000:0:PV-000549134369;90:09000:0:PV-003031758312;
Oc1cccc(Cl)c1F,350,90:09000:0:PV-003877306771;90:09000:0:PV-003877311720;90:09000:0:PV-003031757902;
Cc1cn[nH]c1C,2670,90:09000:0:PV-003877306802;90:09000:1:PV-003877347550;90:09000:1:PV-003031771526;
C1CCSC1,24376,90:09000:0:PV-003031756018;90:09000:0:PV-003031756019;90:09000:0:PV-003031756020;
C1CC12CC2,3374,90:09000:0:PV-003877306808;90:09000:0:PV-003877306810;90:09000:0:PV-003877310177;
Fc1ccoc1,2313,90:09000:0:PV-003877306825;90:09000:0:PV-003877306826;90:09000:0:PV-003877306827;
FC1(F)C2CCCC21,3455,90:09000:0:PV-003877306873;90:09000:0:PV-003877306874;90:09000:0:PV-003877306875;
Clc1cccc2ccoc12,430,90:09000:0:PV-003877306883;90:09000:1:PV-003877361885;90:09000:1:PV-002134788545;
C1CNCCCNC1,4378,90:09000:0:PV-003877306888;90:09000:0:PV-003877316507;90:09000:0:PV-003877316999;
CC1OCCO1,1760,90:09000:0:PV-003877306897;90:09000:0:PV-003877318399;90:09000:1:PV-006622057653;
C1CCC2(C1)CC2,6862,90:09000:0:PV-003877306897;90:09000:0:PV-003031758352;90:09000:0:PV-002134785222;
CC1(C)CCNC1,16521,90:09000:0:PV-003031756061;90:09000:0:PV-003031756917;90:09000:0:PV-003031757647;
Clc1ccc2scnc2c1,363,90:09000:0:PV-003031756061;90:09000:2:PV-002600535034;90:09000:9:PV-003031882604;
Cc1nc2[nH]ccc(=O)n2n1,74,90:09000:0:PV-003031756065;90:09004:3:PV-003032325716;90:09008:3:PV-003032865133;
Oc1cccnc1,9248,90:09000:0:PV-003877306992;90:09000:0:PV-003031757871;90:09000:0:PV-003877312723;
C1CNCC2(C1)CC2,3073,90:09000:0:PV-003877307005;90:09000:0:PV-003031759585;90:09000:0:PV-003877328669;
OC1CC2CC12,4733,90:09000:0:PV-003877307051;90:09000:0:PV-003877315698;90:09000:0:PV-003877323325;
CC1(C)CCCC(O)C1,416,90:09000:0:PV-003877307058;90:09001:2:PV-003031913687;90:09001:2:PV-003031913688;
Cc1cccc(=O)[nH]1,1290,90:09000:0:PV-003877307060;90:09000:0:PV-003031764990;90:09000:0:PV-003031768933;
CC1(N)CCNCC1,39,90:09000:0:PV-003877307080;90:09004:7:PV-003032386061;90:09011:9:PV-003881385108;
O=C1NCCc2ccccc21,1093,90:09000:0:PV-003877307080;90:09000:0:PV-003877308765;90:09000:1:PV-002497038827;
Cc1n[nH]cc1Cl,2885,90:09000:0:PV-003031756097;90:09000:2:PV-003031789386;90:09000:2:PV-002393542050;
CC1CC1C,20222,90:09000:0:PV-003877307088;90:09000:0:PV-003877307091;90:09000:0:PV-003877307093;
Cc1coc2c(Cl)cccc12,58,90:09000:0:PV-003031756103;90:09000:4:PV-002393545181;90:09002:0:PV-002600572630;
c1ccc2c(c1)ccc1[nH]ccc12,24,90:09000:0:PV-003031756117;90:09001:0:PV-003031898951;90:09004:8:PV-003032397209;
Cc1cncs1,9980,90:09000:0:PV-003877307159;90:09000:0:PV-003877307160;90:09000:0:PV-003877307161;
O=C1CCNC(=O)N1,4338,90:09000:0:PV-001499235324;90:09000:1:PV-006622053023;90:09000:1:PV-003877355461;
OC1CCCC1,24259,90:09000:0:PV-003877307180;90:09000:0:PV-003877308125;90:09000:0:PV-003031756800;
C1CC2CC12,14765,90:09000:0:PV-003877307191;90:09000:0:PV-003877307192;90:09000:0:PV-003877308710;
Fc1cccnc1,26417,90:09000:0:PV-003031756149;90:09000:0:PV-003877308135;90:09000:0:PV-003877309411;
c1ncon1,35088,90:09000:0:PV-003031756161;90:09000:0:PV-003877307291;90:09000:0:PV-003031756898;
c1ccc2c(c1)CCNC2,6751,90:09000:0:PV-003877307239;90:09000:0:PV-002238283934;90:09000:0:PV-003877343340;
Cc1ccoc1,27238,90:09000:0:PV-003877307291;90:09000:0:PV-003031758141;90:09000:0:PV-003877312528;
CC1CCc2ccccc2C1,385,90:09000:0:PV-003877307307;90:09000:0:PV-003031756477;90:09001:3:PV-003877759083;
Oc1ccccc1F,4282,90:09000:0:PV-003877307307;90:09000:0:PV-003877309119;90:09000:0:PV-002445284209;
Nc1ncccn1,2024,90:09000:0:PV-003877307316;90:09000:0:PV-003031757795;90:09000:0:PV-006621991762;
CC1(C)CCC2(CCCO2)CC1,111,90:09000:0:PV-003031756223;90:09000:1:PV-003031779454;90:09002:8:PV-003032135138;
C1CC2CCNC2C1,6513,90:09000:0:PV-003031756223;90:09000:0:PV-003877310031;90:09000:0:PV-003877312658;
CC1=CCCO1,6619,90:09000:0:PV-003031756231;90:09000:0:PV-003031760401;90:09000:0:PV-003877334573;
O=C1CCCc2occc2N1,104,90:09000:0:PV-002290033498;90:09002:3:PV-002548825680;90:09002:6:PV-003032109572;
Fc1ccc(Cl)cc1,4263,90:09000:0:PV-002290033498;90:09000:0:PV-003031758443;90:09000:0:PV-003031758666;
Fc1ccc2c(c1F)NCC2,155,90:09000:0:PV-003877307500;90:09000:5:PV-002600541014;90:09002:2:PV-003878055883;
Cc1csc(F)c1,2654,90:09000:0:PV-003877307529;90:09000:0:PV-003031756263;90:09000:0:PV-003031756264;
CC1CCCC1,18753,90:09000:0:PV-003031756269;90:09000:0:PV-001974288467;90:09000:0:PV-003877310617;
CC1CCc2sccc2C1,173,90:09000:0:PV-000445512067;90:09000:0:PV-000439893539;90:09001:7:PV-002393571369;
C1CCC2(C1)CNC2,2743,90:09000:0:PV-003031756279;90:09000:0:PV-003031760207;90:09000:0:PV-003877319394;
C1CC2CCC12,2625,90:09000:0:PV-003877307587;90:09000:0:PV-003877316308;90:09000:0:PV-003877322751;
Cc1cccn(C)c1=O,499,90:09000:0:PV-003877307612;90:09000:0:PV-003877327967;90:09001:1:PV-003877701919;
c1ncc2[nH]ccc2n1,132,90:09000:0:PV-003031756313;90:09003:1:PV-003032167929;90:09005:1:PV-003032436682;
c1nnco1,5852,90:09000:0:PV-002497035792;90:09000:0:PV-003877307848;90:09000:0:PV-003031768001;
c1ccn2cccc2c1,1355,90:09000:0:PV-003877307702;90:09000:0:PV-003031758021;90:09000:0:PV-003031758022;
Cc1cnc[nH]1,10754,90:09000:0:PV-003877307760;90:09000:0:PV-003877315191;90:09000:0:PV-003031761343;
Oc1ncccc1F,727,90:09000:0:PV-003877307838;90:09000:0:PV-003877307839;90:09000:0:PV-003877307840;
OC1C2CCC(C2)C1O,312,90:09000:0:PV-003877307848;90:09000:1:PV-003877353339;90:09000:1:PV-003877360246;
FC1CC2CNCCN2C1,53,90:09000:0:PV-003031756376;90:09002:3:PV-002600579386;90:09002:8:PV-002393593321;
CC1CCCCO1,6338,90:09000:0:PV-003877307919;90:09000:0:PV-003877307923;90:09000:0:PV-003877316676;
Cc1cc(N)sn1,1105,90:09000:0:PV-003877308011;90:09000:0:PV-003031759145;90:09000:0:PV-003031759146;
CC1CCOCC1,4753,90:09000:0:PV-003877308011;90:09000:0:PV-001589540973;90:09000:0:PV-003877341986;
C1CNC2CC2N1,3395,90:09000:0:PV-003877308012;90:09000:0:PV-003877311044;90:09000:0:PV-003877319546;
Cc1c[nH]cn1,2813,90:09000:0:PV-003877308014;90:09000:0:PV-003031758443;90:09000:0:PV-001982505308;
O=C1CSCN1,1368,90:09000:0:PV-003031756421;90:09000:0:PV-003031764394;90:09000:1:PV-006622089415;
C1=NCCS1,294,90:09000:0:PV-003031756430;90:09000:7:PV-002548794811;90:09001:4:PV-003877797878;
NC1Cc2ccccc2C1,153,90:09000:0:PV-003031756431;90:09001:3:PV-006623339432;90:09003:2:PV-003032178781;
Cc1cnc(C)[nH]1,2722,90:09000:0:PV-003877308068;90:09000:0:PV-003877308069;90:09000:0:PV-003877312725;
CC1CCC(=O)NC1,688,90:09000:0:PV-000494807982;90:09000:1:PV-003877360513;90:09000:3:PV-003877409359;
Fc1cnccc1Cl,1159,90:09000:0:PV-003031756459;90:09000:0:PV-003877333524;90:09000:0:PV-003031767555;
C1CC2CC(CN2)N1,2010,90:09000:0:PV-003877308198;90:09000:0:PV-003877320541;90:09000:1:PV-003877349418;
ClC1=CCCC1,6526,90:09000:0:PV-003877308212;90:09000:0:PV-003877308213;90:09000:0:PV-003877325136;
Cc1cc(C)cc(C)c1,1795,90:09000:0:PV-002290033542;90:09000:0:PV-003877320159;90:09000:0:PV-000468726594;
Cc1ccc(C)o1,3815,90:09000:0:PV-003031756515;90:09000:0:PV-003877327639;90:09000:0:PV-003877331806;
CN1C=NCC(O)C1,42,90:09000:0:PV-003031756515;90:09001:0:PV-003031899225;90:09002:0:PV-003032028168;
CC1CCCC(C)C1,919,90:09000:0:PV-001991764597;90:09000:0:PV-002445284818;90:09000:1:PV-006622112714;
Clc1cscn1,13381,90:09000:0:PV-001589540973;90:09000:0:PV-001779234165;90:09000:0:PV-001601886064;
C1CC2(C1)CNC21CCC1,28,90:09000:0:PV-003877308303;90:09007:6:PV-006629757475;90:09008:4:PV-003880199564;
CC1(F)CCC1,8229,90:09000:0:PV-003877308322;90:09000:0:PV-003031756522;90:09000:0:PV-003877314374;
FC1CNC1,19783,90:09000:0:PV-003877308336;90:09000:0:PV-003877311161;90:09000:0:PV-003877315374;
Clc1ccsn1,11788,90:09000:0:PV-003877308344;90:09000:0:PV-003877308448;90:09000:0:PV-003877316906;
Cc1cocn1,10469,90:09000:0:PV-003877308345;90:09000:0:PV-003031756528;90:09000:0:PV-003877315576;
C1CC2CCC(C1)N2,10825,90:09000:0:PV-003877308345;90:09000:0:PV-003031756528;90:09000:0:PV-003877309213;
O=c1[nH]ncs1,1192,90:09000:0:PV-003877308388;90:09000:0:PV-003877319481;90:09000:0:PV-003877323135;
c1ccc2occc2c1,7702,90:09000:0:PV-003031756573;90:09000:0:PV-003877325925;90:09000:0:PV-003877331275;
CC12CNC(CO1)C2,70,90:09000:0:PV-003877308418;90:09000:5:PV-002186541946;90:09002:3:PV-002548826465;
Nc1nccs1,9143,90:09000:0:PV-003031756576;90:09000:0:PV-003877308434;90:09000:0:PV-003031757804;
O=c1cccc[nH]1,18755,90:09000:0:PV-001569500486;90:09000:0:PV-002238282512;90:09000:0:PV-003031762266;
C1CC2CNCC2CO1,1559,90:09000:0:PV-003877308497;90:09000:0:PV-003877308498;90:09000:0:PV-003877337053;
c1ccc2c(c1)OCO2,4507,90:09000:0:PV-003877308561;90:09000:0:PV-003877317560;90:09000:0:PV-002600532183;
c1ccc2c(c1)CCCN2,3891,90:09000:0:PV-003877308561;90:09000:0:PV-003877309076;90:09000:0:PV-003877315801;
FC1CCOCC1,2296,90:09000:0:PV-003877308604;90:09000:0:PV-003877308605;90:09000:0:PV-001454032265;
C1CNCCNC1,18712,90:09000:0:PV-003877308649;90:09000:0:PV-003877312175;90:09000:0:PV-003877312880;
Cc1ccn(C)n1,9822,90:09000:0:PV-003031756675;90:09000:0:PV-002186531644;90:09000:0:PV-003877311044;
Clc1csc2ccccc12,373,90:09000:0:PV-003031756675;90:09000:6:PV-003031846351;90:09000:8:PV-003877597122;
Cc1c[nH]c(=O)[nH]1,2287,90:09000:0:PV-001779234165;90:09000:0:PV-001601886064;90:09000:1:PV-006622028219;
Oc1ccnnc1,1362,90:09000:0:PV-003877308681;90:09000:1:PV-006622034838;90:09000:2:PV-003877383811;
c1nc2c(s1)CCC2,543,90:09000:0:PV-002393536303;90:09000:2:PV-006622235859;90:09000:3:PV-002134790688;
Cn1ccccc1=O,5275,90:09000:0:PV-001677913285;90:09000:0:PV-001978735951;90:09000:0:PV-003877322515;
c1ccc2c(c1)NCCS2,225,90:09000:0:PV-003877308748;90:09000:0:PV-003031756708;90:09000:7:PV-003877565961;
Cc1ccc(Cl)cn1,460,90:09000:0:PV-003877308765;90:09000:0:PV-003877339706;90:09000:3:PV-003877427942;
Cc1cnn2cccnc12,547,90:09000:0:PV-002290033575;90:09000:4:PV-002341793418;90:09000:6:PV-002393549051;
CC1CCCN1C,6164,90:09000:0:PV-003877308781;90:09000:0:PV-003877313488;90:09000:0:PV-003877340995;
C1CCC2OCCC2C1,760,90:09000:0:PV-003877308787;90:09000:2:PV-003877384262;90:09000:2:PV-003877389749;
C1CC2(CNC2)CO1,750,90:09000:0:PV-003031756723;90:09000:3:PV-003031808956;90:09000:7:PV-003877549260;
Clc1cc[nH]c1,7623,90:09000:0:PV-003031756723;90:09000:0:PV-000447993254;90:09000:0:PV-000442374700;
C1COCCO1,7330,90:09000:0:PV-003031756730;90:09000:0:PV-000490460338;90:09000:0:PV-003031762426;
Cc1ccncc1C,1872,90:09000:0:PV-003877308842;90:09000:0:PV-001677971739;90:09000:0:PV-001883745428;
Cn1ncccc1=O,1744,90:09000:0:PV-003877308932;90:09000:0:PV-003877309714;90:09000:0:PV-003877309715;
Cc1nccn1C,2553,90:09000:0:PV-003031756782;90:09000:0:PV-001526857177;90:09000:1:PV-003031773321;
C1C2CC1C2,9496,90:09000:0:PV-003877308969;90:09000:0:PV-003877309135;90:09000:0:PV-003877334461;
O=c1ccc2ccc(F)cc2[nH]1,290,90:09000:0:PV-003877308976;90:09000:0:PV-002238283369;90:09000:4:PV-003031810181;
c1ccc2c(c1)CCOC2,3191,90:09000:0:PV-003877308991;90:09000:0:PV-003031758877;90:09000:0:PV-003031759659;
CC1CC2(CC2)C1,1480,90:09000:0:PV-003031756808;90:09000:1:PV-006622028563;90:09000:1:PV-003877356027;
Cc1ccccc1F,10800,90:09000:0:PV-003877309064;90:09000:0:PV-003877314367;90:09000:0:PV-002445283714;
c1ncc2c(n1)CCOC2,158,90:09000:0:PV-002341784637;90:09000:1:PV-003031775255;90:09002:5:PV-003032088180;
c1ccc2c(c1)CNCCN2,149,90:09000:0:PV-004134903447;90:09000:0:PV-003877323601;90:09000:2:PV-002134789881;
CN1CCCC1,22524,90:09000:0:PV-003877309137;90:09000:0:PV-003877309299;90:09000:0:PV-003877315290;
Cc1cccc(O)c1,3060,90:09000:0:PV-002548779153;90:09000:0:PV-003031758783;90:09000:0:PV-003031758784;
C1NCC2CNCC12,4665,90:09000:0:PV-003877309172;90:09000:0:PV-003877320973;90:09000:0:PV-003877320974;
Cc1cccc2c1CCN2,214,90:09000:0:PV-003877309188;90:09000:5:PV-003031822629;90:09000:8:PV-003877602660;
Cc1ccc2c(c1)CNCC2,185,90:09000:0:PV-002393536342;90:09000:0:PV-003877339706;90:09000:5:PV-002134796163;
Clc1cccnc1,21969,90:09000:0:PV-003877309219;90:09000:0:PV-003031759480;90:09000:0:PV-003877316276;
C1COC2COCC2N1,978,90:09000:0:PV-003877309223;90:09000:0:PV-003877334958;90:09000:0:PV-003877334959;
c1ccc2c(c1)NCCN2,350,90:09000:0:PV-002134784943;90:09000:1:PV-002186533884;90:09000:5:PV-003877492196;
Cn1ccc(Cl)n1,3043,90:09000:0:PV-000535410327;90:09000:0:PV-003877318343;90:09000:0:PV-001979331718;
C1CC2(CCNC2)CN1,1522,90:09000:0:PV-003031756925;90:09000:1:PV-003031770904;90:09000:1:PV-001676942312;
Cc1ccc(C)nn1,354,90:09000:0:PV-003877309304;90:09000:4:PV-002393546165;90:09000:4:PV-001986677068;
O=C1Nc2cccc3cccc1c23,7,90:09000:0:PV-003877309304;90:09034:7:PV-003036374907;90:09056:6:PV-003039278935;
Oc1cccc(F)c1,2774,90:09000:0:PV-003877309306;90:09000:0:PV-003877313012;90:09000:1:PV-006622041372;
c1ccc2c(c1)CCO2,6974,90:09000:0:PV-001986605714;90:09000:0:PV-001902907838;90:09000:0:PV-002600532659;
Cc1ncccc1O,136,90:09000:0:PV-003031756942;90:09000:2:PV-003031786530;90:09000:3:PV-003877416575;
CC1(C)C2CCCC21,1304,90:09000:0:PV-003031756971;90:09000:1:PV-002393539522;90:09000:2:PV-003031785212;
CC1(C)CCCO1,3811,90:09000:0:PV-003877309387;90:09000:0:PV-003031758389;90:09000:0:PV-003031758390;
c1nn[nH]n1,17514,90:09000:0:PV-003031756979;90:09000:0:PV-003031757292;90:09000:0:PV-003031758355;
Fc1cccc2c1CCN2,227,90:09000:0:PV-003031756979;90:09000:0:PV-003877311890;90:09000:1:PV-002134787609;
C1CC2(CC2)CN1,11748,90:09000:0:PV-003031756981;90:09000:0:PV-003877309693;90:09000:0:PV-003877316573;
Cc1scnc1O,2147,90:09000:0:PV-003877309432;90:09000:0:PV-003031759334;90:09000:0:PV-003031759335;
Cc1c(F)cccc1F,164,90:09000:0:PV-003877309443;90:09000:4:PV-003031816406;90:09000:6:PV-003877505516;
Cn1cncn1,13971,90:09000:0:PV-003031757019;90:09000:0:PV-004134904637;90:09000:0:PV-003877313975;
O=S1(=O)CC2CC1C2,323,90:09000:0:PV-003877309545;90:09000:0:PV-003877340171;90:09000:0:PV-003877340172;
CC1CN=CN1,486,90:09000:0:PV-003031757040;90:09000:0:PV-003031767524;90:09000:3:PV-003031796439;
Cc1ccc[nH]c1=O,1511,90:09000:0:PV-003031757047;90:09000:0:PV-003877340753;90:09000:0:PV-003877340754;
OC1COC2(CCNCC2)C1,40,90:09000:0:PV-003877309588;90:09000:2:PV-003877401671;90:09001:6:PV-006623599153;
NC1CCc2ccccc21,343,90:09000:0:PV-003031757074;90:09000:4:PV-006622296619;90:09000:6:PV-003877518273;
NC1CCC12CCC2,383,90:09000:0:PV-003877309672;90:09000:1:PV-006622031514;90:09000:8:PV-004134978946;
O=c1[nH]nn[nH]1,186,90:09000:0:PV-003877309672;90:09000:1:PV-006622031514;90:09000:1:PV-006622037526;
c1cnc2ncccc2c1,1059,90:09000:0:PV-003031757097;90:09000:0:PV-003031762358;90:09000:0:PV-003877329191;
CS(C)(=N)=O,5869,90:09000:0:PV-003031757098;90:09000:0:PV-003877329351;90:09000:0:PV-003877329352;
NC1CCCCC1,2103,90:09000:0:PV-003877309724;90:09000:0:PV-003877313619;90:09000:2:PV-003877386608;
c1ccc2nonc2c1,2319,90:09000:0:PV-003031757147;90:09000:0:PV-002186532978;90:09000:0:PV-003031766315;
Fc1ccc2ccccc2c1,451,90:09000:0:PV-001979803855;90:09000:0:PV-003877322941;90:09000:0:PV-003877322942;
ClC1=CCC1,10699,90:09000:0:PV-003877309967;90:09000:0:PV-003877319129;90:09000:0:PV-003031761766;
Cc1ccc[nH]1,7759,90:09000:0:PV-001679599554;90:09000:0:PV-001983270555;90:09000:0:PV-003877321024;
Cc1nscc1N,1320,90:09000:0:PV-003877310021;90:09000:0:PV-003877310022;90:09000:1:PV-003877348525;
O=c1occc2ccccc12,280,90:09000:0:PV-003031757279;90:09000:0:PV-002548780468;90:09000:0:PV-003031766179;
CC1CCCO1,21840,90:09000:0:PV-004134903730;90:09000:0:PV-004134903731;90:09000:0:PV-003877310524;
Fc1cc(Cl)cs1,2249,90:09000:0:PV-004134903730;90:09000:0:PV-004134903731;90:09000:0:PV-003877317939;
CN1CCNC1=O,3399,90:09000:0:PV-003031757300;90:09000:1:PV-006622057360;90:09000:1:PV-006622088496;
C1NC2CC3CC1C2C3,393,90:09000:0:PV-003877310128;90:09000:2:PV-003031791751;90:09000:2:PV-003877400141;
Cc1ccncc1,12622,90:09000:0:PV-003031757307;90:09000:0:PV-003031757633;90:09000:0:PV-003031759248;
C1CC2(CC2)CO1,3011,90:09000:0:PV-003031757311;90:09000:0:PV-003877310137;90:09000:0:PV-003877312162;
Clc1ccncc1,5316,90:09000:0:PV-003031757346;90:09000:0:PV-003877317189;90:09000:0:PV-003877331806;
O=C1CCCC1,3587,90:09000:0:PV-003031757346;90:09000:0:PV-003877312716;90:09000:0:PV-003877325116;
OC1CCCCNC1,4626,90:09000:0:PV-003877310257;90:09000:0:PV-003877314637;90:09000:0:PV-003877335177;
Cc1c(Cl)cnn1C,990,90:09000:0:PV-003877310258;90:09000:0:PV-003877310259;90:09000:0:PV-003877310260;
C1=CSCC1,12185,90:09000:0:PV-003877310258;90:09000:0:PV-003877310259;90:09000:0:PV-003877310260;
FC1CNCCOC1,691,90:09000:0:PV-003877310328;90:09000:0:PV-003877311573;90:09000:0:PV-003877311574;
C1=CCNCC1,2172,90:09000:0:PV-003031757368;90:09000:0:PV-003031767610;90:09000:1:PV-006622058201;
CN1CCC(C)(C)C1,783,90:09000:0:PV-003031757369;90:09000:3:PV-003877421807;90:09000:8:PV-003877585070;
Cc1c[nH]c2c1CCCC2,166,90:09000:0:PV-003877310373;90:09000:0:PV-006621985860;90:09000:2:PV-003031793090;
c1cnc2c(c1)OCCO2,531,90:09000:0:PV-003877310373;90:09000:7:PV-003031850699;90:09001:1:PV-003031912247;
c1ccc2c(c1)CCN2,7065,90:09000:0:PV-002134785023;90:09000:0:PV-003031757639;90:09000:0:PV-003031761779;
C1CSCS1,8791,90:09000:0:PV-003031757407;90:09000:0:PV-003031757408;90:09000:0:PV-003031757409;
c1ccc2ncncc2c1,1560,90:09000:0:PV-003877310492;90:09000:1:PV-002186534919;90:09000:2:PV-003031791112;
ClC1=CCOCC1,2493,90:09000:0:PV-003031757415;90:09000:0:PV-003031757416;90:09000:0:PV-003031757417;
FC1(F)CCCCC1,5351,90:09000:0:PV-003877310500;90:09000:0:PV-003877318362;90:09000:0:PV-003877318363;
O=S1(=O)CCCC1,8087,90:09000:0:PV-004134903848;90:09000:0:PV-003877315821;90:09000:0:PV-003877321004;
O=S1(=O)CCCCC1,4012,90:09000:0:PV-002393536429;90:09000:0:PV-001979105766;90:09000:0:PV-004134910902;
Nc1cncs1,413,90:09000:0:PV-003031757483;90:09000:1:PV-006622034463;90:09001:1:PV-003031912222;
O=S1(=O)CCC1,11865,90:09000:0:PV-001461730942;90:09000:0:PV-003031761317;90:09000:0:PV-004134906721;
Cn1ccc(Cl)c1Cl,906,90:09000:0:PV-003877310743;90:09000:0:PV-000492295523;90:09000:1:PV-004134918024;
Cc1ccsc1,30139,90:09000:0:PV-003877310758;90:09000:0:PV-003877311107;90:09000:0:PV-003031757895;
Cc1cc[nH]c(=O)c1,1296,90:09000:0:PV-001987880526;90:09000:3:PV-003031794944;90:09000:3:PV-000499544255;
c1ncc2c(n1)CCC2,546,90:09000:0:PV-003877310772;90:09000:0:PV-003877311158;90:09000:1:PV-003877375845;
Cn1nccn1,5035,90:09000:0:PV-001982775868;90:09000:0:PV-003877319775;90:09000:0:PV-003877319776;
Clc1cc2cncnc2[nH]1,87,90:09000:0:PV-002238282232;90:09000:0:PV-003877318070;90:09002:2:PV-002238326963;
Fc1c(Cl)ccc2cc[nH]c12,88,90:09000:0:PV-003877310876;90:09000:0:PV-003877310877;90:09000:4:PV-002600539515;
c1ccc2[nH]ccc2c1,12280,90:09000:0:PV-002186531644;90:09000:0:PV-003877311280;90:09000:0:PV-002393536657;
c1cc2sccc2o1,939,90:09000:0:PV-000508386428;90:09000:0:PV-000508384508;90:09000:0:PV-000465060316;
Cc1ccc2c(c1C)NCCC2,61,90:09000:0:PV-003031757637;90:09001:4:PV-003031952901;90:09003:4:PV-003032207042;
c1cc2sccc2s1,1276,90:09000:0:PV-003877311051;90:09000:0:PV-001525066819;90:09000:3:PV-003031794174;
O=c1[nH]cn[nH]1,2509,90:09000:0:PV-003031757647;90:09000:0:PV-003877330318;90:09000:1:PV-003031775239;
O=C1NCc2ccccc21,339,90:09000:0:PV-003031757666;90:09000:0:PV-002548780332;90:09000:9:PV-003877625210;
C1CC2(C1)CCNCC2,4458,90:09000:0:PV-003031757671;90:09000:0:PV-003031766923;90:09000:0:PV-003877337664;
O=c1cccco1,5251,90:09000:0:PV-003877311145;90:09000:0:PV-003877311146;90:09000:0:PV-003877325088;
Cc1ccns1,12673,90:09000:0:PV-001637543662;90:09000:0:PV-001628844724;90:09000:0:PV-001407873356;
c1cc2n(c1)CCNC2,287,90:09000:0:PV-003877311254;90:09000:3:PV-003031804323;90:09000:4:PV-002290041999;
Cc1cc(Cl)n(C)n1,1235,90:09000:0:PV-003877311259;90:09000:0:PV-003877311260;90:09000:0:PV-003877311261;
Clc1cn[nH]c1,15799,90:09000:0:PV-003031757730;90:09000:0:PV-003877315713;90:09000:0:PV-000476258355;
C1CNCC2(CC2)CN1,1780,90:09000:0:PV-003877311351;90:09000:0:PV-003877322932;90:09000:0:PV-003877334346;
C1CSC2(C1)CNC2,1805,90:09000:0:PV-003877311364;90:09000:0:PV-003877311365;90:09000:0:PV-003877311366;
Cc1ccnc(C)c1,3880,90:09000:0:PV-002600530880;90:09000:0:PV-003877312529;90:09000:0:PV-003877333588;
c1cn2c(n1)CCC2,3882,90:09000:0:PV-003877311461;90:09000:0:PV-003877316757;90:09000:0:PV-003877327433;
CN1CCCN(C)CC1,323,90:09000:0:PV-003031757820;90:09000:6:PV-003031847968;90:09000:9:PV-003877645242;
C1CSCCS1,5530,90:09000:0:PV-003031757827;90:09000:0:PV-003877327543;90:09000:0:PV-003877327544;
