fragment_smiles,occurences,example_ligands
C1CNCCN1,57279,22:02200:0:Z3203324573;22:02200:0:Z2364460125;22:02200:0:Z2363777471;
NC1CCCCCNC1,322,22:02200:1:Z2763851428;22:02200:1:Z4054714670;22:02200:1:Z4054714671;
Cc1ccc2cccc(Cl)c2n1,14,22:02200:1:Z2927107081;22:02201:7:Z2774124532;22:02213:3:Z4421590711;
Cc1cccc2ccoc12,345,22:02200:1:Z2928989185;22:02200:2:Z3205181434;22:02200:6:Z4260402131;
Fc1cccc2nn[nH]c12,124,22:02200:1:Z4298879294;22:02200:3:Z4282457508;22:02200:6:Z4298481144;
CC1NCCC1=O,382,22:02200:1:Z4032108421;22:02200:6:Z4032124004;22:02200:6:Z4032119785;
Cn1c(=O)[nH]c2ccccc21,443,22:02200:1:Z4032108421;22:02200:1:Z2378321372;22:02200:2:Z5020480813;
Cn1c(=O)cc[nH]c1=O,801,22:02200:1:Z1419533073;22:02200:1:Z3589906488;22:02200:1:Z3076343419;
NC1CC2(CCCCC2)C1,348,22:02200:1:Z3635190305;22:02200:1:Z4430229651;22:02200:7:Z3634842533;
Cc1nc2cccnn2n1,144,22:02200:1:Z2092764867;22:02200:5:Z3832482990;22:02201:9:Z2977558421;
O=C1CNCC2(CC2)N1,523,22:02200:1:Z4173417627;22:02200:2:Z3852975322;22:02201:0:Z3323414985;
CC1CCC(N)C1,551,22:02200:1:Z3133653813;22:02200:1:Z3133647105;22:02200:1:Z4060089631;
O=c1[nH]nc2ccccn12,760,22:02200:1:Z3553099032;22:02200:1:Z4094635653;22:02200:1:Z2591066223;
Cc1cn2ccncc2n1,204,22:02200:1:Z3593733819;22:02200:6:Z2174855651;22:02201:6:Z4934965046;
Cc1n[nH]c(C)n1,1508,22:02200:1:Z4147626099;22:02200:2:Z4107558951;22:02200:2:Z4427544321;
O=c1nc[nH][nH]1,1112,22:02200:1:Z3880515307;22:02200:1:Z806327316;22:02200:2:Z4906399823;
CC1(C)CC2(CCC2)C1,905,22:02200:1:Z4269913260;22:02200:1:Z3625316482;22:02200:4:Z3085450943;
Cc1ccc2ccsc2c1,146,22:02200:1:Z2231887157;22:02200:1:Z3624387584;22:02200:7:Z1956743597;
Cc1cc2ccccc2o1,575,22:02200:1:Z3360999306;22:02200:2:Z1699274042;22:02200:3:Z1700930279;
Cc1coc2ccccc12,939,22:02200:1:Z4913258451;22:02200:1:Z4162553386;22:02200:1:Z4913226831;
c1cc2c(cn1)CCC2,1487,22:02200:1:Z4507387774;22:02200:1:Z3609181048;22:02200:2:Z4220893147;
O=c1[nH]cnc2c1CCCN2,68,22:02200:1:Z4377645705;22:02200:5:Z4377645854;22:02201:3:Z2874992011;
C1CSC2(CCOCC2)CN1,306,22:02200:1:Z2971230690;22:02200:3:Z3544745319;22:02200:4:Z2480769945;
OC1C2CCCC1CC2,618,22:02200:1:Z4327130669;22:02200:1:Z4319704200;22:02200:5:Z4233609582;
Clc1ccc2[nH]cnc2c1,347,22:02200:1:Z1369447154;22:02200:4:Z2905311362;22:02200:5:Z3642310349;
NC1CCCCCC1(F)F,118,22:02200:1:Z3511310924;22:02200:2:Z3498121065;22:02200:7:Z3515866714;
NC1CCC(O)C1,943,22:02200:1:Z3350583765;22:02200:1:Z3831452478;22:02200:1:Z5004888697;
c1scc2c1OCCO2,824,22:02200:1:Z2752889188;22:02200:1:Z2723061205;22:02200:6:Z4091804080;
CC12CC(C1)C2,1393,22:02200:1:Z4115274713;22:02200:3:Z3370910933;22:02200:3:Z4023624893;
c1n[nH]c2c1CCCN2,713,22:02200:1:Z4294420917;22:02200:1:Z4294417626;22:02200:1:Z4289789123;
CC1(C)CNCc2cn[nH]c21,134,22:02200:1:Z4489695885;22:02200:8:Z3370691217;22:02202:1:Z3393914459;
C1CNC2CCNCC2C1,684,22:02200:1:Z2828155439;22:02200:1:Z3294138074;22:02200:1:Z3294138022;
O=S1(=O)CCC2CNCC21,729,22:02200:1:Z2780343543;22:02200:1:Z2780342519;22:02200:5:Z2975236930;
OC1CC2(CCC2)C1,1177,22:02200:1:Z4423858209;22:02200:1:Z4230780258;22:02200:3:Z4294431178;
C1CC2(CCS1)CC2,800,22:02200:1:Z3179410522;22:02200:1:Z2370539869;22:02200:2:Z2270202648;
O=C1NCCc2ccncc21,137,22:02200:1:Z4421811160;22:02200:4:Z3554630201;22:02200:9:Z3440980414;
C1CC2(C1)COCCO2,522,22:02200:1:Z5062947623;22:02200:6:Z5013286529;22:02200:7:Z5013285705;
C1CCC2(CC1)CCNCC2,541,22:02200:1:Z4174762341;22:02200:4:Z4448179400;22:02200:4:Z4056147642;
Cc1ncc2c(C)c(C)sc2n1,96,22:02200:1:Z909656792;22:02200:1:Z3824186366;22:02200:1:Z31182402;
Fc1ccsc1,3149,22:02200:1:Z4178779532;22:02200:1:Z2220473003;22:02200:1:Z4505743626;
Cc1c(Cl)ccc2[nH]ccc12,42,22:02200:1:Z4005516303;22:02201:5:Z4611470067;22:02207:6:Z3184451660;
C1CNCC2(C1)CCOCC2,519,22:02200:1:Z3134556243;22:02200:1:Z3976608552;22:02200:2:Z2904708926;
C1CCC2CC2CC1,2004,22:02200:1:Z3873247905;22:02200:1:Z3626173258;22:02200:1:Z3626173668;
Clc1ncco1,556,22:02200:1:Z5035590327;22:02200:1:Z4220849247;22:02200:2:Z5035707121;
C1CNCCC2(C1)CCC2,243,22:02200:1:Z4508292183;22:02201:0:Z3611174361;22:02201:0:Z3611170768;
O=C1NCC2(CC2)C(=O)N1,51,22:02200:1:Z3211502741;22:02200:6:Z3211349057;22:02201:3:Z3210957135;
C1CC2(CCO1)CNC2,1206,22:02200:1:Z2605550732;22:02200:1:Z4996500388;22:02200:2:Z3373253375;
C1NCC2CSCC1C2,467,22:02200:1:Z3138760365;22:02200:1:Z3138759636;22:02200:1:Z3138757386;
CC1CC2CCCCC2N1,219,22:02200:1:Z4249722398;22:02200:2:Z1765724679;22:02200:6:Z1591816658;
CC1CCNCCS1,719,22:02200:1:Z1856233401;22:02200:2:Z1856190437;22:02200:2:Z1862922600;
c1ccc2c(c1)NCCS2,263,22:02200:1:Z1856233401;22:02200:8:Z642283284;22:02201:9:Z2833406398;
NC1CC(F)C1,1029,22:02200:1:Z3701044002;22:02200:1:Z3795857725;22:02200:1:Z3795936413;
Cc1ccc(Cl)cc1C,601,22:02200:1:Z2295496002;22:02200:1:Z2962170085;22:02200:2:Z1634975302;
CN1C(=O)Cc2ccccc21,381,22:02200:1:Z4423976124;22:02200:7:Z1919786697;22:02201:4:Z3583033219;
Fc1ccc2c(c1)OCCC2,325,22:02200:1:Z3166664980;22:02200:1:Z2707158888;22:02200:1:Z2591951987;
Cc1nc2ncccn2n1,407,22:02200:1:Z3077853545;22:02200:2:Z3077394562;22:02200:4:Z4181292903;
OC1CCCCCC1O,227,22:02200:1:Z3077853545;22:02200:1:Z3204774945;22:02200:2:Z3204778145;
C1=NNCC1,275,22:02200:1:Z4267571515;22:02200:1:Z4269691503;22:02200:1:Z4269673195;
Cc1cnc2c(c1)NCC2,233,22:02200:1:Z4132463134;22:02200:1:Z5012840068;22:02200:1:Z2691119481;
C1CN2CCOCC2CN1,540,22:02200:1:Z4066031955;22:02200:1:Z2851056466;22:02200:5:Z3205018455;
c1n[nH]c2c1COCC2,616,22:02200:1:Z4104456669;22:02200:2:Z4066419886;22:02200:3:Z3506536942;
Cn1ncc2cnc(Cl)nc21,76,22:02200:1:Z2792413143;22:02200:1:Z4234275676;22:02200:6:Z2792537057;
CC12CNCC1CSC2,547,22:02200:1:Z3009795220;22:02200:1:Z2966568089;22:02200:5:Z2966565669;
FC1(F)CCCCCC1,1083,22:02200:1:Z4213231453;22:02200:1:Z4929781700;22:02200:4:Z4537665651;
C1CC2(C1)CNCC1(CCC1)O2,106,22:02200:1:Z3517504580;22:02200:2:Z3613318809;22:02200:4:Z3613326682;
c1cc2n(n1)CCNC2,2650,22:02200:1:Z2390067114;22:02200:2:Z5000801873;22:02200:3:Z2962273099;
FC1(F)CC2(CCNC2)C1,359,22:02200:1:Z4352902405;22:02200:4:Z4493150738;22:02200:5:Z4347737228;
C1CC2(C1)CNCCO2,1821,22:02200:1:Z4447573588;22:02200:1:Z3795849523;22:02200:1:Z2293250797;
Cc1ccc(N)nc1,187,22:02200:1:Z1592965565;22:02201:1:Z4275176160;22:02201:1:Z4515542049;
O=C1CCNCCN1,1150,22:02200:1:Z1174267729;22:02200:1:Z3075962507;22:02200:2:Z908578294;
Cc1cn[nH]n1,2455,22:02200:1:Z4070559351;22:02200:1:Z3350618997;22:02200:3:Z2100881612;
C1CCC2(C1)CCOC2,1137,22:02200:1:Z4018003423;22:02200:1:Z3873328231;22:02200:2:Z3679878920;
C1=NCCO1,496,22:02200:1:Z4250677619;22:02200:1:Z4267024155;22:02200:1:Z4264540791;
Cc1cncnc1C,1759,22:02200:1:Z3626218407;22:02200:1:Z3011784903;22:02200:1:Z4467848753;
O=c1[nH]ccn2ccnc12,126,22:02200:1:Z4429933794;22:02200:4:Z2957678394;22:02200:5:Z4220563713;
C1CNC2(CN1)COC2,169,22:02200:1:Z4429933794;22:02200:2:Z4429953637;22:02200:4:Z4429934347;
CN1CCCN(C)CC1,739,22:02200:1:Z3788716566;22:02200:1:Z4032759585;22:02200:1:Z2909280251;
OC1CCCNCC1,1466,22:02200:1:Z3515526902;22:02200:2:Z4105989537;22:02200:2:Z4193671940;
Clc1csc(Cl)n1,162,22:02200:1:Z3515526902;22:02201:0:Z3514133504;22:02201:5:Z3512804391;
Fc1ccc2c(c1)CNC2,275,22:02200:1:Z2804747071;22:02201:9:Z3133982874;22:02202:5:Z2841828893;
OC1CNCC(O)C1O,286,22:02200:1:Z2950917341;22:02200:1:Z2950914338;22:02200:2:Z3516191723;
CC1NCCOC1C,675,22:02200:1:Z3373185723;22:02200:2:Z1438183937;22:02200:2:Z4210781977;
CC1NC(C)C2CCCCC12,66,22:02200:1:Z4451720053;22:02201:0:Z4448869972;22:02202:0:Z4451719515;
C1COC2(CN1)CNC2,452,22:02200:1:Z2611228112;22:02200:5:Z4210598222;22:02201:0:Z4210606025;
Cc1cc2c(cn1)CCN2,243,22:02200:1:Z3520742395;22:02200:3:Z4132612951;22:02200:5:Z3627621062;
CC1(C)CNCC1N,491,22:02200:1:Z3135014095;22:02200:1:Z2899099952;22:02200:2:Z3135003896;
c1cn2ncnc2cn1,531,22:02200:1:Z4233370264;22:02200:1:Z3557227209;22:02200:8:Z4343346687;
N=c1cc[nH][nH]1,106,22:02200:1:Z858158864;22:02200:4:Z2043655427;22:02200:4:Z2762957468;
FC1CC2CCC(C1)N2,459,22:02200:1:Z4466134692;22:02200:6:Z4412687582;22:02200:7:Z4393700243;
C1NCC23COCC12COC3,202,22:02200:1:Z3318445298;22:02200:5:Z4115008089;22:02200:8:Z4166572269;
CC1CCCCNC1,575,22:02200:1:Z3938344743;22:02200:1:Z1734748816;22:02200:2:Z1887622133;
Fc1ccc2scnc2c1,432,22:02200:1:Z3938344743;22:02200:3:Z3943695810;22:02200:3:Z2476801281;
OC1CCNCc2ccccc21,138,22:02200:1:Z1623201000;22:02200:6:Z3543129988;22:02201:1:Z2272361692;
Cn1cnc2nc(Cl)ncc21,110,22:02200:1:Z3718889325;22:02200:1:Z3718891299;22:02200:1:Z3718843057;
Nc1ccnnc1,232,22:02200:1:Z3561315847;22:02200:3:Z3558785681;22:02201:7:Z3558013654;
OC1CC2(CCCCC2)C1,367,22:02200:1:Z4320434231;22:02200:1:Z4318841336;22:02201:7:Z4319599434;
C1CCC2(CCOC2)OC1,626,22:02200:1:Z3604932154;22:02200:2:Z1576442030;22:02200:2:Z4923444645;
c1cc2c(s1)CCCCN2,175,22:02200:1:Z1974883515;22:02200:5:Z1974877236;22:02200:7:Z1974344869;
CC1(O)CNOC1,500,22:02200:1:Z3587225522;22:02200:3:Z3620130378;22:02200:5:Z3587230672;
Cc1cncn1C,476,22:02200:1:Z2043475562;22:02200:3:Z2047481571;22:02200:5:Z3347532363;
c1ccc2c(c1)NCCCN2,104,22:02200:1:Z4522282228;22:02200:1:Z4522285832;22:02200:1:Z4522255222;
CC1CC(=O)C1,547,22:02200:1:Z2631223688;22:02200:1:Z4439414667;22:02200:5:Z2635662330;
O=c1oc2ccccc2o1,147,22:02200:1:Z3841385508;22:02200:7:Z3845097688;22:02201:2:Z2993728055;
Cc1cnn2cccnc12,413,22:02200:1:Z3352258376;22:02200:4:Z4255013637;22:02200:4:Z3898500665;
Nc1cc2n(n1)CCNC2,98,22:02200:1:Z4273572150;22:02202:7:Z2974196297;22:02203:0:Z4273585255;
CC12CCCCC1CN2,270,22:02200:1:Z2814902336;22:02200:6:Z3200309668;22:02201:3:Z2810359687;
C1CC2OCCC2CO1,320,22:02200:1:Z3998717275;22:02200:1:Z3994282169;22:02200:6:Z3993869906;
FC1(F)CCC2(CC1)CC2,676,22:02200:1:Z3575590888;22:02200:5:Z3674988265;22:02200:6:Z3878002360;
CC1(F)CCNC1,1119,22:02200:1:Z3046448439;22:02200:1:Z4223331576;22:02200:2:Z1555609130;
O=C1CC2CCCC(CN1)N2,215,22:02200:1:Z3323827439;22:02200:3:Z3443519749;22:02200:4:Z3612854525;
FC1CC2CC2C1,586,22:02200:1:Z4603211151;22:02200:3:Z4172540605;22:02200:3:Z4255843735;
CC1CCCN1C,3432,22:02200:1:Z4296294684;22:02200:1:Z4469164212;22:02200:2:Z2932198205;
Cc1cc(C)n2cccc2n1,69,22:02200:1:Z4053346775;22:02202:4:Z3051387769;22:02203:9:Z3049723688;
Clc1ccc2c(c1)CCCS2,137,22:02200:1:Z3968499831;22:02201:1:Z3998601414;22:02203:0:Z3508965300;
c1cc2occc2[nH]1,397,22:02200:1:Z3627921828;22:02200:3:Z1681710521;22:02200:5:Z1495906578;
c1[nH]nc2c1CNCCC2,329,22:02200:1:Z2608358101;22:02200:2:Z2608574817;22:02200:2:Z4022476986;
Fc1cccc2c1NCCC2,111,22:02200:1:Z280596208;22:02201:0:Z1817233483;22:02201:5:Z1879153094;
C1CCc2n[nH]nc2C1,4,22:02200:1:Z3859893469;22:02244:4:Z3828195942;22:02289:6:Z4024589634;
C1CN2CCC(CC2)N1,302,22:02200:1:Z1815890888;22:02200:4:Z4072611038;22:02200:6:Z3528248378;
CC1(C)CNCC2(CCCC2)O1,105,22:02200:1:Z2414593761;22:02200:8:Z4265012918;22:02202:1:Z2801079990;
CC1CCOC(C)CN1,470,22:02200:1:Z3619203348;22:02200:1:Z3193532356;22:02201:4:Z3060673564;
ClC1=CCCNC1,839,22:02200:1:Z4022324497;22:02200:1:Z4009190443;22:02200:1:Z4076718131;
FC12CCCC1CNC2,654,22:02200:1:Z4134099658;22:02200:3:Z3996929100;22:02200:5:Z3899902850;
Cc1cc(=O)[nH]cn1,1129,22:02200:1:Z4165409335;22:02200:1:Z2965731881;22:02200:1:Z1748865062;
CC1CCC2(CC1)OCCO2,184,22:02200:1:Z3191664916;22:02200:2:Z2977897842;22:02200:5:Z3343399193;
c1ccc2c(c1)CCCS2,989,22:02200:1:Z3700966459;22:02200:1:Z4220849247;22:02200:2:Z1463333807;
c1cc2ccsc2s1,443,22:02200:1:Z4223331576;22:02200:4:Z3599274498;22:02200:5:Z3189070955;
Cc1csc(F)c1,466,22:02200:1:Z3627871125;22:02200:1:Z4173992325;22:02200:3:Z3523134606;
Cc1nc2c([nH]1)CNCC2,322,22:02200:1:Z4491581062;22:02200:5:Z4665516211;22:02200:5:Z4278122313;
C1CC2(CCO1)CCO2,538,22:02200:1:Z4351905113;22:02200:2:Z4240334085;22:02200:6:Z4406999333;
CC1C2CNCC12,800,22:02200:1:Z4313985128;22:02200:1:Z4316177999;22:02200:1:Z4316543090;
C1CC2CCNCC2CN1,242,22:02200:1:Z3045095743;22:02200:3:Z4454596540;22:02200:4:Z3141343811;
NC1CCC2CC12,660,22:02200:1:Z3384559886;22:02200:2:Z3793571127;22:02200:6:Z4066169068;
O=C1CCCNC1,421,22:02200:1:Z3589149546;22:02201:0:Z3589138920;22:02201:6:Z3589139274;
CC1NCCn2cnnc21,425,22:02200:1:Z1845870276;22:02200:2:Z2775887323;22:02200:3:Z1842477637;
Cc1n[nH]c2c1CNCC2,353,22:02200:1:Z4112094395;22:02200:1:Z4112101482;22:02200:2:Z4109250888;
FC1(F)C2CCCCC21,2268,22:02200:1:Z4112094395;22:02200:1:Z4112101482;22:02200:1:Z3468581734;
CC1NCCc2cc(O)ccc21,104,22:02200:1:Z3316639339;22:02202:5:Z3628091961;22:02203:5:Z3046754261;
C1NCC2CC1O2,373,22:02200:1:Z2932562688;22:02200:1:Z2919542335;22:02200:2:Z4293967252;
OC1CNC2(CCOCC2)C1O,74,22:02200:1:Z4271526125;22:02203:0:Z4275438595;22:02204:5:Z4275437943;
Cc1ncncc1F,612,22:02200:1:Z1084001434;22:02200:2:Z4233183078;22:02200:4:Z1559046556;
O=C1CCC2(CCNC2)N1,389,22:02200:1:Z3395315505;22:02200:1:Z3395310871;22:02200:1:Z3395310554;
c1ccc2nscc2c1,750,22:02200:1:Z3395315505;22:02200:2:Z3529794556;22:02200:7:Z1129900884;
c1nc2c([nH]1)CCNC2,417,22:02200:1:Z2963416910;22:02200:2:Z3497802229;22:02200:2:Z3497804731;
Cc1cnc(C)c(=O)[nH]1,32,22:02200:1:Z5058352384;22:02200:9:Z4526239189;22:02202:5:Z4526238883;
CN1C(=O)COC12CCNCC2,106,22:02200:1:Z3041610558;22:02201:0:Z4285309722;22:02201:7:Z4436903641;
c1nc2c(s1)CNCC2,1082,22:02200:1:Z2308295432;22:02200:2:Z2489116648;22:02200:3:Z1779709108;
Fc1ccc2oncc2c1,187,22:02200:1:Z3046112103;22:02200:1:Z3046112105;22:02200:1:Z4450323424;
CC1C(O)CC2CCC1N2,311,22:02200:1:Z3577373485;22:02200:3:Z2784637478;22:02200:5:Z2839389802;
Cc1cnsc1,1430,22:02200:1:Z3833330726;22:02200:1:Z4478446009;22:02200:2:Z4170009166;
CC1=NOC2(CCNCC2)C1,264,22:02200:1:Z3653856794;22:02201:5:Z3653857837;22:02201:6:Z4278389702;
C1CNCC2(C1)CCO2,514,22:02200:1:Z3571373480;22:02200:1:Z3624387584;22:02200:1:Z3624385106;
FC1(F)CCCOCC1,344,22:02200:1:Z3695628412;22:02200:2:Z3609608775;22:02200:4:Z4277330797;
CC1CC2(CNC2)CO1,433,22:02200:1:Z4931466524;22:02200:4:Z3819641699;22:02200:8:Z3898443659;
c1n[nH]c2c1C1CCCC(C2)N1,73,22:02200:1:Z4261547703;22:02201:2:Z4350797285;22:02201:3:Z4261577471;
Cc1cn2ncsc2n1,367,22:02200:1:Z646485490;22:02200:5:Z1334452737;22:02201:2:Z2976962671;
C1NCC2COCC12,1463,22:02200:1:Z4422132070;22:02200:2:Z2596768774;22:02200:3:Z2791647341;
NC1C2CNC1C(O)C2,266,22:02200:1:Z3807884557;22:02200:9:Z3829861488;22:02202:2:Z3799718842;
C1CCC2(C1)CCNCC2,768,22:02200:1:Z4055389497;22:02200:5:Z4055389531;22:02200:5:Z3406888356;
CC1CNCc2c[nH]nc21,273,22:02200:1:Z4317351046;22:02200:6:Z2916190764;22:02200:9:Z3203699605;
Nc1ncsn1,112,22:02200:1:Z1414364168;22:02200:1:Z3539316322;22:02200:7:Z1378145114;
OC1CCc2ccccc2C1,326,22:02200:1:Z4257220799;22:02200:5:Z2920558608;22:02200:7:Z3136701633;
Cn1cnc2ccc(F)cc21,216,22:02200:1:Z4328513514;22:02200:6:Z2212377603;22:02201:4:Z2615835594;
CC1(C)CCC(O)CN1,358,22:02200:1:Z3881820372;22:02200:1:Z4094635653;22:02200:2:Z3822120161;
C1CC2(CCOCC2)CN1,1386,22:02200:1:Z4209485741;22:02200:2:Z3140825236;22:02200:2:Z4055199688;
CC1(C)CNCC2(CNC2)O1,76,22:02200:1:Z4054712187;22:02201:7:Z4054712786;22:02203:0:Z4054712714;
FC1(F)CC2(CCOC2)C1,226,22:02200:1:Z4643728286;22:02200:1:Z4643700935;22:02200:1:Z4643728263;
OC1CNC2COCC12,383,22:02200:1:Z3561683783;22:02200:1:Z3591329992;22:02200:3:Z3519978272;
CC1CNCC2(CCNC2)O1,98,22:02200:1:Z3383595793;22:02201:0:Z3383592532;22:02201:4:Z4054872360;
C1CCC2(C1)COC2,128,22:02200:1:Z4170961598;22:02200:1:Z4170924208;22:02200:3:Z4170958779;
c1cn2c(n1)CCOCC2,106,22:02200:1:Z3910464413;22:02200:1:Z3910442502;22:02202:4:Z4350993076;
CC1CNCC(C)S1(=O)=O,390,22:02200:1:Z2275342035;22:02200:7:Z2170319375;22:02200:8:Z4213845076;
Cc1cc(C)c2c(c1)CCC2,109,22:02200:1:Z4051866706;22:02200:6:Z4027465129;22:02201:4:Z2700003417;
CC1CNCO1,1290,22:02200:1:Z4265534967;22:02200:1:Z4265596399;22:02200:1:Z4220105299;
c1cc2cnsc2cn1,144,22:02200:1:Z4231952956;22:02201:2:Z4224836261;22:02201:8:Z4991880287;
CC1C=CCC(C)O1,81,22:02200:1:Z4922816451;22:02201:6:Z4922801860;22:02202:8:Z4922808266;
CC1(C)CNCC(C)(C)C1,299,22:02200:1:Z3050917936;22:02200:1:Z1699104296;22:02200:4:Z2224513798;
Cc1nnc2cccnn12,169,22:02200:1:Z1521882920;22:02200:3:Z2179812027;22:02200:7:Z1815958363;
Clc1ncc2sccc2n1,112,22:02200:1:Z4629560677;22:02200:1:Z5057736385;22:02201:0:Z2732272590;
Nc1cccnn1,387,22:02200:1:Z2997716556;22:02200:4:Z3241438624;22:02200:6:Z2997634013;
OC1CCCCC1O,692,22:02200:1:Z2976669664;22:02200:2:Z3205181434;22:02200:2:Z4457611383;
Clc1ccc2cncnc2c1Cl,41,22:02200:1:Z2976669664;22:02200:5:Z2972776792;22:02203:2:Z2975114103;
Nc1ccnc(N)n1,108,22:02200:1:Z4003620143;22:02202:2:Z2853386245;22:02202:4:Z3365473553;
Clc1cc(Cl)c2c(c1)CCC2,129,22:02200:1:Z4003620143;22:02201:7:Z1583134140;22:02202:7:Z4734194477;
Cc1cc(C)[nH]c(=O)c1,824,22:02200:1:Z1360020513;22:02200:2:Z3294037320;22:02200:2:Z2967792643;
O=C1CSCN1,612,22:02200:1:Z1411466972;22:02200:2:Z221150146;22:02200:3:Z341112526;
Clc1ccc2[nH]ncc2c1,282,22:02200:1:Z3614042270;22:02200:4:Z4317354869;22:02200:9:Z2411299232;
O=C1COc2cccnc21,7,22:02200:1:Z2618163740;22:02225:9:Z2687621646;22:02226:4:Z3013885868;
CC12CCC(C1)C2,66,22:02200:1:Z4436319975;22:02200:9:Z4455339592;22:02202:0:Z4436321036;
O=C1CNc2ccccc2N1,172,22:02200:1:Z1262258802;22:02200:5:Z4918753983;22:02201:0:Z1724107236;
OC1CCNC12CCCC2,250,22:02200:1:Z2872338870;22:02200:3:Z2713864426;22:02200:8:Z2214022340;
O=c1[nH]c2c([nH]1)CNCC2,316,22:02200:1:Z4031497614;22:02201:0:Z4031495705;22:02201:1:Z4091195649;
Nc1cnsc1,379,22:02200:1:Z4082449377;22:02200:3:Z4285272872;22:02200:3:Z4281504398;
C1=CNCCC1,40,22:02200:1:Z3383397103;22:02205:1:Z3466941371;22:02205:9:Z3383397830;
O=c1[nH]ccn2nccc12,297,22:02200:1:Z4273695850;22:02200:1:Z3201461081;22:02200:1:Z3195849995;
C1CNC2(C1)CCCSC2,265,22:02200:1:Z3620368327;22:02200:4:Z4022916434;22:02200:6:Z3829490072;
Nc1ccns1,161,22:02200:1:Z4326684170;22:02200:1:Z4319000651;22:02200:1:Z4219854533;
c1cc2n(n1)CCOC2,947,22:02200:1:Z3646744294;22:02200:3:Z2973555139;22:02200:3:Z2999717599;
O=S1(=O)CCC2(CC2)C1,314,22:02200:1:Z4406782656;22:02200:1:Z4406849998;22:02200:1:Z4406624913;
Cc1cc(Cl)c2c(c1)CCNC2,84,22:02200:1:Z3316783506;22:02203:6:Z3583925850;22:02204:9:Z3316783281;
C1CC2(CCN1)CCNC2,594,22:02200:1:Z4053530412;22:02200:3:Z2445090845;22:02200:4:Z4184860137;
OC1CCCCC12CCCNC2,127,22:02200:1:Z3561925486;22:02200:9:Z3640915118;22:02201:2:Z3520690141;
OC1CCNC12CC2,547,22:02200:1:Z3644857999;22:02200:2:Z3714567248;22:02200:2:Z3714567362;
Fc1cccc2cccnc12,585,22:02200:1:Z4213881397;22:02200:1:Z4213966890;22:02200:2:Z3395826605;
c1cc2n(n1)CC1(CC1)C2,182,22:02200:1:Z4025041891;22:02200:6:Z3670177725;22:02200:7:Z3667608696;
OC1CC2CCC(N2)C1O,263,22:02200:1:Z4328879332;22:02200:6:Z4347487328;22:02200:8:Z4328899469;
Cc1ccc2nncn2n1,120,22:02200:1:Z1902052963;22:02201:1:Z1864279008;22:02201:4:Z3650998707;
c1cnn2ccnc2c1,987,22:02200:1:Z4182612317;22:02200:1:Z3370325931;22:02200:1:Z1486465455;
Cc1ccc(Cl)cn1,494,22:02200:1:Z4081851046;22:02200:2:Z4134392253;22:02201:3:Z4139886252;
Cc1cc2cccc(C)c2s1,20,22:02200:1:Z2370675914;22:02208:4:Z2774359018;22:02209:7:Z2370589042;
CC1CSCCN1,2096,22:02200:1:Z3759910521;22:02200:1:Z2318090475;22:02200:1:Z3751177205;
C1NCC12COC2,689,22:02200:1:Z2587664979;22:02200:5:Z3060952125;22:02200:7:Z3361554501;
O=c1ccc2c([nH]1)CCCC2,394,22:02200:1:Z1422370948;22:02200:1:Z1167128051;22:02200:1:Z3631476269;
FC1(F)CCC2CC1CN2,271,22:02200:1:Z3105533727;22:02200:1:Z3103971749;22:02200:5:Z3078406124;
OC1CCC(O)C1,503,22:02200:1:Z4639558529;22:02200:2:Z3660354673;22:02200:2:Z3653640404;
O=S1(=O)CC2CC1C2,533,22:02200:1:Z4140470129;22:02200:4:Z4179314850;22:02201:2:Z4147806459;
CC1(C)CCC(=O)N1,1103,22:02200:1:Z3574621127;22:02200:2:Z3581774691;22:02200:3:Z3867682069;
C1CC2SCCSC2C1,370,22:02200:1:Z1542132532;22:02200:1:Z1542261107;22:02200:4:Z1781709485;
CC1Cc2cc(O)ccc2C(C)N1,35,22:02200:1:Z4253337871;22:02200:1:Z4273838105;22:02203:6:Z4253329167;
CC1CC2CC2C1,1035,22:02200:1:Z4048709008;22:02200:4:Z2698658721;22:02200:4:Z3855455053;
c1n[nH]c2c1NCCC2,287,22:02200:1:Z5018365950;22:02200:5:Z5019090103;22:02200:6:Z5019094916;
c1ccc2nnccc2c1,439,22:02200:1:Z2712774627;22:02200:1:Z4227379975;22:02200:5:Z4226930194;
CC1(C)CSCCN1,347,22:02200:1:Z2063243548;22:02200:3:Z1786364364;22:02200:5:Z2001089343;
Cc1cccc(O)c1C,645,22:02200:1:Z3203038385;22:02200:2:Z3203289657;22:02200:3:Z2588452986;
O=C1NCCCC12CCOCC2,12,22:02200:1:Z3382173492;22:02213:4:Z2875482535;22:02214:6:Z2875479117;
c1ccc2c(c1)CCNCC2,450,22:02200:1:Z2434663577;22:02200:4:Z2439440424;22:02200:5:Z3700634702;
Cc1cccc(F)c1Cl,266,22:02200:1:Z3385334144;22:02200:1:Z3915608249;22:02200:2:Z2174836591;
Oc1ccc2c(c1)CCC2,298,22:02200:1:Z2622911844;22:02200:5:Z4284709428;22:02201:5:Z4064917887;
C1CCC2(C1)CCOCC2,1367,22:02200:1:Z3055895957;22:02200:2:Z3899072139;22:02200:3:Z3803504284;
CC1CCS(=O)(=O)N1C,253,22:02200:1:Z3633164989;22:02200:4:Z3633164311;22:02202:2:Z3633162006;
